-0.0012806+0.00098689i,-0.0015403-0.00017073i,-0.0020998-0.00050137i,-0.0017837-0.00074159i,-0.0017254-0.00013266i,-0.0017205+0.00072008i,-0.00046959+0.00093505i,0.00094993+0.0013142i,0.0017517+0.0016908i,0.0013951+0.00077742i,0.00041671-0.00030023i,0.00024865+1.1689e-05i,0.00026316-0.00031117i,8.5764e-06-0.00055881i,0.00019333-0.00010642i,0.00037145+0.00094115i,-0.0001374+0.0019528i,-0.00027941+0.0015124i,-0.00037918+0.00052614i,-0.00077271-2.0238e-05i,-0.00029777-0.00048529i,-0.00027659-0.0006862i,-0.00079293-0.00042284i
-0.0011372+0.00084809i,-0.00045499-0.0012884i,0.0012252-0.00082478i,0.0040588+0.0021285i,0.0040827+0.005854i,-0.0015359+0.0065025i,-0.0070154+0.0025691i,-0.0064729-0.00013094i,-0.0032722+0.0010222i,-0.00032586+0.0031529i,0.0028319+0.0046195i,0.0054406+0.0040834i,0.0067385+0.0015566i,0.0054568-0.0006983i,0.0013163-0.0015518i,-0.0023862-0.0002204i,-0.0019007+0.0014211i,-0.00013357+0.0013605i,-0.00099749+0.00091878i,-0.0028667+0.0014832i,-0.0033575+0.0016121i,-0.0024211-0.00048582i,-0.0015543-0.0018475i
0.00049859-0.0012631i,0.00069855-0.0011774i,-0.001101-0.00090412i,-0.0032475-0.0020232i,-0.0016567-0.0041456i,0.0023032-0.0017983i,0.0028316+0.0022323i,-0.00040137+0.0026233i,-0.0038088+0.0012131i,-0.0055953+0.0014063i,-0.0057547+0.0030072i,-0.0045761+0.0037855i,-0.0029262+0.0039056i,-0.00025143+0.0034972i,0.0030383+0.0020149i,0.0036645+0.00017424i,0.0012748-0.0010456i,-0.00028113-4.3344e-05i,0.00074708+0.0020379i,0.0020342+0.0036416i,0.0012914+0.0041366i,-0.0011793+0.0039979i,-0.0023793+0.003277i
-0.0011869-0.00096128i,-0.002192+0.00040316i,-0.0033462-0.00022211i,-0.0021785+0.00015975i,-0.00095571+0.00069098i,0.00095067-0.0027386i,0.0039645-0.0056036i,0.0046561-0.004914i,0.002361-0.0035323i,-0.0017312-0.0017814i,-0.0042697+0.00089831i,-0.0030241+0.0023716i,-0.00072647+0.0018553i,0.00059104+0.00099046i,0.0023484+0.001503i,0.0043338+0.0017678i,0.0045065+0.0010044i,0.0032912-0.0002044i,0.001433-0.0022214i,0.0004096-0.0038281i,0.0016004-0.0035132i,0.0023805-0.0023026i,0.0022641-0.0010436i
-0.0053083-0.003802i,-0.0050113-0.0040427i,-0.0072867-0.0027968i,-0.0063514+0.0015994i,-0.0046489+0.0056548i,-0.0030494+0.0065804i,-0.0024923+0.0029352i,-0.0017519-0.0014542i,-0.00034755-0.0044445i,0.00066069-0.0047079i,0.00064284-0.0019363i,0.0009893+0.0016954i,0.0011142+0.0028374i,8.0187e-06+0.002597i,-0.0016359+0.0030279i,-0.0017255+0.0033702i,0.00079133+0.0018809i,0.0018708+0.0001264i,-0.00018041+0.00033146i,-0.0032069+0.0017017i,-0.0041519+0.0018054i,-0.0033421+0.00044244i,-0.0026261-0.0013777i
0.001213-0.00013261i,0.00066799-5.6952e-05i,0.00018279-0.00061034i,-0.0014818-0.0024984i,-0.0010109-0.0039085i,0.0014719-0.0012258i,0.0025091+0.0028558i,0.0021288+0.0043109i,0.0035275+0.0030004i,0.0051313-0.00034257i,0.0033984-0.0026445i,-0.00077454-0.0019561i,-0.0028396-0.00034742i,-0.0027689+0.0004018i,-0.0017129+0.00053707i,-0.00044836-0.00025405i,-0.00037271-0.0017817i,-0.00093577-0.0013514i,0.00027054-3.8348e-05i,0.002911+0.001022i,0.0031522+0.0015455i,0.00087773+0.0016106i,-0.00043379+0.0018882i
0.001076+0.0027209i,0.0027492+0.0021026i,0.0043667+0.0014113i,0.004388+0.0019504i,0.0021665+0.0012948i,0.00041285-0.0025124i,0.001475-0.0042698i,0.0033798-0.0011907i,0.0043306+0.0024151i,0.0052586+0.0035843i,0.0054895+0.0024503i,0.0041822+0.00044697i,0.0027404-0.0016833i,0.00094608-0.0031397i,-0.00055259-0.0019063i,-0.00049955+0.00046403i,0.00039622+0.00087862i,0.0004245-0.00026659i,-0.00025035-0.001784i,-1.4629e-05-0.0031562i,0.00065268-0.0031858i,0.001656-0.0015478i,0.001733-0.00052218i
0.00064642+0.0012368i,0.0014401+0.00045585i,0.0022746+4.6577e-05i,0.0030875+0.00018643i,0.0030199+0.001374i,0.00015276+0.0017724i,-0.0032227+0.00052918i,-0.0036647-8.9555e-05i,-0.0015606-0.0001482i,0.00038431+0.001635i,0.0030629+0.004138i,0.0059832+0.0039778i,0.0066643+0.0022681i,0.0049733+0.0012445i,0.0024181+0.0015509i,0.00010517+0.001302i,-0.00080735+0.00056993i,-0.00076194+0.00038122i,-0.0021556+0.0013066i,-0.0039247+0.0025868i,-0.0039124+0.0028775i,-0.0029375+0.0025405i,-0.0018486+0.00065748i
0.00034031+0.00096252i,-0.0013115+0.0018231i,-0.0018013+0.0023266i,-0.0018862+0.0012947i,-0.0011384-0.00078437i,0.00039269-0.00049834i,0.00017747+0.0013236i,-0.0019266+0.001557i,-0.003977+0.001021i,-0.0046756+0.0015361i,-0.0042705+0.0036775i,-0.004101+0.0043712i,-0.0031285+0.0036271i,-0.0003958+0.0028338i,0.0028409+0.00074799i,0.0033872-0.0016621i,0.0015227-0.0019314i,0.0010975-0.00050544i,0.0020152+0.0014609i,0.0033023+0.0023036i,0.0030033+0.0022632i,0.0012054+0.0016898i,0.00041553+0.0011786i
-0.00065829-1.2499e-05i,0.00032176-0.00074568i,0.0016979-0.0015357i,0.0019296-0.0002594i,0.00049774+0.001092i,-0.00047152-0.0013256i,0.00097812-0.0038459i,0.0015162-0.0039573i,-0.00043017-0.0028828i,-0.0032217-0.0015885i,-0.0041121+0.00035975i,-0.0029535+0.0023374i,-0.0010851+0.0017187i,-4.6566e-05+0.0002813i,0.00017555+0.00064653i,0.0011489+0.0016959i,0.0023046+0.0022688i,0.0027012+0.0012232i,0.0012215-0.0012483i,-0.0012553-0.0031605i,-0.0013066-0.0033264i,0.00010936-0.0019313i,0.0014393-0.00056283i
-0.0028802+0.00019457i,-0.0025621+0.0011782i,-0.0045884+0.001753i,-0.0043758+0.0016382i,-0.0017998+0.0018998i,-0.00048113+0.0017567i,-0.002018+0.00075195i,-0.0024306-0.00094108i,0.00028545-0.0028136i,0.0020239-0.0037838i,0.0012067-0.0034541i,0.00084853-0.00044317i,0.0013989+0.001949i,0.0012084+0.0020588i,0.001472+0.0027763i,0.0025311+0.0022756i,0.0024867+4.6157e-05i,0.00087019-0.00087836i,-0.00085118-0.00027634i,-0.0023666+0.0021096i,-0.0032536+0.0024625i,-0.0027318+0.00082203i,-0.0021191+1.7886e-05i
0.002415+0.00021258i,0.002304+0.00036374i,0.0027325-0.00058734i,0.001222-0.0021163i,-0.00060241-0.0022854i,-0.0004752-0.00087737i,0.00038437+0.0014737i,0.00069408+0.0026356i,0.0021408+0.0016415i,0.003246-0.00040916i,0.0010879-0.0015255i,-0.001567-0.0014596i,-0.0029-0.00045601i,-0.0034112+8.4527e-05i,-0.0020653-0.00065101i,-2.3514e-05-0.00078883i,0.00031073-0.00075951i,0.00027331-0.00052041i,0.0018661+0.00054428i,0.0036242+0.00082644i,0.0033701-0.00025423i,0.0022499-0.00037411i,0.0012744-0.00010797i
0.00068274+0.00083767i,0.00051422-0.0010501i,0.00038142-0.0011535i,0.0013978+0.00066609i,0.0019795+0.00072634i,0.00096881-0.0016526i,0.00049848-0.0025786i,0.0017635-0.00090089i,0.003117+0.0018277i,0.0031321+0.0033848i,0.0036264+0.0031669i,0.0040336+0.00084735i,0.003359-0.0014076i,0.0020608-0.0027676i,-0.00050902-0.0018409i,-0.0021022+0.00033276i,-0.00074294+0.0013431i,-0.0003462+0.00065261i,-0.0012903-0.0017852i,-0.0014316-0.0033638i,-0.0010438-0.0029437i,-0.00046479-0.0019111i,-0.00024787-0.0010325i
-0.001025+0.0031306i,0.00016194+0.0038049i,0.0009753+0.0048668i,0.00085638+0.0032486i,0.00044918+0.0015101i,-7.344e-05+0.0010597i,-0.001393+0.00072437i,-0.0017034+0.00034308i,-0.00073066+0.00074302i,0.0010289+0.0015372i,0.0029707+0.0022194i,0.0047445+0.0025358i,0.0060177+0.0021642i,0.0053243+0.0020334i,0.0031457+0.0014367i,0.00098018-0.00023094i,-4.6852e-05-0.0016013i,-0.0010718-0.0011666i,-0.0020178+0.00078149i,-0.0026134+0.002635i,-0.002891+0.0031542i,-0.0022152+0.0031465i,-0.0013959+0.0020464i
0.0012734+0.0017056i,0.0013557+0.001965i,0.0012392+0.0019126i,0.0013434+0.00036121i,0.0012396-0.0013364i,0.00012747-0.0010743i,0.00019737+7.6184e-05i,-0.00024011+0.00013042i,-0.0023045-0.00036345i,-0.003996+0.00019955i,-0.0041437+0.0019669i,-0.0037124+0.0030243i,-0.0036955+0.0025333i,-0.0028236+0.0020372i,-0.00049371+0.0013764i,0.0011267-0.00063365i,0.0012401-0.0012389i,0.0017101+0.00018757i,0.0022228+0.0015616i,0.0028483+0.0017926i,0.0038913+0.00056123i,0.002937-0.0008367i,0.0015079-0.0007868i
-0.00077069-0.0004886i,-0.0011609-0.00054719i,-3.6697e-05+4.0526e-05i,0.00031683+0.00065651i,-0.00051384+0.00046498i,-0.001463-0.00057366i,-0.00025644-0.00091334i,0.00083742-0.001306i,0.00076783-0.0015999i,-0.00084697-0.0017512i,-0.0026069-0.00052379i,-0.0025739+0.0018697i,-0.0012761+0.0018266i,-0.00087967+0.00073472i,-0.0011458+0.00090126i,-0.00080379+0.0019695i,3.3353e-05+0.0024275i,0.0010231+0.0019003i,-8.7495e-05-0.00023206i,-0.0015942-0.0028195i,-0.0012611-0.0029494i,-0.0011123-0.0015742i,-0.0014566-0.00084698i
0.0020682+0.00090362i,0.0013577-0.00045801i,0.0024706-0.0011101i,0.0023142-0.0016199i,0.00101-0.0024109i,-0.00031928-0.0021799i,-0.0010451-0.0011875i,-0.00015208-0.0012066i,0.0017533-0.0017633i,0.002487-0.0017697i,0.0017631-0.001989i,0.0013678-0.0013549i,0.0013747-0.00023077i,0.0020561+0.00042524i,0.0025683+0.0016323i,0.0027795+0.0024665i,0.0028277+0.0012971i,0.0015229+5.8934e-05i,0.0001161+0.001107i,-0.001345+0.0024754i,-0.001892+0.0027125i,-0.0010841+0.0029105i,-0.00097597+0.002103i
-0.00065249+0.00050481i,-0.0004974+0.0012482i,-0.00086553+0.0024879i,-0.00039318+0.0015254i,-0.00042356-0.00030786i,-0.00089532-0.00097217i,0.00012117-0.00016339i,0.00087004+0.0017022i,0.0012981+0.0022562i,0.00098139+0.00038757i,0.00035368-0.0014153i,-0.00017316-0.0013728i,-0.0007143-0.00089466i,-0.0012525-0.0005605i,-0.0020952-0.00055228i,-0.0020169-0.00082345i,-0.0014978-0.0010617i,-0.0011373-0.00085062i,0.00060618+0.00065997i,0.0028561+0.00095068i,0.0033978+0.00015387i,0.0024443-0.00029028i,0.0013782-2.0622e-05i
0.00081168-0.0008158i,0.00076152-0.00045401i,0.00043422-0.00063673i,-7.665e-05-0.00075118i,-0.00043272-0.0011845i,-0.00028158-0.0013551i,0.00072366-0.0006396i,0.00096802-3.9518e-05i,0.0012544+0.00037404i,0.0019316+0.0012105i,0.0028162+0.001419i,0.0029778+0.0013628i,0.0022938+0.00055605i,0.0014785-0.00080169i,-3.4159e-05-0.00086115i,-0.0010935+6.0883e-05i,-0.00011067+7.6151e-05i,0.00089164-0.0016719i,0.00017498-0.0019827i,-0.00063183-0.0014174i,-0.0010074-0.0015837i,-0.0017822-0.00082342i,-0.0016354+1.4224e-05i
-0.00069852+0.0024477i,-0.00067649+0.00083979i,-0.00018295-0.00047782i,0.0010003-0.0003446i,0.0010394-0.00013341i,-0.00062212-0.00046944i,-0.0020726-0.00016547i,-0.00086027+0.00079585i,0.00065266+0.0010173i,0.00097661+0.0010033i,0.0018256+0.002136i,0.0031515+0.0028533i,0.0039936+0.0027028i,0.004134+0.0024735i,0.0040743+0.00084396i,0.0029549-0.00096459i,0.0016331-0.0013486i,0.00034557-0.0013119i,-0.0010211-0.00033514i,-0.00031159+0.0010925i,0.00036666+0.0017825i,-0.00062927+0.002183i,-0.0015976+0.0016565i
-0.00091231-0.00019801i,9.6422e-05+0.0015522i,-0.00092056+0.0024503i,-0.0022757+0.0028984i,-0.0016045+0.0024932i,-0.00011633+0.0016298i,0.00078979+0.00063344i,0.0003191+0.00037183i,-0.0015372+0.00032684i,-0.0030626+0.00038444i,-0.0044065+0.0014664i,-0.0044519+0.0029852i,-0.0036559+0.0031622i,-0.0035776+0.0021359i,-0.0025264+0.0010876i,-0.00021555-1.5647e-05i,0.0007225+0.00050527i,0.00079645+0.001346i,0.00069099+0.0016712i,0.001524+0.0017197i,0.0029556+0.00013432i,0.0030403-0.00066303i,0.0018708-0.00034841i
-0.0016063+0.0020496i,-0.0021006+0.0027308i,-0.00072879+0.0032411i,0.0016793+0.0027597i,0.0023171+0.00089692i,0.0017048-0.00089687i,0.00079674-0.0015894i,0.00032109-0.0013424i,0.000638-0.00041862i,-1.4838e-05-0.00045126i,-0.0016537-5.4882e-05i,-0.002051+0.0011963i,-0.0011857+0.0011645i,-0.000666+0.00036954i,-0.0002212+0.0016383i,0.00097061+0.0027443i,0.0015622+0.0018901i,0.0007438+0.00069989i,-7.7908e-05-0.00066777i,-0.0013572-0.0020101i,-0.0023151-0.002464i,-0.0026112-0.0023271i,-0.001594-0.0013415i
0.00034031-0.0034046i,-0.00063402-0.0037859i,-0.001546-0.0025859i,-0.0015517-0.0012978i,-0.0015811-0.0011452i,-0.0022036-0.00083955i,-0.0020374-0.00035632i,-0.00065968-0.00089117i,0.001228-0.0018741i,0.0019902-0.0019468i,0.001682-0.002022i,0.0014163-0.0012538i,0.0026554-0.0005034i,0.0025224+7.9587e-06i,0.0014444+0.0010906i,0.00223+0.0018325i,0.002358+0.0010687i,0.0012492+0.00086167i,0.00019705+0.0014881i,-0.00094755+0.0027618i,-0.0014988+0.004192i,-0.0014307+0.0033092i,-0.0012269+0.0015704i
-0.0010459-0.002025i,9.1638e-05-0.00091205i,0.00030628-0.00029194i,-8.3846e-05-0.0005399i,-0.0010767-0.00052655i,-0.0012702+0.00036413i,-0.00044591-5.1615e-05i,0.00046219-0.00017105i,0.0012533+0.0011279i,0.0015416+0.0013045i,0.0011024+0.00031183i,0.00073783+4.3203e-05i,-0.00020105+2.8769e-05i,-0.0017329-0.00040344i,-0.0029545-0.00027422i,-0.0029428+0.00013673i,-0.0011703-0.00034853i,0.00025264-0.00054445i,-0.00017499-0.00043642i,-4.1846e-05-0.00021434i,0.0016927-0.00018521i,0.0027362-0.00068533i,0.0019732+5.6901e-06i
-0.00064215-0.0024872i,-0.0015917-0.0025371i,-0.003535-0.001768i,-0.0037568-0.0009181i,-0.0022271-0.00038292i,-0.00090731-0.00024516i,-0.00028575-0.0006858i,4.3386e-05-0.00083593i,0.00056976-5.5963e-06i,0.0015778+0.0016424i,0.0023144+0.0036541i,0.0016793+0.0041559i,0.0010907+0.0024405i,0.0013252-7.5614e-05i,0.0017443-0.00078807i,0.0015638-0.00021477i,0.0012367+0.00038489i,0.00096968-0.00013945i,0.00064089-0.0014264i,-0.00014953-0.0017003i,-0.0011719-0.0012168i,-0.0023901-0.0010634i,-0.0025861-0.00054542i
-0.0024285-0.0015336i,-0.0016766+0.00037019i,-0.0028727+0.00063776i,-0.0030847+0.00066805i,-0.0023204+0.0011378i,-0.001745+0.00091082i,-0.00070826+0.00020051i,0.00040901-0.00068226i,0.0001551-0.00039085i,-0.0010152+0.00070606i,-0.00078226+0.0018402i,0.0011083+0.002906i,0.003449+0.0030765i,0.0037229+0.0032611i,0.0024829+0.0025012i,0.0018887+0.0011256i,0.0013903+0.00022796i,0.00066747-0.00013361i,0.0002137+0.00045683i,-0.00012343+0.0016432i,-0.00029767+0.0021585i,0.00018467+0.0019676i,9.9197e-05+0.0017484i
0.0034682-0.0020769i,0.0024111-0.0029791i,0.00286-0.0044695i,0.0023368-0.0038772i,-0.00071527-0.0022497i,-0.0014986-0.00083712i,0.00035506+0.00014077i,0.00061163+0.00045048i,9.0436e-05+0.00010571i,-0.00084828-0.00023023i,-0.0029047-0.00012439i,-0.0035571+0.00091023i,-0.0029491+0.0013457i,-0.0030726+0.00098266i,-0.0022736+0.0013388i,-0.00078877+0.0010431i,-0.00048374+0.00018957i,-0.00044133-0.00013756i,-0.00026079+0.00024313i,0.0006058+0.00089683i,0.0015486+0.00060965i,0.0019783+0.00018656i,0.0011273-0.00020052i
0.00046823+0.00026193i,0.0011666+0.0015771i,0.0013967+0.0026287i,0.0021524+0.0013613i,0.0029478-0.00046403i,0.0018905-0.00048305i,0.00058483-0.00097772i,0.00088989-0.0012321i,0.0015948-0.0011148i,0.00096511-0.0021245i,-0.00061411-0.0021859i,-0.0014316-0.00058597i,-0.00096201-0.00014233i,7.4309e-06-0.00012991i,0.00075187+0.00060375i,0.0020873+0.00074177i,0.0028856+0.00029851i,0.0021226-2.9534e-05i,0.00099032-0.00040421i,-0.0011661-0.001127i,-0.002598-0.00215i,-0.0028952-0.0020233i,-0.002492-0.0015964i
-0.0011117+0.0011222i,-0.00096648+0.00087597i,-0.00076506+0.0012153i,0.00088063+0.00031558i,0.0013738-6.5422e-05i,0.000264-0.00011525i,-0.00055745-0.00041783i,1.5285e-05-0.00036092i,0.0013195+7.9757e-06i,0.0025984-0.00062968i,0.0030379-0.001428i,0.0029072-0.0015341i,0.0026776-0.0011715i,0.0024728-0.00021433i,0.0017682+0.0010504i,0.0006281+0.0013944i,6.982e-05+0.0013104i,-0.00011641+0.00095975i,-0.00031608+0.0013803i,0.00015153+0.0023767i,0.0010294+0.0023454i,0.00067447+0.0021133i,-0.0005989+0.0018855i
-0.00038695-0.0011139i,-0.00097546-0.0014639i,-0.0017491-0.0014666i,-0.002145-0.00089057i,-0.0017539+0.00044766i,-0.00027697+0.00097628i,0.00038878+0.00016385i,0.0010081+8.3172e-05i,0.0020298+0.0012025i,0.0025498+0.0019025i,0.0023014+0.002092i,0.0011181+0.0018354i,-0.00051676+0.0012251i,-0.0022272+0.00051974i,-0.0034446+0.00022963i,-0.0033696+0.00086239i,-0.0020353+0.0011203i,-0.00057301-0.00013322i,2.4009e-05-0.00080512i,0.00076498-0.00085943i,0.0014998-0.0011658i,0.0010881-0.00098887i,0.0004229-0.00047998i
-0.00050976-0.00086307i,-0.0010164-0.0015643i,0.00015886-0.0018629i,0.00070813-0.0015294i,-0.00011068-0.0013708i,-0.0010685-0.00076621i,-0.00088191-4.9995e-05i,-4.7117e-05+0.00038328i,0.00090243+0.00041362i,0.00091545+0.0011471i,0.00050994+0.0029601i,0.00092331+0.0036051i,0.00083726+0.0032259i,0.0012476+0.0020775i,0.0025421+0.00054363i,0.003209-0.00031404i,0.0027807-0.00036504i,0.0020082-0.00065444i,0.00064478-0.0017238i,-0.00089747-0.0017897i,-0.0012226-0.0012942i,-0.0013624-0.0010902i,-0.0017823-0.0014889i
-0.0021852+0.002167i,-0.0028916+0.0016418i,-0.0035136+0.0022679i,-0.0031483+0.0030573i,-0.0014185+0.0020122i,0.00040663+0.0004941i,-0.00019913-9.2513e-06i,-0.0010432+0.00015243i,-0.00093024+0.00041729i,-0.0013082+0.00038049i,-0.0012794+0.0010153i,0.00075244+0.0027547i,0.0022474+0.0031185i,0.0022081+0.002422i,0.0019932+0.001668i,0.0015029+0.0012101i,0.00043312+0.00076684i,0.00027819+0.00011572i,0.00094098+0.00065971i,0.0015092+0.0021291i,0.0022205+0.0027931i,0.0015694+0.0018349i,-1.833e-05+0.001006i
-2.4414e-05+0.00035747i,0.00030963+0.00098322i,0.0017636+0.0010947i,0.0013887+0.0014668i,-9.5457e-05+0.00061961i,0.00052247-0.00024338i,0.0015195-0.00043377i,0.00077596-0.00080482i,-0.00028009-0.0014719i,-0.00087825-0.0015397i,-0.0019971-0.00080433i,-0.0029398+0.00061273i,-0.0031671+0.0012692i,-0.0031832+0.0012553i,-0.0024067+0.0018421i,-0.00095505+0.00089434i,-0.00014934-0.00059042i,0.0001105-0.00069918i,0.00045451+0.00011929i,0.0002781+0.00040644i,0.00064768-0.00039379i,0.0012035-0.00053251i,0.001307-8.9014e-05i
0.0027581+0.00077541i,0.0016661-0.00095854i,0.0023018-0.0021431i,0.0021954-0.0030202i,0.0017976-0.0028461i,0.00081288-0.0021914i,0.0002754-0.0018367i,0.00055787-0.0012636i,0.0015909-0.001278i,0.0026425-0.0018848i,0.0021881-0.0025818i,3.6321e-05-0.0016854i,-0.0011585-0.00072188i,-0.00074787-0.0010488i,0.00075836-0.00035327i,0.002685+0.00047381i,0.0024757+0.00040718i,0.0014785-0.00053201i,0.00080588-0.00079603i,-0.00016328-0.00088768i,-0.0012021-0.00085671i,-0.0024646-0.00028706i,-0.0026103-0.00027462i
0.00026944+0.00076271i,0.00097129+0.00048835i,0.00084675+0.00087442i,0.00022988+0.00078285i,0.00013246+0.00033594i,-0.00037275+0.00049365i,0.00024053+0.00029011i,0.00082656-0.00027635i,0.0012614+7.2372e-05i,0.0026551+0.00080957i,0.0033087+0.0003392i,0.0035498+0.0001995i,0.0037042+0.00082054i,0.0017752+0.0010984i,-0.0011877+0.0012212i,-0.0021383+0.0012199i,-0.0012426+0.00082997i,-0.00068528+0.00061206i,-0.00097555+0.0019306i,-0.0002425+0.0019436i,0.00067855+0.001226i,0.00047791+0.0015854i,0.00020202+0.0013408i
-0.00063974-0.001743i,-0.0010196-0.0017374i,-0.0009007-0.0017243i,-0.00055048-0.00059575i,-0.0003712+0.00066886i,0.0007169+0.00054853i,0.0014246+0.000124i,0.00079141+0.00083793i,0.00060419+0.0018499i,0.00066417+0.0024065i,0.00050258+0.0030182i,0.0010078+0.0031943i,2.5116e-05+0.0016165i,-0.0018791-0.0001359i,-0.0021005-0.0001902i,-0.00074995-7.7723e-05i,0.00016726+0.00018905i,-0.00013984+2.1967e-05i,-0.00025323-0.00025655i,-0.00032916-0.00050656i,0.00019094-0.0013521i,0.0014914-0.00093449i,0.0013021-3.4502e-05i
0.00011654+0.0021305i,5.0025e-05+0.0033818i,0.00015247+0.0034734i,-0.00036769+0.0026665i,-7.0456e-05+0.0013358i,-4.7799e-05-0.00017118i,-0.00075641-0.0013963i,-0.00052259-0.0013212i,-0.00020945+0.0004539i,-0.0016091+0.0021862i,-0.0018398+0.0031238i,9.1692e-05+0.0033634i,0.0014453+0.0020026i,0.0026092+0.00072412i,0.0034844+0.00086608i,0.0028355+0.00062457i,0.0017981+0.00060576i,0.00059503+0.00064843i,-1.9548e-05+0.00021297i,-0.0001419-1.4613e-05i,-0.00093885-0.00085664i,-0.0016565-0.0016894i,-0.001234-0.001422i
-0.00023421-0.0010633i,-0.00052635-0.0013938i,0.00033147-0.00086135i,0.0011236-0.00021327i,0.0010874-0.00043339i,0.00081798-0.0014497i,0.00050944-0.0012325i,0.00039575-0.00058835i,-0.00021332-0.0010343i,-0.0009116-0.001479i,-0.0013141-0.0010071i,-0.00087839+0.0007022i,0.00074806+0.0017909i,0.0021209+0.001872i,0.001515+0.0022646i,0.00033659+0.0018344i,-0.00018764-4.6258e-05i,2.6631e-05-0.00039187i,0.00065888+0.0011004i,0.00077907+0.0014859i,0.0003647+0.0016409i,-0.00011888+0.0018482i,-0.00011969+0.0017065i
-0.0023133+0.00049529i,-0.0025558+0.00092808i,-0.0022819+0.0024869i,-0.0014949+0.0035127i,-0.00041785+0.0037574i,0.000407+0.0022521i,0.00068534+7.6863e-05i,0.0011812-0.0010645i,0.00093499-0.00043564i,-0.00023983-0.00060747i,-0.0011214-0.0013663i,-0.0014751-0.00058339i,-0.0012514+0.00014084i,-0.001899+7.9873e-05i,-0.001707+0.00059758i,0.00044793+0.0013487i,0.0012973+0.00060812i,0.0012777-0.00089706i,0.0014997-0.0013996i,0.001155-0.0012703i,0.0010758-0.00042678i,0.0014508+0.00064659i,0.0014405+0.00084175i
-0.00044465+0.0031502i,0.0010705+0.0028358i,0.0023047+0.0028811i,0.0032817+0.0016802i,0.0032949-4.8963e-05i,0.0019789-0.0013604i,0.00081196-0.0020677i,0.00049335-0.0013546i,0.0011421-0.00036204i,0.0022149-0.00053088i,0.001848-0.0001239i,0.00064482+0.00047795i,-0.00059726-0.00020978i,-0.00013751-0.0011586i,0.0014383-0.00022741i,0.0023003+0.0015001i,0.0015565+0.0018002i,0.00030613+0.0016364i,-0.00088382+0.0012458i,-0.001195+0.00010153i,-0.0010351-0.00079289i,-0.0016543-0.0011932i,-0.0013931-0.00082538i
0.00060251-0.00020941i,-0.00060592-0.0012738i,-0.00015692-0.00075728i,0.00058765+0.00014937i,0.00091825+0.00030567i,-0.00010634+0.00037432i,-0.0019843+0.00021934i,-0.0014055-0.0008284i,0.00085426+1.4233e-05i,0.0020284+0.0016323i,0.0026313+0.0023148i,0.0037228+0.0018217i,0.0040215+0.00087319i,0.0017281+0.00091584i,-0.0013023+0.00072758i,-0.0028463-0.0002359i,-0.0016835-0.00088816i,-0.00049993-0.00073002i,0.00032898+0.00030861i,0.00053585+0.0020493i,-0.00019855+0.0024241i,-0.00055999+0.0019143i,-0.00082193+0.0015418i
0.0017564-0.00015037i,0.00090759-0.00099613i,0.00020739-0.0012814i,-0.00067384-0.0015006i,-0.00063364-0.0014022i,-0.00059726-0.0015323i,-0.00034705-0.0015231i,0.00032749-0.00030372i,0.0002439+0.0010172i,-0.00053099+0.0017808i,-0.0014605+0.0023916i,-0.0012859+0.0022673i,-0.00059176+0.00063495i,-0.00041022-0.00086091i,9.3869e-05-0.00095589i,0.00061625-0.0003645i,0.00047641+0.0004207i,0.00038213+0.00017258i,0.00035902-0.00039591i,0.0010226-0.00084906i,0.0011823-0.0012549i,0.00052805-0.0010806i,0.00026485-0.00019133i
0.00064268-0.001717i,0.00054117-0.00087608i,0.0011442-0.00086099i,0.00097621-0.00081943i,-0.0007632-0.0013626i,-0.00082192-0.0011889i,-9.1112e-05-8.8069e-05i,0.00020739+0.00052058i,-0.00060414+0.00010793i,-0.0026313+0.00013357i,-0.0039408+0.0016327i,-0.0033813+0.0033154i,-0.0015482+0.0028581i,0.00025435+0.00075378i,0.0016042+5.7551e-05i,0.0012506-1.0293e-05i,-0.00021502-0.00017505i,-0.00081639+0.0002285i,-0.00038045-0.00015792i,-0.00035264-0.0011111i,-0.0010048-0.0009447i,-0.0014448-0.00077079i,-0.00098996-0.00067041i
0.00016557-0.00096386i,-0.00049971-0.0022739i,-0.00078456-0.0032551i,-0.0017417-0.0024134i,-0.0026468-0.0012313i,-0.002008-3.9917e-05i,-0.0010521+7.254e-05i,-0.00050958-0.00052342i,-0.00066892-0.0013151i,-0.0011554-0.0021528i,-0.0010639-0.0025004i,-7.7744e-05-0.0011307i,0.0013075+0.0011578i,0.0015751+0.0025964i,0.00030366+0.0030625i,-0.0012767+0.0022238i,-0.0010419+6.7047e-05i,0.00019867-0.00074382i,0.00088852+0.00064041i,0.00025443+0.0016289i,-0.00058354+0.0023026i,-0.0012079+0.0021932i,-0.00098922+0.0012381i
