0.00075783+0.00169i,0.00073354+0.0016659i,-0.00029388+0.00068488i,-0.00098714-9.1163e-05i,-0.0015779+0.00076218i,-0.0015237+0.00063514i,-0.0007519+0.00018909i,-0.00064317+0.00061139i,0.00037247+0.00047352i,0.0017514+3.4734e-05i,0.0014953-0.00085719i,0.00058252-0.0017505i,-0.00015707-0.0010339i,-0.00046717-0.00063659i,-0.00070427-0.0011467i,-0.00081316-0.0012211i,-0.00062143-0.00086713i,-0.00047087-0.00013094i,0.00010222-0.00011388i,0.00042005+0.00015061i,-3.7432e-05+0.00027314i,-0.00063245-0.00027382i,-0.0010292-0.0002662i
-0.0016819-0.00086511i,-0.0025589-0.0017195i,-0.0023252-0.0023333i,-0.0018727-0.0023765i,-0.00079434-0.001814i,0.00072201-0.0021697i,0.0010226-0.0035478i,-0.00012446-0.0033517i,-0.0011992-0.0012235i,-0.0014184+7.0042e-05i,-0.0010591+0.00034037i,-0.00048045+0.00030187i,0.00029806-0.0003259i,0.00069292-0.00051575i,0.00028314-0.00030027i,0.00010825+0.00041548i,-0.00062375+0.00081536i,-0.00073056+0.00052428i,0.00013366+0.00031835i,0.0002792-0.00035761i,2.6724e-05-0.00041336i,-0.00035414+0.00034043i,0.00013758+0.00038216i
5.9688e-05-0.0011091i,-0.00020608-0.0009735i,0.00075069-0.0010564i,0.001861-0.0012315i,0.0021945+1.4935e-05i,0.00039143-0.00038639i,-0.0026737-0.0023248i,-0.0056243-0.0038775i,-0.0064733-0.0033784i,-0.0044791-0.0017152i,-0.0028684-0.0014793i,-0.0019206-0.001335i,-0.00092902-0.00044901i,0.00037629+0.00018059i,0.00095692+0.00050268i,1.2135e-05+3.0287e-05i,-9.2138e-05-0.00087115i,0.00088317-0.001153i,0.00097668-0.00084393i,0.00031868-0.00038959i,-0.00077328+0.0002825i,-0.0011626+0.00095694i,-0.00062619+0.00063677i
-0.00051285-0.0012335i,-0.00056685-0.0010285i,-0.00062253+0.00080066i,0.00021831+0.0032753i,-0.00029306+0.003664i,-0.0014298+0.003321i,-0.002992+0.0021465i,-0.0044381-3.569e-05i,-0.0039414-0.00060133i,-0.0030256-0.00025276i,-0.0018389-0.00012137i,-0.0007622-0.00045655i,-0.00037565-0.00043273i,0.00051874-9.6951e-05i,0.0019817-0.00034504i,0.0016991-0.00038216i,-3.5663e-06-0.00039406i,-0.00055448-8.8978e-05i,9.3849e-05-0.00026282i,0.0011162-0.00060034i,0.00092345-0.00058584i,0.00070906-0.0004661i,0.00056623+0.00021441i
-0.00091961-0.00073601i,-0.0011012-0.00075284i,-0.0013076+0.0001301i,-0.0027108+0.0018944i,-0.003457+0.0035771i,-0.0014924+0.0037723i,0.0013718+0.0037201i,0.0034008+0.0040421i,0.0037741+0.0030032i,0.0034596+0.00047265i,0.0033828-0.0011381i,0.0023796-0.0012816i,0.00088299-0.00097575i,-2.1409e-05-0.00087667i,2.1942e-06-0.00090771i,-0.00012377-0.001611i,-0.00016741-0.0018205i,0.00052788-0.00095491i,0.00074561-0.00095814i,0.00048812-0.00075574i,0.00055963-0.00045219i,0.00078231-0.0010203i,0.00011079-0.00097437i
0.00063458+0.00078284i,-0.00026956+0.0018745i,-0.0018625+0.0015864i,-0.0036842-4.8968e-06i,-0.0040368-0.00088372i,-0.0010876-0.0005852i,0.0030154-0.00016027i,0.0055825-4.8749e-05i,0.0055757-0.00033953i,0.0037611-0.00042857i,0.002371-0.00051836i,0.0016291-0.00099241i,0.00074252-0.0011434i,-0.00097019-0.00049461i,-0.0022135-0.00041977i,-0.0015031-0.00015176i,-0.00025618-0.00012429i,0.00045972-0.0006256i,0.00018195-0.00032482i,-0.00025258+0.00019584i,0.00034888+0.00014949i,0.00064669-1.2439e-05i,5.7893e-05+0.00011434i
-6.3342e-05-0.00088409i,-0.00030754+0.00028153i,-0.001159+0.00032201i,-0.0017213-0.00071177i,-0.0014755-0.0029798i,9.4857e-05-0.003357i,-0.00014441-0.0020287i,-0.0020085-0.0017038i,-0.0024944-0.0015315i,-0.0020988-0.00042024i,-0.00073557+0.0003365i,0.00045294+0.00074149i,6.4101e-05+0.00023066i,-0.00042995-0.00012666i,-0.00011632+0.00018134i,-0.00019083+0.00027192i,-0.00098502-0.0001371i,-0.00062763-0.00054323i,0.00037291-0.00071446i,0.00097182-9.9327e-05i,0.00063593+0.001196i,0.00052014+0.001146i,0.0010926+0.00036255i
-0.0022873-0.00097529i,-0.0021592-0.00084604i,-0.0013286-0.00042041i,-8.6048e-05-0.00071709i,0.0018832-0.0012877i,0.0019656-0.0012823i,-0.0021159-0.0012058i,-0.0063099+9.5138e-05i,-0.0075091+0.0015625i,-0.0055404+0.0022937i,-0.002571+0.0035108i,-0.0010611+0.0030062i,-8.8344e-05+0.00030232i,0.00082331-0.0011627i,0.0010986-0.001003i,0.00037032-0.00058123i,-0.00014232-0.00061014i,-0.00061777-0.00017445i,-0.00048241-1.1372e-05i,3.8565e-05+0.00025926i,-0.00018149+0.00056416i,-3.3636e-05+0.00077215i,0.00012131+0.00088796i
-0.0019848-0.001061i,-0.0026077-0.0015232i,-0.00051031-0.0010063i,0.0031691+0.00053736i,0.004557+0.0014226i,0.0028199+0.0016172i,-0.00065128+0.0017804i,-0.0041364+0.0021153i,-0.0044482+0.0028223i,-0.0022332+0.0032388i,-0.0014629+0.0020459i,-0.0008598+0.00079832i,0.00071991-0.00059532i,0.0014766-0.0025544i,0.0012226-0.0025278i,0.001224-0.0014294i,0.00075274-0.0008874i,3.0741e-06-0.001086i,0.00024893-0.0020614i,0.00072427-0.0016009i,0.00025428-0.00084569i,-8.367e-05-0.0010141i,0.00030865-0.00061603i
0.00056832+0.0010476i,0.0012737+0.0011598i,0.00084115+0.002657i,0.00034247+0.0054295i,-9.182e-05+0.0063567i,-0.00091719+0.0046328i,-0.00013534+0.0017997i,0.0014886-0.00015805i,0.0021594-0.00064882i,0.0016921-0.001272i,0.00018058-0.0023219i,-0.00047595-0.0023844i,-0.00070489-0.0011596i,-0.00016092+6.8801e-05i,0.00087626+0.00037896i,0.00012213+0.0004181i,-0.0004983+0.00061628i,-5.1776e-05+0.00010657i,0.00015923-0.001175i,0.00023316-0.0012553i,-4.1909e-05-0.00033908i,6.197e-05-0.00017927i,-0.00042921-0.00067701i
-0.00088654-8.2447e-05i,-0.0025209-0.00069584i,-0.0022282+0.00079843i,-0.0026646+0.0024725i,-0.0040659+0.0017355i,-0.0038267+0.00044115i,-0.0010081-0.0010568i,0.0028297-0.0031765i,0.0041181-0.0043231i,0.0010477-0.004265i,-0.0022147-0.0040077i,-0.0027537-0.0033137i,-0.0021024-0.0019779i,-0.0011223-0.00079149i,0.00049106+8.9294e-06i,0.0011792+0.00067801i,0.0010387+0.00093508i,0.0011784+0.00055607i,0.0011154+0.00035357i,0.001493+0.00023345i,0.00096804-0.00014897i,-0.00092503-0.00054795i,-0.0014742-0.00092491i
0.00018751-0.0034238i,0.00062532-0.0039984i,-0.0020272-0.0022565i,-0.0055517-0.00045453i,-0.0054676+9.0592e-05i,-0.0021057-0.0009168i,-0.00016289-0.0019879i,-0.00059377-0.001018i,-0.001925+0.00048275i,-0.0019923+0.00053716i,-0.00044304-0.00039335i,0.00047549-0.001035i,0.0001637-0.00089541i,-0.000455-0.00046921i,-0.00077032+0.00016825i,-0.00079286+0.00013719i,0.00010872+0.00032295i,0.00091905+0.00012642i,0.0013618-0.00043636i,0.0016594-0.00064742i,0.0012807+0.00037534i,0.00061734+0.0010108i,0.00035749-0.00016124i
-0.0019754+0.0004201i,-0.0014017+0.0022813i,-0.0018076+0.0017565i,-0.0013957-0.0020766i,0.0009202-0.0064846i,0.0028972-0.0050969i,0.0026054-0.00092518i,0.00036387+0.0010418i,-0.0016917+0.0030859i,-0.0011898+0.004171i,0.0013432+0.0023213i,0.0030152-0.00011003i,0.0010798-0.0010028i,-0.0010116-0.00095754i,-0.0010019-0.00089677i,-0.00086384-0.00021215i,-0.00036537+0.00020393i,0.00031213-0.0001725i,0.0010821-0.00017451i,0.0015963+0.00033942i,0.00098196+0.00055409i,0.00042335+0.0010299i,-5.0793e-05+0.00089419i
9.9103e-05-0.0029516i,-0.001208-0.0031968i,-0.0007352-0.0043493i,0.0012325-0.0042372i,0.0034344-0.0025015i,0.0034895-0.00081254i,0.0009294+0.0007778i,-0.0012624+0.0012046i,-6.0901e-06+0.0011889i,0.0022078+0.0015694i,0.0026778+0.0026207i,0.0018434+0.0030492i,0.00086558+0.0013697i,3.3024e-05-0.00077425i,-0.00060146-0.002128i,-0.00041291-0.0019222i,-0.00033194-0.0018513i,-0.00098998-0.0019156i,-0.00041837-0.0020164i,1.017e-05-0.0015342i,-0.0005969-0.00038718i,-0.00031268+0.00038918i,0.00062685+0.00017548i
0.00021782+0.0024432i,0.0011483+0.0015502i,0.0029868+0.0007142i,0.0042385+0.0013555i,0.003225+0.003497i,0.0004845+0.0044868i,-0.0021182+0.0025297i,-0.0028402-3.1683e-07i,-0.0010941-0.0019985i,0.0009919-0.0018096i,0.00058598+0.00062817i,0.00023146+0.0013718i,0.00073732+0.00064332i,0.00010165+0.00034359i,0.0003312-2.8098e-05i,0.00063519-0.00045305i,0.00030135-0.00094681i,0.0004247-0.0017001i,0.00039124-0.002141i,-0.00016666-0.0014079i,-8.378e-05-0.0011651i,0.00012228-0.0012749i,1.6358e-05-0.00068435i
-0.002116-0.0016384i,-0.0027732-0.00080179i,-0.0022221+0.0012511i,-0.0012351+0.0048152i,-0.0022882+0.0076658i,-0.0039984+0.0073572i,-0.0035445+0.0046949i,-0.0024672+0.00096589i,-0.0026641-0.0024899i,-0.0038089-0.0039892i,-0.0048384-0.0026522i,-0.004491-0.00089214i,-0.0022981-0.00019863i,0.00089214+0.00029957i,0.0017883+0.0002866i,0.00049215-0.00075461i,0.00036447-0.00053492i,0.0009313-2.274e-05i,0.0012372-0.00033277i,0.00098311-0.00070838i,0.00071301-0.0010945i,4.1776e-05-0.00066024i,-0.0010019-1.851e-05i
0.0012661-0.0018516i,0.002234-0.0023326i,0.00051424-0.00089898i,-0.0048288+0.0019346i,-0.0077261+0.0035063i,-0.0055178+0.0029871i,-0.0015228+0.001263i,-0.00069383+0.00089454i,-0.0026312+0.0024181i,-0.0049272+0.003083i,-0.0050702+0.00064336i,-0.0039566-0.00093865i,-0.0025018-7.9667e-06i,-0.00090301+0.0011294i,-0.00015619+0.0005251i,0.00032461-0.00038901i,0.00079614+0.00026126i,0.0010373+0.00085151i,0.0013191+0.00032168i,0.0018704-0.00013078i,0.0017704+6.9396e-05i,0.00083119+0.0011051i,0.00031618+0.0012731i
-0.0018105+0.00042473i,-0.0030542+0.0017636i,-0.004023+0.0011109i,-0.0049051-0.0024765i,-0.0048001-0.0056918i,-0.00086039-0.0064089i,0.0029607-0.0053241i,0.0029211-0.0020283i,0.00070544+0.0016157i,-0.0003363+0.0023563i,-4.3872e-05+0.00050319i,-0.00059097-0.0011965i,-0.00063944-0.0010841i,-0.00034221-0.00054782i,-0.0004909-0.00028314i,-0.00083935+2.1649e-05i,-0.0010205-0.00042149i,-0.00035188+5.5819e-05i,0.0002031+0.0014947i,0.0011688+0.0016758i,0.0016957+0.001623i,0.00073477+0.0015711i,-7.9628e-05+0.00091285i
-0.00080622-0.00067065i,-0.0025802-0.0010408i,-0.0039741-0.00279i,-0.0035447-0.0054603i,-0.00077469-0.0080248i,0.0018535-0.0082248i,0.0019131-0.0055244i,0.00080927-0.0026661i,0.001371-0.001827i,0.0032727-0.0031577i,0.0049802-0.0040999i,0.0045121-0.0029371i,0.0021299-0.0017023i,0.00040878-0.0012991i,-0.0001204-0.00072925i,-0.0016841-0.00062996i,-0.0024499-0.0009903i,-0.0017387-0.00074441i,-0.00084489+0.00081778i,-3.0565e-05+0.0025205i,0.00072697+0.0025788i,4.6515e-05+0.0011148i,-0.0001359-0.001067i
-0.0011821-0.0010094i,-0.0011595-0.0015112i,0.0016928-0.0035553i,0.0058667-0.0059969i,0.0076743-0.0048469i,0.0050486-0.0017179i,-0.0003508+0.00044644i,-0.0030389+0.00017284i,-0.0017481-0.0018309i,0.00042315-0.0037277i,0.0027298-0.0037357i,0.0035547-0.0025373i,0.0020987-0.0019385i,0.00040215-0.001869i,0.00029389-0.0018914i,0.0011504-0.0018886i,0.00059918-0.00092252i,-0.00063709-0.00071943i,-0.0011992-0.00086743i,-0.0018532-0.00067263i,-0.0017883-0.00072297i,-0.00085565+0.0002979i,0.00041061+0.00063006i
-0.00069219-0.00017704i,-0.00024356-0.00010162i,0.0021314+0.0025196i,0.006394+0.005919i,0.0075338+0.008702i,0.0036463+0.010232i,-0.0017057+0.0094643i,-0.0035045+0.0056637i,-0.0032128+0.0027991i,-0.0028898+0.0025123i,-0.0018989+0.0028553i,-0.0013862+0.0020638i,-0.00071489+0.00091753i,0.00086576+0.00010903i,0.00094897-0.0010176i,0.00025603-0.0019397i,0.0011764-0.0020501i,0.0020281-0.0022016i,0.0012421-0.0022538i,-0.00043806-0.0018708i,-0.0013629-0.0013662i,-0.00067269-0.0010486i,0.00028603-0.00041823i
0.00049585-0.0016047i,9.5855e-05-0.00091066i,-0.00026414+0.0029518i,-0.00015236+0.0085532i,-0.0013394+0.010819i,-0.0019824+0.0091385i,-0.00030983+0.0058172i,0.00096371+0.0034894i,0.00027446+0.0038054i,-0.00059564+0.00597i,-0.001717+0.0070298i,-0.002478+0.0052383i,-0.00086626+0.0026147i,0.0010913+0.00070915i,0.001828-0.00068391i,0.0022196-0.0010168i,0.0020359-0.0010607i,0.0016027-0.00083862i,0.0015215-0.0010007i,0.0014248-0.0014552i,0.00035272-0.00085771i,8.2599e-05-0.00034567i,0.0010795+4.7973e-05i
0.00039625-0.0017676i,-0.00068845-0.0004538i,-0.005021+0.0013271i,-0.010553+0.0029421i,-0.012525+0.0019677i,-0.0076389-0.0017968i,-0.0011508-0.0054618i,5.019e-05-0.0049326i,-0.0011493-0.0013452i,-0.0016172+0.0012225i,-0.0022984+0.0016809i,-0.0020462+0.0011238i,-0.00083681+0.0006723i,0.00034402+0.00023801i,0.00085589-0.00066986i,0.00040354-0.00060884i,0.00033964+0.00039023i,0.00098736+0.001329i,0.0018518+0.00061599i,0.0031648-0.00093071i,0.0030377-0.001055i,0.0015165-2.6708e-05i,0.00057338+5.1273e-05i
-0.0018531+0.00065984i,-0.0030306+0.00045337i,-0.0041305-0.00093451i,-0.0066347-0.0037735i,-0.0083498-0.0097341i,-0.0058845-0.01312i,-0.0027177-0.010811i,-0.0024448-0.0064921i,-0.0038119-0.0044843i,-0.0046651-0.0052235i,-0.0042071-0.0053508i,-0.0032355-0.0037524i,-0.0025066-0.0020453i,-0.0020812-0.00046201i,-0.0015334+0.00020381i,-0.001337+0.00093179i,-0.00093067+0.0023584i,-0.00039654+0.0023205i,0.00066173+0.00094304i,0.001619+0.00080355i,0.0011046+0.00057927i,0.0003413+0.00026079i,-1.4251e-05-7.9376e-06i
0.00090165-0.00037828i,-0.0010763-0.0009745i,-0.0012689-0.0038033i,-0.00038562-0.0095399i,0.0017516-0.0123i,0.0018087-0.00949i,-0.00020529-0.0035135i,-0.0016726-7.5756e-05i,-0.0020016-0.00096933i,-0.0019753-0.003422i,-0.0015272-0.0048541i,-0.00041149-0.0051559i,0.00065983-0.0038046i,-1.9944e-05-0.0010964i,-0.0011002-0.00028391i,-0.0013847-0.00077717i,-0.0013347-0.00059756i,-0.00075221-0.00030589i,-0.00018321-0.00015499i,-0.00018407+0.00058023i,-0.00072035+0.0013091i,-0.0012623+0.0011534i,-0.00060137+0.00079163i
-0.00085544-0.0021144i,-0.0002082-0.003838i,0.002376-0.0051521i,0.0078726-0.0049724i,0.011878-0.0027699i,0.010061+0.0027365i,0.0055917+0.007347i,0.0033587+0.0065767i,0.0024377+0.002414i,0.0025348-0.00076903i,0.003914-0.0022034i,0.0045682-0.0027315i,0.0031495-0.0024221i,0.0016021-0.002215i,0.0015374-0.0016838i,0.0011992-0.0012472i,0.00030741-0.0016081i,-0.0008797-0.0011459i,-0.0013789+0.0001798i,-0.00064257+0.00057681i,0.00031096+0.00062219i,1.559e-05-0.00038893i,-0.00031832-0.0010591i
-0.0015081-0.00023847i,0.0010981+0.00091497i,0.0043653+0.0044268i,0.009074+0.0092761i,0.012065+0.014147i,0.011242+0.014941i,0.0084738+0.010333i,0.005374+0.0052289i,0.0033233+0.0030077i,0.0037971+0.0020755i,0.0054597+0.00097613i,0.005813+1.0888e-05i,0.0042446-0.0009658i,0.0019442-0.0023093i,0.00078235-0.0023607i,5.973e-05-0.0017363i,-0.00041429-0.0013922i,0.00040796-0.0015439i,0.0010615-0.0013849i,0.00092719-0.0016314i,0.00033775-0.0025098i,-0.00026646-0.0018343i,0.00023741-0.0010363i
0.0011626+0.00089825i,-0.0008043+0.0029646i,-0.0018567+0.004336i,-0.00464+0.0098413i,-0.0070463+0.012162i,-0.0063056+0.0075044i,-0.0041114+0.0014696i,-0.0037578-0.00094892i,-0.0024464+0.00128i,-0.0003393+0.0041114i,0.00066366+0.0050577i,0.00074628+0.004756i,0.00088991+0.0028839i,0.0011441+0.001105i,0.00054664+6.3171e-05i,0.00018334-0.00058661i,0.0014488-0.00052915i,0.0023162-0.0010024i,0.0015788-0.0018801i,0.0010859-0.0024645i,0.0008893-0.0025058i,0.00022555-0.0016293i,0.00012715-0.00089431i
-0.0068621-3.6116e-05i,-0.0050332-0.0046603i,-0.0080648+0.0033341i,-0.010402+0.0085154i,-0.011681+0.0079594i,-0.0085471-0.0013659i,-0.0081704-0.010133i,-0.0098678-0.0066769i,-0.010059+0.0024401i,-0.0075276+0.0081949i,-0.0039449+0.0076949i,-0.0032249+0.0045444i,-0.0034293+0.0020151i,-0.0031646+0.00036456i,-0.0018385+0.00030289i,-0.00046798+0.00087508i,0.00064275+0.0011142i,0.0014828+0.0010704i,0.0014586-0.00014527i,0.0016933-0.00083319i,0.0022453-0.00039104i,0.0018495-2.6865e-05i,0.0013556+0.0002296i
-0.0061224-0.00068898i,-0.0070592-0.0014479i,-0.007189-0.0024741i,-0.0078292-0.0073139i,-0.0088273-0.012436i,-0.0064704-0.012697i,-0.0033917-0.0088494i,-0.0026808-0.0054404i,-0.0033683-0.0043209i,-0.0037011-0.0033291i,-0.0039287-0.0015125i,-0.004-0.0011258i,-0.0023787-0.0018953i,-0.00076986-0.0021208i,-0.00036549-0.0013376i,-5.2072e-05-5.3555e-05i,0.00010536+0.00084545i,0.00026976+0.0014569i,0.00067787+0.0020274i,0.0020435+0.0019945i,0.0022607+0.0019358i,0.001379+0.0020057i,0.00054311+0.0012077i
-0.00097938-0.0020971i,-0.0016568-0.0035278i,-0.0013904-0.004724i,0.0018025-0.0084385i,0.0057853-0.010632i,0.0074442-0.0060438i,0.0066377+0.00016296i,0.0049787+0.00066676i,0.0032044-0.0030919i,0.00051792-0.0053582i,-0.0024604-0.0056436i,-0.0033737-0.0051031i,-0.0025769-0.0034358i,-0.0023006-0.0024312i,-0.0010585-0.0025648i,-0.00012883-0.0022972i,-0.0010768-0.0020336i,-0.0012053-0.0018589i,-0.00067513-0.00067244i,-0.00030648+0.00055877i,0.00050009+0.0010028i,0.00069591+0.000891i,0.00092348+0.0016351i
-0.00010961-0.0019427i,0.0028735-0.0029084i,0.0076271-0.0015935i,0.014466-0.00041181i,0.020816+0.0012031i,0.020805+0.0039636i,0.015185+0.0041871i,0.0085828+0.0015793i,0.0045242-0.0013336i,0.0024207-0.0033664i,0.00024951-0.0045763i,-0.00079666-0.0045852i,-0.00088093-0.0040151i,-0.00070427-0.0025936i,-0.00012852-0.0011794i,-0.00043006-0.0017923i,-0.0013441-0.002648i,-0.0014123-0.0023221i,-0.0010011-0.0017553i,-0.00092745-0.0010566i,-0.0011168-0.00031716i,-0.00092877+0.00022406i,-0.00036774+0.00051569i
0.0038336-0.00089027i,0.0037306-0.0004033i,0.002494+0.0031141i,0.005827+0.010241i,0.010279+0.014903i,0.0098704+0.011478i,0.0049162+0.0047298i,0.00097122+0.0020494i,0.0014546+0.0031516i,0.0044148+0.0035235i,0.0065975+0.0011646i,0.0057554-0.0016517i,0.0043948-0.0017994i,0.0034006-0.0010918i,0.0019959-0.00062387i,0.0012838-0.00030246i,0.0012456-0.00063488i,0.00048514-0.00077346i,-2.6608e-05-0.0014081i,-0.00079689-0.001962i,-0.0017701-0.0018943i,-0.001495-0.0017872i,-0.0012166-0.0019312i
-0.0037928+0.003768i,-0.0047926+0.0045898i,-0.0051229+0.0073059i,-0.006609+0.011941i,-0.0094319+0.013982i,-0.011624+0.0093405i,-0.012023+0.0029517i,-0.0098786+0.0024295i,-0.0049975+0.0052155i,0.0011934+0.0055074i,0.0049317+0.0040507i,0.0046647+0.0022059i,0.0029528+0.00015509i,0.002312-0.000693i,0.0020179-0.00025644i,0.0020415+0.00046191i,0.0027173+0.00063717i,0.0030955-0.00012077i,0.0028114-0.00078628i,0.0020277-0.0019329i,0.0012633-0.0023722i,7.0377e-05-0.0019313i,-0.0012102-0.0015905i
-0.0041477-0.00075568i,-0.0053839-0.00094284i,-0.0095542-0.00083075i,-0.018023+0.00045619i,-0.023905+0.0016467i,-0.021164+0.001422i,-0.013478+0.0011015i,-0.0083538+0.0021009i,-0.0067293+0.0026957i,-0.0055318+0.0030515i,-0.0031815+0.003582i,-0.00061693+0.0034426i,-0.00020983+0.0021567i,-0.00072912+0.00041303i,-0.0001819-0.00034368i,0.00012442-0.00040281i,-0.00048965-0.000399i,-8.5114e-05-0.00014138i,0.0018959+0.00055606i,0.0034751+0.00078497i,0.0029728+0.00015379i,0.001773-0.00029436i,0.0013416-0.00013374i
-0.0047396-0.0031835i,-0.0061587-0.0046159i,-0.0048348-0.0053894i,-0.0057078-0.010415i,-0.0077942-0.014383i,-0.0051452-0.011023i,0.00078332-0.00589i,0.0026584-0.0036966i,-0.00098428-0.0026726i,-0.004253-0.00034011i,-0.0042509+0.0027293i,-0.0034177+0.0049301i,-0.0020628+0.00526i,-0.0010582+0.003754i,-0.00099501+0.00086008i,-0.0013959-0.0016097i,-0.002002-0.0010362i,-0.00078378+0.00038477i,2.5613e-05+0.00040621i,8.277e-05+0.00065967i,0.0014472+0.0017295i,0.0024002+0.0018661i,0.0023752+0.0010431i
0.0022218-0.0036244i,0.0029708-0.0065122i,0.0045767-0.0078472i,0.0084984-0.010429i,0.012742-0.013715i,0.013899-0.013953i,0.01126-0.010169i,0.0069248-0.0066828i,0.0035973-0.0053861i,0.00089949-0.0035752i,-0.0014048-0.0014426i,-0.0025611-5.9184e-06i,-0.0018557+0.00096907i,-0.00010965+0.00099728i,-4.2567e-06-0.00013839i,-0.00089354-0.0011994i,-0.0013949-0.0010278i,-0.0015641-0.00087418i,-0.0018304+0.00069048i,-0.0018835+0.0023635i,-0.0004614+0.002498i,0.00085565+0.002074i,0.0014422+0.0010077i
0.0044081+0.0025287i,0.0051707+0.0025956i,0.0084436+0.0025279i,0.015956-0.00048215i,0.022968-0.0044712i,0.020055-0.0054808i,0.010103-0.0035538i,0.0033578-0.0011241i,0.0018636-0.00080975i,0.00081594-0.0028497i,-0.0015147-0.0051118i,-0.0034854-0.0063605i,-0.0043527-0.0058577i,-0.003274-0.0042991i,-0.00088173-0.0026023i,0.00016171-0.0016679i,0.00020131-0.0007779i,-0.000288+0.00053593i,-0.0011975+0.00099627i,-0.0010214+0.00051111i,-0.00098776-0.00027958i,-0.00083348-0.00050509i,-0.00018492-0.00040581i
0.0005224+0.0065412i,0.00019795+0.0082308i,0.00044915+0.0095938i,0.0035719+0.012447i,0.0064451+0.015143i,0.004023+0.012538i,-0.0017589+0.0086677i,-0.004379+0.0072071i,-0.0030432+0.0054276i,-0.0010819+0.0017758i,-0.00050112-0.0020381i,-0.0016779-0.0038916i,-0.0030313-0.0034104i,-0.0026297-0.0023403i,-0.0010242-0.00075242i,0.00065966+0.00022952i,0.0024309+2.7947e-05i,0.0027666-0.00033198i,0.0018863-0.0011629i,0.0013124-0.0019604i,3.6753e-05-0.0020361i,-0.0012988-0.0017743i,-0.0013473-0.0010469i
-0.0058825+0.002422i,-0.0093007+0.0043438i,-0.010133+0.0081409i,-0.010642+0.014992i,-0.012546+0.020402i,-0.011955+0.018592i,-0.0091083+0.012385i,-0.0061523+0.0074615i,-0.0035451+0.0059822i,-9.2282e-05+0.0044251i,0.0041011+0.0015191i,0.0050458+0.00015716i,0.0028397-2.6701e-05i,0.0010201-7.8216e-05i,0.00047922+0.00016248i,-0.00026004-2.2139e-05i,9.3048e-05-0.00040541i,0.0014689-0.00059369i,0.002755-0.0015548i,0.0032478-0.0024229i,0.0019993-0.0022689i,0.00022342-0.0016548i,-0.0012955-0.0012447i
-0.0061007-0.0051774i,-0.0078301-0.0071919i,-0.010885-0.0060213i,-0.016975-0.0012894i,-0.021372+0.002964i,-0.01637+0.00386i,-0.0066364+0.00065446i,-0.0023993-0.0026703i,-0.0020475-0.0023649i,0.00046982-0.00019297i,0.0046919+0.00039066i,0.0075564-0.00035969i,0.0074362-0.0012257i,0.0048395-0.0015881i,0.0015977-0.00080237i,-0.00045662+0.00032511i,-0.001182+0.00023033i,-0.0011052-0.00046969i,-0.00035336-0.00068851i,0.00092258-0.00067445i,0.0013077-0.00048273i,0.0011181+0.00010167i,0.0004808-0.0007336i
-0.0010764-0.007755i,1.4685e-05-0.0096372i,-0.00054704-0.0097581i,-0.0026113-0.013415i,-0.0028487-0.017177i,-0.0014796-0.015849i,-0.00010342-0.011786i,0.00068198-0.0088322i,0.00060995-0.0059245i,0.00062199-0.0020346i,-6.202e-05+0.0010317i,-0.00025176+0.0020905i,0.0010209+0.0012162i,0.0010976-5.3556e-05i,-0.00018886-0.00099426i,-0.0019789-0.0019204i,-0.0030452-0.0020321i,-0.0025865-0.0011479i,-0.0015682+0.00073811i,-0.00011968+0.002815i,0.0012534+0.0029784i,0.001999+0.0015675i,0.0013835+0.0002632i
0.003949-0.00068675i,0.0079505-0.0014909i,0.011113-0.0037203i,0.012408-0.011829i,0.013142-0.020685i,0.010861-0.021181i,0.0053672-0.013377i,0.0023549-0.0061108i,0.00084396-0.0027617i,-0.0014943+2.6772e-05i,-0.0041499+0.0034205i,-0.0060998+0.0054637i,-0.0061141+0.0048595i,-0.0051797+0.0023836i,-0.0032944+0.00061068i,-0.0011144-0.00062991i,-0.00045605-0.0014316i,-0.00045572-0.00064074i,-0.00027397+0.0011343i,-0.00021792+0.0023024i,0.00037186+0.002478i,0.00097665+0.0014999i,0.0014704+0.00083111i
0.004352+0.0048323i,0.0050068+0.0076353i,0.006359+0.0068436i,0.011216+0.003743i,0.014958+0.0014352i,0.012536+9.3727e-05i,0.006729+0.0014814i,0.0021755+0.0045771i,-0.00051338+0.005195i,-0.0020706+0.0037178i,-0.002137+0.0026641i,-0.0022532+0.0028401i,-0.0018429+0.0031224i,-0.00059289+0.0018758i,0.00048325-0.00022292i,0.00090269-0.0015747i,0.0011703-0.0019953i,0.0020115-0.00082199i,0.001908+0.0011933i,0.00062846+0.00042829i,-0.0007269-0.00098471i,-0.00084053-0.00087419i,-0.00075447+2.6621e-05i
-0.0021733+0.0046232i,-0.0048683+0.0090079i,-0.0050639+0.011847i,-0.0012153+0.016636i,0.0027099+0.020932i,0.0036041+0.020967i,0.0018315+0.015907i,-0.000396+0.011247i,-0.0017078+0.0077585i,-0.0023141+0.0018263i,-0.0025783-0.0042369i,-0.0025063-0.0064996i,-0.0017888-0.0047812i,0.00014995-0.0027488i,0.0023559-0.0017922i,0.0038162-0.0010704i,0.0042562-0.0007179i,0.0035385-0.0006869i,0.0021867-0.0017581i,0.00014805-0.0033735i,-0.001577-0.0031583i,-0.0022627-0.0015392i,-0.0016084-0.00024327i
