-2.3573e-05-0.0010412i,-0.00060705-0.002024i,-0.0017952-0.0019023i,-0.0019899-0.0013272i,-0.0020539-9.8519e-05i,-0.0010356+0.0014827i,0.00056695+0.0012595i,0.0015386+0.0015156i,0.001355+0.0010842i,0.00094289-8.1633e-05i,0.00050542-0.0003769i,-0.00055666-0.00071806i,-0.00068375-0.0011708i,0.00012444-0.0013297i,0.0002878-0.0010909i,-3.2565e-05-0.000578i,-0.00052139+0.00036686i,-0.00051424+0.00038374i,-0.00038922-0.00015368i,-0.00085371-6.1593e-05i,-0.00097283+0.00024076i,-0.00027641+0.00057065i,-1.6808e-05+0.00048453i
0.00074969+0.0001862i,7.3967e-05+0.00013179i,0.00065037+0.00013728i,0.00090607+0.00077941i,0.00022208+0.00036104i,-0.00047861+3.4003e-05i,-0.00038367+0.00027781i,-8.5423e-05+0.0010072i,-0.00010175+0.0017103i,-0.00036921+0.0013097i,-4.2233e-05+5.3818e-05i,-8.893e-05-0.00032582i,-0.00072606-0.00033322i,-0.00056074-0.00014333i,0.00027616+0.0005332i,0.0003634+0.00018253i,-0.00020866-0.00026642i,-0.00039288+7.2107e-05i,-0.00058625+0.00079453i,-0.00085151+0.00086956i,-6.8758e-05+0.00038612i,0.00054627+0.00056288i,0.00061106+0.00058204i
-0.00111-0.00057326i,-0.0005455-0.00032515i,-0.00013717-0.00024471i,-0.00062243-0.00087737i,-0.00053752-0.00073781i,0.00026004+0.00051434i,0.0012622+0.00048502i,0.00076912-0.0002153i,-0.0002661-0.00040323i,-0.00047077-0.00044517i,-0.0009589-0.00032322i,-0.000862-0.00014692i,0.00034605-8.6504e-05i,0.00043051-0.000209i,-0.0003835-6.6765e-05i,-0.00052437-0.00012785i,-0.00045951-0.00048707i,-0.00063526-0.00069499i,-0.0007278-0.001176i,-0.00032049-0.00096317i,0.00031949-0.00040469i,0.00042516+7.8126e-05i,-0.00035905+0.00029362i
0.0011267-4.4449e-05i,0.00066375+5.9862e-05i,-0.00061818+0.00017165i,-0.0004576+0.00073117i,-0.000148+0.0010045i,-0.00051354+0.0012918i,-8.5474e-05+0.00069423i,-0.00011266+4.6767e-05i,0.00052297+0.00012497i,0.00095812+0.00022611i,2.9967e-05-8.8069e-05i,-0.00095216+9.2322e-06i,-0.00075262-0.00013808i,7.6575e-05+0.00015671i,8.2293e-05+0.00027146i,-0.00012334-0.00043627i,0.00016305-0.00041635i,0.00084921-9.5829e-06i,0.00048772+0.0003578i,-0.00012018-6.5143e-05i,0.00016895-0.00090781i,0.00061726-0.00065975i,0.0004632+0.00013776i
0.00074197-0.0022299i,-0.00044852-0.0021648i,-0.0016523-0.0019565i,-0.002128-0.0011271i,-0.0015824-0.0003315i,-0.00058015+0.0010626i,2.7322e-05+0.00080361i,0.00096353-0.00027514i,0.00077587+8.0136e-05i,-0.00077662+0.00040807i,-0.0012284+0.00047197i,-0.00026673+0.0010034i,0.00097488+0.0015148i,0.00064575+0.0016627i,-0.00023325+0.0015093i,-0.00058898+0.00038248i,-0.00047317-0.00067675i,-0.00050085-0.00046379i,-0.00036545+0.00017989i,0.00023917-0.00010724i,-1.2173e-07-0.00011786i,-0.00044235-0.00032114i,0.00041945-0.00048524i
0.0021339+0.0015476i,0.0020274+0.00072053i,0.001563-0.00021841i,0.0013297-0.00060131i,0.00066447-0.00032685i,0.00018045-0.00052304i,-8.0376e-05-0.00063434i,-0.0002751-0.00033511i,8.7288e-05+0.0002607i,0.00052197+9.2315e-05i,5.2021e-05+0.00020727i,-0.00036617+0.00054032i,-0.00039943+0.00018696i,-0.00062076+2.4943e-05i,-0.00018794+0.00020018i,-0.00016969+0.00026i,0.00033544-0.00017688i,0.0010477-0.00043209i,0.0003751-0.00011571i,0.00014017-0.00019172i,0.00018336-0.00027969i,-7.5984e-05-0.00012239i,-0.00063191-0.00031353i
-0.00097965+0.00056971i,-0.00047164+0.00070889i,0.00040787+0.0015261i,0.00079645+0.0016988i,0.00047776+0.0011098i,-0.0001995+0.00064365i,2.9251e-06+0.000213i,7.7508e-05+2.4273e-05i,-0.00042013+0.00039076i,-0.00017511+0.00090822i,-0.00022161+0.00090923i,-0.00043247+0.00051038i,-0.00027304+0.00063457i,-2.8313e-05+0.00019491i,0.00047846-0.0002268i,0.0002235+0.00010068i,-1.4398e-05-6.4614e-05i,0.00015482+2.7979e-05i,8.9308e-06-0.00012237i,0.00029775-0.00057795i,0.00029141-0.00040875i,-0.00044489-0.00066329i,-0.00037964-0.00026222i
-0.0012285+0.00081552i,-0.0017298+0.00043069i,-0.0013966+0.00032395i,-0.0011205+0.0001135i,-0.00095569+0.00016567i,-0.00074144-0.0001706i,-0.00054505-0.00076811i,-0.00016593-0.00031844i,8.2593e-05+0.00026217i,0.00012555+0.00070084i,-0.00020361+0.0006951i,-0.00067112+1.6303e-05i,-0.00067091+1.148e-05i,-0.00014965+0.0006759i,0.00028936+0.00020222i,0.00056226-0.00081335i,0.00024158-0.00068994i,-0.00039935-0.00027775i,-0.00042957-1.2631e-05i,-9.0026e-05+0.00026408i,-0.0004346+0.00027499i,-1.3614e-05-4.5629e-05i,0.00054325-0.0002684i
-0.00044143+0.00011991i,-8.5259e-05+0.00077991i,3.9244e-05+0.0014852i,0.00042037+0.00065378i,-0.00013823+0.00054473i,-0.0010824+0.00080922i,-0.00093541+3.8626e-05i,-0.00091045-0.00014138i,-0.00090851+0.00034012i,-3.9243e-05+0.00060714i,0.00084325+0.0004997i,0.0003449-0.00026209i,4.5282e-05-0.0011076i,0.00081064-0.00061071i,0.00036649-0.00022626i,-0.00025216-0.00078487i,-0.00017732-0.00043344i,-0.00020974-0.00033436i,-0.0001804-0.00025701i,-0.00034463+0.00019919i,-0.00070565+8.5162e-05i,-0.0011055+0.00037789i,-0.00117+0.00060963i
0.00079579-0.00076132i,0.00082114+0.00052109i,0.00022911+0.00082008i,-0.00032823+4.46e-05i,-0.00022291-0.00027605i,-0.00059684+0.00058261i,-0.00080462+0.00076369i,-0.00023209+0.00042024i,-0.00018162+0.00063815i,-0.00019098+0.00028207i,0.00015368-0.00032722i,-0.00012607-0.00016959i,-0.00061339+0.0004995i,-0.0004553+0.00045165i,-0.00041921+0.0009523i,-0.0011046+0.0012776i,-0.001915+0.00028474i,-0.001458-0.0001505i,-0.00030368+3.8925e-05i,0.00030458+0.00029766i,0.00077084+0.00070578i,-0.00022986+0.0010501i,-0.00048774+0.00044296i
0.00035348+0.00026455i,-2.5092e-07+0.00021858i,-0.00051994+0.0012546i,-0.00060581+0.00063157i,0.00044748-0.00050501i,0.00028236-0.0010846i,-0.0002305-0.001055i,-0.00042014-9.9007e-05i,-0.00021048+2.6466e-05i,0.00052895+0.00022721i,0.0001354-0.0002324i,-0.00021802-0.00050466i,-0.00016511-0.00036296i,-0.00042201-0.00082182i,-0.00038894-0.001075i,-0.0001183-0.00050711i,0.00015115+0.00023367i,-0.00030857+0.00046771i,-0.00058836+0.00065398i,-0.00029667+0.00075922i,-0.0003985+0.00076995i,-0.0006734+0.00062792i,-0.00058487+0.00029637i
0.0022333+0.00093925i,0.0019743+0.0013415i,0.0020698-0.0002365i,0.00070787-0.00080441i,-4.9742e-05-0.00052837i,-0.00014349-0.00029156i,-0.00027409-0.00030861i,-0.00017475+0.00023849i,-0.00034429+0.0011854i,-0.00025255+0.00084406i,0.0003919+0.0003003i,0.00055143+0.00062836i,0.00032292+0.00061222i,0.00018478+0.00045184i,9.244e-05+0.00042001i,0.00010754+0.0002465i,0.00074155-0.00039773i,0.0012073-0.0005032i,0.00068987+0.00065543i,-5.3247e-05+0.00073878i,-0.0001337+0.0001614i,-0.00017205+0.00012976i,-0.00029718+6.8877e-05i
0.0019172+0.00012287i,0.0012206-0.00055594i,0.0002855-0.0013756i,-0.00048966-0.001794i,-0.0011391-0.00099416i,-0.0012343+0.0010299i,-0.00013817+0.0011821i,0.0010126+0.00051798i,0.0012276+0.00041452i,0.0015952+0.00015418i,0.0012065+0.00038853i,0.0001826+0.00011035i,-0.0013265-2.157e-05i,-0.0016822+2.6367e-05i,-0.00086963+0.00052769i,-0.00030354+0.0011012i,-0.00013099+0.00050061i,-0.00069266-0.00014487i,-0.00068765-0.00052756i,-0.00016013-0.00075671i,0.00011401-0.00063634i,0.00033779+0.00011001i,0.00073801+0.00038435i
1.4979e-05+0.00030697i,-0.00012821+0.00055148i,4.6369e-05+0.0013937i,0.00019523+0.00059949i,-0.00031698-0.00053227i,-0.00080448-0.00058948i,-0.00023059-0.00057561i,0.0001019+0.00012629i,-9.0897e-05+0.0005594i,0.00016474+0.00013533i,0.0010127-0.00031877i,0.0005219+0.00027324i,-0.00030601+0.00062718i,-0.00085065+0.0009937i,-0.00070637+0.00036218i,1.3e-05-0.00022827i,-6.5373e-05+5.1307e-05i,5.9496e-05+0.00013308i,0.00031786+9.3888e-05i,-0.00028854+0.0001685i,-0.00090851+0.00040883i,-0.00062904-0.00010377i,-0.00039592+0.00013379i
-0.0013533+0.0019215i,-0.0013828+0.0027484i,-0.0019884+0.003132i,-0.0008142+0.0017189i,-1.263e-05-0.0003296i,-0.0009393-0.00095789i,-0.00081232-0.00039431i,0.00028951+0.00029719i,-0.00012428+0.00087478i,0.00027177+0.00052287i,0.00083437-0.00057038i,9.8584e-05-0.00051276i,-0.00070424-0.00060843i,-0.00030953-0.001344i,-4.9484e-05-0.00080111i,-0.00026002-1.4978e-06i,-7.6508e-06+0.00067061i,0.00031041+0.00089026i,0.00039631+0.00022894i,7.3796e-05-0.00029035i,0.0001689-5.6535e-05i,0.00066291+0.00014591i,0.00063603-0.00054586i
-0.0015133+8.7943e-05i,-0.00070856-0.00019804i,-0.00017056-0.00010282i,0.00030356+0.00099138i,0.00040287+0.0017673i,-0.00044393+0.0014268i,-0.00010439+0.00081545i,0.00026909+0.00014868i,-0.00052764-8.8802e-07i,-0.00060175+2.2781e-05i,0.0001258-0.00040771i,0.00065604-0.00085361i,0.00034285-0.00080892i,0.00041388-0.0014987i,0.00026214-0.0018163i,-0.00021722-0.0014766i,-0.00090406-0.00094989i,-0.0014477-0.00041922i,-0.0010888+0.00019048i,-0.00022064+0.00064992i,-3.4483e-05+0.00083544i,8.1006e-05+9.5001e-06i,0.00065406-0.00029987i
-0.00076949+0.00075036i,-0.00055852+0.00062112i,0.0007026+0.00052892i,0.0013304-0.00047726i,0.00059959-0.0011435i,-0.0006097-0.0015052i,-0.00088778-0.00054575i,-0.00036441+0.00013799i,-0.00028214+9.3305e-05i,-7.8197e-05+0.00055407i,0.00023175+0.00064398i,0.0002509+0.00018343i,0.00036997+0.00031783i,-1.3829e-05-0.00037198i,-0.00045511-0.00099888i,-0.00056077-0.00063915i,0.00026139+0.0001533i,0.00055044+0.00066074i,-0.00043411-0.00012055i,-0.00010042-0.0010559i,0.0010638-0.001082i,0.0011039-0.0005669i,0.00017805-0.0001509i
0.0014907+0.00051477i,0.0007429-2.0343e-05i,-0.00044861-0.00022943i,-0.0013665-0.00027361i,-0.0016693+0.00028866i,-0.0016108+0.0006617i,-0.00085773+0.00021335i,-6.4559e-05-0.00020126i,0.00011263-0.00015606i,1.0811e-05+0.00039278i,-0.00047864+0.00040396i,0.00011463+0.00063432i,0.0011315+0.0011975i,0.00067154+0.00025843i,0.00034221-0.0009747i,0.00018234-0.00076804i,-0.00032457-0.00050384i,-0.00049581-0.00046378i,-0.00054618+0.00040499i,-0.00034048+0.00083796i,0.00060653+0.00020211i,0.0011519+0.0002821i,0.00088588+0.00075461i
-0.00069769-0.00022514i,-0.00077762+0.00037611i,-0.00058729+0.00058168i,0.0001651+0.00058202i,0.0004254+0.00023474i,0.00018051+2.8104e-05i,0.00023999-0.00024019i,0.00041345-0.00050663i,3.7631e-05+2.3989e-06i,7.5283e-05+0.00075513i,-0.0003122+0.00042305i,-0.00085402-6.6844e-05i,-0.00070047+5.0437e-05i,0.0004362+0.00071254i,0.00060151+0.0004413i,0.00012892-0.00045189i,0.00039506-0.0002879i,0.00063966+1.4511e-06i,-0.00030919+0.00057489i,-0.0010487+0.0010727i,-0.00042022+0.00041172i,-0.00015295-0.00033314i,-0.00049399+0.00049706i
6.3373e-05+0.001173i,0.00040785+0.0013038i,0.00032881+0.00073664i,0.00056867+0.00018904i,0.00018345-0.00013558i,-0.00099967-1.6732e-06i,-0.0012798+0.00057519i,-0.00063417+0.00048758i,-4.4991e-05+3.4001e-05i,0.00026734-4.8472e-06i,0.0001533+0.00084717i,-7.7649e-05+0.0011414i,-0.00047146-0.00010022i,-0.00022633-0.00091001i,0.00081003-0.00010271i,0.0010349+0.00048162i,0.00018027+0.0003379i,-7.2811e-05+0.00034291i,0.00046406-7.2824e-05i,0.00060077-0.00042723i,0.00038232-0.00016947i,-0.00030137-0.00054573i,-0.00050507-0.00042025i
-0.0028315-0.00024694i,-0.0020228+0.00077652i,-0.00031182+0.0013781i,-2.2388e-05+0.0013917i,0.00037734+0.00078264i,0.0003022+0.00076683i,-1.3427e-05+0.00075581i,0.00060927+0.00075891i,0.00054744+0.0014469i,-0.00028107+0.0013504i,-0.00060989-0.00013606i,0.00036087-0.0012337i,0.00093454-0.0013188i,0.00084688-0.0014994i,0.00040014-0.0012307i,-7.3546e-05-0.00050757i,0.00071351-0.00021398i,0.0014458-0.00015022i,0.00090496+0.0002144i,0.0004094-3.4238e-05i,0.00048197-0.00044511i,-3.1294e-06-0.00029385i,-0.00022244-0.00011672i
-0.0012355+0.0027513i,-0.0011719+0.0029519i,0.00060377+0.0031522i,0.001288+0.00075461i,0.0012463-0.0018706i,0.00018082-0.0028061i,-0.00045612-0.0019569i,-0.00054901-0.00020234i,-0.00042042+0.00023314i,-0.00015113+0.00031033i,0.00011305+0.00029231i,0.00064354-0.0002561i,0.00030832-0.00018592i,-0.00047568-0.00045266i,-0.00062988-0.0010675i,-0.00015321-0.00016695i,-0.00030824+0.00046701i,-0.00059764+0.00013071i,-3.2132e-05-0.00020568i,-0.00039716+0.00011694i,-0.0014681+0.00061829i,-0.00094132+0.00012776i,0.00013794-0.00021731i
-0.00043107+0.00031082i,-0.00012465-0.00023503i,0.00077873-0.00048661i,0.00034274-0.00043894i,-0.00098027-0.0001353i,-0.0020184-0.00074635i,-0.0015608-0.00060323i,-0.00063077-0.00014878i,-0.00014726+0.00014468i,-6.6716e-05+0.00095506i,9.9365e-05+0.0011639i,-6.9708e-05+0.00019604i,-6.2909e-05-0.0010796i,-0.00039197-0.00085583i,-0.00040388+0.00033909i,5.8889e-05+0.0012682i,-0.00033676+0.0013829i,-0.00084498+0.0008512i,-0.00088326+0.00013579i,-0.00072804+0.00040663i,-0.00044922+0.00096011i,-2.236e-05+0.00072843i,1.0872e-05+0.00033823i
-0.0049347+0.0014333i,-0.0034492+0.0017134i,-0.0011843+0.0031329i,0.001076+0.002897i,0.0020068+0.0017828i,0.0022872+0.00034149i,0.0016963-0.0012598i,0.00063937-0.00099804i,0.0008032-5.3123e-05i,0.00079552-6.811e-05i,0.00052316-0.00057105i,0.00057311-0.00076218i,0.0002226-0.0016216i,0.00059821-0.001751i,0.00050224-0.00085328i,0.00054896-0.00068422i,0.00063052-0.00012678i,0.00062822+0.00010119i,0.00018279+4.3702e-05i,-1.7841e-05-0.00018512i,6.0415e-05-0.00054783i,1.3301e-05-9.5111e-05i,0.0006721+0.00028268i
0.0033596+0.0016436i,0.0027533+0.0010854i,0.0024511+0.00017618i,0.0013355-0.0006208i,0.000157-0.001135i,-0.00049158-0.00035555i,-0.0012568+0.00060949i,-0.0010233+0.0004242i,-6.821e-05+0.00014934i,0.00033562+4.9595e-05i,0.00026211-0.00055891i,-0.00036681-0.00042526i,-0.00033574+0.00020366i,-0.00025302+0.00030799i,-0.0012836+0.00017861i,-0.0013411+0.00069951i,7.9466e-05+0.0011443i,0.0003353+0.00078262i,6.3998e-06+0.00022681i,0.00066984-5.0206e-05i,0.0013289-0.00050402i,0.001074-0.00072472i,0.00030484+0.00013288i
-0.00072963+0.0014769i,-0.0004608+0.0023525i,-0.0011881+0.0025927i,-0.00076886+0.0016099i,-0.00018332+0.00069671i,4.5412e-05+0.00017833i,0.00077035-8.7814e-05i,0.0012027-0.00041654i,0.00057862+0.00010678i,0.00040695+0.00037032i,0.00051375+0.0001405i,0.00060241-0.00020113i,0.00070697-0.0010608i,0.0010544-0.00097156i,0.00039829-0.0002666i,-0.00029391-0.00078019i,-0.00032934-0.00069721i,-0.00085128-0.00025198i,-0.00080737+0.00033028i,9.4392e-05+0.00084296i,0.00037884+0.00073277i,-0.00025628+0.00012953i,-0.00035405+0.0001663i
0.00050325+0.0006007i,0.00017281+0.00061225i,0.00083523+0.00022193i,0.0014154-0.00066162i,0.00046221-0.0011096i,-0.00040128-0.00072934i,-0.000346-0.00057803i,-0.00016481-0.00041672i,-0.00014471-0.00013793i,-0.00063522-0.00039993i,-0.00054008-0.00058853i,7.737e-05+9.7015e-05i,-0.00024807+0.00030101i,-0.00093259-0.0003126i,-0.00090066-0.00033914i,-0.00015673-0.00059744i,0.00051462-0.0010182i,0.00066927-0.00047798i,0.00045976-0.00013795i,0.00020181+6.2783e-05i,0.00049123+0.00026145i,0.0010227-6.4238e-05i,0.0011287-0.00051657i
0.0013541-0.0002187i,0.0011091-3.7479e-05i,0.0009434+3.586e-05i,0.00039471+7.2943e-05i,-0.00087718+0.0013403i,-0.0012431+0.0022785i,-0.00099564+0.0019274i,-0.0010096+0.00086356i,-0.00048043+0.0010297i,8.3634e-05+0.0012526i,0.00084982+0.00066876i,0.0010868+0.00012872i,0.00029914+0.00059577i,-0.00015188+0.0011631i,-0.00059678+0.00072352i,-0.00056711+0.00037838i,0.00058543+0.00045771i,0.0016279-6.1464e-05i,0.0010455-0.00071362i,-0.00035982-0.00019403i,-0.0010434+0.00010403i,-0.00017657+0.00025335i,0.00076459+0.00023411i
-0.0001637-0.0013277i,-0.00082007-0.0011443i,-0.0011855-0.00061364i,-0.00077834+0.00057911i,-0.00025614+0.00089949i,0.00021523-6.2647e-06i,0.00024136-0.00034491i,7.4503e-05-0.00058888i,-0.00013703-0.00090037i,-9.9207e-05+5.3821e-05i,-1.6738e-05+0.00083503i,0.00035359+0.00068808i,0.00018209+0.00026964i,-7.911e-05+0.00044094i,-0.00019635+0.00043102i,-0.00026394-0.00020508i,0.0005245-0.0007562i,0.00062804-0.00070438i,0.00029462-0.00084909i,1.9698e-05-0.00084163i,-0.00015821-6.5683e-05i,0.00054844+0.00022061i,0.0010095-1.2814e-05i
0.0022583-0.00037107i,0.0018759+1.2386e-05i,0.00034912+0.00022163i,-0.0005931+6.1226e-05i,-0.00049093-0.00035289i,-0.00047611-0.00072471i,-0.00097086+0.00031081i,-0.00056472+0.0010256i,0.00022307+0.0004905i,0.00029196-5.7985e-05i,0.00061688-0.00068551i,0.0011093-0.00068337i,0.00072824+0.00059541i,0.00040127+0.0012531i,0.0004337+0.00039123i,0.00010749+0.00049363i,5.2818e-05+0.0010854i,2.1412e-05+0.0010195i,2.0866e-05+0.00050611i,0.00032638+0.00027748i,-0.00028618+0.00017597i,-0.00094759+0.00074649i,-0.00065948+0.0011466i
-0.0008556-0.00062291i,0.00059028-0.00024473i,0.0011314+0.0014557i,7.7162e-05+0.0013583i,-0.00069444+0.0007133i,-0.0009812+0.00033069i,-0.00079725-0.00025636i,-2.5068e-06-0.00022786i,-0.0001501+8.4496e-07i,-0.00051272-0.0002643i,-9.9573e-05-0.00089589i,-0.00016999-0.0011732i,-0.00027252-0.00079582i,-3.468e-05-0.00071644i,-0.0004074-0.00061073i,-0.00067728-0.00038955i,-0.00019669-0.00050263i,-0.00018975-0.00071952i,-0.00033632-0.00076825i,-0.00011875-0.00063785i,-0.00078621-0.00028096i,-0.001086-0.00056114i,-0.00058905-0.00077294i
0.00054969-0.0011749i,0.00026552-0.00052832i,-0.00025587+0.00058195i,-0.0017546+0.00097351i,-0.0020537+0.001098i,-0.0012199+0.0018137i,-0.00042521+0.0012275i,-8.8937e-05-0.00018665i,0.00010149-0.00068678i,2.7763e-05+0.00036966i,-0.00053511+0.0010325i,-0.00084144+0.00030531i,-0.00050313+8.5782e-06i,-0.00034249+0.00039954i,-0.00041124-5.9811e-05i,-0.0005188-0.00036857i,-0.00050738-0.00022241i,-7.2166e-05-0.00028556i,-5.763e-05+0.0002544i,3.2427e-05+0.00075747i,0.00013729+0.00025014i,-0.00035201-0.00063658i,-0.00041737-0.00036383i
0.00078462+0.0020159i,0.0009488+0.0011391i,0.00099877+0.00067922i,0.00066185+0.00058627i,-8.4967e-06+0.00035824i,0.00048236+6.8775e-05i,0.00075297-0.00072053i,0.00041304-0.00028609i,-0.00040115+0.00061892i,-0.00020435+0.00040776i,0.0010419+0.00027475i,0.0012179+0.00064522i,0.00053791+0.00020575i,0.0003664-0.0002431i,0.00042287-2.6858e-05i,8.1871e-06-0.0003127i,-0.00015155-0.0012624i,-0.00038144-0.0012104i,-0.00081426-0.00078803i,-0.0004573-0.00080415i,0.00032967-0.00037185i,0.00013228-0.00028175i,-0.0007187-0.00059602i
-0.00012876+0.0018283i,0.00078295+0.0024527i,0.00094994+0.0025194i,0.0010265+0.00096156i,0.0012042-0.00088974i,0.00083852-0.0020646i,0.00052384-0.0011912i,-0.00071569-6.0466e-05i,-0.0010984+0.0006611i,0.00016186+0.00022601i,0.00073642-0.00047918i,0.00013574+0.00047731i,-0.00071637+0.00051962i,-0.00037353-0.00079959i,-0.00034433-0.0011023i,-0.0010382-0.00051386i,-0.00082518-0.00033571i,-0.00036258+0.0001909i,0.00021153+0.00048553i,0.00072634+0.00039933i,0.00040538-5.4366e-07i,-0.00010728-0.00038043i,0.00055652-0.00064943i
0.00014665-0.0014317i,-0.00062972-0.0014872i,-0.00045482-0.0008156i,-0.0012406+1.2394e-05i,-0.0014604+0.0011045i,-0.00059085+0.0017427i,0.00052628+0.0015469i,0.00074584+0.00038812i,7.3425e-05-0.00092469i,2.0792e-05-0.00069038i,7.859e-05+1.8428e-05i,0.00035235+2.8871e-06i,0.0007179+0.00040622i,0.00052056+0.00025579i,0.00096613-0.00040908i,0.00077128-0.00016524i,0.00062389-0.00010323i,0.00025087-0.00054621i,-8.9486e-05-0.00036484i,0.00055628+0.00046735i,0.00082473+0.0005766i,-1.7568e-05+0.00056084i,-0.00022398+0.00062122i
-0.0010151+0.00055501i,-0.00046306+0.00089385i,-0.0010974+0.0014924i,-0.0015983+0.0013762i,-0.00075497+0.00066323i,0.00093898+0.00082624i,0.0013039+0.00063351i,-4.0553e-05-0.00037097i,-0.00023418-0.00048272i,-0.00022795-0.00037807i,-0.00031851-0.001187i,-0.00030773-0.00079323i,-0.00052262+0.00014177i,-0.0007101+0.00018088i,-0.00051671+0.00051064i,0.00030206+0.0004192i,0.0010388+0.00031146i,0.0012393+2.0921e-05i,0.00080921+1.5884e-06i,0.00028933+0.0013011i,0.0006561+0.00044929i,0.00068955-0.00012092i,0.0001636+0.00062152i
0.00040273+0.00058222i,0.0010366+0.00073729i,0.001396-9.8683e-05i,0.00073274-0.00082009i,-0.00061082-0.0008276i,-0.0012874-0.0005696i,-0.00081889+0.00087919i,-0.00043051+0.0018428i,-0.00046552+0.0016893i,-0.00046977+0.0014988i,-0.0003586+0.00095618i,0.00018255-0.00030976i,0.00025816-0.00025432i,0.00036729+0.00016955i,0.00084067-0.00036801i,0.00079288-0.00028822i,9.5098e-05+2.1756e-05i,-4.521e-05-0.00043056i,0.0003092-0.00055956i,-0.00023366-0.00014024i,-0.00029427-4.4999e-05i,0.00044872+0.00026604i,0.00020133+0.00051959i
-0.00077562+0.00066855i,-0.00074013+0.00088769i,-0.00046477+0.0006155i,-0.00073311+0.0012029i,-0.0004472+0.0011657i,1.0603e-05+0.00013902i,-0.00050037+0.00051265i,-0.0010935+0.0010203i,-0.00059223+0.00060546i,-3.7459e-05+5.3801e-06i,0.00052909+0.0004937i,0.00010112+0.00052035i,-0.00069065-0.00015843i,-0.00083042+0.00028769i,-0.00015828+5.1741e-05i,8.4359e-05-0.00078215i,0.00028585-0.00040229i,0.00025193-0.00012967i,-0.00021075+0.00010878i,-0.00064153-0.00023066i,-0.00055079-0.00043034i,-0.00025927+0.00015063i,0.00045186-0.00044851i
-0.00080844+0.00037081i,-0.00095832+0.00022061i,0.00029256+0.00095298i,0.00045502+0.0010313i,-0.00065059+0.00015784i,-0.00096339+0.00043247i,-0.00095203+0.00075514i,-0.0009849+0.00018707i,-0.00045552+4.2981e-05i,0.00011852+9.0646e-05i,0.00046125-0.00045812i,0.00035571-0.0005921i,0.00016802-1.8855e-05i,-5.1646e-05+0.00052828i,-0.00025691+0.00029433i,-0.00042679+3.6845e-06i,-0.00078397-3.2418e-06i,-0.00023777-0.00023371i,0.00012759-0.0004619i,-9.8119e-05+1.1377e-05i,0.00012938+0.00077455i,0.00019395+0.00098137i,-4.0966e-05-0.00014304i
0.0013266-0.00025205i,0.00065129-0.00096872i,0.00093621-0.0011375i,0.00073695-0.0012132i,-0.00051473-0.00018965i,-0.0012877+0.00085955i,-0.00046725+0.00081569i,7.796e-05+0.0005238i,0.00065144+8.6968e-05i,0.00097084-0.0012232i,0.00087003-0.0011858i,0.00063877+0.00019216i,0.0006563+0.00061583i,-6.8312e-05+6.4664e-05i,-0.00037339+0.0003726i,0.00051589+0.00077377i,0.00067791+0.00074692i,0.00063011+0.00048581i,0.00075526+0.00028634i,0.0005889+0.00038151i,9.2611e-05-7.2444e-05i,-0.00033207-2.9685e-05i,-0.00024823+0.0004069i
0.0014477+0.0010135i,0.0018226+6.3563e-05i,0.0018859-0.00094772i,0.00081669-0.00093537i,-0.0005354-0.00018436i,0.00060124+0.00072313i,0.00097407+0.00083917i,2.9461e-06+0.00018986i,-0.00026983-0.00016011i,3.8877e-05-0.00014312i,-0.00018146-9.9205e-05i,-0.00071615-0.00022308i,-0.00062076-0.00031843i,-0.00013319-0.0001075i,0.00033325+0.00070801i,-8.2187e-05+0.00074749i,-0.00032785+0.00049703i,-0.00017862+0.000251i,-0.00014912+0.00014645i,0.00052847+0.0003876i,0.00078739+4.8246e-06i,0.00038485-0.000342i,-9.265e-05-0.00035042i
0.0019618+0.0016317i,0.0024018+0.0020181i,0.0009681+0.0028201i,-3.0779e-06+0.0019713i,-0.00038749+0.0002125i,-0.0016447-0.001259i,-0.0017067-0.0010706i,-0.0006402-0.00015286i,0.00047535-0.00038752i,0.0012221-0.00011392i,0.00050557+0.0006232i,-0.00026127+0.00053119i,-1.1778e-05+3.1097e-05i,0.00018943-0.00026697i,-0.00021977-0.00014326i,-0.00040686+0.0002777i,-0.00033325-2.3474e-05i,1.6155e-06-0.0011343i,6.5739e-05-0.0014288i,-0.00036448-0.00047252i,8.2481e-05+0.00011479i,0.00037996-0.00075313i,0.0002924-0.00075257i
-0.00022164+0.00063826i,8.7823e-05+0.0010752i,0.00094528+0.0017367i,0.00077428+0.0013264i,-0.0008046+0.00032047i,-0.0015502-0.00029488i,-0.0014696+0.00024399i,-0.001105+0.0012309i,-0.00078877+0.0011249i,-0.00041635+0.00060514i,0.00029797+3.6952e-06i,0.00025379-0.00081701i,-0.00033383-0.0013762i,-2.5294e-05-0.0010053i,0.00039124-9.0712e-05i,-0.00019704-0.0002841i,-0.00013198-0.00078147i,0.00026612-0.00039944i,-0.0001001+0.00013904i,-0.00011175-0.00027499i,-0.00011857-0.00040712i,0.00047239-7.4482e-05i,0.00062736-0.00022865i
