-0.0013885+0.00058001i,-0.00063159+0.00034993i,-0.0017094+0.0020936i,-0.0016928+0.0024686i,-0.0012802+0.0021169i,-0.0015018+0.0017954i,-0.00063046+0.0018268i,0.00076273+0.0025558i,0.00173+0.0018257i,0.0019692+0.00093896i,0.0011509-1.4482e-06i,0.00052988-0.0004171i,0.00014626+2.3748e-05i,-0.00078924+0.00010799i,-0.00040658-0.00033422i,0.00057601-0.00022882i,0.00086232-0.00044375i,0.0011422-0.00056146i,0.0010693-0.00043028i,0.00038733-8.5117e-05i,-2.3097e-05+0.00011695i,-0.00021152-1.835e-05i,-0.00057716+0.00049461i
-0.0015922+0.0014808i,-0.00028084+0.0018527i,0.00096758+0.0017629i,0.0032407+0.0010526i,0.0061687-0.00058406i,0.0072018-0.0015564i,0.0035888-0.0019075i,-0.001613-0.0043055i,-0.0038315-0.0060623i,-0.0028732-0.0040619i,-0.00082752-0.00089419i,0.0001799-2.3125e-05i,0.00034695-0.0010083i,0.00025286-0.0016143i,0.00014333-0.00077243i,-1.141e-05-0.00014755i,-5.541e-05-0.0001819i,0.00019795-0.00013778i,0.00076278+7.4882e-05i,0.00087128+0.00074052i,0.00076735+0.00073162i,0.00058756+0.00049876i,0.00013308+4.1898e-06i
-0.0005134-0.00077325i,-0.0015+0.00092797i,-0.003867+0.0014327i,-0.0062788-0.00088715i,-0.006275-0.0053446i,-0.0022603-0.0058652i,-0.0005758-0.0034342i,-0.0057418-9.4531e-05i,-0.010198+0.0022892i,-0.0078363+0.0023656i,-0.0028111+0.0012845i,0.00047015-9.5533e-05i,0.0015242-0.0011482i,0.0019777-0.0012036i,0.0017284+0.00038327i,0.0012009+0.001465i,0.00090714+0.00124i,0.0014261+0.00090498i,0.0017072+0.00044356i,0.00060941+0.00052167i,-0.00018505+0.00075873i,-0.00060788+0.00037027i,-0.00080528+0.0001975i
0.0014475-0.00031731i,-0.0012164+0.0013958i,-0.0037421+0.0020044i,-0.0064123+0.0013004i,-0.0093587-0.00013481i,-0.0091707-0.0013036i,-0.0061369+0.00077362i,-0.0041159+0.0068449i,-0.0019927+0.010928i,-0.00062626+0.0089632i,-0.0010209+0.0038818i,-0.0012817+0.00076349i,-0.0014294+0.00012848i,-0.00096999+4.9691e-05i,0.00034324-0.00023171i,0.0014871-0.00030231i,0.0019678+0.00027597i,0.0011641+0.00085396i,-0.00022885+0.00085051i,-0.00063178+0.00051465i,-0.0007218+0.00050316i,-0.00080202+0.001454i,2.068e-05+0.001817i
0.00099735-0.0042372i,4.4818e-05-0.0041602i,-0.0013351-0.0028417i,-0.0019906+0.0024686i,-0.0034481+0.0080073i,-0.0048211+0.0085759i,-0.0019714+0.0052664i,0.004684+0.0027822i,0.0086703+0.0024355i,0.0067139+0.0012999i,0.0031094+0.00017185i,0.0010725+0.00020312i,0.00077759+0.00030424i,0.0004372+5.365e-06i,-2.5878e-05-0.00027871i,0.00034621-0.00054244i,-4.2684e-05-0.00027753i,-0.00054035+0.00027862i,-0.00068527+0.00090271i,-0.001176+0.0015248i,-0.00083624+0.001305i,0.00018376+0.00066282i,0.0011005-0.00021515i
0.00041996-0.00042775i,0.0001747+4.9329e-05i,0.00070502+0.0002255i,0.0036661+0.0013025i,0.0070621+0.0042148i,0.0061958+0.0060284i,0.0028135+0.0027527i,0.0026957-0.0038321i,0.0045958-0.0091557i,0.0038554-0.0094776i,0.0016337-0.0050403i,0.00015808-0.00082798i,-0.00098755+0.00047406i,-0.0014769+0.00076539i,-0.0014915+0.00069183i,-0.00052999+0.00051207i,0.00030936+0.00069201i,0.00044437+0.00052494i,0.00052128+0.00020405i,0.00092393+0.00063445i,0.00023791+0.0010529i,-0.00031019+0.00051316i,-0.00015325-0.00055267i
-0.00081936+0.00051426i,-0.0012803+3.6481e-05i,-0.00096122-0.0022665i,0.00021964-0.0059778i,0.0029865-0.0078902i,0.0057849-0.0065523i,0.0030721-0.0048145i,-0.0034304-0.0061063i,-0.0071635-0.0086351i,-0.007071-0.0074078i,-0.0047643-0.0028734i,-0.0022217-0.00037088i,-0.00099265-0.00069207i,-0.0011487-0.0014175i,-0.00077265-0.00052683i,0.00044397+0.00076648i,0.00067759+0.00029984i,0.00023322-6.0475e-05i,0.00017813+0.00040795i,0.0007157+5.3345e-05i,0.00099699-0.00018122i,0.00089702-0.00070703i,0.00025849-0.0003054i
-0.00061019+0.0025954i,-0.0005191+0.0023075i,-0.0010929+0.0023961i,-0.0036633-0.00064461i,-0.0053797-0.0054483i,-0.0036953-0.0078016i,-0.0018873-0.0056567i,-0.0059758+0.00033696i,-0.011573+0.0055541i,-0.010108+0.0065599i,-0.0041443+0.0042261i,-0.00095584+0.0017988i,-0.00030587+0.0007133i,-0.00041112+7.4359e-05i,-0.00035197-5.1478e-05i,0.00062331+0.00013892i,0.0010452-0.00079701i,0.00077261-0.0012934i,0.0010045-5.0794e-05i,0.00073279+0.00073172i,0.00055632-4.022e-05i,0.00039968-0.0001538i,0.00010128+0.00014257i
0.0014975-0.0018178i,-0.00027912-0.0011974i,-0.0020548-0.00017117i,-0.0049999+0.0031059i,-0.0094001+0.0053773i,-0.011391+0.0028419i,-0.0073611+0.0014582i,-0.001448+0.0060039i,0.0026747+0.011783i,0.0033295+0.011444i,0.0018638+0.0056825i,0.00051145+0.0013894i,-0.00045354+0.0012998i,-0.00052819+0.0016791i,0.00013192+0.00076536i,0.00045236-7.922e-05i,0.00020527+0.00044198i,-3.6037e-05+0.0010289i,-0.00033668+0.00081424i,-3.5249e-05+0.00032048i,-1.2826e-06-9.7789e-05i,-0.00044832+9.4803e-05i,-0.00063399+0.00042106i
-0.00046191+0.0035717i,-0.00049075+0.0025828i,0.0019845+0.003388i,0.0053686+0.0052109i,0.0063379+0.0077988i,0.0029507+0.0088797i,0.0015476+0.0060473i,0.0068893+0.003045i,0.012517+0.0020863i,0.012594+0.00037031i,0.0077614-0.0015545i,0.0031731-0.0022749i,0.0015867-0.0022846i,0.0012942-0.0019743i,0.00058642-0.0020749i,0.00015397-0.0015395i,0.00066386-0.00026943i,0.00022937-0.00053343i,-6.1009e-05-0.0024024i,0.00047785-0.0025351i,0.00061657-0.0011759i,0.00030796-0.00016596i,0.0004229+0.00015487i
-0.00032809+0.0022893i,-0.00092246+0.00091132i,0.00030409-0.0017688i,0.0047805-0.0028988i,0.01046-0.00063131i,0.011012+0.0035069i,0.0059814+0.0033017i,0.0029971-0.0040981i,0.0032866-0.01128i,0.0036593-0.012299i,0.0013316-0.0082771i,-0.0015911-0.004021i,-0.0026727-0.0021566i,-0.0023623-0.001202i,-0.0020103+2.7818e-05i,-0.0012601+0.0017381i,-0.00063439+0.0025771i,-0.00029206+0.0016146i,0.00018631+0.00024937i,0.00018329+7.6926e-05i,-0.00043488+0.00033652i,8.6149e-05-0.00039914i,0.00091503-0.001282i
-0.001728-0.0014125i,-0.0013156+0.00077001i,-0.0020724+0.0013379i,-0.0026766-0.0023081i,3.0932e-05-0.00941i,0.0038785-0.011099i,0.0019291-0.0071873i,-0.0056635-0.0057335i,-0.012229-0.0065924i,-0.01243-0.0057147i,-0.007705-0.0026206i,-0.0038538+0.00021826i,-0.0016586+0.00067668i,-0.00070701-3.2726e-05i,-0.00053512+0.00025751i,-0.00068463+0.00086267i,-0.00092933+0.00099305i,-0.0007813+0.0009362i,-0.00030152+0.00046244i,-0.00032119+1.1947e-05i,-0.00042016+0.00046298i,-0.00045117-5.1659e-06i,-0.0012944-0.0011099i
-0.0018092-0.00031436i,-0.0047298+0.00044447i,-0.0065824+0.0026255i,-0.0078697+0.0031194i,-0.0099755-0.0010262i,-0.010443-0.0063686i,-0.0077868-0.0046779i,-0.0076124+0.0030388i,-0.010174+0.0093806i,-0.0087902+0.01044i,-0.0035317+0.0080929i,0.0007312+0.0050039i,0.0017291+0.0037881i,0.00070633+0.003731i,0.00041661+0.00242i,0.0017417+0.001546i,0.0019541+0.0013539i,0.0012812+0.00096752i,0.0012208+0.00057601i,0.0013293-0.00021065i,0.0011017+0.00013858i,0.0002656+0.00088306i,-0.00013365+0.00064969i
0.0005298-9.0056e-05i,0.00066862+0.0011738i,-0.00074531+0.0036045i,-0.0027911+0.0073928i,-0.0071285+0.010468i,-0.010806+0.0086232i,-0.0071721+0.0052399i,0.00071681+0.0072165i,0.0068736+0.011861i,0.0084737+0.012298i,0.006331+0.0067852i,0.0035775+0.0015284i,0.001959+6.038e-05i,0.0013785-9.2069e-05i,0.00086126-0.00050522i,9.4953e-05-0.00074897i,-3.7419e-05-0.00016639i,0.00098422-4.3259e-05i,0.0016896-0.00038827i,0.0020478-0.00031378i,0.0018545+0.0001384i,0.0011389+0.00063108i,0.00091511+0.0011804i
0.001531-0.00055581i,-0.00090886-0.0015678i,-0.0011704-0.0022174i,0.0026008+0.00057357i,0.00729+0.006129i,0.0066385+0.010445i,0.0033421+0.008479i,0.0049346+0.002261i,0.0097925-0.0033786i,0.010607-0.0059253i,0.0058052-0.0059867i,0.0021815-0.0051005i,0.0017731-0.0044682i,0.0029076-0.0039369i,0.0027559-0.0029746i,0.00043558-0.0024741i,-0.00036105-0.0019396i,0.00024307-0.0012889i,0.00023759-0.0007832i,-5.3638e-05-0.0005861i,0.00025311-0.00026409i,0.00060444+0.00030708i,0.00086399+0.00022259i
-0.00053537+0.00023424i,-0.00028582-0.00062251i,0.00069348-0.0044155i,0.0039273-0.0074092i,0.0095808-0.0076436i,0.012218-0.0041248i,0.0085322-0.0017625i,0.001216-0.004879i,-0.0044803-0.0098643i,-0.0061501-0.010872i,-0.0059054-0.0069872i,-0.005367-0.0035182i,-0.0040128-0.0027705i,-0.0028759-0.0017905i,-0.0029019-0.00077316i,-0.0027849+0.00054323i,-0.0023326+0.00065333i,-0.0016467-0.00023958i,-0.0012084-0.00015632i,-0.00081629+0.00041145i,-0.00071707+4.3278e-05i,-0.00074016-0.0001218i,7.2197e-06-0.00056173i
-0.0024004-0.0010238i,-0.0037612+0.0001042i,-0.0049456+0.00066815i,-0.0059139-0.0033733i,-0.0054433-0.011827i,-0.0015391-0.015417i,-0.00039604-0.0090604i,-0.0054338-0.0018474i,-0.011164+0.0018668i,-0.012067+0.0038519i,-0.0085684+0.0040458i,-0.0046651+0.0022793i,-0.0028498+0.00098927i,-0.0024785-6.3953e-05i,-0.0017022-0.00020364i,-0.00060173+0.00076819i,0.00035989+7.3882e-05i,0.00045642-0.00050458i,-0.00032817+0.00050058i,-0.00091972+0.0012788i,-0.00028857+0.00084803i,-0.00043331-3.1479e-05i,-0.0016193-0.0011234i
0.0017505+0.00080625i,0.002889+0.00060784i,1.9018e-05+0.0014566i,-0.0076192+0.0027593i,-0.015721+0.0023042i,-0.016779-0.001046i,-0.0098688-0.0019974i,-0.0028572+0.0033058i,0.00082407+0.010302i,0.0029764+0.012391i,0.0045232+0.0095791i,0.0048935+0.0063361i,0.0033637+0.005547i,0.0017079+0.0053055i,0.0018169+0.0038526i,0.0025345+0.0022951i,0.0032098+0.0013093i,0.0024665+0.00094408i,0.0015042+0.00090962i,0.0017381+0.0011267i,0.0013305+0.00077108i,0.00097759+0.00054204i,4.4379e-05+0.001098i
0.00090234-0.00010444i,-0.00036471+0.00059817i,-6.0208e-05+0.0027985i,0.0021659+0.0096289i,0.0018375+0.017875i,-0.0025212+0.018152i,-0.0023361+0.0096488i,0.0045442+0.0020457i,0.012045-0.00095295i,0.013751-0.0011241i,0.0097214-0.0014118i,0.0061188-0.0013086i,0.003931-0.00077112i,0.0023649-0.00047087i,0.0014823-8.6941e-05i,0.0011176-0.00060945i,0.00092105-0.0011692i,0.0010419-0.00049257i,0.0012314-0.00071457i,0.0007874-0.0012134i,-0.00033919-0.00058286i,-0.00043131+0.00030109i,0.00033702+0.001533i
-0.00039082+0.0026922i,0.00016251+0.0027933i,0.0026508+0.0029063i,0.0075525+0.0026869i,0.01426+0.0036261i,0.015849+0.0055829i,0.0083773+0.001952i,0.001042-0.0061789i,-0.00032678-0.011804i,-0.0003624-0.013403i,-0.0014201-0.011701i,-0.0018793-0.0086009i,-0.00061438-0.0059324i,0.0010602-0.003118i,0.0012984-0.0017694i,0.00020681-0.0015388i,-0.00058122-0.00042878i,-0.00043396+0.00026673i,-0.00077849-0.0001111i,-0.0018397-0.00031029i,-0.0015905-0.0007698i,-0.00053976-0.0010147i,0.00037213-0.00050946i
-0.00072284-0.0029255i,-0.0044547-0.0045797i,-0.0054623-0.0077953i,-0.0015501-0.011761i,0.0053635-0.017296i,0.007984-0.016713i,0.0019402-0.0094615i,-0.0080436-0.0035265i,-0.015319-0.0024773i,-0.016751-0.0023165i,-0.013626-6.6626e-05i,-0.0094327+0.0019487i,-0.0068758+0.0013572i,-0.0051117+0.00017746i,-0.0030786+0.00016929i,-0.0014833+0.00089013i,-0.00072377+0.00074759i,-0.00027033+0.00060545i,-0.00054317+0.00097103i,-0.0013217+0.00084191i,-0.0012476+0.00068197i,-0.0012044+0.00047753i,-0.00074727+0.00021096i
-0.0024098+0.0025847i,-0.0011621+0.0036816i,-0.0017876+0.0050793i,-0.0062275+0.00044596i,-0.013905-0.0083499i,-0.016471-0.011038i,-0.011599-0.0028403i,-0.0085389+0.0082374i,-0.0090305+0.016411i,-0.0082243+0.019254i,-0.0046425+0.015436i,-0.0023045+0.0091631i,-0.0019883+0.0042467i,-0.0020315+0.0018169i,-0.0017936+0.0017122i,-0.00065257+0.0012382i,-0.00033183+0.00053837i,-0.0007596+6.4919e-05i,-0.00012066+0.00023173i,0.00056274+0.0012496i,0.00081105+0.0017121i,0.00073536+0.0013243i,-2.0103e-05+0.00078906i
-0.00042907+0.0020635i,-0.0014605+0.00096261i,-0.0037474+0.00213i,-0.0080161+0.0079751i,-0.014087+0.014729i,-0.014694+0.015236i,-0.005174+0.011763i,0.0065742+0.010877i,0.014646+0.012169i,0.018384+0.010967i,0.015782+0.0065601i,0.010768+0.0034052i,0.0067577+0.0028519i,0.004213+0.0025525i,0.0029402+0.00181i,0.0016636+0.0017595i,0.001446+0.0017705i,0.0016342+0.0014958i,0.0011924+0.0014185i,0.00082564+0.00071461i,0.0018809+0.00050369i,0.0022348+0.00037232i,0.001503-0.00029071i
0.0017948+0.001766i,0.0016236+0.0029467i,0.0040445+0.0041705i,0.0080363+0.0091247i,0.012506+0.018261i,0.015728+0.020188i,0.015667+0.0092782i,0.015439-0.003819i,0.017071-0.012609i,0.016697-0.015768i,0.011987-0.013152i,0.006552-0.0091964i,0.0035674-0.0063288i,0.0021449-0.0035826i,0.0006542-0.0011146i,-7.8043e-05-0.00011547i,0.001807+0.00027663i,0.0029341+0.00014302i,0.0015396-0.0007561i,0.0013062-0.0012104i,0.0019015-0.0012982i,0.00079609-0.00065056i,-0.00089266+2.2608e-05i
-0.0013231-0.0014352i,-0.0026721-0.0013296i,7.457e-05-0.0021416i,0.0081906-0.0049571i,0.018132-0.0094621i,0.020997-0.012421i,0.011842-0.015229i,-0.0010363-0.018743i,-0.0092364-0.02096i,-0.012399-0.019026i,-0.011328-0.013333i,-0.0074009-0.008037i,-0.0041363-0.0052445i,-0.0016667-0.003688i,0.00029118-0.0026253i,0.0013762-0.0020014i,0.0019709-0.0013756i,0.0015434-0.0010543i,0.00076926-0.0013924i,-5.789e-06-0.0010263i,-0.00099899-0.00078737i,-0.0011739-0.00091039i,-0.0001217+0.00014186i
-0.0018621-0.0031245i,-0.003586-0.0014726i,-0.0049075-0.0041182i,-0.0072013-0.012884i,-0.0093606-0.023835i,-0.012046-0.026536i,-0.01694-0.017548i,-0.022133-0.0059558i,-0.025237+0.0029633i,-0.022971+0.0083781i,-0.016141+0.0094173i,-0.0095219+0.0072946i,-0.0060911+0.0049228i,-0.0038843+0.0026257i,-0.001461+0.00084992i,0.00010382+0.0006036i,8.2621e-05+0.00088121i,-5.1791e-05+0.0014747i,5.1268e-05+0.0014734i,-0.00060353+0.0015868i,-0.001438+0.0019724i,-0.00098115+0.0015789i,-0.00055301+0.001274i
0.0014334-0.00024969i,0.0010426-0.00084878i,-0.0021361+0.0001849i,-0.012067+0.00068395i,-0.02666+0.0024307i,-0.032904+0.0066864i,-0.026082+0.013959i,-0.014522+0.021039i,-0.0058791+0.02454i,-0.00054785+0.023489i,0.0016561+0.018122i,0.0010595+0.011667i,0.0011066+0.006765i,0.0013007+0.0030061i,0.00013617+0.00062048i,-0.0013021+0.0003199i,-0.00075782+0.0013071i,0.00072594+0.0016834i,0.00095609+0.0011742i,0.00035666+0.0017831i,0.00012164+0.002532i,0.00048663+0.0020429i,1.1101e-06+0.0012914i
0.0049219+0.0017526i,0.0026526+0.0014396i,-0.00076109+0.0049973i,-0.0034828+0.014334i,-0.0043687+0.026004i,-0.0017114+0.032969i,0.0076005+0.029038i,0.018117+0.020427i,0.022986+0.011596i,0.021776+0.0037725i,0.01545+0.00025443i,0.0091962+0.0007278i,0.0060532+0.0020884i,0.0037757+0.0022961i,0.0019528+0.0020865i,0.00046369+0.0019682i,0.00016197+0.0016103i,0.00089088+0.0011172i,0.0010811+0.00090832i,0.0012365+0.00083028i,0.0016576-0.00017709i,0.0014505-0.00094978i,0.0012931-0.0013061i
-0.0023063-0.0017629i,-0.0013506-0.00028309i,0.0018835+0.0021552i,0.011952+0.0062346i,0.027725+0.010807i,0.037178+0.0086221i,0.034187-0.0019895i,0.024626-0.012213i,0.015448-0.017744i,0.0076609-0.018187i,0.0019436-0.013996i,0.00017386-0.0090749i,-0.0001607-0.0067622i,-0.0013982-0.0051597i,-0.0012182-0.0023407i,0.00030717+0.00023216i,0.00082525+0.00011858i,0.00058929-0.00087344i,0.00070172-0.00028285i,0.0011378+0.00061991i,0.00084021+0.00023662i,0.00032914-0.00095893i,-0.00072924-0.00070191i
-0.0030804+0.0024431i,-0.0038294+0.0020638i,-0.00034262-0.00098363i,0.0069246-0.011087i,0.014885-0.027023i,0.016787-0.038171i,0.0079186-0.036403i,-0.0043308-0.028497i,-0.013109-0.020037i,-0.016024-0.011268i,-0.012588-0.0050274i,-0.0075728-0.0031183i,-0.0051738-0.0015068i,-0.002738+0.00076972i,-0.00047917+0.00074869i,0.00074389-0.00014393i,0.00065372-0.00047246i,-0.00052093-0.00056016i,-0.0014995-0.00054286i,-0.0012192-0.00082741i,-0.0013224-0.00084791i,-0.0014362-9.8273e-05i,1.9972e-05+0.0011014i
0.0027331-0.00079353i,0.0010384-0.0039551i,-0.0032079-0.0087142i,-0.012878-0.014767i,-0.027275-0.020792i,-0.036559-0.022312i,-0.036781-0.014945i,-0.03082-0.0043599i,-0.022163+0.005444i,-0.01377+0.011183i,-0.0067139+0.0093785i,-0.0038847+0.0063064i,-0.0037263+0.0055388i,-0.0015885+0.0043518i,0.00095775+0.001804i,0.0015765-0.00083235i,0.0014882-0.0010552i,0.0015369+0.00067605i,0.00095304+0.0007694i,0.00058395+8.4801e-05i,0.0011644-0.00049927i,0.0011309-3.0639e-05i,0.00049539+0.0011241i
0.0026551+0.0014464i,0.0014545-0.00025309i,-0.0019651+0.00093865i,-0.01018+0.0079853i,-0.021725+0.019441i,-0.028985+0.029151i,-0.022947+0.032327i,-0.010847+0.028729i,0.00090239+0.020628i,0.0087228+0.012185i,0.008597+0.0059297i,0.005384+0.0029509i,0.0043988+0.0015553i,0.0036377+0.00013681i,0.0008578-0.0011214i,-0.00068452-0.0010406i,-0.00029497+0.00011778i,0.00066551+0.0003514i,0.0010867-0.00037044i,0.00025274+1.7388e-05i,-0.00094011+4.64e-05i,-0.00039532-0.0013582i,0.00058874-0.0021449i
-0.016323-0.0049217i,-0.01334+0.0056961i,-0.016438+0.021658i,-0.0085163+0.035524i,0.0088779+0.049055i,0.026996+0.050187i,0.030694+0.033754i,0.023378+0.017223i,0.015666+0.0054437i,0.0097625-0.0010175i,0.0062789-0.0019253i,0.0058221-0.002505i,0.0072017-0.0044648i,0.0055453-0.0055256i,0.00098106-0.00444i,-0.0011468-0.0011905i,-0.00065592+0.00099519i,0.00066016+0.00070812i,0.0015685+0.00094952i,0.0014382+0.0009793i,0.001077+0.0010532i,0.00054105+0.00094275i,2.3583e-05+0.00040487i
-0.0018808+0.0013855i,-0.0039426+0.0020995i,-0.00058148+0.0022823i,0.010824-0.0018715i,0.028117-0.0098222i,0.038463-0.016545i,0.03467-0.018831i,0.022952-0.016883i,0.0095395-0.013249i,-0.001681-0.0089443i,-0.0055768-0.0040057i,-0.003854-0.0018315i,-0.0037532-0.0020198i,-0.0053402-0.0016316i,-0.0039991+0.00030004i,-0.00090496+0.0023745i,0.00044327+0.0022026i,0.00018301+0.00062237i,3.4456e-05+0.00075061i,0.0010862+0.0012809i,0.00091872+0.0006392i,-0.00025298+0.00070023i,-0.0010245+0.0014019i
-0.00059819-0.0014112i,0.0010564-0.0029026i,0.0021549-0.0046267i,0.00077348-0.010975i,-0.0036053-0.026166i,-0.0079928-0.038346i,-0.010722-0.035459i,-0.010893-0.023765i,-0.0094414-0.0096662i,-0.0071177+0.0023112i,-0.002071+0.0059471i,0.0010596+0.0043727i,-0.00020748+0.0041121i,-0.00058779+0.0043526i,0.00075251+0.0021285i,0.0014803-0.00017085i,0.0017249+2.8983e-05i,0.0010031+0.0017566i,0.00062669+0.0024117i,0.00092353+0.00078153i,0.0015174-0.00022672i,0.0024478+0.00039035i,0.002692+0.00142i
7.5207e-05+0.0010483i,-0.0021008-0.00058615i,-0.0063478-0.0028669i,-0.015054-0.0045821i,-0.029455-0.0045213i,-0.04029-0.0030441i,-0.036939+0.00018283i,-0.024207+0.0024908i,-0.010732+0.0039264i,0.00020255+0.004448i,0.0044349+0.0018722i,0.0023354+0.00017862i,-0.00059106+0.0018303i,-0.00086916+0.0020987i,0.00010809-0.00044842i,0.00032163-0.0024121i,0.00071337-0.0013806i,0.00069531-0.00044062i,0.00019767-0.00049155i,-0.0002352-0.0012333i,-0.00069398-0.0014208i,-0.00026508-0.00031099i,0.00032778+0.00020428i
0.0034027+0.0043087i,0.0033961+0.0029815i,0.0019575+0.0032187i,-0.0028348+0.0092319i,-0.0073136+0.023993i,-0.00935+0.036387i,-0.0082836+0.033566i,-0.0071579+0.020879i,-0.0050817+0.0079022i,-0.0002549-0.0028722i,-2.0114e-05-0.0079689i,-0.0020403-0.0067632i,-0.00031464-0.0042943i,0.0013435-0.0037883i,0.0011825-0.0029546i,0.00056509-0.0014995i,0.00027024-0.00086712i,0.00095093-0.00051044i,0.00072-0.00026373i,-0.00082401-0.00043647i,-0.0013795-0.00036291i,-0.0012216-0.00013481i,-0.0012271-0.00060668i
-0.0017526+0.0042322i,-0.0048411+0.0051276i,-0.003881+0.0097947i,0.0064283+0.014067i,0.024446+0.014089i,0.0368+0.013973i,0.032177+0.01169i,0.017437+0.0085729i,0.0040741+0.0043131i,-0.005224-0.00090665i,-0.0091293-0.0011921i,-0.006782+0.00056171i,-0.0043416-9.6782e-05i,-0.0036956-0.0012887i,-0.0024685-3.1996e-05i,-0.0010356+0.0021595i,0.0001849+0.0020596i,0.000807+0.0005912i,0.00025866+0.00029526i,-0.00056927+0.0013543i,-0.0011491+0.0022211i,-0.0023337+0.002021i,-0.0022881+0.001062i
0.0001651-0.0012825i,0.0018437+4.9022e-05i,0.0053056+0.0011389i,0.01153-0.0039636i,0.018814-0.018284i,0.022646-0.031932i,0.019596-0.02816i,0.012641-0.01331i,0.0054221-0.001176i,0.00013908+0.0060681i,-0.00016873+0.0088863i,0.0018463+0.0065178i,0.00088029+0.0024592i,-0.0013555+0.0016136i,-0.001649+0.0018197i,-0.001287+0.001142i,-0.00017852+0.00041421i,0.0010259+0.00012249i,0.00128+0.00042719i,0.0016024+0.0012115i,0.0014572+0.0017178i,0.00013709+0.00108i,-0.0004834+0.0011873i
-0.0021244+0.0016199i,-0.0010993+0.0011054i,0.00074236-0.0015473i,-0.00070572-0.0071658i,-0.012586-0.017144i,-0.024781-0.025672i,-0.021186-0.023008i,-0.0069619-0.014783i,0.0044244-0.0060538i,0.011241+0.0011778i,0.013519+0.0027007i,0.010344+0.0018675i,0.0061934+0.0028389i,0.004087+0.0024524i,0.0024135+0.00079761i,0.0011874-0.00040124i,0.0010493-0.00031508i,0.0014676+0.00029546i,0.002272-0.00061802i,0.0027891-0.0021272i,0.0026516-0.0023434i,0.0027233-0.0015572i,0.0026947-0.0015511i
-0.0021329+0.0052051i,-0.0015671+0.0036221i,-0.0027392+0.0012931i,-0.0081569+0.0020113i,-0.018224+0.013414i,-0.025535+0.023546i,-0.021899+0.017206i,-0.013012+0.0045413i,-0.0027839-0.00409i,0.0051097-0.0092534i,0.0051464-0.011652i,0.0020715-0.008574i,0.0012562-0.0032837i,0.00085268-0.0011486i,-0.00041796-0.001389i,-0.0010992-0.0014409i,-0.0022074-0.0011855i,-0.0026191-0.0013869i,-0.0013857-0.002232i,-0.0012264-0.0024577i,-0.0013167-0.0021834i,-0.00067105-0.001775i,-0.00010134-0.0011478i
-0.0046905+0.0015512i,-0.0066228+0.0017638i,-0.010112+0.0036427i,-0.0074557+0.010743i,0.0067168+0.021616i,0.016627+0.030261i,0.01034+0.027185i,-0.00077814+0.015411i,-0.0077421+0.0041498i,-0.011953-0.0039947i,-0.013287-0.0059575i,-0.0088388-0.0047828i,-0.0025172-0.0049216i,-0.00098599-0.003609i,-0.0018621-0.0014838i,-0.0017528-0.00033957i,-0.0014827+0.0004946i,-0.001445+0.0017458i,-0.0015539+0.0026187i,-0.0024524+0.0021365i,-0.0027541+0.0010471i,-0.0017021-0.00043626i,-0.0009229-0.00071216i
-0.0026167+0.0011904i,-0.0018687+0.0067136i,0.00064614+0.012264i,0.0053829+0.010578i,0.0154-0.00191i,0.026131-0.010853i,0.023753-0.0041691i,0.010419+0.006539i,-0.003087+0.01147i,-0.011761+0.013868i,-0.011619+0.014263i,-0.0066239+0.0088963i,-0.0041265+0.0028346i,-0.0040959+0.0021065i,-0.0027414+0.0037449i,-0.00051344+0.0037707i,0.00079307+0.0029961i,0.00099075+0.0028109i,0.00043227+0.003019i,0.00032671+0.0030419i,-0.00025755+0.0029698i,-0.0011835+0.0026755i,-0.00087111+0.0030415i
0.0014456+0.0016735i,0.0026373+0.0012768i,0.0070713+0.0016497i,0.008526-0.0010894i,-0.00034024-0.011584i,-0.0080211-0.025156i,-0.0040042-0.024115i,0.004411-0.010019i,0.0074826+0.0030792i,0.0082803+0.010246i,0.0098381+0.010009i,0.0065245+0.0055332i,0.00091321+0.0029797i,-0.00090717+0.0035385i,0.00013886+0.0032042i,0.0010549+0.0018959i,0.0021734+0.00063142i,0.0029488-0.00042981i,0.0024283-0.00041167i,0.0021361-0.00048848i,0.0022766-0.00036642i,0.0019274+0.00068556i,0.0021974+0.0016235i
0.002966+0.00022092i,0.0030236-0.0018543i,0.0046487-0.003502i,0.0037588-0.0022042i,-0.008132+0.0019461i,-0.023794+0.0043804i,-0.021807-0.0021038i,-0.0078718-0.011727i,0.0034879-0.013583i,0.011117-0.011283i,0.011869-0.0093235i,0.0066795-0.0045152i,0.0032072+0.00080323i,0.0033843+0.0016712i,0.0028232+0.0003642i,0.00183+0.00021278i,0.0010373-4.18e-06i,0.00038337-0.0011193i,0.00014687-0.0026218i,0.00084059-0.0028973i,0.0017593-0.001875i,0.0019244-0.0015727i,0.0015038-0.0018553i
