-0.0040457+5.9036e-05i,-0.0029585-0.00046393i,-0.0018908+0.00015908i,-0.001234+0.001178i,-0.00073077+0.0017438i,0.00098082+0.0010318i,0.0014256+0.00095521i,0.00033108+0.0012592i,0.00068382+0.0012066i,0.0015102+0.00031879i,0.0013122-0.00039775i,0.00049256-0.0013784i,-5.2884e-05-0.0020402i,0.00013462-0.0013121i,3.7606e-05-0.00016385i,-0.00027431+0.00040722i,-0.00015122+0.00076793i,-0.00035414+0.00084823i,-0.00028205+0.00029268i,0.00067051+0.00083292i,0.00064398+0.0012144i,-8.0768e-05+0.00066417i,-0.00038176+8.2378e-05i
0.025877-0.062171i,0.061045-0.13559i,0.097586-0.20577i,0.096164-0.2433i,0.047216-0.23828i,-0.0041167-0.185i,-0.016581-0.11017i,-0.0056493-0.059762i,-0.0055846-0.03137i,-0.0083493-0.0058686i,-0.0020911+0.0088328i,0.003391+0.012775i,0.0086721+0.013452i,0.015767+0.012552i,0.018239+0.012577i,0.017259+0.012913i,0.016467+0.010209i,0.016237+0.0055703i,0.016232+0.001119i,0.013671-0.005359i,0.0074934-0.0093846i,0.0018575-0.0079069i,-0.0024746-0.0043015i
0.065714+0.034077i,0.14229+0.10036i,0.19131+0.20466i,0.15414+0.28276i,0.061673+0.2797i,0.0087824+0.21923i,0.012777+0.13434i,0.018673+0.059141i,0.013734+0.019244i,0.0090074+0.002205i,0.00050159-0.008654i,-0.0074613-0.013919i,-0.0075366-0.014032i,-0.0046962-0.0099823i,-0.0046056-0.0076863i,-0.0066712-0.0081347i,-0.0061593-0.0079621i,-0.0052352-0.0057626i,-0.0055726-0.00077374i,-0.0024626+0.0046381i,0.0040093+0.0045526i,0.0095334+0.0011744i,0.011818+0.00012196i
-0.042499+0.05205i,-0.12134+0.086915i,-0.21537+0.0749i,-0.20985+0.0063586i,-0.0781-0.066479i,0.028339-0.093403i,0.043339-0.062599i,0.039743-0.017336i,0.03453-0.0045455i,0.011269-0.007432i,-0.0032114-0.0032119i,-0.0043883+0.00235i,-0.0052469+0.0087066i,-0.0046089+0.011248i,-0.0021927+0.0061352i,-0.00070785+0.0023371i,-0.0024596+0.0042219i,-0.0038038+0.007921i,-0.0013804+0.0085921i,0.00059953+0.0060642i,-0.0014568+0.0054i,-0.0052995+0.0055944i,-0.0079444+0.0023281i
-0.043582-0.032921i,-0.064126-0.083221i,-0.061879-0.13869i,-0.074921-0.13918i,-0.13683-0.063652i,-0.17201+0.021272i,-0.13345+0.049872i,-0.079835+0.036852i,-0.041019+0.026347i,-0.0079041+0.016771i,0.01087-0.0001965i,0.014893-0.011917i,0.01149-0.018667i,0.0059243-0.022518i,0.0028464-0.020378i,0.0026329-0.015758i,0.0026893-0.013342i,0.00023382-0.01353i,-0.004529-0.01367i,-0.010501-0.010534i,-0.014198-0.0066534i,-0.013383-0.0035776i,-0.010251+0.0014784i
0.020688-0.041862i,0.070494-0.074174i,0.14814-0.075558i,0.2236-0.036983i,0.25097-0.0052141i,0.20735-0.013877i,0.11837-0.023742i,0.043441-0.007i,0.011836+0.0025592i,0.0031751-0.0026526i,-0.00047823-0.00099309i,-0.0011935+0.0045326i,-0.0017302+0.0072614i,-0.00080977+0.0099524i,-0.00052665+0.011732i,-0.0033809+0.01216i,-0.0057087+0.012864i,-0.0032294+0.012927i,0.0033982+0.010801i,0.010394+0.0055301i,0.013641-0.00019953i,0.013191-0.0034084i,0.011363-0.0058416i
0.037131+0.035184i,0.054645+0.10109i,0.021528+0.17722i,-0.066546+0.17167i,-0.15145+0.0585i,-0.1801-0.041358i,-0.1413-0.053728i,-0.072589-0.035227i,-0.029441-0.019117i,-0.010818-0.00068802i,0.0038515+0.0066372i,0.011525+0.0039526i,0.012229+0.0014707i,0.0085947+0.0012865i,0.0051776+0.0013039i,0.0061301-0.0016235i,0.0089309-0.0030423i,0.010488-0.002817i,0.007515-0.0035254i,0.0024069-0.001456i,0.0014744+0.0021899i,0.003503+0.0041087i,0.0030258+0.0036362i
-0.032056+0.020845i,-0.083096+0.010501i,-0.14156-0.038276i,-0.13665-0.051495i,-0.043936+0.027342i,0.051709+0.09453i,0.06337+0.076245i,0.022786+0.039739i,0.0049341+0.021178i,0.0056015+0.004803i,-0.00056366-0.0031211i,-0.006813-0.00173i,-0.010722+0.0011885i,-0.010998+0.0030182i,-0.0063819+0.0024374i,-0.0012464+0.00012715i,-0.0018363-0.0025143i,-0.0083879-0.001474i,-0.010871+0.0043585i,-0.0084747+0.010037i,-0.0079106+0.012255i,-0.0080889+0.011228i,-0.0052071+0.008279i
-0.025005-0.020206i,-0.017699-0.046392i,0.0338-0.084465i,0.087917-0.14084i,0.079017-0.20285i,0.030719-0.21506i,0.0050877-0.16633i,0.00068604-0.10334i,-0.0079982-0.051514i,-0.01368-0.014438i,-0.0085215+0.0033881i,-0.00051582+0.006658i,0.0053112+0.0035134i,0.0072053-0.0026193i,0.0068013-0.0047947i,0.0075833-0.0018806i,0.0081974+0.00040474i,0.0090937-0.00026311i,0.0087539-0.0058372i,0.0048866-0.015173i,0.00087438-0.01943i,-0.0014349-0.016695i,-0.0041643-0.011624i
0.018464-0.022007i,0.047039-0.020798i,0.074014+0.031862i,0.063851+0.12761i,0.016026+0.20097i,-0.012444+0.19792i,-0.0028031+0.1266i,0.0047004+0.045363i,0.0052524+0.0051101i,0.0076031-0.0039626i,0.003898-0.0073273i,-0.0030813-0.0076569i,-0.0060595-0.0054784i,-0.0060861-0.0019425i,-0.0074812+0.00088729i,-0.010386+0.0013005i,-0.011063+0.00086429i,-0.010648+0.00039196i,-0.010154+0.0025484i,-0.0061937+0.0062997i,-0.00047143+0.0064409i,0.0032669+0.0042202i,0.0059085+0.0035925i
0.017667+0.023661i,-0.0037913+0.04912i,-0.062953+0.070904i,-0.085038+0.046155i,-0.0045031-0.028698i,0.085275-0.087662i,0.098089-0.074182i,0.075834-0.028512i,0.047041-0.012592i,0.016317-0.012915i,0.0016511-0.0087361i,-0.0012273-0.0049383i,-0.0018669-0.00049612i,-0.0017184+0.00074982i,-0.0021286-0.0022131i,-0.0019638-0.0022115i,-0.00057364+0.0031176i,0.0024941+0.0093476i,0.0068939+0.0095865i,0.0095269+0.006903i,0.0096247+0.0075651i,0.0077912+0.0082415i,0.0052666+0.0043744i
-0.0047831+0.0047593i,-0.011787-0.026448i,-0.01758-0.10649i,-0.056282-0.15932i,-0.12909-0.10151i,-0.15908+0.00019472i,-0.11554+0.040518i,-0.056874+0.030411i,-0.018231+0.021808i,0.0029508+0.014717i,0.010208+0.0024428i,0.010399-0.0058119i,0.0056094-0.0073494i,-0.001793-0.0036408i,-0.003919+0.00047179i,-0.00057412+0.0013547i,0.0020693-0.0016221i,0.00069455-0.0075793i,-0.0057818-0.0099801i,-0.01385-0.0067643i,-0.017132-0.0039855i,-0.01488-0.002624i,-0.011679-6.3747e-05i
-0.012593-0.0042908i,-0.00051131+0.0058896i,0.057737+0.036944i,0.14838+0.069139i,0.2036+0.074965i,0.18285+0.065609i,0.11668+0.057587i,0.056701+0.045252i,0.023428+0.020724i,0.008992+0.0019505i,0.0034029-4.4542e-05i,0.0040048+0.0029825i,0.0064983+0.0020191i,0.0089711-0.001749i,0.0099112-0.0029172i,0.0079929-0.00037004i,0.0046122+0.0024969i,0.0023908+0.0054692i,0.0050182+0.00752i,0.01031+0.0042478i,0.011546-0.00096765i,0.0085561-0.0033554i,0.0050973-0.0044292i
0.0058201-0.0095159i,0.0028009-0.00048892i,-0.016704+0.035764i,-0.062955+0.050745i,-0.12466-0.0019113i,-0.15443-0.052695i,-0.11859-0.043483i,-0.056546-0.019064i,-0.021235-0.0030093i,-0.0095297+0.0089281i,-0.0017974+0.011502i,0.00097284+0.0093972i,0.00019829+0.0063213i,-0.00093132+0.0023144i,-0.0028729-0.00040577i,-0.0039925-0.0036379i,-0.001897-0.0079226i,0.0016015-0.011214i,0.0019663-0.013534i,0.00092804-0.012165i,0.0027073-0.0066897i,0.004638-0.0026262i,0.0045741-0.0014621i
0.0059055-0.0024305i,-0.018493-0.020427i,-0.082546-0.044168i,-0.12609-0.025999i,-0.08176+0.046638i,-0.012732+0.092639i,-0.0031995+0.077172i,-0.020845+0.04931i,-0.013445+0.026457i,-0.0018646+0.0072818i,-0.0042284+0.0012748i,-0.0061573+0.0026564i,-0.003973+0.0040211i,0.00014314+0.0051168i,0.0038694+0.0037589i,0.0039781+0.0010382i,-0.00060827+0.001392i,-0.0068546+0.0065319i,-0.0083502+0.013696i,-0.0060843+0.017307i,-0.0064116+0.016916i,-0.0069881+0.015097i,-0.0033236+0.011244i
0.011611+0.0049117i,0.047994-0.006895i,0.1109-0.057667i,0.14707-0.13246i,0.11511-0.18278i,0.053729-0.18114i,0.014625-0.13643i,-0.0035827-0.078844i,-0.016503-0.035833i,-0.019402-0.014071i,-0.013994-0.0040101i,-0.0088379+0.00074632i,-0.0053768+0.00015563i,-0.0052916-0.0021097i,-0.0054143-0.0011933i,-0.0019522+0.0026665i,0.0039042+0.0059198i,0.01047+0.0049966i,0.013323-0.00064095i,0.010033-0.0067409i,0.0044774-0.0080295i,0.0015435-0.0053615i,-0.00037592-0.0025389i
-0.010134+0.009052i,-0.017912+0.038333i,-0.013416+0.093051i,-0.010913+0.14583i,-0.030755+0.15617i,-0.054009+0.11893i,-0.051288+0.058594i,-0.029726+0.0079487i,-0.0097909-0.01068i,0.00026451-0.012161i,0.00040982-0.011713i,-0.0023794-0.0074424i,-0.0024846-0.0012866i,-8.2211e-05+0.0040386i,0.0013019+0.0072719i,-0.00035614+0.0082817i,-0.0027811+0.0056263i,-0.0057938+0.002664i,-0.010248+0.0041834i,-0.010756+0.0070322i,-0.0060518+0.0043009i,-0.0024444-0.0023797i,-0.0013171-0.0054109i
-0.0094515-0.0080969i,-0.038299-0.0078781i,-0.073983+0.011634i,-0.065838+0.021432i,0.001931-0.012429i,0.065028-0.045947i,0.075606-0.037047i,0.055834-0.019057i,0.031416-0.017432i,0.012363-0.017515i,0.0025997-0.013773i,-0.0025918-0.00996i,-0.0040157-0.0056625i,-0.0019911-0.0042418i,-0.0010393-0.0049803i,-0.00096358-0.004327i,0.00055759-0.001247i,0.0049967+0.0020115i,0.00975+0.0025523i,0.011094+0.0026034i,0.0096049+0.0047943i,0.0068323+0.0072885i,0.0047628+0.0060472i
0.011411-0.018626i,0.011592-0.066636i,-0.013782-0.14385i,-0.067488-0.17956i,-0.10889-0.12601i,-0.097202-0.055271i,-0.055188-0.027982i,-0.022718-0.013565i,-0.0013079+0.0024806i,0.010946+0.0049845i,0.011401-0.0018202i,0.0060765-0.0053912i,0.0012477-0.0046376i,-0.0012133-0.00095361i,-0.00085315+0.00062414i,6.6749e-05-0.0024601i,-0.0014886-0.0067183i,-0.0056019-0.010947i,-0.011734-0.011271i,-0.015483-0.0073474i,-0.013401-0.0043068i,-0.007886-0.0031043i,-0.0030298-0.0011267i
0.019108+0.016492i,0.062857+0.03951i,0.1323+0.067155i,0.18432+0.083043i,0.18331+0.083371i,0.13666+0.07507i,0.080532+0.060224i,0.042014+0.039309i,0.021462+0.016258i,0.014111+0.0023285i,0.012744-0.0022063i,0.01085-0.0044864i,0.006773-0.0053244i,0.0030612-0.0054198i,0.0022757-0.0046458i,0.001222-0.0022909i,-0.0029253+0.0013186i,-0.0049739+0.0080263i,-0.00092503+0.012713i,0.002624+0.0096521i,0.00023521+0.0035403i,-0.0042201+0.00069382i,-0.0051208+0.00099059i
-0.020711+0.012362i,-0.045514+0.044444i,-0.070825+0.081783i,-0.078913+0.07994i,-0.073372+0.022654i,-0.057942-0.024915i,-0.030764-0.024925i,-0.0087356-0.012242i,-0.0039197-0.0012396i,-0.0012805+0.0081491i,0.0056668+0.0096706i,0.0080987+0.0066482i,0.0063873+0.0034957i,0.0040857+0.0011342i,0.0017776-0.00034358i,0.0010553-0.0024704i,0.002663-0.0045787i,0.004546-0.0070948i,0.0033774-0.011677i,0.0010579-0.013017i,0.0027718-0.0078949i,0.0071634-0.0030823i,0.0075875-0.0022136i
-0.017244-0.018103i,-0.05893-0.038833i,-0.11487-0.049086i,-0.13701-0.022338i,-0.10511+0.030216i,-0.062444+0.060909i,-0.046045+0.05641i,-0.036479+0.038348i,-0.017094+0.022035i,-0.0050358+0.012709i,-0.0018844+0.0091406i,-0.00063206+0.0072429i,3.3893e-05+0.0053751i,0.0015158+0.0025837i,0.0017909+0.0015703i,0.0011681+0.0016872i,-0.00044873-0.00020718i,-0.0037594-0.00015676i,-0.005034+0.0042354i,-0.0030823+0.0085763i,-0.0022417+0.0080375i,-0.0036266+0.0044553i,-0.0039506+0.002701i
0.02116-0.020212i,0.058033-0.060209i,0.10693-0.12244i,0.12556-0.16263i,0.096341-0.14434i,0.058004-0.098749i,0.026943-0.06356i,0.00015728-0.035879i,-0.014555-0.014486i,-0.016526-0.0027371i,-0.012914+0.0020283i,-0.0075457+0.0021023i,-0.0027305-0.00012654i,-0.00097254-0.00020504i,0.00055524+0.0014055i,0.0050926+0.0029721i,0.010837+0.0040569i,0.015039+0.0020839i,0.015531-0.0033545i,0.013052-0.0065281i,0.007146-0.004316i,0.0019789+0.00073827i,0.0014566+0.0034946i
0.012895+0.026263i,0.035843+0.069452i,0.054021+0.12456i,0.041579+0.14592i,-0.00082234+0.11112i,-0.039752+0.051996i,-0.045935+0.0065327i,-0.027845-0.013181i,-0.012117-0.014485i,-0.0073721-0.010242i,-0.0064935-0.0069984i,-0.0044167-0.004296i,-0.0022278-0.0019049i,-0.0014271+0.00027177i,-0.0011838+0.00098571i,-0.0021208-7.922e-05i,-0.0052204-0.0023662i,-0.008886-0.003148i,-0.011241+0.00046854i,-0.010842+0.0035421i,-0.0074086+0.001125i,-0.0040134-0.004222i,-0.0035377-0.0062687i
-0.016581+0.011298i,-0.056911+0.029345i,-0.094891+0.051706i,-0.084415+0.056184i,-0.02766+0.032416i,0.020608+0.013736i,0.039905+0.0098302i,0.040019-0.0019673i,0.026587-0.014699i,0.011007-0.017296i,0.0025612-0.013882i,-0.00089532-0.0089343i,-0.00087885-0.0018087i,0.00065503+0.0028012i,0.00070873+0.0022119i,0.00044325+0.0028296i,0.00021027+0.0066525i,0.0010198+0.0099903i,0.0041141+0.0093727i,0.0059767+0.0061265i,0.0031812+0.0052208i,-0.00055304+0.0069918i,-2.8754e-05+0.0066889i
-0.011469-0.026196i,-0.035705-0.073555i,-0.068469-0.13477i,-0.088967-0.15791i,-0.081494-0.12448i,-0.04951-0.082539i,-0.018334-0.056474i,-0.0029964-0.03146i,0.0048141-0.012967i,0.0067755-0.0081653i,0.0042709-0.0081985i,0.0006201-0.0062946i,-0.002566-0.0032613i,-0.003176-0.0021222i,-0.0024951-0.0020056i,-0.0027335-0.002305i,-0.0015263-0.0036119i,-0.0010225-0.0060966i,-0.0041288-0.0088312i,-0.0070236-0.007511i,-0.0048319-0.0047483i,0.00046279-0.0051553i,0.0028777-0.0060057i
0.028668-0.0081864i,0.081112-0.019284i,0.14618-0.020552i,0.16576-0.0007182i,0.12195+0.032762i,0.064633+0.049097i,0.032728+0.042067i,0.02155+0.02962i,0.016105+0.016186i,0.012509+0.0056816i,0.010001+0.00030047i,0.0071231-0.0012335i,0.0038715-0.0022284i,0.00020318-0.00207i,-0.0014659+0.00024662i,-0.0012798+0.0026783i,-0.0029731+0.0051222i,-0.0043009+0.0079803i,-0.00060678+0.010872i,0.0033043+0.011223i,0.0012582+0.0069191i,-0.0029744+0.0027155i,-0.0043631+0.0021689i
0.0079062+0.024665i,0.0092992+0.067394i,0.0011216+0.11074i,-0.0094724+0.10245i,-0.0043394+0.041797i,0.008779-0.005628i,0.016494-0.0099422i,0.016424-0.00062166i,0.010826+0.0026024i,0.0074403+0.0022118i,0.0069768+0.0015283i,0.0068016-0.0005174i,0.0070026-0.0033692i,0.0070108-0.0040685i,0.0057845-0.0035274i,0.0040426-0.0044668i,0.0043914-0.0061972i,0.0063067-0.0070675i,0.0052491-0.0080102i,0.0024574-0.0085874i,0.0028752-0.0056027i,0.005075-0.0021006i,0.005352-0.0010915i
-0.020842+0.0070838i,-0.06772+0.0063767i,-0.12206+0.0033102i,-0.13781+0.0037712i,-0.11231+0.012159i,-0.082049+0.028316i,-0.058164+0.042541i,-0.03454+0.041258i,-0.012829+0.027289i,-0.0013+0.014991i,0.0022527+0.010356i,0.0016812+0.0091391i,-0.0004511+0.0078733i,-0.00030838+0.0063845i,0.00021621+0.0058214i,-0.00025391+0.0044996i,-0.0024147+0.0008416i,-0.0063305-0.0010804i,-0.0091313+0.0016167i,-0.0091436+0.0046134i,-0.0069454+0.0038227i,-0.0060294+0.0014988i,-0.0065676+0.00032554i
-0.0011893-0.028187i,0.0047717-0.077181i,0.026793-0.13569i,0.053252-0.14663i,0.060773-0.094316i,0.048032-0.038814i,0.024831-0.015752i,0.0045164-0.0066394i,-0.0014761-0.001038i,-0.00050215+0.0010926i,-0.00078425+0.0016931i,-0.00089159+0.0017808i,6.3548e-05+0.0012206i,0.0021259+0.00043298i,0.0030496-0.00049238i,0.0029856-0.00038396i,0.0052625+0.0014341i,0.0085994+0.0025249i,0.010035-0.00010726i,0.0088787-0.0023234i,0.0060928-0.00026101i,0.0040695+0.0036735i,0.0043622+0.0045354i
0.027683-0.00089303i,0.066241+0.013223i,0.099489+0.041246i,0.080229+0.056886i,0.019226+0.035269i,-0.029371-0.0025069i,-0.044876-0.021321i,-0.037726-0.019935i,-0.026017-0.012238i,-0.017435-0.0054178i,-0.011862-0.0016145i,-0.008819+0.0006371i,-0.0068209+0.0019743i,-0.0050105+0.0018673i,-0.0039206+0.0015535i,-0.0035358+0.00062171i,-0.0031721-0.0012454i,-0.0046549-0.0030157i,-0.0076277-0.0024363i,-0.0091068-0.00021992i,-0.0069803+0.0003806i,-0.0039917-0.0015055i,-0.002332-0.0029212i
-0.0013273+0.021477i,-0.016757+0.058187i,-0.041585+0.095277i,-0.047507+0.10021i,-0.021644+0.072818i,0.0038332+0.042323i,0.012183+0.02011i,0.011101+0.0038406i,0.007791-0.0021865i,0.0047944-0.0037223i,0.00072083-0.0055767i,-7.3305e-05-0.0041343i,0.0029027+0.00019217i,0.0041048+0.0029796i,0.0034513+0.0025127i,0.0037926+0.0023602i,0.0029865+0.0047387i,0.0020012+0.0082539i,0.0042486+0.0098061i,0.0053322+0.0081266i,0.0024715+0.0064005i,-0.00092389+0.0069068i,-0.0010881+0.0068754i
-0.023827-0.0020513i,-0.060937-0.022663i,-0.097376-0.062325i,-0.095935-0.095301i,-0.059727-0.097249i,-0.025316-0.079254i,-0.011699-0.058221i,-0.0096644-0.036161i,-0.0049097-0.017961i,0.00018761-0.010043i,-0.00024886-0.007677i,-0.00391-0.0068922i,-0.0063132-0.0049918i,-0.0069927-0.0022418i,-0.0067962-0.0001419i,-0.0050168+0.00039423i,-0.001506-0.0010362i,0.00012682-0.0044816i,-0.0016688-0.0083887i,-0.0034892-0.010205i,-0.0031317-0.0093235i,-0.0017854-0.0079378i,-0.0010034-0.0063349i
0.0051302-0.020366i,0.028209-0.052059i,0.067791-0.07177i,0.083333-0.047872i,0.051913+0.0019745i,0.018563+0.02749i,0.010822+0.022951i,0.01052+0.014586i,0.0075989+0.0096292i,0.0067861+0.0062705i,0.0090212+0.0014713i,0.0075625-0.0024161i,0.0018274-0.0023026i,-0.0024156-0.0005664i,-0.0023263+0.00040595i,-0.0015224+0.00052394i,-0.002864+0.0011175i,-0.0045889+0.0032459i,-0.0047647+0.0058783i,-0.0032943+0.0059394i,-0.0029936+0.0033897i,-0.0040286+0.0016956i,-0.0043643+0.001733i
0.01724+0.0056446i,0.041411+0.028814i,0.057979+0.061383i,0.052668+0.065399i,0.045701+0.029627i,0.044625-0.0050844i,0.039734-0.016409i,0.029828-0.017928i,0.016331-0.015289i,0.0075618-0.0087486i,0.0053083-0.0048897i,0.0038757-0.0049589i,0.0021398-0.0066727i,0.0012987-0.0080116i,0.00088142-0.0078644i,-0.00067591-0.0066087i,-0.001439-0.0053511i,0.00058543-0.0046924i,0.003634-0.0057585i,0.004877-0.0063431i,0.0053641-0.0046006i,0.0064939-0.0030786i,0.0064796-0.0013841i
-0.0063149+0.015706i,-0.03291+0.036404i,-0.078728+0.050592i,-0.10602+0.045531i,-0.093886+0.029929i,-0.063854+0.025993i,-0.03502+0.031539i,-0.018061+0.025868i,-0.010544+0.01399i,-0.0050568+0.009096i,0.00071673+0.0090268i,0.0031272+0.0075635i,0.0029637+0.0047837i,0.0033538+0.0037488i,0.0039214+0.003564i,0.0043384+0.0021621i,0.0021158+5.204e-05i,-0.0031848+0.0001194i,-0.0066367+0.0027918i,-0.0067542+0.0051499i,-0.0063757+0.0044034i,-0.0060397+0.0024028i,-0.0049192+0.00088345i
-0.014742-0.0083985i,-0.029092-0.037788i,-0.026169-0.079255i,0.0042314-0.090423i,0.03283-0.052923i,0.035819-0.010078i,0.024279+0.0043784i,0.01534+0.0041534i,0.011442+0.0018295i,0.0064969+0.0004233i,0.0026668+0.00042428i,0.0023643-0.00051077i,0.0030338-0.0018844i,0.003224-0.0022879i,0.0025673-0.001048i,0.0021946+0.00049514i,0.004469+0.00097896i,0.0070351+0.0011771i,0.0076184+0.0011381i,0.0078979+0.0012198i,0.0079408+0.0021776i,0.0067495+0.0020882i,0.004353+0.00031876i
0.008396-0.014065i,0.031676-0.024781i,0.060097-0.025046i,0.053955-0.012667i,0.0093182-0.0094638i,-0.027062-0.014664i,-0.038336-0.01198i,-0.030418-0.0066683i,-0.017517-0.0046708i,-0.011501-0.001602i,-0.008682+0.002682i,-0.0048877+0.0041887i,-0.0028988+0.0035834i,-0.0033596+0.0021745i,-0.0042097+0.00099451i,-0.0029676+0.0015365i,-0.0012077+0.00092833i,-0.0022356-0.0012582i,-0.0039608-0.0026372i,-0.0034172-0.0033293i,-0.0020321-0.0037412i,-0.00035212-0.0031474i,0.00084568-0.0029563i
0.011023+0.0092026i,0.018215+0.035308i,0.013924+0.071384i,0.002164+0.086294i,-0.00038755+0.069641i,0.0010653+0.042824i,0.0038291+0.024262i,0.01053+0.014974i,0.012012+0.0081747i,0.0064804+0.0015435i,0.00067512-0.001757i,-0.00076818-0.00010666i,0.0008464+0.0019028i,0.0028545+0.0014347i,0.0042372-0.00046221i,0.0038554-0.0019486i,0.0023794-0.0013907i,0.0018992+0.0013318i,0.0030797+0.0041789i,0.0024561+0.0057417i,-0.00017211+0.0074728i,-0.00066676+0.0092922i,0.00065889+0.0082957i
-0.0097374+0.011272i,-0.036901+0.01103i,-0.070159-0.007818i,-0.07484-0.042669i,-0.047028-0.065933i,-0.022476-0.061198i,-0.014526-0.043676i,-0.010524-0.028727i,-0.0029452-0.01754i,0.00035795-0.011429i,-0.003939-0.0080966i,-0.0074662-0.0044839i,-0.0061804-0.00092656i,-0.004166+0.0016091i,-0.0031226+0.0025036i,-0.0017832+0.0028762i,-0.0010975+0.0024465i,-0.0013304-9.151e-05i,-0.0027249-0.0023116i,-0.0040745-0.003034i,-0.0040121-0.0034235i,-0.0029699-0.0028653i,-0.0017726-0.0023185i
-0.0074152-0.009101i,-0.0061938-0.032748i,0.0092437-0.053812i,0.024618-0.040827i,0.016777-0.0030166i,0.0030305+0.013809i,0.00083238+0.0085981i,-0.00069621+0.0079145i,-0.00039656+0.0094934i,0.0039396+0.0048723i,0.0056242-0.0025765i,0.003336-0.0049533i,0.00086503-0.0019029i,-0.00096277+0.0015987i,-0.0017441+0.0034218i,-0.00098665+0.0034267i,-0.00021723+0.0040221i,0.00016848+0.0053352i,-0.00044893+0.0053329i,-0.0033814+0.0026528i,-0.005688-4.3018e-05i,-0.0058073+0.0002973i,-0.0040908+0.00020348i
0.012406-0.0035514i,0.030935-0.0044133i,0.054119+0.0043178i,0.058163+0.009538i,0.047371-0.0030021i,0.036522-0.018883i,0.025344-0.024746i,0.017212-0.019936i,0.011571-0.011099i,0.0082833-0.0069547i,0.0059406-0.0064872i,0.0029157-0.0052765i,-0.0002952-0.0043435i,-0.0025895-0.0047249i,-0.0031773-0.0052231i,-0.003397-0.0043615i,-0.0025614-0.0028042i,-0.00043685-0.0027974i,0.0019695-0.0042414i,0.0042359-0.0048457i,0.0053526-0.0043663i,0.0054009-0.0031866i,0.0051099-0.0018609i
0.0034374+0.011049i,-0.00067257+0.029682i,-0.022186+0.051557i,-0.046848+0.051904i,-0.048671+0.031304i,-0.030331+0.017609i,-0.012379+0.018442i,-0.006422+0.015994i,-0.0054802+0.0095639i,-0.00084715+0.0070501i,0.0049133+0.0061541i,0.0059027+0.0035416i,0.0034604+0.00027995i,0.0016077-0.00021102i,0.0018209+0.00030654i,0.003031-0.00050108i,0.0017841-0.00056787i,-0.00077636+0.00064749i,-0.00076116+0.002063i,0.00098355+0.0013842i,0.00030774-0.0011016i,-0.0027647-0.0012821i,-0.0040315+0.0009578i
-0.0073827+0.0013549i,-0.02343-0.0083756i,-0.032281-0.032554i,-0.014421-0.048765i,0.014211-0.032791i,0.025581-0.0048217i,0.024522+0.0066585i,0.019729+0.0052146i,0.013275+0.0032787i,0.0084961+0.0025546i,0.0060878+0.0015259i,0.003707+0.0003177i,0.0016403-0.00023337i,0.0021699-0.00022408i,0.0030117+0.00016564i,0.0023843+0.00012016i,0.0022803-0.00077443i,0.002206-0.0021893i,0.0010877-0.0025122i,-0.00093314-5.6178e-06i,-0.0015484+0.0025946i,-0.00083634+0.0025499i,-0.0010512+0.001045i
0.0027179-0.0093603i,0.0071821-0.022532i,0.019412-0.032619i,0.018201-0.025912i,-0.005551-0.013519i,-0.022503-0.0056002i,-0.024323+0.00060892i,-0.020279+0.002285i,-0.012089+0.00077513i,-0.0054941+0.0020251i,-0.002326+0.0044662i,-0.00037479+0.0040546i,0.00028265+0.0032594i,-0.0010272+0.0029377i,-0.0018297+0.0021017i,-0.0010356+0.0018221i,-0.00055834+0.0024198i,-0.0018222+0.0025654i,-0.0025515+0.00274i,-0.0013749+0.0019132i,0.00010165-0.00059466i,0.0014041-0.0023119i,0.0012273-0.0025159i
0.008416+0.0023735i,0.020254+0.0082315i,0.02974+0.026268i,0.026337+0.04334i,0.014791+0.042757i,0.0013014+0.030228i,-0.004218+0.019413i,0.00019454+0.015373i,0.0029485+0.010695i,0.0013892+0.0050947i,9.4011e-05+0.0031586i,0.00067886+0.0021749i,0.0012369+0.0010505i,0.0020344+0.0007464i,0.0022236-0.00021262i,0.0020081-0.0010779i,0.0025439-1.4971e-05i,0.0035515+4.8745e-05i,0.0037782-0.0013759i,0.0016089-0.00146i,-0.0005611+0.00086987i,0.00028636+0.0025289i,0.0021227+0.0016826i
-0.00099159+0.0022848i,-0.015054+0.010369i,-0.039326+0.0091768i,-0.053006-0.0087938i,-0.043205-0.028586i,-0.029973-0.030238i,-0.026347-0.021479i,-0.019377-0.016137i,-0.010645-0.010627i,-0.0087478-0.0052082i,-0.0083033-0.001355i,-0.0058249+0.0010821i,-0.0026258+0.0012502i,0.00017093-0.00018883i,0.0016237-0.00090959i,0.0022164-0.00038009i,0.00021282+0.00028131i,-0.002512+0.0012098i,-0.0037777+0.0037205i,-0.0023417+0.0067466i,0.00035925+0.0066604i,0.0008247+0.0037726i,0.00072489+0.0015256i
