-0.0027376+0.00060649i,-0.0013038+0.00044392i,-0.0020133+0.0010116i,-0.0015972+0.0011801i,-0.00090007+0.0016636i,-0.00026293+0.0013357i,-0.00064806+0.00093379i,-0.00090103+0.0013084i,0.00037234+0.0013622i,0.00087223+0.00058442i,0.00089997-0.00076693i,0.0015434-0.00091071i,0.0012771-0.00043904i,0.00015484-0.00019908i,-0.00094729+1.601e-05i,-0.0017034-0.00018469i,-0.0014081-0.00037283i,-0.00029506-0.0006372i,0.00045889-0.00043895i,8.7045e-05-4.0624e-05i,-0.00036535-0.00033888i,-0.00029608-0.0010168i,-0.00028167-0.00057646i
0.0017773-0.0025397i,0.00076284-0.0019156i,-0.00035464-0.0025351i,-0.001097-0.0027194i,-0.0013572-0.00076821i,-0.00085627+0.0014528i,0.00037192+0.00085106i,6.6373e-05-0.00090263i,-0.00037815-0.0012621i,-0.00038592-0.00017465i,-0.00033105+0.00050038i,0.00070085+0.00084869i,0.0011154+0.0011192i,0.000425+0.00042215i,9.9097e-05-0.00054082i,0.00031245-0.00084241i,-4.2824e-05-0.00057862i,-0.00038279-0.00028074i,3.6455e-05-0.00041144i,-1.4406e-05-0.00063222i,6.3833e-05-2.7445e-05i,0.00015555+0.00039336i,0.00027943-0.00022198i
0.0020819+0.0029158i,0.0038897+0.0024269i,0.0056466+0.0019576i,0.0041084+0.0014411i,0.0016181+3.6602e-05i,-0.00050206-0.0016342i,-0.00064494-0.00090145i,0.00058599+0.00031652i,0.00065065+0.00031615i,-0.00016733-1.7746e-05i,-0.00075316-0.00087669i,-0.00055966-0.00088869i,-0.00021193-0.00040245i,-0.00012418-0.00014601i,0.00018849+0.00060712i,-0.00012172+0.00037977i,-0.00057019-0.00028088i,0.00012384+0.00012313i,5.3433e-06+1.0834e-05i,-0.0007528+0.00026465i,-0.00078404+0.00087473i,-0.00041983+0.0005162i,-0.00034352+0.00018315i
0.00041997-0.0012298i,-0.00021171-0.0025199i,-0.0012138-0.0024973i,-0.0013688-0.0020599i,-0.00075632-0.0014116i,0.00019988-0.00053206i,0.00015097-0.00039009i,0.00045079-0.00073479i,0.00090024-0.00079715i,5.694e-05-0.0005886i,-0.0012801+2.808e-05i,-0.0010098+8.6904e-05i,-0.00010605-0.0002771i,0.00013629-0.00012372i,0.00031404+9.3376e-05i,0.00026594+0.00039033i,0.0005328+6.6362e-05i,0.00034728-0.00069173i,0.00069459-0.0006908i,0.0010933-0.00076398i,0.00080674-0.001196i,0.00043161-0.0010524i,0.00043879-0.00084234i
-0.00072074-0.00047175i,-5.4232e-05-0.00036858i,-1.3608e-07-0.0005152i,-0.00017818+0.00089608i,0.00032547+0.0018021i,0.00066855+0.0011156i,0.0010843+0.0004442i,0.00095218-0.00014668i,0.00060544-0.00025784i,-0.00018357-0.00042349i,-0.00019511-0.00091269i,-0.00012622-0.00084607i,-0.00065422-0.00042515i,-0.00079195-0.00051194i,-0.00051278-0.0007097i,0.00026069-0.00068993i,0.0002319-0.0007643i,-0.00036048-0.00051474i,-0.00063997+0.0002479i,-0.00078466+2.2489e-05i,-0.00038834-0.00012049i,0.00014656+7.9643e-05i,0.00035077-0.00024122i
0.00016818-0.0004664i,0.00045318-3.909e-05i,0.0013579-0.00018777i,0.0012441-0.00019595i,0.00024728-0.00011547i,0.00017356-0.00024253i,0.00022443-0.00024984i,0.0003715-8.7131e-05i,0.00040293+0.00042816i,0.00022393+0.00055058i,-5.3212e-05+0.00039157i,-0.00011442+0.00018314i,8.0799e-05+0.00044333i,0.00028047+9.1397e-05i,-0.00050242-0.00076901i,-0.00012942-0.0005998i,0.00042854-0.00030581i,-0.00070183-0.00061584i,-0.0010972-0.00027351i,-0.00074944+0.00030454i,-0.00068879+0.00046587i,-0.00018725+0.00054833i,0.00047679+0.00034579i
0.0017106-0.0011106i,0.00075549-0.001679i,-0.00025987-0.0020058i,-0.0011758-0.0026428i,-0.0012366-0.0022515i,-0.00090853-0.0014377i,-0.00053976-0.00016017i,0.0008962+0.00038563i,0.0015148-5.9196e-06i,0.0007138-0.00051474i,0.00025486-0.00015253i,-0.00038172+0.00059931i,-0.0011142+0.00049222i,-0.0006526+6.9276e-05i,0.00024116-0.00011354i,0.00010742+9.7955e-05i,-4.306e-05+0.00078119i,0.00069582+0.0013162i,0.0011503+0.00073166i,0.00072195+0.00014839i,0.00036786+0.0005334i,-0.00022757+0.00057512i,-0.0011281+0.00048871i
-0.0017684+0.00057669i,-8.3194e-05-0.00012206i,0.0019883-7.1797e-05i,0.0025644+0.00093763i,0.0022166+0.0010802i,0.00086954+0.00012077i,-0.00060517+0.00023515i,-0.000448+0.00043638i,0.00019868+0.00082176i,0.00017567+0.00086135i,-1.1114e-06+0.00086146i,0.00033902+0.00050904i,0.00055791-0.00021508i,-0.00050051+0.00072049i,-0.0010965+0.0014405i,-0.00050373+0.00068948i,8.7091e-05+0.0012298i,0.00064973+0.001506i,0.00087259+0.00052106i,0.00099082-4.7019e-06i,0.00053247+0.00016523i,0.00015747+0.00063486i,8.3973e-06+0.000897i
0.00071181+0.0014339i,0.0018879+0.00025996i,0.0026528-0.0002839i,0.0020034-0.00072484i,0.0017138-0.0011495i,0.0015667-0.00076377i,0.0013981-0.00058119i,0.00079278-6.1111e-05i,7.3328e-05-0.00013952i,0.0003152-0.00046375i,0.00057757-0.00068015i,0.00021056-0.0007933i,0.00013456-0.00028041i,9.5025e-06+0.00056954i,-0.00042483+0.0012849i,6.3244e-05+0.0006362i,0.0007979+0.0003638i,0.00082033+0.0003137i,0.00039913-0.00039576i,0.00035508-0.00052242i,0.0003106-0.00059735i,0.00029173-0.00091855i,8.4104e-05-0.001213i
0.0007169+0.0018319i,0.00087063+0.0013363i,0.0015329+0.0010089i,0.0012608-0.0004471i,0.0010921-0.0019606i,0.0014072-0.0022822i,0.0014633-0.0012564i,0.0014458-0.00044561i,0.0014433+3.1857e-05i,0.00098868+0.00061951i,-6.4999e-05+0.0011529i,-0.00072029+0.00072244i,-0.00021171+0.00023323i,0.00029936-0.00037881i,0.00047059-0.0011133i,0.00032752-0.0013199i,0.00033941-0.001255i,0.0005515-0.00097744i,0.00044756-0.00070686i,0.00043384-0.00041433i,0.00026674+2.2246e-05i,0.00022304+0.00044777i,-0.00011334+0.00046161i
-0.0018869+0.00066268i,-0.00092427+0.00037981i,-0.00057569+0.00046502i,-7.9285e-05+0.00073951i,0.00030161+0.0011817i,0.00037021+0.00085591i,0.00040062-0.00018988i,0.00052428-0.00052811i,0.00043668-0.00059714i,0.00044072-0.00056157i,0.0006025-9.1418e-05i,0.00082264+0.00031845i,0.00025091-0.00024229i,-4.1978e-06-0.00073753i,0.0006322-0.00099052i,0.00060688-0.00067421i,-0.0005177-0.00069078i,-0.0007711-0.00068971i,-0.00079361-0.00044937i,-0.00093173-0.00050142i,-0.0011926-0.00072063i,-0.00092282-0.00057619i,-0.00023504-0.00043897i
-0.00014415-0.00027394i,0.00069179-0.00092998i,0.00024959-0.00058368i,-0.00030011-0.0018334i,-0.00034883-0.0021705i,-0.00044696-0.00049482i,-0.00013605+0.00072552i,-0.00010236+0.0013125i,-0.0006337+0.00054815i,-0.00036225-0.00057188i,0.00050327-0.00053733i,0.00062161+0.00026251i,0.00015309+0.00046962i,-0.00071448-9.6071e-05i,-0.0009082+0.0001919i,-0.00070438+0.0012355i,-0.00072385+0.0014937i,-0.00037492+0.00078224i,-0.00011499-0.0001562i,0.00032714-4.9876e-05i,0.00013942+0.00070033i,2.139e-05+0.00056867i,0.00030858+0.00020291i
-0.0017858+0.00054361i,-0.0016552+0.0001519i,-0.00043364+0.00076125i,0.00025196+0.00197i,0.00020572+0.0028944i,0.00020577+0.0021972i,0.00043634+0.0012947i,8.3321e-05+0.00093613i,-0.00013186+0.00031308i,3.6966e-05+2.375e-05i,0.0002352+0.00025222i,-5.1536e-05+0.00027586i,-0.00023614-0.00058538i,-0.00098822-0.00055575i,-0.0011882+0.00045805i,-0.00045471+0.00061457i,-0.00019089+0.00029348i,-0.00067853+0.00044848i,-0.0012974+2.5114e-05i,-0.00079648-0.00047158i,-0.00071406+0.00017847i,-0.00080988+0.00080492i,-0.0010205+0.00043226i
-0.00025601+0.00059559i,-0.00089573+4.6897e-05i,-0.00098197-0.001443i,-0.00095589-0.00080046i,-0.00046453-0.00017995i,0.00071276-0.00033451i,0.00090574-0.00039358i,0.00032138-0.0001852i,0.00010505+0.00065698i,1.6989e-05+0.0013107i,5.945e-05+0.00016917i,-0.00021461-0.00050234i,0.00016275-0.00013788i,0.00055212+0.00029662i,0.00015104+0.00058209i,0.00064431+0.00046222i,0.0013958+0.00054456i,0.0013529+0.00025754i,0.00061975-0.00021909i,-4.4724e-05-0.00036473i,0.00029036-0.00045353i,0.00074292-0.00042891i,0.00020139+0.00026585i
-4.4823e-05-0.0013323i,-0.0010239-0.00099358i,-0.00063524-0.0013724i,-0.0007606-0.00077776i,-0.0010349+0.00042493i,-0.00091677+0.0012098i,0.00038896+0.0010146i,0.0015874+0.00030448i,0.0016181-7.7992e-05i,0.00080338+0.00021494i,-0.00038715+0.00059027i,-0.00059385+0.00091673i,-0.00017928+0.00058466i,-0.00017874+0.00010551i,0.00025893-0.00050304i,0.00065887-0.00077559i,0.0006609-0.00031828i,5.57e-05-0.00034916i,-0.0002808-0.0007429i,-0.00029131-0.00048917i,-0.00083796-0.00012988i,-0.0015138-0.00062896i,-0.00074601-0.00077262i
0.0013124-0.0015848i,0.00021789-0.001521i,-0.00060704-0.0014406i,-0.0011051-0.0018688i,-0.0011756-0.0016342i,-0.00019126-0.00057772i,0.00073075-0.00071066i,0.00093906-0.001658i,0.00082442-0.0013357i,0.00051416-0.00012891i,0.0002167-1.3949e-05i,0.00020483-0.00039681i,-0.00051268-1.8823e-05i,-0.00083515-0.00021148i,-0.00031745+1.0148e-05i,8.4246e-06+0.00033206i,-8.9834e-05+0.00053515i,-8.2073e-05+0.00056658i,0.00063564+0.00046426i,0.0010793+0.00038935i,0.0010039+0.00032267i,0.00038942+0.00037562i,-0.00012064+0.00034872i
-0.00046185+0.00074731i,0.00064637+0.00015112i,0.0017218-0.00041175i,0.0015625-0.00068673i,0.0014706-0.00061895i,0.0016768-0.00026676i,0.0012643-0.00026121i,0.0011329-0.00095255i,0.00061941-0.0013766i,0.00021872-0.00058329i,0.00015243+9.7348e-05i,0.00015369+0.00015732i,0.00061578+7.6478e-05i,0.00015273-5.9773e-05i,-0.00072043-0.00033608i,-0.00024974-8.628e-05i,0.00031218+0.00074045i,-0.00038519+0.00076905i,-0.0010486+0.00028304i,-0.00053896-2.3936e-05i,0.00019122-0.00039443i,0.00015324-0.00067096i,-3.9454e-05-0.00049622i
-0.00065744+0.0016839i,0.00050923+0.0012834i,0.0017079+0.00098714i,0.0016911+0.0013568i,0.00052924+0.0010783i,-0.00020605-0.00068108i,-0.00079998-0.00054943i,-0.0011584+0.00035069i,-0.0010333+0.00019271i,-0.00098538+0.00015812i,-0.0013386-6.8653e-05i,-0.0011633-0.00037713i,-0.00060918-0.00079782i,-0.00081827-0.0013573i,-0.0011822-0.00057342i,-0.00049463+0.00059459i,-4.8963e-05+0.00056936i,-0.00031667-7.2521e-05i,-0.00052562-0.00040569i,-0.00085419+5.032e-05i,-0.00084106+0.00016317i,-0.00027882+0.0003106i,-0.00028565+0.00078436i
-0.0023934-0.0023562i,-0.0021111-0.00098187i,-0.003401+7.6559e-06i,-0.0034139+0.00082232i,-0.0014309+0.0016683i,0.0007716+0.00089696i,0.0016891-0.00039755i,0.0010611-0.00036947i,-0.00030288-0.00014921i,-0.0013163+0.00024225i,-0.001007+0.00068585i,2.756e-05+0.00034357i,0.0004356-0.00029715i,0.00095155-0.00036026i,0.0013964+0.00020272i,0.0010984-0.00016644i,0.00030238-0.00095227i,-0.00037186-0.0011084i,-0.00050628-0.0010331i,-0.00013254-0.00055719i,0.00012482+0.00040219i,0.00042855+2.2135e-06i,0.00019179-0.00040387i
-0.0014539-0.0007372i,-0.00040216-0.00024071i,0.0003603+0.0012859i,-6.7942e-05+0.0027453i,-0.0001028+0.004157i,0.00086366+0.003629i,0.00046607+0.0013633i,-0.00011119-9.6342e-06i,0.0003889+4.0806e-05i,0.00011122+0.0010968i,0.00011183+0.0017686i,0.00093093+0.00056247i,0.0010018-0.0004427i,0.00021418-0.00037616i,0.00049995-0.00048049i,0.00029882+0.00054631i,-0.00014504+0.0011933i,-0.0004123+0.0011435i,-0.00022482+0.00031748i,-0.00021256-0.00035494i,-0.0004533+0.00028781i,-8.4164e-05+0.00079364i,-0.00037146+0.00058237i
0.00076131-0.0010366i,-0.00079-0.0013384i,-0.001407-0.00098094i,-0.00080965-0.001213i,-0.00093268-0.0012056i,-0.00075793-0.00077139i,-5.7237e-05-0.00072448i,-0.00012033+9.9265e-05i,-0.00019791+0.00074832i,0.00032607+0.0008113i,0.00019384+0.00042078i,-0.00043104-0.00051918i,3.4979e-05-0.00099912i,0.00046411-0.00065838i,0.000146-0.00031635i,-6.6477e-05+8.7287e-05i,-0.00070401+0.00018924i,-0.00073467-0.00061865i,0.00022275-0.00024147i,0.00079955+0.00067618i,0.00039022+6.2729e-05i,-0.00048004-0.00026112i,-0.00035412+0.00014227i
0.0021676+0.00086886i,0.001969+0.00025799i,0.0016498-0.00019771i,0.0015402-0.0019028i,0.0015876-0.0020488i,-5.9817e-05-0.00049035i,-0.0014368+0.00086595i,9.7527e-05+0.00096203i,0.0012397+0.00056197i,0.00017247-0.00036192i,-0.0005475-0.00099408i,-0.0011409-0.00057388i,-0.00097958+0.00017126i,0.00010497+0.00010875i,-0.0003367+3.475e-05i,-0.0015132+0.00084545i,-0.0012991+0.00096118i,-0.00071568+0.00039254i,-0.00052552-0.00058589i,0.0001583-0.00020432i,-8.7113e-05+0.00064066i,-0.00074852+0.0006545i,-0.00036917+0.00039545i
3.7869e-05+0.00069352i,-0.00010802-0.00015631i,-0.00079734+0.00015502i,-0.00039328+0.00081178i,0.00095381+0.00076221i,0.0011333+0.00089082i,0.000647+0.00038202i,0.00064459-0.00036427i,0.0011125-0.00027408i,0.0017302-0.0010554i,0.0014644-0.001496i,0.00057998-0.00053183i,4.5242e-05-7.8716e-05i,-0.00024815-0.000246i,-4.5533e-05-0.00026292i,8.9122e-06+0.00011615i,0.00036789+0.00060693i,0.00017109+0.00086077i,-7.9437e-05+0.00073304i,0.00031472+0.00059906i,0.00058066+0.00042593i,0.00043501-9.1491e-05i,-0.00013176-0.00014326i
0.00153-0.0023223i,0.0019269-0.0024822i,0.00076414-0.002831i,-0.00070997-0.0024572i,-0.0015587-0.00077907i,-0.00077352-0.00030965i,0.00036792-0.00093513i,0.00023083-0.00093546i,0.00011528-0.00082408i,0.00012327-0.00050698i,-0.00015879+0.00075806i,-0.00016477+0.0013874i,0.00063933+0.0010139i,0.0013478+0.00080083i,0.00127+0.0010571i,0.00061556+0.00092445i,0.00074491+0.00066719i,0.00097476+0.00024763i,0.0001839+0.00046366i,-0.00074733+0.0011367i,-0.00088413+0.00072108i,-0.00093958-1.4774e-05i,-0.0006803-0.00011233i
0.0010889+0.00093985i,0.0012872+0.00071222i,0.0012593+0.00046908i,0.00031718-0.00027639i,0.00073329-0.00069506i,0.0010467-0.00033121i,9.2514e-05-0.00033663i,-0.0003474-0.00042615i,6.5616e-06-0.00013249i,0.00055902-0.00040714i,0.00013259-0.00013852i,-0.00017117+0.0010056i,-0.00026869+0.0013151i,3.1906e-05+0.00025057i,0.00071904-0.0001433i,0.0010134-0.00037119i,0.00083677-0.00074287i,0.00035434-0.00081895i,-9.9306e-05-0.00077597i,-0.00028789-0.00071177i,0.00048675-0.00051708i,0.00067942+0.00013457i,0.00069009+9.3854e-05i
-0.00085176+0.0019153i,-0.00085686+0.0010117i,-0.00044835-0.00010344i,0.00045613+9.3519e-05i,0.0007279-3.5499e-05i,0.00072473-0.00071312i,0.00081355-0.0014423i,8.9299e-05-0.0004043i,-0.00025146+7.6533e-05i,-0.00010823-0.00010163i,-0.00016474+0.00044617i,0.00038263-0.00011776i,-0.00016937-0.00043988i,-0.00078902-0.00028986i,-0.00056967-0.00081435i,-0.0011057-0.00065859i,-0.0010115+0.00015645i,-0.00032338+0.00071087i,-0.00087979+0.00038696i,-0.0010398-0.00091454i,-0.00031437-0.0013287i,4.3053e-05-0.00027381i,0.00015077+0.00046063i
0.0022231-0.00071413i,0.0018735-0.0024845i,0.0019583-0.0033089i,0.0016327-0.0036125i,0.00037355-0.0020086i,-0.0015377+0.00022238i,-0.0015815+0.00081789i,-0.00044841+0.0007412i,-0.00017813+0.00062553i,-0.00019417+0.00017988i,8.2763e-05-2.2149e-05i,-0.00019216-6.4602e-05i,-0.00033453+0.00087626i,-0.00026911+0.00194i,-0.00043445+0.0018005i,-0.0007867+0.0016198i,-0.00097921+0.00159i,0.00041101+0.0011084i,0.0012421+0.00048275i,0.00033295+1.7894e-06i,-0.00048705+9.6547e-05i,-0.00018642+0.00019i,0.00052123-6.1734e-05i
-0.00053594+0.0015291i,0.00081774+0.0015911i,0.00079175+0.0019061i,0.0015178+0.0022401i,0.0023893+0.0011251i,0.0016761+6.9218e-06i,0.00065769-0.0004671i,0.00052021-0.00031546i,0.00093449+0.00048188i,0.00077086+0.00074816i,0.00060642+0.00063937i,0.00042855+0.00014569i,0.00085419-0.00033708i,0.0008975+0.00037263i,-0.0001853+0.00030061i,-9.8376e-05-0.00033233i,0.00013138-0.00013183i,-3.4362e-05-0.00014945i,-9.1042e-05+0.0006753i,0.00044567+0.0012064i,0.00047261+0.0007207i,0.00010029+0.00033797i,-0.00020699+0.00012494i
-0.00028358+0.0014472i,-0.0004457+0.00033116i,-0.00054312-0.00014031i,-0.00022989+0.0006709i,0.00038387+0.0013796i,0.0011568+0.00018221i,0.00090925-0.00093897i,9.3172e-05-0.00063158i,-0.00040275+0.00052666i,0.00033133+0.00082786i,0.0011892+0.00023379i,0.00046825-0.00022881i,-0.00018904-0.00075907i,0.0002651-0.0015956i,0.00095161-0.0016614i,0.00095836-0.0011659i,0.00045346-0.001267i,-0.00014193-0.0010489i,-4.9872e-05-0.00067046i,-0.00021028-0.00055433i,-0.00080883-0.00053541i,-0.0011129-7.5248e-05i,-0.00070681-0.00041242i
-0.00059891-0.0014669i,-0.00037025-0.0011574i,-0.00047421+0.0002541i,-0.00069296+0.0012061i,-0.0007292+0.0012027i,-0.00013841+0.0010406i,0.00037673+0.0012027i,0.00040596+0.00073648i,0.00014426-0.00054497i,0.00023929-0.00041701i,0.00044637+0.00019798i,0.00034574-6.2913e-05i,0.00085971-0.0012692i,0.0016242-0.001905i,0.0011148-0.0023008i,0.00043672-0.0018711i,-0.00045674-0.0013611i,-0.00078412-0.0010982i,-0.00079433-0.0004415i,-0.0010506-0.00048547i,-0.00023743-0.00065351i,0.00021628-0.00039435i,-0.00026169-0.0007052i
0.00013264-5.4046e-05i,-0.00017981+0.00086065i,-0.00032808+0.00129i,-0.00041289+0.00071852i,0.00059643+0.00090736i,0.0011756+0.00099942i,0.001267-0.00018803i,0.001362-0.0015671i,0.0016235-0.0023368i,0.00076917-0.0016719i,0.00024338-0.00088919i,-6.2299e-05-0.00074999i,-0.000662-8.6145e-05i,-0.00062111-0.00039796i,-0.00029528-0.0011923i,-0.00043297-0.0010884i,-0.00079472-0.00070248i,-0.001025+3.0613e-05i,-0.0010241+2.631e-05i,-0.0010175-0.00034951i,-0.00053466+0.00031243i,0.00032364+0.00069366i,0.0006399+0.00031349i
0.00102+0.0011865i,0.0012757+0.00156i,0.0017537+0.0016598i,0.0015251-0.00012045i,0.00093984-0.0007489i,0.00056328-0.00066034i,-8.4504e-05-0.00060108i,0.00010372+0.00018602i,0.00079488+0.00079011i,0.00027985+0.0010013i,8.7086e-05+0.00080293i,0.0002576+0.00060388i,0.00058166+0.00052921i,0.00068506+0.00041112i,-0.0002663+0.00068393i,-0.0011507+0.0008524i,-0.00059417+0.00018173i,7.2344e-06+8.3483e-05i,-8.2723e-05+0.00072123i,-0.00037463+0.0011878i,-0.00012338+0.00050998i,-0.00023005-0.00027956i,-0.00056587+0.00015198i
0.00052379+0.00011747i,3.6759e-05-0.00048653i,0.00038877-0.00093788i,0.00035546-0.00042759i,0.00021537-0.00042088i,0.0004473-0.00050654i,0.00015257-0.00076711i,-0.00022813-0.0010105i,-0.00047597-0.00029528i,-0.00043861-0.00012934i,-0.00011245-0.00057693i,9.4029e-05-0.0010881i,-0.000642-0.00026547i,-0.00045121+0.00097728i,-1.7688e-05+0.00079069i,-0.00053081+0.00044793i,-2.1163e-05+0.00044732i,9.8073e-06+0.00031129i,-0.00068152+0.00029256i,-0.00049403+0.00048617i,-0.00044588+0.00083771i,-0.00049804+0.00058755i,9.2176e-05-0.00010924i
0.0030821-0.0010477i,0.0027082-0.0011844i,0.0014263-0.0025746i,-9.9408e-06-0.0025843i,-0.0013368-0.0015617i,-0.00096231-0.00053663i,4.1523e-05+6.636e-05i,0.000855+0.00037597i,0.0011363+0.00015456i,0.00091221-8.606e-05i,0.00098634+0.00062408i,9.9334e-05+0.0014956i,-0.00026707+0.0016369i,0.00031069+0.0012926i,0.00050358+0.0005554i,0.00016471+0.00013503i,-0.00011523-0.00040113i,0.00034202-0.0011059i,-0.00011175-0.00066524i,-0.00023002+0.00045825i,9.112e-05+0.00085035i,-0.00056508+0.00060634i,-9.7542e-05+0.00030335i
-0.00052337+0.0017917i,0.00073885+0.0024314i,0.00036051+0.0023302i,0.0012051+0.0016108i,0.0021869+0.00099893i,0.0021889+4.4781e-05i,0.0016245-0.00048988i,0.0010207+0.00040555i,0.00078967+0.0014625i,0.0013633+0.0012983i,0.001104+0.00098741i,-1.6205e-05-0.00018342i,-0.00022224-0.0013113i,0.00056263-0.00097189i,0.00041427-0.00050332i,-0.00011359-9.1784e-05i,-0.00013597+0.00026593i,-0.00043553+7.5999e-05i,-0.00068276-0.00028349i,-0.00079492-0.00073198i,-0.0006236-0.00077493i,-0.00013926-0.00016235i,0.00047837-0.00035139i
-0.0013132+0.0015841i,-0.00095245+0.0010517i,0.00013825+0.0014435i,0.00041187+0.0010767i,0.00030597-2.0968e-05i,0.00021923-0.00035549i,0.00048503+2.3112e-05i,0.0014303+0.00056312i,0.0018754+0.0007751i,0.001401+0.00089534i,0.00083521+0.00071008i,0.00091249-0.00028763i,0.0011483-0.00077321i,0.00038536-0.0010532i,1.2999e-05-0.0010022i,-0.00022506-0.00033118i,-0.00079668-0.00030558i,-0.00081688-0.00023219i,-0.00079806+0.00034502i,-0.00038974+0.00062175i,0.00016818+0.00052715i,1.511e-05-9.628e-05i,-7.0726e-05-0.00047929i
0.00064379+0.000422i,0.00051872+4.0685e-05i,-0.00061624-0.00069118i,-0.00060591-0.001442i,0.00093924-0.0012727i,0.0016521-0.00090407i,0.0014228-0.00048567i,0.00067686-0.00084118i,0.00013864-0.00053102i,-0.00034849+0.00029474i,-0.00071439+2.5335e-05i,-0.00052627-0.0009463i,0.00036407-0.00094563i,0.00013562-0.00021001i,-0.001033+0.00037814i,-0.0010344+0.00011799i,-0.00094431-0.00023246i,-0.0010425+0.00039394i,-0.00018519+0.00079732i,0.0001689-6.4653e-05i,-0.00086504-0.00036883i,-0.00089841+6.6201e-06i,0.00035988+6.1647e-05i
-0.0025229-0.0010665i,-0.00099567-0.00060367i,-0.00083997+0.00062662i,-0.0011045+0.0021064i,-0.00082233+0.0019496i,-0.00053627+0.0011216i,-0.00021959-0.00013345i,-0.00013871-0.0010585i,-0.00037592-0.00081068i,-0.00058049-0.00067336i,-0.0011921+1.3194e-05i,-0.001285+0.00056973i,-0.0011102-0.00032494i,-0.00071452-0.00073291i,-0.00063805-0.00020238i,-0.00046877+0.00073778i,-0.00014757+0.001088i,8.8069e-05+0.00058431i,-2.0003e-05+0.00077836i,-0.00052391+0.00069358i,-0.00026581+1.8209e-05i,0.0002221+0.00021973i,0.00017799+0.00029737i
0.00052182-1.6079e-05i,0.00013818+0.00020105i,-0.00029983+0.00052348i,0.00026711-0.00031735i,0.00095065-0.00073453i,0.00031543-0.00040046i,0.0008036-0.00040707i,0.0008631-0.00014207i,9.9536e-05+0.00043631i,-0.00014167+0.00037919i,0.0002933+0.00021139i,-0.00013377+0.00048685i,-0.0011502+0.00090422i,-0.00065359+0.00054172i,0.00035541+0.00040897i,0.00061564+0.001018i,0.00035339+0.0010188i,-0.00025808+0.00076924i,-0.00060463+0.00013593i,6.9139e-05-0.00017932i,0.00060637+0.00011832i,0.00074744-6.4458e-05i,0.00020039-1.9313e-05i
0.00077828-0.00041113i,-0.0004801-0.0013367i,-0.001192-0.002207i,-0.00087726-0.0019023i,-0.0009295-6.1613e-05i,-0.0013277+0.0011358i,-0.00030291+0.00071278i,0.00058223+0.00083619i,-8.2092e-05+0.0010423i,-0.0005059+0.00085933i,-0.00026306+0.0011861i,-0.00037994+0.0015485i,-0.00048581+0.0015565i,0.00046154+0.0013812i,0.0012877+0.00096642i,0.00086+0.0002474i,-0.00013457-0.00063398i,-0.00064774-0.00089546i,-0.001038-7.8745e-05i,-0.00071532+0.00077431i,-0.00047084+0.00048151i,-0.00020112-0.00023207i,2.3975e-05-0.00028825i
0.00077148+0.0010686i,-0.00088197+6.2943e-05i,-0.0018263-0.0012978i,-0.0011668-0.00055659i,-0.00045754+0.00038979i,-0.00043448+0.00058403i,-0.00013805+0.00062707i,-4.957e-05+0.00042097i,-0.00044217-6.3495e-05i,7.818e-05+0.00039789i,0.00076964+0.0014236i,0.00051216+0.0017934i,0.00052171+0.0013376i,0.0007195+0.00054926i,0.00054292-8.9391e-05i,-0.00023839-0.00075i,-0.00070692-0.0014426i,-0.00087389-0.0017709i,-0.00072942-0.00091332i,-0.00052343+0.0001916i,-0.00026195+0.00060134i,0.00030671+0.00028646i,0.00032871-0.0002077i
-0.00015694-0.00014493i,0.0010614-0.00081157i,0.0027645-0.00049889i,0.0029888-0.00042334i,0.0024567-0.00016965i,0.0019675-9.9646e-05i,0.00071754-0.0007463i,-0.00015894-0.00070391i,0.00048079-1.6375e-06i,0.00074188-6.9021e-06i,0.00078682+0.00042458i,0.00050519+0.0013452i,-0.00042629+0.00052412i,-0.0010132-0.0004435i,-0.0014411+0.00028099i,-0.0016485+0.00071475i,-0.0011704+0.00077972i,-0.00033171+0.0012193i,-0.00060145+0.0012595i,-0.00089291+0.00018451i,-0.00078877-0.00019877i,-0.00063409+0.00025227i,0.00016809+0.00021811i
-0.00054814-0.0004117i,-0.0010999+0.00044006i,-0.0010901-0.00032961i,-0.00084042-0.00045507i,-0.0004221+0.00053783i,0.00063087+0.00020154i,0.000585-0.00060437i,0.00011928-0.0010642i,-5.5177e-05-0.00061783i,-0.00029744+7.5387e-05i,-0.00036957+0.00032091i,0.0001815-0.00045611i,0.00067718-0.0015193i,0.00042932-0.00082649i,-0.00011654+0.00054335i,-7.4889e-05+0.00052782i,-6.7011e-05+0.00043484i,-0.00036671+0.00067055i,0.00016307+0.00023099i,0.00025083+0.00024928i,6.5039e-05+0.00019787i,-0.00032305+0.00034118i,-0.00012103+0.0008558i
-0.0017494+0.00016069i,-0.0016701-0.00024991i,-0.00081594-0.0007416i,5.2162e-05-0.00017104i,0.00080341+0.00080097i,0.0017492+0.0010074i,0.0015985+0.00096284i,0.00043085+0.00090769i,4.2337e-05+0.00069275i,6.3205e-06+0.00067856i,0.00022704-6.9794e-05i,0.0008494-0.00083876i,0.00075867-0.00068681i,0.00022791-0.00077433i,0.00012922-0.00025937i,0.00083575+0.00095271i,0.00089318+0.0011327i,0.00083203+0.00014169i,-0.00021261-0.0004833i,-0.0007078-0.00041787i,-5.0596e-05-0.00058734i,-0.00015342-0.00036541i,-0.00062892-1.8916e-06i
