4.8959e-05+0.00026527i,0.0007531+0.00029365i,0.0012661-0.0016616i,0.00032025-0.0025453i,-0.00098519-0.0011758i,-0.0015356+0.00035719i,-0.00082552+0.001485i,0.00013222+0.0017782i,0.0007166+0.00086682i,0.00084792-0.0001044i,0.0005007+7.763e-05i,-5.7324e-05+0.00076927i,3.9986e-05+0.00069091i,-8.7086e-05+0.00053741i,-0.00067639+0.00034958i,-0.0010793+0.00012997i,-0.00093049-6.4812e-05i,-0.00046141-2.3962e-05i,0.00024308-3.7937e-05i,0.00018521+0.00012864i,0.00021816+0.00035384i,0.00040761+0.00024691i,3.7831e-05+0.00034475i
-0.00018344+0.00014528i,-0.00071892+0.00019872i,-0.00057971-0.00044688i,2.1283e-05-0.0004144i,-0.00029479-9.8704e-05i,-0.00094685-3.2402e-05i,-0.00097328+0.00041747i,-0.0008631+0.00094664i,-0.00020775+0.00047056i,4.0279e-05+0.00037708i,0.00032131+0.00060215i,0.00034419-0.00019557i,-2.7431e-05-0.00039642i,-0.00039778-9.9969e-05i,-0.00016828-0.00072655i,0.00060614-0.00082007i,0.00034859+0.00011396i,-0.00037586+5.6066e-05i,-9.9242e-05+0.00019828i,-0.0001961+6.7281e-05i,-0.00021031-0.00040964i,0.00037399-0.00028126i,0.00049996+0.00011705i
0.00084749+0.00022344i,0.00090505+0.00015175i,-0.00086864+0.00063096i,-0.0018439+0.0014978i,-0.0007175+0.0020548i,-0.00010616+0.0025903i,-9.2525e-05+0.0016625i,0.00014156+0.00020252i,0.00037706-0.00057962i,0.00036855-0.0011203i,4.2252e-05-0.00080667i,4.9296e-05+0.00010621i,0.00029455+0.00069499i,0.00032128+0.00089057i,0.00020758+0.00056313i,0.00074589-6.8165e-05i,0.0011865-0.00070902i,0.00068755-0.00089589i,6.7186e-08-0.00060365i,0.00026117-0.00020096i,0.00058794-1.4164e-05i,0.00040364-9.6467e-05i,-0.00021856-5.5702e-05i
0.0019832+0.0014889i,0.0023214+0.0013617i,0.002276+0.00039582i,0.00073281-0.00073985i,-0.00081808-0.00097944i,-0.0016403+0.00018081i,-0.0016043+0.00121i,-0.0011803+0.00078232i,-0.00098768+0.00087803i,-0.00039516+0.0014133i,0.00041483+0.0014646i,0.00077135+0.00070842i,0.00092399+2.8793e-06i,0.00036313+0.00011583i,-0.00031037+0.00028445i,-0.00066783-0.00047203i,-0.00032797-0.0010737i,0.00016918-0.00061351i,1.8546e-05-0.00022821i,0.00012786-2.3685e-05i,0.00022794+0.00012405i,0.00039118-0.00041798i,0.00043415-0.00055184i
0.0003828-0.0005681i,-4.2844e-05-0.00069731i,-0.00047392-0.00072443i,-0.00071669+0.00051185i,-0.00031611+0.0015801i,-0.0013143+0.0016093i,-0.001644+0.0020268i,-0.0013407+0.0017047i,-0.0012453+0.0009202i,-0.00094306+0.00044494i,-0.00029455+0.00015378i,0.00077776+0.00013061i,0.00078176+0.00023083i,0.00028766-5.1139e-05i,0.0006686-0.00040599i,0.00057171-0.00039091i,-5.6398e-05-0.00066102i,-0.00015838-0.0010466i,0.00090091-0.0007924i,0.0015334-0.00046122i,0.00056537-0.00060208i,0.00040851-0.00045265i,0.00095293-0.0007661i
0.00044632+0.00079436i,0.00035269+0.0016174i,0.00088419+0.0011149i,0.00020441+0.00045169i,-0.001533+1.9602e-05i,-0.0013534+0.00027442i,-0.00033612+0.00035015i,-0.00044979-0.00029139i,-0.00087782-0.00051069i,-0.0011641+0.00041916i,-0.00046331+0.00096666i,7.0819e-05-4.7838e-07i,5.3976e-05-0.00048857i,0.000384+8.431e-05i,0.00043512-1.6712e-06i,0.00029645-0.00051088i,-1.6793e-05-0.0002627i,-0.00017829+0.00011342i,0.00030493-0.00013457i,8.9203e-05-6.3414e-05i,-0.00033539-5.7855e-05i,-0.00022573-0.00044034i,-0.00013425-0.00061865i
-0.0011963+0.00014693i,-0.0012734+9.2733e-05i,-0.00090962-0.00023552i,-0.00080028-7.4664e-05i,-0.00086602+0.00072148i,-0.0012497+0.00051438i,-0.0014307+5.8322e-05i,-0.0011375+0.00043065i,-0.0011457+0.00028809i,-0.001057+0.00019317i,-0.00024101+0.00049274i,0.00057888+0.00048738i,0.000602+0.0002283i,-0.00028957-0.00033305i,-0.00043714-0.00076281i,0.00035134-0.00014997i,0.00050699+5.1084e-05i,-8.5415e-05+0.00026143i,-0.0004641+2.3e-05i,-0.00026244-0.00040345i,-0.00031466-0.00016354i,2.2946e-05+5.6804e-05i,0.00091574+0.00016699i
9.3807e-05+0.00079792i,0.00027713+0.00048027i,0.00098391+0.00017496i,0.00020308+0.00019668i,-0.00069042+0.0003201i,-0.00097791+0.00079028i,-0.001617+0.00071129i,-0.0016781+0.00072754i,-0.0012234+0.00078914i,-0.00048308-0.00027859i,0.00028235-5.244e-06i,-0.00019814+0.00090187i,-0.00075142+0.00079712i,-0.00052954-0.00019552i,-0.00011856-0.00033084i,0.00021609+9.5701e-05i,0.0003419-0.00020864i,0.00042431+0.00027217i,0.00026834+0.0009996i,-0.00010806+0.00058686i,6.0179e-05+0.00023348i,0.00059658+0.00017596i,0.00068587+4.9995e-05i
-0.00083008-0.00028117i,-0.00036331+0.0003775i,0.00012041+0.00048255i,0.00024639+1.5709e-05i,-0.00028665-0.00017329i,-0.0010078+0.0004799i,-0.0015167+0.00093842i,-0.0011095+0.00030584i,-0.00046736-0.00032973i,-0.00030261-0.00017277i,0.00012209+0.00017525i,0.00024823-8.4601e-05i,-0.00016941-0.00095091i,-0.00019905-0.00089438i,0.00050402-0.00044467i,0.00070643-0.00043582i,7.5491e-05-0.00047705i,0.0006625-0.00068026i,0.00067252-0.00016789i,-0.00031889+6.9058e-05i,-0.00041528-0.00026543i,0.0005245-0.00061716i,0.00072052-0.00039676i
0.00043736+0.0011197i,0.00025922+0.00067474i,0.00021265-0.00011215i,-0.00045649-0.00056529i,-0.00087709-2.2457e-05i,-0.0015027+0.00027431i,-0.0017282+0.00069261i,-0.0014905+0.0008465i,-0.00093768-0.00033884i,-0.00024166-0.0007995i,-0.00033502+0.00013965i,-0.00015895+0.0007351i,0.00052019-4.5682e-05i,0.00077377-0.00029573i,0.0003188-0.00013055i,-0.00036759-0.00071092i,1.8396e-05-0.00099233i,0.00072483-0.00038738i,0.00057937+0.00023914i,-0.00011988-0.00035362i,7.8597e-05-0.00010624i,0.00064451+0.00064111i,0.00056396+0.00036219i
-0.0021239+0.00083331i,-0.00093945+0.0011119i,-0.00067827+0.0014426i,-0.00030792+0.00095445i,-0.00049546+0.0010898i,-0.0010346+0.00075195i,-0.0011135-0.00031886i,-0.0010989-9.9765e-05i,-0.00099823+0.00059808i,-0.00051153+0.001178i,-0.00082857+0.00063221i,-0.00070321-0.00059337i,-6.9062e-05-0.00065379i,0.00034537-0.00046767i,0.00060248-0.00071513i,1.2813e-05-0.0006019i,-0.0001908-0.00017368i,0.00034313+0.00036564i,-0.00015278+0.0006305i,-0.0003013+0.00033108i,0.00012036+0.00013857i,-0.00011657-0.00032308i,-0.00071627-0.00067082i
-0.00048709-7.3551e-05i,-0.0006295-0.00048215i,-0.00093989-0.0005785i,-0.00018971+0.00068574i,-6.7717e-05+0.0010767i,-0.0011115+0.00023801i,-0.00113+0.00026208i,-0.0011038+0.00055006i,-0.0018034+0.00075338i,-0.0013175+0.0012037i,-7.193e-05+0.001022i,0.00035346+0.00045138i,-1.2902e-05+0.00021582i,5.5647e-05+9.6675e-05i,0.0015576+4.1256e-05i,0.0014356+0.0001733i,0.00084761-0.00054062i,0.00075202-0.00080825i,0.00045567-0.00012062i,0.00062599+0.00060866i,0.00028817+0.00051054i,9.1141e-05+0.00047445i,0.00044696+0.00027661i
-0.00021778+0.00052313i,0.00026434-1.1416e-05i,0.00070353-0.00026264i,3.6066e-05-0.0010339i,-0.00097833-0.001588i,-0.0013952-0.00081689i,-0.0014518-0.00021127i,-0.0013783-0.00047866i,-0.00060988-0.00038811i,-2.7369e-05-0.00019004i,0.00037784-0.00013195i,0.00037981-4.4072e-05i,-0.00023379-0.00056752i,-0.0001429-0.00083927i,-1.5398e-05-0.00033034i,1.3154e-05+0.00017962i,0.0005919+0.0001192i,0.00045192-0.00027165i,2.0643e-05-0.00026409i,-0.00021855+3.76e-05i,-0.00054529-4.6623e-05i,-8.3027e-05-7.6144e-05i,0.00038146+3.0208e-05i
0.0012278-0.0013931i,0.0015864-0.0010195i,0.00028759-0.00068022i,-0.001337+0.001001i,-0.0021855+0.0022456i,-0.0015095+0.0025303i,-0.00059148+0.0020054i,-0.00044648+0.000584i,-0.00029508-0.00013369i,-0.00026517+0.00076982i,0.00011916+0.001234i,-0.00015598+0.00063822i,-0.00052756-0.00014808i,0.0002653-0.00016442i,0.00078077-0.00016818i,0.00092018-0.00078345i,0.00096782-0.00083188i,0.00067181-0.00029669i,-0.00030656-0.00017284i,-0.00031698+0.00021877i,0.00070548+0.00040753i,0.0011404+0.0001374i,0.00054241-0.00015863i
-3.9406e-05+0.0014981i,0.00034525+0.00091988i,0.00015666+0.00074921i,0.00085794+0.00065761i,0.0011701+0.00040025i,-3.5149e-05-0.00062496i,-0.0011686-0.0013171i,-0.00060605-0.0012019i,-0.000343-0.00023288i,-0.0011409+0.00013823i,-0.0011665+0.00068836i,-0.00081334+0.00022823i,-0.00091791-0.00082916i,-0.00088893-0.00084696i,6.8581e-05-0.00058063i,0.00073763-0.00079589i,0.0007157-0.00081798i,0.00070596-0.00017104i,0.00029845-0.00017305i,0.0003047-0.00048991i,0.0006457-0.00028825i,0.00091285-0.00030329i,0.00024395-0.00034179i
-0.0010126+0.0011754i,-0.00078263+0.001403i,-0.00083975+0.0010807i,-0.00052814+0.00037846i,-0.0002876-0.00024027i,-0.00041775+3.7849e-05i,-0.0006235+0.00053435i,-0.00081849+0.00086032i,-0.00093999+0.00068509i,-0.00077791+0.00048532i,-0.00080189+0.00011486i,-0.00089031-2.6165e-05i,-0.00030803-0.00030841i,-0.00028074-0.0002167i,0.00019252+0.0002978i,0.0012122-7.8466e-05i,0.00084318-0.00094982i,0.00030314-0.0014685i,-0.00014968-0.00097523i,-0.00076229-0.00020179i,-0.00059269+7.6911e-05i,0.00090056+0.00026151i,0.0011503+0.00043402i
-0.00030534+0.0010235i,0.00022089+0.0017925i,0.0011131+0.00028654i,-0.00012555-0.0011827i,-0.0012019-0.0005688i,-0.0011266+0.0009363i,-0.0010597+0.0023569i,-0.0014383+0.002159i,-0.00097353+0.0011978i,-0.00091668+0.0006131i,-0.00032847+0.001063i,3.6936e-06+0.0012579i,3.3107e-05+0.00068382i,0.00046879+0.00019437i,0.00020465-0.00055698i,-0.00046174-0.0013134i,-0.00027678-0.0010184i,-0.00076831+5.527e-05i,-0.00078241+0.00044562i,-0.00084343+0.000188i,-0.001283+0.00025924i,-0.00023443-0.00026961i,0.00072678-0.0006074i
8.1272e-05-0.00044915i,-0.00013349-0.00022316i,0.00026742-6.5537e-05i,-0.00032406+0.0001423i,-0.001014-9.0488e-05i,-0.0017461+0.0003088i,-0.002446+0.0010202i,-0.0014085+0.0011025i,0.00027089+0.00060359i,0.0014499-1.3416e-05i,0.0011972+5.5953e-05i,0.0011557+0.00036542i,0.00085058+0.00033385i,0.00029837-0.00022536i,0.0006345-0.0008229i,-0.00014311-0.0010194i,-0.00016668-0.00066417i,0.00062533-0.00061867i,0.0013319-0.00028403i,0.001202-0.00077042i,6.4622e-05-0.0016154i,-0.00043309-0.0010843i,-0.00093903-0.00026914i
-0.00042949-0.00087702i,-0.0010002+5.8316e-05i,-0.0012536+0.00054206i,-0.0011921+0.0013681i,-0.0017578+0.0022954i,-0.0015865+0.0018588i,-0.0012976+0.00062574i,-0.0011729+0.00010222i,-0.0009688+0.00016029i,-0.00041272+0.00035469i,0.00021398+9.8098e-05i,0.00026707+0.00014427i,-0.00047893+0.0010374i,-0.00092619+0.00053528i,-0.00021602-0.00035875i,0.00038866-0.00032189i,0.00051784-0.00034268i,-2.3518e-05-0.00017783i,-0.00059978-0.00026982i,3.4377e-05+0.0003489i,0.00044037+0.00071866i,0.0001541+0.00032472i,-0.00039821-0.00037553i
-0.0013581+0.00040101i,-0.0010221-0.00024222i,-0.00067152-0.0004923i,-0.00094185-0.0011332i,-0.0007587-0.00041765i,-0.00089663+0.00064604i,-0.001389+0.00048956i,-0.00093825-0.00042267i,-0.00080742-0.00072739i,-0.0011753+7.1097e-05i,-0.00076921+0.00068254i,0.00051257-0.00047856i,0.0012483-0.0010268i,0.00090878-0.00037462i,-1.6379e-05-0.00011392i,-0.00019753-0.00013426i,0.00035133-0.00040827i,5.3558e-05-0.00066143i,-0.00029311-5.7258e-05i,-0.00027046+0.00031041i,-0.00022934+8.9241e-05i,0.00030918-0.00025402i,0.00048879-2.4168e-05i
0.0002395-0.00031571i,0.00021408+0.00043313i,-8.9793e-05+0.00068183i,0.00021314+0.0007135i,-0.00039045+0.0014292i,-0.001527+0.0014021i,-0.0012224+0.00072854i,-0.0005199+0.00098375i,-0.00023811+0.0014192i,-0.00058953+0.0010849i,-0.00046711+2.722e-05i,-7.3884e-05-0.00019659i,-0.00023882+3.1339e-05i,-0.0007888+0.00011622i,-0.00055535+0.00063297i,9.9033e-06+0.001457i,-0.00025328+0.00072423i,0.00027796+2.9382e-05i,0.00074197+0.00045553i,0.00041962+0.00039504i,-0.00040684+0.00032169i,-0.00050913+0.00076072i,0.00049224-7.7684e-06i
0.0010886+0.0011493i,0.0010484+0.0010495i,0.0012494+2.0273e-05i,0.00030543+6.6807e-05i,-0.000805+0.00017284i,-0.0016788-0.00043798i,-0.0014019-0.00021473i,-0.0006051+0.00089992i,-0.0010582+0.0010603i,-0.00094605+0.0008889i,0.00014243+0.00042082i,0.00079303-0.00059652i,0.0015604-0.00040415i,0.0011958+0.00014611i,0.00013455-4.7654e-05i,0.00026317-0.00067661i,0.00054793-0.0010982i,6.7667e-05-0.00090653i,-0.0007445-0.0010878i,-0.0011012-0.0013152i,-0.0010883-0.0012521i,-0.00058218-0.0008794i,0.00022891-0.00048586i
0.00058867-0.001024i,-0.00031812-0.00079856i,-0.0012657-0.0011326i,-0.0012273-0.00085198i,-0.0012071+0.00061343i,-0.0018141+0.0023255i,-0.0016077+0.0016743i,-0.00053764+0.00070936i,-0.00013992+0.00044364i,-0.00052749+0.00038692i,-0.0002635+0.0010521i,-9.4471e-05+0.00020738i,-0.00056676-0.00033978i,-0.0014412-0.00022975i,-0.0010576-0.00046052i,0.00058416+0.00021607i,0.0010113-2.4968e-05i,0.00042161-0.00039809i,-0.00022288+0.00011654i,-0.0011136+0.00059485i,-0.00074635+0.00050007i,0.00016704+0.00057318i,-0.00015138+0.00035373i
-0.00086289-0.00024808i,0.00016468+1.5254e-05i,0.00050657+0.00065944i,-0.00045164+0.00046422i,-0.00066866+0.0015161i,-0.00090469+0.001875i,-0.00081961+0.00031607i,-0.00045123-0.00060384i,-0.00045114-0.00060766i,-0.00014784-0.00023815i,0.00034974-0.00028541i,0.0011628-0.00020458i,0.00075087+0.00042627i,0.00037631-6.0999e-05i,0.00033377-0.00044314i,-0.00016821-0.00035339i,-0.00026121-0.00060455i,0.00014029-0.00034266i,0.00029147+4.1632e-05i,6.8982e-05+0.00052663i,0.00019073+0.00031248i,0.00053182-0.00029979i,0.00068663+0.00024022i
-0.00042939-0.0011319i,-0.00013462-0.0014903i,-7.4961e-05-0.00084187i,-0.00066212-1.3047e-05i,-0.0014933+0.00020845i,-0.0017689+0.00059113i,-0.0014364+0.00078513i,-0.001319+9.2472e-05i,-0.00080605-0.00051401i,0.00017137-0.00036568i,0.00054589-9.4654e-05i,0.00021738+0.00029363i,-0.00026384+0.00075833i,-0.00022849+0.00066229i,-0.00027139-1.2147e-05i,-7.7705e-05-0.00078891i,-0.00020826-0.0011336i,-0.00058297-0.00099969i,-3.9626e-05-0.00017461i,0.00063655+0.00030082i,0.00027397+5.5568e-06i,3.3668e-05-4.3008e-05i,0.00055833-3.2498e-05i
-0.0008198+0.0015413i,-0.00032057+0.0014124i,-0.00021855-0.00019944i,-0.00061844-0.0010972i,-0.00092588-0.00062618i,-0.0014635-0.00020338i,-0.001342-0.00035054i,-0.00087176-0.00066727i,-0.00079035-0.00079326i,-0.0017626-0.0010516i,-0.0019896-0.00031759i,-0.0016444+0.00011478i,-0.0011849-6.8023e-05i,0.00011527+0.00030709i,0.00091796+0.00011531i,0.00053409+0.00014204i,0.00018226+2.7012e-06i,-9.5299e-05-0.00036886i,0.00018712+0.00033811i,4.8121e-05+0.00059018i,-0.00049982-0.00030526i,0.00057558-0.00025659i,0.00095171+0.00059756i
-0.0013349-0.00085606i,-0.0011868+0.00028102i,-0.00096012+0.00066728i,-0.00068655+0.00096611i,-2.859e-05+0.00085041i,0.00017633+0.00046668i,-0.0003136+0.00055481i,-0.00040862+0.00058711i,-0.0015908+0.00072037i,-0.0019993+0.0012541i,-0.0008988+0.0011168i,-0.00044101-0.00023825i,-0.00052183-0.00056371i,-0.00061752-0.00036981i,-0.00026416-0.00040609i,0.00074998-0.00031435i,0.0011578-0.0005171i,0.00047169-0.0006699i,-0.00031335-0.00078319i,-0.00010232-0.00071161i,0.00026203-0.00016643i,0.0006143+0.0003835i,0.0005631+0.0004887i
-0.0014642+0.0017798i,-0.0010469+0.0015862i,-0.00029577+0.0017262i,0.00063407+0.0019562i,-4.2345e-05+0.0013781i,-0.001047+0.00073114i,-0.0015534+0.00039918i,-0.0009695+0.00058402i,0.00017013+0.0004799i,0.00078895+0.00011107i,0.00059031-0.00043429i,0.00049196-0.0010419i,0.00035897-0.00032448i,0.00013758+0.00064803i,0.00043176+0.00042665i,0.00068621+4.6736e-05i,0.0003792-0.00051534i,0.00035884-0.0010167i,0.00092435-0.00021631i,0.00068401+0.00067776i,0.00034837+0.00085742i,0.00060701+0.0005783i,0.00045046+0.00011953i
-0.00043255-0.00029702i,-0.00018676+0.00030487i,-0.00042066+0.00039963i,0.00027324-0.00029129i,4.2676e-05-0.00017543i,-0.00034131+0.00036097i,-0.00040578+0.00012036i,-0.00045303-0.00051338i,-8.7449e-06-0.00012819i,-0.00014821+0.00037003i,-9.2956e-05-0.00011847i,-6.7246e-05-0.00031573i,-0.00080798-0.00021411i,-0.00133-0.00028517i,-0.00068211-0.00054468i,0.00050069-0.00085819i,0.00047701-0.0011227i,-0.00035835-0.0010572i,-0.00091937-7.4149e-05i,-0.0011645+0.00079246i,-6.6527e-05+0.00073616i,0.00087208+0.00057347i,0.0002656+0.00054566i
-0.0012467+0.00035183i,-0.00012281-0.00044896i,0.00021172+0.00033456i,-0.00065512+0.0013834i,-0.00064946+0.001041i,-0.00049305-0.00013769i,-0.00066797-0.00032842i,-0.0012569-0.0004724i,-0.0016056-0.00096162i,-0.00073915-0.0010397i,5.2974e-05-0.00064058i,6.2385e-05+0.00041605i,-0.00045451+0.00018952i,-0.0001356-0.00054384i,-2.8688e-05-1.4317e-05i,0.00020251+0.00017971i,0.00019928-0.00043548i,-0.00046239-0.00051229i,-0.00060227-0.00034189i,-0.00039126-0.0003446i,-0.00017414-0.00022741i,-0.00027457-0.00019985i,-0.00046807-0.000551i
0.00099752-0.00070712i,0.00097507+0.0004773i,0.00040713-0.00013084i,-0.0009952-0.00098157i,-0.0022629-0.00094656i,-0.0023003-0.0007182i,-0.0012694-0.00020241i,-0.00050429+0.00064554i,-0.00044197+0.00088023i,-0.00060269-9.5234e-05i,-0.0010582-0.00057684i,-0.00086824+1.5232e-05i,-0.00039341+0.00064054i,0.00039485+0.00073789i,0.0013018+0.00061156i,0.00096901+1.1279e-05i,0.00048966-0.00077434i,0.00017679-0.00046904i,-0.00020069+0.00020861i,-0.00077428-0.00010574i,-0.00084004+6.9189e-05i,-0.00025838-8.9724e-05i,-0.00020062-0.00049418i
0.00094793+0.0002585i,0.00063216+0.00022764i,0.00024643-0.00053691i,-0.00041925-0.0011305i,-0.00072509-0.00069675i,-0.0015913+0.0007845i,-0.0020232+0.0016304i,-0.0017125+0.0012664i,-0.0013461+0.0011376i,-0.0012864+0.0013724i,-0.00071089+0.0015191i,0.00011181+0.00060605i,0.00018479+0.00012282i,-0.0005383+0.00034819i,-0.00048556+0.00021136i,0.00045002-0.00016919i,0.00092392-0.00067474i,0.0003975-0.00024337i,0.00017428-0.00015947i,0.00023448-0.00083666i,0.0005836-0.0007517i,0.0013144-0.00034437i,0.0012263+0.00033272i
0.00077469+0.00079323i,0.00085545+0.001464i,0.00054083+0.00044766i,0.00022349-0.00032074i,-0.00094326+5.6649e-05i,-0.0015072+3.1744e-05i,-0.0011159-0.0007728i,-0.0011277-0.00091726i,-0.00051808-0.00030141i,0.00027279+0.0002261i,1.4674e-05+0.00076651i,0.00010322+0.0013292i,0.00028926+0.0015204i,-3.0583e-05+0.0008735i,-0.00039379+0.00026036i,-0.00034716+0.00015952i,-0.00045709-0.00021633i,-0.0004239-6.3985e-05i,0.00027453+0.00032699i,0.0007696-6.7083e-06i,0.00099791-0.00025162i,0.00032795-0.00038169i,-0.00010456-0.00065726i
-0.00030326+0.00020419i,-0.0015028-0.00049056i,-0.0014668-0.00024497i,-0.00045254+0.0010795i,-0.00039448+0.0014455i,-0.0013732+0.00098671i,-0.0010816+0.00049716i,0.00038838+8.3647e-06i,0.00062291+1.6797e-05i,0.00029642+0.00058612i,0.00020792+0.00043983i,0.0001489-0.00025924i,0.0001544-0.00067663i,6.1713e-05-0.0012127i,-2.9878e-05-0.0014205i,-0.0001677-0.00062772i,0.00025547-0.00010672i,0.00070793+3.8425e-07i,0.00045113+0.00023638i,0.00042637+0.00057108i,2.9092e-05+0.00076484i,-0.00018328+0.00098139i,-0.00069522+0.0001706i
-0.00031619+0.00027116i,-0.00032545+0.00048042i,-0.00024466-0.00019683i,-0.00099691-0.00026628i,-0.0019129+0.00029569i,-0.0020672+0.00067932i,-0.0018472+0.00084164i,-0.0013846+0.00048829i,-0.00058884+0.00022818i,0.0003609+0.00036597i,0.00046645+0.00055607i,-7.3673e-05+0.0004553i,-0.00094831+0.00023356i,-0.0010317+0.00031545i,-9.7516e-05-4.7859e-07i,0.00012718-0.00065609i,-0.00023108-0.00053509i,0.00012847-0.00066687i,0.00057159-0.00076028i,0.00050452+6.935e-05i,0.00070576+9.5362e-05i,0.00063207-0.00040307i,0.00034964-0.00032618i
-0.0012281-0.00013726i,-0.00020983+0.00081201i,-6.8237e-05+0.0012891i,-0.00074374+0.00086667i,-0.00083578+0.00098656i,-0.0011624+0.001093i,-0.0012607+0.00069382i,-0.00070952+0.00066949i,-0.00079733+0.0001729i,-0.0011928-0.00042682i,-0.0016428-0.00051822i,-0.0010068+0.00010372i,6.1374e-05+0.00048436i,0.00019624-0.00070086i,0.0004151-0.00091854i,0.00065517-4.2827e-05i,0.00065246-0.00061105i,0.0010969-0.0014503i,0.00083874-0.00083865i,0.00029496+8.6711e-05i,-0.00020246+0.00045803i,-0.00035138+0.00012844i,-0.00023222+5.0311e-05i
5.5837e-05+0.001209i,0.00049005+0.00055434i,0.0011056-0.0003619i,0.00040291-0.00017896i,-0.00060363-0.00020466i,-0.0005639-0.00078401i,0.00010381+0.00010018i,-1.4865e-05+0.00053671i,-0.0007143+0.00028592i,-0.00098626+0.0004464i,2.1651e-05+0.00082245i,0.00059875+0.00085103i,0.00046469+0.00084585i,0.00041795+0.00096376i,0.00044384-0.00013388i,0.00040946-0.00086484i,-0.00029292-0.00098778i,-0.00021288-0.0010715i,0.00065045-0.0010226i,0.00044777-0.00046031i,0.00016737-0.00065347i,0.00044481-0.00087364i,0.00078422-0.00026182i
-0.00030894+0.00040137i,0.000163+0.00073166i,0.000238+0.0010182i,-7.3539e-05+0.00077478i,-0.00039702+0.0010546i,-0.00057511+0.0010798i,-0.0012731+0.0005931i,-0.0015633+0.0002158i,-0.0012677+0.0004676i,-0.0012736+0.00057902i,0.0002089+1.87e-05i,0.0014434-0.00077105i,0.0015085-0.001458i,0.0013058-0.00086076i,0.00055092-0.00026312i,-0.00038186-0.00045242i,-0.00010822-0.00043317i,0.00027399+0.00036669i,0.00040829+0.00075484i,-3.2521e-05-1.3327e-05i,-0.00060955-0.0005274i,4.3143e-05-0.0002079i,0.0010159-0.00068641i
0.00011592+0.00021247i,5.5261e-05+0.0009018i,-0.00043993+0.0013609i,-0.00069009+0.0020832i,-0.0012105+0.0023824i,-0.0012073+0.002188i,-0.00073007+0.0011431i,-0.00054783-0.00010795i,-0.00095001-0.00040283i,-0.00058348-5.3276e-05i,0.00010566-7.2262e-05i,0.00047394-0.0001316i,-0.00012687-0.00049714i,-8.0941e-05-0.0010169i,0.00089622-0.00095983i,0.001373-0.00014867i,0.0010653-0.00023594i,0.00026598-0.00064202i,-0.00015882-0.00028672i,-0.00025047+5.4898e-06i,-0.00012722-5.7256e-05i,0.00034683-0.00027366i,0.00047542-6.3576e-05i
0.00043697-0.0023376i,-0.00027657-0.0018853i,-0.00065046-0.0010002i,-0.0008723-0.00022552i,-0.00080171+0.00092144i,-0.00069171+0.0010696i,-0.00097545+0.00014302i,-0.00090815-0.00018041i,-0.00042311-0.00044274i,-5.2458e-05-0.00084796i,3.9905e-05-0.00054927i,0.00030498+0.00021192i,3.2563e-07-6.1036e-05i,0.00011602-0.00085262i,0.00037909-0.00024678i,0.00059194+0.00076653i,0.00032594+0.00080569i,-0.00041591-0.00023791i,0.00017387-0.00082202i,0.00053052-0.00071006i,0.00012647+4.8158e-05i,-0.00019596+0.00040782i,-0.00049659+0.00042209i
-0.00044477+1.7694e-05i,-0.00020108-0.00017415i,8.808e-05+0.00037074i,-0.0007132+0.0016674i,-0.0016196+0.0013967i,-0.0018229+0.00031194i,-0.0016957+0.0001617i,-0.0015914+0.0010792i,-0.00067219+0.0012351i,-0.00012651+0.0005782i,-0.00011836-0.00010652i,-8.5221e-05-0.00021098i,2.9972e-05+0.0006834i,0.00020146+0.00043018i,0.00026363-8.208e-05i,-0.00048664-0.00017623i,-0.00093903-0.0012189i,-0.00071649-0.0014652i,-0.00029362-0.00035649i,-0.00023384+0.00011729i,-0.00038011-1.4566e-05i,-0.0003778-0.00011402i,-0.00062301+0.0001626i
0.00013146-0.00059924i,0.00045663+0.00064881i,0.00023236+0.0015773i,-0.00094675+0.0015289i,-0.0022766+0.00087708i,-0.0018763+0.00021075i,-0.0015652+0.00022721i,-0.0014577+0.00067724i,-0.0013127+0.00093666i,-0.00035012+0.00079474i,0.0012302+0.00042327i,0.0018055-0.00011877i,0.0011178-2.8283e-05i,0.00017624+0.00010761i,8.3052e-05-0.00022084i,0.00033028-0.00017554i,0.00019454-0.0006657i,3.1652e-05-0.00039641i,-0.00083103+0.00041124i,-0.00083855+0.00027134i,-0.00043477+0.00032144i,-0.00027799+0.0001675i,0.00055729+0.00024653i
-0.00052456+0.00081096i,-0.0002558+0.0010857i,-9.2127e-05-9.4453e-05i,0.00064804-0.0011225i,0.00058929-0.00066975i,-0.00043031+4.9487e-05i,-0.00089786-3.6132e-05i,-0.00086218-0.00023865i,-0.0013665+0.0002861i,-0.00098431+0.00070251i,-0.00023206+0.00095693i,0.0001781+0.00063594i,0.00016191+0.00057533i,0.00029725-4.8588e-05i,0.0004739-0.0010759i,0.00024949-0.00077833i,0.00042068+0.00051449i,0.00056641+0.0010027i,0.00055966+7.7588e-05i,0.00052479-0.00037821i,3.5912e-05-0.00048705i,0.00055616-0.00023274i,0.00067826-2.6582e-06i
