-0.001774+0.0011397i,-0.0018208+0.0016221i,-0.00050787+0.0023201i,0.0013627+0.0022319i,0.0024302+0.00096556i,0.0015502+9.7658e-05i,0.00042682+0.00055373i,0.00063594+0.00043565i,0.0013743-5.9172e-05i,0.0015875-0.00047202i,0.0009019-0.00079246i,-0.00030186-3.8961e-05i,-0.00084173+0.00060423i,-0.00046054+0.00031355i,-0.00027647+6.8561e-05i,-0.00077706-7.1144e-06i,-0.0004342-0.00082871i,0.0003037-0.00073119i,-7.9106e-05+0.00045415i,-0.00026506+0.0006085i,0.00016753+0.00017608i,-0.00023881+0.00043932i,-0.00072244+0.00095519i
-0.037955-0.043866i,-0.047412-0.072699i,0.0026383-0.060149i,0.038137-0.015449i,0.0076707+0.0096577i,-0.038439+0.0078451i,-0.045231+0.0037933i,-0.025024+0.0023336i,-0.016488-0.00080014i,-0.021301+0.00079459i,-0.02189+0.0045557i,-0.015133+0.0002861i,-0.0090167-0.012015i,-0.0090848-0.025907i,-0.01112-0.034739i,-0.014106-0.038599i,-0.019843-0.038439i,-0.02207-0.025661i,-0.014048-0.0089815i,-0.0043805-0.0073889i,-0.0049304-0.016142i,-0.010325-0.017403i,-0.0089874-0.0067698i
-0.22522+0.0031406i,-0.40315+0.025392i,-0.38496+0.029789i,-0.2342-0.053877i,-0.11603-0.13752i,-0.020967-0.10177i,0.044559-0.035946i,0.039164-0.014881i,0.015459-0.0058359i,0.0050507-0.0063259i,-0.0040758-0.004218i,-0.0025224+0.0054333i,0.0046472+0.0019739i,0.0055369-0.0072553i,0.0036273-0.0073684i,0.0027188-0.0020029i,0.0035416+0.0028753i,0.00072284+0.0035644i,-0.0046768+0.00067153i,-0.0054421+0.0037449i,0.00076206+0.016767i,0.010471+0.026797i,0.015687+0.024289i
0.39697-0.11697i,0.54021-0.21525i,0.44439-0.16889i,0.26606-0.017172i,0.15894+0.07917i,0.060312+0.072063i,-0.013712+0.046616i,-0.014703+0.032788i,0.0071443+0.015242i,0.021499-0.0026087i,0.022281-0.024972i,0.010392-0.034519i,0.0064512-0.017955i,0.011763+0.0025207i,0.016606+0.011648i,0.021866+0.0099209i,0.023706+0.0010044i,0.018643-0.011289i,0.0094432-0.01533i,0.002775-0.0070129i,0.0041806+6.6218e-05i,0.0075064+0.00011721i,0.0030667-0.0032869i
-0.068009+0.18972i,-0.046565+0.17948i,-0.036338+0.067942i,-0.032236+0.0026578i,-0.018359-0.00039428i,-0.020315-0.011289i,-0.03061-0.01577i,-0.02334-0.0090577i,-0.016941-0.0069477i,-0.016779+0.002495i,-0.011285+0.01724i,-0.003931+0.024914i,0.0033772+0.020374i,0.0062534+0.002888i,-0.00096038-0.015799i,-0.014789-0.020772i,-0.026535-0.012092i,-0.024611+0.0016505i,-0.012925+0.0069948i,-0.0095847-0.0029331i,-0.018055-0.017093i,-0.025441-0.018906i,-0.020077-0.0079915i
-0.25836+0.23954i,-0.26208+0.40363i,-0.17571+0.3269i,-0.15313+0.10864i,-0.15308-0.011042i,-0.057567-0.03952i,0.0073193-0.055657i,-0.0097067-0.034841i,-0.014376-0.0011781i,-0.0054583+0.0086687i,0.00223+0.0155i,0.0082611+0.017377i,0.00033271+0.014821i,-0.0074042+0.018842i,-0.0029628+0.02479i,0.009929+0.028055i,0.025287+0.023633i,0.029538+0.013693i,0.020328+0.0066451i,0.011582+0.0045276i,0.0078157+0.0060402i,0.0055036+0.0080039i,0.004057+0.0051017i
-0.087288-0.51124i,-0.12383-0.63748i,-0.046501-0.49257i,0.070963-0.27291i,0.090688-0.12676i,0.027505-0.0077635i,9.6425e-05+0.041762i,0.0023484+0.01448i,-0.0015335-0.006815i,-0.00057049-0.011978i,-0.0076751-0.023476i,-0.019454-0.03016i,-0.01742-0.025251i,-0.0067743-0.011761i,0.0026414-0.00011656i,0.0067915-0.00071472i,0.0035525-0.0090722i,-0.0019544-0.015633i,-0.0025432-0.01492i,0.0037187-0.0077352i,0.013039+0.00028i,0.01788+0.0025343i,0.011935+1.1327e-05i
0.24581-0.014286i,0.22531+0.015652i,0.15632+0.06739i,0.13182+0.063332i,0.094414+0.015293i,0.02611-0.0098808i,0.0074358-0.0044314i,0.014124-0.0078151i,-0.00072353-0.0088288i,-0.0087092+0.0032848i,0.0018088+0.011835i,0.01611+0.012995i,0.019874+0.00082953i,0.0035325-0.020355i,-0.022026-0.032153i,-0.042364-0.023608i,-0.048209-0.0011508i,-0.03654+0.01393i,-0.021406+0.012925i,-0.014359+0.0064673i,-0.012668-0.00016938i,-0.010136-0.0051585i,-0.0016519-0.004385i
0.30579+0.31114i,0.40144+0.33162i,0.28285+0.24805i,0.082286+0.18065i,0.0040531+0.11501i,0.013845+0.0096494i,0.00029117-0.029736i,-0.0051788+0.0031301i,0.013038+0.010958i,0.013987-0.0044219i,0.0082054-0.0083332i,0.0063481-0.0012328i,0.0076046+0.01257i,0.01629+0.021126i,0.027308+0.018622i,0.035018+0.0077684i,0.034945-0.0054699i,0.025451-0.008576i,0.012388-0.0020144i,0.0024301+0.0019431i,-0.0030648+0.0034676i,-0.0064049+0.0075068i,-0.0055966+0.010016i
-0.4089+0.073203i,-0.51084+0.020995i,-0.41575-0.070088i,-0.24446-0.11354i,-0.11616-0.070743i,-0.038707+0.0098194i,-0.0083573+0.037105i,-0.013111+0.017391i,-0.014709+0.0048046i,-0.010086-0.00079034i,-0.018424-0.0026089i,-0.028801+0.00070475i,-0.025109+0.0019757i,-0.0077962-0.00013264i,0.0095324-0.0052389i,0.015996-0.013957i,0.012462-0.02134i,0.004735-0.020137i,0.001802-0.013156i,0.00372-0.005778i,0.0043881+0.0019933i,0.0035294+0.0089141i,-0.0015443+0.011953i
-0.054329-0.11574i,0.0054962-0.098583i,0.086698-0.068231i,0.10645-0.079924i,0.050589-0.079251i,0.00094065-0.044888i,0.00081212-0.030761i,0.0042277-0.029155i,-0.0034963-0.012132i,0.0061238+0.0033634i,0.024261+0.00089782i,0.027787-0.0097785i,0.012363-0.014607i,-0.01163-0.0073357i,-0.028887+0.0087253i,-0.031668+0.026842i,-0.022031+0.036029i,-0.0092674+0.026075i,-0.0026326+0.0081304i,-0.0017445-0.0021041i,-0.0041837-0.0084479i,-0.005046-0.012894i,-0.00072802-0.015838i
0.20342-0.20279i,0.2688-0.23766i,0.213-0.15072i,0.13223-0.019663i,0.092334+0.010588i,0.038143-0.027321i,-0.0065325-0.020382i,-0.0024484+0.0029261i,0.00939-0.0021865i,0.0023554-0.0090209i,-0.0057494-0.006847i,-0.0037855+0.00055065i,0.0078562+0.0088749i,0.020275+0.010117i,0.028058+0.0045474i,0.027689-0.0048335i,0.019227-0.010859i,0.0081402-0.0077403i,-0.0028525-0.00046722i,-0.007968+0.0025732i,-0.0055637-0.00052363i,-0.0037885-0.0040539i,-0.0038229-0.0048462i
-0.069475+0.23669i,-0.15432+0.36016i,-0.16633+0.29369i,-0.14391+0.13847i,-0.11092+0.083543i,-0.040287+0.084821i,-0.0012081+0.054029i,-0.013485+0.025252i,-0.021036+0.02078i,-0.018112+0.020213i,-0.01848+0.024465i,-0.01753+0.025077i,-0.016153+0.012277i,-0.015965-0.0049773i,-0.018276-0.01758i,-0.020619-0.021667i,-0.017702-0.0181i,-0.0080875-0.010259i,0.0045363-0.0032598i,0.011674+0.00053423i,0.013193+0.004436i,0.010107+0.007137i,0.0041762+0.0092639i
0.011364-0.064927i,0.031086-0.12198i,0.079754-0.14336i,0.084519-0.147i,0.027098-0.11866i,-0.010771-0.062116i,-0.0014425-0.041451i,0.0040022-0.038307i,-0.00077093-0.021964i,0.0074072-0.016927i,0.018306-0.029867i,0.019737-0.036847i,0.012916-0.027275i,0.0025856-0.0095124i,-0.0056585+0.007622i,-0.0052957+0.021158i,0.0013529+0.023267i,0.0044244+0.0098989i,0.0028115-0.004216i,0.00025058-0.0090015i,-0.0026288-0.0053164i,-0.00082531+0.00068265i,0.0035689-8.7993e-05i
-0.008653-0.15689i,-0.053082-0.2437i,-0.04996-0.16175i,0.043175-0.053222i,0.096645-0.06512i,0.045494-0.077368i,0.0096553-0.023366i,0.01582-0.00044649i,0.009178-0.013665i,-0.0042662-0.012978i,-0.0079351-0.0021623i,0.00013379+0.0088222i,0.018151+0.013971i,0.034549+0.0060437i,0.038586-0.0095386i,0.028441-0.021932i,0.010465-0.02264i,-0.0047875-0.011359i,-0.012791+0.0021782i,-0.016269+0.0088027i,-0.014358+0.0078396i,-0.0074844+0.003843i,-0.00045135+0.0019794i
0.16849+0.25862i,0.2558+0.32005i,0.16084+0.27535i,0.015753+0.23617i,-0.0055614+0.21563i,0.027991+0.13547i,0.0056341+0.063014i,-0.016693+0.049136i,-0.0041676+0.040641i,0.0073359+0.031306i,0.010187+0.034138i,0.0030543+0.032433i,-0.014575+0.026405i,-0.026125+0.022979i,-0.022918+0.017037i,-0.015801+0.007501i,-0.011753+0.0014355i,-0.005172+0.0011164i,0.0040712+0.0010925i,0.0082849-0.00072969i,0.0049863-0.0024347i,-0.0026882-0.0021038i,-0.0081216+0.0017506i
-0.18862+0.033555i,-0.1626+0.0096532i,-0.10929-0.10242i,-0.11841-0.16107i,-0.1276-0.10377i,-0.088991-0.043557i,-0.052707-0.042619i,-0.037555-0.042526i,-0.022763-0.025931i,-0.011784-0.025529i,-0.014597-0.037175i,-0.021898-0.038144i,-0.023724-0.026037i,-0.020536-0.007179i,-0.010403+0.01157i,0.007291+0.02241i,0.020586+0.018282i,0.018399+0.0042221i,0.0083096-0.0058806i,0.0028488-0.01037i,0.00058912-0.010408i,-0.0022931-0.0052283i,-0.0064607-0.0024876i
-0.24416-0.14327i,-0.30629-0.062221i,-0.15357-0.017401i,0.0080234-0.10734i,0.0036055-0.17445i,-0.024603-0.11087i,0.0099749-0.039487i,0.023197-0.025428i,0.0042983-0.016611i,-0.0063927-0.0010285i,-0.0036687+0.0079501i,0.0097221+0.0049927i,0.023303-0.013193i,0.023118-0.034481i,0.0091499-0.041245i,-0.0064985-0.030315i,-0.014103-0.014863i,-0.010933-0.0026045i,-0.0047481+0.0079529i,-0.00056339+0.013424i,0.0037248+0.010382i,0.008383+0.0021091i,0.012976-0.0032444i
0.33002-0.24133i,0.37206-0.28065i,0.29832-0.13112i,0.23906+0.056983i,0.21303+0.10886i,0.14292+0.075196i,0.067043+0.056161i,0.039712+0.046686i,0.037824+0.026897i,0.036719+0.01359i,0.034912+0.010874i,0.027675+0.012116i,0.015919+0.017957i,0.0046974+0.022741i,-0.005045+0.019186i,-0.014113+0.010991i,-0.017482+0.0070667i,-0.011347+0.005369i,-0.0014444+0.00063267i,0.0033353-0.0030369i,0.0039481-0.0023413i,0.0034751-1.981e-05i,0.0030836+0.0023207i
0.15105+0.16716i,0.094236+0.13175i,-0.033846+0.067072i,-0.10531+0.052105i,-0.090674+0.057027i,-0.062391+0.030127i,-0.053127-0.0023018i,-0.050883-0.01293i,-0.043995-0.0086157i,-0.038273-0.0098155i,-0.040686-0.012984i,-0.037393-0.0042017i,-0.020255+0.0082216i,0.0015435+0.012372i,0.019592+0.0067588i,0.030814-0.0042351i,0.030251-0.014401i,0.016277-0.018581i,-0.0014568-0.016949i,-0.013057-0.011496i,-0.017953-0.0018578i,-0.017282+0.0071529i,-0.016267+0.010463i
-0.11811+0.35009i,-0.078153+0.40136i,-0.019946+0.25426i,-0.046175+0.042133i,-0.097556-0.05462i,-0.065784-0.055246i,-0.012949-0.042777i,-0.0033341-0.024723i,-0.0092575-0.0028919i,-0.0034629+0.0090752i,0.0097887+0.0079759i,0.014967-0.0022322i,0.0064038-0.015927i,-0.0053743-0.02383i,-0.0097588-0.020743i,-0.0081246-0.01146i,-0.0056921-0.0043094i,-0.0036698+0.0012492i,0.00022065+0.00801i,0.0044441+0.011417i,0.0049976+0.006466i,0.0047198-0.00048511i,0.0072772-0.0041688i
-0.24281-0.21995i,-0.24365-0.28522i,-0.12351-0.21292i,0.044446-0.09322i,0.1456-0.039941i,0.11706-0.014498i,0.057114+0.01615i,0.04312+0.01645i,0.041977-0.0076417i,0.03498-0.019348i,0.029134-0.017759i,0.018876-0.0087415i,0.0076068+0.0092986i,0.0048097+0.026323i,0.0046947+0.033451i,0.00051345+0.034104i,-0.0011753+0.031367i,0.0044593+0.02195i,0.0097784+0.0071075i,0.010197-0.0058904i,0.0078187-0.012553i,0.0040199-0.012393i,0.0045794-0.0075914i
0.039322-0.15233i,0.036295-0.12401i,-0.003569-0.052242i,-0.042477+0.010947i,-0.068473+0.049499i,-0.078384+0.051257i,-0.073845+0.02872i,-0.062693+0.015385i,-0.046902+0.017924i,-0.037908+0.022676i,-0.036587+0.028239i,-0.028719+0.025942i,-0.015485+0.01186i,-0.0068825-0.0026721i,-0.0032494-0.012179i,-0.00046039-0.019229i,0.00098111-0.024138i,-0.0031767-0.022186i,-0.0087948-0.013975i,-0.0098839-0.0049674i,-0.0080857+0.0034658i,-0.0075+0.0096614i,-0.010208+0.013901i
0.2539+0.034898i,0.33822+0.043062i,0.25399-0.021866i,0.04708-0.06988i,-0.090283-0.056786i,-0.076204-0.042993i,-0.020933-0.044479i,-0.0023425-0.027121i,0.0009106-0.0034663i,0.0044331+0.0030436i,0.0063702-0.0033411i,0.0051366-0.01391i,-0.0033653-0.024083i,-0.018017-0.026704i,-0.025673-0.018202i,-0.023213-0.0072771i,-0.017217-0.00035437i,-0.010531+0.0042367i,-0.0026953+0.0074557i,0.0052168+0.0079145i,0.0089941+0.0047193i,0.0083507-0.00037477i,0.0048011-0.0059591i
-0.14301+0.073593i,-0.2371+0.10776i,-0.14117+0.077619i,0.058467-0.032717i,0.15392-0.11802i,0.13432-0.089723i,0.098598-0.031127i,0.066616-0.028415i,0.031969-0.044445i,0.012978-0.04694i,0.0072935-0.040951i,0.0077568-0.023274i,0.018715-0.0020269i,0.034057+0.0071991i,0.038082+0.0066399i,0.030015+0.0091574i,0.021807+0.014485i,0.017907+0.011183i,0.012406+0.00098394i,0.0042628-0.0053124i,-0.00024998-0.0079191i,0.00025644-0.0088752i,0.0042475-0.0073302i
0.012135-0.0010216i,0.00077689-0.0043435i,0.020139+0.059555i,0.063658+0.12161i,0.070494+0.13201i,0.02612+0.11105i,-0.014638+0.079586i,-0.024605+0.057622i,-0.013962+0.046654i,-0.0010247+0.037688i,0.0049279+0.034326i,0.0077451+0.030653i,0.0087282+0.021301i,0.0076278+0.0096367i,0.0042233-0.0034925i,-0.00096703-0.016831i,-0.0068719-0.025174i,-0.012926-0.021848i,-0.016322-0.0097059i,-0.016177+0.001627i,-0.015024+0.010525i,-0.010847+0.016337i,-0.0044328+0.018213i
0.11659-0.051157i,0.16264-0.15257i,0.056297-0.14042i,-0.086458+0.002493i,-0.12012+0.084436i,-0.094076+0.040268i,-0.063736-0.0025815i,-0.02844+0.00043258i,-0.0025536+0.0086264i,0.0062565+0.0064318i,0.0047396-0.00089543i,-0.0044884-0.003927i,-0.018949+0.0014212i,-0.028582+0.013501i,-0.023443+0.022632i,-0.011242+0.021167i,-0.0034109+0.014486i,0.0010907+0.0092248i,0.0052001+0.0057113i,0.007765-0.00014619i,0.0065664-0.0057848i,0.0016008-0.0075629i,-0.004239-0.0073945i
-0.10963+0.22662i,-0.084707+0.31589i,-0.042282+0.19753i,-0.039559-0.026976i,-0.044693-0.14415i,-0.01398-0.13021i,0.0059973-0.082147i,-0.0073847-0.05628i,-0.0266-0.042656i,-0.03251-0.026436i,-0.026722-0.016542i,-0.016431-0.012153i,-0.0029967-0.0095971i,0.010719-0.010965i,0.017605-0.008665i,0.019872+0.0012965i,0.023323+0.0075203i,0.022815+0.00042971i,0.014661-0.010206i,0.0056982-0.014827i,0.00099134-0.017584i,-0.0006932-0.016218i,0.00035333-0.011462i
-0.14555-0.11526i,-0.13543-0.10051i,-0.027664-0.090599i,0.060072-0.089785i,0.074512-0.038044i,0.054781+0.029032i,0.022347+0.042495i,0.00059778+0.034531i,0.0024968+0.027756i,0.011924+0.019412i,0.019351+0.015792i,0.018969+0.0076338i,0.009928-0.0057305i,-0.0024438-0.012941i,-0.015648-0.013233i,-0.02635-0.012213i,-0.030394-0.0097901i,-0.027517-0.0023292i,-0.019769+0.0073806i,-0.0091362+0.014769i,0.0020086+0.020075i,0.010286+0.020274i,0.012311+0.016007i
0.014378-0.28569i,-0.071133-0.33094i,-0.088068-0.19014i,-0.017282-0.014505i,0.0072134+0.050303i,-0.021166+0.036263i,-0.014191+0.0094368i,0.010893-0.011101i,0.020634-0.016118i,0.015962-0.014854i,0.0041389-0.013223i,-0.0019321-0.0066036i,-0.0020012+0.0026422i,-0.0018663+0.01123i,-0.00064737+0.012674i,-0.00069572+0.0071065i,-0.0018353+0.0056074i,0.0024775+0.0072539i,0.0083994+0.0058933i,0.0089652+0.0023547i,0.0046866-0.0011103i,-0.0018538-0.0031752i,-0.0077003-0.0028182i
0.33795+0.13609i,0.41661+0.14773i,0.30095+0.11081i,0.11373+0.036616i,-2.3366e-05-0.04293i,-0.021296-0.070902i,-0.0053478-0.047742i,-0.005141-0.02554i,-0.017403-0.011732i,-0.018168+7.6861e-05i,-0.013648+0.0033452i,-0.00784+0.0032595i,0.0038156-0.00073507i,0.013921-0.012556i,0.019332-0.020918i,0.024428-0.019334i,0.025528-0.016337i,0.016468-0.017683i,0.0033592-0.018192i,-0.0078539-0.016187i,-0.016931-0.012524i,-0.019431-0.0070347i,-0.014203-0.0049008i
-0.036333+0.23996i,-0.017971+0.21498i,-0.0096812+0.084666i,0.0073011-0.00023027i,0.063333-0.0043391i,0.086486+0.01674i,0.051916+0.037843i,0.026562+0.045611i,0.020943+0.032442i,0.018551+0.012959i,0.019701+0.00026847i,0.015714-0.0023081i,0.0055776+0.0034409i,-0.0017179+0.0089191i,-0.0069026+0.011987i,-0.01227+0.012275i,-0.017167+0.010567i,-0.017271+0.011952i,-0.012306+0.014353i,-0.0039667+0.014379i,0.0080111+0.012357i,0.017105+0.0083315i,0.018135+0.0059963i
-0.33547+0.029596i,-0.38995+0.086896i,-0.25127+0.11217i,-0.075457+0.095302i,-0.017865+0.08178i,-0.025167+0.06179i,-0.02508+0.0181i,-0.018908-0.013205i,-0.012862-0.01951i,-0.01243-0.013116i,-0.013587-0.003487i,-0.009876+0.0011674i,-0.0058194+0.0069309i,-0.00064479+0.017964i,0.0057202+0.022338i,0.0080542+0.01796i,0.0090665+0.011504i,0.011849+0.0044719i,0.013637-0.0027106i,0.012044-0.0080946i,0.0064551-0.011136i,-0.00057729-0.0092796i,-0.0030717-0.0022383i
0.062572-0.28323i,0.11852-0.32524i,0.10327-0.22982i,0.0049816-0.10318i,-0.078365-0.045252i,-0.091624-0.037749i,-0.065123-0.0307i,-0.043998-0.015886i,-0.03094-0.0044833i,-0.017187+0.0020963i,-0.011371+0.0062399i,-0.010859+0.0069695i,-0.0093594-0.0016452i,-0.010751-0.014402i,-0.010271-0.020522i,-0.0034895-0.021862i,0.0037333-0.022576i,0.0025502-0.021681i,-0.00524-0.016506i,-0.011465-0.0085625i,-0.015729-0.00037424i,-0.015554+0.0038091i,-0.012506+0.0017697i
0.15446-0.033318i,0.12598-0.026969i,0.030744-0.046173i,-0.019476-0.083944i,0.014742-0.098134i,0.050309-0.073509i,0.046428-0.026425i,0.035555+0.0027365i,0.026807+0.0064224i,0.017859-0.0017338i,0.013446-0.012107i,0.010858-0.014015i,0.0068132-0.0096262i,-0.00036484-0.0060722i,-0.0080053+0.00026419i,-0.013678+0.0094623i,-0.014796+0.016072i,-0.0089721+0.018642i,-0.0016573+0.01795i,0.0072481+0.015693i,0.01779+0.01063i,0.020517+0.0029902i,0.01463-0.0005856i
0.037046+0.21969i,0.044143+0.28383i,0.087363+0.20854i,0.1126+0.069927i,0.077311+0.023262i,0.040262+0.033982i,0.015761+0.0096363i,-0.0061891-0.012876i,-0.0083196-0.008229i,-0.0022036+0.00032394i,0.00035321+0.0032161i,0.001602-0.0008656i,0.0052955-0.0018983i,0.014734+0.0010398i,0.019002+0.0016142i,0.014835+0.0027593i,0.010712+0.002731i,0.01042-0.0018219i,0.010729-0.0083782i,0.0054796-0.012307i,-0.0024758-0.011738i,-0.0062677-0.0063248i,-0.0028268+3.9792e-05i
-0.091251-0.087044i,-0.12845-0.17993i,-0.081257-0.13928i,0.0013653-0.019795i,0.0080794+0.038598i,-0.026826+0.047003i,-0.021479+0.040382i,-0.0072308+0.021439i,-0.0063345+0.0069409i,-0.0011109+0.0026823i,0.0023721+0.0060647i,0.0030849+0.011816i,0.00062853+0.010323i,-0.0033523+0.0033314i,-0.0043244-0.0069679i,-0.0037823-0.01871i,-0.004089-0.023358i,-0.0073466-0.01733i,-0.011403-0.0080384i,-0.015148-0.00061386i,-0.018522+0.0071214i,-0.016139+0.010102i,-0.011253+0.0059978i
0.02247-0.0045554i,0.042392-0.023349i,-0.011587+0.0063569i,-0.047315+0.031486i,-0.024323-0.01616i,-0.0041254-0.054595i,0.01086-0.028613i,0.027256-0.0060025i,0.020896-0.00427i,0.0057077-0.0041702i,-0.0015027-0.0077546i,-0.00091012-0.007794i,0.00057173-0.0024185i,-0.0027977+0.0041322i,-0.0033935+0.010949i,-0.00031317+0.015372i,0.00067289+0.017801i,0.0012976+0.017832i,0.0051961+0.015595i,0.013537+0.0098076i,0.020436-0.00072027i,0.017669-0.0067044i,0.0094745-0.0043237i
0.0701+0.11976i,0.20181+0.15358i,0.19408+0.05707i,0.061222-0.017016i,0.0036726+0.0020307i,0.012423+0.0034938i,-0.015321-0.01547i,-0.035926-0.0065679i,-0.022441+0.0017399i,-0.0097479+0.0041963i,-0.0061538+0.0068096i,-0.007692+0.0036159i,-0.0062237+0.00076393i,0.0029898-0.00040182i,0.010772+0.0003217i,0.013441+0.0022367i,0.012522+0.00015867i,0.0075027-0.0045991i,0.0014542-0.0094894i,-0.0027006-0.012277i,-0.0059188-0.010528i,-0.0066821-0.0045864i,-0.0026467-0.00062924i
-0.24722-0.03117i,-0.32103+0.051208i,-0.19936+0.057678i,-0.039514-0.0013788i,0.010004-0.0095289i,0.010484+0.020323i,0.010761+0.018373i,-0.0021725+0.0037809i,-0.012044-0.0020208i,-0.0088267-0.0050971i,-0.00045091-0.0026865i,0.0066942+0.0021103i,0.004797+0.0034671i,-0.0037746-0.001089i,-0.013148-0.0080319i,-0.017848-0.013123i,-0.015381-0.015462i,-0.009836-0.014849i,-0.0070196-0.010086i,-0.00809+0.0016917i,-0.0082521+0.015052i,-0.0053939+0.016757i,-0.0039461+0.0098867i
0.036522-0.19895i,-0.046615-0.18029i,-0.054381-0.054078i,-0.018414-0.0039205i,-0.033498-0.040099i,-0.045685-0.039241i,-0.0061122-0.019489i,0.021614-0.019958i,0.019773-0.013645i,0.013557-0.0047415i,0.00566-0.0064525i,1.1263e-05-0.010856i,-0.0016945-0.01092i,-0.0027262-0.0038823i,-0.0017863+0.0039409i,0.0011312+0.010534i,0.0052889+0.016283i,0.0089799+0.015395i,0.012883+0.0098103i,0.016274-0.00010375i,0.015199-0.010641i,0.010631-0.01317i,0.006728-0.0086015i
0.30526-0.08023i,0.30971-0.21959i,0.15749-0.22159i,0.034298-0.086589i,0.028598+0.0087526i,0.02403+0.012042i,-0.011947+0.013588i,-0.017373+0.025308i,-0.0015743+0.019659i,0.0065331+0.010743i,0.005902+0.0086638i,-0.00048022+0.0095403i,-0.0015547+0.0072909i,0.0069572-0.00064098i,0.015283-0.0081251i,0.01619-0.0094749i,0.010954-0.005801i,0.004849-0.0012159i,-0.0018394+0.0010224i,-0.0095277-8.5197e-05i,-0.013937-0.0012268i,-0.011931-0.00074883i,-0.0071893-0.0007139i
0.014783+0.35494i,0.068261+0.37689i,0.092357+0.22411i,0.086135+0.043103i,0.062024-0.021644i,0.045179-0.011102i,0.028222-0.0038078i,0.0016973-0.00098961i,-0.017137+0.0034883i,-0.019352+0.0026317i,-0.0086573+0.00096941i,0.0057596+0.001822i,0.010814+0.0031111i,0.0043212+0.0026257i,-0.0070233+0.00047891i,-0.015985-0.0022303i,-0.019283-0.0056277i,-0.018497-0.0062135i,-0.01591-0.0014601i,-0.009953+0.0079401i,-0.0019656+0.016724i,0.0012042+0.016528i,0.00079842+0.011297i
-0.25389+0.094543i,-0.19859+0.12676i,-0.069831+0.10936i,-0.011766+0.060818i,-0.044166+0.022777i,-0.053207+0.014196i,-0.018144-0.0048151i,-0.00049065-0.028529i,0.0013673-0.027016i,0.0029712-0.017788i,-0.0023614-0.01405i,-0.0082382-0.011453i,-0.0081028-0.006225i,-0.0042924+0.004149i,0.002675+0.012077i,0.0094319+0.011898i,0.012316+0.0077304i,0.012134+0.0033705i,0.012642-0.0026605i,0.013188-0.012658i,0.010361-0.021263i,0.0071224-0.019489i,0.0066106-0.011197i
-0.15674-0.29348i,-0.19824-0.32387i,-0.18987-0.19902i,-0.098241-0.022572i,0.0071428+0.030009i,0.017862+0.0035147i,-0.0077671+0.012576i,0.0030855+0.020987i,0.01627+0.0041609i,0.015763-0.0023226i,0.011638+0.00099632i,0.0045843+0.0063328i,0.00060805+0.0087483i,0.0019549+0.0014586i,0.0052339-0.0082604i,0.0070683-0.012049i,0.0069769-0.011354i,0.0053048-0.0088437i,0.0020566-0.0054087i,-0.0036105-0.0016876i,-0.010552+0.0013003i,-0.012436+0.0025774i,-0.01106+0.0027042i
0.22805-0.059952i,0.29884+0.0066897i,0.24587-0.016355i,0.096592-0.090838i,0.0074559-0.095635i,0.0056668-0.062148i,0.0052152-0.036789i,-0.0071231-0.0056258i,-0.014509+0.019066i,-0.015035+0.02594i,-0.0035195+0.019098i,0.007259+0.0059499i,0.0057843-0.0027734i,-0.0035115-0.0032785i,-0.013837+0.0031383i,-0.019338+0.0093944i,-0.018978+0.0096372i,-0.01579+0.0063309i,-0.011278+0.0080954i,-0.0027535+0.015474i,0.0066191+0.020449i,0.0088983+0.018151i,0.0059666+0.01228i
0.080857+0.085446i,0.032492+0.14176i,0.034513+0.11258i,0.019846+0.041301i,-0.024104+0.038098i,-0.017825+0.054244i,0.00082494+0.019275i,-0.0098911-0.01213i,-0.015099-0.014203i,-0.013379-0.013117i,-0.01552-0.0092443i,-0.0157-0.0062747i,-0.011833-0.0057215i,-0.002534-0.0021116i,0.0066602+0.0012338i,0.011485+0.0025359i,0.014724+0.0041073i,0.015602+0.0038205i,0.012208-0.0022529i,0.0041947-0.013442i,-0.0024066-0.023443i,-0.001809-0.024328i,0.00189-0.018366i
-0.11693+0.024546i,-0.27904-0.0015548i,-0.26041+0.064486i,-0.053179+0.093611i,0.069388+0.029801i,0.040606-3.4449e-05i,0.015871+0.020062i,0.022174+0.011638i,0.019166-0.014154i,0.012008-0.024932i,0.0065193-0.019548i,0.0063548-0.0056279i,0.0089677+0.00065044i,0.0079858-0.0056691i,0.0043833-0.015825i,0.00058148-0.019182i,-0.0011758-0.014473i,0.00017212-0.0098012i,0.00060908-0.0063754i,-0.0039085-0.00058696i,-0.010626+0.0061967i,-0.012172+0.0096124i,-0.0094458+0.0092676i
0.14751-0.027267i,0.24695-0.20802i,0.1688-0.27193i,0.014479-0.18502i,-0.052542-0.094708i,-0.04997-0.058175i,-0.034476-0.029755i,-0.0149+0.0033276i,0.0023399+0.025568i,0.015682+0.026896i,0.020105+0.012231i,0.015908-9.7058e-05i,0.01061-0.0021428i,0.0041419+0.0042419i,-0.0010522+0.013095i,-0.0041263+0.015907i,-0.0099256+0.012017i,-0.015626+0.0098946i,-0.012231+0.012198i,0.0026803+0.014731i,0.01797+0.015977i,0.021346+0.015506i,0.014016+0.012922i
