-2.1995e-05+0.00069047i,-0.00055004-2.303e-05i,-0.0012947+0.00038898i,-0.0010083+0.00098196i,-0.0014839+0.0013167i,-0.0017847+0.001614i,-0.00050232+0.0012255i,0.00073271+0.00061227i,0.00064028+0.00096057i,0.00081682+0.00048536i,0.00066956-0.00078609i,0.00039323-0.0009512i,0.00041134-0.00012578i,0.00026997-4.0714e-05i,0.00072717-0.00052046i,0.00066846+0.00029772i,0.00053301+0.0012737i,0.00048373+0.00072577i,-0.00088216-0.00044201i,-0.0014281-0.00061483i,-0.00087605+0.00036807i,-0.00066055+0.00056398i,-0.0002555+0.0005964i
-0.070498+0.035345i,-0.16814+0.11412i,-0.24686+0.1693i,-0.24034+0.18385i,-0.14585+0.18144i,-0.034092+0.15584i,0.0066445+0.096362i,-0.020068+0.056432i,-0.028274+0.051713i,-0.0002883+0.040996i,0.015198+0.015052i,0.004207-0.0011599i,-0.0062624+0.0027176i,-0.0079221+0.007825i,-0.0076727+0.0032329i,-0.0046324-0.0083031i,-0.0083933-0.018911i,-0.020697-0.016218i,-0.029578-0.0047347i,-0.025741+0.0045232i,-0.012005+0.0081899i,-0.00096552+0.0024105i,0.0011201-0.0076442i
-0.01593-0.10534i,-0.0106-0.16403i,0.089012-0.16662i,0.17957-0.14037i,0.14436-0.12247i,0.063132-0.093629i,0.024925-0.050373i,0.023896-0.0073419i,0.043737+0.013237i,0.046382-0.0053031i,0.025227-0.020948i,0.027666-0.01625i,0.046563-0.018421i,0.041247-0.01733i,0.017696+0.0026279i,0.0052938+0.025605i,0.012199+0.0285i,0.025218+0.013924i,0.036571-0.0007024i,0.038517-0.013001i,0.026613-0.01994i,0.01193-0.015012i,0.0014702-0.001797i
0.016401-0.015154i,-0.077967-0.022972i,-0.22305+0.053542i,-0.25364+0.14523i,-0.17244+0.11147i,-0.1536+0.026346i,-0.14231+0.02287i,-0.057269+0.027391i,-0.011192-0.012786i,-0.020118-0.025056i,-0.022356-0.0018126i,-0.021992+0.028999i,-0.021282+0.053987i,-0.012031+0.045864i,-0.0034221+0.0069956i,-0.004628-0.023856i,-0.010908-0.025071i,-0.013646-0.011441i,-0.015135-0.0018178i,-0.016944+0.0019875i,-0.01722+0.0041449i,-0.014565+0.0050976i,-0.0056731+0.0024168i
0.086509-0.033909i,0.18592-0.12525i,0.23563-0.16396i,0.23136-0.082756i,0.23627-0.0015409i,0.22359+0.0011461i,0.14985+0.0013858i,0.070339+0.042364i,0.04184+0.080153i,0.04336+0.076281i,0.036188+0.038732i,0.01366+0.0068239i,-0.011348-0.0011568i,-0.024795+0.0051459i,-0.02229+0.014834i,-0.011834+0.022275i,0.002876+0.024669i,0.013687+0.021061i,0.014286+0.015914i,0.011854+0.013114i,0.0084159+0.011604i,0.0010257+0.0099133i,-0.0088108+0.010555i
0.0082329+0.11524i,0.090435+0.16371i,0.14659+0.02644i,0.079902-0.19762i,-0.019183-0.25248i,-0.010743-0.1837i,0.024113-0.13384i,0.018312-0.092736i,0.011392-0.064047i,0.0047677-0.037184i,0.0067236-0.0057651i,0.0047008-0.010875i,-0.013689-0.032499i,-0.01587-0.033024i,0.00034968-0.019079i,0.013655-0.011892i,0.0093229-0.020543i,-0.0081781-0.025141i,-0.016835-0.015161i,-0.013952-0.0064656i,-0.0097585-0.0053587i,-0.0072817-0.0045325i,-0.0025264+9.3443e-05i
-0.059034+0.017457i,-0.054935+0.1115i,0.01537+0.20485i,0.073828+0.20716i,0.063449+0.16457i,0.038012+0.14418i,0.02526+0.089501i,-0.017404+0.011767i,-0.066508-0.0045943i,-0.068305+0.0098584i,-0.033601+0.013232i,0.01025+0.0091689i,0.035909-0.0015296i,0.025386-0.0073459i,-0.0041514-0.0038414i,-0.022826+0.0082435i,-0.015342+0.023808i,0.003775+0.026579i,0.013241+0.015996i,0.011148+0.0053835i,0.0056985+0.0009354i,0.007071-0.0022143i,0.0077688-0.013742i
-0.11734-0.0041106i,-0.2687+0.083332i,-0.30812+0.20133i,-0.13493+0.21401i,0.055578+0.11604i,0.095093+0.049591i,0.080453+0.060144i,0.089914+0.076772i,0.11163+0.058185i,0.10097+0.013224i,0.04875-0.0066466i,0.011737+0.0074105i,0.0050085+0.014314i,0.0069835+0.0088281i,0.013645-0.00063198i,0.016986-0.013302i,0.0075478-0.021567i,-0.0080303-0.021858i,-0.016305-0.013036i,-0.0089183-0.00041506i,0.0064918+0.0059443i,0.012048+0.0047783i,0.0092072+0.0055151i
0.099098-0.19141i,0.059365-0.4427i,-0.11947-0.5383i,-0.28476-0.31794i,-0.25632-0.06071i,-0.13924-0.015168i,-0.090131-0.060467i,-0.070627-0.059716i,-0.037379-0.03035i,-0.0012005-0.019999i,1.3947e-05-0.032504i,-0.029054-0.02125i,-0.039671+0.0063904i,-0.034821+0.0096045i,-0.027639+0.00054314i,-0.023692-0.0033202i,-0.023287+0.0044283i,-0.011871+0.014215i,0.0010254+0.0061439i,-0.00040571-0.0099624i,-0.010124-0.015338i,-0.013538-0.0083188i,-0.006793+0.0012496i
0.074997+0.10806i,0.18019+0.16128i,0.25103+0.15743i,0.20729+0.10509i,0.073999+0.074815i,-0.044876+0.09454i,-0.087796+0.11737i,-0.086521+0.10449i,-0.082632+0.088872i,-0.054581+0.087493i,-0.0051753+0.061242i,0.02158+0.0062434i,0.0184-0.034096i,0.0084122-0.037274i,0.0031716-0.015085i,0.010551+0.002333i,0.020392-0.0065079i,0.015583-0.024359i,0.0027115-0.022177i,-0.0035708-0.0031665i,-0.0010778+0.012101i,-0.002128+0.013445i,-0.0093941+0.010386i
0.074897+0.084132i,0.28012+0.1004i,0.45138-0.038726i,0.36817-0.22456i,0.17867-0.21971i,0.13232-0.11419i,0.1499-0.082406i,0.1139-0.079783i,0.053348-0.058336i,0.0097371-0.021889i,0.004043+0.00422i,0.008676+0.005225i,0.0033633+0.0078786i,0.00060536+0.007598i,-0.0051648-0.004767i,-0.01434-0.0098855i,-0.018215-0.0024533i,-0.011605+0.0097031i,0.0040356+0.013999i,0.015437+0.00167i,0.013878-0.015222i,0.0069037-0.020772i,0.002642-0.017117i
-0.27126+0.077035i,-0.55058+0.31388i,-0.65089+0.59363i,-0.41067+0.62397i,-0.15287+0.34675i,-0.14522+0.080715i,-0.19327+0.027917i,-0.13292+0.054843i,-0.047644+0.030232i,-0.026696-0.0058112i,-0.033095+0.012255i,-0.0036655+0.044845i,0.033451+0.037772i,0.041262+0.017871i,0.034631+0.0062306i,0.026758+0.0019812i,0.024371+0.0047681i,0.020516+0.0039289i,0.0029833+0.00010179i,-0.016053+0.0048792i,-0.018981+0.015545i,-0.0080893+0.016683i,0.0030607+0.006419i
0.081309-0.2017i,0.13846-0.39484i,0.1833-0.51041i,0.15673-0.4189i,0.10514-0.17507i,0.13115+0.02755i,0.16624+0.04866i,0.10866+0.0014069i,0.036221+0.019479i,0.024856+0.03665i,0.020265+0.0073378i,-0.0092152-0.018642i,-0.039667-0.01693i,-0.047614-0.0039362i,-0.030182+0.0063696i,-0.010674+0.0047475i,-0.0075563-0.0045566i,-0.010809-0.004768i,-0.0026922+0.0019989i,0.011027+0.0018384i,0.014718-0.0024827i,0.0085006-0.0005541i,0.0027816+0.0046016i
0.022971-0.087672i,-0.12541-0.21516i,-0.36332-0.24762i,-0.43416-0.1343i,-0.26758-0.07661i,-0.10176-0.15389i,-0.05423-0.18854i,-0.039707-0.14458i,-0.021712-0.093713i,-0.0043602-0.050934i,0.0037432-0.030524i,0.0003432-0.01691i,0.011228-0.0017737i,0.018989-0.00018968i,0.0045641+0.00035477i,-0.0072681+0.0054701i,-0.0069516+0.0094239i,0.00084525+0.0076446i,0.0067926-0.0042378i,0.00079383-0.014325i,-0.0099972-0.010223i,-0.013433-4.692e-06i,-0.010691+0.0069074i
0.24894+0.18093i,0.62972+0.28481i,0.92523+0.24814i,0.79021+0.074869i,0.35615-0.0072847i,0.047179+0.079268i,0.0046138+0.14846i,0.043378+0.090159i,0.0059557-0.0043845i,-0.045309-0.01521i,-0.013529+0.014714i,0.032621+0.0016079i,0.024553-0.025927i,0.0011145-0.034268i,-0.013241-0.031021i,-0.014899-0.018304i,-0.0057702-0.010359i,-0.0018531-0.0088661i,-0.0013602+0.0042639i,0.0049539+0.018031i,0.011076+0.014494i,0.0095166+0.0033026i,0.0023705-0.003171i
-0.23334+0.081399i,-0.46232+0.12643i,-0.64535+0.11459i,-0.58155+0.094476i,-0.28992+0.065425i,-0.067999-0.025307i,-0.059013-0.058853i,-0.074832+0.023498i,-0.0066243+0.07978i,0.030641+0.04792i,-0.003452+0.017725i,-0.028634+0.026488i,-0.017513+0.041524i,0.0072863+0.039973i,0.02286+0.017665i,0.016929-0.002391i,0.0038428-0.0041967i,-0.003002+0.00050515i,-0.0054474+0.00034864i,-0.0050875-0.0051454i,-0.0024084-0.0087287i,0.0023326-0.00931i,0.0053912-0.0099993i
-0.083706+0.016325i,-0.065297+0.18008i,0.098292+0.36025i,0.24579+0.32238i,0.18871+0.12176i,0.068539-0.0016493i,0.022279-0.032184i,0.0035512-0.028212i,0.007192-0.016066i,0.015658-0.02283i,-0.0019826-0.01227i,-0.0061915+0.0083614i,0.0032865-0.005972i,-8.9563e-05-0.021104i,-0.00031351-0.011989i,0.004602-0.0023148i,0.0073186+0.0019091i,0.0081968+0.0033023i,0.00029412+0.0039491i,-0.0099793+0.0062403i,-0.010615+0.0057866i,-0.0047534+0.0046332i,0.0021283+0.0035486i
-0.023967-0.29597i,-0.14841-0.61294i,-0.29043-0.79144i,-0.29896-0.61082i,-0.15685-0.24779i,0.012603-0.025756i,0.092561-0.0044612i,0.064561-0.040501i,-0.0061808-0.0231i,-0.020798+0.013213i,0.0041345-0.0026232i,1.4905e-07-0.029816i,-0.012872-0.020078i,-0.011198+0.00092059i,-0.0073754+0.010807i,-0.0045436+0.0079505i,-0.0045865-0.00090538i,-0.0051112-0.0055344i,0.0015459-0.006861i,0.0070304-0.007911i,0.0036185-0.003765i,-0.0024265+0.0018059i,-0.0031579+0.0041391i
0.21136+0.10598i,0.35753+0.26139i,0.41134+0.42684i,0.35518+0.42653i,0.25051+0.27059i,0.13899+0.17149i,0.09509+0.1654i,0.11418+0.11883i,0.10755+0.037181i,0.065564+0.0089549i,0.035495+0.019966i,0.028381+0.025766i,0.02994+0.016292i,0.023271-0.0036006i,0.0065009-0.016745i,-0.0039546-0.013091i,-0.0050909-0.0023046i,-0.0042744+0.0054274i,-0.0036458+0.0071323i,-0.003448+0.0018248i,-0.0038762-0.0061769i,-0.0076528-0.0067317i,-0.011743+0.0015416i
0.062467+0.071506i,0.12976-0.039289i,0.11071-0.25098i,-0.027761-0.34484i,-0.15739-0.27058i,-0.2076-0.1935i,-0.22511-0.13365i,-0.19276-0.04836i,-0.11062-0.011192i,-0.056969-0.015705i,-0.031079-0.0046564i,-0.0098433+0.0045999i,-0.0068715+0.0076399i,-0.0050016+0.012111i,0.0026425+0.0080006i,0.0057161+0.0013566i,0.0088084-0.0047843i,0.0086436-0.011771i,0.0022689-0.011295i,-0.0018826-0.0033028i,-0.0022232+0.0043149i,-0.0002275+0.0042809i,-0.00047581-0.0016062i
-0.18576+0.1926i,-0.2984+0.41645i,-0.31457+0.55392i,-0.21223+0.45i,-0.093968+0.23465i,-0.03357+0.094459i,-0.028574+0.018094i,-0.064344-0.00041407i,-0.075518+0.042353i,-0.045832+0.052621i,-0.031919+0.018974i,-0.034009+0.0031974i,-0.023549+0.0011954i,-0.0068927-0.0026197i,0.0049025-0.0031058i,0.0066063-0.0015545i,0.0021477+0.0017963i,-6.9281e-05+0.0042001i,-5.6633e-07+0.0024511i,0.0018136+0.00028307i,0.0081598-0.00027506i,0.01233-0.0030816i,0.0081562-0.008787i
-0.082086-0.19159i,-0.066363-0.34166i,0.04905-0.41976i,0.16269-0.36157i,0.21221-0.25045i,0.23966-0.1902i,0.22217-0.17071i,0.14561-0.14368i,0.072353-0.09366i,0.039433-0.050907i,0.02496-0.031612i,0.014662-0.019795i,0.0095503-0.0095459i,0.0038012+0.0019664i,0.00098669+0.0091596i,0.0027334+0.0044225i,0.0041202+0.00060995i,0.0085103+0.0013688i,0.013797+0.00027351i,0.011189-0.00028495i,0.0041349-7.1518e-05i,0.0037257+0.00069808i,0.010887+0.001942i
0.026675-0.10825i,-0.054933-0.090688i,-0.15828+0.043153i,-0.16813+0.18689i,-0.13383+0.24429i,-0.13632+0.26387i,-0.078773+0.26494i,0.022369+0.1775i,0.036005+0.054318i,0.0065713+0.010339i,0.0135+0.016221i,0.023599+0.010449i,0.013375+0.00053393i,-0.00026253-0.0053794i,-0.0079189-0.0042341i,-0.0073618+0.0028246i,-0.0065236+0.0033269i,-0.011373+0.0019381i,-0.012401+0.004101i,-0.0071934+0.0015087i,-0.0015615-0.0040315i,0.00021624-0.005834i,-0.00084642-0.0022806i
0.23428-0.0057284i,0.38637-0.069157i,0.39769-0.13418i,0.2411-0.10957i,0.10261-0.017066i,0.057192+0.027889i,0.0046228+0.01527i,-0.034784+0.033022i,-0.010139+0.058907i,0.0096909+0.048685i,-0.0024343+0.031407i,-0.012067+0.02167i,-0.015571+0.018429i,-0.01632+0.019417i,-0.010842+0.01502i,-0.0033319+0.0071995i,9.3432e-05+0.0023406i,-0.00068076-7.9025e-05i,-0.0012949-0.00082685i,-0.0005996-0.0021693i,-0.0018999-0.003343i,-0.0049163-0.00021193i,-0.0092694+0.0065203i
-0.033776+0.18642i,-0.093185+0.26272i,-0.14923+0.21221i,-0.14651+0.041481i,-0.13735-0.13926i,-0.16396-0.22397i,-0.16361-0.18626i,-0.11327-0.10976i,-0.061543-0.066399i,-0.038485-0.043626i,-0.031728-0.018264i,-0.021544+0.00022013i,-0.0094697-0.0056915i,-0.004723-0.022338i,-0.0098713-0.024642i,-0.015205-0.012584i,-0.010505-0.003371i,-0.002775-0.0039388i,-0.0021884-0.0054678i,-0.0051545-0.0016775i,-0.0049067+0.0023972i,-0.0030682-0.00035332i,-0.002322-0.0088108i
-0.10161+0.058648i,-0.077315+0.084858i,0.021759+0.06388i,0.084559+0.026173i,0.090992+0.038015i,0.12722+0.059066i,0.14823+0.0031319i,0.070646-0.060226i,-0.022184-0.052153i,-0.03967-0.030768i,-0.016207-0.037594i,-0.00057574-0.039474i,0.004134-0.022148i,0.0071096-0.00016885i,0.012584+0.011314i,0.015297+0.0075156i,0.011378+0.0012417i,0.0098852+0.0027092i,0.01242+0.0071637i,0.011228+0.011758i,0.0073666+0.014681i,0.0039887+0.013178i,0.003447+0.00777i
-0.14608-0.11782i,-0.25008-0.13523i,-0.26652-0.049906i,-0.14069+0.070973i,0.027519+0.098174i,0.095939+0.063595i,0.079681+0.07937i,0.079201+0.1058i,0.09808+0.074592i,0.082925+0.033107i,0.044432+0.024313i,0.020483+0.024742i,0.019028+0.016269i,0.023575+0.0026797i,0.018356-0.0090712i,0.0074383-0.011275i,0.0013683-0.0048755i,0.0011673-0.00010168i,-0.00054822-0.0015886i,-0.0034519-0.0054717i,-0.0012743-0.0057228i,0.0066623-0.0025176i,0.01458+0.0011601i
0.11307-0.13434i,0.17957-0.19392i,0.15639-0.20019i,0.025347-0.15668i,-0.10674-0.077018i,-0.15122+0.0030919i,-0.10939+0.024103i,-0.04941-0.0088874i,-0.018556-0.028438i,-0.00050003-0.015995i,0.018828+0.0014368i,0.029641+0.0073617i,0.01786+0.0084357i,-0.0077676+0.016879i,-0.019784+0.026283i,-0.012951+0.024964i,-0.0051516+0.01447i,-0.0062229+0.0043299i,-0.0094299+0.00016814i,-0.0069979-0.0012645i,-0.0031968+2.297e-05i,-0.0042888+0.0041653i,-0.0091388+0.0091152i
0.1193+0.030724i,0.1361+0.035096i,0.082182+0.030203i,0.035034+0.034121i,0.020371+0.03633i,-0.012206+0.014136i,-0.068165+0.00074065i,-0.098061+0.026246i,-0.08853+0.06627i,-0.067989+0.071725i,-0.057448+0.040057i,-0.049405+0.012139i,-0.029883-0.0025577i,-0.0075234-0.017164i,0.0025394-0.026905i,-6.1619e-05-0.02478i,-0.0047053-0.015128i,-0.0036818-0.0090616i,0.0012773-0.00899i,0.0053844-0.010344i,0.0057601-0.010483i,0.0038289-0.0088927i,0.0012342-0.0078745i
0.033676+0.16379i,0.095513+0.22134i,0.17317+0.14922i,0.19682-0.014832i,0.15226-0.13123i,0.12553-0.16862i,0.12542-0.16019i,0.10639-0.12826i,0.075872-0.099589i,0.051771-0.070968i,0.034506-0.035963i,0.020145-0.0065806i,0.0082209+0.0054167i,-0.0047217+0.0033878i,-0.013354+0.0010854i,-0.010252+0.0015656i,-0.0034585+0.0011021i,0.001117+0.00084869i,0.0016117+0.0053595i,-0.0024568+0.013151i,-0.006625+0.01392i,-0.0092442+0.0033072i,-0.010757-0.0083974i
-0.16027+0.049128i,-0.27012+0.076236i,-0.3121+0.11781i,-0.26925+0.16764i,-0.1828+0.16879i,-0.11443+0.11846i,-0.086729+0.063137i,-0.076303+0.016193i,-0.073192-0.01819i,-0.058906-0.033266i,-0.029921-0.036053i,-0.0083436-0.031701i,0.005-0.017047i,0.023658-0.0015946i,0.036343+0.004504i,0.030203+0.0042104i,0.017166+0.0030343i,0.010365+0.0057959i,0.0090386+0.0085013i,0.0077211+0.00415i,0.0063549-0.0011233i,0.0060313+5.5764e-05i,0.0090577+0.004326i
-0.076122-0.10654i,-0.069055-0.1461i,0.0081088-0.13142i,0.090893-0.10001i,0.12601-0.050035i,0.14999+0.042945i,0.16719+0.08825i,0.14728+0.075788i,0.11501+0.078203i,0.085097+0.081479i,0.045788+0.066258i,0.011937+0.049618i,-0.009221+0.036301i,-0.02661+0.023041i,-0.035213+0.012217i,-0.029676+0.0074675i,-0.018676+0.0060947i,-0.013751+0.0027096i,-0.015222-0.0038546i,-0.018422-0.0072562i,-0.01824-0.0032425i,-0.012021+0.0022752i,-0.0059349+0.0044133i
0.06526-0.14481i,0.05051-0.2232i,-0.037959-0.21376i,-0.11153-0.13754i,-0.12541-0.093859i,-0.13302-0.099476i,-0.12321-0.087306i,-0.074396-0.060608i,-0.034328-0.066675i,-0.028863-0.068248i,-0.02255-0.03931i,-0.0040612-0.014455i,0.0095376-0.0069383i,0.013005-0.0022285i,0.0086192+0.0021602i,0.0021737+0.0012405i,-0.0022161-0.002082i,-0.0047278-0.0037562i,-0.0010494-0.0018417i,0.010523+0.0010616i,0.017134+0.0017968i,0.011507+0.003804i,0.0035685+0.0066585i
0.1663+0.065217i,0.27989+0.11732i,0.32886+0.14947i,0.28981+0.15402i,0.19386+0.1548i,0.085946+0.1495i,0.02423+0.12969i,-0.0068096+0.10295i,-0.043677+0.08426i,-0.056139+0.065502i,-0.044094+0.030948i,-0.037268+0.0022654i,-0.034346-0.010368i,-0.027448-0.020499i,-0.016938-0.02406i,-0.0046992-0.016999i,0.0036731-0.010825i,0.0056863-0.0097245i,0.004298-0.0084041i,-0.0012393-0.0057059i,-0.0050424-0.0030385i,-0.0017554-0.0041243i,0.00099836-0.008852i
-0.013255+0.13187i,-0.053325+0.14952i,-0.13075+0.06426i,-0.17709-0.029166i,-0.1033-0.089265i,0.0052427-0.1548i,0.022128-0.16511i,0.017377-0.10762i,0.06006-0.06424i,0.081616-0.05376i,0.056952-0.038953i,0.031396-0.015824i,0.025183+0.0043232i,0.02664+0.0182i,0.022895+0.021718i,0.014402+0.017656i,0.0087352+0.012036i,0.0068511+0.0093417i,0.0028713+0.011522i,0.00056073+0.016721i,0.0050017+0.015317i,0.007667+0.0053042i,0.0049365-0.00064496i
-0.1335+0.066734i,-0.16001+0.1366i,-0.073442+0.16052i,0.008907+0.09289i,-0.030898+0.030885i,-0.074572+0.066444i,-0.028937+0.094409i,-0.0025625+0.043514i,-0.036158-0.0027575i,-0.049782-0.0021825i,-0.023056+0.0023792i,-0.0021424-0.0076089i,-0.0063526-0.015778i,-0.015926-0.015862i,-0.018263-0.010937i,-0.015192-0.0042421i,-0.008053+6.8841e-05i,-0.00066505-0.0005763i,0.0039725-0.0081564i,0.001442-0.021182i,-0.006329-0.025968i,-0.0087679-0.016452i,-0.0041364-0.005388i
-0.093615-0.15923i,-0.14326-0.26179i,-0.13209-0.29542i,-0.062543-0.22146i,0.026577-0.080098i,0.085665+0.017559i,0.072885+0.038517i,0.043868+0.060662i,0.051055+0.089125i,0.055225+0.072779i,0.027784+0.036912i,0.0020616+0.022691i,-0.0048982+0.019534i,-0.0047556+0.013983i,-0.0044292+0.0030547i,-0.0071874-0.0089182i,-0.011711-0.010096i,-0.01325-0.0042124i,-0.012732-0.0004826i,-0.011125+0.0028498i,-0.0074719+0.0061586i,-0.002933+0.0065842i,-0.0011156+0.0062137i
0.095639-0.093654i,0.12387-0.072158i,0.10763+0.065654i,0.08282+0.17187i,0.025087+0.11062i,-0.084107+0.013999i,-0.13018+0.015757i,-0.074062+0.017059i,-0.027569-0.036117i,-0.023202-0.058207i,-0.014959-0.033223i,-0.0010317-0.012321i,0.0038946-0.013456i,0.0031291-0.02163i,0.0021225-0.020283i,0.0038564-0.010738i,0.006333-0.003143i,0.0079459+0.0017773i,0.015488+0.0049333i,0.024046+0.0041398i,0.020401+0.00069531i,0.0084547+0.00076429i,0.0011314+0.0015659i
0.1475+0.033744i,0.20325-0.012966i,0.12803-0.10186i,-0.026466-0.11688i,-0.093136-0.036646i,-0.043549-0.0054079i,-0.022962-0.065051i,-0.076284-0.071437i,-0.093907+0.0020384i,-0.048224+0.03988i,-0.01001+0.018127i,-0.0025415-0.0047445i,-0.0015721-0.001484i,0.0047525+0.013442i,0.012686+0.022671i,0.016109+0.018494i,0.010889+0.007827i,0.0010023+0.00060823i,-0.009047-0.0026588i,-0.019005+0.00076719i,-0.017971+0.0095168i,-0.0067482+0.01196i,-7.7152e-05+0.008755i
-0.021054+0.17268i,-0.040813+0.26808i,-0.046801+0.26915i,0.0031687+0.16899i,0.091523+0.030364i,0.12498-0.061067i,0.098071-0.056714i,0.089722-0.022802i,0.090008-0.023454i,0.054012-0.019785i,0.018235+0.0053565i,0.0085921+0.017398i,0.0074458+0.0098974i,0.0013106-0.0031707i,-0.0090709-0.0096203i,-0.01304-0.0042288i,-0.0071194+0.0030027i,0.00052402+0.0064137i,0.0059181+0.011417i,0.01097+0.014709i,0.012444+0.0081538i,0.0058472-0.0020927i,-0.00095296-0.0052887i
-0.12994+0.020042i,-0.1211+0.0011596i,0.0092264-0.081263i,0.10337-0.16784i,0.051529-0.14153i,0.0012049-0.035944i,0.031918+0.0007535i,0.02602-0.035087i,-0.031895-0.041213i,-0.046792-0.01291i,-0.016124-0.0012032i,0.0065114-0.0044396i,0.0084395-0.0042095i,0.0050731+0.0011357i,0.0043243+0.0024847i,0.0039828-0.0031373i,0.00056819-0.0082168i,-0.0020479-0.011787i,-0.0013657-0.020017i,-0.00034342-0.029955i,-0.0012168-0.028726i,-0.0013982-0.015952i,6.5443e-05-0.0050151i
-0.1025-0.11532i,-0.19221-0.11411i,-0.23884+0.019437i,-0.18008+0.17966i,-0.067514+0.20866i,-0.031449+0.1394i,-0.064924+0.10431i,-0.055233+0.11623i,0.0031694+0.10167i,0.028492+0.044578i,0.0069513+0.003124i,-0.012754-0.0041526i,-0.0088893-0.0078196i,0.0045893-0.021074i,0.011305-0.030216i,0.0064089-0.024494i,-0.002144-0.0099398i,-0.0078691+0.0046486i,-0.010074+0.016331i,-0.0071031+0.022848i,-0.0012625+0.018019i,0.0030166+0.0074309i,0.0055487+0.0009341i
0.12247-0.12093i,0.18955-0.18602i,0.18511-0.20452i,0.10327-0.20283i,0.005215-0.20202i,-0.030714-0.17072i,0.0077111-0.13083i,0.036892-0.12597i,0.019279-0.10912i,0.010281-0.051816i,0.023957-0.0047565i,0.02807+0.0099659i,0.016743+0.014353i,0.00090709+0.026818i,-0.006131+0.03837i,-0.00043631+0.032302i,0.0048743+0.014361i,0.005753+8.4443e-05i,0.0095221-0.007065i,0.012662-0.0096325i,0.0068147-0.0052819i,-0.0012839+0.0028367i,-0.0039747+0.0072036i
0.11643+0.062098i,0.11553+0.056541i,-0.015037+0.0055197i,-0.15498+0.0097606i,-0.13986+0.08136i,-0.040198+0.080754i,-0.014602+0.017893i,-0.043438+0.01268i,-0.046521+0.037687i,-0.027988+0.030181i,-0.015819+0.0079996i,-0.012017-0.0054598i,-0.0077616-0.0088458i,-0.0017577-0.0099625i,-0.00073877-0.01118i,-0.0047552-0.00825i,-0.0062937-0.003667i,-0.0072377-0.0018908i,-0.016898+0.00048007i,-0.029388+0.0069065i,-0.027922+0.010051i,-0.016324+0.0057067i,-0.0078894+0.00052657i
0.00041244+0.16426i,0.078025+0.25891i,0.24273+0.25561i,0.37366+0.14798i,0.34937+0.040377i,0.24883+0.02705i,0.18745+0.066167i,0.16305+0.058691i,0.11443+0.011708i,0.033517-0.0024939i,-0.016172+0.020331i,-0.017729+0.033958i,-0.013147+0.026832i,-0.01954+0.014785i,-0.02318+0.0076461i,-0.013888+0.006324i,0.00029914+0.0040993i,0.011755+0.0019491i,0.022298+0.0027883i,0.029328+0.0039646i,0.025936+0.002653i,0.01484-0.00095041i,0.0043019-0.0055462i
-0.17401+0.011253i,-0.28364+0.018216i,-0.31396+0.021021i,-0.28641+0.019397i,-0.25324+0.029408i,-0.19951+0.036402i,-0.14493+0.0098162i,-0.1226-0.014159i,-0.089261-0.011595i,-0.031583-0.014523i,0.0043075-0.026751i,0.012951-0.029004i,0.017617-0.02171i,0.029842-0.015441i,0.037865-0.015959i,0.027428-0.018519i,0.009375-0.013426i,-0.003447-0.007534i,-0.01122-0.011121i,-0.01231-0.017792i,-0.0047465-0.017219i,0.0045477-0.0092468i,0.0087134-0.00025654i
-0.055382-0.13506i,-0.090523-0.15542i,-0.076297-0.038723i,0.017998+0.088918i,0.10438+0.080346i,0.076952+0.033994i,0.019336+0.053303i,0.025563+0.081179i,0.040814+0.067821i,0.024928+0.033601i,0.00025117+0.010875i,-0.013901+0.007874i,-0.018103+0.0074363i,-0.023365+0.0050701i,-0.026529+0.0074504i,-0.019345+0.0097406i,-0.0092443+0.0094208i,-0.0043651+0.010763i,-0.0004221+0.01664i,0.0037027+0.020203i,0.0031466+0.017211i,0.0012079+0.012633i,0.002168+0.0097599i
0.13054-0.12946i,0.17184-0.27766i,0.090337-0.42285i,-0.052812-0.45601i,-0.11779-0.36086i,-0.088723-0.23168i,-0.034715-0.14853i,-0.011078-0.11126i,-0.0093411-0.067984i,0.004554-0.0098742i,0.025259+0.021721i,0.031193+0.019192i,0.021658+0.0098237i,0.011185+0.0097409i,0.0072536+0.010014i,0.0067901+0.0016948i,0.0038477-0.0089742i,-0.00045114-0.016013i,-0.0023281-0.020939i,-0.0045052-0.023092i,-0.0070632-0.019044i,-0.0083396-0.011282i,-0.0090815-0.0040744i
0.14022+0.12966i,0.23687+0.22438i,0.24227+0.27967i,0.15452+0.31266i,0.085306+0.31798i,0.055337+0.23959i,0.0056037+0.14566i,-0.037451+0.1125i,-0.035247+0.079246i,-0.027068+0.019159i,-0.033748-0.015678i,-0.036364-0.016388i,-0.029207-0.014524i,-0.025503-0.02311i,-0.027169-0.02821i,-0.022228-0.017785i,-0.010691-0.002701i,-0.0046109+0.0067901i,-0.0074598+0.015502i,-0.01279+0.022817i,-0.012924+0.019475i,-0.0087367+0.0077726i,-0.0046878-0.0027054i
