-0.0014418+0.00021747i,-0.00099048+0.00055i,-0.0010592-3.5732e-05i,-0.00057592-0.0008784i,-0.00091047-0.00037897i,-0.00068737+0.00035224i,4.7578e-05+0.00025391i,-0.0001045-0.00029737i,-0.00040773-7.7299e-05i,-0.00033818+0.00053286i,0.0001372+0.00013787i,0.00019393-0.00048316i,6.5876e-05-0.00097549i,0.00013025-0.0011555i,5.7711e-05-0.00042275i,2.258e-05+0.00044417i,0.0001173+6.7538e-05i,-4.7525e-05-0.00060463i,0.00035133-7.5051e-05i,0.000539+0.00028854i,0.00045678+0.00024426i,0.00029123-0.00034472i,-0.00034785-0.00049679i
0.00046921+0.00021191i,0.00084478-1.2796e-05i,0.00072212-0.00052596i,0.00086827-0.00067248i,0.00043346-0.00040932i,0.00030151+0.00030242i,0.00067714+0.00091352i,0.0014324+0.00014582i,0.0020236-0.0014518i,0.0021483-0.0018421i,0.0011192-0.001039i,0.00034767-0.00060188i,-0.000134-1.8474e-05i,-0.0007225+0.00058601i,-0.00064788+0.00050096i,-0.00029319+0.0010238i,-0.00037999+0.00045118i,-0.00024051-0.00024488i,-1.8159e-05+0.00027223i,0.00028277+0.00030273i,-8.5486e-05+0.00011741i,-0.00049298-0.00029791i,-0.0004027-0.0010617i
0.001041+0.00025471i,0.0014768+0.00083822i,0.0017357+0.0015593i,0.0022496+0.0003397i,0.0020625-0.0013263i,0.00067942-0.00063564i,0.00017852+0.00048897i,0.0013928-0.00037452i,0.0021309-0.0016082i,0.001267-0.0020979i,0.00074212-0.0012317i,0.00011236+9.9884e-06i,-0.0001498+0.00031711i,-0.00015444+0.00055358i,-0.0001273+0.00068657i,0.00013093+0.00038229i,0.00021611+1.2886e-05i,-0.00014053+0.0001145i,-0.0009773+0.00030627i,-0.00049049-0.00098381i,0.00051738-0.0015486i,2.2413e-05-0.00099995i,-0.00057616-0.001017i
0.00097706+0.0020082i,-0.00017231+0.0020085i,-0.0016466+0.0014006i,-0.0015538+0.00022499i,-0.0010531-0.00024528i,-0.00050533+0.00045588i,-3.9093e-05+0.00050191i,0.00033339-0.0008209i,0.00028135-0.0018073i,0.00035084-0.0024303i,0.00040276-0.0024189i,-0.00067158-0.00094199i,-0.0014195+0.00086437i,-0.0012679+0.00055852i,-0.00086278+0.00044308i,1.5406e-05+0.00070761i,0.00078169+6.343e-05i,0.001036-2.3738e-05i,0.00089293-0.00024261i,0.00035442-0.0002228i,0.00059838+0.00032641i,0.0011237+0.00099374i,0.0010234+0.00071185i
-0.00012115-8.4093e-05i,-0.001463-0.00022743i,-0.0013594-0.00086442i,0.00031704-0.00043379i,0.00070094+0.00032884i,0.00045348+0.00015373i,-5.5491e-05-0.00051003i,-0.00038722-0.00081921i,-0.00083751-0.001208i,-0.0020308-0.0017067i,-0.0020314-0.0012446i,-0.0010602+9.7247e-05i,-0.0004856+0.00042602i,1.979e-06+0.00019914i,-0.00056624-0.00029413i,-0.00062793-0.00097481i,-2.9861e-05-0.0011013i,0.00057082-0.00097061i,0.00076352-0.0012476i,-1.6824e-05-0.001607i,-0.00056966-0.001413i,-0.00040001-0.0010982i,-7.697e-05+0.00042205i
-0.00016966-0.00042058i,0.00010077-0.0011643i,0.00096278-0.00034713i,0.00041999+0.00010869i,-0.0011291-1.9713e-06i,-0.00096279+0.00024915i,-0.00041305+0.00025385i,-0.0010824-0.00016339i,-0.0014692-0.00024518i,-0.00090212-0.00038403i,-0.00019665-9.8675e-05i,-0.00021993+0.00035781i,-0.00070405-0.00022893i,-0.00086168-0.00041058i,-0.00055041+9.0996e-05i,-0.00042045-0.0001369i,-3.2343e-05+0.00011782i,0.00036109+0.0002887i,-2.4811e-05-0.00013341i,-0.00046718+0.00023545i,-0.0006925+0.00071283i,-0.001158+0.00070248i,-0.00055116+0.00055459i
0.00025345+0.0010446i,0.00039254+0.00099185i,0.00011759+0.00014529i,0.00016203-0.001355i,0.0004687-0.0011769i,-0.00057243-0.00043212i,-0.00061359+9.1778e-05i,0.00013741+0.00013739i,0.00012452-0.00062229i,-0.00017569-0.00067286i,-0.00038496+0.00014954i,-0.00089563-9.5974e-05i,-0.0010186-0.00062221i,-0.00096114+2.0057e-05i,-0.00026622+0.00063121i,0.00060066+0.00036538i,0.00050506-0.00046563i,-0.00019708-0.00071284i,-0.0007185-0.00091561i,-0.00077855-0.00082256i,0.00034858-0.00043678i,0.0010234+0.00022117i,2.1905e-05+0.00069568i
-0.0014435-0.0014093i,-0.001162-0.0010841i,-0.0018878-0.00015153i,-0.0017813+0.00097143i,-0.00046176+0.0012862i,0.0007126+0.00061785i,0.0010748-0.00017499i,0.00061223-0.0009082i,0.00063585-0.00065321i,0.0014024-0.00069424i,0.00070189-0.0004581i,0.00028804+0.00067085i,0.00010372+0.00097214i,-0.00011879+0.00082086i,0.00036436+0.00053171i,0.001097-9.3765e-05i,0.00075034+0.00025244i,-0.0004949+0.00072719i,-0.00064111+0.00037623i,-0.00045549+6.527e-05i,-0.0003516-0.00020582i,-0.00011051-0.00042922i,9.2372e-05-0.00033914i
-0.00087078-0.00026429i,-0.0011902-0.0010434i,0.00071462-0.0023259i,0.0014823-0.0022947i,0.00041904-0.00099382i,-0.00057452+7.8683e-06i,-0.00096673+0.00097965i,-0.00065433+0.0013274i,-0.00044338+0.00032568i,1.8426e-05-0.001274i,-0.0001871-0.0015286i,-0.0013906-0.00059664i,-0.0010374-0.0003271i,0.00039836-6.5649e-05i,0.00041149-0.00013029i,-0.00036859-0.00079768i,-0.0005027-0.0010836i,-8.5885e-05-0.00080316i,0.0001576-0.00014464i,-6.9023e-05-0.00067787i,-0.00030674-0.00081619i,-0.00064064-0.00017479i,-0.00031666+0.00020759i
-0.00023526+0.0017607i,0.00029185+0.00235i,0.0012941+0.0028265i,0.0016833+0.0021884i,0.0013354+0.00063339i,0.0012828-0.00087241i,0.001247-0.00098505i,0.00075421-0.0010482i,0.0010083-0.0013325i,0.0010402-0.0016727i,0.0010198-0.0012566i,0.00083227+3.3278e-05i,-0.00027237+0.00042884i,-0.00079476+0.00020828i,-0.00028639+0.00048754i,-0.00029955-8.5356e-06i,-0.00032036-0.00090343i,-0.00020632-0.001252i,-0.00017703-0.0014138i,4.6478e-05-0.00078929i,-0.00043783-0.00012773i,-0.0010191+0.00035576i,-0.0012347+0.00047177i
0.00012859+0.0014176i,0.0008547+0.0012639i,0.00049667+0.0011503i,0.00065569+0.00067947i,0.0016943-0.00029654i,0.0014584-0.00084145i,0.00043199-0.0013451i,6.2818e-05-0.002208i,-0.00053138-0.0021597i,-0.00079033-0.0021522i,-0.00075439-0.0014874i,-0.00035166-0.00043872i,-0.00067187+0.00022671i,-0.0013005+0.00079584i,-0.0011482+0.00093507i,-0.0006082+0.0010754i,0.00069076+0.001302i,0.0010469+0.00064966i,0.00037943-7.1351e-05i,0.00011307+0.00040735i,-0.00037373+0.0004649i,-0.00054957+4.7239e-05i,-0.0003957+0.00027733i
-0.00066034-0.00032501i,-0.00076697-0.00028944i,0.00014623+4.1393e-05i,0.00074334-1.7328e-05i,0.0014256+0.00063592i,0.00023336+0.0016718i,-0.00045986+0.0016154i,0.00039571+0.0011496i,0.00040928+0.0002766i,-0.00017507-0.00084291i,-0.00023359-0.0013189i,9.6977e-05-0.00063438i,-0.00017371+0.00011235i,-0.00066025+0.00046389i,0.00016921+0.00081449i,0.00075511+0.00053063i,-0.00017284-0.00034611i,-0.00027763-0.0010794i,2.2426e-05-0.00099751i,-0.00043845-0.00054318i,-0.00055529-0.00044234i,-0.00048811-0.00038741i,-0.00033256-0.00092313i
-0.0013879+0.00089433i,-0.001544-7.3742e-05i,-0.0011611-4.7765e-05i,-0.00045259+0.00069605i,-0.00014943+0.0010648i,0.00025342+0.0011294i,0.00035917+0.00022197i,-0.00035565-0.00026345i,-0.0014826-0.00018453i,-0.0017952-0.00022792i,-0.00092076-0.00019128i,-0.00014273-1.808e-05i,-0.00041357+0.0002276i,-0.0001221-0.00032492i,0.00091396-4.9465e-05i,0.00062488+0.00029302i,-9.5958e-05-8.5395e-06i,-0.00092147+2.2048e-05i,-0.0012565+0.00034592i,-0.0011818+0.00025205i,-0.00052581+0.00056113i,0.00054809+0.00067435i,0.00068768+0.00081286i
0.0008362-5.1777e-06i,0.0010475+0.00018992i,0.0016652+0.00034218i,0.0015914-0.00030279i,0.001268-0.0011825i,0.00024891-0.001124i,-0.00061288-0.00017417i,-0.00024237+0.00015782i,0.00023453-0.00046254i,0.00075471-0.0010682i,0.00088678-0.0011561i,0.00044266-0.00045323i,-9.974e-05+0.00010602i,-0.00012574+0.00086194i,-1.7944e-05+0.00055717i,0.00018273-0.00063246i,4.7624e-05-0.00084038i,0.00014392-0.00049487i,0.00057387+0.00023104i,0.0003722+6.3244e-05i,0.0002067-0.00015357i,-0.00043125+0.00037537i,-0.0016079+0.00070148i
-0.00044696+7.6975e-05i,-0.00077474+0.00088977i,-0.0013699+0.00071665i,-0.0014008-0.00043658i,-0.0016403-0.0011691i,-0.0011077-0.0011059i,-0.00011278-0.00022652i,0.00017571+0.00044358i,0.00045124-0.00048898i,0.00086383-0.0015199i,0.00037582-0.0012421i,-0.00034435-0.00046987i,-0.00087898-0.00013043i,-0.00099537-0.00073792i,-0.00086687-0.00060537i,-0.00034361-0.00017307i,-2.3279e-05+5.3543e-05i,0.00028457+5.677e-06i,0.0012276-0.00011951i,0.00056899-9.7489e-06i,-0.0010378-0.00037682i,-0.0014919-0.00052331i,-0.00088383-0.0006989i
0.0004042-0.00088229i,0.00053838-0.00011627i,0.00017454-4.9506e-05i,-0.00049947-0.00095576i,-0.00067186-0.0011653i,-0.001049-0.00073659i,-0.001576-5.222e-05i,-0.00094851-0.00025664i,-0.00010139-0.00077129i,-0.00032457-0.0016655i,-0.00063713-0.002286i,-0.00073129-0.0016112i,-0.0005398-0.00066845i,-0.00030038+0.00022313i,-0.00027911+0.00074822i,-0.00037176+0.00032836i,-0.0010387-0.00028581i,-0.00058939-0.00026513i,0.0001531-0.00045066i,6.0195e-05-0.00034739i,-7.7799e-06-0.00049559i,0.00047764-0.0012003i,0.0011181-0.0015562i
-0.00063676+0.00034394i,-0.0013401-0.00097935i,-0.0012247-0.00073407i,-0.0011294-0.0001419i,-0.0013453-4.7272e-05i,-0.0011679+0.00064102i,-0.00078981+0.00067393i,-0.00051469-0.00029308i,-0.00026727-0.00077564i,3.9383e-05-0.00098312i,0.00072323-0.0011384i,0.00072477-0.00088822i,-0.00045031-4.4036e-06i,-0.00091519+0.00028031i,-0.00056188-0.00016574i,-0.00047443-2.1244e-05i,-0.0011597-0.00024638i,-0.0012317-0.0010298i,-0.00091596-0.0010892i,-0.001067-0.0010439i,-0.0010669-0.00077573i,-0.00048515-0.00069302i,0.00019855-0.0001743i
-0.00051917-0.0014573i,-0.0010939-0.001095i,-0.0017126-0.00084588i,-0.001365-0.00043148i,-0.0011876+0.00014006i,-0.00062957+0.00068344i,0.00083861+0.00053281i,0.00050539+0.00026587i,-0.00057232-0.0006144i,-0.0015548-0.00093403i,-0.0021924-0.00032205i,-0.0016828+0.00010881i,-0.0011632+0.00055059i,-0.00053246+0.00037112i,-8.8913e-05-3.4983e-05i,8.5608e-05-0.00035987i,-0.0002463-0.00066091i,-0.00020738-0.00033209i,0.00042412+0.00062216i,-1.9302e-05+0.00014965i,-0.00051478-0.00029173i,-0.00049567+0.00011049i,-0.00048845+0.00020286i
-0.00036009+0.0013176i,0.00043509+0.0021204i,0.0021785+0.0029182i,0.0030047+0.001747i,0.0019697+0.00048111i,0.00069517+0.00024566i,9.5455e-05+0.00039829i,0.00018414+7.7866e-05i,0.00073156-0.0016074i,0.0011136-0.0019054i,0.00092021-0.00022107i,0.00073875+0.00014644i,0.00024874+1.2639e-06i,-0.00036843+0.00044693i,-0.00021942+0.00084573i,0.00027714+0.0010207i,0.0005822+0.00058047i,0.00062657-0.00036296i,0.00088856-0.00053789i,0.001145+8.2229e-05i,0.00053009-0.00012909i,-0.00021908+0.00019705i,-0.0011281+0.00059206i
0.00084147+0.0005515i,0.00088904+0.0010002i,2.7671e-05-0.00027169i,0.00050324-0.00099305i,0.001216-0.00072836i,4.2593e-06-0.00034385i,0.00023445+0.00010051i,0.00047589-1.2864e-06i,-0.00022482-0.00066342i,8.4054e-05-0.0016302i,0.00070215-0.0010774i,0.00070958-0.00031888i,0.0007754-0.00046898i,0.0011139-0.00024379i,0.0009587-0.00058399i,0.00099982-0.00047765i,0.0012456-0.00037174i,0.00090998-0.0010758i,-0.00013434-0.0015921i,-0.00040163-0.00095984i,0.00028669-0.00027272i,0.00073816-0.00066625i,0.00013795-0.00079886i
-0.00029745-0.0015956i,-0.00044802-0.0029446i,-0.00058769-0.0036596i,-1.7237e-05-0.0024592i,-0.00083749-0.0012785i,-0.00061893-0.0013698i,0.00052497-0.0010565i,0.00068543-0.0011964i,0.00071381-0.001944i,0.00022737-0.0018153i,-0.00022824-0.00184i,-0.0002818-0.001622i,-0.00010315-0.00092593i,-0.00041097+0.00029915i,-0.00080452+0.0009747i,-0.00020967+0.0006997i,-0.00054581-0.00014885i,-0.001271-0.00086725i,-0.00097977-0.00093797i,8.6075e-05-0.0012258i,0.00052595-0.001393i,0.00069343-0.00048792i,0.00074879-0.00038818i
-0.00049404+0.00021974i,0.00044449-0.00012438i,0.0015305+0.00042698i,0.0013564+0.0004621i,0.0012125-0.00014188i,0.0013248-0.00057646i,0.0004035-0.00050288i,-0.0013676-0.0011183i,-0.0020842-0.0018976i,-0.0008881-0.0012362i,-0.00073452-0.00016208i,-0.0016681+0.00034828i,-0.0021336-7.8383e-05i,-0.0016655-0.00064162i,-0.00096589-0.00040699i,-0.0011763-0.00031699i,-0.0009856-1.8651e-05i,-0.00013516+0.00030448i,0.00018343-7.5018e-05i,-0.00029237+0.00015712i,-0.00059446-8.5023e-07i,-0.00054094-0.00027399i,-0.0006024+0.00027331i
-0.00014274+0.0010781i,-0.00033113+0.0020544i,-0.00045213+0.0026196i,-0.00057581+0.0011683i,-0.00051521-7.1014e-06i,-0.00092826+2.6502e-05i,-0.0014683+0.00049818i,-0.0010368+0.0011556i,-0.001006+0.00024278i,-0.0015031-0.00068169i,-0.0012767-0.00046597i,-0.0014518-0.00010225i,-0.0012771-0.00026144i,-0.00050509+3.8392e-05i,-0.00019664+0.00095733i,-0.00053624+0.00079772i,-0.00076929+0.00027926i,-0.0009705+0.00074748i,-0.001352+0.00061599i,-0.00086575+5.7514e-05i,-0.00023392-0.0004059i,-0.00071252-0.00046057i,-0.0013908-0.00015675i
0.00059524+0.0014534i,0.00038697+0.0018625i,0.00039001+0.00034874i,0.00070897-0.00083764i,0.00032168-0.00071171i,-8.0714e-05+0.00038867i,0.0006042+0.0018782i,0.0013223+0.0018649i,0.0012164+0.00051386i,0.0012175-0.00081146i,0.0010108-0.00029932i,7.1321e-05+0.00067303i,-0.00023626+0.00035805i,0.00025532-0.00019099i,0.00037822-0.00024412i,0.00052873+0.00045003i,0.00057644+0.0006587i,0.00070034+0.00026891i,0.00022201+0.00068618i,-0.00045882+0.0011177i,-0.0010107+0.00078093i,-0.0011697+0.00045733i,-0.00083626-0.00014895i
-0.00039569-0.0022253i,-0.00062432-0.0030119i,-0.00065196-0.0029497i,-0.00020056-0.0020181i,2.8975e-05+0.00040613i,0.00031497+0.0014542i,0.00085641+0.0010564i,0.0017538+0.0002421i,0.0022723-0.0016121i,0.0012485-0.0024486i,0.0010874-0.0014731i,0.0020698-0.00013362i,0.0018733+0.00058856i,0.00096498+0.00022144i,0.00036541+0.00029666i,-0.00024063+0.0010079i,-0.00021201+0.00067602i,0.00023352+0.00037339i,0.00050603+8.8832e-06i,0.00058752-0.00050378i,-0.00041198-0.00037938i,-0.00082642-0.00056015i,-0.00053948-0.0011554i
-0.00023833+0.00053335i,0.00061521-0.00038087i,0.0013986+6.1371e-05i,0.001229-0.00017075i,0.00043256-0.0013783i,-0.00013881-0.0015736i,-0.00071889-0.0016052i,-0.00071945-0.00194i,-0.0010821-0.0017388i,-0.0017816-0.0025406i,-0.0011272-0.0029964i,-0.00020782-0.0018841i,-0.00054181-0.0012057i,-0.00046128-0.00068029i,-0.00031274-0.00019337i,-0.0001769-0.00032218i,0.0004623-0.00065032i,0.00054767-0.00073524i,-0.00010451-0.00088904i,-0.00045797-0.00096323i,3.2848e-05-0.00057784i,0.00066537-0.00023998i,0.00068218+0.00046998i
0.00089648+0.00067313i,0.0009371+0.0015578i,0.0012653+0.002576i,0.00096438+0.001594i,0.00070648-0.00018267i,-0.00028477-9.2e-05i,-0.00098659+0.0008545i,-0.00080296+0.00032124i,-0.0011179-0.00082607i,-0.001954-0.0015503i,-0.0027883-0.0019611i,-0.0029538-0.0016867i,-0.0027424-0.00095461i,-0.0025592-0.00021043i,-0.0013848+0.00062887i,0.00093511+0.0003299i,0.0014767-0.00072993i,0.00068929-0.0010416i,0.00050137-0.00047723i,0.0011925-0.00017758i,0.0013385-0.00017874i,0.0001127+0.00045527i,-0.00060054+0.00061819i
-0.00039308+0.0010603i,-0.00061589+0.00060807i,0.00016305-0.00055708i,0.00043624-0.00065899i,0.00019869+0.00019996i,3.9645e-06+0.00082692i,-0.00041446+0.00095679i,-0.00084743+0.00098836i,-0.0011044+0.0010828i,-0.000904+0.00092624i,-0.00054936+0.00096843i,-0.0013839+0.00082557i,-0.0019723+0.00070145i,-0.0011927+0.0013284i,-0.00071243+0.0015613i,-0.00053091+0.00057892i,-0.00065355-0.00017596i,-0.00084705+0.00017791i,-0.0010606+0.00052823i,-0.0012859+0.00082857i,-0.00050762+0.00077019i,-0.00018063+0.00047783i,-0.00045717+0.00030571i
0.00032661-0.00023799i,0.0012484-0.0009178i,0.0013295-0.00050089i,0.00082387-6.5807e-05i,0.00092638-5.8265e-05i,0.0003143+0.00012989i,0.00030441-6.5488e-05i,0.0007694+8.3465e-05i,0.0010828+0.00038925i,0.0018271+0.00047901i,0.0012366+0.00064861i,0.00019532+0.0009126i,5.8797e-05+0.00087034i,0.00018087+0.00013259i,-0.00025526+8.4736e-05i,-0.0011099+0.00012272i,-0.00045195+6.2986e-05i,0.00094136+0.00066916i,0.00063456+0.00014612i,-0.00017205-0.00040047i,0.00017183-6.2991e-05i,-7.7477e-05-0.00033665i,-0.00031761-0.00055436i
0.0013845+0.00014815i,0.0017816-0.00072687i,0.0012521-0.0025583i,0.00092631-0.0022905i,0.00068742-0.0010125i,-0.00030833-0.0004527i,-0.00038649-2.6246e-05i,0.00051988-0.00039133i,0.0018299-0.0013269i,0.0024849-0.001618i,0.0022904-0.00089862i,0.0018709-0.00021663i,0.00096459+0.00011456i,0.00027924+0.0011421i,-0.0001515+0.00096614i,-6.7554e-05+0.00031639i,0.00068399+0.00020976i,0.00099495+0.00022448i,0.00027297+0.0002615i,2.1079e-05+0.00032027i,0.00025424-1.801e-05i,0.00058545+2.9425e-05i,0.00088911-6.4836e-06i
-0.00092662-0.0011983i,-0.00089129+9.8953e-05i,-0.00072485+0.0016258i,-0.00092755+0.0020007i,-0.0015744+0.0011933i,-0.0010142+0.00065514i,-0.00013245+0.00035506i,4.8874e-05-0.00068319i,-0.00033933-0.0023049i,-0.00083849-0.0029058i,-0.00083212-0.0029788i,-0.00013657-0.0023759i,-0.00011-0.00061838i,-0.00066554-0.00016927i,-0.00062509-0.00021724i,-7.7836e-05+0.00024454i,0.00034779+0.0001513i,0.00072029-0.0004743i,0.0010122-0.0012718i,0.00082002-0.0011765i,0.00064137-0.00010699i,0.00023708+0.00077284i,-0.00023357+0.0012349i
-0.00094304-0.00026657i,-0.0012091+0.00026612i,-0.0021614-0.00071961i,-0.0015529-0.0013243i,-0.00047999-0.0016269i,-0.0010424-0.0010792i,-0.001047+0.00014466i,-0.0011139-9.4698e-05i,-0.0022227-0.0016861i,-0.0032209-0.0023982i,-0.0034453-0.0021239i,-0.0027415-0.0016336i,-0.0014361-0.00085925i,-0.0005854-0.00034036i,-0.00011684+0.00023595i,0.00018856+0.00029866i,0.00065073-6.6183e-05i,0.0012475+7.5535e-05i,0.00049278-1.9094e-05i,-0.00046976+0.00021293i,-0.0010257+0.00030903i,-0.001396+0.00032329i,-0.001472-0.00014442i
-0.00070686-0.00031192i,-0.0011047-0.00076449i,-0.0012212-0.00091657i,-0.00072155+0.00018086i,0.00043327+0.0015684i,0.0008491+0.0020923i,0.000267+0.0013912i,-0.00015671+0.0005017i,-0.00027779+0.00036768i,-0.0013218+0.00052744i,-0.0023343+0.0008026i,-0.0017444+0.0012198i,-0.00061096+0.0010304i,-6.2041e-05+0.0004918i,0.00046828+0.00033792i,0.00063534+0.00028347i,0.00014899-9.9093e-05i,7.1052e-05-0.00055727i,-0.00024419-0.00056009i,-0.0005728-0.00054091i,-0.00087546-0.0012783i,-0.00069154-0.0014547i,-0.00031901-0.0011224i
0.0012064-0.0012753i,0.0023741-0.0014452i,0.0026526-0.001926i,0.0014818-0.0021138i,0.00060854-0.0027145i,0.00015332-0.001651i,-0.0001901+0.00035893i,0.00052935+0.00047079i,0.0012026+0.0004102i,0.0011744+0.00077182i,0.00096324+0.0016457i,0.00034348+0.0019451i,0.00010036+0.0016374i,0.00065865+0.0015147i,0.00067172+0.00071888i,0.00012692+4.596e-05i,-0.00041574-0.00014813i,-0.0002162-0.00016932i,7.232e-06+2.4533e-05i,0.00017434+0.00033072i,0.00064614+9.7198e-05i,0.00050156-0.00017077i,0.00025884-0.00014852i
-0.0011217+0.0012991i,-8.9687e-05+0.0016096i,-0.00010477+0.0021582i,0.00018584+0.0021794i,0.00068386+0.001386i,0.00096409+0.0011526i,0.001749+0.00018307i,0.0021395-0.0012358i,0.0021355-0.0020142i,0.0025602-0.0021114i,0.0024329-0.0016946i,0.0017723-0.0011317i,0.0012429-0.00056576i,8.0461e-05-0.00023609i,-0.0011515+0.00017414i,-0.0013784+0.00024971i,-0.0008599-0.00026147i,-0.00076121-0.0003917i,-0.00039036-0.00042215i,0.00028921-0.0002916i,0.00040552-0.00028587i,0.00063553-0.00025639i,0.0010059+9.1986e-05i
-0.0004043+4.6532e-05i,-0.0010608+0.00056005i,-0.0019374+0.0022081i,-0.0013323+0.0026425i,0.00062774+0.0020215i,0.0004992-2.9708e-06i,2.6962e-05-0.0018396i,-0.00039376-0.0028564i,-0.00081776-0.0037238i,0.00033252-0.0043233i,0.00054755-0.0043414i,-0.00061531-0.003685i,-0.0020104-0.002473i,-0.0018069-0.0014095i,-0.00015335-3.9884e-05i,0.0012187+0.00093504i,0.0019277+0.00070199i,0.0013328-5.6511e-05i,0.00045035-3.087e-05i,0.00033951+0.0004066i,-0.00078265+7.3311e-05i,-0.0015434-0.00039759i,-0.0014547+7.1039e-05i
-0.0003013-0.0001822i,0.0012122-0.00066796i,0.0015043-0.0018886i,0.00089259-0.0026353i,8.4478e-05-0.0025999i,-0.00048178-0.00179i,-0.0012786-0.00082203i,-0.0026334-0.00066942i,-0.0031699-0.0010722i,-0.0032402-0.0020729i,-0.0030113-0.0031666i,-0.0024471-0.002189i,-0.0018597-0.00050363i,-0.0016442-0.00014711i,-0.0019572-0.00020981i,-0.00081611-0.0003506i,0.00068463-0.00042926i,0.00079436-0.00030002i,0.00030741+0.00060407i,-0.000274+0.00040358i,-0.00057906-0.00092601i,-0.00027203-0.00095933i,-0.00045215-0.0009716i
0.00032416+0.00091443i,0.00092258+0.0014543i,0.0026512+0.0013637i,0.0019569+4.1085e-05i,0.00038174-0.0008366i,-0.00094364-0.000182i,-0.001587+0.0014388i,-0.0019891+0.0022154i,-0.0011907+0.0016782i,-0.00053085+0.0017988i,-0.0014999+0.0019197i,-0.0028515+0.0021191i,-0.0029627+0.0024751i,-0.0024718+0.0022457i,-0.0013925+0.0019294i,-0.00054378+0.0014826i,6.9505e-05+0.00025401i,0.00074336-0.00013961i,0.00063217+0.00016772i,-0.00022873-0.00019057i,-0.00035098-0.00065932i,0.00016293-0.00023845i,0.00013648-0.00026259i
0.00032624-0.0010735i,-0.00094363-0.00073591i,-0.0013289-0.002104i,-0.0016224-0.0018283i,-0.0013269-0.00059213i,-0.00067775+0.0012843i,0.00076044+0.0021493i,0.0021567+0.0020792i,0.0022954+0.0012697i,0.0012496+0.00053235i,-0.00032998+0.0018517i,-0.00052962+0.0022728i,0.00038445+0.0012821i,0.00087241+0.00080357i,0.0011513+0.00062776i,0.0013988+0.00045338i,0.00054611+0.00022818i,-0.00025503+0.00033601i,2.1149e-05+0.00027103i,0.00058874+0.00019765i,0.0013512+0.00055183i,0.0016873+0.00097535i,0.00083306+0.0011873i
-0.0016317-0.00052854i,-0.0017173-0.00054976i,-0.0029898+0.00059833i,-0.0022955+0.0015471i,-0.00049234+0.00049319i,0.0002801-0.00017568i,0.0015135-0.00030187i,0.0029247-0.0010142i,0.0030506-0.0020742i,0.0029398-0.0028607i,0.0022883-0.0024451i,0.0023373-0.0013575i,0.0029047-0.0011226i,0.0019041-0.00087419i,0.00088803+0.00068306i,0.0012711+0.0011124i,0.0013219+0.00055119i,-0.00025109+0.00086704i,-0.0014865+0.00076073i,-0.0012714+0.00038621i,-0.00052129+0.00076067i,-0.00026705+0.0012902i,-0.00077803+0.0013908i
0.00079403+0.0018199i,0.0012109+3.7676e-05i,0.0020079-0.0023215i,0.001548-0.0029677i,0.00034281-0.0018847i,-0.00042054-0.0010361i,-0.00028372-0.00099349i,0.00024481-0.0016962i,0.00077092-0.0034096i,0.00081506-0.0046921i,0.00072648-0.004928i,0.00037411-0.0038291i,0.00047481-0.0025993i,0.0010001-0.0014035i,9.1391e-05-0.0002227i,-0.00030951+0.00028702i,0.0001185-0.00028459i,0.00018517-0.00094064i,0.0001771-0.0013405i,-0.00047101-0.0006285i,-0.00081225+3.461e-05i,-0.0010982-1.0794e-05i,-0.0009332-0.00013635i
0.00102+0.00023902i,0.0027969+0.00067035i,0.0043537+0.00087206i,0.0035178+0.00027522i,0.0014739-3.7333e-05i,-0.00029757-1.2737e-05i,-0.0011915-0.00042521i,-0.0020105-0.001131i,-0.0028407-0.0020182i,-0.0031745-0.0028566i,-0.0029313-0.0031062i,-0.0024233-0.0020944i,-0.0017196-0.00087186i,-0.0019954-0.00064355i,-0.0016678-0.0012924i,-0.0010827-0.0015033i,-0.0018202-0.00090472i,-0.0018173-0.0010182i,-0.00014999-0.0008915i,0.00044624-0.00087988i,0.00037659-0.00091498i,7.4744e-05-0.0006341i,-0.00013582-0.00072129i
-0.0025956+0.0018543i,-0.002347+0.0018975i,-0.0023625+0.0017425i,-0.0024644+0.0016935i,-0.0014691+0.0012642i,-0.00016299+0.0003326i,-0.00029255-0.00087204i,-0.0020677-0.0012924i,-0.0029919-0.00057263i,-0.0028755+0.00021724i,-0.0026525+0.0013135i,-0.0015874+0.0016335i,-0.00092186+0.00064995i,-0.0015901-0.00017859i,-0.0020893+9.1252e-06i,-0.0020054+0.00057178i,-0.0021961+0.00068575i,-0.0015289+0.000946i,-0.00020998+0.0010215i,-4.2172e-05+0.00036688i,7.354e-05-7.9305e-05i,0.00054253+9.3223e-05i,0.00046279+0.00015765i
-0.002379+0.00056683i,-0.0018603+0.00083575i,-0.00094393+0.0021679i,0.00091552+0.0029912i,0.0016603+0.0024648i,0.00051157+0.0011299i,-0.00099718+0.0009282i,-0.00086911+0.0023696i,0.00048631+0.0036548i,0.00094954+0.0033458i,-4.7005e-05+0.0023116i,-0.0012352+0.0015558i,-0.00096325+0.00057375i,0.00044327+0.00071907i,0.00073449+0.0018128i,0.00030204+0.0021027i,1.651e-05+0.0013057i,-0.00016551+0.00044689i,0.00039731+0.00047193i,0.00039973+0.0006001i,-0.00038239+0.00030834i,-5.0015e-05+0.00096623i,0.00073971+0.001312i
