-0.0032627+0.00024933i,-0.0030308+0.0020611i,-0.0033708+0.0034606i,-0.0025498+0.0032164i,-0.0012583+0.0022792i,-0.00066304+0.0013556i,-0.00010948+0.001164i,0.00029954+0.0022364i,3.2766e-05+0.0026652i,-0.00015053+0.0014748i,0.00024473-0.00063506i,0.00092902-0.0017117i,0.00048078-0.001962i,0.00017681-0.0018817i,0.00022271-0.00088018i,-0.0002935-1.2819e-05i,-0.00084915+6.4214e-05i,-0.00101-0.00042992i,-0.00017477-8.892e-05i,4.3163e-05+0.00039697i,-0.00056602+0.00046028i,-0.00079068+6.4173e-05i,-0.00050561-0.00071272i
-0.0058371-0.0016652i,-0.013994-0.0049004i,-0.023531-0.0068565i,-0.027972-0.0030278i,-0.020995+0.0050377i,-0.0076922+0.010207i,0.00012013+0.0088215i,0.0014131+0.0072929i,0.0047152+0.0076673i,0.010077+0.0044815i,0.0097936-0.0018707i,0.0043661-0.0061559i,0.001055-0.0059842i,0.0012262-0.0039127i,0.0017245-0.0017965i,0.0022953-0.0012197i,0.0022778-0.0019123i,0.0013533-0.0028588i,8.654e-05-0.0023965i,-0.00047003-0.00012787i,0.00043847+0.0017091i,0.0012483+0.002144i,0.0017052+0.0025909i
0.0016404-0.0060253i,0.0025902-0.014507i,0.0017719-0.024976i,-0.0052595-0.029954i,-0.015542-0.023187i,-0.019872-0.0083445i,-0.016424+0.0034062i,-0.0115+0.0080094i,-0.0092878+0.0087514i,-0.0075611+0.0070908i,-0.0035592+0.0021251i,-0.00056431-0.0019312i,-0.00049258-0.0024125i,0.00023744-0.0002532i,0.0017149+0.0015261i,0.0026012+0.001125i,0.0033676-0.00056704i,0.0031649-0.001397i,0.0024121-0.00079895i,0.0018756+8.932e-05i,0.00089394+0.00082071i,-7.988e-05+0.0012394i,-0.00011218+0.0012436i
0.014294+0.0055904i,0.024725+0.0022111i,0.038313-0.0062241i,0.040087-0.022049i,0.025094-0.034992i,0.0018506-0.034227i,-0.010947-0.02087i,-0.011772-0.0093449i,-0.012316-0.0042702i,-0.014129-0.00088146i,-0.012027+0.0026272i,-0.0061805+0.0046201i,-0.0033468+0.0056887i,-0.0025576+0.005815i,-0.00052508+0.0041451i,0.00077708+0.0018314i,0.00098142+0.00052481i,0.0012182+0.00066802i,0.0014726+0.00079535i,0.00030094+3.8565e-05i,-0.0015108-0.0011833i,-0.0027731-0.0016566i,-0.0025805-0.0014252i
-0.00083704+0.008196i,0.00043796+0.014754i,0.0086226+0.022157i,0.026987+0.023464i,0.041254+0.010789i,0.037147-0.0078157i,0.020903-0.015501i,0.0073771-0.012447i,0.00055896-0.0077787i,-0.0055922-0.0036734i,-0.0099874+0.0018457i,-0.0084945+0.0058314i,-0.0047134+0.0053486i,-0.0021184+0.0030014i,-0.0016091+0.0015256i,-0.0019246+0.0012015i,-0.0013772+0.0010057i,-0.00084568+0.00069567i,-0.00065884+0.00045957i,-0.00053838-0.00075206i,-0.0010668-0.0012551i,-0.0014581-0.0018967i,-0.00078605-0.0021233i
-0.0056331+0.0014884i,-0.010515+0.0047686i,-0.013554+0.015371i,-0.010295+0.032965i,0.003884+0.042728i,0.020219+0.034229i,0.023514+0.01626i,0.01741+0.0040894i,0.011703+0.00067791i,0.0068367-0.00046239i,0.0010577-0.00022213i,-0.0030434+0.0012617i,-0.0034421+0.0010754i,-0.0019411-0.00015456i,-0.0012071-0.00065266i,-0.0020494-0.00048799i,-0.0022866+0.00081045i,-0.0017112+0.00061623i,-0.0015156-0.0008638i,-0.00077876-0.00083749i,0.0002177-3.5831e-06i,0.0014129+1.6441e-06i,0.0024806-0.00053452i
0.0026678-0.0014419i,0.0012848-0.0078257i,-0.0099342-0.009645i,-0.031451-0.0026508i,-0.04264+0.013311i,-0.031843+0.027924i,-0.011403+0.029287i,0.0033843+0.019797i,0.0099968+0.010089i,0.013024+0.004134i,0.011425-0.0004033i,0.0062894-0.0032882i,0.0026435-0.0035819i,0.0013922-0.0027559i,0.00064404-0.0015008i,0.00058366-0.00091542i,0.0002953-0.0013345i,0.00057435-0.0018114i,0.00067024-0.0014873i,-0.00045091+0.00029544i,0.00026257+0.0025549i,0.002442+0.0024654i,0.0031383+0.0017914i
0.0055356-0.00028696i,0.0076685-0.0050006i,0.0040172-0.018038i,-0.010343-0.037175i,-0.030395-0.042221i,-0.04271-0.022445i,-0.035209+0.001471i,-0.016543+0.01067i,-0.0022693+0.0076082i,0.0060664+0.0024586i,0.010507-0.00039558i,0.0094877-0.0023387i,0.0055528-0.0024389i,0.0026363-0.0018118i,0.0018818-0.0015108i,0.002084-0.0011119i,0.0025534-0.0012809i,0.0024656-0.00071953i,0.0020929+0.00056251i,0.0017952+0.0021589i,0.0012412+0.002846i,0.0014766+0.0029603i,0.0015165+0.0029322i
-0.0011431+0.0034594i,0.0036591+0.0064366i,0.015999+0.00037121i,0.033668-0.019537i,0.03515-0.042275i,0.012387-0.049098i,-0.012084-0.034127i,-0.01757-0.013807i,-0.010829-0.0033441i,-0.0049335-0.00069881i,-0.001077+0.00066957i,0.00088571+0.0011415i,0.00053142-0.00041434i,0.00035478-0.0014349i,0.00086161-0.00093538i,0.0018508-0.0006718i,0.0024539-0.00061762i,0.0025949+0.00064254i,0.0023487+0.001713i,0.0014494+0.0012805i,0.00014559+0.00012156i,-0.00054754-0.00037533i,-0.00026408+0.00049234i
-0.0013646-0.00080368i,-0.0034638+0.0025189i,0.0061805+0.011985i,0.030355+0.023386i,0.051635+0.018348i,0.050289-0.0055141i,0.026792-0.022679i,0.0039495-0.018901i,-0.0054797-0.0080734i,-0.0081573-0.00263i,-0.0090509-0.00095527i,-0.0075299-0.00042877i,-0.0041376+0.00063737i,-0.00072986+0.0019482i,0.00087707+0.0018793i,5.8164e-05+0.00082337i,-0.00056555+0.00016911i,-0.00084328+0.00076996i,-0.0011139+0.00056972i,-0.00035649-0.00072237i,-0.00082032-0.0014353i,-0.0018896-0.0012349i,-0.0023066-0.0002359i
0.0008801-0.00017169i,-0.0016115-0.00129i,-0.0088195+0.010364i,-0.013776+0.036232i,-0.0031699+0.054543i,0.018663+0.044921i,0.028245+0.017176i,0.017098-0.00099729i,0.00084186-0.0020114i,-0.0077592+0.00034848i,-0.0091598-0.00033788i,-0.0069713-0.0007057i,-0.0039322+0.00031133i,-0.0016327+0.0028137i,0.00022607+0.0043964i,-0.00048702+0.0034901i,-0.0027352+0.0029315i,-0.0032582+0.0016617i,-0.0019726-0.0010037i,-0.00083549-0.0020168i,-0.00071156-0.0015908i,-0.0012217-0.0012773i,-0.001528-0.00018053i
0.0024022+0.0011799i,0.0016559-0.00036532i,-0.010571-0.0036116i,-0.036166-0.0016748i,-0.051212+0.012079i,-0.035215+0.030689i,-0.0055442+0.03343i,0.0083586+0.018751i,0.0052009+0.0066773i,-2.5672e-05+0.003474i,-0.0019171+0.002178i,-0.00082585+0.00089282i,0.00067223+0.00026441i,-0.00015538+0.00094778i,-0.00073157+0.0021206i,-0.0014681+0.0019386i,-0.0021921+0.00078275i,-0.00095988-0.00061445i,0.00048693-0.0020924i,0.00098315-0.0012697i,0.00081174+0.0001067i,0.00063972-0.00060011i,0.0011073-0.0018698i
-0.001718+0.00068859i,-0.0010556-0.00031951i,-0.0010465-0.013371i,-0.0075749-0.037837i,-0.023684-0.046471i,-0.037105-0.023102i,-0.030159+0.0083519i,-0.0092775+0.017584i,0.004731+0.0095631i,0.0080589+0.003577i,0.0067106+0.002088i,0.0041717+0.0012216i,0.0025049-0.0012635i,0.0013648-0.0033945i,0.00107-0.0028285i,0.0013536-0.0014063i,0.0017742-0.0011297i,0.0013534-0.00024741i,0.0017124+0.00085266i,0.0030562+0.0010414i,0.003867+0.001426i,0.0040641+0.0013847i,0.0034482+0.00016282i
-0.0019644-0.0013261i,-0.0012292+0.0004163i,0.010653-0.0011197i,0.034121-0.013807i,0.040184-0.031658i,0.012929-0.038825i,-0.015746-0.023456i,-0.015691-0.00052566i,0.0011843+0.0072815i,0.011206+0.0033121i,0.010347+0.00056784i,0.0065711+0.00012018i,0.0044979-0.00052439i,0.0032021-0.0023692i,0.0017986-0.0035957i,0.0018259-0.0026109i,0.0020632-0.001164i,0.001992-0.00072094i,0.0021436+0.00059513i,0.0016656+0.00253i,0.0010307+0.0037058i,0.0013074+0.0036588i,0.0019668+0.0022911i
-0.0024026-8.4373e-05i,0.00047623+0.0017226i,0.0089738+0.012006i,0.027074+0.027492i,0.041825+0.025843i,0.036549-0.0027464i,0.012876-0.023961i,-0.0059826-0.015775i,-0.0044366-0.00013298i,0.0040201+0.0033096i,0.0046777-0.00051406i,0.00065598-0.0033542i,-0.0014267-0.0020746i,-0.00037155-0.00048751i,0.00097976-0.00047604i,0.00071743-0.00087784i,0.0008702-0.0010591i,0.00066052-0.00027931i,-0.00036907+0.0010389i,-0.00070188+0.0010297i,-0.00091643+0.00066513i,-0.0018382+0.0012839i,-0.0013156+0.002026i
0.0030338-0.00049424i,0.00093305-0.0015415i,-0.0065702+0.0059133i,-0.017813+0.024995i,-0.014374+0.03664i,0.0089244+0.025325i,0.02195+0.00081649i,0.009904-0.013132i,-0.0043114-0.0092066i,-0.0078799-0.0020505i,-0.0066013-0.00056693i,-0.004843-0.00074984i,-0.0042408+0.001106i,-0.0031601+0.0035503i,-0.0016598+0.0041041i,-0.0016283+0.0022979i,-0.0019682+0.00011426i,-0.0015747-0.0011588i,-0.00019626-0.0012361i,0.00057262-0.001163i,-0.0003736-0.0019168i,-0.0025372-0.0022911i,-0.0038752-0.0012864i
-0.0015069+0.0025482i,-0.0019326+0.0031632i,-0.011692-0.00031027i,-0.030051-0.0061432i,-0.035208-0.0019285i,-0.01564+0.014235i,0.0090749+0.018299i,0.013996+0.0036931i,0.0011156-0.0089717i,-0.010658-0.0092596i,-0.011889-0.0033475i,-0.0064499+0.00059646i,-0.0036679+0.00093714i,-0.0038256+0.00157i,-0.002292+0.002753i,-0.00016987+0.0017859i,0.00019261+0.00011761i,9.8725e-05-0.00061507i,0.00017256-0.0011784i,0.00027442-0.0018496i,0.00098302-0.0027779i,0.00089676-0.0032788i,-0.00048381-0.0025086i
-0.00018262-0.0019981i,-0.00022191-0.0026781i,0.0018042-0.010775i,0.0042635-0.029106i,-0.00081265-0.032969i,-0.012515-0.0093054i,-0.01108+0.014179i,0.0019917+0.014497i,0.0047242+0.00098216i,-0.0019691-0.0065798i,-0.0046786-0.0032385i,-0.002277+0.0018585i,0.00074638+0.0026807i,0.0018116+0.0022169i,0.0019741+0.0017381i,0.0018617+0.0013314i,0.0018714+0.00089935i,0.00098726-0.00039873i,0.0001126-0.00080195i,0.0010042-0.00011164i,0.0026889+0.00027652i,0.0039657-9.1506e-06i,0.0043572-0.000383i
-0.00049223+0.0022365i,-0.00062114+0.0012753i,0.007478-0.0010691i,0.02505-0.002907i,0.027394-0.0061036i,0.0030468-0.0099809i,-0.01834-0.0022501i,-0.014545+0.012442i,-0.00057939+0.014715i,0.0057714+0.0080154i,0.0049862+0.0038898i,0.0034122+0.0028795i,0.0035982+0.0018159i,0.0041822-0.00065029i,0.003791-0.0021635i,0.0032428-0.0014486i,0.002836+0.00023139i,0.0019375+0.0013808i,0.0011806+0.0017649i,0.00058822+0.0016827i,0.00083445+0.0012782i,0.0023382+0.0020403i,0.0035359+0.002535i
0.00059986+0.00023893i,0.00039471-0.0011151i,0.0053526+0.0039993i,0.011574+0.018634i,0.011167+0.018489i,0.0039042-0.0033274i,-0.0082797-0.015333i,-0.015608-0.0028945i,-0.0080523+0.012206i,0.0030004+0.0136i,0.0061305+0.0066985i,0.0041175+0.0001526i,0.0034733-0.0015039i,0.0047133-0.0010154i,0.0026385-0.0021909i,-0.00064986-0.002622i,-0.00064541-0.0013094i,-0.000178+0.00052804i,-0.00037455+0.0015743i,-0.00073048+0.001692i,-0.0015135+0.0018413i,-0.0018806+0.0023723i,-0.00082022+0.0019692i
-0.0019247-0.0023246i,0.0010526-0.0032158i,0.00050154+0.0029833i,-0.010331+0.011904i,-0.01179+0.0089723i,0.0031845-0.0030629i,0.0083261-0.013246i,-0.0015114-0.013128i,-0.0067217-0.0025744i,-0.001476+0.0050798i,0.0033928+0.003057i,0.0024318-0.0021552i,0.00025043-0.0043585i,-0.00032654-0.0036793i,-0.00052456-0.0029788i,-0.0012576-0.0026101i,-0.0015634-0.0020234i,-0.0017109-0.0014033i,-0.0012395-0.00053737i,-0.00066754+0.00028502i,-0.00022985+0.00040706i,-0.00070862+6.8205e-05i,-0.0023093+0.00010527i
0.0013285-0.002228i,0.0027613+0.0023606i,-0.0042042+0.0050386i,-0.013609-0.0045634i,-0.0087839-0.0098035i,0.0066338-0.0009178i,0.016035+0.0019181i,0.013921-0.0049805i,0.0057059-0.0083347i,0.00028874-0.0055423i,-0.00096663-0.0035636i,-0.0015554-0.0036603i,-0.0014741-0.0030382i,-0.0016617-0.0015095i,-0.0022954-0.00043255i,-0.0016719+4.5259e-05i,-0.00078818-0.00016291i,-0.00036709-0.0020055i,0.00013428-0.0025947i,0.0011716-0.0020506i,0.0016839-0.0012977i,0.00053551-0.0015775i,-0.0015071-0.0023432i
0.00068292+0.0082674i,-0.002283+0.01197i,-0.0061516+0.0063882i,0.0019581-0.0061786i,0.012459-0.0054787i,0.0080574+0.0068191i,0.0050976+0.012613i,0.011251+0.0076271i,0.01243-0.00041326i,0.0061023-0.0049995i,-0.00015469-0.0028955i,-0.0026446+0.00054721i,-0.004427+0.0010984i,-0.0052775+0.0010837i,-0.0031297+0.0013903i,0.00042693+0.00094146i,0.0025368+0.001164i,0.0032719+0.00069175i,0.0029457+5.4663e-05i,0.0017698+0.00079117i,0.0011439+0.0012286i,0.0011064-1.7701e-05i,0.0010148-0.001307i
-0.0031838+0.0032544i,-0.010359-0.0024345i,-0.0049982-0.011618i,0.0086051-0.0086919i,0.0072438+0.0031344i,-0.0065051+0.0073766i,-0.010468+0.0083257i,-0.0020216+0.010435i,0.0044098+0.0069553i,0.001528+0.00025383i,-0.0029704-0.00072348i,-0.0035204+0.001654i,-0.0028717+0.0017554i,-0.0022745+0.0024414i,0.00025927+0.0041564i,0.0022844+0.0045054i,0.0020634+0.0038423i,0.0012253+0.0031594i,0.00076249+0.0023671i,0.00024105+0.00098155i,-0.00012624-4.6928e-05i,0.0013603+0.00044376i,0.0027922+0.001271i
-0.0070483-0.0050124i,-0.0010697-0.013339i,0.01114-0.010327i,0.012054+0.0047426i,-0.0013798+0.0082252i,-0.010015-0.0016491i,-0.011419-0.0043665i,-0.01152+0.0018211i,-0.0090177+0.0046675i,-0.0061346+0.00094096i,-0.004874-0.0021565i,-0.0027468-0.0016771i,0.00052922-0.00075952i,0.0014947-0.00077322i,0.0014816-0.00028637i,0.0011783-0.00024763i,-0.00021105-0.00080174i,-0.00088085-0.00024986i,-0.0012009+0.00015515i,-0.001343-0.00064837i,-0.00059855-0.0011944i,0.00077647+0.00020866i,0.0012508+0.0025135i
0.0092768-0.0072442i,0.022706-0.0049265i,0.02527+0.0084222i,0.009174+0.011012i,-0.001215-0.0036964i,-0.0017746-0.012802i,-0.0054843-0.0095289i,-0.010427-0.004333i,-0.011526-0.0020972i,-0.0078127-0.0013577i,-0.0018703-0.002294i,0.002764-0.0028194i,0.0047573-0.0018178i,0.0051338-0.00092544i,0.0031171-0.00099444i,-0.00033656-0.00090242i,-0.0025529-0.0012006i,-0.0032898-0.0023315i,-0.0022675-0.0022901i,-0.0003548-0.00095989i,0.00033289+0.00024611i,-0.00018059+0.0010626i,-0.00091754+0.00076103i
0.011607+0.012463i,0.010699+0.028436i,-0.0041228+0.033335i,-0.010336+0.015179i,0.0032307-0.0033101i,0.010564-0.0069908i,0.0045782-0.0063103i,-0.00050398-0.0064916i,-0.0010465-0.0026315i,0.00056872+0.0026347i,0.0027898+0.0042788i,0.0017652+0.0028803i,-0.00030457+0.0020961i,0.0010582-0.00014987i,0.0014641-0.0042371i,-0.00096406-0.0061981i,-0.0010654-0.0051655i,0.0014703-0.0034347i,0.0029525-0.0010785i,0.0025522+0.0017472i,0.0015004+0.0022114i,-0.000896-0.00019744i,-0.0025133-0.002128i
-0.014434+0.011669i,-0.03534+0.012862i,-0.043932-0.0011136i,-0.024018-0.011285i,-0.00028478-0.0042528i,0.0085561+0.00085222i,0.0076175-0.0030215i,0.0064406-0.0025473i,0.0077297+0.0046942i,0.0075581+0.010429i,0.0039831+0.010952i,-0.00030876+0.0075051i,-0.0031161+0.0040061i,-0.0021636+0.0020378i,-6.9464e-06-0.00047368i,0.001128-0.0011972i,0.0026648+0.00065694i,0.0032+0.0028208i,0.0028465+0.0038148i,0.0026561+0.0037917i,0.0027161+0.0022141i,0.0030793-0.0011701i,0.0027385-0.0030268i
-0.012621-0.014826i,-0.018098-0.038974i,-0.0057675-0.053067i,0.0075677-0.033919i,0.00699-0.0051747i,0.005341+0.0051227i,0.0079456+0.0033241i,0.0096145+0.0034208i,0.0094329+0.0073439i,0.0072279+0.008367i,0.0023566+0.0047479i,-0.0018884+0.0018762i,-0.0034524+0.00041745i,-0.003787+0.0003434i,-0.0023164+0.001928i,0.00046498+0.0039398i,0.0021371+0.0038764i,0.0016119+0.0027954i,0.00027345+0.0027038i,-0.00016774+0.0015135i,0.0012396+0.00079458i,0.0039103+0.0023024i,0.0049869+0.0029475i
0.012108-0.020313i,0.037473-0.027684i,0.056108-0.016528i,0.042935+0.0013446i,0.015341+0.0082465i,0.0021505+0.010701i,0.0017725+0.012642i,0.0028524+0.0093867i,0.0016891+0.0026094i,0.0020814-0.0043847i,0.0032202-0.008521i,0.0039285-0.007303i,0.0045904-0.0042115i,0.0022126-0.00071357i,-0.00091701+0.0045645i,-0.0006947+0.0076872i,-0.0010396+0.0060587i,-0.0030078+0.0020042i,-0.003091-0.0013972i,-0.0022409-0.002561i,-0.0013622-0.00079812i,-0.0004104+0.0024977i,0.00069742+0.0046375i
0.023998+0.015604i,0.038494+0.042648i,0.033295+0.064931i,0.014056+0.053102i,-0.0018895+0.022962i,-0.011534+0.0090112i,-0.014174+0.0087719i,-0.010823+0.0047622i,-0.0069128-0.0058664i,-0.0036466-0.013822i,0.001268-0.013346i,0.0056789-0.0078014i,0.0063722-0.0030854i,0.0029026-0.0013947i,-0.001487-0.00047033i,-0.003974-0.0014572i,-0.0045245-0.004002i,-0.0031082-0.0047387i,-0.00047-0.0049559i,0.00082305-0.0041069i,-0.0010469-0.0023046i,-0.0041179-0.00028317i,-0.0050457+0.0019528i
-0.013289+0.027992i,-0.040879+0.048604i,-0.064677+0.04616i,-0.05804+0.021096i,-0.031911-0.0021561i,-0.019518-0.013614i,-0.019529-0.0121i,-0.015605-0.0066242i,-0.0079798-0.0071487i,-0.0054827-0.0090852i,-0.0051277-0.0059781i,-0.0026932-0.0011299i,0.00022419+0.0003518i,0.003726-0.0018894i,0.0051006-0.0049861i,0.0024738-0.0068912i,0.00058219-0.00612i,0.00039669-0.003014i,0.0014881-0.00068045i,0.0025419-0.00090858i,0.001658-0.0037227i,-0.00076415-0.0060346i,-0.0016626-0.0062235i
-0.032272-0.010463i,-0.059227-0.038065i,-0.06208-0.062731i,-0.034968-0.058778i,-0.0048904-0.03846i,0.0083208-0.02979i,0.003927-0.024876i,-0.0028797-0.012486i,-0.0027458+0.00031421i,-0.0041173+0.0069976i,-0.0094919+0.0081197i,-0.011783+0.0054566i,-0.0079135+0.0030708i,-0.00089465+0.00058313i,0.0047781-0.0034291i,0.005539-0.0053247i,0.0044102-0.0037924i,0.0039788-0.00016521i,0.0020302+0.0043259i,0.00067953+0.0061765i,0.0022812+0.0040784i,0.0049041-0.00018658i,0.0054224-0.002447i
0.01074-0.03807i,0.034971-0.070714i,0.060005-0.080676i,0.060296-0.05604i,0.044377-0.024294i,0.035965-0.0061565i,0.028476-0.0038122i,0.015443-0.0019314i,0.0065706+0.0083102i,0.0014186+0.017162i,-0.004449+0.014056i,-0.007796+0.0046023i,-0.0084257-6.2466e-05i,-0.0044937-8.7544e-05i,0.0010524+0.00054157i,0.0037297+0.0026036i,0.0041722+0.005058i,0.0016536+0.0053654i,-0.0022373+0.0049799i,-0.003203+0.0053085i,-0.00035119+0.0067136i,0.0030325+0.0069908i,0.004426+0.0052406i
0.039908+0.0060502i,0.078159+0.028346i,0.094913+0.050835i,0.072347+0.05343i,0.038881+0.045472i,0.019469+0.039033i,0.014539+0.028299i,0.012115+0.016616i,0.0074362+0.013305i,0.0062807+0.014006i,0.0075627+0.0099146i,0.005928+0.0031766i,0.0006077+0.00053385i,-0.0058222+0.0019947i,-0.0091417+0.0046596i,-0.0079856+0.0069452i,-0.0046215+0.0053745i,-0.001832-0.00033656i,-0.0017461-0.0031163i,-0.0022965-0.00093283i,-0.0021794+0.003486i,-0.0022322+0.0076356i,-0.0018011+0.0077177i
-0.0042262+0.041966i,-0.022116+0.086842i,-0.043549+0.11238i,-0.047965+0.093863i,-0.041534+0.05683i,-0.035762+0.033526i,-0.024026+0.024851i,-0.0083839+0.016708i,0.0010662+0.0045137i,0.0070819-0.0037308i,0.012685-0.0038123i,0.013577-0.0012723i,0.0085675-0.00066342i,0.00067469-0.0019088i,-0.0046634-0.0014619i,-0.0045115+0.00018435i,-0.0025623+0.00010109i,-8.4907e-05-0.00058271i,0.0021749-0.0017395i,0.0021162-0.0035124i,9.2339e-05-0.0046037i,-0.00345-0.003698i,-0.0059525-0.0018991i
-0.045599+8.6646e-06i,-0.093073-0.012039i,-0.12154-0.026863i,-0.10292-0.030887i,-0.065677-0.031263i,-0.043519-0.029705i,-0.031354-0.016894i,-0.018269-0.0057417i,-0.0051867-0.0088683i,0.0020409-0.015638i,0.0034396-0.013349i,0.0035383-0.0047871i,0.0055561+0.00033802i,0.006295+7.46e-05i,0.0050067-0.0017965i,0.0027128-0.0039743i,-6.8892e-05-0.0055092i,-0.0013935-0.0042207i,0.00095682-0.0025626i,0.0050003-0.0032195i,0.0061143-0.0059864i,0.0044964-0.0086157i,0.0018813-0.0079393i
-0.0065682-0.045701i,-0.0025238-0.095514i,0.0050638-0.1282i,0.010072-0.11573i,0.017307-0.078629i,0.019028-0.05202i,0.005643-0.035238i,-0.0056066-0.021486i,-0.0061259-0.014831i,-0.0062765-0.013396i,-0.0089328-0.01029i,-0.0083551-0.0040925i,-0.0015943+0.00078244i,0.0075496+0.0014749i,0.013097-0.0011538i,0.013354-0.0054519i,0.0098175-0.0054482i,0.0045173-0.0017963i,0.0015765+0.0013917i,0.0021636+0.0025913i,0.0042629+7.3579e-05i,0.0059321-0.0029887i,0.0051444-0.0045462i
0.046256-0.0093066i,0.10008-0.01365i,0.13817-0.013159i,0.13014-0.010571i,0.093279-0.0036259i,0.061505+0.00074424i,0.036115-0.0052429i,0.014311-0.0084701i,0.00045444-0.002728i,-0.0088317+0.0031759i,-0.013711+0.0046147i,-0.011862+0.0029376i,-0.007877+0.0025551i,-0.0011665+0.0042802i,0.0062052+0.0043096i,0.0065047+0.0025699i,0.0037399+0.0010446i,0.0015434-0.0013051i,-0.0011482-0.0012434i,-0.0034118+0.0026604i,-0.0027703+0.0059557i,0.00063239+0.0064713i,0.0039947+0.005082i
0.01478+0.047879i,0.029654+0.10186i,0.038396+0.13897i,0.034456+0.1282i,0.021101+0.087706i,0.0086403+0.053965i,0.0089195+0.031097i,0.011068+0.016733i,0.0064025+0.01378i,-0.00069925+0.015859i,-0.0030258+0.012997i,-0.0023684+0.0042099i,-0.0052606-0.0024905i,-0.0085184-0.0027426i,-0.0083056-0.0014858i,-0.006285-0.00013605i,-0.0021401+0.0023287i,0.0014365+0.0025216i,-0.0004679+0.0014717i,-0.0056302+0.001588i,-0.0087354+0.0035572i,-0.0079679+0.0063981i,-0.0048978+0.0069078i
-0.04402+0.016376i,-0.099002+0.037012i,-0.13252+0.053614i,-0.11654+0.052983i,-0.081501+0.038986i,-0.052731+0.022817i,-0.027294+0.018098i,-0.0082356+0.020495i,0.0014426+0.020188i,0.008006+0.014982i,0.011221+0.007299i,0.0088243+0.0010929i,0.0037733-0.0036099i,-0.0029918-0.0063399i,-0.0090492-0.0042546i,-0.011648+0.0012299i,-0.01034+0.0053057i,-0.0065465+0.0045706i,-0.0021968+0.0014091i,0.00052366-0.00021762i,-0.00021234-0.00055098i,-0.0029485+0.00042388i,-0.0044254+0.0017414i
-0.020477-0.042554i,-0.048077-0.092106i,-0.073824-0.11994i,-0.075848-0.10146i,-0.054135-0.068166i,-0.031017-0.042197i,-0.02274-0.017772i,-0.017719+0.00036569i,-0.0055539+0.0051926i,0.0099627+0.00081776i,0.016997-0.0061262i,0.01303-0.0068107i,0.0082467-0.0027079i,0.0051341-0.0031618i,-9.2965e-05-0.0055808i,-0.0029392-0.0052168i,-0.0025369-0.0029003i,-0.001692+0.00082155i,0.0012123+0.0035045i,0.0048656+0.0025936i,0.0059379-0.00014515i,0.0041172-0.0030585i,0.00121-0.0041479i
0.040399-0.0241i,0.085115-0.060058i,0.10907-0.096478i,0.08906-0.10029i,0.058792-0.071243i,0.033859-0.040105i,0.0098495-0.022915i,-0.0038791-0.016547i,-0.005586-0.014465i,-0.0014263-0.012903i,0.001386-0.010309i,0.00076563-0.0043021i,0.0028487+0.0039166i,0.0077761+0.0070195i,0.010579+0.0055671i,0.01008+0.0017864i,0.0055005-0.003051i,-2.3556e-06-0.0048471i,-0.00078882-0.0031463i,0.0029462-0.0009387i,0.0070312-0.00020499i,0.008399-0.0014758i,0.0076388-0.0036495i
0.027917+0.033448i,0.066629+0.071768i,0.10805+0.093508i,0.11007+0.07481i,0.072028+0.042853i,0.036564+0.021952i,0.01826+0.0033976i,0.0094013-0.011155i,0.00030515-0.016994i,-0.01242-0.014864i,-0.019906-0.0067975i,-0.016633+0.0014345i,-0.0087821+0.0064779i,-0.00015454+0.0080279i,0.0070885+0.0068781i,0.011111+0.0019007i,0.012384-0.0044843i,0.011119-0.0077345i,0.0061692-0.0070723i,-0.00027346-0.0037569i,-0.0021514-0.0010662i,8.5403e-05+0.0010031i,0.0025434+0.0021822i
-0.027976+0.032456i,-0.054769+0.076151i,-0.066462+0.11529i,-0.044727+0.10835i,-0.01811+0.063904i,-0.010712+0.026401i,-0.0031936+0.0088398i,0.0069101+0.0039237i,0.0061232+0.00063011i,-0.0066282-0.001196i,-0.018101+0.0027167i,-0.016718+0.005304i,-0.011067+0.0013403i,-0.005891-0.00071015i,4.9174e-05+0.0020086i,0.0029191+0.0049007i,0.0033966+0.0062838i,0.0042336+0.0048645i,0.0033412+0.00070778i,0.00028128-0.0031842i,-0.0027679-0.0044207i,-0.0037863-0.0019661i,-0.0030494+0.0016458i
-0.035109-0.02437i,-0.082733-0.040805i,-0.12149-0.043528i,-0.10966-0.022643i,-0.059176-0.0049992i,-0.021177-0.0068812i,-0.0064004-0.00019021i,0.00030605+0.0143i,0.005955+0.020744i,0.0080436+0.018309i,0.0066439+0.011568i,0.005314+0.0031283i,0.0032398-0.0048408i,-0.002105-0.0085567i,-0.0076137-0.0068472i,-0.010577-0.0027213i,-0.0084455+0.0022974i,-0.0036224+0.0063244i,-0.00099157+0.0064421i,0.00028456+0.0041562i,-0.00067338+0.0010614i,-0.0034905-0.001332i,-0.0053388-0.0010478i
0.015504-0.034751i,0.021703-0.088285i,0.017273-0.1277i,0.0043207-0.10845i,-0.0020749-0.054403i,0.0067415-0.014684i,0.0047597+0.001674i,-0.0055849+0.011234i,-0.0017898+0.020357i,0.015258+0.021813i,0.027661+0.011846i,0.024336-2.1631e-05i,0.013704-0.0049473i,0.0048045-0.0060017i,-0.0024387-0.0061911i,-0.0085106-0.0032916i,-0.013302+0.0017591i,-0.013965+0.0063242i,-0.0097736+0.0091016i,-0.0036256+0.010002i,0.00076998+0.0083163i,0.0020043+0.0039387i,0.0014957-0.00034186i
