1.8501e-05-0.0010171i,-0.00059494-0.00070937i,-0.00076329+0.0010237i,-0.00053613+0.0013272i,-0.00024738+0.0017339i,-0.00039909+0.0016072i,-0.00038283+0.00077131i,0.00048884+0.0013331i,0.0013519+0.0011238i,0.0016933-0.00017154i,0.0010582-0.00077827i,-0.00021973-0.00072194i,-5.3654e-05-0.00037622i,0.00033724+0.00046238i,-0.00021884+0.00082714i,-0.00030905+0.00038246i,-0.00035194-0.00022426i,-0.00062974-0.00037307i,0.00039374-0.00012349i,0.00090368+0.00014126i,-0.00016605+0.00025146i,-0.0004283-0.00012235i,-0.00018744+1.0758e-05i
-0.41043+0.068053i,-0.64183-0.042704i,-0.70697-0.20126i,-0.56825-0.28481i,-0.35517-0.27132i,-0.19803-0.22114i,-0.13356-0.16908i,-0.11645-0.103i,-0.078338-0.043163i,-0.036046-0.016713i,-0.020588+0.0095293i,0.0018379+0.037597i,0.029694+0.03542i,0.03529+0.014945i,0.02061+0.0010192i,0.0037759-0.0026028i,-0.0064612-0.0041354i,-0.013506-0.0014732i,-0.008432+0.0068799i,0.0076531+0.0043458i,0.015811-0.011045i,0.012336-0.021484i,0.0058905-0.019317i
0.1325-0.00046293i,0.40947+0.09046i,0.61845+0.13316i,0.57453+0.084453i,0.35859+0.040726i,0.16387+0.072061i,0.089321+0.11263i,0.088058+0.084508i,0.074582+0.033516i,0.05655+0.012716i,0.043898-0.010026i,0.0090504-0.026985i,-0.02316-0.015319i,-0.028965+0.00071539i,-0.015498+0.0087096i,0.0019798+0.0070476i,0.0087273+0.0013676i,0.0091125-0.0029542i,0.0052872-0.0087835i,-0.0025559-0.0066709i,-0.0061237+0.0019051i,-0.0054787+0.0051849i,-0.0020869+0.0012336i
0.0092698-0.25007i,-0.18223-0.31806i,-0.35956-0.25649i,-0.34374-0.10804i,-0.16594-0.0088481i,-0.019926-0.033025i,-0.0034436-0.070345i,-0.026663-0.03281i,-0.014346+0.01488i,-0.0023497+0.013713i,-0.0096128+0.0011011i,-0.012269+0.0010949i,-0.0049216+0.00056996i,0.0024268-0.0031562i,0.0033735-0.005123i,0.0025004-0.00024689i,0.0063205+0.0065641i,0.0086594+0.0063715i,0.0049757+0.0039558i,0.0026198+0.0043731i,0.0056449+0.0069811i,0.010489+0.0086807i,0.011281+0.0087043i
0.0040631+0.33156i,-0.0086125+0.45468i,0.035398+0.444i,0.082787+0.26027i,0.028423+0.059234i,-0.048414-0.0043986i,-0.04695+0.0057509i,-0.021435+0.00099379i,-0.014796-0.005315i,-0.012832+0.0037685i,-0.00087211+0.016911i,0.015237+0.01213i,0.011348-0.0055895i,-0.0021108-0.011145i,-0.0092489-0.0065024i,-0.014163-0.0052798i,-0.020312-0.0059126i,-0.023465-0.0018183i,-0.017287+0.00056987i,-0.010093-0.0054025i,-0.012852-0.011965i,-0.019332-0.010466i,-0.018183-0.0060016i
0.096175-0.14672i,0.32357-0.37288i,0.41523-0.51261i,0.31388-0.38328i,0.2176-0.15189i,0.19027-0.034876i,0.15613-0.01992i,0.099514-0.033491i,0.035298-0.033934i,0.00096357-0.019396i,-0.015664-0.021224i,-0.038857-0.015125i,-0.034192+0.0089986i,-0.0099221+0.015365i,0.0058016+0.0085668i,0.015221+0.0020806i,0.02494-0.0046137i,0.029806-0.010573i,0.021141-0.011544i,0.0096209-0.0018598i,0.006936+0.0055675i,0.0064034+0.0027633i,0.0017378-0.00049324i
-0.36087+0.00013672i,-0.67864+0.27292i,-0.79498+0.51676i,-0.61456+0.48377i,-0.33653+0.26497i,-0.17903+0.078167i,-0.14589+0.022905i,-0.11315+0.048849i,-0.047209+0.04232i,-0.017785+0.0044078i,-0.0072238-0.0017455i,0.02137+0.0030782i,0.036092-0.0066096i,0.030492-0.013383i,0.018368-0.011192i,0.0052729-0.0042854i,-0.0051252+0.0017687i,-0.0095702+0.0074059i,-0.0027148+0.011785i,0.0075077+0.0087446i,0.011589+0.0066313i,0.015168+0.0080418i,0.018003+0.0053289i
0.44747-0.05522i,0.69253-0.19617i,0.80268-0.31821i,0.66409-0.32257i,0.37311-0.17757i,0.19628+0.01045i,0.16686+0.065948i,0.11887+0.015655i,0.044217-0.0019016i,0.014798+0.014018i,0.0092691+0.014435i,-0.0023245+0.0014074i,-0.013441-0.0032723i,-0.016398+0.0066031i,-0.013568+0.014644i,-0.011478+0.013338i,-0.012407+0.011292i,-0.014676+0.0090547i,-0.018182+0.004006i,-0.020686-0.00068685i,-0.021628-0.00049146i,-0.022755+0.0049741i,-0.019928+0.0086064i
-0.13255+0.055657i,-0.25988-0.066232i,-0.45628-0.14342i,-0.51361-0.041202i,-0.32847+0.052641i,-0.14713+0.0060723i,-0.094284-0.037247i,-0.066738-0.023827i,-0.029624-0.010292i,-0.0024074-0.018202i,-0.0057634-0.031929i,-0.02422-0.015701i,-0.018249+0.0095636i,-0.0051652+0.0089398i,-0.00022946+0.00032149i,0.0045772-0.0065541i,0.0088267-0.014128i,0.011892-0.016106i,0.013939-0.01213i,0.015376-0.0084205i,0.015028-0.012577i,0.010603-0.019366i,0.0055269-0.018229i
-0.23792+0.17294i,-0.1985+0.48937i,0.045045+0.60001i,0.20756+0.32935i,0.10678+0.024219i,-0.030205-0.032196i,-0.051608+0.01718i,-0.019401+0.023029i,0.0013131-0.0076084i,-0.0091949-0.018328i,-0.0034454-0.0041908i,0.023455-0.013672i,0.026212-0.03158i,0.016056-0.024914i,0.012622-0.0084691i,0.014418+0.0026843i,0.014459+0.0086742i,0.010429+0.012466i,0.0090474+0.011628i,0.0090883+0.0069i,0.010496+0.0049248i,0.015249+0.0036611i,0.016651+0.0002104i
0.29837-0.47419i,0.31328-0.80702i,0.20891-0.85967i,0.13872-0.57269i,0.17333-0.24909i,0.19774-0.10673i,0.15476-0.086625i,0.088755-0.065088i,0.048512-0.019541i,0.038857+0.0035985i,0.019693+0.0043598i,-0.011894+0.015753i,-0.028236+0.02919i,-0.030858+0.029089i,-0.029575+0.021833i,-0.027052+0.013452i,-0.021765+0.0051547i,-0.015172+0.00032962i,-0.013656+0.0028415i,-0.015192+0.0081551i,-0.01681+0.01301i,-0.018206+0.018503i,-0.016054+0.020067i
-0.017743+0.40267i,-0.089161+0.57359i,-0.21536+0.63035i,-0.26702+0.56609i,-0.20412+0.39068i,-0.13633+0.1947i,-0.10338+0.099601i,-0.073087+0.077825i,-0.042577+0.058568i,-0.023815+0.02518i,-0.022647+0.00016507i,-0.017355+0.0018163i,0.0080994+0.0049241i,0.029852-0.0065147i,0.029428-0.015044i,0.017695-0.013869i,0.0096227-0.010164i,0.0081203-0.010206i,0.0091459-0.015782i,0.0068311-0.020911i,-0.00016791-0.024131i,-0.007613-0.024719i,-0.0094102-0.021857i
-0.16329+0.062157i,-0.010015+0.088648i,0.24366-0.083764i,0.29458-0.33948i,0.13668-0.36423i,0.04298-0.1889i,0.050975-0.073698i,0.046193-0.056859i,0.013295-0.051259i,-0.006756-0.019318i,0.011508+0.0030612i,0.029173-0.014339i,0.013673-0.026481i,-0.0024054-0.011591i,0.00027268+0.0010062i,0.0087738-2.0101e-05i,0.011556-0.0042045i,0.0062878-0.0022844i,0.0025289+0.0039573i,0.0050098+0.0074188i,0.011549+0.0079518i,0.017016+0.0046519i,0.015145+0.0004076i
-0.0041551-0.46998i,-0.20076-0.5736i,-0.34124-0.29768i,-0.21349+0.1066i,0.04042+0.22707i,0.13444+0.12071i,0.086299+0.048433i,0.047456+0.037916i,0.039895+0.024582i,0.028562+0.001139i,-1.825e-05-0.0057886i,-0.021226+0.015275i,-0.01822+0.032185i,-0.012513+0.030086i,-0.013856+0.024873i,-0.017634+0.024079i,-0.018283+0.0247i,-0.014622+0.022016i,-0.010969+0.016784i,-0.0088893+0.013002i,-0.0085289+0.013177i,-0.0066777+0.017756i,-0.0022706+0.018941i
0.29458+0.38568i,0.41214+0.46551i,0.33352+0.32658i,0.099968+0.1418i,-0.09085+0.092848i,-0.11794+0.10279i,-0.076724+0.071052i,-0.064072+0.041431i,-0.054316+0.040859i,-0.034162+0.030368i,-0.023405+0.0084751i,-0.017086-0.0045892i,-0.0045298-0.01329i,0.0083579-0.023858i,0.012496-0.026764i,0.012588-0.021332i,0.012915-0.016611i,0.011021-0.013884i,0.0077064-0.011864i,0.0027756-0.011443i,-0.0044705-0.014034i,-0.011273-0.01854i,-0.01271-0.018714i
-0.27424+0.029084i,-0.2664-0.015547i,-0.16549-0.1655i,-0.11535-0.31121i,-0.11233-0.30926i,-0.1004-0.19531i,-0.063027-0.099067i,-0.025501-0.072931i,-0.016447-0.071213i,-0.011092-0.046302i,0.011544-0.02629i,0.020645-0.028587i,0.005857-0.022062i,-0.0045962-0.0013067i,-5.4781e-05+0.008886i,0.0074718-0.0004467i,0.0058319-0.012836i,0.00023792-0.016028i,0.0024469-0.010894i,0.010803-0.0031708i,0.017269+7.1664e-05i,0.018695-0.00067553i,0.017127+0.0010365i
-0.076815-0.31668i,-0.16553-0.2681i,-0.085468+0.034267i,0.15741+0.2794i,0.29645+0.22265i,0.2491+0.070595i,0.1597+0.027052i,0.11398+0.029502i,0.089575+0.0085245i,0.049408-0.019265i,0.0040961-0.012259i,-0.010559+0.018055i,-0.0027074+0.027118i,-0.0025107+0.02035i,-0.011106+0.018301i,-0.015249+0.025931i,-0.0086319+0.034759i,0.0026983+0.033243i,0.005924+0.021641i,-0.0014164+0.010714i,-0.0064716+0.0091714i,-0.0037049+0.013662i,-0.0018161+0.013568i
0.38465+0.15903i,0.44952+0.076304i,0.21018-0.15263i,-0.13244-0.26084i,-0.24346-0.12551i,-0.15366-0.0078404i,-0.09723-0.017762i,-0.0957-0.00075914i,-0.062529+0.05267i,-0.017935+0.059829i,-0.0052988+0.032189i,-0.0087741+0.0095698i,-0.003186-0.00038297i,0.0080796-0.012412i,0.015032-0.023527i,0.015581-0.028141i,0.0079774-0.031589i,-0.0034827-0.028908i,-0.0084568-0.019354i,-0.0060161-0.012559i,-0.0080548-0.011716i,-0.016215-0.012377i,-0.018169-0.010946i
-0.27319+0.15789i,-0.26254+0.23687i,-0.052146+0.27013i,0.13565+0.19814i,0.11566+0.067854i,0.019373+0.033816i,0.013694+0.061321i,0.034322+0.020683i,0.0043686-0.033986i,-0.014002-0.035519i,0.0025399-0.029697i,0.012904-0.031116i,0.0067331-0.018931i,-0.0016505+0.0040195i,-0.0047609+0.018235i,-0.0067728+0.015296i,-0.0093839+0.0094613i,-0.0075424+0.0064265i,-0.0020951+0.002054i,0.0021477-0.00031327i,0.0062122-0.0011i,0.0086516-0.0023076i,0.0099336-0.0013791i
-0.077402-0.24496i,-0.12155-0.27349i,-0.10589-0.18796i,-0.010214-0.078791i,0.096465-0.045385i,0.13312-0.068903i,0.10585-0.072366i,0.073395-0.043016i,0.051996-0.023844i,0.018914-0.016599i,-0.0062271+0.0022684i,-0.008263+0.018645i,-0.003945+0.01691i,-0.002034+0.0060305i,-0.0024153+0.0032063i,0.0033004+0.012461i,0.017686+0.020268i,0.02566+0.019887i,0.019562+0.016085i,0.0074765+0.012547i,0.0015739+0.011427i,0.004249+0.010078i,0.0042507+0.0057077i
0.29863+0.031408i,0.30717+0.012813i,0.069387-0.018847i,-0.19494+0.0060029i,-0.22643+0.08288i,-0.14475+0.097549i,-0.12388+0.062917i,-0.11056+0.064495i,-0.051567+0.077616i,0.00097243+0.056979i,0.0091871+0.026279i,-0.0030369+0.014227i,-0.0052024+0.013334i,-0.00036188+0.0062096i,-0.0004293-0.0072886i,-0.0081401-0.018127i,-0.023507-0.022178i,-0.034032-0.018126i,-0.026588-0.0096516i,-0.011831-0.0050509i,-0.0091204-0.0049476i,-0.014638-0.0039077i,-0.013497-0.0028092i
-0.173+0.1896i,-0.11544+0.23595i,0.16287+0.17658i,0.36769+0.047588i,0.2631-0.036484i,0.11498-0.0040831i,0.10351+0.026189i,0.08288-0.024107i,0.009237-0.06222i,-0.028852-0.055037i,-0.024317-0.045463i,-0.012811-0.041229i,-0.0094929-0.033884i,-0.0083532-0.014309i,-0.0006227+0.0070444i,0.0073201+0.014214i,0.014176+0.01075i,0.019577+0.0024475i,0.016153-0.0060664i,0.0098486-0.0076784i,0.0098112-0.0038698i,0.013204-0.0019662i,0.015361-0.0013187i
-0.10696-0.19871i,-0.23674-0.23332i,-0.41868-0.17066i,-0.46942-0.078742i,-0.29289-0.049088i,-0.1152-0.091811i,-0.067954-0.10233i,-0.036956-0.05086i,0.0087171-0.018503i,0.017668-0.0088081i,0.0085351+0.007117i,0.0040069+0.020711i,0.0046382+0.02412i,0.0076146+0.013973i,0.0061558+7.0759e-05i,0.0053034-0.0062117i,0.0099394-0.0063966i,0.012368-0.0027741i,0.010643+0.0018889i,0.0068387+0.0025321i,0.0015399+0.00038147i,-0.001872-0.00035456i,-0.0058668+0.0020571i
0.23932-0.01877i,0.3579-0.019135i,0.40733-0.0039726i,0.36376+0.013594i,0.24501+0.031233i,0.12102+0.068302i,0.050513+0.093824i,0.025303+0.092011i,0.025008+0.07859i,0.031436+0.051907i,0.024314+0.024351i,0.012963+0.013083i,0.012393+0.0093043i,0.01357+0.006533i,0.0089655+0.0057743i,-0.002198+0.0064983i,-0.018708+0.011105i,-0.027773+0.015928i,-0.022431+0.013491i,-0.01326+0.0066313i,-0.010173+0.0023841i,-0.011759+0.0030189i,-0.010309+0.0019692i
-0.11313+0.17066i,-0.14107+0.1724i,-0.093449+0.058782i,-0.033827-0.039703i,-0.018526-0.038497i,0.0037211-0.012268i,0.038632-0.031359i,0.019867-0.063197i,-0.029562-0.05884i,-0.048901-0.035857i,-0.038853-0.026831i,-0.025258-0.030468i,-0.022137-0.029423i,-0.020675-0.014905i,-0.0094491+0.0015452i,0.0060142+0.0041309i,0.018415-0.0081859i,0.022499-0.02094i,0.014629-0.021408i,0.0059445-0.012376i,0.0070454-0.0056688i,0.011126-0.0057294i,0.010027-0.0075036i
-0.088173-0.13784i,-0.16035-0.098659i,-0.25521+0.060547i,-0.29195+0.17671i,-0.20687+0.13814i,-0.11914+0.041163i,-0.091105+0.014165i,-0.047829+0.02163i,-0.0011756+0.0058873i,0.012858-0.0037712i,0.013587+0.0040403i,0.011836+0.014367i,0.013877+0.019i,0.014845+0.0094043i,0.0024592-0.0047362i,-0.010784-0.0077026i,-0.012616-0.0016664i,-0.0073133+0.006598i,0.00055513+0.0092704i,0.0035672+0.0039902i,-0.0016962-3.2638e-05i,-0.0063688+0.0014886i,-0.005389+0.0062293i
0.16693-0.046182i,0.29102-0.12168i,0.4251-0.25235i,0.46319-0.33715i,0.34-0.26833i,0.20059-0.12233i,0.12629-0.037131i,0.075458-0.0017918i,0.046609+0.021382i,0.035729+0.017964i,0.022082+0.0066265i,0.011182+0.006128i,0.0044905+0.0066412i,0.0011765+0.0080594i,0.0042844+0.013768i,0.0072553+0.018684i,0.0053524+0.021436i,0.0017367+0.019625i,-0.001039+0.013576i,-0.0011402+0.0088261i,-0.0015043+0.0079732i,-0.0026443+0.0077532i,-0.0011101+0.0041543i
-0.077425+0.16637i,-0.19555+0.25496i,-0.33317+0.34114i,-0.36213+0.39158i,-0.24404+0.32532i,-0.11859+0.1793i,-0.068459+0.067863i,-0.056113+0.015642i,-0.050463-0.0050502i,-0.046831-0.0088361i,-0.040939-0.01234i,-0.032817-0.017198i,-0.02481-0.017302i,-0.018053-0.014598i,-0.010161-0.012547i,-0.0030611-0.018084i,-0.0032275-0.030575i,-0.0080108-0.036296i,-0.010482-0.02932i,-0.0052632-0.017228i,0.0046248-0.01035i,0.010562-0.011742i,0.0090138-0.011876i
-0.055868-0.11867i,-0.0029595-0.17111i,0.079372-0.17719i,0.092213-0.16206i,0.033659-0.13075i,-0.0064195-0.063737i,0.0019532-0.0096368i,0.014323-0.00041891i,0.013125-0.0058815i,0.015957-0.0058878i,0.020023-0.0015318i,0.017844+0.0068022i,0.019432+0.012455i,0.021678+0.0079762i,0.011638+0.0014297i,0.00010695+0.0055877i,-6.5182e-05+0.018621i,0.0065241+0.028379i,0.011596+0.024621i,0.0075848+0.012797i,-0.0023803+0.0086948i,-0.0076323+0.011937i,-0.0050165+0.013447i
0.096616-0.033984i,0.11833-0.065955i,0.10477-0.17206i,0.082274-0.26902i,0.067692-0.24027i,0.051288-0.15824i,0.028111-0.097398i,0.014402-0.04337i,0.017334-0.0033027i,0.018791+0.0076741i,0.01392+0.0055857i,0.010562+0.002267i,0.0055323+0.0027405i,0.0034533+0.0089195i,0.01214+0.011561i,0.021782+0.0065767i,0.020684-0.00017082i,0.012538-0.0055008i,0.0062236-0.0046357i,0.0039034-0.00048386i,0.0024093-0.0013296i,-0.00072434-0.0028704i,-0.004375-0.0042054i
-0.023778+0.12771i,-0.073105+0.26525i,-0.093028+0.45856i,-0.045121+0.5702i,0.017496+0.46455i,0.026749+0.26924i,0.0074654+0.14959i,0.00099255+0.073983i,-0.012953+0.015451i,-0.030197-0.0017974i,-0.033285-0.0022736i,-0.028957-0.0078647i,-0.023716-0.015723i,-0.021746-0.018769i,-0.022608-0.013401i,-0.026148-0.0091644i,-0.032389-0.010705i,-0.033071-0.0097645i,-0.025517-0.0059596i,-0.015719-0.0048002i,-0.0072634-0.0078186i,-0.0024505-0.012072i,-0.00026473-0.011159i
-0.058175-0.11449i,-0.043998-0.29218i,-0.022367-0.49639i,-0.05302-0.56616i,-0.086217-0.41453i,-0.042287-0.20212i,0.011675-0.10261i,0.010233-0.062297i,0.003149-0.026134i,0.010098-0.013337i,0.014319-0.010338i,0.015555-0.0010114i,0.016249+0.0082441i,0.016636+0.0087434i,0.01205+0.0037735i,0.010591+0.0053879i,0.021523+0.011275i,0.031217+0.013138i,0.027931+0.0090593i,0.01775+0.0058437i,0.0081616+0.0097003i,0.0044933+0.015329i,0.0058444+0.014915i
0.080736+0.017946i,0.10085+0.11923i,0.081372+0.24539i,0.071214+0.27089i,0.062691+0.15901i,0.011505+0.038685i,-0.030018+0.010847i,-0.014055+0.025908i,0.018216+0.024165i,0.028437+0.011621i,0.021691+0.0010884i,0.011084-0.0035825i,0.0042102-0.0016004i,0.0022521+0.0040021i,0.0057774+0.0061646i,0.0082625-0.00030819i,0.0015919-0.0097046i,-0.0068286-0.015099i,-0.0092537-0.012573i,-0.0073098-0.0056915i,-0.005327-0.0042611i,-0.0059734-0.0048313i,-0.0074707-0.0032623i
-0.0086345+0.066911i,-0.0073339+0.098619i,0.039452+0.1115i,0.0989+0.12038i,0.11277+0.12175i,0.092029+0.10899i,0.069598+0.080844i,0.03672+0.036602i,-0.0030684+0.0054804i,-0.023209+9.2445e-05i,-0.025076+0.0045648i,-0.020925+0.0054151i,-0.020297-0.00090545i,-0.023661-0.0044307i,-0.022289-9.5369e-05i,-0.01972+0.0061856i,-0.020482+0.013811i,-0.019277+0.020093i,-0.01421+0.018733i,-0.0082223+0.010073i,-0.0025764+0.00084005i,0.00084922-0.0058924i,0.0017538-0.0090021i
-0.074557-0.072236i,-0.13921-0.18345i,-0.2381-0.32241i,-0.32692-0.36013i,-0.28495-0.24704i,-0.14971-0.13472i,-0.072226-0.095149i,-0.056531-0.05557i,-0.03616-0.013534i,-0.014356-0.00020642i,-0.0021014-0.0011904i,0.0069614+0.0016666i,0.017071+0.0094496i,0.026074+0.0073511i,0.023908-0.0010668i,0.019865-0.0062306i,0.023808-0.01308i,0.026001-0.018515i,0.022411-0.017289i,0.016586-0.011307i,0.011288-0.0026773i,0.0089538+0.0057305i,0.007844+0.0083194i
0.094484+0.0080161i,0.2001+0.1205i,0.3389+0.30448i,0.42133+0.35742i,0.32013+0.21045i,0.12804+0.082819i,0.039125+0.05986i,0.039269+0.037037i,0.038325+0.0043926i,0.029668-0.010248i,0.013664-0.016891i,-0.004402-0.01628i,-0.010873-0.013324i,-0.010138-0.0071994i,-0.0046939+0.0010704i,-0.00165+0.0020652i,-0.0080104+0.0014826i,-0.015068+0.0020223i,-0.014662+0.0021906i,-0.011289+0.0038817i,-0.011348+0.0030226i,-0.012339+0.0009604i,-0.0095398+0.00026289i
-0.023614+0.035473i,-0.10157-0.03527i,-0.21636-0.1722i,-0.26402-0.22608i,-0.17114-0.13542i,-0.028986-0.037804i,0.03254-0.016272i,0.018818-0.016868i,-0.0039793-0.013766i,-0.017715-0.0075645i,-0.016512+0.0039372i,-0.0059882+0.0053356i,-0.0048857+0.00082227i,-0.0076965+0.00061488i,-0.0071395+0.00083996i,-0.0059754+0.0036902i,-0.001413+0.010891i,0.0052678+0.01616i,0.0059748+0.014955i,0.0024294+0.0079009i,0.00075363-0.00091645i,-0.0010728-0.0073067i,-0.0033429-0.0075634i
-0.049703-0.0040789i,-0.050809+0.013821i,-0.037761+0.054426i,-0.034662+0.091767i,-0.024473+0.076753i,-0.023302+0.016104i,-0.043398-0.011922i,-0.041567+0.0064458i,-0.017386+0.020833i,0.0015464+0.017345i,0.010833+0.0070527i,0.010429+0.00028542i,0.010991+0.00063143i,0.012427-0.0031781i,0.0073961-0.0082423i,0.0024482-0.010109i,-0.0014123-0.016491i,-0.0038872-0.022868i,-0.0011332-0.022686i,0.0020231-0.017497i,0.0040462-0.0084046i,0.007688+0.00094995i,0.0082464+0.0054462i
0.054525-0.044657i,0.13943-0.02142i,0.27496+0.01439i,0.3435-0.006894i,0.23974-0.040338i,0.092998-0.012331i,0.047041+0.016798i,0.042378+0.0004599i,0.030522-0.012035i,0.025232-0.01759i,0.009165-0.02078i,-0.0064253-0.0081641i,-0.008367+0.0014008i,-0.0071649+0.0079469i,-0.00081109+0.014866i,0.0055815+0.013847i,0.0054192+0.01255i,0.0010373+0.013231i,-0.0024068+0.012773i,-0.0027453+0.012937i,-0.0032932+0.012313i,-0.0039555+0.0095102i,-0.0022123+0.0043248i
-0.010168+0.029524i,-0.14926-0.00042746i,-0.38641-0.040587i,-0.50915-0.021094i,-0.36563+0.030143i,-0.13775+0.031832i,-0.033471+0.0078879i,-0.013623+0.0017931i,-0.012987-0.0027698i,-0.020157+0.0043716i,-0.009258+0.01323i,0.0045825+0.0027491i,0.0031566-0.0030552i,0.00025086-0.0032575i,-0.0046952-0.007818i,-0.0066079-0.0066501i,0.0012348-0.0012641i,0.0079435+0.0026575i,0.0065312+0.0048711i,0.0026374+0.0018073i,0.00095816-0.0059097i,-0.002029-0.010258i,-0.0050014-0.007924i
0.001566+0.024797i,0.12497+0.03449i,0.33732+0.042258i,0.45943+0.023632i,0.35749-0.026836i,0.1619-0.051147i,0.042187-0.03159i,-0.00057385-0.002759i,-0.0078509+0.017511i,0.0020739+0.019395i,0.0040422+0.0075585i,-0.0032518+0.0035655i,-0.0041701+0.0050278i,-0.0027359+0.0033493i,-0.0025425+0.0033308i,-0.0028264+0.0037496i,-0.0096445+0.00077912i,-0.015572-0.0046328i,-0.012815-0.0097107i,-0.0061966-0.0085082i,-3.6251e-05-0.0033842i,0.0057818+5.6785e-05i,0.0072564+0.00078527i
-0.026631-0.032838i,-0.062619-0.033642i,-0.12139-0.047486i,-0.1714-0.069089i,-0.15726-0.039317i,-0.083252+0.016531i,-0.014139+0.025259i,0.012545+0.0046249i,0.021569-0.0097239i,0.012853-0.02489i,-0.0086713-0.021191i,-0.0073451-0.0048131i,0.0041506-0.0044158i,0.0080273-0.0056082i,0.012178-0.0020088i,0.014468-0.0029731i,0.014951-0.0045027i,0.015339-0.0023551i,0.012789+0.0032259i,0.008566+0.0074338i,0.0062865+0.0076797i,0.004355+0.0048483i,0.0022509-0.00070919i
0.0306+0.002897i,-0.028181+0.025022i,-0.1356+0.092826i,-0.17524+0.17518i,-0.094446+0.17192i,-0.01057+0.092832i,0.0077617+0.047465i,0.01135+0.025606i,-0.0018354+0.00062453i,-0.014915+0.0048276i,0.00024752+0.0069624i,0.0032332-0.0083035i,-0.008182-0.0083858i,-0.012328-0.0035249i,-0.016955-0.0048463i,-0.016554-0.0023121i,-0.0081328+0.00078155i,-0.0022234+0.0019306i,-0.0012986+0.0021528i,-0.0035467-0.00064357i,-0.0074511-0.003394i,-0.010813-0.00090588i,-0.009713+0.0056076i
0.03286+0.020885i,0.14476-0.035155i,0.33715-0.16378i,0.43264-0.29516i,0.30189-0.30595i,0.10718-0.20529i,0.0001019-0.10734i,-0.040048-0.032643i,-0.029407+0.022172i,0.0027167+0.022046i,0.0059516+0.00085146i,-0.0018209+0.0040593i,-0.00043115+0.011142i,0.00074295+0.011789i,0.0040897+0.013401i,0.0056136+0.013618i,-0.00089312+0.012529i,-0.0072906+0.0089782i,-0.0080387+0.0018796i,-0.0046831-0.0024782i,0.0014275-0.0021938i,0.0066314-0.0025411i,0.0055948-0.0049717i
-0.069629+0.0092163i,-0.17751+0.080689i,-0.33813+0.21385i,-0.42182+0.32256i,-0.31497+0.31185i,-0.12926+0.20884i,-0.015757+0.098473i,0.0264+0.024561i,0.035935-0.021015i,0.014165-0.034551i,-0.0048026-0.015352i,0.0020138-0.0057151i,0.0078627-0.015626i,0.005336-0.020167i,0.0038458-0.017602i,0.0027081-0.017806i,0.0028804-0.021473i,0.005226-0.019309i,0.0066399-0.0090558i,0.0066962-0.00094974i,0.0055995+0.0015519i,0.0039184-0.00032841i,0.0026245-0.0034921i
0.039529-0.047145i,0.084319-0.09047i,0.14259-0.13085i,0.19191-0.13332i,0.18146-0.10213i,0.112-0.062085i,0.061071-0.026665i,0.027836-0.028271i,-0.015327-0.026963i,-0.020329+0.00086156i,0.0013456+0.0019139i,-0.0048533-0.0045855i,-0.013697+0.012158i,-0.010027+0.020156i,-0.011838+0.015925i,-0.010198+0.015355i,-0.001698+0.016129i,0.0020879+0.01587i,5.0951e-06+0.013403i,-0.0022309+0.008375i,-0.0048811+0.0049808i,-0.0066997+0.007563i,-0.004018+0.011443i
0.038101+0.034861i,0.08081+0.0040287i,0.11053-0.11585i,0.063157-0.24766i,-0.026328-0.25317i,-0.070798-0.15985i,-0.07812-0.068515i,-0.060851+0.01538i,-0.0088154+0.060607i,0.019666+0.035058i,0.0051233+0.007083i,-6.0866e-05+0.0060156i,0.0059803+0.0029612i,0.0084173-0.00040798i,0.013267+0.00032283i,0.012318+0.0018629i,0.0050922+0.0048192i,0.0010841+0.0027265i,-0.00017492-0.0026445i,1.7e-05-0.0043599i,0.0015071-0.0062209i,0.001615-0.010383i,-0.0022535-0.012314i
-0.059034+0.037352i,-0.13496+0.14829i,-0.18787+0.3659i,-0.14199+0.53795i,-0.023586+0.48342i,0.06897+0.28795i,0.097003+0.12515i,0.092762+0.016473i,0.055692-0.049127i,0.0075736-0.04424i,-0.0028003-0.0099784i,0.0055632-0.0075796i,-0.00056548-0.021607i,-0.01033-0.022217i,-0.013332-0.016277i,-0.014857-0.015788i,-0.015632-0.019597i,-0.012684-0.017142i,-0.0061-0.0079126i,-0.00053306-0.0013011i,0.0012463+0.0012589i,0.001609+0.0011521i,0.0028659-0.0015154i
0.015013-0.09108i,0.037628-0.23092i,0.075956-0.41255i,0.09674-0.51029i,0.059998-0.41988i,0.0032281-0.22476i,-0.024585-0.086488i,-0.053722-0.030032i,-0.070428+0.0081296i,-0.040527+0.023118i,-0.015231+0.0046437i,-0.014267+0.0039872i,-0.0024774+0.022007i,0.011224+0.02391i,0.010339+0.017511i,0.011454+0.014719i,0.018041+0.013401i,0.018594+0.01303i,0.012112+0.011128i,0.0041273+0.0073028i,-0.00054874+0.0068311i,0.00052502+0.010938i,0.0048202+0.01418i
