-7.3284e-05-0.0003496i,0.00027399-0.00076315i,-0.00032464-0.0020356i,-0.0015562-0.0024651i,-0.0016403-0.0007323i,-0.0019669+0.0012411i,-0.00183+0.00074363i,-0.00055022+0.0010754i,0.00017287+0.0021502i,0.00081558+0.0011249i,0.0007264+3.2406e-05i,0.00017886-0.00029515i,5.0809e-05-0.00023123i,-0.00031531-1.0997e-05i,0.00033995-0.00015113i,0.0010377-0.00014904i,0.0007416+0.00048613i,0.00062316+0.00051033i,0.00097757+0.00011492i,0.0014938+0.00026652i,0.0014009+0.00013474i,0.00050953-3.4294e-05i,1.0505e-05-0.00036164i
-0.00026932-0.001883i,-0.00050016-0.0033479i,-0.0015047-0.0042029i,-0.0019761-0.0022547i,-0.0020401-0.00010962i,-0.00086839+0.00014214i,-0.00024006+0.00026678i,-0.001377+0.0021302i,-0.0018242+0.005148i,-0.0009539+0.0060166i,0.00059871+0.0031679i,0.0022059+0.00027879i,0.0031978-0.001121i,0.0025371-0.0014321i,0.0012947-0.00080447i,0.001624+0.00026307i,0.0017445+0.0008922i,0.00055358+0.00093138i,-9.0654e-05+0.00069541i,-0.0004088+0.00057648i,-0.00018263+0.00049124i,-0.00020012+0.00012153i,-0.00030914+0.000419i
-0.0021524-0.0015758i,-0.002174-0.0023605i,-0.0021383-0.00088019i,-0.00052305+0.00037639i,0.0010286+0.0011789i,0.0019527+0.0013971i,0.0026567+0.0010331i,0.0029538+0.0016015i,0.0032088+0.0032886i,0.0034414+0.0036964i,0.0029799+0.0020525i,0.0011273+0.00015877i,-0.0007335-0.0014531i,-0.0010629-0.0015984i,-0.00097506-0.00019932i,-0.00096099+0.0009486i,-0.00021104+0.001307i,0.00019849+0.00072051i,-0.000315+0.00042082i,-0.00035389+0.00070142i,0.00029298+0.00052477i,0.00014583+0.0004186i,0.00029323+0.0002647i
0.0015046-0.0025108i,0.001083-0.0031799i,0.00037049-0.0026306i,-0.00085664-0.0013477i,-0.001485-0.00020969i,-0.0012317-0.00088121i,-0.00057937-0.0017258i,-0.00036525-0.0020369i,0.00089681-0.0026359i,0.0020906-0.0022132i,0.0016374-0.0012307i,-0.00033208-0.00059277i,-0.0014147+0.00072059i,-0.00094431+0.0020383i,-0.00039926+0.001808i,6.0207e-06+0.0016747i,-8.8523e-05+0.0017649i,-0.00014574+0.0013569i,1.2061e-05+0.0011603i,0.00035315+0.00062044i,0.00073973-8.451e-05i,0.00083295-0.00058793i,0.0011303-0.00076818i
-0.001928-0.00038161i,-0.00081336-0.00093707i,-0.00040106-0.00053528i,-0.00031453-2.3458e-05i,-0.00016154-2.5697e-07i,-0.00014404-0.0015597i,-0.0010303-0.0036272i,-0.0025925-0.0038771i,-0.0027173-0.0028392i,-0.0013839-0.0018117i,-0.00059503-0.0006305i,-0.00033744+0.00027538i,0.00039395+0.0013256i,0.0006911+0.0019774i,-0.00018873+0.0023326i,-0.0010709+0.0018396i,-0.0010586+0.00073602i,-0.0001294-1.7379e-05i,0.00079808-0.00025317i,0.0014562-0.00013658i,0.00083645-0.00075358i,0.0001451-0.0017146i,-8.8843e-05-0.0020521i
-0.00042084-0.0015359i,-0.00036635-0.0025986i,-0.0010083-0.0023407i,-0.00078562-0.0011054i,8.8687e-05-0.00035944i,-0.00050117+0.00070474i,-0.0015744+0.0012141i,-0.0036298+0.00091627i,-0.0054295+0.00054823i,-0.0043764+0.00049405i,-0.0018675+0.0006875i,0.00062707+0.00063329i,0.0018581+0.00041893i,0.0019813+0.00099299i,0.00092525+0.0015348i,0.00011889+0.0018419i,-2.0676e-05+0.0018567i,-0.00012126+0.00079466i,-0.00011468-0.00062323i,-0.00036914-0.00067431i,-5.626e-05-0.0005112i,-0.00017139-0.00022718i,-0.00099338-0.00032531i
-0.0030012-0.0015517i,-0.0026822-0.0025701i,-0.0023717-0.0021776i,-0.0021412-0.0012839i,-0.0010631+6.3138e-06i,9.5088e-05+0.00036936i,-0.00031328+0.00053256i,-0.0015533+0.0032016i,-0.0017338+0.0061425i,-0.00086585+0.0058704i,-0.00050554+0.003105i,-0.00048688+0.00035831i,-0.00091693-0.0011595i,-0.0010864-0.0023808i,-0.00044432-0.0021952i,0.0011832-0.00015656i,0.0016269+0.00073005i,0.0001474+0.00066641i,-0.00027558+0.0014113i,8.6586e-05+0.0014335i,0.00015143+0.001078i,0.00037328+0.00093552i,0.00019688+0.00072785i
-0.0010626-0.0022291i,-0.00023889-0.0028539i,0.0002038-0.0011573i,-0.00051373+0.00055782i,-0.00059831+0.0010973i,0.00070156+0.0014377i,0.0020299+0.0014197i,0.003031+0.0019347i,0.0042434+0.0030781i,0.0041387+0.0031026i,0.0019541+0.0018075i,-0.00078294+5.6285e-05i,-0.0021664-0.0014747i,-0.0015191-0.0016854i,-0.0006053-0.00085146i,-3.4271e-06-2.3107e-05i,-3.4459e-05+0.00082018i,-3.2111e-05+0.0013406i,0.00039835+0.0013623i,0.00093165+0.0010254i,0.0012771+0.00033629i,0.00097115+2.0974e-05i,0.00033294+0.00044378i
-0.0009509-0.0026073i,-0.0012035-0.00269i,-0.0011261-0.0020897i,-0.00068027-0.0011045i,-0.00030959+4.4936e-05i,0.00034006+0.00017579i,0.0013358-0.00071981i,0.0022083-0.002609i,0.0029302-0.0041056i,0.0031756-0.0022104i,0.0020233+0.00032475i,0.00024378+0.00067153i,-0.00043602+0.00071912i,-0.00051963+0.0002803i,-0.00036975-0.00028017i,-0.00028715-0.00015012i,-0.00048893+0.00022361i,-0.00035883+0.00056758i,-0.00052808+0.00060939i,-0.00016608+0.00045782i,0.00032399+0.00044899i,0.00053357+9.921e-05i,0.00047686+0.00011548i
-0.0023153-0.00044354i,-0.0029737-0.0023377i,-0.0022428-0.0027172i,-0.00043691-0.0016689i,0.00025864-0.00057273i,-0.00010598+2.3609e-05i,-0.0011197-0.001613i,-0.002834-0.0036919i,-0.0026701-0.0033542i,-0.00077735-0.0015914i,0.00065831-0.00013679i,0.0016519+0.0011462i,0.0024801+0.0022458i,0.0023683+0.0026824i,0.0016246+0.0016788i,0.00044977+7.2528e-05i,-0.00045201+0.00010275i,-0.00057996+0.00078497i,-6.1366e-05+0.00018561i,0.00078832-0.00059826i,0.00050966-0.00018801i,-0.00027966+2.7305e-05i,-0.00069135-0.00079118i
0.00032175-0.00049352i,-0.00046182-0.0011315i,-0.00081115-0.0010407i,-0.001497-0.0010704i,-0.0013303-0.00075577i,-0.0011555-9.5076e-05i,-0.0026609+0.00025921i,-0.0051283+0.0012348i,-0.0060591+0.0015485i,-0.0036684+0.00072463i,-0.00014316-0.00082151i,0.0021254-0.0016594i,0.0028365-0.00096471i,0.0022665-0.00010967i,0.001457+0.00020272i,0.00029643+0.0010912i,-0.00051509+0.0014479i,8.933e-05+7.8313e-05i,5.9809e-06-0.00043838i,-0.00077618-0.0003391i,-0.00081555-0.00055914i,-0.00071357-8.8833e-05i,-0.0010806+0.00026543i
-0.00045209-0.0022344i,-0.0004312-0.0019249i,1.1029e-05-0.0016154i,-5.7905e-05-0.00026236i,-0.00082344+0.0010254i,-0.00052448+0.0015185i,-0.00083599+0.0023037i,-0.0021865+0.0047116i,-0.002913+0.0067846i,-0.0022593+0.0050992i,-0.0015648+0.0016756i,-0.0011215-0.0003753i,-0.00021553-0.00090212i,0.00030946-0.00087847i,0.0011168-0.00079572i,0.0013119-0.00019279i,0.00096779+2.6599e-05i,0.00060551-2.4489e-05i,-0.0003019+0.0004871i,-0.00013441+0.00080563i,0.00058561+0.00032028i,0.00037361+8.3799e-05i,-0.00018659+0.00046516i
-0.00028967-0.0023952i,0.00064696-0.0024052i,0.00070597-0.0027058i,-6.5184e-05-0.001339i,-0.00054038+0.0010235i,0.00026836+0.0017363i,0.0019853+0.0010891i,0.0030144+0.0019557i,0.0028432+0.0036487i,0.001823+0.0045949i,3.2394e-05+0.0039319i,-0.0015918+0.002052i,-0.0030195+0.00053848i,-0.002726-0.00015793i,-0.00079413-0.00019195i,0.00020924+7.6801e-05i,0.00039569+0.00073017i,0.00032294+0.00083612i,0.00079038+0.00062803i,0.0015441+0.00036074i,0.0016664-0.00059106i,0.0010376-0.00061113i,0.00012124+0.00019496i
0.00040136-0.0017549i,-5.3737e-05-0.0022082i,0.00042444-0.0025633i,0.00054529-0.0021908i,5.5377e-07-0.0021483i,-0.00013042-0.0021116i,4.1651e-05-0.0020492i,0.0017699-0.00323i,0.0034503-0.0025507i,0.0033176-0.00057236i,0.0023814+0.0013863i,0.00080024+0.0028183i,-0.00028594+0.0026921i,-0.00073739+0.0023034i,-0.0012796+0.0021125i,-0.00030179+0.001424i,0.000638+0.0013237i,0.00059546+0.0013955i,0.00069543+0.0013659i,0.00069932+0.00057088i,0.0014307-0.00049881i,0.002012-0.00058457i,0.0016189-0.0002987i
-0.0015462+0.00019444i,-0.00268-0.00047578i,-0.0022152-0.00068326i,-0.00099531+6.5481e-05i,0.00063966+0.00064872i,0.00097602-0.00035572i,-0.0012494-0.0024332i,-0.0030034-0.0042119i,-0.0022756-0.0047482i,0.00022515-0.0037347i,0.0018769-0.0022064i,0.0019472-0.00025032i,0.0016447+0.0014713i,0.00093685+0.0017786i,-0.00091155+0.0012841i,-0.0015754+0.0010756i,-0.00078314+0.00090301i,-0.00040656+0.00048388i,-0.00038061+4.8446e-05i,0.00016596-0.0013608i,0.00050338-0.0020613i,0.00018219-0.00089032i,8.7122e-05-0.00098278i
-0.00058618-0.0021955i,-0.002289-0.0024975i,-0.0019095-0.0016478i,-0.0014116-0.00019374i,-0.0014031+0.00048962i,-0.00096575+0.00015058i,-0.0016689-0.00052933i,-0.0043405-0.00094617i,-0.0063396-0.001344i,-0.0046317-0.0012431i,-0.0010488-0.0016141i,0.00086677-0.0023144i,0.0014699-0.0022428i,0.0015552-0.0013383i,0.00053907-0.00036262i,-0.00037752+8.8814e-05i,-7.66e-05+0.00017505i,3.2123e-06-0.00028927i,-3.2865e-05-0.00095061i,-0.00034018-4.6839e-05i,-0.00089386+0.00081384i,-0.0014048+0.00042737i,-0.001546-0.00011405i
-0.0021823-0.0022032i,-0.00095033-0.0035151i,0.00042616-0.0026526i,0.0014789-0.0023802i,0.0015312-0.00091098i,0.0014533-5.2886e-05i,0.00059308-3.1174e-05i,-0.0017396+0.0020335i,-0.003997+0.0042314i,-0.0045095+0.0037202i,-0.003139+0.00179i,-0.002038+0.00072169i,-0.0012174-0.00064095i,-5.6029e-06-0.0014533i,0.00075598-0.0002801i,0.00076729+0.00059524i,0.00013817+0.0009544i,-0.00037752+0.0011063i,-0.00076781+0.00040299i,-0.00066188+4.513e-05i,6.1133e-06+0.0003089i,0.00044719+0.00071205i,5.6402e-05+0.0010544i
0.0029789-0.0029797i,0.0020827-0.0036454i,0.0004566-0.0027733i,-0.001403-0.0011326i,-0.0021844-0.00022754i,-0.0011453+0.0010324i,6.861e-06+0.0018194i,0.0015193+0.0022559i,0.0023207+0.0036026i,0.0016422+0.0045039i,0.00076879+0.0043453i,0.00040786+0.0029363i,0.00060599+0.0013818i,0.00021727+0.00097669i,-1.7791e-05+0.00017598i,-0.00011053+4.8906e-05i,-0.00056922+0.0010936i,-0.00060491+0.0017472i,0.00032814+0.0014254i,0.0010864+0.0010964i,0.001607+0.00055896i,0.0015544+0.00030968i,0.00021505+0.00042424i
0.00039713-0.0025389i,0.00036076-0.0027395i,-0.00094747-0.001689i,-0.0025919-0.00038893i,-0.0029715+8.9026e-05i,-0.0021124+0.00049335i,0.00024815-0.00019931i,0.0019098-0.00080845i,0.0024704+0.00097302i,0.0029297+0.0030586i,0.0030917+0.0034489i,0.0020506+0.0028393i,0.00011508+0.0022443i,-0.00055221+0.0020278i,-0.00014251+0.0021178i,-0.00024259+0.0015962i,-0.00025573+0.0013556i,-0.00038245+0.0011945i,-0.00020198+0.00037473i,0.00043756-0.00038452i,0.00051177-0.0011673i,0.00047588-0.0016671i,0.0004491-0.0017129i
-0.0028498-0.0028846i,-0.0030204-0.002304i,-0.0022002-0.001727i,-0.00040587-0.00098707i,-0.00015895-0.00040152i,-0.0005656+0.00034209i,-0.00086417+6.014e-05i,-0.0018709-0.0019884i,-0.00053172-0.0034221i,0.0018982-0.0023136i,0.001692-0.001382i,0.00049156-0.001652i,-0.00044704-0.0008105i,-0.00051074+0.00044944i,-0.00028428+0.00092903i,-0.00055942+0.00085098i,-0.00027197+0.0010118i,-1.5728e-05+0.00051216i,0.00026196+3.2796e-05i,0.00096137-0.00060563i,0.0012691-0.0010993i,0.00060093-0.0010297i,-0.00020269-0.00082473i
-0.0010168+0.00020706i,-0.00091893-0.0019913i,0.00031537-0.0029225i,0.00081637-0.0022684i,0.00083961-0.0014278i,-2.5673e-05-0.0017683i,-0.0016523-0.0024278i,-0.0039435-0.0025183i,-0.0050756-0.0021198i,-0.0036632-0.0018072i,-0.0025869-0.0014858i,-0.0022977-0.0013187i,-0.0013308-0.00038365i,2.9702e-05+0.00057985i,-0.00013767+0.0015515i,-0.00091983+0.0016731i,-0.0012653+0.00094166i,-0.0012062+0.00015948i,-0.00045187+0.00011148i,-0.00033639+0.00042217i,-0.00042667+0.0004987i,-0.00057021+0.0007351i,-0.00052102+0.00075152i
0.00059057-0.00052724i,0.00046818-0.0015221i,-0.00049923-0.0011477i,-0.00053229-0.00017498i,-3.6682e-05+0.00099379i,0.0003764+0.00091265i,-0.00087032+0.00020812i,-0.0030355+0.00019972i,-0.004024+0.0011151i,-0.0031449+0.0020739i,-0.002071+0.0022224i,-0.0015295+0.0018362i,-0.00080913+0.00081238i,-0.00074887+0.00040309i,-0.000332+0.00070028i,4.1086e-07+0.0013632i,-0.00046325+0.0013131i,-0.00069964+0.00089534i,0.00043672+0.00089065i,0.00087676+0.0014098i,0.00060058+0.0013147i,0.0011107+0.00034965i,0.00060827+0.00037042i
0.0005634-0.0016327i,-0.00039888-0.0031572i,0.00031322-0.0034697i,0.00065291-0.0025677i,0.00045845-0.0015356i,0.00032513-0.00023758i,-0.00015385+0.00086714i,-0.00059705+0.0017794i,-0.00072226+0.0035319i,-1.3136e-05+0.0049817i,0.0013094+0.004495i,0.0023308+0.0020413i,0.0020749+0.00031651i,0.00073194+0.00013538i,-1.4729e-05+0.00048711i,0.00030158+0.0010348i,2.4222e-05+0.0015759i,-0.00049568+0.0013545i,-0.00013537+0.0014962i,0.00045971+0.0016546i,0.00087836+0.001257i,0.0014351+0.00011709i,0.0014544-0.00049781i
0.00035623-0.0023352i,-0.00017089-0.001863i,0.00026081-0.0015531i,1.5116e-05-0.00042833i,-0.00020835+0.0005877i,0.00054522+0.00042483i,0.00066638+0.00022962i,0.00055983+0.00072616i,0.0015569+0.001798i,0.0026307+0.0018958i,0.0027432-0.00016538i,0.0022016-0.0016409i,0.0014421-0.0020164i,0.00095526-0.0021799i,0.00017218-0.00093566i,-0.00063735+0.00043263i,-0.00039541+0.0011141i,3.578e-05+0.0010643i,0.00054452+0.00044836i,0.0009854+0.00034657i,0.00052077-0.00043439i,0.00038665-0.0011161i,0.00039026-0.0013522i
-0.00037893-0.00069889i,-0.0013619-0.0010178i,-0.0010951-0.00077326i,-0.0010855-0.00072941i,-0.0019762-0.00049958i,-0.0020845+0.000302i,-0.0013714-0.00047881i,-9.3804e-05-0.0011474i,0.0018638-0.00043603i,0.0028376-0.00023147i,0.0013915-0.00017794i,-0.00052988-0.00025557i,-0.00067821-0.0002001i,-0.00046717+0.00049541i,-0.0010783+0.00065281i,-0.0012175+0.00044716i,-0.00035726+0.0007752i,0.00011109+0.00020667i,0.000584-0.0010088i,6.2507e-05-0.0010257i,-0.00072266-0.0013333i,-0.00022295-0.0019596i,0.00025602-0.0012835i
-0.0020496-0.0014034i,-0.001131-0.0022175i,-0.0011809-0.00084607i,-0.0010734+0.00044638i,0.00036558+0.00074944i,0.0012372+0.0010158i,0.00061921+0.00077316i,5.6987e-05+2.4821e-05i,-0.0005662-0.00011061i,-0.00092749+2.3906e-05i,-0.0019939+0.00025783i,-0.0026225+0.00072968i,-0.0020059+0.0011847i,-0.0018471+0.0012286i,-0.0018038+0.0011016i,-0.00093992+0.0013561i,0.00024206+0.0012626i,0.0002971+0.00045124i,-0.00011311-0.00036898i,-0.00038676-0.0011235i,-0.0002473-0.0011805i,-0.00014878-0.0013494i,-1.9023e-05-0.00080045i
-0.0010787-0.00098584i,-0.0010494-0.0023654i,-0.00080394-0.0027669i,-0.00063346-0.0011922i,-0.00060368+0.00013854i,-0.00054338+0.00013964i,-0.00092189-0.00011054i,-0.0018236-5.8532e-05i,-0.0032006+0.00045776i,-0.0032033+0.0020962i,-0.0013086+0.003821i,0.00017004+0.0047719i,0.0002409+0.0037037i,0.00024831+0.0018309i,0.00068965+0.0015716i,0.00041994+0.0014695i,-0.00047133+0.0011042i,-0.00099769+0.001132i,-0.00067541+0.0011168i,-5.1284e-05+0.00066034i,0.00031538+0.00015569i,0.00016564+0.00019688i,0.00058001+0.0008144i
-0.00087375-0.0025668i,-0.00028773-0.0031815i,0.00046005-0.004088i,-0.00075257-0.002406i,-0.0010657+0.00029807i,0.00024094+0.001051i,-0.00033836-0.00018761i,-0.0023713-0.000235i,-0.0040044+0.0018974i,-0.0033772+0.0035283i,0.00014312+0.0027721i,0.0026125+0.00083733i,0.0023139+0.00010651i,0.0012373+0.00036666i,0.00091487+0.00025877i,0.00060966+0.0010094i,-9.1072e-05+0.0013077i,-0.00020488+0.0010055i,0.00034647+0.0013733i,0.00051157+0.0015808i,0.00085186+0.0014195i,0.0016427+0.0016721i,0.0016549+0.001276i
-0.00012631-0.0047441i,-0.00015535-0.0048537i,-0.0014965-0.0050339i,-0.0022332-0.0028213i,-0.002322-0.0005802i,-0.0010938+0.00043955i,0.00035893-0.00027606i,-0.00083662-0.00076075i,-0.0026835+0.00068717i,-0.0019099+0.001664i,-0.00067744+5.2722e-05i,0.00013986-0.0028752i,0.00027048-0.0029983i,-0.00021702-0.0011846i,-0.00026889+0.00015356i,-0.0004345+0.00067324i,-0.00059723+0.00035672i,-0.00023843-0.00027778i,0.00023675-7.8589e-05i,0.00033207+0.0010928i,0.0010853+0.0012803i,0.0008848+0.00032796i,0.00030683-0.00092339i
-0.00083766-0.0018697i,-0.00026613-0.0032177i,-0.00015071-0.0019737i,0.00063446-0.00074267i,0.0014115-0.0010183i,0.001532-0.0013046i,0.00090117-0.00058369i,-0.00026607-0.00068686i,0.00041994-0.00046942i,0.0016814+0.00022601i,0.00057616-0.00020753i,-0.0024635-0.00038259i,-0.0023395-0.00013421i,-0.00073066-0.00010029i,-0.0015847+0.00016262i,-0.0014088+0.00021989i,-0.00030914+0.00027031i,-0.00062596+0.00015271i,-0.00090784+8.9247e-06i,-0.00028527-0.0002595i,0.00071402-0.00032037i,0.00073488-0.00079714i,-0.00032896-0.0015764i
-0.0013724-0.00059829i,-0.0013492-0.001745i,-0.00032305-0.00046338i,0.00092835+0.0011419i,0.0019868+0.0013518i,0.0022958+0.00095794i,0.0011949+0.00073027i,0.00047065+0.00060398i,0.0013353+0.00026569i,0.0017448+0.00068692i,0.00041805+0.0023806i,-0.00096321+0.0031813i,-0.00056274+0.0016445i,-0.00052632+0.00079668i,-0.0010257+0.00088596i,-0.00095181+0.00090564i,-0.00052711+0.00073109i,0.00048914+0.00020257i,0.00055466+5.1743e-05i,-0.00018342+0.00018465i,0.00018487-0.000891i,-1.3884e-05-0.0018451i,-0.00098042-0.00045694i
-0.00095505-0.0023501i,-0.00048654-0.0025457i,-0.00081525-0.0017437i,-0.00094852-2.1425e-05i,-3.8349e-05+0.0014858i,-3.8078e-05+0.0017853i,-0.00034248+0.0015405i,-1.004e-05+0.00073926i,0.00039557-8.3388e-05i,0.00087432+0.00028035i,0.0023995+0.0016032i,0.0044131+0.0021287i,0.0039803+0.00098461i,0.0012426+0.00024847i,0.00010249+0.00047617i,0.00060865+0.00059624i,0.00080895+0.00073017i,0.00033485+0.00071732i,0.0002844+0.00045498i,0.00064345+0.00022212i,0.00039209-5.1727e-05i,0.00017066+0.00058995i,7.512e-05+0.0011975i
-4.9884e-05-0.0015511i,-0.00075807-0.0023535i,-0.0014347-0.0017785i,-0.0011046-0.00037076i,-8.7036e-05+0.00063548i,0.00083889+0.0012917i,0.00063352+0.00064716i,-0.0011228-2.63e-05i,-0.0021226+0.00092133i,-0.0014127+0.0014649i,0.00081136+0.00025789i,0.0020636-0.0012297i,0.00086793-0.0015103i,-2.8564e-05-0.00028513i,0.00076686+0.00071598i,0.0014843+0.00071224i,0.0013057+0.00063177i,0.00031374+0.000916i,-0.0009508-4.6575e-05i,-0.0012909-0.00062297i,-0.000689+0.00016799i,0.0003679+0.00064781i,0.00082613+0.00030537i
-0.0011857-0.0013264i,-0.0015147-0.0028674i,-0.0018378-0.0024046i,-0.0020866-0.0007829i,-0.0017617+0.00071113i,-0.0018065+1.7964e-05i,-0.0031278-0.0021396i,-0.0042963-0.0017072i,-0.0035333+0.002116i,-0.0017519+0.0038118i,-0.0011716+0.00082254i,-0.0017182-0.0017862i,-0.0016184-0.00011321i,-9.1272e-05+0.0014347i,0.00074674+0.0016251i,0.00032342+0.0016823i,0.00032795+0.0013727i,0.00060783+0.00030988i,0.00052791-7.1599e-05i,-7.343e-06+0.00032845i,0.00085522+0.00051352i,0.0023289+0.00058594i,0.0020627+5.2453e-05i
0.00071663-0.00066096i,-0.00044408-7.7733e-05i,-0.0010635-0.00082687i,-0.00062074-0.0010841i,-0.00068838-0.00081739i,-0.0024619-0.00097806i,-0.0038053-0.0013485i,-0.0039173+1.4951e-05i,-0.0023977+0.0022361i,-0.0012973+0.0022128i,-0.0018735+0.0015417i,-0.002325+0.0012327i,-0.0014223+0.0013523i,-5.0416e-05+0.00099188i,0.00016605+0.00014875i,-0.00071962+0.0012282i,-0.0010502+0.0017769i,-0.00072981+0.0012041i,-0.00012431+0.0012973i,0.00098837+0.001786i,0.0019922+0.0014869i,0.0010829+0.00065568i,-0.00054434+0.0003054i
0.00015495-0.0009751i,-0.00054939-0.0034961i,-0.00050888-0.0036348i,-0.00064775-0.0024719i,-0.00091937-0.0018605i,-0.00064553-0.0011314i,-0.0010501+0.00020635i,-0.0013798+0.00047638i,6.1098e-05-0.00084393i,0.0018455-0.00096122i,0.0026686+0.0015361i,0.002736+0.0034629i,0.0014553+0.0021226i,-0.0001295-7.0526e-05i,-0.00045335-0.00042517i,-0.00062127+0.0010598i,-0.0016274+0.0021092i,-0.0014746+0.0022106i,-0.00064899+0.0017675i,6.3451e-05+0.0012125i,1.6218e-05+0.00032859i,-0.00048055-0.00095437i,-0.00033948-0.0011276i
-0.00084472-0.0037312i,-0.00014804-0.0032052i,-8.1203e-05-0.0019316i,-0.00091511+4.9125e-06i,-0.00094771+0.00076131i,0.0014197-0.00061868i,0.0036477-0.0017878i,0.0025245-0.0026123i,-0.00015343-0.0037279i,-0.0002029-0.0031022i,0.0023097-0.0021613i,0.0040372-0.0020275i,0.0021437-0.00078272i,-0.00091665+0.00030824i,-0.0018062+0.00068058i,-0.001382+0.00022657i,-0.00088735-0.00068653i,8.4125e-05-0.00040521i,0.00054362-0.00022616i,0.00045951-0.00060739i,0.00014655-0.00091239i,0.0002582-0.0012536i,0.00051754-0.0010301i
3.4934e-05-0.0025847i,5.7388e-05-0.0035332i,-0.00042924-0.0030688i,-0.00025847-0.0023705i,0.0013562-0.001431i,0.0033008-0.00011533i,0.0040418-0.00030315i,0.0017809-0.0013418i,-0.0010845-0.0022374i,-0.0015494-0.0016726i,-0.00028429-0.0017442i,0.00029349-0.002125i,0.00024114-0.0018615i,3.6365e-05-0.00023316i,-0.00014841+0.00062032i,0.00046878-7.4753e-05i,0.00098276-0.00044585i,0.00045653-0.00037814i,-3.9127e-05-0.0007953i,-0.00044642-0.0013254i,-0.00060909-0.0013771i,-0.00022257-0.001253i,0.0002798-0.0012223i
-0.00103-0.0021774i,-0.00071028-0.0022033i,0.00091751-0.0010869i,0.0019435+8.6611e-05i,0.0016944+0.0001175i,0.00075981-0.00053336i,-0.00043581-0.00027971i,-0.0023022+0.00071439i,-0.002144+0.0027136i,-0.00065603+0.0049306i,-0.0015615+0.0043978i,-0.0029671+0.0025464i,-0.0021788+0.0016536i,-0.0006543+0.00098288i,-5.5503e-05+0.00070158i,0.00011583+0.00088896i,-0.00020736-0.00023249i,-0.0012193-0.0012145i,-0.0008445-0.00085929i,0.00025306-0.00064047i,0.00063042-0.0002026i,0.00055642-0.00040252i,0.00043567-0.0015471i
-0.0015539-0.00058548i,-0.0013561-0.0013691i,-0.0021562+0.00020424i,-0.002074+0.0013044i,-0.00014614+0.00088066i,-0.00027385+0.0011238i,-0.002316+0.0017448i,-0.0028078+0.0033124i,-0.00042033+0.005839i,0.0029598+0.0065488i,0.0029931+0.0054253i,0.00045235+0.0047449i,-0.00020171+0.003641i,-4.8587e-05+0.0013964i,-2.9864e-05+0.00021886i,-0.00029395+0.00057717i,-0.00089506+0.001468i,-0.00089464+0.001614i,5.8533e-05+0.00058556i,0.0011468+0.00046195i,0.0011965+0.0004675i,0.00054661+0.00040041i,-0.00019017+0.00080907i
-0.00036335-0.00034553i,-0.0013575-0.0025765i,-0.00061402-0.0029656i,-0.0009406+0.00014369i,-0.0031983+0.0035201i,-0.004077+0.0046586i,-0.0041757+0.0045707i,-0.0031615+0.0038209i,-0.00064546+0.0025142i,0.001679+0.0003852i,0.0032493-0.0004949i,0.0042063+0.00012736i,0.0031127+0.00012531i,0.0009458+0.00050765i,0.00021594+0.0011531i,0.00039054+0.0022157i,0.00041159+0.0033521i,0.00018835+0.0032795i,9.9535e-07+0.0023313i,0.00020657+0.001522i,0.0007819+0.00079507i,0.0010245+0.00064443i,0.00055598+0.00071263i
1.8496e-06-0.0027483i,0.0010254-0.0034686i,0.0020539-0.0036327i,0.0011672-0.0019518i,-0.00024946-0.0011467i,6.2981e-05-0.0017295i,0.00021805-0.0020995i,-0.00098231-0.0026613i,-0.0028878-0.0037598i,-0.0038144-0.0041835i,-0.0024392-0.0039595i,-0.00048877-0.0036643i,0.00052777-0.0024631i,0.0005087-0.00057132i,-0.00035809+0.0011017i,7.493e-05+0.0017399i,0.00062637+0.0015026i,0.00076994+0.00088831i,0.00086342+0.00066373i,0.00016345-0.00021953i,0.00059104-0.0010398i,0.0012227-0.00011352i,0.0012692+0.0010736i
-0.0010824-0.0023689i,-0.00098955-0.0032372i,-0.0018794-0.0040405i,-0.0023984-0.0029706i,-0.00035299-0.0015972i,0.0020839-0.0022971i,0.0014731-0.004909i,-0.0016465-0.0060636i,-0.0053242-0.0037339i,-0.0074014-0.00119i,-0.0066217-0.00095519i,-0.0050093-0.001331i,-0.0029172-0.00064161i,-0.0012269+0.00081201i,-2.5012e-05+0.00084851i,0.00013872+0.00072565i,-0.00026238+0.0001639i,0.00081761-0.00095291i,0.0017631-0.0010567i,0.00084379-0.00046383i,-3.2232e-05-0.00037048i,-0.00037073-0.00071554i,-0.00018318-0.0011606i
-0.00050066-0.0027549i,-0.00041375-0.0033685i,-9.3651e-05-0.001577i,-0.0011028-0.0014048i,-0.0010738-0.002783i,0.00046866-0.0038058i,0.00049999-0.0046637i,-0.0018208-0.0033465i,-0.0038658+0.00063364i,-0.0029203+0.0042542i,-0.00053451+0.0053728i,-0.00042326+0.0047383i,-0.00076039+0.0026829i,-0.00031302+0.0010516i,8.6089e-05-9.2144e-05i,-0.00014623-0.0011413i,-0.0012319-0.0010531i,-0.001834-0.0008322i,-0.001165-0.0011426i,-0.0011509-0.0011819i,-0.0015108-0.0006896i,-0.00090298-0.00035137i,-0.0015336-0.00072298i
