-0.0010316-0.00016145i,-0.0010879-0.0013291i,-0.0028369-0.0017181i,-0.0028289-3.6501e-05i,-0.0013755+0.0018943i,-0.00021713+0.0021456i,0.00077048+0.0020477i,0.0010797+0.0013777i,0.0013752+0.00029i,0.0012884-0.00049147i,0.0010037-0.00095505i,0.0008436-0.00057772i,0.00044489+3.9612e-05i,-1.7274e-05+0.0010151i,8.9147e-05+0.00050347i,-1.9389e-05-0.00019814i,-0.00038519+0.00014635i,-0.00032385-0.00027476i,-0.00011054-0.00087379i,-2.1542e-05-0.00071579i,-0.00018164+0.00029127i,-0.00042338+0.00054297i,-0.00048532+0.00029861i
0.00036073-0.00099506i,-1.9329e-06-0.00036928i,-0.00039594-0.0001667i,0.00013262-0.00012022i,0.00013853+0.00053863i,-0.00024708+0.00051461i,7.5002e-05+0.00072067i,0.0012176+0.00074368i,0.0024169+2.4962e-05i,0.0018012-0.00034148i,0.00059816-0.001133i,-3.4812e-06-0.00162i,-5.3102e-05-0.00056406i,4.3609e-05+0.0010457i,0.00016525+0.0017204i,0.0006419+0.0018045i,0.00070629+0.0010089i,0.00029588+0.00046703i,0.00032841+0.00025788i,-0.00019201+2.3441e-05i,-0.00044583-0.00056001i,0.00055779-0.00054451i,0.00099678-0.00060227i
0.0010185+0.00019596i,0.0013107-0.00010418i,0.00099675+0.00054412i,0.00064785+0.00087274i,0.00046469+0.00024816i,-0.00022312+0.00039266i,-0.00070511+0.00075215i,-0.00035812+0.00013402i,0.00029866-0.00091384i,5.2568e-05-0.00074858i,-0.00082957+0.00012302i,-0.00035174+0.00072354i,-0.00023474+0.00093683i,-0.00083838+0.00038101i,-0.00073976+0.00049994i,-5.2732e-06+0.0011562i,-0.00022643+0.00093589i,-0.00082526-0.00013744i,-0.00059287-0.00027629i,-0.00046013+0.00030114i,-0.00020993-6.2101e-05i,0.00011673-0.00041845i,0.00053046-0.00034721i
-0.0011522-0.00076964i,-0.0014753+0.00013597i,-0.00040446+0.00096663i,-0.00013583+0.00056791i,0.00032016+0.000502i,0.00058039+0.00021967i,-2.9584e-06+4.4963e-07i,-0.00013096+0.00058577i,-0.00019868+0.00018519i,-0.00026801-0.00042133i,0.00034975-0.00026888i,0.00079495+0.00054127i,0.00013039+0.00092931i,-0.00014701+0.00022292i,0.00056951-1.9985e-05i,0.00047561+0.000273i,-6.8031e-05+0.00040264i,-0.00044822-0.00015998i,-0.00053013-0.0010865i,-7.1324e-05-0.0014865i,4.6009e-05-0.0014822i,0.00012527-0.00094372i,0.00024376-0.00026277i
0.0017453-0.0018016i,0.0013514-0.0026059i,0.0005985-0.0029206i,0.00029998-0.0022254i,0.0001659-0.00029225i,0.00019255+0.0010256i,0.00055747+0.0014082i,0.00091462+0.00078095i,0.00043558-0.00030086i,-9.0619e-06-0.0003489i,5.6076e-05+2.2205e-05i,0.0002159-0.0004054i,4.261e-05-0.0002074i,-0.00049694+0.0001672i,-0.00095312+0.00061772i,-0.0014785+0.00034369i,-0.0013128+0.00013966i,-0.0003639+2.9415e-07i,0.00044911-0.00052358i,0.00075621-0.0005169i,0.00073468-0.00012709i,0.00018079+0.00017782i,-6.0239e-05+0.00073697i
0.00078862-2.9573e-05i,0.00069285+4.1737e-06i,-0.00016629-0.0002518i,-0.00030841+0.00069152i,5.7464e-05+0.0010616i,0.00027081+0.00065404i,0.00026784+0.00083681i,0.00046565+0.001401i,0.00059065+0.0017642i,0.00060643+0.0010045i,0.00017812+9.8262e-06i,-0.00010531-0.00053066i,-0.00040166-0.00039512i,3.8793e-05+0.00030449i,-0.00012633+0.00040901i,-0.00077516+0.0009998i,-0.00039321+0.001211i,0.00014592+0.00074183i,0.00067562+0.00068625i,0.00069161+0.00057091i,0.00018581+0.00020591i,-0.00012625-0.00045158i,0.00016591-0.00055251i
-3.7037e-05-1.6545e-05i,0.00048568-0.00070394i,-0.0001515-0.0012814i,-0.00044963-0.00037303i,0.00016467+0.0011595i,0.00030255+0.0015116i,0.0010045+0.0011102i,0.0019201+0.00068985i,0.0015029+0.00058132i,0.0006769+0.0012755i,-0.00044878+0.0012305i,-0.0010707+0.00058826i,-0.00027902-0.00016852i,0.00042064-0.00073456i,0.00070317-0.00014633i,0.00015003+0.00030211i,-0.00028051-0.00011641i,0.00015764-0.00034582i,0.0010917-0.00012071i,0.0013027-7.2441e-06i,0.00052555+0.00021378i,0.00064979+0.00031801i,0.0010266+0.00069173i
-0.0017602-0.0028625i,-0.0030953-0.0015322i,-0.0038823-0.00088243i,-0.003753-0.00016014i,-0.0022308+0.0014833i,0.00019943+0.0020137i,0.0013873+0.0011765i,0.0017581+0.00015633i,0.0020651-0.0009755i,0.0018373-0.0009233i,0.0016897+0.00077308i,0.0012903+0.0017751i,0.0011929+0.00087101i,0.0014756+0.00012079i,0.0010187+0.00023539i,0.00067009+0.0002754i,0.0011394+0.00051255i,0.00093972+0.00054626i,0.00021512+0.00015913i,5.0195e-05+0.00032845i,2.6496e-05-0.00020109i,-0.00022341-0.00028912i,-0.00037678+0.00015008i
-0.0015003+0.00070757i,-0.0010217+0.0010362i,-0.00052112+0.0017129i,0.00034586+0.0016041i,0.00073008+0.00035563i,0.00031456-0.00044119i,-0.00026104-0.00038032i,-2.8699e-05-0.00044943i,8.4147e-05-0.00062478i,0.00014546-0.00056343i,0.00055306-0.00050599i,0.0011108-0.0010183i,0.00073149-0.0011667i,5.4615e-05-0.00087824i,-0.00010604-0.00038266i,-0.00031891-0.00013367i,-0.0010098-8.6411e-05i,-0.0014789-8.3927e-05i,-0.001557+0.00045726i,-0.0012762+0.00061451i,-0.00060824+8.4277e-05i,0.0001826-0.00060244i,0.00041258-0.00018743i
0.0002914+0.0018347i,6.594e-05+0.0014291i,-0.00041983+0.0010784i,-0.00101+0.00060887i,-0.00052685+0.00064342i,-0.00055116+0.0014839i,-0.0005173+0.0014667i,-0.00044105+0.0012614i,-0.00046883+0.00079819i,-0.0002174+0.00013614i,-8.7359e-05-0.00093463i,-0.00020055-0.0016872i,-0.00047734-0.00035644i,-0.00079657+0.0016018i,-0.0016016+0.0020392i,-0.0012697+0.0011558i,-0.00055282+0.00061556i,-0.00049371+0.00034827i,-0.00068184+0.00037243i,-0.0013131+0.00043774i,-0.0010381-0.00011405i,0.00024932-0.00083498i,0.00037969-0.00070645i
-0.0019797+0.0010758i,-0.0011438+0.0014891i,-0.00040976+0.00099904i,1.2461e-05+0.0019836i,0.0013763+0.0021673i,0.0020972+0.00080574i,0.0015716+0.00029454i,0.00070124+0.00055797i,-8.5213e-05+0.00099939i,-0.0007531+0.0012491i,-0.0018203+0.00058726i,-0.0022266-0.00028873i,-0.0016579-0.0010672i,-0.0012327-0.0014325i,-0.0002359-0.00063967i,0.00048163+0.00063428i,0.00054421+0.0013242i,-0.00010935+0.00015753i,-0.00041702-0.00084529i,5.2989e-06-0.00056193i,0.00059491-0.00031506i,-3.9045e-05+0.00055773i,-0.00075887+0.00072124i
0.00058567+0.00072611i,0.0011011+0.00051083i,0.0005586+0.00037156i,0.00070405-0.00035146i,0.0014344-9.6769e-05i,0.00098318-4.0922e-05i,0.0010041-0.00047865i,0.0019006+0.00059197i,0.0019957+0.0015484i,0.0013034+0.0014572i,0.00097466+0.00088572i,0.00033876+0.0011286i,-0.00055069+0.0015247i,-0.00092761+0.00099032i,-0.0010479+0.00010425i,-0.00028335+0.00024166i,0.0010026+0.00050134i,0.001817+0.00035988i,0.0013771-0.00010152i,0.000959-0.0010206i,0.00053914-0.00098349i,0.00035718-0.00083269i,0.00065161-0.00062563i
0.0018857+0.00064393i,0.0016036+0.00032143i,0.0019139-5.6974e-05i,0.0017972-6.3691e-05i,0.0011013+0.00067479i,0.00057709+0.00045089i,0.00048545-0.0002845i,0.00032882-0.00052378i,0.00061634-0.0012645i,0.001519-0.001821i,0.0023556-0.0010606i,0.0021094-0.00037849i,0.0008577+0.00035967i,-0.00073919+0.00086783i,-0.0011303+0.00013886i,-0.00025159-0.00055235i,0.00088137-0.00065831i,0.0016375-0.00053282i,0.0012141-0.00072192i,0.0004467-0.00072052i,0.00020764-0.00061685i,0.00069948-0.00065844i,0.0010086-0.0005887i
-0.00015758+0.0013618i,9.2528e-05+0.002253i,0.00094147+0.0024807i,0.0021404+0.0015513i,0.0017308+0.0001632i,0.00094932-0.00081576i,0.0002309-0.00018232i,0.00028012-0.00047215i,0.00058999-0.0017613i,0.00041972-0.0026623i,0.00059442-0.0025562i,0.00072443-0.0020186i,0.00043691-0.0019573i,0.0001723-0.0011236i,-0.00021573-0.00047452i,-0.0010577+3.2013e-05i,-0.0013691+0.00084823i,-0.00065578+0.00057253i,0.00062198-0.00022971i,0.00092611-0.00053524i,0.00097463-0.0001442i,0.0013136+0.00042077i,0.00099623+0.00059667i
0.00012729+0.0010879i,0.00050002+0.0005702i,0.00043996+0.00039461i,0.00081083+0.00086438i,0.0014446+0.00089967i,0.0012615+0.00086155i,0.00042748+0.0011566i,-0.00022876+0.0010319i,-0.0010279-8.7652e-05i,-0.0015358-0.0011779i,-0.0012458-0.0015524i,-0.00091535-0.00076936i,-0.00065787+0.000147i,-0.00014512+0.00077668i,0.00045815+0.00061672i,9.0162e-05+0.0002574i,-0.00068914+0.00055325i,-0.0017009+0.00071834i,-0.0019564+0.00070126i,-0.0010623+0.00063206i,-0.00011728+0.00053688i,0.00025138+0.00017232i,-0.00032142-0.00029243i
-0.00010141-0.0015014i,-0.0013617-0.0026368i,-0.0017527-0.0031448i,-0.0013776-0.0021447i,-0.00071943-0.00048261i,5.5175e-05+0.0008673i,0.00035311+0.0019153i,0.00098724+0.0020466i,0.00057718+0.0016166i,-0.00077104+0.0017972i,-0.0013254+0.0018033i,-0.0014147+0.0011594i,-0.00084794+0.0011172i,0.00026295+0.0015308i,0.00031558+0.001285i,4.3402e-05+0.00060339i,-0.0003631+0.00074367i,-0.00059085+0.0012228i,-0.0010474+0.0019452i,-0.00042588+0.0021613i,0.00083993+0.0012668i,0.00069745+0.00028208i,-2.1312e-05-0.00010193i
0.00081334+0.0013034i,0.0014675+0.001286i,0.0022366+0.0014809i,0.00084344+0.00075796i,-0.00071189-0.00050673i,-0.0012254-0.001331i,-0.00077757-0.00074082i,0.00052987-1.4761e-05i,0.0018904+0.00041092i,0.0026762+0.0011894i,0.002344+0.0018562i,0.0013853+0.0011781i,0.00085915+0.00023518i,-0.00086602-0.00043912i,-0.002064-0.00078751i,-0.0011285+0.00029286i,-0.00044816+0.00070027i,-0.0004502+0.00062566i,-0.00065559+0.00060253i,-0.00063489+0.00041977i,-0.00081364+6.1807e-05i,-0.00015301-0.00029955i,0.00046436+0.00022717i
0.00063153-0.00091222i,0.00018856-0.0016234i,0.00055562-0.00067588i,0.0011118+0.00086817i,0.0016632+0.0010715i,0.0017987+0.00082631i,0.0014195+0.001728i,0.0015782+0.0011617i,0.0029874-0.0011438i,0.0033581-0.0022064i,0.0029709-0.0020257i,0.0025458-0.00058703i,0.0015103+0.00073758i,0.00012446+0.00129i,-0.00094006+0.0012698i,-0.0012789+0.00084574i,-0.00034531-0.00011484i,0.00015424-0.00096961i,-0.00011205-0.0013299i,0.00023958-0.000923i,0.00027527-0.00026346i,-0.00015865-0.00077675i,2.0459e-05-0.00072892i
-0.00072998+0.00067468i,-0.00076984+0.0018713i,-0.00030996+0.0019046i,0.00078048+0.00086983i,0.0011463+0.0002948i,0.00090011-0.00052344i,0.00092032-0.00079989i,0.00074411-0.00048643i,0.00025529-0.0019256i,0.00015147-0.0040281i,-0.00017439-0.0046481i,0.00010837-0.0037801i,9.9099e-05-0.0017635i,-0.00010121-0.00074735i,9.813e-05-0.00071703i,0.00060267-0.0006939i,0.00084777-0.00026171i,0.00031664+0.00016804i,-2.719e-05-0.00054464i,-0.0002672-0.0014745i,-0.00016159-0.0018728i,6.9803e-05-0.0014315i,9.0717e-05-0.0012474i
0.00035615-0.00083081i,-0.000376-0.0012989i,-0.00050629-0.0010039i,-0.0012553+0.00012907i,-0.0011077+0.00081371i,-1.9154e-05+0.0011563i,-8.307e-05+0.0015041i,-0.00070072+0.00141i,-0.0017459+0.00079309i,-0.0032114+0.00034544i,-0.0030467-2.5415e-05i,-0.002094-0.00010453i,-0.0011301-4.3291e-05i,0.00026014-0.00056359i,0.00034539-0.00058362i,-4.9863e-05-7.8991e-05i,-6.9841e-05+0.00028568i,0.00027301+0.00035802i,0.00061376+0.00010969i,0.00049814-0.00047812i,-8.3979e-05-0.00087696i,-0.00010077-0.00026278i,-0.0003903-0.00029336i
-0.0025613-0.002794i,-0.0019443-0.00099105i,-0.0013472+0.00049755i,-0.00065613+0.0017707i,-0.00020386+0.0025953i,0.00088956+0.0021798i,0.0022134+0.0015229i,0.0018554+0.0020057i,0.00050888+0.0037424i,-0.00045408+0.0048266i,-0.0011691+0.0047589i,-0.00022372+0.0027168i,0.0012631+0.00052362i,0.0017358+0.00023826i,0.0011609-0.00013717i,0.00024732-0.00073935i,7.2278e-05-0.00068425i,4.1536e-05+0.00060388i,0.00014359+0.0011741i,0.00051568+0.00031903i,0.00020508-0.00050386i,-0.00037152-0.00030551i,-0.00052782-2.9069e-05i
-0.0023285+0.00033936i,-0.0019227+0.00067706i,-0.001444+0.001632i,5.2123e-05+0.0023373i,0.002039+0.0021035i,0.0024751+0.0009958i,0.0015715+0.0011387i,0.0016217+0.001447i,0.0027076+0.0014774i,0.00355+0.0021629i,0.0036376+0.0021853i,0.002457+0.00082629i,0.00026966-0.00044659i,-0.00050892-0.00091422i,0.00031355-8.2012e-05i,0.00055703+0.00069499i,-0.00030252+0.00068469i,-0.0011653+0.00064811i,-0.0008391+0.0002633i,-0.00031407+4.444e-07i,0.00016163+0.00075954i,0.0006295+0.0016009i,0.00046576+0.0008982i
-0.00037761-0.0028423i,-0.0015235-0.0026383i,-0.001254-0.001597i,0.00050339-0.00020353i,0.00096892-8.1483e-05i,0.00079511+0.00028145i,0.00057722+0.0010344i,0.0016115-0.00011225i,0.0027599-0.0016422i,0.0028644-0.0026905i,0.0023766-0.0031557i,0.0013495-0.0016902i,0.00064845+7.7758e-05i,0.00044899+0.00069909i,0.000244+0.0016701i,0.00012227+0.0023713i,-0.00038842+0.0016853i,-0.00099686+0.00071709i,-0.00058684+0.00069524i,-9.7813e-05+0.00065216i,-0.00011637+0.00013432i,0.00010376+7.8562e-06i,0.00042978+7.5358e-05i
-0.00047937-0.0011291i,-0.0018731-0.0016432i,-0.0026428-0.0009721i,-0.002084-0.0006979i,-0.00096538+0.0003169i,-0.00012642+0.00036191i,0.000531-8.2788e-05i,0.00055943-0.0010275i,-0.00039695-0.002396i,-0.0014069-0.0030487i,-0.0012514-0.002842i,-0.00056558-0.0018949i,0.00019193-0.00037188i,0.0006552+0.00075174i,0.00012697+0.0011914i,-0.00020691+0.0010708i,0.00030751+0.0007962i,0.00060696+0.00097277i,-4.0999e-05+0.00078842i,-0.001139-6.9979e-05i,-0.0010981+4.9699e-05i,-0.00053904+3.6797e-05i,-0.00012073-0.00012904i
0.00056737+0.0016718i,0.00089371+0.0018084i,0.0011486+0.0024067i,0.0018643+0.0026794i,0.0016656+0.0017723i,0.00083354+0.0011183i,-0.00039444+0.00065077i,-0.0013539+0.00040304i,-0.0015467-0.00019399i,-0.0020517+0.00011263i,-0.002806+0.00056398i,-0.0022948-0.0001609i,-0.0011897-0.0002144i,-0.00040996+4.5028e-05i,-0.0002589-0.00020541i,-0.00041128-0.00080457i,-0.00066093-0.001002i,-0.00039924-0.00045004i,0.00021167+7.2219e-05i,-7.2156e-05+0.00071049i,-6.0949e-05+0.001088i,-0.00036221+0.00024072i,-0.0007805-0.00033822i
-0.0013483-0.0018016i,-0.0024035-0.00091426i,-0.0025921-0.00023882i,-0.00062909+0.00044548i,0.0010907+0.0013089i,0.0020427+0.00056459i,0.001645-0.00023306i,0.00082238+0.0013673i,4.6957e-05+0.0030111i,-0.0011186+0.0038589i,-0.00083735+0.0037285i,-0.00030822+0.0018436i,-0.00045267+0.00044459i,-0.00039077+0.00015569i,-0.00094507-0.0006207i,-0.001227-0.0010726i,-0.00092912-0.00069317i,-0.00036495-0.0004986i,0.00029335-0.00035122i,-6.0445e-05-0.0002627i,-4.0443e-05+0.0001999i,0.0010112+0.00052004i,0.0013548+0.00022302i
-0.0010629+0.00057037i,-0.0003194+0.0011011i,-0.0003508+0.00096788i,0.00061322+0.00052329i,0.0017845+0.00085839i,0.0016137+0.0015392i,0.00090915+0.0010049i,0.00069583+0.00040108i,0.0015211+0.00053938i,0.002835+0.0013022i,0.0040869+0.0010609i,0.0036328-7.3082e-05i,0.0010532+8.6017e-05i,-6.6935e-05-0.00048039i,0.00023013-0.0015687i,-0.00053849-0.0014342i,-0.00082076-0.00079702i,-0.000562+1.4041e-05i,-0.00027202-0.00036808i,0.00025108-0.00098616i,0.00014233-0.00041723i,0.0010071-5.7374e-05i,0.0016945+0.00023632i
-0.0017051+0.00062543i,-0.00073431+0.00064344i,0.00027136+0.00047293i,0.0013235-0.00032313i,0.0010765+0.00086848i,0.00056094+0.0014369i,0.00086363+0.0014317i,0.00081754+0.00071192i,0.0012646-0.00097594i,0.0026906-0.0027285i,0.0027162-0.0039853i,0.0012424-0.0030175i,0.00012968-0.0014733i,-0.00054554-0.0011348i,-0.00038688-0.00063174i,0.00032475-8.6574e-06i,0.00031401+0.00027004i,-0.00059413+0.00025992i,-0.0012287+0.00020365i,-0.000796+0.00019062i,-0.0003245+0.00022221i,-0.00085023+5.6347e-05i,-0.00063438-0.00036228i
-0.0013742+0.00021234i,-0.0013851+0.00085476i,-0.00096444+0.0013141i,-0.00062717+0.0022784i,-0.00056645+0.0016537i,0.00055204+0.00021653i,0.000751-0.00020759i,0.00041136-0.00072076i,0.0004413-0.001807i,-0.00061163-0.0017423i,-0.0015976-0.0013742i,-0.0014351-0.0012354i,-0.00042743-0.00081509i,5.2482e-05-0.00056226i,0.00057997-0.00094615i,0.0011386-0.0011234i,0.0010708-0.00044162i,0.0009067-0.00030611i,0.00084587-0.00030627i,0.00030596-0.00016882i,-0.00043771+7.9694e-05i,0.00019016+0.00028043i,0.0004964+0.00038885i
0.0012198+0.000952i,0.00062486+0.0002304i,0.00051046-0.0008579i,0.0013836-0.00038381i,0.001874+0.00096205i,0.00046337+0.0018956i,-0.0013115+0.0017799i,-0.00094087+0.001283i,-0.00022665+0.00039936i,-0.0010909+0.0004787i,-0.0015809+0.0013142i,-0.00097247+0.002008i,-0.0002627+0.0020198i,-5.4979e-05+0.0023518i,0.00037643+0.0023391i,0.00065941+0.0014363i,0.0011822+0.0010738i,0.0016148+0.00065832i,0.0017001+0.00032738i,0.0013553+1.4946e-05i,0.00060645-0.00091195i,-0.00012725-0.00097803i,-0.00075139-0.0003421i
-0.00082046+0.0011484i,0.00025679+0.00092975i,0.00017453+0.00023727i,0.00051208-0.0005603i,0.0016264-0.00019819i,0.0019307-0.00010994i,0.0011407-0.00013063i,0.00062037-0.00020712i,0.0011365+0.00010489i,0.0023016+0.001479i,0.0031943+0.002476i,0.0025086+0.0015582i,0.0013727+0.0005169i,0.0008686+0.0004091i,0.0001769+0.00066375i,-0.00041535+0.0010896i,-0.00042396+0.0017889i,-0.00053183+0.0013164i,-0.00047042-0.00021526i,7.9159e-05-0.00043749i,0.00059777+9.5444e-05i,0.00044287+0.00040687i,0.00010073+0.00035059i
-0.00048316-0.00018829i,-0.0015264-0.00066634i,-0.0010309-0.00075877i,6.7523e-06-0.00065956i,0.00050435-0.00054811i,0.00020911-0.00032292i,-0.00019919-0.00017732i,0.0010402-0.00067817i,0.0020064-0.0013419i,0.0020565-0.0016281i,0.0032156-0.0019106i,0.0027953-0.001607i,0.00077583-0.00075589i,-0.0001007+7.773e-05i,-0.00054031+0.00092033i,-0.0012078+0.0014891i,-0.0015848+0.001166i,-0.0008507+8.1632e-05i,-0.0002382-0.00011633i,-0.00048126+0.00012204i,-0.00039583-0.00067656i,9.3e-05-0.00092208i,0.00095919+0.00019518i
0.0011167+1.5826e-05i,0.00098403+4.2787e-05i,0.00040073+0.00053334i,0.00032691+0.0016829i,0.00066359+0.0021035i,0.00067135+0.0016965i,0.0011288+0.0017433i,0.001475+0.0014047i,0.00070599+0.00047039i,-0.00016592-0.0010638i,-0.00039249-0.0020066i,-0.00085712-0.0015451i,-0.00084144-0.00082708i,-0.0012192-0.00018162i,-0.0017036+0.00049603i,-0.00080249+0.00073246i,0.00046209+0.00042183i,0.00047608-6.8324e-05i,-0.00032416-0.00045132i,-0.00087581-0.0001764i,-0.00091921+0.00043662i,0.00012924+0.0010124i,2.7742e-05+0.00080446i
0.00033974-0.0016657i,-0.00049696-0.0018245i,-0.0018077-0.00087753i,-0.0022778+6.5403e-05i,-0.0016088+0.00095547i,-0.0011176+0.0015437i,0.00011102+0.0015934i,0.0011915+0.0020152i,0.00011627+0.002377i,-0.0021935+0.0021005i,-0.0024618+0.0022594i,-0.0015336+0.0019523i,-0.0011292+0.00093374i,-0.00045878+0.00076551i,-0.00061536+0.00066629i,-0.0010089-0.00013113i,-0.00040659-0.00042139i,-0.00013387-0.00088823i,0.00024361-0.0010817i,0.00028862-0.00085067i,-0.00035574-0.00062607i,-0.00045499-0.0003367i,1.3474e-05-0.00012124i
0.0021562+0.00060115i,0.0020118+0.00027174i,0.0009898-0.0009705i,0.00024066-0.0018523i,0.00022117-0.0010401i,-0.00048197+0.00015494i,-0.00037131+0.00019714i,0.0012351-0.000296i,0.0019988-0.00063188i,0.0014114+0.00038593i,0.001251+0.0019487i,0.0016718+0.002498i,0.0012514+0.0018839i,0.00035969+0.0010063i,0.00021068+0.00027945i,0.00055117+5.1984e-05i,0.0001355-0.00013119i,-0.00065906-0.00067443i,-0.00010054-0.00035285i,0.00016663-0.00047288i,-0.0003518-0.0010162i,-8.2585e-05-0.00091263i,0.00052028+2.1853e-05i
0.00099023+0.00078828i,0.00034292+0.00044729i,-0.00044801-0.00011954i,-0.00053566+0.00036597i,-0.00047274+0.00062137i,-0.00079657+0.00042286i,-0.00018021+0.0013297i,0.0015217+0.0021974i,0.0023402+0.00051713i,0.0025971-0.00091064i,0.0025431-0.00067528i,0.0018957-9.802e-05i,0.00079539+0.00065365i,0.00014185+0.0010887i,0.00030513+0.00079374i,-0.00052917+0.00048673i,-0.0011496+0.00070469i,-0.00033057+0.0010731i,0.00023817+0.00088148i,3.106e-05+0.00037737i,-0.0001638+0.00057455i,-0.00016429+0.00055225i,-0.00026774-0.00073339i
-0.0024873+0.00019745i,-0.0021443+0.00096204i,-0.0013947+0.0028045i,-0.00061087+0.0037082i,0.00014929+0.0027015i,-7.8319e-05+0.0016211i,-0.00049544+0.0014282i,-0.000374+0.0010092i,-6.8075e-05+0.0001677i,0.00027363-0.0016636i,0.00067591-0.0030848i,0.0010485-0.0027288i,0.0013888-0.0011618i,0.0009508-0.00027083i,0.00096715-0.00037948i,0.00074005-0.00012957i,0.00037568+0.00075921i,0.00080523+0.00028714i,0.00088748+0.00028462i,8.1071e-05+0.00042616i,-0.00043163-0.00057904i,-0.00010646-0.00096838i,-0.0001872-0.001031i
0.0014007+0.00047796i,0.0003864-0.0011972i,0.00046312-0.0030288i,0.0016704-0.0032864i,0.0021591-0.0024442i,0.0018104-0.0011825i,0.0010479+0.0010148i,-9.5991e-05+0.0017938i,-0.0006939+0.0012326i,-0.0019855+0.00056654i,-0.0027903-0.00022974i,-0.0018923-0.0010305i,-0.0011904-0.0003412i,-0.0013515+0.0015725i,-0.00097687+0.0023458i,3.4163e-05+0.0013376i,0.00063386-0.00015978i,0.00034965-0.0010764i,0.00036487-0.00088308i,0.00035839+0.00015635i,0.00022477+0.00017901i,0.00049713-0.00055256i,0.00052174-0.00073675i
0.00062478+0.00027774i,0.001479-0.0007503i,0.00041336-0.00042719i,-0.00013898+0.0014858i,-6.9585e-05+0.0015019i,0.00084729+0.00011051i,0.0018978-0.00047959i,0.0012038+0.00027928i,5.8384e-05+0.0016718i,-0.00077577+0.0023766i,-0.00087128+0.0023765i,0.00051821+0.0013433i,0.0010712+0.0011422i,1.8447e-05+0.0014707i,-0.00047933+0.0011462i,0.00060918+0.00021654i,0.0017099-0.00075633i,0.00095677-0.00060908i,-0.0001142-0.00049949i,0.00048616-0.00069887i,0.00094498-0.0011348i,0.00091183-0.00087698i,0.0010321-0.00027677i
-5.1722e-05-0.0011615i,0.00036885-0.0016397i,0.00074618-0.0014274i,0.00030016-0.0007932i,-0.00013628+0.00069006i,-0.00020608+0.0015176i,-0.00060844+0.00096108i,0.00039078+0.00034147i,0.0018761+0.00024378i,0.0030909+1.8017e-05i,0.003194+0.0011714i,0.0020888+0.0016807i,0.00028508+0.00064056i,-0.00033868+0.00065235i,9.3902e-05+0.001042i,-0.00010196+0.00039666i,-0.0005165+0.00043096i,-0.00033044+0.00078546i,-0.00071786+0.00081334i,-0.00026774+0.00034248i,0.00050127+0.00035688i,0.00026952+0.00045259i,1.3556e-05+0.00036183i
0.0013616+0.0018402i,0.0012778+0.0022631i,0.0012033+0.0022032i,0.0020756+0.0017257i,0.0023766+0.0013212i,0.0014139+0.00076092i,0.001725+0.00055899i,0.0018558+0.00015178i,0.0018661-0.00071159i,0.0031742-0.00090795i,0.003823-0.0018007i,0.002064-0.002602i,0.00032876-0.0022206i,-0.00049957-0.0013169i,-0.0010143-0.00095076i,-0.0007437-0.00069753i,-8.057e-05+0.00011776i,-0.00061727+0.00033764i,-0.00064703+0.00046809i,0.00028936+0.00073578i,0.00058928+0.00091061i,0.00016753+0.00034573i,-0.00047489-9.0084e-05i
-0.0016261-0.00033455i,-0.0015718+0.00023405i,-0.0015422+0.00059806i,-1.8092e-06+0.0012026i,0.00094438+0.0007714i,0.000336-0.00062002i,-0.00030192-0.00053034i,-7.982e-05+0.00062312i,0.00011677-0.00057396i,-0.00049635-0.0029639i,-0.00091274-0.0034256i,0.00016095-0.0032236i,0.00077802-0.003042i,0.00065666-0.0018013i,-0.00011111-0.00032432i,-0.00080549-0.0001805i,-0.0007354-0.00072321i,1.1464e-05-0.00061526i,0.0011658+0.0010992i,0.0013558+0.0019025i,0.0014755+0.0010408i,0.0016832+0.0010633i,0.00076761+0.00058856i
-0.0028463-3.7828e-05i,-0.0031477+0.00090038i,-0.0024793+0.0020445i,-0.00048973+0.0016767i,0.00070808+0.00042157i,0.00069078-0.00032234i,0.00046425-0.00035139i,0.00028641+0.00030677i,-0.00054564+0.00061796i,-0.0024487+0.00055672i,-0.0028174+0.00077842i,-0.0019518+0.0010231i,-0.0012694+0.00037171i,0.00066217-0.0001686i,0.001439-0.00035975i,0.00059673-0.00023328i,1.487e-05+0.00052764i,-0.00041557+0.00060867i,0.0001519-5.3976e-05i,0.00052978-0.00098106i,0.00080068-0.00072212i,0.00045488+0.00020103i,3.7199e-05+0.0002462i
-1.0117e-05-0.00056211i,-0.00051273-0.0012006i,-0.00084592-0.00026813i,0.00045158+0.0015052i,0.00208+0.002092i,0.0014299+0.0015072i,0.0011669+0.0012531i,0.0016134+0.0014142i,0.00036922+0.0021359i,1.9627e-05+0.0027599i,0.0010157+0.0024527i,0.0014919+0.0019356i,0.00097264+0.00087187i,-3.9285e-05-0.00036556i,-0.00046094-0.00078875i,-0.00031828-0.00025569i,0.00030461-0.00050245i,0.00011167-0.00071564i,-0.00038758-0.00097395i,-0.00055079-0.0014463i,-0.00064335-0.0016387i,-0.00057413-0.0010309i,-0.00024094+0.00014719i
