-0.0029471+0.002019i,-0.00094887+0.0028323i,-0.00018174+0.0028875i,-8.2551e-05+0.0016702i,-0.00059151+0.0012807i,-0.00069471+0.00023433i,-0.00011046-0.00059181i,0.00073444-5.8522e-05i,0.00094273+2.5317e-05i,0.0006804-0.00059849i,0.0012399-0.00040375i,0.00094517-0.0004035i,0.000119-0.00067946i,-1.7354e-05-0.00077049i,-0.0002127-0.00057483i,-0.00073641+7.1075e-05i,-0.00098397+0.00015901i,-0.00067411-0.00035701i,-0.00057194-0.00075798i,-0.00065169-0.00065794i,-0.00054002+0.00057909i,-0.00090309+0.00061071i,-0.00036186-0.00035206i
0.13016-0.00023742i,0.28397+0.047104i,0.36025+0.14376i,0.25839+0.2226i,0.10276+0.18995i,0.015293+0.036406i,-0.043868-0.12037i,-0.076145-0.17307i,-0.066565-0.16128i,-0.052376-0.12756i,-0.031721-0.075135i,-0.0049292-0.031111i,0.010119-0.0035773i,0.017188+0.012695i,0.017744+0.012249i,0.011442+0.0050383i,0.0032831+0.0016867i,-0.0011197-0.0021723i,0.0013314-0.006239i,0.0041948-0.0070794i,0.0027144-0.004655i,0.0014617+0.0024456i,0.0034826+0.010162i
0.023846+0.10681i,0.029482+0.224i,0.018982+0.23706i,-0.008784+0.063361i,-0.067344-0.11021i,-0.12107-0.10949i,-0.090844-0.0092553i,-0.025316+0.060322i,0.0018664+0.08557i,0.010654+0.081808i,0.013312+0.052199i,0.0021565+0.025291i,-0.013947+0.017088i,-0.021774+0.016409i,-0.013737+0.013141i,-0.00176+0.0052369i,0.0018166-0.0050161i,0.0012715-0.01101i,-0.0028202-0.009228i,-0.0086347-0.0021834i,-0.0084699+0.0032213i,-0.0050004+0.0047511i,-0.007564+0.0055313i
-0.098555+0.058439i,-0.22651+0.12272i,-0.31859+0.18483i,-0.25869+0.21738i,-0.076068+0.18i,0.094558+0.070551i,0.15256-0.042065i,0.11837-0.097392i,0.076944-0.098185i,0.048936-0.076925i,0.026557-0.044081i,0.015696-0.020137i,0.0065414-0.018941i,-0.0016719-0.020389i,-0.0036856-0.011423i,-0.0019435+0.00032478i,0.0038896+0.0076103i,0.010821+0.012427i,0.015892+0.016625i,0.016307+0.016105i,0.0078561+0.010431i,-0.0036423+0.0028055i,-0.008023-0.0031744i
-0.076442-0.092157i,-0.1385-0.2299i,-0.12046-0.35683i,-0.002763-0.36683i,0.069429-0.27554i,0.0067357-0.14263i,-0.084411+0.0041112i,-0.099838+0.095554i,-0.078335+0.098692i,-0.058732+0.06871i,-0.034142+0.038103i,-0.012617+0.011227i,0.00038159-0.0074263i,0.0048595-0.016097i,0.00096139-0.010848i,-0.0026722-0.0010368i,-0.0026034+0.0029578i,-0.0039221+0.002877i,-0.0059265-0.0015554i,-0.0049756-0.0078162i,-0.0020484-0.0081895i,0.0021179-0.0057566i,0.0051176-0.0072489i
0.069417-0.076122i,0.1671-0.13992i,0.2037-0.11414i,0.091161+0.041216i,-0.0243+0.19166i,0.0045235+0.19146i,0.072196+0.059341i,0.079139-0.049325i,0.064898-0.063449i,0.055678-0.04205i,0.038962-0.022775i,0.025624-0.0039955i,0.02677+0.010024i,0.027772+0.014796i,0.019928+0.0084963i,0.0094945+0.00046553i,0.0007168+0.00089993i,-0.0058659+0.0033405i,-0.0080907+0.0041031i,-0.0029224+0.0042496i,0.0029623+0.0010496i,0.0048854-0.0017216i,0.0073577+0.0017613i
0.083842+0.041637i,0.1829+0.099237i,0.25209+0.11181i,0.24218+0.0032645i,0.16859-0.14475i,0.056503-0.19619i,-0.035817-0.13619i,-0.069253-0.050666i,-0.067495-0.0086i,-0.054129+0.00013369i,-0.032223+0.0044953i,-0.015384+0.0083692i,-0.010733+0.012384i,-0.0090915+0.013294i,-0.0045086+0.0083964i,-0.00037747+0.0022544i,0.0011604-0.0039355i,0.0032559-0.011468i,0.0044975-0.01737i,0.0015845-0.016852i,-0.0011749-0.0096564i,-0.0016345+0.00071558i,-0.0033226+0.0076626i
-0.016679+0.094122i,-0.070965+0.21105i,-0.15576+0.28519i,-0.22497+0.24837i,-0.22849+0.17953i,-0.12737+0.15536i,0.025041+0.11905i,0.10081+0.050786i,0.086625+0.014291i,0.054028+0.015923i,0.028283+0.017792i,0.0069059+0.013423i,-0.0074877+0.0092646i,-0.013848+0.0060063i,-0.0098931+0.0053307i,-0.0013208+0.0056349i,0.0034614+0.0054852i,0.005442+0.0071007i,0.003386+0.011633i,-0.00064319+0.015158i,-4.534e-06+0.011722i,0.00080968+0.0031053i,-0.0028558-0.0024195i
-0.092241-0.0030244i,-0.19034-0.039922i,-0.19193-0.088354i,0.001092-0.10085i,0.21609-0.093607i,0.22334-0.099144i,0.072638-0.067467i,-0.037327-0.011718i,-0.050193-0.00020417i,-0.034364-0.018305i,-0.025059-0.023333i,-0.01517-0.01994i,-0.0056685-0.023374i,-0.00070546-0.026956i,-0.0025882-0.01881i,-0.0069395-0.0049502i,-0.006642+0.0021113i,-0.0015343+0.0053519i,0.0051465+0.006502i,0.0073593+0.0029496i,0.0030725-0.0011283i,-0.0017417-0.0030125i,-0.0010764-0.0070606i
-0.01142-0.075489i,-0.011135-0.16939i,-0.031449-0.2104i,-0.12307-0.12785i,-0.22625-0.0037825i,-0.2175+0.068033i,-0.10722+0.068738i,-0.0093665+0.028231i,0.021022+0.010487i,0.019688+0.018019i,0.016085+0.013018i,0.013167+0.0033942i,0.014052+0.0040402i,0.013739+0.0053657i,0.0092289+0.0021493i,0.0048114-8.4078e-05i,-0.00027852+0.0014711i,-0.0076254+0.0030548i,-0.012688+0.0029645i,-0.011827+0.0034452i,-0.0056936+0.0047796i,0.0031016+0.0047233i,0.010585+0.0045345i
0.065997-0.032121i,0.16434-0.05706i,0.24507-0.049403i,0.26088+0.00085613i,0.25482+0.05391i,0.2234+0.045326i,0.12917-0.011566i,0.030851-0.037012i,-0.006007-0.029749i,7.0697e-06-0.024217i,0.010021-0.016294i,0.012262-0.0041945i,0.013812+0.0068784i,0.017185+0.0119i,0.015464+0.0065577i,0.0082712-0.0024897i,0.0024973-0.0066843i,0.0024267-0.0069124i,0.0055522-0.0069837i,0.0078564-0.0073424i,0.0065105-0.0059761i,0.0015811-0.0013727i,-0.001601+0.0048978i
0.048873+0.062276i,0.084272+0.14616i,0.061672+0.17419i,-0.05382+0.053908i,-0.18674-0.10088i,-0.21352-0.11804i,-0.10925-0.036786i,0.0020391+0.011159i,0.022576+0.015575i,-0.001826+0.02538i,-0.0075994+0.034348i,-0.005226+0.028776i,-0.01296+0.021131i,-0.020039+0.015891i,-0.013485+0.010973i,0.00012618+0.0085286i,0.0066876+0.0052364i,0.0045576-0.00022448i,-0.0022605-0.0045707i,-0.0080737-0.0037787i,-0.0070518+0.0014418i,-0.0033394+0.0051584i,-0.0041985+0.0067443i
-0.047157+0.056424i,-0.11281+0.10522i,-0.12948+0.14054i,-0.018231+0.172i,0.1248+0.2131i,0.15061+0.19842i,0.071796+0.12121i,-0.0033304+0.053536i,-0.015504+0.01662i,-0.00049596-0.0063358i,-0.0017863-0.011398i,-0.008316-0.0055518i,-0.0094895-0.005005i,-0.0069891-0.0049876i,-0.0038606-0.00072776i,-0.00312+0.0023083i,-0.0026472+0.0027406i,-0.00048635+0.0053275i,0.0044103+0.0099927i,0.0084025+0.0097532i,0.0073892+0.003433i,0.0022481-0.003758i,-0.0012889-0.01042i
-0.05504-0.028967i,-0.11112-0.076546i,-0.13997-0.12736i,-0.12245-0.16023i,-0.096317-0.20053i,-0.076475-0.21036i,-0.046662-0.14014i,-0.0043707-0.056138i,0.01207-0.018737i,-0.0053135-0.008637i,-0.019025-0.0035211i,-0.016581-0.0033697i,-0.0090498-0.0083097i,-0.0044233-0.013606i,-0.0047115-0.011411i,-0.0054695-0.0028157i,-0.0040883+0.0027994i,-0.0039732+0.0016868i,-0.0054277-0.0019062i,-0.0076365-0.0042021i,-0.0089678-0.0026296i,-0.0060143+0.0013743i,0.00072487+0.0026463i
0.014755-0.058823i,0.044098-0.12327i,0.062576-0.1314i,0.02921-0.0079506i,-0.017622+0.17121i,-0.021228+0.23436i,-0.0070847+0.14552i,-0.0099467+0.04212i,-0.0077194+0.0055591i,0.01022-0.0016422i,0.018497-0.0085488i,0.013679-0.0079428i,0.012827+0.0014359i,0.016174+0.010856i,0.014416+0.01043i,0.0078461+0.001743i,0.0021832-0.0037316i,-0.00034173-0.0010541i,0.00034854+0.0042754i,0.0038814+0.0072839i,0.0068926+0.0055647i,0.0063391+0.0022188i,0.005554+0.0023995i
0.057844+0.0047463i,0.13039+0.021216i,0.17766+0.012036i,0.15412-0.084199i,0.11172-0.20705i,0.092644-0.2143i,0.08341-0.10932i,0.070896-0.016392i,0.041059+0.0079578i,0.0041568+0.0049205i,-0.01074+0.0049113i,-0.0088077+0.0042642i,-0.0073627+0.0039041i,-0.0065281+0.0021134i,-0.0036481-0.0020033i,6.7187e-05-0.00119i,0.0025436+0.00016657i,0.0037141-0.0043674i,0.0040428-0.010739i,0.00078196-0.011969i,-0.0029023-0.0072104i,-0.0043518-0.00065518i,-0.00646+0.0045684i
0.0021928+0.048551i,-0.0066919+0.11319i,-0.030405+0.1633i,-0.063478+0.17533i,-0.12272+0.18211i,-0.17401+0.17029i,-0.15534+0.11579i,-0.098091+0.053005i,-0.045437+0.01881i,-0.0070154+0.0092998i,0.0061179+0.0049163i,0.0011391+0.002347i,-0.0064358+0.0041765i,-0.0096608+0.010126i,-0.0073814+0.012845i,-0.0027649+0.0086535i,-0.00098416+0.0033235i,-0.0021331+0.0028776i,-0.0029969+0.0065889i,-0.0012582+0.010782i,0.0028017+0.010327i,0.0040011+0.0042632i,0.0005591-0.0031014i
-0.041921+0.017916i,-0.092312+0.032405i,-0.099235+0.03629i,0.00091551+0.016142i,0.14345-0.038063i,0.195-0.078856i,0.13289-0.056644i,0.060953-0.0086963i,0.028913+0.0072652i,0.0076083-0.006867i,-0.0083892-0.017287i,-0.012746-0.018149i,-0.011897-0.017873i,-0.0074984-0.019139i,-0.0048861-0.01656i,-0.0060031-0.0080275i,-0.003655-0.0016496i,0.0012011-0.0012494i,0.0052141-0.004361i,0.0059069-0.008731i,0.0017238-0.010301i,-0.0011898-0.0084481i,0.00040759-0.0069318i
-0.025223-0.035242i,-0.053428-0.093714i,-0.093633-0.13154i,-0.15737-0.092939i,-0.22151-0.024593i,-0.21794-0.0051834i,-0.14389-0.025049i,-0.070386-0.035747i,-0.027407-0.018238i,0.00056774+0.0057713i,0.015091+0.0085889i,0.014049-0.00056133i,0.0083441-0.0035797i,0.0042227+0.0010608i,0.0022608+0.0050877i,0.0021118+0.0026112i,0.00011372+8.4684e-05i,-0.0037166+0.003298i,-0.0073157+0.0078034i,-0.0083125+0.010063i,-0.0049946+0.0096501i,0.00062502+0.0070977i,0.0058563+0.0054779i
0.030686-0.025309i,0.082308-0.052227i,0.13652-0.061652i,0.16772-0.043376i,0.19654+0.0016888i,0.1991+0.060916i,0.14331+0.088581i,0.071937+0.074902i,0.022794+0.043303i,0.00029559+0.013657i,-0.0017801-0.00046974i,0.0031228-0.0049412i,0.0068378-0.0051434i,0.010385-0.0031948i,0.011274-0.0042263i,0.0090297-0.0053204i,0.007701-0.0032826i,0.0079607-0.0017515i,0.0085209-0.0029833i,0.0095101-0.0054865i,0.0081127-0.0070868i,0.0029467-0.0052143i,-0.0017188+0.00059166i
0.026232+0.015494i,0.056495+0.041388i,0.059284+0.043041i,-0.00047807-0.012295i,-0.10247-0.087679i,-0.16303-0.11788i,-0.13928-0.089889i,-0.084601-0.049414i,-0.044603-0.019914i,-0.021169+0.005157i,-0.0057779+0.019328i,0.0024874+0.020157i,7.3278e-05+0.016537i,-0.0081412+0.013707i,-0.0098414+0.011202i,-0.0029331+0.0083991i,-8.8617e-05+0.0043417i,-0.005138+5.0197e-06i,-0.010675-0.0013984i,-0.013432+0.00097374i,-0.011589+0.0053937i,-0.0077354+0.0069548i,-0.0070489+0.0047214i
-0.0071196+0.032243i,-0.023066+0.081483i,-0.024561+0.14041i,0.022647+0.18622i,0.083295+0.205i,0.084819+0.17535i,0.03486+0.10741i,-0.0023979+0.048258i,-0.0059262+0.010685i,-0.0019649-0.013221i,-0.0029079-0.018685i,-0.0040489-0.012885i,-0.0053054-0.0077818i,-0.0042973-0.0060097i,-0.0018221-0.0052469i,-0.0018448-0.0032585i,-0.00030791-0.00055833i,0.0054187-0.00016861i,0.011202-0.00053534i,0.013072-0.00097835i,0.0099988-0.0027826i,0.004322-0.0038652i,0.0015122-0.0049556i
-0.029849-0.00076643i,-0.072599-0.023965i,-0.10975-0.066502i,-0.11336-0.1171i,-0.081787-0.17008i,-0.032131-0.19818i,0.0028314-0.16677i,0.011537-0.10459i,0.0061999-0.047827i,-3.3411e-05-0.0087941i,-0.0028963+0.0060669i,-0.0056262+0.0059804i,-0.0071757+1.1925e-05i,-0.0080039-0.0063741i,-0.0068168-0.0067438i,-0.0025247-0.0038437i,-0.0018028-0.001107i,-0.0051958+0.00033873i,-0.0082273-0.00051825i,-0.0097052-0.0031757i,-0.0090504-0.0030212i,-0.0048928-0.00027728i,0.0012713+0.0011336i
-0.0022388-0.022088i,0.0043308-0.051633i,0.0097609-0.055764i,-0.0024137+0.0052308i,-0.021118+0.10501i,-0.025238+0.16111i,-0.012503+0.13332i,0.0014767+0.071944i,0.0078846+0.025931i,0.011228+0.0012191i,0.011656-0.0087164i,0.011017-0.013262i,0.013071-0.014269i,0.016175-0.0091056i,0.015378-0.004501i,0.010615-0.002782i,0.006627+0.00023697i,0.0058151+0.0046103i,0.0065001+0.0084575i,0.0079861+0.0085482i,0.0087839+0.0041896i,0.0070432+0.00047304i,0.004272+0.0021419i
0.022664-0.0079331i,0.058332-0.022579i,0.098897-0.054845i,0.11475-0.11013i,0.10499-0.15231i,0.083155-0.13435i,0.050603-0.07555i,0.017475-0.030803i,-0.0047601-0.010879i,-0.016943+0.0014847i,-0.016605+0.0087597i,-0.0075011+0.0099639i,-7.3709e-05+0.0099299i,0.001506+0.0082015i,0.0010379+0.0071726i,0.003102+0.0066907i,0.0029138+0.0014068i,-0.0026424-0.0047009i,-0.007362-0.0079689i,-0.0077924-0.0086851i,-0.0071196-0.0060857i,-0.0071712-0.0020262i,-0.0088107+0.0012713i
0.011464+0.021611i,0.020077+0.062971i,0.012695+0.12022i,-0.023901+0.15886i,-0.085742+0.15413i,-0.12902+0.10462i,-0.11172+0.047516i,-0.058153+0.018211i,-0.01072+0.0053521i,0.0134-0.0043091i,0.017638-0.007094i,0.014238-0.0015537i,0.0083447+0.0044728i,0.0017065+0.0063673i,-0.0032442+0.0045533i,-0.0058521+0.0031119i,-0.0035826+0.0034115i,0.0020345+0.0029019i,0.0038474+0.0043267i,0.00217+0.0071779i,0.0018795+0.0069569i,0.00077953+0.0035154i,-0.0019805-0.0011227i
-0.014555+0.010792i,-0.037569+0.019111i,-0.044923+0.013822i,0.0018926-0.010894i,0.084725-0.042951i,0.13046-0.057008i,0.10569-0.051233i,0.055762-0.038848i,0.018923-0.022565i,-0.0010356-0.0086564i,-0.0089831-0.00073316i,-0.013199+0.0039782i,-0.014699+0.0041741i,-0.010708-0.00015003i,-0.0057785-0.0027964i,-0.0024365-0.001519i,-0.00033141-0.00075386i,0.0011785-0.0038977i,0.0032733-0.0075526i,0.0039752-0.0091087i,0.0016366-0.0082854i,0.00041716-0.0058382i,0.0031229-0.0045593i
-0.01231-0.0078079i,-0.0356-0.026418i,-0.073376-0.041057i,-0.12035-0.0332i,-0.14809-0.016417i,-0.12293-0.0091751i,-0.060515-0.0010268i,-0.012198+0.013385i,0.0080274+0.022095i,0.014358+0.020971i,0.013374+0.013913i,0.010293+0.004005i,0.0082765-0.0041388i,0.0064839-0.0050802i,0.0044474-0.0037657i,0.00072266-0.0046647i,-0.0017695-0.0018161i,-0.00085177+0.0047107i,-0.00044938+0.0079664i,-0.00085729+0.0070191i,0.0011384+0.0056893i,0.0039905+0.0044422i,0.0060832+0.0039407i
0.0089175-0.014684i,0.031024-0.041828i,0.075053-0.068484i,0.12379-0.064366i,0.14695-0.015254i,0.11906+0.042184i,0.059155+0.055644i,0.011886+0.030904i,-0.013626+0.0046336i,-0.024447-0.0050647i,-0.022731-0.0048016i,-0.014685-0.004625i,-0.0061777-0.0028666i,0.00064931+0.00092057i,0.0041086+0.0043055i,0.0065768+0.0061433i,0.0069771+0.0044364i,0.0043413+3.8759e-05i,0.0033105-0.0037761i,0.0041687-0.0045209i,0.0035126-0.0039345i,0.001528-0.0021403i,-0.00029405+0.0010648i
0.015372+0.0066202i,0.032895+0.021112i,0.032136+0.037261i,-0.0096828+0.025213i,-0.067948-0.023765i,-0.091836-0.064087i,-0.072929-0.054569i,-0.043843-0.02041i,-0.019956+0.0019626i,-0.0053095+0.007535i,0.0019212+0.004836i,0.0078963+0.0049773i,0.010258+0.0077611i,0.0053919+0.0071241i,-0.001853+0.002837i,-0.005897-0.0011495i,-0.006118-0.002137i,-0.0048402-0.00067807i,-0.005618+0.00067344i,-0.0075213+0.0013256i,-0.0072183+0.0023662i,-0.0056887+0.0020246i,-0.005803+0.00066331i
0.0023559+0.011921i,0.0040083+0.032224i,0.011015+0.061107i,0.032675+0.089889i,0.054499+0.10328i,0.047388+0.081711i,0.025696+0.027797i,0.013718-0.018991i,0.0080845-0.037422i,0.0033727-0.036085i,-7.6584e-05-0.025475i,-0.00508-0.013024i,-0.011131-0.003476i,-0.011745+0.00036362i,-0.0075245+0.0012859i,-0.0033783+0.0029501i,7.1122e-06+0.0044206i,0.0038789+0.003478i,0.0069069+0.0021689i,0.006594+0.0019741i,0.0034196+0.00096826i,0.00056692-0.0011692i,0.00063648-0.0030711i
-0.0089322+0.003495i,-0.034698+0.00090596i,-0.071559-0.019167i,-0.092722-0.057495i,-0.066896-0.093586i,-0.0089331-0.09256i,0.026078-0.051766i,0.022532-0.012471i,0.008823+0.0061197i,0.0032315+0.011819i,0.0037585+0.011916i,0.0023684+0.0093976i,6.0874e-05+0.0047697i,0.00056249-0.0014392i,0.0019495-0.006516i,0.00075607-0.010378i,-0.0030254-0.0092225i,-0.0050272-0.0027679i,-0.0035213+0.001686i,-0.0017164+0.0016227i,-0.00065313+0.00048603i,0.001276+0.00053681i,0.0031982+0.00073454i
-0.0031356-0.008746i,-9.1473e-05-0.025838i,0.015499-0.037068i,0.033244-0.0092026i,0.026617+0.050465i,-0.00049992+0.08149i,-0.0085157+0.059356i,0.0053809+0.019321i,0.01361-0.0081824i,0.010343-0.01573i,0.0037423-0.012634i,-0.00030618-0.012994i,-0.00091211-0.014425i,0.00050395-0.0082525i,0.0019587+0.0013208i,0.0036983+0.0065642i,0.0042746+0.0065079i,0.002599+0.006016i,0.002531+0.0062819i,0.0037402+0.0048203i,0.0037298+0.0024096i,0.003064+0.0026216i,0.0034907+0.00453i
0.0052677-0.0043573i,0.01869-0.0076966i,0.033933-0.01813i,0.039093-0.040894i,0.037406-0.062071i,0.030329-0.051738i,0.010779-0.019141i,-0.0078859+0.0024818i,-0.014465+0.0085725i,-0.013028+0.0078628i,-0.0071307+0.0065903i,0.00096667+0.0073043i,0.0070485+0.0083322i,0.008428+0.0066852i,0.0074439+0.003198i,0.006491-0.0012374i,0.0039209-0.0054504i,-0.00012716-0.0075833i,-0.0033806-0.0073945i,-0.0041825-0.0062301i,-0.0035319-0.0038232i,-0.0041147-0.0016638i,-0.0051943-0.00051576i
0.0074725+0.005747i,0.014724+0.022899i,0.018176+0.054901i,0.0022714+0.087473i,-0.032734+0.089766i,-0.051295+0.049419i,-0.029137+0.0042529i,0.008047-0.013396i,0.029386-0.014649i,0.02888-0.013617i,0.018624-0.011719i,0.010965-0.0074137i,0.0038856-0.0017757i,-0.0032885+0.0019066i,-0.0072514+0.0036282i,-0.0073231+0.0063988i,-0.0032817+0.0079551i,0.0011268+0.0070568i,0.0017777+0.0062286i,-3.5646e-05+0.0050898i,-0.0017224+0.0030963i,-0.0025114+0.00092482i,-0.0025538-0.00086373i
-0.0041105+0.0039964i,-0.017981+0.0076156i,-0.034137+0.00025794i,-0.025013-0.023095i,0.019445-0.038794i,0.054354-0.02309i,0.046386+0.0014196i,0.020223+0.010234i,0.0021429+0.010445i,-0.0026738+0.0092855i,-0.0011882+0.0091694i,-0.0030332+0.011447i,-0.0056359+0.010976i,-0.0027373+0.0055205i,0.0017831-0.00097988i,0.0036505-0.0052423i,0.0032464-0.007162i,0.0013374-0.0077548i,9.0025e-05-0.0064757i,2.9307e-05-0.0046793i,0.00011944-0.001958i,0.00070779-0.00072524i,0.001542-0.0019263i
-0.0042548-0.0043327i,-0.012777-0.011729i,-0.023262-0.017461i,-0.034537-0.0095808i,-0.048008+0.0056268i,-0.045982+0.0097764i,-0.019948+0.012549i,0.0050828+0.020421i,0.016524+0.021344i,0.016684+0.016923i,0.010371+0.010392i,0.0050035+0.00157i,0.0019608-0.0057881i,0.00021464-0.0072331i,-0.00078697-0.0041546i,-0.0024969+0.00058074i,-0.0041179+0.0041838i,-0.0030513+0.0055535i,-0.0005717+0.0058638i,0.0014201+0.0041846i,0.0024021+0.0021381i,0.0029987+0.0033542i,0.0030921+0.0054938i
0.0017242-0.0074733i,0.009468-0.018481i,0.027954-0.033051i,0.051424-0.0353i,0.060026-0.012684i,0.036881+0.018721i,-0.0031149+0.028764i,-0.026508+0.019161i,-0.029285+0.0095035i,-0.02387+0.0055322i,-0.017736+0.0046201i,-0.013021+0.0032246i,-0.0068111+0.0021055i,0.00051547+0.0039393i,0.0055478+0.0054249i,0.0076044+0.0033428i,0.0078916-0.00069167i,0.0074862-0.0037625i,0.0051151-0.0050591i,0.0020078-0.0043246i,-0.00058901-0.0017425i,-0.0013046+0.00085678i,-0.0012417+0.0018419i
0.0074074+0.0009976i,0.018029+0.0077259i,0.019539+0.021629i,-0.0026809+0.030603i,-0.035546+0.012275i,-0.040907-0.017915i,-0.019947-0.023263i,-0.0028265-0.0075058i,0.0042222+0.0069521i,0.0044966+0.0096754i,0.0034567+0.003659i,0.0059132+0.00065097i,0.0078221+0.0022331i,0.0046487+0.002505i,-0.0010546+0.0010389i,-0.0046624+0.00079633i,-0.005675+0.0025441i,-0.0053223+0.0043151i,-0.0046219+0.0048947i,-0.0041362+0.0044594i,-0.0035846+0.0025126i,-0.0036102+0.00033729i,-0.0030652-0.00097199i
0.0022074+0.0079681i,0.0017479+0.015077i,0.00075774+0.020976i,0.0070425+0.021262i,0.020535+0.022348i,0.018632+0.022996i,0.0048357+0.0093204i,-0.0049186-0.0079763i,-0.0096997-0.016205i,-0.0096947-0.01598i,-0.007195-0.011374i,-0.0069809-0.0046744i,-0.0079329+0.0013606i,-0.006062+0.0043506i,-0.0017233+0.0042757i,0.0014675+0.002681i,0.0028176+0.00060749i,0.0034501-0.0013051i,0.0027002-0.0018675i,0.0019626-0.0017378i,0.0012049-0.0016762i,0.00063811-0.0023851i,0.0012108-0.0033166i
-0.0054311+0.0017582i,-0.015887+0.0039993i,-0.029919-0.00039357i,-0.038838-0.013397i,-0.03088-0.026679i,-0.0078558-0.024504i,0.0088264-0.0050247i,0.0074505+0.0098621i,0.00046935+0.012533i,-0.0015086+0.010693i,0.00040094+0.007266i,0.0016018+0.0039832i,0.0013886+0.0018045i,0.00076922-0.0011407i,0.00085002-0.0040659i,0.00024051-0.0054706i,-0.0020146-0.0036771i,-0.0040835-1.8146e-05i,-0.0036791+0.0015554i,-0.0012638+0.0016938i,7.3842e-05+0.0014494i,-4.2983e-05+0.0016509i,0.0001038+0.0023796i
-0.00070203-0.0031194i,-0.0013242-0.011212i,0.0072098-0.020334i,0.022401-0.012035i,0.020958+0.013953i,-0.0014927+0.028167i,-0.017631+0.016691i,-0.01609-0.0016371i,-0.0086055-0.012196i,-0.0043047-0.012029i,-0.0042972-0.0070157i,-0.0054996-0.0069544i,-0.0053481-0.0075897i,-0.0031167-0.001573i,-0.00032119+0.0050026i,0.0024862+0.0059417i,0.0052963+0.0041587i,0.0064899+0.0019754i,0.0072064-0.00075942i,0.0061442-0.0022457i,0.003074-0.0017551i,0.0018611-0.00030027i,0.0015202+0.00097588i
0.0012862-0.0032405i,0.007695-0.0058663i,0.011864-0.0063896i,0.0062345-0.0071773i,-0.0009272-0.015849i,0.0012481-0.019314i,0.0025831-0.0098154i,-0.0010871-0.00048643i,-0.004554+0.003863i,-0.0059874+0.0049509i,-0.0026423+0.0041017i,0.0034393+0.0039788i,0.0057331+0.003855i,0.003565+0.0015972i,0.0009976-0.000398i,0.00017953-0.00064189i,-0.0011535-0.00040858i,-0.0035237+0.00029672i,-0.0050433+0.00085901i,-0.0049464+0.00040346i,-0.0041382-0.00019259i,-0.0026473-0.00036253i,-0.0012996-0.00034283i
0.0025211+0.0025286i,0.0073698+0.0068295i,0.0095144+0.016487i,0.0045533+0.027845i,-0.005051+0.030282i,-0.012683+0.017582i,-0.0066209+0.0006414i,0.0066671-0.0084101i,0.011568-0.011334i,0.0081442-0.010149i,0.0042848-0.0071721i,0.0019664-0.0054303i,0.00015201-0.0037578i,-0.0033047-0.00075374i,-0.0054055+0.0015755i,-0.0040951+0.0029879i,-0.0012445+0.0027063i,0.00053078+0.0016692i,0.0011449+0.0022776i,0.001315+0.0030459i,0.0015426+0.0017511i,0.0019938-0.00072972i,0.00094723-0.0021221i
-0.00029965+0.003037i,-0.0043833+0.0062106i,-0.010931+0.0042486i,-0.012765-0.007834i,-0.0011527-0.018061i,0.011498-0.010037i,0.0097475+0.0061202i,0.0018451+0.01199i,-0.0033359+0.0079787i,-0.0039195+0.0021374i,-0.0020483+0.0014148i,-0.0010881+0.0040321i,-0.0017698+0.0047029i,-0.0013219+0.0011168i,0.00083698-0.0023643i,0.0014408-0.0022554i,-5.4755e-05-0.0011901i,-0.0024183-0.0015524i,-0.0032866-0.0021612i,-0.002146-0.0013823i,-0.0010976-1.0026e-05i,-0.00018801+0.00041139i,0.00059903-8.5011e-05i
-0.0027197-0.0019488i,-0.0056876-0.0035185i,-0.0061225-0.0054127i,-0.0034171-0.0020063i,-0.0079385+0.0073168i,-0.015717+0.0094292i,-0.014838+0.0062797i,-0.0080091+0.0040272i,-0.00072689+0.00011637i,0.0031332-0.0018653i,0.0026933-0.0022561i,0.0013592-0.0039194i,0.00013217-0.0053705i,-0.0006819-0.0045616i,-0.0014204-0.0018319i,-0.00047108+0.0013478i,0.0027302+0.002948i,0.0048664+0.0026825i,0.0044656+0.001272i,0.0034455+4.1187e-05i,0.0028538+0.0010705i,0.001746+0.0023619i,0.0010185+0.002472i
-0.0015101-0.0011751i,-6.4834e-06-0.0047086i,0.0045211-0.0082352i,0.010088-0.0087565i,0.012615-0.0061556i,0.0067694-0.0022399i,-0.0069317-0.000591i,-0.015131-3.4801e-05i,-0.013491+0.00072928i,-0.0088195+0.0015184i,-0.0047504+0.002301i,-0.002188+0.0024302i,-0.0010836+0.0009268i,0.00083846-0.00062793i,0.002528-0.0016435i,0.002281-0.0018514i,0.0015814+0.00042488i,0.0013798+0.0012807i,0.00062922-0.0003169i,-0.0013679-0.0027009i,-0.002462-0.0036609i,-0.0017266-0.0019364i,-0.00077464+0.00021302i
-0.00017452-0.00024467i,0.0039721+0.002977i,0.0052067+0.0093096i,-0.0011908+0.014955i,-0.012273+0.0095564i,-0.01621-0.0048332i,-0.010676-0.011255i,-0.0033048-0.0070566i,0.0029075-0.0018052i,0.0051166-5.5775e-05i,0.0042596-0.0013837i,0.0045472-0.002619i,0.0053781-0.0027357i,0.0037487-0.002616i,0.00067013-0.0029492i,-0.001397-0.0024166i,-0.0025562-0.00029361i,-0.0030261+0.001679i,-0.0034458+0.0027812i,-0.0027465+0.0033443i,-0.0020178+0.0027605i,-0.0013203+0.0014047i,-0.00019561+0.00089572i
