-0.0021652+6.3467e-05i,-0.0014759+0.00012119i,-0.0030269+5.3401e-05i,-0.0040656+0.00038295i,-0.0028497+0.0010257i,-0.0021438+0.00098322i,-0.001986+0.00057861i,-0.00059219+0.00088026i,0.001351+0.0011899i,0.0017598+0.00036797i,0.0014104-0.00056975i,0.00082908-0.00096999i,0.00032939-0.00078245i,-0.0004252-0.00058184i,-0.00098224-0.00037965i,-0.00079122-0.00063796i,-0.00071644-0.0011977i,-0.00070031-0.00073765i,-0.00027867-0.00048223i,3.0454e-06-0.00072103i,0.00025668+0.00019432i,0.00015511+0.0010813i,-0.00041257+0.001098i
-0.29087+0.30407i,-0.28485+0.35865i,-0.15641+0.23789i,-0.039415+0.086763i,0.029181+0.00021077i,0.063054-0.040234i,0.047015-0.040646i,0.021924-0.016203i,0.012606-0.0051004i,-0.00071512+0.002466i,-0.0072908+0.019327i,-0.0021178+0.028108i,0.00012701+0.02404i,-0.0041706+0.021551i,-0.012093+0.030513i,-0.017328+0.041525i,-0.013296+0.039676i,-0.00060168+0.023355i,0.0075163+0.0071698i,0.00090106+0.0016571i,-0.01598-0.0047945i,-0.031966-0.016014i,-0.034234-0.018372i
-0.076205-0.076503i,-0.020885-0.031204i,0.047984-0.028831i,0.029887-0.063208i,-0.038002-0.028586i,-0.055039+0.037557i,-0.037409+0.044302i,-0.034464+0.020096i,-0.034935+0.0083867i,-0.024118-0.0014136i,-0.017581-0.01662i,-0.021241-0.024628i,-0.019546-0.023836i,-0.0095144-0.028101i,-0.00075708-0.035525i,0.0040231-0.035617i,0.0018908-0.029618i,-0.0084878-0.018599i,-0.011302-0.008176i,0.0043917-0.012634i,0.025566-0.024669i,0.036718-0.021478i,0.032522-0.010108i
0.073662-0.37505i,-0.025905-0.41079i,-0.094592-0.2235i,-0.061492-0.035659i,-0.022576+0.0049945i,-0.025116-0.0079i,-0.010086-0.0065197i,0.0091612-0.0074543i,0.0098382-0.0066206i,0.0064921-0.005155i,0.0045084-0.0030848i,0.0073942+0.0001635i,0.0090265+0.0013854i,0.0040689+0.0094895i,-0.00027687+0.016082i,-0.0020601+0.013111i,-0.0013352+0.012426i,0.001831+0.014717i,0.0006165+0.016391i,-0.0070025+0.026611i,-0.012098+0.042915i,-0.011972+0.044147i,-0.0071995+0.027833i
0.1264+0.33184i,0.12793+0.33437i,0.090655+0.2098i,0.080088+0.083742i,0.092393+0.0090248i,0.079871-0.019282i,0.049958-0.012439i,0.042094-0.0095467i,0.044563-0.019075i,0.037231-0.014364i,0.026325+0.0002704i,0.015183+0.0070376i,0.0019222+0.0057119i,-0.007413+0.007366i,-0.012246+0.017133i,-0.013789+0.025328i,-0.010478+0.024881i,-0.0013267+0.014695i,0.0030407+0.001799i,-0.0051704-0.0060222i,-0.013462-0.015649i,-0.014994-0.02718i,-0.014486-0.026386i
0.044258+0.061544i,0.14828+0.001921i,0.14388-0.063989i,0.043759-0.055877i,-0.016191+0.0017206i,-0.029387+0.026039i,-0.032976+0.022204i,-0.030171+0.026657i,-0.026757+0.031886i,-0.020647+0.02463i,-0.016184+0.0075121i,-0.017597+0.0012305i,-0.0093059+0.0048926i,0.0090684-0.0072532i,0.020294-0.029358i,0.022125-0.043778i,0.017217-0.04789i,0.0062953-0.038587i,0.004545-0.024222i,0.016119-0.020835i,0.02314-0.018628i,0.019583-0.00343i,0.013086+0.011325i
-0.34936-0.13932i,-0.4584-0.071106i,-0.36401+0.054201i,-0.19512+0.1112i,-0.099497+0.075412i,-0.041979+0.022015i,-0.00969-0.0049615i,-0.010897+0.00084483i,-0.013601+0.011998i,-0.015426+0.0098746i,-0.013421+0.0062539i,-0.0026207+0.00049899i,0.00096477-0.0019795i,-0.0034262+0.010436i,-0.0046023+0.025253i,-0.0033364+0.031416i,-0.001099+0.033022i,0.0024705+0.028684i,0.0011068+0.016476i,-0.0077689+0.010872i,-0.016518+0.017576i,-0.015034+0.017144i,-0.0040251+0.0068496i
0.18204-0.025224i,0.19038-0.0059565i,0.12066-0.060664i,0.031882-0.12985i,-0.0068706-0.1112i,0.0019747-0.041495i,0.013401-0.0091918i,0.012684-0.023415i,0.012455-0.03789i,0.017763-0.034249i,0.019362-0.019364i,0.015431-0.0074957i,0.005885-0.0095482i,-0.0085887-0.012562i,-0.021223-0.0055817i,-0.028125+0.005761i,-0.028403+0.012916i,-0.022311+0.012315i,-0.01277+0.011727i,-0.0021915+0.00841i,0.0072944-0.0062897i,0.0097573-0.02022i,0.0022301-0.021258i
0.18776-0.15939i,0.22015-0.25315i,0.19071-0.21415i,0.15065-0.099991i,0.10217-0.034839i,0.028332-0.0063802i,-0.0038392+0.016102i,0.0056581+0.016012i,-1.6612e-05+0.0098425i,-0.0081551+0.013471i,-0.0092871+0.012413i,-0.01199+0.011137i,-0.0040914+0.012555i,0.012858+7.976e-06i,0.024148-0.022903i,0.025129-0.03901i,0.021119-0.04207i,0.013106-0.031465i,0.0078268-0.013873i,0.012655+0.00036005i,0.019176+0.0090481i,0.019125+0.015617i,0.014925+0.016659i
-0.18238+0.29698i,-0.21934+0.39978i,-0.16419+0.38183i,-0.064531+0.29607i,0.009786+0.18118i,0.031533+0.066198i,0.015107+0.015616i,0.010531+0.022429i,0.02155+0.024181i,0.011949+0.01138i,-0.0035282+0.0016223i,-0.0059122-0.001962i,-0.0046959+0.002465i,-0.0067345+0.018459i,-0.006905+0.037356i,0.00011213+0.044383i,0.0082567+0.037752i,0.011447+0.020454i,0.0032878-0.0017916i,-0.019288-0.010571i,-0.04084-0.0013249i,-0.043489+0.0082078i,-0.028006+0.0099376i
-0.0054304-0.021905i,0.022833-0.051876i,-0.034321-0.096504i,-0.13748-0.10599i,-0.16409-0.05408i,-0.096826-0.0034545i,-0.037612-0.0015429i,-0.026938-0.013469i,-0.023398-0.016381i,-0.0081402-0.019819i,0.0036954-0.016178i,0.0057727-0.0046485i,0.001023-0.0013851i,-0.0042892-0.0053011i,-0.0071842-0.0065844i,-0.011895-0.005233i,-0.017677-0.004491i,-0.016634+0.00014228i,-0.006459+0.0063168i,0.0085431+0.0006648i,0.020711-0.016375i,0.02221-0.029429i,0.010068-0.029432i
-0.11869-0.29305i,-0.14761-0.3496i,-0.083454-0.26195i,0.011986-0.14852i,0.042801-0.092528i,0.022248-0.047229i,0.015713-0.012717i,0.011857-0.007257i,-0.0049191-0.0031809i,-0.01012+0.010163i,-0.0049477+0.015622i,-0.0038507+0.010628i,-0.0012314+0.0057489i,0.0076148-0.002866i,0.014948-0.020242i,0.012938-0.031332i,0.0071626-0.026203i,0.0030662-0.01246i,0.0051674+6.4576e-05i,0.01689+0.0089238i,0.027119+0.01555i,0.028467+0.018658i,0.023974+0.015651i
0.16669+0.1695i,0.16682+0.25729i,0.14995+0.23347i,0.15434+0.1286i,0.14279+0.045739i,0.098171+0.007143i,0.050111+0.0006115i,0.035455+0.0058127i,0.037904+0.0015889i,0.02081-0.0063639i,0.0007855-0.0076575i,-0.00033109-0.011317i,0.00024422-0.016934i,-0.010367-0.0049334i,-0.019548+0.021734i,-0.01371+0.03967i,-0.00010513+0.039505i,0.0064836+0.024643i,-0.0028304+0.0064749i,-0.023754-0.0014799i,-0.042124-0.0007145i,-0.04508+0.001096i,-0.030619+0.0021396i
0.12501+0.01318i,0.1455-0.061493i,0.058047-0.085733i,-0.06286-0.028084i,-0.11394+0.024368i,-0.10373+0.033368i,-0.067583+0.024252i,-0.041083+0.012022i,-0.031751+0.0056683i,-0.015969+0.00050994i,-0.000358-0.0029998i,0.0058446+0.0066253i,0.0099836+0.01011i,0.010936-0.0047443i,0.0079146-0.017432i,0.0012023-0.020662i,-0.0070284-0.020055i,-0.0083623-0.014728i,-0.0028523-0.0047506i,0.0064116+0.0012074i,0.018219-0.0015445i,0.024021-0.005243i,0.015453-0.0051219i
-0.28525+0.058417i,-0.31782+0.086497i,-0.20858+0.09333i,-0.077137+0.084393i,-0.0059499+0.058731i,0.01971+0.022551i,0.018169+0.0061192i,0.0092885+0.0072512i,0.0041782+0.0087053i,0.0047915+0.013722i,0.0043289+0.012248i,-0.0081985+0.0036386i,-0.016271+0.0077714i,-0.0044136+0.01178i,0.010231-5.975e-05i,0.013911-0.012635i,0.012475-0.012924i,0.012354-0.0073879i,0.014921-0.0054964i,0.015581-0.0036641i,0.010044+0.0057778i,0.0027648+0.012975i,0.00076251+0.011479i
0.042215-0.048441i,0.072333-0.00013714i,0.059259-0.0027783i,0.026964-0.050651i,0.026664-0.052892i,0.041928-0.026669i,0.030208-0.023042i,0.01771-0.019623i,0.023769-0.015032i,0.017752-0.017044i,0.0042388-0.014622i,0.0019463-0.015813i,-0.0026888-0.01843i,-0.015147-0.0025347i,-0.020016+0.023853i,-0.013536+0.037527i,-0.0060652+0.033776i,-0.0066314+0.02202i,-0.014001+0.010531i,-0.021895-0.0011101i,-0.02575-0.013611i,-0.023274-0.020245i,-0.016261-0.018924i
0.079895-0.23843i,0.032662-0.31655i,-0.025724-0.26077i,-0.057898-0.15437i,-0.094982-0.085518i,-0.10393-0.027642i,-0.05445+0.011151i,-0.024409+0.012097i,-0.031441+0.012813i,-0.025862+0.013336i,-0.010102+0.011663i,0.0041338+0.017438i,0.014721+0.013241i,0.015016-0.0050351i,0.0090592-0.021147i,0.00014908-0.027005i,-0.010124-0.0251i,-0.016145-0.016151i,-0.012056-0.00087433i,0.0062978+0.01159i,0.027699+0.015167i,0.034734+0.013375i,0.024035+0.010156i
0.032732+0.247i,0.052189+0.28596i,0.07576+0.2462i,0.12109+0.18757i,0.14737+0.1084i,0.11095+0.035814i,0.054376+0.018055i,0.031299+0.020281i,0.020314+0.0081572i,0.0047918+0.0040234i,-0.0059878+0.005116i,-0.01553+0.0030049i,-0.016859+0.006311i,-0.0059782+0.0076013i,0.0015074+0.0017065i,0.0039755-0.00063517i,0.012473+0.0028681i,0.023237+0.0026648i,0.025562-0.0029779i,0.015311-0.0031362i,-0.0019937+0.0036476i,-0.012522+0.007323i,-0.0071791+0.0054285i
-0.013397+0.090534i,0.058631+0.10515i,0.073022+0.061978i,0.02919+0.020384i,0.024373+0.025208i,0.030326+0.0090405i,-0.0012136-0.023194i,-0.017045-0.024657i,0.0021323-0.020921i,0.012852-0.025845i,0.011279-0.025075i,0.011636-0.019008i,0.010019-0.013186i,0.0024103-0.0039417i,-0.0055209+0.011023i,-0.0062931+0.022021i,-0.004348+0.023306i,-0.0024317+0.016906i,-0.005078+0.0048998i,-0.014482-0.0087923i,-0.020527-0.018386i,-0.018328-0.017796i,-0.014537-0.011346i
-0.2252-0.18942i,-0.33971-0.21597i,-0.32323-0.13834i,-0.2506-0.058258i,-0.21852-0.031291i,-0.16018-0.0027663i,-0.06683+0.014491i,-0.026288+0.011819i,-0.025518+0.02202i,-0.011226+0.027037i,0.004049+0.019345i,0.0085318+0.015785i,0.0095577+0.012225i,0.012494+0.0011442i,0.016225-0.016331i,0.011861-0.030562i,-0.000991-0.032081i,-0.01224-0.021i,-0.0099895-0.0044633i,0.0054893+0.0074819i,0.022363+0.012883i,0.026424+0.012797i,0.015692+0.0088725i
0.19677+0.01072i,0.23292+0.013674i,0.18524-0.016311i,0.12149-0.045348i,0.10289-0.035053i,0.091112-0.010063i,0.064636+0.011934i,0.047233+0.016137i,0.033152+0.006421i,0.013788+0.0070988i,-0.0031877+0.0079767i,-0.018682-0.0012682i,-0.029224-0.0023224i,-0.028926+0.0059969i,-0.021513+0.013004i,-0.010239+0.01467i,0.00098412+0.011953i,0.0064519+0.0077897i,0.0072197+0.0051236i,0.0036533+0.0029227i,-0.003764-0.0011552i,-0.0065858-0.0055135i,0.00071397-0.0063996i
0.13785+0.020117i,0.19954-0.021413i,0.21722-0.061448i,0.19049-0.072143i,0.13552-0.053998i,0.060271-0.032869i,-0.00053898-0.024741i,-0.015115-0.021739i,-0.0071853-0.025064i,-0.0055979-0.02991i,-0.0052014-0.023571i,0.0046782-0.015229i,0.010587-0.017564i,0.0027535-0.01586i,-0.0084892-0.00058821i,-0.011358+0.015346i,-0.006918+0.019981i,-0.0022972+0.013004i,-0.0046241+0.0036868i,-0.010076-0.0011201i,-0.0082992-0.0033485i,-0.0043229-0.0019304i,-0.0059292+0.0006907i
-0.24775+0.12054i,-0.3432+0.20315i,-0.30178+0.25365i,-0.18552+0.2312i,-0.12591+0.13564i,-0.096783+0.054534i,-0.047497+0.029004i,-0.020805+0.025571i,-0.018036+0.027168i,-0.0087586+0.022319i,-8.1121e-05+0.012112i,0.0022823+0.011795i,0.010031+0.014699i,0.020837+0.0040785i,0.023682-0.013631i,0.016182-0.0232i,0.007425-0.02227i,0.0042491-0.015454i,0.0050906-0.007443i,0.0070366+0.0032472i,0.0082058+0.015062i,0.006877+0.018716i,0.0038515+0.015405i
0.042454-0.081565i,0.07425-0.11187i,0.0035097-0.10908i,-0.07413-0.047789i,-0.034377+0.016063i,0.037014+0.020399i,0.043748+0.0069376i,0.033689+0.0055634i,0.030699+0.0016761i,0.01933+0.0025278i,0.0083196+0.0041334i,-0.0048913-0.00040987i,-0.018779+0.0041358i,-0.021742+0.01587i,-0.016019+0.020173i,-0.008913+0.016526i,-0.0044287+0.012913i,0.00044056+0.014028i,0.0056919+0.011826i,0.0022913+0.00021843i,-0.008065-0.012976i,-0.01139-0.020166i,-0.0039501-0.017884i
0.019334-0.15033i,0.048583-0.22362i,0.071764-0.2566i,0.054699-0.22348i,0.021344-0.13904i,-0.00093098-0.06184i,-0.014119-0.038802i,-0.022519-0.035878i,-0.019206-0.025428i,-0.010384-0.01583i,-0.0032375-0.0053086i,0.0068244+0.0015781i,0.011195-0.0019666i,0.0060231-0.0053732i,0.002654-0.0038673i,0.00026822-0.0014583i,-0.0048484-0.00051588i,-0.01111-0.0022979i,-0.014311-0.0046879i,-0.0078585-0.0045028i,0.0043625-0.0043285i,0.0095014-0.0036998i,0.0026381-0.0021669i
0.0093355+0.14084i,-0.033873+0.25866i,0.0021383+0.28266i,0.058455+0.16532i,0.020127+0.042107i,-0.028441+0.013398i,-0.014224+0.027418i,-0.0019409+0.027456i,-0.009126+0.022589i,-0.010908+0.014762i,-0.011358+0.0067868i,-0.010804+0.0057579i,-0.0022223+0.0032695i,0.0099983-0.0056389i,0.016742-0.013465i,0.018402-0.016839i,0.017345-0.020193i,0.012163-0.021843i,0.0065949-0.0163i,0.0062331-0.0019728i,0.0082824+0.016221i,0.007714+0.024649i,0.0062346+0.019122i
0.11963+0.0030758i,0.14475-0.068623i,0.085123-0.062536i,0.03478+0.013464i,0.053286+0.045381i,0.057243+0.025078i,0.031583+0.018745i,0.027189+0.019714i,0.028556+0.0075559i,0.01881-0.00071254i,0.0091402-0.007924i,-0.00056684-0.014522i,-0.011427-0.010782i,-0.021461-0.0010323i,-0.027137+0.0095776i,-0.025517+0.018613i,-0.017427+0.024429i,-0.0037633+0.025987i,0.0071704+0.020572i,0.0052412+0.0071746i,-0.0047026-0.0080916i,-0.0070906-0.015318i,0.00075314-0.012771i
-0.17735+0.017138i,-0.20496-0.0062034i,-0.16452-0.026082i,-0.1016-0.0008869i,-0.049839+0.028932i,-0.022048+0.013034i,-0.020137-0.014215i,-0.02108-0.02135i,-0.014262-0.018392i,-0.004646-0.010805i,0.0063424-0.00037917i,0.01469+0.0050464i,0.015337+0.0030048i,0.011305-0.0010423i,0.0048628-0.0021852i,-0.004615+0.0014492i,-0.01141+0.0081618i,-0.010801+0.0090865i,-0.0087673+0.0025439i,-0.007227-0.0023706i,-0.0035765-0.0031541i,-0.0030692-0.0020807i,-0.0085745-0.0017789i
-0.044982-0.00048973i,-0.036967+0.093763i,-0.031937+0.11912i,-0.05158+0.05177i,-0.068467-0.00020659i,-0.042102+0.00042699i,-0.0064538+0.0068243i,1.8936e-05+0.011709i,-0.0029602+0.014726i,-0.0079722+0.0097002i,-0.015764+0.0062015i,-0.016858+0.0063421i,-0.0079971+0.0055182i,0.0063444+0.002168i,0.018654-0.0053977i,0.025948-0.015727i,0.025311-0.025019i,0.013366-0.025541i,0.00077703-0.016884i,-0.0029532-0.0042417i,-0.0039643+0.0096882i,-0.0054795+0.014983i,-0.0059227+0.010312i
0.14946-0.2146i,0.16405-0.32315i,0.10935-0.32816i,0.045688-0.23355i,0.023658-0.12795i,0.015261-0.052508i,0.011608-0.011165i,0.015148+0.00023312i,0.013582+0.003492i,0.0095447+0.0025192i,0.0045921-0.0051576i,-0.003194-0.0077912i,-0.012937-0.0045146i,-0.02224+0.0016071i,-0.024339+0.009133i,-0.019694+0.011728i,-0.01513+0.010949i,-0.009651+0.012591i,-0.0013789+0.01564i,0.0063844+0.010166i,0.011021-0.0050431i,0.014868-0.014367i,0.017898-0.010317i
0.0020428+0.191i,-0.01903+0.23607i,0.021367+0.21258i,0.086289+0.15015i,0.078365+0.080233i,0.026333+0.028368i,-0.0013396+0.00088169i,-0.0089354-0.013357i,-0.0097257-0.01525i,-0.0018613-0.0064234i,0.0076355+0.003257i,0.010806+0.0068869i,0.011328+0.0036241i,0.012592+0.0008081i,0.0086396+0.0025476i,0.00022156+0.0086649i,-0.0026521+0.013079i,0.0018972+0.0087667i,0.0046302-0.00089831i,0.0037581-0.0040981i,0.0044244+0.00034268i,0.0035675+0.0041513i,-0.0010569+0.0033791i
-0.066914+0.11439i,-0.044111+0.18143i,-0.019828+0.20486i,-0.015389+0.15684i,-0.0021985+0.087018i,0.010081+0.035997i,0.0052773+0.017684i,0.00067328+0.016539i,0.00014081+0.0088351i,-0.006367+0.00088602i,-0.011938-0.0022689i,-0.0099175-0.0045971i,-0.0020051-0.0056827i,0.0059917-0.0089717i,0.010949-0.013073i,0.016114-0.016115i,0.019236-0.017246i,0.015494-0.015648i,0.0064616-0.011776i,-0.0046454-0.0035528i,-0.01468+0.0080273i,-0.018559+0.013896i,-0.014436+0.0099724i
-0.081584-0.25739i,-0.1338-0.38681i,-0.17318-0.35957i,-0.15955-0.21159i,-0.10156-0.088164i,-0.045748-0.027799i,-0.013525+0.0016273i,0.0053834+0.011624i,0.010205+0.0094846i,0.0076619+0.0018773i,0.0073705-0.00505i,0.0078437-0.0051403i,0.0023263-0.0019252i,-0.010383+0.00081158i,-0.02107+0.0019443i,-0.027629+0.002714i,-0.030677+0.0069376i,-0.02513+0.014869i,-0.01269+0.017567i,-0.0014953+0.0060886i,0.0062674-0.010942i,0.010098-0.018434i,0.009081-0.013726i
0.10517+0.084769i,0.1317+0.15153i,0.10238+0.12973i,0.042992+0.065823i,-0.0019579+0.039007i,-0.011427+0.026531i,-0.0070973+0.0038355i,-0.0094543-0.0091166i,-0.00541-0.006577i,0.0040606+0.00049099i,0.0061926+0.0084794i,0.0034054+0.013428i,0.0040454+0.013836i,0.011479+0.01244i,0.017957+0.011877i,0.015707+0.011022i,0.0091816+0.0068587i,0.0035854-0.00094953i,-0.0001559-0.0082681i,-4.5745e-06-0.0081817i,0.0024214-0.0033654i,0.0014728+0.0002769i,-0.0015414-0.00041138i
0.074043+0.071032i,0.12484+0.095891i,0.16008+0.052973i,0.13745-0.024961i,0.088014-0.056486i,0.048591-0.039727i,0.017886-0.020083i,-0.00012168-0.0036435i,-0.0059113+0.0049725i,-0.012479+0.0031797i,-0.018854+0.00034716i,-0.019616-0.002504i,-0.015182-0.0051646i,-0.0071988-0.0061837i,0.0032118-0.0082788i,0.01645-0.01227i,0.02543-0.016859i,0.021544-0.016299i,0.010175-0.0073882i,0.0012154+0.0062862i,-0.0044692+0.017831i,-0.0053408+0.019906i,-0.0020784+0.013823i
-0.16977-0.08735i,-0.26674-0.15133i,-0.2304-0.11681i,-0.090636-0.037253i,-0.010073-0.024525i,-0.012006-0.023263i,-0.004496+0.0027553i,0.010391+0.0085613i,0.0030031+0.0052068i,-0.0012628+0.0035059i,0.0045409-0.0052758i,0.008461-0.0093947i,0.0041992-0.0068705i,-0.010562-0.0041626i,-0.026016-0.001761i,-0.034939+0.0020786i,-0.034458+0.0091285i,-0.022761+0.014883i,-0.0081513+0.015717i,0.0041477+0.0088394i,0.013963-0.0053481i,0.016988-0.013934i,0.013005-0.0088606i
0.058906+0.055398i,0.10237+0.12848i,0.054754+0.18397i,-0.029355+0.20397i,-0.045003+0.18186i,-0.016659+0.10693i,-0.0043697+0.038636i,-0.00016998+0.0059633i,0.0066203-0.010654i,0.0090595-0.0099386i,0.010301-0.0002606i,0.0083895+0.0032747i,0.0068928+0.0025652i,0.012113+0.0030362i,0.015197+0.0067283i,0.011546+0.010872i,0.0046977+0.012038i,0.0014816+0.0052156i,-1.4523e-05-0.0077755i,-0.0062216-0.01492i,-0.013074-0.012122i,-0.016785-0.0067459i,-0.015433-0.0047746i
0.034749-0.062641i,0.072044-0.10241i,0.056405-0.15508i,-0.0018881-0.16452i,-0.01553-0.10415i,0.0073074-0.044609i,0.0012972-0.021526i,-0.008437-0.0037908i,-0.0012519+0.0020055i,-0.001775-0.0040265i,-0.0068888-0.0031833i,-0.0060912+0.0011959i,-0.0022767+0.00088535i,0.001443-0.0046959i,0.0074421-0.011119i,0.017016-0.016022i,0.021888-0.018711i,0.015984-0.014615i,0.0067514-0.0053091i,-0.00016706+0.0037016i,-0.0066721+0.011237i,-0.0082826+0.0136i,-0.006558+0.0089013i
-0.096597-0.014719i,-0.18908-0.022921i,-0.15624-0.034544i,-0.032221-0.073064i,0.0056237-0.10109i,-0.019128-0.060376i,-0.0066332-0.0094595i,0.0070992+0.00056455i,-0.0016246+0.0098804i,-0.0024665+0.017254i,0.0021436+0.010496i,0.0051288+0.0060682i,0.0056594+0.0074769i,-0.00094469+0.0083201i,-0.011057+0.0072454i,-0.019274+0.0072202i,-0.021612+0.0074273i,-0.015261+0.0084213i,-0.003598+0.010039i,0.010491+0.0059791i,0.023825-0.0039498i,0.027168-0.0094343i,0.022164-0.0054402i
0.13596+0.085255i,0.21208+0.11526i,0.19226+0.14863i,0.10141+0.17108i,0.037735+0.14952i,0.01942+0.086339i,0.010756+0.028769i,0.0022549+0.0039366i,0.00026171-0.0020953i,-0.00084469+2.1217e-05i,-0.0058358+0.0023768i,-0.014985-0.00060299i,-0.018701-0.0013705i,-0.0089045+0.0055413i,0.0049175+0.013866i,0.011524+0.016663i,0.01023+0.014196i,0.0065145+0.0064939i,0.0014583-0.0027177i,-0.006797-0.0061481i,-0.014356-0.0048127i,-0.01426-0.0020715i,-0.0078856-0.0010211i
-0.074811-0.030844i,-0.066337-0.08381i,-0.039284-0.11358i,-0.012101-0.086974i,0.023084-0.048981i,0.037556-0.037322i,0.014864-0.0251i,-0.004271-0.0062072i,-0.0073126-0.0063282i,-0.010818-0.017i,-0.011509-0.018717i,-0.0052921-0.01296i,-0.0013284-0.008623i,-0.0029513-0.011995i,-0.004296-0.018867i,0.00018808-0.021327i,0.0072665-0.018638i,0.008715-0.012153i,0.0029553-0.0025058i,-0.004479+0.0081592i,-0.010346+0.015856i,-0.012384+0.015427i,-0.012371+0.0083635i
-0.11457-0.017519i,-0.19988+0.053369i,-0.19711+0.099604i,-0.10719+0.057692i,-0.053614-0.012805i,-0.048486-0.02102i,-0.022533+0.0068834i,0.0045827+0.0091421i,0.0082882+0.0043389i,0.012753+0.0068742i,0.020704+0.0048782i,0.025173+0.0019587i,0.025451-0.0021247i,0.016282-0.0067761i,-5.8911e-05-0.0077578i,-0.015548-0.004033i,-0.022176-0.000328i,-0.018402+5.6815e-05i,-0.008399-0.0011645i,0.0064653-0.0045859i,0.020371-0.010285i,0.023354-0.012233i,0.016638-0.0073377i
0.18204-0.051113i,0.25501-0.079594i,0.17925-0.086545i,0.0091039-0.02245i,-0.057924+0.064129i,-0.028535+0.070722i,-0.015489+0.030472i,-0.010182+0.014317i,0.0092016+0.013032i,0.017258+0.015816i,0.0092237+0.019857i,-0.0058334+0.015747i,-0.013124+0.013529i,-0.0039947+0.017713i,0.0086397+0.021059i,0.012299+0.01872i,0.0071847+0.012762i,0.0029017+0.0073049i,0.0026721+0.00092814i,-0.0029483-0.0054501i,-0.011154-0.0081225i,-0.010819-0.0067282i,-0.0028599-0.0063483i
-0.052952+0.030676i,-0.073124-0.022964i,-0.012794-0.099333i,0.065931-0.14082i,0.079544-0.11898i,0.056076-0.071799i,0.026957-0.039812i,4.511e-05-0.016997i,-0.016684-0.0053413i,-0.027266-0.0076304i,-0.029563-0.0065428i,-0.020788-0.00033141i,-0.013283+0.0050515i,-0.010091+0.005567i,-0.0062243-0.00010187i,0.0013734-0.006774i,0.0094102-0.0080538i,0.010458-0.0017497i,0.0058359+0.008867i,0.0016144+0.017734i,-0.0029727+0.020988i,-0.0069685+0.017124i,-0.0094907+0.010178i
-0.078274+0.094435i,-0.10535+0.18091i,-0.055998+0.26066i,0.04716+0.19863i,0.058855+0.051525i,0.0050446-0.0015967i,0.0065161+0.010194i,0.019995-0.0012968i,0.0044389-0.00967i,-0.003213-0.0067779i,0.00047469-0.011457i,0.0045002-0.015419i,0.0054426-0.016305i,-0.00057084-0.016205i,-0.008167-0.011945i,-0.011668-0.0054398i,-0.010985-0.0017133i,-0.0085963-0.0030211i,-0.0060287-0.0058263i,0.0016928-0.0066273i,0.0142-0.0065928i,0.018244-0.0048016i,0.012276+0.0013745i
0.093118-0.096698i,0.15438-0.18246i,0.059351-0.17517i,-0.094859-0.026686i,-0.10805+0.10003i,-0.039689+0.092075i,-0.017363+0.042879i,-0.0069922+0.022937i,0.018344+0.010048i,0.032094-0.0017154i,0.026513-0.0067757i,0.0090402-0.0079058i,-0.0036877-0.00649i,-0.0033109+0.0010946i,0.0017654+0.010383i,0.0040976+0.014071i,0.0018657+0.012402i,0.00036167+0.0068264i,-0.00040671-0.0026216i,-0.0066595-0.011864i,-0.01355-0.015012i,-0.012578-0.012867i,-0.0059065-0.010363i
-0.086409+0.020001i,-0.1292+0.043158i,-0.10505-0.028915i,-0.046598-0.10341i,0.0008057-0.098842i,0.021002-0.066555i,0.0085803-0.039386i,-0.010316-0.011179i,-0.015614+0.0039736i,-0.015213+0.0051987i,-0.011514+0.009401i,-0.00064825+0.015827i,0.010069+0.016095i,0.011762+0.0066875i,0.007657-0.0047298i,0.0043414-0.007542i,0.0059087-0.0043559i,0.0096753-0.00068683i,0.010776+0.0037502i,0.0072004+0.0095858i,-0.0007391+0.013318i,-0.0069445+0.010567i,-0.0096736+0.0036049i
0.0029664+0.0069861i,-0.022465+0.10875i,0.030392+0.17924i,0.090529+0.10223i,0.060966-0.011604i,-0.0024047-0.031632i,-0.0085925-0.012263i,0.005647-0.013012i,-0.00092535-0.0072796i,-0.0072463+0.01027i,-0.0053082+0.016601i,-0.0012567+0.010701i,0.0023308+0.0026024i,0.0021311-0.0032615i,-0.0015456-0.0069195i,-0.00499-0.0094524i,-0.0072291-0.0096933i,-0.0083843-0.007266i,-0.0065973-0.0039449i,0.003445+0.00045538i,0.017588+0.0044581i,0.022272+0.0065762i,0.017761+0.007522i
0.12704-0.12005i,0.13981-0.28112i,0.059968-0.30178i,-0.048583-0.13711i,-0.067304+0.027398i,-0.025079+0.062462i,-0.0096008+0.036445i,-0.0019572+0.022739i,0.014183+0.0077964i,0.015014-0.0095813i,0.0040036-0.016174i,-0.0095329-0.014638i,-0.019498-0.0062081i,-0.018476+0.0079888i,-0.0094404+0.017965i,-0.0024905+0.016664i,-0.0041205+0.010661i,-0.0080284+0.0086215i,-0.0081828+0.0073768i,-0.0095059+0.0010344i,-0.011823-0.0069971i,-0.0086369-0.0096982i,-0.0030149-0.0080553i
