-0.0024609+0.0018924i,0.00043396+0.00033523i,0.0014356-0.0019298i,0.00026669-0.0028407i,-0.001015-0.0016595i,-0.0015926+0.0004367i,-0.0014076+0.0012064i,-0.00045249+0.00082501i,-2.6994e-05+0.00056227i,-0.00030665+0.00061272i,0.00013956+0.00027649i,0.00045142-0.00093464i,-9.38e-05-0.0010621i,0.0001447-0.00059074i,0.00025252-0.00090428i,0.00031329-0.0007169i,0.00074315-0.00023167i,0.00025761-0.0003852i,-0.00062403-0.00032246i,-0.00040283-0.0001574i,0.00026244-0.00022027i,0.00041299-0.00032835i,0.00063208-0.00013275i
0.00054101-0.00031354i,-0.00072699-0.00089425i,-0.0014651-0.0034526i,-0.0010027-0.0049465i,-0.00041566-0.0033445i,0.00041779-0.0005995i,0.0011696-2.8488e-06i,0.0012343+8.0443e-06i,0.0010419+0.00048637i,0.00099849-5.3893e-05i,0.00080485+2.8455e-05i,0.00059042+0.0009012i,-0.00021121+0.0013104i,-0.0001271+0.0010246i,0.00071163+0.00050152i,0.0011637+0.00058109i,0.00066407+0.00072682i,-8.8869e-05+0.00079384i,-1.297e-05+0.00041323i,-0.00034844+0.00024554i,-0.00060754-0.00018785i,0.00033321-0.00040046i,0.00073515-0.00010214i
0.00074189+0.0026648i,0.00033571+0.0018825i,0.0014821+5.2824e-05i,0.001931-0.001731i,0.0017053-0.0014499i,0.0013618+0.00033112i,0.00078024+0.0011794i,0.00045059+0.0011435i,0.00047435+0.00029036i,-3.61e-05-0.00014813i,-0.00015895-0.00028867i,0.0004354-0.0005774i,0.00049348-0.00064947i,0.00036195+4.9274e-05i,5.4508e-05+0.00012966i,-0.0004578-0.00038767i,-0.00036894+0.00043442i,-6.7203e-05+0.0012203i,-0.00054082+0.001564i,-0.0010469+0.0011621i,-0.00075408+0.00015674i,-0.00018785-0.00030109i,0.00032901+0.00036233i
-0.0017183-0.0003214i,-0.0011535-0.00044409i,-0.00097771-0.00052015i,-0.00059462-0.00099258i,-0.00051264-0.00081026i,-0.00092013+0.0006804i,-0.0016872+0.0013761i,-0.0013279+0.00090866i,-0.00055386+0.00081902i,5.488e-05+0.00096047i,0.00071893+9.4077e-05i,0.00059348-0.00050379i,-0.00020638-0.00042988i,-0.00032745-0.00061216i,-0.00017119-0.0011986i,-0.00014361-0.0011422i,-0.00018262-0.0001692i,-0.00053113+0.00043654i,-0.00031162+0.00021918i,0.00040853+0.00010307i,0.00021449+0.00027893i,-0.0003022+0.0005997i,1.5674e-05+2.7936e-05i
0.0013541+0.0010575i,0.001756-0.00031496i,-4.1611e-05-0.0014393i,-0.0024329-0.0021312i,-0.0030442-0.0022833i,-0.0024946-0.0016279i,-0.0021318+0.00014193i,-0.00095003+0.0017259i,7.6146e-05+0.00099973i,0.0001777-0.0002243i,-0.00026959-0.00059436i,-0.00031024-0.0012563i,-0.00067573-0.0005514i,-0.0010493+8.1817e-05i,-0.0003099-0.00068878i,5.1964e-05-0.00065874i,-0.00032987-0.0005564i,-1.9219e-05-0.00093989i,1.2719e-05-0.00040927i,-0.00034252-0.00042008i,0.00010831-0.00056696i,-0.00017478-2.4218e-05i,-9.1416e-05+6.9185e-05i
0.0021945-0.0025875i,0.00088009-0.0036291i,-0.00073802-0.0042248i,-0.0015425-0.0043546i,-0.0018827-0.0036156i,-0.0015685-0.0016191i,-0.001178-0.00055543i,-0.0005629-0.00015593i,0.00029802+0.00029457i,0.00048406+0.00084937i,0.00017483+0.00055273i,0.00071507-0.00036171i,0.0010917-0.00055518i,0.00011203+0.00027154i,-0.00069905+0.00087551i,-0.00055751+0.00037571i,-0.00043621+6.945e-05i,-0.00021323-0.00046708i,-9.1564e-05-0.00089288i,-0.00042983-0.00082627i,-0.00040589-2.595e-06i,-0.00034782+0.0001724i,-0.00076416-0.00072551i
0.0030188+0.0036506i,0.0021451+0.0018303i,0.00048496-0.00053078i,-0.0012869-0.0030736i,-0.0010264-0.0036302i,-0.00048287-0.0022009i,-0.00083829-2.6518e-06i,-9.8227e-05+0.0013528i,5.5228e-05+0.0012251i,-0.0003283+0.00071382i,0.00047089+0.00014945i,0.00095399-0.00024105i,-1.5903e-05-0.00010462i,-0.00013061-4.4984e-05i,0.00041901+0.00061693i,-0.00036558+0.0013055i,-0.0011247+0.00073728i,-0.00094411+0.00012556i,-5.9828e-05+0.00022686i,0.00097404+0.00024034i,0.001121+0.00051035i,0.00032675+0.00038026i,0.00012647-0.00017355i
-0.0021655+0.00090237i,-0.00074321-0.00058972i,0.00041787-0.0018663i,0.0009096-0.0018853i,0.00071265-0.0013149i,0.00076333-0.001047i,0.00028193-0.00023458i,0.00024445+0.00070742i,0.00093061+0.00072006i,0.00063558+0.0010501i,-0.0001314+0.00054555i,-0.0008431+0.00048743i,-0.00089213+0.00075327i,0.00027854+0.00011679i,0.00039343+8.4952e-05i,-0.00048209+8.6208e-05i,-0.00058459+0.0002487i,0.00013591+0.0002153i,0.00026233+0.00071815i,-2.4881e-05+0.00054312i,0.00053592-0.0001235i,0.00088411-0.00027971i,0.00027723-1.132e-05i
-0.00065456-0.0001678i,-4.1259e-05-0.0004556i,2.3679e-05-0.0017797i,0.00046614-0.0025763i,-4.3267e-05-0.0021305i,-0.0007588-0.00050538i,-0.00055327+0.0008368i,4.1961e-05+0.0010011i,0.00086121+9.7703e-05i,0.00051313-0.00090001i,0.00010336-0.00058933i,0.00010918+0.00047099i,-0.00036352+0.0010552i,-0.00090511+0.0011141i,-0.00052309+0.00050041i,0.00036991+0.00011748i,0.001092-4.2652e-05i,0.00090527-0.0006326i,0.00010461-0.00068353i,7.0959e-05-8.9942e-05i,9.7436e-05+0.00020301i,0.00035531+0.00019703i,0.0007868+0.00068237i
0.00046783+0.0021957i,0.001126+0.0013912i,0.0011934+0.00027735i,0.000566+3.5333e-05i,-0.00040307-0.00038331i,-0.00059249-0.00086402i,-0.00027028-0.00061173i,-0.0002184+0.00051901i,-8.2054e-05+0.0010472i,0.00051046+0.00082866i,0.00053515+0.00035066i,0.00014172-0.00038531i,0.00049015-0.000313i,-5.4139e-05+0.00033253i,-0.00081356-8.2761e-05i,-0.00089799-0.00083912i,-0.000841-0.0011491i,-0.00058416-0.0014532i,-0.00093464-0.0013317i,-0.0011396-0.0003541i,-0.00086215+0.00044571i,-0.00079837+0.00051225i,-0.00024869+0.00050687i
0.003097-0.00055281i,0.0024281-0.0021161i,0.00052479-0.0040339i,-0.001501-0.0034879i,-0.0024931-0.0027051i,-0.0020177-0.0017814i,-0.00068646-2.5508e-05i,0.00054352+0.00041401i,0.00087032+0.00057904i,0.00058269+0.00063504i,0.0004269-0.00016146i,0.00054176-0.0010314i,0.00062069-0.00096587i,0.00063847-6.7272e-05i,0.00075293+0.00023464i,0.00053711-0.00027889i,0.0001376-0.00063182i,-0.0004043-0.00050908i,-0.00050299-0.0005732i,-0.00017284-0.00096824i,-9.0011e-05-0.00068735i,0.00011167-0.00042211i,0.00077681-0.00041218i
-0.00075505+0.0011934i,-0.0010461+0.0011824i,-0.0004946-0.00084565i,-0.0012772-0.002581i,-0.0027931-0.0028835i,-0.0029001-0.00080011i,-0.0017629+0.00097764i,-0.00087051+0.0013545i,-0.00032954+0.0010407i,-7.6873e-05+0.00016175i,2.7784e-05+4.2543e-05i,9.889e-05+0.00070501i,-2.3752e-06+0.00083407i,0.00017429+0.00049613i,0.00068009+0.00022698i,0.00013524+0.00029415i,-0.00053933+0.00021847i,-0.00032521+9.5503e-05i,0.00021081-0.00038899i,0.00027355-0.00049489i,-0.00012982-9.5566e-05i,0.00015103+0.00052008i,0.0010168+0.00092151i
-0.0010852-0.0018077i,-0.0010935-0.0020221i,-0.0014819-0.0030195i,-0.0016857-0.0023336i,-0.0019411-0.001392i,-0.0016848-9.025e-05i,-0.00050089+0.0013211i,-0.00046737+0.00074314i,-0.00078465+0.00033335i,-0.00024837+0.00033107i,0.00013664+0.00045637i,0.00016143+0.00041435i,-8.2348e-05-0.00020589i,0.00039661+0.00024265i,0.00034001+0.0004473i,-0.000254+4.3189e-05i,-0.00043925-0.00023354i,-0.00077293+0.00015351i,-0.0010802+0.00073154i,-0.00075114+0.00026004i,-0.00083762+0.00024101i,-0.00076342+0.00082341i,-0.0003666+0.00030566i
0.00078348+0.001871i,0.0006846+6.6813e-05i,0.00097006-0.0023485i,0.00082836-0.0036378i,0.000515-0.0017177i,-2.0047e-05+0.00042411i,-5.675e-05+0.0007581i,0.00085895+0.00045012i,0.00097521+0.00060534i,-5.8769e-05+0.00050922i,-0.00083416+0.00026944i,-0.001331+0.00030642i,-0.0010461+0.00067113i,-0.00048363+0.00071317i,2.2732e-05+0.00030196i,0.00024934+0.00040966i,-0.00027171+0.00078811i,-0.00085429+0.00066051i,-0.00093545-0.00018795i,-0.00039456-0.00088875i,-0.00011799-0.0011087i,-0.00033674-0.00085961i,-0.00083578-0.00035873i
0.0026809-0.00018849i,0.0030007-0.0015366i,0.0017119-0.0031794i,0.00030494-0.0031166i,-0.0012369-0.0021225i,-0.0019625-0.0011675i,-0.00081419-0.00056806i,0.00072925-0.00025952i,0.0014703+0.00060071i,0.0012008+4.918e-05i,0.00049881-0.00137i,-0.00034576-0.0014421i,-0.00076857-0.00070382i,-0.00099761+1.6466e-05i,-0.00087664+0.0001665i,-0.0010057-0.0002747i,-0.00064106-0.00025147i,-0.000137-7.3422e-05i,-0.00021234-0.00014112i,-9.7257e-05+0.00013638i,-0.00077899-8.5799e-05i,-0.0010886-0.0011875i,-0.00043207-0.00087417i
-0.00078654+0.00033617i,-0.0014618-0.00073483i,-0.0013007-0.0022053i,-0.0010876-0.0022651i,-0.0012929-0.0011163i,-0.00085124-0.00022355i,0.00022933+0.0011652i,0.00043721+0.0017608i,0.00034998+0.00094756i,0.00068007+0.00020363i,0.00037707+4.4049e-05i,0.00019254-0.00027302i,0.00038176-0.00074886i,0.00027168-0.00081686i,3.7851e-05-0.00037481i,0.00032657-0.00062547i,0.00053226-0.0007654i,0.00028486-0.0010127i,9.1873e-05-0.0013119i,6.0994e-05-0.0004759i,0.00010734+9.5327e-06i,0.00040497-5.9583e-05i,0.00062551-4.144e-05i
-0.0012996+0.00069758i,-0.00096144+0.00042235i,-0.001775-0.00015421i,-0.0025454-0.001317i,-0.0027642-0.0017519i,-0.001983-0.0012441i,-0.00096443-0.00020548i,-0.0007571+0.00083781i,-0.0011735+0.00082i,-0.00063616+0.00046161i,0.00045047+0.00064969i,0.00047164+0.00070712i,-0.00011703+0.00072816i,-0.00039506+0.00091589i,-0.0004084+0.00068891i,-0.00021191-0.00024337i,0.00036656-0.00076685i,0.00014039+8.7448e-05i,-6.1051e-05+0.00066662i,-6.337e-06+0.00019523i,0.0001849+7.0344e-05i,0.00044312+0.00013772i,-0.00025255+3.8691e-06i
0.0010599-0.00018147i,0.00027068-0.00089434i,0.00017792-0.0028317i,-0.00067524-0.0042501i,-0.0021059-0.0029239i,-0.0013641-0.00024642i,-5.5517e-05+0.00046994i,-0.00032164-0.00012543i,-0.0008285-0.00028387i,-0.00053615-0.00018709i,-0.00012877-0.00056852i,0.0001608-0.00096186i,0.0005144-5.3584e-06i,0.0005031+0.00046844i,0.00017818-0.0005093i,-0.00052666-0.0010576i,-0.00055309-0.00099791i,0.00019036-0.00017555i,-0.00046074+0.00071303i,-0.0010253+0.00038315i,-0.00053431-1.8268e-05i,-0.00035775-6.4044e-05i,-0.00063601-2.9777e-05i
-0.00012977-0.0020874i,-0.0007075-0.0025631i,-0.0019723-0.0041486i,-0.0024859-0.004374i,-0.0021812-0.002269i,-0.0012394-7.8081e-05i,0.00036203+0.00011974i,0.00026473-0.00042431i,-0.0008198-0.00073281i,-0.00070424-0.00024858i,-0.00042606+0.0003937i,-0.00081217+0.00036052i,-0.00074351+0.00032352i,-1.4772e-05+0.00030497i,0.00068604+0.00019015i,0.00061799+2.4792e-05i,4.3242e-05+8.4042e-05i,-0.00029323+5.6665e-05i,-0.00031945+8.4551e-06i,-0.00031736-0.00041876i,-0.00058526-3.852e-05i,-0.00045371+0.0011291i,-0.00017559+0.0011751i
0.00057142+0.0027695i,0.00015936+0.0013606i,0.00080394-0.0014192i,0.0012929-0.0036527i,0.0005701-0.0034211i,-0.00043368-0.0016744i,0.0001467-0.00027533i,0.00041604+0.00064411i,-0.00015309+0.00039818i,-0.00010986-7.678e-05i,-0.0001793-0.00035078i,-0.00028842-5.6662e-05i,-0.00050408+0.00043042i,-0.00066425+0.00013i,-0.0002342+0.00021272i,-4.2336e-05-0.00034724i,-0.00064006-0.00095425i,-0.00074234-0.0004659i,0.00017247-0.00017845i,5.8049e-05-0.00036705i,-0.00041145-0.00046348i,-0.00073365-0.00074082i,-0.0007194-0.0009131i
-0.00097365+0.0021642i,-0.00069707+0.0011972i,-0.0011888-0.00032129i,-0.0017645-0.0010541i,-0.0016855-0.00081672i,-0.0010691+0.00023888i,-0.0001949+0.00069798i,0.00033559+0.0010068i,0.00051382+0.0010449i,-0.00023604+0.00068091i,-0.00074944+0.00052604i,-0.00035201+0.00017393i,-0.00039727-0.00085211i,-0.00029881-0.00097028i,-0.00063155-0.0009483i,-0.0013174-0.0011697i,-0.00089928-0.00031408i,-0.000308+4.3242e-05i,-0.00052327+2.1062e-05i,-0.00029775+0.00026678i,0.00078473+0.00036017i,0.0018181+0.00013264i,0.0010669-8.9828e-05i
0.0029019-0.0023206i,0.0023537-0.003028i,0.00057507-0.003289i,-0.0018479-0.0034803i,-0.0038812-0.0032307i,-0.0037214-0.0015185i,-0.0024027+0.0007096i,-0.00077253+0.0017412i,2.9033e-05+0.00078146i,0.00019896-0.00068984i,0.00044211-0.00014882i,0.00020455+0.00069148i,-0.00054793+0.00078271i,-0.00054533+0.00022026i,-0.00037037-0.00036668i,-0.00067703-0.00017625i,-0.00067273+8.3294e-05i,-0.00026881-2.7914e-05i,0.00011499-0.00018925i,0.00013206+0.00022991i,0.00028694+0.00036492i,0.00015545+0.00018887i,0.00019205+0.00031071i
0.0008889-0.0014324i,0.00051985-0.00082895i,-0.0012126-0.002332i,-0.0024882-0.0032844i,-0.0025427-0.0022436i,-0.001518-0.00064111i,-0.00058546-0.00027058i,-0.00067647-0.00010719i,-0.00060937-0.00012733i,-0.00044274-0.00070831i,-0.00073897-0.0013671i,-0.00038153-0.00096631i,-5.1455e-05+7.5897e-05i,-0.00091429+0.00032575i,-0.0008428-0.00052629i,-9.4852e-05-0.0011544i,4.9939e-05-0.00093723i,-1.6477e-06-0.000277i,0.00031277+0.00019189i,0.00070423+0.00031976i,0.00073323+9.6609e-05i,0.00049613-0.00015295i,6.1368e-05-0.00048678i
0.0017896+0.0012292i,0.00017232+0.00031419i,-0.00046589-0.001675i,-0.00021589-0.0032537i,-0.00071847-0.0032197i,-0.0011045-0.0017741i,-0.00084092-0.0006635i,0.00032592+3.9451e-06i,0.00083429+0.00050358i,4.8086e-05-0.00015717i,-0.0012217-0.00022403i,-0.0016148+0.00020594i,-0.0012058+0.00037266i,-0.0018347-2.9456e-05i,-0.0018651+0.0003993i,-0.0013215+0.00036928i,-0.00070716-0.00073994i,0.00037418-0.00083509i,0.00087018-0.00030375i,0.00030054+9.6621e-06i,2.268e-05+0.00029664i,0.0002647+0.00065513i,0.00048686+0.0011562i
0.0023308+0.0020415i,0.0017422-0.001126i,0.0016319-0.003014i,0.0020288-0.0038649i,0.0017045-0.0040385i,0.0010166-0.0021019i,0.00029227-0.00015624i,-0.00026428+0.00042902i,0.00033767+0.0004789i,0.0002912-0.00038218i,-0.00028285-0.00089864i,-6.2159e-05-0.00089055i,-0.00015665-0.00068807i,0.00019854-0.00047469i,0.0010699+9.3945e-05i,0.00090913+0.00074778i,0.00037496+0.00041152i,0.00025345-0.00087311i,0.00039732-0.00075986i,9.3091e-06-0.00016904i,-0.00030018-0.00054534i,-0.00025204+0.00032504i,-0.00031923+0.00054637i
0.0021017-0.00042835i,0.00083196-0.00075368i,7.2327e-05-0.0014437i,-7.0548e-05-0.0020044i,-0.00074121-0.00048795i,-0.00070198+0.0010193i,0.00040107+0.00081205i,0.00059121+0.00054249i,0.00025917+0.0010625i,-0.00031628+0.00059596i,-0.00015887-0.00075354i,0.00051628-0.00078772i,0.00062751+0.00031929i,0.00042502+0.0009067i,0.00057602+0.00024347i,0.00067345-0.00037151i,0.00096071-0.00012849i,0.00071476+3.6356e-05i,0.00077294+2.4598e-05i,0.00063537+0.00074313i,-0.00015823+0.00060981i,-0.00018877-0.00050328i,0.00058295-0.0007177i
0.0019766-0.0013725i,0.0010754-0.0014682i,0.00019599-0.0018907i,-0.0013889-0.0015783i,-0.00217-0.00051792i,-0.0019708+0.0015002i,-0.0012841+0.0020372i,-2.1063e-05+0.0010527i,0.00048572+0.00031198i,-0.00083344-0.00024895i,-0.0012588-0.00073642i,-0.0012586-0.00010755i,-0.00072024-0.00030209i,8.4403e-06-0.00056624i,-0.00020367-0.00030835i,0.000361-0.0002016i,0.00064892-8.4705e-05i,0.00056703-6.6355e-05i,0.00094871+0.00033711i,9.3612e-05+0.00064298i,-0.0010643+0.00061116i,-0.00066909+0.0004257i,0.00041504+0.00066292i
0.00093686+0.00077686i,0.00045323+0.00013097i,-0.00041511-0.0011855i,-0.0016939-0.0021049i,-0.0024409-0.001517i,-0.0017705-0.0008214i,-0.00066664-0.00067118i,-0.00026139-0.00053458i,0.00018891-7.774e-05i,0.00032644+0.00029082i,0.00027286+0.00014688i,-0.00045229+0.00029541i,-0.00084699+0.00038956i,-4.5321e-05-0.00010693i,0.00040621+0.00059078i,-0.00013565+0.00042009i,-0.00014366-0.00034264i,0.00011255-4.7461e-05i,-0.00024318-0.00038945i,-0.00087541-0.00059352i,-0.00054513-0.00083217i,-0.00022746-0.0010013i,2.0827e-05-0.00019198i
0.00033963+0.00038352i,-0.0007956+0.00069979i,-0.0022383-0.00092122i,-0.0021982-0.0027906i,-0.0016615-0.0033019i,-0.0017565-0.0021763i,-0.00081881-0.00064359i,9.2165e-05+0.00010901i,-0.00048249-0.00010977i,-0.001222-0.00041156i,-0.0011073-0.0010101i,-0.00010958-0.0011766i,-6.643e-05-0.000945i,-0.00058201-0.00075552i,-0.00055032-0.00075815i,-0.00018997-0.0010893i,-0.00050026-0.00082706i,-0.00030158-0.00039934i,-0.00028591-0.00016035i,-0.00078709-0.00080569i,-0.00086756-0.0013572i,-0.00048266-0.00068952i,-0.00014012+0.00069879i
0.0015007-0.00042477i,0.0017453-0.0016711i,8.3883e-05-0.0028428i,-0.00054481-0.0035305i,0.0001633-0.0036155i,8.154e-05-0.0022285i,0.00011436-0.00049183i,0.00044929+0.00044573i,-0.00020694+0.00014997i,-8.7445e-05-0.0010351i,0.00053777-0.0011759i,0.00023296-0.00054929i,-0.00011124-0.00036161i,-0.00047478+0.00023242i,-0.0006503+1.6667e-06i,-0.00055448-0.00056357i,-0.00050651-0.00038258i,0.0002157-0.0014233i,0.00034803-0.0015405i,-0.0003664+7.7519e-05i,-0.00029785+0.00092372i,7.9167e-07+0.00032977i,0.00043612-3.6514e-05i
5.3561e-06-0.00030552i,0.0011198+0.00023793i,0.0010929-0.00066405i,0.00034389-0.00096731i,-4.2011e-05-0.00037743i,-0.00022472+0.0011739i,-0.00047389+0.0017894i,-0.00037001+0.0011155i,0.00024588+0.00055096i,0.0007978+0.00014476i,0.00090438-5.7792e-05i,0.00045231-6.9146e-05i,-0.0006649-0.00028871i,-0.0004655-0.00080794i,0.00048691-0.00063752i,0.00051803+9.119e-05i,-4.1521e-05-1.6174e-05i,-0.00016316-0.00040591i,0.00044524-0.00071243i,0.0002356-0.00091831i,-0.00028306-0.00049043i,-0.00070008-5.6328e-05i,-0.000813+0.00026259i
0.0032478-0.00082421i,0.0030258-0.00289i,0.0025579-0.0046172i,0.00064947-0.0037099i,-0.0012307-0.0027953i,-0.0016639-0.0012119i,-0.0007016+0.00040723i,-0.00038316+0.00051438i,0.00015819-0.00017429i,0.00035161-0.000157i,-0.00061546-1.2791e-06i,-0.00052442-0.00055096i,-0.00023217-0.0001411i,-3.8772e-06+0.00065107i,0.00020167+0.00057404i,0.00015566+0.00034169i,8.809e-06+0.00029182i,0.00011257-0.00018237i,0.00037637-0.00088499i,0.0006973-0.00079793i,0.00074998-0.00033722i,0.00029684-0.00023543i,0.00018999-0.00049807i
0.0016176+0.004317i,0.001589+0.0033865i,0.0012451+0.001665i,0.00013617-0.00072993i,-0.00060489-0.0015063i,-0.00015179-0.00090809i,-4.3288e-05-0.00044502i,7.9785e-05-1.9994e-05i,0.00030066+0.00065966i,0.00013809+0.00077185i,-0.00060341-0.0001494i,-0.00050101-0.00034134i,-8.7178e-05+0.00052989i,-5.8307e-05+0.00023764i,-9.7228e-05-0.00053679i,9.5338e-05-5.6416e-05i,-0.00018437+0.0013192i,-0.00045864+0.0016969i,-0.00064224+0.00083318i,-0.00020024+0.00032445i,-8.0028e-06+0.00033827i,-0.00012219-0.00015796i,-6.1742e-05-0.00057478i
0.0004024+0.00028397i,0.00051193-0.0015754i,-0.00068086-0.0025801i,-0.002325-0.002885i,-0.0025236-0.0021905i,-0.0015525-0.00082369i,-0.00082824-0.00022642i,-0.00065662+0.0004938i,0.00010229+0.00063877i,0.00018331+0.00029452i,-0.00062554-7.3475e-05i,-0.00078981-0.00050207i,-0.00041328-0.00077157i,-0.00033505-0.0012023i,-0.00093418-0.00079402i,-0.00099543-0.0001279i,-0.0010953-2.0717e-05i,-0.00097615+0.00031302i,-0.00016445+0.00033444i,-0.00014192-0.00048179i,-0.00045053-0.00041596i,-0.00040464+0.00056795i,0.00026054-0.00025368i
-0.00042542+0.00045457i,0.0007892+0.00013178i,-0.00038172-0.0013119i,-0.001448-0.0029788i,-0.00097859-0.0028015i,-0.00099529-0.0015806i,-0.0010515-0.00075396i,-0.00048812-0.00046723i,-0.00035395-0.0004874i,-0.0001278-0.00023738i,-0.00026448-3.1198e-05i,-0.00041399-0.00034141i,-0.00035604-0.00055105i,0.00013067-0.00082915i,0.00036453-0.00058665i,-8.2106e-06-0.00027978i,-0.00028163-0.00072661i,-0.00040007-0.00031999i,-0.00043016+0.00013064i,-0.00019908-3.999e-05i,-1.4502e-05+2.6311e-06i,0.00036999+0.00036781i,0.00027425+0.00057437i
0.0023437-9.0772e-05i,0.0010696-0.00087367i,0.00078789-0.002768i,8.7318e-05-0.0036953i,-0.0011185-0.002132i,-0.0013075-3.0737e-05i,-0.00074342+0.00065564i,-0.00055945+0.0012062i,-0.00024231+0.0015755i,5.9241e-05+0.00028783i,7.5463e-05-0.00045034i,1.2046e-05+0.00015179i,-0.00015991+0.00030405i,0.00033077-0.00048394i,0.0010101-0.0009503i,0.00062104-0.00094786i,0.00070554-0.0011524i,0.00090988-0.00041291i,0.00085892+0.0004251i,4.2614e-05+0.00019431i,-0.00017642+0.00025286i,0.00032201+0.00025754i,0.0002302-2.172e-06i
-0.00094854+0.0021358i,8.6311e-05+0.0012554i,0.00078639-0.00022327i,0.00081394-0.0005108i,-7.0359e-05-0.0001057i,-0.0010349+0.00043778i,-0.00089618+0.0013304i,-0.00038263+0.0012367i,-0.00040262+0.00054385i,0.00030023+0.00010324i,0.00078545+8.5041e-05i,0.00051951+0.00044718i,-0.00018834+0.00028422i,-0.0005303+3.8731e-05i,-0.00042275-0.00065276i,-0.00052747-0.0011404i,-0.00021468-0.00079789i,5.4556e-05+0.00021207i,-2.9049e-05+0.001046i,0.00033002+0.00077834i,0.00060321+0.00037293i,0.0007095+0.00049061i,0.0002143+0.00011837i
0.0014306+0.00050212i,0.0020496+5.6814e-05i,0.00098643-0.00098352i,-0.00079658-0.0024602i,-0.0019637-0.0022956i,-0.0022051-0.00090079i,-0.0013904-0.0002769i,-0.0002333+0.00048713i,-0.00023358+0.00048731i,-0.00010066+0.00039971i,0.00062443+0.00018951i,0.00028875+5.3065e-05i,-0.00051274-4.1387e-07i,-0.00035423-0.00039495i,-0.00028856-9.2742e-06i,-0.00059867-0.00014239i,0.00018667-0.00023132i,0.00022302+0.00048891i,-0.00048959+0.00053773i,-0.00033928+0.00067646i,0.00017112+0.00058398i,5.1679e-05+0.00055048i,0.00013921+0.001294i
0.001343+0.0010092i,0.0011736-9.7232e-05i,0.0001026-0.0012056i,-0.0016804-0.001914i,-0.0019436-0.0015521i,-0.0014133-0.00070057i,-0.00087067-0.00016282i,-0.00090583-0.00017761i,-0.00059734-3.6416e-05i,0.00043594-0.00013533i,0.00067821-0.00049881i,0.00052791-0.00063354i,0.00041158-0.00035462i,0.00017142-0.00030536i,-0.00030252+9.1214e-05i,-0.00078682+0.000345i,-0.00020401-0.0004929i,0.0010919-0.00061963i,0.00085002-0.00016193i,-0.00011839+0.0006479i,0.00022027+0.00074236i,0.00057421+0.00039192i,-0.00023896+0.0003566i
-0.00086016-0.0019254i,-0.0015677-0.0012466i,-0.0019116-0.0019466i,-0.0020993-0.002432i,-0.0027445-0.0019329i,-0.0015779-0.00027583i,-0.00048617+0.00043992i,0.00045335+4.5342e-05i,0.00030881-0.00029048i,-0.00075599-0.0010773i,-0.00068564-0.0016878i,-0.00024887-0.00095157i,0.00040508+0.00044623i,0.001038+0.00061242i,0.0013903+6.2406e-05i,0.0010622-0.0004281i,0.00053281-0.00091775i,0.00027688-0.00057849i,0.00014216+0.00030685i,-0.00035553+0.00051722i,-0.00057702-0.00026129i,-7.6909e-05-0.00037723i,5.356e-05-0.00027994i
-0.002251+0.0022511i,-0.00070113+0.0013022i,0.0002416-0.00071957i,6.8181e-05-0.0022654i,-9.4276e-07-0.0024432i,-0.00015589-0.0013975i,-0.00086053-0.00054197i,-0.0010781-0.00045018i,0.00017491-2.3373e-05i,-1.0108e-05+0.00056644i,-0.00076289+0.00071404i,-0.00040672+0.00024076i,-0.00017046-0.00039102i,3.3497e-05+0.00030313i,0.00048331+0.00080483i,0.00031337+0.00024872i,-0.00062568-0.00013103i,-0.00067195-0.00019393i,-0.00014338-0.00014275i,0.00013654+0.00015919i,0.0005869+3.617e-05i,0.00040049-0.00050759i,0.00020417-0.00020898i
-0.00088717+0.001266i,-0.00016548-0.00021558i,0.00096393-0.00077311i,0.0012822-0.00065027i,0.0008679-4.1039e-05i,0.00015594+0.00090843i,-0.0001101+0.0015506i,-0.00029841+0.0013311i,-0.00022673+0.0006316i,-3.5347e-05+0.00021337i,-0.00010295+0.00054297i,0.00020374+0.00088996i,0.00075746+0.00036969i,0.00083568+6.4027e-05i,0.00027132-3.88e-05i,-0.00041357-0.00065582i,-0.00056867-0.0011865i,9.4228e-05-0.00041323i,0.0003782+3.1377e-05i,0.00028829+0.00011856i,0.00031158+0.00014835i,0.00039018+0.00052589i,0.00038697+0.0011292i
0.00021843+0.0033469i,0.00042012+0.0021955i,-0.00027738+0.00069863i,-0.00070666-0.00078979i,-0.00027655-0.0011159i,0.00031036+0.00053715i,0.00060785+0.0013174i,0.00061969+0.00099363i,0.00066738-4.4245e-05i,0.00069892-0.00089054i,-0.00033539-0.00057802i,-0.00081786-0.00017427i,0.00059559+0.00058261i,0.00081202+0.00089882i,4.2317e-05+0.00012255i,-0.00043404-0.00015229i,-0.00065964-0.00022691i,-0.00010149-7.8222e-05i,6.0238e-05-7.4851e-05i,-0.00029866-0.00013149i,-0.00062827-3.5238e-05i,-0.0010422-6.1002e-05i,-0.0011306-0.00062669i
