-0.0033149+2.3448e-05i,-0.002027-0.00037604i,-0.001503+0.00019525i,-0.00077268+0.0012502i,-0.0001421+0.0020797i,-3.086e-06+0.001011i,-0.0009093+0.00053347i,-0.00054752+0.00074519i,4.4906e-05+0.00074852i,0.00055473+6.9918e-05i,0.0014526+0.00041266i,0.0010223+0.00042911i,-0.00023728-6.9826e-05i,0.00016608-0.00084642i,0.0017724-0.0017797i,0.0016936-0.0010654i,0.0013183+2.6874e-05i,0.00083381+0.00064838i,-0.00011986+0.00066281i,-0.0005614-0.00016265i,-0.00040606-0.00017494i,0.00058929+0.0001858i,0.0011424+0.00066148i
0.00030076+3.4198e-05i,0.00028584-0.0036541i,0.0029725-0.009353i,0.00975-0.016662i,0.018136-0.022916i,0.018967-0.021915i,0.010613-0.012987i,0.0030431-0.0055042i,0.00097608-0.0041383i,0.00087412-0.0045776i,0.00080411-0.0035969i,0.0009668-0.002247i,0.0012832-0.0014751i,0.00066693-0.0012836i,-0.00011605-0.001271i,-5.8174e-05-0.0011305i,-3.0082e-06+5.9327e-05i,-8.1917e-05+0.0012767i,-9.2789e-05+0.0012294i,0.0002294+0.0017252i,0.00087062+0.0011731i,0.0010805-0.00029481i,0.00056676-0.00054256i
-0.00074764-0.00037732i,-0.0029383-0.0020993i,-0.0063904-0.0047249i,-0.013532-0.012804i,-0.02177-0.02238i,-0.023048-0.021716i,-0.015289-0.010212i,-0.0057285-0.00023617i,-0.0021774+0.0018064i,-0.0033642+0.0010011i,-0.0026527+0.00085813i,-0.00039448+0.0015648i,0.00049869+0.0020117i,0.00052588+0.00083561i,-6.529e-05-0.0001116i,-0.00023748+0.00019303i,0.00020043+0.00069992i,-0.00036213+0.00026027i,-0.00061246-0.00022792i,-0.00029308+7.7664e-05i,0.00043012-0.00039262i,0.0010221-0.001215i,0.00098379-0.00093608i
0.0039649-0.0018039i,0.0050757-0.0030466i,0.0010556-0.00013356i,-0.011637+0.0076246i,-0.024464+0.014949i,-0.025448+0.016474i,-0.014511+0.012752i,-0.0041345+0.0092315i,-0.0011657+0.0075277i,-0.00094622+0.0059484i,-0.00026131+0.0042769i,-0.00077142+0.0024757i,-0.0018309+0.001469i,-0.0026992+0.0010918i,-0.0023165+0.00052202i,-0.0015257+0.00068436i,-0.00062579-0.0001235i,-0.00060246-0.00082797i,-0.0018817-0.00022213i,-0.0015017+9.6538e-05i,-0.00025954-0.00028648i,-0.00022863-9.3862e-05i,-0.00070823+0.00018443i
0.0017805+0.0035323i,0.0036677+0.0074076i,0.0062157+0.012157i,0.0098755+0.02007i,0.013903+0.028394i,0.01423+0.026616i,0.010724+0.015006i,0.0064889+0.0055164i,0.0048177+0.002296i,0.0046676+0.0010652i,0.0023409+0.00019804i,6.8217e-05+0.00031286i,-0.001108+0.00022777i,-0.001575-0.00043353i,-0.0010635-0.0013148i,0.00047922-0.0010974i,0.00099454-0.00091868i,0.00033192-0.00043135i,0.00010427+0.0012605i,-0.00047762+0.0012058i,-0.00089058+0.00078287i,-0.00056447+0.0013804i,-8.179e-05+0.001476i
0.00013226-0.00027823i,0.002133-0.0014639i,0.0085441-0.0036217i,0.020114-0.0077666i,0.032628-0.012457i,0.032254-0.015476i,0.017525-0.015457i,0.0044869-0.011758i,0.0012001-0.0076997i,0.0013364-0.0053543i,-0.00070164-0.0036038i,-0.0021881-0.0019307i,-0.0017186-0.0012398i,-0.00048931-0.00055973i,0.00022426+0.00053139i,0.00088955+0.00024088i,0.0015558-0.00066535i,0.0020727-0.00059635i,0.0024098-0.00034604i,0.0016053+0.00010751i,0.00070087+0.00040784i,0.0013529-2.1791e-06i,0.0014193+0.00050762i
-0.0014474+0.0019608i,-0.0026127+0.0022405i,-0.0016257-0.0030149i,-0.0003145-0.018381i,-0.0034766-0.034995i,-0.0088195-0.035521i,-0.010184-0.021215i,-0.0078558-0.0086828i,-0.0061972-0.0049812i,-0.0057785-0.0042653i,-0.0038237-0.002929i,-0.00077201-0.0026134i,-8.5824e-05-0.0037332i,-0.00063814-0.0038699i,-0.0015096-0.0033083i,-0.00045503-0.0027654i,0.0016339-0.0013003i,0.0021823-0.00045364i,0.0012483-0.0011054i,-0.00030228-0.0012758i,-0.0010722-0.00080354i,0.00030809-0.00062734i,0.0012948-0.00028943i
-0.0030955-0.0014879i,-0.0052749-0.0021211i,-0.011756-0.00036512i,-0.023748+0.0016875i,-0.034029+0.001805i,-0.032517+0.0028298i,-0.019532+0.0055252i,-0.0084827+0.0063704i,-0.0053923+0.0057867i,-0.0036549+0.0053323i,9.7366e-05+0.0034928i,0.002737+0.00064595i,0.0027179-0.0013049i,0.0018586-0.0024652i,0.0014027-0.0022704i,0.00057198-0.0008953i,-0.00013114+0.00022211i,-0.00067087+0.00031277i,-0.0014839-0.00054704i,-0.0017559-0.0014448i,-0.0013804-0.0011883i,-0.0016963-0.00073885i,-0.0015429-0.00089721i
0.00010678+0.0013722i,0.0014323+0.0042559i,0.001037+0.012417i,-0.00083871+0.027169i,0.0002488+0.04091i,0.004989+0.039211i,0.009327+0.023695i,0.010578+0.010581i,0.0092654+0.0063821i,0.0077613+0.0042595i,0.0056698+0.00043315i,0.0023636-0.00087667i,-0.0003304+0.0008739i,-0.00050454+0.0020525i,-0.00046598+0.0014543i,-0.0013133+0.001319i,-0.00054288+0.0014985i,-0.00012424+0.0010464i,-0.00075644+0.0014842i,-0.00078116+0.0018741i,-0.00088907+0.0014576i,-0.00064931+0.0014895i,-0.00037889+0.00055255i
0.00088339+0.0027934i,0.002877+0.0035528i,0.010251+0.0052721i,0.025225+0.008594i,0.040047+0.0074583i,0.040322+0.00037948i,0.026578-0.0067623i,0.014602-0.008749i,0.01117-0.0076799i,0.0077609-0.0074753i,0.0016544-0.0058054i,-0.0012698-0.00091608i,-0.00097421+0.0031351i,2.1395e-05+0.0025431i,3.5072e-05+0.00039007i,-0.00042553+0.00025488i,-0.0010468+0.0009345i,-0.0010561+0.0016356i,-0.00016476+0.0022489i,0.00092391+0.0021587i,0.00080428+0.001589i,0.001242+0.001844i,0.001496+0.0018717i
-0.0011001+0.0028486i,-0.00044106-0.00073415i,0.0052536-0.0083993i,0.011719-0.023892i,0.014876-0.039386i,0.010145-0.040994i,0.0010524-0.028393i,-0.0034674-0.014982i,-0.0034187-0.0089544i,-0.0031502-0.0054372i,-0.003411-0.0015719i,-0.0021401+0.000574i,-0.0011237+0.00081563i,-0.00086476+0.00039142i,0.00033386-0.00034835i,0.0011971-0.0012844i,0.0004739-0.0014587i,-4.1939e-05-0.0010348i,0.00044037-0.0009268i,0.00081058-0.00044319i,0.001085+0.0006824i,0.0015391+0.00032707i,0.0013426-0.00093097i
0.00047501+0.0010285i,-0.00093056-0.0023536i,-0.0058329-0.0075614i,-0.020602-0.014927i,-0.03767-0.020631i,-0.042881-0.016974i,-0.033449-0.0053933i,-0.020826+0.002977i,-0.012132+0.0062267i,-0.0056237+0.0067529i,-0.0018054+0.0044937i,-0.00084037-8.5482e-06i,-0.0026234-0.0041424i,-0.0047664-0.0047277i,-0.0043815-0.0037647i,-0.0027582-0.002939i,-0.0005726-0.002611i,0.00051155-0.0028758i,0.00032664-0.0028475i,-5.3363e-05-0.0026933i,-0.00064435-0.0018304i,-0.00068317-0.0013518i,-0.00068828-0.0013895i
-0.0026933+0.0061813i,0.00092594+0.0074555i,0.00089378+0.012299i,-0.009693+0.021783i,-0.021297+0.032865i,-0.022412+0.03504i,-0.0144+0.02719i,-0.0069884+0.018002i,-0.0013257+0.013927i,0.0036008+0.010375i,0.005261+0.0032538i,0.0026311-0.0035972i,-0.001114-0.0068784i,-0.0025153-0.0075411i,-0.0018044-0.0062898i,-4.9148e-05-0.0043714i,0.0018747-0.0026846i,0.00086349-0.00092989i,-0.0015083+0.00088014i,-0.0023467+0.0012505i,-0.0014548+0.00089494i,-0.00033337+0.00056843i,1.5054e-05+0.00035374i
0.0041425-0.022921i,0.00068237-0.021497i,-0.0075691-0.013257i,0.00026101+0.011305i,0.01767+0.034765i,0.03282+0.039669i,0.034821+0.023058i,0.025742+0.0061143i,0.015435-0.002376i,0.0054112-0.0044091i,2.9167e-05-0.00050767i,0.0010208+0.0033479i,0.0043764+0.0070692i,0.0080563+0.01192i,0.0082372+0.013851i,0.0048001+0.010088i,0.00095428+0.0041548i,0.00055563+0.0010248i,0.003421-8.1492e-05i,0.0037569-0.00096701i,0.00068512-0.0013739i,-0.0014385-0.00055475i,-0.0012063+0.0011513i
-0.00084368-0.00012857i,0.0017905+0.00043769i,0.0091609-0.0021194i,0.023267-0.011803i,0.036897-0.025716i,0.036561-0.032402i,0.021804-0.027219i,0.0090255-0.017975i,0.0019-0.014065i,-0.0030598-0.010171i,-0.0036727-0.0034062i,8.7177e-05+0.00064747i,0.0039071+0.001433i,0.005278+0.00081095i,0.0047226+0.00069762i,0.0027555+0.0013368i,0.0013345+0.0027185i,0.0011228+0.0028855i,0.0018073+0.0013484i,0.0014182-0.00025375i,0.00080987-0.0008234i,0.0007741-0.00080472i,0.00066947-0.00088343i
0.0013392-0.0025313i,-0.00068177-0.0024737i,-0.0051424-0.0064449i,-0.010907-0.021496i,-0.01833-0.03944i,-0.021503-0.039927i,-0.015899-0.025184i,-0.0096765-0.013166i,-0.0094867-0.0085012i,-0.01036-0.0025618i,-0.00635+0.0028612i,-0.0002621+0.0034817i,0.0038888+0.0026381i,0.0049937+0.0019502i,0.0047575+0.00077716i,0.0037674+0.00049285i,0.0020914+0.00067477i,0.00094581-0.00044191i,0.00082948-0.0015089i,0.00040694-0.0011437i,-0.00055865-0.00044105i,-0.00086689-0.00034155i,-0.00074794+0.00024948i
-0.0039391-0.002831i,-0.0086838-0.0014164i,-0.018608+0.00044643i,-0.031362+0.0064919i,-0.041391+0.014174i,-0.038026+0.017837i,-0.022059+0.015542i,-0.009657+0.011721i,-0.0057403+0.010035i,-0.0023202+0.0096651i,0.00056268+0.0066405i,-0.00016464+0.0029066i,-0.0033369+0.0016367i,-0.0040859+0.0019041i,-0.0025472+0.00090922i,-0.0027637-0.00097508i,-0.0029248-0.001341i,-0.0019445-0.0012587i,-0.0013184-0.0016423i,-0.0013115-0.0014434i,-0.0018042-0.00029512i,-0.001723+0.00025005i,-0.0016358+0.00011533i
0.00015161-0.0010103i,-0.00086077+0.0005644i,-0.0038365+0.0075806i,-0.0035991+0.025055i,0.0023198+0.044285i,0.0087804+0.046592i,0.0098803+0.031728i,0.0094446+0.017514i,0.010863+0.009588i,0.010802+0.0033739i,0.0062884-0.0010623i,-0.0003595-0.00154i,-0.0044033+0.00060262i,-0.0035506+0.001326i,-0.0018694-0.00025355i,-0.0022652-0.0025935i,-0.0028237-0.0033374i,-0.0025673-0.0018414i,-0.0012869-0.00013573i,0.00011082+0.00092814i,0.0011665+0.00095144i,0.0015143+0.00034691i,0.0014812+7.2717e-05i
0.00087141+3.268e-05i,0.00075495+0.00032235i,0.0059159-6.4008e-05i,0.020636+0.0021495i,0.038055+0.0033422i,0.0412+0.000606i,0.02871-0.0014409i,0.01637-0.001461i,0.011317-0.005127i,0.0060658-0.0096264i,-0.00072624-0.007751i,-0.0034881-0.0031128i,-0.0021869-2.0549e-05i,-0.00063534+0.0016654i,0.00022124+0.0025609i,0.0015116+0.0024739i,0.0026118+0.00072916i,0.0020676+0.00028356i,0.00060945+0.0012539i,0.00083657+0.00075595i,0.001629-0.0010821i,0.0016798-0.0019679i,0.0012721-0.0018989i
0.0018475-0.0059941i,0.00134-0.010022i,0.0034066-0.017712i,0.0073471-0.029616i,0.0074927-0.041103i,0.0024706-0.039139i,-0.0020355-0.024627i,-0.0031121-0.012933i,-0.0055952-0.0094949i,-0.0087716-0.0057203i,-0.0073102-0.00064425i,-0.0019534-9.438e-05i,0.0016736-0.0030114i,0.00097474-0.0034108i,0.0002188-0.0009902i,0.0017206+0.00067333i,0.0022531+9.1135e-05i,0.0014374+9.7434e-05i,0.00091572+0.00064504i,0.0002696-0.00010288i,-0.00064171+0.00033548i,-0.0011194+0.001071i,-0.00075568+4.2188e-05i
-0.001512-0.0040247i,-0.0029844-0.0080199i,-0.0084093-0.013791i,-0.021358-0.018279i,-0.036829-0.018687i,-0.038511-0.012172i,-0.025438-0.0057344i,-0.014811-0.0016832i,-0.011824+0.0044927i,-0.0073863+0.009659i,-0.00046705+0.0092488i,0.0044933+0.0040538i,0.0064188-0.00072006i,0.0050068-0.0025005i,0.0040857-0.0024701i,0.00472-0.0014056i,0.0039436-0.00056793i,0.0021481-0.0010344i,0.00077757-0.00092732i,1.6408e-06+0.00084768i,-0.00041327+0.0020331i,-0.0004748+0.0015832i,-0.00057875+0.00069974i
0.0037165-0.0007756i,0.0051863-0.0018959i,0.001126+0.0035694i,-0.0096537+0.016989i,-0.015963+0.030433i,-0.0099613+0.030572i,-0.00099775+0.016675i,0.0020493+0.0070397i,0.0043975+0.0081664i,0.0088468+0.0083076i,0.0089716+0.0044836i,0.0051116+0.0022082i,0.001866+0.0029618i,4.0047e-05+0.0031662i,-0.00088203+0.0012277i,-0.0012463+0.00058551i,-0.00086219+0.00046966i,-0.00071072-0.00053794i,-0.0011443-0.00060517i,-0.00062565+0.0005756i,0.00082346+0.00092115i,0.0019997+0.00047193i,0.0023507+0.00045659i
0.0037626+0.00147i,0.0057435+0.0051504i,0.011174+0.012164i,0.021791+0.020609i,0.033111+0.022161i,0.033126+0.011726i,0.020755-0.00024637i,0.011707-0.0035075i,0.011232-0.0048463i,0.0089337-0.007922i,0.0022153-0.0068359i,-0.0014413-0.0016421i,-0.00038844+0.003161i,0.00084201+0.0035205i,-2.2372e-05+0.00083994i,-0.0025873-0.00056106i,-0.0035677+3.3243e-05i,-0.0024426+0.00070077i,-0.00085983+0.00063238i,-0.000513-0.00013147i,-0.00145-0.00062742i,-0.0017179-8.576e-05i,-0.00039782+0.001074i
0.0028178-0.00077601i,0.0046534+0.0011752i,0.0090382+0.00064495i,0.018319-0.0092957i,0.024197-0.023422i,0.017313-0.027153i,0.007986-0.017677i,0.0047019-0.010638i,0.00026248-0.012674i,-0.0066295-0.012177i,-0.0093877-0.004976i,-0.0069721+0.0007992i,-0.0034539+0.003088i,-0.00045803+0.0039382i,0.0018974+0.0035708i,0.0018845+0.001893i,0.00052942+0.00011756i,0.00051168+6.3213e-05i,0.00056969+1.8258e-05i,-0.00030294+0.00029429i,-0.00098841+0.00054073i,-0.00087147+0.00087752i,-0.00092884+0.001403i
-0.0032066+0.00047281i,-0.0073208+0.0034105i,-0.01086+0.0010656i,-0.015255-0.012656i,-0.022167-0.022848i,-0.023791-0.013763i,-0.012711+0.00040266i,-0.0034254+0.0034515i,-0.0067997+0.0013384i,-0.01063+0.0035728i,-0.0081215+0.0052658i,-0.0048445+0.0023403i,-0.0046591-0.0018354i,-0.0047492-0.0024613i,-0.0019909-0.00019825i,0.0007667+0.00089452i,0.0011201+0.00090673i,0.00093387+1.788e-05i,0.0017672-0.0011597i,0.0014832-4.1484e-06i,-0.00017705+0.0015988i,-0.00056711+0.0010819i,-0.00029629+0.00023835i
-6.1603e-05-0.0016915i,-0.0049794-0.0038172i,-0.01354-0.0025761i,-0.02447+0.0066822i,-0.027324+0.01975i,-0.015441+0.025608i,-0.0013514+0.020139i,0.0032043+0.012822i,0.0028953+0.012307i,0.0041861+0.011707i,0.0050171+0.0063125i,0.002969+0.00031524i,-6.0395e-05-0.0030785i,-0.00064439-0.0032911i,0.00048547-0.003336i,0.001445-0.0040876i,0.0019385-0.0036682i,0.0014702-0.0017412i,0.00088098-0.00020485i,0.00085918-0.000111i,0.0012223-0.00078477i,0.0012453-0.0018553i,0.0012715-0.0013493i
-0.0011253-0.00047435i,-0.0034306-0.00048636i,-0.0055084+0.0040925i,-0.0010277+0.016414i,0.011079+0.027689i,0.019418+0.022144i,0.014475+0.0080579i,0.0079028+0.0039778i,0.010661+0.0050445i,0.013483+0.0011929i,0.0109-0.0024908i,0.0063269-0.0029129i,0.0026862-0.0020834i,0.00073026-0.0013415i,0.00027847-0.00088762i,0.00031035-0.00075423i,0.0009145-0.00012126i,0.00059069+0.00046186i,0.00019057+0.00022234i,0.00055328-0.00044637i,0.00091602-0.0010222i,0.0004262-0.00089478i,0.0005897-0.00071092i
0.00056587+0.00028003i,0.0011779-0.00099726i,0.0028228-0.0031399i,0.012141-0.0045239i,0.023108-0.0094621i,0.017771-0.017048i,0.0024209-0.01459i,-0.002485-0.0068171i,0.0016314-0.0082131i,0.0022173-0.012176i,0.00027084-0.0093724i,0.001887-0.0040524i,0.0046854-0.0020584i,0.0037151-0.0030033i,-0.00018689-0.001859i,-0.0034675+0.0013061i,-0.0041315+0.0023063i,-0.0024926+0.00213i,-0.0010634+0.0013639i,-0.00088706+0.00084206i,-0.0012294+0.00047509i,-0.00091859+0.00022659i,7.2333e-06-0.00019932i
-0.0023223-0.0019138i,-0.0019683-0.0034754i,0.002822-0.0093155i,0.0059967-0.02064i,-0.0014849-0.030121i,-0.013751-0.026985i,-0.017317-0.012299i,-0.012187-0.003132i,-0.0098089-0.0038175i,-0.010361-0.0035184i,-0.0083013+0.00031055i,-0.0039205+0.003145i,-0.00034849+0.0036333i,0.002253+0.0023852i,0.003637+0.00047228i,0.0025613+4.7174e-05i,0.00093155-0.00040073i,0.00022726-0.00061034i,-0.00058219-4.8473e-05i,-0.0013187+0.00075773i,-0.00026065+0.0014438i,0.0012054+0.00129i,0.00096678+0.00042834i
0.0029695-0.0050718i,0.0056491-0.0080034i,0.0034597-0.012901i,-0.010236-0.015242i,-0.026203-0.0086422i,-0.024396+0.0044993i,-0.0090105+0.0078558i,-0.0018801+0.0026895i,-0.0051428+0.0045532i,-0.0056974+0.010725i,-0.002923+0.010342i,-0.0026178+0.0072719i,-0.0028544+0.0057493i,-0.0013745+0.0036475i,0.0015111+0.00092258i,0.002927-0.0014139i,0.0018633-0.0016919i,0.0015236-0.001182i,0.0014806-0.0014581i,0.00084363-0.001207i,0.00071738+9.597e-06i,0.0010728+0.0011465i,0.0010797+0.0020494i
0.00076677-0.0024716i,0.00052096-0.002714i,-0.0011147+0.00017102i,-0.0067806+0.0099557i,-0.0076512+0.021955i,0.0039776+0.020586i,0.012483+0.00453i,0.0093733-0.0055053i,0.0062066-0.0006507i,0.0073155+0.0050261i,0.0055958+0.0036471i,0.00075711+0.0017066i,-0.0019865+0.002024i,-0.00036977+0.001742i,0.00081983-0.0017041i,0.00028707-0.0045702i,0.00018687-0.0035393i,0.00045593-0.00099767i,0.0010832-9.6977e-05i,0.0013984-0.0014107i,0.00060124-0.0019951i,-0.0006619-0.0008752i,-0.0010653+0.00018785i
0.00048138+0.00054055i,0.0028268+0.0051889i,0.0057433+0.013337i,0.015084+0.020542i,0.027633+0.01776i,0.028748+0.0032576i,0.016359-0.008082i,0.0058407-0.0079816i,0.0045423-0.0066113i,0.0044154-0.0069427i,0.0019956-0.0055961i,-1.3231e-05-0.0042037i,-0.00033974-0.0030061i,-0.00019426-0.00085233i,0.0003037+0.0013805i,0.0022213+0.0021651i,0.0027554+0.00086433i,0.0012821-0.00038772i,0.00020383-0.0010759i,-0.0002938-0.0017467i,-0.00086326-0.00070968i,-0.0013394+0.0011262i,0.00014529+0.0013829i
0.0029081+0.002778i,0.0036396+0.0054137i,0.0089075+0.0069471i,0.018125-0.00091568i,0.020444-0.014315i,0.0094951-0.016973i,-0.00024311-0.005456i,-4.0574e-05+0.0041827i,-0.00058746+0.001609i,-0.00563-0.0032971i,-0.0070794-0.0037555i,-0.003587-0.0048758i,-0.0008688-0.0073476i,-0.0018167-0.0061062i,-0.002313+7.1524e-05i,-0.00016991+0.0051019i,0.0016701+0.0048108i,0.0016308+0.0025482i,0.00047006+0.0016553i,-0.00013622+0.0020152i,0.00031639+0.0022859i,0.00027293+0.0014008i,0.00028214-0.00045337i
0.00063299+0.0019649i,-0.00091357+0.0043025i,-0.0029609+0.002298i,-0.0077332-0.0081107i,-0.013767-0.015554i,-0.014225-0.0055058i,-0.0039817+0.0090185i,0.0078349+0.011249i,0.0061534+0.0077304i,-0.0018201+0.00654i,-0.0029382+0.0062392i,-0.00054381+0.0036176i,8.6437e-05+0.00064557i,-0.00052522-0.0010294i,0.00038833-0.0021282i,0.001595-0.0025453i,0.00083103-0.001421i,0.00025854-0.00036447i,-0.00012524+0.00034838i,-0.00040011+0.0014882i,0.00052097+0.0016533i,0.0013685+0.00066422i,0.00095691-0.00039112i
-0.0011384-0.00041898i,-0.0036549-0.0017802i,-0.0095299-0.0001407i,-0.017756+0.0045302i,-0.020136+0.010058i,-0.0090029+0.01306i,0.0051385+0.0080906i,0.010218-1.6667e-05i,0.0093858-0.00073572i,0.0077292+0.0024473i,0.0052717+0.00392i,0.0022649+0.0047088i,0.00059533+0.0047907i,-9.572e-05+0.003511i,-0.0005524+7.14e-05i,-0.00076573-0.0011336i,-0.00091275-0.00014536i,-0.00010656-0.00068559i,0.00080249-0.00072822i,0.00085089+1.3306e-05i,0.00085656-0.00010079i,0.00037354-0.00047329i,-0.00069449-0.0010431i
0.0014231-0.00057154i,-0.002162-0.0024461i,-0.007056-0.002893i,-0.00848+0.0071162i,-0.002252+0.017195i,0.0029354+0.0079138i,-0.0016936-0.0068402i,-0.0083332-0.0094121i,-0.0046259-0.0080965i,0.0017605-0.0081403i,0.0027844-0.0054915i,0.0019404-0.00015346i,0.0024545+0.0038673i,0.0027748+0.0031683i,-0.00096028+0.00013614i,-0.0058233-0.0003825i,-0.0051747+0.00067093i,-0.0014446+0.00051964i,0.00037245+3.0507e-05i,-0.00051304-2.6761e-05i,-0.0019805-0.00036899i,-0.0024615-0.00069809i,-0.0016123-0.00070082i
0.00080724-0.0023951i,0.0027616-0.002254i,0.0032196-1.3326e-05i,0.0083815+0.0024318i,0.013866+0.00088878i,0.0050476-0.0052826i,-0.013432-0.005853i,-0.021611+0.0018958i,-0.016406+0.0031518i,-0.0093954-0.0023596i,-0.0051593-0.0031194i,-0.0027673-0.0012499i,-0.0011172-0.000694i,0.00074927-0.0013684i,0.0034443-0.0014857i,0.0046651-0.0015932i,0.0036504-0.0018793i,0.0023352-0.00080978i,0.0004099-0.00057164i,-0.0015026-0.0011183i,-0.0024608-0.0004019i,-0.0018903+0.00060547i,-0.00080465+0.0011577i
0.00069875+0.0013818i,-0.00083758+0.001713i,0.0018878-0.00012351i,0.0061582-0.0091751i,0.0058171-0.017998i,-0.0014358-0.011948i,-0.0061667+0.0044383i,-0.0025298+0.016159i,-0.00056577+0.016968i,-0.0021778+0.010926i,-0.0030624+0.0039514i,-0.0031727-0.001658i,-0.00336-0.0060943i,-0.0016389-0.005596i,0.0024795-0.0014572i,0.0047177+0.00042828i,0.0030583+0.00088359i,0.0013162+0.00097076i,0.00094415+0.00086403i,-0.0002701+0.0010613i,-0.00041973+0.00064965i,0.00060859-0.0001293i,0.0010729-0.00039009i
0.0044865-0.0022852i,0.0063806-0.0048429i,0.0064629-0.0083304i,-0.0021289-0.011609i,-0.01132-0.010518i,-0.0042498-0.0020664i,0.013721+0.0028915i,0.024027+0.00011303i,0.020315+0.00093359i,0.011995+0.0046895i,0.0057894+0.0044302i,0.00039848+0.00046845i,-0.0033765-0.0019579i,-0.0034359-0.0010596i,-0.0023848-0.0017647i,-0.0023901-0.0027674i,-0.0028754-0.001166i,-0.0028072+0.0010583i,-0.0014003+0.0021925i,0.00074631+0.0015419i,0.0021348-0.00045526i,0.0019158-0.0023137i,0.001322-0.002906i
0.0012578+0.00044963i,0.0013192+0.00036482i,-0.0013556+7.645e-05i,-0.0079798+0.0037142i,-0.0095138+0.0092852i,0.0015491+0.0049139i,0.013065-0.011064i,0.013413-0.024156i,0.0093698-0.023321i,0.0068877-0.012459i,0.0041287-0.0033852i,0.0019666-0.00065667i,0.0011955+0.00075942i,-0.00010344+0.0027273i,-0.0014574+0.0036193i,-0.0013187+0.0031216i,-5.6113e-05+0.0015219i,0.00097031-4.3736e-05i,0.0022279-0.0010023i,0.0036022-0.0018647i,0.0027697-0.002975i,0.0011376-0.0026284i,0.00018221-0.00096297i
0.0011931+0.0042779i,0.0024045+0.0036402i,0.0048371+0.0047797i,0.010442+0.0080953i,0.015966+0.0096027i,0.012567+0.00099624i,-0.00081681-0.010113i,-0.014233-0.01232i,-0.01698-0.010237i,-0.010936-0.0080446i,-0.0029499-0.0039249i,0.0036635+0.0013717i,0.0079145+0.0042183i,0.0083704+0.0037343i,0.0038377+0.0044004i,0.00050352+0.0062279i,0.0012911+0.0054547i,0.002171+0.0019355i,0.00128-0.0010297i,0.00014196-0.001948i,-0.00042667-0.00081898i,-0.00042007+0.0012617i,2.4651e-05+0.002167i
-0.00052854+0.0024583i,-0.0054612+0.0026266i,-0.0049876+0.0012869i,0.0048862-0.0039995i,0.014935-0.010049i,0.0078468-0.007824i,-0.0066697+0.0045927i,-0.011555+0.017339i,-0.010524+0.017964i,-0.0085051+0.0099994i,-0.0049402+0.0041121i,-0.00094669+0.0025648i,0.00032588+0.002536i,-0.00057285+0.0014154i,0.0003996-0.0012519i,0.0028826-0.0035079i,0.001451-0.0036023i,-0.00042292-0.0027131i,-0.0010434-0.0013337i,-0.0024112+0.00043073i,-0.0013911+0.0022818i,0.0014074+0.002565i,0.0026147+0.001754i
0.00080073-0.0020646i,6.7852e-05-0.0028192i,-0.0005851-0.0041908i,-0.0027374-0.0099729i,-0.0061302-0.016723i,-0.0066015-0.0096524i,0.0010458+0.0085043i,0.014041+0.019858i,0.018452+0.017589i,0.011088+0.0094331i,0.0026982+0.00359i,-0.0024675-0.00071381i,-0.0062526-0.0039438i,-0.0064063-0.0050156i,-0.0025873-0.0062058i,-0.00044311-0.0063661i,-9.5565e-05-0.0035507i,0.00019553-0.00026725i,-3.3077e-05+0.0016751i,0.00029077+0.0024466i,0.0014617+0.0021407i,0.0011025+0.00024215i,-0.00010241-0.0017216i
0.00019141-0.0020588i,0.0034309-0.0048826i,0.0065041-0.00468i,-0.0012265-0.00031139i,-0.014753+0.0041519i,-0.01363+0.0047302i,0.00228+0.0011067i,0.015665-0.0071217i,0.017735-0.012745i,0.010977-0.0099421i,0.0029896-0.0040637i,-0.0031875-0.0014959i,-0.007849-0.00077519i,-0.008606+0.00039635i,-0.0080839+1.9466e-05i,-0.0081149+0.00034559i,-0.0056053+0.0025181i,-0.0021815+0.0030872i,0.00079635+0.0017056i,0.0030614+0.0006074i,0.0021604-0.00089092i,-0.0013162-0.0016996i,-0.0035887-0.0016586i
0.0026138-0.00029108i,0.0057009-0.001023i,0.0081846+0.0011873i,0.0076742+0.011713i,0.0037576+0.023084i,0.0017856+0.016947i,-0.0017555-0.0031681i,-0.0093228-0.017332i,-0.011816-0.018095i,-0.0084505-0.012071i,-0.0037614-0.0064037i,-0.0013586-0.0039529i,-0.00082859-0.0026406i,4.4413e-05-0.0011551i,0.00046436+0.00032871i,0.0016296+0.0017398i,0.0014505+0.00083496i,0.00058281-0.0012675i,0.0022336-0.001833i,0.0019263-0.0027371i,-0.0011457-0.0031831i,-0.0029304-0.00065561i,-0.0018266+0.0010681i
0.0050026+0.0021527i,0.0051841+0.0020036i,0.0054445+0.0017854i,0.011549+0.0024958i,0.023633+0.0027093i,0.023008-0.0005757i,0.0032251-0.0033233i,-0.016405+0.0032896i,-0.020118+0.011308i,-0.011464+0.010111i,-0.0021851+0.0042129i,0.0050462+0.00025086i,0.011587-0.0024157i,0.012257-0.0032331i,0.0096394-0.00041585i,0.0079024+0.0013605i,0.0053993+9.4444e-05i,0.0026432-0.00079264i,-8.2011e-05-0.0013389i,-0.0032048-0.0013008i,-0.0034624+5.0028e-06i,-0.00014917+0.0013707i,0.0017681+0.0016291i
