-0.004832-0.00017859i,-0.0040294+0.00067612i,-0.004035+0.0029718i,-0.0037035+0.0034028i,-0.0019445+0.0041347i,-0.00042835+0.0038476i,2.1897e-05+0.0017936i,0.00042927+0.00028737i,0.001242+0.00043659i,0.0016256+0.00088988i,0.001002+0.00011627i,0.0011265-0.00051873i,0.0014065-0.0010805i,-0.00028104-0.0014891i,-0.0010317-0.0013242i,-0.00024349-0.001297i,-0.0002066-0.0011776i,-0.00030515-0.00068885i,-0.00028421-0.00045901i,2.6249e-05-0.00029591i,0.00035964-0.00021677i,8.1553e-05-0.00037408i,-0.00052902+7.2604e-06i
0.11723-0.21212i,0.19516-0.41971i,0.18396-0.45964i,0.082283-0.25963i,-0.0051672-0.063967i,-0.044206-0.0044615i,-0.041103+0.010678i,0.0067013+0.02871i,0.042025+0.037674i,0.045483+0.032286i,0.044938+0.017071i,0.040155+0.0050344i,0.025535+0.00094058i,0.0037272+0.0041683i,-0.016006+0.016592i,-0.023099+0.033113i,-0.023242+0.042503i,-0.020688+0.037671i,-0.014056+0.027611i,-0.0060101+0.026401i,-0.0004957+0.02913i,-0.0015491+0.02517i,-0.0068095+0.017911i
0.14639+0.11949i,0.32885+0.14412i,0.44255+0.025484i,0.36942-0.11201i,0.21362-0.062357i,0.12812+0.067424i,0.072867+0.097812i,0.013285+0.075258i,-0.0063472+0.06016i,0.003991+0.035178i,0.0033729+0.0028119i,-0.0055755-0.014697i,0.0010234-0.011872i,0.019592-0.0072803i,0.0265-0.01468i,0.019382-0.024037i,0.016029-0.018893i,0.019586-0.0033826i,0.019477+0.0028186i,0.014047-0.0049443i,0.0070741-0.016634i,-0.0029236-0.020246i,-0.0068544-0.011322i
-0.20724+0.14067i,-0.4141+0.36131i,-0.51378+0.5511i,-0.407+0.49316i,-0.23931+0.22035i,-0.15943-0.013657i,-0.12794-0.081002i,-0.092548-0.056094i,-0.061685-0.040448i,-0.051973-0.03078i,-0.046701+0.0029527i,-0.033031+0.024989i,-0.027945+0.020416i,-0.028263+0.015125i,-0.019211+0.016334i,-0.0048994+0.017653i,0.0063947+0.0070087i,0.007819-0.0083453i,0.0019456-0.010905i,-0.0042004-0.0049408i,-0.0056308+0.0035769i,0.0022897+0.010356i,0.011675+0.0097563i
-0.0080426-0.24434i,-0.028525-0.48477i,-0.03436-0.57979i,-0.0069577-0.39656i,0.016271-0.13435i,0.013068+0.019698i,0.023195+0.068938i,0.04534+0.039754i,0.033988+0.0057497i,0.014687+0.0076215i,0.015349+0.0042394i,0.016156-0.0067478i,0.011193-0.010782i,0.0040419-0.0091171i,-0.0032857-0.0030648i,-0.010492+0.0019177i,-0.020173+0.0070964i,-0.025551+0.0085826i,-0.021068+0.0032157i,-0.013518+0.0012608i,-0.0075055+0.0045517i,-0.0025782+0.0036452i,-0.0005342-0.0028908i
0.18171+0.062562i,0.36774+0.072704i,0.42236+0.0057462i,0.29497-0.074462i,0.17151-0.070194i,0.12377-0.027301i,0.08122-0.010466i,0.045935+0.0014574i,0.042706+0.0015013i,0.030515-0.012963i,0.0037665-0.012307i,-0.001842-0.0014166i,0.010474+0.00065835i,0.018136-0.0073009i,0.018379-0.01555i,0.016295-0.01881i,0.016806-0.012971i,0.017519-0.002809i,0.012234+0.0011181i,0.0074647-0.0018277i,0.0098815-0.012428i,0.0065816-0.025001i,-0.0054591-0.0247i
-0.12239+0.18163i,-0.22542+0.42956i,-0.24162+0.61125i,-0.17123+0.5256i,-0.13519+0.25749i,-0.13768+0.044844i,-0.12613-0.032899i,-0.1091-0.02509i,-0.08545+0.00057931i,-0.054751+0.0087924i,-0.028793+0.017595i,-0.013436+0.028792i,-0.013415+0.03034i,-0.018387+0.029898i,-0.012944+0.030263i,0.0033278+0.026867i,0.016182+0.013299i,0.017688-0.0032659i,0.012702-0.0073063i,0.007137-0.0051586i,-0.0023829+0.0011112i,-0.010656+0.013298i,-0.007141+0.01865i
-0.088062-0.20627i,-0.18802-0.42748i,-0.20462-0.54654i,-0.090928-0.43803i,0.034711-0.21886i,0.10258-0.0325i,0.12735+0.047055i,0.10567+0.022685i,0.049887+0.0021499i,0.023552+0.0085278i,0.020092-0.0099021i,0.0019037-0.030271i,-0.0079305-0.028866i,-0.0022968-0.024086i,-0.0079958-0.027405i,-0.027796-0.02978i,-0.04289-0.021702i,-0.040361-0.0076129i,-0.023852-0.0018055i,-0.009469-0.0042614i,-0.0038399-0.00030672i,0.0022161+0.0063558i,0.009787+0.0063404i
0.1917+0.0013543i,0.36984-0.017777i,0.39288-0.041871i,0.2193-0.04001i,0.066586-0.016695i,0.012875-0.030908i,-0.010833-0.049829i,-0.0022811-0.025656i,0.023175-0.0095301i,0.016647-0.0093213i,-0.0034346+0.00023509i,-0.0037617+0.0080008i,0.004503+0.007475i,0.007497+0.0056465i,0.010693+0.0053575i,0.016768+0.0061479i,0.022038+0.0091445i,0.020264+0.010656i,0.011822+0.0088351i,0.0090759+0.0088788i,0.017293+0.0038697i,0.02209-0.0064559i,0.014176-0.0099982i
-0.051941+0.18456i,-0.071624+0.39303i,-0.047496+0.49526i,-0.0097376+0.38864i,-0.012243+0.20398i,-0.036738+0.073811i,-0.058333+0.0062789i,-0.079766-0.008962i,-0.068239-9.5891e-05i,-0.030552-0.00095876i,0.00053325+0.00039281i,0.014637+0.0076422i,0.011105+0.013139i,0.0053148+0.018381i,0.0090399+0.017762i,0.018068+0.0094276i,0.023602-0.00087157i,0.023998-0.0081538i,0.022035-0.010182i,0.013787-0.01158i,-0.0032467-0.012399i,-0.01822-0.0069689i,-0.017738-0.00046228i
-0.14684-0.13804i,-0.30629-0.28877i,-0.36876-0.37909i,-0.25765-0.3126i,-0.093993-0.14512i,0.018509+0.009407i,0.085413+0.076662i,0.10257+0.046947i,0.070019+0.0014331i,0.03562-0.013767i,0.015971-0.025629i,0.0021041-0.039362i,-0.0020793-0.042895i,-0.0053738-0.042189i,-0.020042-0.039122i,-0.042057-0.030852i,-0.053978-0.018453i,-0.046805-0.0071162i,-0.028906-0.001259i,-0.013668+0.0029114i,-0.0048926+0.0076457i,-0.00010456+0.0067916i,3.2509e-05+0.00049383i
0.17101-0.069371i,0.31556-0.13826i,0.34468-0.11684i,0.21391-0.025077i,0.05623-7.6867e-05i,-0.041268-0.033475i,-0.065955-0.032686i,-0.010422+0.0042631i,0.043743+0.019736i,0.034616+0.014885i,0.0091118+0.017913i,0.0043997+0.025615i,0.0085632+0.028074i,0.0064977+0.027021i,0.0070995+0.029437i,0.019937+0.032759i,0.029764+0.02947i,0.020366+0.019692i,-7.4784e-05+0.013132i,-0.0077178+0.016351i,0.0066943+0.020888i,0.021184+0.019228i,0.018508+0.014221i
0.012506+0.17391i,0.052204+0.33687i,0.086738+0.37509i,0.098684+0.24083i,0.099669+0.092855i,0.083743+0.0081762i,0.022628-0.038446i,-0.066125-0.035153i,-0.094393-0.0028675i,-0.051506+0.0080952i,-0.012138+0.0021078i,-0.0041972+0.0040193i,-0.0066065+0.010887i,0.0027527+0.0083917i,0.015058-0.0030001i,0.018743-0.011759i,0.019683-0.014758i,0.017828-0.012503i,0.012668-0.0083657i,0.0046688-0.012092i,-0.0083593-0.021499i,-0.015362-0.024556i,-0.007154-0.017515i
-0.1692-0.055272i,-0.34002-0.091573i,-0.40204-0.10749i,-0.30138-0.068983i,-0.17242+0.013648i,-0.069859+0.085241i,0.017527+0.092382i,0.046538+0.02862i,0.016685-0.024885i,-0.011612-0.021575i,-0.018002-0.0083707i,-0.020009-0.017929i,-0.023884-0.029541i,-0.026626-0.02729i,-0.032043-0.019192i,-0.043488-0.013971i,-0.052773-0.010849i,-0.044716-0.007026i,-0.023513-0.0022516i,-0.0081457+0.0017207i,-0.0040569+0.0052703i,-0.0062624+0.006124i,-0.0092837+0.0033427i
0.10966-0.12154i,0.20494-0.23078i,0.24468-0.25146i,0.18469-0.1743i,0.090473-0.12803i,0.004706-0.13357i,-0.031287-0.10048i,0.018097-0.029239i,0.069646+0.0064017i,0.058881+0.0009629i,0.031013+0.00071353i,0.025475+0.01301i,0.028128+0.022298i,0.023064+0.030044i,0.024323+0.036268i,0.037662+0.033017i,0.042988+0.023094i,0.028929+0.0093784i,0.0095466-0.0024823i,0.00075568-0.0019806i,0.00291+0.0062606i,0.0060234+0.014383i,0.0031363+0.017283i
0.077445+0.12915i,0.15219+0.23302i,0.17359+0.2474i,0.13571+0.14731i,0.11196+0.054221i,0.10845+0.014062i,0.051452-0.0093622i,-0.039023+0.00090208i,-0.062845+0.027436i,-0.027003+0.023047i,-0.0041426+0.0051584i,-0.0035404+0.0028267i,-0.00089394+0.0041247i,0.0079313-0.0076237i,0.012022-0.024587i,0.008877-0.031182i,0.0095014-0.026351i,0.015109-0.013999i,0.019164-0.0045428i,0.01728-0.0094729i,0.0078499-0.022075i,-0.00092019-0.028247i,-0.0011603-0.02449i
-0.13812+0.017798i,-0.26234+0.044303i,-0.305+0.066504i,-0.2364+0.095028i,-0.16297+0.13323i,-0.11033+0.17164i,-0.033736+0.15373i,0.0099077+0.063207i,-0.010919-0.0013465i,-0.033003+0.0030803i,-0.026459+0.01559i,-0.018402+0.004301i,-0.0228-0.0098968i,-0.030413-0.0062026i,-0.035769+0.0058836i,-0.041297+0.012399i,-0.045122+0.013047i,-0.038561+0.011959i,-0.023983+0.010592i,-0.011416+0.0099536i,-0.0033007+0.01131i,0.00085296+0.0089211i,-0.0018595+0.002604i
0.034228-0.12562i,0.058448-0.24102i,0.07332-0.2879i,0.061626-0.25546i,0.031871-0.22637i,-0.0073183-0.21473i,-0.02191-0.15741i,0.02214-0.068142i,0.067055-0.022283i,0.059346-0.023458i,0.028642-0.025561i,0.015846-0.011052i,0.018657+0.0052569i,0.022258+0.01203i,0.025141+0.012218i,0.028834+0.012013i,0.030019+0.014122i,0.021296+0.0094526i,0.0023343+4.1963e-05i,-0.010734+0.00028608i,-0.0096637+0.0064904i,-0.002813+0.011011i,0.0027703+0.013478i
0.10134+0.074908i,0.19074+0.13501i,0.20543+0.16295i,0.14267+0.14593i,0.10692+0.12266i,0.10968+0.091319i,0.066916+0.043732i,-0.0075116+0.018215i,-0.039089+0.013329i,-0.02583+0.0087933i,-0.006419+0.0061458i,0.00027895-0.0012137i,-0.0014547-0.010551i,-1.508e-05-0.019838i,0.0016549-0.030981i,-0.00015091-0.035363i,0.0035585-0.030254i,0.013534-0.0184i,0.023135-0.0073119i,0.025774-0.0068457i,0.020119-0.012896i,0.012989-0.012615i,0.010351-0.0062775i
-0.095813+0.069828i,-0.17443+0.12772i,-0.18734+0.14057i,-0.13495+0.11218i,-0.10608+0.11221i,-0.087638+0.13686i,-0.030041+0.11908i,0.010301+0.044343i,-0.0016228-0.010315i,-0.017365-0.0064221i,-0.0076607+0.0082308i,0.0023983+0.0045377i,-0.006447-0.00043677i,-0.020605+0.0098004i,-0.025475+0.02542i,-0.026415+0.02754i,-0.030375+0.016783i,-0.029176+0.0040438i,-0.020192-0.003398i,-0.012473-0.00084231i,-0.0069114+0.0077613i,-0.0018572+0.010177i,-0.0023559+0.0050905i
-0.026807-0.10873i,-0.048894-0.1996i,-0.058171-0.22605i,-0.042725-0.20197i,-0.022603-0.21598i,-0.027284-0.22367i,-0.027778-0.15547i,0.011564-0.054689i,0.055568+0.0013358i,0.056381-0.0056456i,0.025482-0.023388i,0.0088052-0.010591i,0.019456+0.0067112i,0.028466+0.0043519i,0.025786-0.0028425i,0.026017-0.0019121i,0.028169+0.0042459i,0.020953+0.0074052i,0.0042196+0.0053311i,-0.0076594+0.0036496i,-0.007967+0.0018833i,-0.0045687-0.002871i,-0.00025616-0.0063725i
0.10517+0.014037i,0.20038+0.03345i,0.2285+0.059168i,0.18247+0.10246i,0.15787+0.14408i,0.14888+0.12396i,0.078402+0.065415i,-0.017105+0.035421i,-0.055014+0.033627i,-0.038073+0.035757i,-0.018171+0.033166i,-0.014249+0.02342i,-0.015014+0.011373i,-0.010513-0.0015919i,-0.0052891-0.016153i,-0.0026228-0.026168i,0.00060622-0.026995i,0.0069295-0.017015i,0.015392-0.0039545i,0.021862-0.0026798i,0.019371-0.008541i,0.010513-0.0073721i,0.0033015-0.0017567i
-0.056138+0.08635i,-0.096719+0.15967i,-0.10056+0.16182i,-0.07698+0.084541i,-0.086491+0.03729i,-0.09706+0.050336i,-0.070669+0.042189i,-0.048161-0.0033239i,-0.045939-0.033125i,-0.03824-0.029006i,-0.020192-0.016049i,-0.0091679-0.010738i,-0.011451-0.0043469i,-0.015425+0.011247i,-0.013832+0.026181i,-0.014981+0.03078i,-0.024042+0.024513i,-0.031569+0.010343i,-0.032511-0.0032019i,-0.030591-0.0047257i,-0.025291+0.0035596i,-0.017546+0.0077014i,-0.012753+0.0038734i
-0.063048-0.076606i,-0.12147-0.13141i,-0.14195-0.13244i,-0.10772-0.097034i,-0.066206-0.1063i,-0.044442-0.12688i,-0.010113-0.092196i,0.048841-0.030057i,0.083351+0.0021674i,0.064614-0.0088231i,0.021547-0.024705i,-0.0015765-0.020476i,0.0047701-0.014544i,0.012501-0.019282i,0.010572-0.022527i,0.010488-0.016376i,0.014614-0.0056139i,0.012433+0.0030724i,0.0051388+0.0073358i,0.0035917+0.0067265i,0.0072093+0.00033924i,0.009968-0.0071025i,0.011042-0.0072805i
0.089561-0.029671i,0.16863-0.066078i,0.19676-0.073967i,0.17313-0.021609i,0.16744+0.052528i,0.16786+0.078553i,0.11984+0.054852i,0.045559+0.025273i,0.00026678+0.015401i,-0.0038898+0.026363i,0.012822+0.032441i,0.019637+0.019591i,0.0085275+0.0045226i,-0.0015888-0.000845i,-0.0037624-0.0040139i,-0.0039098-0.010658i,-0.00035253-0.016564i,0.010656-0.013824i,0.024279-0.0069925i,0.029826-0.0064648i,0.022568-0.0081382i,0.009725-0.003541i,-0.00022412+0.0028608i
-0.0071281+0.089075i,-0.0060828+0.17001i,-0.018357+0.17351i,-0.061509+0.094572i,-0.11842+0.045143i,-0.14536+0.053811i,-0.11944+0.052778i,-0.07582+0.018526i,-0.050883-0.015852i,-0.036175-0.025593i,-0.017893-0.019552i,-0.0039012-0.012283i,-0.0021377-0.003308i,-0.004926+0.0086169i,-0.0056005+0.01929i,-0.0055278+0.025254i,-0.0083365+0.024416i,-0.013807+0.015333i,-0.019595+0.0069445i,-0.024062+0.0082581i,-0.024682+0.013632i,-0.02197+0.01299i,-0.01663+0.0066177i
-0.07739-0.034363i,-0.14728-0.04837i,-0.1545-0.028924i,-0.091388-0.001106i,-0.040239-0.016213i,-0.010895-0.050214i,0.025639-0.044078i,0.057717-0.0064024i,0.068364+0.019956i,0.04986+0.016303i,0.014722+0.0063401i,-0.0049898+0.0074043i,-0.0012684+0.0072383i,0.0060285-0.00020559i,0.0067885-0.0090487i,0.0070939-0.010794i,0.0097624-0.0037613i,0.010247+0.0045303i,0.0072212+0.0090676i,0.0068439+0.0094975i,0.013513+0.0071025i,0.021959+0.0051715i,0.024539+0.0064819i
0.059924-0.053035i,0.10375-0.12119i,0.1114-0.14877i,0.1046-0.11581i,0.12996-0.07453i,0.13559-0.052942i,0.076649-0.043864i,0.0027213-0.034124i,-0.0283-0.017059i,-0.017691+0.002364i,0.0036178+0.011352i,0.01329+0.0069763i,0.0081305+0.0031562i,0.0027933+0.0056575i,0.0045279+0.0048647i,0.0042929-0.0050088i,0.0024641-0.01561i,0.0047775-0.018999i,0.0084571-0.018471i,0.0079284-0.01718i,0.001332-0.013607i,-0.0041266-0.0085119i,-0.0033249-0.0049411i
0.031214+0.070209i,0.067917+0.13717i,0.073708+0.15642i,0.015681+0.12938i,-0.066435+0.11926i,-0.10795+0.11463i,-0.10357+0.075507i,-0.082353+0.026125i,-0.060221-0.0088289i,-0.041004-0.025593i,-0.027915-0.026406i,-0.021054-0.016631i,-0.014353-0.005835i,-0.0089138-0.00055834i,-0.0067462+0.0043686i,-0.004474+0.010987i,-0.0058501+0.012272i,-0.011938+0.0076241i,-0.017646+0.0039384i,-0.020299+0.0030854i,-0.018813+0.001263i,-0.017538-0.0059431i,-0.017605-0.014061i
-0.074818-0.0023727i,-0.13747+0.012623i,-0.13732+0.02751i,-0.065245+0.018427i,0.001008-0.018397i,0.044064-0.043786i,0.086419-0.030449i,0.10599+0.0021183i,0.088282+0.028982i,0.054768+0.034558i,0.025058+0.024635i,0.0084617+0.016155i,0.0061244+0.0072314i,0.0074054-0.0056844i,0.0035594-0.016904i,-0.0013355-0.019099i,-0.0014978-0.012622i,0.0022163-0.0055345i,0.0077391-0.0039385i,0.013009-0.0057341i,0.018349-0.003388i,0.021976+0.0028422i,0.019177+0.0087168i
0.026123-0.072312i,0.031512-0.14289i,0.015991-0.17682i,0.0086089-0.15404i,0.02997-0.11641i,0.032118-0.072322i,-0.00091686-0.023572i,-0.020951-0.0034799i,-0.020609-0.0081539i,-0.014522-0.0078139i,-0.0017031-0.0015048i,0.010345-0.0014625i,0.010765-0.0037421i,0.0058804-0.0021428i,0.003884-0.00021352i,0.0029336-0.00094456i,0.002437-0.0057061i,0.0030138-0.010874i,0.0025425-0.010939i,0.00019985-0.0087064i,-0.0042729-0.0073102i,-0.0068782-0.0050103i,-0.00515-0.0023289i
0.056382+0.050737i,0.11922+0.0923i,0.13951+0.11869i,0.082344+0.14147i,-0.0067904+0.17396i,-0.067647+0.17009i,-0.088474+0.11191i,-0.08279+0.051507i,-0.058019+0.012746i,-0.035887-0.0094306i,-0.029739-0.012842i,-0.028014-0.0040247i,-0.0223+0.0034372i,-0.015435+0.0058145i,-0.010888+0.0075677i,-0.0074205+0.010899i,-0.005131+0.013698i,-0.0065582+0.015254i,-0.008383+0.017265i,-0.0060268+0.016248i,-0.00082417+0.0098182i,0.001581+0.00065654i,-0.00013495-0.0064092i
-0.072478+0.028518i,-0.12867+0.06738i,-0.1396+0.066393i,-0.096313-0.0039572i,-0.042765-0.088527i,0.012793-0.13009i,0.062557-0.11577i,0.074662-0.060335i,0.062037-0.004689i,0.046838+0.016346i,0.032304+0.01044i,0.020741+0.0022614i,0.011733-0.0017197i,0.0037693-0.0028285i,-0.0013188-0.0020962i,-0.0041254-0.0013914i,-0.0050216+0.0018914i,-0.0009618+0.0041132i,0.004212+1.3881e-05i,0.0051731-0.0027196i,0.005529+0.0031403i,0.0079224+0.011974i,0.0096063+0.016297i
0.0013256-0.075319i,-0.019548-0.13769i,-0.033565-0.14895i,-0.017006-0.10296i,0.015254-0.064423i,0.021397-0.035765i,0.0057244-0.013344i,0.0021611-0.023802i,-0.00022834-0.04234i,-0.0053362-0.037756i,-0.0012346-0.024921i,0.0038771-0.019797i,0.0027904-0.015484i,-0.0003161-0.0057548i,0.0009453+0.0030159i,0.0054217+0.0037155i,0.0070583-0.0035848i,0.0053271-0.0092184i,0.0015488-0.0077826i,-0.0028382-0.0050499i,-0.0097219-0.0049257i,-0.015993-0.0052668i,-0.014027-0.0057126i
0.069349+0.030925i,0.14394+0.040614i,0.17596+0.052689i,0.13791+0.094804i,0.086149+0.15524i,0.049558+0.16055i,0.017441+0.10332i,-0.0086062+0.043549i,-0.019271+0.01303i,-0.01412+0.0064473i,-0.0071761+0.0074808i,-0.0073268+0.010889i,-0.0073905+0.014475i,-0.0027723+0.011255i,0.0019619+0.0041285i,0.0035366-1.0369e-05i,0.001462-0.0014525i,-0.0019364+0.0010068i,-0.00224+0.0055566i,0.0012892+0.0062809i,0.0063711+0.0025577i,0.0099699-0.0021879i,0.0071164-0.0035163i
-0.047409+0.053065i,-0.087228+0.10628i,-0.10484+0.10585i,-0.1044+0.0084312i,-0.10097-0.098674i,-0.063015-0.11398i,0.0016062-0.05755i,0.035589+0.0067797i,0.039691+0.04106i,0.031786+0.037168i,0.022936+0.020522i,0.022476+0.0088286i,0.021449+0.00094371i,0.017355-0.0024001i,0.013005-0.0031057i,0.0054821-0.0033078i,0.0007241-0.00067895i,0.00073455-0.00086783i,0.00050066-0.0064454i,-0.001781-0.0073257i,-0.0029524-0.00028829i,0.00017777+0.0065913i,0.004753+0.010117i
-0.022722-0.057475i,-0.054412-0.10881i,-0.053118-0.10537i,0.0029627-0.040444i,0.051048+0.014362i,0.027392+0.035826i,-0.023241+0.044932i,-0.032798+0.029819i,-0.019334-0.002279i,-0.018694-0.017749i,-0.023918-0.011685i,-0.021042-0.0018889i,-0.012349+0.0011188i,-0.0051862+0.0018823i,0.00014101+0.0038905i,0.0054072+0.0034267i,0.0073669-0.00096615i,0.005063-0.0036422i,0.0026024-0.0012879i,0.0013713-0.0015221i,-0.0011055-0.0077597i,-0.0055756-0.013476i,-0.0072637-0.016875i
0.065366+0.001758i,0.129-0.017591i,0.144-0.031106i,0.097479-0.0032679i,0.055283+0.044875i,0.029099+0.036389i,-0.018382-0.013493i,-0.064103-0.028258i,-0.066715-0.0081746i,-0.033484+0.0080088i,-0.0086088+0.0084543i,-0.0078186+0.0081375i,-0.010703+0.012311i,-0.0080578+0.0083599i,-0.0068634-0.002857i,-0.0088494-0.0094795i,-0.010345-0.0063255i,-0.0080909-0.00022591i,-0.002346+0.0021009i,0.0034323+0.0029767i,0.0085812+0.0038204i,0.010182+0.0038257i,0.0042518+0.003633i
-0.019738+0.06446i,-0.030837+0.1242i,-0.038502+0.125i,-0.071398+0.028804i,-0.11322-0.073547i,-0.092431-0.089523i,-0.013166-0.051786i,0.040664-0.019315i,0.043803+0.0011504i,0.027536+0.0035032i,0.016097-0.0076254i,0.011417-0.017442i,0.0036248-0.021128i,-0.0048652-0.015758i,-0.0080573-0.0054075i,-0.0092712+0.0041142i,-0.0078823+0.012575i,-0.0034004+0.012149i,-0.0030835+0.0025004i,-0.0077477-0.0012716i,-0.010043+0.0044932i,-0.007609+0.010372i,-0.0020674+0.012316i
-0.046474-0.043135i,-0.093262-0.072511i,-0.084298-0.054519i,0.016242+0.0044546i,0.11101+0.040737i,0.11778+0.040071i,0.090049+0.02468i,0.077394-0.012014i,0.056861-0.04628i,0.022827-0.040986i,-5.0544e-05-0.015692i,-0.0074956-0.0011488i,-0.0081308+0.00082144i,-0.0071009+3.0562e-05i,-0.003695+0.0017552i,0.0041539+0.0018219i,0.009639-0.0034949i,0.00697-0.0051548i,0.003261+0.00072479i,0.003869+0.0023935i,0.0049326-0.0056186i,0.0036106-0.014275i,0.0012811-0.016388i
0.052705-0.026327i,0.095753-0.062979i,0.077345-0.083089i,0.0038258-0.050708i,-0.032551-0.0012594i,-0.026428+0.012728i,-0.041769+0.0049672i,-0.064055+0.017002i,-0.051121+0.032215i,-0.01546+0.026487i,0.0077685+0.01221i,0.011499+0.0053566i,0.0093368+0.0060984i,0.0084369+0.0034624i,0.0038655-0.0037906i,-0.0052548-0.0090936i,-0.0095809-0.010449i,-0.0068938-0.009307i,-0.0027332-0.006113i,-0.00035213-0.0015051i,0.0014877+0.003704i,0.0020531+0.0071915i,0.00036346+0.0087988i
-0.0040279+0.056247i,0.013531+0.12267i,0.033785+0.13477i,0.010733+0.070299i,-0.050736+0.021317i,-0.067811+0.032668i,-0.024791+0.058284i,0.016958+0.067961i,0.026505+0.054623i,0.012718+0.023875i,9.9074e-06+0.0012379i,0.0014552-0.0057139i,0.0035626-0.0076761i,0.0018028-0.0025745i,0.0038255+0.0066041i,0.0074328+0.014427i,0.0095363+0.017178i,0.0090564+0.011263i,0.0037191+0.0028258i,-0.0038989-0.0015464i,-0.0082536+0.00046655i,-0.0079221+0.0050232i,-0.0045037+0.0062832i
-0.055521-0.026062i,-0.11555-0.035106i,-0.11884-0.008468i,-0.011277+0.025782i,0.10344+0.01109i,0.11321-0.029431i,0.064542-0.055042i,0.029381-0.074251i,0.0074581-0.070411i,-0.0029866-0.036i,-0.0046677-0.0044595i,-0.0049153+0.011297i,0.00061993+0.016013i,0.0065875+0.012019i,0.0082447+0.0055869i,0.0092266-0.0022837i,0.0077312-0.010514i,0.0027604-0.010677i,0.0002331-0.0040336i,0.002803-0.002846i,0.006891-0.008912i,0.0090795-0.015137i,0.0078112-0.016054i
0.048717-0.037459i,0.079897-0.090992i,0.047534-0.12686i,-0.048673-0.091306i,-0.10303-0.01722i,-0.087804+0.015169i,-0.080291+0.004824i,-0.093198+0.0052684i,-0.077325+0.019964i,-0.032111+0.020434i,-0.0015364+0.0060938i,0.0033677-0.0040126i,0.0011845-0.0036935i,-0.00016149-0.0036861i,-0.0048429-0.0092588i,-0.012805-0.013915i,-0.017522-0.011012i,-0.013981-0.0071038i,-0.0066043-0.0065429i,-0.002092-0.0038425i,-0.0021671+0.0030616i,-0.0035442+0.0095425i,-0.0029017+0.012025i
0.015395+0.055486i,0.060287+0.11435i,0.11364+0.12389i,0.11814+0.067086i,0.062701+0.030687i,0.030143+0.046603i,0.061027+0.064151i,0.093642+0.060048i,0.082036+0.032597i,0.035345+0.0054914i,0.0015127-0.00067394i,-0.0039191-0.002529i,-0.0053423-0.007124i,-0.0072147-0.0033631i,-0.0011595+0.0058935i,0.0088113+0.014611i,0.013457+0.019382i,0.012659+0.01743i,0.0093127+0.010781i,0.0033503+0.0049648i,-0.00058833+0.0021423i,-0.00035262+0.00069997i,0.0013871-0.00040392i
-0.05667-0.0082214i,-0.12838+0.0037315i,-0.15417+0.035735i,-0.076219+0.037278i,0.024971-0.031948i,0.044634-0.096182i,0.020728-0.095069i,0.015171-0.075249i,0.013399-0.055874i,0.0097169-0.025852i,0.0085497-0.003276i,0.0060717+0.0051448i,0.0075382+0.0051676i,0.0087398+3.4814e-05i,0.0052514-0.0050715i,0.0011828-0.0092469i,-0.0023046-0.011989i,-0.0047804-0.007682i,-0.0039617+0.001081i,0.00012931+0.0047988i,0.0048515+0.0020227i,0.0070015-0.00344i,0.0039921-0.0077175i
0.033684-0.045731i,0.054662-0.11908i,0.024694-0.16399i,-0.057367-0.10669i,-0.10407+0.0081571i,-0.091625+0.073461i,-0.095432+0.072567i,-0.11367+0.066288i,-0.087184+0.063844i,-0.035415+0.036529i,-0.0093398+0.003968i,-0.0062489-0.0086808i,-0.0076219-0.0077742i,-0.008777-0.0063051i,-0.011347-0.0066963i,-0.017135-0.005131i,-0.017708-0.002052i,-0.011458-0.002702i,-0.0062011-0.0059464i,-0.0044115-0.0041744i,-0.0062915+0.0030762i,-0.0085514+0.010321i,-0.0068875+0.012824i
0.028505+0.0504i,0.088061+0.10061i,0.16098+0.10984i,0.18626+0.0523i,0.14454-0.0038532i,0.095317-0.015859i,0.090201-0.011854i,0.093827-0.013591i,0.066624-0.019496i,0.02419-0.01762i,0.0013462-0.0063772i,0.00013327+0.0019673i,-8.7937e-05+0.0044243i,-0.00035061+0.0089726i,0.0069366+0.014624i,0.018734+0.016147i,0.025367+0.015392i,0.023308+0.012895i,0.016127+0.0079001i,0.007901+0.0013101i,0.0027752-0.0053891i,0.0019254-0.0094345i,0.0037187-0.00978i
-0.052948+0.004686i,-0.12994+0.034563i,-0.17914+0.077316i,-0.14632+0.07847i,-0.078086+0.0079194i,-0.034584-0.062689i,-0.01072-0.08614i,0.0020758-0.09038i,0.0022005-0.070592i,0.007695-0.030755i,0.014537-0.0073569i,0.010666+0.00034019i,0.0092804+0.0033837i,0.0087187-0.00053649i,0.0018701-0.0058683i,-0.0051208-0.010097i,-0.00893-0.013573i,-0.0099139-0.01199i,-0.0082699-0.0046205i,-0.0024766+0.0011639i,0.0035162+0.001487i,0.0044325-0.0011023i,0.0021622-0.0033414i
