-0.00095115+0.00056655i,-0.0023973-0.00049348i,-0.0022451-0.0011459i,-0.0020371-8.5606e-05i,-0.0015802+0.00099972i,-0.0018049+0.0025405i,-0.0011278+0.002547i,0.00056898+0.0015128i,0.0009494+0.00070479i,0.00044638+0.00024963i,0.0001859-0.00061744i,-0.00021401-0.0010353i,0.0005805-0.00043504i,0.0011534-0.00063388i,-0.00014224-0.00088454i,-0.00075731-5.8562e-05i,-0.00038011+4.0797e-05i,-0.00030628-0.000138i,-0.00015707+0.00017102i,0.00019789+0.0008825i,0.00029833+0.00086872i,3.9786e-05+0.0001374i,0.00011311+8.521e-05i
0.0012495-0.00246i,0.0019175-0.0021132i,0.00096727-0.00081566i,0.00010476+0.00081601i,0.00055305+0.0020482i,0.0016137+0.002223i,0.0014895+0.0010797i,0.00073793+0.00035207i,-1.4816e-05-0.00020529i,-0.00010158-0.00021663i,0.00015022-3.813e-05i,0.00016713+0.00012073i,0.00069303+0.00025736i,0.0012081+0.00027878i,0.00047695+0.00053086i,-0.00027541-7.7572e-05i,-0.00027394-0.00032346i,0.00029677+8.5236e-05i,5.6604e-05+0.00040795i,-0.0001242-0.0003907i,-3.4733e-05-0.00077875i,-0.00064845+3.206e-05i,-0.00056237+5.7766e-05i
-0.00070512-0.00058488i,-0.0018649+0.0026166i,-0.0027123+0.0038285i,-0.0020857+0.0029672i,-0.0010523+0.0026828i,-0.00022843+0.0023027i,0.00039547+0.0014835i,0.00098698+0.0011063i,0.00016145+0.00063739i,0.00021871-0.0001175i,0.0011458+0.00013695i,0.00090824+0.00034088i,0.00057628+0.00033307i,0.0014268-1.9675e-06i,0.0013975-0.00020051i,-4.8911e-05+0.00074535i,-0.0011108+0.000418i,-0.00063506-0.00027187i,-0.00046918+0.00021473i,-0.00098562+0.00011118i,-0.00083714+7.7745e-05i,-0.00063322+3.5082e-05i,-0.00034963-6.86e-07i
0.00033173-0.00015448i,0.00033829-0.00067696i,0.0011123-0.00054925i,0.0019947+1.5147e-05i,0.00093192+0.00016884i,0.00058221+0.00084985i,0.0012703+0.0009901i,0.00089022+0.00043395i,0.00017256-0.00017986i,-0.00035252-0.0002505i,-0.0002742+2.7229e-05i,9.4127e-05+0.00015352i,0.00043727+0.00066906i,0.00037644+0.00096038i,0.00010783+0.00037045i,-0.00019537-0.0004861i,-0.00024282-0.00048467i,-0.00022457+2.2289e-05i,-0.00036033-0.00010098i,7.1787e-05-0.00077112i,-0.00043392-0.00091504i,-0.0012123+0.00058664i,-0.00081083+0.00053438i
0.00033418+0.0010773i,0.00010334-0.00099927i,-0.00035582-0.0027692i,-0.00083267-0.0025263i,-0.0009046-0.0003032i,-0.00068461+0.0014747i,1.7568e-05+0.0021496i,0.00036758+0.0010464i,-7.8181e-06+0.00035871i,0.00030288+0.00055438i,0.00022996+0.00031496i,-0.00014758-6.5678e-05i,-0.00026144-0.00044653i,-0.00069655-0.00047266i,-0.00070597+0.00040354i,0.00029325+0.0008993i,0.00083941+8.913e-05i,0.0005054+6.4704e-05i,0.00019916+0.00065981i,9.2951e-05+0.00045069i,-5.6031e-05+5.6081e-05i,-0.00031488-0.00023853i,0.00034568+0.00022225i
-0.0023111-0.0029804i,-0.002711-0.0036779i,-0.00194-0.002293i,-0.00066296-0.00076595i,-0.00018729-0.00045357i,-0.00023259+0.00014842i,-0.00035505+0.00057149i,-0.00016091+1.5095e-05i,0.00065456+9.5322e-05i,0.00055552-6.5888e-05i,-0.00010227+0.00031991i,-7.5662e-05+0.00065737i,1.2452e-05+0.00085055i,-0.00029683+0.0014594i,-0.00047434+0.0015783i,-0.00013597+0.00097844i,5.1231e-05+0.000276i,9.4993e-05+0.00045351i,-0.00035958+0.00064137i,-0.00058544+0.00037292i,-0.0002291-0.00055713i,0.00040678-0.00064288i,0.00083362-8.7324e-05i
-0.0003654-0.0011402i,0.0011514-0.0024307i,0.002099-0.0022192i,0.0015213-0.00019747i,0.00014791+0.001562i,-0.00076454+0.001415i,-0.0011528+0.0010188i,-0.00058178+0.0010223i,-4.3032e-05+0.00028019i,-2.3729e-05+7.3549e-05i,0.00043497-0.00013995i,0.00039217-0.0003691i,-0.00045467-0.00027333i,-0.00055858-0.00013297i,0.0001794+0.00025587i,0.00072572+0.00016331i,0.00078867-0.00015401i,0.00047928-0.00012059i,-4.8328e-05-0.0004073i,-1.7008e-05-0.00052237i,0.00013759-0.00010684i,-0.00029524+0.00073538i,-5.0194e-05+0.0004593i
-0.002055-0.0021452i,-0.0021435-0.00064494i,-0.0018221+0.001071i,-0.001793+0.000691i,-0.0011335+5.9022e-06i,-0.00049808+0.00085101i,-0.00025163+0.0014903i,-0.00055102+0.0010177i,-1.6369e-05+0.00048495i,0.00065895+0.00089105i,0.00016472+0.00062724i,0.00013169-0.00060501i,-9.0266e-05-0.00061162i,-0.00036041-0.00026221i,-0.00011792-0.0002336i,3.733e-06-0.00093501i,-3.1555e-05-0.0013264i,-9.7472e-05-0.0010044i,-0.0005476-0.0010652i,-0.0010205-0.0008156i,-0.00074002-0.00035801i,-0.0008652-0.00029678i,-0.001169-0.00014473i
-0.001142-0.0042456i,-0.001146-0.0038614i,-0.00065054-0.001948i,0.00016083-0.0005879i,0.00090133+0.00026231i,0.0011596+0.00048087i,0.00025187+0.0004008i,-0.00010566+0.00069679i,0.00010268+0.00037923i,0.00059106+0.00053629i,0.00048756+0.00080024i,0.00053285+0.00060075i,0.00095167+0.00056723i,0.00097385+0.00083512i,0.000441+0.00078216i,0.00010995+0.00081768i,-0.00027806+0.0004607i,-0.00071217-0.00035639i,-0.00045216-0.00075214i,0.0002081-0.00032291i,-0.00015236+0.00021414i,-0.0010788+0.00023194i,-0.0013343-0.00020434i
0.00038891-0.0012177i,0.0007619-0.00016689i,-0.00078944-8.312e-05i,-0.00065179-9.4823e-05i,0.00041253+0.00053846i,0.00061342+0.001178i,0.00023653+0.0012375i,0.00025201+0.00072743i,0.00042803+0.00046374i,0.00028163+0.00058624i,2.0275e-05+0.00063752i,1.1621e-05+8.3547e-05i,-0.00073335-0.00052924i,-0.00095976-0.00019522i,-0.0004052+0.00049534i,-0.00067729-0.00032074i,-0.00078542-0.00059735i,-6.3267e-05+0.00015273i,0.00046302-0.00027636i,0.00027512-0.0008025i,-0.00016116-0.00086474i,4.6042e-05-0.00043953i,-0.00017061-0.00031148i
-0.0014088-0.00061292i,-0.00016214+0.00033772i,0.0014876+0.0017567i,0.0029586+0.0028766i,0.0031088+0.0027285i,0.0019752+0.0019154i,0.00071107+0.0012206i,-0.00034828+0.0013466i,-0.00025668+0.00072171i,0.00037427-1.7909e-05i,0.0010866-0.00051306i,0.0015163-0.00046535i,0.00056629-0.00057949i,-0.00019335-0.0010081i,-0.00028599-0.00025649i,-0.00025894-0.00035616i,-0.00038456-0.0010078i,-0.00042361-0.0001371i,-0.00050478+0.00064137i,-0.0008335-0.00019139i,-0.00022687-0.0005654i,0.00055382-1.3929e-05i,0.0012868-0.00023547i
0.0001703-0.00076202i,5.4731e-05-0.00018786i,-0.00023675+0.0007502i,-2.7234e-05+0.0010414i,-8.8631e-05+0.0005438i,-0.00050977-3.5804e-05i,0.00032159+0.00097011i,0.00099667+0.0014455i,0.0004146+0.00055918i,0.00037084-0.0004227i,0.00084385-0.00070203i,0.00096286-0.00055286i,0.00035318-2.1471e-05i,-0.00063504+0.00054951i,-0.00089751+0.00074853i,-0.00027949+0.00034753i,0.00023814+0.00045362i,-0.00032541+0.00050897i,-0.00017532+0.00021973i,-1.9491e-05+0.00034718i,0.00014337+0.00011608i,0.000314-3.0131e-05i,0.00053905-0.00015815i
-0.00055414+0.0014736i,-0.0014849+0.0013197i,-0.00037784+0.00063374i,8.729e-05+0.00031499i,-6.7515e-05-5.9266e-05i,-0.00074493+0.0011717i,-0.00039145+0.0020606i,0.00066006+0.00071724i,0.00019982-0.00021142i,0.00014798+0.00020704i,0.00066511+3.0126e-05i,2.4024e-05-0.00051797i,-0.00048615-0.00027355i,2.4791e-05+0.00038371i,-0.00027263+0.00070727i,-0.00069751+0.0002527i,-0.00011144-0.00069308i,-6.5849e-05-0.00075948i,-2.3176e-05-0.00038785i,0.00014299+0.00018164i,9.1951e-05-0.00019499i,0.00056489-0.00097127i,0.00074259-0.0011713i
-0.0013317-0.0020418i,-0.0014766-0.00159i,-0.0016306-0.0010827i,-0.00095059-0.0006606i,0.0001113+5.7448e-05i,0.00031749+0.00099605i,0.00035876+0.0021513i,0.0005003+0.0017923i,0.00010006+0.00071721i,-0.00014971+0.0004655i,-0.00015149+0.00078006i,-0.00090019+0.0010911i,-0.00064972+0.0011623i,-3.0764e-05+0.00050094i,-0.00029007+1.3456e-05i,-0.00094902+0.00016729i,-0.00026094+0.00047777i,0.00048251+0.00018291i,0.00026131-0.00050328i,0.00018311-0.0009839i,0.000412-0.00018276i,0.00070073+0.00024484i,0.00078426-2.1675e-05i
-0.00075293-0.0047428i,-0.0011497-0.0028196i,-0.00085742-0.0018611i,-4.6209e-05-0.0017262i,-0.0004364-0.0012939i,-0.0011764-0.00032843i,-0.00010072+0.00064523i,0.0010726+0.00042766i,0.00097194-7.9141e-05i,0.00062037+0.00040023i,0.00053619+0.00063112i,-0.00012087+1.6705e-05i,0.00025359+0.00030123i,-0.00021513+0.00064441i,-0.00077482+0.00040831i,-0.00012793-5.1344e-05i,2.2834e-05-0.00016272i,0.00043823-5.5568e-05i,0.0009358+6.1017e-05i,0.00068279-0.00023694i,1.5921e-05-0.00011984i,-0.00075845+0.00033091i,-0.00083725+0.00023457i
0.00043826-0.0014233i,0.00014566-0.0012645i,0.00056404+0.00018178i,0.0011142+0.0011584i,0.0016138+0.00078949i,0.0013315+0.00078099i,0.00090798+0.0012734i,0.0010865+0.0012199i,0.00075449+0.00059833i,0.00052931+0.00081942i,0.00021601+0.00023668i,-0.00021758-0.00070209i,-0.0011842-4.9255e-05i,-0.00083624-8.2582e-05i,0.00022066-0.0002612i,0.0010071-0.00020741i,0.0014503-0.00015006i,0.00043948+7.2105e-05i,0.00024097+4.1642e-05i,0.00098595-5.8296e-05i,0.00081968+9.469e-05i,0.0004309+2.3548e-05i,0.00046125-0.00060689i
-0.00073295-0.00011295i,-6.918e-05-0.00049254i,-0.00043956+0.00038369i,-0.00054676+0.0013939i,-0.00074893+0.001159i,-0.0007786+0.00031091i,0.0001766+0.0003351i,0.0004348+0.0011179i,6.9103e-05+0.0013811i,0.00036665+0.00040158i,-0.00013281+0.00024855i,-0.0009506+0.00099805i,-0.00053895+0.0012514i,-0.00046534+0.0013606i,-0.00030778+0.00038225i,-1.1377e-05-0.00036897i,-4.2873e-06-0.00031475i,0.00066161-0.00018941i,0.0009107-0.00037214i,2.9356e-05-0.0011872i,-0.00030856-0.0018046i,0.00023779-0.001132i,0.0003601-0.00050127i
0.00060403-0.0036184i,-0.00079667-0.0030745i,-0.0021208-0.0018112i,-0.0026765-0.0001503i,-0.0021416+0.0015184i,-0.00096102+0.0023276i,-0.00022728+0.0026658i,0.00017989+0.0020846i,0.00039096+0.00069409i,0.00033829+0.00018711i,0.00023187+0.00037404i,0.00048095-0.00018518i,0.00071353-0.00043267i,0.00086875+0.00088717i,0.00080981+0.0015085i,8.7382e-05+0.00062247i,-0.00027031-0.00017678i,-0.00010061-8.8317e-05i,0.00012097+0.00037498i,0.00010343-0.00015196i,0.00030576-0.00042715i,0.00059558+0.00040614i,0.00035521+0.00045793i
-0.00061728-5.9284e-05i,-0.0011085+0.0003628i,0.0002475-0.00032713i,0.0012917-0.0010493i,0.00085848-0.00018982i,-0.00040409+0.0012012i,-0.0006301+0.0015074i,0.00027158+0.0005197i,0.00036771+0.00027514i,-0.00025469+0.001232i,0.00035011+0.00076275i,0.00096376-0.00063698i,0.00066745-0.00060335i,-5.2525e-05+0.00018208i,-0.00051641+0.00021982i,-0.00048742-0.00073538i,5.8778e-06-0.001287i,0.00047413-0.0010781i,0.00066602-0.00041936i,0.00015969-6.3709e-05i,0.00057211-0.00054598i,0.00071987-7.7493e-05i,-0.00047488+0.00038671i
-0.00056978-0.0010484i,-0.00068899-0.00162i,0.0010524-0.0013418i,0.0016855-0.00082961i,-0.00029288-0.00033661i,-0.00035866+0.00057614i,-0.00027592+0.00070262i,-0.00048986+5.5845e-05i,0.00031365+0.00039802i,-0.0001596+0.00095773i,-0.00036665+0.00080389i,0.00023874+0.00082962i,-0.00031456+0.00018039i,-0.0009305-0.00074711i,-0.0002785-0.00068436i,-1.4654e-06-0.00010721i,7.5812e-05+7.8308e-06i,0.00035116-0.00030838i,0.00023762-0.0005758i,-2.0717e-05-0.00026514i,-0.00032762+9.592e-05i,-0.00052868-0.00020579i,-0.00023753-0.00046567i
0.0012425-0.0023094i,0.00093651-0.0017815i,-0.00096354-1.4791e-05i,-0.0010872+0.00070917i,4.5126e-05+0.00029301i,0.00024494+0.00086426i,0.00058424+0.001556i,0.0010238+0.0010607i,0.00071136+0.00023674i,0.00048426+0.0003099i,0.0008279+3.1584e-05i,0.0014308-0.00029373i,0.0010229+0.00044894i,-2.4121e-05+0.00033828i,-0.00042606+0.00016942i,-0.00069544+0.00039849i,-0.0012037-2.8067e-05i,-0.00078625-0.00034715i,0.00035137-0.00027267i,0.00030557-0.00016244i,-0.00016951-3.3012e-05i,0.000275-0.00015397i,0.00071116+6.5896e-05i
1.1267e-05-0.0026641i,-0.0012319-0.00242i,-0.0023358-0.00036992i,-0.0017786+0.00058705i,-0.0012492+0.00021292i,-0.00066667+0.00022141i,0.00020293+0.00073816i,0.00067023+0.0016394i,0.00023871+0.0013965i,-0.00079977+0.00075186i,-0.00047777+0.00035058i,0.00023137+0.0010054i,-0.00012641+0.0010954i,-4.44e-05+0.00058176i,0.00059028+0.00090141i,0.00059331+0.00066675i,0.00017522+0.00017663i,9.1759e-06+0.00059185i,-0.00076933+0.00051056i,-0.0014355-0.00010752i,-0.0011838-0.00033926i,-0.00067749-0.00013599i,0.00036597+0.00014203i
-0.0007028-0.0015431i,-0.001827-0.0024364i,-0.0014126-0.0021828i,-0.00036152-0.00054459i,-0.00038378+0.0011353i,-0.00066208+0.0016067i,-0.00025199+0.00097979i,3.7288e-05+0.00086142i,-0.0003326+0.00048724i,-0.00027246-0.00020969i,-0.00029848-0.00042944i,-0.00029796-0.00084015i,0.00029876-0.00078018i,0.0011387-0.00054592i,0.00086121-0.0010797i,-0.00014258-0.0012799i,-0.00032151-0.00077122i,0.00068981+8.9834e-06i,0.0010748+0.00027996i,0.00040234-0.00051667i,0.00047337-0.00068575i,0.00038352-0.00014979i,-5.7121e-05+0.00015963i
7.5303e-05+0.00025561i,0.0016697+0.00078671i,0.0018626+0.00032184i,0.00066362-0.00039138i,0.00043041-6.3014e-05i,0.00047039+0.00067186i,0.00061677+0.0011559i,0.00049901+0.0012764i,-0.00060727+0.0012117i,-0.0010369+0.00078503i,-6.328e-05+0.00096126i,0.00056094+0.00055763i,0.00050283-0.00053022i,0.00077076-0.00044298i,0.00058927+1.7367e-05i,-0.00055129+6.019e-05i,-0.0012091-5.8143e-05i,-0.0004085+0.00011359i,0.00070453+0.0003858i,0.00059098+0.00012046i,0.00053977+0.00010275i,0.00075568+0.00086824i,0.00052078+0.00089516i
-0.0010287+0.00057242i,-0.0017529-0.00010085i,-0.0010863+1.6758e-05i,0.00077746+0.00022394i,0.00054769+0.00027344i,-0.00073217+0.00064867i,-0.00042382+0.00054639i,0.00038324+0.00030947i,0.00060512+4.1192e-05i,0.00014288+5.5237e-05i,0.00011072-0.0005001i,-0.00027024-0.00056874i,-0.0011083-0.00031103i,-0.00074027+2.8509e-05i,0.00036425+0.00013549i,0.00065976-0.00070039i,0.00088282-0.00070956i,0.0011812+0.00029442i,0.00066416+0.00015559i,-0.00035467-5.2833e-05i,-0.00063528-0.00042968i,-0.00040108-0.00061096i,3.8218e-05-9.8083e-05i
-0.0029949-0.0016969i,-0.0022615-0.0017201i,-0.0018094-0.0013087i,-0.00058982+0.00025702i,0.0010418+0.0014304i,0.0012429+0.0018099i,0.00095933+0.0019646i,0.00098937+0.0015502i,3.0094e-05+0.00059467i,-0.00050141+0.00056525i,-0.00013374+0.0015404i,2.2349e-05+0.001267i,0.00026596+0.00027648i,0.0011074+0.00058599i,0.00081899+0.0011322i,0.00010512+0.00061691i,6.6079e-05+0.00029486i,0.0005783+0.00054117i,0.0011192+0.00028013i,0.00048681+0.00019811i,-1.3705e-05+0.00028841i,0.00037133+0.00020268i,0.00046284-0.00013669i
-0.00054617-0.00082439i,-0.0013538-0.00069846i,-0.0011431+5.4232e-05i,-0.00016463+0.0011416i,-0.00018123+0.0013246i,-0.00010112+0.00077546i,0.00053781+0.0011556i,0.00036091+0.00086289i,0.0001599-0.00016094i,0.00030289-0.00037807i,0.00021547-0.00062603i,-0.00011245-0.00049577i,-0.00097203+0.00026737i,-0.0016475+0.00014541i,-0.0014785-0.00049444i,-0.00075177-0.00049654i,-9.4646e-05-0.00048795i,0.00012094-0.00037346i,-2.4636e-05-0.00013011i,-0.00015786-6.4673e-05i,-0.00020604+0.00021411i,-0.00013589+0.00088256i,0.00014032+0.0010431i
0.00034952-0.0013305i,-7.5525e-05-0.0031654i,0.00086272-0.0027419i,0.0017355-0.0020362i,0.0011835-0.00095688i,-0.0003046+0.00055108i,-0.0015867+0.0013757i,-0.00089511+0.0010022i,0.0006009+0.00045907i,0.00066456+0.00018527i,0.00045295+2.5083e-05i,0.00047778-0.00043684i,0.00011722-0.00058475i,-0.00030643-0.00034941i,-0.00098794-0.00038333i,-0.0011719-1.2882e-05i,-0.0009594-0.00016496i,-0.00060441-0.00012486i,-7.3444e-05+0.00041907i,-0.00054936+0.00055876i,-0.00064842+0.00085867i,5.2616e-05+0.0009882i,9.9792e-05+7.9033e-05i
0.0004831+0.00056199i,0.0018298+0.00048725i,0.0028137-0.00019395i,0.0020816-0.0013155i,0.00028531-0.0013146i,-0.00065098-0.00034097i,-0.00039389+0.00054115i,-0.00046697+0.0012546i,-0.00048759+0.0005038i,-0.00020754-0.00042371i,-0.00036963-0.00037003i,-0.00052986-0.0004761i,-0.0011492+8.0617e-05i,-0.00085923+0.00069981i,-0.0006329+0.00088854i,-0.00057372-2.3788e-05i,7.673e-05-0.00065917i,0.00034779-0.00020289i,0.00055943+0.00031031i,-2.7937e-05-4.8342e-05i,-0.00038977-0.00061454i,0.00022679-0.00041846i,0.00060404-0.00036315i
-0.00023176-0.0022968i,-0.0010419-0.0024349i,-0.00075514-0.0019076i,-0.00064833+0.00069502i,-0.00065895+0.002162i,-0.00097114+0.0017354i,0.00014933+0.0011304i,0.00093381+0.0002092i,0.00012059-0.0010861i,-0.00020858-0.001951i,-2.3963e-05-0.0014858i,0.00029736-0.00076492i,0.00037178+7.57e-05i,-1.5345e-05+0.00081115i,0.00015531+0.000989i,0.00037254+0.00083875i,6.4758e-06+0.00056073i,-1.6066e-05+6.3772e-06i,0.00076517+0.00030768i,0.00069566+0.001036i,0.00016692+0.00077806i,-0.00034709+0.00074529i,-0.00089307+0.00071689i
-0.0022467+0.0013181i,-0.0012243+0.0019538i,1.7514e-05+0.0032846i,0.0014023+0.0024248i,0.0018745+0.0015936i,0.0017723+0.0018545i,0.0015176+0.0011838i,0.0010776+0.0001614i,0.00065282-0.0004174i,0.0011646-0.0002266i,0.0020425-4.102e-05i,0.0018601-3.4967e-05i,0.0011788-2.0102e-05i,0.00067177-0.00071954i,-7.0264e-05-0.0016889i,-0.00030683-0.00074306i,-0.00013312+0.00056835i,0.00033177-0.00011344i,0.00055674-0.0012545i,5.8808e-05-0.00094619i,-0.00025832+0.00051311i,6.4783e-05+0.0013668i,0.00043596+0.00015116i
-0.0016366-0.00093153i,-0.0028408-0.0024858i,-0.0028605-0.0032443i,-0.0022469-0.0018281i,-0.0015031+0.00078068i,-0.0010133+0.0018296i,-0.00027888+0.0016378i,0.00015416+0.0015454i,0.00031417+0.0012159i,0.00067919+0.00065906i,0.00046392-0.00020509i,-0.00049162-0.000164i,-0.00081086+9.952e-05i,-0.00026867+0.00033809i,-0.00041082+0.00066323i,-0.00057327+0.00021772i,0.000376-0.00021947i,0.0010407+0.00045805i,0.00038168+0.00037276i,0.00040623-6.6983e-05i,0.0010206+0.0007967i,0.00051006+0.00072804i,-8.6923e-05+0.00016724i
-0.00018987+0.00018308i,0.0014617+0.00088343i,0.003085+0.0013391i,0.003182+0.00033227i,0.0025447+0.00035845i,0.00092532+0.0017803i,-0.00064643+0.0022584i,-0.00098467+0.0014509i,-0.00022268+0.00073121i,0.00094146+0.00053552i,0.00058594+4.8415e-05i,4.3184e-05-0.00070556i,-0.00010651-0.00092145i,-7.8182e-05-0.00049101i,-0.00061008+8.15e-05i,-0.0012785+0.00037647i,-0.00067478+6.1784e-05i,-7.0371e-05+0.00012176i,5.4377e-07+0.00031722i,-7.8395e-05-0.00014508i,0.00011163-0.00066146i,0.00014173-0.00079497i,-0.00049295-0.00011791i
0.0023218-0.001357i,0.0010271-0.0015834i,-0.0006211-0.0017288i,-0.0013908-0.0014164i,-0.0011336-0.00059821i,-0.0015777+0.00048947i,-0.0012518+0.0011292i,0.00045434+0.0017598i,0.00087137+0.0012807i,-0.00056554+0.00046194i,-0.0019192+0.00034346i,-0.0019433+0.00072079i,-0.0013911+0.0011636i,-0.0016059+0.00097429i,-0.0014287+0.00029853i,-0.0010995+0.00019196i,-0.00073655+0.00066154i,0.00032462+0.0010929i,0.00044184+0.001009i,0.00043369+0.0010923i,0.00046406+0.00078166i,-0.00016771+0.00010736i,-0.00036916-0.00085349i
-0.002486+4.1568e-05i,-0.0021331+0.0010534i,0.00018549+0.0014859i,0.0015789+0.00090389i,0.0017874+0.00026304i,0.0017308+0.00068486i,0.00065842+0.0018389i,-0.00017469+0.0016897i,0.00018294+0.001073i,0.0011721+0.00060768i,0.0011079+0.00040221i,0.00017829+0.00050381i,-0.00077397-0.00011453i,-0.0008169-0.00086683i,7.8983e-05-0.00095192i,-5.1346e-05-0.00052673i,-0.0006026-0.00075883i,0.00030254-0.00093883i,0.00066181-0.00024561i,-4.0931e-05+4.1233e-05i,6.8812e-05+0.00036049i,0.00083444+0.00045039i,0.00048083+9.5527e-05i
0.0012206-0.0014475i,0.0011556-0.0018337i,0.0016931-0.001242i,0.0014347-0.00022441i,0.00028724+0.00033185i,-0.00096636+0.00062012i,-0.0010101+0.00095631i,2.7145e-05+0.00071707i,0.00060223+0.00046714i,0.00071694+0.00016364i,0.00048043-0.00065749i,-2.1472e-05+0.00032936i,-0.00014444+0.0015419i,-0.00090019+0.0012066i,-0.0011761+0.00039254i,-0.00058296-6.0017e-05i,-0.00013245+0.00026232i,0.00056126+6.2186e-05i,0.0011328-1.7427e-05i,0.00079977+0.00034737i,0.00072611+0.00035956i,0.00032546-0.00054328i,0.00024626-0.00098476i
-0.00011465-0.0017756i,-0.0018075-0.00059613i,-0.0021348+0.00083415i,-0.0011644+0.0012121i,-0.0010366+0.00094133i,-0.0003342+0.00095811i,-1.7041e-05+0.0015382i,0.00023927+0.0014416i,9.1898e-05-8.4746e-05i,-0.00048643-0.00053387i,-0.00066454-7.7511e-06i,-0.00018981+0.00028721i,0.0005879+0.00071024i,0.00033387+0.00050998i,0.00038111-0.0002049i,0.00044049-0.00043956i,0.00039927-0.0004489i,0.00017819-0.00022913i,-0.00020261-0.00041895i,-0.0005113-0.00052725i,0.0002694-0.00069255i,0.00092172-0.00067948i,0.00086906-0.00022583i
0.0012703-0.0010016i,0.0014074-0.0019429i,1.6325e-05-0.0018351i,-0.00032251-0.0020274i,-0.00064262-0.002038i,-0.0012794-0.00038976i,-0.0010235+0.0010654i,-0.00086969+0.0011644i,-0.00056352+0.00064525i,0.00019196+5.2885e-05i,5.5442e-05+3.0918e-05i,-0.00018441-0.00039458i,-0.00025953-0.00052871i,-0.0011312+0.00030404i,-0.0012454+0.0011115i,-0.0010745+0.0016022i,-0.0014699+0.00052037i,-0.00087015-0.00031426i,0.0006857+0.00043318i,0.0011903+0.00067833i,0.00055993-0.00049052i,0.00025571-0.00091068i,0.00025322-0.00027477i
-0.00089568-0.00096879i,-0.00044322-0.0018486i,0.00035494-0.0015144i,0.0016158-0.00085527i,0.0017861-0.00049662i,0.001103-0.0002596i,0.0011731+0.00084439i,0.0014771+0.001121i,0.0010589+0.0008006i,0.0004763+0.00027673i,8.0168e-05-0.00063268i,0.00026952-0.00036246i,0.00047178-0.00012175i,0.00028855-0.00029327i,-0.00016944+0.00022004i,0.00010872+0.0011067i,7.2606e-05+0.0015048i,0.00039032+0.00062729i,0.00078062-0.00048561i,0.00056158-0.00098616i,-0.00015525-0.00023829i,-0.00065141+0.00040624i,-5.5103e-05+0.00067358i
-0.00017463+6.4091e-05i,0.00042003+0.0010292i,0.0012417+0.0011225i,0.00071428-0.00027662i,-0.00048057-0.00054689i,-0.00082719+0.00095352i,-0.00026696+0.0012056i,0.00077058+0.0004584i,0.00049819-0.00024952i,-0.00086523+0.00012039i,-0.0012436+0.00035002i,-0.0006843-0.00027724i,-0.00042365-0.00076388i,-0.00081444-0.00014468i,-0.00031973-1.4873e-05i,-7.431e-05-0.00015039i,-0.00071213-0.0001267i,-0.00062541-0.00054994i,3.5088e-05-0.00082686i,-3.8194e-05-0.00069304i,-0.00030888-0.00035621i,2.2226e-05-0.00038542i,-7.2546e-05-0.00037261i
-0.0023914-0.0023299i,-0.0036208-0.0018214i,-0.004615-0.0015069i,-0.0035366-0.0002632i,-0.0015065+0.0015495i,-0.0011842+0.0022151i,-0.00093128+0.0022146i,-0.00030247+0.0017156i,4.7685e-05+0.0009845i,3.699e-05+0.00048896i,-4.0977e-05+4.666e-05i,0.00072091-0.00058097i,0.0013821-0.0004981i,0.0012114-0.00023577i,0.00052171-0.00044947i,0.00039527+0.00022148i,9.5704e-05+8.1141e-05i,-0.00069269+0.00031862i,-0.00037694+0.0006914i,-2.7662e-05+0.00058837i,-0.00013095+0.00040696i,-0.00024384+0.00031614i,0.0001939+0.00016269i
0.001907-0.0020552i,0.002506-0.0021007i,0.0026548-0.0014649i,0.0020465-0.0013503i,0.0020794-0.00090713i,0.001868-0.00015099i,0.0010109+0.00017909i,0.00057286+0.00021745i,0.0003367+0.00028412i,0.00058034+0.00012636i,0.00061819-0.00081507i,0.00011794-0.00056979i,-0.00020198-0.00016122i,0.00034134-0.00028105i,0.00055788-0.0001806i,0.00046275-0.00065015i,0.00036661-0.00064558i,-0.00021352-0.00059548i,0.00013586-0.00049564i,0.0002259+0.00051639i,-0.00027798+0.00026706i,-0.00014169-0.00091931i,0.00068292-0.0011499i
-0.00028165-0.001214i,-0.0004006-0.00053472i,0.0001811+0.0011207i,0.00062072+0.0015411i,-2.9769e-05+0.00090606i,-0.00088794+0.00059162i,-0.0012481+0.00042896i,-0.00053851+7.7005e-05i,0.00042326+0.00013095i,0.0011056+0.00050261i,0.0012794+0.00063195i,-0.00057298+0.0004505i,-0.0016554+0.00027409i,-0.00073525+8.6247e-05i,0.00015985-0.0007474i,1.485e-05-0.00071939i,-0.00056404+8.8642e-05i,-0.00058271+4.7839e-05i,-0.00042397+0.00026307i,-7.5678e-05+6.8227e-05i,0.00042865-0.0011636i,0.00059981-0.00093144i,0.00032282-0.00023599i
