-0.0073025+0.00074502i,-0.0056511+0.0032361i,-0.003878+0.0066756i,-0.0011147+0.0081948i,0.0010645+0.0066682i,0.0022087+0.0039771i,0.0013053+0.0010751i,-0.00056128+0.00019587i,-0.0012481+0.0012524i,0.00018956+0.0018517i,0.0016237+0.0013687i,0.0015743+0.00015371i,0.00073571-0.0011833i,0.00034536-0.0012304i,4.057e-05-0.00026101i,-0.0003805+0.00024707i,-0.0003841+0.00047132i,-0.00023571+0.00036255i,0.00046303-0.00034085i,0.00074122-0.00090071i,0.00034891-0.00085207i,0.00061691-0.00066225i,0.00095893-0.00046625i
0.0011802+0.00083789i,0.0010103+0.001318i,0.00029884-0.002561i,-0.0017959-0.0098467i,-0.0042983-0.015149i,-0.0028303-0.014795i,0.00087674-0.010587i,0.0016465-0.0058623i,0.00029048-0.0028842i,-0.00062838-0.0016665i,-0.00044182-0.001148i,0.00013967-0.00090712i,-0.00017229-0.00082448i,-0.0011507-4.7546e-05i,-0.00097346+0.00038147i,-0.00075544-0.0001971i,-0.0015751-0.00051122i,-0.0024158-0.00041392i,-0.0015657-0.00022701i,-0.00078946-0.00015235i,-0.00099143+7.6071e-05i,-0.0007175+0.0004861i,-0.00041719-5.329e-05i
0.0026225-0.0011899i,0.003097-0.00010447i,-0.001242+0.00039027i,-0.0094809-7.6824e-05i,-0.015951-0.0015073i,-0.015252-0.0034701i,-0.0094293-0.0042253i,-0.0044751-0.0031932i,-0.0016391-0.0011133i,0.00037932+6.0699e-06i,0.0011003+0.00020724i,-0.00014093+0.00074652i,-0.0011934+0.0015425i,-0.00084153+0.002021i,-0.00061042+0.001903i,-0.00050874+0.0016346i,0.0001382+0.001428i,0.00043197+0.0011073i,9.248e-05+7.7355e-05i,-5.6024e-05-0.00023266i,-0.00028602+0.00093869i,-0.00050991+0.0013553i,-0.00032532+0.00072028i
-0.00059309-0.0022614i,-0.0010596-0.0025458i,-0.0033821-0.00083557i,-0.0058888+0.007122i,-0.0080745+0.014523i,-0.0082195+0.013511i,-0.0062571+0.0072867i,-0.0035958+0.00257i,-0.0018486+0.00096179i,-0.0010558+0.00012928i,-0.00027415+0.00016494i,-0.00076688+0.00068026i,-0.00092547+0.0010384i,-0.00070122+0.0013925i,-0.00033491+0.00083263i,0.00041828+0.00049181i,0.00024066+0.00087669i,-0.00026329+0.0014841i,-6.2658e-05+0.00072479i,-0.0004098-0.00032397i,-0.00108+0.00018815i,-0.0010255+0.0010917i,-0.00059738+0.00093213i
-0.0025916-0.0036426i,-0.0016027-0.00359i,0.00075995+0.00077701i,0.0055224+0.00851i,0.010709+0.01381i,0.010883+0.014081i,0.0059949+0.0091348i,0.0019529+0.0041999i,0.00085865+0.0014655i,0.0012327-0.00017883i,0.0010562-0.00058603i,0.00078305-0.00059816i,0.00049831-0.00023467i,0.0005146-0.00034658i,0.0005155-0.00061049i,0.00035488-0.00037286i,0.00062882-0.00035243i,0.00051211-0.00023158i,-3.9989e-05-0.00036742i,5.2774e-05-0.00039597i,0.00037832-7.818e-05i,0.00087466+0.00027018i,0.00094703+0.00073311i
-0.0029332+0.00096719i,-0.0027393+0.00031517i,0.00038712+0.00085413i,0.0075176-0.00099778i,0.015539-0.0048689i,0.01733-0.0045367i,0.012608-0.00083177i,0.0062591+6.3652e-05i,0.0025634-0.0010065i,0.0010085-0.0011076i,0.00029514-0.0004671i,0.00022703-0.000124i,1.6044e-05-8.8751e-05i,-0.00088864-0.00034281i,-0.00023815-0.00054208i,0.00040764-0.00063719i,-0.00024127-0.00069344i,-0.00015941-0.0009724i,-0.00078104-0.00101i,-0.0010523-0.00030443i,-3.5877e-05+0.00012003i,0.00025951+0.00029927i,-0.00037278+0.0008665i
-0.00084866+0.0027918i,-0.0019234+0.0022618i,-0.0011094-0.0018123i,-0.00021538-0.010753i,-0.00046772-0.018818i,0.00083229-0.018379i,0.0026001-0.011296i,0.0025847-0.005241i,0.0017284-0.0020032i,0.00057436-0.00066876i,-1.0632e-05-0.00060157i,-0.00012722-0.00060291i,-0.00062048-0.00050783i,-0.0014638+0.0001551i,-0.0018193+0.00067127i,-0.00079179+0.0003569i,-0.00040418-0.00011412i,-0.00040109+0.0007271i,-0.00042042+0.00099967i,-0.00071935+0.00050317i,-0.00081452+0.00049718i,-0.00051941-0.00033888i,-0.00022656-0.0012687i
0.0029767+0.00049492i,0.002026+0.0012071i,-0.002317-0.0010216i,-0.010097-0.0042898i,-0.016827-0.0053887i,-0.016184-0.0053709i,-0.0092644-0.0045535i,-0.0039496-0.0024394i,-0.001291-0.0013558i,0.00013109-0.00078902i,0.00016092-0.00030618i,-0.00022367-3.7125e-05i,-0.00085017-0.00018295i,-0.0004336-6.1602e-05i,-0.00026385+0.0005312i,-0.0010119+0.00045474i,-0.00088129+0.0011727i,-0.00033844+0.001511i,-0.00026567+0.0012566i,-0.00036332+0.0011382i,-0.00038539+0.00070112i,-0.00058736+7.5242e-05i,-0.00087953-0.00029086i
0.0024397-0.0021176i,0.0015698-0.00069014i,-0.0014728+0.0026576i,-0.006696+0.0090661i,-0.011249+0.014808i,-0.011533+0.013734i,-0.007851+0.0071382i,-0.0032683+0.0018994i,-0.0012018+0.00032164i,-0.0014713-0.00019595i,-0.001126-0.00051091i,-0.00065088-0.00059518i,-0.00051274+0.00018157i,4.108e-05+0.0012799i,-0.0001911+0.0021275i,-0.00019142+0.0016498i,0.00055401+0.00075709i,0.00016259+0.00035645i,0.00038145+0.00059818i,0.0011186-0.00017163i,0.00075671-0.00107i,0.00020386-8.7836e-05i,-0.00026727+0.00070808i
0.0013133-0.0039917i,0.00091307-0.0039638i,0.0015663-0.00034363i,0.004574+0.0079297i,0.0079559+0.014265i,0.0078867+0.013703i,0.0052413+0.0093249i,0.0026065+0.0051231i,0.001206+0.0023856i,0.00024705+0.00061387i,2.8608e-05-0.00098561i,-0.00037429-0.0015813i,-0.00052843-0.00063856i,0.00024707-0.00015881i,0.00061697-9.6529e-06i,0.0012069-0.00012798i,0.0012819-0.00061909i,0.0010167-0.0005811i,0.00062707-0.00044229i,-0.000194-0.00079908i,0.00045356-0.00030576i,0.0012183+0.00061657i,0.00071037+0.00049879i
-0.003207-0.0030127i,-0.0026896-0.0038065i,0.0010922-0.0029035i,0.0087007-0.002553i,0.015803-0.0037711i,0.016772-0.0025359i,0.010497-0.00068536i,0.0041868-0.00061412i,0.0017856-0.00096001i,0.0011317-0.00070366i,0.00064179-0.00032902i,0.00033359-0.00032579i,9.9873e-05-0.00061431i,0.0001227-0.0010728i,5.0568e-05-0.0016359i,-0.00051663-0.0016454i,-0.00053748-0.0016086i,-0.0005228-0.0018982i,-2.0139e-05-0.0020321i,0.00015537-0.0015445i,0.00010353+8.587e-05i,0.00096715+0.00079735i,0.0014656+0.00021989i
-0.0040705+0.0002986i,-0.0032863+0.00011584i,5.105e-05-0.0027939i,0.0028972-0.0096358i,0.0032705-0.016169i,0.003069-0.015719i,0.0032195-0.0093268i,0.0021341-0.0042588i,0.0014215-0.0026834i,0.0014255-0.0017302i,0.00064465-0.00075577i,-0.00028732-0.00045931i,-0.00083567-0.00063966i,-0.001014-0.00095205i,-0.0010472-0.00041956i,-0.0014896+0.00016232i,-0.0013969+0.00015485i,-0.00093876+0.0003915i,-9.3853e-05+0.00032326i,-0.00040154+0.00023527i,-0.00051572-0.00029962i,-9.6528e-05-0.00029152i,0.0002089-2.6465e-07i
-0.0015074+0.0030407i,-0.002159+0.0039024i,-0.0031644+0.00074103i,-0.0081495-0.004424i,-0.014428-0.0079371i,-0.014994-0.0069835i,-0.0089431-0.0046408i,-0.0035998-0.0029795i,-0.0017188-0.0017684i,-0.00062126-0.0014278i,0.000336-0.0013559i,0.00036888-0.00071951i,-3.3881e-05+0.00059164i,-7.395e-06+0.0015488i,-8.5715e-05+0.0015476i,0.00016516+0.00088461i,0.00011444+0.00056555i,-4.6645e-05+0.00093058i,-0.00014979+0.00059153i,0.00025309+0.00023003i,0.00063554+0.00033949i,0.00020866+0.00068747i,-0.00029665+0.00052955i
0.0021357+0.0010338i,0.0017845+0.0018831i,-0.0028117+0.003015i,-0.0097624+0.0076643i,-0.013612+0.012719i,-0.012083+0.012863i,-0.0071392+0.0071913i,-0.0032357+0.0028795i,-0.0017547+0.0015708i,-0.00093151+0.00097804i,-0.00032699+0.00053418i,-0.00024558-0.00026102i,0.00018219-0.00033066i,0.00052259+0.00031282i,0.00093791+0.00069173i,0.00083877+0.00047607i,0.00067266-0.00016411i,0.0012105+6.6402e-05i,0.0012436+0.00021961i,0.00076798-0.00014899i,0.0003522+0.00055916i,-0.00027969+0.00025336i,-0.00027247-0.00050422i
0.0034063-0.0014705i,0.0028631-0.0010751i,0.0016561+0.0031451i,0.0025482+0.011049i,0.0069024+0.01727i,0.0094289+0.01625i,0.0067944+0.0096895i,0.0034091+0.0044898i,0.0015239+0.0017681i,0.00073424+0.00011651i,0.00025595-0.00051977i,-0.00033469-0.00056301i,-0.00087224-0.0010836i,-0.00032326-0.0012369i,0.00047808-0.0013295i,0.00056497-0.0010944i,0.00029621-0.00061485i,0.00044555-0.00029218i,0.00057727-6.5971e-05i,3.1788e-05+0.00060591i,-0.00016739+0.00053522i,0.00037665-0.0003847i,0.00046682+0.0005829i
-0.00055092-0.0034202i,0.001553-0.0032175i,0.0048911-0.0017902i,0.011323-0.0017157i,0.017732-0.0026866i,0.01856-0.0041294i,0.011984-0.0045843i,0.005547-0.0032214i,0.0023899-0.0014178i,0.0011152-0.00017549i,0.0013372+0.00059209i,0.00085284+0.00039606i,-0.00019141-0.00055595i,-0.00037475-0.0018568i,-0.00044896-0.002285i,-0.00066931-0.0011353i,-0.00036617-0.00081684i,0.00017753-0.00092285i,0.00040301-0.00064958i,0.00030304-0.00057415i,0.0003896+2.2901e-06i,0.00042491-0.00027393i,0.00056625-0.0010692i
-0.0022196-0.002347i,-0.0026132-0.0024808i,-0.00041116-0.0037136i,0.0028111-0.009456i,0.0037479-0.015696i,0.0021591-0.016457i,0.00056019-0.010864i,-0.0006855-0.005077i,-0.001024-0.0023954i,-0.00034621-0.0011102i,4.0925e-05-0.00030969i,0.00021563-0.00029891i,-0.00015348-9.7234e-05i,-0.0011767-0.00037884i,-0.0018827-0.0010391i,-0.0021665-0.00064232i,-0.0020683-0.00021159i,-0.0012282-0.00031909i,-0.00017018-0.00080352i,0.00051283-0.0009275i,0.00056484-8.0675e-05i,0.00015966+3.8189e-05i,3.7188e-05-0.00032224i
-0.0035625+0.00097212i,-0.005126+0.00050818i,-0.0062649-0.0018212i,-0.0099773-0.0058562i,-0.015044-0.0079523i,-0.015393-0.005897i,-0.010034-0.003006i,-0.0044567-0.001643i,-0.0018735-0.00081906i,-0.00023685+7.5748e-05i,0.0007555+0.00066687i,0.00078254+0.0012143i,0.00035815+0.001935i,-0.00070322+0.0014717i,-0.0010978+0.00052974i,-0.001047+0.00042858i,-0.0012876+4.5421e-05i,-0.0010253-0.00021175i,-0.00081004+0.00014483i,-0.00046312+9.197e-05i,0.00043926+5.7362e-05i,0.00010211+0.00024715i,-0.00014014+0.00051428i
-0.0019036+0.0015619i,-0.0044499+0.0010586i,-0.0073314+0.0012443i,-0.011016+0.0056002i,-0.01349+0.011804i,-0.010924+0.013931i,-0.0053122+0.010288i,-0.0019375+0.0053689i,-0.00096139+0.0021615i,-0.00013407+6.0477e-06i,0.00033927-0.0007596i,-2.0384e-05+0.00019926i,1.452e-05+0.001151i,0.00082428+0.00040105i,0.0012745-0.00042236i,0.00067048-0.00026622i,5.0436e-05+0.00027088i,-0.00078042-0.00050348i,-0.0010309-0.00090523i,-0.00077364-0.00033432i,-0.00086158+0.00041422i,-0.00037643+0.00044991i,0.00014648-0.00027197i
-0.00055163+0.0017718i,-0.00055421+0.0039453i,-0.00052421+0.0073452i,0.0019146+0.013616i,0.0072138+0.018968i,0.011205+0.018011i,0.0092079+0.010253i,0.0045208+0.0037653i,0.0019266+0.0012466i,0.0002442+0.0004519i,-0.001372+0.00011526i,-0.0010163-0.00074526i,-0.00034796-0.0012655i,-0.00010313-0.00080306i,0.00026866-0.00063433i,5.9125e-05-0.00040239i,0.00015716+0.00060943i,-0.00023846-3.7938e-05i,-0.00064126-0.00077539i,9.4174e-05-0.00050689i,0.00029406-0.00031182i,4.2002e-05+0.00013903i,1.4733e-05+0.00043294i
0.0041298+0.001645i,0.0053663+0.0019655i,0.0080543+0.003072i,0.012885+0.0022792i,0.018713-0.0025107i,0.019781-0.0065544i,0.013503-0.0064975i,0.0064212-0.0040824i,0.0028291-0.0019439i,0.0015352-0.0012728i,0.00079501-0.00043707i,-0.00059992+0.00044769i,-0.0018959+0.00078819i,-0.0013357+0.00066997i,-0.00039904-0.00030089i,0.00023234-0.00041877i,0.00064491-2.1334e-06i,0.00088507+0.00010585i,0.0010305+0.0001606i,0.0008124-8.6942e-05i,0.00031086+3.7757e-05i,2.2063e-05+0.00050049i,0.00055659+0.00041196i
0.0023907-0.0039391i,0.0044113-0.0035731i,0.0055454-0.0035288i,0.0059578-0.008254i,0.0047701-0.016296i,0.0012742-0.019563i,-0.0015762-0.014964i,-0.0019452-0.0083597i,-0.0005737-0.0035927i,0.00045051-0.0013066i,0.00076471-0.00086019i,0.00022574-0.00037625i,-0.00051607+0.00020165i,-0.00096071+6.9743e-05i,-0.0015094+0.00028764i,-0.0012415+0.00037427i,-0.00079859-0.00036923i,-0.00022205-0.00029123i,0.00057999+0.00022569i,0.00044189+0.00032886i,-2.6533e-05+0.00018503i,0.00023105-0.00019799i,0.00025148-2.0187e-05i
-0.0029312-0.0046096i,-0.0028757-0.0072043i,-0.0045197-0.0082689i,-0.0086175-0.0095832i,-0.015721-0.0093675i,-0.019686-0.0054682i,-0.014381-0.0018302i,-0.0072585-0.00025397i,-0.0037185+0.00036638i,-0.0016419+1.0885e-05i,-0.00042825-0.00024452i,-5.988e-05+0.00070214i,-0.00029285+0.0012244i,-0.00033265+0.00080225i,0.00030391+1.4192e-05i,0.00083273-0.00015469i,0.00050045-2.1594e-05i,0.00024745-0.0011825i,0.00061975-0.0015017i,0.00047495-0.00063774i,-0.00019973-0.00047488i,0.00029706-0.00031418i,0.00062013-0.0001136i
-0.0055472-0.00012563i,-0.0061503+0.00038342i,-0.0067779+0.0018555i,-0.0099923+0.0060492i,-0.012662+0.01379i,-0.011071+0.018612i,-0.0066205+0.014569i,-0.0032148+0.0073533i,-0.0014355+0.0031126i,0.00026871+0.00038385i,0.00063803-0.00070286i,-1.537e-05-0.0003673i,0.00027048-0.00026922i,0.00066369+7.7669e-05i,0.00099981+0.00089376i,0.00044631+0.00087522i,0.00026299-0.00022259i,0.00028084-0.0011355i,-0.00018082-0.0018084i,-9.1555e-05-0.0014751i,-8.2093e-06-0.00092334i,-0.00015406-0.00046247i,-0.00043752+0.00049703i
-0.0015165+0.0036185i,-0.0024747+0.0050685i,-0.002202+0.0078355i,0.00045822+0.013422i,0.0069921+0.019307i,0.012184+0.019149i,0.010529+0.011936i,0.0060606+0.0055479i,0.0029229+0.0020911i,0.0011059-0.0004653i,-3.7557e-05-0.0014629i,-0.00037918-0.0013583i,-5.1403e-05-0.0013978i,0.00077216-0.00080907i,0.0012768+6.8473e-05i,0.00084714+0.00031381i,-0.00035786+0.00030093i,-0.00096437-0.0003338i,-0.00072173-0.001017i,-0.00047417-0.00094734i,-4.9848e-05-0.00031892i,-0.00021349+0.00047521i,-0.00017766+0.0011961i
0.0018412+0.0044787i,0.0015415+0.005974i,0.0029804+0.00562i,0.0088944+0.0040549i,0.018091+0.00022494i,0.021579-0.00506i,0.015459-0.0060875i,0.0075239-0.0034747i,0.003161-0.0019405i,0.001438-0.0013315i,0.00065946-0.00040964i,-0.00071264-0.00015784i,-0.001255-0.00053129i,0.0002412-0.0005366i,0.00096314-0.00059464i,0.00096247-0.00085794i,0.00064907-0.00048199i,0.00053492+0.00020498i,0.00026846+0.00084744i,-0.00049267+0.0015554i,-0.00083963+0.0015696i,-0.00041749+0.001035i,0.0003934+0.00050935i
0.0048734-0.00022764i,0.0053274+8.3463e-05i,0.0062564-0.0030941i,0.0070392-0.0092154i,0.005035-0.017529i,0.0013824-0.021742i,-0.0016608-0.017328i,-0.0015782-0.010364i,-0.00072356-0.0053291i,-8.8687e-05-0.001846i,0.00017936+8.3348e-05i,8.6189e-05+0.00045499i,0.00074429+0.00043084i,0.00052285+0.00011869i,-0.00061493-0.00057787i,-0.00017315+0.00017075i,0.00025169+0.00036955i,0.00015739-0.0003117i,0.0011062-0.00018301i,0.0011012+0.00092826i,-4.5298e-05+0.0014688i,-0.00027603+0.0011312i,0.00016117+0.00074334i
0.0011297-0.0050962i,0.0021726-0.0065524i,0.0020314-0.0081492i,-0.0036171-0.010581i,-0.01407-0.01143i,-0.020179-0.0090628i,-0.016354-0.0056088i,-0.0091735-0.0033819i,-0.0040445-0.0017416i,-0.00073102-0.00055962i,0.00068019-0.00044265i,0.00058233+0.00017375i,-0.00026016+0.00079215i,-0.0011612+0.00058657i,-0.00075663+0.00065885i,0.00056671+0.00059262i,0.0010754+0.00041314i,0.00090038+1.0952e-05i,0.0011559-0.00046136i,0.0012895-0.00036146i,-1.2569e-06+9.1944e-05i,-0.00036312+0.00043336i,-0.00018003-0.00031496i
-0.0052105-0.0041526i,-0.0048024-0.0042278i,-0.0058072-0.0015726i,-0.009565+0.0039182i,-0.013696+0.012296i,-0.013569+0.01806i,-0.0090101+0.015206i,-0.0047951+0.0089763i,-0.0021735+0.0051973i,0.00013316+0.0017066i,0.00073131-0.00051127i,3.1676e-05-0.00031857i,-3.3091e-05-0.0001362i,-0.00019097-8.1733e-05i,-2.1048e-05+0.00065008i,0.00077044+0.00048496i,0.00047826-0.00048653i,-0.00026032-0.00063476i,0.00030707-0.00054363i,0.0011212+6.3894e-05i,0.00075758+0.0003039i,-0.00041508-4.4445e-05i,-0.00080173-8.2572e-05i
-0.0029882-9.5133e-05i,-0.0046308-0.0019871i,-0.004998-0.00068437i,-0.0039123+0.0066176i,0.0028386+0.015359i,0.010614+0.018904i,0.010797+0.014252i,0.0068328+0.0081109i,0.0042578+0.0043303i,0.0024205+0.00067356i,0.00053061-0.0011726i,0.00041573-0.00069141i,0.00041277+0.00024564i,-7.5135e-05+0.0011922i,0.00052772+0.0010193i,0.00028832-0.00030561i,-0.00062679-0.00047249i,-0.0016005+0.00039516i,-0.0018685+0.00017361i,-0.0012486-0.00015365i,-0.00059922-0.00045432i,0.00020415-0.00044378i,0.00026684-8.9575e-05i
-0.0026519+0.0033374i,-0.0035494+0.0053412i,-0.00074871+0.0069557i,0.0060886+0.0065954i,0.01577+0.002221i,0.021665-0.0040467i,0.0172-0.0062007i,0.0092676-0.0041344i,0.0043484-0.0021333i,0.0014642-0.00089065i,0.00059718+7.4982e-05i,0.00036018+0.00018609i,0.00018684-0.00057373i,-0.00047282-0.00054639i,-0.0010067+0.00016726i,-0.00090722+0.0001162i,-0.00055005+0.00052323i,-0.00050392+0.00076046i,-0.00014214+0.00071427i,0.00011424+0.00061615i,-0.00084244-8.3691e-06i,-0.0016384+0.00031315i,-0.0010658+0.0010264i
0.0014734+0.0057938i,0.00081489+0.0056725i,0.003091+0.0030609i,0.0071514-0.0035303i,0.0077722-0.01457i,0.0041071-0.021955i,0.0003304-0.019477i,-0.00048138-0.011548i,-0.00034351-0.0061418i,-0.0011689-0.0035305i,-0.00064563-0.0018538i,8.3725e-05-0.0010718i,-0.00085323-0.00027456i,-0.0013328-9.2492e-05i,-0.00060548-0.00041036i,0.0005508+8.3791e-05i,0.0016603+0.00012348i,0.0015528-0.00019321i,0.00040683-3.6871e-05i,-0.00087249+0.0002302i,-0.0014088+0.0003401i,-1.0701e-05+0.00073074i,0.00076833+0.00082136i
0.0050623+1.3631e-05i,0.0063963+0.00010449i,0.0044464-0.0022726i,-0.0011748-0.0065573i,-0.010862-0.0096714i,-0.019059-0.0093174i,-0.017194-0.0059305i,-0.0098134-0.002585i,-0.0050311-0.0012794i,-0.0016604-0.00045689i,-5.6115e-05-0.00014994i,-0.00052161-0.00053294i,-0.0007978-0.00081764i,-0.0003167-0.001225i,-0.00025671-0.0014275i,-0.00015726-0.00083961i,0.00059928-0.00053254i,0.0010507-0.0013321i,0.00011281-0.00093115i,-0.00056278+0.00027848i,-0.00053705+0.00075756i,-0.00032446+0.0008924i,0.00031263+7.9178e-05i
0.0052865-0.0065267i,0.0040981-0.007844i,-2.2323e-05-0.00797i,-0.0063218-0.0048924i,-0.013007+0.0039892i,-0.015708+0.01391i,-0.011156+0.014894i,-0.0050255+0.0095279i,-0.0014659+0.005697i,0.00024533+0.0025616i,5.0034e-05+9.4206e-05i,-0.00086903-0.0008181i,-0.0008816-0.0011062i,-0.00090407-6.7412e-05i,-0.00085978+0.00028335i,-0.00047964-0.0016959i,-0.00062205-0.0023899i,-0.0011127-0.0011885i,-0.0012164+0.00033579i,-0.00099405+0.00066107i,-0.0001513+0.00075623i,0.00046464+0.0012579i,-0.0001436+0.00081846i
-0.0018212-0.0020588i,-0.001658-0.0027347i,-0.0021638+0.00056335i,-0.0023824+0.0060035i,0.0030284+0.01349i,0.0099646+0.017672i,0.010983+0.014358i,0.0070141+0.0091193i,0.0037582+0.0058537i,0.0024048+0.0027586i,0.0010942+0.00023597i,-0.00017348-0.00064667i,-0.00073464-0.00069979i,-0.00084157-0.000267i,-0.0007273+0.00017294i,-0.0010162+0.00054894i,-0.002048+0.00054276i,-0.0014441+0.00074581i,-1.5294e-05+0.0015445i,0.00049016+0.00076274i,0.0011923-0.00069243i,0.00088052-0.0011765i,-0.00065712-0.00047775i
-0.0064753+0.00054263i,-0.0053199+0.000317i,-0.001668+0.0032157i,0.0042643+0.0053371i,0.013923+0.0016727i,0.020876-0.0055484i,0.018085-0.0083087i,0.010717-0.0050405i,0.0055377-0.0024391i,0.0030111-0.0012135i,0.001731+0.00047917i,0.00073429+0.0008004i,2.6118e-05+0.00056591i,-0.0010271+0.00062943i,-0.0013229+0.0010521i,-0.0010492+0.0015156i,-0.00089771+0.0020334i,-0.00020625+0.0013563i,-0.00035611+6.3738e-05i,-0.001006-0.0004282i,-0.00070944-0.00054395i,-0.0010627-0.00062355i,-0.0010047+0.0001243i
-0.0055689+0.0032586i,-0.0062411+0.0056569i,-0.0035997+0.0058193i,0.0011982+0.0015102i,0.0043489-0.008913i,0.002536-0.017654i,-0.00048145-0.016936i,-0.00034045-0.011242i,-0.00026043-0.0063552i,-0.00052845-0.0032147i,0.00021976-0.0012989i,0.00092026-0.00066031i,0.00092487-0.00016001i,-1.5673e-05+2.7188e-05i,-0.00049382+0.00051424i,0.00025413+0.0013138i,0.0012502+0.00082114i,0.0018459+3.2743e-05i,0.00062104-0.00020703i,-0.00077634-0.00040336i,-0.00078805-0.00035907i,-0.00033564+0.00012384i,0.00042044+0.00056273i
0.002965+0.0061515i,0.0034621+0.0060566i,0.0037429+0.0030962i,0.0017584-0.0014816i,-0.0062315-0.0056469i,-0.015945-0.0055464i,-0.017176-0.002904i,-0.010966-0.0022289i,-0.0055727-0.002354i,-0.0024845-0.0017743i,-0.00028776-0.0010758i,0.00090376-0.00069069i,0.00038739-0.00046914i,0.00017695-0.00029027i,0.00127+0.00015374i,0.0020526+0.00028921i,0.0015559-0.00076764i,0.00061895-0.0019548i,9.4002e-05-0.0014581i,-1.3191e-07+3.2302e-05i,-0.00021369+0.0014917i,-0.00070945+0.0018223i,-0.00028352+0.0016074i
0.0050372+0.0021542i,0.0053145+0.0021i,0.0024664+0.00016588i,-0.0018004-0.00031291i,-0.0069193+0.0061534i,-0.010098+0.013953i,-0.008175+0.014328i,-0.0052481+0.0097888i,-0.0041364+0.0059249i,-0.0021406+0.0024588i,-0.00035362-0.00071797i,-0.00044426-0.0019358i,-0.00077423-0.0011984i,-7.6333e-05-0.00064657i,0.00023033-0.0014748i,2.5993e-05-0.0019918i,0.0004577-0.0023957i,-2.5072e-05-0.00074585i,-0.0016172+0.0013014i,-0.0010456+0.0021213i,0.00089885+0.0023137i,0.00074275+0.0013916i,0.00019719+0.00018571i
0.00503-0.0044703i,0.0067105-0.0049882i,0.003266-0.0040748i,0.00058836-0.00037352i,0.0045772+0.0081165i,0.011249+0.014271i,0.012464+0.012663i,0.0076273+0.0080665i,0.0037064+0.0052118i,0.00091939+0.0022302i,-0.0009855+0.00071585i,-0.0015184+0.00098424i,-0.001599+0.00027193i,-0.0016177-0.00043295i,-0.0014166-0.0013255i,-0.0013901-0.0024083i,-0.0015286-0.0016495i,-0.0019841-0.00015424i,-0.0014094+0.00034211i,-0.000284+6.565e-05i,0.00052529-0.0005398i,0.00044617-0.00069594i,-0.00038849+2.543e-05i
-0.00047342-0.0073196i,-0.0016341-0.0067325i,-0.0038968-0.0017647i,-0.0018902+0.00029944i,0.0080141-0.0020686i,0.017164-0.0058725i,0.017182-0.0074104i,0.012442-0.0045283i,0.0078642-0.0012053i,0.0037492+0.00027973i,0.0011807+0.0011403i,0.00030386+0.0012135i,-0.0006072+0.00084555i,-0.001562+0.00062514i,-0.0018293+0.00061352i,-0.0022548+0.0010681i,-0.0021071+0.0016413i,-0.0010184+0.0014842i,0.00020168+0.00040259i,0.00093764-0.00097226i,0.00069493-0.0014393i,-8.2024e-05-0.0010284i,-0.00073529-0.00048716i
-0.0057033-0.0021668i,-0.0064992-0.0035716i,-0.0042074-0.0008362i,-0.0021034-0.00073649i,-0.00077431-0.0087816i,-0.0013552-0.016557i,-0.0025239-0.016562i,-0.00067413-0.011484i,0.0020538-0.0063758i,0.002549-0.0024773i,0.0017469-0.00016356i,0.0010551+0.0010126i,0.0010996+0.0015038i,0.00041836+0.0017042i,-0.00088623+0.0016518i,-0.00069824+0.0021644i,0.00028568+0.0023459i,9.3453e-05+0.0013396i,-0.00021498+0.00081521i,-0.00064288+0.00057314i,-0.0011622+5.6461e-05i,-0.0010354+0.00027838i,-0.00059257+0.00063574i
-0.0035308+0.0040697i,-0.0045937+0.002972i,-0.0009098+3.4647e-05i,-0.0011884-0.00087148i,-0.0098769-0.0019843i,-0.01852-0.0031421i,-0.018195-0.0030462i,-0.010977-0.0035316i,-0.0044492-0.0040105i,-0.0014067-0.0025965i,8.0433e-05-0.001913i,0.0010404-0.0014345i,0.00038083-6.8024e-05i,-0.00013871+0.00048703i,0.00098957+0.00090949i,0.0021539+0.0020192i,0.0021609+0.0011821i,0.0010044-0.00064494i,-0.00023481-0.0010935i,-0.0014198+0.00035234i,-0.0018746+0.0017689i,-0.00071482+0.001268i,0.00056179+0.00025002i
0.0026249+0.0068003i,0.0013264+0.0067077i,0.0027718+0.0027338i,0.0025443+0.003364i,-0.0032859+0.0098125i,-0.0067779+0.017415i,-0.0057653+0.017218i,-0.0048542+0.009934i,-0.0045188+0.0042134i,-0.0026174+0.00080433i,-0.0011267-0.0018825i,-0.00079399-0.0026634i,-0.00048165-0.0016072i,0.00016455-0.00053788i,0.00089984+0.00040874i,0.0014452-0.00040237i,0.0015778-0.0018214i,0.00049073-0.0021206i,-0.00074712-0.0013414i,-0.00079385+0.00027729i,-3.0492e-05+0.0013777i,0.0013323+0.0013172i,0.0012207+0.0006208i
0.0069478+0.0016393i,0.0055888+0.0034084i,0.0015926+0.00035646i,0.0029229+3.9085e-05i,0.0092068+0.0072614i,0.01546+0.012933i,0.014988+0.011915i,0.0080092+0.0085401i,0.0026776+0.0061311i,0.00045793+0.0035203i,-0.00084729+0.00038937i,-0.0015842-0.0010034i,-0.00084216-0.00080937i,-0.00016603-0.0011109i,-0.00024746-0.0016105i,-0.00041084-0.0018817i,-0.0012107-0.0017677i,-0.0012967-0.00149i,-0.0002562+0.00014963i,0.00033391+0.00071839i,0.00097455-1.4767e-05i,0.00054377-0.00061659i,-0.00032964-0.00049582i
