5.7524e-05-3.7701e-05i,0.00061856-0.00040311i,-0.0010785-0.00093711i,-0.0023592-0.0010241i,-0.0021633-0.00011251i,-0.0026272+0.00062321i,-0.0018959+0.0014467i,0.00041657+0.0015122i,0.0022811+0.00076855i,0.0026186-0.00058428i,0.0015929-0.00069405i,0.00056635-0.00096461i,0.00073184-0.0011207i,0.00079711-0.0007789i,-1.2048e-05+6.5782e-05i,-0.00095939+0.00085784i,-0.0005789+0.00053664i,-0.00021312-0.00064285i,5.0849e-05-0.0012268i,0.00026506-0.00060897i,-0.00046663-5.9706e-05i,-0.00068451-3.8124e-05i,-0.00054319-0.00016663i
-0.0013542+0.0010891i,-0.00087552+0.0020973i,0.00028376+0.002854i,0.0020794+0.002515i,0.0024663+0.0014133i,0.0014504+0.00041853i,0.0004452+0.0008219i,-0.00042045+0.0013759i,-0.00036458+0.0015684i,0.00068455+0.0010391i,0.0010667+0.00087133i,0.0004237+0.00093284i,-2.5793e-05-2.1701e-05i,0.00011978+0.00078982i,0.00080903+0.0016419i,0.0007362+0.0010531i,-7.1866e-05+0.00042673i,0.00036201+0.00029457i,0.00069616+0.00073539i,0.00038293+0.00085289i,0.00068112+0.00061404i,0.00041007-0.00036195i,-0.00039173-0.0011969i
0.00019658+0.00067534i,0.00011024-0.00018809i,0.00016515+0.00033488i,0.00033396+0.00011059i,0.00051581-0.00065545i,0.00048893-0.00046231i,8.1118e-05+0.00027286i,0.00028317+0.0017055i,0.00018112+0.0021513i,-1.7691e-05+0.0014704i,0.00058703+0.0010291i,0.00039203+0.0004467i,5.2496e-05+0.00010052i,0.00099158-0.00021009i,0.0012825-0.00086783i,0.00068726-0.00062013i,0.00041702+8.1142e-05i,0.00032303+0.00016951i,0.0013318-0.00012354i,0.0014329+0.00012588i,3.0927e-05+0.00088683i,-0.00091678+0.00062381i,-0.0010375-2.3838e-05i
0.00076876-0.0014202i,-0.00061415-0.0012447i,-0.0017537-0.001091i,-0.0017337-0.00076979i,-0.0013182+0.00069127i,-0.001604+0.00073032i,-0.00044776-0.00022535i,0.0014953+0.00069856i,0.0025297+0.0011131i,0.0020484+0.00051903i,0.00090191+0.00061763i,0.00086053+0.00018811i,0.00075172-0.00026797i,-5.4179e-06+0.00037594i,-0.0004359+0.00030068i,-0.00022759-0.00039449i,0.00013394-0.00027594i,-0.00028928+1.5587e-05i,-0.0002458-0.00035731i,0.00044186-0.00059938i,-6.002e-05-0.00081551i,5.1441e-05-0.00045676i,0.00051096+0.00015931i
-0.0011679-0.0005535i,-0.00089372+0.00071669i,-0.00018226+0.00098682i,0.00016407+0.00080264i,-4.9474e-05+0.00035382i,-8.5441e-05+4.0942e-06i,-0.00043085-0.00050022i,-0.00037874-0.0016973i,0.00073107-0.0024136i,0.00083365-0.0013526i,-0.0005064-0.00085175i,-0.00030972-0.00098775i,9.8847e-05-0.00063029i,-7.3076e-05-0.0013967i,3.9899e-05-0.001501i,-0.00062877-0.00035437i,-0.00046391-0.00033934i,7.0378e-05-0.00066161i,-0.00028333-0.0001031i,-0.00073116+0.00048299i,0.00025724+0.00060228i,0.00098439+0.00023367i,-3.8766e-05-0.0002838i
0.00018039+0.0017737i,0.00044305+0.00083092i,0.00037679+0.0017291i,0.00049506+0.0023169i,0.00022215+0.0010804i,-7.4142e-05+4.1324e-05i,-0.00032656+6.0283e-05i,-0.0012577-0.00040302i,-0.0020154-0.00087186i,-0.0016393-0.00051541i,-0.00056107-0.00068927i,0.00018906-0.0010568i,-0.00014024-0.0006312i,-0.0010664-0.00014163i,-0.0014961-9.2419e-05i,-0.0015724-0.00016995i,-0.0013687-0.00061981i,-0.00097908-0.00054155i,-0.00071244+0.00025571i,-3.8038e-05+0.00078881i,0.00080186+0.0008132i,0.0004489+0.00048038i,0.00032396+6.9887e-05i
0.0010855+0.0010298i,0.0017105+0.00072293i,0.0029447-5.2891e-05i,0.0030386-0.00032263i,0.001548-0.00091685i,0.00051737-0.0010588i,-0.00034796-9.8671e-05i,-0.0016424+0.00056935i,-0.0028586+0.00081939i,-0.0020176+0.0011224i,-0.0012636+0.00064436i,-0.0013876-0.00047016i,-0.00097319-0.00044926i,-0.00032081+0.00045687i,0.00031823+0.0011452i,0.00048132+0.0005386i,0.00019117-0.00046512i,-0.0002577-0.00013611i,-0.0002902+0.00050164i,-0.00023187+0.00036511i,-7.4429e-05+0.00038865i,0.00017983+0.00058226i,0.00096426-0.00015896i
0.00014285+0.00052477i,0.00014842+0.00077551i,-4.2709e-05-0.00054348i,0.00052333-0.0012537i,0.00086577-0.00077797i,0.00059849-0.00035177i,0.00043392+0.00087186i,-0.00059487+0.0027663i,-0.0016334+0.0034936i,-0.0017865+0.0026561i,-0.0014946+0.0014327i,-0.0011966+0.00016015i,-0.0010352-0.00010665i,-0.00075257+0.00090848i,-0.00031027+0.0010592i,0.00026717-0.00026377i,0.0004957-0.00075933i,0.00053289-0.00034178i,0.00068903-0.00038876i,0.00024749-0.00017907i,-0.00028418+0.0002248i,-0.00073524-1.5564e-05i,-0.00035881+0.00019654i
-0.0018744+0.00085217i,-0.0010876+0.0018744i,-0.00098009+0.0026594i,-0.00039475+0.0024815i,-0.00012802+0.0012414i,0.00011117+0.00039091i,0.0010866+0.00056465i,0.0020719+0.0011883i,0.0027627+0.0016294i,0.0030994+0.0011866i,0.0032182+0.00013822i,0.0023593-0.00020829i,0.001269+0.00021808i,0.00083346+0.00060496i,0.00045602+0.00021934i,0.0001741-0.00017224i,-9.4668e-06-0.00051449i,0.00057013-0.00093971i,0.0009146-0.00032136i,0.00097479+0.00047035i,0.00028022+0.00024226i,0.0001201+1.3965e-05i,0.00065422+0.00033258i
-0.0020251-1.8246e-05i,-0.0021192+0.0015994i,-0.0017961+0.0020475i,-0.0016783+0.00082091i,-0.00092126+0.00053469i,0.00037073+0.00076359i,0.00050443+0.00020243i,0.0014714-0.00093167i,0.0024467-0.00074551i,0.0020888-0.00041163i,0.0014697-0.0006867i,0.0012333-0.00036306i,0.0012162+0.00021942i,0.00057156+0.00035245i,-0.00063525-0.00011487i,-0.00091583-0.00055896i,-0.00087783-0.00038573i,-0.0011189-0.0007529i,-0.00075353-0.001217i,-0.00053461-0.00072506i,0.00011588+0.00033298i,0.00020538+0.00036684i,-5.2076e-05-0.00024288i
0.0019386+0.0010896i,0.0016657+0.00098065i,0.0023846+0.00092016i,0.0029912-3.6747e-05i,0.0025849-0.001668i,0.001005-0.0019385i,-1.5688e-05-0.0013875i,0.00024033-0.0020624i,0.00018833-0.0029218i,2.1876e-05-0.0023133i,-1.6946e-05-0.0010662i,-0.00081233-0.00032317i,-0.00061063-1.9019e-05i,0.00030119+0.00037285i,0.00040409+0.00091608i,0.00052061+0.00011099i,0.0011067-0.00045303i,0.0007427-0.00064208i,8.6899e-06-0.0010351i,-0.00018815-0.00044235i,-6.4548e-05+0.000178i,0.00013919+0.00025481i,0.00048287+4.1884e-05i
0.0016401+0.0019534i,0.0011218+0.0015729i,0.0017604+0.0011302i,0.0015256-0.00046542i,0.00043819-0.0019282i,-0.001274-0.00082786i,-0.0024888+0.00074608i,-0.0027299+0.00077228i,-0.0019743+0.00059683i,-0.0012562+0.00053127i,-0.0010631+0.00035956i,-0.000533+0.00016077i,0.0004049+8.1768e-05i,0.00034765+5.5548e-05i,0.00042505-0.00067358i,0.00082722-0.00049774i,-4.6072e-05+0.00035687i,-0.0011087-4.9687e-05i,-0.00042042-0.00037681i,0.00049437+0.00031685i,0.00053092+0.00031281i,-1.9036e-05-0.00087282i,-0.00014381-0.0013936i
-0.0011216+0.00097095i,-0.00053202+0.0012599i,-0.0010557+0.0017805i,-0.0015087+0.0024068i,-0.00037397+0.0020097i,0.00051258+0.00052769i,0.00020919+0.00026113i,-0.00080427+0.0013455i,-0.0016943+0.0021226i,-0.0010676+0.0028211i,-1.025e-05+0.0024707i,0.00038867+0.0013977i,9.2218e-05+0.00031664i,-9.3279e-07-0.00047722i,0.00027237-0.00023572i,0.00010527-0.0010407i,1.6706e-05-0.0011234i,-0.00017805+0.00010273i,-7.0424e-05+0.00088242i,-0.00040076+0.00081885i,-0.00038427-0.00043868i,0.00015441-0.00045131i,-0.00011985+0.00025991i
-0.0010735+0.0013939i,-0.00012553+0.00085586i,0.0019389+0.0013717i,0.0030697+0.0019198i,0.0030859+0.00050597i,0.0031316-0.00013383i,0.0024321+0.0007262i,0.0020859+0.0016735i,0.0022693+0.002475i,0.0019158+0.0021055i,0.00098205+0.00060135i,0.00044751+0.00045246i,0.00042995+0.00036298i,-1.6846e-05-0.00044822i,-0.00040457-0.00060456i,-0.00049576+0.00021643i,-0.00064073+0.00015078i,-0.00055805-0.00089607i,-0.0001552-0.00076143i,-0.00039584+0.00068449i,-0.00051657+9.2397e-05i,-0.00016202-0.00082412i,0.00060692-0.00014779i
0.0011866-0.0029344i,-0.00081138-0.0022305i,-0.0035928-0.0012662i,-0.0047956-0.0006304i,-0.0042603+3.275e-05i,-0.0018753-0.00011719i,0.00041951-0.00039618i,6.0489e-05-0.00070683i,-3.1939e-06-0.0008368i,0.0013751-0.00081627i,0.0016709-0.0007299i,0.0012457+1.9228e-05i,0.00094911+0.00055998i,0.0011102+0.00044038i,0.0014609+0.00056604i,0.00030847+0.00078744i,-0.00036051+0.00045043i,-0.00028981+0.00019246i,-0.00037187+1.3336e-05i,-0.00049316+0.00011388i,-0.00019843-3.6256e-05i,0.0003033-0.00038432i,0.00033954-0.00047638i
0.0020448-0.0017376i,0.00054394-0.001557i,-0.00038411-0.0015787i,-0.0013268-0.0012564i,-0.0016618-0.0008519i,-0.0017054-0.00024643i,-0.0018704+0.00021395i,-0.00096336-0.00063108i,9.8403e-05-0.0019511i,-8.7596e-05-0.0024652i,-0.00035588-0.0014534i,-0.00054547+3.0006e-05i,-0.00022974+0.0014063i,0.00025133+0.0016579i,0.00023671+0.0001543i,-6.016e-05-0.00054299i,-0.00021172-0.00037898i,-0.00022349-0.00038801i,0.00020103-0.00034506i,0.00016492-0.00014142i,-0.00049876-0.00034147i,-0.0011984-0.00059106i,-0.0013468-0.00074341i
0.00066707+0.0020796i,0.0011359+0.0019542i,0.0037137+0.0023575i,0.0040185+0.0019459i,0.0024055+0.00083287i,0.0010954+0.00077841i,-0.00010912+0.0014033i,-0.0012577+0.0018157i,-0.0023276+0.00070276i,-0.0026261-0.00039036i,-0.0017196+0.00048814i,-0.00094031+0.0011112i,-0.00072108+0.00077839i,-0.00011706+0.0008437i,9.7482e-05+0.00074413i,0.00041659-3.4631e-05i,0.0012718+0.0004068i,0.0013743+0.00063859i,0.0013038-0.00024059i,0.00075123-0.00052588i,0.00049409-5.5441e-05i,0.00087301-5.9361e-06i,0.00051612-0.00031616i
0.0028322+2.1456e-05i,0.00079516-0.00060842i,-0.00029189-0.0020611i,0.00010654-0.0031205i,0.00046526-0.003106i,0.0012387-0.0017589i,0.0017739-0.00021059i,0.0016921+0.00070428i,0.00091969+0.0020908i,-0.00013051+0.0028636i,-0.00031321+0.0026988i,-0.00018152+0.0013622i,-0.00039741+0.00038723i,-0.00092723+0.00080877i,-0.00048942+0.00060795i,-0.00031304+0.00030765i,-0.00093559+0.00075831i,-0.0005582+0.00053653i,-7.9096e-06-9.3428e-05i,-0.00020896-0.00072219i,-0.0003294-0.001029i,0.00024712-0.00027323i,0.0011155+2.2629e-05i
-0.00019077+0.0014802i,-0.00029197+0.0014965i,0.00061956+0.00059527i,0.0010541-0.00059613i,0.00090995-0.0013071i,0.00039502-0.0012555i,0.00033105-0.001612i,0.00064657-0.0014719i,0.0015028-0.00018585i,0.0020187+0.00016658i,0.0018698+0.00022204i,0.00090324+0.0003972i,0.00049609-0.00020867i,9.7848e-05-0.0008492i,-0.00010556-0.00099559i,-0.00015033-0.00089856i,-0.0010155-0.0012468i,-0.0010705-0.001817i,-0.001423-0.0010496i,-0.0014185-9.5739e-05i,-0.00079733+0.00017489i,-0.00083357-0.0009175i,-0.00057765-0.0010698i
-0.00082886-0.0013107i,-0.0026881-0.001122i,-0.0041929-0.00070552i,-0.0046227+0.00085005i,-0.0042344+0.0018851i,-0.0025025+0.001301i,-0.0015707+0.00051613i,-0.0009486-0.00080094i,0.001039-0.0018457i,0.001825-0.0019563i,0.0011847-0.0019658i,0.00030743-0.0016282i,0.00038208-0.00047833i,0.001398+0.00087517i,0.0013769+0.0013647i,0.00075022+0.0010049i,3.8527e-05+0.00015729i,-0.00079699-0.00020377i,-0.00052952+0.00058734i,-0.00020296+0.0012712i,-0.00065985+0.00086661i,-0.0011331+0.00042111i,-0.00052857-0.00039438i
-0.001691-0.00097809i,-0.0016226+0.00029411i,-0.0017763+0.0020054i,-0.0007535+0.0036648i,0.00056454+0.0035639i,0.0007169+0.0022497i,9.2673e-05+0.0012535i,-0.00074272+8.2224e-06i,-0.0015546-0.00099136i,-0.0018878-0.0008353i,-0.0018805-0.00051864i,-0.00080381-0.00072467i,0.00055364-0.00098196i,0.0011402-0.00095519i,0.0010556-0.0013125i,0.001106-0.0011022i,0.0011229-0.000267i,0.00096457+0.00047956i,0.0007911+8.042e-05i,0.00044467-0.00065863i,0.00073253-0.00038516i,0.0006445-5.2169e-05i,2.3609e-05-0.00063877i
0.0010395+0.00096755i,0.0015132+0.0012644i,0.0018037+0.00085702i,0.0016187-0.0002449i,0.0012136-0.0011613i,0.0010838-0.0005189i,0.00072385+0.0014142i,-0.00018072+0.0026476i,-0.0018477+0.0023187i,-0.0027674+0.0019478i,-0.002245+0.001935i,-0.0017362+0.0011451i,-0.0011524+8.3889e-05i,-0.00015415-0.00090761i,0.00013226-0.0011967i,-0.00021113-0.00079814i,-5.6545e-05-0.00035465i,-0.00010257-7.7663e-05i,4.0098e-05-0.00020379i,0.00034757-0.00072915i,0.0010559-0.00050555i,0.0011735-0.00022622i,0.00044163-0.00013511i
-0.00042215-0.00099898i,-0.00064852-0.0011729i,-0.00074874-0.00081915i,-0.0003012+0.00010951i,-0.00026175+0.00010771i,0.0011536-0.00031273i,0.0021177-6.5887e-05i,0.0020053+0.0010445i,0.0010951+0.0025131i,-0.00015814+0.0030077i,-0.00057113+0.0021633i,-0.00060084+0.0015479i,-0.0013051+0.001211i,-0.0014733+0.00072774i,-0.00127+0.00033905i,-0.0016934-0.00034174i,-0.00099215-0.00057026i,-0.00018471+4.3991e-05i,-0.00020179-7.9648e-06i,-0.00016048-0.00017479i,0.0002141+0.00010751i,5.6959e-05+0.00077628i,-0.00041764+0.0012644i
-0.0024664+0.003395i,-0.00025855+0.0033602i,0.0014469+0.0042981i,0.0015348+0.0039139i,0.0019933+0.0014987i,0.0023858-0.0010632i,0.0020322-0.0012149i,0.0025436-0.00027169i,0.0032762+0.0010978i,0.0037353+0.0024283i,0.0043955+0.0017609i,0.0032125+0.00035949i,0.0010236-0.00094308i,-0.00040981-0.0013075i,-0.00069537-7.7223e-05i,-0.00042198+0.0007355i,-0.00029617+0.00074871i,-5.3469e-05+0.00048726i,1.3357e-06-0.0001601i,-0.00033779-0.00050705i,-0.00051151-0.00020612i,-8.6066e-05+8.2167e-05i,-2.7099e-06+0.00028921i
-0.00045163+0.0014085i,0.00062418+0.0015195i,0.00082518+0.0018631i,0.00059613+0.0014636i,0.00071804+0.00043772i,-0.00035049-0.0008606i,-0.0013685-0.0024597i,-0.00092196-0.0032721i,0.00059724-0.0035826i,0.0021313-0.0032421i,0.0022072-0.0025546i,0.0012479-0.0017448i,0.00031447-0.0012202i,0.00020025-0.00048219i,0.00056788-0.00028524i,0.00026849+1.4801e-05i,0.00014836+0.00037959i,6.7449e-05+0.00022674i,-0.00032522-0.00014001i,-0.00077723-0.00037923i,-0.00088938+0.00043957i,-0.00086863+0.00054971i,-0.0015283-0.00052527i
-0.00078597+0.0011518i,-0.0018362+0.00091975i,-0.0016954+0.00064186i,-0.0011131+0.0008993i,-0.0012083+0.00083332i,-0.0015204+0.00072496i,-0.0013532-2.5546e-05i,-0.0016522-0.00088822i,-0.0017911-0.0017913i,-0.0022339-0.0031717i,-0.0018992-0.0030014i,-0.0013313-0.0019329i,-0.00054236-0.0021259i,-7.8974e-05-0.0024838i,0.00082169-0.0019456i,0.0016754-0.0011763i,0.00094199-0.00053714i,0.00049865-0.00014554i,0.00073702-0.000148i,0.00040408-0.00064476i,-0.00028398-0.0010433i,-0.0010635-0.00062306i,-0.00063557+4.9337e-05i
0.0004113-0.0012455i,0.0001054-0.00097719i,-0.00074499-0.0023688i,-0.0018191-0.0032669i,-0.0022887-0.0015211i,-0.0024031+0.0003645i,-0.0026035+0.0019308i,-0.0028508+0.0026709i,-0.0033395+0.0019398i,-0.0040287+0.0007779i,-0.0037234+0.00088553i,-0.002179+0.0011718i,-0.0016153+0.00089049i,-0.0013157+0.00075222i,-0.00061242+0.00063801i,-0.0001543-0.00025929i,-0.00072327-0.00081446i,-0.0012142-0.00078557i,-0.0010276-0.00091044i,-0.0008738-0.00058086i,-0.00060509-0.00027305i,-0.00061192-0.00010973i,-0.0010098+0.00043925i
0.0033381+0.00076401i,0.0027427-4.6715e-06i,0.0027252+0.0002505i,0.0016669+0.00017639i,0.00089824-0.0011196i,0.0010956-0.00053718i,0.0024253+0.0019834i,0.0029568+0.0041078i,0.0013229+0.0044979i,-0.00054102+0.0036562i,-0.0013171+0.0033956i,-0.0011038+0.0031545i,-0.0013307+0.0024339i,-0.0018631+0.0014391i,-0.0025985+0.00059482i,-0.0022613+0.00029308i,-0.0011847+6.8788e-05i,-0.0015581-0.0004404i,-0.001616-0.00037832i,-0.00092488+0.0003006i,-0.00050048+8.2005e-05i,0.00042098-0.00022487i,0.0010348-0.00020515i
0.0014748+0.002057i,0.001771+0.00089759i,0.0025228+0.00021182i,0.0033746-0.0010906i,0.0033458-0.0017819i,0.0018661-0.0020504i,0.0023456-0.0019386i,0.0044448-0.00065772i,0.0051376+0.00148i,0.0041876+0.0024055i,0.0035172+0.001689i,0.0032726+0.00096534i,0.0019565+0.0011566i,0.0001956+0.0020575i,2.627e-05+0.0025282i,0.00047336+0.0018793i,-0.00014789+0.00095825i,-0.00035563+0.00032786i,-0.00035869+0.00013889i,-0.00046202+0.0004273i,-0.00023977-1.2672e-05i,-0.00039424-0.00021355i,-1.896e-05+0.00039709i
0.00053702-0.0026087i,-0.00066556-0.0018175i,-0.0031336-0.0016705i,-0.0044189-0.00136i,-0.0035017+6.6845e-05i,-0.002141-6.6075e-06i,-0.00067738-0.0020489i,0.00027522-0.0039525i,0.0016016-0.0042844i,0.0030533-0.0038595i,0.0033435-0.0035253i,0.0025915-0.0026982i,0.0022715-0.0010183i,0.0018573+0.00069518i,0.0015422+0.00099331i,0.0010102+0.00064908i,0.00020435+0.00095314i,0.00033397+0.00098397i,0.0010979+0.000757i,0.0017868+0.00095975i,0.00099425+0.00063436i,0.00018625+0.00061773i,-0.00023835+0.00085913i
-0.0023221-0.00069832i,-0.001242+0.0010564i,-0.0008465+0.0022441i,0.00015186+0.0022188i,0.00030306+0.0027495i,5.3837e-05+0.0015541i,-0.0010329-0.00066573i,-0.0029145-0.0017036i,-0.0028082-0.0024735i,-0.0018453-0.0028169i,-0.00093294-0.0028728i,-0.00039628-0.0021449i,-2.7326e-05-0.00096021i,0.00088968-0.001049i,0.0015811-0.0013531i,0.002126-0.0011605i,0.0022065-0.00056883i,0.0015406-0.00062452i,0.0011327-0.00093559i,0.0011009-0.00074008i,0.00071663-0.00027365i,-1.63e-05-0.00022377i,-0.00043222-0.00047385i
-0.0011718+0.0012819i,-0.0003266+0.0024886i,0.00040968+0.0040227i,0.00040288+0.0041398i,0.00077884+0.0023479i,0.00051827+0.00037213i,-0.0011547+0.0014579i,-0.0029165+0.0034171i,-0.0037823+0.0030758i,-0.0037551+0.0015767i,-0.0034739+0.00028646i,-0.0036863-0.00016735i,-0.0039202-7.7862e-05i,-0.0024346-0.0011372i,-0.0011003-0.0020876i,-0.0016456-0.0013639i,-0.0017914-0.00052621i,-0.00087697-0.00012772i,-0.00082869-8.1781e-06i,-0.0013604-0.00076267i,-0.0010777-0.0010822i,-0.00031867-0.00069739i,-0.00027973+3.4786e-06i
0.00054278-0.0015508i,-0.00055269-0.0010135i,-4.8214e-07-0.0015829i,0.00020662-0.0011152i,-0.00066597-0.0004423i,-0.00016164+0.00077138i,0.0018319+0.002718i,0.0026832+0.0049759i,0.0018505+0.005407i,0.00067442+0.0043742i,-0.00031758+0.003329i,-0.00095703+0.002195i,-0.0011043+0.0020135i,-0.001323+0.0017851i,-0.0018563+0.00092731i,-0.0023303+0.0001787i,-0.0021632+0.00043255i,-0.00090296-0.00015514i,0.00029017-0.00052626i,-0.0004244-0.00019333i,-0.00090306-0.0002919i,-0.00017754-4.9806e-05i,-0.00028632+0.00070429i
-0.0012343+0.00046231i,-0.0015325-7.3374e-06i,-0.0012416+0.0011337i,-0.00027689+0.0021973i,0.00076002+0.001901i,0.0026137+0.00041773i,0.0045177-0.00088643i,0.0053006-0.00089624i,0.0050582+0.00020516i,0.0044109+0.001831i,0.004061+0.0018937i,0.0039503+0.0013017i,0.0028338+0.00093469i,0.00078299+0.0010619i,8.748e-05+0.0018981i,0.00045066+0.0019556i,0.00019553+0.0016952i,0.00032541+0.00089694i,0.00042105+0.00060045i,0.00011228+0.00086851i,-5.3331e-05+0.00035666i,0.00059306-3.8968e-05i,0.0010854-5.4323e-05i
-0.00030414-0.0010129i,1.912e-06-0.00039942i,-0.00087145+0.0002952i,-0.00095922+0.00061523i,-7.4776e-05-6.7362e-05i,0.00024582-0.0012104i,0.0014604-0.0027178i,0.0024727-0.0044671i,0.002599-0.00525i,0.0027772-0.0036427i,0.0028894-0.0019854i,0.0017992-0.0018357i,0.0013485-0.0017305i,0.002539-0.00049598i,0.0025971+0.00072003i,0.0019651+0.00056042i,0.0019709+0.0001273i,0.0018065-0.00024324i,0.00062496-0.00021915i,-0.00062831-8.8586e-05i,-0.001061-0.00073121i,-0.0003958-0.0013876i,0.00048343-0.00098089i
0.00010326-0.0017467i,-0.00045453-0.0012194i,-0.0016681+0.00019481i,-0.001287+0.00073852i,-0.00069307-0.00035407i,-0.0011654-0.0014635i,-0.0025109-0.0019586i,-0.0043238-0.0032503i,-0.005149-0.0036705i,-0.0041385-0.0033372i,-0.0028105-0.0036646i,-0.0021078-0.0030832i,-0.0014839-0.0024072i,0.00046128-0.0017256i,0.0022746-0.0013366i,0.0020295-0.00070171i,0.0010903-0.00043679i,0.00077038-0.00075575i,0.00052191-0.0003965i,-0.00018821+0.00030417i,-0.0001567+0.00019178i,-0.00021892-0.00010798i,-0.00038339-0.00013698i
0.0011426-0.00054861i,-0.00031167-0.00071216i,-0.0019442-0.00061884i,-0.002656+2.333e-05i,-0.0023074-0.00014418i,-0.0026198-9.8993e-05i,-0.0030193+0.0011894i,-0.0041881+0.0030878i,-0.005151+0.0036155i,-0.0045851+0.0023534i,-0.0041694+0.0014544i,-0.0032241+0.0012431i,-0.0021548+0.0014735i,-0.0018637+0.00083306i,-0.0010842-0.0010108i,-0.00046976-0.0019432i,-0.00046001-0.0015836i,-0.00075617-0.00071979i,-0.0010947-0.00044236i,-0.00090537-0.00059223i,-0.000898-0.00011094i,-0.00087861-3.3655e-06i,-0.00034095-0.000296i
0.00049114+0.00073984i,-0.00014423+0.0010501i,-0.00010735+0.0017001i,0.0017206+0.0011331i,0.0023274+0.00062195i,0.0017526+0.0015755i,0.0018624+0.0038035i,0.0012558+0.0059117i,0.00090986+0.0066091i,0.0013995+0.0065565i,0.0012168+0.0059245i,0.00050745+0.0047238i,-0.00019374+0.0032971i,-0.0012004+0.0024356i,-0.0016581+0.0023827i,-0.0010858+0.002062i,-0.00098961+0.0017623i,-0.00092501+0.0014397i,-0.00039446+0.0010057i,0.000235+0.00075839i,0.00046929+0.00011922i,4.1901e-05+0.00021735i,-0.00017311+0.00030331i
-1.8994e-05+0.00037561i,0.000563+7.6741e-05i,0.0010138+0.00055781i,0.0012042+0.00024546i,0.0012004-0.0004214i,0.0025976-0.00022475i,0.0052305-7.8581e-05i,0.0070637+0.00021311i,0.0076036+0.00061616i,0.006606+0.00075867i,0.0046335+0.00074753i,0.0038933+0.00073527i,0.0034973+0.00096216i,0.0023897+0.0016022i,0.00082152+0.0022477i,-0.00029293+0.0018764i,-0.00016556+0.00096727i,0.00040905+0.00059374i,0.00039238+0.00036331i,-0.00055386+0.00046473i,-0.0012585+0.00038557i,-0.00055137+0.00033355i,0.00016345+0.00021179i
-0.00052459+0.0016338i,-0.00044321+0.0022132i,0.0016134+0.003353i,0.0030089+0.0015097i,0.0033807-0.0020359i,0.0034031-0.0047445i,0.0036267-0.005286i,0.0040185-0.0048201i,0.0041232-0.0048537i,0.0036753-0.0043003i,0.0028042-0.0040899i,0.0017068-0.0038781i,0.0012129-0.0024015i,0.0010106-0.0011303i,0.00081147-0.00013032i,0.00080827+0.000834i,0.0016466+0.00036592i,0.0014684-0.00065418i,0.00040424-0.00059319i,-0.00018581-0.00017571i,-0.00013724+0.00040533i,-0.00023507-8.5511e-05i,-0.00039509-0.0002638i
0.00055116+0.00095964i,-0.0004382+0.0017127i,-0.0020092+0.0010751i,-0.0028456+0.00031616i,-0.0030042-0.0010453i,-0.0036324-0.0025417i,-0.0042397-0.003728i,-0.0044827-0.0040951i,-0.0049292-0.0042501i,-0.0047178-0.0045424i,-0.0040039-0.0041379i,-0.0037008-0.0030487i,-0.0024279-0.0019887i,-0.00079511-0.0013966i,0.00076053-0.0017039i,0.0006226-0.0018302i,-0.00039104-0.0014902i,-0.00031091-0.0012891i,-0.00015559-0.0010006i,-0.00011184-0.00056764i,0.00041673-8.1067e-05i,0.00055825-3.8957e-05i,-8.044e-05-0.00060869i
0.00037646+0.0014128i,0.00098531+0.00049637i,0.0007836-1.8976e-05i,0.00019501+0.00055299i,-0.00099893+0.0013603i,-0.0026837+0.0019699i,-0.004345+0.0025036i,-0.0058966+0.0028049i,-0.0067663+0.0028307i,-0.00635+0.0027319i,-0.0050428+0.0023681i,-0.0038912+0.0019268i,-0.0030537+0.0018464i,-0.0024894+0.0017277i,-0.0022989+0.0013367i,-0.0017253+0.00046665i,-0.0008611+5.1839e-05i,-0.00097245-0.00024833i,-0.00086968-0.00034936i,-0.00043178-2.4839e-05i,-0.00046973+0.00032102i,-0.00044938-8.8332e-05i,-0.00038132-0.00053403i
0.0019569+0.00049408i,0.0020823+0.0014803i,0.0024282+0.0018034i,0.0030564+0.0017849i,0.0023944+0.002156i,0.0011948+0.003528i,0.00036965+0.0056492i,-1.8431e-05+0.0072583i,-0.00023453+0.0076847i,-0.00052096+0.0072358i,-0.00017615+0.0059892i,0.00022672+0.0043313i,0.00013261+0.0025948i,-0.00039397+0.001751i,-0.0001193+0.0012351i,0.00025589+0.0011937i,-3.5601e-05+0.0005667i,-0.00027041-0.0001631i,-0.00038544-0.00052939i,0.00047436-0.00091602i,0.0012974-0.00072301i,0.00063083-0.00072238i,0.00029677-0.00082094i
0.0020823-0.0021447i,0.0012137-0.0023376i,0.00072374-0.0024843i,0.00093897-0.0028972i,0.0011855-0.0022594i,0.0028641-6.7099e-05i,0.005951+0.0014008i,0.0077616+0.0023964i,0.0077036+0.0033602i,0.0058861+0.0030191i,0.0042346+0.0024813i,0.0040914+0.0022647i,0.0037697+0.0013731i,0.0029185+0.00066811i,0.0018873+0.00064821i,0.00076434+0.00053766i,0.00017153-2.79e-05i,0.00024535-0.00073211i,0.0003507-0.0011346i,1.7046e-05-0.00063589i,-0.00018131+0.00061338i,-0.00053934+0.0012435i,-0.0010072+0.000942i
