-0.004359+4.6745e-05i,-0.0039238+0.0012238i,-0.0042292+0.0023013i,-0.002991+0.0021386i,-0.0014513+0.0015421i,-0.00098705+0.0017856i,0.00032276+0.0020445i,0.00063685+0.0022594i,0.00012458+0.0015525i,0.00080386+0.00067522i,0.00098152-0.00033843i,0.00011057-0.00081239i,-0.00043213-0.00082175i,-0.00060594-0.0013841i,-0.0006355-0.00075168i,-0.00041711-4.0264e-05i,-0.00029786+0.00014997i,-2.827e-05+0.0006837i,0.00031673+0.00059475i,0.00037914+0.00046855i,-9.8282e-05-0.00015686i,-0.00019777-0.00068175i,0.00069805+0.00035069i
-0.00074705-0.00038785i,-0.0017136-0.00055619i,-0.0013815-0.00078953i,-0.0008908-0.00054594i,-6.9399e-06+8.0397e-05i,0.0007674+0.00068119i,0.00057967+0.00049055i,0.00059073+0.00027878i,0.00080442+8.936e-05i,0.00029218-3.7244e-05i,-0.00034325+0.00015405i,-0.00085895+4.4608e-05i,-0.00093073-0.00046449i,-0.00084542-0.0010617i,-0.00025297-0.00086148i,0.00053837-0.00023599i,0.00057633+0.00061753i,-4.3819e-05+0.001168i,0.00028005+0.001456i,0.00047029+0.0010649i,-0.00012042+0.00052481i,-0.00018641+6.6898e-06i,-0.00070036-0.00042366i
0.00047342-0.0021837i,-0.0003549-0.0021781i,-0.0012187-0.001338i,-0.00081778-0.00041627i,-0.00026287+0.00053182i,9.9796e-06+0.00065013i,0.00034611+0.0012207i,0.00067526+0.00093943i,-9.6637e-05-0.00015337i,-0.0013161-0.00061928i,-0.0011175-0.00025207i,-0.00068211-0.00024189i,-0.0010284-0.00085249i,-0.001355-0.00061956i,-0.0013529-0.00035284i,-0.00082184-0.00027781i,-3.7292e-05+8.3407e-05i,0.00031225+0.00040842i,-0.00010353+0.00055699i,-0.00069602-4.4019e-05i,-2.2637e-05-0.00016539i,-1.5788e-05-0.00021158i,-0.00020501-0.00089105i
-0.00019347+0.00025562i,4.8883e-05-0.00026553i,0.000642-0.00036079i,0.00042922-0.00036745i,0.00071937-0.00081544i,0.00071274-0.00047956i,9.6185e-05+0.00028531i,8.9985e-05+0.00031361i,0.00051442-0.00039842i,0.00084974-0.00065875i,-8.9847e-05-0.00038732i,-0.00092383-0.00041776i,-0.0011387-0.00015502i,-0.0012466-0.00034143i,-0.0011631-0.00053603i,5.959e-06-2.0592e-05i,-0.00023586+0.00066849i,-0.0010799+0.00045614i,-0.00026796+0.00048733i,-0.00031856+0.00061719i,-0.00086174-2.3183e-05i,-0.0006578+6.5589e-05i,-6.3707e-06-0.00051504i
-0.0015655-0.00065186i,-0.0010425-0.00087069i,-0.00038333+0.00027646i,0.00064341+0.0014792i,0.0013256+0.0015126i,0.00098636+0.0014992i,0.00060595+0.0014782i,0.00039616+0.0001622i,0.00030712-0.00086727i,0.00041896-0.0018345i,0.00086334-0.0026168i,0.0010308-0.0016752i,0.001026-0.00073209i,0.00021854+9.2776e-05i,-0.00088436+0.0005288i,-0.00079622+0.00050058i,-0.00028687-1.1407e-05i,0.00028116+0.0001134i,-1.4874e-05+0.00057035i,-0.00018804+0.00034808i,0.00041471+0.00046022i,0.00043516+0.00045412i,0.00036529+0.00063351i
-0.00047708-0.0018371i,-0.0013852-0.0019166i,-0.0025463-0.0021927i,-0.0024383-0.0009426i,-0.0010691+0.00011358i,-9.3127e-05+0.00063088i,0.00060356+0.00090643i,0.001445+0.00054723i,0.0011368-0.0007398i,0.00068254-0.002036i,0.0010132-0.0019245i,0.00084671-0.0010597i,-0.00055642-0.00044187i,-0.00098282-0.00026114i,-9.5645e-05+0.00017167i,-0.00014542+0.00074884i,7.1015e-06+0.0010453i,0.00047676+0.0006443i,7.8461e-05+0.00024219i,-0.00011929+0.00038804i,0.00032004+0.00041395i,0.00064097+0.0002211i,0.00045582-0.00019899i
0.00031133-0.0014569i,0.00020825-0.00078209i,0.0004449-0.00095171i,-0.00061405-0.0012859i,-0.0019299-0.0013038i,-0.00097914-0.00056742i,0.0004223+0.00019387i,0.0011976-0.00062343i,0.0013099-0.0012492i,0.00021181-0.0011716i,-0.00010912-0.00082181i,0.00057624-0.00030357i,0.00086211-0.00054048i,0.00087938-0.0012708i,0.00022675-0.001119i,-0.00067051+0.00013663i,-0.00083402+0.001227i,-0.00082933+0.001958i,-0.00056374+0.0022387i,-0.00020408+0.0010607i,-0.00066977+0.00042813i,-0.00093213+0.00077842i,-0.00018292+0.00035503i
0.0011711-0.0003457i,0.00014341-0.00065754i,0.00022485-0.0007657i,0.00046647-0.0002918i,-0.00053855-0.00083658i,-0.0010667+2.6956e-05i,-0.00078093+0.0018252i,-0.00031664+0.0015721i,0.00043179+0.00038752i,0.00050008+0.00010217i,0.00034744-0.00031774i,0.00065826-0.0011677i,0.00066614-0.001086i,0.00018629-0.00043894i,-0.00016195-0.00045155i,-0.00031767-6.8296e-05i,0.00066811+0.0011381i,0.00092723+0.00035756i,0.0001329-0.00074646i,-0.0001079-3.7324e-05i,-0.0001378+0.00028802i,-0.00030039-0.00020582i,-0.00028828+0.00010582i
-0.000523-1.7461e-05i,-0.0016568+0.00040592i,-0.0017085+0.00056181i,-0.00049557-0.00058588i,0.00013053-0.00088362i,0.00048252-0.0001535i,0.00060474+0.00067324i,0.00061173+0.00042253i,0.00026132-0.00036826i,-0.00020075-0.00054291i,-0.00049474-0.0010722i,-0.0012195-0.0019397i,-0.00159-0.0018321i,-0.00082946-0.00080029i,-0.00010961-0.00066404i,-6.7211e-05-0.00075076i,-0.00045538-0.00030018i,-0.00075389-0.00031036i,0.00013562-0.0004172i,0.00060834-0.00032979i,-4.3803e-06-0.00059414i,-0.00030795-0.0004705i,-0.00059808-1.0241e-05i
-0.00071675+0.00048024i,0.00068158-0.00083023i,0.0020759-0.00075334i,0.0015549-8.2162e-05i,0.00045604-0.00075303i,0.00050472-0.0010219i,0.0007163+0.00025724i,0.00064525+0.00074757i,0.00016626+0.0001284i,-0.00072257+8.5779e-05i,-0.0019108-1.1756e-05i,-0.0023152-0.00040561i,-0.0020708-0.0010677i,-0.0026977-0.0013688i,-0.0023174-0.0011021i,-0.0012897-0.00023305i,-0.00092237+0.00015184i,-0.00021827+6.4986e-05i,0.0005359+0.0002934i,0.0008662+0.00061338i,0.00070076+0.00088201i,0.00051016+0.0012383i,-0.00041176+0.0011867i
-0.00047096+0.00011572i,-0.00079857+0.00057914i,0.00023974+0.00082714i,0.00027515+0.00024478i,7.4679e-05-0.0009636i,0.00041385-0.00062028i,0.00018023+0.00028038i,0.00034363+0.0005981i,0.00081241+0.00026124i,0.00039252-0.00067616i,-2.9307e-05-0.0010313i,0.00019017-0.00073187i,0.00049939+0.00042994i,-0.00014808+0.0014933i,-0.00050176+0.0011423i,-0.00020892+0.00020945i,-0.00023973-0.00023023i,-6.9536e-05+0.0006733i,-0.00010663+0.0014582i,-0.0003875+0.0014376i,-6.9713e-05+0.00099778i,0.00036646+0.00012289i,0.00058564+3.2948e-05i
-0.00085408+0.00088938i,-0.00018228-0.00024933i,0.00084588-0.00016659i,0.0010903+0.00031869i,0.0007556+7.9032e-05i,0.0012652-0.00038505i,0.0011479+0.00018481i,0.00074453+0.0001484i,0.0011098-0.00073856i,0.0011089-0.00071833i,0.00068625-0.0002473i,0.0006267-0.00059891i,-8.3287e-05-0.00062223i,-0.0011665+8.0699e-05i,-0.0014571+0.00071143i,-0.0016675+0.0013161i,-0.0019224+0.0010835i,-0.0015749+0.00098393i,-0.00085118+0.0011581i,-0.00045766+0.00040972i,-0.00014035+0.0005637i,-9.9896e-05+0.00052265i,-0.00062521+8.5969e-05i
-0.0010299-0.00058178i,0.00012141+0.00045021i,0.00034533+0.0012285i,0.00077525+0.0008415i,0.00097491-0.00011151i,0.00031617-0.00026363i,-0.00030759-8.1375e-05i,-7.4327e-05+0.00019838i,0.00041916+0.0006552i,-2.9958e-05+0.00020109i,-0.00032916-0.00087872i,0.00043491-0.00090877i,0.0015197-0.0010038i,0.00101-0.0013594i,0.00035488-0.0017321i,0.00023277-0.00049148i,0.00017731+0.001215i,-0.00039163+0.00072706i,-0.00021634-0.00027487i,0.00035269+1.0073e-05i,0.00011774+0.00056404i,0.00017982+0.00080424i,0.00055561-0.00023461i
-0.00042507+0.00084937i,-0.00043973+0.00055108i,-0.0010997+0.00055115i,-0.00066853+0.00092323i,-0.00011395+0.0011715i,-0.00039905+0.00065892i,-0.00044825+0.00075098i,0.00011821+0.00096412i,0.00075351-0.00048462i,0.00087505-0.001511i,0.00036873-0.0014805i,-0.00025552-0.0016898i,-0.00050599-0.0013761i,3.4384e-05-0.00063927i,0.00047557-0.00034875i,0.00044578-0.0001625i,-0.00010493+0.00059231i,-0.00069118+0.0010604i,-0.00041725+0.00066973i,4.7053e-05+0.00058049i,0.0009308+0.00050836i,0.00061359+0.00020143i,0.00032886+0.00048322i
0.00063648-0.00060209i,0.00084115-0.00084988i,0.0014673-0.0015036i,0.00083558-0.0017604i,-7.3499e-06-0.0019827i,-0.00073681-0.0010565i,-0.0008793+8.0761e-05i,-0.00084192+0.00024971i,-0.00077158-0.00069529i,-0.00076656-0.0017385i,-0.00095317-0.0025967i,-0.0014826-0.0023839i,-0.0017831-0.0015451i,-0.00042031-0.0013198i,0.00121-0.00089639i,0.00031788-0.00030446i,-0.0008779+0.00025851i,-0.00028335+0.000446i,0.00071044+0.00032719i,0.00053503-8.3974e-06i,0.00033772-0.0006509i,7.0914e-05-0.00093523i,-8.8019e-05-0.00089057i
-0.00027984-0.00052059i,0.0011579+6.155e-05i,0.0010571+0.00094825i,0.00092258+0.00074104i,0.0011912-5.2851e-05i,0.00087445-0.00017284i,0.0011225+0.00067307i,0.0012393+0.0012134i,0.00012809+0.00023207i,-0.0012926-0.00030358i,-0.0012854-0.00065245i,-0.00053403-0.0013119i,-0.00099179-0.00053365i,-0.0012444+0.001032i,-0.00032157+0.0015255i,0.0003928+0.001242i,0.00029634+0.0012667i,3.5847e-05+0.0013333i,0.0001762+0.00067631i,0.00023417+0.00021462i,0.00021433-0.00029297i,-0.0001697-0.00044083i,-0.00059121-6.0769e-05i
8.7831e-06+0.0025361i,0.00024838+0.0015121i,0.00073948+0.0015936i,0.0012717+0.0010411i,0.0018292-8.0348e-05i,0.0021689-0.00057343i,0.0015942+4.3365e-05i,0.0014986+0.0017227i,0.00081396+0.0014514i,-2.2009e-05+0.00049328i,-0.00026239-0.00019453i,-0.0012683-0.00023187i,-0.0021173+0.00029102i,-0.0022939+0.00026277i,-0.0011992+0.00070227i,-0.00052738+0.0013311i,-0.00035796+0.0016267i,3.4461e-05+0.001264i,0.00016288+0.00070161i,7.9141e-05+0.00046212i,0.00024231+0.00016901i,0.00014765-2.1834e-05i,-0.00049842+0.0005062i
-0.0017515-0.00041439i,-0.0023956+0.0012072i,-0.0018106+0.0023425i,-0.00030143+0.001681i,0.00082168+0.00063148i,0.0015426+0.00068776i,0.0012984+0.0012112i,0.00056403+0.00058229i,0.00034192-0.00083383i,0.00013589-0.00092729i,-0.00041315-0.00046003i,-0.00036316-0.00065637i,0.00012141-0.0009737i,0.00055376-0.00070701i,0.00014164-0.00044595i,-0.001001-6.533e-05i,-0.0016504+4.4232e-05i,-0.0010377-9.2255e-05i,-0.00042547+0.00011402i,-0.00027831+0.00045432i,0.00028571+0.00058981i,0.00064561+0.00036066i,0.00063391-0.00024894i
-0.0019474-0.0019358i,-0.0013608-0.00095917i,-0.0017942-2.5237e-05i,-0.0023284+0.00064636i,-0.00094911+0.00026158i,0.00046492+0.00026284i,-5.5294e-05+0.00086738i,-0.001027+0.00013746i,-0.00074847-0.00069876i,-0.00036375-0.00034221i,8.0643e-05+0.00010807i,0.00070209+0.00025286i,0.00097647+0.00021981i,0.0010819-0.00048823i,0.00054915-0.00072472i,-0.00086274-0.00038221i,-0.0012797-0.00014996i,-0.00075597-0.00023879i,-0.00014234-0.00034158i,0.00038552-0.00064992i,0.00065417-0.00090987i,0.00049095-4.7113e-05i,0.0002297+0.00048703i
-0.00022818+2.2009e-05i,7.855e-05+0.00019246i,0.0011292+0.0005441i,0.0021592+0.00086593i,0.0015828+0.00036669i,0.00029967-0.00036532i,0.00030174-0.00043655i,0.0006903-1.9748e-05i,0.00066451+7.595e-05i,0.00089978-0.00073009i,0.0012113-0.001088i,0.00046426-0.00098405i,7.5071e-06-0.0011528i,-0.00012357-0.0012251i,-0.00055316-0.00066914i,-0.0001856+0.0001581i,-0.00060494+0.00056936i,-0.00096901+0.0013216i,0.00010202+0.0013338i,0.00045671+0.00084238i,0.0003501+0.00029818i,0.00056073+0.00056265i,4.4612e-05+0.00084437i
0.0006651+0.0015637i,0.0011264+0.00097978i,0.001885+8.93e-05i,0.0027233+0.00028744i,0.0025833+0.00013938i,0.0010788-0.0011555i,0.0010724-0.00076486i,0.0019853+0.00022809i,0.0016939-0.00020865i,0.0011982-0.00079332i,0.00089697-0.0014789i,0.00080171-0.0024736i,0.00015105-0.0016964i,-0.00078847-0.00084102i,-0.0013855-0.0006217i,-0.0013423+0.00026123i,-0.00086154+0.000786i,-0.00020621+0.0010342i,1.8637e-05+0.0011407i,-2.7745e-05+0.00098504i,0.00051194+0.00083211i,0.00098589+0.00039837i,0.00048037+0.00017053i
0.00051576-0.0022407i,-0.0014824-0.0026583i,-0.0021383-0.0031186i,-0.0015467-0.0021334i,-0.0013567-0.0011368i,-0.00019775-0.00023841i,0.00052744+0.001071i,0.00028981+0.0016814i,0.00024741+0.00082687i,-0.00012424-0.00020717i,-0.00050415-0.0010013i,-0.00043156-0.0014537i,-0.0010553-0.0011159i,-0.0015343+0.00010472i,-0.0013062+0.00043528i,-0.00051369+0.00047106i,6.005e-05+0.0010154i,-0.00033131+0.0010891i,0.00011338+0.00098661i,0.0004786+0.0011937i,-0.00016121+0.0013113i,-0.00065348+0.00093368i,-0.0005737+0.00055059i
0.00087721-0.0013895i,0.00053086-0.00082105i,0.00060575-0.00091851i,0.00098319-0.0015713i,0.00086519-0.0018128i,0.00031017-0.00065672i,-0.00027933+0.00078829i,-4.0889e-06+0.0013044i,0.00011416+3.1713e-05i,-0.00083536-0.00090521i,-0.0011536-0.0011084i,-0.00071423-0.0013736i,-0.0009606-0.00064914i,-0.0011939+0.00067048i,-0.0014189+0.0012028i,-0.0016529+0.00060025i,-0.00058549+0.00066642i,6.0625e-05+0.00091813i,0.00010921+0.0011221i,-5.624e-05+0.00094199i,-0.00017038+0.00040822i,0.00026861+0.00062808i,0.00037718+0.0012385i
-0.00029465+0.0010991i,4.1958e-05+0.00037274i,0.00013765+3.9965e-05i,0.00094257+0.00063278i,0.0015595+0.00072991i,0.0011742+0.00081421i,0.0004733+0.0012046i,0.00041003+0.00013215i,0.00064214-0.0011146i,-0.00018614-0.0014733i,-0.00077014-0.0012947i,-0.00094745-0.00048496i,-0.00089623-5.3526e-05i,-0.00078047-0.00013954i,-0.00055798-0.00051105i,4.7537e-05-0.0006945i,-0.00040985-0.000171i,-0.0002861-0.00016858i,0.00050195-0.00057184i,0.00071017-0.00073609i,0.0001853+1.9258e-05i,-0.00022019+0.00044183i,0.00048167-0.00042211i
0.00018924+0.0021766i,0.001078+0.0020942i,0.0011672+0.0022737i,0.0010381+0.002121i,0.00072596+0.0004984i,0.00011815-0.0011529i,0.0003587-0.0013595i,0.0010039-0.0008917i,0.00094459-0.00082398i,0.00018623-0.0014615i,-0.00038496-0.0021733i,-0.00013903-0.0014537i,-0.00018583+0.00043951i,1.9586e-05+0.0013962i,0.00042887+0.00049187i,0.00071995-0.00023873i,0.00021535+0.00013i,-0.00039243+0.00060177i,-0.00062506+0.00047091i,-0.00059737-7.294e-05i,-0.00012246+0.00025649i,0.00014872+0.00052027i,0.00012103+0.00034094i
0.00019089-0.00017841i,0.00056248-0.0012677i,0.0010861-0.00084249i,0.00063855-0.00026994i,0.00014857-0.0017176i,0.00034847-0.0021686i,0.00047317-0.00037013i,0.00053877+0.00031082i,0.0010983+0.00022304i,0.00091627+0.00025002i,0.00085439-0.00058904i,0.0009706-0.0010867i,0.00053763-0.00046875i,0.00022957+0.00058471i,0.00049968+0.00067929i,0.00058509+4.7403e-05i,4.9582e-05-0.0003959i,3.4296e-05+3.3488e-05i,4.9094e-05+0.00071428i,7.6077e-05+0.00025387i,-0.00031806+0.00013651i,-0.00053357+0.00039954i,0.00018452+0.00019828i
0.0025149-0.0030435i,0.0010102-0.0039052i,0.00026118-0.0045388i,-0.00083038-0.0047488i,-0.0015445-0.0026822i,-0.00054895+0.00018316i,0.0011207+0.0022707i,0.0016139+0.0020509i,0.0012889+0.00031904i,0.0011975-0.00097093i,0.0014609-0.00065881i,0.0013448+0.00013691i,0.00067408+0.00055617i,0.00016042+8.3486e-05i,0.00035106-0.00078759i,-0.0001657-0.00063131i,-0.00075748+0.00056208i,-0.00063263+0.0012917i,-0.0004596+0.00115i,0.00022396+0.0010977i,0.00078906+0.0010238i,0.0004308+0.00051573i,0.00045873-0.00041019i
0.0015587-0.0021344i,-0.00036045-0.0024347i,-0.00034748-0.001443i,-9.8468e-06-0.00096453i,-7.7606e-05-0.0018034i,0.00064468-0.0012965i,0.001455+0.00046464i,0.00097107+0.0013589i,0.00038995+0.0010602i,8.4556e-05-0.00033259i,0.00070274-0.0015566i,0.00085399-0.0016904i,-8.0404e-05-0.0014354i,-0.00057467-0.0011037i,-0.0011856-0.00052206i,-0.0015148-0.00040275i,-0.000962-0.00018837i,-0.00055154+0.00036761i,-0.00060651+0.00084008i,-0.00030863+0.0001594i,-0.00011683-0.0007753i,-0.00061802-0.00063365i,-0.00081763-0.00054068i
0.00010201-0.0012669i,-3.6884e-05-0.00096887i,-6.4483e-05-0.00070021i,0.00010317+0.00049849i,6.5486e-05+0.00091529i,-0.00040072+0.00056575i,-0.00086124+0.0004158i,-0.00072552-0.00092669i,-0.00023552-0.0020466i,0.00022474-0.0018539i,0.00050364-0.001124i,5.6468e-05-0.00083831i,-0.0004572-0.00076288i,-0.00055474-0.00012456i,-0.0006994+0.0003924i,-0.00083234+0.00057048i,-0.0011488+0.0003324i,-0.0013446-0.00052585i,-0.00068336-0.00069702i,0.00015105-1.7395e-05i,5.962e-05+8.3765e-05i,7.1969e-05+0.00019709i,0.00059194+0.00036719i
-0.00029077+0.00032505i,-0.0002097+0.00045722i,-0.0006572+0.00024605i,-0.00066838+0.00064082i,-0.00027674+0.00047494i,-0.00052509-0.0010597i,0.00014694-0.00083882i,0.0012099+4.4014e-05i,0.0017467-0.0005694i,0.0015546-0.0014612i,0.00062849-0.0017611i,-0.00050374-0.00085414i,-0.0017079+0.00037644i,-0.0015824+0.0012534i,-0.00058231+0.0014805i,0.00025244+0.0011586i,0.00019126+0.0010882i,-0.00041882+0.0011389i,-0.00047244+0.0014328i,2.0224e-05+0.0012957i,0.00033936+0.0010572i,5.9504e-05+0.00052918i,-9.8727e-05+8.6061e-05i
-0.00021005-0.0010515i,4.9756e-05-0.00042143i,0.00037285-0.00032046i,0.00012232-0.0005816i,0.00015494+5.0797e-05i,0.0010917+0.0002615i,0.0011518+0.00024219i,0.0017074+0.00032411i,0.0021617+0.00053117i,0.0012511+0.00036033i,0.00011175-0.00070194i,-0.00048042-0.00095813i,-0.00012182-0.00062423i,0.00037182+0.00010082i,-9.5807e-05+0.00057576i,-7.8876e-05+0.00031377i,0.00027372+0.00022109i,0.00023207+0.00017239i,3.1483e-05-3.9752e-05i,-1.0452e-05+0.00025991i,1.3807e-05+0.00053123i,-0.00051803+0.00058245i,-0.00041941+0.00047015i
0.0027688-4.379e-05i,0.0027755-0.0021062i,0.0027128-0.0033673i,0.001626-0.0028715i,3.6367e-05-0.0014581i,0.00054542-0.00018223i,0.0010055+0.0017905i,0.00087477+0.0032985i,0.00087153+0.0028368i,0.00050278+0.00029034i,0.0005232-0.0019905i,0.00036389-0.0028958i,0.00038999-0.0018124i,0.00065847+3.6338e-05i,0.00066021+0.0013844i,-0.00018838+0.001795i,-0.0005206+0.0013063i,-0.00019445+0.0010861i,-0.00074548+0.00088541i,-0.0012291+0.0006865i,-0.0008151+0.0010054i,-7.4206e-05+0.00081064i,-0.00032115+0.00059543i
0.00032014-0.00112i,-0.00064707-0.00068491i,0.0002578+6.9061e-05i,0.001409-0.00030881i,0.0010151-0.0011443i,-0.00024502+6.4587e-05i,-0.00056841+0.0014755i,-0.00085978+0.0011295i,-0.0014672+0.00026933i,-0.001727+6.6744e-05i,-0.0012954-0.00021519i,-0.00070487-0.00090404i,-0.00030422-0.00031415i,-6.8642e-05+0.00022013i,-0.00045066-0.0004532i,-0.0011999-0.00020343i,-0.0014502+0.0004846i,-0.00090318+0.00043932i,-0.00048829+0.0013665i,-0.00065044+0.0013965i,-0.00083424-0.00015889i,0.00032646-0.00053066i,0.0012431+1.7804e-05i
0.0010491-0.00040289i,0.00029167-0.00085514i,0.0001101+7.8555e-05i,0.0019368+0.00056509i,0.0029266+0.0010518i,0.00085436+0.00068113i,-0.00057192-0.00025618i,-0.00038974-0.00013748i,-0.00038365-0.00044412i,-0.00024402-0.00088545i,0.00022019-0.00083233i,-3.5578e-05-0.00092021i,-0.0011024-0.0012107i,-0.0010292-0.0014414i,-0.00036345-0.0011638i,-0.00058776-0.00018062i,-0.0020208+0.00042177i,-0.0018262+0.0003481i,-0.00025745+0.0003518i,0.00057137+0.00029208i,0.00078628-0.00033096i,0.00040282-0.0003617i,3.0061e-05-4.6562e-05i
-0.0031889+0.00038541i,-0.0036575+0.0019375i,-0.0041445+0.0028384i,-0.0034625+0.0018262i,-0.0015179+0.0017741i,-0.00030698+0.0022309i,-0.00021854+0.00067606i,0.00011898-0.00089397i,-3.3225e-05-0.0014223i,-0.00070447-0.0016681i,-0.00047814-0.0014243i,0.00036877-0.00095555i,0.00021648-0.00041716i,-0.00047694+0.00011532i,-0.00038939+0.00061404i,-0.00022693+0.00064577i,-0.00020291+0.00036854i,-0.00038602+0.0002802i,0.00043599-2.0013e-05i,0.0010466-0.00060057i,0.00088992+2.0991e-06i,0.00053157+0.00085456i,0.00010998+0.00039773i
7.8282e-05-0.00026654i,-0.00029413-0.0017258i,-0.00052446-0.0024938i,0.0001702-0.0021769i,0.00066701-0.0016785i,0.0010894-0.0017766i,0.0023611-0.0015819i,0.0032526-0.00029826i,0.0034112-0.00055678i,0.0025744-0.0013961i,0.0012081-0.00091046i,0.00042311-0.00066011i,0.00015637-0.00082096i,-3.3965e-05-0.00069229i,-0.0005999+0.00011345i,-0.00066791+0.00077277i,-6.5817e-06+0.0013393i,-0.00025257+0.0016191i,-0.00029743+0.00096834i,6.0132e-05-0.00011163i,0.00051846-0.00040809i,0.00039378-0.00079527i,-6.9896e-05-0.00096088i
-0.00056732+0.0004556i,-8.9097e-05+0.0005071i,0.0011213+0.0012032i,0.0019587+0.00049606i,0.0016058-0.00050964i,0.00080092-5.1879e-05i,0.00073325+0.0021616i,0.0011991+0.0031485i,0.00049537+0.0020464i,-6.6897e-05+0.00065681i,0.0012518-0.00031252i,0.0022193-0.00086507i,0.0014861-3.3654e-06i,0.00016782+0.00099701i,-0.00037205+0.0010934i,0.00026568+0.0013811i,0.00024279+0.0016462i,-0.00081744+0.0012911i,-0.0013049+0.00078491i,-0.00081735+0.00042248i,0.00020644-0.00015745i,0.00071013-0.00024778i,0.0007042-0.00015576i
0.00097808+0.0015717i,0.0018026+0.0022267i,0.0022392+0.0017304i,0.0018988+0.00016877i,0.0021134-0.001082i,0.0012682-9.3353e-05i,-0.00050832+0.0012932i,-0.0012958+0.0014974i,-0.0010426+0.00031984i,-0.00081645-0.00087373i,-0.00051994-0.001739i,0.00051918-0.0013901i,0.00055043-0.00021686i,0.00024996+0.0007722i,0.00041398+0.0012969i,7.2977e-05+0.00099529i,-0.00066298+0.00067363i,-0.000953+0.00072811i,-6.6747e-05+9.7557e-05i,0.00017435+0.00039642i,-0.00038853+0.0012471i,-0.00054177+0.00052559i,-3.9633e-05-0.00041255i
0.0012909-9.7461e-05i,0.0012323-0.00035578i,0.0011903-0.00023851i,0.0017894+0.0006845i,0.0020486+0.0015121i,0.00051052+0.001631i,-0.0013141+0.0010965i,-0.0015417-0.00059003i,-0.0012583-0.0020083i,-0.0014986-0.00259i,-0.0010778-0.0017745i,-0.0011112-0.00090527i,-0.0015916-0.00073576i,-0.001072-0.00065008i,-0.00038124+6.4862e-06i,-0.00060579+0.00035495i,-0.00034188+8.5546e-05i,-2.9816e-05-1.0512e-05i,-0.00034735-4.6198e-05i,-0.00038383+0.00063988i,-8.291e-05+0.00072588i,-0.00017419+0.00035748i,0.00019279+0.00037185i
0.0002679-0.00020856i,0.00065909-0.00047666i,0.0012481-0.0019838i,0.00085479-0.0022136i,-0.00015877-0.00147i,-0.0011282-0.0010686i,-0.00052666-0.0021128i,0.0014316-0.0024399i,0.0027263-0.0016957i,0.0011857-0.0021861i,-0.00073542-0.0021757i,-0.0017106-0.0016659i,-0.0010793-0.0017928i,5.4841e-05-0.0015649i,0.00025943-0.0011779i,0.00036502-0.00017377i,0.00046328+0.00022894i,0.0011173+0.00011366i,0.0016655+0.00061579i,0.00065321+0.00082776i,3.4085e-05-0.00010244i,0.00062675-0.00028868i,0.00031881+0.00036494i
0.00025032+0.00062519i,0.00077624+0.00068138i,0.00056804+0.0012688i,0.0010927-5.6554e-05i,0.0019043-0.0016711i,0.0025027-0.0022309i,0.002614-0.0011112i,0.0029136+0.00048236i,0.0028718+0.00060338i,0.0021022-0.00061579i,0.00091143-0.0013558i,-0.00034395-0.0011314i,-0.00060817-0.00097288i,-0.00093425-0.0013981i,-0.0010373-0.0012457i,5.8123e-05-0.00043614i,0.0012105+0.0006138i,0.0012075+0.0006239i,0.0012738+0.00079222i,0.00094735+0.0013406i,0.00054281+0.00089359i,0.00023445+6.1074e-05i,0.00020552-0.00064048i
0.0016293+0.00071016i,0.0024434+0.0011228i,0.0031152-0.00018828i,0.0028655-0.0015187i,0.0031153-0.0016317i,0.0032351-0.00077825i,0.0020691+0.0012753i,0.0010832+0.0025255i,0.00095778+0.0020696i,0.0011814+0.0011553i,0.00059514+0.00050818i,-4.6221e-05+0.00049785i,-0.00026648+0.00056233i,-0.0013975-0.00032433i,-0.0016168-0.00057196i,-0.00085005-0.00037862i,-0.00053835+0.0006827i,-0.00061299+0.0013516i,-0.0006229+0.00066375i,0.00012328+0.00053222i,0.00060149+0.00073824i,0.0010762+0.00075027i,0.0010137+0.00069013i
-0.00072371+0.0010307i,-0.00026158+0.0015587i,-0.00037695+0.001132i,0.00085361+0.00051915i,0.0022006+0.00064405i,0.0016475+0.0012495i,-0.00012151+0.0026394i,-0.0013421+0.0032976i,-0.0018979+0.0022021i,-0.0015604+0.0014839i,-0.00032874+0.00075234i,0.00059919+0.00012845i,4.9012e-05-3.4707e-05i,-0.0013697+0.00077038i,-0.0016672+0.0010219i,-0.0014893-2.5403e-05i,-0.00099297-0.00046604i,-0.00043947+0.00017132i,-0.00030843+0.00089713i,-0.00042616+0.0008501i,-0.00049774+0.00084202i,-0.00076238+0.0011804i,-6.3232e-05-0.00015915i
-0.0010264-0.0020208i,-0.0013874-0.00081344i,-0.0008963+0.00027672i,4.8497e-05+0.00069833i,-0.00012847+0.00062209i,-0.00077259+0.00091958i,-0.0017696+0.00039179i,-0.0018084-0.0014071i,1.7801e-06-0.0021513i,0.00024974-0.0018947i,-4.3525e-05-0.0017269i,0.00081836-0.0011418i,0.00083968-0.00089516i,0.00020114-0.00057461i,-0.00029222+5.0341e-06i,-0.00089299-0.00030287i,-0.0010334+0.00014406i,-0.00032041+0.00058349i,0.00034883+2.7854e-05i,-0.00033022+0.0001165i,-0.00093538+9.4035e-05i,-0.00020785-0.00012378i,-0.00011889-0.00018103i
