0.0053475-0.00086947i,0.0030585-0.0028425i,0.00042964-0.0060565i,-0.0011727-0.0059391i,-0.0015774-0.0040161i,-0.0013696-0.00061396i,0.00034776+0.0014822i,0.0016691+0.0012497i,0.0014986-1.8032e-05i,0.0010791-0.0013164i,0.00072932-0.0007673i,-0.00043608+0.00059862i,-0.00091125+0.0012346i,-0.00045703+0.0019624i,-0.0014794+0.0020203i,-0.0023428+0.0010993i,-0.0012706+0.00063023i,-0.00014698+0.00024693i,-2.9067e-05+0.00035931i,-0.00046061+0.0008892i,0.0001316+0.00034087i,0.00049014-0.00097739i,-0.00043383-0.00089812i
0.0010851+0.0005149i,0.0026572+0.0017936i,0.0036334+0.0042092i,0.0038491+0.0039133i,0.0042077+0.0014381i,0.0048566-0.0011462i,0.0057477-0.0030778i,0.0045433-0.0031413i,0.0035138-0.0020037i,0.0034672-0.0010937i,0.0021965+0.00032689i,0.0025157-0.00012297i,0.002856-0.0029937i,0.0014998-0.0038856i,9.8528e-05-0.0029692i,-0.00017858-0.0024344i,0.00069287-0.0017756i,0.0010199-0.0015083i,0.00029989-0.0010747i,-0.00047181-0.00042568i,-0.00053334-0.00019508i,0.00022222-0.00051281i,0.00069325-0.00050574i
0.0025082+0.0052093i,0.0028473+0.0057043i,0.00074438+0.0029916i,-0.0016137-0.00066589i,-0.001559-0.002129i,0.00071475-0.0016702i,0.0034618-0.00061948i,0.0037214+3.4734e-05i,0.0036189+0.00010945i,0.0023093+0.00064799i,-0.0013504+0.0021949i,-0.0031462+0.005452i,-0.002344+0.007976i,0.00036984+0.0070425i,0.0023065+0.0047555i,0.0016401+0.0027341i,-0.00026833+0.0016691i,-0.00087019+0.0007027i,0.00014685+0.0003064i,9.5033e-06+0.00080428i,-0.00029489+0.00044917i,0.00065532+0.00029981i,0.00096555-0.00021624i
-0.0036674-0.0025583i,-0.0044849-0.0021001i,-0.002622-0.0015794i,0.001136-0.0024842i,0.0021554-0.0031416i,0.0015961-0.0031863i,0.0025732-0.00098887i,0.0033868+0.0010493i,0.0031314+0.0021043i,0.0017198+0.00032782i,-0.0008368-0.0026909i,-0.0041524-0.0040154i,-0.005463-0.004194i,-0.0053448-0.0017534i,-0.0036228+0.0016823i,-0.00076239+0.0024938i,0.00020837+0.0019419i,0.00034576+0.0012333i,0.00049603-0.00015076i,0.00067463-0.00061336i,0.00061567+2.7874e-05i,-4.3385e-05-9.037e-05i,-0.00021054-0.00053019i
0.0048211-0.00095196i,0.0049918-1.5844e-05i,0.0033975+0.0003569i,0.0016764+0.00078132i,0.00086901+0.00090837i,0.0016098+0.0013013i,0.0020059+0.0021908i,0.0022048+0.0026656i,0.0024552+0.0021841i,0.0020335+0.00069948i,0.0012848-0.0012597i,0.00057742-0.0018658i,-0.00085527-0.00097584i,-0.0020442-5.4919e-05i,-0.0020151+0.00070391i,-0.0014725-9.7142e-05i,-0.0013722-0.0011738i,-0.0016109-0.0007396i,-0.00055521-8.6196e-06i,0.0016234-0.0003332i,0.0016479-0.00041719i,0.00016907+0.00014757i,-0.00023831+0.00094479i
-0.0053294+0.00085117i,-0.0055471+0.0024942i,-0.0036801+0.0024038i,-0.0018184+0.0012088i,-0.0019397-0.00051377i,-0.001347-0.0017553i,-0.0016345-0.00063009i,-0.0020295+0.0025308i,-0.0012153+0.0046729i,0.00060955+0.004492i,0.0026603+0.0032657i,0.0042507+0.002129i,0.0046334-0.00027151i,0.0036517-0.0034402i,0.0020192-0.0041096i,0.00099081-0.0022085i,0.00097731-0.00018998i,0.00037077+0.00026885i,0.0005529-0.00018519i,0.00074885-6.4953e-05i,7.198e-05+0.00038756i,-0.00010934-7.0576e-05i,-4.4683e-05-7.1275e-06i
0.0017996-0.0027291i,0.0012435-0.0038918i,-0.00057311-0.0033571i,-0.00067956-0.0011847i,0.0009645+0.00098384i,0.00074825+0.0014084i,-0.00063868-0.00035522i,-0.0018848+0.0008607i,-0.0012489+0.0037964i,-0.0001642+0.0043155i,-0.00165+0.0048668i,-0.0038767+0.0058771i,-0.0032479+0.0062644i,-0.0014122+0.0056983i,0.00095082+0.0035047i,0.0023665+0.0010982i,0.001765-0.00044737i,0.0010818-0.0013144i,0.00017001-0.00043832i,-0.00041885+0.00086769i,-0.00015893+0.00045281i,-0.00046743-0.00067892i,-0.00049395-0.00098352i
0.00050935+0.006898i,0.0016797+0.0061318i,0.0040613+0.0048208i,0.0035831+0.0023172i,0.0016053-0.00029141i,3.2496e-05-0.0031099i,-0.0017671-0.0042516i,-0.0037712-0.0010809i,-0.0042618+0.0018613i,-0.0043084+0.0015064i,-0.0043379-0.00048891i,-0.0038038-0.002568i,-0.0028921-0.0022197i,-0.0023269-0.0010899i,-0.0025339-0.00044914i,-0.0022194+0.00074734i,-0.0021175+0.0014324i,-0.0028079+0.00084273i,-0.0022087+5.4756e-05i,-0.0004907+0.00098455i,0.00034034+0.0020059i,0.00055859+0.0015882i,0.00066869+0.0003077i
-0.0011474-0.0035516i,-0.0017355-0.0022339i,-0.001348-0.0010994i,-0.00040998-0.0015535i,-0.00081572-0.0021138i,-0.0016654-0.0028211i,-0.0013525-0.0033943i,-0.0026-0.0031693i,-0.0038769-0.0024772i,-0.0030819-0.0020848i,-0.0015349-0.0020834i,-0.00054183-0.0023413i,-0.0019943-0.0017019i,-0.0041722+4.5999e-05i,-0.003378+0.0016328i,-0.0011424+0.0015085i,1.2632e-05-2.9976e-05i,0.00042517-0.00080133i,0.00045368-0.00047098i,0.00025825-0.00031985i,8.0876e-05-0.00010061i,-8.8074e-05+0.00012503i,-9.4095e-05+0.00040715i
0.00053336-0.0012682i,-0.00015333-0.0019606i,-0.00015476-0.0020247i,-0.00011777-0.00148i,-7.1912e-05-0.0015773i,0.00014307-0.002571i,-0.00037724-0.0041755i,-0.0021116-0.0053755i,-0.0031347-0.0041766i,-0.0026035-0.0012286i,-0.00040965+0.0013365i,0.0031965+0.0027803i,0.0052753+0.0015682i,0.0047412-0.0014325i,0.0025233-0.0027248i,0.00084288-0.002416i,0.00054424-0.0022785i,-0.00064167-0.001996i,-0.0012262-0.0010845i,-0.00078094-0.00085067i,-0.0002195-0.0013506i,-0.00010971-0.0008199i,-0.00036899+0.0002915i
0.00052397-0.0044259i,0.00096308-0.0039734i,0.00075383-0.001392i,0.00073092-0.00021591i,-0.00024484-0.0010721i,-0.00023918-0.0026418i,0.00035223-0.0042567i,-0.00013845-0.0053408i,-0.0011203-0.0050052i,-0.002603-0.0024628i,-0.0040954+0.00061859i,-0.0043904+0.0027207i,-0.0032733+0.0031136i,-0.0017673+0.0026128i,-0.0010633+0.0024985i,-0.00018311+0.0020389i,0.0002038+0.0015126i,0.00064767+0.0015431i,0.0014268+0.0015241i,0.00058594+0.001165i,-0.00036002+0.0012895i,0.00021773+0.00041363i,0.0010178-0.00028162i
0.0085726+0.0035532i,0.0083868+0.0010909i,0.0046108-0.0019823i,0.00077328-0.0028277i,0.00050687-0.0033149i,0.001682-0.0038603i,0.0020994-0.0044465i,0.0014162-0.0049679i,0.00038787-0.0049623i,-0.0011248-0.0044903i,-0.0030452-0.0030913i,-0.0037169-0.0015863i,-0.0015549-0.00042162i,0.00058235+0.001281i,0.00074143+0.0022104i,0.00094344+0.0015386i,0.0010494+0.00043863i,0.00046323-0.00080447i,0.00017465-0.00059198i,-9.2224e-05+0.00026593i,-1.8879e-07+9.0063e-06i,0.00037947-0.00042218i,0.00052629-0.00014035i
-0.0015885+0.0028496i,-0.0039734+0.0017528i,-0.0040117-0.0006351i,-0.0033433-0.0023078i,-0.0023466-0.0021555i,-0.00025941-0.0022275i,0.0022465-0.0036964i,0.0030048-0.0051404i,0.0014601-0.0054324i,8.1373e-06-0.0052095i,-0.00092894-0.0048261i,-0.00085124-0.0039346i,-0.0014074-0.002045i,-0.0036062-1.2892e-05i,-0.0041662+0.0012791i,-0.0035358+0.0015661i,-0.0022073+0.0010816i,-0.00097353+0.00099462i,-0.00034807+0.0011158i,-0.00018936+0.00040147i,-0.00050312+0.00021726i,-0.00022629+0.00061876i,0.00032803+0.00070965i
0.0025879-0.0017105i,0.0028144-0.0018732i,0.0026535-0.0022188i,0.00292-0.0029119i,0.0036812-0.0019182i,0.0046641-0.00071133i,0.0060358-0.0022297i,0.0059847-0.0031118i,0.0044124-0.0023582i,0.0028724-0.0019038i,0.0021548-0.00044654i,0.0023894+0.0029079i,0.0024695+0.0047i,0.00213+0.0029164i,0.0021941+0.00061927i,0.0023622-0.00046204i,0.0022097-0.0010443i,0.0020413-0.0012953i,0.0018041-0.0014876i,0.0011885-0.0017082i,0.0016103-0.001304i,0.0015836-0.00082494i,0.00063947+6.0371e-05i
-0.002988-0.0035772i,-0.0019327-0.0027193i,-0.00058566-0.0029517i,-0.0018789-0.0029756i,-0.003236-0.0020369i,-0.0016024-0.0021762i,0.0021435-0.002427i,0.0052691-0.0012355i,0.0059098-0.00046257i,0.0022585-2.2405e-05i,-0.0022434+0.0012298i,-0.004369+0.0023705i,-0.0044973+0.0022525i,-0.002925+0.0017973i,-0.0015325+0.0013958i,-0.0017665+0.0004409i,-0.002131-0.00033064i,-0.0014443+0.00056428i,-0.00011377+0.0015027i,0.00054478+0.00090272i,9.9331e-06-0.00063451i,-7.796e-05-0.00092175i,0.00064217-0.00054393i
0.030059-0.0076692i,0.029323-0.017801i,0.020106-0.02955i,0.0021566-0.024654i,-0.011583-0.01521i,-0.015311-0.0026449i,-0.0070541+0.0052364i,0.0013236+0.006116i,0.0044158+0.0027675i,0.00047201-0.0023985i,-0.0055935-0.001678i,-0.0067277+0.0019012i,-0.0061679+0.0064694i,-0.0072177+0.012839i,-0.0076352+0.014648i,-0.0045498+0.0090495i,-0.00046239+0.0032592i,0.0020037+0.0025925i,0.0036301+0.004168i,0.0044081+0.0034708i,0.0039628+0.00025189i,0.0024384-0.0024835i,-0.00036154-0.0020076i
-0.0048909+0.0021393i,-0.0040882+0.0036495i,-0.0015425+0.0051404i,1.3401e-05+0.002312i,0.0014377-0.0012552i,0.0036199-0.0026359i,0.004244-0.0022064i,0.0030819+7.6256e-06i,0.0014823+0.0022947i,0.00090033+0.0027186i,0.001653+0.0013254i,0.0032409-0.0002721i,0.003236-0.0017262i,0.00077262-0.0027046i,-0.00073978-0.0022035i,-0.00048682-0.001919i,-0.0005137-0.0020317i,-0.0012667-0.00093617i,-0.0016736-4.9048e-05i,-0.0010617+5.7244e-06i,-0.00084548-3.0802e-05i,-0.00054696+6.5226e-05i,0.00065841+0.00063701i
0.0047219-0.0028079i,0.0036978-0.002971i,0.0010662-0.0018102i,0.0006243-0.000911i,0.001247+0.00064497i,0.00031842+0.001858i,-0.00014332+0.0024641i,0.00048573+0.0033858i,0.00031508+0.0039595i,0.00080148+0.0033185i,0.0023664+0.0030201i,0.002832+0.0037035i,0.0018523+0.003378i,0.00027407+0.0029432i,-0.00031349+0.0018696i,-0.00018796+0.00066569i,-0.00024717+0.0010534i,0.00046353+0.0013899i,0.0016124+0.0012908i,0.0021537+0.00036169i,0.0017727-4.4855e-05i,0.0013033+0.00091062i,0.00086748+0.0011233i
-0.0020655+0.0054607i,-0.0024589+0.0079491i,-0.00033298+0.0073113i,0.0011983+0.0039575i,0.0016409+0.0014904i,0.0020585-0.00026995i,0.00038172-0.00090759i,-0.0018915-0.00013341i,-0.0026021+0.0014387i,-0.0023884+0.0024307i,-0.0020548+0.0026382i,-0.0015435+0.0024403i,-0.00094162+0.00039467i,0.00039772-0.0023249i,0.0011979-0.0024334i,0.0012741-0.0017541i,0.0014013-0.0024051i,0.00062763-0.0031501i,0.00042557-0.002077i,0.00070489-0.00079066i,0.0006559-0.0013053i,-0.00018451-0.0012793i,-0.0013309-4.8495e-05i
-0.0020009-0.0045953i,-0.0042547-0.00625i,-0.0057715-0.00399i,-0.00413-0.00086685i,-0.0025302-0.00054177i,-0.0023493-0.0017494i,-0.0026553-0.0021034i,-0.002714-0.00050723i,-0.0021476+0.0012606i,-0.0015585+0.0018462i,-0.0016024+0.0013298i,-0.0023132+6.2683e-06i,-0.0017286-0.0002311i,-0.00059524+0.0012323i,-0.00032957+0.0024565i,-0.00083997+0.0027929i,-0.0018315+0.0020508i,-0.001868+0.001422i,-0.00083048+0.0019291i,-0.00020531+0.0012315i,0.0005302-7.1634e-05i,0.0012907+0.00021322i,0.00097139+0.00040775i
0.0025665+0.0018624i,0.004892+0.0012464i,0.0060818-0.00014236i,0.0053524+0.00018062i,0.0029771+0.00013457i,0.00089542-0.0010475i,-0.00067613-0.0017901i,-0.0025123-0.0010818i,-0.0031941+0.0002146i,-0.0030889+0.00020242i,-0.0011826-0.00019127i,0.00077676+9.4904e-05i,0.0015179+0.00013044i,0.0023436-0.00036251i,0.0017725-0.00014804i,0.00126-0.0010047i,0.0014899-0.0013815i,0.00079888-0.0012822i,0.0002856-0.0012128i,0.00011265-0.00052099i,-0.0011593-0.0009267i,-0.0015657-0.0012845i,-0.00073766-0.0010838i
-0.0034542-0.0014045i,-0.0046863+0.0019263i,-0.0047504+0.004645i,-0.0023062+0.0036108i,0.00028111+0.00072625i,0.0013433-0.0020229i,0.00040754-0.0031562i,-0.0017722-0.0029907i,-0.003476-0.0023791i,-0.0034915-0.0017896i,-0.0023003-0.0007866i,-0.0014582+0.00085758i,-0.0014141+0.0019162i,-0.0023485+0.0021633i,-0.0030693+0.0013326i,-0.0031401-6.8189e-05i,-0.0025976-0.00039763i,-0.0017678+3.9637e-05i,-0.0015826+0.00019145i,-0.00051712-0.00025287i,0.00067817-0.0011262i,0.00059486-0.00047727i,8.2255e-05+0.00028011i
-0.00020172-0.0013687i,-0.0016828-0.00093327i,-0.0021451-0.001313i,-0.0015705-0.0010603i,-0.00055058-7.6041e-05i,0.0011285-0.00097144i,0.00085197-0.0027421i,-0.00067955-0.0033613i,-0.00098935-0.0034431i,-0.00085636-0.0027238i,-0.0010373-0.00092702i,-0.0010962+0.00024464i,-0.00032143-0.00054692i,0.0019853-0.0010314i,0.0029564-0.00055312i,0.0022584-0.00013892i,0.0025002+0.00023958i,0.0029635+0.00051488i,0.0016548+0.00048846i,-0.00027877+0.00018806i,-0.0004111-0.00080329i,0.00059664-0.0014839i,0.00059728-0.001196i
-0.0028464-0.0020127i,-0.0045782-0.00059535i,-0.004686+0.00075795i,-0.0025099+0.00078951i,-0.00060849-0.00019493i,0.00081187-0.0028781i,0.0019536-0.0054299i,0.0017944-0.0051488i,0.0013089-0.0034799i,0.00041134-0.0023806i,-0.0003828-0.0021248i,-0.0013062-0.0015791i,-0.0014472-0.00094121i,-0.00064998-0.0008732i,-0.00046393-0.00051753i,-0.0010959-0.00053508i,-0.0012073-0.00084939i,-0.001292-0.00052938i,-0.00075628-2.2533e-05i,0.00012714+0.0002592i,-0.00021254+0.00026119i,-0.00026376-0.00014262i,0.00051854-0.00029926i
0.0015082+0.0010469i,0.0022637-0.00098639i,0.002542-0.0024826i,0.0010718-0.00078271i,0.00027663+0.00041468i,0.00084957-0.0012895i,0.0014432-0.0031164i,0.0016038-0.0035214i,0.0008148-0.0033021i,-5.6226e-06-0.0025032i,-0.00033677-0.0013341i,0.00099759-0.00032989i,0.0028673+4.6929e-05i,0.0029162+0.00099309i,0.0019894+0.0023023i,0.0012014+0.0022676i,0.00060989+0.0020178i,0.001158+0.0015096i,0.0018478+0.00012532i,0.0011814-0.0013643i,0.00045343-0.00093033i,0.00012451+0.00037217i,-0.00043444+0.00086481i
-0.00049542+0.00019107i,-1.296e-05+0.00033696i,-4.4446e-05+0.0020414i,0.00059584+0.0020043i,0.00081776-0.00040792i,0.0017213-0.0031289i,0.0023702-0.0045188i,0.0018367-0.0031317i,0.0016971-0.0015094i,0.0015683-0.00031567i,0.00082781+0.0011837i,-4.4011e-05+0.0017266i,-0.00090885+0.0015035i,-0.002359+0.00048723i,-0.002608-0.00070457i,-0.0010083-0.0012224i,0.00035094-0.0014433i,0.00030228-0.0012259i,2.7462e-05-0.0010692i,0.00011865-0.0004103i,0.00023229+0.0003131i,0.00024716+0.00011193i,1.2411e-05+0.00018729i
-0.00021543-0.00086537i,-0.0015964-0.0016446i,-0.0024004-0.0013828i,-0.0017209-0.0018193i,-0.0012713-0.002742i,4.0527e-05-0.0033973i,0.0016571-0.0027605i,0.0017312-0.0011285i,0.0011786-0.00020606i,-0.00010338-0.00030249i,-0.0011981-0.00047109i,-0.0017483+0.00027228i,-0.0025558+0.0012519i,-0.0018586+0.0015054i,-0.00027119+0.001519i,-0.00066483+0.0012378i,-0.0015664+0.0013042i,-0.0010486+0.0012741i,9.4795e-05+0.00080708i,0.0008454+0.00035052i,0.00067726+4.9188e-05i,0.00026392-6.9362e-06i,0.00031796+0.00026088i
0.0010625+0.0011377i,0.002599+0.0025276i,0.0041329+0.0034135i,0.0044804+0.0020619i,0.0031767+9.5751e-05i,0.0026897-0.00070081i,0.0033119-0.0011141i,0.0032021-0.00062161i,0.003013+0.00062459i,0.0018855+0.00056697i,0.00034023+0.00027388i,-0.00041132-0.00071405i,-0.00074479-0.0022754i,-0.00025973-0.0027993i,7.2946e-05-0.0025998i,-4.5099e-05-0.0023213i,0.00077107-0.0017205i,0.001145-0.00076423i,0.0005336+9.6392e-05i,-0.00041981+0.00025316i,-0.00078998-4.4431e-05i,-0.00081704-0.00021329i,-0.00035308+6.7153e-05i
-0.00042943+0.0010166i,-0.0029942+0.00063634i,-0.004978-0.0014549i,-0.0047122-0.0016402i,-0.003018-0.00037542i,-0.0014685+0.00034166i,-0.00011434+0.00023538i,0.00093792+0.0002912i,0.0012385+0.00072148i,0.0017849+0.0018055i,0.001903+0.0028546i,0.0017017+0.0026165i,0.0016277+0.0025201i,0.0011794+0.003057i,0.00055391+0.0030248i,0.00021032+0.0016911i,4.0122e-05+0.00031121i,-0.00018791+0.00031774i,8.4641e-05+0.00098326i,0.00038616+0.00073315i,0.000524+0.00039997i,0.00074943+0.00048433i,0.00092948+0.0004024i
-0.0024578-0.00018544i,-0.0015611+0.0006919i,0.00054797+0.0016367i,0.0019042+0.0015753i,0.0017969-0.0006189i,0.0020337-0.0018338i,0.0023183-0.0019264i,0.0014075-0.00021878i,0.00024473+0.002206i,-0.00055565+0.0026669i,-0.00087726+0.0022333i,-0.00087689+0.0022211i,9.5192e-05+0.0019281i,0.0010568+0.0005577i,0.0007455-0.00028514i,0.00048804-0.0004238i,-8.0382e-05+3.4423e-05i,-0.00035929+0.0007402i,1.5656e-05-0.00010804i,0.00016063-0.00063806i,-0.00024708-0.00025043i,-0.00014233-0.00023835i,0.00033904-0.00031332i
2.315e-05-0.0024982i,-8.6612e-05-0.003032i,-0.00076743-0.0020793i,-0.00056441-0.0013513i,0.0011824-0.0019949i,0.0023268-0.0027411i,0.0017041-0.0021734i,0.00029777-0.00096691i,-0.0011429+0.00074767i,-0.0021403+0.0011594i,-0.0024938-8.6739e-05i,-0.0022311-0.00027116i,-0.002447+8.0671e-05i,-0.0025964+0.00024727i,-0.0019204+0.0013282i,-0.00092546+0.0014655i,-0.00027521-0.00013782i,-0.0002354-0.0006181i,0.00026286+0.00026466i,0.00021401+0.00053775i,-0.00071359+0.00033383i,-0.00038004-0.00026119i,0.00058552-0.00032318i
0.0010503+0.0002852i,0.0024015+0.0015152i,0.0021953+0.001558i,0.0010774+0.0011215i,0.0013241-0.00054241i,0.0023573-0.0017094i,0.0026601-0.0016984i,0.00089913-0.001617i,-0.00045857-0.0014643i,-0.0003163-0.0020378i,-0.00065216-0.0025179i,-0.0010494-0.0022341i,-0.00022823-0.0027638i,0.0011813-0.0023497i,0.0020243-0.00055917i,0.001836-0.00045174i,0.0010066-0.0005677i,0.00059622-0.00015536i,0.00057821-0.00037466i,0.00033211-0.00022383i,6.1181e-05-1.6237e-05i,0.00028285-0.00049699i,0.00061356-0.00064779i
-0.00056644+0.0042163i,-0.0010216+0.0037501i,-0.00098134+0.0033482i,-0.00045586+0.0024781i,-0.00017948+0.00087028i,1.1493e-05-0.0024671i,-0.00062717-0.0034532i,-0.0019043-0.0020063i,-0.0021454-0.00061389i,-0.0015108+0.00045297i,-9.6562e-05+0.0014243i,0.0010752+0.0016754i,0.0011354+0.0011101i,0.00029746+0.00028965i,-0.00085214-0.00051992i,-0.0015592-0.00025433i,-0.0010425+8.5073e-05i,-0.00049207-0.00026782i,-0.00034714-0.00022708i,-0.00069386+0.00021745i,-0.0005488+0.0010312i,0.00030986+0.00093724i,0.00065461+0.00058982i
-0.00020764-0.0013013i,-0.00014934-0.0018474i,0.00077867-0.0024651i,0.00073496-0.0029254i,0.00016392-0.0023337i,0.00080157-0.00043402i,0.00035847-0.0013103i,-0.00069285-0.0023392i,-0.0016945-0.00098611i,-0.0018966-8.9957e-05i,-0.0016136+0.00086585i,-0.0013172+0.0015034i,-0.00029162+0.0011562i,0.00057793+0.0023098i,0.0010389+0.0033768i,0.0012726+0.0018731i,0.00044425+0.00028177i,-0.00019093+0.00014505i,0.00043073+0.00068456i,0.00098001-4.7748e-05i,0.00043348-0.0012693i,8.7927e-05-0.00066308i,-0.00047767+0.000242i
-0.00010379+0.00040671i,-0.0017331+0.0010051i,-0.0013512+0.0009493i,-0.00063188+0.00040117i,4.9987e-05-9.5517e-05i,0.00059569-0.00090713i,0.0006836-0.0020414i,-0.00015093-0.0028103i,-0.00071126-0.002373i,-0.00089206-0.0019751i,-0.0023725-0.0019303i,-0.0036394-0.0012026i,-0.0033622-0.0007269i,-0.0030081-0.0013578i,-0.0017893-0.00078941i,-0.00086912+9.207e-05i,-0.00073382-0.00022222i,-7.5623e-05-0.00027685i,0.00024968-0.00017098i,-0.00017685-0.00011486i,-0.0012731+6.428e-05i,-0.0012179+0.00037785i,-0.0011767+0.0004594i
-0.0013602-0.0037707i,-0.0015214-0.0018312i,-0.0020713+0.00079425i,-0.001963+0.00058614i,-0.00037529-0.0012967i,0.0010451-0.0013421i,0.0016049-0.00080899i,0.0013848-0.0012205i,0.00061687-0.0018629i,6.1848e-05-0.0022181i,-0.00010112-0.0025547i,0.00035142-0.0019199i,0.001996-0.0010341i,0.0028077-0.00016694i,0.0016646+0.0011913i,0.0008364+0.0016598i,3.9201e-05+0.00084261i,-0.00038162+0.00027093i,-0.00055235+0.00068329i,-0.00050227+0.00099732i,0.00023434+0.00059026i,0.0006711+0.00084727i,0.00070651+0.00092786i
0.00069058+0.00052475i,-0.00083893-0.00073315i,-0.0015492-0.0021112i,-0.0018972-0.0026552i,-0.0016181-0.0027427i,-0.0012029-0.0029083i,-0.00023481-0.0032053i,0.0011612-0.0024136i,0.0020139-0.0011206i,0.002103-0.00046607i,0.0013441+0.00022038i,0.0010341+0.0013582i,0.00036779+0.0017765i,-0.00086103+0.00079211i,-0.00028006-0.00096804i,0.00024882-0.0011017i,0.00014506-0.00056498i,-0.00030146+8.0175e-05i,-0.00032263+0.00042668i,-0.00025766-6.6495e-05i,2.2962e-05-0.00012038i,0.00038963-5.2407e-05i,-0.00033842+2.1003e-05i
0.0013266-0.0021258i,0.0013092-0.0024844i,0.0021571-0.00087971i,0.003768-0.00073179i,0.0038993-0.002246i,0.0032113-0.0032342i,0.0025972-0.0039779i,0.0016531-0.0029498i,0.0012477-0.00070535i,1.0531e-05+0.00075749i,-0.0014158+0.0015686i,-0.0010272+0.002063i,-0.0008726+0.0023458i,-0.0012416+0.0027192i,-0.00096765+0.0025006i,-0.00074622+0.0011455i,-0.00068745+0.00042906i,-0.00012663+0.0010566i,-0.00010448+0.0014544i,-0.0008044+0.0010541i,-0.0001711+0.00068329i,0.0013697+0.0001043i,0.00098178-0.00037445i
0.0039683+0.00221i,0.0026945+0.00056754i,0.00011016-0.0017189i,-0.0023698-0.0014784i,-0.0027853-0.00052392i,-0.001072-4.9112e-05i,0.00086816-0.00040136i,0.0011032-0.0002847i,0.0004847+0.0011824i,-0.001018+0.0014309i,-0.0019317+0.00031228i,-0.0025563+0.0004742i,-0.0029607+0.00073887i,-0.001848+0.00033126i,-0.00073392+0.00029122i,-0.00025897+0.00019541i,0.00041596-0.00046011i,0.0014269-0.00039745i,0.0014086+5.0527e-05i,0.0007966+3.218e-05i,0.00022649-0.00090423i,0.00022721-0.00065856i,0.00020153+0.00095084i
-0.0012506-0.00066399i,-0.00024571+0.00029477i,0.0012345-0.00057728i,0.0015488-0.0015801i,0.00066788-0.00071426i,0.0010501-0.00061891i,0.0020311-0.0017865i,0.0017067-0.0016965i,0.00079862-0.00040055i,4.7001e-05-0.00096287i,-0.00023122-0.0019717i,1.9839e-05-0.001288i,0.00085474-0.00032338i,0.00042965+0.00062621i,-0.00095052+0.0023037i,-0.0010828+0.0023441i,-0.00039784+0.00077043i,-0.00035332-2.6417e-05i,-0.00055042-0.00072397i,0.00030224-0.00060515i,0.0011364-0.00092721i,0.00081773-0.0015442i,0.00050109-0.0003228i
0.0010316-0.0019536i,-0.0017336-0.0018525i,-0.0026366-0.0015788i,-0.0022938-0.0013852i,-0.0015973-0.002124i,4.3753e-05-0.0023356i,0.0011908-0.001727i,0.0014535-0.0011024i,0.0009134-0.00042347i,0.00018856+0.0010974i,0.00049666+0.0018657i,0.0010639+0.0013537i,0.0013347+0.0004621i,0.0017685+0.00071305i,0.0018479+0.0013491i,0.0011459+0.00038767i,0.00051392-0.00052365i,0.00048408-0.00098882i,0.00024768-0.0013846i,-9.5676e-05-0.0010651i,-0.00073253-0.000375i,-0.00087816+0.00037342i,-0.00027671+1.4566e-05i
0.0042844-0.0038069i,0.0055117-0.0047291i,0.005331-0.0041747i,0.0036906-0.0034425i,0.0027626-0.0026548i,0.0024053-0.0017313i,0.0018714-0.001068i,0.0014916-8.7356e-05i,0.00050143+0.00026378i,-0.0016587+0.00052652i,-0.0022592+0.0016628i,-0.0011641+0.0025667i,-0.00073597+0.002763i,-0.0014443+0.0022404i,-0.0009833+0.0013948i,0.00042905+0.00076204i,0.00022809+0.00047244i,-0.0004973-0.00020023i,-0.00033792-0.00050919i,-0.00061919-0.00062957i,-0.00066439-0.0011147i,0.00049776-0.0005905i,0.00093111-0.00078008i
0.0018297+0.0053236i,0.0011074+0.0051969i,-0.00058001+0.0031624i,-0.0016712+0.0010556i,-0.0015299-0.00059536i,-0.0010162-0.0018585i,-0.00046258-0.002147i,-0.0007434-0.0013467i,-0.0015466+0.00024526i,-0.0023582+0.00086577i,-0.0032261+4.9477e-07i,-0.0024817-0.0011117i,-0.001293-0.0009445i,-0.00060724-0.00024635i,3.9023e-05+0.00036611i,0.0007521+0.0005237i,0.00052165+4.7457e-05i,-7.3975e-05-0.0005112i,-1.2269e-05-0.00072426i,0.00050174-0.00072146i,0.00086671-0.00027258i,0.00047418+0.00022384i,-0.00030118-0.00029711i
-0.0012079+0.00088795i,-0.0016539+0.001053i,-0.00022629+6.2481e-05i,0.00080458-0.00089547i,0.0010683-0.0011267i,0.001755-0.0016248i,0.001797-0.0021234i,1.1851e-05-0.0019621i,-0.0010007-0.0013263i,-0.0014257-0.0012568i,-0.0019645-0.00094645i,-0.0010349-0.00028019i,-0.00034704-0.00027613i,-0.00017691-9.546e-05i,-0.00049351-8.5569e-05i,-0.00093138-0.00027617i,-0.0011585-0.00017828i,-0.00046005-0.00057603i,-2.9872e-05-0.00018513i,-0.000183+0.00071544i,0.00024596+0.00054283i,0.00075566+0.00038519i,0.00061977+0.00052391i
