-0.0029855+6.8396e-06i,-0.0031439+0.0015191i,-0.0024217+0.002538i,-0.0018536+0.0024939i,-0.0016014+0.0029378i,-0.00053929+0.0032339i,-0.0011042+0.003065i,-0.00097677+0.0030869i,0.00075108+0.002378i,0.0018818+0.0011013i,0.0023668+8.4745e-05i,0.0016676-0.00026233i,0.0010376-0.00067438i,-2.2112e-05-0.0012706i,-0.001283-0.00083098i,-0.00053152-0.0003521i,-0.00038156+4.6834e-05i,-0.00033383-3.5717e-05i,0.00082336-0.0003809i,0.00060159-1.4721e-05i,0.00011296+0.00024258i,0.00029593-2.6063e-05i,-0.00010796-0.0004041i
-0.067481+0.057459i,-0.16312+0.062983i,-0.25934+0.039966i,-0.2606+0.025858i,-0.17833-0.036246i,-0.15245-0.14192i,-0.16199-0.13096i,-0.10663-0.051472i,-0.046744-0.019896i,-0.032176+0.00074831i,-0.021448+0.022393i,-0.0087458+0.024646i,-0.000962+0.024028i,0.0066741+0.027571i,0.018339+0.025198i,0.030267+0.0063507i,0.034617-0.017569i,0.037706-0.029647i,0.036261-0.037456i,0.01768-0.046471i,-0.013242-0.046699i,-0.037583-0.035694i,-0.04514-0.023745i
-0.031911+0.0005683i,0.0038319+0.0206i,0.057114+0.015305i,-0.014372-0.026152i,-0.17563+0.0018021i,-0.17722+0.090593i,-0.039999+0.097957i,0.018007+0.056079i,0.0030219+0.051395i,0.0050415+0.048802i,0.0093134+0.021148i,-0.00029494-0.0035022i,-0.015718-0.011823i,-0.031799-0.01385i,-0.045135-0.00782i,-0.046724+0.012431i,-0.032553+0.028885i,-0.018344+0.025914i,-0.0084958+0.016223i,0.005307+0.012286i,0.023165+0.0042108i,0.034974-0.011063i,0.032425-0.019324i
-0.034315-0.12256i,-0.13653-0.25387i,-0.2285-0.28195i,-0.171-0.09961i,-0.017129+0.17836i,0.056369+0.33777i,0.036867+0.28738i,0.010065+0.1471i,0.013035+0.060302i,0.036059+0.020969i,0.040706-0.0070969i,0.024821-0.016615i,0.01656-0.0091672i,0.020428+0.00016924i,0.019756+0.0012294i,0.0062112+0.0023858i,-0.0080432+0.013378i,-0.01231+0.022723i,-0.010261+0.018979i,-0.0090256+0.013276i,-0.010291+0.017303i,-0.014406+0.022853i,-0.01938+0.020642i
0.18089+0.050245i,0.38355+0.067484i,0.49876+0.019617i,0.40552-0.08761i,0.26153-0.21174i,0.18376-0.29761i,0.11048-0.26653i,0.054087-0.14507i,0.041369-0.063205i,0.020991-0.035465i,0.005352-0.0042925i,0.016967+0.015778i,0.025497+0.011816i,0.024639-0.0031794i,0.024937-0.019717i,0.02827-0.027i,0.028938-0.026803i,0.015418-0.02182i,-0.0023918-0.0059447i,-0.008587+0.0074939i,-0.007416+0.0022626i,-0.00040839-0.0079559i,0.014526-0.009418i
-0.12955+0.12947i,-0.24759+0.28863i,-0.26061+0.37714i,-0.13769+0.24107i,-0.076989+0.0079847i,-0.13848-0.050815i,-0.14509+0.042774i,-0.076206+0.064731i,-0.046644+0.028942i,-0.036138+0.039125i,-0.0058794+0.057696i,0.014102+0.052123i,0.017591+0.036063i,0.019434+0.024259i,0.022407+0.021755i,0.018998+0.011064i,0.011586-0.0084545i,0.012958-0.018993i,0.015279-0.023881i,0.0099678-0.025453i,0.0073203-0.014288i,0.0065534+0.0019762i,9.505e-05+0.01232i
-0.0080155-0.10644i,0.03187-0.1886i,0.090062-0.19317i,0.067515-0.085503i,-0.075623+0.020717i,-0.19257+0.02974i,-0.1771-0.021958i,-0.10823-0.045295i,-0.064411-0.026683i,-0.046691-0.0016534i,-0.044218+0.0043636i,-0.040919-0.0043413i,-0.034851-0.014901i,-0.041945-0.016867i,-0.055146-0.0065881i,-0.057014+0.0091962i,-0.045882+0.022875i,-0.031376+0.022751i,-0.018405+0.012083i,-0.01077+0.007337i,-0.0097173+0.0069048i,-0.010431+0.0010046i,-0.0091215-0.009533i
-0.016353-0.025744i,-0.15049-0.047567i,-0.34382-0.02917i,-0.3587+0.073109i,-0.089302+0.17836i,0.18304+0.15634i,0.19757+0.065756i,0.075285+0.039962i,0.032254+0.048634i,0.045622+0.013421i,0.030384-0.02271i,0.0134-0.018139i,0.018684+0.0021683i,0.038688+0.012206i,0.05921+0.0038142i,0.056262-0.0079182i,0.03605-0.0060341i,0.015531+0.0011831i,0.0010254+0.0052344i,0.0060926+0.0052314i,0.023576-0.00037692i,0.02825-0.0029398i,0.017629+0.0044488i
0.12018-0.031887i,0.27898-0.16791i,0.37714-0.34292i,0.29228-0.39951i,0.13923-0.33711i,0.029857-0.28149i,-0.053127-0.21919i,-0.062523-0.11704i,-0.032064-0.045087i,-0.03698-0.0077967i,-0.041238+0.026222i,-0.025377+0.038437i,-0.011102+0.029852i,-0.0065904+0.016539i,-0.011839+0.0076729i,-0.0053715+5.3125e-05i,0.013147-0.017752i,0.018969-0.031634i,0.0087165-0.025603i,-0.0072932-0.005033i,-0.019988+0.016979i,-0.021409+0.025152i,-0.015081+0.015846i
-0.049806+0.19453i,-0.044098+0.50685i,0.049087+0.76328i,0.15646+0.64733i,0.1493+0.30358i,0.10343+0.12562i,0.13428+0.093075i,0.14037+0.044719i,0.083769+0.0073961i,0.047689-0.0017142i,0.03817-0.0096576i,0.030092-0.0076502i,0.026826+0.00067195i,0.026868-0.0033058i,0.02595-0.015288i,0.020447-0.021933i,0.01322-0.019784i,0.015158-0.016532i,0.020233-0.019782i,0.012673-0.031599i,-0.0011074-0.04014i,-0.0056505-0.03357i,-0.00049525-0.017472i
-0.085851-0.16626i,-0.20892-0.37425i,-0.30573-0.54496i,-0.3134-0.47632i,-0.29932-0.18207i,-0.26213+0.088211i,-0.16065+0.14565i,-0.08358+0.04613i,-0.063737-0.0055332i,-0.028826+0.020371i,0.00098786+0.029788i,-0.0020499+0.020673i,-0.013715+0.010777i,-0.033694+0.010059i,-0.055373+0.035759i,-0.060368+0.068872i,-0.048224+0.077743i,-0.029545+0.057775i,-0.016172+0.030856i,-0.0059932+0.02308i,0.0057835+0.030547i,0.012287+0.028905i,0.0063064+0.012942i
0.087992+0.010007i,0.1465+0.021483i,0.16681+0.05545i,0.15752+0.077388i,0.18643+0.0058979i,0.20194-0.12949i,0.13166-0.16321i,0.061524-0.078823i,0.049515-0.02717i,0.036892-0.039617i,0.017831-0.048499i,0.0098949-0.041983i,0.012662-0.023923i,0.039051-0.021779i,0.063898-0.060731i,0.054484-0.09482i,0.027162-0.080257i,0.0039959-0.033371i,-0.0050351+0.0064471i,-0.0027621+0.012926i,-0.0042609-0.0051529i,-0.0077374-0.017358i,-0.00069589-0.013131i
-0.0060616-0.017526i,-0.039394-0.1003i,-0.15321-0.16661i,-0.26239-0.10364i,-0.24401+0.033227i,-0.18361+0.095806i,-0.1662+0.10171i,-0.12072+0.10582i,-0.061096+0.081939i,-0.031062+0.069131i,0.0032199+0.079151i,0.031606+0.066884i,0.026363+0.039028i,0.01148+0.031978i,0.013756+0.050676i,0.031852+0.058745i,0.044885+0.03204i,0.035711-0.0050043i,0.012979-0.014753i,0.0062648+0.0013071i,0.017887+0.011i,0.02007+0.0074508i,0.0097886+0.0057117i
0.066496+0.14944i,0.26654+0.38834i,0.5791+0.54147i,0.72273+0.35453i,0.50289+0.017865i,0.17391-0.10528i,0.037468-0.067934i,0.034174-0.050024i,0.024509-0.042926i,-0.009374-0.030249i,-0.046264-0.025647i,-0.056211-0.017185i,-0.034564-0.0092249i,-0.017961-0.01622i,-0.028912-0.032925i,-0.04906-0.040284i,-0.051631-0.027966i,-0.027277-0.012902i,-0.0015019-0.01647i,-0.0061642-0.024894i,-0.022907-0.015843i,-0.0226-1.1589e-05i,-0.013046+0.004536i
-0.17216-0.08802i,-0.46971-0.16961i,-0.7307-0.17818i,-0.66179-0.037302i,-0.32119+0.12162i,-0.034451+0.15157i,0.04251+0.10393i,-0.001637+0.072352i,-0.0061967+0.078246i,0.044356+0.067977i,0.062787+0.038323i,0.048821+0.022926i,0.028779+0.017387i,0.010513+0.031349i,0.018474+0.064662i,0.038703+0.083676i,0.040989+0.068539i,0.023199+0.03157i,0.001639+0.0022395i,-0.0024096-0.0083177i,0.0069977-0.010411i,0.010112-0.0075458i,0.004292-0.00028593i
0.13852-0.11881i,0.29127-0.33618i,0.32987-0.56508i,0.12723-0.59901i,-0.10876-0.45637i,-0.16508-0.32892i,-0.13564-0.23842i,-0.092744-0.11894i,-0.050303-0.028715i,-0.05093+0.01412i,-0.060782+0.04289i,-0.044099+0.052007i,-0.0096614+0.037294i,0.016264-0.0047777i,0.002654-0.059558i,-0.031498-0.087671i,-0.044345-0.07194i,-0.036464-0.032442i,-0.027367-0.00099121i,-0.020378+0.016118i,-0.006754+0.024926i,0.010228+0.018754i,0.013066+0.0034139i
-0.020954+0.11841i,-0.050426+0.32615i,-0.084763+0.57353i,-0.04193+0.67278i,0.071229+0.56085i,0.12571+0.34411i,0.10467+0.14729i,0.066151+0.036071i,0.0308-0.008882i,0.019412-0.024244i,0.037804-0.029677i,0.050126-0.029561i,0.037573-0.01641i,0.029664+0.0013771i,0.048372+0.0081294i,0.075221-0.00063363i,0.079643-0.02148i,0.057522-0.033365i,0.03103-0.021832i,0.01601-0.0073855i,0.0010556-0.0039618i,-0.014442+0.00087497i,-0.012628+0.0080138i
0.0168+0.018028i,0.091309+0.035045i,0.2052-0.034587i,0.2274-0.16107i,0.10267-0.16876i,-0.011942-0.035639i,-0.0080843+0.018389i,-0.00073689-0.065269i,-0.045901-0.10535i,-0.063391-0.052471i,-0.050072+0.00047828i,-0.03544+0.021896i,-0.018578+0.016121i,-0.02361+4.6154e-05i,-0.060585+0.010652i,-0.087241+0.050013i,-0.071383+0.079029i,-0.029075+0.07111i,0.0058656+0.036709i,0.018274+0.007951i,0.020304-0.0042612i,0.018466-0.012095i,0.0077698-0.017223i
-0.1089-0.014827i,-0.24889-0.013234i,-0.26282-0.0039034i,-0.077881-0.058504i,0.093-0.19151i,0.11167-0.25509i,0.056865-0.16869i,0.018658-0.053023i,0.026881-0.00097814i,0.046927-0.013454i,0.032699-0.044186i,0.0029382-0.047304i,-0.006041-0.018968i,0.015236+0.0084628i,0.048893+0.00056987i,0.057071-0.031321i,0.035638-0.049797i,0.01316-0.048525i,0.0015328-0.040165i,-0.0073647-0.032224i,-0.019461-0.019298i,-0.02032+0.0022772i,-0.0024296+0.014158i
0.090066-0.17472i,0.14328-0.42758i,0.011331-0.59456i,-0.2628-0.44581i,-0.37216-0.15204i,-0.26685+0.0017812i,-0.15086+0.052733i,-0.066581+0.10929i,-0.0047216+0.13215i,0.017113+0.12628i,0.032309+0.11569i,0.04701+0.08669i,0.04753+0.042158i,0.039328+0.0034246i,0.032498-0.0088454i,0.034353-0.0040678i,0.03358-0.0021986i,0.012969+0.0024181i,-0.013919+0.014593i,-0.017623+0.022875i,0.0016311+0.009304i,0.0094529-0.015623i,-0.0076331-0.021446i
0.048687+0.20315i,0.14755+0.48594i,0.27518+0.68879i,0.34228+0.61515i,0.27749+0.41111i,0.12709+0.26174i,0.036679+0.15974i,0.042241+0.084396i,0.061829+0.030284i,0.029872-0.0016297i,-0.021022-0.0046046i,-0.040937+0.0067422i,-0.028904+0.021081i,-0.0056199+0.019959i,-0.0014932-0.0075862i,-0.016869-0.030702i,-0.018109-0.03331i,-0.0080199-0.031338i,-0.0068552-0.026356i,-0.012168-0.0051142i,-0.011601+0.026438i,0.0026981+0.042506i,0.01968+0.034758i
-0.10425-0.030979i,-0.21785-0.026274i,-0.22067+0.0090493i,-0.04717+0.048069i,0.13583+0.039054i,0.19703-0.0050931i,0.15094-0.038241i,0.055675-0.065118i,-0.013705-0.066654i,-0.021098-0.043108i,0.0016709-0.022647i,0.019837-0.01167i,0.012252-0.011495i,-0.011858-0.0010568i,-0.014164+0.036435i,0.0073892+0.074587i,0.026888+0.091418i,0.039851+0.083399i,0.045901+0.056912i,0.039723+0.023146i,0.025768-0.0093753i,0.0058957-0.023472i,-0.012582-0.013218i
-0.020303-0.041452i,-0.043198-0.15508i,-0.067341-0.28293i,-0.1013-0.3397i,-0.13372-0.30039i,-0.14805-0.20062i,-0.15115-0.097632i,-0.12091-0.012061i,-0.059309+0.037571i,-0.0070156+0.053224i,0.0099265+0.055197i,0.0082338+0.0515i,0.014449+0.045776i,0.019957+0.03173i,-0.0013018+0.0078233i,-0.039631-0.013994i,-0.062111-0.030755i,-0.059589-0.041961i,-0.04282-0.045846i,-0.024819-0.039745i,-0.0077754-0.019379i,0.014811-0.00095665i,0.032248-0.0020612i
0.11871-0.12299i,0.24159-0.22271i,0.22524-0.24582i,0.028855-0.14572i,-0.13711-0.046994i,-0.16248-0.055959i,-0.12274-0.09468i,-0.092073-0.060981i,-0.070467+0.010221i,-0.032647+0.033924i,0.010563+0.003795i,0.034708-0.032823i,0.037746-0.050791i,0.035835-0.056015i,0.049967-0.064174i,0.071284-0.07728i,0.069352-0.077614i,0.039127-0.057254i,0.0075348-0.027968i,-0.0058374-0.0097026i,-0.012661-0.005222i,-0.025993+0.00042658i,-0.03828+0.0085083i
-0.04705+0.24751i,-0.11213+0.5203i,-0.14088+0.66983i,-0.066956+0.59222i,0.043779+0.46151i,0.10179+0.35593i,0.085688+0.20738i,0.031232+0.060649i,0.0079803+0.014002i,0.014614+0.040739i,0.012216+0.069659i,0.0063806+0.082772i,0.019282+0.076631i,0.033155+0.049084i,0.013006+0.029421i,-0.019427+0.03765i,-0.025377+0.042607i,-0.014203+0.021783i,-0.013469-0.0051515i,-0.019364-0.0077448i,-0.012445+0.0032249i,0.0020425+0.00083515i,0.010943-0.0096034i
-0.071472-0.16731i,-0.12299-0.33436i,-0.065807-0.43194i,0.038267-0.43277i,0.022608-0.42275i,-0.055499-0.37691i,-0.078069-0.26644i,-0.072195-0.17393i,-0.095972-0.13241i,-0.13533-0.094878i,-0.14689-0.047027i,-0.11815-0.014657i,-0.080292-0.0034276i,-0.050727+0.0026975i,-0.023748-0.0022053i,-0.0055654-0.014036i,0.010564-0.010325i,0.026093+0.0049437i,0.030509+0.017755i,0.026014+0.021i,0.018532+0.01399i,0.0099734+0.0080141i,0.0048095+0.011112i
-0.014057+0.044815i,-0.016716+0.090905i,-0.042062+0.13558i,-0.0081948+0.1359i,0.11675+0.074431i,0.1819+0.012163i,0.15373+0.023459i,0.13576+0.069475i,0.13417+0.065824i,0.11474+0.03926i,0.090326+0.034326i,0.073614+0.041761i,0.060226+0.042637i,0.049691+0.038009i,0.052215+0.037077i,0.056765+0.02906i,0.048568+0.011264i,0.038628-0.0022579i,0.033259-0.0081254i,0.024403-0.014474i,0.011799-0.021237i,0.0040546-0.021233i,0.0026547-0.015188i
0.1856-0.11653i,0.38483-0.26428i,0.43363-0.39657i,0.19411-0.3721i,-0.10384-0.18222i,-0.20166-0.005091i,-0.13843+0.032553i,-0.050626-0.00048661i,-0.011937-0.010516i,-0.010013-0.0077146i,-0.010018-0.010088i,-0.0068205-0.014022i,0.00047619-0.019454i,0.0015342-0.024544i,-0.014093-0.026402i,-0.023408-0.021892i,-0.018344-0.018509i,-0.025214-0.021921i,-0.038414-0.020924i,-0.027906-0.0046017i,0.002724+0.016781i,0.025168+0.024794i,0.023632+0.020173i
-0.19959+0.30628i,-0.39629+0.65128i,-0.39516+0.852i,-0.089437+0.6913i,0.21162+0.35616i,0.28597+0.1214i,0.22412+0.029883i,0.14575+0.013332i,0.12818+0.036337i,0.13902+0.053988i,0.11257+0.040089i,0.063382+0.031366i,0.039334+0.041668i,0.054987+0.027514i,0.069047-0.010873i,0.057115-0.021092i,0.049014-5.2921e-05i,0.057884+0.002487i,0.054437-0.020334i,0.018383-0.02987i,-0.02132-0.014623i,-0.032181+0.0014752i,-0.025607+0.0057392i
0.028833-0.33735i,0.02569-0.71482i,-0.066134-0.8725i,-0.20469-0.60256i,-0.24822-0.22557i,-0.19429-0.047812i,-0.16247-0.0095468i,-0.17179+0.0019891i,-0.181+0.0064255i,-0.15276+0.02322i,-0.096363+0.035659i,-0.051219+0.016396i,-0.036009-0.009239i,-0.041886-0.001756i,-0.050003+0.032277i,-0.059962+0.051956i,-0.078031+0.051855i,-0.097243+0.06051i,-0.092608+0.077572i,-0.04602+0.069051i,0.012981+0.021024i,0.035181-0.028109i,0.028242-0.045662i
0.010298+0.19353i,0.092814+0.44687i,0.2284+0.60838i,0.323+0.48397i,0.2729+0.22568i,0.10017+0.078829i,-0.015725+0.072951i,0.00066777+0.13005i,0.052694+0.15789i,0.063154+0.11583i,0.045145+0.045298i,0.027856-0.00054044i,0.017926-0.0082717i,0.016485-0.010932i,0.020806-0.034342i,0.029241-0.058779i,0.049357-0.074452i,0.072383-0.084639i,0.075172-0.077438i,0.043205-0.051679i,-6.4483e-06-0.01211i,-0.013274+0.026909i,-0.0019126+0.044071i
0.18172-0.070415i,0.30892-0.19108i,0.29228-0.31045i,0.12136-0.30253i,-0.016022-0.18676i,-0.058948-0.11067i,-0.10628-0.10099i,-0.13656-0.10836i,-0.090077-0.11582i,-0.02182-0.10531i,0.024791-0.053457i,0.073912-0.006182i,0.097984-0.015931i,0.065888-0.025526i,0.025621+0.01104i,0.0074832+0.048762i,-0.015095+0.063022i,-0.053383+0.06884i,-0.077632+0.074117i,-0.056519+0.064434i,-0.016588+0.035201i,-0.0059607+0.012944i,-0.016969+0.011531i
-0.33318+0.14752i,-0.63614+0.29265i,-0.69899+0.34408i,-0.47442+0.23075i,-0.28832+0.10236i,-0.21142+0.097797i,-0.12243+0.13429i,-0.059802+0.14242i,-0.037746+0.18419i,-0.0044596+0.24125i,0.024894+0.23465i,0.020093+0.19507i,0.027322+0.16466i,0.06299+0.082216i,0.056822-0.036438i,0.016541-0.096431i,0.012744-0.11387i,0.038847-0.14819i,0.036195-0.18025i,-0.0067133-0.14704i,-0.031004-0.060186i,-0.0027093-0.006429i,0.025933-0.0075221i
0.26456-0.26575i,0.48766-0.5474i,0.45844-0.63418i,0.17311-0.426i,-0.012254-0.24317i,-0.054025-0.26274i,-0.10248-0.31135i,-0.13632-0.28269i,-0.12782-0.22821i,-0.092995-0.13656i,-0.049647-0.02317i,-0.013454+0.027289i,0.0021305+0.0076417i,0.012976-0.0035119i,0.040256+0.0097124i,0.046364+0.0090271i,0.014424+0.01648i,-0.025527+0.05603i,-0.040782+0.098102i,-0.014356+0.092836i,0.014103+0.035113i,0.0036635-0.012093i,-0.01461-0.011295i
-0.13477+0.21414i,-0.23876+0.49079i,-0.17054+0.67079i,0.094395+0.57699i,0.30127+0.3537i,0.31933+0.16935i,0.2446+0.050641i,0.16975+0.02961i,0.11784+0.089172i,0.071426+0.094936i,0.031818+0.027018i,0.01623-0.0098839i,0.028877+0.007277i,0.046097+0.022143i,0.04106+0.015927i,0.039984+0.0028989i,0.063507-0.032976i,0.078621-0.087235i,0.055791-0.1102i,0.020674-0.078748i,0.017812-0.025905i,0.035876+0.0060478i,0.041444+0.015528i
0.20398+0.015954i,0.41886-0.077157i,0.52279-0.29039i,0.34174-0.50228i,0.012783-0.54102i,-0.19774-0.42491i,-0.24446-0.29297i,-0.1862-0.21964i,-0.064932-0.17971i,0.027404-0.087107i,0.069388+0.037054i,0.11095+0.076955i,0.12467+0.035374i,0.10489+0.0034453i,0.083713-0.0017806i,0.066605+0.0093617i,0.062281+0.040863i,0.058447+0.06815i,0.040112+0.069638i,0.022546+0.043648i,0.0060633+0.0063168i,-0.019119-0.0093416i,-0.043419+0.0024625i
-0.38142-0.098356i,-0.75773-0.13016i,-0.89921-0.01916i,-0.58519+0.14056i,-0.13226+0.15231i,0.09901+0.080126i,0.15196+0.0532i,0.12277+0.057375i,0.042353+0.097223i,-0.0058044+0.1564i,-0.026873+0.17893i,-0.052988+0.19927i,-0.023377+0.21154i,0.048293+0.14457i,0.074322+0.036152i,0.052396-0.035202i,0.034377-0.076402i,0.023089-0.11836i,0.0010723-0.14008i,-0.016233-0.099649i,0.00053597-0.017753i,0.046054+0.023702i,0.069446+0.0068804i
0.43725-0.023666i,0.8749-0.12367i,1.0033-0.29295i,0.62821-0.38669i,0.19267-0.32254i,0.025482-0.25192i,0.030271-0.25321i,0.094224-0.23574i,0.12747-0.12744i,0.0425+0.030257i,-0.095657+0.13266i,-0.14551+0.16451i,-0.080706+0.13816i,-0.00078909+0.075877i,0.027074+0.030329i,0.027985+0.016861i,0.048385+0.020515i,0.070482+0.011286i,0.056609-0.010206i,0.024324-0.015382i,-0.0054608-0.015953i,-0.034572-0.0099844i,-0.045287+0.011011i
-0.27159+0.1302i,-0.55262+0.34325i,-0.5727+0.58309i,-0.1986+0.62122i,0.17009+0.45257i,0.26629+0.29598i,0.20456+0.27106i,0.10408+0.3748i,0.047889+0.45613i,0.049571+0.33633i,0.060838+0.11943i,0.061714+0.0071841i,0.048676+0.037296i,0.059822+0.097229i,0.088184+0.084344i,0.08743+0.052432i,0.082491+0.055373i,0.080897+0.059445i,0.054531+0.04487i,0.0083148+0.024758i,-0.022024+0.021056i,-0.02404+0.021812i,-0.017055+0.019104i
0.10659+0.050366i,0.26054-0.025083i,0.36375-0.26028i,0.27766-0.53126i,0.045888-0.63123i,-0.21288-0.50191i,-0.39721-0.25016i,-0.42246-0.10995i,-0.39191-0.12965i,-0.39771-0.073332i,-0.32181+0.11688i,-0.1495+0.23131i,-0.055828+0.17586i,-0.064422+0.088915i,-0.044919+0.062433i,-0.0075785+0.050391i,-0.015068+0.037727i,-0.027331+0.017351i,-0.010009-0.019617i,0.014894-0.051757i,0.017415-0.080578i,-0.001905-0.09779i,-0.024658-0.087964i
-0.13378-0.25661i,-0.23476-0.44531i,-0.28099-0.38871i,-0.22705-0.14234i,-0.18694+0.036211i,-0.22951+0.16317i,-0.17195+0.24839i,-0.00027843+0.21076i,0.10728+0.12549i,0.11715+0.029499i,0.017296-0.097906i,-0.1128-0.18327i,-0.1349-0.20241i,-0.09616-0.19764i,-0.072937-0.16961i,-0.038131-0.11907i,0.029551-0.063379i,0.11504-0.0078859i,0.18215+0.001313i,0.17104-0.068726i,0.089496-0.13273i,0.035863-0.12826i,0.025726-0.10729i
0.93626+7.8881i,4.2249+7.5123i,7.6852+6.2974i,8.1767+2.4378i,6.4569-1.3835i,3.4413-3.2907i,0.53392-2.2171i,-0.51149+0.099115i,0.27109+1.3698i,1.2095+0.86426i,0.88297-0.29452i,-0.13508-0.80615i,-0.93319-0.63877i,-1.3356-0.093815i,-1.1515+0.47746i,-0.585+0.68301i,-0.12646+0.48711i,0.0010661+0.12479i,-0.099109-0.11462i,-0.21718-0.15604i,-0.26434-0.16299i,-0.23094-0.16435i,-0.10526-0.17435i
-0.24556-0.17158i,-0.52852-0.30757i,-0.70963-0.32514i,-0.64889-0.19258i,-0.52148-0.042851i,-0.44448+0.090827i,-0.28035+0.16105i,0.0016868+0.064623i,0.22121-0.094718i,0.27556-0.13304i,0.22662-0.10055i,0.17611-0.11719i,0.13899-0.16615i,0.058041-0.17332i,-0.037879-0.092915i,-0.053861+0.025916i,-0.012117+0.11107i,0.033089+0.18512i,0.089397+0.22098i,0.11183+0.12516i,0.048861-0.035738i,-0.035095-0.10393i,-0.05404-0.077829i
-0.0259+0.096529i,0.043921+0.19747i,0.17182+0.23536i,0.21127+0.16875i,0.11991+0.11764i,0.05888+0.20888i,0.10721+0.31339i,0.15081+0.29251i,0.12865+0.21086i,0.14013+0.11044i,0.17075-0.033295i,0.097526-0.16359i,-0.034823-0.19962i,-0.10746-0.15827i,-0.10692-0.10808i,-0.076003-0.082941i,-0.064685-0.062415i,-0.066165-0.013397i,-0.048994+0.029958i,-0.044577+0.019919i,-0.065609-0.016682i,-0.072184-0.046286i,-0.054072-0.056528i
0.20255-0.21165i,0.30837-0.38937i,0.21394-0.44447i,0.028151-0.26991i,0.01893-0.028852i,0.13999+0.082833i,0.2239+0.081559i,0.24424+0.026409i,0.21681-0.086412i,0.14226-0.19111i,0.051137-0.17958i,-0.0038822-0.090318i,-0.036929-0.056274i,-0.10982-0.052022i,-0.1518-0.0064542i,-0.11735+0.0012121i,-0.094153-0.063492i,-0.091092-0.1445i,-0.067292-0.18966i,-0.046718-0.14653i,-0.040446-0.040613i,-0.032229+0.027505i,-0.024547+0.026105i
-0.13216+0.27875i,-0.19644+0.52439i,-0.095423+0.51259i,0.027675+0.18489i,-0.015034-0.078004i,-0.045801-0.082516i,0.013489-0.029678i,0.019204-0.077986i,-0.07339-0.18809i,-0.18738-0.22704i,-0.19577-0.16683i,-0.13111-0.15009i,-0.12887-0.15341i,-0.13121-0.06318i,-0.076085+0.037519i,-0.031853+0.072396i,-0.016044+0.10849i,0.021404+0.16198i,0.065647+0.16296i,0.068046+0.094904i,0.028153+0.022734i,-0.018575+0.0060904i,-0.036418+0.017848i
-0.0068375-0.18724i,-0.1005-0.37949i,-0.30759-0.39451i,-0.43651-0.15224i,-0.33134+0.057539i,-0.1425+0.10094i,-0.014721+0.12071i,-0.0081844+0.15362i,-0.10005+0.1505i,-0.14402+0.10984i,-0.10429+0.038025i,-0.10143-0.00045024i,-0.12892+0.04782i,-0.10961+0.093359i,-0.077+0.07391i,-0.071627+0.049871i,-0.077215+0.05136i,-0.082249+0.056042i,-0.080257+0.060235i,-0.048105+0.05893i,0.012076+0.041345i,0.055652+0.0093611i,0.054037-0.017975i
-0.053917-0.054908i,-0.054386-0.030789i,0.032367+0.095698i,0.16474+0.2856i,0.27246+0.41356i,0.35355+0.37415i,0.38109+0.18139i,0.36569+0.028638i,0.35872+0.016732i,0.3192-0.0010808i,0.18717-0.061252i,0.054138-0.049648i,0.026599+0.0039667i,0.037588+0.017354i,0.024158+0.020122i,0.037788+0.035123i,0.068359+0.024917i,0.067082-0.0065448i,0.042505-0.029105i,0.011474-0.034761i,-0.015389-0.026934i,-0.019819-0.013783i,-0.0043471-0.0029709i
0.24187+0.16808i,0.46542+0.29145i,0.56536+0.21335i,0.45776-0.083869i,0.26076-0.35286i,0.061099-0.45419i,-0.1092-0.40281i,-0.16854-0.30877i,-0.11643-0.29459i,-0.08632-0.28953i,-0.093571-0.19205i,-0.061151-0.095832i,-0.012836-0.083138i,0.011128-0.082469i,0.03367-0.055516i,0.054775-0.045073i,0.060233-0.045181i,0.072715-0.035734i,0.085235-0.028026i,0.054163-0.017591i,-0.0036597+0.004317i,-0.03818+0.023005i,-0.038741+0.027578i
-0.30953-0.089017i,-0.62293-0.13696i,-0.73508-0.086451i,-0.54399+0.024665i,-0.32741+0.088216i,-0.22132+0.15917i,-0.14743+0.24186i,-0.13035+0.23149i,-0.18478+0.17487i,-0.18103+0.15739i,-0.079167+0.14692i,0.0085204+0.10187i,0.0090654+0.052643i,-0.026461+0.039915i,-0.042889+0.043277i,-0.059536+0.035349i,-0.098946+0.020958i,-0.13777+0.017493i,-0.13526+0.035263i,-0.071606+0.051727i,-0.0020866+0.038065i,0.012773+0.010942i,0.00054928+0.00034555i
0.15682-0.025495i,0.34058-0.11486i,0.39581-0.23045i,0.23775-0.23855i,0.086363-0.11953i,0.090675-0.0082102i,0.18536+0.01234i,0.24209+0.002055i,0.20333+0.018148i,0.13301+0.01712i,0.072283-0.039198i,0.0052764-0.085063i,-0.028013-0.064528i,-0.020521-0.037016i,-0.01659-0.044224i,-0.016246-0.046348i,-0.0036349-0.017613i,0.028068+0.023943i,0.065828+0.037033i,0.07306+0.0087582i,0.055095-0.016685i,0.042846-0.012415i,0.038044-0.0033666i
