-0.0047507-0.00055508i,-0.002901-0.0001321i,-0.0028663+0.0011309i,-0.0016046+0.0013205i,-0.00090654+0.0018024i,0.00036185+0.001409i,0.0018185+0.00079642i,0.0018033+0.00088604i,0.0016364+0.00092796i,0.0017365+0.00028776i,0.0015883-0.00017317i,0.0014525-0.00064519i,0.00019876-0.00092307i,-0.00048335-0.00043511i,-0.0004142+5.3336e-05i,-0.00025026-8.5449e-05i,0.00027385-0.00034089i,0.00041681-0.00036371i,0.00032861-0.0002864i,-0.00030205+0.00017696i,-0.00071245-0.00061808i,-5.3243e-05-0.0010762i,0.00073607-0.00040737i
-0.22454-0.23891i,-0.42462-0.42839i,-0.48166-0.47869i,-0.34093-0.34903i,-0.16821-0.21288i,-0.11445-0.18431i,-0.13797-0.15296i,-0.10273-0.064891i,-0.019103-0.0029171i,0.024708+0.014182i,0.032396+0.016755i,0.042359+0.0088242i,0.06381-0.0071561i,0.066812-0.022779i,0.031732-0.02236i,-0.0014808-0.0020775i,-0.0045005+0.0028342i,-0.004041-0.019072i,-0.017243-0.035989i,-0.028572-0.028407i,-0.027071-0.010374i,-0.01953+0.0025982i,-0.012605+0.012029i
0.25776-0.053477i,0.38845-0.085706i,0.30066-0.033442i,0.094552+0.078473i,0.032926+0.13844i,0.092806+0.1255i,0.1345+0.077764i,0.11681+0.019347i,0.066069-0.021745i,0.030987-0.026929i,0.015867-0.010528i,-0.010547+0.014113i,-0.042539+0.034793i,-0.055572+0.038516i,-0.043641+0.029072i,-0.020128+0.018797i,0.0014904+0.015066i,0.01655+0.012619i,0.020737+0.0080244i,0.014827+0.0023991i,0.0039172-0.0012906i,-0.002382-0.0017646i,-0.0028851-0.0036961i
0.087851+0.056792i,0.16248+0.04722i,0.18769-0.081086i,0.099019-0.21229i,-0.0052534-0.15512i,-0.0080448-0.0052745i,0.008961+0.062156i,-0.021774+0.061339i,-0.042934+0.052837i,-0.031764+0.036964i,-0.010442+0.013199i,0.0090201-0.0093885i,0.015966-0.020662i,0.017354-0.016911i,0.018113-0.0096284i,0.010184-0.011985i,-0.0082573-0.014115i,-0.020725-0.0024465i,-0.014789+0.011964i,-0.002872+0.015459i,0.0028702+0.010965i,0.0040442+0.007461i,0.0061407+0.0075091i
0.10833+0.31819i,0.26814+0.52988i,0.42435+0.51249i,0.42534+0.25663i,0.25415+0.027272i,0.12287-0.057103i,0.13116-0.10253i,0.13521-0.12976i,0.074487-0.093134i,0.021677-0.032597i,-0.0031731+0.0012515i,-0.015349+0.016408i,-0.015394+0.023149i,-0.010737+0.01749i,-0.0087042+0.0058709i,-0.0079112+0.0023052i,-0.00098542+0.0085484i,0.015467+0.0093601i,0.024196-0.0060811i,0.014452-0.022133i,0.0029624-0.026313i,-0.001718-0.025519i,-0.0055505-0.02147i
-0.49385-0.057669i,-0.85325-0.080391i,-0.92618-0.070988i,-0.6849-0.027534i,-0.43303-0.008924i,-0.3116-0.0012029i,-0.2366+0.058508i,-0.12444+0.101i,-0.020521+0.05271i,0.0057331-0.013072i,-0.0062062-0.025039i,-0.0028115-0.01844i,0.0085077-0.033644i,0.0077727-0.045379i,0.0016738-0.031562i,0.0039224-0.0078168i,0.0072594+0.0043657i,0.0018156+0.0059254i,-0.0037341+0.016466i,0.0018992+0.028237i,0.0085572+0.026384i,0.008822+0.020366i,0.0099547+0.017126i
0.12058-0.21637i,0.25689-0.22579i,0.37147-0.052924i,0.41436+0.067147i,0.37545-0.00080683i,0.26559-0.067112i,0.15037-0.086427i,0.031021-0.089255i,-0.052121-0.043231i,-0.042786-0.0027777i,-0.0062433+0.0034189i,0.0076714+0.018573i,0.008342+0.041567i,0.0038312+0.049599i,0.0071865+0.036958i,0.015655+0.014759i,0.020703-0.00021292i,0.018048-0.0094265i,0.0090756-0.016737i,0.0019706-0.01753i,-0.00023206-0.013315i,0.0010017-0.011065i,0.0011201-0.012213i
0.010544-0.16973i,-0.14996-0.27583i,-0.36886-0.22057i,-0.37272+0.0060124i,-0.16177+0.14817i,-0.011033+0.10244i,0.01673+0.064477i,0.043006+0.071248i,0.063317+0.061962i,0.058161+0.048478i,0.044818+0.016006i,0.014763-0.024539i,-0.0077477-0.033224i,-0.0058438-0.024393i,-0.0010009-0.020695i,-0.0030973-0.021287i,-0.011559-0.018877i,-0.013151-0.010233i,0.00058839-0.0087139i,0.010165-0.015926i,0.0068076-0.014426i,0.002375-0.0047017i,-0.00044224+0.0037038i
0.46671+0.15158i,0.83098+0.066105i,0.85361-0.22406i,0.41979-0.4206i,0.0029965-0.3015i,-0.078835-0.12955i,-0.036221-0.12365i,-0.041011-0.13277i,-0.027494-0.071129i,0.020457-0.031168i,0.033935-0.038278i,0.010937-0.039085i,-0.009965-0.02043i,-0.024982-0.0007014i,-0.03093+0.010465i,-0.023199+0.0050863i,-0.0112-0.0018495i,-0.0058807-0.00062886i,-0.014156+0.0038859i,-0.021964+0.0098526i,-0.020575+0.0067583i,-0.020433-0.0062884i,-0.023579-0.018472i
-0.48975+0.35033i,-0.82836+0.66421i,-0.82075+0.82472i,-0.46319+0.63722i,-0.22611+0.30578i,-0.23611+0.17598i,-0.22041+0.20674i,-0.12733+0.15021i,-0.087461+0.026929i,-0.089476-0.024631i,-0.066263-0.020157i,-0.029845-0.015292i,-0.0057008-0.018864i,0.010863-0.019498i,0.017096-0.011906i,0.010156-0.0075341i,-0.0042017-0.011749i,-0.016936-0.0090183i,-0.017378+0.0035506i,-0.0079418+0.009953i,0.0035761+0.013169i,0.015383+0.019509i,0.027591+0.02344i
0.05031-0.34611i,0.17399-0.62906i,0.2729-0.74487i,0.22185-0.59771i,0.12755-0.38226i,0.092789-0.26421i,0.059922-0.19367i,0.030521-0.088805i,0.039846-0.01662i,0.037713-0.015867i,0.0191-0.015616i,0.022997+0.0012698i,0.037841+0.010857i,0.041758+0.011434i,0.031243+0.011346i,0.015093+0.0187i,0.012508+0.02302i,0.024195+0.012385i,0.031593-0.0061532i,0.028153-0.017975i,0.018863-0.019108i,0.0075875-0.014362i,-0.0046739-0.008044i
-0.046012-0.038336i,-0.13304+0.061859i,-0.14081+0.20184i,-0.02605+0.18347i,0.059614+0.056565i,0.061778+0.05565i,0.10718+0.1481i,0.16831+0.1386i,0.15177+0.063584i,0.11373+0.027844i,0.090478+0.0067638i,0.058097-0.018867i,0.026627-0.041097i,0.0043532-0.060447i,0.0003254-0.062017i,0.013954-0.037118i,0.023046+0.0013566i,0.022255+0.025633i,0.014496+0.024032i,0.0033215+0.015937i,0.00078135+0.011795i,0.013227+0.0055088i,0.032463-0.005221i
0.39858-0.066639i,0.51161-0.25929i,0.3113-0.43314i,0.020675-0.34907i,-0.032384-0.14789i,0.037766-0.10806i,0.026946-0.16015i,-0.028516-0.15072i,-0.058381-0.079698i,-0.032564-0.0076367i,0.010272+0.01558i,0.021727+0.014136i,0.015227+0.016055i,-0.00089086+0.020775i,-0.014705+0.028887i,-0.010799+0.024295i,0.0012195+0.0042895i,0.0095404-0.0089781i,0.0096749-0.0049502i,0.0065596+0.0088973i,0.00105+0.015616i,-0.013818+0.0096038i,-0.03268+0.0034469i
-0.29871+0.32455i,-0.39591+0.65591i,-0.2457+0.7899i,-0.025961+0.56178i,0.021576+0.19947i,0.0016612-0.022679i,0.029115-0.10052i,0.034604-0.098169i,0.0024722-0.031779i,0.0091484+0.026745i,0.052077+0.011904i,0.064937-0.028477i,0.054453-0.034179i,0.039-0.030475i,0.0085543-0.041452i,-0.01911-0.048708i,-0.028028-0.039163i,-0.018549-0.021223i,0.0053173-0.0070912i,0.02513-0.0045834i,0.028958-0.0039414i,0.028511-0.0016389i,0.035192-0.0044903i
0.031396-0.21339i,0.10231-0.5097i,0.1062-0.75926i,0.011422-0.69927i,-0.021052-0.42089i,0.030905-0.21403i,0.041688-0.13622i,0.028041-0.08124i,0.051421-0.032595i,0.078333-0.011661i,0.063963-0.0013125i,0.026768+0.029038i,0.009514+0.064098i,0.0037937+0.074866i,0.0041707+0.076446i,0.023209+0.071458i,0.035339+0.047236i,0.02338+0.011932i,-0.0016866-0.015751i,-0.020854-0.02466i,-0.020754-0.019674i,-0.010836-0.010505i,-0.0026621-0.0011724i
-0.15943-0.04709i,-0.25255+0.07896i,-0.20477+0.26666i,0.002403+0.29007i,0.15423+0.10501i,0.060645-0.057388i,-0.11297-0.049603i,-0.14699+0.0063561i,-0.094726+0.0074418i,-0.033616-0.0066974i,0.032413-0.015826i,0.06184-0.029344i,0.043323-0.021413i,0.02774+0.0083414i,0.032213+0.010428i,0.033125-0.01888i,0.022391-0.02928i,0.0084614-0.017i,-0.00083606-0.0087228i,-0.007691-0.0037217i,-0.01191+0.00688i,-0.0071734+0.01176i,0.0020909+0.0060702i
0.33395-0.081356i,0.48879-0.24166i,0.35992-0.40553i,0.079619-0.31278i,0.0025132+0.013618i,0.12939+0.25486i,0.19096+0.27292i,0.14152+0.19677i,0.087459+0.13195i,0.043235+0.079943i,-0.002794+0.040445i,-0.028205+0.030259i,-0.01748+0.044202i,0.0012286+0.051315i,-0.0039067+0.045537i,-0.01539+0.038734i,-0.010593+0.028632i,0.011064+0.017181i,0.032263+0.0058705i,0.033498-0.0052123i,0.017901-0.018212i,-0.0031659-0.030549i,-0.019924-0.027352i
-0.20476+0.12411i,-0.17146+0.4241i,0.12772+0.56933i,0.46483+0.25498i,0.48589-0.33352i,0.32698-0.81577i,0.20136-1.0325i,0.067437-0.88771i,-0.019494-0.4962i,-0.016625-0.16143i,0.039413+0.010707i,0.11441+0.043695i,0.13179-0.0071638i,0.097878-0.026715i,0.083993-0.010257i,0.085945-0.016157i,0.065745-0.021991i,0.030472-0.0055362i,0.013759-0.0027208i,0.0037835-0.0176i,-0.01276-0.015718i,-0.0044733-0.0017258i,0.021948-0.006272i
-3.0699+8.1063i,-0.89723+6.1819i,2.4072+5.0498i,4.3714+2.2757i,4.3539-0.13934i,2.7306-0.97325i,0.84363-0.0047717i,0.11625+1.2296i,0.58183+1.494i,1.3973+0.76989i,1.5841-0.38876i,1.1327-1.2326i,0.6832-1.33i,0.65275-0.83305i,0.96195-0.48091i,0.85522-0.40583i,0.34422-0.21768i,0.031831-0.097792i,-0.10329-0.19722i,-0.14624-0.21827i,-0.020242-0.19121i,0.11104-0.32303i,0.037056-0.46177i
-0.11754-0.11396i,0.048018+0.047736i,0.34014+0.27828i,0.51584+0.24367i,0.53926-0.031959i,0.55983-0.2932i,0.47332-0.46768i,0.1925-0.46205i,-0.0082047-0.27525i,-0.06385-0.11618i,-0.094417-0.009609i,-0.073976+0.061481i,-0.036289+0.052232i,-0.035096+0.025688i,-0.04525+0.018235i,-0.052863+0.010351i,-0.053655+0.0022049i,-0.038013+0.00064637i,-0.019376-0.0041245i,-0.018762-0.0074404i,-0.026201+0.0015828i,-0.017778+0.0063511i,5.4501e-05-0.0053385i
0.28015-0.059625i,0.33109-0.22034i,0.10912-0.36382i,-0.099777-0.34079i,-0.043746-0.29707i,0.11491-0.37239i,0.18654-0.36108i,0.18411-0.20228i,0.11951-0.062102i,0.042454+0.046688i,0.041192+0.12193i,0.072469+0.10426i,0.055028+0.035027i,0.0091719-0.014838i,-0.015528-0.034027i,-0.010544-0.037835i,0.0027658-0.027142i,0.0087447-0.0013009i,0.015427+0.018669i,0.018692+0.020585i,0.00989+0.012522i,-0.0057777+0.0034232i,-0.021063+0.0013581i
-0.19474+0.19156i,-0.18492+0.35366i,-0.021054+0.38355i,0.058594+0.29653i,-0.095469+0.29414i,-0.30902+0.37493i,-0.40222+0.3775i,-0.32466+0.26507i,-0.1657+0.09127i,-0.092058-0.031677i,-0.078826-0.046931i,-0.050768-0.045814i,-0.033566-0.055281i,-0.013916-0.047777i,0.0061574-0.048548i,0.0069804-0.04375i,0.0051813-0.025467i,-0.0067036-0.014387i,-0.023233-0.0036952i,-0.025354+0.0043348i,-0.020331+0.0021306i,-0.01074+2.3623e-05i,0.0039498-0.0026152i
-0.19172+0.033639i,-0.39926-0.0055699i,-0.53487-0.024198i,-0.41894+0.011024i,-0.15697+0.023485i,0.0038052+0.021821i,0.011518+0.055328i,-0.014122+0.07719i,-0.028229+0.044923i,-0.064267+0.0023922i,-0.093664+0.0035371i,-0.076222+0.026318i,-0.037828+0.03183i,-0.0016658+0.01707i,0.031011-0.005247i,0.049656-0.017756i,0.04896-0.023051i,0.03359-0.021637i,0.016334-0.0047709i,0.0073285+0.0041288i,-0.00040499-0.0063008i,-0.010599-0.015626i,-0.016929-0.010958i
0.023511-0.20263i,0.16911-0.15911i,0.38942+0.037676i,0.45934+0.086424i,0.28583-0.091865i,0.051888-0.23062i,-0.07193-0.20306i,-0.11382-0.095421i,-0.094504-0.0069098i,-0.051256+0.022696i,-0.027251+0.03779i,-0.0089852+0.048089i,0.0034047+0.040779i,0.017526+0.040039i,0.037944+0.055502i,0.036904+0.068187i,0.0035311+0.052408i,-0.039006+0.018418i,-0.062158-0.0040571i,-0.059789-0.0082231i,-0.042309+0.00066094i,-0.022134+0.017356i,-0.0046045+0.032813i
0.24765-0.015944i,0.20612-0.20392i,-0.095381-0.35273i,-0.3272-0.19434i,-0.24348+0.10341i,-0.079271+0.17005i,-0.042525+0.082003i,-0.023206+0.031934i,0.028297+0.0076981i,0.056599-0.013737i,0.051192-0.025354i,0.029258-0.029082i,0.0049669-0.025576i,-0.022066-0.014058i,-0.040983+0.0017995i,-0.037621+0.013986i,-0.013342+0.022058i,0.016136+0.027388i,0.029796+0.026195i,0.026548+0.018407i,0.016809+0.0038163i,-0.0011681-0.014555i,-0.030879-0.01811i
0.022306+0.22512i,0.18193+0.44014i,0.40515+0.50174i,0.449+0.26688i,0.27748+0.013306i,0.13768-0.029823i,0.11397-0.038161i,0.070816-0.084044i,-0.0016757-0.075151i,-0.037617-0.03439i,-0.039115-0.015022i,-0.032561-0.016451i,-0.031463-0.01609i,-0.020348-0.0068142i,-0.0072867+0.0034717i,-0.012068+0.012196i,-0.022044+0.013408i,-0.026161+0.0076661i,-0.025303+0.0053343i,-0.016881+0.0079623i,-0.0040317+0.01093i,0.010986+0.017405i,0.02921+0.020046i
-0.33025+0.097357i,-0.59539+0.086665i,-0.68599+0.053491i,-0.49796+0.075076i,-0.25509+0.083346i,-0.12286+0.06132i,-0.048751+0.086427i,0.021024+0.10584i,0.03898+0.073382i,0.0011681+0.051733i,-0.022797+0.054773i,-0.010488+0.054729i,0.016595+0.038706i,0.022696+0.003804i,-0.0015405-0.020225i,-0.016054-0.013264i,-0.0015275-0.0036782i,0.016431-0.010772i,0.017695-0.023473i,0.0076455-0.02798i,0.00049935-0.024238i,-0.0045079-0.021787i,-0.016167-0.016193i
0.14793-0.35236i,0.35273-0.50882i,0.48505-0.48096i,0.38291-0.32222i,0.20611-0.15953i,0.10463-0.058948i,0.046652-0.037748i,0.011148-0.043648i,0.013306-0.060519i,0.011488-0.082535i,-0.0071875-0.068727i,-0.019219-0.039165i,-0.029843-0.019567i,-0.032593-0.0012498i,-0.021599+0.0069739i,-0.016495-0.00073272i,-0.022287-0.0076983i,-0.029857-0.0081178i,-0.030928-0.0044647i,-0.022625+0.0027202i,-0.012209+0.0056044i,-0.0048284+0.0044985i,0.0053641+0.0032416i
0.091465+0.090173i,-0.028594+0.11847i,-0.2427+0.096831i,-0.30159+0.069338i,-0.17022+0.073091i,-0.039328+0.083905i,0.014284+0.10394i,0.016184+0.10433i,-0.011331+0.091824i,-0.015276+0.079813i,-0.0025657+0.050481i,-0.0062943+0.026201i,-0.0087843+0.021901i,0.0068771+0.01285i,0.022801-0.0070495i,0.019114-0.012459i,0.011128+0.0058328i,0.015116+0.025897i,0.019602+0.03051i,0.017648+0.022256i,0.01517+0.0083476i,0.0093855-0.0049307i,-0.0034597-0.013205i
0.15731+0.1808i,0.35542+0.33245i,0.52557+0.40135i,0.50639+0.28785i,0.30991+0.073785i,0.11983-0.097719i,0.038949-0.18392i,0.025757-0.16983i,0.034744-0.099629i,0.031627-0.036788i,0.018136+0.0027098i,0.016264+0.0022845i,0.0085584-0.02558i,-0.0084741-0.035963i,-0.017273-0.022573i,-0.014563-0.015271i,-0.013812-0.025759i,-0.021184-0.033134i,-0.019659-0.026164i,-0.0090685-0.016346i,-0.0020515-0.0042414i,0.0046902+0.011558i,0.013706+0.018141i
-0.39542-0.01578i,-0.66149-0.14343i,-0.7465-0.30807i,-0.63204-0.2912i,-0.44229-0.10762i,-0.2658+0.035679i,-0.17317+0.10522i,-0.11896+0.12899i,-0.061533+0.08651i,-0.038595+0.024966i,-0.035647+0.0053009i,-0.019147+0.0162i,0.005213+0.024481i,0.019373+0.024728i,0.022876+0.021963i,0.019891+0.019982i,0.012131+0.026593i,0.0090093+0.035623i,0.0068507+0.031093i,-0.0010268+0.01747i,-0.0062939+0.0029649i,-0.007923-0.0091856i,-0.011926-0.014299i
0.16192-0.15245i,0.33266-0.076882i,0.43389+0.14468i,0.42545+0.23251i,0.35612+0.122i,0.2406+0.051939i,0.13374+0.04198i,0.046955+0.020516i,-0.011313+0.0051541i,-0.030421-0.0034903i,-0.027909-0.0017279i,-0.013361-4.0322e-05i,-0.0075669-0.0084865i,-0.0070456-0.0101i,-0.0010008-0.0067447i,0.0031508-0.0069593i,0.007308-0.017482i,0.0046626-0.037953i,-0.0061263-0.043946i,-0.008906-0.026279i,-0.006752-0.0053724i,-0.0085537+0.0097403i,-0.0044857+0.021658i
0.013786-0.07318i,-0.085284-0.19336i,-0.24055-0.28659i,-0.28531-0.20075i,-0.19654-0.0393i,-0.11019+0.011814i,-0.069311+0.026518i,-0.017712+0.046396i,0.019312+0.034799i,0.018549+0.019664i,0.0056802+0.005935i,-0.017701-0.0013963i,-0.032115+0.015441i,-0.024787+0.025167i,-0.020363+0.018405i,-0.023872+0.016341i,-0.027016+0.018724i,-0.024113+0.022968i,-0.010012+0.023128i,0.0047969+0.010895i,0.010113-0.0041256i,0.0075322-0.014213i,-0.0077581-0.021268i
0.21965+0.30993i,0.45759+0.48089i,0.57668+0.42814i,0.41912+0.18459i,0.14995+0.035335i,0.046668+0.039074i,0.087285+0.008837i,0.097585-0.063026i,0.061836-0.076061i,0.039604-0.04472i,0.034626-0.021545i,0.039202-0.020752i,0.039643-0.037173i,0.021836-0.04591i,0.0041578-0.038911i,-0.0017415-0.029846i,0.0014502-0.018906i,0.011071-0.0052627i,0.015121+0.0057365i,0.011421+0.015934i,0.0061997+0.019336i,0.0024246+0.014024i,0.0046864+0.0059295i
-0.42474-0.10698i,-0.7268-0.1986i,-0.75144-0.21096i,-0.46161-0.13754i,-0.17104-0.092211i,-0.094592-0.095396i,-0.15286-0.061626i,-0.18158-0.0049109i,-0.15094+0.0094384i,-0.11358-0.0025788i,-0.088768+5.2185e-05i,-0.069728+0.020738i,-0.04639+0.037527i,-0.015469+0.033725i,0.0034388+0.023964i,0.0044611+0.021733i,-0.0038901+0.013939i,-0.022621+0.0019667i,-0.039941-0.002395i,-0.03892-0.0020868i,-0.021692-0.0001635i,-0.0013543+0.0060966i,0.011108+0.011428i
0.1685-0.058464i,0.29606+0.015112i,0.35741+0.21612i,0.3321+0.33171i,0.2666+0.24662i,0.1926+0.13062i,0.14972+0.089732i,0.13259+0.084094i,0.11188+0.0691i,0.073692+0.048019i,0.040262+0.04693i,0.031724+0.047921i,0.028315+0.036618i,0.020568+0.025844i,0.014977+0.011314i,0.013127-0.0045991i,0.019443-0.013293i,0.032891-0.017206i,0.043117-0.020767i,0.037497-0.02224i,0.017037-0.015752i,-0.0050897-0.0059177i,-0.017123+0.004891i
0.19632-0.20148i,0.25561-0.47629i,0.13313-0.70512i,-0.10596-0.62513i,-0.21324-0.31065i,-0.16062-0.10443i,-0.11585-0.065495i,-0.093925-0.052795i,-0.049356-0.038557i,-0.0076341-0.041929i,0.0061046-0.060117i,-0.010498-0.079707i,-0.039461-0.074112i,-0.05207-0.041554i,-0.039628-0.0098036i,-0.024859+0.0061239i,-0.023145+0.014245i,-0.027928+0.019612i,-0.031286+0.022424i,-0.023959+0.023825i,-0.012792+0.017368i,-0.0043269+0.003903i,0.00016866-0.0077509i
-0.05403+0.48651i,-0.092951+0.89645i,-0.059983+1.0542i,0.05048+0.78479i,0.090045+0.39171i,0.045661+0.19477i,0.046141+0.13302i,0.058395+0.068001i,0.019+0.027277i,-0.020623+0.040158i,-0.024269+0.062849i,-0.0037104+0.06495i,0.017299+0.043566i,0.023585+0.016709i,0.021315+0.0010859i,0.020313-0.0035563i,0.022209-0.0060542i,0.022051-0.0095043i,0.0144-0.0090083i,0.0040468-0.00536i,-0.00031567-0.0026308i,0.0026929-0.00038838i,0.010866+0.0017069i
-0.19366-0.28462i,-0.25132-0.53807i,-0.18514-0.65839i,-0.092854-0.52035i,-0.038272-0.32159i,-0.010028-0.24513i,-0.027344-0.19987i,-0.038202-0.11022i,-0.011088-0.055109i,-0.0029753-0.054255i,-0.010465-0.044803i,-0.0027009-0.021661i,0.011612-0.0089214i,0.017859-0.016188i,0.0074466-0.02457i,-0.01023-0.018363i,-0.022067-0.012098i,-0.028595-0.010284i,-0.026702-0.0093678i,-0.018108-0.012797i,-0.012859-0.014876i,-0.012812-0.0097911i,-0.017322-0.0020138i
-0.0018705-0.067535i,-0.03424-0.027919i,-0.074221+0.076456i,-0.079823+0.11837i,-0.068227+0.088884i,-0.051182+0.099648i,-0.025161+0.11449i,-0.016097+0.087182i,-0.0091503+0.056502i,0.0012051+0.02485i,-0.015195-0.002727i,-0.04016-0.0033601i,-0.045419+0.011804i,-0.034488+0.027757i,-0.015376+0.029287i,-0.0029993+0.018527i,0.006107+0.021542i,0.022836+0.03197i,0.031383+0.03098i,0.025026+0.025125i,0.01429+0.018117i,0.0042167+0.010267i,0.00070333+0.0059612i
0.30375-0.014634i,0.48483-0.053042i,0.46328-0.083523i,0.29846-0.048257i,0.18961+0.03268i,0.13957+0.058063i,0.094496+0.01561i,0.053356-0.029472i,0.024629-0.0327i,0.027224-0.0057506i,0.044136+0.0082082i,0.041147-0.0013187i,0.022116-0.018655i,0.004876-0.027998i,-0.0032699-0.018296i,-0.0016012-0.0045639i,-0.0015501-0.012207i,-0.014468-0.032291i,-0.028115-0.037738i,-0.025625-0.027503i,-0.011952-0.015281i,0.0012184-0.010206i,0.00426-0.012122i
-0.21866+0.28283i,-0.36208+0.45621i,-0.3586+0.46651i,-0.23215+0.31586i,-0.13638+0.15144i,-0.082963+0.060398i,-0.035522+0.052359i,0.0025069+0.067648i,-0.0016469+0.057165i,-0.032743+0.043978i,-0.033274+0.037254i,-0.012808+0.021641i,-0.0056595+0.011856i,-0.005943+0.0086705i,-0.0052569+0.0013143i,-0.0066924-0.0038869i,-0.0088827+0.0031412i,-0.00031274+0.020369i,0.016092+0.026728i,0.02002+0.015767i,0.012054+0.0040394i,0.0037534+0.0020992i,-0.00012933+0.0074629i
-0.015605-0.13583i,0.068148-0.28969i,0.15451-0.39888i,0.12066-0.37389i,0.027338-0.26205i,-0.024782-0.16708i,-0.052346-0.12822i,-0.062715-0.092129i,-0.035314-0.055068i,-0.01385-0.036289i,-0.019339-0.014457i,-0.014502+0.0017769i,0.0017394+0.00093091i,0.012482+0.0021529i,0.01673+0.0072738i,0.013854+0.0071277i,0.0095373-0.00063018i,0.0020073-0.012937i,-0.0087784-0.01571i,-0.011114-0.0050827i,-0.0054305+0.0048488i,0.00030179+0.0053361i,0.0027375-0.0016256i
-0.10537-0.17066i,-0.29665-0.13273i,-0.4093+0.10363i,-0.26582+0.29622i,-0.043158+0.26907i,0.019268+0.17892i,-0.0084898+0.14338i,-0.031088+0.092558i,-0.044987+0.025564i,-0.037196-0.014818i,-0.018266-0.023645i,-0.0059949-0.010312i,-0.0010972-0.0023743i,-0.0020475-0.0076078i,-0.0031078-0.0093117i,0.0012573-0.0048659i,0.00012051-0.0032667i,-0.012416-0.00069602i,-0.020061+0.0035042i,-0.015751-0.0012945i,-0.011061-0.0081431i,-0.011946-0.0054846i,-0.012935+0.0055262i
0.37269+0.13949i,0.68492+0.11044i,0.7504-0.070973i,0.46494-0.20212i,0.16078-0.15521i,0.09376-0.08835i,0.12306-0.087818i,0.11563-0.061661i,0.08777-0.0064923i,0.052555+0.019329i,0.018825+0.013443i,-0.0041655+0.0037302i,-0.013838+0.0096659i,-0.011953+0.016637i,-0.01225+0.0093994i,-0.017917+0.0038884i,-0.0090933+0.011177i,0.01767+0.011319i,0.037+0.00029388i,0.033584-0.0044353i,0.020695-0.0038708i,0.013199-0.0068108i,0.0095818-0.014654i
-0.22378+0.054784i,-0.43153+0.058507i,-0.53358+0.0074182i,-0.44286-0.046924i,-0.29578-0.066971i,-0.25114-0.05253i,-0.22711-0.0040756i,-0.13159+0.011147i,-0.041034-0.019495i,-0.0071072-0.031183i,-0.0030805-0.018188i,-0.0067345-0.011476i,-0.0056335-0.012775i,0.004079-0.013561i,0.015051-0.011438i,0.015987-0.010063i,0.0008665-0.0075242i,-0.01905+0.0041839i,-0.028087+0.019815i,-0.019997+0.026103i,-0.0060781+0.021552i,0.0018982+0.015923i,0.0048693+0.013434i
-0.15856+0.089968i,-0.16007+0.2993i,0.057303+0.50652i,0.303+0.45781i,0.32229+0.25068i,0.24555+0.14968i,0.20583+0.10737i,0.12911+0.052252i,0.037291+0.025872i,-0.0074475+0.013495i,-0.01042+0.0023505i,0.0014603-0.0033561i,-0.0020398-0.015555i,-0.019541-0.02145i,-0.028388-0.01015i,-0.019128+0.00031328i,-0.0029108-0.0057108i,0.0047282-0.017555i,0.0014917-0.022061i,-0.0075176-0.017411i,-0.01133-0.0043414i,-0.0060399+0.0071994i,0.0016433+0.011445i
0.20425-0.4077i,0.22308-0.81921i,-0.0015054-0.98047i,-0.24419-0.67049i,-0.20124-0.26784i,-0.056956-0.14735i,-0.054015-0.14156i,-0.07317-0.063988i,-0.032434+0.0012889i,0.00032784+0.010814i,0.0034631+0.0067643i,0.0022377+0.013943i,0.01582+0.03675i,0.035118+0.051135i,0.036496+0.038453i,0.018634+0.020644i,0.0057482+0.011245i,0.0049413+0.00058618i,0.0065453-0.0088466i,0.0089946-0.011152i,0.0056422-0.013198i,-0.0071212-0.018314i,-0.023015-0.020305i
0.054751+0.32673i,0.11415+0.61666i,0.18097+0.70016i,0.18191+0.46197i,0.053746+0.1981i,-0.078089+0.13644i,-0.072832+0.14679i,-0.01817+0.090904i,-0.0041192+0.029199i,0.001259+0.013328i,0.0067809+0.012716i,0.00013007+0.0015094i,-0.014669-0.021847i,-0.028572-0.03662i,-0.027698-0.032197i,-0.019016-0.019234i,-0.013763+0.00061697i,-0.0046977+0.024306i,0.0064085+0.038307i,0.010482+0.036048i,0.011786+0.024736i,0.016586+0.015036i,0.024484+0.007532i
-0.03387+0.12527i,0.034618+0.18048i,0.14032+0.11504i,0.15868+0.0094941i,0.11057-0.016151i,0.097765-0.0058841i,0.088917-0.027934i,0.047446-0.037008i,0.014301-0.020663i,-0.0053127-0.009158i,-0.0089301-0.0019124i,0.00030786-0.0025377i,-0.00312-0.0077984i,-0.015635-0.0052794i,-0.018884+0.0037248i,-0.0096832+0.0043199i,-0.0059367-0.012176i,-0.019655-0.028325i,-0.034333-0.02932i,-0.033705-0.020884i,-0.023379-0.011223i,-0.014339-0.0048075i,-0.0089296-0.0022667i
