-0.00027181-0.0028781i,-0.0010589-0.0028905i,-0.0021333-0.0018843i,-0.00080254-0.00022276i,0.00026838+0.0017676i,0.00015593+0.0037284i,0.0008375+0.0034169i,0.0012281+0.0019046i,0.0010415+0.0004834i,0.0012827-0.0011065i,0.0011558-0.0011063i,0.00017678-0.00044776i,-0.00028042-0.00059338i,0.00025825-0.00040274i,-2.2606e-05+2.9466e-05i,-2.7804e-05+0.00028528i,0.00019247+8.3282e-05i,-9.844e-07-0.00048562i,-0.00058342-0.00034096i,-0.00060228-0.00045573i,0.0002206-0.00087457i,-4.6873e-05-0.00038666i,0.00020599+8.8175e-05i
0.035902-0.06299i,0.1085-0.098352i,0.15259-0.067427i,0.091128+0.0097543i,0.00099443+0.048633i,-0.017086+0.051329i,-0.0034736+0.050274i,-0.0090577+0.042065i,-0.018611+0.030328i,-0.018676+0.02616i,-0.016684+0.02801i,-0.013348+0.025435i,-0.007073+0.015403i,-0.0027024+0.0070408i,-0.00061913+0.005936i,0.00090627+0.0061168i,0.00047525+0.0029751i,-0.0016313-0.001037i,-0.0023322-0.0035316i,-0.0013321-0.0029746i,-0.00082965-0.00049214i,-0.0011974+0.0030896i,-0.0032845+0.0061155i
0.053436-0.0029977i,0.10127+0.0076054i,0.12005+0.0040243i,0.10762-0.022615i,0.084536-0.019397i,0.044433+0.0060663i,0.014397+0.0028657i,0.0096158-0.01226i,0.0058327-0.016295i,-0.0042413-0.012196i,-0.011329-0.0097917i,-0.011326-0.0081373i,-0.0048868-0.0043512i,0.0014691-0.0028865i,0.0018871-0.0040313i,0.00039198-0.002834i,-0.0012213-9.8581e-05i,-0.0028368+0.00019578i,-0.0038656-0.0022124i,-0.0034415-0.004112i,-0.0015525-0.0040458i,0.00091955-0.0031732i,0.0033252-0.0024746i
0.033223+0.053294i,0.052882+0.12599i,0.040374+0.17987i,-0.011986+0.15716i,-0.063009+0.08037i,-0.070397+0.024101i,-0.050518+0.012701i,-0.034827+0.011499i,-0.024163+0.0028741i,-0.017497-0.0061128i,-0.014972-0.010888i,-0.013536-0.0096345i,-0.01175-0.0050828i,-0.0097397-0.0008261i,-0.0059483+0.0018995i,-0.0022498+0.0027318i,-0.00053549+0.0021359i,0.0011147+0.0040475i,0.0010539+0.0081621i,-0.0018683+0.0087751i,-0.0033735+0.0057954i,-0.003668+0.0014804i,-0.0044778-0.0025266i
-0.040333+0.04029i,-0.098787+0.059293i,-0.12728+0.036072i,-0.070772-0.006966i,0.0037562-0.022085i,0.021013-0.02954i,0.013167-0.043405i,0.015652-0.04065i,0.019859-0.026652i,0.017992-0.019512i,0.014467-0.019281i,0.010971-0.017658i,0.0073828-0.012479i,0.0046322-0.0081877i,0.0018942-0.0064158i,-0.00046607-0.00424i,3.1427e-05-0.002215i,0.0024936-0.002388i,0.0053358-0.0021215i,0.0064361-0.00043504i,0.0049911+0.00037943i,0.0040845-0.00056845i,0.0050809-0.002416i
-0.045822-0.017499i,-0.07724-0.039271i,-0.085366-0.045422i,-0.078316-0.024743i,-0.058735-0.019232i,-0.017-0.024473i,0.0097938-0.013277i,0.0070799-0.0017497i,0.0019956+0.00224i,0.0067419+0.0047093i,0.013823+0.0080943i,0.014145+0.0073753i,0.0067788+0.0030886i,-0.00041406+0.0028169i,-0.0015249+0.0056391i,0.0010826+0.0054638i,0.0019936+0.0023066i,0.00090616-0.00031091i,9.7813e-05-0.00086227i,-0.00036506-0.0004919i,-0.00064837+0.001361i,0.00098632+0.0031391i,0.0022935+0.0032084i
-0.010665-0.04319i,-0.010372-0.09095i,0.0066135-0.12042i,0.034214-0.095019i,0.053347-0.032448i,0.050655+0.0086546i,0.040733+0.008181i,0.031824-0.00093814i,0.019863+6.0467e-05i,0.0093978+0.0067197i,0.0045427+0.010854i,0.0042961+0.010761i,0.0073369+0.0080219i,0.0088875+0.0046481i,0.0048796+0.0025597i,-0.00061209+0.0017114i,-0.0029269+0.0014936i,-0.0039162-0.0002004i,-0.005268-0.0029248i,-0.0042956-0.0048413i,-0.00096162-0.0041309i,0.0011008-0.0019387i,0.0029383-0.00085946i
0.029709-0.026374i,0.072072-0.029839i,0.089769-0.011222i,0.047216+0.0071882i,-0.0040461+0.0081548i,-0.014177+0.014936i,-0.010653+0.02597i,-0.012509+0.021364i,-0.013266+0.010524i,-0.013078+0.0067827i,-0.012903+0.0079303i,-0.010576+0.0069349i,-0.0074904+0.003089i,-0.0066693+0.0018082i,-0.0056369+0.0023862i,-0.0026643+0.002749i,-0.00059797+0.0033073i,-0.0001741+0.0052685i,-0.0013517+0.0075899i,-0.0035926+0.0065423i,-0.0044396+0.0040862i,-0.0031017+0.0031849i,-0.0033622+0.0019342i
0.024596+0.015665i,0.039848+0.040528i,0.043082+0.052556i,0.041856+0.039176i,0.030295+0.029482i,0.0029882+0.02009i,-0.0091115+0.0020487i,-0.0010695-0.0079971i,0.0033367-0.0091427i,-0.0039048-0.0096439i,-0.011401-0.010688i,-0.010501-0.007238i,-0.0027927-0.00099758i,0.0030087+0.00024201i,0.001618-0.0032068i,-0.0023791-0.0047079i,-0.0032165-0.0030265i,0.00017518-0.0024981i,0.0037024-0.0028977i,0.0038704-0.001771i,0.0017293-0.00069108i,0.00039347-0.00085058i,0.00033685-0.0018392i
-0.0053104+0.026234i,-0.016221+0.053011i,-0.029863+0.064177i,-0.041372+0.042132i,-0.043918+0.00024151i,-0.030624-0.023729i,-0.015109-0.019308i,-0.0069706-0.010124i,-0.0011358-0.0089141i,0.0032572-0.013316i,0.0060857-0.015974i,0.0053547-0.014945i,-0.0012024-0.010489i,-0.0065877-0.0046676i,-0.0046781-0.00043926i,0.00070676+0.0012885i,0.0032991+0.001051i,0.00228+0.00042467i,0.0010254-0.00029338i,0.00081616+0.00070753i,8.8966e-05+0.0023986i,0.00080089+0.001098i,0.0012049-0.0010267i
-0.019116+0.0088062i,-0.047237+0.0068861i,-0.056826-0.0049939i,-0.028302-0.0099463i,0.004436-0.0037927i,0.016463-0.0087723i,0.020697-0.018438i,0.023227-0.015342i,0.022486-0.0075406i,0.019399-0.0039304i,0.01569-0.0026462i,0.013046-0.0017083i,0.011502-0.00015538i,0.010092+0.0013065i,0.0065265+0.00033442i,0.0014877-0.00075692i,-0.0019163-0.00061992i,-0.0034976-0.00091932i,-0.0037217-0.0023085i,-0.0019452-0.0039567i,-0.00045406-0.0049329i,0.00054955-0.0046721i,0.0020879-0.0032717i
-0.019991-0.016798i,-0.028608-0.037906i,-0.026305-0.049009i,-0.021817-0.042413i,-0.010284-0.033502i,0.011844-0.017933i,0.018914+0.001301i,0.011253+0.0080516i,0.0063305+0.0078511i,0.007471+0.0081307i,0.009843+0.0093337i,0.0096724+0.0054492i,0.0036596-0.0023313i,-0.0026275-0.0027477i,-0.0026772+0.0017978i,7.0178e-05+0.0044704i,0.00060771+0.0052406i,0.00048451+0.0053843i,-1.0798e-05+0.0054693i,-0.001763+0.0036563i,-0.0021493+0.0012885i,2.3251e-05+0.00069654i,0.0015378+0.0010661i
0.0087439-0.020613i,0.02129-0.035114i,0.035652-0.037689i,0.038788-0.020601i,0.029185+0.0076047i,0.016043+0.0236i,0.011622+0.019511i,0.012105+0.012556i,0.0077664+0.010965i,-0.00090511+0.012963i,-0.0080074+0.01745i,-0.0061364+0.019383i,0.0017722+0.014904i,0.0048512+0.007908i,0.00023042+0.0024307i,-0.0048214+0.00050743i,-0.0050621+0.00016995i,-0.0011056-0.00027017i,0.0028113-0.00062142i,0.0031295-0.00014033i,0.0018786-0.00047915i,0.00061558-0.00076512i,-0.0001209-0.00053771i
0.015335+0.00023974i,0.03383+0.0044241i,0.039107+0.010299i,0.020637+0.0073184i,-0.00058277-0.00084761i,-0.0077488+0.0017061i,-0.0092889+0.0090413i,-0.0094247+0.0094272i,-0.007876+0.004971i,-0.0095934-0.00031124i,-0.012749-0.0037581i,-0.011937-0.0047116i,-0.0095762-0.0054267i,-0.0093747-0.0046514i,-0.0077609-0.0023429i,-0.0040469-0.00063183i,-0.0011374+0.00037821i,0.00032412+0.00045415i,0.0017345+0.00092233i,0.0037028+0.0020294i,0.0041849+0.0026451i,0.0034385+0.0017237i,0.0016137+0.0005826i
0.0051944+0.012697i,0.0067952+0.029907i,0.0046412+0.03963i,0.0049362+0.032664i,0.000209+0.021258i,-0.0097775+0.0054973i,-0.010117-0.0065893i,-0.0023565-0.0055402i,0.0018109-0.0030667i,-0.00019354-0.0062405i,-0.0036264-0.0084842i,-0.0025536-0.0042097i,0.0030713+0.001858i,0.0066839+0.0020882i,0.0062938-0.0023305i,0.002587-0.0050741i,-0.0015857-0.0046348i,-0.0025248-0.0027589i,-0.002233-0.0021497i,-0.0012225-0.0026817i,-0.00094639-0.0021243i,-0.00087533-0.0022889i,-0.00050793-0.0026616i
-0.012065+0.0058934i,-0.025954+0.011781i,-0.03457+0.011615i,-0.03076+0.00038801i,-0.017053-0.01567i,-0.0018384-0.020627i,0.0038105-0.013235i,0.0022592-0.0049078i,0.002092-0.001897i,0.0061442-0.0064442i,0.0093069-0.013259i,0.0071003-0.015854i,0.0013015-0.013161i,-0.0024615-0.0074389i,-0.00072306-0.001841i,0.0021298+0.00019466i,0.0012307+0.00087909i,-0.00045511+0.0032508i,-0.00026024+0.0052881i,-8.6862e-05+0.0047795i,0.00069849+0.0030353i,0.0022482+0.0013905i,0.003138+0.00038017i
-0.010601-0.0026745i,-0.018662-0.0087381i,-0.019497-0.013369i,-0.0088985-0.0095222i,0.0031708-0.0021589i,0.01061-0.0025243i,0.013504-0.0038772i,0.011469+0.00027708i,0.0093856+0.0050343i,0.010463+0.0084927i,0.012952+0.010726i,0.013438+0.011363i,0.010966+0.0094403i,0.0079648+0.0059002i,0.0044943+0.0030476i,0.0012256+0.0011007i,-0.00071115+0.00049911i,-0.00032868+0.0010372i,0.00056276+0.00087704i,-0.00039605-9.2228e-05i,-0.0018377+6.1949e-06i,-0.0010131-0.00020409i,0.00063384-0.0017141i
-0.0049317-0.013034i,-0.0027441-0.022072i,0.0019738-0.025794i,0.0037481-0.022414i,0.0077839-0.013855i,0.013429+0.0001286i,0.010918+0.0092257i,0.0030796+0.0099622i,-0.0020072+0.0091404i,-0.0020399+0.01064i,-0.0016859+0.011327i,-0.0021002+0.0084943i,-0.0030216+0.0027012i,-0.0048067-0.00020383i,-0.0048097+0.0020611i,-0.0015241+0.004055i,0.00087237+0.0025461i,0.0005887+0.00043137i,0.00092745+0.00037879i,0.0025629+0.00025102i,0.0036391+0.00022515i,0.0034358+0.0014413i,0.002478+0.0019577i
0.0020819-0.008378i,0.0096823-0.0083224i,0.015816-0.0033898i,0.014628+0.0049192i,0.0066167+0.013161i,-0.001715+0.013764i,-0.0044403+0.0086185i,-0.0036993+0.0047845i,-0.004502+0.0042284i,-0.0077029+0.0076676i,-0.010243+0.012157i,-0.0079402+0.014357i,-0.00028896+0.010622i,0.0041025+0.0042863i,0.0020841+9.2575e-05i,-0.0018238-0.0015593i,-0.0038493-0.0015556i,-0.0038259-0.001424i,-0.0030592-0.0017404i,-0.002366-0.0012995i,-0.0014067-6.151e-05i,-0.00024199+0.00068249i,-0.00020698+0.00032034i
0.0077652+0.0017887i,0.012114+0.0057384i,0.011884+0.0063265i,0.0049966+0.00068252i,-0.0017151-0.0034656i,-0.0058376-0.0018326i,-0.007678-0.00059479i,-0.0074087-0.00097456i,-0.0075155-0.0021268i,-0.010664-0.0051988i,-0.015183-0.0090259i,-0.016568-0.010613i,-0.013659-0.0080667i,-0.0089993-0.0049663i,-0.004611-0.003328i,-0.0012602-0.0021902i,-0.00031553-0.0010674i,-0.00037381+0.0014469i,0.00037364+0.0047039i,0.00085063+0.0055456i,0.0020056+0.0039687i,0.0026887+0.0019788i,0.0018292+0.0012643i
-0.0016522+0.0077913i,-0.0022322+0.014719i,-0.0023+0.016804i,-0.0017317+0.01263i,-0.0042114+0.0048794i,-0.0051772-0.0051794i,-0.0025568-0.009539i,-0.0019683-0.0070081i,-0.00095508-0.0056849i,0.0014426-0.0081096i,0.0030192-0.010644i,0.0031687-0.008529i,0.0042252-0.0038421i,0.0058365-0.0024411i,0.0051144-0.003875i,0.0028323-0.0045596i,0.00078905-0.0024949i,-0.00059096-5.1205e-05i,-0.0019354+0.0011701i,-0.003716+0.0012686i,-0.0032537+0.0013654i,-0.0018521+0.0011046i,-0.00061141-0.00074228i
-0.0083785-0.00039863i,-0.013855-2.5515e-05i,-0.013953-0.00037544i,-0.0080796-0.0060115i,0.00070018-0.011925i,0.0080981-0.011326i,0.0088454-0.0084468i,0.0050524-0.0055175i,0.0033746-0.0040684i,0.0057226-0.0036763i,0.0078371-0.0045104i,0.0056077-0.0060261i,0.001009-0.0047888i,-0.0015355-0.0007943i,-0.0007164+0.0027981i,0.0015558+0.0035282i,0.0023958+0.0016507i,0.00068444+0.00011191i,-0.0011902-4.345e-05i,-0.0011964+0.00074575i,-0.00027948+0.00084079i,0.0011331+0.00028309i,0.0021682+0.000327i
-0.0059058-0.0038712i,-0.0091821-0.0045193i,-0.0085175-0.0058798i,-0.0052312-0.0032974i,-0.0015929+0.00092482i,0.0037506+0.0028839i,0.0067885+0.0029117i,0.0055408+0.001602i,0.0042214+0.00211i,0.006386+0.0054627i,0.010788+0.0092964i,0.012929+0.010485i,0.010669+0.0069012i,0.0066203+0.0027464i,0.004068+0.0024465i,0.0026709+0.001142i,0.0002559-0.0011533i,-0.0023775-0.0016223i,-0.00225-0.001598i,-0.0014493-0.0011967i,-0.0017433-0.00053957i,-0.001361+6.5601e-05i,9.0469e-05-0.00077806i
-1.4284e-05-0.0041208i,0.0023695-0.0095538i,0.0064255-0.012648i,0.0087303-0.011474i,0.0078405-0.0064737i,0.0051196+0.00057768i,0.0034988+0.0034094i,0.0024244+0.002788i,0.00056742+0.004625i,-0.002699+0.0091975i,-0.0078589+0.01209i,-0.011014+0.0094325i,-0.010472+0.0039355i,-0.009459+0.0016902i,-0.0082759+0.001853i,-0.0054605+0.0022484i,-0.0018352+0.0019273i,-6.8455e-05+0.001522i,-7.9338e-05+0.0016045i,0.0012597+0.0014167i,0.0025542+0.0014262i,0.0021862+0.00082508i,0.0021959+0.0011913i
0.0042725+0.0022502i,0.0082363+0.00194i,0.011339+0.0018862i,0.0086828+0.0019759i,0.00010445+0.0012814i,-0.0059636-0.00046683i,-0.0055714-0.0015785i,-0.0033856-0.00076913i,-0.0032077+0.00010593i,-0.0065991-0.00028591i,-0.0096347-0.00112i,-0.0082213-0.0010246i,-0.0023964-0.0023687i,0.0015862-0.0044939i,0.00035973-0.0045694i,-0.0006819-0.003663i,0.00071951-0.0022359i,0.001006-0.00059622i,-0.00042299+0.00053984i,-0.0016485+0.0015418i,-0.0016162+0.0016915i,-0.00094601+0.00061798i,-0.00015592-0.00049425i
-0.0013061-0.00014909i,-0.00094994+0.0037965i,-0.00047102+0.0069859i,0.00062176+0.0043831i,0.00033082-0.0015366i,-0.00059146-0.0041669i,0.00034361-0.003632i,0.0013294-0.0031776i,-0.001193-0.0033365i,-0.006102-0.0042931i,-0.010298-0.0067479i,-0.010773-0.0082529i,-0.0079482-0.0049242i,-0.0050935-0.00054752i,-0.0022009+0.00052249i,-0.00089203+0.000169i,-0.00059308+0.00049997i,0.00017763+0.0013229i,-0.00013805+0.0015661i,-0.00060224+0.0018785i,-0.00025978+0.0015281i,-0.00015321+0.00039847i,-0.00033349-0.00048586i
-0.0028833+0.00052349i,-0.0066522+0.002099i,-0.0094914+0.0029308i,-0.0080939+0.0020458i,-0.0044156-0.001937i,-0.00047394-0.0057332i,0.0022012-0.0048625i,0.0021235-0.0019179i,0.0022635-0.001303i,0.0040674-0.0061476i,0.0071101-0.012101i,0.010077-0.012689i,0.010654-0.0099648i,0.0090547-0.007096i,0.0068608-0.0039186i,0.0045829-0.0019888i,0.002214-0.0019752i,-0.00017446-0.001624i,-0.0019509-0.00084233i,-0.002138-0.00058327i,-0.001573-0.0011112i,-0.00066475-0.001375i,-6.3964e-06-0.0010507i
-0.0037387-0.0066982i,-0.005159-0.0080718i,-0.0047542-0.0080548i,-0.00062991-0.007759i,0.0047789-0.0067467i,0.0078069-0.0042365i,0.0076258-0.0017611i,0.0055215-0.00060377i,0.0039502-0.00012199i,0.0055701+0.00050259i,0.0079293+0.0029184i,0.0078937+0.0040705i,0.0053944+0.0038085i,0.0013976+0.004614i,-0.00082588+0.0048934i,-0.00086778+0.0038486i,-0.0007007+0.0017611i,-0.0011044+0.00033975i,-0.0023633-0.00026721i,-0.0026279-0.0021823i,-0.0012543-0.0023914i,-3.5139e-05-0.0014091i,0.00043667-0.00094395i
-0.00048931-0.00037001i,0.0017536-0.0022083i,0.0045051-0.0031551i,0.0038308-0.0022423i,0.0025132-0.00029685i,0.0024497+0.00136i,0.0011289+0.0026432i,-0.00077026+0.003733i,-0.00059127+0.0042217i,0.0015443+0.0048926i,0.0037303+0.0063741i,0.0054285+0.0061958i,0.0064647+0.0024244i,0.0046658-0.0024747i,0.0018076-0.0033807i,0.00040222-0.0011982i,6.8704e-05-0.00042405i,0.00026686-0.00087517i,0.00011068-0.00070195i,-0.00043354-0.00029741i,-0.0013872-0.00026432i,-0.0012008-0.00041411i,0.00058999-0.00092639i
-0.00045141-0.0015336i,0.00013286-5.3542e-05i,0.0026444+0.00078779i,0.0049396+0.00083172i,0.0055615-5.748e-05i,0.0039681-0.00023204i,0.0022617+0.00046253i,0.001728+0.0014718i,0.00012723+0.0033912i,-0.0031863+0.0059839i,-0.0074671+0.0094864i,-0.0098169+0.011006i,-0.008811+0.0089125i,-0.006742+0.006078i,-0.0051962+0.0041462i,-0.0035073+0.0027758i,-0.0022662+0.00090894i,-0.0011113-0.00046386i,0.00073644-0.00023508i,0.0016817+0.00050574i,0.0027564+0.00084612i,0.0021697+0.001248i,0.00038832+0.0016847i
-0.0043625-0.00066244i,-0.004847+0.0015199i,-0.0048775+0.0021826i,-0.0045525+0.0008787i,-0.0033272+0.00024166i,-0.001825-0.0012526i,-0.0017437-0.0029359i,-0.0027855-0.0024216i,-0.0044886-0.0019393i,-0.007238-0.0038407i,-0.0092961-0.0058001i,-0.0081534-0.0061596i,-0.0023059-0.0059726i,0.0032888-0.0060115i,0.0047922-0.0053448i,0.0035298-0.0034828i,0.0020703-0.001863i,0.00051348-0.0008375i,-0.00034209+0.00042566i,4.2642e-05+0.0016928i,-0.00042988+0.0019448i,-0.00097387+0.0014073i,-0.00095626+0.00089526i
-0.0017934-0.00011608i,-0.0013687-0.0011988i,0.0024461-0.0011915i,0.0050296-0.0021572i,0.0051575-0.0030186i,0.0048649-0.0024544i,0.0032703-0.0019773i,0.00096623-0.0011148i,-0.001393-0.0016738i,-0.0021782-0.0048661i,-0.0022985-0.0071641i,-0.0027138-0.0060112i,-0.0026996-0.0021355i,-0.0035506+0.0010283i,-0.0042326+0.0015009i,-0.0039089+0.00054019i,-0.0029218+0.00047605i,-0.0023594+0.00075543i,-0.0029459-0.00022785i,-0.0036382-0.00092897i,-0.0019102-0.0013188i,0.00029388-0.0015321i,0.00027897-0.0012328i
-0.0010401+0.0007415i,-0.0018351+4.6627e-05i,-0.0015497-0.0010066i,-0.0011163-0.0028613i,-0.00050932-0.0049995i,0.0021171-0.0058508i,0.0027194-0.0040594i,0.00056397-0.0020532i,0.00056924-0.0030458i,0.0036702-0.0071948i,0.0067856-0.0099732i,0.0077134-0.0087285i,0.0072741-0.006009i,0.0057335-0.0044884i,0.0035739-0.002687i,0.0024714-0.00081117i,0.0018545-2.7681e-05i,0.00010726+0.00067565i,-0.0016729+0.0013449i,-0.0021752+0.0014061i,-0.0015896+0.00087113i,-0.00065917-0.00040908i,0.00084228-0.0020557i
-0.00051971-0.0004809i,-0.0016285-0.0015135i,-0.00030501-0.0021011i,0.0028501-0.003794i,0.0052604-0.0043207i,0.0060431-0.002604i,0.0037459-0.001313i,0.00053259-0.001696i,0.0013242-0.0017021i,0.0059745+0.00024252i,0.0087008+0.0032081i,0.00546+0.0063629i,0.00054605+0.007808i,-0.002899+0.0062976i,-0.0038008+0.0030786i,-0.0024863+0.00091599i,-0.0013255-0.00018365i,-0.0015539-0.001045i,-0.0010384-0.0012233i,0.00022012-0.0014474i,0.00093457-0.00083543i,0.0011044-0.00042557i,0.00074115-0.0013577i
-0.0035869-0.0045583i,-0.0032547-0.0055989i,-0.001759-0.0053849i,-0.00024992-0.0035362i,-0.00021075-0.001933i,0.0005121-0.00047264i,0.00058536-0.00050602i,-0.00086348-0.00085751i,-7.3452e-05+1.5894e-05i,0.0013894+0.0021147i,0.0011112+0.0048998i,3.2788e-05+0.006112i,0.0012623+0.0040458i,0.003746+0.000344i,0.0032183-0.0010504i,0.0020685+0.0003007i,0.0019435+0.0011454i,0.0010509-6.6328e-05i,0.00036776-0.00095796i,0.00082816-0.00042225i,0.0012535+0.00041195i,0.0013056+0.0010379i,0.0012518+0.0014312i
0.003165-0.0033966i,0.0045231-0.0035607i,0.0054272-0.0024875i,0.0062922-0.00169i,0.005638-0.00051004i,0.0031971+0.0010718i,0.0015996+0.00011521i,0.00040358-0.0018032i,-0.00017389-0.001504i,-0.0003316+0.00099445i,-0.0026463+0.0035462i,-0.0059501+0.0043319i,-0.0065033+0.0040367i,-0.0051577+0.0038729i,-0.004853+0.002867i,-0.004028+0.001129i,-0.002651+0.00013737i,-0.0013046-0.0007883i,-0.00021997-0.00090905i,0.00051891-0.001008i,0.00014009-0.00071934i,-0.00037396-0.00037914i,-0.00019385-0.00015329i
0.00091173-0.0016137i,-0.0009288-6.9302e-05i,-0.003758+0.0021628i,-0.0054911+0.0021312i,-0.0038966-0.00049441i,-0.0019432-0.0029498i,-0.00016288-0.0033934i,-0.00032626-0.0031256i,-0.0023119-0.0023344i,-0.0035914-0.0019537i,-0.004601-0.0032146i,-0.0035786-0.0048659i,-0.00061533-0.0043769i,0.0014587-0.0030601i,0.001169-0.0022206i,-9.8755e-05-0.0011255i,-0.00047286+0.00025729i,-0.00032706+0.0010327i,-0.00080531+0.0020144i,-0.0018397+0.0020564i,-0.0016408+0.00049253i,-0.0014767-0.00033834i,-0.000832-0.0003738i
-0.0021951-0.0018826i,0.00010262-0.0013004i,0.0019304-0.00047529i,0.0021317-0.00087058i,0.003139-0.0020397i,0.0039698-0.0034454i,0.0027886-0.0037104i,0.0010443-0.0033352i,0.00014696-0.0034414i,0.00071183-0.0033736i,0.0022588-0.0038688i,0.001571-0.0043995i,-0.0013637-0.0031886i,-0.0031897-0.00088277i,-0.0028636+0.00011281i,-0.0019686-0.00080369i,-0.001204-0.0024516i,-0.0010254-0.0026412i,-0.00062688-0.001593i,0.00039962-0.00037016i,0.0011585+0.00057288i,0.0017442+0.00026848i,0.0017382-0.0006825i
-0.0012507-0.00013519i,-0.00069388+0.00099928i,-0.00063323+0.00016669i,-0.00062762-0.0028764i,1.7811e-05-0.0033646i,0.0014233-0.0021831i,0.0025806-0.0032281i,0.0022194-0.0041585i,0.0014574-0.0033753i,0.0021075-0.002394i,0.0035967-0.0013218i,0.0050607-0.001203i,0.0055332-0.0012401i,0.0057226-0.0014192i,0.0056163-0.0018334i,0.0042575-0.0016011i,0.0019311-0.0012447i,0.00056595-0.0007024i,-0.00038108-0.00078247i,-0.001516-0.00085487i,-0.0011042-0.001083i,0.00028035-0.0012667i,0.00080339-0.00039395i
0.0001034-0.0015259i,-0.00044704+0.000476i,0.001702-0.00031562i,0.0032127-0.0016296i,0.002549-0.001704i,0.0019072-0.00088503i,0.0025557-0.00089901i,0.0034038-0.0024817i,0.0039255-0.0028655i,0.0039004-0.00076922i,0.003593+0.0028121i,0.0020623+0.0047207i,-0.0010156+0.0049532i,-0.0022971+0.0045712i,-0.0017003+0.0033481i,-0.0012859+0.0016316i,-0.00053137-0.0014388i,0.00044278-0.0032414i,0.00053279-0.0027147i,0.0006791-0.0017942i,0.00081153-0.00014851i,0.0011556+0.00086254i,0.0011366+0.00029727i
-0.002322-0.003494i,-0.0015935-0.0025604i,-0.00050152-0.00031853i,0.00016913-0.000428i,0.0016264-0.0026492i,0.003287-0.0039766i,0.0029837-0.0043134i,0.0025951-0.0038325i,0.0026068-0.0018057i,0.0017406+0.0023256i,0.00076144+0.0051263i,0.00090273+0.004467i,0.0018183+0.0028691i,0.0027295+0.00093181i,0.003213+0.00027378i,0.0020998+0.0012648i,0.00049011+0.0017283i,3.8439e-05+0.0006743i,-2.617e-05-0.00031262i,0.00019858-0.00055781i,6.7602e-05-0.0004704i,-0.00016216+0.00020038i,-0.00031353+0.00071499i
-0.00044897+0.0057205i,0.00048977+0.0069709i,0.0029385+0.0056346i,0.0042242+0.0013814i,0.0033561-0.0011003i,0.0024236-0.0025284i,0.0023547-0.003378i,0.0023216-0.0026536i,0.0012516-0.00080988i,-0.00092792+0.00093969i,-0.004063+0.0015833i,-0.0066702+0.00053142i,-0.0083642-0.00070678i,-0.0086373-0.0003993i,-0.0062208+4.7747e-07i,-0.0030012-0.00059841i,-0.00079318-0.0013898i,0.00018241-0.0016664i,0.00055162-0.00025236i,0.0012021+0.0010141i,0.0019307+0.00087751i,0.0023491+0.00072073i,0.001992+2.7324e-05i
-0.00079707-0.0031007i,-0.0034124-0.0026195i,-0.0030398-0.0010823i,-0.001293-0.0010758i,-0.00033692-0.0030754i,0.0011387-0.0029564i,0.0021004-0.0012014i,0.0025185-0.0010981i,0.0011098-0.0013244i,-0.0020474-0.00054747i,-0.0039606+0.00029867i,-0.0021079+0.00018101i,0.00061395-4.1383e-05i,0.00088992+0.00062152i,0.0006435+0.00086612i,0.00010499+0.00045041i,-0.00097158+0.0010525i,-0.00088314+0.0015714i,-0.00042979+0.00074681i,-0.00044329-5.7625e-06i,-0.00096614-0.00081281i,-0.0012594-4.3313e-05i,-0.00046175+0.0011489i
-0.0029482-0.0050904i,-0.0043534-0.0069666i,-0.0025899-0.0059965i,5.9058e-06-0.0037605i,0.0013048-0.002723i,0.0025386-0.0021677i,0.0042762-0.00186i,0.0042217-0.0023046i,0.0023901-0.0032387i,-0.00016819-0.004675i,-0.0021303-0.0043617i,-0.0023198-0.0028611i,-0.0022668-0.00099519i,-0.0023342+0.00095231i,-0.0019286+0.001118i,-0.00080848+0.00010737i,0.00031063-0.00088523i,0.00034882-0.0012881i,0.00031561-0.0010003i,0.00020357+0.00025743i,0.00049031+0.0017451i,0.0017587+0.0018643i,0.0018502+0.00050019i
-0.00048523-0.0021972i,0.00096507-0.0031679i,0.0034229-0.0034168i,0.0040826-0.0030784i,0.0033466-0.0024911i,0.0039152-0.0019579i,0.004049-0.00095302i,0.0035469-0.00088842i,0.0029803-0.0023836i,0.0028366-0.0032976i,0.0030962-0.0024712i,0.003404-8.099e-05i,0.004169+0.00040706i,0.0047389-0.00080025i,0.0038215-0.00086645i,0.001584-0.00056011i,-7.3068e-06-0.00045666i,-0.00073925-0.00038148i,-0.00099753-0.0011485i,-0.0012105-0.0015107i,-0.00093724-0.00056485i,-0.00037012+0.00032257i,-8.5852e-05+0.00089096i
0.0027091+0.0037906i,0.0038439+0.0032317i,0.0049721+0.0014824i,0.004612-0.001122i,0.0028413-0.002745i,0.0012718-0.0027588i,0.0019104-0.0020911i,0.0038295-0.0021357i,0.0044579-0.0022038i,0.0031073-0.0016293i,0.0012981-0.00094685i,-0.0010356-7.9578e-05i,-0.0036497+0.00077188i,-0.004893+0.0011239i,-0.0041316+0.0013189i,-0.0011068+0.0012301i,0.0013718+0.00051433i,0.0011154-0.00064927i,0.0003205-0.00092759i,-0.00024967+0.00045008i,0.00011928+0.0012968i,0.0011569+0.0013925i,0.001332+0.00086992i
