0.0022693+0.00058499i,0.0014454-0.00023284i,0.0012897-0.0028097i,-0.00016577-0.003026i,-0.002552-0.0019339i,-0.0030978-0.00013788i,-0.0019274+0.00083086i,0.00021947+0.0014309i,0.0011626+0.00080394i,0.0003191-0.0010821i,0.00014014-0.0010664i,-6.2032e-05+0.00047453i,-0.00021208+0.0018321i,-6.7127e-05+0.0020304i,-0.0002293+0.0016112i,0.00020457+0.0010023i,0.00034188+0.00056815i,0.00032301-0.00012438i,0.00092783-0.00021973i,0.0013477+2.8802e-05i,0.0016845-0.00011756i,0.0012444+1.7459e-05i,0.00018751+0.00018646i
-0.00061499+0.00055975i,-0.0017771+0.00061184i,-0.0016808+0.00037397i,-0.000385+0.00066569i,0.00024404+0.00079297i,0.00029572-0.00013715i,-6.8022e-05-0.00065736i,-1.8537e-05-0.00053635i,-0.00031352-0.0010289i,0.0001743-0.00077623i,0.00080035-0.00049708i,0.00041507-0.00049726i,0.00013796-0.00045803i,0.00060143-0.0005983i,0.0010017-0.00080424i,0.00050671-0.00074949i,0.0005339+6.2707e-05i,0.00094188+0.0002973i,0.0002346-0.00026381i,-0.00062703-0.00064799i,-0.00052611-0.0010898i,-0.00026367-0.00054631i,8.8331e-07+0.00016819i
-0.0010251-0.0012431i,-0.0018448-0.0008102i,-0.0018022-0.00071081i,-0.0020544-0.00091144i,-0.0013074-0.00048439i,-0.00060679+0.00083686i,-0.00024111+0.0014002i,-0.00018672+8.6838e-05i,-0.00041602-0.00035696i,-0.00048887+0.00034839i,-0.00025895+0.00055992i,-0.00036661+0.00063702i,3.5521e-05-0.00012976i,0.0003192-0.00066753i,-0.00030182-0.0004054i,-3.4575e-06-0.00020434i,0.00040369+0.0004232i,0.0004802+0.00055428i,0.00049012-0.00013355i,-0.00018643-0.00041991i,-0.00039513-0.00048327i,0.00014057+1.3379e-05i,-0.00012687+0.00065189i
7.8923e-05-0.00022629i,0.0010172-0.00015719i,0.00028661+0.00026266i,0.00016618+0.00061827i,-0.00052142+0.00099926i,-0.0011191+0.0007432i,-0.00094063+0.00053999i,0.00022766+0.00044685i,0.000571+9.1868e-05i,-0.00036989+1.4611e-05i,-0.00042005+0.00015076i,-0.00022419+0.00042369i,-0.00079349+0.00025679i,-0.00050591-0.00069505i,0.00017701-0.00038484i,0.00038368+0.000363i,0.00039426-0.0003277i,-6.4466e-05-0.00047347i,-0.00040751-0.00015978i,-0.00020604-0.00068717i,-0.00019669-0.00046825i,0.00016129+0.0002113i,0.00073526+0.00085276i
-0.0013582-0.00031656i,-0.0011913-0.00020919i,-0.00053387-7.6733e-05i,-2.9747e-05-0.00025712i,0.00016889+2.523e-05i,0.00059573+0.00019193i,0.00026556-0.00079452i,-0.00020083-0.0010933i,-0.00043973-0.00059119i,-0.00015464-0.00062492i,0.00033324-0.00093165i,0.00024793-0.00080943i,0.00010974+6.1214e-05i,-9.1513e-05+0.00025723i,0.00027553-0.00056335i,0.0006422-0.00052054i,0.00046564+9.3462e-05i,-0.000232+0.00023172i,-0.00079834-0.00010649i,-0.00017389+3.1819e-05i,9.9494e-05+0.00055867i,-0.00013716+0.00014424i,0.00031301-0.00072805i
-0.0018241+3.9424e-06i,-0.001695+0.0014003i,-6.549e-05+0.0030231i,0.00071134+0.0027309i,0.00025176+0.001577i,8.2232e-05+0.00058396i,0.00046307-0.00078805i,0.00019271-0.00067226i,-0.00011071+5.5149e-05i,0.00037869+0.00051021i,0.0005152+0.00025185i,0.00023643-0.00071523i,0.00026026-0.00058094i,4.2699e-05-0.00082942i,-0.00053199-0.001149i,-0.0010583-0.0011902i,-0.00051091-0.0010547i,-0.00041858-0.00031053i,-0.00019379+8.8901e-05i,0.00019575+8.8935e-05i,-0.00041577+0.00010938i,-0.00068869-0.00019549i,-0.0005237-0.00055149i
-0.0016286-0.0012071i,-0.0016109-0.0010662i,-0.00091054+0.00049243i,-0.00021725+0.00091063i,-7.0448e-05+0.00061027i,-0.00018101+0.00092812i,0.00061821+0.0012337i,0.00066305+0.00094107i,0.00021135+0.00045917i,-0.00062564-0.00011188i,-0.00092083-0.00012181i,9.8363e-05-3.842e-05i,0.00027277+0.00024828i,2.3343e-05+0.00098717i,0.00045033+0.00097882i,0.00049871+0.00045139i,4.4998e-05-3.3832e-05i,-0.00025316+8.4325e-05i,0.00013936+0.00031271i,0.00028311+0.00016505i,0.00011485+0.00015739i,-0.00054471+0.00014939i,-0.00033516+0.00071116i
0.00085376-4.0258e-06i,0.0011109-0.00064258i,0.00014279-0.00035032i,-7.8767e-05+0.00081763i,-0.00064924+0.001778i,-0.00036395+0.0014331i,0.00026469+2.0429e-05i,0.0001952-0.0011356i,-0.00030055-0.0010473i,-0.00037189-0.00056808i,0.00049415-7.0131e-05i,0.00047103+0.0004095i,0.00023719+0.00043555i,2.8947e-05-0.00018784i,0.00025221-0.00057466i,0.00077874-9.3421e-05i,0.00034442-0.00029768i,-0.00083221-0.00021654i,-0.00092534-2.4493e-05i,-0.00010723-0.0011368i,0.0005088-0.0014105i,0.00051613-0.00028175i,2.7184e-05+0.00028355i
-0.0017841-0.00091384i,-0.0015385-0.00086103i,-0.00074259-8.3856e-06i,-0.00047753+0.00033217i,-0.00055236+0.00025917i,-0.00045445+0.0004756i,-0.00076881+0.00019164i,-0.001142-0.00017139i,-0.00088377-4.1754e-05i,-3.0461e-06-0.00022873i,-2.414e-05-0.00023772i,-0.00036334+0.00044841i,0.00012039+0.00058788i,0.00012295-6.7342e-05i,-0.00016678-0.00073611i,0.00016571-0.00043097i,0.00036725+0.00046225i,0.00030466+0.00049174i,0.00050146+0.00046551i,0.00063812+0.0005819i,0.00078986+0.00047271i,0.0003529+0.0010261i,-0.0004642+0.0011828i
0.00081884-0.0010374i,0.00096266-0.0011303i,0.0010118-0.00019325i,0.00040026-0.0010438i,0.00019771-0.0011724i,-8.5244e-05+0.00075434i,0.00015974+0.0015242i,0.00015713+0.00091604i,-0.00080872+0.00034635i,-0.00079602+0.0003172i,-0.00019719+0.0008799i,-0.00016922+0.00036614i,-0.00017639+8.6301e-05i,-0.00037632+0.00051955i,-9.7978e-05+0.00021387i,0.001126+4.8371e-05i,0.0013021+0.00019549i,0.0006312+0.00062767i,0.00051341+0.00068949i,0.00060433+0.00070994i,0.00068042+0.00056354i,0.00019316+7.7273e-05i,-0.00065428+3.1794e-05i
-0.00076615+0.00088938i,-0.00098338+0.0016941i,-0.00040318+0.0018158i,-0.00012521+0.0019003i,0.0001546+0.0010013i,0.00022459+0.0002164i,0.00048925-0.00062718i,0.00027407-0.00023735i,-0.00019857+2.9431e-06i,-7.6004e-05+0.00014413i,-5.9097e-05+5.0505e-05i,-0.00059505-0.00070277i,-0.00014741-0.00070356i,0.0005992+0.00019411i,5.5406e-05+0.00056702i,0.00014399+0.00086612i,4.7679e-05+0.00062476i,-0.00036982-0.00031439i,-8.8233e-05-0.0003682i,0.0002315-6.6324e-05i,0.00020658-0.0002407i,-0.00033961-0.0002819i,-0.00027025+0.00040417i
-0.00092727+0.00052917i,-0.0006392+0.001062i,-0.0003169+0.0016123i,-0.00043562+0.0014734i,-0.00011569+0.0012003i,-0.00046152+0.0012332i,-0.00073725+0.00055701i,-0.00032936-0.00023579i,9.5868e-05-0.00042747i,0.00031406-0.00060973i,-0.00070446-0.00089118i,-0.0015809-0.0003903i,-0.0010744-0.00010321i,-0.00029708-0.00045826i,-0.00017864-0.0001789i,0.0003935+0.00069228i,0.00037989+0.00084524i,0.00017159+0.00034749i,5.9385e-05+2.2005e-05i,-0.00085378-8.6166e-05i,-0.0012872-0.0001539i,-0.001148-0.00021875i,-0.0003679-0.00035805i
-0.0014602-0.00087031i,-0.0025272-0.00099247i,-0.0014081-0.00058746i,-0.0001696-0.00051645i,0.00098399-0.0013163i,0.00072622-0.000912i,-0.00061984-5.0371e-06i,-0.00097964-0.00024677i,-0.00025186-0.00076455i,0.00056905-0.00086536i,0.000305-0.00050751i,-0.00070688+0.00016263i,-0.0010045+6.4636e-05i,-0.00015591-0.00018755i,-0.00035543-0.00020251i,-0.00095819-0.00038211i,-0.00033535+0.00028319i,3.4819e-06+0.00051294i,-0.0006306+0.00018969i,-0.00016596+0.00015852i,0.00015571+2.3188e-05i,-9.8371e-05+2.1024e-05i,-8.4012e-05+0.00016061i
0.00080957-0.0018953i,-0.00013045-0.0024115i,-0.00065041-0.0017209i,-0.00045656-0.00077422i,-0.00054439+3.4738e-05i,-6.8767e-06+0.00014605i,0.00056441-0.00016437i,0.00057538+5.9862e-05i,0.00074038+0.00028102i,7.7319e-05+0.0003817i,-0.00014311+0.00035776i,0.00044136+0.00034509i,0.00053958+0.00012222i,0.00016209+0.00037189i,0.00048201+0.00027679i,0.0011258-0.00075879i,0.0011032-0.00058333i,0.00031605-3.5253e-05i,0.00016284+4.0803e-05i,7.0372e-05+0.00074419i,-0.0003101+0.001245i,-0.00066296+0.00027357i,-0.00034039-0.00028722i
-0.00097915+0.00041664i,-0.00098342+0.0012052i,-0.00030966+0.00072001i,-0.00017046+0.00055746i,-0.00034356+0.00095424i,-0.00089606+0.00058248i,-0.00077457-0.0007766i,-8.1471e-05-0.0016967i,-0.00061064-0.00079246i,-0.00044647+0.00033048i,0.00019667+0.0003687i,-4.5225e-05+0.00018007i,-4.1033e-06-0.00036447i,0.00042961-0.00012139i,0.0013733+2.8012e-05i,0.0019043-7.3735e-05i,0.00095063+0.00043569i,0.00048918+0.00033161i,0.00043971+0.00018805i,0.00045352+0.00023632i,0.00066113+0.00045992i,-0.00011416+0.00089143i,-0.0011459+0.0012866i
0.0010421+0.00013779i,0.0013964-0.0010759i,0.0017229-0.00066776i,0.0018274-0.00029499i,0.00083527-0.00020769i,-0.0010848-0.00029056i,-0.00094799-0.0004573i,0.0006085+0.00026053i,0.00055124+0.0010892i,0.00012306+0.00056667i,0.00049887+0.00040147i,0.00070565+0.00062489i,0.00013782+0.00090371i,-0.0004671+0.00065723i,7.6734e-05-0.0001814i,0.00090721-7.9677e-05i,0.00060003+0.00029466i,-0.00022601-6.6809e-05i,0.0001063-0.00052659i,-0.00021364-0.0013636i,-0.00062369-0.0018516i,-0.00010768-0.0014493i,0.00055427-0.00039739i
-0.0022571-0.00064238i,-0.0016363-0.0008064i,-0.0018724-0.00014532i,-0.0015624-0.0001768i,-0.00033402-0.00051986i,-0.00022606-0.00053423i,0.0001471-0.00054828i,-0.00010747-0.00011198i,-0.0013365-9.9416e-05i,-0.0014619-0.00031527i,-0.00087176+0.00016299i,-0.0008602+0.0010658i,-0.00032421+0.0013303i,0.00047889+0.00096147i,0.0009189+4.1743e-05i,0.0010024-0.00062468i,0.0004901-0.00032456i,0.00033815-0.00020952i,-0.00015686-0.00038185i,-0.00051211-0.0003264i,-0.00015172+0.00028188i,-0.00026241+0.00068224i,-0.00039391+0.00050235i
0.00082383-0.0019366i,-0.00025389-0.0021469i,-8.0714e-05-0.0017803i,0.00049558-0.00060297i,0.00053501+0.00063641i,-0.00015927+0.0016315i,-0.0007535+0.0012417i,-0.00047896+0.00026101i,-5.2295e-05+0.00048176i,-6.7711e-05+0.00075879i,-0.00050309+5.8095e-05i,-0.00064643-0.00038511i,0.00021706+0.00017181i,0.00033085+0.0011084i,-0.00028155+0.00090161i,-0.00068799+0.00035686i,-2.8054e-05+0.00036629i,0.00062428+0.00040365i,0.0012643-0.00039307i,0.0010262-0.00041763i,-0.00063244+0.00061084i,-0.0011339+0.0015636i,-0.0006504+0.0010788i
-0.0019565-0.00084708i,-0.0020723-0.00086545i,-0.00080289-0.00049155i,-0.00019248-0.00058391i,-0.00082492-2.8025e-05i,-0.0013285+0.00044042i,-0.00054482-0.00016276i,2.0584e-05-0.0012136i,-0.0002395-0.0012691i,-0.00067349-0.00014115i,-0.00052634+0.00026608i,-4.0649e-05-0.0002998i,0.00021256-0.00050547i,-2.6786e-05-0.00030233i,-0.00013547+0.00019767i,-0.00020461+0.00030615i,0.00038056-0.00059726i,0.00093201-0.00067243i,0.00017783-0.00021393i,-0.00027459-0.00054393i,0.00026066-0.0008911i,-6.7949e-05-0.00033843i,-0.00023685+6.8365e-05i
-0.0027343+0.00021188i,-0.0011221+0.00092257i,0.00089094+0.0016264i,0.0012165+0.0012638i,0.0011423+0.00045149i,0.00064437+0.00045285i,-0.00037017+0.0008493i,-0.0010349+0.00071886i,-0.00084066+0.00011988i,0.0001639-0.00011111i,0.0005427+0.00019607i,0.00058718-1.8565e-05i,0.00027078-0.0011659i,0.00049527-0.0010973i,0.00086839-0.00040497i,0.00074265-0.0004937i,0.00025976+3.4496e-05i,-4.5347e-05+0.00025934i,-0.00021075+0.00033579i,-0.00015428-7.7316e-05i,0.00020314-0.00073893i,2.0421e-06-0.00038435i,-6.2642e-06-0.00019323i
-0.0012386-0.0030043i,-0.0019546-0.0027004i,-0.00083484+0.00018357i,-0.00018321+0.0013764i,-0.00017581+0.00098876i,-0.00046479+0.00041194i,-0.00028941+0.00011455i,-0.00060167-0.00028354i,-0.00097361-0.00026465i,-1.9667e-05+0.00018289i,0.00026435+0.00053652i,-0.00039147+0.00073147i,-9.3938e-05+0.00079301i,0.00062636+0.00095724i,0.0013545+0.00045235i,0.0013075-0.00023719i,0.00030537-0.00015047i,-0.00039912+0.00033029i,-0.00022155-0.00013393i,-0.00013146-0.00098929i,-0.00033886-0.00085049i,-0.00040312-0.0011104i,3.1394e-05-0.0012495i
0.00060523-0.0013707i,0.0010903-0.0022461i,0.00085627-0.0020845i,-0.00078426-0.0013049i,-0.0020355-0.00024017i,-0.001491+0.00054635i,-0.00069206+0.00095613i,-0.00042484+0.00062503i,-0.0010931+0.0004236i,-0.0012391+0.00047217i,-0.00036235+0.00023579i,-0.00045097+7.1317e-06i,-5.5264e-05+0.00037245i,0.00062784+0.0010673i,0.00082056+0.0008565i,0.00076271+0.00023586i,2.3484e-05+0.00065727i,-0.00061036+0.00085672i,-0.00070802+0.00051583i,-0.00046588+0.00031267i,-0.00052046-0.00051286i,4.4784e-05-0.00095894i,0.0010817-0.00067931i
-0.00097508-0.0015603i,-0.0015719-0.0016061i,0.00011012-0.00032422i,0.00095792-0.00022631i,0.0012685-0.00070167i,0.00088548-0.00047497i,-0.00027974+0.00011538i,-0.00085333-2.3679e-06i,-0.00020721-0.00041231i,0.00045352-0.00027102i,0.00015704-0.00050034i,-0.00070961-0.00046998i,-0.00076399+0.0005277i,-0.00034833+0.0012046i,-0.00025069+0.00028691i,0.00060985-0.00074305i,0.0012628-0.00021832i,0.00036319-9.9096e-06i,0.00053701-0.00013115i,0.0012857-0.00020042i,0.00055953+9.9788e-05i,-0.00024002+0.00055035i,0.00029029+9.8924e-05i
-0.0033061+5.8599e-05i,-0.002693+0.00096145i,-0.00066885+0.0020734i,0.0010496+0.0030115i,0.0015869+0.0018472i,0.0019305-0.00048454i,0.0014025-0.00099374i,0.00014967-0.00055096i,-0.00055795-0.00023405i,-0.00026151+0.00054919i,0.00055631+0.0014347i,0.0014733+0.0010612i,0.0025245+0.00019508i,0.0019827+0.00050239i,0.0007872-9.3834e-05i,0.00065954-0.0010796i,0.00017388-0.0009623i,8.2996e-05-0.0012703i,0.00033201-0.0010497i,2.3357e-05-0.00043292i,0.00015993-0.0002172i,-0.0001453-0.00037305i,-0.00081127-0.00054882i
-0.0026949+0.0018229i,-0.001257+0.0011688i,0.00046223+0.001419i,0.0012281+0.0013582i,0.0013729+0.0010081i,0.00014067+0.00036649i,-0.00055916+0.00019491i,-0.00028893-3.6319e-05i,-0.0005381-0.0010129i,8.394e-05-0.00089619i,0.00053282-0.00040636i,-0.00023023-0.00016379i,-0.00065126-0.00037254i,-0.00039226-0.0013086i,-5.9367e-05-0.00089i,-2.3077e-05-0.00022764i,0.00018709-0.00041486i,0.00065585-0.00015541i,0.0004567+0.00048035i,-2.1318e-05+0.00084014i,-1.2861e-05+0.00058169i,-0.00031744+9.7109e-05i,-0.00024081+9.8114e-05i
5.7509e-05+0.0018259i,3.8937e-06+0.00071866i,-0.00058376-0.00019316i,-0.00060319-0.00092788i,-0.00088721-0.00066028i,-0.0019522+0.000196i,-0.0016825+0.0008413i,-0.00084715-4.2804e-05i,-0.00054218-0.00015962i,-0.00087924+0.0001512i,-0.00075429+0.0002876i,-0.00063011+0.00078508i,-0.00093085+0.00084733i,-0.00070437+0.00080095i,-0.00034722+0.00085601i,-2.7062e-05+0.00026275i,8.7387e-05-0.00019607i,0.00028129+0.00011148i,-0.00014662+0.00070412i,-0.0012851+0.00045934i,-0.001296-5.2299e-05i,-0.0003331-9.9665e-05i,0.00055208-0.00014651i
-0.0011824-0.001098i,0.00036621-0.00026994i,0.0003721-0.00010849i,0.00088036-0.00022404i,0.0016688+9.5406e-05i,0.001273-0.00010302i,0.00059084-0.00089948i,-0.00023388-0.0011037i,-0.00023421-0.00079324i,0.00016302-0.00070685i,-0.00017642-8.5296e-05i,0.00016284-0.0002102i,0.00050081-0.00077277i,0.00035935-0.00048637i,0.00029859+0.00036205i,0.00026415+0.00052887i,0.00016876+0.00040413i,-0.00093298+0.00014952i,-0.0013037-0.00011447i,-0.00051404+1.1333e-05i,3.9791e-05+0.00030263i,0.00074037+0.00075985i,0.00078896+0.00097295i
0.00076038-0.0021298i,-7.6854e-06-0.00070705i,-0.00086882+0.00043237i,-0.0013816+0.00122i,-0.0016295+0.0015982i,-0.0008802+0.0015328i,-0.0003182+0.00094721i,-0.00010531+0.0001561i,-0.00036789-0.00053926i,-0.00089086-0.00084946i,-0.00041693-0.0006286i,0.00057851+7.3227e-05i,0.00076341+0.0006311i,0.0011937+0.00036999i,0.0011307-5.7213e-06i,0.0011819-0.00050734i,0.00078054-0.00059845i,-0.00022443-3.1067e-05i,-0.00089131+0.00021529i,-0.0011456+0.00068477i,-0.00047027+0.00050428i,0.00054687+0.00032034i,0.00061953+0.00090988i
-0.00025595+0.0029911i,0.00041327+0.0019611i,0.0015002+0.0018065i,0.002372+0.001464i,0.0012712-0.00048801i,0.00012438-0.0019118i,-0.00050886-0.0012992i,-0.00092987+0.00014765i,-0.0007849+0.00095802i,5.5868e-05+0.00043167i,-4.2947e-05-0.00012521i,-0.00071246-0.00047322i,-0.0012657-0.0015198i,-0.0015337-0.0023029i,-0.00072439-0.0018052i,0.00020036-0.00041243i,0.00076495+0.00027516i,0.0011016+6.2828e-05i,0.00053257+0.00023054i,-0.00031966+0.00043177i,-0.00069712+0.00013632i,-1.9631e-05+0.000591i,0.00055139+0.00025957i
0.0013996-0.00050819i,0.00057586-0.00018205i,-0.00085442-0.00018239i,-0.0015287+7.8095e-05i,-0.00018903+0.00044111i,0.00037509-6.7045e-05i,-0.00066275-0.00038291i,-0.0018785-0.00022719i,-0.0019948+0.00016867i,-0.0012161+0.00033603i,-9.8371e-05+0.00063712i,0.00056119+0.00025192i,-4.7306e-05-0.00011744i,0.00013214-0.00043488i,0.0011253-4.2123e-05i,0.0010974+0.00065939i,0.00045141+0.00037632i,0.00044401+0.00026818i,0.00075738+0.00030563i,-3.1926e-05+0.00031739i,-0.00048952+0.00027866i,-0.0002438-0.00019672i,-0.00012963-0.0001119i
-0.0010161-0.0012966i,-0.0010341-0.001163i,-3.3522e-05-0.00020276i,0.00039719-0.00032368i,0.00051538+0.00043315i,0.00092779+0.0011093i,0.0014871+0.00017644i,0.0012901-0.00046028i,-5.374e-05-0.00062348i,-0.00046014-0.00010833i,-0.00046598+0.00019365i,-0.00095275-0.0004829i,-0.00013316-8.9393e-05i,0.00058569+0.00074247i,0.00057687+2.5177e-05i,0.00085575-0.00012504i,0.00017132-6.7594e-05i,-0.00037948-0.00017876i,-6.2882e-05+0.00013385i,-1.5382e-05+4.3987e-05i,0.00033918-3.7864e-05i,0.0005387-0.00021354i,0.00011801+0.00073309i
-0.00039273-0.0014504i,-0.0013008-0.0016333i,-0.0021028-0.0018013i,-0.0028505-0.0010874i,-0.0025934+0.000406i,-0.0013989+0.001492i,-0.0005084+0.00082405i,1.9603e-05-0.00015522i,-0.000552-0.00074686i,-0.00056873-0.00092338i,0.00037204-0.00044202i,-5.4945e-05-0.00023214i,-0.00016836-0.00021114i,0.00037515-0.00024606i,0.00071198-2.5556e-05i,0.00085055+0.00044135i,0.00088878+4.6835e-05i,0.00055167-0.00040071i,0.00058129-0.00022704i,0.00051525+0.00013517i,-0.00037838-0.00018498i,-0.00050863-6.0674e-05i,-0.00052073+0.00042842i
0.00034928+0.00081662i,-0.00028919+0.00060727i,0.00086493+0.00021545i,0.00069003-0.00071113i,-0.0010277-0.00085901i,-0.0013942+6.8891e-05i,-0.00038111+0.00051145i,-0.00032928+0.00055736i,-0.00075984+0.00013653i,-0.00059405-0.0002087i,-0.00068619+0.0001452i,-0.0010043+0.00022961i,-0.00067574+0.00019389i,-0.00076246-8.6721e-05i,-0.0014607-0.00074463i,-0.0011284-0.0004775i,-0.00047869+4.5147e-05i,-0.00012189+0.00012767i,0.00019337+0.00011072i,0.00029778-0.00039753i,0.00081976-0.00076417i,0.0008578-0.00048674i,-2.5252e-05-6.5823e-05i
0.0006397-0.0036279i,0.00066149-0.0036794i,0.00035498-0.0018395i,-0.00031855-0.00064845i,-0.0014765-0.00044764i,-0.0022457-0.00020185i,-0.0019278-0.00027082i,-0.0011937-0.00050317i,-0.00080027-0.00013773i,-0.00032991-0.00018665i,-0.00031566-0.00034868i,0.00011129+0.00013764i,0.0008524+0.00060817i,0.00088554+0.00057168i,0.00038544+0.00099484i,7.7759e-05+0.0014956i,-0.00030135+0.00086691i,-0.00063433-7.2099e-05i,-0.00063418+0.00025635i,-0.00012998-0.00014275i,0.0006708-5.0963e-05i,0.0010666+0.00090982i,0.0010954+0.00090045i
-0.00060005-0.00017614i,-0.00024134-0.00036523i,-0.00034291-0.00073213i,-0.00077559+6.6979e-05i,0.00010587+0.00014188i,0.00074427-0.00019893i,0.00023643-2.2999e-05i,0.00023731-9.3065e-05i,-0.00046609-0.00035966i,-0.00058256-0.00078792i,0.00024195-0.0004485i,0.00091403+7.8069e-08i,0.0010717+1.2987e-05i,0.000547-0.00018649i,-0.00036626-0.00057055i,-0.00034632-0.00095893i,0.00038448-0.00059585i,0.00087347-5.7683e-05i,0.00092049+0.00043807i,0.00064126+0.00022076i,0.00041012-0.00033453i,0.00024829-0.00045682i,0.00051827-0.00012755i
0.0029315+0.00099391i,0.0028344+0.001352i,0.0020123+0.0016737i,0.00014639+0.00070684i,-0.00083639+0.00034895i,-0.0015119+0.00064433i,-0.0015033+0.00091491i,-0.00073189+0.0008439i,-0.0011182-0.00010185i,-0.00067792-0.0007577i,-0.0004354-6.1065e-05i,-0.00093581+0.0011673i,-0.00087082+0.0008142i,-0.00041742+0.0010914i,0.00016029+0.0010987i,0.0006052-0.00028202i,0.00076898-0.00077787i,0.0005164+0.00029017i,0.00017593+0.00062344i,0.00029083+9.1921e-05i,0.00045778-0.00035958i,6.0816e-05-0.00079451i,-0.00052242+0.00014413i
-0.0026009-0.0018028i,-0.0026871-0.0013283i,-0.001373-0.00026668i,0.00051958+0.0015742i,0.0012477+0.0030523i,0.0015038+0.0023222i,0.0015562+0.00061767i,0.0011911-0.0001041i,0.00031866-0.00055827i,-0.00020144-0.00063442i,0.00012177-0.00041863i,0.00055652-0.00011849i,0.0015333-0.00010783i,0.0028773+3.0101e-05i,0.0024455-8.2831e-05i,0.00090545-1.3065e-05i,-0.00022501+0.00042074i,-0.00056533-0.00010594i,-0.00046115-0.0012281i,-0.0003337-0.0012997i,-3.2559e-05-0.00012493i,-0.00013846+0.0006975i,-0.0002912+6.4197e-05i
-0.0026508+0.00086887i,-0.0033039+0.00081357i,-0.0032454+0.00058733i,-0.00081356+0.0010859i,0.00054893+0.0016401i,0.0009928+0.00070158i,0.000792+0.00015993i,-0.00050484+8.8733e-05i,-0.00069224-0.00068069i,0.00011711-0.00026127i,0.00033608-4.2436e-06i,0.00040359-0.00017555i,0.00036159-0.00029599i,6.6459e-05-0.00058349i,0.00062111-0.0004837i,0.00063463-0.0001817i,-1.3605e-05+1.0811e-05i,-0.0005169+0.00049006i,-0.0006521+0.00054906i,-0.00068234+0.00019882i,-0.00055061+6.8042e-05i,-3.9119e-05-2.1512e-06i,0.00034064+9.0919e-05i
-0.001815-0.00023285i,-0.0016082+5.1763e-05i,-0.00079171-0.00021931i,-0.00074647+8.9365e-05i,-0.0014082+0.0011765i,-0.0021577+0.0024384i,-0.0014899+0.0021211i,-8.0864e-05+0.0013714i,-0.00011187+0.0011905i,-3.6232e-05+0.00078196i,0.00046019+0.00019424i,0.0001741+0.00020503i,-0.00069017+0.00064661i,-0.00027405+0.00015178i,0.00042564-8.1589e-06i,-0.00032369+0.0001758i,-0.00039675-6.2342e-05i,-0.00012553-0.00022173i,0.00015746+0.00075242i,-0.00028135+0.0011877i,-0.0001466+0.0001325i,0.00035158+0.00011135i,0.00034712+0.00038655i
-0.00035176+0.0014444i,0.00080668-1.1522e-05i,0.0020504-0.00070587i,0.0018758-0.00081505i,0.00075612-0.0014643i,-0.0007367-0.0011581i,-0.00079206+0.00040864i,-0.00022676+0.00053684i,-0.00039625-0.00015292i,-0.00090308-0.00083196i,-0.00075543-0.0014623i,6.8654e-05-0.00098506i,0.00016372-0.0011363i,-0.00032437-0.0016576i,0.00012549-0.0014185i,0.00022125-0.00047549i,-0.00016447-4.7799e-05i,-0.00028581+3.5388e-05i,-0.00023246+0.00026452i,7.6253e-05+0.00039146i,0.00058208+0.00028176i,0.00080068-0.00010126i,0.0005005-0.00013405i
0.00045473+0.00024435i,0.00062028+0.00039606i,0.0011187-1.5748e-05i,0.0013567-0.0010619i,0.00075226-0.0016993i,-0.00031615-0.00062732i,-0.00029624-1.1511e-05i,-0.00057713-0.00022269i,-0.00097264+7.7307e-06i,-0.00028011-3.5504e-05i,0.00042509-0.00047363i,0.00021495-0.00013888i,-0.00047326+0.00029276i,-0.00068633+0.00016285i,-0.00029197+0.00079439i,-0.00028216+0.00091747i,3.8919e-05+0.00010882i,0.00061019-7.8837e-05i,0.00073639+3.6993e-05i,0.0005717-0.0003777i,0.00046209-0.00083554i,0.00028084-0.0010811i,4.5113e-05-0.00072814i
0.00015267-0.00027107i,-0.00033776+0.00029348i,-0.0010349+0.00075323i,-0.00081556+1.5952e-05i,0.00014075-0.00025495i,-0.000246+0.00053752i,-0.00066268+0.00081931i,-0.0012235+0.00067449i,-0.0012125+0.00064809i,-0.00050496+0.00024496i,0.0002291+5.8718e-05i,0.0010062-9.4747e-05i,0.0010028-0.00019518i,0.00062888-0.00053668i,0.00021553-0.00080648i,0.00041229-0.0011503i,0.00055285-0.00099762i,0.00022045-0.00076396i,0.00026268-0.00034918i,0.00065638+0.00068671i,0.00061207+0.00053602i,0.00054888+0.00051824i,0.00039876-0.0001312i
0.00024856-0.0012703i,-6.8803e-05-0.00031419i,-0.0010836-7.9926e-05i,-0.00051545+0.0011113i,0.00037897+0.0019181i,0.00019259+0.00020237i,0.00025812-0.0014277i,0.00068771-0.0017845i,0.00015667-0.0011669i,-0.00085892-2.0187e-05i,-0.0008156+0.00068031i,-0.00053564+0.00058662i,-0.00017695-0.0002629i,0.00012404-0.00033116i,0.00042522-1.7503e-05i,0.00036546-0.0003803i,0.00042666-0.00063075i,0.00064707-0.00018252i,0.00042595-0.00035473i,-0.00013237-0.0010969i,-0.00022019-0.0012905i,0.00018983-0.00020679i,-0.00015062+0.00050066i
