-0.00096507+0.0013831i,6.7618e-05+0.0010153i,-0.00099349+0.0020879i,-0.0015784+0.0019208i,-0.0013757+0.00133i,-0.0014426+0.00061225i,-0.0011187-0.00021441i,-0.00044604+0.00023854i,-1.9228e-05+0.00029674i,0.00086239+0.00038825i,0.0010392-0.00020197i,8.0675e-05-0.0010863i,8.5887e-06-0.0016729i,0.00028133-0.0016318i,-1.5027e-05-0.0011254i,0.00041693-0.00068411i,0.00051794-0.00066134i,-0.0004667-0.00086639i,-0.00058172-0.0010403i,-0.00010244-8.4918e-05i,0.00016579+0.00055018i,0.00069298-9.7085e-05i,-8.033e-05-0.00038013i
-0.041342+0.055867i,-0.14933+0.13717i,-0.26005+0.24039i,-0.18335+0.29408i,0.061174+0.25626i,0.19579+0.18176i,0.14511+0.13701i,0.062479+0.10844i,0.03088+0.068561i,0.036427+0.023148i,0.041195-0.012986i,0.021467-0.025717i,-0.00054762-0.013363i,-0.0075824+0.00092731i,-0.018356+0.0030118i,-0.037278-0.0027858i,-0.041735-0.0098503i,-0.021727-0.012023i,0.0024258-0.014647i,0.0059739-0.019772i,-0.0076199-0.017588i,-0.019088-0.01018i,-0.023394-0.0065011i
0.048916-0.0046581i,0.14183+0.023827i,0.23202+0.081393i,0.21366+0.12828i,0.095375+0.1337i,0.0093129+0.089096i,0.0089449+0.017158i,0.023769-0.035465i,0.011528-0.045908i,-0.02023-0.02576i,-0.043658+0.0042628i,-0.03532+0.018443i,-0.017212+0.005142i,-0.014143-0.011059i,-0.008696-0.0061064i,0.010521+0.009489i,0.023092+0.013081i,0.017638-0.00086687i,-0.00056214-0.011412i,-0.0097811-0.002936i,-0.0012007+0.0088267i,0.0097883+0.011468i,0.015603+0.006376i
-0.052919-0.061578i,-0.12763-0.19117i,-0.21294-0.36579i,-0.27163-0.4473i,-0.26883-0.36168i,-0.20087-0.21979i,-0.12849-0.11833i,-0.080107-0.044979i,-0.029804+0.0089532i,0.025867+0.024043i,0.056074+0.0074761i,0.05217-0.0068053i,0.038784-0.00678i,0.033587-0.0038497i,0.030719-0.010937i,0.020795-0.024391i,0.0075584-0.018011i,0.0036427+0.0095965i,0.01141+0.026896i,0.013427+0.0167i,0.0034702-0.002372i,-0.0033462-0.0081455i,-0.00169-0.00069597i
0.020243+0.066786i,0.070307+0.22598i,0.17024+0.44526i,0.31151+0.51212i,0.40314+0.34517i,0.35225+0.1542i,0.22169+0.081543i,0.11532+0.050309i,0.040393+0.0048122i,-0.014097-0.023634i,-0.04109-0.023048i,-0.043121-0.0049752i,-0.02547+0.01129i,-0.0039976+0.0094909i,0.00063607+0.0013793i,-0.0052455+0.0012986i,-0.0027591-0.0010002i,0.0061405-0.011688i,0.010122-0.02361i,0.0044454-0.027035i,-0.006575-0.01952i,-0.014965-0.011354i,-0.018732-0.0089481i
-0.012389-0.047222i,-0.021259-0.16982i,-0.074538-0.33356i,-0.20994-0.36541i,-0.34164-0.20014i,-0.32767-0.02266i,-0.20113+0.017898i,-0.093164-0.0063445i,-0.040667+0.00081597i,-0.018542+0.024754i,-0.011781+0.030784i,-0.013007+0.016043i,-0.023596+0.0055402i,-0.032614+0.016138i,-0.020244+0.033365i,0.0073291+0.04061i,0.020651+0.033822i,0.0062082+0.020627i,-0.012558+0.018316i,-0.0053304+0.026127i,0.018705+0.025358i,0.030838+0.016775i,0.030545+0.0071008i
-0.017982+0.038912i,-0.064134+0.091704i,-0.10626+0.13808i,-0.059645+0.11345i,0.045408+0.00494i,0.06572-0.082895i,0.015843-0.064226i,0.00063124-0.0059642i,0.021527+0.0063539i,0.035993-0.016928i,0.039372-0.035283i,0.034236-0.034527i,0.028604-0.024948i,0.028363-0.022418i,0.024113-0.0265i,0.012192-0.027028i,0.0049473-0.014724i,0.01186+0.0051275i,0.022295+0.013009i,0.019498+0.0052851i,0.0073741-0.0027466i,-7.5166e-05-0.0046812i,-0.0026832+0.00020799i
0.065805-0.00036933i,0.17693+0.0069943i,0.31867+0.024888i,0.3596+0.039576i,0.26962+0.04882i,0.17305+0.038025i,0.10508+0.0030607i,0.025468-0.018918i,-0.042958-0.012722i,-0.069139+0.01038i,-0.056649+0.030405i,-0.028902+0.02866i,-0.016409+0.013065i,-0.022916+0.0032643i,-0.03259+0.0035521i,-0.037413+0.0065149i,-0.035018-0.00085143i,-0.030114-0.017339i,-0.02977-0.02628i,-0.028949-0.016773i,-0.022954-0.0016664i,-0.018972+0.0027834i,-0.019652-0.0010582i
-0.052462-0.016689i,-0.19027-0.053143i,-0.38442-0.080677i,-0.48827-0.050102i,-0.41938+0.02221i,-0.25918+0.077237i,-0.11922+0.07279i,-0.026536+0.036163i,0.027942+0.017585i,0.052324+0.011861i,0.043317+0.0056729i,0.018654+0.0079326i,0.0073325+0.014438i,0.0079535+0.021681i,0.013387+0.025341i,0.017976+0.022182i,0.011883+0.022696i,2.9565e-05+0.02626i,-0.0052678+0.028142i,-9.4089e-05+0.024452i,0.0082142+0.015523i,0.012073+0.0098169i,0.014296+0.0086952i
0.040243+0.011453i,0.1422+0.04728i,0.30253+0.073003i,0.42059+0.020121i,0.39481-0.094442i,0.24247-0.1566i,0.1025-0.11599i,0.042537-0.054931i,0.017423-0.034567i,-0.0038873-0.034411i,-0.012237-0.030071i,-0.0018446-0.019593i,0.017418-0.016765i,0.028635-0.032627i,0.022752-0.050065i,0.009494-0.051725i,0.0064963-0.038267i,0.016962-0.020664i,0.02739-0.015909i,0.021558-0.020745i,0.0034699-0.019056i,-0.0075741-0.0126i,-0.0089232-0.0071215i
-0.016318-0.022422i,-0.040611-0.060762i,-0.099257-0.10003i,-0.18016-0.055708i,-0.18678+0.073214i,-0.08094+0.1311i,-0.00045627+0.07431i,-0.012179+0.024041i,-0.030791+0.026346i,-0.020533+0.037912i,-0.0059948+0.034477i,-0.0092531+0.017257i,-0.029818+0.014104i,-0.043178+0.032987i,-0.042956+0.048026i,-0.036565+0.044718i,-0.028823+0.023637i,-0.025524-0.00015052i,-0.02741-0.0095747i,-0.025022-0.0064398i,-0.014618+0.00041225i,-0.005137+0.0033112i,-0.0023449-0.0011606i
-0.024585+0.034048i,-0.06415+0.095288i,-0.088429+0.17019i,-0.056169+0.15314i,-0.029315+0.037797i,-0.059411-0.011354i,-0.050548+0.021591i,0.013585+0.010458i,0.039918-0.030347i,0.027754-0.043674i,0.011667-0.034366i,0.00093681-0.011911i,0.0070257+0.0023618i,0.019095+0.00058391i,0.030374-0.0011963i,0.042016+0.001164i,0.042135+0.0055412i,0.031351+0.012025i,0.021839+0.018879i,0.02094+0.020992i,0.021727+0.017187i,0.018723+0.012251i,0.017562+0.0085234i
0.026561-0.03258i,0.089929-0.11885i,0.15945-0.22747i,0.16722-0.25765i,0.10987-0.18414i,0.045117-0.12194i,-0.017769-0.088513i,-0.054356-0.02329i,-0.049165+0.02569i,-0.039108+0.031495i,-0.029805+0.020512i,-0.011319+0.0001027i,-8.8414e-05-0.022239i,-0.00032962-0.041266i,-0.0069633-0.055545i,-0.014574-0.056321i,-0.012642-0.040888i,-0.0016431-0.021208i,0.0065439-0.013783i,0.0025494-0.01375i,-0.006567-0.012499i,-0.011123-0.011332i,-0.011825-0.0068026i
-0.015811+0.03772i,-0.055799+0.10566i,-0.12506+0.20096i,-0.16586+0.25638i,-0.11776+0.22042i,-0.014791+0.1323i,0.045192+0.055343i,0.036345+0.014147i,0.023692+0.0024238i,0.030958-0.0052971i,0.026941-0.012057i,0.0044694-0.0079941i,-0.014844+0.01399i,-0.018054+0.048059i,-0.01269+0.072389i,-0.011679+0.072719i,-0.016076+0.052438i,-0.023611+0.025293i,-0.032819+0.011602i,-0.032319+0.011263i,-0.019692+0.011058i,-0.0075705+0.0078051i,-0.0050601+0.0012806i
0.010505+0.0016182i,0.045476-0.0014181i,0.12082-0.04965i,0.18073-0.14954i,0.13901-0.19688i,0.028657-0.12097i,-0.015937-0.018665i,0.0060824+0.0015285i,0.0035122-0.0097893i,-0.010001+0.00032386i,-0.0056859+0.0083386i,0.0069871+0.0095396i,0.0198-0.0010686i,0.02495-0.024669i,0.029355-0.039314i,0.037373-0.038403i,0.039072-0.026278i,0.032233-0.011265i,0.028546-0.0015007i,0.029812+0.001211i,0.026204-0.00087368i,0.01758-0.0010008i,0.010544+0.0024527i
-0.012079-0.031898i,-0.062624-0.076401i,-0.15007-0.073347i,-0.18557+0.043807i,-0.096881+0.15304i,0.013752+0.10911i,0.013426+0.016853i,-0.021232+0.015734i,-0.0073835+0.042775i,0.0061205+0.041616i,0.0068715+0.028645i,0.0035024+0.0059514i,-0.010208-0.0083596i,-0.023778-0.0079495i,-0.036321-0.0071502i,-0.043647-0.0076392i,-0.035101-0.0081424i,-0.014447-0.0065191i,1.0569e-05-0.011115i,-0.0034924-0.020934i,-0.012515-0.020357i,-0.012717-0.014426i,-0.0065089-0.010741i
0.022192+0.02194i,0.082955+0.071296i,0.16634+0.10388i,0.17552+0.044338i,0.079437-0.046731i,0.011611-0.049409i,0.033993-0.030862i,0.034303-0.063172i,-0.0099027-0.082391i,-0.028871-0.066796i,-0.022861-0.039207i,-0.011795-0.0072884i,0.00060501+0.017098i,0.0084712+0.038361i,0.015006+0.058519i,0.018555+0.06447i,0.010997+0.051232i,-0.0057096+0.029604i,-0.018943+0.020535i,-0.016861+0.023306i,-0.0057249+0.0228i,0.0015814+0.016745i,0.0015568+0.0082472i
-0.022062-0.01401i,-0.066762-0.048917i,-0.11663-0.097657i,-0.11754-0.11306i,-0.079572-0.0592i,-0.066297+0.018488i,-0.063094+0.064755i,-0.029932+0.070296i,-0.00058295+0.050498i,-0.00029878+0.033289i,-0.0080561+0.022301i,-0.0060144+0.011897i,0.0052523-0.0084838i,0.0074255-0.045252i,0.00058177-0.074423i,-0.00017834-0.076955i,0.0050153-0.053831i,0.012775-0.023001i,0.023862-0.005043i,0.029981-0.0017713i,0.025975-0.0026162i,0.017063+6.781e-06i,0.0098254+0.0056079i
0.004868+0.0033204i,0.00064614+0.024149i,-0.016946+0.091672i,-0.021301+0.18186i,0.012634+0.16566i,0.029343+0.025488i,-0.00057005-0.063406i,-0.011955-0.044999i,0.015521-0.020866i,0.029554-0.027699i,0.018065-0.032939i,-0.0013093-0.027245i,-0.014364-0.008534i,-0.012071+0.015666i,-0.011016+0.028313i,-0.021795+0.028775i,-0.025844+0.020204i,-0.01925+0.0067874i,-0.017618-0.0028796i,-0.023876-0.0063251i,-0.026032-0.0060069i,-0.018172-0.0078057i,-0.007496-0.012156i
0.022597+0.0037542i,0.080948-0.030311i,0.14889-0.15392i,0.1146-0.31825i,-0.012549-0.32754i,-0.052138-0.16432i,0.0047728-0.047624i,0.0071282-0.034297i,-0.035583-0.017262i,-0.033315+0.0074949i,-0.008672+0.0090751i,0.0034085+0.0075606i,0.0088553+0.012345i,0.018753+0.02098i,0.034453+0.027157i,0.042857+0.02188i,0.031604+0.0095466i,0.008058+0.0030218i,-0.0069575+0.0088455i,-0.0032532+0.018017i,0.0059705+0.018004i,0.0056343+0.013816i,-0.004815+0.012839i
-0.03477+0.018672i,-0.10212+0.082154i,-0.14882+0.22898i,-0.058798+0.36112i,0.10119+0.32943i,0.13594+0.19833i,0.071588+0.12519i,0.054949+0.10338i,0.06828+0.075217i,0.053177+0.055118i,0.029911+0.04331i,0.013377+0.025969i,0.0010856+0.0038943i,-0.016561-0.023307i,-0.033719-0.044568i,-0.030943-0.051576i,-0.011616-0.044301i,0.01099-0.027626i,0.023887-0.019667i,0.019528-0.021751i,0.00801-0.017425i,0.0013589-0.0071082i,0.0053556-0.0021972i
0.018773-0.024787i,0.051223-0.080007i,0.062412-0.15724i,0.004179-0.1817i,-0.071607-0.13642i,-0.086646-0.11328i,-0.068695-0.12024i,-0.062122-0.10048i,-0.056521-0.071258i,-0.049538-0.055977i,-0.038954-0.041175i,-0.027512-0.027181i,-0.023994-0.0086336i,-0.012996+0.021671i,0.0040837+0.047329i,0.010706+0.055455i,0.0089425+0.044261i,0.0014525+0.022807i,-0.012677+0.0094571i,-0.024839+0.0071057i,-0.024965+0.0041123i,-0.01638-0.0060179i,-0.011178-0.014678i
0.0093111+0.0044153i,0.015865-0.0052575i,-0.0017741-0.052073i,-0.047973-0.11032i,-0.064944-0.087115i,-0.017212+0.017259i,0.034979+0.072687i,0.027393+0.050807i,-0.0042955+0.031498i,-0.0080871+0.030131i,0.0006294+0.022933i,0.0068325+0.012692i,0.014028+0.0024218i,0.016383-0.0098389i,0.013215-0.01511i,0.011511-0.010374i,0.0091127-0.00026487i,0.0035705+0.010723i,0.0051504+0.016967i,0.016955+0.014622i,0.023929+0.0078046i,0.019016+0.0074034i,0.010185+0.016732i
-0.0097998+0.026527i,-0.0042544+0.10905i,0.069174+0.25548i,0.20727+0.33994i,0.25625+0.24993i,0.13999+0.094268i,0.02096+0.029413i,0.014891+0.01795i,0.040657-0.0029296i,0.035683-0.013743i,0.023111-0.006934i,0.019514-0.0014001i,0.012426-0.0097094i,-0.0082096-0.022327i,-0.029706-0.026936i,-0.038131-0.02338i,-0.030171-0.014735i,-0.010445-0.0093168i,0.003353-0.014357i,0.0034219-0.018397i,0.0019058-0.013612i,0.0052581-0.0087691i,0.010809-0.011788i
-0.015187-0.036661i,-0.063705-0.13714i,-0.18499-0.28533i,-0.34476-0.34333i,-0.39429-0.24626i,-0.26891-0.14234i,-0.14028-0.11786i,-0.10405-0.084137i,-0.087082-0.034545i,-0.061539-0.017263i,-0.042367-0.017292i,-0.029785-0.01525i,-0.016859+0.00036228i,0.010087+0.022346i,0.034128+0.03134i,0.033903+0.027553i,0.016884+0.018064i,-0.0026046+0.010184i,-0.014966+0.0082786i,-0.018043+0.0078569i,-0.015305+0.0050924i,-0.012623+0.0012927i,-0.01435+0.00053984i
0.021752+0.022926i,0.084503+0.075845i,0.19182+0.13898i,0.29337+0.13585i,0.31709+0.065496i,0.25071+0.039254i,0.17995+0.060193i,0.1313+0.047665i,0.084687+0.02331i,0.057391+0.019334i,0.039338+0.019483i,0.02297+0.022363i,0.019074+0.015613i,0.008923-0.0046933i,-0.0057898-0.015971i,-0.0077936-0.017567i,-0.0030343-0.015704i,0.0028471-0.0095324i,0.010988-0.0030972i,0.01859+0.0007806i,0.019549+0.0046722i,0.015228+0.010552i,0.01362+0.015115i
-0.0059507+0.0050934i,-0.012395+0.022227i,-0.0064819+0.042145i,0.009387+0.060295i,-0.0038299+0.067023i,-0.04913+0.041916i,-0.069537+0.016541i,-0.04383+0.011049i,-0.013302+0.0016055i,-0.0076508-0.011577i,-0.0091481-0.017173i,-0.010429-0.015217i,-0.018818-0.0043213i,-0.024234+0.0079109i,-0.020763+0.0092714i,-0.013293+0.0021513i,-0.0036458-0.0057529i,0.0014446-0.012147i,-0.0036095-0.014226i,-0.012715-0.0090912i,-0.017853-0.0021787i,-0.01643-0.002821i,-0.014035-0.012611i
-0.017844-0.021166i,-0.097058-0.063138i,-0.25034-0.094471i,-0.37064-0.070289i,-0.31864-0.025781i,-0.1501-0.018027i,-0.047159-0.030084i,-0.033493-0.017808i,-0.03309+0.0036116i,-0.025152+0.011214i,-0.020543+0.007485i,-0.023983+0.00059936i,-0.018361+0.0056208i,0.0064956+0.011722i,0.026677+0.0091094i,0.027357+0.0096056i,0.01914+0.012234i,0.008451+0.014565i,0.00011612+0.017338i,-0.0028015+0.014656i,-0.0048872+0.0056795i,-0.0073968+0.00082428i,-0.007068+0.0091501i
0.039493+0.0056553i,0.15776+0.011646i,0.36801-0.0058915i,0.51893-0.073531i,0.44785-0.1161i,0.25215-0.062138i,0.12376+0.0050296i,0.071703+0.0079777i,0.04181-0.0060762i,0.037351-0.00024091i,0.044955+0.0094462i,0.048749+0.0063432i,0.03609-0.015328i,0.0026458-0.028268i,-0.021923-0.019356i,-0.021367-0.0071114i,-0.01042+0.0015997i,-0.00042542+0.0052895i,0.0089462+0.0024613i,0.017356-0.00038319i,0.022972-0.00047495i,0.023281-0.0020099i,0.018919-0.0068218i
-0.032052+0.017636i,-0.11078+0.054766i,-0.24414+0.11671i,-0.33981+0.18973i,-0.30636+0.21231i,-0.20342+0.14074i,-0.13317+0.052206i,-0.089164+0.025141i,-0.052432+0.024593i,-0.043791+0.012464i,-0.040927-0.0004011i,-0.027738-0.0065484i,-0.01572+0.0014957i,-0.0028427+0.012852i,0.0064509+0.010436i,0.0038683+0.0020656i,-0.0023467-0.0028092i,-0.0076944-0.004499i,-0.013084-0.005693i,-0.019194-0.0068914i,-0.020452-0.0046804i,-0.015397-0.0032415i,-0.01398-0.004609i
-0.0066431-0.013171i,-0.011364-0.032289i,-0.015396-0.057419i,-0.0015214-0.083959i,0.035323-0.11742i,0.05892-0.13109i,0.060864-0.10619i,0.041329-0.079966i,0.010175-0.057052i,-0.0020358-0.027045i,-0.0043269-0.0027443i,-0.0085951+0.012492i,-5.0353e-06+0.013122i,0.0119+0.0011835i,0.014582-0.0019217i,0.013265+0.0062402i,0.0090284+0.011298i,0.0047623+0.0097721i,0.0035271+0.006727i,0.0036171+0.0039515i,0.0026271+0.00036685i,0.0042046+0.0016515i,0.01159+0.0081448i
0.029501-0.011665i,0.09883-0.061128i,0.19405-0.1485i,0.2225-0.20546i,0.14239-0.13523i,0.05553+8.7759e-06i,0.023185+0.062051i,0.01425+0.052211i,0.01685+0.025178i,0.025814+0.00076619i,0.029294-0.013106i,0.025322-0.017085i,0.0082243-0.013853i,-0.014151-0.00169i,-0.022482+0.0077949i,-0.016035+0.0053159i,-0.007296-0.0010083i,-0.00085801-0.004295i,0.005271-0.0065588i,0.011212-0.0056041i,0.012908-0.001269i,0.0077458+9.9841e-05i,-0.00051737-0.0062407i
-0.017988+0.037936i,-0.074923+0.13371i,-0.16271+0.3035i,-0.1975+0.42061i,-0.14164+0.33882i,-0.07377+0.15063i,-0.041337+0.041827i,-0.0090074+0.026398i,0.0081653+0.02736i,-0.011444+0.021408i,-0.031883+0.013933i,-0.035528+0.0086791i,-0.022159+0.013947i,0.00063776+0.014995i,0.010655+0.0016828i,0.0037415-0.0091873i,-0.0049226-0.011803i,-0.0092604-0.0086894i,-0.013854-0.0030584i,-0.021505+0.00025589i,-0.026394+0.0022671i,-0.022924+0.0050197i,-0.014719+0.0090972i
-0.009048-0.030102i,-0.0021647-0.10523i,0.032483-0.24573i,0.070193-0.37397i,0.063409-0.36909i,0.030758-0.24972i,0.013413-0.13967i,-0.0052057-0.091022i,-0.018481-0.061384i,-0.00094373-0.030731i,0.017603-0.0065448i,0.018578+0.0047541i,0.0099729-0.005523i,-0.0028313-0.01734i,-0.0059373-0.0099969i,0.003024+0.0034199i,0.011848+0.0090425i,0.014953+0.0083677i,0.01551+0.0091548i,0.018406+0.0098799i,0.019691+0.0031796i,0.017156-0.0056537i,0.015825-0.0083202i
0.014107-0.0026767i,0.033609+0.0014817i,0.028379+0.02417i,-0.0015134+0.10024i,-0.00067258+0.19282i,0.025344+0.20692i,0.02015+0.15771i,0.0074516+0.11651i,0.016964+0.076354i,0.015012+0.028202i,0.005041-0.0034426i,0.0038063-0.015085i,0.0046452-0.0094713i,0.0068526+0.002677i,0.0069232+0.0057731i,0.0016762+0.00030397i,-0.0022575-0.0034494i,-0.0029659-0.0033273i,-0.0013818-0.0039647i,0.0029881-0.0047129i,0.0078031-0.0020626i,0.0070738+0.0002539i,-0.0018901-0.00067548i
-6.4721e-05+0.032683i,0.015106+0.1035i,0.055063+0.19605i,0.09421+0.19692i,0.075787+0.067141i,0.024214-0.061601i,0.0081675-0.10153i,0.012159-0.087438i,-0.0013517-0.045629i,-0.015674-0.00081259i,-0.021093+0.016365i,-0.020975+0.017645i,-0.010089+0.013634i,0.0016934+0.0018231i,0.0032801-0.0073074i,-0.0014629-0.0040771i,-0.0058763+0.0027215i,-0.0086875+0.0045177i,-0.014051+0.003497i,-0.022909+0.0043891i,-0.024937+0.0071171i,-0.013355+0.0098032i,0.0027785+0.010435i
-0.022645-0.029334i,-0.080036-0.11394i,-0.16449-0.23766i,-0.21239-0.29752i,-0.17937-0.2163i,-0.10509-0.075718i,-0.061418-0.0046807i,-0.058601-0.00074505i,-0.046722-0.012254i,-0.0085559-0.019933i,0.021505-0.019927i,0.02411-0.017288i,0.0054433-0.01255i,-0.012136+0.00081005i,-0.01145+0.012875i,0.00025388+0.013408i,0.009984+0.0083527i,0.014272+0.0036136i,0.017786-2.8315e-05i,0.023611-0.0041353i,0.020748-0.0066809i,0.0083038-0.0066202i,-0.00055179-0.0074957i
0.026406+0.0022522i,0.076795+0.036828i,0.14291+0.12696i,0.18205+0.23881i,0.17321+0.26555i,0.12954+0.19326i,0.087372+0.12711i,0.076361+0.092823i,0.062262+0.0559i,0.021786+0.028932i,-0.0075221+0.016781i,-0.0096311+0.0066611i,0.001594+0.0013989i,0.012786-0.0024394i,0.011496-0.0077177i,-0.00017222-0.010906i,-0.0099512-0.0097281i,-0.013433-0.0066344i,-0.013884-0.0057766i,-0.014524-0.0051391i,-0.011826-0.00183i,-0.007718+0.0026031i,-0.00768+0.0059867i
-0.003621+0.01557i,0.0033851+0.028974i,0.018787-0.018111i,-0.003342-0.15001i,-0.076002-0.24984i,-0.11209-0.23979i,-0.078747-0.18952i,-0.050135-0.14143i,-0.042221-0.077338i,-0.027204-0.02165i,-0.013555+0.0061391i,-0.0064384+0.016818i,-0.005981+0.01243i,-0.012278+0.0022165i,-0.014084-0.0017626i,-0.0071715-0.00033117i,0.00028537+0.00073066i,0.0024864+0.0010327i,-0.00085123+0.0055719i,-0.0060563+0.010454i,-0.0089941+0.0088386i,-0.0061237+0.0022178i,0.0017986-0.0041768i
-0.027557-0.0091265i,-0.095462-0.019188i,-0.19228+0.004679i,-0.20364+0.086156i,-0.087367+0.1569i,0.0086189+0.15914i,0.0050629+0.13711i,-0.012274+0.10957i,-0.0026243+0.047419i,0.0043658-0.012676i,0.004251-0.031854i,0.0037394-0.024937i,0.003176-0.0095472i,0.0067976+0.0027531i,0.012484+0.0084487i,0.015111+0.0073867i,0.014299+0.0021165i,0.012805-0.0017759i,0.015436-0.0045868i,0.022048-0.0087895i,0.023368-0.011578i,0.013562-0.0094529i,-7.7046e-05-0.0040437i
0.035239-0.013632i,0.11689-0.037204i,0.23419-0.059353i,0.28955-0.064719i,0.22521-0.060448i,0.13295-0.049903i,0.096085-0.036173i,0.085449-0.021519i,0.060586+0.003108i,0.027694+0.02419i,0.0022805+0.024152i,-0.0074901+0.014797i,-0.0026302+0.0037434i,0.0033383-0.0079671i,0.0018609-0.01356i,-0.0042011-0.0098997i,-0.0087056-0.0011715i,-0.011231+0.0054993i,-0.016212+0.0086874i,-0.021206+0.011302i,-0.01704+0.012866i,-0.0055729+0.010989i,0.0034354+0.0078168i
-0.0079434+0.018425i,-0.041831+0.043017i,-0.11075+0.038266i,-0.19333-0.021862i,-0.22373-0.075172i,-0.17985-0.079102i,-0.1269-0.080292i,-0.10674-0.072383i,-0.078764-0.036332i,-0.032291-0.011112i,-0.0026625-0.0062825i,0.0012602-0.0038824i,-0.0085185+0.0041357i,-0.015735+0.015497i,-0.013461+0.019631i,-0.0054832+0.014295i,0.0015191+0.0055033i,0.0037671+0.00051646i,0.0058563+0.0006185i,0.007444+0.0017139i,0.0042696+0.00067226i,0.0013003-0.0015163i,0.0019513-0.0041627i
-0.018485-0.0041735i,-0.044275+0.019352i,-0.034884+0.095097i,0.060736+0.1973i,0.16557+0.23473i,0.16715+0.19471i,0.10605+0.16282i,0.067606+0.12283i,0.036971+0.049154i,0.004213+0.0023671i,-0.0051823-0.006791i,-0.00046047-0.0091892i,0.0065092-0.012056i,0.013093-0.015372i,0.013881-0.013643i,0.009469-0.0070295i,0.0034081-0.0032506i,0.00015221-0.0040088i,0.00074045-0.0093376i,0.0035542-0.014044i,0.0052149-0.013861i,0.0019848-0.0081209i,-0.0028493+0.0002323i
0.018006-0.023802i,0.054571-0.093869i,0.068008-0.22196i,-0.0061416-0.31749i,-0.10888-0.28397i,-0.11092-0.18759i,-0.040732-0.14014i,0.0011556-0.10458i,0.012596-0.040448i,0.016642+0.0048595i,0.011237+0.015625i,0.0064616+0.012956i,0.0026449+0.0047469i,-0.0057227-0.001985i,-0.011572-0.0055136i,-0.012093-0.0053857i,-0.0083539-0.00098708i,-0.0051108+0.004096i,-0.0071891+0.0089127i,-0.011413+0.012382i,-0.010597+0.012174i,-0.0044364+0.006991i,0.0022069+3.9441e-05i
0.0021175+0.031365i,-0.00023726+0.1056i,-0.01275+0.2103i,-0.014578+0.25488i,-0.00041613+0.18423i,-0.018384+0.085273i,-0.06091+0.040041i,-0.069233+0.024235i,-0.046237+0.0019019i,-0.024829-0.018249i,-0.012234-0.021601i,-0.0062184-0.011799i,-0.0021448+0.0038684i,0.0032208+0.01647i,0.0067159+0.019576i,0.0070167+0.013659i,0.005533+0.0046308i,0.0047482-0.0013239i,0.0084684-0.0047663i,0.011781-0.0083519i,0.0086506-0.0090701i,0.003938-0.0055501i,0.00093758-0.0022389i
-0.01843-0.010944i,-0.034794-0.031299i,-0.010883-0.043232i,0.078462-0.037015i,0.14737-0.016027i,0.14258+0.018575i,0.12067+0.05655i,0.097697+0.057255i,0.055383+0.031282i,0.022317+0.020732i,0.013335+0.016953i,0.010484+0.0070757i,0.0070951-0.0066262i,0.0044203-0.019383i,0.0047401-0.022075i,0.0055938-0.015403i,0.0037108-0.005212i,-0.00010055+0.0013092i,-0.004083+0.0029915i,-0.0051832+0.0036525i,-0.0025313+0.0039348i,-0.0015688+0.0044626i,-0.0026529+0.0061985i
0.0077286-0.016516i,0.00054865-0.066824i,-0.067454-0.14349i,-0.20295-0.17425i,-0.27083-0.12872i,-0.19498-0.097798i,-0.10747-0.11857i,-0.071772-0.097083i,-0.032711-0.02917i,-0.0016368+0.0058953i,0.00051537+0.0095271i,-0.0043261+0.0075679i,-0.0080593+0.006814i,-0.011364+0.011324i,-0.012167+0.012056i,-0.010215+0.0061416i,-0.0058544+0.0015241i,-0.0021436+0.0011254i,-0.0017952+0.0046506i,-0.0028206+0.0085629i,-0.0030234+0.0080773i,-0.0011639+0.0033511i,0.00085938-0.0022875i
0.015132+0.02807i,0.068719+0.098761i,0.18657+0.19513i,0.31495+0.22006i,0.31979+0.14355i,0.18297+0.078661i,0.054832+0.07913i,0.0044792+0.061045i,-0.022663+0.0094737i,-0.039276-0.013229i,-0.034771-0.0082575i,-0.02196-0.00092835i,-0.0079132+0.0031513i,0.0036374+0.0029818i,0.0091677+0.0056456i,0.0096941+0.0086427i,0.0053508+0.0054229i,0.00096895-0.00078581i,0.00054881-0.0073345i,0.0013425-0.01074i,0.00023193-0.0089056i,-0.0014877-0.0046263i,-0.0017457-0.00090373i
-0.0249-0.010703i,-0.0893-0.040925i,-0.18674-0.089752i,-0.24007-0.10468i,-0.18577-0.058719i,-0.06621-0.0040834i,0.033765+0.0075855i,0.06411-0.0020503i,0.049139-0.00097849i,0.034179-0.0013526i,0.025398-0.0088044i,0.01752-0.012004i,0.010043-0.011887i,0.0017402-0.012883i,-0.0024759-0.014802i,-9.7576e-05-0.013101i,0.0032377-0.0070586i,0.0026545-0.0021722i,-0.00081213+0.0026237i,-0.0017418+0.006444i,-0.00021686+0.0055362i,0.0004741+0.0023887i,0.00039264+0.0015747i
