-0.0011877+0.0009206i,-0.00088577-2.6003e-05i,-0.001342-0.00043575i,-0.00093732-0.00069069i,-0.0014974-0.0002416i,-0.0022156+0.0019443i,-0.0014387+0.0029327i,0.00020977+0.0026636i,0.0012182+0.0019429i,0.0017062+0.00049577i,0.0010927-0.00045983i,-0.00067019-0.00052109i,-0.0010082-0.00037148i,-0.00073473-0.00054946i,-0.00091476-0.00039672i,-0.000958+1.6396e-05i,-0.00033331-0.00012534i,0.00036452-0.00094465i,-6.1914e-05-0.00074495i,-0.00026475-3.4134e-05i,0.00018229+0.00086673i,-0.00011577+0.00096832i,-0.00063357+0.00033197i
-3.1815e-05-9.3164e-05i,0.00035333-0.00043587i,-0.00010419-0.00086082i,4.2313e-05-0.0012674i,-0.00044766-7.284e-05i,-0.0011954+0.0014794i,-0.0011989+0.0020586i,-0.00074815+0.001885i,0.00012676+0.0007331i,0.00050577+7.6404e-05i,0.0001392+0.00018655i,-0.00054182+0.00038621i,-0.00035409+0.00025433i,0.0006047-1.2986e-05i,0.0011419-0.00014195i,0.00058739+0.00019073i,0.00020499+6.2435e-06i,0.00041469-0.0012629i,0.00021518-0.001012i,4.2867e-05+7.9797e-05i,-0.00023362+0.00050638i,-0.00043636+0.00033787i,-0.00010909-5.4092e-05i
0.00037223-0.00080449i,-0.00092739+0.00011662i,-0.0014068+0.00019021i,-0.0022725-6.3562e-05i,-0.0029662-0.00028607i,-0.0024798+9.7479e-05i,-0.0014321+0.0013839i,8.403e-05+0.0018081i,0.00068644+0.00071917i,0.00050507-0.00019092i,0.00035551-0.00049223i,0.0007147-0.00035473i,0.0012675-0.00016154i,0.0012986-0.000402i,0.00081317-0.000539i,0.00082502-0.00043696i,0.00090887+1.6334e-05i,0.00074158+0.00084896i,0.00076988+0.0012906i,0.00047002+0.00077097i,7.8207e-05-2.6043e-05i,-0.00038584-0.00037192i,-0.00015049-0.00021041i
-0.0012302+0.0010663i,-0.00087237+0.0013346i,0.00050633+0.002435i,0.0013678+0.0024755i,0.00081242+0.0024499i,0.00018219+0.0015217i,-0.00015169+0.00068072i,0.00021524+0.0006657i,3.2567e-05+0.00059471i,-0.00023513+0.00068719i,0.00021589+0.00072797i,0.00022022+0.00025733i,0.00020288+0.00041964i,0.00065906+0.00017806i,0.0010207-0.00078952i,0.00017106-0.0010706i,-0.0002013-0.0010695i,-0.00022759-0.00032573i,0.00012971+0.00042248i,0.00023033+0.00043903i,-5.3568e-05-0.00033644i,0.00025884-0.00018932i,0.00041723+0.00045088i
0.0018744-0.000897i,0.0026535-0.0020514i,0.0020901-0.0044i,0.0010659-0.0045379i,-0.00027697-0.0027968i,-0.0011304-0.00058734i,-0.0006534+0.00085036i,0.00044412+0.0010643i,0.00093624-8.9191e-05i,0.0009899-0.0014804i,0.0012353-0.0013892i,0.0012161-0.00093122i,0.00065383+1.2834e-05i,-0.00038222+0.00036058i,-0.00051462+0.00024489i,-0.00015666-8.8265e-05i,0.00014259-0.00092638i,0.0001947-0.0012181i,-0.00014493-0.00092469i,0.0002543-0.00048087i,0.00064289+0.00059933i,1.828e-05+0.0006731i,-0.00023625-6.9527e-07i
-0.0012157+4.7596e-05i,-0.0010301+0.00044719i,-0.0016248+0.0009103i,-0.0015751+0.0017413i,-0.00098309+0.0016693i,-0.0013126+0.0013021i,-0.00093792+0.001565i,-0.00013586+0.0018617i,6.2246e-05+0.0012407i,-0.00059256-0.00023446i,-0.00076006-0.0011946i,1.5867e-05-0.00089469i,0.0003717+0.00037621i,0.0007914+0.00095197i,0.00071527+0.00080138i,0.00043177+0.00045584i,0.00050271+0.00022972i,0.00058936+9.5841e-05i,0.00043702-4.7094e-05i,-0.00021109+0.00048976i,-0.00074314+0.0012255i,-0.00058814+0.0005139i,-0.00051052-0.00065691i
0.0013655+0.00016453i,0.0018368-0.00021685i,0.0014002-0.00074557i,0.00039921-0.0012757i,-0.00081268-0.0014748i,-0.0017432-0.00022808i,-0.0013037+0.0010245i,-0.00017894+0.0012293i,-1.4931e-05+0.0015282i,-0.00039594+0.0008502i,-0.00077354-0.00032524i,-0.00099174-0.00053941i,-0.0010228-0.00043425i,-0.00075958+0.00020561i,-0.00028149+0.00086115i,-0.00020439+0.00079825i,0.00059084+0.00020005i,0.00084351-0.00019152i,0.00019317-0.00040635i,-9.7839e-06-3.0108e-05i,-0.00033288+0.00072289i,-0.00033485+0.00055271i,0.00087197-4.9691e-05i
-0.0013812-0.0021581i,-0.0021625-0.0019382i,-0.0020064-0.0011208i,-0.0021528+0.00014058i,-0.0019728+0.00055239i,-0.0008504+0.0011465i,-0.0005145+0.001437i,-0.00019206+0.00089214i,0.00077519-0.00015124i,0.00038916-0.00064382i,-0.00085132-0.00019107i,-0.0011694-0.00012327i,-0.00057278-0.00083732i,0.00026151-0.00091778i,0.0007227-0.00060821i,0.00054697-0.00059428i,0.00048065-0.00045816i,0.00016241-0.00065248i,-0.00027385-0.0006424i,-0.00057729+9.2602e-05i,-0.00056114+0.00036128i,0.00026241+0.00060993i,0.00011678+0.00011708i
0.00062104-0.00015197i,0.00035919-0.0012802i,0.00037446-0.002313i,-7.5652e-05-0.0025519i,-0.001101-0.0017273i,-0.00090016+0.00055624i,-8.0668e-05+0.0016141i,0.00030396+0.0014068i,0.00064895+0.00046255i,0.00044298-0.00031831i,-1.1577e-05-0.00021453i,-0.00084603-0.0005025i,-0.0011358-0.00033645i,-2.7038e-05-0.00028684i,0.0014432+3.3758e-05i,0.0015279+0.00028526i,0.00013637-0.00043697i,-0.00052647-0.00096692i,-0.00020502-0.00073555i,-0.00030183-8.0412e-05i,-0.0007742+0.00063412i,-0.00071191+0.0013326i,-0.0007104+0.0011095i
0.00074709+0.00093375i,0.0011467+0.00088709i,0.0012623+0.00050371i,0.00068937+0.00027186i,-0.00021927+6.891e-05i,-0.00063495+0.00072242i,-0.00011393+0.0010494i,0.00058477+0.00075874i,0.00037694-0.00024194i,-8.9045e-05-0.0014062i,0.0003016-0.001418i,0.00031963-0.00075623i,-0.00027048-0.00077295i,-0.00040463-0.00078595i,0.00071496-0.00056344i,0.0014361-2.3828e-05i,0.00066103-9.3605e-05i,0.00035585-0.00037071i,-7.2458e-05-0.00010704i,-0.00080265+0.00041931i,-0.0013622+0.0008414i,-0.00060132+0.00031577i,-0.00030932+0.00022903i
-0.00077551-0.00042572i,-0.00031432-0.0009214i,-0.00082648+0.0003741i,-0.0018559+0.0010862i,-0.0018378+0.0014669i,3.5543e-05+0.0021616i,0.002094+0.0016603i,0.0032334+0.00051362i,0.0023661-0.00066288i,0.001418-0.0022542i,0.00062356-0.0029917i,-0.00063547-0.0024858i,-0.0010355-0.0010895i,-0.00052347+0.00056412i,0.00030423+0.00065015i,0.00085216-0.00016907i,0.00061264-0.00066398i,0.00021729-0.0011924i,-0.00062058-0.00023798i,-0.00094757+0.00066938i,-0.00040485+0.00011407i,-0.00060736-0.00037176i,-0.00047946-0.00041865i
-0.00050267-8.5651e-05i,0.00072791+0.00054879i,0.0015579+0.0017304i,0.0011755+0.0014542i,0.00052708+0.00078738i,-0.00096617+0.00087629i,-0.001962+0.0020736i,-0.0019927+0.0029495i,-0.0016173+0.0037492i,-0.00041772+0.0030006i,0.0003543+0.00091783i,0.00098909+0.00037687i,0.0014433+0.00028356i,0.0013892+0.00041804i,0.0011463+0.00080404i,0.00079796+0.00047609i,-0.00014666+0.00017926i,-0.00046572-0.00061412i,6.3887e-05-0.00080495i,-6.6829e-05-8.8168e-05i,0.00070604+0.00018654i,0.0011993+0.00063403i,0.00033238+0.0009756i
0.00032565-0.0017414i,0.0012691+0.00084674i,0.00038022+0.0011442i,-0.00077843+0.00044016i,-0.0010508+0.00059376i,-0.0015041+0.0015765i,-0.0017626+0.0023263i,-0.0010727+0.0016709i,-0.00018684+0.00095884i,7.3098e-05+0.00044438i,-2.7734e-05+9.8676e-05i,7.5742e-06-0.00018532i,-0.0003308+3.5144e-05i,-0.00085386+0.00021505i,-0.00067926-0.00035166i,-0.00012841-0.0007829i,-0.00032715-0.00098267i,-0.00017763-0.0010949i,0.00025659-0.001174i,-0.00053057-0.0010355i,-0.0010744-0.00058821i,-0.00066485-0.00014482i,0.00027421+0.0010071i
0.0014219-0.00086199i,0.0014989-0.001898i,0.0016696-0.002984i,0.0020363-0.0036408i,0.00074601-0.0027506i,-0.0012865-0.00016139i,-0.0011307+0.0013805i,-0.00043735+0.0019926i,-0.00038482+0.0010991i,-0.00017535-0.0007737i,0.00051067-0.0011454i,0.00041095-0.0013608i,0.00054782-0.0013626i,0.0009452-0.00079234i,0.00052049+1.9979e-05i,-5.6469e-05+0.00014117i,-0.00022055-0.00070012i,-0.00010429-0.00041389i,-0.00033415-0.00034379i,-0.00055321-0.00080615i,-0.0001232-0.0008551i,0.00069269-0.00027123i,0.0011212+0.00024554i
0.00093708-0.0023649i,0.00018439-0.00078476i,-0.0022557-0.00064799i,-0.0040069-0.0015012i,-0.0035383-0.00042038i,-0.0021299+0.0015354i,-0.0010027+0.0019783i,-0.00021318+0.0015219i,0.00017736+0.001117i,0.00024004+0.00031146i,0.00042525+0.00028591i,9.4526e-05+0.00033102i,-0.00052705+0.00041187i,-0.00046627+0.00023274i,-3.2039e-05+0.00037967i,0.00051694+0.00041871i,0.00017051+0.00058176i,-0.00043323-1.8166e-05i,-0.00028944-0.00093359i,-0.00043271-0.00036065i,-0.001189-0.00014499i,-0.0010255-0.00038587i,-0.00011337-0.00059293i
0.00015028+0.0017305i,0.0016912+0.0011828i,0.00094965+0.00065008i,0.00036688+0.00064455i,0.00043918+0.00025501i,-6.9739e-05+0.00083995i,-0.00058152+0.001251i,-0.00043902+0.0012944i,-0.00053477+0.0015487i,-0.00042661+0.00094781i,-0.00059207+7.8148e-05i,-0.00096394-0.00069335i,-0.00021051-0.00066317i,0.00084374-0.00033072i,0.00098621-0.00062806i,0.00037802-0.0005115i,-5.848e-05-0.00073576i,-0.00032835-0.00066191i,5.7212e-05-0.00052301i,-6.9751e-05-0.00041151i,-0.0006276-0.00041821i,-1.346e-05-0.00017747i,0.00067819+0.00089126i
-0.00043136-0.00072671i,-0.00069317-0.0009347i,-0.00090457-0.0012423i,-0.0015836-0.00050792i,-0.0021559+0.00028975i,-0.0026103+0.00033341i,-0.001915+0.00098446i,-0.00042907+0.0021648i,-0.00035232+0.0017158i,-0.00019398+0.00057766i,0.00059965+0.00082475i,0.00088763+0.0011324i,0.00040732+0.00040878i,0.00028418-0.00044048i,0.00035475-0.00043156i,0.00075172+8.1132e-05i,0.00093888+0.00068831i,0.00081869+0.00025766i,0.00043734+9.024e-05i,-0.00025103+0.00043684i,-0.0001173+0.00086877i,0.00052591+0.00024563i,0.00062108+7.4625e-05i
0.00032726+0.0016382i,0.0014315+0.0014108i,0.0021692+0.0016094i,0.0013177+0.001419i,0.00095576+0.00086901i,0.00023798-2.0446e-05i,-0.00044497+0.0005607i,0.00040472+0.0013629i,0.0013596+0.0011582i,0.001359+0.0012607i,0.00044478+0.00084513i,-7.916e-05-0.00055472i,-0.00021554-0.00098612i,-0.00019846-0.0003087i,0.00031112+0.00026146i,0.0004548+0.00054845i,0.00051267-4.3395e-05i,0.00088545-0.00080632i,0.00097997-4.1773e-05i,0.0005766+0.00058224i,0.00078538+0.0004219i,0.00027342+0.00022706i,-0.00068123+0.00062296i
0.0018162+0.00084619i,0.0013044+0.00025126i,0.0012186-0.0011349i,0.001537-0.0014235i,0.0010182-0.0012217i,-0.00077347+0.00086799i,-0.0017909+0.0033092i,-0.00117+0.0024753i,-0.0003746+0.00092604i,-5.3628e-05-0.00013437i,0.0003674-0.0012494i,0.00034216-0.00084776i,0.00042032-0.00027968i,0.00049084-0.00061737i,0.00024176-0.0014846i,-0.00012805-0.0010974i,-0.00041133-0.00020679i,-0.00049275-0.00038988i,-0.00037889-0.00041101i,-0.00058123+0.00024156i,-0.00021663-0.00013147i,-0.00019776-0.00083353i,-0.00024352+0.00012907i
-0.00012445-0.0025485i,-0.00094213-0.0036026i,-0.00043429-0.003814i,-0.0015005-0.0032611i,-0.003354-0.0018927i,-0.0022917+0.00063958i,-0.00040749+0.0022671i,-0.00020195+0.0018237i,-0.00013149+0.00071i,0.00055138-0.00049062i,0.00057471-0.0012518i,-0.00030561-0.0014633i,-0.00043014-0.00065229i,0.00052541+0.00049388i,0.00095784+0.00017216i,0.00044534-0.00025463i,-0.00033164+3.6035e-05i,-0.0001731+0.000115i,0.00041222-0.00063877i,-0.00015566-0.0010882i,-0.0002412-0.001069i,-0.00014182-0.00072811i,-0.00013997-6.9137e-06i
0.0004648-0.00016208i,5.3919e-05+0.00085653i,-1.5474e-05+0.00045419i,0.00010913-0.0010694i,-0.00087934-0.00077628i,-0.001871+0.00086886i,-0.0013052+0.0019978i,-0.00031016+0.0018444i,0.00011991+8.9836e-05i,0.00089645-0.0011848i,0.0011939-0.0011313i,0.00028907-0.0011053i,0.00022462-0.0010693i,0.0011571-0.000916i,0.00087449-0.00074234i,0.00027278-0.00033177i,0.00029467+0.00011792i,-2.103e-05-0.00059373i,-0.00049545-0.0015419i,-0.00065056-0.0012826i,-0.00037957-0.00062646i,1.555e-06+0.00068806i,-0.00023433+0.00084652i
-0.0004401-0.000238i,-0.00013696+9.7281e-06i,0.00070024+2.5712e-06i,0.00052605-0.00076034i,-0.00065205-0.0008996i,-0.0014305+0.00050958i,-0.00097329+0.0016313i,0.00039111+0.00074929i,0.00065895-0.00031923i,-0.0011474-0.00042838i,-0.0012607-0.00014088i,-0.00038566-0.00012049i,-0.00031444-0.00026639i,-0.00020414-0.00028639i,2.2406e-05-0.0006427i,0.00035764-0.00067761i,0.00046952-0.00036657i,-0.00032748-0.00011561i,-0.00038374-0.00043033i,-0.0005147-0.00069556i,-0.00057911-0.00089708i,-0.00070818-0.00058303i,-0.00062236-6.5995e-05i
0.00021547+0.001085i,0.00095427+0.0018342i,0.0012938+0.0012682i,0.0011966+0.00039022i,0.00034418+7.8475e-05i,-0.0011768-9.5073e-05i,-0.00088818+0.00081736i,-0.00037415+0.0016503i,-0.00015349+0.0011962i,0.00042552+6.1754e-06i,6.0144e-05-0.00053307i,-0.00041934+0.00019472i,-0.00043174+0.00087459i,-0.00050775+0.0011009i,-0.0002934+0.00075971i,0.00064963+0.00047754i,0.00055167+3.9797e-05i,-0.00023494-0.00076769i,-0.00016325-0.0010172i,0.00072322-0.00036565i,0.00059402+0.00066067i,-0.00028337+0.00047676i,3.1064e-05-0.00025016i
0.0005479+0.00021702i,0.0012321+0.00065822i,0.0019662+0.00028685i,0.00139-0.00034279i,-0.00040504-5.4403e-05i,-0.0015454+0.0006266i,-0.0012265+0.00089316i,-0.00025494+0.0006464i,0.00073259+0.00080447i,0.00072984+0.00062268i,-0.00013441+0.00025552i,-0.00029587+0.00078854i,-0.00033459+0.00087545i,0.00010458+0.00060826i,0.0003256+0.00077252i,-8.8043e-05-0.00015621i,0.00072369-0.00092399i,0.0010154-0.0011437i,0.00046607-0.00087528i,0.0003223+0.00023247i,5.0927e-05+0.00065374i,0.00056167+0.0006407i,0.0010634+0.0007452i
-0.001017-0.00070811i,-0.0017697+9.9057e-05i,-0.00069084-1.7079e-05i,-0.00066375-0.00037024i,-0.0018022-0.00054871i,-0.0017856-0.00016613i,-0.00013523+0.00056303i,0.0010404+0.00093966i,0.0007158+0.0007762i,0.00030318-0.0001452i,0.00052621-0.00072362i,0.00071126-0.00024518i,0.00068192+0.00054599i,0.0015021+0.0004589i,0.0014477+0.00029754i,0.00033241-0.00028625i,0.00016764-0.0011653i,0.0010084-0.00073025i,0.00069676+4.672e-05i,-0.00053535-7.9912e-05i,-0.0006473-0.00045494i,-0.00038432+8.3339e-05i,-0.00047569+7.8562e-05i
-0.0023024+0.00056134i,-0.0015302+0.0015089i,-0.0004788+0.0013012i,-0.0003134+0.0010203i,-0.00095665+0.00085285i,-0.00069736+0.0008196i,0.00041466+0.0014326i,0.00050664+0.0020825i,0.00026896+0.0016829i,-1.9287e-05+0.00019716i,-0.00031667-0.0011248i,0.00046959-0.0012797i,0.00080726-0.00025827i,0.00072524+0.00057913i,0.0011658+0.0010071i,0.0012463+0.0011002i,0.00081746+0.00097133i,0.00037091+0.00047971i,0.00027536-0.00031183i,-0.00051695-4.5133e-06i,-0.00034855+0.00022155i,0.000268-0.00020744i,-0.00015122+0.00013399i
-0.00089036-0.00054322i,-0.0012612-0.0014037i,-0.002005-0.0016144i,-0.0027816-0.0014549i,-0.0024538-0.00039618i,-0.00081619+0.0012987i,-9.9017e-05+0.0020953i,0.00082977+0.0017089i,0.0014785+8.2008e-05i,0.0014193-0.00092023i,0.0018103-0.00061673i,0.0015703+0.00021216i,0.0001763+0.00040969i,-0.0001077-0.00014166i,0.00086277-0.0008618i,0.00058402-0.00084714i,-6.6758e-05-0.00034808i,8.0688e-05-0.00064909i,1.5129e-05-0.0011332i,-0.00021407-0.00096891i,-4.2658e-05-0.00022219i,0.00012269+0.00010107i,-0.00020143-0.00036859i
0.0025238+0.00040279i,0.003112+0.00056553i,0.0031364+0.00079319i,0.0013497+0.00032237i,-0.00055368-0.0015043i,-0.00084094-0.0015222i,-0.00053865+0.00057673i,0.00014451+0.0012623i,0.00047323+0.00035307i,0.00057527-0.00034286i,0.00027195-0.00069046i,-0.00049142-0.00088171i,-0.00016986-0.00085919i,0.0007765-0.00091275i,0.0011482-0.0010176i,0.00067926-0.0010814i,9.5067e-05-0.00085425i,0.00014852-0.00097199i,0.0003208-0.00055241i,0.00034657-0.00091029i,0.00032308-0.0013108i,-0.00043712-0.00073316i,-0.0011462-0.00015246i
-0.0001387+0.0011406i,0.00076377+0.00054581i,0.0012546+5.9142e-05i,0.0016007-0.00053297i,0.00088167-0.00068572i,0.00026992+9.5333e-05i,0.00043559+0.0010093i,0.00036695+0.0017032i,0.00045657+0.0015932i,0.00041826+0.00073881i,0.00017398-0.0007715i,-0.00054279-0.0019018i,-0.00066936-0.0016034i,-0.00043216-0.0005062i,-0.00042456-0.00028868i,-0.00038073-0.00072192i,0.00036445-0.0010926i,0.00089505-0.00078573i,0.00029951+0.0002815i,0.00013387+0.00077193i,6.2062e-05+0.0005343i,-0.00024534-0.00015702i,-0.00013768-0.00038022i
0.00021525-0.0014276i,-0.00087852-0.0012923i,-0.0021136-0.0016697i,-0.001967-0.0020239i,-0.0024021-0.0015362i,-0.0029105+0.00033371i,-0.0020582+0.0019692i,-0.00033453+0.0023577i,0.00025259+0.00077651i,-0.00031463-0.00048181i,-0.00050542-0.00095189i,-0.0009344-0.0016785i,-0.0013674-0.0013782i,-0.0011705-0.00061785i,-0.00083226-0.00014818i,-0.00074849-0.00038425i,0.00011705-0.00027486i,0.00030739+0.00058824i,-0.00044906+0.00082643i,-0.00075983-0.00022592i,-0.00052388-0.00062444i,-0.00053998+0.00037122i,-0.00036954+0.0010703i
0.00061775-0.00021446i,0.00059614+0.00067359i,0.00017169+0.0011066i,-0.00023362+0.0010752i,-0.00098344+0.00054871i,-0.001487+0.0004593i,-0.0013124+0.001274i,-0.0005569+0.0014999i,0.00041624+0.0013143i,0.00075602+0.0010203i,3.4512e-05+0.00045002i,-0.00061822-0.00033245i,-0.0005002-0.00025128i,-0.00079628+1.4847e-05i,-0.0011234+0.000406i,-0.00057082+0.00033414i,8.9191e-05+0.00071167i,0.00013121+0.001062i,-0.00030541+0.00047271i,-0.0010401+0.00055396i,-0.0012296+0.00065283i,-0.00046526+0.00029491i,0.00040219+2.8895e-05i
7.2912e-05-0.00012158i,0.00027858+0.0013745i,0.00059371+0.0015402i,0.00061447+0.0010455i,9.9848e-05+0.00097026i,-0.00017168+0.0014492i,6.9924e-05+0.0020841i,0.00012235+0.001968i,0.00037631+0.0017122i,0.00046669+0.0018485i,-0.00039134+0.0017019i,-0.0008348+0.0012127i,-0.00044556+0.0010637i,-7.4576e-05+0.0013884i,0.00018227+0.00082619i,0.0010522-5.1012e-05i,0.0013409-0.00012173i,0.0002487+0.00018295i,-0.0011828+0.00012219i,-0.0011753-4.0485e-05i,-0.00059917-0.00022999i,-6.9444e-05-0.00055985i,0.00031554-0.00037101i
-0.00092964-0.0014412i,-0.002332-0.00065699i,-0.0023805-0.00078808i,-0.0021761-0.0013289i,-0.0021199-0.0014023i,-0.001236+6.0629e-05i,0.00018503+0.001755i,0.00010106+0.0023622i,-0.00056473+0.0015918i,-0.00045506+0.00034717i,6.847e-05-0.00042526i,-0.00023247-0.00054374i,-0.00035299-0.00063851i,0.0010141-0.0008151i,0.0015656-0.00076245i,0.0011393-0.00080161i,0.00032789-0.0005568i,0.00025322-0.00012575i,0.00072791-0.00036706i,5.6748e-05-6.2795e-06i,-0.00053239+0.00048225i,-0.00046258+7.4001e-05i,5.6637e-05-0.00025975i
0.00024881+0.0011023i,0.00044218+0.00085825i,0.0022253+0.0014078i,0.0024027+0.0013092i,0.001108+0.00088344i,-0.0005607+0.00098268i,-0.0012378+0.0012819i,-5.1554e-05+0.00083254i,0.0013+0.000187i,0.0017172-0.00075654i,0.0018863-0.0011136i,0.0017394-0.00074428i,0.0014175-0.00020785i,0.0014474-5.591e-05i,0.0013947-0.0006918i,0.001095-0.0010761i,0.00073195-0.001076i,0.00052179-0.00064084i,0.00045914-0.00027388i,0.00052244+4.4141e-05i,0.00059073+0.00054331i,-0.00013738-0.00034258i,-0.00072711-0.00094961i
0.0015561+0.00089348i,0.00090855+0.0008912i,0.0018223+0.00059215i,0.0016766-0.00027303i,0.00028836-0.0013808i,-0.00051781-0.00082055i,-0.0004429+0.00044035i,0.00032755+0.0013296i,0.00082793+0.0014561i,0.00042308+0.00094835i,-0.00019643-0.00011337i,0.00023719-0.00092345i,0.00016664-0.0011586i,-3.1512e-05-0.0011821i,0.0012307-0.00089935i,0.0015639-0.0010175i,0.00066174-0.0013375i,-0.00018231-0.0017954i,-0.00056756-0.0019555i,-0.000259-0.00067717i,0.00042687+9.9742e-05i,0.00025494-0.00042463i,4.2619e-05-0.00030883i
-0.0017829+0.00016803i,-0.0016021+0.00052963i,-0.0021623+0.00043867i,-0.0026362+0.00045829i,-0.0017616+0.0010068i,-0.00096757+0.00086421i,-0.00087166+0.0019175i,-0.00068526+0.0021268i,-0.00021602+0.00092839i,0.00033103+4.0875e-05i,8.9947e-05-0.00051367i,-0.00053445-0.0012491i,-0.00018467-0.0020225i,0.00079479-0.0017783i,0.0012389-0.00087278i,1.4722e-05+0.00012216i,-0.00079627+0.00026118i,-0.00010755-0.00012923i,0.00012807-4.9499e-05i,-3.4356e-05-0.00072583i,-8.9118e-05-0.00047131i,-0.00049335+0.00044399i,-0.00031375-0.0001318i
0.0026114-0.0010399i,0.0024598-0.00074007i,0.0023283-0.0013231i,0.0014873-0.0023322i,-6.8145e-05-0.0014837i,-0.0011248+0.00074831i,-0.00047162+0.0019681i,0.00077116+0.0016288i,0.0016713+0.00074916i,0.0018358-0.00035008i,0.0006113-0.0013072i,-0.0010161-0.001195i,-0.00097961-0.00075042i,-0.00022184-0.00048363i,-0.00019214-4.0338e-05i,-3.353e-05+0.00012226i,-0.00036437-0.00022117i,-0.00085522-0.0006283i,0.00013788-0.0010166i,0.00051317-0.00088199i,0.00033228-0.00021013i,0.00049853-5.8704e-05i,-7.5754e-06-0.00025953i
-0.00082992-0.00088333i,-0.0013823-0.0016481i,-0.0011291-0.00084611i,-0.0020666-0.00012909i,-0.0023358-0.00012842i,-0.0011786+0.00091061i,-0.00092011+0.0017809i,-0.00050477+0.0017088i,0.00062602+0.00078218i,0.00062074-0.00012241i,-9.7004e-05-0.00090783i,-0.00062144-0.00089338i,-0.00065693-0.00040424i,-0.00042925+0.00012901i,-0.00038178+0.00069627i,0.0002239+0.0001449i,0.00027333-9.3287e-05i,0.00040378-0.00017472i,-0.00026521-2.4172e-05i,-0.0014596+0.00031528i,-0.0011502-0.00020232i,-0.00040883+0.00029641i,-0.00051843+0.00023573i
0.0016606-0.00091779i,0.0013117-0.0024338i,0.0017334-0.0028604i,0.0013329-0.00272i,-0.00016822-0.0016331i,-0.0019181+0.00052103i,-0.0015144+0.0017213i,-0.00041557+0.0019327i,0.00022328+0.001653i,0.00059602+0.00039322i,-0.00043438-0.00061707i,-0.0008624-0.0010065i,-0.00032067-0.00066556i,-6.4791e-05+0.00016779i,0.00083004+0.00075357i,0.00039917+0.00056788i,-0.00029492-0.00028672i,5.658e-05-0.00057936i,0.00021037-0.00023049i,-0.00026262-5.5992e-05i,-0.00063074+0.00018337i,-0.0003664+0.00015299i,-0.00055878+9.1925e-05i
0.0012561+0.00058796i,0.0017513-5.1743e-05i,0.0018424-0.001631i,0.00042409-0.0027432i,-0.00073799-0.0015444i,-0.00095676+0.00045324i,-0.00028904+0.0015719i,8.6561e-05+0.0017133i,0.0002779+0.00062358i,1.6441e-05-0.00092126i,-0.000729-0.0020073i,-7.1611e-05-0.0019322i,0.00041718-0.00061779i,0.00030792+0.00033664i,0.00045954+0.00053909i,0.00033946+0.00020475i,0.00065931-0.00016054i,0.00070558-0.00025203i,0.00076395-6.238e-05i,0.0006552+5.2545e-05i,1.532e-05+5.3612e-05i,-6.5475e-05-7.4055e-05i,4.2453e-05-0.00018598i
0.0004132+0.0020686i,0.0010162+0.0019467i,0.0017639+0.0012035i,0.0017258+0.00072341i,0.00076009+0.0011958i,-0.00078164+0.0018139i,-0.00088032+0.0022918i,0.00056056+0.0023838i,0.0012387+0.0022075i,0.0012477+0.00089237i,0.0010235-0.00076479i,0.0011312-0.0010057i,0.0012708-0.00071112i,0.0014279-0.00048664i,0.00096945-0.00039611i,0.00067651-0.00049818i,0.00086527-0.00069402i,0.0003032-0.00046981i,-5.8689e-05-0.00068865i,-4.6314e-05-0.0011358i,-0.00041271-0.0006403i,-6.5486e-05+0.00015716i,0.00016471+0.00043575i
0.00046898-0.0019608i,-0.0002982-0.0019799i,-0.00045819-0.00219i,-0.0011259-0.0013026i,-0.00095239-0.00085289i,-0.00064816+0.00063327i,-0.0010785+0.0021518i,-0.00054249+0.0025673i,-0.00058466+0.0019268i,-0.00055405+0.00094831i,-0.00016709+0.00020179i,-0.00058569-6.9096e-05i,-0.00077643-0.00049931i,0.0003156-0.00028451i,0.00061255-5.8922e-05i,0.00021481-0.00053786i,0.00022685-0.00051452i,0.00049237-0.00056282i,0.00041215-0.00025449i,0.00016821-0.00012259i,-1.9804e-05-0.00028778i,-0.00071385-0.00041241i,-0.000627-0.00057443i
-0.00067245-3.6429e-06i,-0.00071838+0.0010312i,-0.00089512+0.0017494i,-0.0014627+0.0013346i,-0.0016846+0.0013779i,-0.0013489+0.0024052i,-0.00020255+0.0027218i,0.00038203+0.0012277i,0.00047229+0.00018821i,-0.00015304-0.00031908i,-0.00022289-0.00093479i,0.00066114-0.0010062i,0.0012003-0.00052481i,0.0006594-0.00022556i,0.00011249-0.00041189i,-0.00018727-0.00084849i,-0.00028997-0.00048341i,-0.0002296+0.00054003i,-0.00045257+8.339e-05i,-0.00042205-0.00035184i,-0.00030582-0.00013263i,-0.00075325-0.0004162i,-0.0011202-2.1907e-05i
0.0019484-3.0566e-05i,0.0014522-0.0007031i,0.0025702-0.0018037i,0.0027758-0.0020208i,0.0013035-0.0019402i,-0.00026686-0.00049747i,-0.00099317+0.00066144i,-0.00049798+0.00076528i,0.00062274+0.00057655i,0.0016528-0.00057043i,0.0014326-0.0012786i,0.00084452-0.0010533i,0.00024928-0.0010303i,-0.00044185-0.0010185i,0.00013226-0.0010138i,0.0004354-0.0010175i,0.00025728-0.00050295i,0.00028527-0.00031976i,-0.00021378-0.00060844i,-0.0012231-0.00078099i,-0.0011306-0.00017773i,-0.00025203+0.00064361i,-0.0002121+0.00045595i
