-0.0025796-0.00017296i,-0.0036717-0.00104i,-0.0037641-0.00027829i,-0.0024832+0.00096298i,-0.0016316+0.0028854i,-0.0015799+0.0031599i,-0.0015957+0.0021903i,-0.00073693+0.0010205i,0.00057854+0.00027636i,0.00069746+0.00052137i,0.0015803+0.00041105i,0.0018127+7.8457e-05i,0.0010881+9.8867e-05i,0.00070581+0.00068379i,0.00010867+0.00066116i,-0.00028716+0.00031633i,-0.00048799+0.00016483i,-0.00031293-1.4375e-05i,-0.00013352-0.00018292i,-0.00074047+0.00046658i,-0.00075911+0.00093128i,-0.00057819+0.0004538i,-0.00051377-0.00031319i
0.029955-0.014464i,0.060583+0.013039i,0.045698+0.077997i,-0.03111+0.12491i,-0.087482+0.1138i,-0.075901+0.071465i,-0.044316+0.030432i,-0.02734+0.0014688i,-0.016679-0.0085524i,-0.0088075-0.0040404i,-0.0051861-0.00052576i,-0.0032548-0.00074768i,-0.0020994+0.0010824i,-0.00099659+0.0042532i,7.193e-05+0.0040665i,-0.0013232+0.0038033i,-0.0026526+0.0068684i,-0.0023308+0.0083173i,-0.0020816+0.0070481i,-0.00030656+0.00576i,0.0023883+0.0037847i,0.0023442+0.0030916i,0.00010682+0.0033952i
0.0081325+0.028917i,0.0064852+0.05997i,0.019918+0.081056i,0.055604+0.090484i,0.059273+0.09376i,0.014848+0.074592i,-0.022767+0.04552i,-0.028792+0.02496i,-0.022381+0.0072253i,-0.017172-0.0043411i,-0.011929-0.0066707i,-0.0069767-0.0083746i,-0.0050663-0.011942i,-0.0048425-0.011651i,-0.0033118-0.0070047i,-0.0013045-0.0036098i,0.00084535-0.004232i,0.0029771-0.0063027i,0.0041722-0.0075524i,0.0041818-0.0068066i,0.0032162-0.0052113i,0.001378-0.0032473i,-0.00055442-0.0022471i
-0.033907-0.020547i,-0.063835-0.07048i,-0.072945-0.14477i,-0.044606-0.1898i,0.004217-0.17375i,0.04417-0.11474i,0.056158-0.057555i,0.047257-0.020777i,0.032593-0.0010371i,0.021732+0.0048992i,0.015898+0.0059527i,0.012314+0.0069483i,0.0083085+0.0067448i,0.0039387+0.0057888i,0.0020679+0.0031419i,0.0017504-0.0009299i,-0.00070054-0.0023855i,-0.0037196-0.00028894i,-0.0048113+0.0010094i,-0.0043511+0.0003036i,-0.0030629-0.00022761i,-0.00043408-0.00073406i,0.00271-0.0019346i
0.027577-0.012875i,0.057936+0.0091986i,0.051387+0.065314i,-0.0099893+0.10882i,-0.062169+0.096086i,-0.059082+0.059003i,-0.033952+0.027879i,-0.018229+0.0053739i,-0.0075318-0.0036029i,-0.0020487-0.0042546i,-0.0028819-0.0044311i,-0.0036287-0.0029039i,-0.0014161+0.0015069i,0.00029144+0.0048478i,-0.00077322+0.0051191i,-0.0022478+0.0066048i,-0.0018444+0.0091395i,-0.0018036+0.0084145i,-0.0024508+0.0055871i,-0.0010702+0.002794i,0.00086919+0.0010204i,0.0011843+0.0015721i,0.0005146+0.0022646i
0.0067802+0.020455i,0.0020311+0.042172i,0.0079417+0.053784i,0.03746+0.059227i,0.044785+0.068295i,0.0090112+0.059158i,-0.021504+0.036406i,-0.024529+0.019803i,-0.01742+0.0078307i,-0.011504+4.5824e-05i,-0.0079725-0.0019383i,-0.005325-0.001926i,-0.004064-0.0040692i,-0.0029401-0.005572i,-3.6419e-05-0.0040656i,0.0031308-0.0029128i,0.00504-0.0054555i,0.0059389-0.007565i,0.0054039-0.0062587i,0.003599-0.0048844i,0.00095352-0.0033364i,-0.00081669-0.0014324i,-0.0023765-0.0015683i
-0.028061-0.014441i,-0.054185-0.051521i,-0.064444-0.10443i,-0.042411-0.13765i,0.0023942-0.12675i,0.038133-0.082299i,0.043473-0.037916i,0.033161-0.010362i,0.020701+0.0034103i,0.012188+0.0067656i,0.0092708+0.0052221i,0.0082952+0.0036295i,0.0070459+0.0034198i,0.0069178+0.0019572i,0.0065167-0.0025205i,0.0035943-0.006482i,0.00016511-0.0053265i,-0.00087631-0.0015251i,-0.0014048+9.4773e-06i,-0.0027695+0.00069275i,-0.0033827+0.001093i,-0.0015921+0.00058914i,0.0015112+0.00044203i
0.02197-0.0099598i,0.05019+0.0052715i,0.052386+0.048135i,0.0053574+0.081908i,-0.039114+0.073157i,-0.038026+0.042941i,-0.019921+0.018212i,-0.011706+0.0028864i,-0.0070313-0.003086i,-0.0044867-0.0018599i,-0.0057217+0.00088564i,-0.0054369+0.002502i,-0.0021839+0.0048561i,-0.00098027+0.0076764i,-0.0034883+0.0098052i,-0.0062444+0.011466i,-0.0053452+0.011693i,-0.0028908+0.0095492i,-0.0032587+0.0072496i,-0.0032901+0.006074i,-0.0006132+0.0049059i,0.00038855+0.0039522i,0.00030849+0.0033527i
0.0030451+0.016988i,-0.0034371+0.034025i,0.00037548+0.037441i,0.024692+0.033172i,0.03106+0.038583i,0.0042545+0.0353i,-0.015976+0.01916i,-0.016468+0.0060349i,-0.011343-0.0017041i,-0.0077364-0.0041055i,-0.004122-0.0019562i,-0.0024742-0.0014313i,-0.004789-0.0039867i,-0.005902-0.0043731i,-0.0021878-0.0024044i,0.002077-0.0025442i,0.0032778-0.0047253i,0.0037784-0.0053151i,0.0038536-0.004157i,0.0030894-0.0032287i,0.0021217-0.0013235i,0.00059362+0.00067031i,-0.00062403+9.2133e-05i
-0.022106-0.0059404i,-0.042339-0.032055i,-0.049395-0.068209i,-0.032265-0.091651i,0.0014407-0.088778i,0.027008-0.058843i,0.031093-0.025467i,0.025104-0.0062264i,0.016994+0.0013482i,0.011513+0.0019319i,0.0088234-0.00054659i,0.0062848-0.0036592i,0.0035711-0.0052936i,0.0019652-0.0061454i,0.0017673-0.0082464i,0.00056755-0.0093746i,-0.0012816-0.007007i,-0.0021136-0.0021988i,-0.0014324-7.8982e-05i,1.8389e-05-0.001068i,0.00036626-0.0023352i,0.0011402-0.0031153i,0.0027624-0.0025748i
0.013148-0.0092879i,0.037499-0.00019096i,0.041551+0.035641i,0.0069295+0.068543i,-0.026486+0.062423i,-0.027982+0.034973i,-0.016101+0.014699i,-0.0069787+0.0032437i,-0.0016012-0.0018405i,0.0003951-0.00091033i,-0.00014929+0.0018051i,0.00033094+0.0033371i,0.0028173+0.0041215i,0.0028967+0.0053686i,-0.00065809+0.0081263i,-0.0034585+0.011239i,-0.0028262+0.011621i,-0.0023851+0.007652i,-0.0035197+0.0043877i,-0.002074+0.0038768i,0.00072582+0.0026261i,0.0016632+0.0011652i,0.00064338+2.0911e-05i
0.0012615+0.011875i,-0.00061742+0.024541i,-0.0018542+0.024828i,0.01265+0.020333i,0.019496+0.028084i,0.00087354+0.026983i,-0.013625+0.014498i,-0.012986+0.0066418i,-0.0074357+0.0019011i,-0.0029221-0.0020044i,8.8399e-05-0.0021726i,1.1303e-05-0.00013619i,-0.0024487+0.00024179i,-0.0028254+0.00072386i,-3.587e-05+0.0012472i,0.0037293+0.00034447i,0.0047406-0.0019134i,0.003315-0.0041751i,0.0026467-0.0047803i,0.0017673-0.0040536i,0.00089255-0.0026975i,-0.0010061-0.00098593i,-0.0032276-0.0011713i
-0.011994-0.0024676i,-0.028981-0.019296i,-0.032181-0.047766i,-0.020458-0.069526i,0.0001895-0.064064i,0.017243-0.03549i,0.019621-0.010194i,0.013982+0.0014688i,0.0071691+0.0051573i,0.003417+0.0033201i,0.00092723-0.00070433i,-0.0010843-0.0027383i,-0.0018057-0.0017985i,-0.00076011-0.0028619i,0.00088052-0.0061921i,0.00037823-0.0071469i,-0.00093416-0.0047942i,-0.00045576-0.0012351i,-8.0056e-05+0.00030366i,-0.0017903-0.00061853i,-0.0024355-0.0021353i,-0.0014076-0.0023488i,0.00016549-0.0017564i
0.011197-0.0048784i,0.0261+0.00065271i,0.032868+0.026221i,0.012426+0.048935i,-0.01442+0.042528i,-0.017939+0.023818i,-0.010611+0.011852i,-0.0076045+0.0035586i,-0.0057072-0.00078102i,-0.0036919-0.00021419i,-0.002317+0.0021666i,0.00032008+0.0037153i,0.002956+0.0035333i,0.0033776+0.0043985i,0.001138+0.0070283i,-0.0018246+0.0096188i,-0.0024445+0.010567i,-0.002327+0.008273i,-0.0018489+0.0054821i,-0.0013821+0.0051949i,-0.0013667+0.0054146i,-0.00097693+0.0049001i,-0.0012904+0.0031432i
0.00096032+0.0083892i,-0.003204+0.01472i,-0.0065812+0.014569i,0.0047623+0.013068i,0.012192+0.017883i,-0.00016862+0.016415i,-0.0096025+0.0061205i,-0.0085465+2.6091e-05i,-0.0055536-0.0026655i,-0.0029871-0.0038082i,-0.00086526-0.0025109i,0.00036309-0.00087858i,-0.00094833+0.00033692i,-0.0027051+0.002328i,-0.001558+0.0027029i,0.0015234+0.00034565i,0.0024564-0.0020932i,0.0014328-0.0036333i,0.0014508-0.003786i,0.0020418-0.0017295i,0.0010082+0.00022661i,2.1843e-05+0.00062403i,8.9102e-05+0.00059596i
-0.0077941+0.00033176i,-0.01651-0.012481i,-0.020821-0.032535i,-0.017223-0.044371i,-0.0018982-0.040761i,0.013242-0.023133i,0.017028-0.007037i,0.014668-3.1202e-06i,0.0099687+0.0019213i,0.0046721+0.0021359i,0.0012352+0.00076186i,-0.00050164-0.0013348i,-0.0015255-0.0028736i,-0.0015547-0.0048713i,-0.00064332-0.0074377i,0.00024914-0.0080462i,0.0002967-0.0057137i,0.00059137-0.0024686i,0.001271+0.0002519i,0.0014622+0.00040244i,0.00081147-0.00082505i,0.0014236-0.0016135i,0.0026736-0.0016267i
0.010309-0.0047692i,0.023311+0.0010204i,0.02674+0.016881i,0.0090412+0.031909i,-0.010494+0.030267i,-0.013223+0.017777i,-0.0062976+0.0091536i,-0.0015296+0.0036867i,0.0010975+0.00094937i,0.0022154+0.00027028i,0.0016625+0.00036531i,0.0018746+0.00044497i,0.0033622-0.0011195i,0.0036453-0.0011435i,0.0015091+0.0020746i,-0.00095948+0.0044349i,-0.0015292+0.0040004i,-0.0012948+0.0024671i,-0.0011698+0.0018758i,-0.00021832+0.0025747i,0.0013077+0.0035037i,0.0017238+0.0031175i,0.00065783+0.0016744i
0.000871+0.0069819i,-0.0049039+0.012708i,-0.0040656+0.011724i,0.00604+0.0047608i,0.0085443+0.007492i,-0.00084068+0.010679i,-0.0064556+0.0063164i,-0.0050982+0.0022937i,-0.0023569+0.00089907i,0.00066783-0.00092772i,0.0018245-0.0020587i,0.00028302-0.0010163i,-0.0012039+0.0021004i,-0.0018477+0.0061619i,-0.0016679+0.0076566i,-0.00027884+0.0055708i,0.00070793+0.0022928i,0.0010268-0.00070367i,0.00055467-0.0021854i,-0.00057587-0.0026997i,-0.00040196-0.0020477i,0.00043265-0.001139i,-8.1805e-05-0.00090207i
-0.0020832-0.0018113i,-0.011245-0.011846i,-0.014258-0.024876i,-0.0099831-0.030248i,-0.0024739-0.027432i,0.0054661-0.014246i,0.0068107-0.0015005i,0.0040768+0.0022133i,0.0017195+0.0024321i,0.00029418+0.0015525i,-0.001609-2.4095e-05i,-0.0029842-0.00011235i,-0.0030935+0.00018702i,-0.0030658-0.0017679i,-0.0013651-0.0045433i,0.0016966-0.0057158i,0.0023598-0.0044476i,0.001482-0.0013677i,0.00079628+0.00032947i,0.0002575-0.00070228i,-0.0006123-0.0022281i,-0.0012828-0.0021341i,-0.00014848-0.0020756i
0.006097-0.00078811i,0.015079-0.00016779i,0.017219+0.01287i,0.0057411+0.027834i,-0.006344+0.025972i,-0.0091584+0.013767i,-0.0082593+0.0042895i,-0.0070376-0.00027414i,-0.005153-0.001848i,-0.0027342-0.0012432i,-0.00056454-0.0014561i,0.00084685-0.0028251i,0.001042-0.0045972i,0.00041079-0.0054661i,-0.0009609-0.0038339i,-0.0027364-0.001027i,-0.0029793+0.0010575i,-0.0018267+0.0019516i,-0.00022826+0.0023708i,-0.00031848+0.0024647i,-0.00087246+0.0023065i,-6.9599e-05+0.0020293i,0.00026085+0.0020435i
-0.0010255+0.0039801i,-0.0022893+0.0097108i,-0.005396+0.0067918i,-0.0016296+0.0031134i,0.0044897+0.0093404i,0.00067652+0.011529i,-0.0040462+0.004982i,-0.0038429+3.1561e-05i,-0.0019379-0.0021504i,-0.00052674-0.0026546i,-0.0002332-0.0014625i,0.0011971+0.0001313i,0.0029568+0.0025544i,0.0036583+0.0071078i,0.0024974+0.01004i,0.00047655+0.009026i,-0.0002239+0.0058758i,-0.00044273+0.0020356i,-0.0014318-0.00029782i,-0.0013809-0.00077854i,-0.00049155-0.00028286i,-0.00023927+6.5027e-05i,-0.00077401+0.00012033i
-0.0023679+8.6819e-05i,-0.0082338-0.0023713i,-0.0097785-0.011772i,-0.008146-0.019204i,-0.0020331-0.016638i,0.0054109-0.0055881i,0.0074623+0.0039571i,0.0059694+0.0044694i,0.0041427+0.0028212i,0.0020715+0.0019507i,-0.00037969+0.0015088i,-0.0008106+0.0019409i,-0.0011138+0.0015573i,-0.0017814-0.0011637i,-0.00024087-0.0048003i,0.0020001-0.0067317i,0.0022539-0.0058051i,0.0010463-0.0028548i,0.00057609-0.0010229i,0.0012598-0.00092191i,0.00068653-0.00091176i,-3.1916e-06-0.0012603i,0.00086245-0.001356i
0.0043224-0.0039866i,0.0076979-0.0038309i,0.010216+0.0052293i,0.0054089+0.016034i,-0.0046341+0.016599i,-0.0069224+0.010523i,-0.0026324+0.00648i,0.0012226+0.0042748i,0.0023278+0.0017688i,0.0019022-0.00061267i,0.00059989-0.002074i,-4.5682e-05-0.0037173i,-0.00054551-0.0052997i,-0.0005823-0.0062956i,-0.0016828-0.0048147i,-0.0041967-0.0016456i,-0.0045559-0.00025982i,-0.0027173-0.00045753i,-0.00090349-6.7647e-05i,0.00055578+0.0014563i,0.0015571+0.0030731i,0.0011513+0.0030192i,0.00089079+0.0021081i
0.00048527-0.00031587i,-0.00056551+0.00043103i,-0.0030223-4.9031e-05i,-0.00081567-0.00031669i,0.001717+0.0037284i,-4.3749e-05+0.0056688i,-0.0015006+0.0036752i,-0.00091787+0.0030027i,-7.1879e-05+0.002266i,0.00099052+0.00044312i,0.0020263-0.00016157i,0.002836+0.00057442i,0.0040906+0.0025346i,0.0045741+0.0065452i,0.0036394+0.01008i,0.001981+0.010171i,0.00061608+0.007735i,-0.00039687+0.0038221i,-0.0016891+6.7173e-05i,-0.0024338-0.0013852i,-0.0010867-0.0011049i,0.00034851-0.00051129i,0.00073417-0.00096711i
-0.0050329+6.825e-05i,-0.0073755-0.0022013i,-0.010404-0.0055122i,-0.0095697-0.0060223i,-0.0030963-0.0040575i,0.0036546+0.00057033i,0.0046898+0.0044314i,0.001735+0.0049038i,-1.8566e-05+0.0036161i,0.0001163+0.0026253i,0.0013353+0.0018901i,0.0014329+0.0019749i,-0.00039082+0.0018063i,-0.0019425-0.00072961i,-0.00092711-0.004511i,0.0015719-0.0071944i,0.0025377-0.0064072i,0.0015221-0.0023754i,0.00056239-0.00084914i,0.00023039-0.0022267i,0.00072459-0.0026453i,0.0015044-0.0023464i,0.0014807-0.0020109i
0.00017951-0.0024928i,0.0038086-0.00019753i,0.0059825+0.0055487i,0.0020505+0.011664i,-0.0023073+0.01116i,-0.0043885+0.0040539i,-0.004648-0.0011591i,-0.0035506-0.002161i,-0.0016647-0.0020323i,-0.0010099-0.0018727i,-0.0020759-0.0020986i,-0.0029974-0.0032766i,-0.0041385-0.0049999i,-0.0045154-0.0069927i,-0.0038798-0.0063825i,-0.0032718-0.0029272i,-0.0021589-0.00087709i,-0.00031296-0.00081671i,0.00069364-0.00043166i,0.0011876+0.00025512i,0.0016234-4.7945e-06i,0.0016571-0.00015121i,0.00058443+0.00040025i
0.00289+0.00012386i,-0.00062657+0.001846i,-0.0035304-0.00079337i,-0.0013888-0.0033786i,0.0012127+0.0014593i,-0.00066092+0.0047009i,-0.0032732+0.002195i,-0.0032538-0.0010507i,-0.0016878-0.0025426i,-0.00038704-0.002232i,0.0011536-0.0011331i,0.0034817+0.00096343i,0.005849+0.0033395i,0.0070113+0.0064462i,0.0062929+0.0097714i,0.0040945+0.0098559i,0.0015818+0.00769i,-8.9532e-05+0.0047848i,-0.000935+0.0016062i,-0.00094285-0.00037841i,-0.0010683-0.0011822i,-0.00096261-0.00063472i,-0.00012641-0.00034622i
6.7825e-05+0.0014566i,-0.0034919-0.0024926i,-0.0032183-0.0038574i,-0.0032124-0.0048672i,-0.0037824-0.0057842i,-0.0020557-0.0019037i,-9.2022e-05+0.0031942i,0.0013776+0.0028852i,0.0018522+0.00066177i,0.0010014-0.0001091i,-0.00080478-5.6374e-05i,-0.001989+9.2579e-05i,-0.0033194+0.00082938i,-0.0050754+0.00071031i,-0.0048153-0.0022789i,-0.0026892-0.0052055i,-0.0010994-0.0039532i,-0.00015644-0.001227i,0.00049605-0.00061448i,0.00063472-0.0017762i,-7.9076e-05-0.00099844i,-0.00055996+0.00043361i,-0.0010092+0.00059658i
0.0019658+0.0026898i,0.0062982+0.0033433i,0.0083737+0.0064488i,0.0040105+0.009915i,-0.0010402+0.0086617i,-0.0018982+0.0067971i,-0.00070522+0.0059009i,0.00077377+0.0044148i,0.0018622+0.0023808i,0.001211-0.00031453i,-0.00033496-0.0019515i,-0.0018265-0.0026794i,-0.0035016-0.0037992i,-0.0036957-0.0049345i,-0.0032505-0.0051073i,-0.003318-0.0041317i,-0.0020895-0.0034556i,-0.00073853-0.0024661i,-0.0009164-0.0014765i,-0.0013827-0.00034429i,-0.00098102+0.00056413i,5.0385e-05+0.00037558i,0.0014362+0.00053727i
-0.0021793+0.0009249i,-0.0020062+0.0014898i,-0.0021575+0.00016925i,-0.00090248-0.0012175i,0.001325+0.00093192i,0.00018051+0.0035879i,0.00050471+0.0043972i,0.0018749+0.0047879i,0.002698+0.0037833i,0.0030325+0.0019909i,0.0031899+0.00056642i,0.0041183-1.2761e-05i,0.0061186+0.00039827i,0.0070129+0.002384i,0.0061492+0.0056231i,0.0048201+0.0070062i,0.0022209+0.0056744i,-0.00086799+0.0043783i,-0.0022559+0.0043443i,-0.0020718+0.0034589i,-0.0017011+0.001643i,-0.00086369+0.00038436i,0.00037944-0.00013074i
0.00069679+0.0015537i,-0.00053611+0.0019585i,-0.0018439+0.00025884i,-0.003712-0.00052252i,-0.003168+0.0003362i,-0.00041534+0.0022071i,0.00072435+0.0033957i,0.00043397+0.0038477i,-0.00011926+0.0031992i,-0.00027179+0.0012911i,-0.0014154+0.00056183i,-0.0027717+0.0020425i,-0.0025058+0.0035718i,-0.0032066+0.0027674i,-0.0043123-0.0006284i,-0.0037246-0.003515i,-0.00099678-0.0032322i,0.0017788-0.0014795i,0.0025133-0.0011135i,0.002147-0.0011524i,0.0017524+8.5585e-05i,0.0017625+0.00042432i,0.0009902-0.00045901i
-0.00051545-0.0051088i,-0.0017927-0.0058769i,-0.0019867-0.001849i,-0.0021478+0.0038333i,-0.0037796+0.0058856i,-0.0050187+0.0045625i,-0.005147+0.0028158i,-0.0033658+0.00019986i,-0.0015451-0.0017177i,-0.0008995-0.0016244i,-0.0010284-0.0011058i,-0.0016026-0.0010261i,-0.0017515-0.0017714i,-0.0012518-0.0037234i,-0.00011618-0.0041232i,0.0012892-0.0023847i,0.002531-0.0012038i,0.0025748-0.0010762i,0.0014572-0.001749i,0.0016459-0.0012841i,0.0011135-0.00011216i,-0.00019406-0.00053757i,8.6094e-05-0.00045218i
0.0040138+0.0027208i,0.0063141+0.0040661i,0.0069425+0.0028537i,0.0055067+0.0010902i,0.0049474+0.0027877i,0.0033593+0.0036768i,0.0014044+0.00093533i,-9.9793e-06-0.0019326i,-0.00093762-0.0018577i,-0.00068308-0.00069684i,0.0015354-0.0010397i,0.0031767-0.0023679i,0.0037598-0.0012616i,0.0047651+0.0027196i,0.0042076+0.0050342i,0.0019345+0.0046693i,-0.0014368+0.0041593i,-0.0032824+0.0038079i,-0.0021643+0.0032466i,-0.00075284+0.0013301i,-0.000396-0.00042618i,0.0003589-0.00083021i,0.00063532-0.001084i
-0.0037229+0.0014947i,-0.0066084+0.0022202i,-0.0068765+0.0032464i,-0.0049731+0.0026644i,-0.0035292+0.00021355i,-0.0015372+0.0021555i,0.00029943+0.0038477i,0.00077816+0.00077871i,0.00025354-0.0018559i,-0.00073078-0.0014973i,-0.0019336+0.0010856i,-0.0015956+0.002056i,-0.0016268+0.0025412i,-0.0031236+0.0034177i,-0.0035298+0.00228i,-0.003686+0.00064414i,-0.0032496+0.00021058i,-0.00081239+8.0424e-05i,0.0003159-0.0013459i,0.0004777-0.002361i,0.00085771-0.001276i,0.00018634+0.0005887i,-0.00073288+0.0012257i
0.0014319-0.000788i,0.0032225-0.0010769i,0.0035511-0.00013711i,0.00081694+0.0016455i,-0.0013304+0.0021527i,-0.00098732+0.0012398i,-0.0002937+0.00027935i,0.0011898+0.00013696i,0.0036817-0.001487i,0.0040215-0.004042i,0.00098671-0.0032967i,-0.00020055-0.0020434i,0.00050593-0.0036577i,-0.00061375-0.0051383i,-0.00066517-0.0047319i,0.0012729-0.0037963i,0.0021853-0.0034961i,0.0013115-0.0033497i,-0.00018835-0.0030314i,-0.0010093-0.0022405i,-0.00093378-0.00089371i,-0.00030525-2.6344e-05i,8.8304e-05+0.00034837i
8.1579e-06-0.0051518i,-0.0011482-0.0046516i,-0.0032533-0.0039587i,-0.0034976-0.002565i,-0.0034469+0.0022168i,-0.0045682+0.005344i,-0.0032947+0.0047199i,0.00011084+0.0039944i,0.0032716+0.0030546i,0.0039099+0.0011006i,0.0029534-0.0011492i,0.0023817-0.0010462i,0.0024964+0.00055213i,0.00325+0.0012467i,0.0031399+0.0020432i,0.0005728+0.0033625i,-0.0017264+0.0034231i,-0.0018848+0.0025931i,-0.0015878+0.0023524i,-0.0015558+0.0023992i,-0.0011966+0.0011377i,0.00061971-0.00033804i,0.0016653-0.00064055i
0.0038478+0.0062635i,0.0056021+0.0059347i,0.0070196+0.0025162i,0.004103+0.00014645i,4.3598e-05+0.001515i,-0.00091181+0.0042036i,-0.0015733+0.005171i,-0.0022771+0.0044934i,-0.0019123+0.0040433i,-0.0011725+0.003858i,-0.0012357+0.0032232i,-0.0024117+0.0021322i,-0.0029438+0.0024344i,-0.0013339+0.0034472i,-0.00068326+0.0034233i,-0.0011128+0.0029319i,-0.0003244+0.0017138i,0.0013934+0.00088825i,0.0016428+0.00090129i,0.00024999+0.0011929i,-0.00083004+0.0019039i,-0.00096606+0.0015597i,-0.00072082+0.00091808i
-0.0022583-0.0013445i,-0.0038722-0.00043261i,-0.0038259+0.0010705i,-0.0031109+0.0020942i,-0.0030381+0.0032116i,-0.0034418+0.0046337i,-0.0034062+0.004511i,-0.0024269+0.0011813i,-0.0025879-0.0004519i,-0.0029219+9.7156e-05i,-0.0020833-0.00077869i,-0.00065757-0.0025964i,-0.00022438-0.0030887i,-0.0002661-0.0032554i,0.00035702-0.0040982i,0.0020874-0.0033422i,0.0033649-0.0017487i,0.0025027-0.00096494i,0.0011063-0.00076596i,0.00063314-0.00069698i,0.00031179-0.00028238i,0.00047351-0.00019589i,0.0011168+0.00040879i
-4.9193e-05-0.00075632i,0.0010647-0.0024552i,0.0011359-0.0035751i,0.00107-0.0023002i,0.0021235+0.00064821i,0.0015718+0.0026152i,0.0014607+0.0018559i,0.0012351+6.2645e-05i,0.00020025-0.0010707i,-0.00016013-0.0020077i,0.00033592-0.0020092i,0.00064788-0.0016182i,0.00030644-0.00024877i,-0.00051967+0.002828i,-0.00052773+0.004305i,-0.0013895+0.0030873i,-0.003217+0.0020064i,-0.0033824+0.0022876i,-0.00098701+0.002952i,0.0011315+0.0018889i,0.0020054+0.00020339i,0.0016963-0.00079608i,0.0016674-0.0018293i
0.0043909+0.0013034i,0.0054137+0.0013718i,0.0038455-0.00012781i,0.00057698-0.0013149i,-0.0027841-0.00037574i,-0.003791+0.0016732i,-0.0012284+0.0019646i,0.00038757-0.00044055i,0.0004122-0.0029059i,2.0751e-05-0.0030299i,-0.00087537+0.00081495i,-0.00063117+0.0042073i,-0.00035712+0.0031768i,-0.00092376+0.0014202i,-0.0018736+0.0013471i,-0.0012653+0.00055676i,-4.6642e-05-0.00077911i,0.00025155-0.0019142i,0.00063855-0.0019121i,0.001221-0.0012745i,0.0010674-0.00053756i,-0.000588+0.00030081i,-0.0017933+0.00075552i
-0.0019153+0.00017456i,-0.004369+0.00081786i,-0.0041313+0.00053264i,-0.0034464+0.00084886i,-0.0033759+0.0034426i,-0.00014622+0.0048868i,0.0021079+0.0037743i,0.0025008+0.0015305i,0.0028694-0.00056075i,0.0024563-0.0020529i,0.0019314-0.0028303i,0.0016267-0.0029293i,0.0013731-0.0032604i,0.00060252-0.0048015i,0.00053754-0.0059576i,0.0019018-0.0048779i,0.0027859-0.0028885i,0.0019299-0.0016519i,-0.0010362-0.0017133i,-0.0023692-0.0023048i,-0.0010964-0.0023208i,-0.00081698-0.0015664i,-0.0010872-0.00051392i
-0.00084112+0.00035272i,-0.0021778-0.00038185i,-0.0024295-0.00022517i,-0.0017508+0.001507i,-0.00052376+0.0032373i,-0.00072132+0.0033676i,-0.0008625+0.0030131i,0.0010422+0.0023714i,0.0033342+0.0014406i,0.0038955+0.00018368i,0.002473-0.00047697i,0.00030318-0.00010309i,-0.00087362+0.0018261i,0.00028694+0.003551i,0.0010739+0.0035149i,2.2907e-05+0.0034363i,-0.00080688+0.0030393i,-0.00098866+0.0016018i,-0.0010173+0.00018095i,-0.00087529-0.0003121i,-0.00024028-0.00010089i,0.00040103-0.0009738i,0.00073191-0.0018351i
0.002374+0.00011918i,0.0030939-0.0011172i,0.0034947-1.5732e-05i,0.0016392+0.0020793i,0.00021683+0.0024876i,-0.0016888+0.0028568i,-0.003581+0.0033913i,-0.0030281+0.0038817i,-0.0014729+0.0042109i,-0.00018379+0.0040907i,4.8644e-05+0.0033398i,0.00071983+0.0020131i,0.0017822+0.0011143i,0.001184+0.0005508i,0.0011879+0.00054917i,0.0013608+0.00065631i,0.00094408-0.00054327i,5.7939e-05-0.00083048i,-0.00028207+0.00036769i,0.00010594+0.0017836i,-0.00038691+0.0021537i,-0.0015519+0.0015807i,-0.0016057+0.0014095i
-0.0028264+0.0010347i,-0.0027982+0.0028313i,-0.0019753+0.0019603i,-0.0016621+0.0011707i,-0.0016014+0.0023001i,-0.0016883+0.0040819i,-0.0029044+0.0036654i,-0.0039291+0.0019604i,-0.0041475+0.00054741i,-0.0042932-0.0011607i,-0.0041982-0.0024476i,-0.0025973-0.0032669i,-0.0010249-0.003826i,-0.00097147-0.0032435i,-0.00097196-0.0025349i,-0.00027286-0.0022832i,0.00015843-0.00085423i,1.2966e-05+0.0015248i,-0.00038881+0.0019135i,-0.00093349+0.00040239i,-0.0011806-0.0010425i,-0.00073151-0.001257i,-0.00059702-0.0007551i
-0.00030444-0.00049185i,-0.0014882-0.0012435i,-0.00068569-0.0020056i,-0.00051308-0.0011714i,-0.0015905+0.002029i,-0.002081+0.0043465i,-0.0014864+0.0027087i,-0.0013637-2.5593e-05i,-0.00069348-0.0013766i,0.00057655-0.0018249i,0.00046242-0.0008312i,-2.0269e-06+0.0013481i,0.00071699+0.0036427i,0.0013834+0.0043923i,0.0014361+0.0039815i,6.3678e-05+0.0045258i,-0.0011349+0.0046059i,-0.00030868+0.0025844i,0.00089265+0.0008895i,0.001254+0.00057516i,0.001382+0.0004439i,0.0016277+0.00036103i,0.0013322-4.4951e-05i
