-0.0045655-0.00016591i,-0.0037+0.0017098i,-0.0030589+0.0033607i,-0.0020613+0.0036072i,-0.00058373+0.0025528i,0.0001611+0.0015978i,-0.0007101+0.00071093i,-0.001556+0.0006802i,-0.001208+0.00061781i,-0.00051094+0.00019457i,0.00039191+0.00024792i,0.00070456+0.00054103i,0.00042253-0.00021341i,-0.0001924-0.0010647i,-0.0011087-0.00164i,-0.00089409-0.0012162i,-0.00020458-0.00027419i,0.00043186-2.9391e-06i,0.00064814+0.00069327i,0.00046788+0.00049937i,0.00053503-0.00037299i,-0.00010336-0.00070866i,-0.00025826-0.00099798i
0.0031963-0.0019141i,0.0024834-0.0022329i,0.0019037-0.0027825i,0.00074939-0.0019305i,-0.00073611-0.00076962i,-0.0013894-0.00050525i,-0.0010727-0.0006229i,6.7633e-05-0.0012018i,0.0013012-0.0019751i,0.0018209-0.0024046i,0.0013353-0.0020157i,0.00058925-0.0016457i,0.00093778-0.001272i,0.0014492-0.00077918i,0.00080166-0.0010561i,0.00047123-0.0015633i,0.00030548-0.0015966i,0.00037519-0.0012725i,-9.1556e-05-0.00052976i,-0.00076929-0.00024221i,0.00019586-0.00039739i,0.00073465-0.00057578i,0.00054849-0.000404i
-0.0025654+0.00022208i,-0.0015588+0.0016227i,-0.00055758+0.0020766i,0.00092761+0.0021789i,0.0019072+0.0017615i,0.00099269+0.0015493i,0.00046979+8.145e-05i,0.00099762-0.00083071i,0.0010984-0.00036999i,0.00072857-0.00068567i,0.00066922-0.0013316i,0.00025314-0.0014472i,0.00070866-0.0022739i,0.0014248-0.002104i,0.00067833-0.00055395i,-0.00064898+0.00014973i,-0.0011074-5.4221e-05i,-0.00031405-0.00090112i,0.0003132-0.0012181i,0.0002405-0.00062089i,0.00043487-0.0003837i,0.00049721-0.00067395i,-0.0002782-0.00033303i
0.00086793+0.0013306i,-0.00020895+0.00095822i,0.0002806+0.00048051i,9.3431e-05+0.00053904i,-0.00062811-0.00011645i,-0.0015961-0.0012836i,-0.0013085-0.0018427i,-0.00079166-0.00081026i,-0.00018478+0.00019311i,0.00025413-0.0003135i,-0.00033059-0.0011781i,-0.00094284-0.00048984i,-0.00081243+0.0010993i,-0.00062284+0.0015918i,-0.0010745+0.00097192i,-0.0013219+0.00018866i,-0.00091969+5.5352e-05i,-0.0016045+1.8334e-05i,-0.0019487-0.00038405i,-0.0010014-0.00021959i,0.00092807+0.00066028i,0.0013297+0.0014798i,0.00026965+0.0017183i
0.00028943+0.001982i,0.0016474+0.0023284i,0.0025444+0.0022801i,0.0040501+0.0014398i,0.0044816+0.00015132i,0.0023258-0.0013674i,0.00088953-0.0017296i,-0.00011717-0.0014125i,-0.0006768-0.0013721i,-0.00014171-0.0018102i,-0.00039476-0.0018569i,-0.0019126-0.00080458i,-0.0031859-0.00023096i,-0.0032492-0.00027083i,-0.0026185-0.00080895i,-0.001787-0.0012366i,-0.001181-0.00049639i,-0.00072722+0.000773i,-0.00032814+0.0012882i,-0.00037714+0.0011054i,-0.00076495+0.00057925i,-0.00048284+0.00016213i,0.00016413+2.1511e-05i
0.00047121+0.0017733i,0.00035618+0.00015642i,0.00049669+0.00028161i,0.0010207+0.00037119i,0.0012627+7.7305e-05i,0.0013077-0.00072923i,0.00073545-0.0013518i,-0.00023285-0.001817i,-0.00038773-0.0018359i,-0.00029018-0.0010826i,-0.0004176-0.0013315i,-0.0013547-0.0013445i,-0.0017971-0.0012419i,-0.0011615-0.0013443i,0.00032579-0.00070749i,0.0011848-0.00067774i,0.0010265-0.00046441i,0.00053483+0.00029853i,-4.374e-05+0.00044457i,0.00048052+9.2446e-05i,0.00093266-0.00074827i,-0.00011222-0.0018303i,-0.00039011-0.0016646i
-0.0016154+0.0013713i,-0.00063333+0.0021988i,0.00019417+0.0030239i,0.0018927+0.0017553i,0.0028726+0.00080323i,0.0027042-0.00016486i,0.001772-0.00073525i,0.00045825-0.00073237i,-9.133e-05-0.00083148i,0.00017994-0.00099341i,-5.9758e-05-0.0013262i,-0.00030141-0.00089803i,0.00031036+1.3277e-06i,0.00080174-0.0001661i,0.00044784-3.7434e-07i,-0.00033548+0.00016791i,1.7599e-05-7.6313e-05i,-0.00029255-0.00021975i,-0.0014765-0.00037213i,-0.0014286-0.00053392i,-0.000325-0.00044682i,-0.00037691-0.00036063i,-0.00061992-0.00016581i
0.0013144+7.5499e-05i,0.0011849+0.00078836i,0.00069103+0.0017902i,0.00089986+0.0021334i,0.00028008+0.0015684i,-3.0176e-05-9.9457e-05i,0.00032355-0.00090994i,0.00055743-0.00014852i,0.0006312-0.0001479i,0.0013818+0.00020203i,0.0016502+0.0013448i,0.0013526+0.0012833i,0.0017592+0.0010775i,0.0017375+0.0006722i,0.0011362+0.00048233i,-0.00027098+0.00053916i,-0.0012681+0.00047308i,-0.00056467+0.00038383i,-0.00047201+8.0595e-05i,-0.0007533-0.00052553i,-0.00030189-0.00093148i,-0.00054981-0.00062871i,-0.00055862+0.00018027i
-0.00017198+0.0013099i,0.001003+0.0012093i,0.00044658+0.00073464i,-0.00075765-0.00021633i,-0.00045453-0.00081723i,0.0001979-0.00053059i,0.00052837-0.00050925i,0.00029188-0.00039827i,0.00032763+0.00091913i,0.00040589+0.0020099i,0.00076156+0.0017712i,-0.00020649+0.0013441i,-0.00087755+0.00070708i,-0.00052887-0.00033729i,-0.0010378-0.0011251i,-0.0016334-0.0016846i,-0.0015023-0.0017983i,-0.001189-0.00176i,-0.0011669-0.0011269i,-0.00094734-0.00023278i,-0.0012689+0.00046235i,-0.0017594+0.00087281i,-0.0011462+0.0015298i
0.00079788-0.00060843i,-5.7161e-05-0.00044733i,-0.00074867-6.8796e-05i,-0.00010935+0.00059823i,0.00078223-6.9619e-05i,0.0013968-0.00098608i,0.00030626-0.001009i,-0.001904-0.0012143i,-0.0019811-0.0015457i,-0.00069503-0.0010006i,-0.00048296-0.00032568i,-0.00093997-0.00039653i,-0.00083456-0.0017397i,-0.00046978-0.0022296i,-0.00054947-0.0016453i,-0.00031906-0.0011438i,0.00031909-0.00062354i,0.00025058+0.00043974i,-0.0001693+0.00097495i,-0.0007921+0.00063279i,-0.0013373+0.00045643i,-0.0014853-5.2318e-05i,-0.0010945-0.00050686i
0.0013149+0.0017462i,0.001788+0.00050893i,0.0017664-0.0013122i,0.0014722-0.001147i,0.00094277-0.00068347i,0.00030299-0.00018477i,-0.00063411-0.00034413i,-0.00092873-0.0019196i,-0.00023219-0.0028886i,0.00093962-0.0027781i,0.00066764-0.0026479i,2.3969e-05-0.0027103i,-0.00024735-0.0025056i,-0.00062003-0.001413i,-0.00013772-0.00040739i,0.00069403+0.00033978i,0.00040109+0.0014159i,-0.00066884+0.0017526i,-0.0010979+0.001234i,-0.00065503+0.00088903i,-0.00035943+0.00020606i,7.986e-06-0.00036856i,-0.00024161-0.00013065i
0.00044093-9.0185e-05i,-0.00011559+0.00028825i,0.00068503+0.00048052i,0.0016991-0.00029806i,0.0014242+8.2609e-05i,-0.00031734+0.0010159i,-0.00084494+0.00036959i,5.1607e-05-0.0010929i,0.0013455-0.0016109i,0.0014236-0.0029195i,0.00048296-0.0034205i,-0.00087205-0.0014014i,-0.0007665+0.00058262i,0.00040788+0.0003961i,0.00015893-2.6914e-05i,0.00012313+0.00086692i,0.00040228+0.0014629i,-0.00019104+0.00070686i,-0.0011928-0.00029707i,-0.0008929-0.00039728i,-0.00034284+0.0005647i,-0.00023697+0.00069605i,0.00029627+0.00042377i
-0.00062305+8.8971e-05i,-5.0249e-05+0.00085119i,0.00097707+0.0024671i,0.0017535+0.0026346i,0.001788+0.0010993i,0.0015265-0.00063775i,0.001362-0.0020874i,0.0010726-0.001773i,0.00055317-0.0011976i,0.0013086-0.0017148i,0.0014861-0.0018541i,0.00037279-0.001354i,-0.00059947+0.00019571i,-0.0010952+0.0011078i,-0.0016681+0.00091059i,-0.0020784+0.00044112i,-0.0021257-2.6027e-05i,-0.0011449-0.00038632i,2.6515e-06-0.00016646i,0.00034455+0.00015824i,4.4922e-05-0.00018984i,-0.0001461-9.4189e-05i,-0.00050844+0.00079384i
0.0042712-0.00083223i,0.0028992-0.0012818i,0.00067815-0.0018113i,-0.00031992-0.001723i,-0.00039986-0.0009158i,-0.00055302-0.00025154i,-0.00062177-5.5519e-05i,-0.001175-0.00020327i,-0.0019392-0.00027062i,-0.0021048-0.00058547i,-0.00134-0.00042234i,-0.0010936+2.9996e-05i,-0.0010452+0.00047655i,4.8645e-05+0.00084513i,0.0008752+0.00038515i,0.00073811-0.00041455i,0.00076046-0.0011034i,6.3623e-05-0.00062911i,-0.00084724-0.00021378i,-0.00088252-0.00070281i,-0.00026722-0.00063992i,-0.000524-0.00025959i,-0.0013426+0.0003132i
-0.0015928+0.00053736i,-5.7215e-05+0.00044159i,0.00098108+0.0009458i,0.00073685+0.00087565i,0.00097653+0.00051422i,0.0007626-0.0001517i,-0.00096648-0.00040449i,-0.0019791-0.00081792i,-0.0019088-0.00079737i,-0.0016212-0.0002902i,-0.0010828-0.00085311i,-0.00097979-0.00083448i,-0.00064682+8.5725e-06i,-0.00052464-0.00010275i,-0.0010441-0.00070015i,-0.0010841-0.00092533i,0.00016324-0.00091072i,0.00068865-0.00051392i,-8.889e-05+0.00014528i,-0.00017867+0.00067801i,-0.0001202+0.00024081i,-0.0004438-0.00066489i,-0.00041631-0.0012002i
0.00016946-0.00061278i,0.0006998-0.0013403i,0.00094911-0.0013052i,0.0005072-0.00029387i,-0.00019927+0.00092694i,-0.001286+0.00050246i,-0.0018296-0.00096696i,-0.0012074-0.0013625i,-0.0007856-0.0014627i,-0.0012516-0.0016429i,-0.0018426-0.0015151i,-0.0010143-0.00044278i,-0.00027297-0.00023302i,-0.00017545-0.00092662i,0.00035175-0.00083326i,-0.00048767-6.3278e-06i,-0.0010665+0.0006358i,-0.00036673+0.00071884i,-0.00074006+8.6528e-05i,-0.0012643-0.00039203i,-0.00046371-0.0002738i,0.00016401+0.00011729i,0.00030973+0.00018195i
0.00097885+0.0016164i,0.0017527+0.0012916i,0.0032964+0.00089087i,0.0021897+0.0007727i,0.00055633+0.00056801i,0.00023325-0.00062193i,0.00064859-0.00065734i,0.0013655-7.9607e-05i,0.0010191+0.00040158i,0.00031126-0.00020541i,0.00034467-0.00062184i,-0.00023889-0.00036719i,-0.00020276-0.00028177i,0.00010221-3.3545e-05i,-5.4234e-05-0.00050067i,-0.00089372-0.00066724i,-0.0013851-0.00023204i,-0.00072236-0.00015136i,-0.00081575-0.00055928i,-0.0014163-0.00020478i,-0.00072453+0.00016879i,-8.6251e-05+3.2299e-05i,-7.4564e-05+0.00044005i
0.001401+0.0033395i,0.0010561+0.0035846i,0.0009713+0.004141i,0.0011259+0.0019181i,0.0010975-0.0019675i,0.00070408-0.0036263i,0.00055508-0.0029515i,-0.00049127-0.0010358i,-0.00099435+0.00054608i,0.000711+7.1182e-05i,0.0020572-0.00087564i,0.0013086-0.00063319i,-0.00035817-0.00038061i,-0.0014622-0.00075077i,-0.00087068-0.00052963i,-0.00060171+0.00033972i,-0.00050645+0.00022532i,-0.00033092-0.00022688i,-0.00053337-0.00015368i,0.00029396-1.1601e-05i,0.00065036+0.00026285i,-0.00050354+0.00031799i,-0.0013891+0.00076004i
-0.001691+0.0029955i,-0.0016803+0.003157i,-7.3459e-05+0.0034674i,0.0027195+0.0023266i,0.0050986+0.00089836i,0.004822-0.00062383i,0.0019799-0.00040738i,-0.00060165+0.00010388i,-0.00096002+0.00055312i,0.00039923+0.0011084i,0.0015271+0.00068347i,0.00072513-0.00016679i,-0.001244-0.00012559i,-0.0019967-0.00015112i,-0.0015411+0.00026868i,-0.00036437+0.00025528i,0.00035262-0.00066444i,0.00019374-0.00082517i,-0.00069047-0.0011942i,-0.0014989-0.00097715i,-0.0013437+6.5273e-05i,-0.0017432+0.00097535i,-0.0019879+0.00038454i
0.00025405-0.0021824i,0.0012703-0.0019561i,0.00047177-0.0020259i,-0.00058184-0.0011071i,-0.0009385+0.00061857i,-0.00053565+0.0013218i,-0.00078472+0.00065959i,-0.00067823-0.00079299i,-5.5471e-05-0.0015629i,-0.00028361-0.0017077i,-0.00053406-0.0014989i,-0.00076778-0.00074174i,-0.0010855-6.3871e-05i,-0.0018993+9.8566e-05i,-0.0021875-0.0001151i,-0.0010679+0.00011982i,-0.0002584-9.9549e-06i,0.00018239-0.00023676i,-4.9159e-05+0.00022105i,-0.00058737-6.9958e-05i,-0.00047364-0.00036858i,-0.00026356-0.00023133i,0.00018013-0.00034811i
-0.00018307+0.0010399i,0.00030364+0.0017856i,0.00099211+0.0024804i,0.0013021+0.0017203i,0.0012203+0.0011243i,-0.00039941+0.00073851i,-0.0017699-0.00055671i,-0.00093563-0.0016388i,0.00050611-0.0011696i,0.00017952-0.00094144i,-0.00062702-0.0015752i,-0.0017146-0.0016913i,-0.0020554-0.0013408i,-0.0019026-0.0011098i,-0.0018622-0.0012515i,-0.0021091-0.00091809i,-0.0013713-0.00016477i,-0.00096011+0.00081474i,-0.0017108+0.0014304i,-0.0015332+0.00028252i,-0.00078642-0.00098026i,-0.00029088-0.00075366i,0.0001342+0.0001341i
9.2283e-05+8.6193e-05i,-0.0014376+0.00079738i,-0.0016102+0.0013067i,-0.00096513+0.00088366i,-0.0016465+0.00033304i,-0.0016735-0.00057963i,-0.00042842-0.0010983i,0.00026553-0.00086222i,-0.00054642-0.00065524i,-0.00060795-0.00083187i,-0.00023131-0.0015089i,-0.00044929-0.0014892i,-0.00072915-0.00045965i,0.00067908-1.0102e-05i,0.0020213-0.0010604i,0.00069379-0.0005694i,-0.0012675+9.8283e-06i,-0.0016702-0.00011184i,-0.0012076+4.1305e-05i,-0.0010195+0.00035652i,-0.00054338+0.0010956i,0.00045008+0.0011052i,0.00085781+0.0013162i
0.0013637-0.0028232i,-0.0010162-0.002657i,-0.0031286-0.0031029i,-0.003368-0.0025123i,-0.0026222-0.00098488i,-4.3357e-05-0.00014042i,0.0017355+8.9332e-06i,0.0010347-0.00098686i,-0.0010282-0.0019833i,-0.0018383-0.0024281i,-0.0010393-0.0021807i,-0.00056221-0.00041036i,0.00099078+0.0014929i,0.0019481+0.0019011i,0.0020358+0.0014283i,0.0016108+0.0010725i,0.00045008+9.4214e-05i,-3.3173e-05-0.00057448i,-0.00031409-0.00072542i,-0.00054534-0.00043468i,0.00025686+0.00038014i,0.00068532+0.00060084i,-0.00055922+0.00062968i
-0.00015518-0.0019047i,0.00033052-0.0024392i,0.00060203-0.0022981i,0.0011317-0.00048378i,0.0020632+0.00094281i,0.0033806+0.0021151i,0.0024603+0.002609i,0.00031564+0.00074886i,-0.0011515-0.0010765i,-0.0013781-0.0015738i,-0.0014846-0.0014622i,-0.0013093-0.00047868i,-0.00061905+0.00056814i,-0.00082982+0.0012645i,-0.0011108+0.00077422i,0.00010677-0.00023592i,0.0014089-0.00098441i,0.0016563-0.001542i,0.001296-0.0011563i,0.00069612-3.0748e-05i,-0.00026427+0.00084488i,-0.00075154+0.00062281i,-0.00089679-0.00061676i
-8.8038e-05+0.00097244i,-6.807e-05+0.00076973i,1.4568e-05+0.0018728i,4.7251e-05+0.0027448i,0.00099661+0.002535i,0.00022805+0.0023748i,-0.0021444+0.0018435i,-0.002598+0.00050431i,-0.0013772-0.0002673i,-0.00081751-0.00030647i,-0.00018128-0.0002651i,-0.00066696-0.0002736i,-0.001104-0.00070208i,-0.0013389-0.0014881i,-0.0014489-0.0015367i,-0.00136-0.00030902i,-0.00041379+0.00093035i,0.0011928+0.00029127i,0.0014836-0.00045253i,0.0008262+0.00023973i,0.00040727+0.00018945i,0.00033691-9.7179e-05i,5.6539e-05-0.00088411i
0.00097344-0.0016063i,0.00037995-0.0015999i,-0.00069033-0.0018741i,-0.0012356-0.00068786i,-0.0028862+6.3101e-05i,-0.0047193-0.00042918i,-0.0037763-0.0010598i,-0.00088661-0.0013814i,0.00023677-0.0011672i,-0.00010354-0.00083928i,-3.5455e-06-0.00078919i,0.00028995-0.00087446i,0.00072429-0.0020645i,0.00090993-0.0037149i,6.0448e-05-0.0039987i,-0.00055398-0.0028686i,-0.0010428-0.0004092i,-0.0017243+0.00075645i,-0.0016871+0.0013483i,-0.0015275+0.0021331i,-0.00094206+0.001286i,-0.00025561+0.00026994i,0.00083229-0.00030504i
-0.0017202-0.0004298i,-0.0006992+1.8219e-05i,0.00041289+0.0003447i,0.00097942+0.00053289i,-0.00017441-0.0011638i,-0.00062783-0.0035939i,0.0011143-0.0042809i,0.001558-0.0023726i,0.00059179-0.00070581i,0.00082409-0.0005584i,0.0011713-0.00021725i,0.00062001-0.00037825i,0.00038599-0.00054558i,0.0016044-0.00055129i,0.00204-0.00053223i,0.00011476-0.00025891i,-0.00184+8.8102e-06i,-0.002648+0.00023976i,-0.0029685+0.00085743i,-0.0030146+0.0016944i,-0.0019452+0.0018305i,-0.00014769+0.0012945i,0.00034824+0.0014218i
0.0013316-0.0022904i,0.0010789-0.0021422i,-0.0010269-0.0011844i,-0.001579-0.00078748i,0.0006247-0.0011694i,0.0033951-0.00017264i,0.0038969+0.001143i,0.0026263+0.0011783i,0.00090288+0.00081588i,-9.7075e-05-0.00023487i,4.7544e-05-0.00080913i,-0.00049467-2.5266e-06i,-0.0010491+0.00095129i,-0.00047628+0.0017797i,0.00065606+0.0013279i,0.0010909+0.0002441i,0.00027317-0.00054948i,-0.00063448-0.0012906i,-0.0009204-0.00065214i,-0.00054035+0.00031564i,-8.9338e-05-0.0003039i,-0.00041186-0.00030765i,-0.0012157+0.00062134i
-0.00078846+0.0016771i,-0.00028756+0.0032139i,0.00060969+0.0033984i,0.0014823+0.0025444i,0.0028453+0.0022532i,0.0034325+0.0029955i,0.0013517+0.0028578i,-0.0011544+0.0015857i,-0.0018208+4.3872e-05i,-0.00090391-0.0013404i,-0.00041827-0.0018322i,-0.001318-0.0016273i,-0.0031761-0.0016107i,-0.004041-0.001394i,-0.0029466-0.000773i,-0.0010587+0.0004452i,0.0004868+0.00046909i,0.0009557-0.00057243i,0.0010526-0.0011113i,0.0014741-0.0020415i,0.00071576-0.002612i,-4.0891e-05-0.0017498i,-0.00036311-0.00043674i
-0.001472+0.00069877i,-0.0018297-0.00046585i,-0.0016277-0.00094509i,-0.00099475+0.00043216i,-0.0012312+0.0020818i,-0.0038216+0.0028844i,-0.0054005+0.0011356i,-0.0049024-0.0019973i,-0.0030285-0.0035851i,-0.00050509-0.0031205i,0.00057116-0.0017224i,0.00024191-0.0012826i,-0.00060037-0.0012495i,-0.001655-0.0011829i,-0.0015239-0.0015373i,-0.00016647-0.00079246i,0.00046338-0.00016036i,0.00092893-0.00033537i,0.0013295-0.0002286i,0.0011689-0.00062617i,0.00048335-0.001067i,-0.00027992-0.00092476i,-0.0008797-0.0009283i
-0.0014876+0.00025116i,-4.3024e-05+0.00176i,0.00027903+0.0019185i,-0.00084172+0.0011316i,-0.001414+3.8864e-05i,-0.0018685-0.002097i,-0.0021219-0.0048325i,-0.0018748-0.0051621i,-0.0012716-0.0034429i,-0.00039912-0.0023037i,0.0002645-0.0021276i,0.00029668-0.0011245i,0.0015977+0.00036351i,0.0023396-0.00051422i,0.00077171-0.0021422i,-0.0011707-0.0026082i,-0.0015379-0.0017356i,-0.00083236+0.00011862i,-0.0010065+0.0017551i,-0.0011858+0.0026005i,-0.00043856+0.0023023i,-0.00034743+0.0017099i,-0.00069152+0.00028032i
-9.4276e-05+0.0016883i,-0.00017621+0.0011597i,2.1037e-05+0.00041946i,0.00076616-0.0010271i,0.0020617-0.0038055i,0.0037585-0.0063597i,0.0049238-0.0052978i,0.0043972-0.002542i,0.0033682-0.0012658i,0.002848-0.00072735i,0.0025814+0.00032284i,0.0015216+0.001457i,0.00081743+0.0021906i,0.0011317+0.0027763i,0.00058385+0.0021184i,-0.00063717+0.00036287i,-0.0014231-8.3621e-05i,-0.0023624-0.00020286i,-0.0027375+0.00030166i,-0.0028653+0.0013832i,-0.0027812+0.0015408i,-0.0017341+0.001307i,-0.00026509+0.0012737i
-0.00052409+0.0019047i,0.00021001+0.0019387i,0.0009133+0.0021504i,0.0024295+0.0022713i,0.0050378+0.0024238i,0.0067285+0.002713i,0.0061572+0.0035021i,0.0034175+0.0040291i,0.0010425+0.0033619i,0.00053121+0.001665i,-9.3279e-05+0.00023421i,-0.0014455-0.00019398i,-0.0022287+0.00038018i,-0.0022558+0.0011543i,-0.0013869+0.0015268i,-0.00053564+0.00051772i,-5.2999e-05+1.4353e-05i,-0.00078122+0.00077591i,-0.0020275+0.00041547i,-0.0020642+0.00019738i,-0.0018717+0.00067127i,-0.0011897+0.0010233i,-0.0005255+0.0019412i
-0.0017253-0.00089088i,-0.0028697-0.00044052i,-0.0031881+0.00023892i,-0.0018292+0.0018081i,-0.00020375+0.0053086i,-0.00035234+0.0078845i,-0.0027236+0.0065649i,-0.0048497+0.0033857i,-0.0044881+0.001247i,-0.0027504+0.00099908i,-0.0013086+0.00090574i,-0.00043226+0.00037375i,-0.00053357-0.0011133i,-0.00060119-0.0024335i,-0.00033293-0.0015846i,0.00014709-0.00022565i,0.00083588-0.00013712i,0.00094042-0.00012665i,0.00033058-0.00079594i,0.00026252-0.0022578i,0.0008422-0.0025644i,0.00034958-0.0020306i,-0.00048837-0.00039096i
0.00079399-0.0027073i,0.00012231-0.0011911i,-0.00091855-0.00097237i,-0.00096223-0.00015802i,-0.0021218+0.0012335i,-0.0044582+0.00011547i,-0.0051435-0.00249i,-0.0053731-0.0036958i,-0.0042842-0.0035447i,-0.0027536-0.0027863i,-0.0015524-0.0030147i,-0.000328-0.0031612i,0.00071854-0.0026748i,0.00058674-0.0035191i,-0.0001671-0.0037041i,-0.00062933-0.0021344i,0.00028914-0.00052106i,0.0018295-0.0001006i,0.0026412-0.00061515i,0.0029365-0.0014042i,0.0025762-0.0016155i,0.0013577-0.0011424i,0.00078685-0.00072268i
0.0013037-4.3464e-05i,0.00049051-0.0010202i,-0.00098847-0.0016122i,-0.002248-0.0011873i,-0.0024699-0.0032687i,-0.0024078-0.0068481i,-0.00060199-0.008014i,0.0011389-0.0079937i,0.001174-0.0068061i,0.0013168-0.0052778i,0.0011754-0.0042231i,0.00081118-0.0013688i,0.00034081+0.00067459i,0.00056918-0.0008737i,0.00039121-0.0019383i,5.1193e-05-0.0015277i,0.00095321-0.0012257i,0.0021272-0.00064407i,0.0017846-0.00042919i,0.00092918-6.9691e-05i,0.00066264+0.00055851i,0.001023+0.00064584i,0.0013943-0.00017166i
-8.5404e-05+0.00077287i,0.00010798+0.00034192i,0.00081573+0.0002761i,0.0023507-0.00051007i,0.0046391-0.0021626i,0.0077787-0.0031771i,0.0087313-0.0024203i,0.0071059-0.00086151i,0.005067+0.00057862i,0.0039406+0.0010148i,0.0031153+0.00012551i,0.00068435-0.00011179i,-0.0013148+0.00070584i,-0.0015501+0.00092395i,-0.001052+0.00058793i,-0.00081305+4.2089e-05i,-0.0011753+3.1171e-05i,-0.0027691+8.8688e-05i,-0.0035478-0.00038354i,-0.0029856+0.00067242i,-0.0027794+0.0020362i,-0.0018146+0.0020182i,0.00024052+0.0018223i
-0.0019108-0.002215i,-0.0025357-0.0019761i,-0.0028107-0.00033981i,-0.00099772+0.0020706i,0.0016343+0.004228i,0.0033924+0.0064647i,0.0032192+0.0081111i,0.0018422+0.0064475i,0.00094666+0.0037915i,0.00066774+0.0027925i,0.0003444+0.001643i,-0.0013461+0.00081847i,-0.0022318+0.0010926i,-0.0013197+0.00050752i,-0.0010378-0.00024108i,-0.0013722-0.0001003i,-0.0019547+0.00010979i,-0.0030293-0.00092553i,-0.0042469-0.0010522i,-0.0045273-7.3675e-05i,-0.0032563+0.00047711i,-0.0020256+0.00097665i,-0.0018007+0.0016752i
0.0010271+0.00055412i,0.0015939-0.00028872i,0.00060972-0.0012332i,-0.00028384-0.00046032i,-0.0018452+0.0028981i,-0.0054062+0.005878i,-0.0081181+0.0046691i,-0.0073624+0.002943i,-0.0048628+0.0021714i,-0.0021039+0.00050625i,1.7466e-05-0.00057696i,0.00069695-0.00090929i,-6.795e-05-0.00053056i,-0.001544+0.00036686i,-0.0024299+0.0009898i,-0.001823+0.0011547i,-0.00086826+0.00094857i,-9.984e-05+0.00057369i,0.00046753-0.00054453i,0.0001507-0.0010324i,-0.00047651-0.00092603i,-0.00091669-7.7389e-05i,-0.001193+0.0018067i
0.0012727-9.1503e-05i,0.0013998-0.0014966i,0.0015915-0.0010111i,-9.2297e-05+0.0011383i,-0.0021871+0.00089649i,-0.0044296-0.0031669i,-0.0058816-0.0065927i,-0.0055339-0.0067352i,-0.0038119-0.0049236i,-0.0016508-0.0027319i,-0.0005987-0.0012669i,0.00029661-0.0011109i,0.00045208-0.0016116i,-0.0009605-0.002219i,-0.00038764-0.0018922i,0.0016072-0.00074557i,0.0026194+0.00059375i,0.0028754+0.0015645i,0.0027604+0.001675i,0.0023436+0.00017478i,0.0015922-0.0015642i,0.00065644-0.0022953i,-0.00029433-0.0021776i
0.00040458-0.00046846i,0.0017232-0.0012055i,0.0019566-0.0014575i,0.0015996-0.0015714i,0.0018469-0.0034443i,0.0037948-0.0070917i,0.0053249-0.0087744i,0.0052718-0.0072571i,0.0034758-0.0052755i,0.0013364-0.0040755i,0.0010563-0.0025653i,0.0012061-0.0020983i,0.0014333-0.0025666i,0.0023564-0.0022757i,0.0021008-0.00095546i,0.0013767-0.00030728i,0.0013728-0.00063105i,0.0013923+6.7338e-05i,0.0017978+0.00097133i,0.0016627+0.00060164i,0.0016567+0.00016378i,0.0012849-0.00093022i,0.0012495-0.0021955i
-0.0012042+0.0018605i,-0.0014822+0.0034202i,-0.00062534+0.0039408i,0.0018604+0.0031337i,0.0057891+0.0020861i,0.0084204+0.0015457i,0.0091574+0.0018489i,0.0084434+0.0023184i,0.0045921+0.0015329i,0.0010778-0.00016644i,-0.00064221-0.001139i,-0.00097213-0.0012671i,-0.00033849-0.00064827i,-0.00063888-0.00019379i,-0.00099833-0.00056001i,-0.00098616-0.0010324i,-0.0011447-0.001003i,-0.0014627-0.0009834i,-0.0013106-0.001452i,-0.00055666-0.00094236i,9.9827e-05-0.00018847i,0.00037049-0.0001371i,0.00092163-0.00031195i
-0.0002966+0.0013598i,0.00020985-0.0002672i,0.00027275-0.00093436i,0.00010566+0.00079116i,0.00056453+0.0034827i,0.00050768+0.0062283i,-0.001034+0.0087108i,-0.0022284+0.0076764i,-0.0017502+0.0036765i,-0.00052323+1.5403e-05i,0.00012199-0.002413i,-0.00038717-0.003127i,-0.0012088-0.0015732i,-0.001517-0.00022321i,-0.0018078+0.00019129i,-0.0016332-0.00020914i,-0.0025567-0.00055448i,-0.0039927-0.0012333i,-0.003491-0.0013249i,-0.0028362-0.00030574i,-0.0020606+0.00021451i,-0.00087368+1.891e-05i,-0.00043486+0.0010131i
0.00029407+0.00092735i,0.001436+0.001691i,0.0023025+0.0016559i,0.0022217+0.0013191i,-0.002214+0.0010196i,-0.0085045+0.00064782i,-0.011331+0.00041595i,-0.0111-9.456e-05i,-0.0081032-0.00052863i,-0.0032482-0.0013551i,-0.00011156-0.0021124i,-0.00091703-0.0015306i,-0.0027363-0.0010565i,-0.0028745-0.0011182i,-0.002515-0.00086247i,-0.001312-0.00091643i,-3.6982e-05-0.00049891i,-0.00012724-1.9567e-05i,-0.0012278+0.00018584i,-0.0024232+0.0011941i,-0.0021848+0.0019652i,-0.0016202+0.001903i,-0.0015655+0.0014781i
