-0.0002043+0.0013338i,0.00093505+0.00022439i,0.00029768+0.00067043i,0.00028839+0.00099021i,0.00075853+0.00092014i,0.0014318+0.0013037i,0.001874+0.00086869i,0.00090601+0.00026596i,6.9971e-05+0.00017869i,0.00018809+0.00041112i,4.1635e-05+0.00020935i,6.408e-05-0.00095663i,0.00020455-0.0011763i,0.00031189-0.00047593i,0.00020349+9.0236e-05i,2.4946e-05+0.00075664i,0.00051839+0.00088848i,0.0013312-5.2937e-05i,0.0016051-0.00076699i,0.00093085-0.00036682i,-0.00016711+0.00020434i,-0.00014722-0.00020349i,0.00022273-8.9705e-05i
-0.0011628+0.00069901i,0.00025882-0.00028496i,0.001254-0.00022269i,0.0021575-4.4043e-05i,0.0027255-0.00011029i,0.0024936+0.00047062i,0.0015651+1.4031e-05i,0.0013584-0.0012493i,0.0013543-0.0012744i,0.00070685-0.0010814i,0.0008057-0.00052098i,0.00056703+0.00010227i,0.0001322+7.1257e-05i,0.00038132+0.00014316i,0.00034068+0.00038668i,6.1383e-05+0.00057602i,0.0002736+0.00073324i,0.00018524+0.0009357i,-0.0004296+0.00084403i,-0.00060449+0.00057046i,-0.00012303+0.000339i,7.7685e-05+0.00024492i,0.00018622+0.00087439i
0.00023854-0.0014539i,0.00084409-0.00073511i,0.00023481-0.0010303i,-6.1447e-05-0.00021103i,0.00028002+0.00097294i,0.00079881+0.0015625i,0.00081103+0.0012375i,0.00067935+0.00036583i,0.00058489-0.00043786i,0.00057312-0.00013716i,0.00029686+0.00028763i,0.00019891-1.9757e-05i,0.00077742+0.00023817i,0.00089086+0.0010097i,0.00032952+0.00020427i,9.7894e-05-0.00086713i,-0.00031263-0.00062153i,5.8778e-05-0.00043249i,0.00057823-0.00030762i,0.00026549-0.00063749i,-8.5752e-05-0.0009893i,-8.3366e-05-0.00054746i,0.00022611-3.1839e-05i
0.0003389-0.0021496i,-0.00010823-0.0014482i,4.2249e-05-0.0020126i,0.00020778-0.0019542i,0.00037989-0.00026991i,0.0005054+0.0014272i,0.00065898+0.0013139i,0.00092543+0.00028871i,0.0011167+0.00014678i,0.00077179+0.00037012i,-8.2269e-06+0.00064776i,-0.00081785+0.00062718i,0.0002391+0.00029132i,0.00073445-0.0001608i,2.8231e-05-0.00032925i,0.00014038+0.0001347i,-0.00016141+0.00069834i,-0.00010387+0.00051057i,0.0011072+1.5371e-05i,0.0014447+0.00018914i,0.00031008+0.00079639i,9.9709e-05+0.00075146i,0.00022534+9.1878e-05i
0.0015748-0.00044235i,0.0013999-0.00091391i,0.0015115-0.00044549i,0.0011211+0.00051644i,6.4368e-05+0.00029448i,-0.00046359+0.00040098i,3.9645e-05+0.0011364i,0.00061567+0.0010301i,0.00094878+0.00054671i,0.00083015+0.00062594i,0.00015834+0.00043374i,-0.00046813-0.00034876i,-0.00014573+4.4168e-05i,0.00086004+0.0007757i,0.00090576+0.00080138i,0.00054145+0.00067093i,0.00056215+0.00040268i,0.00035481+0.00020198i,-3.8279e-05-9.5971e-05i,0.00017544-0.00013358i,0.000611-0.00013541i,0.00028486-0.00037839i,8.537e-05+0.00015355i
0.00035803-0.00084038i,1.8167e-05-0.0010468i,-5.6527e-05-0.00097465i,-0.00035266-0.0011012i,-0.00013048-0.00041481i,-0.00031963+0.0010193i,3.682e-05+0.0012791i,0.00054854+0.0011196i,0.00030724+0.00095479i,-1.8093e-06+0.00053787i,-0.00012372-6.2782e-06i,-4.1549e-05-0.00030683i,-0.00021204+1.7952e-05i,-0.00095996+0.00025276i,-0.00052148+7.6023e-05i,0.00061202+0.00080209i,0.0011035+0.0010887i,0.00089645+0.00045109i,0.00042041-0.00011059i,0.00026624-0.00020514i,0.00032895+0.00042582i,7.3043e-05+0.00061617i,-0.00017069-0.00010216i
0.0003342-0.00046569i,0.0010506-0.001488i,0.00060669-0.0018567i,0.00050529-0.0019559i,0.001429-0.0018799i,0.00086781-0.0010792i,-0.0002796+0.00019909i,-0.00026579+0.00042656i,0.00035249-9.0444e-05i,0.00013154-0.00012481i,-2.2072e-05-0.00018778i,-0.00032419-0.00039808i,-0.00076736-0.00027552i,-0.00064686+0.0001307i,0.000241+0.00071733i,0.00077918+0.000994i,0.0014336+0.0014697i,0.0017995+0.00093253i,0.0012202+0.00034149i,7.1575e-05+0.00044741i,-0.00057612+0.00088705i,-0.00036123+0.00051034i,-0.000109-0.00033266i
0.0015013-0.0022998i,0.0016131-0.0018116i,0.0018314-0.0010645i,0.0015891+0.00028931i,0.0018755+0.00086274i,0.0024181+0.00088134i,0.0019006+0.00042355i,0.00070457+0.00010205i,-0.00025881+0.0001142i,0.00046257-0.00030331i,0.00083982-0.00018118i,0.00077671-0.00035025i,0.00079458-0.00030762i,7.7269e-05+2.4863e-05i,0.00061094-0.00010499i,0.00079853-0.00023491i,0.00051058-0.00046375i,0.00091258-0.00072816i,0.00089494-0.00070923i,0.00052825-0.00050439i,0.00063505+8.63e-05i,0.00074867+0.00039315i,0.00026968+5.3538e-05i
0.0018342-0.0015417i,0.001877-0.00043202i,0.0010775+0.00044697i,0.0003445+0.00016986i,0.00028808-0.00047251i,-0.00024463-0.00020603i,0.00021924+0.00033178i,0.00049836+0.00030109i,-0.00045332-0.00028601i,-0.00036722-0.00053892i,0.00077638-0.00019332i,0.00090723-0.00014418i,0.00049943-0.00016733i,0.00016667+0.00036431i,-0.00042872+0.00060393i,-0.00011625+0.00038926i,-9.9291e-05+0.00025077i,-0.00039067+4.9266e-06i,7.9248e-05+7.531e-05i,0.00056481+0.00041381i,0.00029506+0.00065854i,-1.5383e-05+0.00053994i,5.9631e-05+0.00069036i
0.0011008-0.00093172i,0.0010574-0.00086866i,0.001001-0.00066352i,0.00095052-0.0017942i,0.0011745-0.0014677i,0.00090854+0.00050099i,0.00050535+0.0013004i,0.00059832+0.00036927i,0.00066713-0.00036345i,0.00042543+1.1496e-05i,0.0003559+0.00092229i,0.00045597+0.0008628i,0.00067432-2.5886e-05i,0.0010186-0.00022473i,0.00077941-2.121e-05i,0.00024263+0.00026038i,0.00051417+0.00026681i,0.00080174-9.3688e-05i,0.00067827-0.00025025i,4.5961e-05-7.1438e-05i,-0.00076225+0.0012283i,-0.00075555+0.00079647i,-0.00050443-0.00062474i
0.0014169-0.00041742i,0.0016943-0.00020566i,0.0021675+0.00042532i,0.0015675+0.00041332i,0.00053604+0.00042732i,0.00010006+0.0010577i,0.00052603+0.00072822i,0.0009602-0.00029843i,0.00091127-0.0008929i,0.00082743-0.001081i,-0.00036691-0.00094659i,-0.0013934-0.00054874i,-0.00063243+0.00021226i,0.00027772+0.0004833i,-0.0001094+0.00036862i,0.00010132+0.0012018i,0.00089961+0.0012002i,0.00083291-5.5007e-05i,0.00055217-0.00031606i,0.00021433+0.00079926i,0.00011588+0.0010542i,0.00064592-0.00015932i,0.0011827-0.00061559i
0.00048836-0.0010368i,-0.00010119-0.00089419i,-1.3447e-05+0.00029096i,0.0011304+0.00046685i,0.0014382+0.00012925i,0.001328+0.00021293i,0.001101+0.00098408i,0.00047804+0.00090045i,0.00076954-0.00026583i,0.0012717+0.00013899i,0.00054927+0.00097955i,-0.0008744+0.00061827i,-0.0011443+0.00048913i,-0.00043871+0.00062761i,0.00020069+0.00058545i,0.00021518+0.00067862i,-4.25e-06+0.00025885i,-1.4699e-06-0.00043619i,2.2296e-05-0.00043942i,-0.00011132-0.00011809i,0.00010084+0.00068007i,0.00021947+0.0012825i,-0.00041265+0.00065749i
0.0011679-0.0013988i,0.0013978-0.00065212i,0.00076404-0.0005634i,0.0005942-0.00030164i,0.00039989-0.00053379i,0.00014268-0.00033815i,0.0014725+0.0002271i,0.0018999+0.00017327i,0.0010282+0.00039144i,0.00040304+0.00084118i,-0.00023384+0.00055783i,-0.0012602-9.7925e-05i,-0.0011104+0.00033837i,-0.00034523+0.0001446i,-0.00013666-0.00050451i,0.00033021-0.00055265i,9.9945e-05-0.00057562i,-0.00052328-0.00042754i,-0.00044104+0.0003429i,-0.00015962+0.00034641i,-0.00011085+0.00019223i,-0.0003538+0.00085048i,-0.00049258+0.00067534i
0.0012584+0.00010915i,0.001606-0.00055092i,0.0018379+0.00044988i,0.0017035+0.0014428i,0.0022601+0.00093044i,0.002096+0.00041297i,0.0013002-5.8715e-05i,0.0010384-0.00055111i,0.00088588+0.00039839i,7.95e-05+0.0018503i,-0.00096313+0.0010957i,-0.0015308-0.00060495i,-0.00088744-0.00076095i,0.00042509+0.00025823i,0.00044672+0.00027648i,0.00037788+0.00025245i,0.00048057+0.00072919i,0.00030732+0.00070588i,-0.00011768+0.00037313i,-0.00041274+7.7044e-05i,-0.00056691+0.00019249i,-4.018e-05-0.00090713i,0.00013017-0.001675i
0.0007156-0.00043436i,0.00045636-0.00019216i,0.00013779+2.4174e-05i,-0.00028305+0.00018416i,-9.3225e-05+0.00048747i,0.00054304+0.00082463i,0.00098504+0.00069517i,0.00091966+0.0006643i,0.00014505+0.001204i,-0.00043469+0.00080705i,-0.00016637+0.00030684i,9.0793e-06-0.00026256i,0.00042478-0.0009826i,0.00097421-7.1726e-05i,0.0011795+0.00096702i,0.0010221+0.0005421i,0.0010491+0.00065739i,0.00085859+0.0012643i,0.00070778+0.0017968i,0.00041008+0.0014081i,0.00034793+0.00082283i,7.7059e-05+0.00063693i,-0.00030221+0.00042745i
0.0016299-0.00019205i,0.0019506-0.0007982i,0.0019769-0.0012862i,0.0020952-0.00085252i,0.001346-0.00025823i,-0.0002354+0.00086064i,-0.00056166+0.0013008i,0.00013218+0.00028279i,0.00016611+0.00017626i,-0.00024958+0.0010152i,0.00046203+0.00084599i,0.00051943+0.00055352i,0.00026789-0.00032322i,0.00053727-0.00024889i,0.00039977+0.0002836i,0.00017128+7.5873e-05i,-0.00010496-9.7602e-05i,-0.00015391+0.00016827i,-0.00037955+0.00035944i,-5.9828e-05+0.00036425i,0.00021914+0.00076643i,-0.00054576+0.00045317i,-1.6035e-05-0.00056788i
0.0024802-0.00053927i,0.0018138-0.0006787i,0.0011863-0.0010115i,6.5235e-05-0.0011291i,-0.00013277-0.00071872i,5.8676e-05-0.00033618i,0.0010293-1.2943e-05i,0.0017751+0.00058294i,0.0011798+0.00052695i,0.00014103-0.000276i,-0.00064277-0.00086226i,-0.00072442-0.00051278i,-8.9733e-05+6.0718e-06i,0.0010461+0.00053371i,0.0010729+0.00030538i,0.00074979-0.00030183i,0.0015851-0.00076733i,0.0014109-0.00091462i,9.3317e-05-0.00070842i,-0.0012503-0.00021771i,-0.0013572+0.000343i,-0.00059231+0.0011888i,-0.00020369+0.00068414i
-0.00031764-0.00073954i,0.00030161-0.0018448i,0.0007848-0.0015223i,0.0014748-0.00029864i,0.0017506-9.73e-05i,0.0022387-0.00068386i,0.002009-0.00034295i,0.00035592+0.0012512i,-0.00028721+0.0014851i,7.7618e-05+0.00057944i,4.9591e-05+0.00021191i,0.00057537-9.5019e-05i,0.0010534-3.5977e-05i,0.0013481+0.00042475i,0.0010781+0.0012808i,0.0010456+0.0010414i,0.00019251+0.00059688i,-0.00053744+3.3393e-05i,-0.00024428-0.00054552i,0.00048553-0.00060814i,0.00082753-0.00031554i,0.00030988+0.00019924i,-0.00027087+0.00034707i
-0.00018618-0.00026391i,-0.00021668-0.00099042i,0.001321-0.00030877i,0.0021829+0.0004111i,0.0018238-4.3184e-05i,0.0018738+0.00038671i,0.0015546+1.0273e-05i,0.0010804-0.00060427i,0.0010748+0.00010919i,0.0005907+0.00072837i,0.00044034+0.00068503i,0.00018339+0.0003084i,0.00011362-0.00034625i,0.00046717+3.813e-05i,0.0001413+0.00088875i,-0.00014298+0.00070221i,5.5088e-05+0.00039756i,-0.00026405-5.1172e-05i,-0.00047872-4.5851e-06i,0.00083485+5.7811e-05i,0.0011573-7.3361e-05i,-0.00027735-0.00021431i,-0.00080501-8.987e-05i
0.00049677-0.0010718i,0.00067628-0.00079064i,0.00087559-0.00041673i,0.0010277-0.00029625i,0.0011584-0.00043501i,0.0011852-0.00010818i,0.0017017+8.4212e-05i,0.0020334-0.00049947i,0.0013455-0.00060214i,0.00032903+5.4112e-05i,0.00038197-0.00035359i,0.00043731-0.0006313i,0.0002143+0.00031461i,0.00042451+0.0012671i,0.00067374+0.0017146i,0.00071925+0.0012815i,0.00067498+0.00022555i,0.00019862-0.00012512i,-0.00013946+0.00014622i,0.00033338+0.00029317i,0.00091763+0.00073375i,0.0007876+0.0012464i,-0.00010885+0.0012589i
0.00086482-0.0019709i,0.00092341-0.00040728i,0.00074468-0.00023462i,0.0013535-0.00091874i,0.0013644-0.00026119i,0.0012716+0.0009648i,0.0018987+0.0013796i,0.0020229+0.0012354i,0.0014139+0.00074086i,0.00015628+0.00072506i,-0.00062733+0.00063147i,-0.00035062+0.00051505i,-6.0153e-07+0.000315i,0.0008947+0.00019894i,0.0011571-1.3599e-05i,-6.8207e-05-8.0229e-05i,-0.00021884-7.0563e-05i,0.00054342-0.00041932i,0.00072899+1.6405e-05i,0.00062382+0.00017179i,-0.00010335-0.00024659i,-0.00046163+0.0005442i,-9.1395e-05+0.001132i
0.0013902-0.00022913i,0.00064358-0.00043377i,0.0010125+0.00014388i,0.0011573+0.00025545i,0.0012358-0.00042011i,0.0010759-0.0011464i,0.0013-0.00090264i,0.0015974+0.00039768i,0.0014622+0.00082435i,0.0010337+0.00036409i,0.0010281+0.00028838i,0.0010324+0.00045675i,0.00019343+0.00049472i,-0.00018878+0.00036004i,0.000647-0.00011236i,0.00051891-5.6931e-05i,0.00028812-0.0003912i,0.00069777-0.00036647i,0.00093341+1.6458e-05i,0.00092059+0.00045391i,0.00027663+0.00072951i,0.00010719-5.4127e-05i,5.5205e-05-0.0001137i
0.00012254-7.588e-05i,-0.00017591-0.0004055i,-0.00022157+0.0001025i,-0.0003454+0.00085263i,0.00033801+0.001061i,0.0010396+0.0008026i,0.00092135+0.00067495i,0.0005088+0.00088702i,-2.1785e-05+0.0006151i,8.8879e-05+0.00053959i,2.015e-05+0.00062072i,-0.00069597-2.384e-05i,-0.00075948-0.00033559i,-0.00053945-3.6374e-05i,-6.3384e-05-0.00029087i,0.00038121-0.00059977i,0.00032616-0.00056529i,0.00018231-0.00042104i,7.64e-06-0.00067334i,4.2405e-05-0.00030879i,-0.00019701+0.00032809i,-0.00052483-0.0002351i,-0.00042672-0.00086324i
0.0011952-0.00042348i,0.0021685-0.00095615i,0.0030844-0.0013003i,0.002408-0.0011178i,0.00093806-0.0010704i,1.037e-05-7.7261e-05i,0.00045972+0.00043968i,0.0012828-0.00012652i,0.0017509+0.00028489i,0.001754+0.0010519i,0.0010939+0.0010983i,0.00058112+0.00013182i,0.00056444-0.00010539i,0.00035105+0.00013659i,0.00048741+0.00023039i,-6.1154e-05+0.0010285i,-0.0003398+0.00064921i,0.00019757-0.00032356i,2.1341e-05-0.00072091i,0.00012789-0.00074751i,-0.00032193-0.00019889i,-0.00089908+0.00029365i,-0.00029748-6.2681e-06i
0.00072756+7.3091e-05i,0.00088335-0.00027783i,0.0006845+0.00046185i,0.0012429+0.0010353i,0.0014868+0.00057895i,0.0013482+3.333e-05i,0.00083574+0.00015131i,0.00022996+0.00051155i,0.00041583+0.00037919i,0.00063989-0.00020349i,0.001324+9.912e-05i,0.0014099+0.00056816i,0.0006057+0.00052741i,0.00038743+0.00064288i,0.00028053+0.00031184i,0.00078339-9.2707e-05i,0.0006576+0.00053386i,0.00017163+0.00025973i,-0.00011217-0.00012981i,-0.00023617+0.00069263i,0.0007009+0.0011612i,0.00091262+0.00076908i,0.00034445-9.6858e-05i
0.001659+0.00043514i,0.0011671+0.00050732i,0.0010165+0.00035383i,0.0010665-0.00037125i,0.00082394-0.00092014i,-4.7038e-05-0.00051411i,-0.0008425+3.6295e-05i,-0.0012754-2.9011e-05i,-0.00050407-4.9231e-05i,0.00029284+0.00061975i,-0.00047526+0.00054731i,3.8128e-05+0.00010374i,0.00097904+0.00072845i,0.0012899+0.0010147i,0.0012577+0.00043666i,0.00070488+0.0001428i,0.00073847+0.00061028i,0.0011059+0.0005836i,0.00077951+0.00077038i,-4.4235e-05+0.00051406i,-0.00047817+0.00019041i,-9.4545e-05+0.00010769i,-0.00022309+0.00016937i
0.0026051-0.0021223i,0.0022142-0.0014968i,0.00044344-0.0020878i,-0.00017437-0.0011964i,-0.00084289+0.00029178i,-0.00067965+0.0019617i,0.0012195+0.0014927i,0.0013276+0.00025328i,-0.00021903-0.00030441i,-0.0012442-0.00024319i,-0.001056+0.00038748i,0.00039685+0.00076246i,0.0012395+0.00062622i,0.00084934+0.00023064i,0.0010125+0.00035392i,0.0013462+0.00087964i,0.00077038+0.00076174i,0.00015407+0.00020493i,0.00058154-0.00034549i,0.00090859+0.00029588i,0.00036141+0.00084002i,-0.00018201+0.00094694i,-0.0002147+0.0014463i
0.00098424+0.00012627i,-0.00011507-0.00073421i,1.7084e-05-0.00080936i,9.2416e-05-0.0010483i,0.00060422-0.0010347i,0.00078223-0.00063445i,0.00080192-0.00013389i,0.0012181+0.00011293i,0.0011146+0.00073709i,0.0005018+0.0011979i,0.00069763+0.001009i,0.00050097+0.00076039i,0.0004007+2.2986e-05i,0.0011843-0.00088283i,0.0013391-0.00077441i,0.0010067-0.00010197i,0.00099879-0.00012802i,0.00079499-0.00079825i,0.00047166-0.0010728i,0.00048727-0.00060957i,0.00018578-0.00031515i,-9.8833e-05-0.0003808i,0.00051959+0.00021549i
0.00064966-0.00012812i,0.00026354-0.00080798i,0.00026637-0.0012814i,0.0015201-0.00022082i,0.0023503+0.00043584i,0.0023714+0.00096798i,0.0017194+0.0018496i,0.00040953+0.0017281i,-0.00032354+0.00066959i,-0.00021729-5.5638e-05i,-5.4815e-05-0.00084768i,0.00023746-0.00092045i,0.00020893+0.00027344i,-9.1347e-05+0.00076032i,-0.00071859+0.00077986i,-0.0007075+0.0011153i,2.4456e-06+0.0011132i,0.00015689+0.00079162i,-0.00055327+0.00075069i,-0.00090896+0.00050837i,-0.00025241+0.00027562i,0.00050447+0.00028653i,0.0001736-0.00023583i
-0.00060779+0.00102i,0.00041701-0.00035181i,0.0011736-0.0011116i,0.0012459-0.00012326i,0.0013337+0.00011827i,0.0011455-0.00055167i,0.00099178-0.00050026i,0.0012753-0.00010942i,0.0011669-0.00013698i,0.00087257-5.4509e-06i,0.00049845+0.00039038i,8.3931e-06+0.00022535i,-0.00043358+0.00029932i,-0.0010707+0.00047369i,-0.00027041+9.6832e-05i,0.00088062+0.00045773i,0.0013634+0.001028i,0.0010458+0.00063521i,0.00036965-0.00015717i,0.00052736-3.0716e-05i,0.00015113+0.00036906i,-0.00027956+0.00046404i,0.00011332+0.00069841i
0.0004286-0.0021028i,0.00091527-0.002257i,-3.9962e-05-0.0017251i,-0.00030763-0.00040797i,0.00073412+0.0010782i,0.0016508+0.0013303i,0.001508+0.0010368i,0.00088478+0.0012202i,7.6759e-05+0.0010779i,-0.000376+0.0015439i,-0.00047155+0.0012322i,-0.00042217-0.00064329i,0.00023663-0.0014769i,0.00013442-0.0012274i,0.00027241-0.001161i,0.00076118-0.00069401i,0.0011391-0.00046389i,0.0013128-0.00030096i,0.00072294-0.00012254i,-0.00023581-0.00021529i,1.5554e-06-0.00075495i,0.0011471-0.00083183i,0.0011261-0.00036021i
0.00023786-5.3678e-05i,-0.00013464-0.00045988i,0.00061579+0.00012923i,0.0015189+0.0007347i,0.00226-6.7264e-05i,0.0025086-0.00094825i,0.002162-1.8926e-05i,0.0011622+0.00040591i,0.00056605+0.000351i,0.0010646+0.0003851i,0.00065921+0.00011516i,0.00012359-0.0001577i,0.00026905-0.00074772i,0.0005776-0.0005997i,0.0010382-0.00029109i,0.0012059-0.001108i,0.0011255-0.0011956i,0.00027532-5.5038e-05i,-0.00062053+0.0003369i,-0.00046802+0.00012575i,0.00015923+0.00046504i,0.00012713+0.00052825i,0.00012796+0.00019751i
-0.00016425-0.00075862i,-0.00017013-0.00053911i,-1.3258e-05-0.00010874i,0.00040932+9.8367e-05i,0.0007218+0.00096708i,0.00016322+0.0020649i,-0.00023124+0.0016334i,0.00031435+0.00075217i,0.00041779+0.00064703i,0.00034174+0.0010748i,0.00054224+0.00068422i,-5.1444e-05-0.00033547i,-0.00010185-0.00048959i,0.00037444-0.00019463i,0.00047102-3.2179e-06i,0.00073296-6.6586e-05i,0.001157-0.00059015i,0.00067609-6e-05i,0.00020493+0.0012032i,0.0002397+0.0012842i,-0.0002689+0.00046751i,-0.00043785-6.8042e-05i,-0.0007784-6.0449e-05i
0.00028332-0.0018492i,6.9563e-05-0.00084346i,-0.00088572-0.00014773i,-0.0010814+0.00045452i,0.00010722+0.00095462i,0.00139+0.00074668i,0.0016568+0.00039037i,0.0010485-0.00014999i,0.00035927-0.00085142i,0.0010439-0.00079108i,0.0012559-0.0002975i,0.00042243+7.6532e-05i,0.00063999+0.00028697i,0.00052171+0.00048894i,0.00018091+0.00056056i,0.00085648+0.00053042i,0.001406+0.00072642i,0.0010687+0.00015867i,0.00043687+0.00015677i,0.00060371+0.00038038i,0.00054919+0.00015349i,0.00084798-0.00019419i,0.0012974-6.2005e-05i
0.0023341-0.002964i,0.0014073-0.0026i,0.0004131-0.0025198i,0.00066962-0.001929i,0.0010977-0.0013268i,0.00084541-0.00085601i,0.0004261-0.00059829i,0.00029434-0.00048118i,-0.00024742-0.00051299i,-0.0011517-4.2242e-05i,-0.001342+0.00034246i,-0.00059808+0.00032204i,0.00049198+0.0002294i,0.0011077-0.0001817i,0.0010351-0.0004181i,0.00099294-0.00017652i,0.00018164-0.00028316i,-0.00049901-0.00036915i,-0.00021187-0.00022109i,-0.00034364+0.00013971i,-0.00085701+0.00016858i,-0.00056223+0.00015831i,0.00069126+0.00057982i
0.0024929-0.00143i,0.002282-0.00029765i,0.0019809+0.00049113i,0.0016235+0.0002974i,0.0014304+5.0908e-05i,0.0013659+0.00055245i,0.00095335+0.00083511i,0.00052497+0.00035275i,2.2027e-05-1.535e-05i,-1.9588e-05+5.6466e-05i,0.00037335-0.00049991i,0.00046079-0.00076761i,0.00071108+0.00021993i,0.00078543+0.00098862i,-0.00013227+0.00021719i,-0.00022127-0.00090181i,0.00051231-0.00096955i,0.00037331-0.00067154i,2.0258e-05-0.00029645i,-5.7233e-05-0.00015004i,-0.00017787+0.00013662i,0.0003054+3.7974e-05i,0.0012825+0.00027277i
0.00067512-0.00080112i,0.0008251-0.00013937i,-8.5738e-05-0.00044481i,-0.0010078+0.0001228i,-8.0897e-05+0.00021457i,0.0015504+0.00032511i,0.0014923+0.00060368i,0.0012518-0.00027187i,0.00095022-0.00088856i,-0.00020702-0.00084618i,-0.0002975-0.00071978i,0.00049933-0.00034647i,0.00047525+0.00035363i,-0.00021634+0.00056895i,0.00038559+0.00041978i,0.0012292+7.5044e-05i,0.0012719-5.45e-05i,0.0010532+0.00028305i,0.00035443+0.00054864i,-0.00017877+0.00062454i,-0.00048691+0.00053649i,0.00012039+0.00017709i,-4.3625e-05-0.00020527i
0.00090766+0.00093683i,0.00034922+0.00064644i,0.00027239+1.7596e-05i,0.00045585-0.00039117i,0.00066758-0.0010932i,0.00040765-0.00055105i,0.0001689+0.00073745i,9.2412e-05+0.00079834i,5.7675e-05+0.00031667i,-0.00013884-0.00075596i,-0.00048615-0.0008602i,-0.00068343-4.3396e-05i,0.00011032+0.00016506i,0.00040874+0.00022175i,0.00024256+0.00043666i,0.00035976+0.0006016i,0.00031368+0.00035208i,0.00065578+2.7062e-05i,0.00042459+0.00015975i,0.00020399+0.00042137i,-8.0713e-05+0.00089384i,-0.00047533+0.00081689i,-0.00050408+0.00042387i
0.0010338-0.0006968i,0.00062239-0.0010486i,0.0010491-0.0011645i,0.0011724-0.00048831i,0.00038818-9.8856e-06i,0.00029846+0.00063899i,0.0009292+0.0011136i,0.0014586+0.00049908i,0.00092383+0.0010931i,0.00050863+0.0022664i,0.0007652+0.0015988i,0.00043071+0.00022778i,0.00025738-0.00020671i,0.00017644+0.00034646i,-0.00016246+0.00061491i,-0.0001405+0.00052709i,0.00083804+0.00066209i,0.0014072+0.0003575i,0.00083328+0.000186i,0.00014479+0.00070282i,-0.00030825+0.0010246i,9.2185e-05+4.6375e-05i,5.0865e-06-0.00038755i
0.00091237+0.00050033i,-0.00038147-0.00083503i,-0.00089434+0.0007826i,-0.00022703+0.0012983i,0.0012169+0.00085545i,0.00081157-7.4921e-05i,9.0881e-05-0.00041859i,0.00059102-0.00010439i,0.0005753+9.2733e-05i,0.00050928+0.00051283i,0.00047796+0.00059049i,0.00014535-0.00032144i,-1.6978e-05-0.00068496i,-9.8499e-05-0.00061167i,0.00010435-0.00047975i,0.00023208-0.00030219i,0.00063233+0.00038152i,0.00054262+0.000484i,5.1259e-05-0.00022274i,-0.00015241+7.855e-05i,1.2927e-05+0.00081468i,0.00062687+0.00057596i,0.00095596-0.00016419i
0.00016965+0.0010972i,0.0010949-9.9171e-05i,0.0016301-0.00033755i,0.0022613-0.000805i,0.0026904-9.6621e-05i,0.0023601+0.00048003i,0.0020121-5.3465e-05i,0.0016842+0.00024829i,0.00033182+0.00054988i,-0.00010218+0.00015503i,-0.00018269+1.4059e-05i,-0.00058235+0.00024003i,-0.0007809+0.00025159i,-0.00010297+0.00017056i,0.0010263-8.7083e-05i,0.0011356-0.00019679i,0.0010425-0.00015261i,0.00045254+0.00052577i,0.00015968+0.00076681i,0.00018609-6.6173e-05i,0.00041227-0.00034482i,0.00024791+0.00050636i,5.8694e-05+0.00031899i
0.0020615-0.00038723i,0.002058+0.00098276i,0.0010128+0.0019263i,0.0011172+0.0019357i,0.00083607+0.0019509i,0.00017072+0.0014242i,0.00043187+0.00090665i,0.0005694+0.00088595i,0.00045858+0.00051226i,-0.0001378-1.4712e-05i,-0.00016825+6.4661e-06i,0.00054196-6.1696e-05i,-3.6594e-06-0.00048461i,-0.00050216-0.0003814i,-0.00010578-6.748e-05i,0.00024095-0.00031711i,0.00037516-0.00047107i,0.0002881+0.00024608i,1.9333e-05+0.00097097i,-2.085e-05+0.0011618i,0.00050135+0.0010174i,0.00064704+0.0013391i,0.0010648+0.0014875i
-0.00084505-0.0024952i,0.00055437-0.0022224i,0.00039352-0.0015619i,-0.00065397-0.0011796i,-0.00066277-0.0004009i,0.0003428+0.00064213i,0.00071282+0.00065325i,0.00031203-0.00020743i,-0.00054717-0.00011303i,-0.00071719+0.00019634i,6.0401e-05-0.00034244i,0.00032174-0.00013806i,0.00042894+0.00036552i,0.00053286-0.00013213i,0.00028137+0.00019186i,0.00012832+0.00047361i,0.00021245+2.5236e-05i,-0.00018803+3.5571e-05i,-0.00024486+0.0005327i,0.00042405+0.00027312i,0.00029779-0.00011293i,-0.00049468+4.1004e-05i,0.00017918+0.00038867i
0.0011215-0.0011489i,0.0012515-0.00049862i,0.00093903+0.00045397i,0.00076557+0.000882i,0.0011467+0.0009497i,0.0016774+0.0012645i,0.0015332+0.0011029i,0.00042625+0.00048445i,-0.00015101+0.00013132i,-5.1855e-05-6.2441e-05i,-0.0004286-0.00012123i,-0.00018179+0.00031484i,-2.0431e-05+0.00082855i,-0.00029889+0.00053725i,-0.00071751-0.0002216i,4.2529e-05-0.00074121i,0.0010547-0.00071394i,0.00085204-0.00036711i,7.2812e-05-0.00028094i,-0.00017453-0.00046777i,0.00021318-0.00029411i,-0.00030231+0.00022388i,-0.0010163+0.00071301i
