0.00080484+0.001025i,0.00036979-0.0002141i,-0.00077427-0.0011287i,-0.0018611-0.0013404i,-0.0022967-0.00050519i,-0.0016693+0.00095464i,-0.001115+0.001518i,-0.0011163+0.0016251i,-0.00073815+0.0017218i,0.00076995+0.0011475i,0.0018924+0.00042084i,0.00092441-0.00029773i,4.0849e-05-0.0010012i,0.00086324-0.00070076i,0.0015179-0.00043508i,0.00040922-0.00031216i,-0.00095168+0.00040128i,-0.00087944+0.00024975i,-0.00022631-0.00095002i,0.00053844-0.0013887i,0.00075608-0.0010193i,9.5117e-05-0.00034845i,0.00011025+0.00031757i
0.0026284-0.012548i,0.0027884-0.058408i,-0.039307-0.15247i,-0.16638-0.24204i,-0.29305-0.23941i,-0.27009-0.18265i,-0.1757-0.18445i,-0.15205-0.18628i,-0.13373-0.10183i,-0.060754-0.023692i,-0.0071831-0.0053718i,0.0053267+0.0073608i,0.0172+0.025741i,0.026101+0.02674i,0.015614+0.011445i,-0.0044087+0.0061075i,-0.017377+0.024348i,-0.01915+0.048044i,-0.013955+0.053634i,-0.006318+0.036652i,-0.0010756+0.012435i,0.0029889-0.0024821i,0.0065531-0.0079641i
0.0094152+0.010622i,0.02257+0.023132i,0.053817+0.026003i,0.098944+0.00042698i,0.12958-0.012312i,0.11946+0.046221i,0.1059+0.10937i,0.11772+0.11369i,0.11606+0.081207i,0.072684+0.039713i,0.020786+0.0093567i,-0.0058318-0.012278i,-0.020029-0.030522i,-0.023168-0.030575i,-0.0002045-0.022717i,0.034228-0.031117i,0.059185-0.04914i,0.071368-0.055485i,0.065178-0.047347i,0.036761-0.034087i,0.0039019-0.01993i,-0.0089779-0.0067326i,-0.0017759+0.0016095i
-0.0069344+0.010405i,-0.00032694+0.046753i,0.05294+0.13726i,0.18333+0.22883i,0.27824+0.20517i,0.20933+0.097959i,0.093866+0.0687i,0.07046+0.081527i,0.065377+0.033845i,0.02312-0.0075148i,-0.0016456-0.0032619i,6.0766e-05-0.00078354i,0.00016458-0.0067747i,-0.0034307-0.0056015i,-0.0095068+0.0036662i,-0.018567+0.012903i,-0.029947+0.0071164i,-0.041017-0.014601i,-0.040975-0.031495i,-0.028757-0.024499i,-0.012357-0.0013231i,-0.001488+0.0092844i,-0.0030361+0.0028712i
-0.010303-0.00775i,-0.041806-0.048971i,-0.13948-0.12414i,-0.29604-0.16877i,-0.37006-0.13848i,-0.27951-0.12174i,-0.17838-0.17311i,-0.17901-0.19415i,-0.17247-0.12617i,-0.094708-0.056491i,-0.028499-0.028409i,-0.0042743+0.00038849i,0.012059+0.028942i,0.019009+0.030639i,0.0033434+0.018766i,-0.021129+0.018735i,-0.036228+0.032435i,-0.040748+0.043787i,-0.036718+0.043807i,-0.021784+0.030597i,-0.0044521+0.010165i,0.0019799-0.0033183i,0.002133-0.0056396i
0.0026989+0.0025421i,0.020575+0.0048599i,0.03786-0.0017479i,0.024931-0.0096845i,0.0027863+0.03222i,0.029485+0.11806i,0.081686+0.16769i,0.10552+0.15907i,0.096648+0.12052i,0.070059+0.073411i,0.04222+0.028041i,0.018022-0.013296i,-0.010239-0.037497i,-0.02708-0.03273i,-0.012272-0.016103i,0.022073-0.011062i,0.053795-0.0098015i,0.07484+0.0023255i,0.076961+0.010459i,0.053515-0.0016587i,0.018641-0.016706i,-0.0019251-0.011816i,-0.00014484+0.0022804i
0.003436+0.012793i,0.036517+0.041549i,0.15547+0.089884i,0.345+0.09079i,0.41221+0.0071971i,0.25673-0.064779i,0.083505-0.039407i,0.05727+0.013318i,0.082921+0.010415i,0.057337-0.0079327i,0.015729-0.0050785i,-0.00040534+0.00097488i,0.0017141-0.0021727i,0.0070345-0.0076805i,0.0058178-0.0076288i,-0.0042142-0.0060169i,-0.012804-0.01004i,-0.0091127-0.025656i,-0.00021509-0.041329i,0.00049285-0.032361i,-0.0027217-0.0069096i,-0.0021063+0.0040957i,-0.0046515-0.00070263i
-0.025442+0.00081966i,-0.0804-0.012532i,-0.20832-0.021623i,-0.35457-0.0047654i,-0.37552+0.0038371i,-0.24597-0.036623i,-0.12967-0.11551i,-0.12392-0.16453i,-0.13386-0.13122i,-0.086522-0.067638i,-0.029287-0.02481i,0.00082512+0.0039666i,0.015364+0.024914i,0.01515+0.030374i,-0.0021221+0.022008i,-0.02302+0.015107i,-0.038946+0.012117i,-0.053449+0.0070643i,-0.058988+0.0076239i,-0.038102+0.016002i,-0.0051555+0.018472i,0.010285+0.0092955i,0.0074462+0.003748i
0.0043202-0.0075783i,0.015698-0.020766i,0.0051469-0.026757i,-0.039321+0.016748i,-0.053117+0.11079i,-0.0011173+0.18459i,0.061893+0.19927i,0.084207+0.17433i,0.061385+0.13248i,0.032758+0.087922i,0.023289+0.039782i,0.013012-0.011275i,-0.013822-0.036716i,-0.032774-0.026422i,-0.019581-0.0034877i,0.012253+0.0084004i,0.032457+0.012687i,0.03196+0.031243i,0.025083+0.047518i,0.01895+0.030454i,0.0098138+0.00078508i,0.0028566-0.0075783i,0.0044826-0.0026426i
0.0069765-0.0019483i,0.057583+0.0014281i,0.19272-0.030312i,0.3649-0.13495i,0.39119-0.23505i,0.20912-0.22247i,0.025771-0.11212i,-0.0027945-0.010151i,0.033109+0.023921i,0.023185+0.013614i,-0.015158+0.0064749i,-0.028832+0.016376i,-0.0090279+0.012741i,0.01618-0.0097204i,0.021497-0.026616i,0.0087697-0.029833i,0.0027798-0.022591i,0.018313-0.021385i,0.034104-0.029581i,0.022735-0.026689i,-0.00067346-0.0098835i,-0.0099063+5.7575e-05i,-0.012506-0.0046235i
-0.012362+0.014232i,-0.066254+0.038113i,-0.17279+0.095578i,-0.28632+0.16296i,-0.30379+0.16776i,-0.18211+0.08044i,-0.063543-0.039256i,-0.054028-0.11712i,-0.070263-0.12853i,-0.046703-0.096023i,-0.014419-0.051471i,0.0060479-0.011181i,0.019726+0.015448i,0.020763+0.020856i,0.0072705+0.012531i,-0.0075997+0.0032304i,-0.017894-0.013656i,-0.027517-0.036784i,-0.036815-0.041023i,-0.031914-0.016648i,-0.010563+0.0085021i,0.0037096+0.011578i,0.0054636+0.0087612i
-0.00018078-0.0076277i,-0.0072296-0.024886i,-0.032701-0.016013i,-0.061527+0.065251i,-0.051557+0.17205i,0.0054253+0.20766i,0.055776+0.16676i,0.063763+0.11336i,0.048454+0.067016i,0.036563+0.033644i,0.039568+0.0038543i,0.029006-0.033931i,-0.0086762-0.043605i,-0.032557-0.013184i,-0.019846+0.020523i,0.0061843+0.032011i,0.013671+0.032706i,-0.0038381+0.043495i,-0.018863+0.050714i,-0.012594+0.031324i,-0.0022962+0.0023135i,0.0016748-0.0078457i,0.0093525-0.0053751i
0.016392+0.00039618i,0.064942-0.032883i,0.16477-0.1365i,0.26349-0.31411i,0.25873-0.42882i,0.10888-0.35274i,-0.034487-0.17541i,-0.046942-0.033406i,-7.8729e-06+0.044399i,0.016705+0.054799i,-0.0061258+0.035294i,-0.023972+0.030793i,-0.011904+0.021145i,0.0057976-0.0029795i,0.0074493-0.019622i,-0.0037539-0.01568i,-0.0025167+0.0061837i,0.024305+0.021971i,0.049353+0.014705i,0.03971-0.0044217i,0.0074262-0.011368i,-0.01086-0.006564i,-0.01414-0.0074231i
-0.0063985+0.017853i,-0.027276+0.069125i,-0.075586+0.16716i,-0.12986+0.26594i,-0.13458+0.27163i,-0.06253+0.16612i,0.017545+0.045418i,0.031432-0.034282i,0.0082783-0.06618i,0.0012503-0.054039i,0.0082181-0.025247i,0.01831-0.0021068i,0.023753+0.0072565i,0.011828+0.0042041i,-0.0074588-0.00055237i,-0.014077-0.0057657i,-0.0063317-0.023414i,0.0021362-0.049505i,0.0015894-0.056671i,-0.002207-0.031431i,0.0012603-0.0010216i,0.0049006+0.0090356i,-0.00026699+0.012252i
-0.013648+0.0020737i,-0.035934-0.00016706i,-0.062402+0.032043i,-0.058556+0.12179i,-0.016337+0.20868i,0.02796+0.19872i,0.040509+0.12464i,0.037134+0.058745i,0.026635+0.0093073i,0.010047-0.0095763i,0.012135-0.013465i,0.013153-0.036228i,-0.01137-0.044687i,-0.028882-0.016974i,-0.018646+0.013251i,-0.0021396+0.019283i,-0.0093568+0.010597i,-0.03889+0.012209i,-0.054813+0.020997i,-0.037549+0.01806i,-0.0096455+0.0050384i,0.0046726-0.0014868i,0.012296+0.00024851i
0.0044817-0.01377i,0.022945-0.069607i,0.050203-0.20628i,0.050668-0.39378i,0.0069856-0.47282i,-0.046499-0.35211i,-0.080191-0.16664i,-0.083119-0.02731i,-0.056715+0.058524i,-0.030825+0.071283i,-0.033006+0.047182i,-0.037481+0.040794i,-0.014009+0.031549i,0.011925+0.0031072i,0.012762-0.020093i,-0.0034464-0.017083i,-0.0094568+0.011886i,0.0095393+0.040532i,0.032484+0.040826i,0.032341+0.015456i,0.013838-0.0037958i,0.0014982-0.0055613i,-0.0015748-0.0095562i
0.0087908+0.0067647i,0.025999+0.052109i,0.048559+0.14244i,0.05618+0.23639i,0.039391+0.2508i,0.03655+0.1823i,0.05965+0.10101i,0.060279+0.033893i,0.037854-0.016727i,0.024031-0.034346i,0.021032-0.02682i,0.022985-0.012167i,0.024544-0.0010206i,0.017126+0.0011044i,0.0078993-0.00021177i,0.012993-0.004159i,0.032627-0.01866i,0.05132-0.039598i,0.048404-0.046051i,0.025096-0.026798i,0.0082376-0.0040155i,0.0027042+0.0010296i,-0.0060761+0.0018069i
-0.013094+0.0066637i,-0.036132+0.02666i,-0.056864+0.083118i,-0.02662+0.16884i,0.041948+0.20955i,0.053327+0.14541i,0.01637+0.050888i,0.014878-0.012132i,0.026733-0.052841i,0.014732-0.056144i,0.0087039-0.039498i,0.0066773-0.039142i,-0.013445-0.034565i,-0.025023-0.0062509i,-0.010433+0.017384i,0.0042686+0.012395i,-0.0082781-0.010563i,-0.043912-0.026149i,-0.065429-0.020361i,-0.050034-0.004454i,-0.022867+0.0034765i,-0.0089106+0.0041436i,-2.7217e-05+0.0061573i
-0.0067198-0.014337i,-0.025209-0.066866i,-0.075179-0.18475i,-0.15296-0.32075i,-0.1836-0.35995i,-0.13479-0.26598i,-0.083101-0.13865i,-0.068464-0.034223i,-0.057169+0.047588i,-0.031079+0.073783i,-0.018326+0.059042i,-0.018693+0.047771i,-0.0070935+0.036319i,0.0065922+0.01202i,-0.0024355-0.0074948i,-0.026748+0.0005128i,-0.039183+0.033174i,-0.031395+0.062346i,-0.010867+0.06173i,0.0039843+0.031756i,0.0033952+0.0064774i,0.002596+0.0027053i,0.0066891-0.00091061i
0.012489-0.0024003i,0.052071+0.013145i,0.11973+0.050955i,0.17027+0.098755i,0.14613+0.12843i,0.092825+0.12993i,0.06952+0.1118i,0.050613+0.075453i,0.029929+0.033851i,0.025478+0.0061435i,0.026563-0.0093732i,0.025611-0.014408i,0.021319-0.012127i,0.0099335-0.0090299i,0.0041608-0.0023506i,0.019014+0.0054819i,0.049635+0.004726i,0.078187-0.0026897i,0.077985-0.0087654i,0.044457-0.0074323i,0.013352-0.0021962i,0.0027563-0.0021641i,-0.0041623-0.0019915i
-0.0038299+0.0080692i,-0.008221+0.043528i,0.0040813+0.1131i,0.05689+0.17527i,0.096977+0.15921i,0.058191+0.074852i,-0.0016564-0.0019857i,0.00044836-0.04439i,0.025103-0.068241i,0.011157-0.065863i,-0.0087472-0.043956i,-0.012563-0.033111i,-0.019457-0.029163i,-0.021568-0.01405i,-0.0061311-0.0016539i,0.0058626-0.013933i,-0.0061006-0.043304i,-0.032613-0.065083i,-0.048195-0.061151i,-0.039614-0.033503i,-0.022763-0.0087895i,-0.014753+0.00068207i,-0.008166+0.0046197i
-0.013577-0.012522i,-0.059118-0.038384i,-0.15826-0.095911i,-0.2702-0.15006i,-0.27258-0.1552i,-0.14401-0.12005i,-0.027811-0.082608i,-0.0050278-0.038213i,-0.017532+0.014374i,-0.01469+0.042761i,-0.0076784+0.046039i,-0.0051047+0.042118i,0.0025576+0.03005i,0.0074502+0.0097595i,-0.0094582-0.0037344i,-0.039856+0.0052926i,-0.061557+0.0302i,-0.066411+0.051765i,-0.048948+0.052628i,-0.017933+0.029311i,0.0015562+0.0063751i,0.0078066+0.00082806i,0.010662+0.00056718i
0.0091829-0.010081i,0.043049-0.029483i,0.10617-0.059948i,0.15355-0.072033i,0.13052-0.027711i,0.065942+0.053457i,0.023497+0.10893i,0.0026778+0.097673i,-0.010607+0.054812i,-0.00035141+0.022295i,0.019853-0.0036145i,0.024331-0.018084i,0.018507-0.013285i,0.010069-5.6744e-05i,0.0084495+0.011844i,0.02709+0.02163i,0.05994+0.030396i,0.088792+0.035069i,0.088742+0.02795i,0.056952+0.013063i,0.026516+0.0018718i,0.013056-0.0052282i,0.0032361-0.0072932i
0.010322+0.013067i,0.031151+0.043788i,0.081118+0.098574i,0.14413+0.13028i,0.15079+0.092998i,0.059147+0.0091383i,-0.034278-0.0461i,-0.031677-0.050089i,0.010038-0.044644i,0.0083701-0.044763i,-0.017639-0.03356i,-0.026758-0.017026i,-0.02582-0.010439i,-0.018663-0.0066496i,0.00010474-0.010008i,0.013106-0.032205i,0.0080847-0.0631i,-0.0042752-0.083569i,-0.011908-0.0772i,-0.013933-0.045856i,-0.013986-0.016789i,-0.012953-0.0047039i,-0.0089726-0.00079933i
-0.013598+0.00565i,-0.060043+0.013987i,-0.15614+0.03106i,-0.24435+0.052702i,-0.2152+0.051315i,-0.0654+0.01594i,0.063072-0.024422i,0.085475-0.03324i,0.053637-0.012654i,0.026745+0.011482i,0.014254+0.026588i,0.0089602+0.02854i,0.008389+0.017932i,0.0044403+0.00085534i,-0.015787-0.0079389i,-0.045749+0.0012154i,-0.07054+0.017434i,-0.083443+0.028023i,-0.071252+0.029505i,-0.036506+0.020814i,-0.0093003+0.010758i,0.00021539+0.0071074i,0.0022086+0.0056972i
0.00088176-0.015991i,0.0078095-0.054203i,0.02094-0.12276i,0.026363-0.16977i,0.0070967-0.12987i,-0.029107-0.014958i,-0.055401+0.080477i,-0.065134+0.092191i,-0.060807+0.056193i,-0.028608+0.025814i,0.011944+0.00058068i,0.024205-0.021163i,0.015173-0.01856i,0.0080283+0.0017115i,0.012974+0.02252i,0.032433+0.038756i,0.058512+0.053602i,0.075429+0.064004i,0.067821+0.055455i,0.040528+0.03065i,0.017121+0.011576i,0.0083575+0.0045244i,0.0048545+0.0011736i
0.0072324+0.0028443i,0.04544+0.013347i,0.11952+0.032065i,0.1841+0.034451i,0.15894+0.0089282i,0.054902-0.038452i,-0.036555-0.073589i,-0.05872-0.055326i,-0.025507-0.015067i,-0.0068284-0.0080331i,-0.024638-0.014414i,-0.03257-0.0035258i,-0.021183+0.0029295i,-0.0077417-0.0014618i,0.0070917-0.011421i,0.016772-0.032141i,0.019667-0.056065i,0.022189-0.071466i,0.01777-0.067476i,0.0024534-0.042739i,-0.01031-0.018447i,-0.012347-0.0078913i,-0.0072215-0.0051981i
-0.0052793+0.015131i,-0.032274+0.049213i,-0.079479+0.11747i,-0.1058+0.17738i,-0.056243+0.15976i,0.053983+0.084162i,0.14868+0.01788i,0.17108-0.025146i,0.12042-0.038627i,0.0555-0.018602i,0.023175+0.0075424i,0.014313+0.013053i,0.0096334+0.0019125i,-0.0026805-0.01122i,-0.02679-0.01418i,-0.052448-0.0049595i,-0.072691+0.00098585i,-0.085382-0.00020103i,-0.072734+0.0010831i,-0.038319+0.0039477i,-0.010947+0.0037163i,-0.0029394+0.0024585i,-0.0045235+0.0036911i
-0.013495-0.0075434i,-0.036949-0.037711i,-0.080287-0.095621i,-0.12315-0.14003i,-0.13554-0.1106i,-0.13063-0.01828i,-0.12606+0.064216i,-0.11029+0.078394i,-0.084512+0.041354i,-0.043725+0.016074i,0.002837+0.0030232i,0.02144-0.017691i,0.010048-0.018554i,-0.00032444+0.0040741i,0.0056437+0.026388i,0.021763+0.04295i,0.035501+0.05994i,0.039406+0.073229i,0.033021+0.063859i,0.02157+0.032715i,0.013684+0.010072i,0.01201+0.0050971i,0.011614+0.0032437i
0.0098992-0.007205i,0.045107-0.024823i,0.10958-0.054586i,0.15816-0.078088i,0.12905-0.074311i,0.040679-0.069998i,-0.041809-0.077229i,-0.076964-0.046268i,-0.051192+0.0070364i,-0.019322+0.010975i,-0.027043-0.0053022i,-0.035896+0.0059443i,-0.019358+0.015068i,0.0020181+0.0052236i,0.015976-0.013351i,0.021343-0.034582i,0.025997-0.047434i,0.038058-0.04931i,0.041298-0.043081i,0.022642-0.029369i,0.0026314-0.01571i,-0.0028961-0.0090397i,-0.00034199-0.0076884i
0.0037917+0.014852i,0.009909+0.053819i,0.024872+0.12842i,0.055326+0.18476i,0.098667+0.1571i,0.14869+0.077514i,0.19441+0.018687i,0.20536-0.017299i,0.15357-0.040741i,0.074974-0.035759i,0.026926-0.017044i,0.010717-0.0069053i,0.0037869-0.009302i,-0.0076482-0.019029i,-0.025698-0.021961i,-0.041555-0.019138i,-0.053687-0.025144i,-0.06256-0.033774i,-0.051811-0.025901i,-0.023331-0.0078678i,-0.0044962-0.00039994i,-0.0046935-0.00018499i,-0.012536+0.0023797i
-0.007273+0.0021057i,-0.046162-0.0034592i,-0.12277-0.018623i,-0.20181-0.030667i,-0.23111-0.019752i,-0.20707+0.023765i,-0.16344+0.068223i,-0.11979+0.064737i,-0.074429+0.031394i,-0.026943+0.018322i,0.015039+0.0098953i,0.025948-0.013515i,0.0071573-0.017363i,-0.0051778+0.0079484i,0.0022658+0.033631i,0.015411+0.049492i,0.019862+0.062376i,0.01063+0.067828i,-0.0035015+0.053272i,-0.0075156+0.027222i,-0.0018118+0.011262i,0.0037583+0.0079495i,0.0065665+0.0064613i
0.00469-0.0085454i,0.018859-0.044396i,0.048595-0.10318i,0.073904-0.13722i,0.076065-0.1105i,0.039137-0.082817i,-0.032264-0.083997i,-0.087525-0.046036i,-0.075204+0.018449i,-0.028843+0.030912i,-0.015745+0.016354i,-0.020296+0.020231i,-0.0070491+0.023163i,0.013073+0.0098718i,0.021321-0.0078808i,0.020279-0.019574i,0.028349-0.019743i,0.046924-0.014237i,0.050214-0.012276i,0.027209-0.011236i,0.0029756-0.006852i,-0.002154-0.0041758i,0.0045436-0.0068219i
0.012736+0.0080956i,0.043862+0.030071i,0.10534+0.065562i,0.16668+0.079585i,0.18343+0.05007i,0.17796+0.018503i,0.19266+0.0092023i,0.19176-0.0096224i,0.13179-0.034864i,0.049841-0.036585i,0.003854-0.023244i,-0.0029911-0.01349i,-0.00050851-0.01551i,-0.011363-0.023996i,-0.027575-0.025282i,-0.034845-0.024883i,-0.036793-0.037131i,-0.036371-0.049326i,-0.023878-0.040137i,-0.0045752-0.018702i,0.0034429-0.0065719i,-0.0012338-0.0045347i,-0.011178-0.0032026i
-0.011092+0.0080771i,-0.042959+0.030829i,-0.10824+0.075389i,-0.17781+0.11417i,-0.20869+0.10893i,-0.2014+0.089395i,-0.16283+0.088619i,-0.093707+0.067293i,-0.038271+0.025326i,-0.017072+0.011943i,0.0045184+0.012994i,0.01954-0.0058603i,0.0046162-0.014676i,-0.010679+0.0076138i,-0.0041507+0.032562i,0.0064337+0.045547i,0.0017554+0.054219i,-0.015722+0.055073i,-0.028492+0.038668i,-0.024421+0.016311i,-0.010541+0.0060843i,-0.00018402+0.0062052i,0.0051259+0.0077226i
-0.0096353-0.0098261i,-0.022917-0.043565i,-0.041362-0.098943i,-0.041161-0.12677i,0.002138-0.090696i,0.041049-0.064982i,0.0047101-0.082898i,-0.065502-0.059115i,-0.073144-0.0018829i,-0.028675+0.015425i,-0.0090072+0.010392i,-0.01271+0.020019i,-0.0012209+0.025796i,0.018887+0.012758i,0.023889-0.0060058i,0.017922-0.012791i,0.022849-0.0026535i,0.039005+0.011556i,0.04167+0.015142i,0.022678+0.0083143i,0.0036606+0.0039103i,0.0009061+0.0044216i,0.0085519+0.0030333i
0.011569-0.0053997i,0.047602-0.011665i,0.11648-0.028597i,0.17116-0.0626i,0.1549-0.083949i,0.11692-0.045531i,0.12378+0.0086114i,0.12796+0.0053744i,0.083861-0.021735i,0.028528-0.035895i,-0.0040893-0.039775i,-0.013509-0.027934i,-0.0086056-0.0167i,-0.010004-0.020612i,-0.018792-0.026801i,-0.02144-0.034381i,-0.020511-0.050444i,-0.015746-0.058833i,-0.0012156-0.043285i,0.011921-0.020062i,0.01265-0.0094363i,0.0040972-0.0087585i,-0.0087583-0.0089932i
0.0043166+0.012002i,-0.0029135+0.049302i,-0.023228+0.1229i,-0.05764+0.18868i,-0.10036+0.17968i,-0.1377+0.11564i,-0.13054+0.07836i,-0.058574+0.066083i,0.011407+0.038641i,0.025882+0.019139i,0.023884+0.01322i,0.021823-0.0048473i,-0.00057155-0.013967i,-0.017668+0.0065117i,-0.0097758+0.031908i,0.00059615+0.043221i,-0.0053335+0.043836i,-0.025259+0.034659i,-0.039511+0.018257i,-0.032545+0.0057915i,-0.016184+0.00065778i,-0.0067207-0.00025547i,-0.0037567+0.0016223i
-0.013663-0.0056656i,-0.045495-0.019875i,-0.096399-0.04317i,-0.10915-0.050539i,-0.032096-0.036109i,0.059554-0.047937i,0.051436-0.088672i,-0.025763-0.078687i,-0.053715-0.021206i,-0.01764+0.017916i,0.0094825+0.02858i,0.0078636+0.027977i,0.010174+0.021856i,0.020107+0.0080474i,0.018077-0.0057398i,0.010754-0.004341i,0.016152+0.011939i,0.02746+0.027782i,0.026122+0.029171i,0.011892+0.018726i,-0.0011374+0.011243i,-0.0032736+0.011127i,0.0057004+0.010456i
0.0058298-0.010565i,0.026929-0.040742i,0.063939-0.10436i,0.076469-0.16945i,0.038291-0.16267i,0.0045381-0.067189i,0.022+0.019968i,0.035922+0.022908i,0.0078764-0.0049023i,-0.020488-0.020728i,-0.028851-0.02942i,-0.022768-0.023219i,-0.0067254-0.01602i,-0.0018635-0.02141i,-0.0089636-0.028983i,-0.012318-0.037544i,-0.0094583-0.050529i,0.0014422-0.053956i,0.017215-0.038887i,0.023433-0.021181i,0.017506-0.012566i,0.0089259-0.011662i,-0.0022295-0.013686i
0.01041+0.0090001i,0.030955+0.039631i,0.066385+0.10445i,0.085095+0.16365i,0.041423+0.15343i,-0.038763+0.091425i,-0.065182+0.057976i,-0.011672+0.056634i,0.041545+0.039622i,0.033973+0.016953i,0.012687+0.0067935i,0.010387-0.0052692i,-0.0030901-0.010509i,-0.01694+0.0086601i,-0.0081517+0.03097i,0.0038202+0.038442i,-0.00073751+0.035692i,-0.017882+0.02202i,-0.029584+0.0031051i,-0.025268-0.0055122i,-0.01337-0.0059784i,-0.0054875-0.0049753i,-0.0030842-0.0025318i
-0.0073063+0.0053468i,-0.039709+0.015528i,-0.09273+0.037367i,-0.10385+0.05775i,-0.014772+0.042199i,0.090599-0.018013i,0.094682-0.078173i,0.026687-0.084389i,-0.014658-0.044394i,-0.0017433-0.0012872i,0.017664+0.021135i,0.014845+0.024775i,0.010787+0.020841i,0.013668+0.0091067i,0.0096956+7.8414e-05i,0.0027407+0.0066988i,0.005669+0.022079i,0.011932+0.035648i,0.0094133+0.035824i,0.0018271+0.024141i,-0.0040811+0.015749i,-0.0037927+0.016272i,0.004779+0.019224i
-0.0052862-0.0043268i,-0.0089014-0.0409i,-0.022341-0.11374i,-0.062958-0.17684i,-0.11465-0.14244i,-0.11798-0.02354i,-0.072486+0.058085i,-0.042229+0.049016i,-0.038519+0.0080224i,-0.032948-0.020832i,-0.02909-0.0322i,-0.024219-0.023566i,-0.0073063-0.014612i,0.0022214-0.019882i,-0.0041347-0.029358i,-0.011427-0.038973i,-0.012117-0.04858i,-0.00068323-0.045069i,0.016562-0.027905i,0.021349-0.014642i,0.016282-0.0084416i,0.011019-0.0076716i,0.0034395-0.012245i
0.0092962+0.0013213i,0.044328+0.010991i,0.11385+0.035213i,0.17245+0.058149i,0.14206+0.048125i,0.037861+0.014219i,-0.022765+0.011718i,0.010984+0.040579i,0.056694+0.042585i,0.043303+0.014712i,0.013818-0.0026119i,0.0041407-0.0094901i,-0.0086209-0.010245i,-0.016904+0.0072395i,-0.0048141+0.02648i,0.0097241+0.030141i,0.0085882+0.023132i,-0.0062112+0.0068913i,-0.018122-0.0095905i,-0.016297-0.012609i,-0.0079635-0.0095321i,-0.00444-0.0091824i,-0.0043552-0.0083283i
-0.0068508+0.010264i,-0.022238+0.040373i,-0.043452+0.096066i,-0.029537+0.13358i,0.048498+0.093852i,0.12828-0.0016792i,0.12777-0.075215i,0.064259-0.086143i,0.011789-0.042655i,0.0099226+0.011957i,0.025757+0.032352i,0.02228+0.023851i,0.011035+0.015437i,0.0053167+0.008662i,-0.00079956+0.0039617i,-0.0034588+0.009267i,0.00068525+0.021714i,0.0012934+0.031106i,-0.004084+0.031513i,-0.0075088+0.024173i,-0.0087949+0.017019i,-0.0088277+0.017472i,-0.0031487+0.020565i
-0.0092771-0.0074854i,-0.037211-0.030389i,-0.10104-0.074824i,-0.18706-0.098082i,-0.2327-0.039569i,-0.1982+0.067157i,-0.12745+0.11162i,-0.085829+0.068461i,-0.065156+0.014019i,-0.039438-0.012318i,-0.024585-0.022299i,-0.018178-0.01861i,-0.0037211-0.013528i,0.0067409-0.020369i,0.00052332-0.031497i,-0.011793-0.038472i,-0.01542-0.039815i,-0.0038788-0.03134i,0.012216-0.016649i,0.016865-0.0082249i,0.012912-0.0058184i,0.0087365-0.0077833i,0.0022949-0.011721i
0.010562-0.0032952i,0.04158-0.020954i,0.10964-0.05209i,0.17078-0.084857i,0.15374-0.10118i,0.060965-0.097111i,-0.0081276-0.058302i,0.006375+0.0057633i,0.039717+0.026596i,0.027638-0.0029942i,0.0033089-0.019373i,-0.0020894-0.016689i,-0.0078156-0.012755i,-0.011506+0.0023001i,0.0005031+0.019941i,0.014989+0.024458i,0.018521+0.017951i,0.011559+0.0017992i,0.0027884-0.014049i,-0.00070097-0.016102i,0.0001757-0.012701i,0.0018205-0.013877i,0.0014203-0.015814i
0.0051638+0.0070301i,0.014049+0.038881i,0.03596+0.097773i,0.07581+0.13326i,0.12392+0.085102i,0.15581-0.0089534i,0.14396-0.068162i,0.086877-0.072745i,0.027815-0.032615i,0.012545+0.018438i,0.025005+0.033864i,0.025773+0.022032i,0.014639+0.013431i,0.0034233+0.010786i,-0.0045103+0.011567i,-0.0048166+0.016786i,-0.0018475+0.022327i,-0.0035909+0.025994i,-0.0082855+0.025624i,-0.0095417+0.019338i,-0.00933+0.01434i,-0.0095381+0.016184i,-0.005794+0.020096i
-0.013369+0.0061374i,-0.049246+0.0067199i,-0.12812+0.012098i,-0.21985+0.043879i,-0.24949+0.11369i,-0.19644+0.17622i,-0.12309+0.16656i,-0.074897+0.088817i,-0.042656+0.015351i,-0.019935-0.010205i,-0.012984-0.007984i,-0.01012-0.0043431i,0.0012045-0.0075372i,0.0082335-0.018145i,-0.0018224-0.029292i,-0.018687-0.033547i,-0.026509-0.030601i,-0.016466-0.019001i,0.0010914-0.0058125i,0.0081153-0.0013006i,0.0072656-7.2821e-05i,0.0077822+0.00016651i,0.0060892-0.0024008i
-0.00039477-0.0074112i,0.010706-0.038854i,0.041641-0.10479i,0.078003-0.17698i,0.077486-0.20648i,0.024533-0.18292i,-0.024985-0.11457i,-0.017941-0.029935i,0.010508+0.0040207i,0.0075473-0.017716i,-0.010795-0.028703i,-0.015842-0.017666i,-0.01646-0.0085702i,-0.012+0.0035006i,0.0038322+0.015411i,0.018868+0.016574i,0.023589+0.0095723i,0.02042-0.0034826i,0.01332-0.016114i,0.0069962-0.017495i,0.0055775-0.012815i,0.0059767-0.012135i,0.0058956-0.015262i
