-0.0053986+0.0011237i,-0.003724+0.0021566i,-0.0031412+0.0036898i,-0.0019276+0.0048016i,0.00072536+0.0041613i,0.002433+0.0026599i,0.0014305+0.0010306i,7.3538e-06+0.00071986i,0.000105+0.0012865i,0.001099+0.00066637i,0.0013005-0.00084742i,0.00047638-0.0018984i,0.00046064-0.0025544i,-0.00018886-0.0023058i,-0.0011886-0.0013332i,-0.00086377-0.00065249i,-0.0002778-0.00012848i,0.00025469+8.6792e-05i,0.00062842-0.00035095i,0.00046481-0.00089058i,0.00047553-0.0014528i,0.00071636-0.0010591i,0.0002778-2.3403e-05i
-0.00059798+0.00040119i,0.00025243+0.00096109i,0.00049199+0.0011592i,0.0010777+0.0011868i,0.00099542+0.00084721i,0.0012658-4.4192e-05i,0.0015623-0.0013745i,0.0013515-0.0018003i,0.0010138-0.0015738i,0.0014257-0.0011464i,0.0014377-0.0010918i,0.0015369-0.00093913i,0.0011701-0.00043536i,0.00066296+0.00014187i,0.00044806+0.00049571i,-0.00029939-0.00033224i,2.5972e-05-0.00057532i,0.00023688+5.7098e-05i,0.00029609+0.0010266i,-0.0002206+0.00092433i,-0.00062403-0.00013283i,-0.00013628-0.0001455i,8.1736e-05+0.00017912i
0.00053381+0.00039385i,0.0004643+0.00016429i,0.0016925-0.0014223i,0.0016483-0.0013284i,0.00083597+6.582e-05i,0.00078794-0.00010533i,0.0012208-0.0011931i,0.0012122-0.0012019i,0.0009408-0.0011163i,0.00051939-0.00071009i,0.00090557-0.0002945i,0.001342-0.00034458i,0.0011733+7.0161e-05i,0.0010552+0.00039799i,0.00021025+0.00053237i,-0.00040032+0.0010454i,9.0442e-05+0.00074014i,0.00062046+0.00031667i,0.00020674+0.00049889i,0.00022078+0.0006957i,0.00080662+0.001012i,0.00091743+0.00093343i,-0.00053611+5.2721e-05i
-0.00050388-0.00071343i,-0.00045241-0.00016221i,-0.00076761+0.00076507i,-4.562e-05+0.0012513i,0.0015863+0.00097405i,0.0021472+0.0013967i,0.0014564+0.00049403i,0.0010749-0.0010287i,0.00066346-0.00095614i,0.00086421-0.00045347i,0.0013691-0.00030249i,0.0009609-0.0011289i,0.00048205-0.0014423i,-7.849e-06-0.0010178i,-3.3276e-06-0.00032654i,0.0001713+0.00057209i,0.00019711+0.00051261i,-0.00016044+0.00017347i,-0.00032098+0.0007925i,-3.901e-05+0.0006296i,-1.4079e-05-0.00017416i,-0.00017502+0.0001192i,0.00039522+0.00069623i
0.0002269+0.00014019i,0.0011127-0.00052481i,0.00084958-0.0016201i,0.00013451-0.0014555i,-0.00077155-0.001786i,0.00039354-0.0015265i,0.002027-0.00087476i,0.0016413-0.0015929i,0.00080609-0.001581i,0.00063548-0.0011527i,-0.00043592-0.00070299i,-0.0012973-0.00031946i,-0.0010763-2.9682e-05i,-0.00025718+5.0465e-05i,-0.00032487-2.8649e-05i,-6.2136e-05-0.00014408i,0.00087871-0.00038231i,0.0010713+6.4245e-05i,0.00054249+2.8812e-05i,0.00013117-8.0119e-06i,-5.9613e-05-0.0001001i,-0.00014253-0.0001765i,1.5925e-05-0.00031214i
0.00072335+0.001082i,0.0016756-6.6085e-05i,0.002712+3.4527e-05i,0.0017755-3.995e-05i,0.00057562+0.00025125i,0.00082552-0.00048783i,0.0015706-0.001405i,0.0014634-0.00091594i,0.0008179+0.00049628i,0.0005102+0.00123i,0.00027943+0.00073113i,-0.00060456-0.00011368i,-0.0016774+0.00028792i,-0.0012772+0.00073625i,-0.00021159+0.00034263i,0.00022295+0.0002273i,-0.00015334-0.00014195i,-0.00075241-0.00072173i,-0.0003417+1.2407e-05i,0.00047384+0.00058569i,0.00026773+0.00011319i,0.00012249-0.00038734i,-0.00058673-0.00061697i
8.8614e-05-0.001431i,-0.00093651-0.0013526i,-0.0020711-0.0012919i,-0.0017367-0.00027937i,-0.0010104+0.00059234i,0.00015184+0.00080293i,0.001199+0.00075478i,0.0016085-0.00029211i,0.0014168-0.0012992i,0.0010314-0.00069357i,0.0007801-0.000437i,0.00031091-0.00059622i,0.0006194-0.00047232i,0.0004787-0.0003204i,-0.00015511-0.00048776i,7.4111e-06-0.00043819i,7.3278e-05+0.00011367i,0.00017871+0.00074333i,0.00019272+0.00066379i,0.00015285+0.00075118i,7.1869e-05+0.00059194i,-0.00012903+0.0005589i,-0.00058503+0.00071774i
-0.00013659-0.00034899i,0.00059375+0.00022418i,0.0013883+0.00037552i,0.0010613+0.00046324i,0.00074776+0.00045535i,0.0011306+5.6975e-05i,0.0013948-0.00065854i,0.0011969-0.001267i,0.00056045-0.001036i,0.00012844+0.0001675i,0.00013661+0.00057342i,0.00055726+0.00075411i,0.00083546+0.0015003i,0.00060409+0.0019476i,0.00063594+0.0016685i,0.0005269+0.00047138i,-0.00022871+0.00032268i,-0.00043714+0.00046399i,-0.0005712+8.8809e-05i,-0.00038264+0.0001476i,0.00020638-0.00039591i,0.00014889-0.00054716i,-0.00049722+0.00046752i
5.2676e-05+0.00077329i,-0.00031365+0.00036224i,0.00052143+0.00057007i,0.00091222+0.00019783i,0.00069778-0.00086191i,0.00031211-0.0015468i,-5.0377e-05-0.00090703i,-0.00044021-0.00062157i,-0.00019778-0.00062931i,0.00059093-0.00046162i,0.00084595-0.00070858i,0.00094391-0.00056804i,0.00095412-3.0652e-05i,0.0010539+0.00020126i,0.00044378+0.00026604i,-0.00074296+0.00016111i,-0.0011653-0.00023404i,-0.0011868-0.00068417i,-0.00059294-0.00047193i,0.00029831-1.3514e-05i,0.00058687+0.00011623i,0.00069154+8.5649e-05i,0.00052592+0.00062968i
-0.00097032+0.0013595i,-0.0001043+0.0031506i,0.0015009+0.0034033i,0.002529+0.0025445i,0.0035908+0.0015107i,0.0026699+0.00068838i,0.0015444-6.0505e-05i,0.001211-0.00018375i,0.00066197-4.831e-05i,0.00037862+6.1542e-06i,0.00066551-0.00063488i,0.00083765-0.0012649i,0.00011102-0.0011175i,9.2748e-05-0.00076181i,0.0003425-0.00039391i,0.00067824-0.00016354i,0.0010249-1.5626e-05i,0.00030852-0.00022241i,0.00010605-0.00045951i,0.00012392+4.984e-05i,-0.00042777+0.00059877i,-0.00079648+0.00067199i,-0.00091473+0.00014932i
-0.00078844+0.0017601i,-0.00097444+0.0015831i,-0.00085851+0.0017543i,0.00091034+0.00093895i,0.0015907-0.00012761i,0.0012697-0.00055805i,0.0012017-0.00028678i,0.0012132-7.3769e-05i,0.00094135-0.00013285i,0.00096956+0.00027116i,0.00049987-0.00017171i,-0.00026833-0.0012992i,-9.8768e-05-0.0018732i,-0.00026064-0.0014137i,-0.0008177-0.0003537i,-0.00048998+0.00049119i,-0.00041695+0.00082325i,-0.00032878+0.00059774i,0.00010494-0.00028985i,0.00091077+9.7823e-05i,0.00085496+0.00053538i,0.000103+0.00048061i,0.00030932+0.00018645i
-0.0013976-0.00079273i,-0.001978-0.00059595i,-0.0018831+0.00029626i,-0.00010732+0.0021322i,0.0014959+0.0029946i,0.002+0.0026842i,0.0028361+0.0006135i,0.0023374-0.00072373i,0.00033681-0.00043759i,-0.00026187-0.00050794i,8.4768e-05-0.0010315i,-0.00055202-0.0010033i,-0.0010516-0.000546i,-0.00046333-0.00053461i,0.00010479-0.00059141i,0.00016909+4.2996e-05i,-0.00016763+0.0005954i,-0.00064264+0.00067198i,-0.0007714+0.00062903i,-0.00029401+0.00030467i,-0.0005528-9.4961e-05i,-0.00067641-0.0003769i,0.00030709-0.00040998i
-0.00010337-0.00093397i,0.0011617-0.0015686i,0.001851-0.0012878i,0.0012313-0.00019199i,0.00013185+0.00030419i,-0.00019135+0.00013838i,0.0006307-0.001049i,0.00091127-0.0018087i,0.0013741-0.0015378i,0.0015141-0.00087981i,0.0001012-0.00010254i,-0.0012647+0.00046139i,-0.0012946+0.00059744i,-0.00053821+0.00066238i,0.00012906+0.00095214i,0.00077303+0.0010623i,0.00057172+0.0006218i,-0.00038628-0.00013499i,-0.00050116-0.00065695i,-3.5851e-05-0.00073207i,0.00022252+4.8056e-05i,0.0003146+0.00025671i,-0.00040592-0.00039242i
0.0017935-0.0011781i,0.0015943-0.0012925i,0.0019107-0.0026313i,0.001753-0.0026159i,0.00061289-0.0018093i,0.00073506-0.0015015i,0.0012379-0.00084667i,0.00071865-0.00056183i,0.00041655-0.00026198i,0.00050514-0.00066387i,0.00040922-0.00038166i,-0.00015354+0.0008067i,-0.00067574+0.0017105i,-7.5677e-05+0.0019193i,0.0010077+0.00086552i,0.00089462+0.00013656i,-0.0001267-1.1996e-05i,-0.00013422-0.00057926i,0.00056836-0.0006419i,0.00077346+7.3818e-05i,0.0005815+0.00052434i,0.00019196+0.00049653i,-0.00039303+0.00014491i
-0.00052342-0.00095746i,-0.00097481-0.0018261i,-0.0021893-0.0015505i,-0.001729-0.00064189i,0.00054522+0.00056392i,0.00080686+0.0016692i,0.00040179+0.0012583i,0.00029674+0.00037882i,5.3287e-05-0.00019844i,0.00024502-0.00034153i,0.0005407-0.00012375i,0.0010029+0.00061431i,0.00055757+0.000648i,0.00081626+0.0010546i,0.001018+0.0011984i,0.00034683+0.00078903i,7.0624e-05+0.00016907i,0.00038663-0.00033269i,0.00052399-2.2794e-05i,0.00034072-5.2293e-05i,-0.00048337+3.5608e-06i,-0.0011466-0.00017211i,-0.00092901-0.0005309i
0.00016643+0.0010914i,0.001459+0.0019002i,0.0021124+0.0022218i,0.0027191+0.0023348i,0.0030769+0.0015566i,0.0029726+0.00046219i,0.0024648-0.0007518i,0.001411-0.0018307i,0.0010242-0.0014749i,0.0014274-0.0011931i,0.0015547-0.00064397i,0.0012004+0.00014885i,0.0013177+0.00013923i,0.0010621+0.00022145i,0.00034965-0.00018962i,-0.00052664-0.00018002i,-0.00018826+0.00040434i,0.00022709+0.00027817i,0.00017835-0.00024801i,-6.6489e-05-0.00068623i,-0.00045255-0.00048063i,-0.00037308-0.00022987i,-0.00013324-0.00072742i
0.0015996+0.00019509i,0.0019128-0.0013639i,0.001553-0.0020111i,0.00041562-0.0019865i,-1.5598e-05-0.001812i,8.0873e-05-0.0010945i,5.4702e-05-0.00072615i,0.00074723-0.00099951i,0.001476-0.00083942i,0.0011504-0.00053583i,2.636e-05-0.0008291i,3.2288e-05-0.0013493i,0.00016552-0.00070926i,0.00025396+6.8016e-06i,0.00095742+0.00019217i,0.00046029+0.00046618i,-0.00034584+0.00062692i,-2.4857e-05+0.00026881i,-3.0277e-05-1.4642e-05i,-0.00037448+0.0003727i,-0.00019022+0.00046779i,1.6225e-05-0.00036117i,0.00064165-0.00082199i
-0.00067619-0.0006314i,-0.00046192-0.00066429i,-0.00031518-0.00085019i,-0.00096549+0.00028103i,-0.00094566+0.00102i,0.00041928+0.00040648i,0.0020088-0.00071913i,0.001887-0.0025227i,0.00076947-0.0030628i,0.00037499-0.0020236i,0.00042901-0.0017589i,-0.0003121-0.0022992i,-0.001175-0.001766i,-0.0008956-0.00053131i,-0.00014154+0.00067276i,0.00032288+0.0013315i,0.00042535+0.0015699i,1.0708e-05+0.0015233i,0.00013445+0.00054846i,0.00080026-0.00045984i,0.00065797-0.00051146i,0.00045338-0.00045427i,0.00072577+7.2113e-05i
-0.0020165+0.00029598i,-0.0023645+0.00088557i,-0.0018087+0.0019703i,-0.00053009+0.0043152i,0.00013881+0.0043667i,-0.00019017+0.0022502i,-0.00028327+0.0017509i,-7.3138e-06+0.0028793i,0.001036+0.004071i,0.0026022+0.0034105i,0.0031391+0.0013873i,0.0026135-0.00031248i,0.0019466-0.0016906i,0.00096612-0.001837i,-0.00038449-0.0010995i,-0.00096233-0.00062262i,-0.0010348-0.00049654i,-0.0013181+0.00050163i,-0.00059512+0.00090302i,0.00082612+0.00043039i,0.00085466-2.6087e-06i,7.4074e-05-0.00080148i,-0.00051043-0.00087094i
-0.00037768+0.00069255i,5.855e-06+0.0002327i,0.000746-0.00076736i,0.0015414-0.0013223i,0.0015046-0.00078658i,0.00063378-8.7919e-05i,-0.00030444+0.0005844i,-0.0011212+0.00076072i,0.0001291+0.0011114i,0.0016457+0.0015765i,0.0013417+0.00051858i,4.9661e-07-6.1575e-05i,-0.00065111+0.00023215i,-0.00017376+0.00014553i,0.00045206-1.4505e-05i,0.00012781-0.00033041i,-0.0013044-0.00019062i,-0.0017324+0.00042668i,-0.00092237+0.0010179i,-0.00057183+0.00029976i,1.1477e-05+3.3826e-05i,0.0002553+7.3023e-05i,0.00030617+3.0435e-05i
-0.00031951-0.00060876i,-0.00099521-0.00073479i,-0.00046024-0.00044427i,-0.00078761+1.7831e-06i,-0.00094362+0.00014877i,-0.00016635+0.00039768i,0.00046656+0.00057053i,0.00052228+0.0007896i,0.00087473+0.00080975i,0.001385+0.0011218i,0.0008614+0.0009753i,0.00025551+0.00088004i,0.00032902+0.00088039i,0.0010349+0.00065371i,0.00062464+1.7944e-05i,-1.237e-05-0.00016591i,-8.6869e-05+0.00029152i,-0.00038062+0.0004818i,-0.00022214+0.00048869i,-0.000204+0.00038247i,6.9355e-05-0.00022891i,0.00011267-0.0010825i,0.00013782-0.0013866i
0.0011014-0.0012444i,0.00019312-0.00062269i,0.00067864+0.00012267i,0.00071954+0.00032988i,0.00040258+9.9842e-05i,0.00053097+0.00052743i,0.0010644+0.00061429i,0.0014222-0.0001119i,0.00044845-0.00045959i,0.00034524+3.1985e-05i,0.0019708+5.8076e-05i,0.0025815+0.00029945i,0.0024653+0.00102i,0.0022046+0.001137i,0.00072038+0.0006767i,-0.00059051-0.00040039i,-0.00058751-0.00042481i,-0.00092317-7.9641e-05i,-0.0010381+0.00022943i,-0.00044899+0.00034583i,0.00042896+3.4936e-05i,0.00059797+0.00033595i,-0.00038266+0.00052767i
-0.00073542+0.0012572i,-0.00015711+0.00056235i,-0.00087554-0.00021975i,-0.00075204-6.3485e-05i,0.00062743-8.3589e-05i,0.0010706-0.00094348i,0.00088861-0.0015343i,0.00084222-0.001587i,0.00041413-0.0007775i,0.00046076-0.00021387i,0.0010969-0.00023283i,0.0013358-0.00029214i,0.0012674-0.00036189i,0.0011161-0.00055522i,0.00068768-1.1166e-05i,-0.00044099+0.0008847i,-0.00030225+0.001317i,0.00038796+0.0012473i,0.00031265+0.00066561i,0.0004024+0.00037647i,0.00032161+0.00040638i,0.0002918+0.00035778i,0.00085543+0.00077176i
-0.00090259-5.6565e-05i,0.0001065-0.00029143i,0.00032102-0.00083032i,0.0001148-0.00052791i,-0.0002876+6.3049e-05i,0.0010682+0.00031512i,0.001512+0.00026203i,0.00030928-0.00039038i,0.00013416+9.98e-05i,0.00039406+9.1566e-05i,0.0012122-0.0011881i,0.0018493-0.0013923i,0.0015077-0.00054801i,0.00076604-0.00058025i,-0.000173-0.0004486i,-0.00053258+0.00096912i,0.00015424+0.0015704i,0.001228+0.00029592i,0.0014579-0.00019817i,0.00091596-0.0001075i,-4.4473e-05-0.00058642i,-0.00070752-0.00056065i,-0.0011443-1.5132e-05i
-0.00098811+0.00066781i,-0.0016749+0.0010069i,-0.001616+0.0019446i,-0.0011278+0.002843i,0.00028698+0.0021924i,0.001323+0.00036558i,0.001946-0.00047671i,0.0020476+7.8414e-06i,0.0014927+8.991e-05i,0.00088757-8.641e-07i,0.00037022-0.00062094i,0.00032507-0.00158i,0.00026014-0.0020629i,-0.00026494-0.0013246i,-0.00022338-0.00044528i,0.00055119-0.00037133i,0.00067884+7.3785e-05i,0.00011958+0.00067715i,-2.2533e-07+0.00063918i,-0.00024194+0.00019084i,-0.00071841+6.439e-05i,-0.00063801+1.3481e-06i,-0.00076485-0.00056982i
-0.0012151-0.0012895i,-0.00067264-0.00058548i,-0.00095616-4.3477e-05i,-0.00081802+0.00021019i,0.00049458+0.00063302i,0.0014624+0.00047688i,0.0016742-2.2609e-05i,0.00082432-0.00018135i,0.00010352-0.00028523i,-9.911e-05-0.00043288i,3.8678e-05-0.00052561i,-0.00021501-0.00018985i,-0.00079101+0.00033985i,-0.00066867+0.00072707i,7.7874e-06+0.00067617i,9.5701e-05-0.00015597i,3.6256e-05-0.001375i,-3.2663e-05-0.00084223i,-0.00092557+0.00074492i,-0.00067444+0.00076776i,0.00041789-0.00016836i,0.0002135-0.00081954i,-0.00036343-0.00049108i
0.0015271-0.00060601i,-0.0015113-0.0013967i,-0.0016866-0.0012087i,-0.00094861-0.0015806i,-0.00097187-0.0013416i,-0.00086362-2.4915e-05i,-5.6117e-07+0.00012933i,0.0010961-0.00013965i,0.0015756-0.00037841i,0.0013876-0.00056462i,0.00031471-0.0012871i,-0.00087547-0.0014419i,-0.0007374-0.00065533i,0.0010491+0.0001877i,0.0010293+0.00049437i,0.00039628-0.00015032i,0.00011291-0.00028341i,-0.00060598+0.00028163i,-0.00088073+0.00027218i,-0.00013977+5.1788e-05i,0.00038711+0.00071161i,4.8517e-05+0.00045374i,-0.00018036-0.00016334i
-0.00041977-0.0016408i,-0.00087575-0.0016728i,-0.0014899-0.00071089i,-0.0018468+0.00059973i,-0.0011188+0.0014928i,0.00048266+0.0011746i,0.0014384+0.00045414i,0.0007686+0.00019194i,-0.00035018-0.00019859i,-0.00033239+2.7924e-05i,0.00062363+0.00041792i,0.00095416+0.00015119i,0.0015115+0.00023558i,0.0016444+0.00036968i,0.00088426-2.3305e-05i,-0.00036256+0.00045135i,-0.001019+0.00058119i,-0.00035666+0.00018853i,2.0922e-05+0.00085438i,-0.00020402+0.00061915i,0.00083715-0.00018825i,0.0013422-0.00014676i,0.00085645-0.00042003i
0.0021953-0.00019296i,0.0031359-0.0014956i,0.0024884-0.0024217i,0.0022895-0.0021185i,0.0018539-0.0014148i,0.00092925-0.0010584i,0.0010242-0.00058404i,0.0014265-0.00081019i,0.0014391-0.00051302i,0.0010161-0.00021534i,0.00073399+0.00013303i,0.00090233+0.00081643i,0.0015504+0.001004i,0.0019853+0.00099276i,0.00069491+0.0007055i,-0.00073376+0.00041575i,-0.00038389+0.00048195i,7.4627e-05+0.00035803i,-0.0004468-9.2071e-05i,-0.00066251+9.8129e-05i,-0.00019982+0.0002074i,0.00033011+0.00039496i,-0.00032777+0.00040475i
0.0022258+0.0015055i,0.0022402+0.0013524i,0.002914+0.002105i,0.0026584+0.001544i,0.0012932+0.00021207i,0.00037412-0.00048714i,0.0005825-0.00052627i,0.00049738-9.9947e-05i,0.0010158+0.00060263i,0.0018234+0.00033822i,0.0020512-0.00020322i,0.0020124-0.000913i,0.0021252-0.0014111i,0.0020635-0.0010584i,0.00052361-0.00021737i,-0.00078485+0.00042822i,-6.3759e-05+0.00080113i,0.00029878+0.00093125i,0.00017942+0.00059048i,-7.2108e-05+0.0006721i,-0.00023168+0.00114i,-0.00071197+0.00093347i,-0.00080355+0.00061073i
0.00035171-0.0011264i,0.00063842-0.00078089i,-0.00090346-0.00079514i,-0.0014405+0.00057736i,-0.00064454+0.0015046i,0.00093149+0.00058679i,0.0021997-0.00026899i,0.0022396-0.00079908i,0.0017492-0.0010331i,0.0011057-0.00031665i,0.00087651-8.6289e-05i,0.00018445-0.000683i,-5.4948e-05-0.0010453i,0.00025267-0.00087887i,5.4893e-05-0.00036466i,-0.00053869+0.00068401i,-0.00095294+3.4355e-05i,-0.0008593-0.00097234i,-3.3099e-05-0.00017819i,0.0002618+0.00028645i,-0.00049338-0.00010858i,-0.00075084-7.2655e-05i,-0.00053428+0.00031165i
0.00050817+0.00078223i,0.0011051+0.00059151i,0.0016777+0.00057777i,0.0021418+0.00087341i,0.0011782+0.0011077i,0.00022181+0.00089465i,0.00072194-0.00044063i,0.0014487-0.0014772i,0.0010893-0.0013579i,0.00061329-0.0017424i,0.00056215-0.0013295i,0.00016664-0.00078289i,-0.00046327-0.00086506i,-0.00055753+8.8067e-05i,-0.0004921+0.0013384i,-0.00022379+0.0011665i,0.00035452+0.00050093i,0.00047703-0.00036389i,0.00050567-0.00036771i,0.0008228+0.00034454i,0.00046945+0.00040708i,-0.00029629+0.00085744i,-0.00064444+0.001061i
-0.0012061-0.00067257i,-0.0011055-0.00029789i,-0.0023204+0.00062394i,-0.0018435+0.00088028i,-0.0003031+0.0012799i,0.00081675+0.0012725i,0.0011725+0.00029711i,0.00019413-0.00081198i,-0.00035675-0.0014478i,-0.00050086-0.00045134i,-0.00078002+9.7119e-05i,-0.00053819+0.00024345i,-0.0005838+0.00086021i,-0.00079408+0.00067071i,-0.00030432+6.3232e-05i,-0.00022648-0.00032939i,0.00034-0.00036562i,0.00061261+9.8011e-05i,-5.0596e-05+0.00075103i,0.00016858+0.00085158i,0.00016416+3.1468e-05i,-0.00076089+0.00020059i,-0.00074375+0.00033119i
-0.0011985-0.00098391i,-0.0016992-0.00011849i,-0.0015464-9.1478e-05i,-0.00057772-0.00013792i,-0.00083953+0.00094065i,-0.00040471+0.00059659i,0.0015833-0.0006971i,0.0014544-0.00055399i,0.00073553+0.0007921i,0.00040447+0.0011041i,0.00017795+0.00046904i,0.00029199+0.0010935i,0.00036676+0.0015781i,0.00037263+0.0008427i,-2.576e-05+0.00020541i,-0.00024104-0.00034544i,-0.00034878-0.00052873i,-0.00042543-0.00043894i,7.5991e-05+0.00011929i,0.00052544+9.2989e-05i,-4.0127e-05-0.00038092i,-0.00076974-0.00041953i,-0.00078904-0.00065145i
0.00038821+0.0029671i,0.0018468+0.0035444i,0.0029639+0.0032502i,0.0023124+0.002528i,0.0022327+0.0019902i,0.002282+0.0014593i,0.0018534+0.0011008i,0.0017619+0.0013512i,0.0010824+0.00092774i,0.00078133+0.0010511i,0.0013045+0.0010079i,0.0013808+0.00016421i,0.00073581+0.00039591i,-0.00012543+0.00089906i,-0.0004776+0.00073596i,-0.00078232+0.00045881i,-0.0012632-1.4627e-05i,-0.00074523-0.00063741i,-2.5638e-05-0.00055288i,-0.00011221+0.00042498i,-0.00050366+0.00049927i,-0.00067587-0.00014068i,-0.00029843-0.00071993i
0.00023471-0.000107i,-8.2706e-05+0.00059175i,-0.00083411+0.00011903i,-0.0011293-0.00017522i,-0.00045778+0.00046325i,-3.0043e-06+0.00068072i,-0.00028923+0.00032791i,0.00025114-0.0001656i,6.9337e-05+0.00041922i,-0.00038252+0.0016298i,0.00027934+0.0017053i,0.0010899+0.0013454i,0.0018229+0.0013068i,0.0014349+0.00070895i,0.00044778+0.00064238i,-4.5474e-05+0.0012029i,-6.9242e-05+0.00096856i,-4.9009e-06+0.0003174i,0.00030633+0.00040373i,0.00034116+0.00058288i,8.3743e-05+0.00079831i,-3.5113e-05+0.00045003i,0.00021776+0.00021321i
0.00025377+0.00031739i,-0.00014551+0.00016447i,-0.00011851-4.5695e-05i,0.00037362-0.00018005i,0.00082327-0.00011198i,0.001279-0.00078161i,0.0022136-0.0011805i,0.0011314-0.0010211i,0.00021869-0.00026101i,0.0010482+0.00039831i,0.00055591+6.6107e-05i,0.00036023-0.00051219i,0.00078361-0.00074693i,0.0004206-0.00053146i,-0.00017884-2.4329e-05i,-9.1075e-05+0.00063536i,-0.00030205+0.00014145i,-0.00073801-0.000129i,-0.00017977+0.00022191i,0.00054568-0.0002331i,0.0003083-0.00016718i,-0.00020974+0.00048982i,0.0002296+0.00021096i
-0.00061949+0.0003921i,0.0010381+0.0014705i,0.0027409+0.0037046i,0.003635+0.0029216i,0.0037465+0.00084351i,0.002828-5.5125e-05i,0.0010421-4.8294e-05i,0.00082759-0.00021226i,0.0010594-0.00016943i,0.0010759-0.00065401i,0.0013574-0.0014092i,0.00092576-0.0019517i,-0.00013316-0.0018003i,-0.00062407-0.0010005i,-0.0012008+0.00015012i,-0.0011089+0.00068865i,-0.00033816+0.00022158i,5.5082e-05+0.00047683i,2.5394e-05+0.00061984i,-0.00021357-3.0056e-05i,-0.00059155-4.3773e-05i,-0.00062012-4.333e-05i,-0.00052354-0.00072813i
-0.00072716-0.00031176i,-0.00089772-8.7178e-05i,-0.00035863-0.00046325i,-0.00023881-0.00036644i,-8.033e-05-0.00076532i,0.00066957-0.00069042i,0.0019938+0.000126i,0.0024527-0.00011946i,0.0019164-0.00054322i,0.0012586-5.3625e-05i,0.00010055-0.00026945i,-0.00055879-0.0013689i,-0.00038678-0.0009942i,-0.00031125+0.00038229i,0.0001828+0.00057732i,8.7392e-05-0.00018962i,0.00046875-0.0001182i,0.00085719+0.00091099i,0.00084253+0.0014629i,0.00076427+0.00099765i,0.00068129+5.7741e-05i,0.00011919-9.162e-05i,0.00014605+0.00086977i
-0.0021457-0.0027093i,-0.0032743-0.0020103i,-0.0026441+0.00066397i,-0.0017197+0.0025911i,-0.0011674+0.0023552i,0.00042628+0.0013794i,0.0013772+0.0004027i,0.0019142-0.00036884i,0.0016958-0.00072433i,0.0012727-0.00093572i,0.0010683-0.0001837i,0.00015411+0.00023692i,-9.4329e-06-0.00056311i,0.00062127-0.00114i,0.00057135-0.00082412i,0.00040497-0.00061776i,0.00045315-0.00087522i,0.00031341-0.00042384i,6.1287e-05+0.00042436i,-0.00059931+0.0004589i,-0.00054318+0.00035995i,-0.00014427+0.0003669i,4.5911e-05+0.00039247i
0.00073839+0.00055482i,0.0020294+0.0016025i,0.0026168+0.001127i,0.0019883+0.00068734i,0.0016194+0.00089143i,0.0016617+0.00049791i,0.00072574-0.00053862i,-4.462e-05-0.0012158i,7.2334e-05-0.00077724i,2.2961e-05+0.00031467i,0.00012149+0.00047313i,0.00083443-0.0001585i,0.0012984-0.00026363i,0.0009609-0.00038855i,-0.00026005-6.6442e-06i,-0.00045701-0.00046435i,0.0001161-0.00094939i,0.00031787-0.000355i,0.00064021+0.00043243i,0.00071723+0.00045956i,0.00018229-0.00035264i,-0.00025989-0.00095211i,7.1501e-05-0.00079092i
0.0016407+0.00013853i,0.001468-0.0017982i,0.001156-0.0022061i,0.00050607-0.0011727i,0.0001729-0.00084233i,0.00050937-0.0005467i,0.00020856-0.00039009i,7.1221e-05-0.00045837i,0.00075971+0.00027084i,0.0011998+0.00079087i,0.00099876+0.00041148i,0.00075834+8.5917e-05i,0.00064428+0.00063102i,0.0011156+0.00079549i,0.00050672+0.00049696i,-0.00043669-6.6916e-06i,-0.00059273+1.386e-05i,-0.00056298+0.00048771i,-0.00026408+0.00035891i,0.00037189-0.0001856i,-0.00015351-0.00012515i,-0.00099543+0.00010985i,-0.00056786-0.00010656i
-0.00063501-0.00052448i,-0.00056365-0.00055825i,0.00095848+0.00011995i,0.0020605+0.0012752i,0.0016916+0.0013266i,0.0023346+0.00026831i,0.0025227-0.00038623i,0.0015414-0.0010053i,0.0015131-0.00049832i,0.0015764+0.00082657i,0.0013693+0.0010285i,0.00083319-7.2711e-06i,0.00048828-0.0015003i,0.00045905-0.0014478i,-0.00025646-0.00096158i,-0.00034692-0.00097965i,7.4613e-05-0.00010534i,0.00041257+0.00076662i,0.00019485+0.00081059i,0.00084359-2.3237e-05i,0.0012256+7.9477e-05i,0.00068065+0.00078138i,0.0003469+0.00072171i
0.0021765+0.00025858i,0.0024473+1.7335e-05i,0.0027102+9.4618e-05i,0.0014767+0.00052844i,0.00017267+0.00033827i,0.0007693-0.00022288i,0.0006531-0.00033234i,0.00057857-0.00020604i,0.00097226-0.0001736i,0.00083306+0.00033809i,0.0013492+0.00057251i,0.0017253+0.00023478i,0.00065555-0.00011381i,-0.00012883-0.00016367i,-0.00053183+8.3593e-05i,-0.00095596+0.00035193i,-0.00025948+0.00068574i,0.00031564+0.00069869i,-1.0664e-05+0.00015074i,-0.0001148-0.00053757i,0.00026949-0.00072305i,1.6433e-05-0.00044819i,-0.00047802-0.00041344i
