-0.001954+0.0017859i,-0.0031859+0.0024146i,-0.0032862+0.0028141i,-0.0022847+0.0013951i,-0.0021847+0.001093i,-0.0022251+0.0015992i,-0.0012397+0.0015872i,0.00016276+0.001504i,0.00073512+0.00072103i,0.00085895-0.00010661i,0.00091816-0.00018253i,0.00030794+0.00030508i,0.00066565+5.9944e-05i,0.0010062-7.7662e-06i,-0.00017171+0.00022163i,-0.00072176+0.00027865i,-0.00022817-0.00010134i,0.00022304-0.00058418i,0.00045403+0.00027895i,0.00038977+0.00059244i,0.0005978-0.00016712i,0.00043276+4.791e-05i,-0.00034568+0.00026551i
-0.32248+0.084043i,-0.096739+0.2919i,0.24389+0.43191i,0.37446+0.30858i,0.26832+0.11684i,0.14717+0.040869i,0.10252-0.00075493i,0.077948-0.053448i,0.049912-0.067257i,0.032412-0.031726i,0.029188+0.0090896i,0.031779+0.024376i,0.02673+0.024205i,0.010738+0.022562i,-0.004682+0.021686i,-0.011381+0.023739i,-0.0073721+0.020011i,0.006323+0.0086734i,0.018834-0.00052231i,0.020471+0.0047587i,0.018279+0.024768i,0.014769+0.0423i,0.0037903+0.050353i
-0.19079-0.13222i,-0.29651-0.27769i,-0.43865-0.41633i,-0.43374-0.34926i,-0.24031-0.19741i,-0.058586-0.12271i,0.030789-0.051273i,0.075131+0.011208i,0.062706+0.036744i,0.039986+0.059964i,0.053334+0.051417i,0.061027+0.016914i,0.052779-0.0024174i,0.04408-0.012721i,0.035166-0.018305i,0.02478-0.01937i,0.0095036-0.015802i,-0.0061692+0.00011081i,-0.017259+0.01667i,-0.023352+0.018905i,-0.024146+0.014215i,-0.020746+0.0050094i,-0.018169-0.0089654i
-0.331-0.36236i,-0.23469-0.047469i,0.14473+0.25193i,0.36026+0.19556i,0.23859+0.033964i,0.03572-0.0030794i,-0.081386-0.0064848i,-0.10026-0.0059032i,-0.066393-0.018186i,-0.078897-0.026483i,-0.10363+0.021718i,-0.086216+0.061797i,-0.064933+0.05447i,-0.042922+0.038702i,-0.02058+0.021421i,-0.011034+0.0078727i,-0.0043138-1.2659e-05i,0.0019261-0.010501i,0.0063549-0.019223i,0.0057047-0.018508i,0.00027739-0.0070157i,0.00021334+0.005248i,0.0057103+0.005175i
0.53589-0.51242i,0.28621-0.70309i,-0.1148-0.58033i,-0.22589-0.26345i,-0.11053-0.038522i,-0.010065+0.020319i,0.035753+0.020764i,0.036915+0.017992i,0.024545+0.030921i,0.02714+0.017303i,0.0081873-0.020034i,-0.0082365-0.028134i,0.0098066-0.023387i,0.021691-0.017962i,0.020543-0.0017918i,0.021154+0.013081i,0.018865+0.021851i,0.0084495+0.027388i,-0.0070648+0.026657i,-0.015259+0.017447i,-0.02241+0.0052753i,-0.030923+0.0047262i,-0.02254+0.016146i
0.45884+0.46436i,0.59273+0.44913i,0.52885+0.28983i,0.31859+0.1346i,0.12472+0.0031967i,0.021665-0.099955i,-0.017495-0.14839i,-0.030159-0.13586i,-0.045463-0.091705i,-0.046164-0.052573i,-0.030626-0.035441i,-0.025667-0.022448i,-0.02857-0.0099911i,-0.026563-0.010802i,-0.018963-0.016152i,-0.017944-0.021541i,-0.023453-0.023704i,-0.01565-0.024192i,0.005096-0.029009i,0.01504-0.035519i,0.010136-0.044692i,-0.00079325-0.050075i,-0.010997-0.038157i
0.15702+0.22292i,0.14781+0.17359i,0.063247+0.058945i,0.00089888-0.052611i,-0.0047266-0.088329i,0.029694-0.03179i,0.093733+0.030897i,0.12417+0.018704i,0.096805-0.025356i,0.057442-0.041267i,0.026102-0.031015i,0.01284-0.0082734i,0.034811+0.0081747i,0.059355+0.0088596i,0.050729+0.011035i,0.033382+0.022341i,0.022401+0.028152i,0.008332+0.02716i,-0.0038619+0.028217i,-0.001238+0.030084i,0.017151+0.030145i,0.029505+0.027309i,0.022553+0.021474i
-0.55477+0.5332i,-0.61748+0.57662i,-0.44651+0.36495i,-0.19011+0.11469i,-0.039808-0.031885i,-0.014351-0.07113i,-0.020277-0.030205i,0.00067904+0.014276i,0.018842+0.022497i,0.026203+0.018441i,0.025741+0.00094314i,-0.0048919-0.010838i,-0.039863+0.011209i,-0.03889+0.035493i,-0.016408+0.026873i,-0.0088526-0.0059357i,-0.016821-0.028696i,-0.013915-0.02569i,-0.0002729-0.017152i,0.0030848-0.016682i,-0.0031465-0.018753i,-0.012065-0.022943i,-0.019287-0.027338i
-0.38786-0.47938i,-0.18579-0.57269i,0.16921-0.42989i,0.32516-0.21561i,0.25305-0.082695i,0.12571-0.0068119i,0.025833+0.025008i,-0.016332+0.033524i,-0.005322+0.026668i,0.0066236+0.012154i,0.0053061+0.00077049i,0.0040659-0.016039i,0.0059711-0.025739i,0.00679-0.017412i,0.0053514+0.0019994i,0.017443+0.022294i,0.034464+0.020753i,0.026252+0.0019626i,0.0097598-0.0070945i,0.011469-0.0016148i,0.022935+0.014124i,0.036607+0.030867i,0.045237+0.034367i
0.20386-0.13141i,0.13452+0.011359i,-0.10313+0.18963i,-0.19391+0.25345i,-0.069399+0.15246i,0.013216-0.01656i,0.01592-0.077467i,0.022779-0.036795i,0.034527+0.017405i,0.046658+0.04027i,0.053262+0.017138i,0.03919-0.018209i,0.0067361-0.031217i,-0.022399-0.023234i,-0.025899-0.010737i,-0.021747-0.0059102i,-0.022916+0.0041454i,-0.012181+0.014484i,-0.00047959+0.013214i,-0.0064839+0.0097068i,-0.024577+0.0014774i,-0.045725-0.0076628i,-0.053856-0.0044372i
0.035676-0.40279i,0.062135-0.41881i,0.16696-0.361i,0.1633-0.27384i,0.054608-0.10155i,0.030306+0.070087i,0.045814+0.1081i,0.016404+0.059415i,-0.035635+0.013683i,-0.073248+0.017704i,-0.050895+0.061175i,0.0055022+0.081917i,0.036718+0.063924i,0.035725+0.028908i,0.015703+0.0050664i,0.0048398+0.0022603i,0.0081835-0.0053348i,0.0054277-0.01281i,0.0014213-0.0086284i,0.00345-0.0094425i,0.0077133-0.012045i,0.012911-0.012058i,0.0069244-0.014471i
0.43478+0.096999i,0.31763+0.16794i,0.054268+0.23738i,-0.04955+0.20817i,-0.013916+0.079824i,0.00056985-0.033077i,-0.011946-0.082904i,-0.033892-0.070467i,-0.025695-0.027065i,-0.0045762-0.027969i,-0.03343-0.04775i,-0.070553-0.036102i,-0.067986-0.023422i,-0.039935-0.019838i,-0.011736-0.015544i,-0.0030819-0.01027i,-0.0052546+0.0024726i,-0.0024147+0.013583i,0.0019754+0.01281i,0.0043692+0.0070725i,0.0031303+0.00099306i,-0.0025221-0.006514i,-0.0044826-0.016583i
-0.088876+0.35483i,-0.10408+0.24981i,-0.014445+0.022108i,0.057741-0.091177i,0.027392-0.038483i,-0.028885+0.059947i,-0.044285+0.1075i,-0.029461+0.07933i,-0.018417+0.030224i,-0.0075365+0.0012787i,0.0069359-0.01527i,0.014297-0.019837i,0.019586-0.010664i,0.023461-0.0046819i,0.015989-0.0051073i,0.006917-0.0057529i,0.0027031-0.011109i,-0.0023296-0.021359i,-0.0039984-0.028058i,0.0021376-0.028088i,0.012065-0.026293i,0.020273-0.0211i,0.025391-0.0092184i
0.28822-0.013903i,0.3872-0.16686i,0.26162-0.15742i,0.10262-0.0061482i,0.064178+0.033396i,0.054587-0.040238i,0.045503-0.07757i,0.047484-0.083241i,0.029816-0.061059i,0.035591-0.025602i,0.043873-0.038478i,0.012218-0.063454i,-0.0154-0.05694i,-0.018559-0.034762i,-0.0078397-0.01617i,0.0044381-0.0081054i,0.0079776+5.9294e-05i,0.0108+0.013593i,0.016561+0.024878i,0.020434+0.027816i,0.018165+0.022584i,0.0086778+0.011925i,-0.00050945+0.0041983i
-0.47799+0.51916i,-0.41653+0.76076i,-0.20711+0.62666i,-0.089393+0.29832i,-0.067282+0.12044i,-0.048339+0.093695i,-0.032488+0.094455i,-0.0059952+0.078533i,0.00044272+0.03695i,-0.013149+0.041874i,0.027945+0.079212i,0.084617+0.070959i,0.09207+0.044711i,0.070576+0.024884i,0.040214+0.0069016i,0.013466-0.00034914i,-0.002304-0.0059263i,-0.007336-0.011356i,-0.004096-0.010844i,-0.003705-0.0064647i,-0.0032292+0.0017092i,1.2406e-05+0.0073272i,-0.0052879+0.010043i
-0.38851-0.64007i,-0.46482-0.77343i,-0.32873-0.63466i,-0.12871-0.33718i,0.010293-0.075878i,0.06725+0.032182i,0.03835+0.044452i,-0.0016165+0.059612i,0.0023112+0.059328i,-0.0067114+0.033931i,-0.043777+0.029807i,-0.063047+0.043083i,-0.055337+0.044149i,-0.034689+0.035254i,-0.0078252+0.026502i,0.016031+0.018112i,0.028448+0.012474i,0.022546+0.014503i,0.004978+0.020275i,-0.0034247+0.020249i,-0.0013363+0.014173i,0.0022911+0.0031139i,0.0039525-0.015002i
0.21629+0.040358i,0.24385+0.29422i,0.25429+0.48245i,0.19249+0.38369i,0.020316+0.17049i,-0.11451+0.036993i,-0.14606-0.033315i,-0.11981-0.036775i,-0.065243-0.021111i,-0.045861-0.032927i,-0.053633-0.03242i,-0.041259-0.024373i,-0.0251-0.019456i,-0.012773-0.011834i,-0.010141-0.0097839i,-0.019337-0.0024305i,-0.021265+0.0051253i,-0.017541-0.0026333i,-0.013769-0.01353i,-0.012656-0.016656i,-0.016383-0.01411i,-0.01287-0.0065567i,0.0036146+0.00043602i
0.26781-0.63994i,0.010709-0.96907i,-0.33412-0.80414i,-0.36564-0.30389i,-0.15142+0.011433i,0.013129+0.089549i,0.077844+0.077483i,0.039329+0.030583i,-0.026899+0.036657i,-0.0084719+0.039531i,0.015826-0.014895i,-0.00047492-0.044209i,-0.0085337-0.038745i,-0.0071505-0.028601i,-0.00156-0.016706i,0.00023464-0.011618i,-0.0042994-0.0039204i,-0.0038981+0.0050478i,0.0016358+0.0047862i,0.0089508+4.4704e-05i,0.010917-0.0046768i,0.0049236-0.0047376i,-0.0007142+0.0020013i
0.66839+0.70081i,0.99814+0.81476i,0.85722+0.54889i,0.36995+0.18459i,-0.0023168-0.0038353i,-0.13167-0.061546i,-0.11953-0.068969i,-0.061829-0.074101i,-0.043325-0.085433i,-0.039723-0.052721i,0.011272-0.011213i,0.059712-0.0074423i,0.062889-0.010158i,0.049696-0.0090441i,0.034503-0.011722i,0.016624-0.013209i,0.0021871-0.011181i,-0.0030476-0.010508i,-0.0030834-0.0095656i,-0.0034829-0.0051696i,-0.0026953-0.0024275i,0.00011154-0.00032553i,0.0047474+0.00645i
-0.63988+0.30768i,-0.82457+0.25762i,-0.7022+0.052204i,-0.37291-0.072219i,-0.061309-0.052969i,0.11503-0.0010095i,0.15005+0.03076i,0.1099+0.02024i,0.057323-0.0052959i,0.031287-0.0043332i,0.025293+0.012972i,0.015508+0.029936i,0.0077374+0.035004i,0.0082704+0.032001i,0.015833+0.024849i,0.023144+0.0055947i,0.021511-0.013383i,0.019521-0.013399i,0.01901-0.0045599i,0.016028-0.00034203i,0.012532+0.0012676i,0.0055173+0.0021474i,-0.010118+0.004457i
-0.074988+0.11753i,0.19143+0.22894i,0.46054+0.19772i,0.41403+0.05561i,0.15274-0.036285i,-0.06528-0.054754i,-0.14696-0.029658i,-0.085523+0.0037427i,-0.0055954-0.017932i,-0.01751-0.025019i,-0.040139+0.019963i,-0.031878+0.042256i,-0.025816+0.035712i,-0.019422+0.025537i,-0.015192+0.021878i,-0.006764+0.030159i,0.0031681+0.031721i,-0.001314+0.020901i,-0.0080933+0.012693i,-0.0069397+0.01186i,-0.0010529+0.011287i,0.0031293+0.0048038i,0.0010655-0.0061948i
-0.52349-0.50216i,-0.8374-0.40136i,-0.77211-0.011619i,-0.36852+0.25995i,-0.0046283+0.24548i,0.15233+0.1388i,0.16118+0.053732i,0.085582+0.027873i,0.04302+0.053113i,0.049099+0.03283i,0.023473-0.019758i,-0.013379-0.040941i,-0.02601-0.037016i,-0.028786-0.021206i,-0.028456-0.0092227i,-0.027492-0.0011967i,-0.018756+0.0085887i,-0.0011474+0.011533i,0.007059+0.0072335i,0.0018194+0.00058562i,-0.0057997-0.0025325i,-0.0076591-0.0024477i,-0.0060436-0.0027871i
0.60455-0.37964i,0.68685-0.53355i,0.40152-0.48141i,0.027018-0.25564i,-0.13566-0.029093i,-0.13121+0.058789i,-0.092721+0.053341i,-0.063884+0.030547i,-0.058127+0.023052i,-0.050719+0.036624i,-0.018456+0.035377i,0.011804+0.0094828i,0.013039-0.011898i,0.00043714-0.021099i,-0.0054174-0.025744i,-0.0066854-0.026758i,-0.010976-0.021053i,-0.015365-0.0080047i,-0.012393+0.0083004i,-0.0027037+0.016812i,0.0032283+0.014418i,0.0063873+0.0050673i,0.011225-0.0098264i
0.13245+0.3269i,0.085219+0.34948i,0.0039427+0.24009i,-0.034664+0.1047i,-0.040385+0.016211i,-0.018586-0.018363i,0.0018222-0.044418i,-0.017734-0.070392i,-0.041689-0.071273i,-0.038606-0.062311i,-0.024116-0.04686i,-0.0051737-0.022592i,0.007746-0.0076891i,0.013467-0.0036417i,0.01591-0.0067576i,0.0084896-0.013993i,8.8862e-05-0.017074i,-0.00069698-0.019729i,-0.0023602-0.025547i,-0.0085226-0.026388i,-0.0099425-0.017454i,-0.0005512-0.0017933i,0.014516+0.01162i
0.18919+0.20849i,0.30069+0.1254i,0.25383-0.068164i,0.082179-0.16804i,-0.044209-0.1215i,-0.072802-0.043032i,-0.029973+0.0068254i,0.036684-0.00079168i,0.040644-0.036915i,0.0044723-0.024085i,0.0011529+0.017989i,0.017492+0.036174i,0.022478+0.023827i,0.011785+0.0064405i,0.0081788+0.0071484i,0.023987+0.010177i,0.0304+0.0053855i,0.017462+0.0056092i,0.0070445+0.011891i,0.0095721+0.014139i,0.013033+0.0073829i,0.0028333+0.0040774i,-0.011352+0.013315i
-0.37876+0.19944i,-0.36717+0.34871i,-0.098394+0.37518i,0.14477+0.23348i,0.16579+0.05269i,0.087388-0.031436i,0.03145-0.032813i,0.019847-0.010741i,0.044898-0.014755i,0.045138-0.049259i,0.0023758-0.055452i,-0.028303-0.027174i,-0.022401-0.004606i,-0.0060873+0.001476i,-0.0047724+0.0040661i,-0.0085851+0.013862i,-0.00041544+0.021298i,0.015181+0.013261i,0.021845-0.00063642i,0.010884-0.00651i,-0.0066071-0.0040972i,-0.017664+4.1795e-05i,-0.022025+0.0025995i
-0.090468-0.31063i,-0.17499-0.33218i,-0.27755-0.1567i,-0.24939+0.053894i,-0.063951+0.1323i,0.086932+0.099363i,0.11463+0.061268i,0.086823+0.065231i,0.067338+0.079034i,0.061044+0.067612i,0.041277+0.034211i,0.014188+0.010932i,0.0038621+0.0072861i,0.00021225+0.0046605i,-0.0059453-0.00082273i,-0.013906-0.0050859i,-0.022925-0.0034671i,-0.023051+0.007327i,-0.009274+0.016403i,0.0060307+0.013771i,0.013455+0.0044838i,0.0094423-0.010271i,-0.0064007-0.023668i
0.087849-0.0030328i,0.094015-0.026272i,0.085805-0.086462i,0.039154-0.085591i,-0.03633+0.0012497i,-0.084503+0.054497i,-0.11607+0.039337i,-0.12546+0.023451i,-0.097648+0.017345i,-0.062599+0.0062858i,-0.03256-0.00219i,-0.012687-0.006862i,-0.006301+0.00070804i,0.0050975+0.0091157i,0.01285+0.00057845i,0.0069864-0.0079975i,0.0037618-0.0064353i,0.0020988-0.0020855i,-0.005395+0.001007i,-0.014639+7.2411e-05i,-0.015664-0.0037459i,-0.0020401-0.012058i,0.014857-0.026899i
0.12728-0.033374i,0.13092-0.039099i,0.049466+0.013995i,-0.045945+0.077968i,-0.072908+0.10061i,-0.023726+0.076159i,0.036057+0.012713i,0.023979-0.032437i,-0.012774-0.011613i,-0.008076+0.020279i,0.0098886+0.018486i,0.014709+0.0030902i,0.0049661-0.010796i,-0.010583-0.011837i,-0.0089036-0.0036306i,0.0041358-0.0075029i,0.0042206-0.015951i,-0.0057487-0.013599i,-0.0084884-0.004298i,0.0057625-5.6566e-05i,0.020339+0.0001338i,0.023641+0.0098409i,0.027205+0.024671i
-0.045354+0.11691i,-0.035114+0.10469i,0.0070539+0.018885i,0.0049347-0.064048i,-0.066881-0.088156i,-0.10915-0.054053i,-0.079672-0.013205i,-0.035313-0.014178i,-0.026847-0.041129i,-0.039226-0.044441i,-0.033592-0.020765i,-0.014199-0.0035217i,-0.0010977-0.0033547i,0.005677-0.0054476i,0.0079407+0.00010841i,0.011274+0.008834i,0.018415+0.011523i,0.022392+0.0028924i,0.016608-0.0094404i,0.0040519-0.0085973i,-0.0063984+0.0039127i,-0.011577+0.014288i,-0.011512+0.018291i
-0.068907-0.093353i,-0.077451-0.057662i,-0.080261+0.069035i,-0.044796+0.13306i,0.038847+0.059763i,0.088351-0.022288i,0.083679-0.032451i,0.062781-0.015151i,0.049599-0.0022781i,0.038242-0.0058383i,0.012723-0.0069011i,-0.0044121+0.0078257i,0.0015739+0.0093131i,0.0041591-0.0028477i,-0.0043196-0.0067678i,-0.012436+0.00056146i,-0.017543+0.011588i,-0.014286+0.017251i,-0.0048021+0.015424i,0.0029319+0.011106i,0.0038709+0.0054218i,-0.0049273-0.00076729i,-0.018542-0.00061667i
0.083216-0.016927i,0.057404-0.063709i,-0.04399-0.15549i,-0.10524-0.16533i,-0.06539-0.073357i,-0.013823-0.015234i,-0.015211+0.00029628i,-0.021549+0.0089702i,-0.018803-0.0040494i,-0.018841-0.012467i,-0.011349-0.0090174i,-0.0048054-0.0076009i,0.0011187+0.0013505i,0.012243+0.0085047i,0.017292+0.0042458i,0.013282-0.0039756i,0.0093969-0.007921i,0.011478-0.0029273i,0.013037+0.0051461i,0.0040173+0.0080825i,-0.0099007+0.0042011i,-0.017642-0.0090806i,-0.021197-0.026741i
0.11097+0.038142i,0.18117+0.066929i,0.24566+0.081519i,0.22732+0.089053i,0.13808+0.10604i,0.070075+0.099934i,0.021642+0.047082i,-0.017833+0.012446i,-0.01418+0.017306i,0.010415+0.010978i,0.010083-0.0068569i,-0.0025719-0.011626i,-0.0074259-0.0044325i,-0.0080671+0.0051792i,-0.007427+0.0083029i,-0.0082019+0.0040648i,-0.016757-0.00041684i,-0.026488+0.0019301i,-0.023077+0.0062498i,-0.0084014+0.00024544i,0.007249-0.010303i,0.022974-0.011959i,0.037457-0.0072056i
-0.072449+0.15442i,-0.15138+0.21474i,-0.18815+0.20792i,-0.16471+0.1551i,-0.11871+0.096601i,-0.045257+0.049861i,0.032748+0.011861i,0.053956-0.013141i,0.029409-0.013563i,0.013871+0.0035102i,0.018448+0.011398i,0.016521+0.004782i,0.0019449+0.001258i,-0.0060287+0.0061232i,0.00043419+0.010344i,0.012955+0.0089343i,0.021842+0.004834i,0.017716+0.0014683i,0.0034677-0.00026043i,-0.0036626+0.0012488i,-0.00056497+0.0053575i,0.0024567+0.0085521i,0.0012356+0.010413i
-0.16294-0.04941i,-0.19561-0.084115i,-0.13389-0.036589i,-0.064766+0.026214i,-0.053937+0.032393i,-0.066939+0.042202i,-0.063877+0.062354i,-0.046117+0.056723i,-0.030205+0.032516i,-0.026693+0.017588i,-0.024758+0.019898i,-0.011421+0.020063i,-3.5375e-05+0.0064334i,-0.0045072-0.0087123i,-0.01688-0.012556i,-0.0229-0.0035802i,-0.018067+0.0049564i,-0.0098611+0.0044412i,-0.0014299+0.0023694i,0.0062056+0.0051523i,0.0078956+0.010081i,0.0039312+0.013959i,-0.0017735+0.015324i
-0.01628-0.1373i,-0.075293-0.18482i,-0.19206-0.1454i,-0.22549-0.075337i,-0.12204-0.059588i,-0.01419-0.081818i,0.024892-0.0816i,0.017215-0.058205i,-0.0013083-0.027427i,-0.0076165-0.0011625i,-0.0063236+0.007313i,-0.0063353+0.0049024i,-0.0065683+0.0035867i,-0.003205+0.0047515i,0.0034567+0.0017885i,0.0038881-0.0075906i,-0.0013307-0.011695i,0.00058238-0.010717i,0.0043957-0.012063i,-0.0008378-0.0085994i,-0.010996+0.00074039i,-0.019518+0.0056586i,-0.02461+0.0027292i
0.15734-0.13185i,0.26602-0.22823i,0.28392-0.2946i,0.199-0.24871i,0.08931-0.10398i,0.0052693+0.027884i,-0.045842+0.074576i,-0.056116+0.056646i,-0.048787+0.017941i,-0.052322-0.0085922i,-0.052091-0.013328i,-0.033465-0.011714i,-0.0068832-0.013698i,0.010622-0.017229i,0.012496-0.015625i,0.0065938-0.0083729i,0.00059202+0.00041502i,-0.0053798+0.0080945i,-0.0081868+0.011917i,-0.0088453+0.007073i,-0.0087125-0.0037252i,-0.0012607-0.01274i,0.012008-0.019164i
0.15882+0.149i,0.21527+0.28325i,0.19634+0.33894i,0.14916+0.26665i,0.12515+0.11885i,0.12476-0.014524i,0.12579-0.085466i,0.10074-0.090308i,0.070791-0.058249i,0.057268-0.037508i,0.044205-0.032215i,0.028241-0.019942i,0.01574-0.0022167i,0.0095592+0.012231i,0.014414+0.015667i,0.022652+0.0063005i,0.023231-0.0021643i,0.017387-0.0015909i,0.011564+0.0020642i,0.0076587+0.00048643i,0.003574-0.0056914i,-0.0026667-0.006706i,-0.0053475+0.0033098i
-0.075493+0.16862i,-0.1299+0.20148i,-0.14059+0.14086i,-0.11281+0.087284i,-0.080419+0.099222i,-0.069878+0.13474i,-0.05825+0.15412i,-0.028475+0.12256i,-0.020155+0.057554i,-0.030284+0.024342i,-0.019289+0.023177i,-0.0014904+0.017999i,0.0074265+0.010174i,0.0085568+0.002889i,-0.003462+0.0024571i,-0.012172+0.012303i,-0.010202+0.014388i,-0.0062592+0.0044485i,-0.0006159-0.0041513i,0.0067418-0.0060581i,0.013312-0.0044921i,0.014486-0.0021741i,0.0061004+0.00083449i
-0.14881+0.038898i,-0.21717+0.068093i,-0.21137+0.10648i,-0.14423+0.11633i,-0.047005+0.062317i,0.022927-0.027024i,0.02454-0.075778i,-0.00029058-0.051022i,0.012232-0.0075414i,0.038672+0.00083489i,0.03465-0.0024739i,0.014189+0.0067289i,-0.0054241+0.018582i,-0.015023+0.026964i,-0.0099358+0.022475i,-0.0071122+0.010251i,-0.0098907+0.0061888i,-0.0095597+0.0067754i,-0.0093923+0.0045893i,-0.0075193+0.0054296i,-0.0024504+0.010485i,0.00023681+0.0093342i,-0.004493+0.0010803i
-0.11403-0.1685i,-0.15399-0.28216i,-0.15245-0.33615i,-0.14632-0.2666i,-0.13251-0.087172i,-0.093031+0.061758i,-0.055861+0.10052i,-0.042672+0.066752i,-0.05457+0.031098i,-0.066325+0.033859i,-0.054207+0.043423i,-0.035531+0.025945i,-0.02436-0.0011735i,-0.013271-0.019902i,-0.0077519-0.026008i,-0.0065506-0.022306i,-0.001999-0.01796i,0.0025318-0.011278i,0.0050842+0.00021243i,0.0050365+0.0092004i,0.0026468+0.010737i,0.0039558+0.0040659i,0.007998-0.0087926i
0.12713-0.12374i,0.24078-0.10674i,0.31879-0.02142i,0.28823+0.0089247i,0.17293-0.032375i,0.087231-0.071758i,0.055415-0.094989i,0.033148-0.085541i,0.030743-0.052487i,0.030728-0.045737i,0.010486-0.044581i,0.0034793-0.028418i,0.0055964-0.017247i,-0.00022401-0.0066466i,0.0043546+0.00021836i,0.013651-0.0042767i,0.012944-0.0060221i,0.0073078-0.0037803i,0.0021806-0.0034182i,-0.0039695-0.002735i,-0.011853+0.0003853i,-0.013209+0.0084235i,-0.00052859+0.015371i
0.1233+0.020574i,0.081709+0.060131i,-0.037758+0.11172i,-0.093778+0.12833i,-0.073655+0.098644i,-0.050563+0.085806i,-0.010793+0.096816i,0.024262+0.062599i,-0.0055038+0.017232i,-0.042556+0.022365i,-0.032999+0.032152i,-0.0095766+0.020788i,0.011279+0.0062825i,0.02363-0.0058686i,0.0199-0.0024554i,0.014414+0.010671i,0.011297+0.013273i,0.0068512+0.0064611i,0.0020427-0.0027215i,-0.0021063-0.0094547i,-0.0041882-0.012051i,-0.0064743-0.0089782i,-0.009567+0.0019987i
0.078761+0.10426i,0.085036+0.1228i,0.056968+0.083737i,0.040926+0.048098i,0.053386+0.026764i,0.045171-0.0093921i,-0.0093606-0.014006i,-0.031206+0.02761i,0.0099481+0.030375i,0.033023-0.021845i,0.01276-0.044874i,-0.00213-0.018838i,-0.00069085+0.011615i,0.0016984+0.027861i,0.0019745+0.030718i,-0.0013859+0.026427i,-0.0036941+0.022395i,-0.00089597+0.018123i,0.001518+0.013739i,0.0036951+0.0087959i,0.003926+0.00064178i,-0.0030705-0.0059686i,-0.012901-0.0065745i
-0.084113+0.11119i,-0.1398+0.093781i,-0.18566+0.014208i,-0.19369-0.0053078i,-0.12604+0.044181i,-0.032522+0.055187i,0.0055651+0.01771i,-0.0066158-0.011143i,-0.031576-0.0078904i,-0.029536+0.020257i,-0.0035924+0.029763i,-0.0010546+0.015606i,-0.011418+0.0093994i,-0.011751+0.0037904i,-0.015494-0.0046548i,-0.020833-0.0078835i,-0.019303-0.010106i,-0.011266-0.010602i,0.0011088-0.0078257i,0.0096349-0.0071025i,0.012423-0.0081198i,0.013275-0.011528i,0.0084743-0.015975i
-0.094468-0.021706i,-0.033856-0.048663i,0.12208-0.084502i,0.17348-0.1058i,0.073544-0.052645i,0.010093+0.027908i,-0.0045392+0.030981i,-0.026759+0.01466i,-0.0046217+0.011508i,0.022379-0.015478i,0.009983-0.02898i,-0.001243-0.024475i,-0.011297-0.022758i,-0.020923-0.01228i,-0.014908-0.0061584i,-0.0059246-0.0096133i,-0.0030421-0.0068264i,-0.004541+0.0027513i,-0.0075806+0.0089223i,-0.0067168+0.010797i,-0.0025296+0.013928i,0.0065052+0.014294i,0.018414+0.0033749i
-0.067152-0.072993i,-0.11494-0.00039675i,-0.12178+0.16281i,-0.078015+0.21738i,-0.050054+0.11207i,-0.041329+0.02365i,0.01131-0.013134i,0.038572-0.053089i,-0.0031009-0.039703i,-0.018793+0.025758i,0.0079064+0.051304i,0.02168+0.028273i,0.021004+0.00062695i,0.018923-0.0164i,0.017477-0.02061i,0.018085-0.016052i,0.017058-0.010924i,0.01189-0.0083828i,0.0035624-0.0066148i,-0.0026059-0.0024421i,-0.0049214+0.0033675i,-0.004789+0.010279i,-0.0022313+0.020164i
0.057975-0.1299i,0.023677-0.20737i,-0.072973-0.19557i,-0.10494-0.11297i,-0.065592-0.048392i,-0.067359+0.016031i,-0.078686+0.098112i,-0.04139+0.12573i,0.00035205+0.078552i,-0.0067487+0.016044i,-0.032945-0.0025184i,-0.023693+0.0097212i,0.00041231+0.011039i,0.007237+0.008708i,0.0099124+0.013551i,0.012451+0.016219i,0.008808+0.013578i,0.0040745+0.0076836i,0.0025592+0.0014301i,0.002721-0.0020662i,-0.0017931-0.0018596i,-0.011385+0.0021756i,-0.017721+0.005709i
0.13648+0.0072952i,0.1542-0.032434i,0.050387-0.061142i,-0.0356-0.02302i,0.0038996-0.018595i,0.042394-0.10679i,0.011569-0.15821i,-0.023445-0.12571i,-0.044999-0.06632i,-0.042415-0.013593i,-0.022297+0.0042626i,-0.015556+0.0061966i,-0.0055334+0.014659i,0.0081541+0.013225i,0.0045789+0.0085935i,-0.0069171+0.0086925i,-0.012775+0.0058289i,-0.010718+0.00065664i,-0.0055488-0.0058728i,-0.0036234-0.011864i,-0.0041178-0.016266i,-0.0056975-0.019948i,-0.00935-0.017264i
0.074735+0.11455i,0.18256+0.084562i,0.23026-0.090671i,0.13026-0.186i,0.026682-0.057854i,0.016593+0.082536i,0.00029661+0.10628i,-0.025935+0.091484i,-0.01273+0.050122i,-0.0091793-0.013886i,-0.024541-0.040433i,-0.028913-0.031485i,-0.031108-0.015995i,-0.031394-0.00091675i,-0.023692+0.0043173i,-0.014656+0.00039948i,-0.0072524-0.00073186i,0.00019839+0.0067352i,0.0070151+0.015844i,0.011143+0.017161i,0.012626+0.0096349i,0.012566-0.0043655i,0.0091315-0.019412i
