-0.0014667+0.00087205i,-0.00041361+0.00059858i,-5.4546e-05+0.0016496i,-6.1263e-05+0.0029729i,-0.0013266+0.0025275i,-0.0021224+0.001566i,-0.0017496+0.0017693i,-0.0011907+0.002498i,0.00072499+0.0019674i,0.0023645+0.0011551i,0.0020708+0.00055554i,0.0012056-0.00030423i,0.0001713-0.00072i,-0.00074632-0.0013484i,-0.00081121-0.0015595i,-0.0006768-0.00043058i,-0.00095527+0.00042492i,-0.00034766+0.00021378i,-2.8802e-05+8.509e-05i,-0.00015042-0.00037735i,0.00018381-0.00034519i,-0.00045041+0.00040306i,-0.00080416+0.00098809i
-0.0066911+0.011008i,-0.021672+0.021484i,-0.039855+0.024687i,-0.041852+0.013733i,-0.027066+0.003043i,-0.012607+0.0031968i,-0.0071486+0.0074422i,-0.0068011+0.0081433i,-0.0041072+0.0052947i,-0.00088503+0.0030097i,-1.8422e-05+0.0021365i,-2.8489e-06+0.00044895i,0.00044697-0.0023982i,0.0011416-0.0031424i,0.0013322-0.0010696i,0.00081177-0.0012049i,3.765e-05-0.0031692i,-2.0211e-05-0.0048404i,3.4892e-05-0.0075943i,-0.00065302-0.0086811i,-0.00074624-0.0074428i,-0.0010207-0.0054506i,-0.0018409-0.0030701i
-0.0042798-0.011164i,-0.005371-0.029506i,0.0042713-0.045254i,0.019578-0.039175i,0.023558-0.01838i,0.017164-0.0062923i,0.012083-0.0037955i,0.0095295-0.0021189i,0.0068275-0.0011893i,0.0045944-0.0010427i,0.0035958-0.00055259i,0.0038981+0.0012154i,0.0039837+0.003067i,0.0019034+0.0040587i,-0.00071837+0.0045495i,-0.0018816+0.0053508i,-0.0034986+0.0060787i,-0.0058039+0.0064857i,-0.0060664+0.0079975i,-0.0046867+0.0090854i,-0.0030261+0.0077174i,-0.00099465+0.0056323i,0.001412+0.0039233i
0.010438+0.00082541i,0.022657+0.010873i,0.026559+0.026495i,0.012133+0.030922i,-0.0052533+0.018443i,-0.0097575+0.0042931i,-0.0060437-0.0033714i,-0.00168-0.0065214i,-0.00023688-0.0057917i,-0.00065783-0.0032824i,-0.00080046-0.0024851i,-0.0017909-0.0037553i,-0.0032217-0.00464i,-0.0022803-0.0049217i,2.9084e-05-0.0042783i,0.00098055-0.0029108i,0.0024941-0.0012337i,0.0054919-0.00026784i,0.0077522-0.0015696i,0.0064005-0.0036035i,0.0025331-0.0037622i,4.419e-05-0.0027029i,-0.001153-0.0026533i
-0.0085499+0.0080887i,-0.023937+0.014306i,-0.038654+0.011765i,-0.034712+0.0031825i,-0.016669+0.00035341i,-0.0036688+0.0046363i,0.00083116+0.010844i,0.00069101+0.010738i,-7.3884e-05+0.0053999i,0.00012144+0.0012791i,-6.29e-05+0.00051339i,-0.00052772+0.00044318i,1.9583e-05+5.7022e-05i,-9.2217e-05-0.00021933i,-0.0017675-0.001084i,-0.0026622-0.0029723i,-0.0029228-0.0053774i,-0.0047085-0.0071777i,-0.0051379-0.0068977i,-0.0038299-0.0049762i,-0.0014628-0.0036288i,0.0001742-0.0035313i,-0.00018947-0.0024363i
-0.004507-0.0094259i,-0.0012843-0.022692i,0.0098186-0.029817i,0.021765-0.022277i,0.021918-0.0099432i,0.012546-0.0060782i,0.0065102-0.0065546i,0.0063857-0.0036019i,0.0060743-0.00083755i,0.0038254-0.0028452i,0.002274-0.0043589i,0.0022031-0.0027383i,0.0024312+0.0005728i,0.00062388+0.0030296i,-0.00050572+0.0037116i,0.00033438+0.0037618i,2.1033e-05+0.0043811i,-0.0010963+0.005942i,-0.00041801+0.007962i,0.00050612+0.0085552i,0.0007079+0.0070462i,0.0011876+0.0056484i,0.0021321+0.0050262i
0.010968+0.0015941i,0.020719+0.0089518i,0.02038+0.020234i,0.0044685+0.022927i,-0.010454+0.014017i,-0.013086+0.0046848i,-0.010299+0.00092848i,-0.0068705+0.00029118i,-0.002429+0.00021424i,0.00027528+0.00026186i,-0.00015373-0.0007522i,-0.0019155-0.0019157i,-0.0032782-0.0028529i,-0.002316-0.0035209i,0.00067551-0.0030206i,0.002817-0.0022619i,0.0039469-0.0016165i,0.005593-0.003188i,0.0064272-0.0061686i,0.0044807-0.0072116i,0.0014495-0.0049914i,-0.000391-0.0018364i,-0.0021288-0.0013364i
-0.0085981+0.01103i,-0.020078+0.016914i,-0.027705+0.014182i,-0.019646+0.002143i,-0.0036052-0.0012503i,0.0048815+0.00020096i,0.0048489+0.0017247i,0.00089935+0.0035423i,-0.00052219+0.0032704i,0.0017356+0.0025317i,0.0030342+0.0022677i,0.002501+0.0017797i,0.0024356+0.00047967i,0.0017448+0.00033074i,-7.6077e-05+0.0012178i,-0.0012551+0.0012231i,-0.0023424-0.00041303i,-0.0047997-0.0011299i,-0.0068524+0.00052068i,-0.0054375+0.0016848i,-0.0019285+0.0010155i,-0.00030419-0.00013413i,-0.00044778+0.00046662i
-0.0099774-0.0038351i,-0.0086371-0.01127i,0.0040597-0.0056702i,0.018345+0.0019576i,0.020649+0.0053244i,0.01689-0.0036649i,0.0087038-0.011557i,0.004116-0.0095777i,0.0038254-0.0035473i,0.0046858-0.00062288i,0.0047422-0.0029229i,0.0022663-0.0045852i,-0.00073925-0.0037181i,-0.0028478-0.0032812i,-0.0038447-0.0016575i,-0.0024485+0.002776i,-0.00048456+0.0060258i,0.0025375+0.0067217i,0.005543+0.0064756i,0.0047612+0.0055707i,0.0018498+0.0041921i,0.0012218+0.0038674i,0.0023579+0.0033798i
0.008046-0.0012523i,0.016223+0.0052205i,0.013587+0.013381i,0.00020036+0.017389i,-0.0086885+0.012558i,-0.0082182+0.0069551i,-0.0048969+0.0048399i,-0.0023933+0.0018128i,-0.00037045-0.00078511i,0.00041852+0.00011767i,0.00054793+0.00050897i,0.00023805-0.00056497i,-0.00092552-0.00093647i,-0.0013287-0.0017856i,-0.00028495-0.002139i,0.00039838-0.00209i,0.001127-0.0033951i,0.0015694-0.005878i,0.00099393-0.00863i,0.00030808-0.0082542i,-0.00026305-0.0053134i,-0.0006367-0.00404i,-0.0016432-0.0040158i
-0.0033804+0.0043889i,-0.011502+0.0074622i,-0.019163+0.0012081i,-0.015657-0.0076814i,-0.003741-0.006806i,0.0046002-0.00018648i,0.0081317+0.0037034i,0.0084674+0.0045196i,0.0069062+0.0028526i,0.0044974+0.00039146i,0.0025175+0.0007555i,0.0023898+0.0023008i,0.0029573+0.0022104i,0.0020577+0.0019403i,0.00017451+0.0019131i,-0.0014159+0.0011464i,-0.0038186+0.00067966i,-0.0062017+0.0018881i,-0.0062181+0.0051915i,-0.0033109+0.0065896i,-0.00085094+0.0025565i,-0.00088605-0.00062603i,-0.00029649+0.00027542i
-0.0035914-0.0064602i,-0.0016649-0.013902i,0.0043984-0.017769i,0.0075344-0.011832i,0.0033552-0.0046775i,-0.00038293-0.0023297i,-0.00066645-0.0030082i,0.0010954-0.0036864i,0.0029573-0.0030634i,0.0011048-0.002892i,-0.0023609-0.0030832i,-0.0035515-0.001985i,-0.0029773-0.00061833i,-0.0018477-0.00067998i,-0.00064942-0.00037585i,0.0011696+0.00084241i,0.0023377+0.001766i,0.003995+0.0020025i,0.0063719+0.00099713i,0.0063662-0.00040436i,0.00362-0.00038516i,0.0019204+0.00095576i,0.0026937+0.0011505i
0.0061776+0.00077299i,0.012023+0.0051544i,0.011005+0.012026i,0.0018712+0.014599i,-0.0051039+0.0097833i,-0.007265+0.0050704i,-0.0069833+0.0051407i,-0.0050654+0.0052834i,-0.0014591+0.0028531i,0.0010012-0.0001796i,0.00034494-0.001813i,-0.0003874-0.0015083i,-0.00068674-0.00093922i,-0.00022028-0.0015741i,0.0001798-0.0020334i,0.00058177-0.0019512i,0.0010579-0.0021058i,-9.6682e-05-0.0043514i,-0.0031066-0.0072364i,-0.0049096-0.0062994i,-0.0029127-0.0035515i,-0.00086667-0.0031426i,-0.0022656-0.0033422i
-0.0054922+0.0059757i,-0.012212+0.0068666i,-0.015108+0.00098108i,-0.0095595-0.0055494i,-0.00090618-0.005434i,0.0026877-0.0033098i,0.0024927-0.00098709i,0.0020077+0.0016771i,0.0019272+0.0015518i,0.0028333-0.00097142i,0.0033146-0.0027266i,0.0014856-0.00229i,-3.1714e-05-0.00087697i,-0.00063211+0.00041579i,-0.00076643+0.0010884i,-0.00073139+0.0015931i,-0.0017841+0.0029666i,-0.0034981+0.0053936i,-0.0028608+0.0073013i,0.00027651+0.0068901i,0.0018179+0.0037602i,0.0012975+0.0017867i,0.0014039+0.0018843i
-0.0015208-0.0066735i,0.00023899-0.011891i,0.0055226-0.013139i,0.0073407-0.0075198i,0.0030811-0.0028946i,-0.00080542-0.0024625i,-0.0022099-0.0044416i,-0.00061154-0.0062113i,0.0013804-0.0054286i,0.00031446-0.0040891i,-0.0016352-0.0039027i,-0.0019233-0.00387i,-0.0017466-0.0023817i,-0.0011479-0.00099278i,-0.00086529-0.0006642i,0.00030961-0.00021806i,0.0031415-0.00018046i,0.0053755-0.0011856i,0.0064017-0.0033816i,0.0050249-0.0047358i,0.0027938-0.0039282i,0.0020235-0.0012672i,0.0012903+0.00010271i
0.0068013+0.0012166i,0.0096965+0.0046372i,0.0060187+0.010334i,-0.0012741+0.010746i,-0.0032653+0.0058325i,-0.0011163+0.0022573i,0.0010706+0.0027107i,0.0022231+0.0032898i,0.004034+0.0014199i,0.0054272-0.00069424i,0.0050786-0.001485i,0.0044002-0.00075714i,0.0025146-7.1457e-05i,0.00077331+1.9142e-05i,-0.00014391+0.00042226i,-0.0010399+0.00022879i,-0.00094504-0.0016257i,-0.0017619-0.0037977i,-0.0039587-0.0035067i,-0.0045756-0.0016004i,-0.0028398-0.00088229i,-0.0023633-0.0010068i,-0.0039303-0.00098481i
-0.0034125+0.0038939i,-0.0069922+0.0060132i,-0.0087645+0.00045199i,-0.0043703-0.0065538i,0.00073576-0.0068523i,0.0025861-0.0029837i,0.0029193-0.00096535i,0.0036161-0.00033948i,0.0030051-6.7723e-06i,0.0011204-0.00029583i,0.0010048+0.00071914i,0.0016299+0.0015288i,0.0014013+0.0016611i,0.00063915+0.0019059i,-0.00049938+0.0019581i,-0.0017882+0.0021133i,-0.0028345+0.0035615i,-0.0021764+0.0065534i,0.00067999+0.0080892i,0.0042119+0.0066147i,0.004332+0.0030584i,0.0017444+0.0008297i,0.0012755+0.0012392i
-0.0057835-0.0048591i,-0.0044-0.0081366i,-0.0015664-0.0065039i,0.00055983-0.00021766i,-0.00073339+0.0029275i,-0.0014385+0.002458i,-0.0010031+0.0014422i,7.1032e-05-5.39e-05i,0.00047868-0.0012173i,-0.0010278-0.0010518i,-0.0026682+1.6137e-05i,-0.0028063+0.00042733i,-0.0016773-0.00099598i,-0.00088447-0.0025521i,-0.00034523-0.0023869i,0.0010931-0.0017086i,0.0026816-0.0028003i,0.0034441-0.0049872i,0.0028971-0.0074954i,0.0018866-0.0071534i,0.001742-0.003492i,0.0024703-0.00074209i,0.0018313+5.7732e-05i
0.003678-0.001416i,0.0061817+0.0011735i,0.0027869+0.0050342i,-0.0037569+0.006509i,-0.0052792+0.0037898i,-0.003884+0.0019179i,-0.00073517+0.0033626i,0.001992+0.0044552i,0.0024134+0.0017297i,0.002263-0.001577i,0.0023331-0.002227i,0.0016656-0.0016372i,0.00086004-0.0018735i,0.0011293-0.0020004i,0.00040969-0.00094556i,-0.0007987-0.00010101i,-0.0013838-8.5315e-06i,-0.0029776+0.00071116i,-0.0047438+0.002139i,-0.0049482+0.0032346i,-0.0042655+0.002302i,-0.0029785+0.00042257i,-0.0022392-0.00013474i
-0.00072495+0.0026987i,-0.003126+0.0043411i,-0.0043909+0.0014939i,-0.00063176-0.0033848i,0.0030704-0.0035286i,0.0029213-0.0020479i,0.00059203-0.0016913i,0.00059187-0.00072996i,0.0017522+0.00026474i,0.00086709+4.5549e-05i,5.7924e-05-0.0010288i,-0.00031784-0.001271i,-0.00074367-0.0003657i,-0.00054596+0.0003593i,-0.00086367+0.00055187i,-0.001073+0.00042382i,-0.00084943+0.0017768i,0.0010692+0.0037299i,0.0040346+0.0035885i,0.0054406+0.002569i,0.0036219+0.0013798i,0.0014219+0.0011639i,0.0012254+0.0016965i
-0.00013513-0.0043412i,-0.00018943-0.0071237i,0.00129-0.008845i,0.00056914-0.0045089i,-0.0034527-0.00041079i,-0.0052674-6.4369e-05i,-0.0043409+0.00037768i,-0.0020863+0.00011682i,0.00027451-0.0011587i,-2.5592e-05-0.0013653i,-0.00086786-0.00133i,-0.00062404-0.0016394i,0.00034067-0.0015897i,0.00086171-0.0011623i,0.00099137-0.0012229i,0.0020402-0.0018894i,0.0025855-0.003976i,0.0020152-0.0075494i,-8.0239e-05-0.0096303i,-0.0024235-0.0082106i,-0.0021136-0.004846i,-0.00030423-0.0031014i,-0.00030629-0.0025007i
0.0036732+0.00021135i,0.0041348+0.0028481i,0.0018811+0.0043984i,-0.0012717+0.0026668i,-0.00027528-0.00045986i,0.0026571-0.001176i,0.0040224+0.00032243i,0.0037119+0.00088366i,0.0031684-0.00029337i,0.0032032-0.00261i,0.003359-0.0037841i,0.0032085-0.0027032i,0.0021101-0.00080477i,0.0010808+0.00019566i,0.00052411+0.00042874i,0.00063134+0.0011247i,-0.00046305+0.0020442i,-0.0027669+0.0034099i,-0.0033916+0.005777i,-0.00312+0.006062i,-0.0031522+0.0031288i,-0.0031655+0.0010252i,-0.0027588+0.00076702i
-0.0027508+0.00029284i,-0.0052813+0.00051284i,-0.0063804-0.00032215i,-0.0050608-0.0023251i,-0.0029781-0.0017488i,-0.0015378-0.00027343i,-0.00057321-0.00080656i,0.0013886-0.0013928i,0.0024512-0.0014708i,0.0012666-0.00051961i,0.00047669+0.00089084i,-5.3877e-06+0.00095855i,-0.00055724+0.0011651i,-0.00063313+0.0018567i,-0.00019971+0.0016543i,0.00052581+0.00027116i,0.00033563+0.00043863i,0.0016652+0.0011147i,0.0048596-4.9606e-05i,0.0062153-0.00089124i,0.0050848-0.00088422i,0.0030977-0.00077798i,0.002991-0.00051432i
-0.0018014-0.0033251i,-0.0024473-0.0043328i,-0.00082609-0.001682i,0.00079697+0.0023088i,2.7275e-05+0.0032873i,-4.5608e-05+0.0025986i,0.00039061+0.0024815i,0.00085015+0.0019186i,0.0010384+0.0003645i,0.0012411+3.1977e-05i,0.00054693+0.00064401i,-0.00036561+0.00034209i,-0.00077595-0.0023064i,-0.0018871-0.0044297i,-0.0022588-0.0034177i,-0.00088422-0.0023042i,0.00056783-0.0030033i,-6.2309e-06-0.0045366i,-0.0020206-0.0051832i,-0.0032669-0.0045164i,-0.0031931-0.0027063i,-0.0018118-0.0016002i,-0.0011854-0.00094623i
0.0022327-0.0019367i,0.0021235-0.0010343i,-0.00050652-0.00060569i,-0.0032888-0.0018504i,-0.0031695-0.0017688i,-0.00052433+0.00048188i,0.0016535+0.0025492i,0.0025426+0.0025177i,0.0020924+0.00046961i,0.0010413-0.0010954i,0.00028726-0.0018713i,0.00017065-0.0025514i,0.0015432-0.0016382i,0.0026606-0.00052758i,0.001902-0.00063834i,0.00071042+0.00055013i,-0.00038554+0.0031886i,-0.0011852+0.0057677i,-0.00042296+0.0079934i,0.00019946+0.0082742i,-0.0015261+0.0055276i,-0.002527+0.0029608i,-0.0016383+0.001206i
-0.0022845+0.002112i,-0.0039322+0.003379i,-0.0042106+0.0025754i,-0.0032542+0.0021934i,-0.002926+0.0025217i,-0.0028341+0.00078907i,-0.0021744-0.00071114i,-0.00052257-0.00098089i,0.0014153-0.00074555i,0.0017776-8.0722e-05i,0.0010565-0.00078678i,0.00063435-0.00065097i,-0.00014008+0.00076116i,-8.12e-05+0.0013343i,0.00056879+0.00065948i,0.0008522-0.00054662i,0.00078972-0.00072161i,0.00062467-0.0018254i,0.0020586-0.0042214i,0.0036305-0.0052962i,0.0040255-0.0049908i,0.0034811-0.0034894i,0.0024842-0.0016697i
-0.0017861-0.0015809i,-0.0020191-0.0024397i,-0.0018898-0.0015688i,-0.00075759+0.00017927i,2.2451e-06+0.00068438i,2.9331e-05-0.00013544i,-0.00012491+8.3829e-05i,-0.00035551+0.00017558i,0.000659-0.0011367i,0.0016147-0.0015173i,0.0011162-0.00036142i,0.00026328+0.00032175i,-5.6342e-06-0.0010764i,-0.00097057-0.0024623i,-0.0013705-0.0021129i,-0.000472-0.0015425i,-0.00027347-0.0024708i,-0.0016226-0.0034255i,-0.0042387-0.002511i,-0.0058618-0.0015488i,-0.0048586-0.0010519i,-0.0024692-0.00055062i,-0.0014647-0.00019798i
0.0011278-0.0004473i,0.0025652-0.001045i,0.0023016-0.0011557i,0.00056897-0.0012472i,0.00024629-0.0013101i,0.00048958-0.0010218i,0.00085969-0.0006102i,0.0022696-0.00016397i,0.0029881-0.0010476i,0.0021828-0.0025742i,0.00087575-0.0039778i,-0.00034519-0.0036835i,-0.00017584-0.0012636i,0.00091715+0.00080745i,0.00035198+0.0014931i,-0.0008212+0.0022798i,-0.00032534+0.0030237i,0.0011035+0.0041744i,0.0024426+0.0054727i,0.0027972+0.0052166i,0.001665+0.0029931i,0.00024452+0.0011327i,0.00020471+0.00050388i
-0.00078653+0.002301i,-0.0014106+0.0021529i,-0.0011808+0.00086745i,-0.001015+0.00064223i,-0.0013093+0.00087813i,-0.0013361+0.00023339i,-0.00084711-0.00012566i,0.0006185+0.00021189i,0.003064+0.0009707i,0.0044625+0.0014454i,0.0041951+0.00038294i,0.0017372-0.00025701i,-0.00084134+0.00057917i,-0.0016276+0.00086382i,-0.00068675+0.0004365i,0.00037858-0.00050274i,-0.00016523-0.0017107i,-0.0011417-0.0028615i,-0.00020934-0.0049514i,0.0021301-0.0060062i,0.0035466-0.0050165i,0.0035007-0.0029065i,0.0027586-0.00084828i
0.001391-0.00036306i,0.00091244-0.0020964i,0.0017398-0.0036586i,0.0015732-0.0028215i,0.00056899-0.0024831i,0.00082067-0.0020311i,0.0014063+2.6333e-05i,0.001262+0.0013768i,0.00068908+0.00083907i,-5.2572e-05+0.00039589i,-0.00088827+0.00081256i,-0.0013725+0.0010981i,-0.0018181+0.00043037i,-0.0023067-0.00068055i,-0.0018508-0.00069751i,-0.00042191-0.00077895i,-0.000155-0.001424i,-0.001223-0.0014299i,-0.0019817+0.00040723i,-0.0027399+0.0020689i,-0.0027275+0.0018408i,-0.001966+0.00119i,-0.0021414+0.00089766i
0.00081419-0.00073506i,0.00026991-0.00049763i,-0.00028495-0.0005817i,-0.00075438-0.0013275i,-0.00052948-0.0017513i,0.00054613-0.00012498i,0.00088957+0.00083772i,0.00086252-0.00029303i,0.00086008-0.0012441i,-0.00059665-0.0020616i,-0.0021717-0.0028471i,-0.0013962-0.0022271i,0.0010619-0.00099144i,0.0023901-0.00050408i,0.0011843-0.0010177i,5.3937e-05-0.00036567i,0.00060014+0.0015667i,0.0023007+0.0029931i,0.0036667+0.0034423i,0.0038122+0.0026022i,0.0023695+0.0017568i,0.0011919+0.0016614i,0.00059059+0.00092878i
-0.0009828+0.00063019i,-0.0023577+0.0014711i,-0.003904+0.0019504i,-0.0037572+0.0025173i,-0.0031176+0.0027964i,-0.00271+0.0014885i,-0.0019552+6.4341e-05i,-0.00025276-0.0002421i,0.0020502+0.00032445i,0.0033184+0.00067989i,0.0032921+0.00040493i,0.0021243-6.3599e-05i,0.00067453-0.00047828i,-7.177e-05-0.00062469i,-0.00032985-0.00047471i,0.00039863-0.00065162i,0.00013184-0.0021023i,-0.0014718-0.0036094i,-0.0019972-0.0050542i,-0.00073037-0.0055387i,0.00069704-0.0046882i,0.00084025-0.003262i,0.00017914-0.0013481i
0.00029073-0.0012262i,0.00061545-0.0024283i,0.0018739-0.0028641i,0.0018102-0.0013867i,0.0013963-0.00045362i,0.00099006-0.00062605i,0.00063993-0.00045534i,0.0012982-0.00017459i,0.001626-0.00052743i,0.0004914-0.00065366i,-0.0010222-0.00038041i,-0.0015127+0.00043283i,-0.0015553+0.00066674i,-0.0020271+0.0002268i,-0.0022037+0.0010621i,-0.000952+0.0022404i,0.00058954+0.0023902i,0.0010872+0.0023668i,0.00011268+0.0033503i,-0.0013069+0.0040713i,-0.0016953+0.0038947i,-0.0013609+0.00256i,-0.0012698+0.0010929i
0.0010949-0.00046121i,0.00097474+0.00062522i,-0.0021339+0.0006539i,-0.0040229+0.0013586i,-0.0027631+0.0020204i,-0.00080791+0.0015213i,-0.00024883+0.00072232i,6.9815e-05+0.00035601i,0.0013837-0.00061659i,0.0018119-0.0021597i,0.00013092-0.0028538i,-0.00058789-0.0025019i,0.00064999-0.0011596i,0.0026188-5.149e-05i,0.002983+0.0001453i,0.0019502+0.00056713i,0.0016926+0.0011321i,0.0016337+0.0011323i,0.0014266+0.00052361i,0.0017942-0.00053107i,0.0013298-0.00085105i,5.8011e-05-0.001349i,0.0002052-0.0019073i
0.0019294+0.0023703i,0.0010399+0.0015619i,0.00082429-0.00059779i,0.00076328-0.0025699i,-0.00047658-0.0024381i,-0.0010016-0.0013438i,0.0005793-0.00033007i,0.0030453+0.00017905i,0.0045586-0.0006805i,0.0048775-0.001582i,0.005041-0.001719i,0.0033422-0.00085772i,-8.6219e-05+0.00084458i,-0.002212+0.0012752i,-0.0019953+0.00091449i,-0.0013905+0.0004599i,-0.0017288-0.0012337i,-0.0024825-0.0026543i,-0.0027654-0.0032785i,-0.0019489-0.0043684i,0.00032987-0.0039111i,0.0012798-0.0018167i,0.0010361-0.00087101i
-0.0034272-0.00067036i,-0.0030134-0.001137i,-0.0021392+0.00032789i,-0.00046309+0.0015826i,-4.5245e-05+0.00087623i,-1.6389e-05-0.00014211i,0.00070628+0.00010751i,0.0017174+0.0010565i,0.0020926+0.0017459i,5.2051e-05+0.0019429i,-0.0018031+0.0017743i,-0.0016736+0.0017061i,-0.0015778+0.0011529i,-0.0017474+0.00024656i,-0.0016747+7.3355e-05i,-0.00063724+0.00032952i,0.0016015+0.00071248i,0.002505+0.001681i,0.0018958+0.003086i,0.00093981+0.0039255i,0.00014475+0.0031728i,-0.00022388+0.0018644i,-0.0004089+0.001009i
0.0021756-0.0019116i,0.0016841-0.0041246i,-0.00041035-0.0049452i,-0.0034026-0.0034694i,-0.004328-0.0011881i,-0.0030155+0.00094058i,-0.00083297+0.0020545i,0.00029702+0.0013718i,0.0002512-0.001131i,-0.00067567-0.002566i,-0.0018657-0.0021862i,-0.0018513-0.0013066i,-0.0003571-0.00083443i,0.0014343-0.0014421i,0.0023962-0.0032806i,0.00161-0.0033965i,0.00015739-0.0022544i,-5.1312e-05-0.0017013i,5.7338e-05-0.0018558i,0.00048327-0.0022949i,0.0013619-0.0022843i,0.0012155-0.0013281i,0.0012623-0.0011205i
0.00014152+0.0020026i,-9.4485e-05+0.0028379i,-0.00017802+0.0031629i,0.00043911+0.0029677i,0.0017524+0.0020039i,0.0021558+0.00076438i,0.0018371+8.8075e-05i,0.0017003-0.00038573i,0.0022314-0.0012053i,0.0032407-0.0022842i,0.0038164-0.0035379i,0.0027451-0.0039308i,0.00076031-0.0019097i,-0.0011019+0.00059551i,-0.0019956+0.0016378i,-0.0015588+0.0018867i,-0.0012628+0.00072012i,-0.0014149-0.00042379i,-0.0015405-0.00036139i,-0.0016644-0.00065659i,-0.00054069-0.00098794i,0.00025881-0.00080235i,0.00022342+0.00031706i
-0.0027387+0.001676i,-0.0034213+0.0021279i,-0.0027306+0.0025696i,-0.0014939+0.0026713i,-0.0014946+0.0018899i,-0.0018504-7.0847e-06i,-0.0021393-0.0014446i,-0.001288-0.0011698i,-0.00034112+8.3758e-06i,-0.00043042+0.0006431i,-0.00033459+0.001065i,0.00054935+0.0016377i,0.00063199+0.00088552i,7.2268e-05+0.00010032i,0.00081236+0.0001044i,0.0016858+7.7887e-08i,0.0022717+0.00059754i,0.0033404+0.0011092i,0.0035276+0.00186i,0.0025754+0.0021234i,0.00070577+0.0014339i,-0.00091594+0.00086402i,-0.0011339-0.00030605i
-0.00043451-0.0018559i,-0.0011406-0.0010363i,-0.0017106-0.0013386i,-0.0013496-0.0012543i,-0.0007947-0.00031515i,-0.00069544+0.00028261i,0.00025645+0.0001558i,0.0015399-0.0002725i,0.00186-0.0010916i,0.0013268-0.0016937i,0.00089172-0.0020819i,0.00086801-0.0022047i,0.00073205-0.001344i,0.00076617-0.0013176i,0.0006235-0.0020767i,-0.00045604-0.0019014i,-0.0019073-0.00089094i,-0.0019798-0.0010795i,-0.0022691-0.0027167i,-0.0023652-0.0028221i,-0.0011969-0.0023689i,-0.00049573-0.0023642i,0.00046262-0.0018764i
0.00026109-0.00017033i,0.00080845+0.00059321i,0.00038393+0.0011675i,-0.00058348+0.0019605i,0.00038427+0.0011106i,0.0016781-0.00037157i,0.0015098-0.00050455i,0.002349-7.4062e-05i,0.0030307-0.00030508i,0.0030173+0.00024633i,0.0032109+0.00021278i,0.0033949-0.00073766i,0.0017867+0.00035467i,-0.00095901+0.0021813i,-0.0013674+0.0026386i,-0.00017036+0.0021007i,0.00024007+0.00094499i,-0.00028966+0.00029053i,-0.00070195+0.0013439i,-0.00092664+0.0016595i,-0.00047202+0.00092788i,0.00010326+0.00039678i,-0.00037421-0.00018854i
-0.0012557+0.0022499i,-0.00075172+0.002088i,-0.0009979+0.0026005i,-0.0011608+0.0010101i,-0.0010826-2.5563e-05i,-0.00063904+0.00033796i,2.2115e-05+8.6842e-05i,0.0011126+0.00065149i,0.0014035+0.0026862i,0.00055161+0.0034014i,-0.00020313+0.0033322i,-0.00078435+0.0028453i,-0.0009898+0.00010154i,-0.00086812-0.0022495i,-0.00078268-0.0022669i,-0.00010059-0.0016007i,0.00061606-0.0011456i,0.00094871-0.0012437i,0.0015771-0.0012293i,0.0020832-0.00062207i,0.0013802-9.9644e-05i,0.00041146-0.0004244i,0.00050918-0.00027594i
0.00039366-0.0029731i,-0.00097188-0.0032745i,-0.00041262-0.0035049i,0.0010013-0.0025677i,0.0014879-0.0012865i,0.00045602-5.9916e-05i,-0.00036756+0.00067904i,9.5557e-05+0.00052405i,0.00049046-0.00092812i,-0.00047599-0.002763i,-0.0019352-0.0032927i,-0.0026401-0.0029848i,-0.0015424-0.0022035i,0.00075483-0.0010946i,0.0010876-0.00077077i,-0.00048743-0.0013004i,-0.0024345-0.0010467i,-0.0030619-0.0010223i,-0.0026988-0.0018897i,-0.001852-0.0025715i,-3.3784e-06-0.0019677i,0.0013177-0.0006593i,0.0014993-0.00017007i
-0.00032772+0.00013643i,-7.9871e-05+0.00028826i,0.00046431+0.0013964i,0.0006088+0.0017111i,-0.00017014+0.00053761i,-0.00049535-0.00074204i,6.3679e-05-0.00094483i,0.00096353-0.0007196i,0.0023956-0.0012664i,0.0031802-0.0019757i,0.0029394-0.0021312i,0.0026591-0.0019369i,0.0013808-0.00074521i,0.00020384+0.0018322i,0.00033969+0.0039677i,0.0010965+0.003476i,0.0015711+0.0015763i,0.0018232+0.00073618i,0.0026719+0.0012129i,0.0029047+0.0014558i,0.0024458+0.00061334i,0.001676+0.0005177i,0.00022309+0.001573i
0.0012391-0.00028421i,0.00044894-0.00039599i,-0.00010077-0.0020703i,-0.001661-0.0030335i,-0.0025294-0.0026783i,-0.0023253-0.0011033i,-0.0017478+0.00081873i,-0.00063461+0.001603i,-8.4841e-05+0.00144i,-2.3876e-05+0.00080029i,0.00018723+0.0007602i,0.00060305+0.00090893i,-0.00029456-0.0005168i,-0.00096681-0.0020335i,-0.00077707-0.001911i,-0.00027445-0.0014167i,0.00075887-0.0013571i,0.0012106-0.0013829i,0.0014428-0.0015252i,0.0014238-0.0014858i,0.00059006-0.0012313i,-0.00011695-0.00091574i,9.6046e-05-0.00083659i
