-0.0042262+0.0007791i,-0.0033976+0.00050938i,-0.0042868+0.0015571i,-0.0033164+0.0014664i,-0.0017562+0.00098634i,-0.00099108+0.0020644i,-0.00089133+0.0024842i,8.1048e-05+0.0021466i,0.0015088+0.0017678i,0.0017529+0.0014218i,0.0012344+0.00091997i,0.00028632-0.00018033i,-0.00017675-0.00018862i,7.6064e-06-0.00020495i,0.00022982-2.2113e-05i,7.6009e-05+0.00055941i,7.7591e-05+0.00035121i,2.9215e-05-0.00086888i,0.00020099-0.00070772i,0.00030387+0.00061752i,-0.00035164+0.00038074i,-0.00015896-0.00033315i,0.0011825+0.00013545i
0.075586-0.010221i,0.12201-0.029793i,0.1307-0.05598i,0.11645-0.065537i,0.11934-0.03283i,0.11338+0.017325i,0.069436+0.034563i,0.029559+0.023826i,0.010148+0.01231i,-0.00099568+0.0045787i,-0.004665-0.0021594i,-0.0059558-0.0063812i,-0.0072741-0.0058426i,-0.0056421-0.0015264i,-0.0027177+0.0030691i,0.00031242+0.0058693i,0.0032392+0.0054682i,0.0057069+0.0045406i,0.0075609+0.0024712i,0.0078928-0.0040071i,0.0059036-0.013275i,0.0021756-0.015893i,-0.0010163-0.010714i
-0.056388+0.051653i,-0.0893+0.085992i,-0.089298+0.095891i,-0.072925+0.061178i,-0.074348-0.0044001i,-0.067658-0.052653i,-0.033823-0.051165i,-0.0091416-0.027994i,-0.0044916-0.014218i,-0.0032767-0.0082336i,0.0012652-0.0044364i,0.0051157-0.00066431i,0.0050175+0.0027313i,0.0034352+0.0045654i,0.0021495+0.0024919i,0.00032788-0.001052i,-0.0012012-0.0023508i,-0.0023742-0.0016014i,-0.0024314+0.00080715i,-0.0017015+0.0058663i,-0.0014845+0.011941i,-0.0019178+0.013495i,-0.0015843+0.0098101i
0.022869-0.070474i,0.03493-0.11678i,0.025537-0.12341i,0.0078751-0.073825i,0.0089167+0.00055901i,0.0095712+0.050177i,-0.001128+0.049281i,-0.0023346+0.023591i,0.0047427+0.0059899i,0.0082147-0.0017927i,0.0065445-0.0046286i,0.0011651-0.002793i,-0.0031397-0.00036642i,-0.0037534+0.00067844i,-0.0028798+0.0019151i,-0.00098007+0.0026997i,0.0012922+0.0026438i,0.0035296+0.0019852i,0.006544-0.00015255i,0.008332-0.0053457i,0.0076718-0.012316i,0.0055281-0.013209i,0.0019903-0.0082176i
0.014352+0.068218i,0.021856+0.11581i,0.023796+0.11918i,0.013208+0.069048i,-0.0043297+0.0042652i,-0.0011347-0.036828i,0.011792-0.037513i,0.009633-0.018561i,0.0051954-0.0059285i,0.0051026+8.4147e-05i,0.0047516+0.0054577i,0.0058443+0.0069774i,0.0066162+0.0044908i,0.0031909+0.0010053i,-0.00071495-0.0012485i,-0.0031071-0.0011926i,-0.0037043+0.00040225i,-0.0018142+0.00097839i,-0.0013651+0.00024036i,-0.0039401+0.0017721i,-0.0061773+0.0064608i,-0.004694+0.0096953i,-0.0006349+0.0080863i
-0.045048-0.047695i,-0.074103-0.082785i,-0.077417-0.073835i,-0.050875-0.014107i,-0.026546+0.044006i,-0.03074+0.063602i,-0.035006+0.048579i,-0.018515+0.025914i,-0.0044183+0.012684i,-0.0023163+0.0085664i,-0.0040611+0.0083706i,-0.0030967+0.0063944i,-0.00043217+0.00095726i,-0.00085692-0.0039064i,-0.0019434-0.0041199i,-0.00064602-0.0011862i,0.00062717+0.0011859i,0.0012887+0.0016749i,0.0018849+0.0011215i,0.0021455-0.0016911i,0.002917-0.0070928i,0.0038508-0.0099825i,0.0027648-0.0083954i
0.061455+0.021012i,0.10518+0.036894i,0.11544+0.028346i,0.090305-0.0092095i,0.069737-0.041516i,0.068808-0.045451i,0.057827-0.027078i,0.03033-0.0094526i,0.010167-0.0014838i,0.00049416+0.0010967i,-0.0022168+0.0018145i,-0.0013763+0.0010999i,0.00044688+0.00041473i,0.0026198+0.00058135i,0.0025231+0.0013274i,0.000939+0.0020698i,0.00058568+0.0024059i,0.00026953+0.0011158i,-0.0029018-2.8489e-05i,-0.0070093+0.0033976i,-0.0085194+0.0084212i,-0.0067148+0.0090427i,-0.0039691+0.0063552i
-0.056398+0.018119i,-0.10138+0.024861i,-0.10143+0.031568i,-0.060922+0.039223i,-0.036253+0.043366i,-0.040725+0.037025i,-0.035999+0.01981i,-0.016367+0.0042119i,-0.0061189-0.0034614i,-0.0049087-0.0043997i,-0.0040671-0.0036208i,-0.0019474-0.0028793i,0.00062759-0.0023409i,0.00044616-0.0015885i,-0.00052032-0.00083109i,0.00049489-0.0021661i,0.00012727-0.0027916i,-0.001518-0.0012787i,-0.0013254+0.00058868i,0.0014287-0.00051425i,0.0042228-0.0050021i,0.0036203-0.0072246i,0.001302-0.0053402i
0.040927-0.045977i,0.074657-0.076479i,0.074048-0.089483i,0.043807-0.084287i,0.035084-0.070974i,0.04711-0.045613i,0.039872-0.01947i,0.01901-0.0097597i,0.0079737-0.0082098i,0.0039575-0.0079513i,-9.6009e-05-0.0074823i,-0.0022027-0.0040664i,-0.0016741+0.00032914i,-7.3571e-05+0.0011195i,0.0010971+0.001151i,0.00044088+0.0021369i,-0.00016148+0.0023583i,0.00081664+0.0017894i,0.0016309+0.0022967i,0.000383+0.0037774i,-0.0014913+0.0059509i,-0.001841+0.0072994i,-0.00095998+0.0065983i
-0.01218+0.05751i,-0.029961+0.098851i,-0.038416+0.10761i,-0.035818+0.081999i,-0.043993+0.050708i,-0.050419+0.019977i,-0.035424-0.003144i,-0.017579-0.0065553i,-0.0084377-0.0032015i,-0.0013157-0.003509i,0.0036366-0.003341i,0.0032155-0.0012483i,-0.00035375+0.00038773i,-0.0025073-0.00042081i,-0.0033221-0.0027101i,-0.0023152-0.0036243i,-0.00060162-0.003055i,-0.00016448-0.0014338i,0.0017462+0.00054908i,0.0062892-0.0010017i,0.0079783-0.0051231i,0.0057387-0.0067375i,0.0035762-0.0053748i
-0.021429-0.050331i,-0.028636-0.091313i,-0.02678-0.096757i,-0.018424-0.061964i,0.0014396-0.027052i,0.018029-0.0042313i,0.010581+0.0094339i,0.00070878+0.011797i,0.00087345+0.00982i,0.0006006+0.0075796i,-0.00056068+0.004786i,-0.001583+0.0019258i,-0.0019134+5.077e-05i,-0.00025462-0.0001758i,0.00052999+0.00036791i,7.0029e-05+0.003001i,0.00097177+0.0057013i,0.0033669+0.0056355i,0.0050918+0.0038595i,0.0034018+0.0027836i,-0.00045+0.0038848i,-0.0016932+0.0046677i,-0.0014132+0.0037239i
0.041596+0.035387i,0.066776+0.068952i,0.06608+0.084188i,0.043581+0.066084i,0.015059+0.035441i,-0.0057214+0.0081513i,-0.0065282-0.0022389i,-0.00093847+0.0033182i,0.00064376+0.0063158i,6.7876e-05+0.0067139i,0.0005377+0.0064565i,0.0042297+0.0034904i,0.0040722+0.001222i,0.00012043+0.0004256i,-0.0021316-1.3638e-05i,-0.0025435-0.00077373i,-0.0025632-0.0015869i,-0.0022743-0.0014657i,-0.00061557-0.0012019i,0.00092195-0.002119i,0.0017726-0.0045734i,0.0023694-0.0056646i,0.001768-0.0046213i
-0.050171-0.0056232i,-0.082962-0.021069i,-0.079939-0.033899i,-0.040814-0.023963i,-0.0047386+0.0015665i,0.0060362+0.022372i,0.0027962+0.02638i,0.0039105+0.015328i,0.0052055+0.0058691i,0.00022369+0.0045327i,-0.0026321+0.006118i,-0.00080713+0.0039856i,0.0015044-0.0011414i,0.0023701-0.0030031i,0.0023232-0.00042923i,0.0019448+0.0025649i,0.0016987+0.0030673i,0.0015377+0.001268i,0.00034598-0.00074258i,-0.0025952+0.00014782i,-0.0054834+0.0028808i,-0.005742+0.0035906i,-0.0038932+0.0027211i
0.045028-0.020164i,0.081931-0.02226i,0.091643-0.014632i,0.064106-0.015304i,0.029892-0.025027i,0.015778-0.026829i,0.01638-0.017237i,0.014655-0.0090315i,0.0087075-0.0087993i,0.0031463-0.0074599i,-0.0003889-0.0026342i,-0.00097142+0.0019061i,0.00014142+0.0036746i,-0.0005706+0.0029025i,-0.0012899+0.0013963i,-0.00086383-0.00086135i,-0.0005896-0.0032878i,-0.0011534-0.0040655i,-0.0014152-0.0028637i,-0.00094265-0.0019636i,8.9345e-05-0.0027995i,0.00076887-0.0032795i,0.0010502-0.00243i
-0.028543+0.031785i,-0.059329+0.04638i,-0.076192+0.038536i,-0.057206+0.021056i,-0.028055+0.015144i,-0.015914+0.019211i,-0.010439+0.014237i,-0.0034271+0.0013375i,0.00019646-0.0056086i,0.001374-0.0073102i,-0.0004773-0.0064992i,-0.0024763-0.0034449i,-0.00097797-0.0023859i,0.00059433-0.0022034i,0.00053639-2.7172e-05i,0.0013634+0.0024183i,0.002458+0.0030748i,0.0016759+0.0027589i,-0.00029368+0.0026478i,-0.0010399+0.0027051i,-0.0016233+0.0032708i,-0.002874+0.0026403i,-0.0025029+0.001132i
0.0055629-0.039419i,0.021788-0.065157i,0.03249-0.068024i,0.016757-0.048036i,-0.00063296-0.029867i,0.0052737-0.023986i,0.010057-0.018356i,0.0026712-0.0099629i,-0.000322-0.0047118i,0.0016077-0.0040665i,0.00055355-0.003805i,-0.0017806-0.00017162i,-0.0017016+0.0039606i,-0.00047864+0.0029845i,-0.0006098-0.0011884i,-0.0022434-0.0027079i,-0.0027699-0.0014368i,-0.001142+0.00096593i,0.0017103+0.0026637i,0.0041259+0.0023584i,0.0046734+0.00045041i,0.0044776-0.00084092i,0.0034912-0.0010703i
0.018563+0.031815i,0.013113+0.063387i,0.00038394+0.077049i,-0.0042359+0.063206i,-0.0045979+0.044209i,-0.0085883+0.027955i,-0.010814+0.011968i,-0.0093317+0.0066584i,-0.0067432+0.0075728i,-0.0036419+0.0054114i,-0.00092621+0.00033284i,-0.00095139-0.0042007i,-0.002241-0.0050702i,-0.001454-0.0026863i,-0.0010052-0.0004953i,-0.00186+0.00067569i,-0.0032571+0.0024354i,-0.0027843+0.0039022i,-0.00047234+0.0039244i,0.00077478+0.0022778i,0.00011208+0.0015651i,-0.0010395+0.0023219i,-0.001093+0.0013267i
-0.029894-0.016042i,-0.039694-0.042798i,-0.03248-0.052184i,-0.013715-0.031252i,0.004189-0.014247i,0.011229-0.010099i,0.0051234-0.0020376i,-0.0012507+0.0049014i,-0.0022339+0.0060825i,-0.0031709+0.0062263i,-0.0024472+0.0066077i,0.0008579+0.0047292i,0.0018864+0.0012169i,-3.3623e-05-0.0018536i,-0.0021489-0.0045245i,-0.0038126-0.0039787i,-0.0033356+0.00063421i,-0.0010267+0.0044723i,0.0022802+0.0038085i,0.0050204+0.00015569i,0.0054105-0.0024469i,0.0040035-0.001994i,0.0020043-0.00010682i
0.032467+0.00054511i,0.054966+0.018138i,0.059156+0.030177i,0.043874+0.021592i,0.023884+0.011635i,0.0059004+0.0056141i,-0.00090364+0.0016389i,0.0022076+0.0031154i,0.0025057+0.0025442i,-0.0014662+0.0008909i,-0.0031154+0.00060499i,-0.0019427-0.0015699i,-0.0012883-0.0030281i,-0.0010337-0.00085456i,-0.00047503+0.0018111i,0.00029498+0.0027624i,6.3034e-05+0.0011211i,-0.00045536-0.0015554i,-0.0009319-0.0023416i,-0.0017966-0.0014853i,-0.0029598-0.00081557i,-0.0042581-0.0007794i,-0.0032971-9.3672e-05i
-0.023283+0.012471i,-0.050065+0.0065727i,-0.05384-0.0077135i,-0.02957-0.015919i,-0.0098554-0.016339i,-0.0028104-0.0065679i,-0.0010888+0.0049547i,0.0025648+0.0035497i,0.0053157-0.0026573i,0.0035681-0.0033303i,0.0017134-0.00029187i,0.0017092+0.0018746i,0.0011809+0.0019967i,-0.0015947+0.0008402i,-0.0037688+0.00069206i,-0.0010742+0.0027824i,0.0034209+0.0026832i,0.0065098+0.0012347i,0.0071569+0.00028457i,0.0048248-0.0010733i,0.0023081-0.0008651i,0.0019242-0.00090621i,0.0012374-0.0011233i
0.015282-0.023473i,0.03844-0.032911i,0.044159-0.027262i,0.022152-0.018504i,0.00084145-0.016295i,-0.0065352-0.010582i,-0.00062679-0.0043186i,0.0055839-0.0032371i,0.0059668-0.0047527i,0.0055847-0.0053038i,0.0035998-0.0047435i,0.0010995-0.0020481i,0.00057862+0.00056575i,0.00041077+0.0017908i,0.00075589+0.0032003i,0.0020324+0.0022284i,0.0015731-0.00092643i,-0.00074069-0.0025591i,-0.0027572-0.0021143i,-0.0042027+0.00036583i,-0.0047898+0.0024123i,-0.0041377+0.0022866i,-0.0025511+0.00079625i
-0.00052012+0.027049i,-0.017192+0.044128i,-0.032504+0.040878i,-0.032654+0.023249i,-0.021339+0.017915i,-0.0090142+0.017657i,-0.0024385+0.01175i,-0.00048371+0.0030016i,0.0012098+0.00018233i,0.0043495+0.0018559i,0.0056796+0.0018473i,0.0046159+0.0014631i,0.003558+0.00052651i,0.0022359-0.0013764i,0.0008854-0.002014i,0.00030894-0.0012119i,0.0011347+0.00089734i,0.0018282+0.0033341i,0.001745+0.0033735i,0.0023406+0.0017781i,0.0043139-0.00016099i,0.0051907-0.00096392i,0.0037156+1.4677e-06i
-0.011588-0.017968i,-0.0077238-0.037775i,0.0057917-0.037285i,0.010493-0.015092i,0.0033458+0.0010608i,0.0034752+0.0036247i,0.0062148+0.00097131i,0.0024145+0.0020341i,-0.0023867+0.0040868i,-0.0044713+0.0043241i,-0.0033331+0.0054589i,-2.9651e-05+0.0063325i,0.0020645+0.004211i,0.0034361+0.00042861i,0.0020247-0.0025268i,-0.002444-0.0038314i,-0.006744-0.0035581i,-0.0089935-0.0017392i,-0.0075567+0.0010132i,-0.0044566+0.0022351i,-0.0032975+0.0018905i,-0.0031184+0.0016675i,-0.0016424+0.00093604i
0.015528+0.011791i,0.021619+0.029257i,0.011741+0.043654i,0.0058186+0.041771i,0.013009+0.030343i,0.014218+0.017574i,0.007443+0.006121i,-0.00021941+0.0021903i,-0.0050918+0.0030556i,-0.0073943+0.0021777i,-0.0081876+0.0018553i,-0.0061444+0.0013492i,-0.0032179-0.0012723i,-0.0018598-0.0038701i,-0.0010471-0.0042677i,9.8509e-07-0.0019498i,0.0012679+0.0017522i,0.00197+0.0036453i,0.0033345+0.0028136i,0.0052278+0.00027107i,0.0054836-0.001247i,0.0036967-0.00062223i,0.0013324-2.3532e-05i
-0.01673-0.0010329i,-0.026222-0.012332i,-0.017062-0.027832i,0.0015731-0.028178i,0.01222-0.018577i,0.012388-0.015863i,0.0063098-0.011521i,0.0014596-0.0043838i,-0.0005006-0.0022033i,-0.0029709-0.0037351i,-0.0044311-0.0037797i,-0.0034633-0.00084143i,-0.0018899+0.0020275i,-0.002287+0.0022533i,-0.0041877+0.0021306i,-0.0048155+0.0026224i,-0.0041806+0.0023959i,-0.0031575+0.0015176i,-0.0018018+0.0011127i,-0.001946+0.0016439i,-0.0039477+0.00080314i,-0.0046354+0.00032716i,-0.0037687+0.00052531i
0.01264-0.0045638i,0.025331-0.00063033i,0.030676+0.01072i,0.024288+0.0072669i,0.012426-0.0069908i,0.0026241-0.012187i,-0.0019429-0.0097673i,0.0011939-0.0048871i,0.0056221-0.0030128i,0.0067097-0.0044291i,0.0049109-0.0065899i,-0.00012095-0.0076354i,-0.0040957-0.0060809i,-0.0039455-0.0029065i,-0.0020212+0.0006868i,0.0017703+0.0033518i,0.0057059+0.004115i,0.00801+0.0032854i,0.0079071+0.0017017i,0.0060025+0.00040978i,0.0044721-0.00087596i,0.003356-0.001502i,0.001707-0.0008628i
-0.003619+0.014402i,-0.015345+0.012967i,-0.024359+0.00020955i,-0.022293-0.01228i,-0.017257-0.017878i,-0.01607-0.012447i,-0.011564-0.00087751i,-0.0036599+0.0033305i,0.003856+0.00075473i,0.0079388-0.00017452i,0.0094437+0.00024874i,0.0092524-0.0001017i,0.0065106+0.00022208i,0.0021645+0.0023768i,-0.0009267+0.0037332i,-0.0012872+0.0029769i,-0.00077819+0.0019082i,-0.0015921+0.0012418i,-0.00304+0.00061722i,-0.0036434+0.00066966i,-0.0034084+0.0012138i,-0.0025449+0.0015053i,-0.00075266+0.00061889i
-0.0017341-0.010285i,0.0069832-0.015272i,0.014746-0.014494i,0.0036629-0.0065441i,-0.012419+0.003946i,-0.01588+0.0095308i,-0.0092324+0.0090886i,-0.0015926+0.0066296i,0.0015445+0.0047276i,0.0022343+0.0051481i,0.0022763+0.0064406i,0.0020158+0.0041997i,0.000707-0.00050157i,0.0007631-0.003078i,0.0028915-0.0035642i,0.0036467-0.0040921i,0.0025072-0.0041244i,0.0011956-0.0025806i,0.00082358-0.0016922i,0.0014765-0.0017733i,0.0024511-0.00045384i,0.0030262+0.0011139i,0.0030952+0.0015713i
0.0063735+0.006244i,-0.001614+0.015902i,-0.012748+0.019813i,-0.015224+0.018666i,-0.012596+0.020616i,-0.0065119+0.022585i,0.00036323+0.018153i,0.0020817+0.0092324i,-0.00089095+0.0026056i,-0.0046724+0.0019829i,-0.0046094+0.0047863i,0.00042338+0.0064457i,0.0040645+0.0041333i,0.0030776+0.0014152i,0.0014189+0.00027698i,-0.00065808-0.0011547i,-0.0031451-0.0011832i,-0.0037809-0.00012044i,-0.0036731+0.00034409i,-0.0040388+0.00042269i,-0.0037321+0.00029924i,-0.0024805-0.00028229i,-0.0012621-0.00096633i
-0.008026-0.0018858i,-0.0048465-0.01075i,0.0026491-0.012609i,0.0081006+0.00084308i,0.011544+0.012502i,0.014477+0.012831i,0.014303+0.0061862i,0.0084137+0.00047479i,-1.0562e-05-0.0026639i,-0.0065456-0.0031867i,-0.009195-5.9454e-05i,-0.0082101+0.0034283i,-0.004199+0.0034941i,-0.0010898+2.8475e-05i,3.4404e-05-0.0035817i,3.3431e-05-0.0040641i,-0.0002318-0.0022099i,-3.837e-05-0.0007474i,0.00066321+9.46e-05i,0.0017248+0.00086035i,0.0014053+0.00094341i,0.00034902+0.00034301i,-2.263e-05+0.0001658i
0.0052074-9.7964e-05i,0.0087649+0.0092644i,0.008166+0.015286i,0.011129+0.01285i,0.020849+0.0082901i,0.023556+0.0015237i,0.016173-0.0046962i,0.0067643-0.005791i,0.0013564-0.0048341i,-0.00064017-0.0060357i,-0.0024762-0.0065179i,-0.0035754-0.0041847i,-0.0025404-4.5784e-05i,-0.00265+0.0024438i,-0.004599+0.0035149i,-0.0045482+0.0047556i,-0.0014259+0.0055958i,0.0003017+0.0051122i,0.00016066+0.0035436i,0.00024677+0.0021032i,-0.00072643-5.9251e-05i,-0.00177-0.0014622i,-0.0011288-0.0015642i
-0.0069835+0.0041119i,-0.013375-0.0027978i,-0.0099337-0.011767i,0.0035478-0.015997i,0.01166-0.017755i,0.011718-0.019868i,0.0052011-0.01728i,0.00051228-0.0085245i,0.0015925-0.0018829i,0.0049303-0.001101i,0.0057328-0.0029136i,0.002844-0.0037925i,-0.00073072-0.0028133i,-0.0024192-0.0018537i,-0.0028819-0.00032017i,-0.0018513+0.0022657i,0.00040451+0.0036025i,0.0011623+0.0035323i,0.00097033+0.0026907i,0.001276+0.0016051i,0.00093441+0.00071931i,0.00073659+0.0010207i,0.00042153+0.0015877i
0.0035695-0.0035193i,0.011872-0.0019497i,0.01524+0.0040346i,0.0078755+0.0030843i,0.00058404-0.0085104i,-0.0061211-0.014057i,-0.0107-0.008181i,-0.0079855-4.6e-05i,-0.0010223+0.0042697i,0.0046982+0.0043271i,0.0076441+0.00097792i,0.0074183-0.0024243i,0.0045595-0.0040058i,0.00085066-0.0032899i,-0.0023103-0.00089636i,-0.0025001+0.00076286i,-0.00039582+0.0017769i,0.00079077+0.0018727i,0.0005931+0.0011804i,0.00025111+0.00026128i,4.4576e-05-0.00085247i,-7.9761e-05-0.00033699i,-0.00036152+0.00077124i
-0.0010427-0.00060745i,-0.0084922+0.0014904i,-0.017488-0.0039105i,-0.022021-0.011478i,-0.024121-0.011358i,-0.023611-0.0052288i,-0.017285+0.0034877i,-0.0087441+0.0075743i,-0.0029364+0.0069071i,-0.0013953+0.0061063i,-0.00079384+0.0055262i,0.0015465+0.0034607i,0.0024008+0.00085141i,0.0028125-0.0003366i,0.0031611-0.0014215i,0.0013329-0.0030665i,-0.0015383-0.0031951i,-0.002299-0.0018915i,-0.0011752-0.0005245i,-0.00061827-3.9241e-05i,-0.00078228+0.00042971i,-0.001005+0.0020236i,-0.00081684+0.0021983i
-0.0030304-0.00090458i,-0.0019191-0.0047662i,0.0022129-0.0014712i,-0.00070311+0.0074237i,-0.011396+0.013971i,-0.014487+0.017401i,-0.008102+0.016867i,-8.596e-05+0.011284i,0.0011732+0.0034839i,-0.0033672+0.00030577i,-0.006237+0.0023085i,-0.0052135+0.0042888i,-0.0032857+0.0038782i,-0.0013933+0.0030077i,-0.00080977+0.0022542i,-0.0010201+0.00043436i,-0.0011038-0.0010411i,0.00026111-0.00091212i,0.0017827-0.00082911i,0.0010378-0.00080231i,0.00052871-0.00044032i,0.00093049-0.00091962i,0.0016369-0.0012184i
-0.0013849-0.00098122i,-0.0016219+0.0037494i,-0.0081377+0.008796i,-0.010534+0.012409i,-0.0054207+0.017164i,0.0013356+0.021661i,0.0087976+0.017837i,0.010367+0.0073481i,0.0041406-0.0023041i,-0.0030128-0.004945i,-0.006139-0.0017788i,-0.0052345+0.0022034i,-0.0028763+0.0041938i,-0.00038932+0.004059i,0.0020086+0.0028714i,0.0019907+0.0015532i,0.0003526+0.00087483i,-3.9488e-05+0.0012181i,0.00049944+0.001829i,0.00092069+0.0015584i,0.00066813+0.0011836i,-0.00013747+0.00048853i,-0.0005498-0.00078524i
-0.0018665-0.0014448i,-0.0017001-0.0038677i,0.0020668-0.0058409i,0.0087472+0.0025117i,0.016289+0.014235i,0.020235+0.014887i,0.018033+0.0060077i,0.011241-0.001943i,0.0045039-0.0045325i,0.0014451-0.0042172i,1.864e-05-0.0029875i,-0.0010778-0.0012789i,-0.0026629+0.00017584i,-0.0046608+0.00016971i,-0.0047206+0.00076401i,-0.0027567+0.0025434i,-0.00054747+0.002701i,0.00015642+0.00079598i,7.4168e-05+8.2077e-06i,0.00053902+0.00032884i,0.00136-0.00065786i,0.0020391-0.0015224i,0.0027742-0.0013765i
0.0018783+0.00253i,0.0030432+0.0045717i,0.0053997+0.0068617i,0.0099605+0.0032249i,0.017322-0.0022709i,0.020504-0.0057212i,0.014018-0.0088983i,0.0039234-0.0079613i,-0.00026154-0.0030155i,0.0016201+0.00020493i,0.0039188-8.9121e-05i,0.004814-0.0018069i,0.004905-0.0030405i,0.0043829-0.004361i,0.0019526-0.0041136i,-0.00067979-0.0023699i,-0.00099497-0.0010243i,-0.00030768+0.00066108i,0.00062297+0.0026019i,0.0017917+0.002464i,0.0010768+0.00092174i,-0.00088867+0.00047847i,-0.0019136+0.00051114i
-0.00048054+0.00093908i,-0.0021567-0.0025277i,-0.0026723-0.008053i,0.0024597-0.011401i,0.0079185-0.015845i,0.0067065-0.019211i,-0.00062402-0.015506i,-0.0065451-0.005674i,-0.004681+0.0023979i,0.00028763+0.0045488i,0.0034136+0.0022236i,0.0049087-0.00049209i,0.0040401-0.0018799i,0.0015749-0.0029224i,-0.001342-0.0037122i,-0.0018554-0.0026181i,-0.00052831-0.00092545i,-1.3605e-05-0.00033869i,-0.00039816-4.1338e-05i,-0.0006925-0.00049639i,-0.00049728-0.00046853i,-0.00017553+0.00047173i,0.00012429+0.00070721i
-0.00029539+0.0017032i,0.0029192+0.003535i,0.0035698+0.0031436i,-0.00070768-0.0028223i,-0.0044213-0.012242i,-0.0083318-0.016069i,-0.010671-0.0089375i,-0.0073494+0.00089833i,-0.0023148+0.0048111i,-0.00064151+0.0032852i,-0.00058519+0.0014843i,0.0010647+0.00064307i,0.0024363+0.00034012i,0.0020847+0.00089625i,0.001022+0.00032942i,-0.0010593-0.0013515i,-0.0024356-0.001421i,-0.0022027+0.00082018i,-0.0013968+0.0019675i,-0.00033861+0.0010999i,-0.00050961+0.00037491i,-0.0020148-2.5041e-06i,-0.0018879-5.7748e-06i
-0.00012776+0.001879i,-0.0046655+0.0017353i,-0.0091689-0.00071408i,-0.013057-0.0039083i,-0.018967-0.0032458i,-0.021135+0.00043036i,-0.014811+0.0061893i,-0.0038576+0.0090436i,0.0022097+0.0050288i,0.00055039+0.00039434i,-0.0023923+0.0002369i,-0.003583+0.0015809i,-0.0044501+0.0023699i,-0.0045042+0.0037891i,-0.0027925+0.0045299i,-0.00079185+0.0035977i,6.2994e-05+0.0027231i,-1.9521e-05+0.0018966i,-0.00024715+0.0005632i,-6.9637e-05-0.00068336i,0.00048012-0.00093063i,0.0016182-0.00024331i,0.0026089+4.8877e-05i
-0.00022-0.001298i,0.0017958-0.0035643i,0.0024925-0.0016062i,-0.0020164+0.0066311i,-0.0098455+0.012752i,-0.012192+0.016149i,-0.0047463+0.014999i,0.0047087+0.0080439i,0.006257+0.00024415i,0.0024793-0.0035919i,-0.00078331-0.0028722i,-0.0033682-0.0011079i,-0.0046781+0.0008307i,-0.0043789+0.0033453i,-0.0032463+0.0046452i,-0.0022744+0.0046815i,-0.0008124+0.0038849i,0.00047436+0.0027003i,0.0013044+0.0012907i,0.002+0.00028305i,0.0018549+0.00048232i,0.00066077+9.6859e-05i,7.2244e-05-0.00076207i
0.0016485+0.00019546i,0.00046334+0.0025577i,-0.0019726+0.0040254i,-0.0038664+0.0073631i,-0.0017534+0.015714i,0.0020383+0.019924i,0.0066094+0.013153i,0.00839+0.0019685i,0.0057879-0.0040224i,0.0025818-0.0029029i,0.0013427+0.00046389i,0.00019537+0.0015775i,-0.00021868-0.00012247i,0.00051472-0.0015909i,0.00096525-0.00081041i,0.0020363+0.00034051i,0.0034655+0.00068623i,0.0044457+8.9952e-05i,0.0040389+0.00010004i,0.0030999+0.00084106i,0.0030614+0.00094758i,0.002839+0.00075935i,0.0020496+0.0010946i
5.3924e-05+0.0023718i,-0.00027865-0.0011687i,0.0041718-0.0012588i,0.011884+0.0023834i,0.016819+0.0069495i,0.018831+0.0084157i,0.014963+0.0029675i,0.0066056-0.003371i,0.00069343-0.003163i,-0.00075722-1.1298e-05i,0.00039185+0.0019694i,0.0024628+0.0015441i,0.0039713-0.00034939i,0.0046497-0.0023908i,0.0032798-0.0035083i,0.00016388-0.0023827i,-0.0016681-0.00053236i,-0.00076677-0.00085247i,0.0009773-0.0013833i,0.00039678-0.00046357i,-0.00086718-8.6757e-05i,-0.0017162+0.00053835i,-0.0014833+0.00036334i
-0.0029971+0.00081819i,-0.0021249+0.0026947i,-0.0029086+0.0028555i,0.001864+0.0018015i,0.013034-0.00064121i,0.0187-0.0037145i,0.011485-0.0057618i,-0.00039974-0.0035966i,-0.0062759+0.0017223i,-0.0054476+0.0043439i,-0.0027233+0.004359i,0.0011799+0.0034786i,0.0046187+0.00086444i,0.0054873-0.0018251i,0.0045902-0.0036116i,0.0033139-0.0041296i,0.0020552-0.0032655i,0.0010395-0.0019109i,0.00049159-1.2499e-05i,0.00050951+0.00050942i,0.00032818+0.00025976i,-0.00034547-0.00011111i,-0.00083091-0.00017987i
-0.00012372+0.0029201i,-0.00042062+0.0030413i,0.001095+0.00096814i,0.0048496-0.0035372i,0.0083142-0.010891i,0.0081424-0.016285i,0.0016567-0.010386i,-0.0045664+0.0004222i,-0.0046494+0.0050468i,-0.0030607+0.0016833i,-0.0024641-0.0022163i,-0.0011347-0.0030221i,0.00063859-0.0011908i,3.3803e-05+0.0011415i,-0.0024964+0.0013082i,-0.005055-0.00021227i,-0.0061442-0.00083489i,-0.0049713+0.00016784i,-0.0033614+0.00033433i,-0.0020367-0.00033274i,-0.0016992-0.00047919i,-0.0014658-0.00050527i,-0.00035624-0.0007214i
