0.0010756-0.00043524i,0.00060728-0.00020601i,-0.00087196+0.00053246i,-0.00075884+0.00089681i,0.00022592+0.00055176i,0.00017571+0.00035722i,0.00037371+0.0006903i,0.00023404+0.00072249i,-0.00024712+0.00044239i,0.00064769+0.00021168i,0.00045058-0.00090688i,-0.00079594-0.0016872i,-0.00084328-0.0013633i,-5.0717e-05-0.0011714i,1.5827e-06-0.00059943i,-0.00019209+0.00033213i,-0.00078617+0.0009749i,-0.00062725+0.00095744i,0.00051732+0.00051051i,2.8429e-05-0.00023252i,-0.00049291-0.00032431i,-0.00041126+0.00028875i,-0.00028547+0.0001955i
-0.11823+0.41963i,-0.19204+0.10029i,-0.337-0.062105i,-0.31603+0.026349i,-0.17379+0.062175i,-0.15918+0.03538i,-0.19353+0.1028i,-0.1002+0.16327i,0.041471+0.091776i,0.083891-0.031168i,0.033216-0.082759i,-0.01465-0.064729i,-0.021533-0.040011i,-0.017002-0.017343i,-0.020935+0.014345i,-0.020192+0.045835i,-0.0041184+0.05108i,0.013732+0.023284i,0.011015-0.0061497i,-0.005273-0.0186i,-0.019053-0.019281i,-0.024704-0.010313i,-0.013957-0.0064136i
-0.52157+0.17674i,-0.2726+0.42841i,-0.064387+0.26905i,-0.16092+0.03799i,-0.19176+0.11941i,0.0003917+0.24003i,0.11342+0.17632i,0.057147+0.060002i,-0.024568+0.014226i,-0.022134+0.020651i,0.03222+0.0068557i,0.03678-0.015641i,-0.0041566-0.0016702i,-0.02154+0.021664i,-0.0093647+0.022762i,0.0030481+0.0044507i,-0.00028357-0.014798i,-0.017869-0.014953i,-0.029301+0.0042915i,-0.022842+0.019998i,-0.013637+0.020022i,-0.013375+0.01296i,-0.014477+0.011383i
0.62872+0.087171i,0.53912+0.20935i,0.3585+0.097161i,0.14434-0.20738i,-0.044073-0.3889i,-0.12779-0.42381i,-0.1399-0.32137i,-0.053869-0.11115i,0.061296-0.0096985i,0.051959-0.00027049i,0.01086+0.039672i,0.021117+0.038881i,0.011568-0.013635i,-0.013942-0.043778i,0.0018633-0.038412i,0.04375-0.034591i,0.051-0.037776i,0.028402-0.019561i,0.023228-7.7045e-05i,0.022458-0.0020439i,0.0072995-0.0027833i,-0.0070781+0.010602i,-0.0067885+0.028998i
0.079733+0.38689i,0.19006+0.2235i,0.2496+0.021958i,0.2509-0.028351i,0.26269+0.16404i,0.38857+0.41642i,0.46839+0.37188i,0.29256+0.14275i,0.054038+0.10971i,0.022428+0.18883i,0.077541+0.13108i,0.044947+0.025765i,-0.010172+0.01198i,-0.013557+0.040449i,-0.013733+0.05242i,-0.036836+0.057701i,-0.041536+0.053238i,-0.027326+0.019102i,-0.015501-0.014673i,0.0039821-0.026672i,0.013144-0.043071i,-0.0032074-0.060396i,-0.021481-0.045168i
-1.9238+6.4778i,-0.079988+6.687i,3.1651+5.4913i,4.2548+2.0298i,3.078-0.97935i,0.65797-2.1582i,-1.1014-1.2347i,-1.2741+0.17371i,-0.39247+0.84182i,0.5805+0.3596i,0.70114-0.58925i,0.23972-1.1612i,-0.21276-1.6503i,-0.58936-2.3769i,-0.65984-2.7285i,-0.44982-2.0089i,-0.29969-0.90229i,-0.46309-0.24229i,-0.8237+0.11896i,-0.82876+0.41402i,-0.41672+0.54257i,-0.0017896+0.38937i,0.14459+0.037242i
0.036228-0.25064i,-0.10157+0.0096978i,0.067755+0.26902i,0.3447+0.19499i,0.39281+0.07651i,0.40888+0.17203i,0.4759+0.22993i,0.39653+0.15457i,0.25125+0.10202i,0.17827+0.083414i,0.12596+0.047629i,0.053678+0.018048i,-0.00069399+0.019116i,-0.0054927+0.028216i,0.017136+0.019343i,0.023709+0.0083378i,0.013233+0.0029955i,0.00040911-0.0024786i,-0.0030822-0.00074671i,0.0057327+0.0088917i,0.011152+0.01379i,0.0027823-0.00061587i,-0.015116-0.021903i
0.44832+0.36453i,0.75987+0.39386i,0.81871+0.35974i,0.67384+0.28133i,0.56206+0.13344i,0.54486-0.0049697i,0.49536-0.059338i,0.3423-0.054247i,0.17231-0.020548i,0.082242-0.00043043i,0.057854-0.021454i,0.028277-0.045014i,-0.0096258-0.020045i,-0.014844+0.01789i,-0.010758+0.028409i,-0.018756+0.026254i,-0.017907+0.01646i,-0.0073978-0.0049476i,-0.0011343-0.022945i,-0.0034248-0.024826i,-0.018456-0.0069506i,-0.030646+0.030175i,-0.015084+0.058362i
-0.038666-0.12501i,0.080468-0.051845i,0.066822+0.055697i,-0.084276+0.15483i,-0.23689+0.1203i,-0.38392-0.0032048i,-0.43769-0.033382i,-0.31402-0.00092792i,-0.15616+0.0077755i,-0.072492+0.0039901i,-0.055022-0.015936i,-0.073175-0.022333i,-0.068236+0.0045864i,-0.040162+0.026285i,-0.0249+0.028638i,-0.028641+0.025114i,-0.03632+0.02461i,-0.025716+0.027054i,-0.0039458+0.019184i,0.0065145+0.0039157i,0.010645-0.0046384i,0.015125-0.0047738i,0.019736-0.0071208i
0.099831+0.00051474i,-0.031435+0.12127i,-0.11395+0.24032i,-0.076764+0.26648i,-0.026434+0.26015i,-0.054082+0.31447i,-0.075968+0.35721i,-0.060776+0.27099i,-0.084581+0.14686i,-0.10714+0.12928i,-0.063239+0.15639i,-0.0042813+0.12716i,0.0094609+0.070077i,-0.0093994+0.041328i,-0.016974+0.04399i,-0.0012511+0.04051i,0.014269+0.013823i,0.006784-0.016851i,-0.016407-0.026413i,-0.034903-0.014182i,-0.044547-0.0048866i,-0.046609-0.0088998i,-0.043355-0.018493i
0.037902+0.13554i,-0.1671+0.05598i,-0.40722+0.050888i,-0.38294+0.18286i,-0.050661+0.21874i,0.29532+0.0035976i,0.35146-0.24365i,0.18111-0.26561i,0.029366-0.15364i,-0.042269-0.10187i,-0.083174-0.080449i,-0.065109-0.029413i,0.0043224-0.0054653i,0.047008-0.020136i,0.041773-0.029101i,0.022062-0.018125i,0.010348+0.00029099i,0.011121+0.014269i,0.024359+0.013054i,0.035135-0.0077176i,0.030995-0.028642i,0.014391-0.034007i,-0.0041048-0.02224i
-0.31001-0.066742i,-0.44553-0.15168i,-0.51141-0.20704i,-0.44208-0.25264i,-0.35565-0.34785i,-0.39765-0.41186i,-0.39866-0.29678i,-0.20817-0.12743i,-0.022327-0.08104i,0.019985-0.066682i,0.031031-0.030311i,0.044587-0.032109i,0.021734-0.037758i,0.004007-0.019722i,0.0086353-0.022191i,0.0039743-0.038038i,-0.010534-0.033962i,-0.013274-0.010837i,-0.001963+0.0074283i,0.0096748+0.0086418i,0.018258+0.00089322i,0.022195-0.0075817i,0.019166-0.0033078i
-0.00043424-0.47794i,0.068268-0.57098i,0.097342-0.50163i,0.024819-0.28006i,-0.071933+0.019345i,-0.14109+0.22596i,-0.14248+0.26992i,-0.081966+0.2052i,-0.037035+0.084184i,-0.044638+0.0077549i,-0.052368+0.018768i,-0.031016+0.044301i,-0.011996+0.040991i,-0.012066+0.026038i,-0.0093277+0.017791i,0.010374+0.011909i,0.024918+0.00073172i,0.013287-0.0062033i,-0.0099299-0.0025297i,-0.023858+0.0069312i,-0.025213+0.018762i,-0.010753+0.025351i,0.010339+0.016194i
0.37996-0.14095i,0.30834-0.33977i,0.20075-0.44055i,0.16196-0.37857i,0.15345-0.26267i,0.14797-0.20062i,0.087646-0.1772i,0.0028493-0.097853i,-0.012273-0.0068277i,-0.0020987-0.010404i,-0.037569-0.044585i,-0.064687-0.027264i,-0.040753+0.0035815i,-0.0017201+0.0096931i,0.017128+0.002056i,0.011207-0.0050696i,0.0013758-0.0094879i,0.0033734-0.0077919i,0.013613-0.0027723i,0.022989-0.006617i,0.023533-0.016043i,0.01553-0.023073i,0.0010776-0.026196i
0.036588+0.52295i,0.29794+0.47017i,0.43849+0.22087i,0.34228-0.034407i,0.11208-0.19522i,-0.073116-0.26011i,-0.14396-0.2231i,-0.13487-0.13607i,-0.093112-0.057523i,-0.036932+0.012425i,0.02177+0.052136i,0.05039+0.036096i,0.035243+0.0036678i,0.011004-0.0038327i,0.0092078+0.0057268i,0.023625+0.013852i,0.027487+0.01576i,0.015788+0.012078i,0.0051735+0.0045736i,0.00094589+0.0015971i,-0.0018321+0.0058639i,-0.0052018+0.015785i,-0.0065241+0.028138i
-0.089229-0.1561i,0.085697+0.056449i,0.2447+0.14073i,0.22778+0.12948i,0.18217+0.15057i,0.20969+0.098144i,0.19474-0.018798i,0.11775-0.046955i,0.063698+0.012295i,0.043039+0.053116i,0.023737+0.04418i,-0.0055591+0.0207i,-0.031758+0.0054848i,-0.041892+0.00070234i,-0.033216+0.0078127i,-0.012235+0.015223i,0.0080527+0.012335i,0.019154+0.00051172i,0.012257-0.01353i,-0.0074831-0.01615i,-0.018711-0.0091951i,-0.013238-0.0052728i,0.00090642-0.0094656i
0.36083+0.34221i,0.15953+0.45795i,0.023623+0.50637i,0.045653+0.33573i,0.020594+0.057244i,-0.042665-0.052406i,-0.029979-0.034392i,0.0019709-0.04085i,0.0046152-0.066033i,-0.0048383-0.079703i,-0.014056-0.076786i,-0.015296-0.061263i,-0.010593-0.040448i,0.0021547-0.015867i,0.01195-0.0032029i,0.007823-0.0013571i,0.0036083+0.005658i,0.0055498+0.013468i,0.011712+0.018745i,0.019777+0.016341i,0.02067+0.00057494i,0.0081299-0.012258i,-0.0056834-0.011538i
-0.64179+0.52922i,-0.42425+0.5522i,-0.15723+0.42219i,-0.032906+0.31392i,0.017465+0.23689i,0.0031596+0.18002i,-0.047119+0.15744i,-0.050406+0.13283i,-0.052077+0.075327i,-0.069408+0.043794i,-0.051959+0.04853i,-0.017977+0.047954i,0.0020249+0.040435i,0.006175+0.033185i,-0.001066+0.027942i,-0.0063929+0.023334i,-0.0062398+0.015742i,-0.0047212+0.0094845i,-0.0045613+0.004327i,-0.011412+0.0052935i,-0.012504+0.016482i,-0.0026256+0.021083i,0.0021532+0.014459i
-0.29066-0.93542i,-0.5884-0.71862i,-0.57832-0.32282i,-0.34876-0.089806i,-0.11885+0.032094i,0.091772+0.10285i,0.22018+0.085473i,0.19395+0.037039i,0.10114+0.015161i,0.015493+0.011307i,-0.036961+0.027325i,-0.033183+0.03293i,-0.0099821+0.0034296i,-0.003516-0.023864i,-0.00027322-0.028885i,0.0050268-0.024098i,0.0014944-0.016421i,-0.0077874-0.0018546i,-0.0091306+0.013586i,0.00042448+0.0075133i,0.0088708-0.016623i,0.0084381-0.031793i,0.0026139-0.026899i
0.49845+0.38247i,0.35857+0.12225i,0.11073-0.026138i,0.023321-0.053416i,0.0034432-0.13765i,-0.081844-0.22464i,-0.13316-0.20553i,-0.11134-0.13767i,-0.074543-0.086719i,-0.039993-0.058112i,-0.01053-0.049023i,0.00041878-0.044619i,-0.0033477-0.027664i,-0.0025581-0.010429i,0.00022185-0.0053751i,-0.0028276-0.0017348i,-0.0028038+0.011895i,0.0074702+0.023833i,0.016296+0.021843i,0.011949+0.020871i,0.0075698+0.031951i,0.014351+0.036664i,0.022966+0.02222i
-0.75687-0.42578i,-0.59088-0.51382i,-0.36394-0.46842i,-0.22965-0.21913i,-0.081323+0.023908i,-0.011913+0.049047i,-0.08615-0.011586i,-0.12256+0.012027i,-0.048471+0.045694i,0.01948+0.021068i,0.016245-0.0025982i,-0.010901+0.0062981i,-0.018977+0.016554i,-0.016227+0.012768i,-0.006931-0.00032697i,0.0036879-0.018456i,0.0037211-0.034342i,-0.011465-0.038915i,-0.029633-0.028556i,-0.032323-0.019502i,-0.027772-0.022583i,-0.024817-0.026296i,-0.021525-0.021378i
0.89967-0.47991i,0.68048-0.44102i,0.32595-0.22332i,0.13725-0.10802i,0.0070555-0.10114i,-0.083077-0.013276i,-0.043033+0.12534i,0.028472+0.13927i,0.029785+0.047926i,-0.013769-0.015143i,-0.033234-0.023955i,-0.012852-0.021763i,0.0094821-0.022146i,0.019042-0.021704i,0.018717-0.016884i,0.0098342-0.0031433i,0.0022663+0.010369i,0.0021334+0.016191i,0.0090209+0.016238i,0.016472+0.016163i,0.017993+0.019696i,0.015113+0.022872i,0.0088234+0.019862i
0.001758+0.8294i,0.31365+0.6352i,0.40795+0.23237i,0.26256+0.073847i,0.18519+0.1126i,0.21461+0.048163i,0.1719-0.072046i,0.0672-0.076449i,0.0081444+0.0073177i,0.020363+0.048338i,0.036164+0.024093i,0.022882+0.0034129i,0.0088997-0.00062368i,0.00031805-0.00070516i,-0.0061095+0.0055779i,-0.0039138+0.010162i,0.00323+0.0070557i,0.0047408-0.0041644i,-0.0081563-0.016536i,-0.027008-0.017418i,-0.037054-0.0078097i,-0.034258+0.0050132i,-0.019419+0.013822i
-0.12374-0.53637i,-0.15974-0.2932i,-0.1104-0.018144i,-0.064841+0.034261i,-0.081263-0.041037i,-0.093262-0.10303i,-0.073274-0.14467i,-0.051141-0.15781i,-0.037514-0.12882i,-0.03839-0.072319i,-0.036161-0.025866i,-0.024794-0.02253i,-0.022843-0.036514i,-0.022254-0.030502i,-0.0057057-0.017622i,0.01284-0.01899i,0.018303-0.025531i,0.018909-0.017839i,0.026575-0.00056689i,0.038253+0.0029765i,0.040448-0.013741i,0.024954-0.027576i,0.0034876-0.023409i
0.50959+0.71476i,0.59786+0.65174i,0.48795+0.37024i,0.2526+0.15463i,0.033358+0.084583i,-0.10222+0.075401i,-0.16761+0.085538i,-0.15206+0.095736i,-0.088139+0.062531i,-0.04463+0.020418i,-0.018093+0.016771i,0.0049636+0.029186i,0.012236+0.036566i,0.010421+0.032424i,0.0020032+0.02331i,-0.0057549+0.023108i,-0.00039313+0.022098i,0.0065054+0.0057265i,-0.0014048-0.014381i,-0.017731-0.01379i,-0.02256+0.0076621i,-0.01187+0.022569i,0.0028342+0.01715i
-0.77613-0.15438i,-0.8432-0.072663i,-0.62303+0.015803i,-0.36036+0.058093i,-0.17364+0.13218i,-0.022696+0.23396i,0.082715+0.24991i,0.10571+0.16436i,0.067699+0.081003i,0.033031+0.041271i,0.021573+0.024604i,0.016563+0.018736i,0.013948+0.011096i,0.012908-0.00071513i,0.0099669-0.017226i,0.00063059-0.037091i,-0.015999-0.042519i,-0.023509-0.021135i,-0.01279+0.0062886i,0.0023959+0.0079142i,0.0058525-0.01392i,-0.0042777-0.031219i,-0.013764-0.026181i
0.22794+0.016456i,0.15015+0.051789i,0.033224+0.073178i,-0.0083734+0.02145i,0.013907-0.07967i,0.050582-0.12457i,0.096929-0.10275i,0.11344-0.081088i,0.075553-0.084763i,0.011962-0.072997i,-0.014865-0.032927i,0.0098333-0.012722i,0.028347-0.021301i,0.015025-0.022953i,-0.0026281-0.0015735i,-0.0010522+0.032478i,0.016508+0.054649i,0.029395+0.047799i,0.027312+0.025685i,0.022898+0.016837i,0.028191+0.020788i,0.03413+0.016867i,0.025803+0.0029796i
-0.36943-0.1502i,-0.42756-0.18768i,-0.33997-0.14012i,-0.22108-0.047522i,-0.12576+0.035794i,-0.049583+0.038361i,-0.026361-0.02668i,-0.04854-0.032022i,-0.03256+0.026514i,0.01884+0.030053i,0.019665-0.014245i,-0.018658-0.027715i,-0.039092-0.017967i,-0.036291-0.010931i,-0.020655-0.01467i,-0.0093519-0.031577i,-0.0096875-0.041943i,-0.013597-0.034385i,-0.020841-0.016863i,-0.032124-0.00059594i,-0.037295+0.0082732i,-0.028499+0.011143i,-0.010764+0.010751i
0.1889-0.059677i,0.12672-0.046564i,0.039978-0.010108i,0.026783-0.072164i,-0.022464-0.20596i,-0.14923-0.25157i,-0.22033-0.15407i,-0.16569-0.052665i,-0.070964-0.032898i,-0.037542-0.037134i,-0.046976-0.0083952i,-0.039383+0.024025i,-0.021104+0.027155i,-0.0076984+0.019478i,0.0074435+0.012761i,0.023524+0.0087214i,0.031745+0.0061373i,0.028488-0.00024855i,0.024745-0.0073077i,0.028516-0.013418i,0.029341-0.019344i,0.021122-0.019516i,0.0073742-0.01465i
-0.11414-0.18593i,0.018923-0.24387i,0.12549-0.23358i,0.070021-0.12534i,-0.037474+0.044537i,-0.066561+0.16631i,-0.037717+0.16988i,-0.023212+0.12003i,-0.023443+0.081694i,-0.012032+0.044857i,-0.0097745+0.00045339i,-0.015935-0.016629i,-0.0028956-0.0091493i,0.0094593-0.012512i,-0.00042385-0.014873i,-0.01832-0.0040248i,-0.030286+0.0076508i,-0.032644+0.010146i,-0.032578+0.0060491i,-0.034755+0.011764i,-0.028996+0.024761i,-0.014348+0.026256i,-0.00058962+0.017658i
0.50197-0.082995i,0.40045-0.1667i,0.14364-0.18107i,0.032384-0.14333i,0.054219-0.1379i,0.045186-0.13431i,0.025014-0.072241i,0.049308-0.024857i,0.073258-0.029346i,0.063827-0.035228i,0.044712-0.021115i,0.038413+0.00042485i,0.040128+0.0029772i,0.031051-0.014569i,0.018922-0.027936i,0.018855-0.034917i,0.022305-0.037679i,0.019533-0.027489i,0.015424-0.012567i,0.013599-0.010871i,0.008825-0.017266i,0.002466-0.016926i,-0.0036626-0.011456i
-0.3474+0.41364i,-0.16978+0.45876i,0.055873+0.27587i,0.087796+0.095306i,0.051602+0.051854i,0.078402-0.00014971i,0.083196-0.095235i,0.016888-0.13005i,-0.060445-0.076263i,-0.073299-0.00081517i,-0.033128+0.013935i,-0.012741-0.02171i,-0.0183-0.040926i,-0.01867-0.029392i,-0.012679-0.00016055i,-0.0034614+0.033597i,0.0059259+0.050167i,0.014405+0.034663i,0.014077+0.0016855i,0.0035497-0.017175i,-0.0068451-0.016849i,-0.014131-0.0083892i,-0.0099541+0.0016948i
0.22374-0.55285i,0.040795-0.54629i,-0.13507-0.30539i,-0.10985-0.10593i,-0.067363-0.090536i,-0.1221-0.10115i,-0.15577-0.032108i,-0.092602+0.0425i,0.009653+0.0435i,0.055983-0.011449i,0.036432-0.037356i,0.0091943-0.01478i,0.0012537+0.013351i,0.0038314+0.022011i,0.0034985+0.0035562i,-0.0030093-0.029115i,-0.010577-0.049718i,-0.015984-0.037414i,-0.01038-0.003469i,0.0044747+0.016601i,0.016255+0.017184i,0.023982+0.0064336i,0.019658-0.0097301i
0.069225+0.81246i,0.19704+0.88687i,0.30932+0.63158i,0.273+0.29762i,0.15603+0.11071i,0.099411+0.05202i,0.070739+0.020469i,0.032318-0.00099291i,0.0056214+0.0018362i,0.0010719+0.025424i,0.012769+0.032241i,0.015596+0.0095724i,0.0031577-0.0039437i,0.0055856-0.00013987i,0.018248+0.0045321i,0.017566+0.019369i,0.011988+0.040583i,0.011405+0.03707i,0.0075434+0.0095464i,-0.004689-0.0099439i,-0.018967-0.012256i,-0.028388-0.0027124i,-0.024098+0.0083701i
-0.40771-0.44829i,-0.43047-0.48839i,-0.32529-0.32823i,-0.19259-0.13722i,-0.1175-0.033457i,-0.10448+0.026861i,-0.06832+0.077715i,-0.0010695+0.085506i,0.026185+0.04499i,0.010312+0.0040771i,-0.0030763+0.0010181i,0.0028765+0.020385i,0.018938+0.024378i,0.024597+0.0087503i,0.017573-0.005018i,0.01363-0.013609i,0.01214-0.021672i,0.0084536-0.016344i,0.0083508+0.0012276i,0.01608+0.011751i,0.030464+0.0089743i,0.040716-0.0035852i,0.031593-0.015208i
0.231+0.026213i,0.24114+0.11312i,0.22032+0.093461i,0.17422+0.0020913i,0.15903-0.041667i,0.20061-0.048574i,0.17916-0.074641i,0.084491-0.063786i,0.03848-0.019342i,0.033444-0.0034564i,0.019835-0.0053094i,0.012088-0.012299i,0.0045104-0.022267i,-0.0094541-0.01732i,-0.01681-0.0019509i,-0.016019+0.012547i,-0.0075336+0.021773i,0.0028422+0.018516i,0.0061868+0.0087088i,0.0028062+0.0036382i,-0.0051489+0.0049293i,-0.013894+0.008827i,-0.011948+0.012265i
0.062701+0.05298i,-0.017852-0.14006i,-0.14659-0.1867i,-0.17738-0.093746i,-0.14712-0.078501i,-0.15912-0.11214i,-0.15028-0.098004i,-0.10679-0.065969i,-0.075234-0.026184i,-0.040942+0.0045107i,-0.013841+0.0037702i,-0.0057835-0.0018877i,-0.0031908-0.0026994i,-0.00087564-0.0015087i,0.0083532-0.0008954i,0.017086-0.014161i,0.0057395-0.031669i,-0.015662-0.030857i,-0.026857-0.016271i,-0.026788-0.0069748i,-0.018217-0.0036619i,-0.00068011-0.0015149i,0.014376-0.0033867i
-0.48632-0.001288i,-0.43724+0.12402i,-0.25321+0.13173i,-0.11285+0.062824i,-0.011056+0.058636i,0.041288+0.049764i,0.0033992+0.029061i,-0.019058+0.057242i,0.013601+0.068725i,0.01426+0.038157i,-0.017216+0.022454i,-0.026921+0.023996i,-0.014191+0.016112i,-0.0031999+0.00552i,-0.0052579+0.0073033i,-0.0087343+0.020267i,-0.0025278+0.03057i,0.0070852+0.027623i,0.011031+0.017659i,0.013177+0.010549i,0.014152+0.0049084i,0.0022736-0.00053902i,-0.013382-0.00017796i
0.59413-0.4202i,0.50613-0.4091i,0.26578-0.19575i,0.11999-0.043959i,0.029661-0.049293i,-0.045448-0.062425i,-0.03953-0.052495i,-0.028509-0.078941i,-0.052778-0.089471i,-0.045877-0.064559i,-0.021293-0.04424i,-0.0086638-0.02725i,0.0034011-0.0094424i,0.01209-0.0034881i,0.0090742-0.011334i,-0.0035733-0.016889i,-0.012379-0.011854i,-0.011231-0.0049516i,-0.0075191-0.0034057i,-0.011092-0.0041739i,-0.015259+0.0027136i,-0.0039709+0.012159i,0.013407+0.010745i
-0.20548+0.68961i,-0.15122+0.60816i,-0.043557+0.30552i,0.022397+0.12801i,0.040124+0.1066i,0.026346+0.099863i,-0.0015+0.093077i,0.010616+0.099863i,0.03366+0.095651i,0.038524+0.080956i,0.041168+0.053913i,0.036341+0.026188i,0.022572+0.0066518i,0.0073631-0.010154i,0.00041615-0.010744i,0.011412-0.0033278i,0.024626-0.0074997i,0.024398-0.016034i,0.014227-0.016765i,0.009013-0.011152i,0.0083381-0.0098313i,-0.0031506-0.011167i,-0.015753-0.0013695i
-0.15757-0.53975i,-0.039549-0.4301i,0.11833-0.18028i,0.17175-0.078757i,0.14457-0.090437i,0.14881-0.1098i,0.15522-0.14841i,0.090553-0.15517i,0.024724-0.12095i,-0.0042567-0.089983i,-0.018517-0.061515i,-0.021371-0.033036i,-0.012412-0.006967i,-0.00018061+0.010476i,-0.0029691+0.0098043i,-0.019416+0.0065597i,-0.0251+0.0082231i,-0.015029+0.0044959i,-0.0017155-0.0066076i,0.0013272-0.017585i,-0.0019962-0.015677i,0.0049598-0.0086624i,0.012631-0.010476i
0.40858+0.095482i,0.25418-0.040594i,-0.0066361-0.19678i,-0.13391-0.16726i,-0.16235-0.053987i,-0.21444+0.021146i,-0.20788+0.089153i,-0.11529+0.10934i,-0.043442+0.084742i,0.0010857+0.056572i,0.030761+0.01654i,0.026151-0.012199i,0.01094-0.010321i,0.0085221-0.001648i,0.018401-0.0028738i,0.026078-0.011428i,0.018556-0.013517i,0.0027842-0.0036541i,-0.0047052+0.00959i,-0.00014974+0.017486i,0.0022978+0.01481i,-0.0034515+0.0094947i,-0.0085122+0.010098i
-0.25067+0.39449i,-0.088941+0.4675i,0.14549+0.39238i,0.22981+0.20544i,0.22939+0.04391i,0.25151-0.060863i,0.20797-0.12347i,0.12269-0.10168i,0.089322-0.057895i,0.061367-0.039988i,0.022983-0.0047937i,0.011195+0.026437i,0.014248+0.023183i,0.013379+0.0084482i,0.0029843+0.0019957i,-0.0072404+0.0075168i,-0.0040068+0.012314i,0.0067898+0.0074231i,0.010987-0.0017437i,0.0036946-0.010632i,-0.002738-0.01609i,-0.0036869-0.018526i,-0.0081727-0.018826i
-0.29496-0.53696i,-0.50304-0.55801i,-0.60076-0.35285i,-0.50618-0.11046i,-0.37978+0.024169i,-0.30806+0.10178i,-0.20919+0.1575i,-0.11181+0.13777i,-0.081537+0.084514i,-0.059723+0.055268i,-0.022748+0.025113i,-0.0045027-0.0079689i,-0.0044665-0.022917i,-0.0022282-0.022699i,0.0094872-0.020316i,0.018166-0.022039i,0.015437-0.019994i,0.0074421-0.0073079i,0.0031735+0.0068591i,0.0065541+0.013755i,0.011102+0.01779i,0.014792+0.022745i,0.021071+0.021651i
0.65143+0.30773i,0.86037+0.37572i,0.83219+0.26403i,0.59868+0.070093i,0.3871-0.063743i,0.2775-0.1396i,0.16766-0.16191i,0.081014-0.098267i,0.070887-0.030883i,0.064443-0.012567i,0.039405+0.0025691i,0.031769+0.017119i,0.022127+0.014216i,-0.0013582+0.014015i,-0.01366+0.021283i,-0.011714+0.020618i,-0.010384+0.013575i,-0.010688+0.0079431i,-0.0080627+0.0070469i,-0.0056073+0.0069507i,-0.0062756+0.002563i,-0.011837-0.0023881i,-0.018929-0.0043314i
-0.68371+0.12064i,-0.89857+0.096708i,-0.83289+0.148i,-0.54433+0.21931i,-0.27396+0.18565i,-0.13172+0.1214i,-0.048318+0.08338i,-0.023975+0.032217i,-0.050201+0.00041312i,-0.052284+0.011492i,-0.030455+0.016428i,-0.026625+0.0050836i,-0.027458+0.0016526i,-0.013486+0.0047185i,0.0011044+0.0022479i,0.004582-0.0044011i,0.0029822-0.0077353i,0.0018973-0.0021498i,0.0048451+0.0049404i,0.011286+0.0011917i,0.015434-0.0052034i,0.022438-0.0072586i,0.031479-0.011111i
0.4335-0.47741i,0.69746-0.54638i,0.68485-0.52623i,0.40333-0.42934i,0.14552-0.27447i,0.019905-0.1692i,-0.056492-0.11478i,-0.079143-0.037223i,-0.036647+0.03144i,-0.0036098+0.04494i,-0.0016106+0.03605i,0.0087387+0.032459i,0.028791+0.02035i,0.03152+0.00081487i,0.020312-0.0055469i,0.013929+0.0030492i,0.012649+0.013613i,0.0076311+0.01457i,-0.0038734+0.0086014i,-0.011137+0.0098751i,-0.010293+0.014672i,-0.013996+0.015856i,-0.022368+0.015862i
-0.06838+0.45364i,-0.34442+0.6145i,-0.42402+0.62491i,-0.1954+0.45785i,0.039258+0.2238i,0.11396+0.083158i,0.1216+0.029194i,0.088475-0.030544i,0.030166-0.070864i,0.00037512-0.069255i,-0.0099076-0.044751i,-0.016699-0.011409i,-0.010981+0.0064783i,-0.0027247+0.00065654i,-0.0040151-0.009728i,-0.0063065-0.01552i,-0.0047971-0.022592i,-0.00091659-0.027662i,0.003192-0.026596i,0.0016774-0.027597i,-0.0044563-0.031074i,-0.0086335-0.031427i,-0.0059305-0.026477i
-0.15291-0.23119i,0.012442-0.49753i,0.097316-0.62587i,-0.014196-0.468i,-0.13551-0.18953i,-0.17225-0.037727i,-0.17398+0.0092371i,-0.13016+0.050435i,-0.072177+0.07297i,-0.032712+0.075592i,-0.0025809+0.060025i,0.015705+0.024598i,0.014862-0.0054164i,0.0054593-0.015183i,0.00068802-0.0097807i,0.0034221+0.0024426i,0.0049419+0.010274i,-0.0068205+0.009451i,-0.022882+0.011533i,-0.02154+0.022811i,-0.0061744+0.033326i,0.0053933+0.03746i,0.0068311+0.036528i
0.099777+0.048774i,0.065574+0.3957i,0.074987+0.60002i,0.15489+0.42987i,0.19584+0.15253i,0.209+0.036654i,0.21524-0.0074917i,0.16379-0.053364i,0.09421-0.067882i,0.036052-0.066493i,-0.015273-0.049279i,-0.034634-0.015023i,-0.025354+0.0091319i,-0.010488+0.017383i,-7.7044e-05+0.01048i,-0.00088697-0.0029865i,-0.0059935-0.0071668i,-0.00087232-0.0038876i,0.0080514-0.007954i,0.0037585-0.020176i,-0.0086283-0.026667i,-0.015802-0.024658i,-0.012128-0.018766i
