0.00011079+0.00076654i,0.00046751-0.00048142i,-0.001767-0.00025742i,-0.0031783+0.00095793i,-0.0023219+0.0012914i,-0.00060936+0.0012715i,0.00041274+0.0011783i,0.00085195+0.00043398i,0.0012207-0.00011426i,0.00059772-0.00048372i,-0.0001867-0.0010697i,9.7191e-05-0.0012161i,0.00012336-0.00069379i,0.00024896-0.00085501i,0.00043134-0.0010869i,0.00045469-0.00056353i,0.00072197-0.00030971i,0.00044951-0.00023848i,6.2378e-05+8.9704e-05i,0.00031435+0.00014146i,0.00023935-8.5555e-05i,0.00028277+8.5968e-05i,-2.2526e-05+8.7098e-05i
-0.0070001+0.043402i,0.012009+0.076257i,0.049951+0.078909i,0.078587+0.036734i,0.076056-0.0028818i,0.056889-0.012507i,0.034862-0.014257i,0.014674-0.015222i,0.0062943-0.010449i,0.0019548-0.0051021i,-0.0057411+0.00068098i,-0.0094161+0.0063944i,-0.0096536+0.0057068i,-0.0097184+0.0028008i,-0.0072178+0.0025946i,-0.0031677+0.0043041i,0.00048242+0.006395i,0.0053737+0.0063025i,0.0082771+0.0032696i,0.0046566+0.00015704i,-0.0032088-0.0018712i,-0.0091141-0.0058569i,-0.008046-0.0088744i
-0.038486-0.024175i,-0.078333-0.029317i,-0.098261-0.0088043i,-0.067711+0.014869i,-0.019089+0.01191i,-0.0036339+0.0034597i,-0.0078844+0.0079549i,-0.0051575+0.0087892i,-0.0036382+0.0014081i,-0.0063882-0.0045822i,-0.0072163-0.0031931i,-0.0027751+0.00094247i,0.0021551+0.00017308i,0.0030955-0.0012615i,0.0036392-0.00081598i,0.0051495-0.0010327i,0.0064563-0.0012763i,0.0060556-7.093e-05i,0.0048005+0.0018886i,0.0068025+0.0032646i,0.011617+0.0040787i,0.015038+0.0058908i,0.013847+0.0083478i
0.036225-0.016512i,0.060755-0.047515i,0.046735-0.075548i,-0.0019001-0.073352i,-0.03204-0.050337i,-0.023855-0.032519i,-0.0082451-0.017787i,-0.0022083-0.0056032i,0.0011163-0.0011891i,0.0038786+0.00069493i,0.0056565+0.0013787i,0.0057665+0.0014587i,0.0047026+0.0035671i,0.0043684+0.005428i,0.0039565+0.0048604i,0.0043161+0.002313i,0.0041634-0.0024334i,0.0023122-0.0082161i,-0.0016047-0.0099981i,-0.0053046-0.0063601i,-0.0093575-0.0020569i,-0.012149-0.00060086i,-0.0096995-0.0018378i
-0.0014824+0.045687i,0.012744+0.085497i,0.039764+0.096663i,0.047294+0.066537i,0.023541+0.034739i,0.0044098+0.017042i,0.0042898+0.0015934i,0.002893-0.0090839i,-0.0026462-0.0083106i,-0.0035182-0.0040906i,-0.0021166-0.0052839i,-0.0030341-0.0090039i,-0.0049317-0.010029i,-0.0052365-0.0083017i,-0.0060931-0.0064103i,-0.0083827-0.0058693i,-0.0099419-0.005543i,-0.009317-0.002787i,-0.0058304+0.0002963i,-0.00031745-0.001822i,0.0044085-0.0070383i,0.007292-0.0074998i,0.0072072-0.0019731i
-0.037537-0.02606i,-0.076495-0.034195i,-0.093244-0.014157i,-0.061407+0.023034i,-0.018501+0.040388i,-0.0031978+0.032294i,-0.0015024+0.017041i,0.00086264+0.0039652i,0.0023916-0.0014327i,0.0033911-0.0030848i,0.0008812-0.0065403i,-0.0033548-0.0057453i,-0.0025173-0.0023831i,0.0011304-0.0022519i,0.0021359-0.0017866i,0.00051529+0.00089141i,-0.00097888+0.002944i,-0.0020777+0.0033904i,-0.0025849+0.0038157i,-0.0039253+0.0065746i,-0.00654+0.010664i,-0.0086926+0.011136i,-0.0081929+0.0068367i
0.038678-0.016773i,0.06843-0.047956i,0.070674-0.071756i,0.042103-0.063346i,0.019041-0.034883i,0.0086683-0.014513i,-0.0056922-0.0053487i,-0.013163+0.0058175i,-0.0071399+0.012152i,0.00061088+0.0087969i,0.0025111+0.0047288i,-0.00069548+0.0028051i,-0.0030058+0.0011548i,-0.0036945-0.00034448i,-0.0034406+0.00041852i,-0.0021968+0.0038574i,-0.00098557+0.0072195i,0.00096044+0.0074902i,0.0032497+0.0051144i,0.0035245+0.00084798i,0.0032248-0.0046886i,0.0039038-0.0073338i,0.0044137-0.0042368i
-0.0011939+0.044155i,0.0099723+0.086347i,0.026652+0.095215i,0.035472+0.051525i,0.032637+0.0023261i,0.026407-0.0096008i,0.021968-0.0020647i,0.016849-1.939e-05i,0.011349-0.0016599i,0.0074922+0.000875i,0.0066583+0.0061019i,0.0077886+0.0072749i,0.0060125+0.0040753i,0.002771+0.00078045i,0.0016938+3.3403e-05i,0.0022181-0.0001662i,0.0044962-0.001918i,0.004879-0.0045453i,0.0020849-0.005627i,0.002407-0.0029961i,0.0049134+0.0030537i,0.0041492+0.0067455i,0.0013137+0.0058739i
-0.039701-0.01969i,-0.082189-0.031773i,-0.10348-0.022532i,-0.0826+0.0020911i,-0.047003+0.012605i,-0.024651+0.0064079i,-0.0072136+0.0024082i,0.007592-0.00073912i,0.010045-0.0044263i,0.0066869-0.0035606i,0.0060015-0.0027533i,0.0048767-0.0054955i,0.0024494-0.0073835i,0.00077143-0.0056576i,0.0011604-0.0035941i,0.0015946-0.0037314i,0.00058358-0.0046199i,-0.00032336-0.0038756i,-0.00066801-0.0018965i,-0.0017817-0.003571i,-0.0039333-0.0083586i,-0.0039885-0.010989i,-0.0015244-0.008033i
0.039423-0.025293i,0.071632-0.051987i,0.073749-0.069115i,0.034644-0.055072i,-0.004964-0.023815i,-0.01442-0.01159i,-0.013623-0.015724i,-0.017048-0.013007i,-0.015436-0.0047957i,-0.007995+0.00099543i,-0.0017357+0.0014873i,0.00032799-0.00045434i,0.0015499+8.4252e-05i,0.0036152+0.001584i,0.0040617+0.0014301i,0.0018668-0.00032643i,-0.0018101-0.0014469i,-0.0051764-0.0015805i,-0.0063592-6.1944e-05i,-0.0036804+0.0025815i,0.0010807+0.0053862i,0.0031288+0.0065008i,0.003018+0.0048554i
0.0017929+0.044725i,0.010609+0.086058i,0.031045+0.10115i,0.047055+0.071669i,0.041498+0.035406i,0.022231+0.019949i,0.0061185+0.0099611i,-0.0055587+0.0026592i,-0.011665+0.0047887i,-0.011379+0.0080399i,-0.0097198+0.0077972i,-0.0077401+0.0050868i,-0.0050257+0.0018913i,-0.0020026+0.0001905i,-0.00084181-0.00080906i,-0.0033976-0.00059639i,-0.0055637+0.00062793i,-0.0024898+0.00089744i,0.0020238+0.00034465i,0.00036552+0.00021284i,-0.0053437+7.2066e-05i,-0.0084697-0.0012238i,-0.0070275-0.0024168i
-0.042021-0.021828i,-0.080115-0.038071i,-0.098603-0.031085i,-0.068962-0.0045564i,-0.022349+0.0095671i,-0.00096993+0.011869i,0.0016149+0.017358i,0.0045874+0.020183i,0.0081458+0.01619i,0.0063225+0.01014i,0.00083554+0.006893i,0.00021277+0.006571i,0.0051383+0.005032i,0.0071581+0.0019019i,0.0054195+0.00031632i,0.0042585+0.0016517i,0.0038152+0.0039781i,0.0023956+0.0049191i,0.0014905+0.0042816i,0.004551+0.0034404i,0.01038+0.0023743i,0.013022+0.0021474i,0.0099607+0.0017638i
0.039595-0.022027i,0.072064-0.048349i,0.075946-0.068143i,0.039921-0.064777i,0.0078351-0.046004i,0.0022544-0.03107i,0.0049288-0.019836i,0.0085595-0.0087333i,0.010234-0.004385i,0.0064465-0.0039564i,0.0025279-0.0019711i,0.00085806+2.4608e-05i,-0.001286+0.0012056i,-0.0034381+0.002595i,-0.0041229+0.0031107i,-0.0038276+0.002646i,-0.0026804+0.00012551i,-0.0012078-0.0043244i,-0.00079516-0.0056542i,-0.0017733-0.0033872i,-0.0047654-0.00027787i,-0.006978+0.0020492i,-0.0056376+0.0032783i
-0.0029313+0.044763i,0.0027522+0.087431i,0.013346+0.10141i,0.018878+0.068335i,0.011597+0.026808i,0.0067167+0.0044796i,0.008962-0.0072678i,0.004494-0.018349i,-0.0031682-0.021484i,-0.0058735-0.015914i,-0.0041704-0.010049i,-0.0011492-0.0065314i,-0.00071999-0.0037676i,-0.00011714-0.00085631i,0.0013508-0.00042103i,0.0037117-0.0026269i,0.00601-0.0038448i,0.0050493-0.0025751i,0.0016175+7.4938e-05i,-0.00081149-0.00090156i,0.0007627-0.0053846i,0.004447-0.0073422i,0.0058633-0.0064996i
-0.036947-0.021687i,-0.074191-0.038865i,-0.089285-0.035518i,-0.067607-0.0069171i,-0.039025+0.016278i,-0.026846+0.01586i,-0.022444+0.0064884i,-0.017478+0.0025085i,-0.013354+0.0013273i,-0.0097385-0.00084824i,-0.0078188-0.0034563i,-0.0081007-0.0035375i,-0.0065338+0.00016537i,-0.0032346+0.00311i,-0.0020269+0.0030536i,-0.002417+0.0016362i,-0.0050182+0.00072688i,-0.0066231-0.00022158i,-0.0040691-8.3204e-05i,-0.0018696+0.0023782i,-0.0032117+0.007113i,-0.005+0.010384i,-0.0045746+0.0085367i
0.038494-0.02599i,0.072081-0.048933i,0.079827-0.061261i,0.052506-0.048998i,0.022876-0.025822i,0.0090453-0.0085752i,-0.0014028+0.001224i,-0.0085824+0.0095661i,-0.0067396+0.013848i,-0.00098592+0.010608i,0.0018575+0.0048652i,0.0014837+0.0013734i,0.0012724-0.00098861i,0.0019994-0.0035756i,0.0017488-0.0062807i,0.00047746-0.0071718i,9.4345e-05-0.0047459i,0.00088992-0.0015546i,0.0018255+0.00058558i,0.0013121+0.00038459i,-0.00020303-0.0023267i,-0.00062886-0.0054477i,0.00020719-0.0056239i
0.0042936+0.044108i,0.0066405+0.082769i,0.011019+0.095016i,0.019273+0.064209i,0.026126+0.024968i,0.024355+0.009754i,0.020674+0.0071347i,0.018259+0.0036469i,0.016166+0.0020312i,0.013025+0.0018921i,0.0081877+0.001579i,0.0050468+0.0011091i,0.0026308-0.00068988i,-0.0002063-0.0016166i,-0.0016216+0.00088944i,-0.0019979+0.004685i,-0.0022867+0.0056571i,-0.0026272+0.0026977i,-0.0025677-0.00078472i,0.00017646-0.0013036i,0.0046733+0.0017497i,0.0061948+0.0052604i,0.0035733+0.0057996i
-0.034728-0.015417i,-0.067637-0.034549i,-0.080431-0.040543i,-0.062205-0.024125i,-0.034033-0.0090992i,-0.015103-0.0080908i,-0.0032689-0.0083612i,0.0072513-0.0079021i,0.012364-0.0087746i,0.010533-0.0075254i,0.0073212-0.0050661i,0.0050854-0.0039822i,0.0025347-0.004071i,-0.0018145-0.0035535i,-0.0038465-0.0027968i,-0.00095235-0.0022126i,0.0028685-0.002333i,0.0043011-0.0029514i,0.0041217-0.0017794i,0.0019935-0.0019859i,-0.0016329-0.0045789i,-0.0040162-0.0061471i,-0.0032576-0.0051739i
0.03383-0.021607i,0.065016-0.038075i,0.075585-0.044319i,0.047091-0.036449i,0.010985-0.022422i,-0.0036989-0.015725i,-0.007921-0.016173i,-0.011845-0.015002i,-0.012272-0.0094248i,-0.0071981-0.0030902i,-0.0019027-0.00023278i,-0.0011951+0.00018852i,-0.0014109+0.00060024i,0.00030099+0.0014885i,0.0023728+0.0020066i,0.0036037+0.00073048i,0.0015683-0.00080818i,-0.0025853-0.00094062i,-0.0046523-0.00044517i,-0.0038875-0.00030422i,-0.00072784-3.3373e-05i,0.0027345+0.00061565i,0.0040702+0.0015399i
0.0029801+0.039165i,0.00023707+0.075649i,0.0018533+0.089752i,0.010176+0.06698i,0.011406+0.03639i,0.0048188+0.019458i,-0.000707+0.010197i,-0.0073578+0.0053839i,-0.010436+0.0047596i,-0.0071819+0.0065327i,-0.0035618+0.007797i,-0.0012632+0.0064488i,0.00047514+0.0033909i,0.0013466+0.001135i,0.00041424-0.0011739i,-0.00040514-0.003844i,-0.00093538-0.0048601i,-0.00010191-0.0036566i,0.002691-0.0015271i,0.003133+0.00024245i,-0.00057939+0.00085114i,-0.0049126+0.00024001i,-0.0052865-0.0014971i
-0.029428-0.020085i,-0.059188-0.040978i,-0.068859-0.0476i,-0.047798-0.02632i,-0.018185-0.0030096i,-0.0056024+0.0065325i,-0.0028014+0.010873i,0.0022671+0.014953i,0.0053135+0.015612i,0.0033081+0.011944i,-0.0012902+0.0085615i,-0.0038667+0.0077259i,-0.0014115+0.0065313i,0.0021938+0.0030022i,0.002001+3.6787e-05i,-0.001284+0.00055539i,-0.0032741+0.003293i,-0.0043398+0.0044077i,-0.0045979+0.00372i,-0.0023881+0.0033745i,0.0024086+0.0029221i,0.0056916+0.001546i,0.0054615+0.0010268i
0.030777-0.019189i,0.062478-0.033592i,0.071552-0.041169i,0.046112-0.036703i,0.019787-0.02537i,0.012-0.016017i,0.0098065-0.011006i,0.0083503-0.0061662i,0.0081651-0.0012481i,0.0053871-0.00024184i,0.0020169-0.0019633i,0.00054042-0.0028574i,-1.9977e-05-0.0024636i,-0.0013213-0.0021436i,-0.0023755-0.001218i,-0.0014019+0.00065312i,0.001037-0.00023204i,0.002603-0.0034234i,0.0022481-0.0039247i,0.0016506-0.0026343i,0.00091625-0.00057999i,-0.001346+0.002126i,-0.0026025+0.0030851i
0.0014876+0.036638i,-0.0019304+0.07216i,-0.0019125+0.083681i,0.0040793+0.055677i,0.0068874+0.022125i,0.0059892+0.0042682i,0.0056722-0.0054407i,0.0050372-0.012923i,0.0030285-0.014633i,-0.00020068-0.010045i,-0.0031366-0.0046077i,-0.0037342-0.0012577i,-0.003924+0.0010854i,-0.002223+0.003278i,0.0011428+0.0048154i,0.0036605+0.005878i,0.0049605+0.0047059i,0.0035721+0.0039018i,0.0016618+0.0046159i,0.001018+0.003017i,0.00090976-0.0010218i,0.0023091-0.0043898i,0.0038059-0.0040636i
-0.029885-0.016815i,-0.057662-0.036329i,-0.066498-0.041574i,-0.04931-0.021126i,-0.030462-0.00070182i,-0.021476+0.0032167i,-0.016361+0.0013891i,-0.012602-0.00018918i,-0.010367-0.0024116i,-0.0075098-0.0031136i,-0.0058454-0.0039375i,-0.0061422-0.0045049i,-0.0047304-0.0027903i,-0.002189-0.0010148i,-0.00099744-0.0019687i,-0.00026695-0.0048823i,-0.0013775-0.0058263i,-0.0034919-0.0059695i,-0.0032363-0.0058036i,-0.0027635-0.0029857i,-0.0029078+0.00063414i,-0.0019759+0.0023294i,-0.00049176+0.0024701i
0.028753-0.018142i,0.056857-0.030048i,0.067027-0.031012i,0.047347-0.021227i,0.021953-0.011738i,0.0090233-0.0065224i,0.00070458-0.0035041i,-0.0068085+0.0019i,-0.0084221+0.0066799i,-0.0052043+0.0057251i,-0.002264+0.0015585i,-0.0014738-0.00084598i,-0.00083734-0.0006957i,0.0011716-0.000979i,0.0022732-0.0025456i,0.001803-0.00342i,0.00045074-0.0023009i,-0.00030335-9.6516e-06i,-8.1855e-05+0.0011477i,8.4561e-05+0.0011016i,-0.0013661+0.00049893i,-0.0030726-0.00099264i,-0.0023997-0.0022181i
0.00032731+0.029381i,-0.0061123+0.059319i,-0.010899+0.069612i,-0.0048777+0.050116i,0.005716+0.026066i,0.0096999+0.014453i,0.010474+0.0091613i,0.0095738+0.0059735i,0.0074706+0.0044488i,0.0058363+0.0023481i,0.0051345-0.0004317i,0.0040711-0.0020487i,0.0023759-0.0032801i,-0.00017776-0.0028153i,-0.0040937-0.00043765i,-0.0063207+0.0022149i,-0.0055089+0.0030378i,-0.0042373+0.0018836i,-0.0031256+0.0010469i,-0.0017116+0.0010908i,-8.2669e-05+0.0017759i,0.0017473+0.0028444i,0.0016391+0.0028494i
-0.025883-0.015296i,-0.04781-0.03345i,-0.051437-0.043762i,-0.035978-0.032436i,-0.017693-0.014233i,-0.006927-0.0077143i,-0.0011575-0.0058719i,0.0050179-0.0041677i,0.0092421-0.0033806i,0.0082314-0.0026438i,0.0043702-0.0018572i,0.002241+6.879e-05i,0.0011242+0.00081928i,-0.00031479-8.0648e-05i,-0.0010409-1.0152e-05i,-0.00066937+0.0012337i,0.00010524+0.0015346i,0.0011978+0.00029727i,0.0023781-0.00039414i,0.0019716-0.00051219i,2.3759e-05-0.00058901i,-0.0015676-0.000423i,-0.0020696-0.0007146i
0.023732-0.011897i,0.048973-0.020292i,0.061298-0.017987i,0.044523-0.011106i,0.019045-0.0075425i,0.0061618-0.0073192i,-0.00027524-0.009317i,-0.0040779-0.0091558i,-0.0026477-0.0066693i,0.00036656-0.0040323i,0.0024852-0.0021367i,0.0033573-0.0023824i,0.0021874-0.0035847i,0.00084128-0.0026624i,0.0019777-0.00044363i,0.0042017+9.7775e-05i,0.005036-0.0014073i,0.0034268-0.0017636i,0.0015656-0.0014352i,0.0010991-0.0011031i,0.0012017-0.00068133i,0.0019603-0.0012094i,0.0023585-0.0014446i
0.001704+0.026922i,-0.0061753+0.051244i,-0.013057+0.059215i,-0.009391+0.042699i,-0.0029057+0.020614i,-0.0019768+0.0093748i,-0.0021413+0.0038943i,-0.004113+0.0004875i,-0.0066846-6.4976e-05i,-0.0058243+0.0025332i,-0.0023828+0.0059615i,0.00035184+0.0067999i,0.0018866+0.0041174i,0.0023013+0.00059045i,0.0012669-0.002032i,-0.00019483-0.0035941i,-0.0017042-0.0034954i,-0.0027762-0.0030916i,-0.0026338-0.0025581i,-0.0022406-0.0025124i,-0.0025056-0.0026333i,-0.0032342-0.0011934i,-0.0037663+0.00058327i
-0.027235-0.0099512i,-0.042697-0.026562i,-0.045157-0.031835i,-0.030106-0.016226i,-0.011245+4.8255e-05i,-0.0022281+0.0044126i,-0.0013251+0.0052497i,-0.0018969+0.0080451i,-0.0019888+0.0093768i,-0.00059623+0.007541i,0.00061912+0.0034983i,-0.00070112+0.00029347i,-0.0017403-0.00091411i,-0.00074082-0.0012714i,-0.00056463-0.0025147i,-0.002255-0.0041343i,-0.0045317-0.0040871i,-0.004466-0.0023519i,-0.0030016+0.00015241i,-0.001914+0.0015031i,-0.00017039+0.0013456i,0.0014584+0.0010443i,0.0011186+0.00016809i
0.01915-0.010928i,0.042475-0.016076i,0.050296-0.014407i,0.033577-0.011341i,0.016851-0.0092208i,0.0087016-0.0077571i,0.0037394-0.0065304i,0.0021208-0.0025664i,0.0026151+0.0023709i,0.0025589+0.0045129i,0.0025392+0.0034534i,0.0030044+0.0010662i,0.0030183+0.00033012i,0.0017601+0.00054361i,-2.9733e-05+0.0018475i,-0.000797+0.0047582i,8.761e-05+0.0061994i,0.0017958+0.005062i,0.0024354+0.0032785i,0.0011101+0.002339i,-0.00010485+0.0016352i,-0.00121+0.0018996i,-0.0012917+0.002134i
-0.0057524+0.021535i,-0.013452+0.043536i,-0.018451+0.048489i,-0.011946+0.031538i,-0.0020437+0.015685i,0.0039459+0.0075429i,0.0054088+0.0011365i,0.0044698-0.004823i,0.0030882-0.0055931i,0.00069464-0.0019245i,-0.0018471+0.00035831i,-0.0024464+0.00088081i,-0.002088+0.00039207i,-0.00062774-0.0011466i,0.00074705-0.001433i,0.0015946+0.00045985i,0.0016575+0.0014186i,0.0015252+0.00028538i,0.0011014-0.00045094i,0.000744-5.9334e-05i,0.0015772-0.0008064i,0.0024697-0.0019212i,0.0024399-0.0014025i
-0.02106-0.0095796i,-0.034437-0.02508i,-0.033165-0.03061i,-0.019478-0.018616i,-0.010711-0.0060214i,-0.0076567-0.0032503i,-0.0059477-0.0034128i,-0.0053583-0.00346i,-0.0041913-0.0034121i,-0.0025844-0.0021205i,-0.0025213-0.0015894i,-0.0018862-0.0013437i,-9.8285e-05-0.0011839i,0.0015975-0.0011906i,0.0030362-0.0012913i,0.0040703-0.0012744i,0.0034198-0.0029937i,0.0016973-0.0044404i,0.00087505-0.0041783i,0.00056643-0.0026118i,1.2877e-05-0.00029375i,1.216e-05+0.0018139i,0.00026266+0.002242i
0.016169-0.010457i,0.037061-0.01419i,0.044155-0.0074547i,0.031441+0.0014602i,0.017074+0.0015355i,0.0086328-0.0012477i,0.002197-0.0014903i,-0.0022545+3.9105e-05i,-0.0040143+0.0019974i,-0.0034104+0.0026812i,-0.0016629+0.00097988i,-0.0016624-0.00090422i,-0.0026425-0.0010125i,-0.0025742-0.0012014i,-0.0022377-0.0019624i,-0.0022607-0.0030681i,-0.0025971-0.0029629i,-0.0028586-0.001818i,-0.0015576-0.0014725i,-7.7792e-05-0.0016132i,-0.00033611-0.0014999i,-0.00095472-0.0019911i,-0.0013753-0.0017223i
-0.00067682+0.020728i,-0.0077125+0.038821i,-0.016+0.042002i,-0.014437+0.028335i,-0.0049645+0.015415i,0.00033389+0.009233i,0.0022742+0.0054626i,0.0022768+0.003013i,0.0012859+0.0022111i,0.0013461+0.00092113i,0.0017447-0.0011307i,0.0022397-0.0021413i,0.0017485-0.0020128i,-0.00016731-0.0012249i,-0.0019716+4.3484e-05i,-0.0036455+0.00043315i,-0.0047061+0.0009523i,-0.0046799+0.0019493i,-0.0040195+0.0022821i,-0.0030492+0.0022253i,-0.0014778+0.0021092i,0.00013073+0.0025543i,0.00068152+0.0021564i
-0.019305-0.010874i,-0.031228-0.023395i,-0.02945-0.030166i,-0.01709-0.020252i,-0.0069536-0.0059727i,-0.0013163-0.0012608i,-0.00020578-0.00022277i,0.00035105+0.0006202i,0.0026243+0.00066349i,0.0022336-0.00012202i,0.00033672-0.0012478i,-0.00064137-0.00046257i,-0.0011044+0.0005337i,-0.00078563+0.00070776i,-0.00037392+0.0011727i,0.00014371+0.0026471i,0.00075829+0.0032991i,0.0011698+0.0019427i,0.0020332+0.0011513i,0.0021324+0.0013835i,0.0010533+0.0012077i,-0.00046094+0.0012725i,-0.0015659+0.0010565i
0.012751-0.0081048i,0.029617-0.0093716i,0.036949-0.0023296i,0.026776+0.0026889i,0.011672+0.0010918i,0.0040611-0.0015441i,0.0016647-0.0031828i,0.00044016-0.0043584i,-0.00015585-0.0042064i,0.00091955-0.0020826i,0.0023963-0.00014957i,0.0029961-0.00086639i,0.0023299-0.0025975i,0.00049123-0.0029417i,0.00097904-0.0019631i,0.0027291-0.00044952i,0.0028419+0.0013493i,0.0017438+0.0019489i,9.4886e-05+0.0011801i,2.0617e-05+0.00051205i,0.0012284+0.0006741i,0.0018905+0.00054671i,0.0024578+0.00036824i
-0.0053156+0.015205i,-0.012496+0.029046i,-0.021712+0.03333i,-0.019486+0.023266i,-0.0098226+0.010196i,-0.0030177+0.0042111i,-0.0001966+0.00067932i,-0.00091737-0.0029104i,-0.0019093-0.0026917i,-0.00094932+0.00081459i,0.00040105+0.0034707i,0.0013075+0.0036637i,0.0012149+0.00097871i,0.0008231-0.0019123i,0.0008052-0.003646i,0.0011241-0.0043051i,0.0010264-0.0042425i,0.00056306-0.0038875i,0.00057949-0.0031324i,0.00037319-0.0026516i,-0.00010326-0.0017334i,-0.00072773-0.001027i,-0.0016461-0.00059666i
-0.01026-0.0086725i,-0.018263-0.020694i,-0.016901-0.028573i,-0.0098324-0.019141i,-0.0046279-0.0053499i,-0.0024745-0.00027238i,-0.0015248+0.00046041i,-0.00031476+0.0014876i,0.001196+0.0021219i,0.0020278+0.0016897i,0.0016401+0.0005101i,0.00086728-0.0006742i,-3.5555e-05-0.00054359i,-0.00058482-0.00050607i,-0.0014319-0.00097518i,-0.0025711-0.0012978i,-0.002511-0.0016776i,-0.0017827-0.0012673i,-0.0010814-0.00042798i,-0.00096308-0.00030578i,-0.00033331-0.001979i,0.0010033-0.0030467i,0.0019892-0.0020752i
0.014266-0.0043113i,0.028898-0.0047179i,0.035719-6.4488e-05i,0.025606+0.0018089i,0.01253+0.00023323i,0.0053545-0.0016729i,0.0023345-0.0025087i,0.0010022-0.00081144i,0.00049136+0.0013101i,0.0012863+0.0021773i,0.0016379+0.0017756i,0.00038654+0.00089955i,-0.00057466+0.0008952i,-0.00075694+0.0013429i,-0.0020059+0.0016323i,-0.0030767+0.0015944i,-0.0037257+0.0024493i,-0.0040144+0.0030008i,-0.0032277+0.002499i,-0.0018277+0.0023536i,-0.0014047+0.0028051i,-0.0016604+0.0029968i,-0.0018709+0.0026105i
0.0010317+0.014513i,-0.005911+0.026296i,-0.012179+0.027124i,-0.0082772+0.017243i,-0.0012641+0.0085483i,0.0017247+0.0042364i,0.0022372+0.0016294i,0.0027491-8.3216e-05i,0.0027797-0.00010831i,0.00034149+0.00071889i,-0.0021596+0.0011119i,-0.0019445+0.00082118i,-1.9147e-05+0.00024641i,0.0020457-0.00076016i,0.0035831-0.00058555i,0.0034158+0.0010774i,0.0020083+0.0021841i,0.0016867+0.0020119i,0.0017243+0.0011532i,0.0016295+0.00073976i,0.0016054+3.7989e-05i,0.0020041-0.00040907i,0.0026964-0.00041634i
-0.011987-0.0074079i,-0.020296-0.017985i,-0.017792-0.022674i,-0.0095708-0.014133i,-0.0055926-0.0055489i,-0.0042715-0.0041279i,-0.0032503-0.0039772i,-0.0019207-0.002156i,-0.0005711+0.0001537i,-0.00047147+0.0015642i,-0.0011397+0.0016183i,-0.00086674+0.001086i,0.00022226+0.00090172i,0.0010458+0.00059697i,0.0022469+6.8554e-07i,0.0029823-5.9243e-05i,0.0027656-0.00037251i,0.002429-0.00074656i,0.0026796-0.0012096i,0.002652-0.00065082i,0.0025009+0.00062233i,0.0026448+0.0016282i,0.0010676+0.0017312i
0.01314-0.007203i,0.025494-0.0079586i,0.0282-0.0030638i,0.017126+0.0014503i,0.0071532+0.00028032i,0.0036395-0.00073944i,0.001948-0.0012313i,-0.00042243-0.0016526i,-0.0016053-0.00084669i,-0.0016301-5.0276e-06i,-0.00055751+0.00043591i,0.0008426-1.8259e-05i,0.00042249-0.001274i,-0.0009695-0.0023116i,-0.0010229-0.0027973i,-0.00057692-0.003135i,-0.00069276-0.0029444i,-0.0010547-0.0029259i,-0.0020213-0.0027024i,-0.0026653-0.0026789i,-0.0017655-0.0032763i,-0.0010034-0.0034209i,8.1338e-05-0.0032762i
0.0016201+0.014136i,-0.0022102+0.024046i,-0.0079345+0.023642i,-0.0071551+0.013242i,-0.0013731+0.0060832i,0.001028+0.003183i,0.001061+0.00047478i,0.00059156-0.00044823i,0.00044667-0.0006688i,0.00040765-0.0011535i,4.3301e-05-0.0014336i,-0.00016725-0.00043852i,-0.0002821+0.00095449i,-7.5061e-05+0.0012629i,-0.00022927+0.0012522i,-0.0014519+0.001098i,-0.0023874+0.0004234i,-0.0024641+5.2822e-05i,-0.0013288-0.00067346i,9.9817e-05-0.00048574i,0.00072218+0.00047284i,0.00066014+0.00062927i,-0.00017379+0.00063758i
-0.0058761-0.0067164i,-0.011772-0.015653i,-0.0094209-0.021296i,-0.0044414-0.015789i,-0.0021097-0.0069427i,-0.00017407-0.0012927i,0.00078128+0.00062427i,0.001142-6.0671e-06i,0.00030041-0.00045157i,-0.000681-0.0010591i,-0.0018655-0.0017994i,-0.0031044-0.001917i,-0.0027895-0.00096322i,-0.0017544+0.00079818i,-0.00039863+0.001892i,-0.00031485+0.0019438i,-0.0014606+0.0019713i,-0.0020426+0.0023975i,-0.0017718+0.0031965i,-0.0014097+0.0037347i,-0.0012008+0.0023914i,-0.001034+0.00091775i,-0.00046117+0.00064321i
0.0099821-0.001044i,0.019565-0.00059225i,0.024346+0.0040614i,0.017724+0.0039205i,0.0075443+0.0001624i,0.0020893-0.0013501i,0.0010602-0.0014445i,0.00055784-0.0016572i,0.00012137-0.00077223i,0.00026336+0.00058457i,0.000202+0.00069637i,0.00025335+0.00036909i,0.0011451+0.00081498i,0.0018878+0.001256i,0.0020402+0.00073542i,0.0019813+0.00084207i,0.0017429+0.0022071i,0.001332+0.0025638i,0.00061049+0.0011804i,0.00060061-0.00016505i,0.0010497-0.00056986i,0.0013009-0.0002278i,0.00078873+8.5724e-05i
