0.0003612+4.9703e-05i,0.0017351-0.0010557i,0.0018287-0.0017093i,-5.3091e-05-0.0019816i,-0.0018415-0.0011635i,-0.0018839+0.00013164i,-0.00059817+0.0004542i,0.00051083+0.00075608i,0.00086384+0.00081158i,0.00050989-4.7539e-05i,0.00065923+0.00014502i,0.0012057+0.0010287i,0.0013453+0.00055458i,0.00085825-0.00041386i,0.00029172-0.00023612i,0.00017074+0.00038718i,0.00026837+0.00040507i,0.0002881-3.6571e-06i,4.7472e-05+7.8003e-05i,-0.00029891-0.0001609i,-0.00050321+0.00017253i,-0.0011278+0.00050962i,-0.0012288-0.00041749i
0.00014149+0.0012324i,-0.00086303+0.00082185i,-0.00063149+0.00035552i,0.00070212-7.0137e-05i,0.0010541-0.00025122i,0.00099768-7.261e-05i,0.00072986+0.00012374i,0.00033018+0.00032754i,-0.0003501+0.00023244i,-9.9007e-05-5.3803e-05i,0.00055888-0.00016736i,0.00050196+0.00045149i,0.00018355+0.00069043i,0.00067874+0.00049172i,0.00086562+0.00092702i,0.00043153+0.00084203i,8.7944e-06+0.00059147i,0.00012155-2.2097e-05i,0.0004594-0.00025315i,-0.00026101-0.00011238i,-0.00034428-9.6163e-05i,6.9366e-05+0.00051856i,0.00010813+0.00030556i
8.4314e-05-0.00047818i,-0.00018658-0.0010733i,-6.9586e-05-0.00097058i,-0.00041144-0.00045228i,-0.00031619-0.00080772i,0.00018667-0.00076553i,-1.5975e-05-0.00064124i,-0.00017487-5.8353e-05i,-0.00041279+0.0009701i,-0.00083964+0.0011934i,-0.00045425+0.0010691i,0.00078585+0.0010984i,0.00079398+0.00031469i,-4.281e-05-1.3915e-05i,-0.00031496-0.00014177i,-0.00031244-0.0001336i,-0.00054435+0.00046405i,-0.00033427+0.00046609i,0.00031572+0.00047076i,6.5436e-05+6.0044e-05i,-0.00020564-0.00020731i,0.00070403+0.00039632i,0.00053128+0.00074134i
-0.0028306+2.2608e-05i,-0.0027024-0.00041113i,-0.0017315+0.00094171i,0.00016471+0.0017878i,0.00080902+0.00053149i,0.00069889-6.3909e-05i,0.00050975+0.00014204i,-0.00016879-0.00037187i,-0.00047831-0.00056007i,-0.00026396+0.00025609i,-6.3297e-05+0.0006033i,0.00046005+0.00011268i,0.0014211+0.00018892i,0.0013058+9.6902e-05i,0.0013001-0.001088i,0.0015109-0.00086503i,0.00047011+5.163e-05i,0.00012407+7.3018e-05i,0.00047787-0.00021545i,0.00019899-0.00097827i,-4.4761e-05-0.0012554i,0.00017347-0.00062388i,0.00029239-0.00020376i
0.002392-0.0010276i,0.0026674-0.0007024i,0.0019438-0.0020054i,0.00099009-0.0024824i,0.0010138-0.001716i,0.00056876-0.0016698i,-0.0001599-0.0015056i,-0.00014401-0.00059887i,-0.00022062+0.00068645i,-0.00082061+0.00044727i,-0.00046578+0.00030457i,-0.00027785+0.00045374i,-0.00021751-5.892e-05i,-3.19e-06+1.344e-05i,-0.00074152+0.00025656i,-0.00094316+0.00031009i,-0.00027179+0.00052315i,-0.00049282+0.00039815i,-0.0010767-8.0551e-05i,-0.00092742-0.00027129i,-0.00063011-3.1798e-06i,-0.00028811-0.00052868i,-0.00028576-0.00041808i
-0.0001663-0.0017865i,0.00013064-0.00112i,0.00042835+0.0002169i,0.00049302+0.00094974i,0.00091049+0.00072268i,0.0011051+4.9856e-05i,0.00061526-0.00089994i,-0.00033247-0.0011188i,-0.00070499-0.00050833i,-0.00025013+0.00052538i,-0.00036358+0.00056017i,-0.00058297+0.00026336i,-0.00037139+0.00035347i,0.00044157-0.00011087i,0.0010475-0.00027249i,0.00080319-0.00021055i,0.00038531-0.0001932i,-0.00031548+0.00039106i,-0.00083963+5.319e-05i,-0.000154-0.00073261i,0.00012738-0.00013236i,-0.00049698+1.7439e-07i,-0.00047047-0.00042086i
0.00042226-0.00041981i,-0.00098169-0.00079631i,-0.0010634-0.00037211i,-0.00061463-0.00028196i,7.278e-05-0.00057165i,0.000465-0.00029083i,-1.593e-05-0.00050921i,-0.00044011-0.001148i,-0.00057797-0.0011772i,-0.00060403-0.0011718i,-0.00032718-0.00050136i,-0.00028237+0.00078859i,-0.000152+0.00058948i,0.00069113+0.00015007i,0.00045895-5.8872e-06i,-0.00031527-0.00014886i,-0.00012337-0.0008111i,-0.00012783-0.00085375i,0.00019223+4.3825e-05i,0.0003643-2.2957e-05i,0.0003913-0.00025859i,0.00025375+9.3482e-05i,0.00044062+0.00026501i
0.00080068-0.00083944i,0.00139-4.1793e-05i,0.0015328-0.00024871i,0.0015879-0.0004265i,0.0012228-0.00012436i,0.00027121+0.00014116i,-0.00041723+0.00022235i,-0.00012308-0.00030612i,0.00036597-0.00044832i,-0.00014701-0.00018842i,-0.00029758-0.00066176i,0.00072558-0.00045041i,0.00057536+0.0003343i,0.00016768+0.00063963i,0.00050784+0.00057515i,2.503e-05+0.00034752i,-0.00037575-0.00035859i,-9.7224e-05+9.4506e-05i,0.0001006+0.00069075i,-0.00048914+0.00012832i,-0.00084194-0.00055089i,-0.00042882-0.00043041i,-0.00021952-0.00027714i
1.8314e-05-0.0018934i,-0.00046373-0.0022355i,-0.0011713-0.0020321i,-0.0012789-0.0016062i,-0.0011775-0.0015829i,-0.00050644-0.001128i,-0.00023258-0.0003157i,-0.00022282+1.6113e-05i,-0.00069449+8.8649e-05i,-0.0011874-0.00019611i,-0.00040743-0.00039954i,0.00072203-0.00013304i,0.00084107+0.00020849i,0.00055342-0.00016813i,0.00028887-0.00027485i,0.00020471+0.00042853i,0.00051327+0.00035583i,0.00047248+3.7422e-05i,-5.1266e-05+0.00054277i,-0.0005002+0.00093233i,-0.00044522+0.00068911i,-0.0001547+1.9314e-05i,-0.00019619-1.7519e-05i
0.00034896-0.00025236i,0.00051384-0.00042453i,0.0011648-0.0012243i,0.00045698-0.00080145i,-0.00049427-0.00016228i,-0.0004867+0.00053052i,-0.00086947+0.00074895i,-0.00146+8.692e-05i,-0.0014544+0.000289i,-0.0010689+0.00070531i,-0.00039365-0.00012778i,-6.6573e-05-0.00072122i,0.00053399-0.00050959i,0.00072954-0.000252i,-1.1124e-05-0.00016218i,-0.00056703+6.8262e-06i,-0.00074136-0.00012444i,-0.00060016-0.00034821i,-0.00044428-0.00073287i,-7.8138e-05-0.00062105i,2.3057e-06-0.00013314i,-0.00077891-3.9393e-05i,-0.0013563+0.00015886i
0.0019173-0.00020775i,0.0017111-0.0007097i,0.00040318-0.00048103i,0.0008476-0.00016273i,0.0011215-0.00044047i,0.00081225-0.00031266i,0.00078264+5.1791e-05i,0.00062307-0.00016043i,0.00051387-0.00028028i,0.0004621+0.00028031i,-0.00014702+0.00087234i,-0.00031746+0.00071596i,0.00036064+1.1095e-05i,0.00038601-0.00078617i,0.00021286-0.00046671i,0.00025231-0.00015468i,6.384e-05-0.00017682i,-4.765e-05+0.00030052i,-8.2543e-05+0.00043054i,0.00012595+0.00018641i,-0.00058616-1.1971e-05i,-0.00038147-0.00029921i,-0.00019853-0.00057574i
-6.7409e-05+0.00016096i,0.00046765+1.1278e-05i,0.00054328+0.00027504i,0.00045893+0.00010703i,3.9725e-05-0.00026385i,-0.0012659-0.00057875i,-0.00098087-0.00069352i,-0.00028582-0.00042286i,-0.00030505+1.3285e-05i,-0.00068728+0.00047745i,-0.00086399+0.00071058i,-0.00049962+0.0012439i,-1.5569e-05+0.0014946i,0.00037006+0.00084171i,0.00026302+0.00015216i,-6.9491e-05-0.00051267i,0.00015657-0.00027889i,0.00074934+0.00036394i,0.0011799+0.00018615i,0.0012496-0.00017236i,0.0005704-0.00035052i,0.00030681-0.00010588i,0.00079117+0.00034403i
0.0014664-0.003281i,0.0012118-0.0031681i,0.0007941-0.0023948i,0.00058828-0.0018427i,0.00095909-0.00040958i,0.0010022+0.00015913i,0.00020377+0.00010565i,-5.2891e-06+0.0002209i,0.00023098+0.00028886i,9.4337e-05+8.0084e-05i,0.00013439+0.00023692i,-0.00034884+0.00070666i,-6.7046e-05+0.00064341i,0.00056335+0.00016168i,-7.8864e-05-0.00020446i,-0.00036886-0.00049767i,0.00018825-0.00067406i,0.00035418-1.8066e-05i,0.00059836+0.0004126i,0.00055138-0.00018765i,-0.00023966-0.00077893i,-0.00058723-0.00094157i,-6.8248e-05-0.00086771i
0.00077349-0.0008525i,0.00062022-0.00090328i,0.00066109-0.0012117i,0.00091144-0.00063768i,0.0010652+0.00054889i,0.00065154+8.5828e-05i,0.00084523-0.000836i,0.001236-0.0005735i,0.00027983+3.022e-05i,0.00026768-0.00013056i,0.00030274-0.00010246i,0.00044463+6.6537e-05i,-0.00017644+0.0004694i,-0.00050131+0.00088998i,0.0005648+0.00054947i,0.0010761-0.00018872i,0.00019233-0.00012633i,-0.00020121+0.00019027i,0.00033669-0.00068005i,0.00036029-0.00087044i,0.00053862-0.00051711i,0.0004925-0.00015363i,0.00020631+0.00034366i
9.0817e-05-0.0003405i,0.00092414-0.00078232i,0.0012811+0.00017707i,0.00092834+0.00085083i,0.00081679+0.0006503i,0.00034123-5.2067e-06i,-0.0005537-0.00067869i,-0.00039496-0.0016056i,2.1564e-05-0.0011007i,-2.7585e-06-6.2166e-05i,0.00015749+0.00036887i,0.00059579+0.0010314i,0.00052027+0.0010045i,0.00029698+0.00025132i,0.0003041+0.00011692i,0.00028086-5.8506e-06i,0.00017409-0.00049251i,-0.00040713-1.3423e-05i,-0.00062366+2.4461e-05i,-3.3138e-05-0.0004565i,0.00027594-6.4064e-05i,0.00010003+0.0002003i,0.00011357+0.00075698i
0.0013147-0.0013707i,0.0016617-0.0018123i,-7.8618e-05-0.0016102i,-0.0010374-0.0011273i,-0.00036471-0.00045085i,0.00019984-0.00012753i,5.948e-06+0.00044891i,0.00032999+0.00023393i,0.0010473-0.00086751i,0.00093048-0.00089964i,0.00089922-0.00020132i,0.00062923+0.00011259i,5.0914e-05+4.7794e-05i,-2.582e-05-0.00024785i,-0.00049534-0.00070407i,-0.00024335-0.00086212i,0.00023973-0.00024099i,7.7453e-05+0.00033873i,0.00011824+0.00063524i,0.00042768+1.6309e-05i,0.00017947-0.00086059i,-0.00031635-0.00064446i,-0.00060595-0.00032464i
0.001948+0.001037i,0.0022818+0.00071019i,0.0016238+0.00044645i,0.0011979-0.00014456i,0.0008987-0.001058i,0.00047236-0.0011497i,8.763e-05-0.00055134i,-8.443e-05-0.00043778i,0.00012688-0.00041383i,0.00024499-0.00026325i,-0.00028587-0.00030063i,-0.00030531-0.00038857i,0.00014468+0.00039798i,0.00021359+0.00069883i,0.0005033+0.00037137i,0.00061866+0.00019997i,0.00027499-3.8228e-05i,0.00049384-3.4413e-05i,0.00039276-4.9878e-05i,-2.1829e-05+0.00018903i,-0.0007882+0.00032417i,-0.0011399-9.1045e-05i,-0.00047124-0.00031625i
-0.00020444+0.0003632i,-6.7063e-05+0.0003407i,-8.923e-06-0.00044568i,4.4954e-05-0.00073605i,0.00066135-0.00078682i,0.002022-0.0011607i,0.0014277-0.00080801i,0.00026223-0.00034168i,9.1408e-05-0.00050451i,-0.00079464-0.00031522i,-0.00091876-0.00018415i,-0.00024463-0.00053239i,0.00065941+1.4948e-05i,0.0011025+0.00044836i,0.001031-2.681e-06i,0.00083908+1.8372e-05i,0.00042052+0.00035198i,0.00010192+0.00049194i,0.00051771+0.00017611i,0.00061896+9.4654e-06i,-0.00015181-0.00095332i,-0.00033938-0.00081246i,-0.00054048+0.00041877i
8.9591e-05-0.0011911i,-0.00045522-0.00098515i,0.00030737-0.00070277i,0.0011345+0.00033235i,0.0010302+0.0012613i,0.00069758+0.00087943i,0.00042588-0.00064095i,-0.00032249-0.0009219i,-0.00038736-1.0734e-05i,-0.00018879+0.00043477i,8.5443e-05+0.00065573i,0.00029036+0.00080588i,4.1808e-05+0.00049036i,-5.4357e-05+0.00012183i,0.00045373+0.00013152i,0.0006878-0.0002905i,0.0011233-0.00091388i,0.00055944-7.2798e-05i,-5.334e-05+0.00033617i,0.00024689+0.00014852i,-0.00050609-0.00039663i,-0.00091715-0.0013323i,-0.00051266-0.0011296i
0.0013482-0.0019825i,0.0011364-0.0027341i,-3.4391e-05-0.0028595i,-0.00076455-0.0011809i,-0.0003938-2.2211e-05i,0.00053862+0.00032621i,3.9484e-05+0.0010328i,-0.00073126+0.00099716i,-0.00048628+0.00043269i,-0.00044955+6.658e-05i,-2.249e-05+0.00034996i,0.00010272+0.00046236i,3.3763e-05+0.00050536i,0.00039901+0.00032604i,0.00078688-0.00017491i,0.00096938-0.00086304i,0.00016347-0.00049333i,-0.00039789+0.00072529i,0.00023317+0.0011325i,0.00040482+0.00031036i,-0.00045479+5.4018e-05i,-0.00014505-0.00031449i,4.5385e-05-0.0005452i
-2.0581e-05-0.0020944i,-0.0011336-0.0018116i,-0.00073934-0.0016447i,-0.00056388-0.00087777i,-0.0015084-0.00033166i,-0.0010731+5.1403e-05i,-0.00038819+6.7924e-05i,1.6537e-05+0.00017261i,-0.0003169-0.0004089i,-0.0014952-0.00057204i,-0.0016592+6.5034e-05i,-0.00010087+0.00056298i,0.00065258+0.0013145i,-0.00012842+0.0016806i,-0.0005527+0.00084598i,-0.0003845+0.00057628i,-0.00041446+0.00053385i,0.00024063+0.00020551i,0.00079149+0.00031372i,0.00036615-0.00045225i,0.00012266-0.0010919i,-0.00061014-0.00044622i,-0.0011603-0.00054247i
0.0005218-0.0016328i,0.00074782-0.0019927i,0.0015364-0.0018371i,0.00146-0.0012617i,0.0011209-0.00078447i,0.00072782-0.00066227i,0.00039648-0.00059201i,-9.2843e-05-0.00055003i,-0.001229-0.00011597i,-0.0013561-0.00048232i,-0.00014044-0.00055014i,0.00043505+0.00013294i,0.00065066+0.00063859i,0.00028095+0.0011154i,-0.00024086+0.00056819i,0.00022685-0.00045811i,0.00017518-0.00059313i,-0.0004458-0.00033582i,-0.00039452+0.00025386i,7.0542e-05+0.0009451i,0.00035196-8.9996e-05i,0.00041292-0.0011337i,0.0003468-0.0011202i
0.001584-0.00070386i,0.00062198-0.0017625i,0.0025961-0.0006875i,0.0024476-0.00094458i,0.001351-0.0012879i,0.00088669-0.0011403i,0.00049403-0.00099758i,0.00042224+1.6508e-05i,-9.3515e-05+0.00099104i,-0.00021575+0.00059403i,7.2678e-05+0.00010984i,0.0002389+2.9819e-05i,0.0006289-3.5495e-06i,0.00040774+0.00027756i,8.8539e-05+0.000101i,-7.6325e-05-0.00027438i,-8.8065e-05-0.00059754i,-0.0001513-0.000993i,-0.00024627-0.00078019i,-0.00026582+0.00021389i,-0.00070827+0.00029523i,-0.00092773-0.00079962i,-0.0003175-0.00065367i
-0.00086017+0.000298i,-0.0007349+0.00041887i,-0.0010319-0.00089457i,-0.00043483-0.00099184i,0.00088764-2.7358e-05i,0.0010443+0.00032956i,0.00044915-2.5997e-05i,0.00020665-0.0005718i,-0.00028699-0.00074488i,-0.00043429-9.0367e-05i,-0.00038904+0.00024079i,0.00017745+0.00037428i,0.00031184+4.6508e-05i,0.00019893-0.00048877i,0.00082373-0.00070138i,0.00075234-0.00071156i,0.00036477+6.0973e-05i,0.00036237+0.00028014i,-1.129e-05-4.1225e-05i,-0.00023906+0.0002609i,-0.00043575+0.00028952i,-0.0010263-0.00032135i,-0.00058064-0.00023476i
0.00053628-0.0015121i,3.6979e-05-0.000865i,-0.0016998-0.0010253i,-0.0026965-0.00063227i,-0.0019899+0.00098928i,-0.00069969+0.0013805i,-0.00014258+0.00034228i,-6.4692e-05-0.00017129i,-4.4891e-05-0.00063329i,0.00019139-0.00010493i,-0.00018933+0.00037609i,-0.0004187+0.00046127i,0.00011684+0.00081183i,-0.00043042+0.00076422i,-0.00034164+0.00030203i,-0.00011536+0.00036764i,-0.00023511+0.001062i,0.00014548+0.0012267i,0.00047215+0.0010286i,0.00079196+0.00039692i,0.00012592-0.00030705i,-0.00079751-0.00047617i,-0.00081235-0.00030861i
-0.0012718+0.00035976i,-0.00091658+0.00014598i,-0.00038077-0.0016227i,-2.3062e-05-0.0013006i,0.00016461-0.00022874i,0.00089754-0.00013161i,0.00068053-0.0008597i,5.186e-05-0.0010823i,-0.00082928+4.0572e-05i,-0.0012848+0.00063902i,-0.00019899-0.0004286i,0.00029199-0.00060482i,-0.00037207+0.00082836i,0.00011737+0.0014624i,0.00095279+0.00039902i,0.001184+0.00024973i,0.00043706+0.00044918i,-0.00048324+0.00025978i,-0.00029967+4.6727e-06i,-0.00077227-0.00020732i,-0.0012637-0.00010619i,-0.00065679-2.4684e-07i,-0.00065949+0.00033113i
0.00019173-0.0021994i,0.00049173-0.0016751i,0.00069779-0.0014249i,0.00059196-0.001406i,0.00029148-0.00057437i,0.0003682-0.00017666i,0.00044702-0.00022393i,-0.00051307-0.00016013i,-0.00081673+9.8411e-05i,6.0644e-05+0.00053789i,-0.00017011+0.00065808i,-0.00097672-0.00034179i,-0.00059732-0.00058453i,0.00027242+0.00010687i,0.00026461+0.00042689i,-0.00013035-6.769e-05i,7.5454e-05-0.00068391i,0.00075304-0.00037854i,0.00086851-0.00062347i,6.7319e-06-0.00072625i,-0.0003976-3.6894e-05i,-0.0004958-0.00016107i,0.00047011-0.000719i
0.0015119+5.1097e-05i,0.0011515-0.00035211i,0.00010499-0.0015192i,-0.00079168-0.0016949i,-0.0010799-0.0015971i,-0.00070737-0.00046067i,-0.00084537+0.00040471i,-0.00081755-0.00026258i,-2.3968e-05-0.00032842i,0.00014993+0.00028194i,-0.00033797+0.00043005i,0.00041761+0.00035209i,0.0013137-8.5694e-05i,0.00061571-0.00019707i,-0.00016214-0.00045456i,-5.6206e-05-0.00043464i,0.00012975-0.00010496i,0.00019946-0.00027698i,-0.00030856-7.2085e-05i,-0.00075867-0.0003504i,-0.00010715-0.00088406i,-0.00018701-0.00057694i,-0.00069347-0.00018997i
0.0028354-0.0011335i,0.0029125-0.0020192i,0.0029327-0.0032506i,0.0017572-0.0023043i,0.00015775-0.00084241i,-0.00026256-0.00064i,-0.00046053-0.00060278i,-0.0011957-6.0001e-05i,-0.00099134-0.00043348i,0.00021498-0.000489i,-0.00026565+0.00033521i,-0.00022948+0.00037351i,0.00082814-7.7446e-05i,0.0010949+0.00012665i,0.00074105+0.00011534i,0.00065241-0.0004065i,0.00037552-0.00071036i,-0.00010803-0.00064244i,-0.0002977-0.00057114i,5.2066e-05-0.00018141i,0.00095109-4.8645e-05i,0.0010993+0.00014374i,0.00027679+0.00063736i
-0.00031861-0.00055731i,-0.00069315+0.0016456i,-0.0018319+0.00090295i,-0.0019521-0.0006956i,-0.0011241-0.00067875i,-0.00018303+6.2167e-05i,8.8552e-05+0.00016551i,-0.00039648-0.00075519i,-0.00091895-0.00060043i,-0.00048899+0.00054013i,1.5038e-05+0.00071002i,-0.00020721+0.00099789i,-0.00041628+0.0010561i,-1.178e-05+0.00048081i,0.00039508-0.00032481i,0.00024937-0.00081078i,0.00030242-0.00088663i,0.0005325-0.00051554i,0.00015009-0.0001045i,-0.00043873-8.8676e-05i,-0.00048535-0.000164i,0.00043704+2.3549e-05i,0.0010242+0.00012923i
6.9663e-05+0.00029284i,-8.0361e-05-0.00042835i,-0.00033887-0.0015973i,5.0503e-05-0.00084331i,-1.8681e-05+0.00021976i,0.00017603+0.00027245i,0.00036465-0.00059986i,-0.00022255-0.00092684i,-0.00074513-0.00079567i,-0.0011821-0.00027546i,-0.0015282+1.4235e-05i,-0.00093221+0.00054184i,-0.00079221+0.00085734i,-0.00015181+0.00093325i,0.00095153+0.00049113i,0.00087322+0.0005965i,0.0010067+0.0010097i,0.00044849+0.0011813i,0.00039224+0.0010644i,0.0011102-0.00010864i,0.00078539-0.0010532i,-0.00013637-0.00012551i,-0.0002903+0.0010938i
-0.0010846+0.0021881i,-0.00025772+0.0019868i,-0.00046329+0.0030834i,-0.00075717+0.0026503i,-0.00054306+0.0015912i,0.00016396-0.00020491i,0.00042815-0.00067114i,-0.00028112+0.00061707i,-0.0013617+0.0010096i,-0.00080508+0.00031924i,0.00051261+0.00050725i,0.001167+0.0011816i,0.00059721+0.00097089i,0.00014681+0.00022914i,0.00017318-5.4351e-05i,0.00023608-0.00041923i,-0.00050758-0.00021958i,-0.00054431-7.7143e-05i,0.00042439-0.00016395i,0.00043823+0.00017418i,-0.0001585+1.5443e-05i,-0.00041442+0.00018644i,0.00031804+0.0008802i
0.0014073-0.0017958i,0.00036419-0.0020475i,0.00037583-0.0027229i,0.00039057-0.0017489i,1.6289e-05-0.00043914i,-6.3806e-05-0.00059592i,-0.00035754-0.0013562i,-0.00012303-0.00066833i,0.00040608-0.00022725i,2.3721e-05+0.00010475i,3.0908e-05+0.00021581i,0.00073182+0.00028847i,0.00058227+0.00024378i,-4.5751e-05+0.00080279i,-0.00030168+0.001636i,-9.141e-05+0.00080343i,0.00046109-0.00020182i,0.00020841-0.00059341i,0.00026144+7.1804e-05i,0.00075209+0.00055867i,0.00018396+0.00032349i,-0.00045318-1.1158e-05i,-0.00067585+1.4277e-05i
-3.6548e-05-0.000215i,0.00053577-0.00072599i,0.00041468-0.00032381i,0.00059991-0.00018846i,0.00037855-0.00040621i,0.00075258-0.00080525i,0.00048997-0.00063845i,-6.6812e-05+3.6497e-05i,-0.0003039-0.00039038i,-0.00061435-7.2049e-05i,-0.00047624+0.00040046i,0.00022909+0.00011177i,0.001134+0.00063834i,0.0010714+0.00075878i,0.0003509-0.00033236i,0.00025026-0.00097159i,0.00055642-0.00029858i,-0.0001186-0.00048271i,-0.00050269-0.0002065i,-0.00061489+0.00050117i,-0.00064419-0.00028034i,-0.00047086-0.0011006i,-0.00067631-0.00073054i
-0.0040685-0.00050293i,-0.0034423-0.0002577i,-0.0028361+0.0010891i,-0.0019712+0.0021305i,-0.00060979+0.0021059i,0.00084129+0.0010558i,0.00068376-0.00045373i,-6.1568e-05-0.00062515i,0.00021527-0.00016941i,0.00085293+0.00048854i,0.00069467+0.00097256i,0.00037434+0.00064554i,0.00045083-0.00026661i,0.00088296-0.00038192i,0.00095795-0.00027715i,6.0265e-05-4.9107e-07i,-0.00063758-0.00017403i,-0.00097848-0.00093191i,-0.00067755-0.00073443i,-0.00014944-0.00061266i,-4.5267e-05-0.00087579i,-0.00035833-0.00063599i,-0.0012813-0.00019798i
0.00034741+0.00082939i,0.0005053+0.0010535i,0.0011877+0.00014271i,0.0012605-0.0010429i,0.00089611-0.0014448i,0.00017154-0.0013346i,-0.0004547-0.00086147i,-0.00021217-0.00035578i,0.00043091+0.00012261i,0.0007504+0.00020741i,0.000202+0.00049529i,-0.0004823+0.00021914i,0.00038547-0.00016917i,0.001538-9.8353e-05i,0.0018617-8.7755e-06i,0.0013264-8.4515e-05i,0.00053683-0.00052502i,0.00032181-0.0009554i,0.00098518-0.0012184i,0.0010454-0.00092564i,-7.3108e-05-0.00054899i,-0.00053779-0.0007199i,-0.00020526-0.0005966i
0.00060726-0.00042661i,0.0014179-0.00025279i,0.0015363-0.00072273i,0.0015331-0.00080767i,0.0004325+0.00034819i,-0.00079881+0.00026559i,-0.00012416-0.00080255i,-0.00012099-0.00096144i,-0.0008075-0.00087267i,-0.00051039-0.00046966i,0.00049311-3.7608e-05i,0.0012706+0.00021665i,0.0012527+0.00032304i,0.0004149+0.00017926i,6.0697e-06+2.9337e-05i,0.00017196-8.8341e-05i,0.00042702+6.8014e-05i,0.0006051-0.00021406i,0.00030295-0.00045107i,1.7034e-05-0.00054402i,0.00015887-0.00033341i,-9.6558e-05-9.3683e-05i,-0.00050807+0.00014272i
0.00037938+0.0020489i,0.0010602+0.0023606i,0.0011352+0.0027727i,0.0013977+0.0023258i,0.002096+0.00024855i,0.0021218-0.00094414i,0.0014328-0.0010562i,0.00017563-0.0012193i,-0.00048869-0.00053466i,-0.00031059+5.3528e-06i,-0.00020068-2.5066e-05i,-0.0003049-0.00013321i,0.00042863-0.00036849i,0.00087761-0.00048852i,0.00069713-0.00028343i,0.00083674+6.6027e-05i,0.00065667-0.0002668i,0.00010497-0.00055608i,-0.00036029-0.00044771i,-0.00011627-0.00024515i,0.00011768+0.00028458i,-0.00069065+0.00085141i,-0.00046467+0.0010488i
-0.00082276-0.0015592i,-0.0012384-0.0014847i,-0.0015272-0.00093348i,-0.0010054-0.0009912i,0.00016946-0.001678i,0.00073297-0.0010927i,0.00030942-0.00041387i,-0.00053879-0.00030858i,-0.00095568-4.2857e-05i,-0.00086429+0.00018446i,-0.0001457+0.00047443i,-6.2939e-06+0.0009388i,0.00056611+0.00098535i,0.00093532+0.0012593i,0.00024764+0.00085648i,-0.00020427-0.00027197i,-0.00029358-0.00053805i,0.00034386-0.00020515i,0.00076094-0.00016249i,0.0007-0.00019168i,0.00054485+0.00022491i,-0.00015868-0.00040911i,0.00029337-0.00075968i
0.00033764-0.0010042i,0.00064635-0.0012707i,0.0020813-0.00069807i,0.0017768-0.0004262i,0.00090459-0.00038305i,0.00035073+0.00052893i,1.6997e-05+0.00082305i,-4.8987e-05+0.00088365i,2.1018e-05+0.0010036i,-0.00013507+0.00075859i,-0.00021995+0.00074664i,-0.00031954+0.00094085i,-0.00025523+0.0013069i,5.3586e-05+0.0006122i,0.00038172+0.00020302i,0.00050928+0.00043174i,-0.00024561+8.2678e-05i,-0.00095863-0.00027976i,-0.00066438-0.00012602i,-0.00067116-0.00023818i,-0.00081532-0.00053107i,-0.0007491-0.0006366i,-0.0009588-3.91e-05i
-0.00032369-0.0013811i,-0.00035898-0.0014935i,-0.0015457-0.0012245i,-0.0017367-0.00092465i,-0.00067419-0.0002399i,-7.1582e-05-9.9065e-05i,0.00010697-0.00096966i,-0.00070792-0.0011872i,-0.001613-4.1981e-05i,-0.00064883+0.00076178i,0.00071394+0.0010035i,0.00014609+0.0014618i,-0.00036435+0.00072418i,-3.0197e-05-0.00014758i,0.00021859-0.00065128i,7.343e-05-0.00062957i,0.00015955+0.00013625i,0.00036362+0.00043585i,-6.1447e-05+3.4411e-05i,-0.00057835-0.00083196i,-0.00078455-0.00085569i,-0.00060037-0.00069824i,-0.00043209-0.00081583i
-0.0010817-0.0020509i,-0.0014057-0.0021765i,-0.00088779-0.0010837i,4.6639e-05+0.00023824i,-0.0003419+0.00094945i,-0.00050649+0.00077663i,-0.00013124+0.00060734i,-0.00036496-0.00025042i,-0.0006695-0.00071883i,-0.00024911-0.00037516i,0.00012998+9.2763e-05i,-0.00023431+0.00057951i,-0.00040991+0.0012361i,-0.0006218+0.0005571i,-0.0010361-0.00076494i,-0.00092456-0.0005801i,-0.00060352-0.00016901i,-0.00017111-7.6888e-05i,0.0003912-0.00033682i,0.00088427-0.00081107i,0.0010359-0.0014991i,0.00069484-0.0015425i,-0.00052826-0.0012845i
-0.0012902-0.00014974i,-0.0015318-0.00016391i,-0.0019201+0.00033835i,-0.0015836+0.00055408i,-0.00077046+0.00053649i,0.00025338+5.2649e-05i,0.00048748-0.00033514i,1.5083e-05-0.00099943i,-0.00014279-0.0012106i,-0.00070102-0.00033749i,-0.0011038+0.00036429i,0.00023191+0.00078521i,0.0012121+0.0011162i,0.00072342+0.00071404i,-0.00060442+0.00014109i,-0.00079704-0.00033951i,6.7919e-05-0.00039686i,0.00057829-0.00021716i,0.0002567+0.00045087i,-0.00038868+0.00098538i,-0.00039982+0.0003497i,-0.00013835-0.00022564i,-6.0494e-05+9.0705e-05i
