-0.00029196+0.00041752i,-0.00061634+3.1379e-05i,-0.0014895+0.00047592i,-0.0017974+0.00099591i,-0.00236+0.00055966i,-0.0020115+0.00077189i,-0.00047472+0.0010144i,0.00092231+0.00053304i,0.0013241+0.00021753i,0.0013164-0.00010665i,0.00031966+6.3948e-05i,-0.00015631-4.2778e-05i,-0.00014232-0.00038594i,-0.00016692-0.0004069i,0.00016478-0.00087393i,-0.00020277-0.00098857i,-5.2963e-05-0.00075468i,0.00029861-0.00082843i,-0.00016716-0.00014424i,0.00019973-8.7683e-05i,0.00083852+0.00039293i,0.00020946+0.00084819i,-0.00045453+0.00026246i
-0.00046842+0.00197i,-0.0013508+0.00041977i,-0.0002622+9.0532e-05i,1.1925e-05+0.00041986i,-0.0007042+4.8238e-05i,8.1629e-05+0.00082047i,0.00082095+0.0011751i,0.00062944+0.0003896i,0.00042371-7.8413e-05i,-0.0002942-1.046e-05i,-0.00044986-0.00053212i,0.00044323-0.00056149i,0.00049439-0.00037864i,-0.00018832-0.0012856i,-0.00053886-0.00086413i,-0.00014019-0.00044196i,0.00016482-0.0011811i,0.00034757-0.00082738i,-0.00031075-0.00030916i,-0.00066615-0.00031353i,-0.00059038-0.00041328i,-0.00046396-0.00049881i,-0.00025058-0.00020651i
0.0017875+0.00059505i,0.0029693+0.00040745i,0.0026484-0.00076339i,0.0023569-0.0013838i,0.0023772-0.0010115i,0.001547+0.00064695i,0.00066105+0.0010839i,0.00076171-6.3364e-05i,0.0010551-0.00075897i,0.00076023-0.0003892i,-0.00026633-0.00028957i,-0.0006538-0.00039935i,-0.00017237-0.00070461i,8.4208e-05-0.00073095i,5.7775e-05+0.00035393i,0.00028422+0.0010724i,0.00059475+0.00093268i,-0.0002427+8.5597e-05i,-0.00090813-0.00034565i,-0.00074642+0.00034357i,-0.0002545+0.00037737i,0.00067817+0.00043228i,0.00088956+0.001272i
-0.0010774+0.000337i,-0.00056275+0.0020245i,-0.0015096+0.0027287i,-0.001335+0.0019336i,-0.00073271+0.0016894i,0.0004749+0.0016407i,0.0012844+0.0012316i,0.0013998+0.00046117i,0.00073823-0.00044472i,-6.9101e-05+0.00013355i,-0.00024825+0.00093394i,-3.7475e-05+0.00036901i,-5.652e-05+0.0005424i,-0.00066012+0.0011739i,-0.00029357-1.4916e-05i,0.00098587-0.00079782i,0.00089374-0.00040118i,3.0355e-05+5.5681e-05i,-0.00086299+6.626e-05i,-0.0012666+0.00028656i,-0.00099126+0.00075049i,-0.00025292+0.00091961i,0.00034231+0.0005109i
-0.0014884+0.0019816i,-0.0027724+0.0019013i,-0.0036996+0.0029649i,-0.0034572+0.0032574i,-0.0025125+0.0021598i,-0.00097211+0.00062797i,0.00013731-6.0718e-06i,0.00091349-1.2597e-05i,0.0013839+0.00028741i,0.00090937+0.00052724i,0.00040793+0.00021891i,0.00054376-0.00019735i,0.00025524-0.0010103i,8.1087e-05-0.0009218i,0.00045534+0.00053485i,0.00057551+0.00059006i,0.0002296-0.0004348i,-0.00044862-0.0007947i,-0.00095349-6.311e-06i,-0.00095943+0.00040781i,-0.00074427+0.00013171i,-0.00064885-3.2603e-06i,0.00016207-0.00076622i
-0.00097492+5.3447e-05i,-0.0001185+0.00063143i,-0.001791+0.00017982i,-0.0023217-0.00052864i,-0.0012447+0.00051143i,-0.0010272+0.0017405i,-0.00029509+0.00085357i,0.0006131-0.0002649i,0.00044021-0.0002663i,-0.0005142+0.00063124i,-0.00088099+0.00078799i,-0.00013-0.00040542i,0.00034914-0.00092806i,-0.00032661-4.3773e-05i,-0.00089355+7.2571e-05i,-0.00052748-0.00071171i,1.3828e-05-0.00085703i,-0.00017984-0.00085519i,-0.00073993-0.0009014i,-0.0010646-0.00054224i,-0.0010423-0.00030679i,-0.00028573-0.0007335i,0.00054698-0.00062633i
-0.0014565-0.0038869i,-0.00058899-0.0039036i,-0.0012548-0.0037909i,-0.00095113-0.0027497i,-0.00010263-0.0015072i,9.9273e-05-0.0003838i,0.0011001+0.00033042i,0.0012973+2.2951e-05i,0.00086337-7.6059e-06i,0.0004732+4.6702e-05i,-0.00058731-0.00057336i,-0.00083426-0.00098369i,-0.00015364-0.0010054i,-0.00046318-0.00060601i,-0.00050161-0.00015591i,-4.9905e-05+0.00057232i,0.00063321+0.00013267i,0.00082174-0.00033476i,-0.00039993+7.0916e-05i,-0.00061582+4.3437e-05i,0.00044911+0.00040548i,0.00076928-7.981e-05i,0.00082918-0.00017983i
-0.0023281-0.00015704i,-0.0016083+0.00054182i,-0.0015836+0.0015418i,-0.0011645+0.00059238i,-0.00089524+0.00047923i,-0.00023311+0.00081444i,0.00048352+0.00011769i,0.00086996-0.00060722i,0.00021457-0.00064349i,-0.00060938-2.2687e-05i,0.00010334+5.8232e-05i,7.7336e-06+6.2544e-05i,-0.00063128+0.00040428i,2.8231e-06+0.00063506i,0.00060716+0.00063679i,0.00024699+0.0004292i,-0.00032055+9.4575e-05i,0.00023203-0.00038905i,0.00018426+0.00036712i,-0.00044729+0.0016921i,-0.00020231+0.0013605i,0.00017743+0.00084692i,1.8673e-05+0.00039025i
4.0653e-05+0.0026315i,-0.00070176+0.0022731i,-0.00067633+0.002698i,-0.00040672+0.0029842i,0.00043074+0.0022524i,0.001068+0.0010567i,0.001509+0.0011259i,0.0018981+0.00040616i,0.001641-0.00066261i,0.001217-0.00039717i,0.00060829+0.00027491i,0.00040267-0.00036421i,0.0013158-0.00087584i,0.0013418-0.00082584i,0.00060062-0.00094063i,0.0016766-0.00071526i,0.0018735-0.00058562i,0.0005046-0.0013071i,-0.00035628-0.00061587i,-0.00050527+0.00058954i,-0.00015377+0.00080817i,0.00034211+0.0011124i,4.0757e-05+0.0013483i
-0.0021926-0.0015317i,-0.0021194-0.0021153i,-0.0024212-0.0008123i,-0.0023082+0.00061106i,-0.00094531+0.0012041i,-7.5941e-05+0.0008528i,0.00049501+0.00041477i,0.00034705+0.00058773i,0.00028567+0.00051284i,0.0003061-0.00011751i,0.00012187-1.6394e-05i,0.00021331+0.00057437i,-0.0002518+0.00087779i,-0.00024475+0.00087138i,-0.00023517+0.00090993i,-0.00029001+0.00040544i,0.00023649-0.00024536i,-0.00011298-0.00033716i,-0.00058161-0.00041236i,-0.00066093-0.00067499i,-0.00058386+0.0004975i,-0.0011323+0.0013799i,-0.0015022+0.00068584i
-0.0022235-0.00093211i,-0.0024674-0.00048693i,-0.0031221-0.00089626i,-0.0027494-0.00033922i,-0.0019271+0.00054941i,-0.0011554+0.0010025i,0.00020783+0.00028514i,0.00063051-0.00027836i,0.00029032+0.00028139i,8.3703e-05+0.00044723i,0.0004101+0.00066989i,0.00098793+0.0010674i,0.0013836+0.00046328i,0.00023716+0.00033548i,-0.0014745+0.00084894i,-0.00099758+0.00040835i,0.00028484-0.00031575i,-4.7917e-05-0.00075054i,-0.00027524-0.00070455i,-0.00045801-7.7345e-06i,-0.0008577+0.00024635i,-0.000222+2.5564e-05i,0.00015195-0.00030759i
0.00051302+0.00038557i,-0.0010331-0.00047857i,-0.00034631-0.00040704i,2.2658e-05-6.1768e-05i,-0.00049247+0.00018935i,-0.00019458+0.00017582i,0.00058308+0.00071072i,0.0013165+0.000434i,0.0015225-0.00030184i,0.00087697-0.0010352i,7.1887e-05-0.0010989i,-0.00040178-0.00064365i,-0.00090562-0.00057163i,-0.0011904-0.00099246i,-0.00077501-0.00077673i,-0.00049529+0.00020371i,-0.0010076+0.00052421i,-0.00087362-7.6621e-05i,-0.0011566+0.00013821i,-0.0018424+0.00028613i,-0.0010115-0.00010145i,-0.00048832-0.00033798i,-0.0005534-0.00021063i
0.0010715+0.0018623i,0.0014729+0.0010858i,0.0023333+0.0012541i,0.0025115+0.0010438i,0.001613+0.00027337i,-7.1995e-05+0.0001735i,-0.00028257+0.0003171i,0.0004731+0.00027148i,0.00069735+0.00010494i,-3.8e-05+0.00039581i,-0.0011017+0.00047487i,-0.0010029-0.00057739i,8.6876e-05-0.0008861i,0.00032892-0.00018641i,0.00046939+0.00024207i,0.0010447+0.00081464i,0.0010623+0.00095174i,0.00066986+0.0010377i,-0.00023867+0.00013837i,-0.00059174-0.00015331i,-0.00086476+0.00063055i,-0.001006+0.00045367i,0.00025288-0.00022623i
-0.00097045+0.00025356i,-0.00074573-9.9484e-05i,-0.00067612-0.00039462i,-0.0008057-0.0013143i,-0.0007912-0.0021121i,-0.0011084-0.00094817i,0.00031796-4.5449e-05i,0.00169+2.3947e-05i,0.0011092+0.00067179i,-0.00026983+0.00083094i,-0.00078633+0.00050965i,-0.00032045+9.7926e-05i,0.00032346+0.00014749i,-0.00019991+0.00043879i,-0.00063008+0.00074799i,2.3752e-05+0.0010352i,0.0006845+0.00049321i,0.00043403+6.6268e-05i,-0.00045876+0.00041876i,-0.00073959+0.00021722i,-0.00032152+3.8845e-05i,0.0002694+0.00054536i,0.00092337+0.00022404i
-0.0034035-0.0028853i,-0.0035552-0.0024832i,-0.0046574-0.0013835i,-0.0043422+0.00065904i,-0.0035237+0.0024632i,-0.0020285+0.0027155i,-0.00049984+0.0016481i,-0.00017233+9.9088e-05i,-0.00015972-0.00056035i,-0.00020198+2.2105e-05i,-0.00044539+0.00056331i,-0.0008222+0.00061576i,-0.00063578+0.00033681i,-0.00058576+0.00034789i,-0.00062786+0.00045569i,0.00010905-0.00029243i,0.00052313-0.00062146i,-0.00011617-0.00048473i,-0.0006334-0.00050707i,-0.00022848-0.00030543i,-0.0010398-0.0001044i,-0.0012286-0.00017506i,0.00015111-0.00024938i
-0.002521-0.0015999i,-0.0028962-0.0010593i,-0.001966-0.00062794i,-0.0015442+0.00032727i,-0.0012388+0.0014677i,3.2489e-06+0.0014886i,0.00030954+0.0011704i,0.00071295+0.0011752i,0.0012452+0.0011648i,0.00028394+0.00078585i,-0.00065888+0.00077534i,-0.00018673+0.00079177i,0.00040069-0.00025813i,0.00054305-0.00027821i,0.00060063+0.00027652i,-6.5858e-05+0.00050092i,-0.00079838+0.00036769i,-0.00070478-0.0001319i,-0.00034114+0.00024576i,-3.7808e-05+0.00056488i,0.00016373+0.00029044i,8.4636e-05+0.00063i,0.0001006+0.00030209i
0.0022965-0.00039099i,0.0020451+0.0011097i,0.0016481+0.00085328i,0.0018559-0.00016846i,0.00082114+0.00027855i,-4.3007e-05+0.0021198i,0.00041278+0.0021571i,0.0011023+3.8753e-05i,0.0014147-0.001395i,0.0011156-0.0013711i,0.00034933-0.00072072i,0.00049425-0.00078457i,0.00054628-0.00066845i,0.00029418+2.8057e-05i,0.00027198+0.00055133i,-9.7205e-06+0.00063761i,0.00034773+0.00031122i,0.00042276+2.9648e-05i,-0.0003562-3.4615e-05i,-0.00093469-0.00042929i,-0.00033154-0.00038255i,0.00021703+0.00040193i,0.00011003+4.8285e-05i
-0.0037174-0.0013249i,-0.0039302-0.0016732i,-0.0047192-0.0026244i,-0.0033099-0.00060818i,-0.0011828+0.0013447i,0.0004186+0.0011225i,0.0016016+0.00016657i,0.0017749-0.00016203i,0.0012965-2.2343e-05i,0.00086301+8.8698e-05i,9.2288e-06-0.00027979i,-0.00029277-0.0002646i,7.3421e-05-0.00026154i,9.5434e-05-0.00020925i,0.00019166+0.000728i,9.2096e-05+0.00057296i,-0.00016191-0.00052437i,-0.00015615-0.0007411i,-0.00041224-8.6437e-05i,-0.00075171+0.00029849i,-0.00080472+4.9596e-05i,-0.00043471+3.1212e-05i,-0.00042804+0.00055103i
0.001155+6.5327e-05i,0.0019819+0.00026798i,0.0017025+0.00084957i,0.00066688+0.00050376i,-0.00014415+0.00038716i,-0.00016061+0.00067568i,0.00075221+0.0007803i,0.0010745+0.00041418i,0.00029188+0.00049115i,-0.00025636+0.00061946i,-0.0001411+0.00025177i,-0.00034569-0.00016961i,-0.0001124-0.0011766i,0.00090833-0.0017252i,0.0014115-0.0001156i,0.00089436+0.00023444i,-0.00023756-0.00040001i,-0.00022844+0.00040708i,-0.00026997+0.00038485i,-0.00029883+0.00039146i,0.00047725+0.001463i,0.0006685+0.0011301i,-3.7909e-05+0.00082328i
0.0025657+0.0012782i,0.0024953+0.0022382i,0.0017397+0.0019715i,0.0012344+0.0011932i,9.6721e-05+0.0004814i,8.2434e-05+0.00019502i,0.00096452-0.00038212i,0.0015908-0.00086482i,0.0014446-0.00087402i,0.0010824-0.00067744i,0.00097089-0.00037368i,0.00046568-0.00036978i,-0.00035716+1.3553e-05i,-0.00016233-5.8823e-05i,0.00068711-0.00049422i,0.0010621-0.00030146i,0.00053258-0.0003321i,-0.00017456-0.00031186i,-0.00071387-0.00032963i,-0.0011171+9.3623e-05i,-0.00052899+6.3946e-05i,-0.0003055-0.00036975i,-0.00060943-0.0001807i
-0.00042667-0.0034033i,-0.0010379-0.0032346i,-0.0018157-0.0015779i,-0.0025559+0.00013362i,-0.0021546+0.00080152i,-0.0003607+0.00084453i,0.0014175+0.00034398i,0.0018195-0.00018104i,0.0009865-0.000907i,0.00022277-0.00045536i,0.00053588+0.0002405i,0.00019704+0.0001009i,-0.00064357+0.00036969i,-0.00010642+0.00045121i,0.00021397-0.00074572i,0.00047974-0.0006565i,0.00039168+0.00041259i,-0.00029093-0.00019205i,-0.00018695-0.00043583i,-0.00012063+0.00011523i,-0.00022323+0.00012149i,-0.00060744-3.6798e-05i,-0.001346+4.809e-06i
-0.0010742-1.244e-05i,-0.0022222+0.00071511i,-0.0013214+0.00056992i,-0.0011586+0.00064992i,-0.0018927+0.0010867i,-0.0010212+0.00099989i,0.00068477+0.00056094i,0.00028132+9.4392e-05i,-0.00012886+1.5192e-05i,0.00076074+0.00021637i,0.00083+0.00022524i,0.00083752+0.00022042i,0.001069-0.00028495i,0.0012436-0.00025402i,0.00031881+0.00080947i,0.00026431+0.00026077i,0.0006434-0.00076795i,6.7182e-05-0.00043754i,-0.0014105-0.00028989i,-0.0022427-0.00037537i,-0.0012148-2.1956e-05i,0.00050583-4.2098e-06i,0.0010921-0.00034834i
-0.0039741+0.0015603i,-0.0031219+0.0018317i,-0.0015016+0.0019505i,-0.00070983+0.0021847i,-0.00029838+0.001661i,-6.145e-05+0.0011584i,0.00014659+0.00047788i,-0.0002339+0.00024296i,-0.00024151+9.8892e-05i,0.00015495+0.00046079i,0.00061124+0.00115i,0.00020361+0.00073563i,-0.00084114-0.00051681i,-0.0011881-0.00075857i,-0.00054385+3.6969e-05i,-0.00040465+0.0004761i,-0.00087224+0.00034464i,-0.0008431+7.5426e-05i,-0.00020242-7.0026e-05i,-4.8404e-05-0.0003075i,-0.00022275-0.00020647i,-0.00010757+0.00041759i,-0.00040487+0.000505i
-0.00095233+0.00067002i,-0.0012544+0.00087515i,-0.001198+9.1748e-05i,-0.0011361-0.00073479i,-0.00068066-0.0014354i,-0.00027897-0.0010813i,0.00078576+0.00029435i,0.0018763+0.0012076i,0.0013488+0.0010377i,0.00027524+0.00034815i,-0.00077239-0.00019255i,-0.001274-0.00034538i,-0.00074895-0.00029022i,-0.00039043+0.00067155i,0.00062736+0.0012583i,0.00085571+0.0010968i,0.00042134+0.00088636i,0.00017892+0.0011999i,-0.00044439+0.00073864i,-0.00081767+0.00049285i,-0.00034845+0.0007075i,-3.2471e-05+0.00099741i,-0.00073806+0.00090579i
0.00018721-0.00085571i,-0.0001081-0.00037525i,-0.0012014-0.00073849i,-0.0013367-0.0004803i,-0.0014531+0.00056763i,-0.00054432+0.00074026i,0.0010067-0.00013325i,0.0010758-0.001214i,0.00030171-0.00048363i,0.00012383+0.00032846i,0.00069793-0.00044029i,0.0003272-0.00092234i,-4.7171e-05-0.00059706i,0.00063046+0.00013549i,0.00096464+0.00065365i,0.00071591+0.00038296i,0.00050942+0.00034589i,6.8101e-05+5.5213e-05i,-0.00029227-0.00050092i,6.004e-05-0.00052127i,0.00014894+0.00076519i,-0.00036037+0.0007633i,-0.00024499-0.00051354i
-0.0015004+0.0010086i,-0.0011799+0.0015291i,-0.00070719+0.0017322i,-0.00051809+0.0023744i,0.0005994+0.0018553i,0.0018833+0.00030006i,0.0017621+0.00035324i,0.0018555+0.00053919i,0.00092714+0.00068397i,2.8154e-05+0.00091356i,0.00038069+0.00053877i,-0.00064234-0.00021382i,-0.00080241-0.00055075i,0.00079517+0.00047361i,0.00097526+0.0011166i,0.00028088+0.001043i,7.6743e-05+0.00043062i,-0.00046427-0.00015419i,-0.00081765+8.5853e-06i,-0.0003234+0.00041042i,-1.6926e-05+0.00072148i,-0.00057123+0.0010513i,-0.00064559+0.00061448i
-4.6376e-05+0.0021445i,-0.00031473+0.0021902i,5.0816e-05+0.0026913i,0.00066672+0.0023898i,0.00024996+0.00082714i,0.00059434+3.8531e-05i,0.00090632-0.00030275i,0.0010397-0.00072575i,0.0011772-0.00097971i,0.0012443-0.00039431i,0.00092191+0.00030167i,0.00091716+0.00051528i,0.001051+4.4255e-05i,0.00029857-0.00017521i,8.1964e-05-0.00050383i,9.7341e-05-0.00018874i,-0.0001379+0.00027078i,9.3942e-07-0.00052945i,-0.00053895-0.00092011i,-0.00094913+0.00013115i,-0.00070402+0.00050238i,-2.8352e-05+0.00029523i,0.00034947+0.00084478i
-0.0019275-0.002256i,-0.0035795-0.0031011i,-0.0044728-0.0042695i,-0.0042412-0.003026i,-0.0034753-2.451e-05i,-0.001911+0.00098634i,0.00025634+0.00016006i,0.0012126-0.00086166i,0.00086207-0.0011252i,0.00032522-0.00047924i,-9.3708e-05-0.0001218i,0.00015104-0.00049643i,4.3129e-05-0.00043254i,-2.3854e-05+0.00042108i,0.00033334+0.0013757i,0.00018155+0.0012763i,-6.8107e-05-0.00013668i,-0.00057315-0.00042552i,-0.0011875+6.0862e-05i,-0.001871+0.00048928i,-0.0019783+0.00088836i,-0.00041885+0.0006072i,0.00065719-0.00018653i
0.00067063-0.00085357i,0.00071223-0.00045559i,0.00056926-0.0010416i,-0.00022877-0.0011564i,-0.00053145+0.00025397i,-0.00037457+0.001554i,-0.000166+0.0015397i,7.847e-05-0.00014381i,0.00016593-0.0011675i,6.6558e-05-0.00061368i,-0.00032578-0.00080106i,-0.00028132-0.00094787i,0.00035601-0.00029632i,0.00039378-0.00014185i,0.00014182-0.00020995i,0.00062512-0.0010707i,0.0010546-0.0015194i,0.00078253-0.0012194i,-0.00031444-0.0013318i,-0.00087583-0.00042427i,-0.00048484-5.8229e-05i,7.7634e-05-0.00015505i,0.0002162+0.00065645i
0.0032556-0.00055788i,0.0033534-0.0011057i,0.0039028-0.00079113i,0.003229-0.00099536i,0.0020492-0.0014873i,0.00086775-0.00109i,0.0011591-0.00021599i,0.0017312-8.6566e-05i,0.0014582-0.00011494i,0.00054599+8.3993e-06i,-4.3706e-05-4.9706e-05i,-0.00012079-4.1167e-05i,-0.00034005-0.0002522i,-0.00012095-0.0004922i,-4.4821e-05-0.00035331i,0.00026028-0.00020916i,0.00058519+2.7053e-05i,0.00013772-0.00012758i,-0.00017757-0.00066585i,-0.00069603-0.0006965i,-0.00012638-0.00030613i,0.0011541+0.00011119i,0.0012323+0.00038489i
-0.00054419-0.0026849i,-0.00023405-0.0016525i,-0.0012193-0.0022495i,-0.0023113-0.0016274i,-0.0020804+0.00033532i,-0.00087094+0.0010785i,0.00017262+0.0013069i,0.00097905+0.00058713i,0.0013758-0.00043165i,0.00082904-0.00050248i,-7.0555e-05-0.00014886i,-0.00042307+0.00016871i,-0.00061553+0.00014025i,-0.00013148+0.00020409i,0.00036214+5.2629e-06i,0.00037775-0.00099767i,0.00035382-0.0012936i,0.000192-0.00047673i,-0.00038548-6.308e-05i,-0.00031446+0.00056394i,-0.00010417+0.0006991i,-0.00060112+0.00041757i,1.8164e-05-0.00010538i
-0.0027323-0.00029835i,-0.0029125+0.00073842i,-0.0030033+0.0015455i,-0.0023525+0.0022086i,-0.0012399+0.0029066i,-0.0001157+0.0028237i,0.00033444+0.0019701i,0.00048088+0.0011507i,0.00043068-0.00013755i,0.00049082-0.00066574i,2.0775e-05-6.3697e-05i,-0.00051568+0.000371i,-0.00062667+0.00045339i,-0.0010933-0.000281i,-0.00063734-0.0012392i,0.00039205-0.0011057i,7.9233e-05-0.0001799i,-0.00057265-0.00023217i,-0.0011424-0.00017131i,-0.00068356+0.0002937i,-1.152e-05+0.00046097i,-7.7442e-05+0.00055265i,4.1676e-05+0.00025851i
-0.00036458-0.0004735i,-0.00044526+1.4086e-05i,-0.00010211+0.00013605i,0.00046066+0.00030879i,3.7188e-05+0.0007105i,-0.00018786+0.00064343i,0.00018918+0.00021053i,0.00018778-0.0004184i,-8.4183e-05-0.00014086i,-3.9862e-05+5.4053e-05i,-0.00022257+0.00051214i,-0.00075913+0.00034828i,-0.00062375-0.00020449i,-0.00045217+0.00031626i,-0.00037298+0.0010393i,0.00011906+0.0006472i,0.00063317+0.00026546i,0.00023533+0.00032643i,-0.0001814+0.00029492i,-0.00010967+0.00086599i,-0.00022886+0.00067995i,0.0001526+0.00011849i,0.00070758-0.00062822i
-0.00067444-0.0015758i,-0.0006581-0.00093584i,-0.0015895-0.00055322i,-0.0021872-0.0012139i,-0.0019787-0.00099398i,-0.001076+0.00030012i,-0.00050628+0.00089006i,0.00019055+0.00012214i,-3.131e-05-0.00013783i,-0.00027446-0.00014215i,-0.00018994+0.00019077i,-0.00073177+0.00082017i,-0.0011893+0.0010081i,-0.0012114+0.00088541i,-0.00051282+0.00055653i,0.0001388+0.00028125i,0.0008735-0.00014527i,0.00081352-0.00080181i,0.00041027-0.00092436i,-0.00022599-0.00086881i,-0.00078311-3.2164e-05i,-0.00076823+0.00089899i,-0.00083695+0.00083448i
-0.00069846+0.00013857i,-0.00043172+0.00050395i,-0.0011695-0.00016832i,-0.00092349-0.000528i,-0.0010614+2.4665e-05i,-0.00069317+1.804e-05i,0.0013537-0.0003541i,0.0019756-0.00077643i,0.00073872-0.00097371i,-0.00063842-0.00077094i,-0.0012861-0.00022431i,-0.00067722-0.00084206i,-0.00049672-0.0013311i,-0.00083023-0.00037687i,-0.00012605+0.0006219i,0.0012684+0.00093741i,0.0017914+0.00068827i,0.00097541-0.00072903i,-0.00052777-0.0013179i,-0.0011436-0.00073518i,-0.0013731+0.00017074i,-0.001117+0.00067396i,-0.00068278+0.0004556i
0.00060798+0.0011662i,0.0016652+0.0013845i,0.002249+0.0018134i,0.001711+0.0018484i,0.00065063+0.0012009i,4.3361e-05+0.00075182i,0.00049368+0.00062813i,0.0011215+0.00027091i,0.00090157-0.00034986i,0.00022975-0.00021319i,-8.4786e-05-0.00030419i,-0.00024703-0.0009263i,-0.00010525-0.001254i,0.00098328-0.0007829i,0.0013029-0.00010927i,0.00023527-0.00041498i,-0.00030354-0.00073892i,2.0884e-05-0.00073786i,2.8491e-05-0.00062623i,-0.00042871-0.00064043i,-0.00082517-0.0006532i,-0.0010604-0.0004737i,-0.00057839+0.00020178i
-0.00097208-0.0011391i,-0.0014529-0.00058476i,-0.0023842+4.533e-05i,-0.0027382+0.00044437i,-0.0018645+0.0009841i,0.00019312+0.0019113i,0.00095156+0.0017129i,0.00053663+0.00080913i,0.00047822-0.00029335i,-0.00023996-0.00070371i,-0.00041903-5.7598e-06i,0.00019976+5.1552e-05i,1.9501e-05+9.5715e-06i,-0.00019396+0.00025416i,-0.0003087+0.00017508i,-0.00042919-7.5529e-05i,-0.0010619-0.00040162i,-0.0011114-0.00046053i,-0.0010825-0.00031748i,-0.0014924-4.5994e-05i,-0.0016419+0.00091636i,-0.0009384+0.0015239i,-0.00032598+0.0013275i
-0.0016295-0.0023984i,-0.0015556-0.0030241i,-0.0022979-0.0027994i,-0.0030394-0.0016327i,-0.0025486+0.00033883i,-0.0010534+0.0017004i,-0.00012537+0.0015898i,0.00044455+0.00035439i,0.00097827-0.0010831i,0.0007878-0.001096i,-4.1453e-05-0.00013293i,-0.00040674+0.0001428i,-0.00036857+6.4882e-05i,-0.00032523+0.00025646i,-0.00012439-0.00013572i,-0.00050336-0.00046635i,-0.00061791-0.00076137i,-0.00040495-0.0016078i,-0.00078071-0.0021161i,-0.00089248-0.0017456i,-0.00017653-0.00072484i,0.00072022-0.00016575i,0.0011261-7.6754e-06i
0.001914-0.001626i,0.0014938-0.0007235i,0.0012831-0.0016423i,0.0010225-0.0018295i,-0.00041519-0.0013468i,-0.0017131-0.00086702i,-0.00076578+0.00039296i,0.00056697+0.00091975i,0.001012-0.00038521i,0.00030297-0.0014302i,-0.00073764-0.0012572i,-0.00087082-0.00072733i,-0.00056398-0.00037707i,0.00032466-0.00028632i,0.0012611+0.00013816i,0.0011992+0.00040327i,0.001333-2.7421e-05i,0.00089356-0.00033497i,-0.00034797-0.00018421i,-0.001408+0.00014564i,-0.0013763+0.00029747i,5.3568e-05+0.00029402i,0.00047396-0.00045328i
0.0024199-0.00050946i,0.0021672-0.00049905i,0.0023434-0.00066828i,0.0015599+0.00047715i,0.00047809+0.0011571i,0.00038752+0.0010275i,0.00089814+0.0008068i,0.0015468-0.00030557i,0.0011156-0.0011537i,0.00015769-0.001259i,0.0003792-0.0013196i,0.00050721-0.00085182i,0.00014004+0.0002074i,0.00039936+4.1282e-05i,0.00082067-0.00057097i,0.00091393-0.00061587i,0.00066457-0.0011925i,0.00029548-0.0013778i,-0.00030466-0.00073831i,5.5254e-05-0.00064155i,0.0013399-0.00037997i,0.0012535+0.00038053i,0.00027571+0.00079618i
0.00064637-0.0015966i,0.00066742-0.0014696i,-0.0004004-0.0023218i,-0.0006262-0.0021574i,-0.0013417-0.00047281i,-0.0013778+0.00070973i,3.3748e-05+0.00096858i,0.00050492+0.00069036i,0.0006659-7.7879e-05i,0.00011688-0.00037381i,-0.00095257-0.00010594i,-0.0010008+0.00037768i,-0.00068842+0.00082161i,-0.00083447+0.00029934i,-0.00062017-0.00024764i,-2.5481e-05-2.7065e-05i,-0.00040834-0.00035068i,-0.0010373-0.00086856i,-0.00096142-0.0011326i,-0.00055793-0.00083878i,-0.00034672-0.00036419i,-0.00038138-0.00011762i,-0.00034665+0.00044305i
-0.0030445-0.00019256i,-0.0037357-0.0007136i,-0.0032236-0.0012336i,-0.0028268+0.00020957i,-0.002401+0.0019835i,-0.0016842+0.0022477i,-0.0008669+0.0020044i,0.00032147+0.00074269i,0.00025695+0.00031702i,-0.00039049+0.00054818i,-1.8679e-05+0.0011478i,-9.3093e-05+0.0010881i,-0.00013175+0.00020979i,-0.00052953-1.7853e-05i,-0.0010527-0.00070248i,-0.00040356-0.00077546i,-0.00016522-0.0003548i,-0.00051829-0.00055286i,-0.00082845-0.00016685i,-0.0012061+0.00031239i,-0.0010187+0.00047298i,-0.0002354+0.00048693i,0.00033884+0.00024919i
0.0020645-0.0029156i,0.0027124-0.0030287i,0.0024232-0.0028687i,-0.00028849-0.0020648i,-0.0024506-0.00075188i,-0.0020547+0.00049591i,-0.00037004+0.00041906i,0.00028947-0.00010621i,-9.5846e-05+0.00016049i,-0.00010041+0.00078494i,-0.00035235+0.00099693i,-0.00095949+0.0011693i,-0.0011574+0.0006912i,-0.00096593-0.00067822i,-0.00051203-0.00075148i,-0.00012831+0.0001996i,-0.0002209+0.00030645i,-0.00047397+0.0004005i,-0.00074627-2.0216e-05i,-0.00086729-0.00043058i,-0.0005216-0.00030505i,-0.00018518+0.00013869i,-5.6565e-05+0.00033074i
