-0.0014159-0.001413i,-0.00059352-0.0023187i,-0.0019463-0.0020589i,-0.0021628-0.00078168i,-0.0015109+0.0011144i,-0.00022091+0.0017408i,0.00040952+0.0011123i,0.00058912+0.00033694i,0.00062497+0.00071081i,0.00023502+0.0010798i,0.00055337+0.00058717i,0.00057872-0.00041669i,7.3296e-05-0.0010165i,-2.8975e-05-0.0012398i,0.00040909-0.00093369i,0.00051769-0.00017692i,0.00040481-0.00023499i,-0.00010651-0.00058013i,-0.00035325-0.00030338i,-0.00057584-0.00055819i,-0.00045933-0.00022689i,0.00017853+0.00054827i,0.00024958+0.00060503i
-0.0029635+0.00024628i,-0.0040112+0.00028565i,-0.0040748+0.0013857i,-0.0020236+0.0018593i,0.00036897+0.0017155i,0.0018269+0.00079952i,0.0019628-6.2882e-05i,0.00067215-0.00029796i,-0.00096878+0.00052789i,-0.00090137+0.0010213i,-7.2474e-05+2.0488e-05i,0.00034596-0.00151i,-0.00014161-0.0012695i,0.00032907-0.00058422i,0.0009559-0.00079506i,8.1595e-05-0.001514i,-0.00064336-0.0016673i,-0.00023071-0.00083385i,0.00014435-2.6706e-05i,-0.00044936+7.8556e-05i,-0.00034859-0.00040377i,0.00052312+1.9506e-05i,0.00015982+0.00075019i
0.00016782+1.1631e-05i,-0.00084442-0.00076947i,-0.0007229-0.00064176i,0.00083775-3.3241e-05i,0.0011009-4.8061e-05i,0.00093146-0.00046655i,0.00015121-0.00048299i,-0.00084473-0.00011237i,-0.00094553+0.00079848i,-0.00039301+0.0006188i,0.00018921-0.00046053i,6.4194e-05-0.00088892i,0.0003812-0.00081208i,0.00085072-0.00025957i,0.0013396-5.0875e-05i,0.00077039-0.00033688i,-0.00028491-0.00036882i,-6.5363e-05-0.00054014i,0.00038453-0.00054099i,0.00022308-0.00016725i,-0.00012861-0.00047277i,0.000367-0.00092665i,0.00082946-0.00018586i
-0.00031898-0.0015907i,-0.00053072-0.00071943i,-0.0011375-0.0010671i,-0.001647-0.0013536i,-0.0010636-0.0011824i,0.00054683-0.00081191i,0.00068727-0.00052027i,-0.00093353-1.6826e-05i,-0.0016625-3.2118e-05i,-0.00073301-0.00046708i,0.00056013-0.00069982i,0.0010773+1.6594e-05i,0.001394+0.0009765i,0.0018532+0.00066362i,0.0011246-0.00061491i,0.00029179-0.0017993i,-0.0002812-0.0017339i,-0.0004971-0.00086002i,-0.00016143-0.00031114i,-0.00063663+0.00022519i,-0.00055127+0.00092845i,-9.873e-05+0.00069176i,0.00012697+0.00012373i
-0.00021582-0.0015699i,-0.00057566-0.0019343i,6.0216e-05-0.0028685i,0.00048584-0.0024888i,0.00099757-0.0013274i,0.00053924-0.00079076i,-0.00028724-0.00045679i,-0.00085523-0.00017003i,-0.0016207-7.8812e-05i,-0.0011392+0.00037162i,0.00015974+0.0013016i,0.00069089+0.00061891i,0.00044556-0.00091123i,0.00023012-0.0012919i,0.00043004-0.0012788i,8.7176e-05-0.0007063i,-0.00061132-0.00043345i,-0.00062227+8.5874e-05i,-0.0005159+0.00035341i,0.00025089-0.00043247i,0.00058319-6.1549e-05i,-6.6128e-05+0.00077386i,0.0006106+0.00090017i
-0.001019-0.00116i,-0.0017516-0.0018857i,-0.00069082-0.0013371i,0.00069875-0.00082599i,0.001013-0.00051854i,0.0014627+0.00010778i,0.00076357+0.00047044i,-0.00043287+0.00040857i,-0.00092348+0.00016565i,-0.0005433-0.00017748i,-0.00067927-0.00010187i,-0.00047041+0.00047185i,0.00022744+0.00083725i,0.00088703+0.00050939i,0.00023439-0.00029651i,-0.00025001-0.00061533i,-0.00039774-0.00048567i,0.00019572-0.00065316i,0.00068941-0.0003313i,0.00062269+0.00028071i,0.0008156+0.00039032i,0.0011943+0.00069987i,0.0011617+0.00054782i
0.0011742+0.00042122i,-0.00012204+0.0013725i,-0.00023718+0.0013416i,0.00024501+7.3056e-05i,0.0009501-0.00061449i,0.0016881+0.000403i,0.00059228+0.00067334i,-0.00078806-0.000478i,-0.0008692-0.00019093i,-0.00055594-0.00011431i,-8.1824e-05-0.00027065i,-9.7596e-05+0.00019335i,0.00019038-0.00013379i,0.00073851-0.00016625i,0.00013758-0.00060328i,-0.00025757-0.0011994i,-0.00038752-0.00088367i,-0.00067729-0.00054993i,0.00032758+2.8073e-05i,0.00067999+0.00029056i,-0.00030683+0.00037721i,-0.00018291+4.8748e-05i,0.00031257-0.00024276i
-0.0022035+0.00024658i,-0.0026369+0.00014788i,-0.0024953-4.5185e-05i,-0.0015345-6.7587e-05i,-0.00047986-0.00067731i,0.00066286-0.00085036i,0.0012777-0.00053956i,-4.3359e-05-0.00011547i,-0.0011958+4.7904e-05i,-0.0010015-0.00040085i,-0.0010654+0.00010188i,-0.0010007+0.00028585i,0.00024528-0.00039939i,0.00048924-0.00055832i,-0.00031295-0.00073915i,-6.6548e-05-0.0010627i,-6.1757e-05-0.0011815i,-0.00029534-0.0007385i,-0.00024759-8.0186e-05i,0.000309-0.00035795i,0.0013721-0.00048155i,0.0015738+3.2619e-05i,0.00075306+0.00025776i
-0.0020309-0.00015405i,-0.0032594+0.0011724i,-0.0026139+0.0030945i,-0.0015363+0.0035726i,7.1169e-05+0.0032343i,0.0016412+0.0021383i,0.0011789+0.0012775i,6.2551e-05+0.00069586i,-0.000619+0.00089322i,-6.51e-05+0.0003743i,0.00083103-0.00093813i,0.00044537-0.0011227i,-3.3859e-05-0.00048563i,5.3666e-05-0.00064674i,-0.00029704-0.00086769i,-0.00039424-0.00043529i,-0.00019557-0.00049174i,-3.6232e-05-9.3715e-05i,0.00047597+0.00073398i,0.00028445+0.00038616i,-0.00031508+1.0283e-05i,-0.00052888+0.0005808i,-0.00026786+0.0010298i
-0.0010708-0.0018161i,-0.0032174-0.00047857i,-0.0047924+0.00046495i,-0.0041917-1.5505e-05i,-0.0020783+0.00027804i,0.00014138+0.0010114i,0.00087857+0.0011195i,-0.00040734+0.00060284i,-0.0010426+0.00023617i,-0.00090815+0.00012105i,-0.00086686-0.00050735i,-0.00059036+0.00011029i,-0.0002167+0.00083239i,7.3742e-06-0.00039859i,0.00019049-0.0011504i,0.0001769-0.00064395i,-0.00024816-0.00045057i,-0.00059012-0.00042254i,-0.00032703-0.00017882i,-0.00042943-4.3665e-05i,-0.0005783+4.2062e-05i,8.8734e-05+0.00045176i,0.0007386+2.7488e-05i
-0.00058163-0.0011473i,-0.0014341-0.0010191i,-0.0026295-0.0010202i,-0.0020363-0.001342i,-0.00055444-0.0011327i,0.00024244-0.00020821i,-5.9957e-05+0.00017892i,-0.0006511-0.00020585i,-0.001035-0.00053616i,-0.001335-0.0001727i,-0.0013259+0.00028442i,-0.00088348-8.5874e-05i,-0.00028718-0.00087439i,0.0010711-0.0014331i,0.0011831-0.0011314i,0.00023614-0.00066051i,0.00015082-0.00015361i,-4.4581e-05+0.00038838i,-0.0001501+0.001133i,-4.6956e-05+0.0015596i,0.00038961+0.0008518i,0.00022795-0.00017645i,-0.00028067-0.00019708i
-0.00013075+0.00024292i,-3.7875e-06-0.0006081i,-0.00052181-0.0023267i,-0.00010107-0.0027994i,0.00049375-0.00078458i,0.00027565+0.00039002i,-9.6739e-05-0.00016376i,-0.00037688+0.00016978i,-0.00065029+0.00098277i,-0.00060769+0.00046611i,1.6186e-05-0.00058969i,0.00075079-0.0012966i,0.0010624-0.00060967i,0.0012858-0.00027328i,0.0012429-0.00057742i,0.00093878+6.4433e-05i,0.00031605+0.00074621i,-0.00059182+0.00011103i,-0.00058423-0.00054724i,-0.00034721-0.00027196i,0.00024331+0.00027188i,0.00062831+0.00043433i,-7.5234e-05+0.00090634i
-0.0014753-0.0015488i,-0.0029854-0.0013198i,-0.0039542-0.001356i,-0.0032909-0.00072427i,-0.00099754+4.1092e-05i,0.00074331-0.00024973i,0.00093624-0.00074292i,-0.00061263-0.00074373i,-0.0015807-0.0011346i,-0.0013962-0.0010166i,-0.0010608-0.00037531i,6.7231e-05+0.00024704i,0.00027696+0.0005223i,-4.0927e-05+0.0001665i,0.00020607-0.00046226i,0.00035524-0.0010205i,0.00027412-0.00084621i,-0.00072556-0.00058071i,-0.00093977-0.00072154i,-0.00048942-0.00079456i,-0.00083767-0.00019335i,-0.00012147-3.2657e-05i,0.00041622+0.00013061i
2.1958e-05-0.0037133i,-0.002066-0.0031373i,-0.0018902-0.002787i,-0.0021342-0.0022805i,-0.0023892-0.0015983i,-0.00073398+0.00018281i,0.0008999+0.00081618i,0.00055561-1.1901e-05i,-0.00035992-0.00013984i,-0.00037997-0.000251i,-0.00043675-0.00071243i,-0.00041567-0.00088741i,-0.0004479-0.0005436i,0.0006977-0.00042353i,0.0015277-0.00079174i,0.00049235-0.0014802i,-0.00049827-0.0011523i,-0.00031247-3.1866e-05i,-0.00034992-0.00041146i,-0.0004868-0.0011711i,-2.8547e-06-0.0011287i,0.00034837-0.00047832i,0.00056881+7.2672e-05i
7.3763e-05+6.5305e-05i,-0.00066985-0.00054814i,-0.00068754+0.0011125i,0.00010976+0.001928i,0.0010366+0.00066998i,0.0013289+0.00056968i,0.00055985+0.000214i,-0.00055016-4.9388e-05i,-0.0010185+0.00076613i,-2.0966e-05+0.00029946i,0.00044703-0.00092947i,0.0002226-0.00090359i,0.00020926-0.00028241i,-0.0003854+1.658e-05i,-0.0004008+0.00027394i,-6.0587e-05-0.00014836i,-5.953e-05-0.00048031i,-0.00013081+0.00021774i,0.00022763+0.0010127i,1.4276e-06+0.00063228i,-0.00088021-0.00043248i,-0.00080234-0.00065318i,-0.00070247-0.00022347i
-0.00021402+0.0006618i,-0.0012673+0.0010873i,-0.0022136+0.00097098i,-0.0015795+0.00099334i,-0.00024257+0.00029204i,0.00031029+0.00055221i,0.00060468+0.0011403i,-0.00042536+0.000229i,-0.0019601-0.0003002i,-0.0018625-0.00071967i,-0.0013051-0.00089435i,-0.00071663-0.00037515i,7.8944e-05+0.00021214i,0.00086834-4.5281e-05i,0.00088307-0.00061762i,9.3365e-05-0.00067376i,0.00054614-0.00038132i,0.00073582-0.00021575i,1.1537e-05-0.00048246i,-0.00028988-0.0010342i,-0.00010567-0.00081511i,0.00014813-0.00063029i,0.00026384-0.00049198i
-0.0022071+0.0010864i,-0.0029279+0.0014175i,-0.002666+0.0014087i,-0.0018985+0.00071449i,-0.00023397-0.00050418i,0.00055363-0.00092102i,-0.00029711-0.00060721i,-0.00067573-0.00053587i,-0.00037011+0.00071865i,0.00014957+0.0012886i,0.00019892+0.0006933i,-0.00012162+0.00020731i,-1.1903e-05-5.9099e-05i,0.0006986-1.8633e-05i,0.0011084-0.00026555i,0.00064382-0.00026944i,0.00068888-3.935e-06i,0.00072597-0.00017757i,2.0967e-05-0.00023776i,-5.8197e-05+0.00076899i,-0.00014205+0.0013719i,-1.8569e-05+0.00042414i,0.00032716-0.00013395i
-0.00086797-0.0019054i,-0.0027588-0.00083709i,-0.002427+0.00020478i,-0.001521-0.00037797i,-0.00079975-0.00086095i,0.00045978+9.9137e-05i,0.00041351+0.000574i,-0.00057122+3.808e-05i,-0.0012623-0.00055141i,-0.00083254-0.00071076i,-0.00030611-0.00090029i,-0.00039024-8.6009e-05i,0.00032286+0.00031207i,0.0012544-0.00044246i,0.0010665-0.00062823i,-0.00026747-0.00073067i,-0.00084505-0.00077436i,-0.00033687-3.1627e-05i,-9.9634e-05+0.0004409i,5.2093e-05-6.0813e-05i,0.00016018-4.0397e-05i,2.4728e-05+0.00030807i,6.4266e-06+0.00062794i
0.0015862-0.001305i,-0.00012749-0.0021395i,-0.001642-0.0031836i,-0.0023913-0.0032432i,-0.0016515-0.0022879i,-0.00024357-0.00021375i,0.00045273+0.00066075i,-0.00054878+0.00036451i,-0.0011228+0.00027786i,-0.00065892+2.6543e-05i,-9.9733e-05-0.00056386i,0.00038078-0.00098082i,4.6252e-05-0.00082217i,0.00013124-0.00022606i,0.00044711-9.733e-05i,0.00013614-0.00094018i,4.4523e-05-0.00022811i,-0.00029337+0.001192i,-0.00075942+0.0013056i,-0.00047671+0.00066591i,-0.00014111+0.00038086i,0.00039901-0.00035515i,0.00072637-0.00044789i
-0.0030375-0.0031708i,-0.0055063-0.0026206i,-0.0064995-0.0022216i,-0.0054287-0.0015331i,-0.0029256-0.00010563i,-0.00058747+0.00081933i,0.0001851-0.00013834i,-0.0008621-0.00070592i,-0.0019748-0.00062001i,-0.0012162-0.00075488i,0.00024288-0.00060486i,0.00067257-0.00030518i,0.0011184-0.0006176i,0.0017741-0.0012183i,0.0011064-0.0016895i,-0.00068946-0.001953i,-0.0013916-0.0017027i,-0.00052302-0.00086991i,0.00025702-0.00039678i,0.00040516-0.00078062i,0.00022388-0.0011431i,0.00021367-0.00092642i,-8.651e-05-0.0007166i
-0.0018138-0.0015167i,-0.0013222-0.0010521i,-0.00094108+0.00024042i,-0.00028406+0.0016753i,0.0013311+0.0013656i,0.0017008-6.0406e-05i,0.00068143-0.00071886i,0.00029207-0.00022546i,-0.00037603+0.0001243i,-0.0011639+0.00055496i,-0.0012697+0.0002026i,-0.00097163-0.0002234i,0.00027166-0.0001832i,0.00092777-0.00074489i,0.00014458-0.0011107i,-0.00038816-0.0013782i,-0.00023707-0.0012244i,0.00025283-0.00033806i,0.0010412+0.00035766i,0.00052127+0.00053485i,0.00061176+0.00020049i,0.0012475+3.2595e-05i,0.00064143+9.5899e-05i
-0.00026964-0.0018056i,-0.0015959-0.0011166i,-0.001605-0.0010028i,-0.00021402-0.0010068i,0.00037335-0.00027054i,0.00066414+5.6072e-05i,0.0009979+0.00037217i,0.00071358+9.7185e-05i,-0.00013024-0.00065883i,-0.00033885-0.00090786i,0.000535-0.00077263i,0.00069722-0.00060611i,0.00090749-1.7867e-05i,0.00089307-0.00012983i,0.00064948-0.00091203i,0.00033764-0.0012842i,-0.0002456-0.0012435i,-0.00071939-0.00069886i,-0.00090402-6.3968e-05i,-0.00043071-8.7065e-05i,-0.00018826-0.00075382i,-0.00087176-0.00060559i,-0.0011228-0.0002306i
-0.00036275-0.0011133i,-0.00087024-0.00066975i,-0.0016568-0.00033037i,-0.0020286-0.00012746i,-0.0012+5.5357e-05i,0.0011114+0.0004219i,0.001604+0.00058506i,3.6898e-05+9.9011e-05i,-0.0011981-2.9834e-05i,-0.0014998-1.5299e-05i,-0.00025292+2.6874e-05i,0.0008532-0.00048995i,0.00089091-0.0002546i,0.00033669+0.00016003i,-2.8926e-05-0.00065333i,-0.00043542-0.0012641i,-0.0010185-0.0010756i,-0.00087656-0.0007608i,-0.00064436-0.00046699i,-0.0006635+0.00027878i,-7.4752e-05+0.00077054i,0.00013374+0.00067531i,-0.00018997+0.00036458i
-0.00015972+0.00072883i,-0.0011584+0.00092062i,-0.0014997+0.0010253i,-0.0011816+0.00027968i,-0.00017261+0.00091552i,0.00074898+0.0017208i,0.0011159+0.0013871i,-0.00025601+0.00085528i,-0.0010459+0.00085991i,-0.00057442-0.00041011i,-0.00092553-0.0015671i,-0.0010948-0.0015869i,-0.00057284-0.00081101i,0.00041346+0.00018959i,0.001245-3.0973e-06i,0.0013336-0.00042776i,0.0012258-0.00031485i,0.0012908+0.00037048i,0.00096901+0.00041299i,0.00032658-0.00039214i,-2.0631e-05-0.00087909i,3.9129e-05-0.00084176i,-6.2797e-05-0.0011209i
-0.0016848-0.00016304i,-0.0026336-0.00044748i,-0.0024853-0.00043352i,-0.0016585-0.00010165i,-0.00094273-0.00040478i,0.00068492+0.00015682i,0.0010488+0.0006401i,2.5283e-05-0.00028687i,-0.00078697-0.00048309i,-0.00079149-0.00084444i,0.00033476-0.0006783i,0.00051801-0.00028867i,0.00033736-0.00067581i,0.00069199-0.00088412i,0.00042493-0.00074172i,-0.00022285-0.00025109i,-0.00038618+0.00020043i,-0.00039655+0.00019966i,-0.00051891-0.00028248i,-0.00072953-0.00052796i,-0.00070803-0.00017235i,-1.4641e-05-9.3143e-05i,-0.00021409-0.0001547i
-0.0011073-0.0020879i,-0.001718-0.0025775i,-0.0032363-0.0017355i,-0.002621-0.0010024i,-0.00088838-0.0005448i,0.0003564+0.00025817i,0.00038633+0.00063944i,-0.000602+0.0006764i,-0.0009374+0.00079873i,-0.0002899+0.00057915i,-0.00028752+6.1029e-05i,-8.7445e-05-0.00039265i,0.00047149-0.00051235i,0.00059992-0.00083773i,0.0011196-0.00061234i,0.0013056-0.00085724i,0.00047146-0.00080242i,-8.5535e-05-0.00050901i,-0.00032348-0.00054694i,0.00025081-0.00039454i,0.00075155+0.00010811i,3.8877e-05+0.00065853i,-2.3109e-05+0.00028487i
-0.0016797-0.00064977i,-0.0026177-0.00076091i,-0.0041262-0.00046182i,-0.0038136-0.00011312i,-0.0016826+0.00074769i,0.00090315+0.00096472i,0.001717+0.0004242i,-0.00027651+0.0001824i,-0.0018217+0.0002965i,-0.00098109+0.00028903i,0.00071624+6.3997e-05i,0.001522-0.00085061i,0.0011322-0.0011971i,0.0010007-0.0010563i,0.0015143-0.0012026i,0.00064237-0.0005323i,-0.00031525-0.00048436i,-0.0010492-0.00066666i,-0.0011648-0.00020491i,-0.00035562-0.00082011i,3.9275e-05-0.00077437i,0.0001334-0.00053782i,0.00047184-0.00085678i
0.00041271+0.0002193i,0.0006858-0.0010892i,0.00078036-0.0024901i,0.00099161-0.0021557i,0.00095127-0.0014264i,0.0014276-0.00027119i,0.00093099-3.7951e-05i,-0.00073692-0.0011244i,-0.00087945-0.0010708i,-1.6285e-05-0.0007132i,-0.00018602-0.001063i,-0.00069341-0.00077i,-0.0011787+5.4758e-05i,-0.00075563+0.0010276i,8.2188e-05+0.00046212i,-0.00025109-0.00083087i,-0.00046295-0.00072502i,-0.00028499-0.00053945i,-0.00035618-0.00079224i,-4.5045e-05-0.00040805i,2.5011e-05-0.00032968i,-0.00014677-0.00027159i,-0.00056956+6.9704e-05i
-0.00080957-0.00038071i,-0.0013941-0.00033862i,-0.0012637-0.00064067i,-0.0011774-0.001159i,-0.00028258-0.001621i,0.0013825-0.00072287i,0.0011514+7.4433e-05i,-2.9473e-05+0.00060911i,-0.0012582+0.00059472i,-0.0016608+0.00047436i,-0.0008296+0.00030045i,-7.9028e-05-0.00035596i,0.00038557-0.00062507i,0.0013911-0.00015578i,0.0018282-0.00033953i,0.0011993-0.0005284i,0.00035006-0.00057478i,-0.00043374-0.0011694i,-0.00026692-0.00086457i,0.00013291+0.00035202i,-3.6627e-05+0.0011751i,0.00020212+0.00088487i,0.00053011-7.7401e-05i
0.00084546+0.00022321i,0.00042262+9.6378e-05i,0.00041786+0.001645i,0.00086413+0.0017645i,0.0012343+0.00095367i,0.0012411+2.6233e-05i,0.00076018-0.00014488i,3.5304e-05-0.00014142i,-0.00054349+9.5689e-05i,-0.0010299+0.00014788i,-0.00072846-0.00040843i,0.00010114-4.481e-05i,0.00081744+0.00037847i,0.00068946+0.00017165i,0.00012435-0.00027862i,-0.00029478-0.00050268i,-2.1641e-05-0.00037953i,0.00020571+0.00012292i,-4.8831e-05+0.00082015i,-0.00043226+0.00039181i,-0.00083292-0.00044662i,-0.00057703-0.00043956i,-0.00076982+0.00018887i
0.00037074-0.00045056i,-0.0011225-0.00089288i,-0.0019121-0.00029717i,-0.0021573-0.0004511i,-0.0010258-0.0010521i,0.00045287+2.98e-05i,0.00043663+0.00035743i,-0.0011274+2.7242e-05i,-0.0023077-0.00016247i,-0.0012692-0.00035373i,-0.00012496-0.00013882i,0.00066814+0.00039423i,0.00083183+0.00022937i,0.0002721+0.00017337i,0.00048496+5.8945e-05i,0.00059108-1.7856e-05i,0.00045527+0.00026615i,-0.00038011+0.00010753i,-0.00075261+2.4114e-05i,-0.00080628+0.00018788i,-0.00032185-0.00041936i,9.4848e-05-0.00059116i,-0.00042461-0.00074277i
-0.0020915-0.00013205i,-0.0033615+0.00020402i,-0.0040523+0.00092466i,-0.0029621+0.00055573i,-0.0010073-0.00044965i,0.00044346+9.319e-06i,0.00035306+0.00048411i,-0.00054747-1.9637e-05i,-0.0016942-0.00049159i,-0.0012331-0.0006161i,-0.00020721-0.00044639i,0.00050191-0.0002934i,0.00028516-0.00060211i,0.00022226-0.0012314i,0.00067885-0.0010115i,0.00038433-0.0010848i,0.00052716-0.00030977i,0.00030417+0.00050026i,0.00010237-0.00050168i,0.00055986-0.00025535i,0.00078629+0.00079741i,0.00072052+0.00055363i,0.00066079+0.00028536i
-0.00087297-0.00064245i,-0.0021902-0.0010278i,-0.003473-0.0027457i,-0.0026706-0.0025605i,-0.00097169-0.0014636i,8.201e-05+0.00014736i,0.00055741+0.0010643i,-0.00085031+0.00052143i,-0.001245+5.0679e-05i,-0.00012292-0.00023038i,8.0784e-05-0.00022247i,0.00025297-0.00029981i,0.00042733-0.00080561i,0.00078128-0.001346i,0.00060393-0.0012852i,-0.00014296-0.0011885i,-0.00028377+1.0517e-05i,-0.00075539+0.00034701i,-0.00066083-0.00071748i,-0.00052947-0.00087975i,-0.00054913-2.818e-05i,-5.6085e-05+0.0001762i,-9.7915e-05+0.00014242i
-0.0016936-0.00054393i,-0.0030122-0.00021653i,-0.0036836+0.00039407i,-0.0025401+0.00087097i,-4.6157e-05+0.00078546i,0.00064217+0.00025492i,-3.3884e-05-0.00052887i,-0.00031177-0.00055677i,-0.00098127-0.00029319i,-0.0015063-0.00051623i,-0.0012325-0.00081783i,-0.00063363-0.0011375i,-0.00036494-0.00065547i,-0.00035999-0.00031773i,-0.00023208-0.00073369i,-0.00036059-0.00073677i,-0.00064581+0.0005315i,-0.00014008+0.00046189i,0.00063663-8.8062e-05i,0.00029199+0.00034209i,-5.2917e-05-5.0366e-05i,0.00016757-0.00061525i,0.00068268-0.00021443i
-5.2307e-05-0.00032954i,-0.00046693-0.0011273i,-0.00038685-0.00045824i,0.00014601+0.00020173i,0.00072767+0.00025644i,0.0016178+0.00067566i,0.00080358+0.0013643i,-0.0012164+0.00059466i,-0.0015892+0.0002541i,0.00032312+0.00023375i,0.00092201-9.2992e-05i,0.00031132-0.00025023i,0.00020516-9.3915e-05i,0.00046014-0.00034639i,0.00094536-0.00060744i,0.00051945-0.00088931i,0.00036326-0.00086374i,0.0010313+0.00037161i,0.00093102+0.00069376i,0.00023892-3.2966e-06i,-0.00065496-0.00074891i,-0.0010937-0.0010938i,0.00014892-0.00093249i
-0.00046492-0.0013312i,-0.0014011-0.0018755i,-0.00076502-0.0020737i,-0.00044989-0.0026077i,-5.0859e-05-0.0028285i,0.0016736-0.0017069i,0.0020787-0.00076936i,-0.00010486-0.00075132i,-0.0015921-7.8154e-06i,-0.0014544+0.00093734i,-0.00081073+0.00034533i,-0.0010247-0.00062399i,-0.00076303-0.00094147i,0.00053667-0.00015377i,0.00020315+9.6001e-05i,-0.00067354-0.0010107i,-0.00036452-0.0014569i,2.6631e-05-0.00096261i,0.00034082-0.00035836i,0.00040141-0.00020216i,0.00023429+0.00028231i,-0.00017351+0.00067052i,-0.00039884+0.00012782i
-0.000884-0.00097091i,-0.0023915+9.7242e-07i,-0.0024461+0.00038373i,-0.0010886+0.00044215i,0.00050306+0.00057257i,0.0019487+0.00057063i,0.0014944+6.4835e-05i,-0.00013884-0.00015233i,-0.00093272-5.911e-06i,-0.00088697-0.00019621i,-0.00063761-0.00079484i,0.00014172-0.00085329i,0.001011-0.00026669i,0.0010638-0.00010922i,0.00051524-0.00027403i,0.00046425-0.00054622i,7.4432e-05-0.0010275i,-6.8641e-05-0.00089666i,0.00021605+7.0961e-06i,-0.00038664+0.00014863i,-0.00034535-0.00026572i,0.00010878-0.0010912i,0.00014205-0.0012461i
0.00072327-9.303e-05i,0.00014348+0.00011343i,-0.0010098+0.00020794i,-0.0010025+0.00013037i,-5.7729e-05+0.00015968i,0.00051006+0.0001879i,-1.1128e-05-1.6807e-05i,-0.0011511-0.00036822i,-0.0018131-9.8925e-05i,-0.00076007+2.6776e-05i,0.00049758-0.0003132i,0.00033461-0.00086673i,0.00011428-0.00085448i,0.00014742-3.8235e-05i,-0.00024085-0.00011139i,-0.00088155-0.00086652i,-0.00093006-0.00099774i,-0.0010953-0.00013503i,-0.00067235+0.00075113i,0.00019125+0.0010176i,0.00021983+0.00031189i,0.00036463-0.00016145i,0.00053294+0.00013185i
0.00038669+0.00090257i,-0.00060892+0.00081855i,-0.0016069+0.00015405i,-0.0013095+0.00021838i,0.00024951+0.00029051i,0.0018578+0.00050264i,0.0014184+0.00043931i,-0.0008582-0.00011428i,-0.0019425+0.00043274i,-0.00091045+0.00010334i,-9.8368e-05-0.00090346i,0.00018095-0.0011523i,0.00051963-0.0006928i,0.00018777-0.00049292i,-9.0376e-05-0.00066854i,-0.00012239-0.0011173i,-0.00026877-0.00078522i,-0.00044136-0.00053914i,-0.00045503-0.0010506i,-0.00011813-0.0011819i,4.9832e-05-0.00066999i,-0.0001037-0.00061589i,0.00032525-8.2226e-05i
-0.0027112+0.0010211i,-0.0045647+0.00041504i,-0.0043248+0.00041631i,-0.0026494+0.00067223i,-0.00033499+0.0010331i,0.0017519+0.0011926i,0.0012561+7.5723e-05i,-0.0003044-0.0009118i,-0.00074363-0.001593i,-0.00074453-0.0012655i,-0.00040665+0.00028992i,-0.00021161+0.00059897i,-0.00019483-0.00027359i,0.00054583-0.00067748i,0.00015532-0.00072887i,-0.0011241-0.00071058i,-0.001229-0.00067188i,-0.00043794-0.00028451i,-0.000101+1.1708e-05i,-0.00014894+0.00040524i,9.5298e-05+0.00011851i,-0.00025691+0.00025222i,-0.00095899+0.00048809i
-0.0038902-0.0011368i,-0.0052355-0.00087242i,-0.0048459-0.00048167i,-0.0026352-0.00021474i,-0.00039201+0.00040622i,0.0012459+0.000854i,0.001442+0.00029914i,-0.00029561+7.9499e-05i,-0.0017559+0.00045787i,-0.0011292+0.00030279i,0.00024303-0.0004514i,0.00065201-0.00080226i,0.00037673-0.0007627i,0.00020946-0.00088303i,0.00018038-0.0015393i,-0.00031811-0.0010647i,-0.0010087+4.3463e-05i,-0.00093666+4.4931e-05i,-0.00046214-0.00039791i,-0.00044592-0.00047945i,-0.00058751+0.00027102i,0.00047088+0.0012296i,0.0011704+0.00083675i
-0.0027061-0.00060634i,-0.0022627-0.00053718i,-0.0022091+0.0011176i,-0.0018222+0.0016086i,-0.00094588+0.0016563i,0.00014675+0.0010458i,-6.2855e-05-0.00022052i,-0.0017349-0.0010828i,-0.002273-0.00060748i,-0.00137+0.00027079i,-0.00040167+0.00098045i,-0.0001371+0.00098113i,0.00013269-1.9674e-05i,0.00034222-0.0007836i,0.00018383-0.00074139i,0.00041562-0.0011851i,-0.00016876-0.001269i,-0.0010308-0.00025786i,-0.00029281+0.00017182i,0.00026444+0.00028869i,0.00033652+0.00032915i,0.00038632-9.2702e-05i,0.00013348-0.00042376i
0.00063128-0.00072355i,-0.00044086-0.00084992i,-0.00093313-0.0010115i,-0.0013942-0.00078234i,-0.0017833-0.00050869i,-0.001151+5.9746e-05i,-0.00031993+0.00030767i,-0.00058546+0.00024139i,-0.00092557+0.00052543i,-0.00048823+0.00045092i,-0.00046053+0.00017199i,-0.00029219-0.00019699i,0.00038935+3.3038e-05i,-1.5371e-05-0.00019326i,0.0004587-0.00081282i,0.00084757-0.0010017i,-7.6345e-05-0.00093195i,-0.00026841-0.00073953i,-0.00026381-9.5701e-05i,-0.00045404+0.00026022i,0.00033586-0.00049722i,0.0003092-0.0010192i,-0.00025817-0.00031058i
