-0.0023814+0.00099187i,-0.00059252-0.00060574i,-0.0016505-0.00010777i,-0.0027679+0.0015512i,-0.0025374+0.0029717i,-0.0025246+0.0027111i,-0.0019363+0.0016289i,-0.00068449+0.0018822i,0.0003323+0.0018285i,0.00042149+0.0011047i,0.00054377+0.00060309i,0.00086138-6.4879e-05i,0.0005701-0.00014885i,0.00024675-0.00056809i,3.8349e-05-0.00060502i,-0.00019142+0.00013313i,-0.00051716+0.0003091i,-0.00081243+0.00030274i,-0.00061005+0.00090555i,0.0001478+0.00050695i,0.00044674-0.00040205i,-5.6208e-05-0.00052316i,7.634e-05-0.00021454i
-0.035569+0.03303i,-0.036821+0.064457i,-0.0063463+0.066159i,0.03012+0.032611i,0.048474+0.015247i,0.036956+0.026926i,0.0004172+0.027389i,-0.029826+0.0076778i,-0.031814-0.0077331i,-0.019787-0.0097611i,-0.0094155-0.0026225i,-0.0041477+0.0037688i,-0.0033314+0.004805i,-0.00034918+0.0045252i,0.0038405+0.0023181i,0.0032452-0.0019536i,-0.00048052-0.004674i,-0.0017707-0.0040637i,0.0016375-0.00087981i,0.0097131+0.0010594i,0.017265+0.0035042i,0.02252+0.0071983i,0.025114+0.0086014i
-0.0033585-0.051195i,-0.029196-0.072824i,-0.053619-0.05359i,-0.057299-0.014285i,-0.051703-0.0033433i,-0.032966-0.019312i,0.0019456-0.017447i,0.023554+0.0035956i,0.019362+0.015898i,0.0086343+0.013999i,0.0034599+0.0034035i,0.001483-0.004932i,0.00060464-0.0059559i,0.00029104-0.0039257i,0.0010546-0.0020972i,0.0014894-0.0012601i,0.00069697+0.00021939i,-0.0011698+0.0012906i,-0.0050056+0.0022288i,-0.010734+0.0036011i,-0.017176+0.0014513i,-0.023676-0.0033054i,-0.026224-0.0057961i
0.047275+0.029728i,0.081005+0.023247i,0.083594-0.0034215i,0.054287-0.01805i,0.028492-0.0026702i,0.0067503+0.017421i,-0.025016+0.016498i,-0.039478+0.007141i,-0.028257+0.0050683i,-0.011661+0.0082474i,-0.0016609+0.0094343i,-0.00059434+0.0065073i,-0.0044908+0.0043744i,-0.004413+0.004124i,-0.0020079+0.0040359i,-0.0029586+0.003039i,-0.0055983+0.0013061i,-0.0051337+0.0015203i,0.00017729+0.0007275i,0.0067013-0.0028433i,0.013273-0.0033287i,0.020799+0.00077589i,0.024753+0.0037242i
-0.04815+0.019684i,-0.065695+0.048676i,-0.04797+0.062726i,-0.016078+0.041798i,-0.0024187+0.0036478i,0.010385-0.013781i,0.035258-0.0076631i,0.041186+0.0026917i,0.026816+0.0076097i,0.01157+0.0061995i,0.0026597+0.0042481i,0.00093582+0.0014869i,0.0020202-0.0028807i,0.00026838-0.005504i,-0.0022403-0.0049979i,-0.0025654-0.0025665i,-0.0017834+0.00091848i,-0.002922+0.0042205i,-0.005438+0.0059476i,-0.0075717+0.0072675i,-0.011592+0.0065651i,-0.01863+0.0021447i,-0.023275-0.0018822i
0.013261-0.057407i,0.00078225-0.091164i,-0.023616-0.082842i,-0.028877-0.032424i,-0.011166+0.013316i,-0.012506+0.027029i,-0.029746+0.01605i,-0.025447-0.0016685i,-0.0068695-0.012788i,0.0043371-0.014514i,0.0027327-0.011495i,-0.0019563-0.0070695i,-0.0024554-0.0017396i,-0.00065579+0.0030176i,0.0021945+0.0066377i,0.0031734+0.0059623i,0.0026841+0.0028325i,0.0029626+0.00046249i,0.004998-0.0021698i,0.0076701-0.0057382i,0.012445-0.0068027i,0.019791-0.0026949i,0.023987+0.0011901i
0.041809+0.048185i,0.075171+0.059749i,0.083949+0.032936i,0.05231-0.012108i,0.017766-0.036957i,0.014883-0.041006i,0.02087-0.024665i,0.012907-0.00064494i,-0.0001461+0.0077308i,-0.0075144+0.0036911i,-0.0055187+5.258e-05i,-0.00074609-0.0030685i,-0.00041768-0.0063081i,-0.0029352-0.0056527i,-0.0040568-0.0032829i,-0.0023583-0.00066953i,0.00053748+0.0012981i,0.0020927+0.0017396i,0.0012216+0.0033461i,-0.00064484+0.006198i,-0.0053926+0.0065329i,-0.013983+0.0033103i,-0.019434-0.00018122i
-0.066149+0.0032031i,-0.097515+0.023109i,-0.081378+0.050834i,-0.026836+0.059255i,0.0068167+0.048753i,0.0045869+0.038437i,-0.0049105+0.017063i,-0.0064174-0.0092572i,-0.0036989-0.018285i,-0.0030455-0.013929i,-0.0062539-0.006296i,-0.0065385-0.0010073i,-0.0021793+0.0011155i,0.0028164+0.0030266i,0.0055048+0.0025979i,0.0052033-0.00082911i,0.0029636-0.0036553i,0.0020199-0.0058901i,0.0017171-0.007598i,0.0015752-0.0084625i,0.0050884-0.0087492i,0.012658-0.006216i,0.017376-0.0026341i
0.031031-0.055834i,0.034922-0.094019i,0.0046438-0.098264i,-0.031251-0.063658i,-0.037433-0.036063i,-0.023503-0.024557i,-0.0079053-0.0007039i,0.001981+0.023345i,0.0031313+0.025374i,0.0024472+0.014339i,0.0041246+0.0035351i,0.0046101-0.0022104i,0.0033575-0.0030131i,0.00098487-0.0014662i,-0.00071581-0.0011869i,-0.001837-0.0023245i,-0.0025258-0.0019334i,-0.0035073+0.00029856i,-0.0022473+0.0035605i,-0.00026485+0.0077545i,-0.0038112+0.010436i,-0.011689+0.0085802i,-0.016312+0.0051426i
0.026388+0.060463i,0.055309+0.088834i,0.075879+0.073104i,0.068022+0.030749i,0.046341+0.010845i,0.023368+0.0053704i,0.0034434-0.011126i,-0.0030905-0.022212i,0.0025786-0.016938i,0.0071823-0.0076861i,0.0051214-0.0022132i,0.0025816+0.00036308i,0.00036979+0.0019456i,-4.9843e-05+0.0029238i,0.00065417+0.0030066i,-0.00026911+0.002231i,-0.0018699+0.0018483i,-0.0029222+0.0014944i,-0.0031399-0.00022427i,-0.0031688-0.0034037i,-0.00076188-0.0056986i,0.007062-0.004532i,0.012528-0.0023477i
-0.061041-0.015585i,-0.10147-0.011468i,-0.10203+0.01181i,-0.062637+0.029142i,-0.026562+0.025332i,-0.0066122+0.019909i,0.00708+0.025457i,0.0099741+0.026058i,0.0060684+0.014935i,0.0036836+0.00047946i,0.0019996-0.0078192i,-0.00019738-0.0078833i,-0.00097595-0.0053632i,-0.001749-0.0035542i,-0.0021756-0.0030529i,-0.0013306-0.0011848i,-0.0019932+0.0030984i,-0.0021484+0.0058497i,0.0012415+0.0062078i,0.0054623+0.0066639i,0.0051814+0.0067978i,-0.0013211+0.0046512i,-0.0062152+0.0017724i
0.050572-0.038744i,0.074777-0.073142i,0.06061-0.088089i,0.021532-0.066968i,-0.0024411-0.034357i,-0.0091111-0.021702i,-0.012977-0.021739i,-0.0061304-0.014906i,0.0066213-0.0053333i,0.010991-0.00086321i,0.0072459-0.0013039i,0.001388-0.0028987i,-0.0026019-0.0020526i,-0.0035257+0.00069138i,-0.001559+0.0031263i,0.0021944+0.0038107i,0.0048356+0.002488i,0.005178+0.0022921i,0.0027568+0.0021216i,-0.0031072+3.8421e-05i,-0.0056549-0.00046615i,-0.0008711+0.00061627i,0.0047848+0.0018021i
-0.0027695+0.063175i,0.0078473+0.10382i,0.024787+0.10454i,0.036472+0.062478i,0.034539+0.021489i,0.029771+0.0096492i,0.021973+0.01088i,0.0045886+0.0096931i,-0.0072005+0.0063469i,-0.0073441+0.0033137i,-0.0027482+0.0035297i,0.0019423+0.0016673i,0.0018047-0.0026448i,-0.0015698-0.0039084i,-0.0021822-0.0029175i,-0.0012159-0.00076623i,-0.0011241+0.0016319i,-0.0006729+0.0021047i,0.0018883+0.00025728i,0.0061506-0.0019176i,0.0071828-0.0021932i,0.0016582-0.0016715i,-0.004371-0.0020662i
-0.052635-0.039512i,-0.089942-0.057764i,-0.10235-0.043418i,-0.078554-0.0051928i,-0.044846+0.016148i,-0.029327+0.011579i,-0.016862+0.0023035i,0.0016038-0.0020943i,0.0116-0.0027585i,0.011713-8.2931e-05i,0.0076129+0.001074i,0.0033946+0.00046581i,0.00076753+0.0011469i,1.2642e-05+0.0020486i,0.0016597+0.0028495i,0.0037301+0.0010251i,0.0042675-0.0035987i,0.003955-0.0047534i,0.00075179-0.0021183i,-0.0043368+0.0012972i,-0.005561+0.0041032i,-0.0011601+0.0053842i,0.0042377+0.004955i
0.060738-0.014147i,0.10034-0.031671i,0.098187-0.050981i,0.056122-0.056696i,0.021363-0.043638i,0.010434-0.02814i,-0.00094401-0.011805i,-0.012563+0.0044971i,-0.013379+0.0095239i,-0.0073551+0.005099i,-0.00054596+0.00032481i,0.0034622-0.0029248i,0.0040914-0.0046553i,0.0032182-0.0039783i,0.0018595-0.0022164i,0.00018202-0.00097944i,-0.0028951+0.00022602i,-0.0059316+0.0016448i,-0.0048501+0.001454i,0.00010368-0.0021873i,0.0029366-0.0058169i,-0.00095282-0.0075909i,-0.0059404-0.0075104i
-0.025309+0.05667i,-0.038374+0.098682i,-0.024592+0.11107i,0.0047141+0.083809i,0.015717+0.050538i,0.012508+0.030339i,0.013713+0.0098376i,0.013313-0.0038815i,0.0076081-0.002789i,0.0019123+0.0012048i,-0.0023988+0.0014997i,-0.0027464+0.00054333i,-0.00024015+0.00030944i,0.0017807-0.00051877i,0.0014836-0.0014718i,-0.00047853-0.002465i,-0.0018386-0.0043037i,-0.0018028-0.0044076i,-0.0014241-0.0014762i,-0.0029694+0.0026965i,-0.003849+0.0065904i,-0.0008646+0.0088568i,0.0034436+0.0079078i
-0.03191-0.051405i,-0.054526-0.089106i,-0.068852-0.086115i,-0.059978-0.044973i,-0.037686-0.014893i,-0.022363-0.0038872i,-0.017231+0.0084221i,-0.011846+0.014252i,-0.0046366+0.0091944i,-0.0020331+0.002906i,-0.0033985-0.00043776i,-0.0040974-0.0019371i,-0.002563-0.002823i,-0.00063651-0.0031788i,-2.0148e-05-0.0016998i,-0.0008656+0.00041954i,-0.002562+0.0031338i,-0.0028592+0.0066245i,-0.0010261+0.0064265i,0.0024266+0.0010212i,0.0047241-0.0048443i,0.0017798-0.0069294i,-0.0029005-0.0057902i
0.059721+0.010016i,0.10385+0.015953i,0.11121+0.0062129i,0.075455-0.011647i,0.041191-0.017205i,0.024991-0.015916i,0.014654-0.01617i,0.0080959-0.010092i,0.0058-0.0017215i,0.0034504+0.002571i,0.00036438+0.0037753i,-0.0009283+0.0030557i,-0.0017006+0.0023518i,-0.0025273+0.0024397i,-0.0032146+0.0019775i,-0.0026406+0.0018097i,-0.00032975+0.0013039i,0.00099963-0.0006391i,-0.00061149-0.00071137i,-0.0021651+0.0023979i,-0.0015366+0.0060011i,0.0012192+0.0086457i,0.0039917+0.008753i
-0.039627+0.043379i,-0.072125+0.074632i,-0.070595+0.082307i,-0.037027+0.061728i,-0.01126+0.036841i,-0.00457+0.024332i,-0.0034731+0.016942i,-0.0035012+0.0048016i,-0.004697-0.0062012i,-0.003927-0.010717i,-0.0021729-0.0084549i,-0.00061774-0.0041148i,-7.076e-05-0.00158i,0.00081936+0.0013056i,0.0021804+0.0025711i,0.0034332+0.0013916i,0.0041643+0.0019298i,0.0047455+0.003699i,0.0051187+0.003489i,0.0038649-0.00090378i,0.0021105-0.0070995i,-0.00070592-0.010009i,-0.0035538-0.0094654i
-0.006817-0.058605i,-0.011683-0.10173i,-0.019202-0.10679i,-0.027206-0.069684i,-0.02638-0.033926i,-0.017767-0.019381i,-0.0093221-0.010628i,-0.0009793-0.0011751i,0.004548+0.0010418i,0.0044408-0.0019983i,0.0013947-0.0046085i,-0.0010421-0.0044181i,-0.0015361-0.0020052i,-0.0013992+0.00017678i,-0.0011382+0.00089655i,0.00096838-0.00046124i,0.0023328-0.002521i,0.0005867-0.0038562i,-0.0018279-0.0028608i,-0.0029456+0.0021402i,-0.0029753+0.0087083i,-0.0010664+0.011747i,0.0028449+0.010504i
0.044638+0.028917i,0.078747+0.052806i,0.087108+0.055098i,0.067557+0.030311i,0.042413+0.0087336i,0.025167+0.0035239i,0.010744-9.4614e-05i,-0.0020883-0.0021529i,-0.0068202-0.0012608i,-0.0046653-0.002929i,-0.0017069-0.0047333i,-0.00031951-0.0056397i,0.00060945-0.0049654i,0.0013538-0.0032528i,0.001738-0.0034162i,0.00093001-0.0041835i,-0.00081564-0.0037149i,-0.0012153-0.00084191i,0.0006175+0.0016092i,0.0017133-0.0012854i,-0.0003433-0.0057001i,-0.003904-0.008171i,-0.0066354-0.0092092i
-0.047464+0.017825i,-0.087231+0.027643i,-0.095592+0.031861i,-0.064874+0.033735i,-0.03216+0.029283i,-0.017119+0.021046i,-0.0041848+0.015419i,0.0070355+0.010523i,0.0094015+0.006342i,0.0061458+0.0031945i,0.0017209+0.0016076i,-0.00069467+0.002158i,-0.001926+0.0037242i,-0.0022986+0.004239i,-0.0021152+0.0026371i,-0.0019302+0.000571i,-0.0018844-0.00040333i,-0.0027301-0.00081375i,-0.0027896-0.00083934i,-0.0016319+0.0018304i,0.00080911+0.0069035i,0.004007+0.011182i,0.006878+0.011799i
0.013224-0.050743i,0.030863-0.085008i,0.033222-0.094385i,0.01553-0.07147i,0.0011622-0.041042i,-0.0013755-0.02279i,-0.0065228-0.012339i,-0.0077274-0.0042087i,-0.00012852-0.0012399i,0.0057568-0.0016879i,0.0054084-0.0021558i,0.0024991-0.0025354i,-0.00025049-0.0023938i,-0.0017686-0.0020024i,-0.0020153-0.00079133i,-0.0029727+0.00075398i,-0.003493+0.0029119i,-0.0020299+0.0052635i,0.00051081+0.0053158i,0.001261+0.0018055i,-0.0012198-0.0051247i,-0.0048739-0.010675i,-0.0076016-0.01082i
0.021859+0.040614i,0.035756+0.077304i,0.039672+0.08925i,0.037499+0.06214i,0.030209+0.031462i,0.022595+0.017252i,0.017402+0.0081176i,0.011602+0.0024433i,0.0074157+0.0023615i,0.0052238+0.0029593i,0.0046609+0.0015541i,0.0048357+1.7884e-05i,0.0030737-0.00064073i,0.00046076-8.0679e-05i,0.00047846+0.0015611i,0.0015051+0.0030191i,0.0016786+0.0027931i,0.00047643+0.0011192i,-0.0020582-0.0001808i,-0.0023291+0.001914i,0.00054833+0.0060685i,0.0036868+0.0098694i,0.0063306+0.010509i
-0.047438-0.0052611i,-0.083127-0.019367i,-0.095288-0.021949i,-0.071176-0.0057019i,-0.040017+0.0057133i,-0.023413+0.0058685i,-0.014715+0.0053772i,-0.0064309+0.0036814i,-0.0008711+0.00014773i,0.0014462-0.0021606i,0.00038832-0.0026438i,-0.00225-0.003331i,-0.003093-0.0031556i,-0.0021944-0.00096297i,-0.00086192+0.0011431i,-0.00010477+0.0024896i,-0.00043357+0.0034918i,0.00078212+0.0043008i,0.0029956+0.0040224i,0.002026+0.00084139i,-0.0019548-0.0040291i,-0.0068143-0.0073378i,-0.0099771-0.0083753i
0.033133-0.034563i,0.067637-0.052524i,0.076568-0.057017i,0.049296-0.046567i,0.022645-0.031381i,0.011285-0.019735i,0.0046127-0.010183i,-0.00039628-0.0011092i,-0.00093654+0.004184i,-0.00075475+0.0050206i,-0.001272+0.0020506i,-0.0014618-0.00095595i,-0.0017906-0.0017455i,-0.0009842-0.0020044i,0.00046333-0.0029016i,0.0015493-0.0041906i,0.001561-0.0048702i,-0.00063926-0.0034165i,-0.0025272-0.0015735i,-0.0011762+0.00033548i,0.0021661+0.0035894i,0.0058138+0.0074143i,0.0085188+0.0090436i
0.0024285+0.043482i,-0.0064522+0.080646i,-0.011001+0.090733i,-0.0033361+0.064851i,0.0038276+0.037235i,0.0046032+0.021769i,0.00389+0.010651i,0.0026664+0.0035884i,0.0006658+0.0020861i,0.00060316+0.0015221i,0.00085189+0.00046864i,0.00020435-0.00018278i,-0.00053224-0.0012439i,-0.00064608-0.0010429i,-0.00044786+0.00096025i,-0.00060183+0.0012545i,-0.00083552-0.00028409i,0.00057871-0.00077099i,0.0029556+0.0003048i,0.0028453-0.00040341i,-0.00085704-0.0035803i,-0.0058196-0.0063529i,-0.0086512-0.0077313i
-0.030914-0.021622i,-0.05397-0.050823i,-0.058281-0.061323i,-0.043785-0.040553i,-0.028901-0.018208i,-0.01726-0.0078915i,-0.0099077+0.00016368i,-0.0045846+0.0061992i,0.00078158+0.0060531i,0.0017775+0.0040285i,-0.00019178+0.001952i,-0.0015444+0.00018094i,-0.0019776-0.00074893i,-0.0018431-0.0013112i,-0.0028906-0.0018823i,-0.0042246-0.0016468i,-0.0038393-0.00061905i,-0.0039207+0.00035169i,-0.0038856-0.00026596i,-0.0009894-2.5694e-05i,0.0034653+0.0023209i,0.0076722+0.0050409i,0.010113+0.0070415i
0.035682-0.010435i,0.072257-0.0096939i,0.083492-0.0041089i,0.060003-0.0052781i,0.034689-0.0087819i,0.019387-0.0075869i,0.008242-0.0063962i,0.0018754-0.0038362i,0.00095711-0.00064221i,0.0012835-0.00047747i,0.0010702-0.0024954i,0.0025984-0.004988i,0.0037303-0.0054861i,0.0032617-0.003058i,0.0031393-0.00039791i,0.0022603+0.00071453i,-0.00014989+0.00093053i,-0.0010618+0.00075067i,0.00048318+0.00059755i,0.00067495-0.00023912i,-0.0029393-0.0022086i,-0.0073574-0.0051661i,-0.0091781-0.0080891i
-0.014062+0.032039i,-0.035674+0.056334i,-0.048227+0.060221i,-0.034818+0.044396i,-0.015053+0.028077i,-0.0056299+0.017378i,-0.0009584+0.011688i,-8.78e-05+0.0067921i,-0.0010959+0.0018155i,-0.001731-0.00014757i,-0.0012398+0.00012194i,0.00055475+0.001156i,0.00080635+0.0019996i,0.00096937+0.0023205i,0.0020329+0.0029482i,0.0022989+0.0034783i,0.0023402+0.0036142i,0.0016602+0.0035845i,-0.00017134+0.0028826i,-0.00062139+0.0020723i,0.0015235+0.0027251i,0.0045984+0.0058864i,0.0072499+0.0087614i
-0.012942-0.031567i,-0.018355-0.06258i,-0.015208-0.076826i,-0.012125-0.056812i,-0.01124-0.029528i,-0.0085652-0.01549i,-0.0076592-0.0080143i,-0.0052691-0.0018917i,-0.0014129-0.00041413i,-0.00036202-0.0022969i,-0.0012666-0.0033159i,-0.0026769-0.0037546i,-0.0032826-0.0039834i,-0.001723-0.0030962i,0.00017192-0.0014589i,-1.1112e-05-0.00083386i,-0.00034467-0.00032971i,0.00027406+0.0012438i,0.0018919+0.0026222i,0.001409+0.0018686i,-0.0024611-0.00070071i,-0.0065085-0.0032619i,-0.0078134-0.0051873i
0.026502+0.0064935i,0.052007+0.022594i,0.057911+0.036814i,0.043102+0.029135i,0.025978+0.013441i,0.015405+0.0061353i,0.0085568+0.0022519i,0.0029423+0.00062044i,0.00025042+0.00057021i,0.00087878-6.9432e-05i,0.0022537-0.00046312i,0.0026865+0.00010559i,0.002232+0.0014237i,0.0022909+0.0013787i,0.0039874-0.00015412i,0.0051811-0.0025019i,0.0047618-0.0033428i,0.0031433-0.001705i,0.00048206-0.00012658i,0.00020901+0.00060591i,0.0026068+0.0020593i,0.0058777+0.0052071i,0.0081478+0.0075483i
-0.025748+0.018088i,-0.051542+0.024616i,-0.065088+0.020676i,-0.049343+0.015909i,-0.024861+0.012195i,-0.01297+0.0073871i,-0.0069956+0.0054041i,-0.0018471+0.0044456i,0.0011209+0.0017774i,0.0015565-0.00086318i,-0.00021599-0.0012405i,-0.0022615-0.00033247i,-0.003609+2.7974e-05i,-0.0032823+0.00053765i,-0.0031807+0.0013697i,-0.0046576+0.001865i,-0.0049032+0.0016782i,-0.0023535+0.00053131i,0.00037961-0.00020649i,0.001217-0.00024578i,-0.0010879-0.0015005i,-0.0050999-0.0042048i,-0.0074652-0.007045i
-0.0017459-0.028427i,0.010785-0.051687i,0.021884-0.058355i,0.016857-0.040471i,0.00763-0.019731i,0.0040093-0.010698i,-0.00035273-0.0056621i,-0.0030245+4.0756e-05i,-0.00070729+0.0014736i,0.0011693-0.00063623i,0.00061065-0.0023517i,-0.00013193-0.0034165i,-0.00044232-0.0018696i,0.00013728+7.9254e-05i,0.0010479-0.0012893i,0.0011211-0.0026292i,-0.00012955-0.0023058i,-0.0019867-0.00056006i,-0.0033544+0.0016872i,-0.0027464+0.0019846i,0.00088173+0.0021799i,0.0053346+0.0044209i,0.0073762+0.0068491i
0.016238+0.017643i,0.024812+0.041682i,0.02423+0.05635i,0.018295+0.043068i,0.012674+0.02223i,0.0077176+0.011839i,0.0049362+0.005108i,0.0041097+0.0011186i,0.0033942+0.00095873i,0.003425+0.00031145i,0.0028991-0.00037515i,0.0016335-0.00036197i,0.00049555-0.0012476i,-0.00036304-0.00072398i,-0.00015671+0.0024i,0.00032115+0.0060029i,-0.00088499+0.0062082i,-0.0014585+0.0036173i,-0.00089824+0.001594i,-0.0011536+0.00075656i,-0.0030535-0.0010411i,-0.0072993-0.0042911i,-0.009828-0.0068902i
-0.022732+0.0028989i,-0.046949-0.0057545i,-0.056053-0.01549i,-0.040585-0.013245i,-0.021721-0.0056521i,-0.012217-0.0014579i,-0.0073111+0.0021197i,-0.0025864+0.0033371i,0.0013126+0.0020006i,0.002244+0.00063943i,0.001281+0.00062587i,-0.0005456+0.00074064i,-0.0022195+0.00039536i,-0.0014476+0.00096224i,-0.00032044+0.00025229i,-0.00023484-0.0010255i,-0.00029599+2.7182e-05i,0.00058303+0.0023431i,0.00038773+0.0028573i,0.00018278+0.0020476i,0.0020476+0.0024308i,0.0048035+0.0050492i,0.0065677+0.0084816i
0.011328-0.01752i,0.032594-0.029033i,0.043664-0.029299i,0.032656-0.017844i,0.017958-0.0087448i,0.01055-0.0055808i,0.0047071-0.0050089i,0.00029846-0.0027095i,0.001101+0.000553i,0.0029972+0.00047585i,0.0023049-0.001219i,0.00024515-0.0032544i,-0.0017612-0.0042793i,-0.0019674-0.0034088i,-0.00010809-0.0022213i,0.002254-0.0016562i,0.0019658-0.0018605i,9.3685e-06-0.0018044i,-0.00051322-0.0009196i,-0.00093502-0.00011429i,-0.002211-0.0011367i,-0.0051624-0.0035865i,-0.0083516-0.0066608i
0.0050977+0.016471i,-0.00027491+0.040089i,-0.010125+0.049722i,-0.011659+0.037255i,-0.0058671+0.021786i,-0.0024171+0.010893i,-0.0012576+0.0047901i,-0.00038608+0.0027532i,0.00036846+0.0024503i,0.0010389+0.001643i,0.0017589+0.0012914i,0.0020182+0.0024207i,0.0017294+0.0028921i,0.00099267+0.0016293i,-0.0002228+0.0012058i,-0.0013485+0.0012436i,-0.00068215+0.00016469i,0.0016754+0.00022264i,0.0022267+0.00079765i,0.0011316-0.00074137i,0.0028505-0.00056691i,0.0066022+0.0032256i,0.0086678+0.007137i
-0.017647-0.0051965i,-0.031006-0.021878i,-0.031384-0.034315i,-0.018176-0.027488i,-0.0084804-0.013624i,-0.0046652-0.0057903i,-0.0038087-0.00097134i,-0.0022042+0.0028093i,0.00038102+0.0032767i,0.00035092+0.0015913i,-0.0018601+3.4778e-08i,-0.0026835-0.0021489i,-0.0025456-0.003159i,-0.0022478-0.0019311i,-0.0016696-0.0019141i,-0.00099614-0.0032423i,-0.0018063-0.0025369i,-0.0028299-0.0009141i,-0.0021875+0.00010271i,-0.0010114+0.00041255i,-0.002098-0.0005742i,-0.0054471-0.0031741i,-0.0085231-0.0068497i
0.013465-0.011345i,0.0333-0.0091457i,0.041235-7.174e-05i,0.029704+0.0057993i,0.015693+0.0043834i,0.0083464+0.0025652i,0.0048456-9.2617e-05i,0.0018846-0.00087304i,0.00091546+0.0012388i,-2.1339e-05+0.0019634i,-4.6797e-05+0.0001079i,0.001875-0.0013138i,0.0026758-0.00061654i,0.0025922+0.00055647i,0.0023527+0.0022448i,0.0019939+0.0027482i,0.0015097+0.0023065i,0.00068368+0.0015068i,-0.00049949+0.001444i,-0.00089467+0.00096184i,0.0011745+0.00018767i,0.0049869+0.0022792i,0.0081802+0.0054094i
-0.009354+0.012921i,-0.022151+0.026788i,-0.034105+0.029551i,-0.028724+0.021807i,-0.014057+0.014806i,-0.0053021+0.0087792i,-0.0015251+0.0052055i,-0.00028005+0.0041116i,-0.00043587+0.0025697i,0.00044465+0.0015724i,0.00068834+0.0011297i,-8.403e-05+0.00015199i,-0.00037251-0.001042i,-0.0013118-0.0022048i,-0.0020865-0.0025731i,-0.0027463-0.0022421i,-0.0027096-0.00087771i,-0.0022593-0.00032881i,-0.0013326-0.001072i,-0.00030235-0.00015716i,-0.0020507+0.00038716i,-0.0055125-0.0016315i,-0.0078297-0.0058078i
-0.0079565-0.011158i,-0.0094358-0.027918i,-0.0023735-0.036846i,0.0038867-0.028516i,0.0040872-0.015235i,0.002202-0.0076347i,-0.00076437-0.0038057i,-0.0017658-0.0015816i,-0.00076281-0.00039953i,-0.00062699-0.00099877i,-0.00029302-0.0019948i,0.00022689-0.0014846i,-4.7585e-06-0.001031i,0.00033583-0.00068939i,0.0022564-0.00019647i,0.0037549-0.00077794i,0.0036003+9.4421e-05i,0.0026686+0.0019517i,0.0013676+0.0023225i,0.00019202+0.0011884i,0.00043979+0.0011083i,0.0032044+0.0031336i,0.0056277+0.0058404i
0.01415-0.00020435i,0.026018+0.0084579i,0.027943+0.01853i,0.017638+0.017268i,0.0082365+0.0092656i,0.0045162+0.0047089i,0.0025546+0.0016828i,0.00089461+0.00053536i,-0.00031386+0.00064949i,-0.00062894+3.0486e-06i,0.0007182-0.00029561i,0.0011227-0.00088093i,0.00022121-0.0015976i,-4.139e-05-0.00095123i,-0.00078677+0.00031504i,-0.0022632+0.0014395i,-0.0026077+0.00075295i,-0.0023393-0.00011454i,-0.0020897-0.00013947i,-0.00056592-0.00020269i,-0.00077847-0.00045014i,-0.0041434-0.0020919i,-0.0064139-0.0049237i
-0.01121+0.0061037i,-0.024439+0.007105i,-0.034596+0.003699i,-0.02767+0.0026983i,-0.01387+0.0040013i,-0.0057425+0.002246i,-0.0027775+0.0015219i,-0.0013611+0.0026389i,-4.4455e-05+0.0023061i,0.00038549+0.00060936i,0.00033147-0.00017994i,-0.0002503+0.00060502i,-0.00076425+0.0012183i,0.00010329+0.000696i,0.00045979-0.0010444i,6.2526e-05-0.002771i,0.00023973-0.0024114i,0.00068628+0.00053763i,0.00050775+0.0020151i,0.0013083+0.0013421i,0.0028249+0.0013219i,0.0049439+0.0031204i,0.0074296+0.0058676i
0.0010826-0.0097762i,0.0087908-0.020096i,0.019263-0.023611i,0.018524-0.014967i,0.0097034-0.0069496i,0.0032642-0.0036632i,-0.00032776-0.00093991i,-0.0016229+0.00089826i,-0.00040599+0.001071i,0.00052783-0.00091752i,0.00040437-0.0032464i,1.3955e-06-0.0035049i,-0.00061746-0.0022095i,-2.5339e-05-0.00046103i,0.0017464+0.0014006i,0.0028588+0.0021622i,0.0013597+0.0014679i,-0.00037541+0.0004765i,-0.00075697+0.00011955i,-0.00096718+0.00030612i,-0.0016976+0.00058091i,-0.003485-0.00019532i,-0.004927-0.0029007i
0.0064635+0.0069714i,0.0084254+0.020813i,0.0038848+0.030205i,0.00031258+0.023956i,0.00049328+0.012699i,0.00057222+0.0064652i,0.00083516+0.0025181i,0.0015483+0.0004771i,0.0019978-2.4676e-05i,0.0020516-0.00031841i,0.0022054+2.3746e-05i,0.002579+0.0010229i,0.0016174+0.0017193i,3.1825e-05+0.0014111i,-0.0012982+0.0008759i,-0.0031128+0.00052511i,-0.0033167+0.00067961i,-0.0013677+0.0022133i,-0.00010619+0.0026565i,0.00077799+0.0008358i,0.002113+0.00036449i,0.0033613+0.0021057i,0.0050453+0.0043002i
