-0.0026545+0.00037581i,-0.0021076-0.00067214i,-0.002728-0.00089494i,-0.0032763-0.00024087i,-0.0026271+0.00011717i,-0.0011973+0.00089839i,-0.00035317+0.0016162i,0.00018378+0.0012149i,0.00093868+0.00022405i,0.0009788-0.00020818i,0.00035458-0.0007116i,0.00029285-0.00052016i,0.00047072-2.3536e-05i,-2.7791e-05-0.00021235i,-0.00027632-0.00064011i,-0.00036323-0.00013569i,-6.4174e-05+1.4853e-05i,0.00076504+7.6008e-05i,0.001002+0.0004979i,0.00075057+0.00030109i,0.00058946+0.00053158i,9.9584e-05+0.00067434i,-0.00069544+0.00054549i
0.10341+0.036449i,0.21728+0.02786i,0.34229+0.015056i,0.37284+0.025213i,0.26669+0.062069i,0.13155+0.10296i,0.058029+0.11363i,0.026485+0.078285i,-0.0012729+0.027423i,-0.022155-0.00088618i,-0.03466-0.0093133i,-0.044453-0.0060624i,-0.040919+0.0026634i,-0.027918-0.0023535i,-0.028519-0.022118i,-0.041233-0.032302i,-0.040178-0.02845i,-0.022409-0.023466i,-0.0030996-0.021051i,0.004392-0.019468i,6.6348e-05-0.015221i,-0.0060906-0.0098646i,-0.012926-0.0064302i
-0.10703+0.040688i,-0.19677+0.097867i,-0.29575+0.17034i,-0.31375+0.22031i,-0.20306+0.20254i,-0.062735+0.11456i,0.004876+0.012073i,0.0067228-0.03604i,-0.0016826-0.021746i,0.0039909+0.0031894i,0.019593+0.0062992i,0.031269-0.0035391i,0.02732-0.0036421i,0.025189+0.01246i,0.040565+0.025715i,0.055742+0.022633i,0.053723+0.015708i,0.039117+0.013025i,0.02135+0.010848i,0.0097874+0.0096236i,0.011335+0.0073951i,0.018955+0.0017268i,0.025806-0.0036294i
0.044934-0.09448i,0.10436-0.1718i,0.19022-0.24716i,0.24397-0.26711i,0.20304-0.20256i,0.1064-0.091515i,0.031033+0.0027589i,-0.0045916+0.039996i,-0.023982+0.029492i,-0.040478+0.019503i,-0.048274+0.029225i,-0.045623+0.043432i,-0.029992+0.049087i,-0.016022+0.03077i,-0.026104+0.0028747i,-0.043565-0.0075936i,-0.043689-0.0090995i,-0.030376-0.01515i,-0.016717-0.022666i,-0.011035-0.02445i,-0.013842-0.016613i,-0.018744-0.0054532i,-0.0218+0.0029127i
0.025304+0.099347i,0.009875+0.18777i,-0.022818+0.27912i,-0.023122+0.3029i,0.041183+0.21816i,0.10676+0.074479i,0.11141-0.042989i,0.073782-0.08184i,0.039902-0.05763i,0.032082-0.029804i,0.034201-0.023151i,0.0329-0.022861i,0.02696-0.020033i,0.021953-0.011618i,0.029702-0.0015072i,0.041798+0.00025864i,0.04248-0.0024859i,0.029719-0.0011242i,0.012279+0.003197i,0.0021643+0.0063032i,0.00099732+0.0034782i,0.0028336-0.0034778i,0.004028-0.0084401i
-0.068502-0.043281i,-0.092392-0.1307i,-0.093023-0.25525i,-0.096748-0.34493i,-0.12561-0.32968i,-0.15609-0.22334i,-0.14637-0.089879i,-0.085113-0.0030893i,-0.021632+0.015072i,-0.0032643+0.010626i,-0.013757+0.017929i,-0.020045+0.02833i,-0.013846+0.024812i,-0.012131+0.0070534i,-0.026845-0.0032089i,-0.041566+0.0024119i,-0.043241+0.0070508i,-0.034149+0.0058946i,-0.020251+0.0054377i,-0.01004+0.0084505i,-0.0058775+0.014372i,-0.0047822+0.018561i,-0.0074691+0.021417i
0.069428+0.00082425i,0.12075+0.059105i,0.16078+0.15587i,0.1714+0.20379i,0.15903+0.15794i,0.14654+0.079518i,0.12412+0.010394i,0.071405-0.027652i,0.028799-0.021469i,0.026331-0.01864i,0.031219-0.040345i,0.023178-0.056097i,0.0095038-0.053704i,0.0015997-0.037397i,0.010097-0.02061i,0.023061-0.013806i,0.025831-0.0075893i,0.020079+0.001902i,0.014645+0.0099826i,0.013558+0.0091874i,0.010622-0.00089279i,0.0058196-0.0086051i,0.0048902-0.010998i
-0.043772+0.037922i,-0.11495+0.013264i,-0.20637-0.054158i,-0.27355-0.10015i,-0.28843-0.086011i,-0.27352-0.050189i,-0.22907+0.0016485i,-0.13759+0.044869i,-0.052856+0.035382i,-0.024842+0.01509i,-0.023481+0.019829i,-0.016213+0.028349i,-0.006498+0.025889i,-0.0048437+0.017104i,-0.014079+0.012222i,-0.024013+0.014663i,-0.025872+0.016444i,-0.018541+0.0124i,-0.0074114+0.006639i,0.0002788+0.0049961i,0.0071311+0.0080439i,0.011144+0.0095897i,0.011066+0.0084632i
0.0024138-0.042486i,0.066964-0.048194i,0.16634-0.012609i,0.22819+0.041598i,0.22381+0.081667i,0.20927+0.097458i,0.18803+0.06906i,0.11598+0.025172i,0.039727+0.013442i,0.016088+0.0060262i,0.017051-0.017538i,0.012083-0.031709i,0.0016681-0.024892i,-0.0024608-0.0063081i,0.0089156+0.002657i,0.023538-0.0047225i,0.028696-0.010213i,0.024742-0.0073466i,0.013823-0.0042409i,0.0014333-0.0045001i,-0.010041-0.0067285i,-0.01552-0.005783i,-0.014117-0.0056465i
0.014467+0.023642i,-0.032658+0.060398i,-0.12777+0.089843i,-0.19762+0.099191i,-0.20536+0.078499i,-0.19411+0.030838i,-0.16646+0.0074073i,-0.098518+0.01293i,-0.037647+0.0029825i,-0.028826+0.0053611i,-0.03025+0.033939i,-0.017364+0.047988i,-0.0050386+0.041426i,0.0003904+0.027382i,-0.0037697+0.015841i,-0.011415+0.011748i,-0.015275+0.0068848i,-0.014294-0.0027895i,-0.0089181-0.0084204i,0.00052943-0.004081i,0.010962+0.001118i,0.015394+0.00056219i,0.013778-0.00040725i
-0.010026-0.0059826i,0.013995-0.048774i,0.098527-0.10267i,0.17713-0.12011i,0.20095-0.06997i,0.2095+0.0088882i,0.20236+0.02437i,0.13849-0.014382i,0.060635-0.02562i,0.027234-0.018988i,0.016702-0.027586i,0.0053196-0.033656i,-0.00093666-0.02667i,0.0023744-0.014772i,0.012498-0.0089479i,0.020427-0.013594i,0.021812-0.017109i,0.017405-0.012445i,0.0085381-0.007917i,-0.0044357-0.0074092i,-0.016525-0.0035223i,-0.017396+0.0050604i,-0.01215+0.0098036i
0.011077+0.0066081i,0.0095431+0.041372i,-0.029797+0.109i,-0.061247+0.13394i,-0.05403+0.062385i,-0.075399-0.039869i,-0.10652-0.072981i,-0.074092-0.049842i,-0.026927-0.028603i,-0.018577-0.0026859i,-0.016581+0.030931i,-0.0044731+0.04077i,0.0019503+0.026979i,0.00011034+0.0096133i,-0.0075401+0.0001425i,-0.016952+0.0054085i,-0.02061+0.012569i,-0.018457+0.0089199i,-0.010054+0.0013294i,0.0035148-0.0037614i,0.014879-0.0092952i,0.016021-0.015838i,0.010262-0.015887i
-0.017762+0.001123i,-0.022959-0.029003i,-0.012126-0.11326i,0.0089221-0.17123i,0.030581-0.12028i,0.076431-0.018304i,0.10746+0.027311i,0.073087+0.015347i,0.024946+0.0080706i,0.013565-0.0010895i,0.012027-0.027375i,0.0052837-0.040141i,0.0047374-0.035728i,0.0080829-0.027068i,0.012606-0.01927i,0.017773-0.017962i,0.020684-0.016726i,0.020479-0.0095682i,0.013808-0.00094635i,0.00090566+0.0050613i,-0.01002+0.011124i,-0.0099188+0.017305i,-0.0043232+0.016291i
0.0045881-0.016399i,0.011001+0.0064438i,0.02606+0.075062i,0.025033+0.11611i,-0.0035957+0.05512i,-0.050213-0.052905i,-0.090063-0.089807i,-0.076508-0.041811i,-0.029494-0.00011034i,-0.0050307+0.013141i,0.0027962+0.027469i,0.011247+0.036475i,0.011425+0.032316i,0.00096387+0.022497i,-0.011741+0.016973i,-0.019205+0.019865i,-0.019959+0.022164i,-0.016481+0.01657i,-0.0076295+0.0082296i,0.0065921+0.00019065i,0.015041-0.011898i,0.0080681-0.021497i,-0.0032667-0.019693i
0.0064153+0.013447i,-0.0067343-0.0082059i,-0.053895-0.057558i,-0.090243-0.085598i,-0.085926-0.03526i,-0.045141+0.065954i,0.0083215+0.11444i,0.021215+0.085103i,0.0032249+0.047897i,0.0008804+0.017631i,-0.00098613-0.014962i,-0.010795-0.02803i,-0.010966-0.023213i,-0.0048079-0.016648i,0.002167-0.012108i,0.0098211-0.014626i,0.014803-0.018125i,0.014721-0.012995i,0.0073611-0.0044985i,-0.0041615+0.0049403i,-0.0084949+0.015768i,-0.0016159+0.022795i,0.0057383+0.021201i
-0.027218-0.00088236i,-0.0077606+0.018079i,0.045171+0.050972i,0.083246+0.07955i,0.075954+0.042878i,0.03755-0.050779i,-0.013842-0.096348i,-0.035075-0.061396i,-0.01693-0.022448i,-0.0054208-0.0088526i,-0.0046058+0.0079626i,-0.00041045+0.025621i,0.0032931+0.035068i,0.0026963+0.037024i,-0.0041444+0.034459i,-0.010163+0.032825i,-0.012226+0.029144i,-0.013309+0.021183i,-0.0093931+0.010974i,-0.001396-0.00028453i,0.0022128-0.011468i,-0.0021907-0.017643i,-0.007308-0.014495i
0.019845-0.02023i,-0.0034507-0.028805i,-0.051587-0.032276i,-0.093047-0.041632i,-0.10044-0.0018943i,-0.073405+0.089463i,-0.017042+0.12646i,0.020619+0.078695i,0.012227+0.026221i,0.00098231+0.0038384i,-0.0065207-0.012468i,-0.019427-0.02309i,-0.023635-0.024727i,-0.016626-0.023734i,-0.0027651-0.024002i,0.0078678-0.027722i,0.010486-0.028653i,0.0089743-0.023523i,0.0039847-0.013768i,-0.0020037-0.00047752i,-0.0020861+0.013837i,0.0085758+0.021349i,0.017486+0.01673i
0.0011325+0.043376i,0.022539+0.043708i,0.056088+0.038495i,0.10852+0.046293i,0.15213+0.009831i,0.13878-0.092495i,0.069369-0.14258i,0.020018-0.099226i,0.014555-0.051287i,0.0055167-0.026557i,0.0002373-0.0035298i,0.010767+0.0091936i,0.016512+0.014276i,0.016221+0.017479i,0.01137+0.01785i,0.0032301+0.02137i,-0.00071939+0.023344i,-0.00097166+0.017847i,0.0013836+0.0095064i,0.0047739-0.00014773i,0.0016525-0.0097488i,-0.0099035-0.01264i,-0.016625-0.0083997i
-0.041342-0.024836i,-0.05534-0.019096i,-0.068287-0.018502i,-0.11317-0.034613i,-0.16746-0.0036955i,-0.15663+0.09123i,-0.074347+0.12657i,-0.0076254+0.065512i,0.0054664+0.010827i,0.0054891+0.00072877i,0.0084051-0.0039184i,0.002411-0.015238i,-0.01007-0.023487i,-0.015345-0.025121i,-0.010305-0.027124i,-0.0050279-0.032443i,-0.0027684-0.032373i,0.0010864-0.025187i,0.002635-0.01675i,-0.00044307-0.0086837i,0.0015808+0.00091878i,0.010675+0.0066167i,0.014149+0.0037924i
0.051482-0.0049149i,0.064526-0.007335i,0.086586+0.0089697i,0.15518+0.024985i,0.22716-0.016919i,0.21375-0.11584i,0.11961-0.15056i,0.044324-0.091558i,0.018701-0.036616i,0.0036073-0.0132i,-0.00091514+0.0053356i,0.011106+0.015156i,0.019972+0.013939i,0.019401+0.013438i,0.014659+0.017158i,0.011313+0.022404i,0.0092844+0.024093i,0.0075766+0.019786i,0.009125+0.011827i,0.011154+0.0028232i,0.0046908-0.0058617i,-0.0096125-0.0084902i,-0.017515-0.0014332i
-0.036003+0.048771i,-0.048923+0.051664i,-0.08675+0.027277i,-0.17599+0.00925i,-0.25999+0.047303i,-0.24959+0.13583i,-0.15326+0.16015i,-0.072699+0.092876i,-0.043822+0.040522i,-0.018848+0.026918i,-0.00020284+0.011095i,-0.0031322-0.00052603i,-0.0095378-0.0021492i,-0.013368-0.0044657i,-0.014347-0.0078127i,-0.011238-0.012195i,-0.0085611-0.015347i,-0.0071248-0.013408i,-0.0087069-0.0093529i,-0.010546-0.0025664i,-0.004228+0.0035928i,0.0089389+0.0020046i,0.014861-0.0045623i
-0.014397-0.057195i,-0.0019152-0.064491i,0.055935-0.049278i,0.16491-0.04736i,0.26274-0.09156i,0.26382-0.16207i,0.1661-0.16446i,0.061826-0.080087i,0.016334-0.012477i,0.0013801+0.0045585i,-0.0062523+0.011762i,-0.0024592+0.018542i,0.0078881+0.01869i,0.014683+0.015263i,0.015254+0.016685i,0.015591+0.021531i,0.014065+0.020653i,0.0092382+0.01478i,0.0084676+0.010203i,0.010302+0.0064782i,0.0064503+0.001114i,-0.0030263+0.00047071i,-0.0072788+0.0057967i
0.054246+0.031398i,0.044636+0.043i,-0.031243+0.046453i,-0.16629+0.069927i,-0.28199+0.1314i,-0.28685+0.19251i,-0.18837+0.18329i,-0.08759+0.10958i,-0.037876+0.053068i,-0.010332+0.025683i,4.5792e-05+0.0020652i,-0.0088153-0.0092427i,-0.015387-0.007367i,-0.014601-0.0056838i,-0.01415-0.0068535i,-0.013877-0.0090628i,-0.01107-0.0097202i,-0.0084744-0.0074729i,-0.0093364-0.0031354i,-0.010796+0.0025585i,-0.0055774+0.0071459i,0.0044231+0.0051016i,0.0078893-0.0030048i
-0.057221+0.016986i,-0.054726+0.0081002i,0.017518-0.024816i,0.15-0.083229i,0.27053-0.15933i,0.29152-0.21251i,0.20326-0.18667i,0.10307-0.10319i,0.054468-0.045817i,0.025438-0.028582i,0.0050803-0.011582i,0.0037126+0.0025877i,0.0070171+0.0055957i,0.010024+0.0049417i,0.012918+0.003743i,0.012011+0.0038952i,0.0074496+0.0045079i,0.0046948+0.0050115i,0.0083566+0.0038741i,0.01228-0.00049813i,0.0064003-0.0041792i,-0.0034425-0.00073389i,-0.0047347+0.0069156i
0.024283-0.050045i,0.022266-0.042684i,-0.024612+0.02389i,-0.12399+0.12063i,-0.23122+0.19932i,-0.26159+0.22994i,-0.17986+0.18556i,-0.069136+0.093717i,-0.012285+0.025973i,0.003529+0.0022732i,0.0054313-0.0077722i,-0.00057727-0.013706i,-0.005785-0.013386i,-0.007888-0.010168i,-0.0092409-0.0099939i,-0.010496-0.012674i,-0.0078872-0.012625i,-0.0032135-0.010301i,-0.004816-0.0075961i,-0.0082962-0.0038674i,-0.0046873-0.00037759i,0.0019051+0.00026271i,0.001779-0.0015353i
0.027603+0.051687i,0.032955+0.047178i,0.047142-0.015963i,0.11292-0.11313i,0.21944-0.19889i,0.25909-0.24267i,0.18368-0.20659i,0.08871-0.1187i,0.039095-0.0575i,0.011654-0.033272i,-0.00029414-0.01455i,0.0048558-0.00079743i,0.0092089+0.0035062i,0.0097877+0.0033592i,0.011163+0.0016701i,0.010413+0.0010001i,0.0065795+0.0025866i,0.0047398+0.0036543i,0.00835+0.0011728i,0.010473-0.0037437i,0.0045533-0.0063391i,-0.0033868-0.0035245i,-0.004479+0.0010386i
-0.060358-0.013923i,-0.065157-0.007265i,-0.051755+0.030246i,-0.085452+0.10009i,-0.18729+0.18143i,-0.24151+0.22522i,-0.17521+0.18288i,-0.080824+0.089323i,-0.033971+0.034037i,-0.010921+0.022417i,-0.00024715+0.01033i,-0.0023937-0.0012146i,-0.0046423-0.0052636i,-0.0062436-0.0055929i,-0.0079254-0.0029238i,-0.0063475-0.0024108i,-0.0025477-0.0043162i,-0.00044974-0.0065838i,-0.0048706-0.0061588i,-0.0090379-0.0004283i,-0.0050498+0.0039692i,0.00038897+0.002608i,-0.0017414+0.00083705i
0.046435-0.037178i,0.050381-0.048699i,0.039808-0.066355i,0.069749-0.11839i,0.15846-0.19159i,0.20983-0.2291i,0.14673-0.18375i,0.051238-0.087623i,0.0035802-0.026402i,-0.012983-0.0093524i,-0.015376+0.00027407i,-0.0088078+0.0076141i,-0.002157+0.010222i,0.0029908+0.01079i,0.0055464+0.0099335i,0.0054179+0.010275i,0.0034997+0.011946i,0.0023167+0.012124i,0.0063288+0.0097293i,0.0093642+0.0048374i,0.0059431+0.0012722i,0.0011264-0.00055458i,0.0018059-0.0013565i
-0.0081545+0.057368i,-0.013322+0.069011i,-0.023815+0.074515i,-0.071255+0.10962i,-0.1673+0.17667i,-0.21826+0.22097i,-0.15933+0.17872i,-0.080296+0.089054i,-0.039711+0.039119i,-0.011469+0.026906i,0.002902+0.015153i,0.00030732+0.0033844i,-0.0052922-0.0020251i,-0.0084558-0.0017096i,-0.0092084+0.0021935i,-0.0075495+0.0043494i,-0.0040551+0.00061202i,-0.0025324-0.0037961i,-0.005723-0.0011474i,-0.0073253+0.005046i,-0.0025277+0.0077607i,0.0030821+0.0070711i,0.0033832+0.0056012i
-0.04485-0.040385i,-0.046602-0.056443i,-0.035351-0.063087i,0.021746-0.086469i,0.13656-0.14679i,0.20152-0.19089i,0.14874-0.14844i,0.065517-0.063583i,0.020625-0.020932i,-0.0034724-0.013682i,-0.01065-0.0030332i,-0.0047803+0.0075192i,4.2029e-05+0.011161i,0.0035213+0.0097222i,0.0055414+0.0053152i,0.0048756+0.0023958i,0.0031052+0.0044282i,0.0043788+0.0067949i,0.0086102+0.0043531i,0.0092573-0.0011076i,0.0043928-0.0050052i,-0.00091893-0.0056412i,-0.0010916-0.0058968i
0.054731-0.00072322i,0.069078+0.018625i,0.055262+0.037553i,-0.016939+0.077628i,-0.1304+0.15947i,-0.17811+0.20117i,-0.1217+0.14845i,-0.045137+0.069231i,-0.0056642+0.02783i,0.013296+0.01379i,0.019671+0.00059937i,0.010895-0.011544i,-0.0024189-0.01428i,-0.0072331-0.0095704i,-0.0038155-0.0046724i,-0.00087346-0.0045797i,-0.00013764-0.0077444i,-0.00076159-0.0092955i,-0.0029638-0.0059224i,-0.0038545-0.00078273i,-0.00082512+0.0023205i,0.0026355+0.0053232i,0.0030378+0.0078929i
-0.033904+0.038173i,-0.059583+0.035956i,-0.043901+0.024739i,0.044479-0.029768i,0.15269-0.13647i,0.1915-0.18676i,0.14272-0.13502i,0.077676-0.06439i,0.037593-0.028218i,0.010076-0.013862i,-0.0028899-0.002753i,-7.6946e-05+0.0047188i,0.0066551+0.0057432i,0.009107+0.0029308i,0.0072812-0.0024916i,0.0047833-0.0075266i,0.0022953-0.0062277i,0.0017278-0.0024261i,0.0044599-0.0033159i,0.0048098-0.0058975i,0.00084538-0.0075814i,-0.0054207-0.0083388i,-0.0081151-0.0077304i
-0.0073909-0.042552i,0.018242-0.064022i,0.010784-0.05555i,-0.050458+0.018997i,-0.12238+0.12924i,-0.15201+0.16907i,-0.10982+0.11323i,-0.044441+0.047819i,-0.0040448+0.020068i,0.015981+0.010391i,0.015592-0.0019543i,0.0046156-0.0085995i,-9.2902e-05-0.0076645i,-0.00029577-0.0063157i,9.9073e-05-0.00373i,0.00069261-0.00085201i,0.00021775-0.0012192i,-0.00061293-0.0033547i,-0.0021243-0.0034776i,-0.0029359-0.00059787i,0.00055117+0.0038033i,0.0066558+0.0068695i,0.00871+0.0071145i
0.025221+0.02122i,0.026099+0.05583i,0.039101+0.041945i,0.071912-0.051481i,0.11376-0.15909i,0.13298-0.18792i,0.091946-0.13367i,0.031205-0.067259i,-0.0012142-0.027208i,-0.016202-0.0092005i,-0.01968+0.0027697i,-0.0092941+0.010285i,0.0018557+0.010064i,0.0046046+0.0068481i,0.00050311+0.0046074i,-0.0039804+0.0051524i,-0.0043021+0.0079016i,-0.0025704+0.0077252i,0.00023113+0.0047181i,0.0018648+0.00074433i,-0.00077089-0.0025581i,-0.0063934-0.0042023i,-0.0083005-0.0048507i
-0.031614+0.0048295i,-0.063259-0.02203i,-0.085195-0.014088i,-0.094705+0.05464i,-0.11671+0.13792i,-0.13105+0.15951i,-0.095658+0.10902i,-0.045624+0.048508i,-0.018615+0.015178i,-0.0048326-0.00061808i,-0.0020487-0.0083906i,-0.0058726-0.0077575i,-0.0082423-0.0043451i,-0.0090633-0.0015157i,-0.0067988+0.0015746i,-0.0014174+0.0040126i,0.0028606+0.0022235i,0.0035509-0.00035325i,-9.4859e-05+0.00046881i,-0.0032285+0.0031332i,1.9202e-05+0.0052598i,0.0053399+0.0057752i,0.0063076+0.0049004i
0.017872-0.021817i,0.058402-0.025289i,0.073264-0.041658i,0.057649-0.08031i,0.066822-0.12847i,0.090839-0.14102i,0.062387-0.096992i,0.013948-0.039993i,-0.007009-0.014014i,-0.016784-0.006349i,-0.016311+0.0030265i,-0.0074245+0.0072878i,-0.0027418+0.0070747i,-0.0020532+0.0073623i,-0.0034983+0.0062135i,-0.0041488+0.0048499i,-0.0025426+0.0059745i,-0.0013411+0.0081222i,0.00067627+0.0077609i,0.0017621+0.0037063i,-0.0011466-0.00030737i,-0.0055881-0.00086271i,-0.0069088-0.00038497i
-0.00093883+0.020625i,-0.029681+0.05582i,-0.043714+0.092451i,-0.037727+0.12027i,-0.052509+0.14532i,-0.077212+0.14349i,-0.053036+0.095876i,-0.011253+0.04068i,0.0047388+0.011087i,0.011136-0.00085954i,0.012281-0.0076466i,0.0043256-0.0097508i,-0.0032877-0.0074495i,-0.0045896-0.0044585i,-0.00086234-0.0043439i,0.0038947-0.00684i,0.0047436-0.0097937i,0.0029322-0.010513i,0.00011027-0.0070957i,-0.001806-0.0012591i,9.3748e-05+0.0027677i,0.0043563+0.0034818i,0.0055647+0.0026462i
-0.0064976-0.013801i,-0.0057345-0.056846i,-0.0043516-0.086746i,0.011869-0.090156i,0.051662-0.10179i,0.073942-0.1092i,0.046728-0.067663i,0.017532-0.018977i,0.0089133-0.00046907i,0.0041715+0.006363i,0.0040786+0.0089234i,0.0057967+0.0079339i,0.0073662+0.0071368i,0.0096673+0.0045675i,0.0080406+0.0018617i,0.0029885+0.0013013i,0.0017404+0.0031735i,0.0050953+0.0051338i,0.0083071+0.0027631i,0.008434-0.00051522i,0.0048965-0.0019344i,-0.00027506-0.0019205i,-0.0031229-2.4638e-05i
0.010541+0.0049752i,0.04048+0.037675i,0.063907+0.052682i,0.040087+0.048932i,-0.020262+0.071022i,-0.051006+0.087068i,-0.029093+0.049904i,-0.0023441+0.013727i,0.0066045+0.0093292i,0.012728+0.0096724i,0.013486+0.0014153i,0.0079142-0.0059008i,0.0027874-0.0074405i,0.0007073-0.0060585i,0.0013961-0.0052955i,0.0016616-0.0055619i,0.00010566-0.0061567i,-0.0013749-0.0062293i,-0.0012451-0.0044273i,-0.00099453-0.0025279i,-0.00027311-0.00016609i,0.0019651+0.0019992i,0.0028752+0.00093733i
-0.01199-0.0080355i,-0.056472-0.014578i,-0.075591-0.01067i,-0.030378-0.023774i,0.030066-0.070838i,0.048843-0.078955i,0.031914-0.034233i,0.0085367-0.0061529i,-0.005826+0.0021554i,-0.012248+0.0092992i,-0.010826+0.012425i,-0.0026182+0.01257i,0.0044111+0.0095899i,0.005261+0.0065313i,0.0026725+0.007364i,0.00083334+0.0099822i,0.0014139+0.010304i,0.0043433+0.0075581i,0.0069424+0.0036235i,0.0076462-0.0006712i,0.0067423-0.0035255i,0.0026224-0.0045903i,-0.0010404-0.0028188i
0.020044+0.00022366i,0.055159-0.031509i,0.048359-0.060342i,-0.012326-0.031046i,-0.056601+0.038846i,-0.053774+0.059962i,-0.02764+0.024283i,-0.0087179-0.0010706i,-0.0018594-0.0034292i,0.00018171-0.0063294i,-0.0036156-0.010389i,-0.0093609-0.0082768i,-0.013423-0.0033118i,-0.012763-0.00098369i,-0.0086648-0.0020808i,-0.0053291-0.0041537i,-0.0043046-0.003703i,-0.0056018-0.0022662i,-0.0075018+1.6839e-05i,-0.0088215+0.0034125i,-0.0085264+0.0059212i,-0.0045304+0.0055723i,-0.00070464+0.0026894i
-0.026437+0.012182i,-0.031984+0.061418i,-0.0072911+0.081793i,0.02939+0.031475i,0.047482-0.033415i,0.05351-0.047804i,0.038969-0.025852i,0.013962-0.010104i,-0.00072236-0.0086096i,-0.008811-0.0074404i,-0.0093035+2.2048e-05i,-0.0023084+0.0046757i,0.0017056+0.0020359i,0.0025191+0.0025232i,0.0040834+0.0064965i,0.0048214+0.007561i,0.0047806+0.0058832i,0.0047082+0.0024965i,0.0048351-0.00016358i,0.0060222-0.0034588i,0.0057763-0.0077983i,0.0027944-0.0090632i,0.001554-0.006117i
0.0053177-0.03291i,-0.031245-0.069278i,-0.073836-0.053576i,-0.077163+0.020713i,-0.054822+0.068632i,-0.0427+0.049451i,-0.028251+0.0083741i,-0.0021828-0.010101i,0.013825-0.016888i,0.01344-0.022708i,0.0044783-0.01991i,-0.0043512-0.01077i,-0.0083801-0.0036033i,-0.0085053-0.0020364i,-0.0064803-0.0046719i,-0.0042349-0.0082231i,-0.004066-0.0084251i,-0.0050997-0.0040253i,-0.0059821+0.0020281i,-0.0068818+0.0070362i,-0.0068902+0.010906i,-0.0041241+0.012653i,-0.0019664+0.010655i
0.022362+0.034017i,0.078216+0.036323i,0.11277+0.0022278i,0.093585-0.045916i,0.065879-0.069105i,0.051398-0.059373i,0.025131-0.031049i,0.0013244-0.0054678i,-0.00024684+0.0035317i,0.004024+0.0044936i,0.0070881+0.0045481i,0.010326+0.00020789i,0.012263-0.0048543i,0.012373-0.0067989i,0.01113-0.0045253i,0.0088944+1.4289e-05i,0.0067629+0.0012221i,0.0049322-0.0014814i,0.0050086-0.0061968i,0.0063234-0.011179i,0.0049294-0.014258i,0.0016836-0.013546i,0.00038083-0.0098392i
-0.049519-0.0094362i,-0.08893+0.027578i,-0.086853+0.073663i,-0.043053+0.083113i,-0.023898+0.063787i,-0.038431+0.039228i,-0.032249+0.014664i,-0.0095721+1.5243e-05i,0.000291-0.001074i,0.0021547+0.0015644i,0.0018077+0.0034806i,0.0011937+0.0067581i,0.0011384+0.0082399i,-0.0015172+0.005281i,-0.0071327+0.0017503i,-0.010876+0.00049835i,-0.0091475+0.00048119i,-0.0042822+0.0017037i,-8.9901e-05+0.0049593i,0.0010289+0.01069i,0.0018276+0.016388i,0.0028924+0.017488i,0.0010449+0.014204i
0.043124-0.022553i,0.047105-0.078916i,0.024544-0.11788i,-0.00072173-0.11061i,-0.0019194-0.083926i,0.0048476-0.047558i,-0.0026384-0.00045364i,-0.010807+0.025248i,-0.012907+0.027123i,-0.01057+0.02298i,-0.005569+0.013424i,-0.003654+0.0041353i,-0.0017417+9.8478e-06i,0.0017148-0.0011431i,0.0043567+0.00065921i,0.0065387+0.0035995i,0.0061512+0.0043673i,0.0041764+0.0015475i,0.0026745-0.0033747i,-0.00036943-0.0089898i,-0.0047872-0.014403i,-0.0088012-0.015854i,-0.0079344-0.012697i
-0.014233+0.052493i,0.016563+0.093172i,0.047101+0.094656i,0.033212+0.061281i,-0.010122+0.045854i,-0.02468+0.042039i,-0.0067394+0.01643i,0.0029147-0.0045927i,-0.0014889-0.0050252i,-0.0042659-0.0013255i,-0.0016653-0.0014052i,-0.00031584-0.000784i,-0.0032667+0.0036503i,-0.0065168+0.0083425i,-0.0081436+0.0092706i,-0.0089925+0.0069974i,-0.0068232+0.0052258i,-0.0019457+0.0056106i,0.0019521+0.008275i,0.0049641+0.011803i,0.008892+0.013724i,0.012771+0.012811i,0.011633+0.010213i
-0.035722-0.053423i,-0.088035-0.061883i,-0.11457-0.038414i,-0.08206-0.0094495i,-0.026221-0.0022161i,0.010414+0.0066808i,0.022465+0.022273i,0.016761+0.019927i,0.0048681+0.0080821i,-0.0026338+0.0018003i,-0.0053874+0.0016798i,-0.004858+0.0022789i,-0.0025232+0.00093606i,0.002043-6.6693e-05i,0.0087414-0.0020627i,0.012786-0.0035163i,0.010768-0.0029183i,0.0048553-0.0025363i,-0.0013686-0.0031312i,-0.005744-0.0065557i,-0.010381-0.011617i,-0.013866-0.012796i,-0.010288-0.0098135i
0.068372+0.015313i,0.10784-0.0085544i,0.10153-0.029151i,0.050024-0.0097307i,0.012899+0.022492i,0.0082232+0.011889i,0.0084795-0.02291i,0.008582-0.034422i,0.012003-0.027734i,0.012721-0.021607i,0.0090795-0.016493i,0.0036799-0.010536i,-0.00081688-0.0046344i,-0.0021879+0.00035014i,-0.00095171+0.0025408i,-0.0016653+0.0019803i,-0.001656+0.00043231i,0.0020773-0.0021384i,0.0053907-0.0022753i,0.0086301+0.0014758i,0.014741+0.006096i,0.02008+0.0070783i,0.017317+0.0052567i
