-0.0015948+0.00058078i,-0.000138+0.00028556i,-0.00038327-0.0010268i,-8.4359e-05-0.0020727i,0.00042351-0.00082586i,0.00063159+0.0011138i,0.00030296+0.002244i,0.00066515+0.0025896i,0.0012796+0.0017119i,0.0011902+0.00014859i,0.00010831+7.6936e-05i,-0.00022783+0.0007902i,-0.000239+0.00081925i,-7.6116e-05-0.0002038i,0.00015886-0.00078239i,-0.00033367-0.00076656i,-0.00021106-0.00072509i,0.00044234-0.00040947i,0.0004537+0.00018724i,6.9026e-05-3.1634e-05i,-0.0002673-0.00021322i,-5.226e-06-0.00040932i,0.00043588-0.00080725i
-0.015941-0.01649i,-0.041188-0.040641i,-0.062526-0.047684i,-0.063932-0.021312i,-0.062268+0.0056715i,-0.075533-0.0028302i,-0.083313-0.024451i,-0.074398-0.028821i,-0.057271-0.027872i,-0.036618-0.02828i,-0.022339-0.022628i,-0.017123-0.013271i,-0.012671-0.0048729i,-0.006623-0.0014842i,-0.00031712-0.0019491i,0.0069818-0.0017789i,0.013402+0.0026412i,0.015391+0.006665i,0.013964+0.0033676i,0.0099641-0.00078075i,0.0062579-0.0015611i,0.0050181-0.0042939i,0.0032027-0.0067137i
0.027925+0.0061497i,0.064322+0.011831i,0.09324+0.0073365i,0.092679-0.0052101i,0.086873-0.00036495i,0.088458+0.030198i,0.069009+0.054944i,0.03652+0.056849i,0.018263+0.048609i,0.013776+0.034486i,0.013447+0.021604i,0.014886+0.017155i,0.016406+0.012846i,0.01288+0.0060842i,0.0055063+0.0021483i,-0.00094824+0.00022927i,-0.0056901-0.0035454i,-0.0070215-0.007548i,-0.0077164-0.0069883i,-0.010652-0.0036382i,-0.012953-0.0018468i,-0.012448+0.0014213i,-0.010343+0.0055151i
-0.02153+0.0099692i,-0.056337+0.02327i,-0.08193+0.033501i,-0.080682+0.019697i,-0.0751-0.02264i,-0.07072-0.063699i,-0.041077-0.063775i,-0.0063033-0.035913i,0.0044796-0.01994i,-0.00081293-0.016109i,-0.0072113-0.0090967i,-0.0079679-0.0022578i,-0.0032609-0.0014756i,0.00030188-0.0040278i,0.00063725-0.0062183i,0.0033904-0.0057861i,0.0082896-0.0030809i,0.010698-0.0029159i,0.011081-0.0039823i,0.01052-0.00067124i,0.0091733+0.0022757i,0.008749+0.00095i,0.0099251-0.0012688i
0.015903-0.025183i,0.035346-0.056017i,0.049879-0.076727i,0.048393-0.054249i,0.046234+0.0010407i,0.049599+0.048114i,0.039383+0.052785i,0.027658+0.030044i,0.023261+0.016029i,0.015495+0.014299i,0.0095562+0.013159i,0.0081545+0.009435i,0.0051113+0.0065102i,0.0029785+0.0051135i,0.0019302+0.0049151i,-0.0030645+0.0037724i,-0.0092705-0.00014021i,-0.012902-0.0037811i,-0.01248-0.004002i,-0.0090023-0.0023631i,-0.0056646-0.0010566i,-0.004259+0.0014281i,-0.0054196+0.0033891i
0.000412+0.02687i,-0.00045679+0.064362i,-0.0076007+0.087957i,-0.025411+0.060992i,-0.053766-0.00024021i,-0.063351-0.051196i,-0.037294-0.067009i,-0.01516-0.060622i,-0.013623-0.048949i,-0.012932-0.030056i,-0.0094014-0.014149i,-0.0080041-0.0083879i,-0.007813-0.0052718i,-0.0071418-0.0019356i,-0.0050957-0.0012003i,-0.0013057-0.00050464i,0.0031197+0.0036771i,0.005294+0.005733i,0.006319+0.0017723i,0.0087834-0.0020652i,0.011133-0.0030544i,0.01225-0.0041503i,0.011231-0.0062455i
-0.015324-0.023539i,-0.03579-0.051802i,-0.043586-0.069277i,-0.016751-0.038955i,0.025983+0.024729i,0.034142+0.067063i,0.0017698+0.064106i,-0.023359+0.040672i,-0.026335+0.025266i,-0.018602+0.01636i,-0.0085997+0.0088501i,-0.0033684+0.0057629i,-0.0012928+0.0053598i,0.0028901+0.002878i,0.0065198+1.3317e-05i,0.0039026-0.0011628i,-0.0022474-0.0013487i,-0.0053622-0.0002234i,-0.0069285+0.00081612i,-0.0097616+0.00053853i,-0.011359-0.00031959i,-0.011904-9.3941e-05i,-0.01265+0.00035643i
0.022925+0.0090309i,0.054751+0.021777i,0.070752+0.02887i,0.043322+0.011516i,-0.0021977-0.0222i,-0.012664-0.042323i,0.005029-0.033655i,0.008207-0.0096946i,0.0032917+0.0043274i,0.002988+0.0051407i,0.00132+0.0028638i,0.00035949+0.0012902i,0.0018332+0.00038228i,0.00044903-0.00058009i,-0.0022634-0.0024669i,-0.00029011-0.0022259i,0.0050076+0.00084418i,0.0093426+0.0014904i,0.009873-0.0011432i,0.0063667-0.0025116i,0.00414-0.0011365i,0.0053662-0.00081448i,0.0064998-0.0014661i
-0.021473+0.0049355i,-0.053753+0.012309i,-0.071189+0.0168i,-0.042425+0.018913i,0.0051126+0.022469i,0.016322+0.030407i,0.0030378+0.030496i,0.0055142+0.022484i,0.011184+0.015902i,0.0060883+0.010128i,0.0011871+0.0080558i,0.001291+0.010223i,0.0031095+0.0089675i,0.0037829+0.0035283i,0.0025931-0.00090241i,-0.00015118-0.0027974i,-0.0030215-0.0032749i,-0.0037536-0.0040682i,-0.0033484-0.0031143i,-0.0032077+0.0006223i,-0.0047074+0.0030384i,-0.0083422+0.0038552i,-0.010143+0.0037616i
0.014185-0.021152i,0.034244-0.04433i,0.042801-0.060841i,0.020257-0.056376i,-0.0077982-0.044901i,-0.00090632-0.043003i,0.020321-0.036024i,0.025835-0.025588i,0.024277-0.020531i,0.018955-0.013688i,0.010179-0.0075049i,0.0052655-0.0054816i,0.0038504-0.0041674i,0.0006937-0.0011152i,-0.0026655+0.0019671i,-0.0016389+0.0031825i,0.0022992+0.0024795i,0.0053113-0.00071256i,0.0057424-0.0049956i,0.0058057-0.0074228i,0.0065831-0.0075355i,0.010459-0.0058363i,0.014004-0.0041667i
-0.0041058+0.022559i,-0.0069556+0.05415i,-0.0088203+0.07564i,-0.004414+0.063489i,-0.0095467+0.037912i,-0.028166+0.022614i,-0.034783+0.0064052i,-0.026443-0.011004i,-0.023501-0.01647i,-0.019922-0.010599i,-0.010424-0.001625i,-0.0030052+0.0029924i,0.00083003+0.002342i,0.0028515-0.0013798i,0.0025205-0.0030581i,0.00031491-0.0023203i,-0.0024046-0.00098102i,-0.0044255+0.00087679i,-0.0041698+0.002252i,-0.0028715+0.0033392i,-0.0032645+0.0026055i,-0.0052468+0.00051812i,-0.0070509-0.0011898i
-0.012164-0.019871i,-0.02731-0.047341i,-0.037625-0.064558i,-0.031452-0.049679i,-0.010608-0.024274i,0.013083-0.0075552i,0.016351+0.0052498i,0.00032948+0.0091302i,-0.0087424+0.0053811i,-0.0067428+0.003323i,-0.00381+0.0014166i,-0.0032586-0.0011751i,-0.0015773-0.0010966i,0.0014194-0.0005137i,0.0038228-0.0017385i,0.0050952-0.0020702i,0.0053972-0.00071657i,0.0049773-0.0014412i,0.0038684-0.0043803i,0.0017541-0.005221i,0.0017127-0.0038795i,0.0051907-0.0025966i,0.0070369-0.0015565i
0.022083+0.0088528i,0.04806+0.022938i,0.063354+0.035301i,0.045849+0.033903i,0.010263+0.028812i,-0.017443+0.020505i,-0.022134+0.0059798i,-0.014153+0.0049744i,-0.01212+0.012634i,-0.010145+0.012395i,-0.0062486+0.0089978i,-0.0044423+0.0081657i,-0.0021767+0.0070039i,2.7994e-05+0.0033475i,-0.0010426-0.00057794i,-0.0029007-0.00092028i,-0.0029412+0.00109i,-0.0027888+0.0017889i,-0.0024448+0.0035735i,-0.0013392+0.0065231i,-0.0014127+0.0072887i,-0.0061566+0.0054564i,-0.011158+0.0033584i
-0.021725+0.0081157i,-0.04887+0.011485i,-0.063943+0.0082196i,-0.040528-0.0023579i,0.0041996-0.012256i,0.034166-0.0094001i,0.034833+0.0070021i,0.024997+0.013247i,0.021769+0.009175i,0.017409+0.0058305i,0.008654+0.002416i,0.0016586+0.0015023i,-0.0014914+0.0020046i,-0.0021473+0.0010531i,-0.0012131-0.00064778i,-0.00068754-0.0019309i,0.00035554-0.0016674i,0.0019912-0.0022053i,0.0015864-0.0063028i,-0.00048468-0.009876i,-0.0008486-0.0085271i,0.0032136-0.0040456i,0.007773+0.00026881i
0.018006-0.017359i,0.038736-0.036606i,0.053164-0.045205i,0.035788-0.031383i,-0.00031411-0.013314i,-0.022414-0.0084969i,-0.01691-0.015859i,-0.0013924-0.017992i,0.0053768-0.014327i,0.0052295-0.0098552i,0.0038086-0.0032465i,0.0041343+0.0015059i,0.0046795+0.0026908i,0.0016706+0.0028168i,-0.0023518+0.0038988i,-0.0028882+0.0045712i,-0.0012618+0.0039746i,-0.00097906+0.0033408i,-0.00053879+0.0048954i,0.0011335+0.0063808i,0.0012021+0.0039341i,-0.0016662-0.00072409i,-0.0042293-0.0032748i
-0.0011288+0.020347i,-0.007912+0.044205i,-0.017211+0.055823i,-0.016488+0.034989i,-0.0010354+0.0032904i,0.011537-0.0074818i,0.0091153-0.0017477i,0.0013292-0.0047432i,-0.0024926-0.01217i,-0.0040532-0.010858i,-0.0029783-0.0056232i,-5.6909e-05-0.0012202i,0.0020262-0.00066188i,0.0033841-0.0027712i,0.0040538-0.003684i,0.0043396-0.003163i,0.0045242-0.0025304i,0.0044756-0.0033797i,0.0020415-0.006276i,-0.0024614-0.0086968i,-0.0038862-0.0076714i,0.00048161-0.0046896i,0.004822-0.003258i
-0.009376-0.01459i,-0.017238-0.036055i,-0.016986-0.049949i,-0.015094-0.033969i,-0.020151-0.0041803i,-0.023913+0.003549i,-0.018274-0.0032631i,-0.011984-0.0035088i,-0.012867-0.0019694i,-0.012095-0.0017854i,-0.0083077+0.00037739i,-0.0046075+0.0027419i,-0.00064094+0.0028934i,0.0015158+0.0012928i,0.0011836-0.0003037i,0.00057933-0.00075219i,0.00068687+0.00059182i,0.0016955+0.0020058i,0.0039305+0.0039879i,0.0066956+0.0067852i,0.0071843+0.0069431i,0.0027313+0.0032011i,-0.0025745+0.0001148i
0.016683+0.0093581i,0.034511+0.023015i,0.044011+0.034754i,0.034811+0.026888i,0.019231+0.0093978i,0.0098831+0.0080205i,0.0034913+0.011892i,-0.0028397+0.0083031i,-0.006228+0.0079427i,-0.0059248+0.0090799i,-0.0045542+0.0064918i,-0.0051462+0.0034725i,-0.0056023+0.0024077i,-0.0034898+0.0012855i,-0.00037759-0.0011808i,0.0016591-0.0030334i,0.0019025-0.002383i,0.0018673-0.0015438i,-0.00075011-0.004205i,-0.0064794-0.0075359i,-0.009076-0.0068647i,-0.0050781-0.00251i,0.00019844+0.0014286i
-0.015846+0.00086006i,-0.036033-0.00028783i,-0.049724-0.0037578i,-0.03952-0.0013859i,-0.016464+0.0038632i,-0.0013948+0.00019933i,0.0060239-0.0037955i,0.0079487+0.0010491i,0.0068539+0.0041478i,0.0068378+0.0036125i,0.0058311+0.0032898i,0.0029678+0.0037439i,-0.00055373+0.0032252i,-0.0029918+0.0018945i,-0.0039203+0.00045678i,-0.0053436+0.00025859i,-0.0060157+0.00044321i,-0.0044083+0.00036453i,-0.00017447+0.001689i,0.0053979+0.004343i,0.0087263+0.0048384i,0.0064809+0.0010875i,0.002042-0.0018869i
0.0092399-0.011489i,0.024835-0.021083i,0.039071-0.027151i,0.033645-0.022742i,0.015845-0.0096575i,0.0044206+0.0013897i,-0.0010387+0.003176i,0.00016954-0.0017133i,0.0048346-0.0021407i,0.0061266+0.000504i,0.0047459+0.00098981i,0.0032151+0.0008459i,0.0028078+0.00015293i,0.002659-7.012e-05i,0.0020114+0.00035052i,0.0021013+0.0012896i,0.0025305+0.0014526i,0.0019785-7.6674e-05i,-0.0019362-0.0033925i,-0.00881-0.0072543i,-0.013483-0.0074538i,-0.010723-0.003676i,-0.0039126-0.00020801i
-0.0043611+0.013214i,-0.011557+0.0306i,-0.018482+0.042123i,-0.014449+0.031272i,-0.0053947+0.0039794i,0.0017986-0.012747i,0.0087314-0.010498i,0.0080285-0.0060971i,0.0037621-0.0075415i,0.0017396-0.0071511i,0.0021295-0.0031631i,0.0043101+0.0005454i,0.005218+0.0012265i,0.003323-0.00063877i,-0.00023897-0.0015194i,-0.0021312-0.00028821i,-0.0022321+0.0012731i,-0.0017498+0.0021969i,0.0012335+0.002002i,0.0080513+0.0023558i,0.013509+0.0029023i,0.011486+0.00010692i,0.0049112-0.0036682i
-0.0064168-0.01532i,-0.010131-0.032701i,-0.012418-0.044652i,-0.012654-0.032585i,-0.012282-0.0084597i,-0.012095+0.0056332i,-0.011978+0.0046706i,-0.0083601-0.001077i,-0.0068047-0.0032081i,-0.0081732-0.0014405i,-0.0073724+0.0016926i,-0.004528+0.0030103i,-0.00056772+0.0023896i,0.0039474+0.00090054i,0.0068777-0.00042681i,0.0079267-0.0019053i,0.0081771-0.0026401i,0.0071064-0.003083i,0.0024076-0.0042519i,-0.0058186-0.0056986i,-0.012519-0.0047524i,-0.012683-0.00082532i,-0.0079875+0.0021073i
0.014282+0.0061318i,0.025915+0.018148i,0.031228+0.026315i,0.020818+0.019686i,0.0052027+0.0063453i,-0.0008-0.0032183i,0.0013508-0.0038742i,-0.00055941-0.0015874i,-0.00556-0.0013159i,-0.0074357-0.00022089i,-0.0057788+0.00099016i,-0.0035741+0.0016747i,-0.0028313+0.002356i,-0.0032299+0.0024504i,-0.0035211+0.0011825i,-0.003663+0.0010954i,-0.0033292+0.0025462i,-0.0015221+0.0019186i,0.0026222+0.0011446i,0.0097709+0.0020178i,0.016641+0.0021799i,0.016818-0.00041898i,0.010615-0.0027148i
-0.011512+0.0009072i,-0.027955-0.001091i,-0.03762-0.00531i,-0.027369-0.004375i,-0.01107+0.0022661i,-0.0046986+0.0084397i,-0.0056221+0.007532i,-0.0053977+0.0032735i,-0.0038648+0.0031385i,-0.0022505+0.0033585i,-0.0011935+0.0022326i,-0.0027574+0.0013692i,-0.0034941+0.00097645i,-0.0012694+0.00026669i,0.00096243-0.0015477i,0.0020046-0.002609i,0.0026029-0.0033562i,0.0027461-0.0045107i,-0.0009041-0.0051998i,-0.0096306-0.0041883i,-0.016674-0.0022954i,-0.016235+0.00014896i,-0.0096343+0.0026659i
0.0084762-0.009761i,0.022466-0.016069i,0.032816-0.014956i,0.027411-0.0097979i,0.015397-0.0073249i,0.0090593-0.0056329i,0.0066435-0.0032315i,0.0030784+0.00078324i,0.0018379+0.0029148i,0.0031609+0.0020627i,0.0040574+0.00062066i,0.0033702+0.00093829i,0.0023396+0.0020324i,0.00066846+0.0021835i,-0.0020042+0.0021822i,-0.0040656+0.0042071i,-0.0051967+0.0055765i,-0.0047063+0.0050304i,3.0435e-05+0.0039533i,0.0087927+0.0027617i,0.01542+0.00039644i,0.015959-0.0026327i,0.011205-0.0046427i
-0.0014322+0.0086924i,-0.0090788+0.020137i,-0.018595+0.024336i,-0.017942+0.015939i,-0.009319+0.0055377i,-0.0037568-0.00039815i,0.00013219-0.0016719i,0.0057688-0.00089996i,0.0072628-0.00080329i,0.004455-0.00045142i,0.0019047+0.0014095i,0.0013983+0.0029167i,0.0025252+0.0016455i,0.0039537-0.0019461i,0.0040081-0.0045015i,0.002488-0.0052881i,0.0022427-0.0049035i,0.0023897-0.0046706i,-0.0016337-0.004273i,-0.01015-0.0022327i,-0.01686+0.00034562i,-0.017817+0.002236i,-0.013235+0.0039933i
-0.0048748-0.012763i,-0.0056346-0.025442i,-0.002612-0.034842i,0.00038711-0.029382i,-0.0020901-0.016351i,-0.001343-0.006707i,0.00082171-0.0025407i,0.00066847-0.0038464i,0.0012762-0.0054733i,0.00054461-0.0034101i,-0.00014482-5.8068e-05i,0.001018+0.0017253i,0.0025032+0.0010216i,0.0026939+0.00040068i,0.001215+0.0011124i,6.4099e-05+0.0027253i,-0.00068188+0.0035621i,5.9465e-05+0.0041608i,0.0028977+0.003698i,0.0084749-3.7769e-05i,0.015321-0.003605i,0.017293-0.0062513i,0.012565-0.0077623i
0.0093754+0.011974i,0.017437+0.021641i,0.019447+0.032195i,0.010839+0.028359i,0.00068691+0.013012i,-0.0056033+0.00071115i,-0.0041499-0.0047112i,-0.001425-0.0053083i,-0.0040484-0.0043483i,-0.0073114-0.0028502i,-0.006494-0.00074749i,-0.0040538-0.00042603i,-0.0025485-0.0018872i,-0.0011818-0.0027523i,-1.9206e-07-0.003086i,0.00066011-0.0038937i,0.0017421-0.0047223i,0.0013471-0.0066054i,-0.0016008-0.0066231i,-0.0073819-0.0017245i,-0.013503+0.00344i,-0.015157+0.0060948i,-0.012458+0.006291i
-0.0054096+0.0033299i,-0.015479-0.00075031i,-0.021357-0.0099619i,-0.015581-0.01415i,-0.0045296-0.006992i,0.00022568+0.00083468i,-0.0022339+0.0037383i,-0.0053727+0.0017482i,-0.0069944-0.00030973i,-0.0064596+0.00082402i,-0.0039495+0.0026602i,-0.0024232+0.0034469i,-0.0014818+0.0046843i,-0.00065943+0.0059618i,-0.0010411+0.0064979i,-0.0017894+0.0059134i,-0.00098267+0.004628i,0.00097564+0.0035595i,0.0035278+0.0020471i,0.0081336-0.0015255i,0.014125-0.0059727i,0.016875-0.0071112i,0.013667-0.0063756i
0.0050472-0.0059192i,0.014525-0.008288i,0.023407-0.0060211i,0.02018-0.00053046i,0.0073614+0.0014571i,-0.00020486+0.00073869i,-0.0010284-9.8227e-05i,-0.00081868+0.001864i,-0.0021328+0.0040291i,-0.0024215+0.0043839i,-0.0016362+0.0040452i,-0.0017+0.0031954i,-0.0018413+0.0027765i,-0.0010524+0.0014727i,-0.0006452-0.0014039i,-7.8172e-05-0.0025012i,0.00096756-0.0028953i,0.0010874-0.003904i,-0.0012672-0.0030229i,-0.0073117+0.00092693i,-0.013283+0.0058587i,-0.015281+0.0077911i,-0.013372+0.0064322i
-0.0037677+0.0091826i,-0.0096599+0.016186i,-0.016847+0.018619i,-0.014296+0.011837i,-0.0023613+0.0028151i,0.0048675+0.00015266i,0.0053514+0.0013875i,0.0047121+0.0025028i,0.0056373+0.0034472i,0.0060699+0.0033209i,0.0042306+0.0029914i,0.0011179+0.0046991i,-6.9343e-06+0.0058868i,0.00060426+0.0044349i,0.0012295+0.0023621i,0.00049325+0.0012627i,-0.0010836+0.0016568i,-0.00042057+0.0030317i,0.002633+0.0022208i,0.0070237-0.0026267i,0.011418-0.0076174i,0.013213-0.008607i,0.011641-0.0068013i
-0.0028037-0.0028448i,-0.0017688-0.010829i,0.0041123-0.017366i,0.0062931-0.015788i,0.0031107-0.008192i,-0.00047313-0.0046335i,-0.00038443-0.0039185i,0.003422-0.0031573i,0.0065041-0.0030985i,0.0057199-0.0020302i,0.0021281-0.00081559i,-0.00040121-0.001224i,-0.0002866-0.001901i,-0.0011755-0.0030567i,-0.0023978-0.0045896i,-0.0020616-0.0030598i,-0.0011655-0.00081538i,0.00043491-0.0013421i,-0.00022334-0.0017679i,-0.0045141+0.0024754i,-0.0092078+0.0074531i,-0.012324+0.0074176i,-0.012448+0.0042958i
0.003868+0.0019598i,0.006432+0.0089523i,0.0057208+0.01658i,0.00026248+0.014922i,-0.0051146+0.0063488i,-0.0038442+0.00073918i,-0.00039228-0.0017637i,-0.00039261-0.0052955i,-0.0014352-0.0062943i,-0.0019907-0.0030953i,-0.00082883-1.0368e-05i,0.001299+0.00052772i,0.0022749-0.00026499i,0.003072-0.0014388i,0.0032426-0.0018319i,0.0016669-0.00036886i,0.00033571+0.00067671i,-4.3416e-05+0.0005896i,0.00086499-0.0013275i,0.0044145-0.0063477i,0.0093919-0.010311i,0.012467-0.0093258i,0.011585-0.0063187i
-0.0022946+0.0014405i,-0.0084542-0.0029442i,-0.011189-0.010343i,-0.0082667-0.012013i,-0.004256-0.0075568i,-0.0045537-0.0025131i,-0.0049201-0.0010435i,-0.0055796-0.0010845i,-0.0078706-0.0020719i,-0.0086953-0.0024016i,-0.0065357-0.000182i,-0.0034115+0.0013614i,-0.0018804+0.00054376i,-0.0018828-0.00048i,-0.0025896+0.00056209i,-0.002679+0.0021724i,-0.00046978+0.0019716i,0.0012813-5.4153e-05i,-0.00063594-0.00085049i,-0.0042682+0.0024557i,-0.0082146+0.0069475i,-0.011018+0.0072221i,-0.01202+0.0047312i
0.0036973-0.005776i,0.0098435-0.0062934i,0.013951-0.0046309i,0.0096601+8.1266e-05i,0.0030759+0.003963i,0.00032745+0.0047922i,-0.00038071+0.0034696i,-0.0011158+0.0027244i,-0.0036303+0.0035627i,-0.0050124+0.0037585i,-0.003377+0.0038098i,-0.0017771+0.0044404i,0.00033295+0.0057589i,0.0031508+0.0048226i,0.0047006+0.00084152i,0.0039131-0.0017677i,0.0016673-0.0017357i,0.0001152-0.00055204i,0.0010222-0.0010515i,0.004149-0.0041488i,0.0079008-0.0079378i,0.010953-0.0078551i,0.011065-0.0037357i
0.0023077+0.0029397i,-0.0036386+0.0063977i,-0.0094431+0.0052006i,-0.0090692-0.0014255i,-0.0058659-0.0049361i,-0.0022059-0.0030212i,0.00038899-0.00064786i,0.001815+0.0011236i,0.0022103+0.0028971i,0.001727+0.0032355i,0.0012589+0.0030822i,0.00039558+0.0033541i,-0.00088257+0.0031414i,-0.0014541+0.0017747i,-0.0013806+0.00041416i,-0.0015019+0.00053874i,-0.00086065+0.00071911i,0.00094237-0.00036207i,0.00098052-0.00078889i,-0.0020737+0.0028989i,-0.0060357+0.0071362i,-0.0094653+0.0068608i,-0.010642+0.0029236i
0.001904-0.0064162i,0.0022652-0.013227i,0.0049614-0.017666i,0.0061802-0.012588i,0.0027533-0.0061941i,-0.00027275-0.0023625i,-0.00015546-0.00024145i,0.0024331-0.00066542i,0.0052536-0.0018911i,0.0054284-0.0010562i,0.0033579+0.00048354i,0.0016321+0.0012945i,0.0012578+0.0015414i,0.002542+8.0116e-05i,0.0029855-0.0031431i,0.0012959-0.0055229i,-0.0005015-0.0052847i,-0.00042424-0.0030742i,0.0011735-0.0020325i,0.0034246-0.0055051i,0.00694-0.0087231i,0.010203-0.007017i,0.011039-0.0025587i
0.002007+0.0044909i,0.0049581+0.010462i,0.0045582+0.014754i,-0.0010621+0.010274i,-0.0029527+0.0021956i,-0.001782-0.0024731i,-1.3716e-05-0.003259i,0.0010771-0.0039145i,0.00083473-0.0049074i,0.00033284-0.0040094i,-0.00059514-0.0023435i,-0.00099505-0.00094777i,-0.00057889-0.00098421i,-0.0015037-0.0010321i,-0.0030846+0.0011877i,-0.0035677+0.0035048i,-0.0019126+0.0044375i,5.5736e-07+0.0031322i,0.00030313+0.0009034i,-0.0012826+0.003155i,-0.0043967+0.0075512i,-0.0081535+0.0063759i,-0.01064+0.00095426i
-0.002549+0.001885i,-0.0069345-0.00080399i,-0.007471-0.0051548i,-0.0035643-0.0069868i,-0.0017178-0.0042837i,-0.0027651-0.0022326i,-0.0030742-0.0017282i,-0.0025352-0.0017589i,-0.0040642-0.0021227i,-0.0051687-0.0013344i,-0.0044479+0.00029596i,-0.0029259+0.00069984i,-0.00075452+0.00012886i,0.0010359-0.0007709i,0.0015455-0.000821i,0.0012257-0.00039594i,0.0016045-0.00044729i,0.0021035-0.00052238i,0.002067-0.0016184i,0.0029875-0.0046254i,0.0049639-0.008337i,0.0071344-0.0076308i,0.0074048-0.0026572i
0.0016219-0.001164i,0.0079107-0.0004366i,0.011607+0.0025655i,0.0090528+0.004804i,0.0023693+0.00259i,-0.0015181+0.0014561i,-0.0014057-0.00021523i,-0.0019641-0.0015873i,-0.0031314-0.00062974i,-0.0035517+0.00070979i,-0.0024758+0.0016312i,-0.0014721+0.0022987i,-0.0011128+0.0032419i,-0.00093096+0.0035262i,-0.00085718+0.003434i,-9.888e-05+0.0034941i,0.0010096+0.0035724i,0.00038091+0.0015256i,-0.00099523-0.00037408i,-0.0019779+0.0024698i,-0.0038484+0.0065506i,-0.0063308+0.0057006i,-0.0083797+0.0012231i
-0.005883+0.0028016i,-0.0080319+0.0057998i,-0.012102+0.0062667i,-0.010822+0.0043721i,-0.0033139+0.0033351i,0.00049337+0.0023031i,0.00012367+0.002289i,0.0004284+0.0037137i,-0.00010781+0.0051141i,-0.00032286+0.0045053i,0.0008741+0.0028095i,0.0010074+0.0017401i,0.00078496+0.0008561i,0.0017394-0.00097136i,0.0026828-0.0031325i,0.0020626-0.0048174i,0.0017153-0.0047661i,0.0018086-0.0029822i,0.001264-0.0022678i,0.0017128-0.0049401i,0.0036405-0.008484i,0.0056442-0.0065831i,0.0060743-0.00049596i
-0.00071395-0.0037619i,-2.4846e-05-0.0069136i,0.0026048-0.0085746i,0.0037298-0.0067591i,0.0019361-0.0033909i,0.00049964-0.00052697i,0.0010726-0.00070211i,0.0016888-0.0021494i,0.0017545-0.0012761i,0.0020446+0.00029953i,0.0017767+0.00029573i,0.0016908+0.0011585i,0.0016442+0.0027269i,0.00055804+0.0027308i,-0.0014662+0.00061004i,-0.003249-0.00084657i,-0.0036994-0.0012861i,-0.0030764-0.001703i,-0.0019223-0.0013014i,-0.00036847+0.0020092i,-0.00090921+0.0057098i,-0.003052+0.0047431i,-0.0031005+0.00013205i
-0.00089769+0.0030745i,0.00036211+0.004998i,-0.00043627+0.010003i,-0.0019057+0.009245i,-0.0015268+0.0025981i,-0.00015333-0.0011401i,0.00081379-0.0012807i,0.0011206-0.0020845i,0.0017465-0.0021428i,0.0013061-0.0013734i,-5.0153e-05-0.0006869i,-0.00064647+0.00047416i,-0.00053663+0.00012157i,-0.00036899-0.0023133i,-0.00074835-0.0037058i,-0.0015841-0.0017935i,-0.00065495+0.0013102i,0.002084+0.0024401i,0.0029951+0.0010381i,0.0011755-0.0030513i,0.00082547-0.0070498i,0.0023015-0.0058351i,0.0027299-0.00098159i
-0.0047913-0.0011171i,-0.0071496-0.0023887i,-0.00736-0.0043588i,-0.0038704-0.0047781i,-0.0012957-0.0026667i,-0.0015677-0.00043496i,-0.00069521-0.00034549i,0.00030739-0.0010751i,-0.00076003-0.0021909i,-0.0021218-0.0016656i,-0.0027024+0.00094976i,-0.0018425+0.0030956i,5.9874e-06+0.0029594i,-0.00016163+0.0012761i,-0.0015222+0.00077516i,-0.0027116+0.0010547i,-0.0023881+0.00028239i,-0.00089618-0.00095523i,0.00031243-0.0012306i,0.00094603+0.001997i,-6.9187e-05+0.0060517i,-0.0011947+0.0051302i,-0.0021891-0.00014458i
0.0016154+0.00044246i,0.0030418+0.00099852i,0.0050865+0.0035128i,0.0029813+0.0035154i,-0.00085158+0.0015941i,-0.0015105-0.00039336i,-0.0015213-0.0011239i,-0.001703-0.00090146i,-0.002329-0.00076555i,-0.003393+6.1076e-05i,-0.0036001+0.00067537i,-0.0030348+0.00090688i,-0.0014802+0.0015409i,0.00092098+0.00071694i,0.0029856-0.00046651i,0.0055212+0.00052537i,0.0065869+0.0020951i,0.0057862+0.0021107i,0.0033094+0.00014935i,0.00036972-0.0028614i,-0.00070882-0.0054089i,-0.00043028-0.0035041i,-0.00028239+0.0010939i
-0.0014876+0.0028917i,-0.0032607+0.0040701i,-0.0034712+0.0044101i,-0.0017239+0.0016285i,-0.0010373-0.00034246i,-0.0017353+0.00014085i,-0.001059+0.0014416i,-0.00011078+0.0021111i,-0.00069244+0.0015138i,-0.00067363+0.00083071i,0.0011127+0.0018138i,0.0015892+0.0018358i,0.00067929+0.0015992i,0.00061126+0.0015895i,0.0010107-0.00031429i,-3.0575e-05-0.0021094i,-0.0020067-0.003241i,-0.0025995-0.004133i,-0.0017646-0.003575i,-6.131e-05+9.6141e-05i,0.002369+0.0045217i,0.0031226+0.0032316i,0.0025832-0.0017699i
