0.0002389-0.0002106i,0.00072717-0.00079255i,0.0014256-0.0011266i,0.0011428-0.00067995i,-0.00078511+0.00035698i,-0.0023259+0.0013272i,-0.0020986+0.0014453i,-0.00073301+0.0015893i,0.00097325+0.0012889i,0.0018498+0.00013292i,0.00090316-0.0011566i,0.00032257-0.00107i,0.00067407+0.00025394i,0.00024141+6.7857e-05i,-0.00015726-0.00092884i,-0.00058755-0.0013161i,0.00015274-0.00061151i,0.00096872+0.00019111i,9.5144e-05+0.00022566i,-0.00099203+0.00033232i,-0.0011322+3.7766e-06i,-0.00044066-1.3763e-05i,-0.00034552+8.2005e-05i
-0.0010923+0.00086347i,-0.0011854+0.0011514i,-0.0014573+0.00015863i,-0.0021255+1.7902e-05i,-0.0023175-0.00013927i,-0.0019269-0.00058729i,-0.0018401-0.00029469i,-0.0016151+0.00033666i,-0.00087509+0.00027603i,-0.0002823+6.1495e-05i,8.7975e-06+1.5943e-05i,-2.5822e-06-0.00023647i,-0.00088899-0.00036588i,-0.0012683+0.00058379i,-0.00052241+0.0014279i,6.0902e-05+0.00092513i,0.00026007+0.00015607i,0.00095511-0.00030337i,0.00098617+0.00016302i,0.00027263+0.00012944i,-0.00010696-0.0002269i,-0.00024495-0.00040538i,-0.00060659-0.00044454i
-0.00045793-0.0022446i,-0.00097719-0.0011383i,-0.00098447-0.00051665i,-0.0012791-0.00024954i,-0.0016668-0.00047562i,-0.0023395-0.0012732i,-0.002207-0.001242i,-0.0013493-0.00091481i,-0.0005309-0.0010186i,9.5695e-05-0.0015911i,0.00090691-0.0014635i,0.00085089-0.00043829i,-0.00022717-8.3416e-06i,-0.00068986-0.00048702i,-0.00083007-0.0004815i,-0.00020411-0.00056421i,0.00029385-5.6445e-05i,6.5503e-05+0.0006293i,0.00016349-0.00020912i,0.00096578-0.00016124i,0.0014383+0.0001011i,0.0016361-0.0002698i,0.00090759+0.00020999i
-0.00072597+0.00065023i,-0.00068961+0.0012083i,-0.00050583+0.00071204i,7.6097e-05-8.0419e-05i,0.00014975+2.5784e-05i,-0.00054143-0.00022374i,-0.0011155-0.00043647i,-0.0010726+0.00015177i,-0.00084994+0.00073259i,-0.00049526-1.2398e-05i,0.00056973-0.00032664i,0.0004739-0.00028691i,-0.00064011+0.00019976i,-0.00030082+0.0012447i,8.691e-05+0.0008066i,-0.00046941-0.00021261i,-0.0013592-0.00037843i,-0.00082962-0.00061608i,9.89e-06-0.00077388i,0.0004324-0.00075036i,0.0010252-0.00016367i,0.00057759+0.00053712i,0.00011215+0.00050791i
9.9999e-05+0.00040329i,0.0003665-0.00028404i,0.00063204+0.00015278i,0.00051311+0.00044101i,-0.00011031-0.0001136i,-0.0011907-0.0013403i,-0.002039-0.0013636i,-0.0022646-0.00023189i,-0.0010569+6.7886e-05i,0.00063301-0.00076852i,0.00073316-0.00063725i,0.00011901-0.00033497i,-0.00018454-5.8624e-05i,-3.076e-05+9.7022e-05i,0.00056095-0.00061838i,0.00077459-0.00054204i,0.00053538+0.00016641i,0.00065206+0.00025718i,0.00061607+6.3271e-05i,0.00020017-8.3575e-05i,-0.00036027-0.0008266i,-0.00054726-0.00092753i,-0.00022434+9.5082e-05i
0.0022228+0.00032414i,0.0017157-0.00068237i,0.0016327-0.0022885i,0.0019291-0.0011305i,0.00069129+0.00081077i,-0.0011478+0.0010589i,-0.0012896+0.0002816i,-0.0010284+1.1221e-05i,-0.00026509-3.7204e-05i,0.00086891-0.00012632i,0.0010049-0.00068203i,0.00099558-0.0012782i,0.00092374-0.00081785i,0.00033723-0.00023568i,-0.0001906-0.00030784i,-0.0009699-0.0005479i,-0.00051879+3.5948e-05i,0.00018019+0.00073727i,0.00021802+0.00038558i,0.00048947+0.0005298i,0.00021344+0.00054169i,0.00040443+6.9838e-05i,0.00023909+0.00050487i
-5.4899e-05-0.0001239i,0.00015113+1.054e-05i,-0.00020701-0.00062485i,-0.00085486-0.00099665i,-0.0009601-0.0010281i,-0.0011479-0.00037134i,-0.0013296-4.2807e-05i,-0.0008644-0.00011656i,-0.00066168-0.00021871i,-0.00072598-0.00073829i,-0.00019556-0.00046722i,0.000322-0.00010696i,-0.00019116-5.881e-05i,-0.0012531-0.00033639i,-0.0013724-0.00058619i,-0.00092166+0.00011028i,-0.00038596+0.00070924i,0.00025597+0.00062109i,0.00074035+0.00039139i,0.00053847+9.4676e-05i,0.00022733-0.00020379i,-0.00044179-0.00045589i,-0.00019427-0.00085357i
-0.0016429-0.00084374i,-0.0024089-0.00055329i,-0.0022654-0.00085943i,-0.0015418-0.0010984i,-0.001232-0.00033859i,-0.0014362-0.00041871i,-0.0013496-0.00056887i,-0.0016189-0.00043258i,-0.00080751-0.00080892i,0.00012456-0.00092877i,0.00066178-0.00047491i,0.00078583-0.00052614i,-0.00019059-0.0004401i,-0.00081883-0.00047095i,-0.0010285-0.0003378i,-0.00086104-7.2682e-05i,-0.00021364+1.1446e-05i,-7.0801e-05+0.00036612i,-0.00011671+0.00078339i,-0.00036319+0.00058073i,-0.00025513+3.1365e-05i,-0.00053939-0.00049279i,-0.00071395-0.0012881i
0.00077875-0.00091043i,0.00010809-0.0014074i,0.00066916-0.00069954i,0.000376+0.0004077i,-0.000516+0.00043048i,-0.00091974-0.00010499i,-0.0011416-0.00042035i,-0.00087766-0.00012237i,-0.00048113+0.00011281i,6.2906e-05+0.0001735i,0.00044376-0.00015275i,0.00030116-0.00021217i,0.0002791+3.8412e-05i,0.00043683+0.00041548i,0.00026598+0.0012258i,-0.00036599+0.0010104i,-0.00026804+0.00034757i,-0.0001149-0.00029451i,0.00031351+0.00032274i,0.00068723+0.00080847i,0.0001143+8.7973e-05i,-0.00015033-0.00054359i,0.00046538-0.00073059i
-0.00020385-0.0015227i,-0.00060076-0.0018271i,-0.00064215-0.0024436i,-0.00056102-0.0023761i,-0.00072166-0.0019743i,-0.00082291-0.0010409i,-0.00012338-0.0007877i,0.00045027-0.00018284i,0.00050191-9.6704e-05i,0.00049673-0.00033024i,-2.8427e-05-0.00040789i,0.00015662-0.00084901i,0.00017473-0.00078032i,-0.0001135-0.00040475i,-0.00099009+0.00039843i,-0.0015261+0.00099419i,-0.00043517+0.00020918i,-7.4147e-05-0.00051333i,-0.00017383-0.00025658i,4.3206e-05+0.00037955i,0.00017655+0.0005715i,0.0003969+0.00013908i,0.00058904+0.00023392i
-0.0020906+0.00047538i,-0.0018583+0.00031919i,-0.0019635+0.00033999i,-0.00042875-3.0071e-05i,0.00049103-0.00048207i,-0.00098332-0.00091348i,-0.0013311-0.0010891i,-0.00027871-0.00052078i,0.00033388-0.00036245i,0.00039742-0.00068345i,0.00030654+5.5105e-05i,-0.00013347+0.00086677i,-0.00036625+0.00044537i,-0.00017058+3.5616e-06i,1.0392e-05-0.00028417i,-8.5243e-05-0.00043653i,0.00013049-0.00042673i,0.00073383-0.00048171i,0.00025716+8.9052e-05i,-0.00022291+0.00027306i,-0.00044161+0.00011496i,-0.00015957-0.00039111i,0.00030882-0.00057794i
-0.0016139+0.0006501i,-0.0013209+0.00094825i,-0.00043213+0.00065003i,0.00078717+0.00043119i,1.9135e-05-0.00020082i,-0.0016823-0.00097605i,-0.0014625-0.00032802i,-0.00063767+0.0008838i,-0.0002719+0.00094534i,0.00027763+0.00034777i,0.00106-0.00036134i,0.001221-0.00042894i,0.00050619+0.00016487i,0.00035049-4.8614e-05i,0.00026588+0.0002569i,-0.00042672+0.00091813i,-0.000553+0.00035913i,-0.0007128+0.00011156i,-0.0011764+0.00064848i,-0.00085728+0.00030606i,-0.00015985+0.00030067i,0.00027442-0.00014356i,9.0952e-05-0.00031262i
-0.00041736+0.00066762i,-0.00035895+0.00078182i,-0.00037142+0.0010554i,-9.5194e-05+0.00069952i,-0.00030122+8.2178e-05i,-0.00086517-0.00040579i,-0.0012486-2.0113e-05i,-0.00080799+0.00056145i,-0.00027198+0.00050542i,-0.00046737+0.00046999i,0.00030967-0.00015678i,0.00085585-0.00069591i,0.00045574-1.0278e-05i,0.00054492-9.4691e-05i,0.00046022-0.00054323i,-0.00048402-0.00010293i,-0.00093171+0.00031305i,0.00034667+0.00031992i,0.0013806+0.00026815i,0.0010572+4.8543e-06i,0.00058346-0.00019688i,0.00011001-0.00030862i,-0.00037643-0.00017754i
-0.00097377-0.0003211i,0.00016736-0.0018398i,0.001401-0.0026538i,5.0748e-05-0.0020535i,-0.0016916-0.0010581i,-0.0015818+5.109e-05i,-0.0013366-9.0828e-05i,-0.00089841-0.00044699i,-0.00023923-4.6994e-05i,0.00020276+0.00029942i,0.00011502+0.00094417i,-0.00030165+0.00034866i,-0.00078125-0.00026569i,-0.0010365+7.2537e-05i,-0.00039627+0.00018922i,0.00014032+0.00021112i,-0.00015182+0.00011465i,-0.00039724-0.00017882i,0.00024573-0.00094682i,0.00089773-0.0008004i,0.00072394-0.00016409i,-2.382e-05+0.00040869i,-0.00070686+0.00026114i
0.0022406-0.00061112i,0.0021056-0.00023635i,0.00092373-0.00066285i,-0.0014215-0.0010964i,-0.0021232-0.0010272i,-0.0017982-0.0006723i,-0.001818-0.00039955i,-0.0018822+0.00049722i,-0.0018615+0.00095676i,-0.0013691-0.00025054i,-4.6113e-05-0.00093956i,0.0010624-0.00036227i,0.0005771+0.00011645i,-0.00016805-0.00031836i,-0.00038509-0.00072838i,-0.00039861-0.00041018i,-0.00015124+9.5196e-05i,1.9189e-05-0.00029649i,0.00037062-0.00064161i,0.00041455-0.00061387i,0.00025211-0.00029169i,0.00020683+0.0001186i,9.5325e-05+0.00043022i
-0.00030085-0.00025977i,-0.00028133-0.00030047i,-0.000189+0.0010096i,0.00084472+0.0007741i,0.0013642-0.00088749i,0.00039981-0.001417i,-0.0010446-0.0003305i,-0.00056508+0.00047354i,0.00040356+0.0012077i,-6.3995e-05+0.00074869i,-3.7489e-05-0.00016895i,0.00041367-2.6022e-05i,-0.00011916+0.00079046i,-0.00071568+0.00047273i,-0.00022328-0.00036318i,-0.00029547-0.00013555i,-0.00072676+0.00062003i,-0.00052923+0.00096078i,-0.00019382+0.00087129i,-0.00020081+0.00049504i,0.00032406-0.0004461i,0.00049214-0.00088241i,-4.2591e-05-0.00090903i
0.0003502+0.00085194i,0.00017092-1.4279e-06i,0.00055692+0.00075408i,0.00022535+0.0006181i,0.00014225-3.3073e-05i,-0.00076727-0.00016349i,-0.002207-0.00018706i,-0.0017356-0.00029269i,-0.00089587-2.6965e-05i,-0.00037558-4.6587e-05i,-0.0005665-8.0363e-05i,-0.00033897+0.00037687i,-0.00018813+0.00016482i,-3.5561e-05-0.00047447i,4.7568e-05-0.00051684i,-0.00050239-1.9064e-07i,-0.00068408+0.00010806i,0.00012299-1.5221e-05i,0.00053293-0.00026024i,0.00041171-0.0001683i,0.00041599-3.4894e-05i,0.00051931+0.00034336i,0.00041612+0.00050473i
0.0010553-0.00057358i,0.00057699-0.00090495i,-0.00052319-0.0010083i,-0.0011746-0.0012421i,-0.0018071-0.0013972i,-0.0025086-0.0012602i,-0.0023685-0.00046835i,-0.0017796-8.1235e-05i,-0.0013214-0.00058449i,-0.00098368-0.0012638i,-0.00058238-0.00092046i,-0.00048139-0.00056243i,-0.00078888-0.00047979i,-0.00054488-0.00073006i,-0.00032815-0.00089595i,-0.00036749-0.00011471i,-0.00046739+0.00037951i,-0.00080511+0.00020632i,-0.0012107-7.0443e-05i,-0.00070981-0.00011477i,-0.00020833-3.2672e-05i,-5.1747e-05-0.00047025i,-0.00011263-0.00048016i
0.00046526+0.00027944i,0.00084909+0.00057177i,0.0010393+0.0013111i,0.00025441+0.00030911i,-0.00056807-0.00055092i,-0.0009786-0.0012022i,-0.0012893-0.0012213i,-0.0011199-5.6879e-05i,-0.00031583+0.00082331i,0.00093878+0.0010132i,0.00098346+0.0012111i,-0.00018611+0.00052643i,-0.0010034+6.6126e-05i,-0.00035833+4.9257e-05i,9.9368e-05-1.6685e-06i,-0.0006069-0.00015791i,4.3633e-05+0.00012489i,0.0010387+0.00068582i,0.00085913+0.0008426i,0.00052597+0.00084468i,-0.00053896+0.00024534i,-0.00097502-0.0010896i,0.00010326-0.0011477i
5.4769e-05-0.00053751i,9.8629e-05-0.00014572i,-0.00054783+0.00012431i,-0.001094+0.00013733i,-0.00060664-0.00065475i,-0.00074213-0.00083313i,-0.001808-0.00047093i,-0.0021711-7.098e-05i,-0.00081084+0.00015901i,0.0002798+0.00022438i,0.00057151+0.00022447i,0.00034583-0.00043442i,-0.00036669-0.00037933i,-9.4984e-05-0.0001276i,0.00052585-0.00011426i,9.1369e-05-6.9486e-05i,-0.000696+8.6146e-05i,-0.00042151+0.00019291i,0.00059566+0.0007008i,0.00078412+0.00062082i,0.00067601+0.00039306i,0.00013673+8.2127e-05i,-0.00074812+7.7116e-05i
-0.00080761+0.0010703i,-0.00094743+0.00078747i,-0.00062443+0.0012878i,-6.1258e-05+0.00041849i,-0.00024255-0.00053735i,-0.00080096-0.0010575i,-0.00098369-0.00073621i,-0.00048836-0.00010164i,-0.00015297-7.9667e-05i,-4.5589e-07-0.00012668i,0.00035051-4.0514e-05i,0.00047186+0.00016222i,-3.224e-05+0.00010107i,0.00011647+0.00017562i,0.00040586-0.00012674i,-2.6074e-05-0.00043893i,0.00047524-0.00037129i,0.00071588+0.00025907i,0.00040633+0.00018368i,-0.00019886-0.00052352i,-0.00019935-0.00042751i,0.00062189-7.8908e-05i,0.00071992+0.00066265i
0.0022344-0.00070117i,0.0014117-0.00044863i,0.00095488-0.0012963i,6.1697e-05-0.0011143i,-0.00099421-0.0014824i,-0.0010217-0.0020212i,-0.00079429-0.0011559i,-0.00096424-6.3828e-05i,-0.00027532-0.00015788i,0.00043013-0.00040039i,-5.7459e-06-0.0008966i,0.00018314-0.00090473i,-3.6429e-05-0.00038399i,-0.00081919+0.00015627i,-0.00062398+0.00014914i,-0.0002295+6.6566e-05i,0.00019356+0.00039106i,0.00033553+0.00036126i,-0.00019703+0.00035739i,0.00017147+0.00022749i,0.0010905-0.00014869i,0.0010297-0.00038197i,3.3102e-05+8.4507e-05i
-0.00019765+8.1422e-05i,0.00075923-0.00032043i,-7.0986e-05+0.0011572i,-0.00019193+0.0019677i,0.00014815+0.00069744i,-0.00035997+0.00017225i,-0.00092679+0.00046614i,6.0977e-05+0.00088572i,0.00083436+6.9108e-05i,4.4896e-05-0.00088325i,-1.6923e-05-0.0004198i,0.00080076-0.00039461i,0.0010762+1.6779e-05i,0.00012628+0.00061142i,-0.00049878+2.8458e-05i,0.00025659-0.00033876i,0.00080552+0.00036584i,0.00041864+0.00032937i,0.00059376-0.00034878i,0.00060187-0.00084179i,-7.5193e-05-0.0012063i,0.00025427-0.00065134i,0.00061544-0.00023501i
0.0011261+0.001441i,0.0024384+0.0009203i,0.001566+0.0016398i,0.0016517+0.00058287i,0.0014594-0.0012879i,-0.00058818-0.0022275i,-0.0016672-0.0015501i,-0.00057663-0.00062425i,-0.0001424+0.00010159i,8.5377e-05+0.00017049i,-0.00028218+0.00082642i,-0.00052661+0.00098901i,-7.1917e-05+0.00046384i,-0.00041126+0.00081317i,-0.00052261+6.5946e-05i,-0.0002232-0.00045129i,0.00016513-0.00073496i,-0.00037322-0.0013001i,-0.00089843-0.00071172i,-0.00034447+1.6717e-05i,-6.8345e-05-0.00033163i,-0.0001753-0.00065861i,-0.00088641+0.00015341i
0.00070861-0.0026516i,-0.00083531-0.0021439i,-0.0010696-0.0030148i,-0.0015939-0.0033652i,-0.0023325-0.0024695i,-0.0024473-0.0011049i,-0.0025345-7.7781e-05i,-0.0015911+3.5555e-05i,-0.0001947-0.00052354i,0.00060171-0.00065257i,0.00031697-0.00082448i,-0.0001613-0.001038i,0.00012319-0.00096266i,0.00046955-0.0010238i,-0.00031689-0.00065055i,-0.0010473-0.0010183i,-0.00077486-0.00066616i,0.00031523+0.00094472i,0.00046948+0.0012712i,2.7862e-05+0.00054072i,0.0005161-0.00031216i,0.00041197-0.00031505i,-0.00025483+0.00066491i
0.00021548-0.00052405i,-0.0007889-0.00015583i,-0.00070726+3.476e-06i,0.00070258+0.00012608i,0.00076326+6.0633e-05i,-0.0006831-2.1062e-05i,-0.0017909+0.0002875i,-0.0018679+0.00053539i,-0.0013049+0.00042217i,-0.00013435-0.00029004i,0.00068919-0.00031729i,-0.00030393-0.00047315i,-0.00090561-0.0012685i,-0.0001522-0.00094158i,-0.00042598-8.4025e-06i,-0.00076481+0.00024849i,-0.00088025+0.0002979i,-0.00055408-0.00011597i,0.0001074-3.3597e-05i,0.00036873+0.00089267i,-1.0022e-05+0.00079985i,-0.00031203-2.8853e-05i,-0.00014674-0.00037835i
-0.0015302-0.0010674i,-0.0010655-0.0013573i,-0.00084969-0.0027641i,0.00010446-0.0021842i,0.00077152-0.00013279i,3.5817e-05+6.5853e-05i,-0.0006939-0.00093856i,-0.00092223-0.0007297i,-0.0011291+0.00020386i,-0.0009063+0.00045165i,-0.0002125-9.1034e-05i,-0.00010339-0.00043644i,-0.00016202+0.00057849i,-0.00012041+0.00075553i,-0.00038132+0.0001528i,-0.00067575+0.00046584i,-0.00094968+0.00071929i,-0.0005427+0.00069339i,0.00051395+0.00056214i,0.00066907+0.00016603i,-0.00049645-0.00015966i,-0.00082718-0.00044373i,-0.00034739-0.00032741i
-0.0001884+0.0014501i,0.000512+0.0015482i,0.00039482+0.00052229i,0.00019512-5.5125e-05i,-0.00014087-0.00046772i,3.2325e-05-0.00080668i,2.7385e-05-0.001066i,-0.0013019-0.00060275i,-0.00083772+0.00015039i,0.00037244+0.00014805i,-6.4246e-05-0.00021784i,-0.00016079-0.00052149i,0.00018195-0.00024661i,0.00022807-0.00029464i,0.0006642-0.00027241i,0.00088303+8.8872e-05i,0.00081782+0.00038525i,0.00068792+0.0012512i,-0.00017153+0.0013783i,-0.00043632+0.00017777i,0.00050861-0.0010168i,0.00079812-0.0012059i,0.00063333-0.00042092i
-0.00089975+0.00023164i,-0.0016554-0.00026126i,-0.001738+0.001411i,-0.0014235+0.00072544i,-0.0014195-0.00099728i,-0.0015884-0.0010877i,-0.0021969-6.6935e-05i,-0.0019712+0.0004926i,-0.00072235+0.00024454i,0.0007207+8.2591e-05i,0.0015223-0.00034029i,0.0010073-0.0012368i,0.00048178-0.00091665i,0.000733-0.00028054i,0.001028+0.00038731i,0.0010583+0.0011903i,0.00025058+0.00088831i,-0.00037319-0.00017548i,-0.00045291-0.00075397i,-0.0002437-0.00013432i,0.00025523-0.00043916i,0.00014897-0.0011221i,0.00059064-0.00045688i
0.0016302-0.00065138i,0.00098349+0.00010311i,0.001257-0.00060981i,0.0010701-0.0014239i,-0.00027644-0.001922i,-0.0016391-0.0015436i,-0.0021434-0.00010061i,-0.00095172+0.00012334i,0.0005041-0.00061108i,0.0011966-0.0012201i,3.0156e-05-0.0011262i,-0.0011043-0.00076957i,-0.00081125-7.0508e-05i,-0.00094794+0.0002111i,-0.0011196-0.00057279i,-0.00076186-0.0014729i,0.00036431-0.0014858i,0.0011576-0.00035359i,0.00044678-0.0002147i,-0.00012623-0.00062185i,-0.00034406-7.313e-05i,-0.00087754+0.00041229i,-0.00096922-0.00017415i
0.00090888-0.00078125i,0.0011473-0.0010475i,0.0015401-0.00099574i,0.0010436-0.00085996i,-5.6828e-05-0.00084788i,-0.0013182-0.00087441i,-0.0013024+2.2603e-05i,-0.001489+0.00039753i,-0.0012125-8.4905e-05i,0.00031939-0.00069795i,0.00010909-0.00083884i,-0.00058402-0.0010936i,0.000572-0.0006587i,0.0010162-0.00027219i,-0.00042894+0.00047041i,-0.00096818+0.0010719i,-0.00089474+0.00061639i,-0.00076532-0.00037026i,0.00015289-0.00014706i,0.00091371+0.00026936i,0.00079021-0.0001383i,6.8163e-06-0.00023869i,-0.00057895-0.00043679i
0.00021761+0.0016477i,0.0006313+0.0014828i,0.0016298+0.00043293i,0.00093626-3.2374e-05i,0.00046428-0.0008143i,-0.00010592-0.0011816i,-0.00097833-0.0012585i,-0.00075089-0.00074619i,-2.1717e-05-0.00025449i,0.00024695-0.0011512i,0.00019571-0.0010243i,0.00020198-0.00077701i,-0.00055371-0.00079061i,-0.00053284+3.0054e-05i,-2.9761e-05+6.3504e-05i,-0.00011486-8.584e-05i,-4.4867e-05+0.00024283i,-2.6127e-05+0.00037616i,-6.2032e-05+0.00028583i,-0.00020095+0.00021283i,-0.00036553+0.00026665i,-0.00025468+0.00059108i,-0.0008674+0.00074788i
-0.00072874-0.0010253i,-0.00044312-0.0017956i,-0.00018873-0.0020055i,-0.00032308-0.0013899i,-0.00016999-0.00081224i,-0.0010292-0.00043352i,-0.002049+3.1533e-05i,-0.0016784+0.00034419i,-0.0007808+0.00031353i,0.00027348-0.00024022i,0.0008804-0.00088277i,0.00015225-0.00028243i,-0.00048873+0.00028702i,9.4332e-05+0.00057421i,-5.4583e-05+0.00046322i,-0.00035559-0.00010916i,0.00037518+0.00019532i,0.00046724+0.00087948i,0.00049387+0.00078183i,0.00092431+0.0003658i,0.00067579+0.00039532i,0.00018949+1.8016e-05i,0.00077488-0.00075403i
-0.0002116-0.0015398i,-0.00093926-0.00019679i,-0.0018438-0.00061064i,-0.0016646-0.0014149i,-0.0011606-0.00051915i,-0.0016471-0.00033153i,-0.0016044-0.00013341i,-0.00077988+0.0012152i,-0.00060682+0.00080948i,-0.00054648-0.00061629i,-0.0006378-0.00083977i,-0.00086906-0.00023483i,-0.0014744-0.00023089i,-0.0016238-0.00020995i,-0.00088969+0.00037207i,-0.00082785+0.00049169i,-0.00062643-1.2807e-06i,1.9733e-05+0.00040465i,6.9768e-05+0.0011966i,0.00026869+0.00074837i,0.00046297-0.0001913i,0.00041827-0.000515i,-0.0003254-0.00014033i
-0.00069421-0.00042129i,-0.00066525+0.00021223i,0.0001414+0.00049223i,-3.7532e-05-0.00023675i,-0.00028866-0.00073404i,-0.00074524-0.00016035i,-0.0016541+0.00019071i,-0.0013367+0.00040872i,-2.2397e-05-6.2208e-05i,0.00079975-0.00054556i,0.00065306+7.6201e-05i,4.7607e-05+0.00054838i,-1.0818e-05-5.1467e-05i,-0.00013249-0.00079975i,-0.00043697-0.00046194i,-0.00020817+3.3617e-06i,-2.2806e-05+0.00036406i,0.00012968+0.00070782i,0.00054444+0.00041022i,0.00019926+0.00037614i,-0.00036297+0.00032966i,-0.00037726-0.00042024i,-0.0001957-0.0010497i
0.0016721-0.0017554i,0.0025698-0.0021752i,0.003359-0.0016008i,0.0025588-0.0010084i,0.00070337-0.00098149i,-0.001119-0.00044373i,-0.0018508+0.00012277i,-0.0007287-0.0002705i,0.00041232-0.00044395i,0.00044004-0.00011329i,0.00029115-8.8907e-05i,-0.00033274+0.00015037i,-0.00068501+0.00023677i,-0.00060406-0.00018324i,-0.00021982+0.00028505i,4.636e-05+0.00026697i,0.00055288+0.0006965i,2.6138e-05+0.0012695i,-0.00072778+0.00061474i,-0.00064593-0.0011236i,-0.00011203-0.0016481i,-7.979e-05-0.0008645i,-0.00024872-0.00052196i
0.00063817+0.00036571i,7.0472e-06+0.00016722i,-0.00052823-0.00018205i,-0.00015115-0.00068088i,-0.00073118-0.0010938i,-0.0011097-0.0016449i,-0.00057024-0.00090201i,-0.0012589+0.00048693i,-0.00083114+0.00066693i,-3.3462e-05+0.00032156i,-0.00021125-0.00053121i,-0.00025778-0.0010226i,-0.00059058-0.00022917i,-5.6704e-05-0.00035585i,0.00080954-0.0014068i,0.00085855-0.0012353i,0.00052716-0.0010053i,0.00026486-0.00040242i,-5.693e-05+0.00032708i,-0.00025117+0.00020477i,-0.00069354-0.00010051i,-0.0010433-0.00054898i,-0.00067213-0.00056037i
-0.0014603+0.00094469i,-0.0022+0.0015181i,-0.002384+0.0020696i,-0.0012299+0.0015275i,-8.6304e-05+0.00050025i,0.00032477-0.00064522i,-0.00084829-0.00063217i,-0.0018854+0.0001529i,-0.0011901+0.0004456i,-2.2766e-06+0.00022411i,0.00046035+9.0805e-05i,0.00019926-1.9151e-05i,0.00041134-8.7001e-05i,0.00090489+0.00068134i,0.00075643+0.0005979i,0.00034051+0.00017894i,-2.9267e-05+0.00068856i,-0.0010559+0.00085375i,-0.0011909+0.00057593i,-0.00062854-5.6143e-05i,-9.7296e-05-0.00041926i,6.7636e-05+3.72e-05i,0.00027176-6.9942e-05i
0.00053229-0.0011032i,0.00037874-0.00031075i,0.00062556-0.0012941i,0.00066033-0.001986i,-0.00017815-0.0014712i,-0.00098304-0.00092847i,-0.0015056-0.00033314i,-0.0012454+3.6879e-05i,-0.0008342-0.00029733i,-0.00093686-0.00054308i,-0.00094127-0.00065034i,-1.0979e-05-0.0010774i,-0.00029171-0.001173i,-0.00036708-0.00049801i,0.00043315-1.1891e-05i,0.00012806+0.00064122i,-0.0004941+0.00083264i,-0.00062243+0.00033478i,-0.00067967-6.8514e-05i,0.00013557-0.00015847i,0.0012556-0.00021863i,0.0012675-0.00063075i,0.0010332-0.00050408i
-0.0025151-0.00055789i,-0.0017291-7.0143e-05i,-0.0015025+0.0001196i,-0.00040921+0.00015403i,-0.00012192+0.00029033i,-0.00012329-9.7409e-05i,-0.00055788-0.00032338i,-0.001105+0.0002018i,-0.00090688+0.00075375i,-0.00023575+0.00029029i,0.00022385-0.00079139i,-0.00045126-0.00096426i,-0.0010881-0.0007835i,-0.00063546-0.00050826i,-0.00012383-0.00017001i,-0.00057992+0.00022879i,-0.00056729+0.0007149i,-0.0004002+0.0011157i,-0.00066146+0.00076165i,-0.00045781+0.00024339i,-0.00022329+0.00061294i,9.1094e-05+0.00067452i,-0.00013303+0.00015515i
8.1153e-05-0.0023266i,-0.00090779-0.00090871i,-0.0014261+0.00031659i,-0.0016351-0.00056518i,-0.00093938-0.0015567i,-0.00063499-0.0015391i,-0.00097234-0.0013021i,-0.0013656-0.00069004i,-0.00067326-0.00020834i,0.00069103-0.00035792i,0.00093325-0.00047125i,0.00029576+0.00017958i,-0.00042852+0.00030767i,-0.0010607+0.00020697i,-0.001088+0.00055065i,-0.00045611+0.00034084i,-2.5836e-05-0.00038303i,0.00025383-0.0010565i,-5.3498e-05-0.00071471i,-0.0004391-0.00035258i,2.62e-05-0.00056441i,0.00032226-0.00081384i,0.00034982-0.00091447i
-0.00010692-0.0017658i,0.00023762-0.0012134i,-0.0011344-0.00037388i,-0.0019027+0.00026183i,-0.0013019+0.00066744i,-0.0011861+0.00096691i,-0.0015236+0.00086555i,-0.0011706+0.00024104i,-0.00040365-0.0002174i,0.00019796+9.5295e-05i,-0.00025336+0.00026235i,-0.0011003+0.00024473i,-0.0011431+0.00012781i,-0.00057466-0.00050596i,-0.00049962-0.00038726i,2.2525e-05+0.00079488i,0.00076822+0.0012649i,0.00088635+0.00070441i,0.00050619+0.00049762i,-0.00075572+0.00020532i,-0.0008671+8.0655e-06i,-0.0001039+0.00030217i,0.0004787+0.00072148i
0.001363+0.00054124i,0.001296+0.0011066i,0.0021664+0.00045548i,0.0023765-0.00098867i,0.0019531-0.0019033i,0.00041869-0.0017072i,-0.0010663-0.00072399i,-0.0014549-2.6055e-05i,-0.0014329-0.00028341i,-0.00060882-0.00083821i,5.4273e-05+2.3207e-06i,0.00034855+0.0004549i,0.00019199+0.00023092i,-0.0006085-0.0003125i,-0.0012034-0.00067926i,-0.0011756-0.00043556i,-0.00038356-0.00045506i,8.0383e-05-9.8042e-05i,-0.00032282+0.00034373i,-0.00070125-0.00022068i,-0.00048228-0.00050932i,-0.00021631-0.00019299i,-0.00019283-6.0547e-05i
