0.0008624-0.00023659i,0.0014539-0.00076098i,-0.00038657-0.0010092i,-0.0011893-0.00047306i,-0.0014459+0.00021538i,-0.0012648-0.00045012i,0.00013126-0.0013569i,0.00061801-0.0012485i,0.00059683-0.00071018i,0.00089937-0.0010146i,0.00089829-0.0015719i,0.00050953-0.0015569i,-6.7656e-07-0.001043i,-0.00063121+3.9546e-05i,-0.00097076+0.00017954i,-0.00063127-0.00019275i,0.00015256-0.00029258i,0.00095654-0.00036543i,0.00064163-0.00029446i,6.1394e-05-0.00026973i,-9.2936e-05+1.9255e-05i,-0.00014283-0.0002731i,-0.00016376-0.00082004i
0.2351+0.14003i,0.41548+0.0388i,0.38185-0.14763i,0.1444-0.22461i,-0.0082578-0.16668i,-0.045331-0.11034i,-0.12937-0.026771i,-0.17746+0.10848i,-0.12828+0.15778i,-0.0675+0.10284i,-0.0086233+0.027767i,0.035235-0.043927i,0.041234-0.08822i,0.025234-0.078234i,0.010748-0.024739i,0.022485+0.026941i,0.044733+0.043224i,0.042332+0.035316i,0.020411+0.023938i,0.0056949+0.013883i,0.0062375+0.0011556i,0.010852-0.0094615i,0.014733-0.0090501i
-0.31016-0.055195i,-0.51732+0.097277i,-0.51155+0.22911i,-0.32073+0.16867i,-0.20347+0.05069i,-0.16477+0.054887i,-0.063282+0.071761i,0.029631+0.022602i,0.033132-0.0083338i,-0.0038598-0.012439i,-0.038799-0.0224i,-0.053249-0.039702i,-0.06545-0.057349i,-0.072817-0.043574i,-0.043477-0.011286i,-0.0060796+0.00076222i,0.0086162+0.00061584i,0.017807+0.0086084i,0.027535+0.010797i,0.023003+0.00038122i,0.0057325-0.0016418i,-0.0054184+0.0065902i,-0.005748+0.0066961i
0.38858-0.13417i,0.53738-0.42731i,0.46619-0.61446i,0.28441-0.48719i,0.23681-0.28142i,0.24259-0.24551i,0.14124-0.23123i,0.036778-0.1169i,0.025087-0.018972i,0.040205+0.0070773i,0.02917+0.011169i,-0.0046287+0.018496i,-0.041903+0.034842i,-0.044887+0.045948i,-0.0062633+0.030249i,0.028137+0.00064578i,0.040326-0.017097i,0.044123-0.024078i,0.031207-0.02543i,0.0061212-0.014155i,-0.0048493+0.0033513i,-0.0012784+0.013692i,-0.0033264+0.011864i
-0.26129+0.35366i,-0.26059+0.68892i,-0.074404+0.84126i,0.1206+0.6417i,0.10127+0.37216i,0.024777+0.28286i,0.068836+0.22097i,0.080479+0.081705i,0.0026277-0.002259i,-0.04071+0.0023569i,-0.031625+0.033545i,-0.012929+0.078425i,0.013914+0.10871i,0.028529+0.089294i,0.01426+0.043727i,-0.0049495+0.011889i,-0.0099348-0.0045712i,-0.0043401-0.017015i,0.0053079-0.018631i,0.011907-0.01417i,0.0071574-0.01833i,-0.0075391-0.022711i,-0.018153-0.013766i
0.11603-0.40923i,0.040393-0.72659i,-0.15696-0.79881i,-0.29297-0.50283i,-0.21353-0.20959i,-0.090463-0.14545i,-0.079567-0.10447i,-0.046482-0.026316i,0.031754-0.017422i,0.057289-0.040709i,0.050231-0.048264i,0.05511-0.055135i,0.063267-0.058257i,0.050991-0.042903i,0.024788-0.014971i,0.010636+0.001745i,-0.00029467-0.0046961i,-0.023768-0.019667i,-0.037885-0.023571i,-0.030658-0.015316i,-0.022056+0.00062121i,-0.013908+0.02086i,0.0013517+0.031007i
0.039171+0.48245i,0.21193+0.80216i,0.38823+0.84623i,0.37084+0.54658i,0.15957+0.29274i,-0.030131+0.2668i,-0.069121+0.25412i,-0.049041+0.17912i,-0.042096+0.11056i,-0.03526+0.05865i,-0.024831+0.0078231i,-0.025357-0.041752i,-0.032897-0.06538i,-0.024405-0.049705i,-0.0050301-0.022575i,0.0052828-0.0099296i,0.0014609+0.0033144i,-0.0038244+0.02597i,0.00049264+0.038863i,0.0082349+0.038066i,0.017049+0.030901i,0.029715+0.018255i,0.039632+0.0033878i
-0.28751-0.42179i,-0.54293-0.67814i,-0.66886-0.72973i,-0.4963-0.53098i,-0.16875-0.36688i,0.036394-0.34366i,0.079026-0.2874i,0.093756-0.18014i,0.10329-0.11575i,0.071956-0.087982i,0.025689-0.060255i,-0.01302-0.035719i,-0.035467-0.018302i,-0.027511-0.011982i,-0.013477-0.023706i,-0.022681-0.037157i,-0.029964-0.03337i,-0.015469-0.023001i,0.0017245-0.01957i,0.0097638-0.01678i,0.013825-0.0080569i,0.012909-0.0035708i,0.0019428-0.0086159i
0.36993+0.25035i,0.6623+0.42938i,0.80159+0.46818i,0.60545+0.31973i,0.25223+0.21324i,0.04774+0.18036i,-0.0090579+0.067319i,-0.071362-0.02927i,-0.10898-0.0061957i,-0.069334+0.03979i,-0.021503+0.045612i,-0.0033274+0.050921i,0.0015064+0.060754i,-0.002806+0.051304i,-0.0097583+0.040129i,-0.013141+0.048426i,-0.0078974+0.062912i,0.0063728+0.060793i,0.013353+0.037692i,0.0048904+0.008163i,-0.0028602-0.012886i,-0.0037383-0.022833i,-0.0080872-0.019419i
-0.43013-0.13826i,-0.76009-0.24339i,-0.88748-0.25951i,-0.62419-0.16477i,-0.20623-0.13931i,0.036822-0.18658i,0.076512-0.14195i,0.046715-0.067119i,0.0016722-0.052422i,-0.028121-0.051224i,-0.020356-0.037585i,0.0011881-0.025736i,0.01645-0.0094061i,0.021066+0.0056328i,0.023089+0.0078046i,0.034715+0.0010513i,0.044083-0.018339i,0.035267-0.043797i,0.015261-0.052139i,4.8248e-05-0.043034i,-0.014762-0.03083i,-0.032419-0.017342i,-0.034584-0.0015235i
0.45338-0.095752i,0.76083-0.1006i,0.83165-0.091026i,0.48592-0.07994i,0.030495+0.015272i,-0.1772+0.15924i,-0.18002+0.17123i,-0.14037+0.096825i,-0.076029+0.068202i,-0.012137+0.051849i,-0.0018462+0.010326i,-0.014047-0.024379i,-0.013738-0.035354i,-0.010472-0.022579i,-0.0038181-0.00023544i,0.0068671+0.0089448i,-0.00049421+0.011708i,-0.02218+0.019827i,-0.029787+0.021701i,-0.023263+0.015189i,-0.011804+0.014764i,0.0074164+0.022047i,0.02633+0.02255i
-0.28542+0.22817i,-0.54943+0.28866i,-0.66072+0.26092i,-0.42473+0.15683i,-0.082183+0.00082317i,0.054609-0.11206i,0.023644-0.054505i,3.8173e-05+0.054631i,0.0055005+0.043642i,-0.004973-0.014986i,-0.010902-0.024799i,-0.018954-0.01586i,-0.030154-0.0090415i,-0.013806-0.005973i,0.0039693-0.021862i,0.00047926-0.043941i,0.0047656-0.046975i,0.019047-0.033675i,0.021783-0.013234i,0.019899+0.0080886i,0.021716+0.0115i,0.014987-0.0080382i,0.00034665-0.026573i
0.17503-0.24218i,0.40433-0.34214i,0.54359-0.32841i,0.39271-0.22598i,0.074633-0.090146i,-0.12249+0.027296i,-0.11312+0.044873i,-0.033084+0.015261i,0.0088353+0.032086i,0.022307+0.053621i,0.018973+0.044571i,0.014619+0.04092i,0.021832+0.029229i,0.012355+0.0010498i,-0.02035-0.0022322i,-0.048284+0.019929i,-0.055014+0.030791i,-0.040973+0.023638i,-0.020149+0.011905i,-0.0099756+0.0017479i,-0.012912+0.00037798i,-0.018846+0.011684i,-0.019816+0.024415i
-0.032443+0.29634i,-0.2054+0.44311i,-0.36399+0.46879i,-0.28195+0.36123i,-0.029079+0.15851i,0.12165-0.05594i,0.095471-0.11734i,0.033998-0.038902i,0.021726+0.0072027i,0.011748-0.0055771i,-0.0049232-0.013432i,-0.0044743-0.016658i,-0.0050038-0.018459i,-0.0083003-0.0088996i,0.0058112+0.0016029i,0.02719+0.0055478i,0.035779+0.0092387i,0.031371+0.0098921i,0.017985+0.0074698i,0.002491+0.011405i,-0.0035614+0.018354i,0.00034799+0.017293i,0.0043726+0.0097098i
-0.11865-0.19717i,-0.029319-0.35656i,0.11086-0.39174i,0.14187-0.23917i,0.050942-0.024065i,-0.030112+0.14349i,0.004426+0.17581i,0.065348+0.066333i,0.033396-0.023846i,-0.017773-0.014479i,-0.023529+0.0071269i,-0.018727+0.0059016i,-0.014194+0.0071093i,-0.010942+0.011644i,-0.0086348+0.013898i,0.0013828+0.0074851i,0.004332-0.0087205i,-0.0030946-0.021812i,-0.0015609-0.025042i,0.0087732-0.025998i,0.013054-0.022711i,0.01455-0.0096313i,0.018308+0.0059282i
0.14399+0.091756i,0.14309+0.19493i,0.026014+0.16496i,-0.1131+0.028415i,-0.097603-0.039051i,0.038866-0.066706i,0.075901-0.097863i,0.015798-0.068387i,0.01307-0.019178i,0.040776-0.022403i,0.032579-0.047539i,0.0076008-0.054101i,-0.01172-0.037823i,-0.0066613-0.011685i,0.017313-0.0073337i,0.024418-0.025637i,0.0078808-0.027787i,-0.0069598-0.0070109i,-0.0079262+0.007497i,-0.0020077+0.005355i,0.0045396-0.0039192i,0.01019-0.01673i,0.010759-0.030234i
-0.17905-0.024307i,-0.19669-0.083772i,-0.04791-0.075796i,0.12106+0.0082446i,0.093995+0.093346i,-0.047445+0.17134i,-0.091335+0.18761i,-0.047019+0.096163i,-0.0387-0.0092084i,-0.049383-0.025167i,-0.023252+0.014451i,0.0063113+0.035179i,0.010327+0.034431i,0.0034195+0.024693i,-0.016682+0.014612i,-0.037025+0.020167i,-0.028433+0.025131i,-0.0027205+0.015251i,0.014305+0.0047078i,0.017912-0.0024343i,0.011221-0.010548i,-0.0037676-0.01306i,-0.015919-0.0026068i
0.13681-0.097099i,0.21949-0.048406i,0.17509-0.037611i,0.012017-0.14087i,-0.075867-0.24743i,-0.014685-0.27888i,0.042378-0.26545i,0.0039698-0.17214i,-0.0082086-0.028342i,0.042791+0.021342i,0.06062-0.016151i,0.042248-0.044451i,0.027865-0.045779i,0.020046-0.029262i,0.024305-0.0081002i,0.030511+0.0041077i,0.022648+0.010317i,0.0046733+0.010408i,-0.012249+0.0062752i,-0.020962+0.0066185i,-0.022903+0.013076i,-0.01794+0.018942i,-0.011296+0.014766i
-0.075565+0.10961i,-0.2328+0.17191i,-0.27604+0.28665i,-0.10847+0.38598i,0.04369+0.33112i,-0.0034975+0.17704i,-0.10202+0.10846i,-0.092432+0.093436i,-0.050231+0.036787i,-0.057918-0.0011108i,-0.074097+0.013335i,-0.066601+0.030024i,-0.047709+0.028515i,-0.033294+0.015147i,-0.034189+0.0030082i,-0.033621+0.0066573i,-0.015787+0.016082i,0.003882+0.018199i,0.0078128+0.014259i,0.0011892+0.013045i,0.0033024+0.016493i,0.01413+0.014786i,0.018381+0.010817i
0.04898-0.14187i,0.13727-0.27259i,0.14276-0.38676i,0.060774-0.43465i,0.034303-0.39315i,0.10621-0.28126i,0.16267-0.16729i,0.12407-0.092442i,0.050014-0.037956i,0.030719-0.01147i,0.039874-0.028796i,0.029522-0.044321i,0.019489-0.032286i,0.021274-0.011773i,0.03343-0.0013083i,0.04129-0.01432i,0.029735-0.03318i,0.012726-0.039521i,0.0036153-0.035332i,0.00077479-0.026822i,-0.0036245-0.018813i,-0.0094911-0.012329i,-0.0098104-0.010748i
0.045371+0.10677i,-0.042345+0.18384i,-0.15498+0.23963i,-0.17463+0.31116i,-0.1094+0.34158i,-0.094853+0.24563i,-0.16093+0.13169i,-0.16163+0.1026i,-0.085444+0.084567i,-0.059615+0.036486i,-0.073345+0.011972i,-0.064969+0.015772i,-0.039581+0.017452i,-0.021735-0.00043767i,-0.028486-0.023067i,-0.046731-0.024108i,-0.05163-0.0075636i,-0.039433+0.0084892i,-0.018735+0.011309i,-0.0052755+0.0059485i,0.0016863+0.0046805i,0.0092985+0.0061212i,0.013057+0.0074022i
-0.013601-0.026058i,0.11975-0.16244i,0.28766-0.31233i,0.30468-0.39092i,0.14978-0.32529i,0.02927-0.12508i,0.051627+0.025821i,0.082767+0.02759i,0.060139-0.008094i,0.056693-0.0010441i,0.075436+0.009813i,0.074766+0.0029689i,0.050772-0.00055597i,0.030705+0.013281i,0.036847+0.033986i,0.056116+0.035591i,0.061753+0.013489i,0.050679-0.008374i,0.036801-0.013391i,0.028252-0.012572i,0.017721-0.01816i,0.0012492-0.02024i,-0.0093072-0.015924i
0.01297+0.079639i,0.00198+0.22782i,-0.086301+0.31059i,-0.21819+0.27217i,-0.27692+0.1938i,-0.23774+0.083815i,-0.18647-0.021466i,-0.13896-0.024502i,-0.077091+0.028958i,-0.042271+0.033869i,-0.047313+0.0098378i,-0.054955+0.00092866i,-0.042158-0.003558i,-0.023111-0.015157i,-0.01992-0.030786i,-0.031805-0.033344i,-0.041117-0.01539i,-0.040093+0.00060924i,-0.034801+0.0034876i,-0.029391+0.0066688i,-0.019244+0.012941i,-0.0043782+0.016148i,0.0044693+0.014933i
-0.072728+0.013586i,-0.089363+0.009596i,0.059958+0.046947i,0.28551+0.046095i,0.31782-0.029613i,0.18808-0.018145i,0.13355+0.075087i,0.14039+0.057974i,0.097989-0.031341i,0.050614-0.045694i,0.041115-0.014022i,0.039168+0.0014308i,0.021622+0.0060587i,0.00042138+0.024401i,-0.0013658+0.052038i,0.016862+0.063133i,0.037824+0.051073i,0.042996+0.032094i,0.030195+0.020718i,0.018055+0.015431i,0.012633+0.007709i,0.0065036-0.0028897i,0.0012437-0.0080128i
-0.034815-0.05745i,-0.080825-0.072478i,-0.25787-0.079391i,-0.40763-0.049566i,-0.2871-0.0084906i,-0.049458-0.044091i,0.039815-0.11622i,0.0043611-0.094194i,-0.024609-0.026456i,-0.032296-0.012712i,-0.039073-0.027618i,-0.035983-0.037307i,-0.022354-0.039047i,-0.009834-0.043724i,-0.010214-0.057292i,-0.027671-0.065459i,-0.050586-0.055442i,-0.057354-0.034899i,-0.042653-0.017977i,-0.025971-0.0082435i,-0.018394+0.0027889i,-0.012997+0.014967i,-0.0072401+0.019817i
-0.0080433-0.027971i,-0.04451-2.4689e-05i,0.015051+0.084304i,0.16698+0.22194i,0.24033+0.29563i,0.16586+0.24964i,0.060148+0.19132i,0.024749+0.12038i,0.02266+0.034157i,0.015294-0.0036365i,0.020706-0.0010007i,0.0233+0.0088622i,0.0092869+0.018817i,-0.0059955+0.028406i,-0.011437+0.042154i,-0.0021044+0.05506i,0.012399+0.057173i,0.0207+0.04894i,0.022715+0.034162i,0.023194+0.016315i,0.024248-0.0011004i,0.022397-0.012311i,0.016142-0.014399i
0.048013-0.073112i,0.092276-0.23335i,0.037901-0.44997i,-0.15467-0.57281i,-0.26603-0.45017i,-0.15087-0.2425i,-0.038632-0.17062i,-0.049049-0.11861i,-0.047641-0.026975i,-0.014092+0.012161i,-0.0092216+0.0088651i,-0.012875-0.0049764i,-0.0058128-0.017744i,0.01075-0.023266i,0.026517-0.039952i,0.024597-0.063324i,0.010632-0.073006i,0.00054344-0.065386i,-0.0025545-0.051089i,-0.0062875-0.039255i,-0.016933-0.027601i,-0.027344-0.013426i,-0.028186-2.4105e-05i
0.051522+0.072674i,0.091341+0.22921i,0.17066+0.43086i,0.25894+0.48706i,0.19605+0.30668i,-0.0063075+0.11732i,-0.11056+0.067686i,-0.086065+0.045387i,-0.055885+0.01502i,-0.032692+0.0097797i,-0.005387+0.0092756i,0.0013304+0.017614i,0.0016482+0.033832i,0.0014447+0.040444i,-0.0075415+0.050234i,-0.010218+0.066417i,-0.0016148+0.068731i,0.0044414+0.052216i,0.0035718+0.028396i,0.0029541+0.013587i,0.0098144+0.010615i,0.021889+0.0093124i,0.027572+0.0026584i
0.024318+0.0022237i,0.049006-0.11396i,0.08322-0.34904i,0.066891-0.57668i,0.029606-0.58054i,0.031665-0.39975i,0.047648-0.22445i,0.035937-0.10399i,0.020163-0.022313i,0.017777+0.0042929i,0.0073191-0.0066553i,-0.0040342-0.02165i,-0.0053911-0.027475i,0.0028343-0.023055i,0.019207-0.023656i,0.031781-0.034103i,0.03603-0.040239i,0.033319-0.038431i,0.020864-0.028226i,0.0057859-0.01217i,-0.0043921-0.00093678i,-0.0086407+0.0025647i,-0.0090021+0.0031539i
-0.031975+0.085182i,-0.098031+0.28303i,-0.14673+0.61917i,-0.058692+0.82468i,0.045984+0.63759i,0.011518+0.29297i,-0.047812+0.13025i,-0.018232+0.082066i,0.0082162+0.021751i,-0.0010159-0.010395i,0.0012118-0.010574i,0.0043632+0.00072324i,0.002216+0.013126i,-0.0050225+0.013671i,-0.026596+0.017281i,-0.045467+0.031892i,-0.048621+0.041493i,-0.037642+0.041303i,-0.018157+0.034686i,-0.0022547+0.02571i,0.0098807+0.019317i,0.020218+0.013598i,0.023689+0.0070862i
-0.032313-0.057026i,-0.046259-0.25788i,-0.093323-0.54427i,-0.15322-0.59765i,-0.104-0.31942i,0.026829-0.043838i,0.0717+0.031799i,0.032394+0.041992i,0.022668+0.04509i,0.032319+0.016195i,0.021811-0.014835i,0.0099404-0.033338i,0.0020432-0.037521i,0.0029179-0.028341i,0.021841-0.02549i,0.040238-0.034775i,0.043414-0.037491i,0.032341-0.028083i,0.014093-0.014482i,0.0016154-0.0042918i,-0.0077587-0.0049848i,-0.020231-0.0092357i,-0.026009-0.0036771i
-0.042863+0.030146i,-0.067444+0.15231i,-0.12828+0.35963i,-0.21084+0.49275i,-0.24473+0.4318i,-0.19396+0.26913i,-0.10693+0.13682i,-0.039612+0.048415i,-0.0090616-0.002663i,-0.012835-0.014298i,-0.022417+0.0050412i,-0.018292+0.027194i,-0.007586+0.026461i,-0.0046247+0.010398i,-0.020469-0.0033207i,-0.045288-0.0083639i,-0.060712-0.0081458i,-0.056307-0.0075004i,-0.037196-0.0085705i,-0.019063-0.0094125i,-0.0082146-0.0046899i,-0.0020522+0.003876i,0.0019522+0.0055134i
0.027177-0.079943i,0.1101-0.26218i,0.20867-0.57213i,0.18848-0.74219i,0.066189-0.54345i,0.012463-0.20405i,0.018353-0.048602i,-0.012219-0.031716i,-0.04361-0.012837i,-0.027745+0.0015962i,-0.0027281-0.016731i,0.0019544-0.041899i,-0.0059789-0.040136i,-0.004566-0.013998i,0.019138+0.0091439i,0.048628+0.016807i,0.05866+0.014578i,0.042907+0.0069261i,0.017187-0.0015865i,0.0010112-0.0071794i,-0.0033209-0.0098064i,-0.0024163-0.010743i,-0.001995-0.010173i
-0.0086081+0.05407i,0.003014+0.25592i,0.074948+0.53321i,0.17541+0.55039i,0.17966+0.23699i,0.070533-0.026056i,0.016001-0.068079i,0.038339-0.044437i,0.035613-0.027661i,0.0020653-0.001698i,-0.024136+0.025766i,-0.026019+0.045133i,-0.012359+0.039001i,-0.014959+0.014773i,-0.035703-0.0014501i,-0.053009-0.0057091i,-0.053136-0.0047093i,-0.031716-0.0034272i,-0.004338-0.0057954i,0.0090386-0.0076675i,0.009679-0.0053155i,0.00535-0.0021007i,0.00099637-0.0021289i
0.032939-0.056319i,0.036556-0.1619i,0.041791-0.29973i,0.093373-0.31791i,0.15809-0.19315i,0.1435-0.096487i,0.052977-0.047538i,-0.010742-0.0078294i,-0.019118+0.00041339i,-0.00030234-0.0031743i,0.032347-0.012688i,0.039375-0.030548i,0.016307-0.01986i,0.0079175+0.015414i,0.022676+0.042331i,0.041688+0.053419i,0.049377+0.049448i,0.039165+0.03643i,0.021291+0.024983i,0.0091629+0.017872i,0.0053438+0.014092i,0.0061023+0.012722i,0.008098+0.01356i
-0.025936+0.07617i,-0.10578+0.24364i,-0.16309+0.50617i,-0.12355+0.61166i,-0.027087+0.41446i,0.033533+0.15166i,0.039246+0.039535i,0.032017+0.036853i,0.027679+0.042787i,0.011112+0.034887i,-0.013908+0.037095i,-0.02219+0.045791i,-0.0091925+0.032829i,0.00068505-0.0034321i,-0.0075357-0.038111i,-0.026671-0.055074i,-0.036329-0.050262i,-0.024754-0.029656i,-0.0039271-0.010582i,0.0086905-0.0020235i,0.0098112+0.0013015i,0.0048868+0.0037308i,0.0018706+0.0038528i
0.035744-0.085898i,0.0058123-0.31601i,-0.14936-0.59145i,-0.33099-0.596i,-0.33554-0.30661i,-0.19637-0.075325i,-0.10802-0.028403i,-0.088953-0.022746i,-0.052624-0.0087332i,-0.0035331-0.017526i,0.023275-0.038168i,0.022992-0.047365i,0.0083955-0.029795i,0.0048156+0.0038442i,0.01497+0.028274i,0.025907+0.03642i,0.028059+0.029556i,0.011884+0.014007i,-0.011853+0.0047696i,-0.021523+0.0037981i,-0.014985+0.0032929i,-0.0015419+0.00036968i,0.0067839-0.0031614i
0.0022373+0.10667i,0.057465+0.23767i,0.1671+0.32307i,0.19221+0.23463i,0.070421+0.077045i,-0.021792+0.022983i,-0.0036494+0.020682i,0.0079999+0.00053334i,-0.016107-0.0019371i,-0.028146+0.0087352i,-0.034694+0.0091894i,-0.035818+0.0047963i,-0.020424-0.0058276i,-0.0040777-0.023479i,0.0020387-0.042099i,8.8769e-05-0.056341i,-0.0041451-0.053712i,-0.0020193-0.0366i,0.0032063-0.022816i,0.0030745-0.014067i,-0.001232-0.0091357i,-0.0088789-0.011341i,-0.016246-0.012392i
-0.0071893-0.081561i,0.0081734-0.26067i,0.0095696-0.45372i,0.0055345-0.48711i,-0.0086239-0.34177i,-0.037328-0.15922i,-0.04-0.058698i,-0.010594-0.033307i,0.012694-0.024721i,0.029748-0.025851i,0.039967-0.04407i,0.031884-0.046904i,0.015477-0.025096i,-0.0035626+0.0052781i,-0.017222+0.034748i,-0.015379+0.049978i,-0.0069697+0.042837i,-0.0048845+0.020488i,-0.0093109+0.0017424i,-0.012406-0.0032199i,-0.011787+0.0011317i,-0.0065667+0.0094775i,0.00015025+0.012802i
0.00017157+0.11862i,0.090552+0.36315i,0.24971+0.62655i,0.35901+0.66865i,0.3139+0.45486i,0.16655+0.21311i,0.062092+0.099544i,0.032086+0.053262i,0.013322+0.01036i,-0.017725+0.002717i,-0.030027+0.022454i,-0.018354+0.024995i,-0.0029908+0.0089262i,0.010613-0.0096139i,0.018741-0.02266i,0.015744-0.024856i,0.009749-0.016393i,0.010269-0.0018725i,0.017199+0.0068015i,0.021726+0.0055166i,0.019025+0.001187i,0.0113-0.00069968i,0.0033182+0.0025632i
-0.078048-0.10366i,-0.21046-0.24076i,-0.36837-0.33785i,-0.39058-0.27106i,-0.23695-0.11156i,-0.082406-0.017751i,-0.031734+0.024781i,-0.0086951+0.055186i,0.017273+0.051552i,0.028382+0.024654i,0.028827+0.0066369i,0.019759+0.0068042i,0.006304+0.010461i,-0.01006+0.0082603i,-0.026574+0.0091625i,-0.03264+0.01498i,-0.028669+0.0166i,-0.019832+0.011025i,-0.012386+0.003853i,-0.0069162-0.0014799i,-0.002325-0.0045104i,0.0023824-0.0047102i,0.0089127-0.0043078i
0.032231+0.057636i,0.082069+0.2064i,0.1117+0.35357i,0.047162+0.35807i,-0.033311+0.23597i,-0.020083+0.10215i,0.0024949+0.0061825i,-0.020398-0.023115i,-0.02906-0.013213i,-0.037325-0.0040585i,-0.051387+0.012941i,-0.044968+0.01873i,-0.029794+0.0085761i,-0.0056489+0.0058459i,0.023064+0.002437i,0.035348-0.0056343i,0.030694-0.0068504i,0.019578-0.00054922i,0.011141+0.0057756i,0.0071076+0.0079671i,0.0041303+0.0065347i,-0.00051584+0.00092324i,-0.0082955-0.0053549i
-0.028046-0.1173i,-0.14542-0.33507i,-0.26614-0.58008i,-0.25334-0.66312i,-0.13533-0.51581i,-0.066587-0.27028i,-0.044475-0.084529i,-0.025059-0.013088i,-0.017536+0.0020482i,0.0033191+0.0058872i,0.024223-0.0025061i,0.021652-0.0060158i,0.0089147+0.0012017i,-0.0070524+0.0031731i,-0.020376-0.00042306i,-0.023024-0.0043506i,-0.016461-0.010043i,-0.0096182-0.014436i,-0.0091628-0.012976i,-0.010737-0.0077616i,-0.0098164-0.0013625i,-0.0061222+0.0063631i,0.00094116+0.010162i
0.1051+0.078957i,0.28466+0.20861i,0.47185+0.30518i,0.46061+0.26865i,0.27153+0.15203i,0.14238+0.039027i,0.10093-0.05185i,0.048158-0.083336i,0.0048173-0.056514i,-0.0064435-0.034666i,-0.011311-0.03633i,-0.015319-0.038007i,-0.012972-0.025031i,-0.00081012-0.001524i,0.015337+0.014734i,0.024169+0.018205i,0.024163+0.017693i,0.018787+0.01449i,0.011083+0.0084482i,0.0055149+0.0056688i,0.0054179+0.0069637i,0.0093735+0.008686i,0.0087137+0.0074615i
-0.037843-0.051096i,-0.15961-0.14962i,-0.21838-0.18445i,-0.074512-0.13165i,0.075982-0.084518i,0.040157-0.047524i,-0.03281+0.010582i,-0.024084+0.031384i,-0.003381+0.012311i,0.0072182+0.013631i,0.027843+0.023126i,0.039797+0.01976i,0.0352+0.010591i,0.01783-0.002349i,-0.0042856-0.012624i,-0.017214-0.015223i,-0.018302-0.012111i,-0.010081-0.0079453i,-0.0014934-0.0081475i,-0.00053175-0.011341i,-0.0033324-0.014538i,-0.0053248-0.014741i,-0.0016035-0.0070063i
0.06238+0.12781i,0.21324+0.26172i,0.25107+0.39424i,0.067276+0.47015i,-0.094704+0.42274i,-0.06727+0.26066i,-5.4809e-05+0.10204i,0.006113+0.042917i,0.00036668+0.042261i,0.0049142+0.024358i,0.0016525-0.0088126i,-0.0099705-0.027102i,-0.013469-0.022768i,-0.0046576-0.0080569i,0.0038775+0.0025893i,0.0054626+0.0089254i,0.0023698+0.01251i,-0.0032721+0.010551i,-0.005805+0.0050345i,-0.0047039+0.0018585i,-0.0040854+0.0015804i,-0.0043647-0.00098022i,-0.0065009-0.0061655i
-0.13758-0.071208i,-0.35149-0.12794i,-0.49485-0.18561i,-0.41322-0.21919i,-0.23483-0.18216i,-0.14207-0.10052i,-0.10761-0.021714i,-0.052883+0.016103i,-0.003639+0.0139i,0.001228+0.014337i,-0.0083045+0.034096i,-0.0006033+0.047577i,0.0093984+0.03455i,0.0092265+0.011715i,0.0049975-0.0047757i,-0.0012543-0.01691i,-0.0072083-0.023868i,-0.0068328-0.019512i,-0.0018507-0.0082451i,0.0034224-0.0012368i,0.0045753-0.0023376i,-0.00074329-0.0039538i,-0.006082-0.00079442i
0.089893+0.059979i,0.2534+0.031142i,0.30486-0.049465i,0.13445-0.11302i,-0.050755-0.10644i,-0.066028-0.036262i,-0.016837+0.012857i,-0.013264+0.020472i,-0.019801+0.018462i,-0.0054208-0.00048437i,0.0010518-0.031713i,-0.010783-0.04688i,-0.018728-0.036738i,-0.012931-0.017539i,-0.0010323-0.0026309i,0.0077643+0.0062152i,0.0083293+0.0098777i,0.0035031+0.0081154i,-0.00031817+0.0036931i,-0.00073086+0.0032628i,0.0042103+0.0084216i,0.012424+0.011441i,0.014775+0.0067919i
-0.16479-0.093055i,-0.28774-0.076762i,-0.227-0.079555i,0.041657-0.14056i,0.23335-0.17259i,0.19234-0.13688i,0.10014-0.077925i,0.072842-0.045988i,0.056447-0.044767i,0.01981-0.035784i,-0.0075792-0.0065198i,-0.009064+0.019149i,-0.0019686+0.023838i,0.00028671+0.01585i,-0.00024438+0.007694i,0.0015075+0.0015077i,0.0067889-0.0025614i,0.010519-0.0011397i,0.010483+0.0032072i,0.0088759+0.0035229i,0.0054576-0.00095508i,0.0015422-0.0038818i,0.00063619-3.1905e-05i
0.21405-0.0073904i,0.37287-0.062196i,0.41949-0.041166i,0.29992+0.065005i,0.14751+0.11461i,0.060589+0.068702i,-2.971e-05+0.01624i,-0.04357-0.0051696i,-0.05072-0.0099445i,-0.028822-0.0098083i,-0.003929-0.019975i,0.0017986-0.031941i,-0.0047156-0.026296i,-0.0069402-0.012451i,-0.0062765-0.0013245i,-0.0041686+0.0098822i,-0.00035098+0.017228i,0.0012414+0.011916i,-0.002508+0.0012017i,-0.0085508-0.0017192i,-0.010147+0.0022461i,-0.0070258+0.0057417i,-0.0029477+0.005107i
