-0.000584+8.7232e-05i,-8.2641e-05-0.0018019i,-0.0019849-0.0017409i,-0.0025928-0.0011401i,-0.0022166-0.00024341i,-0.0021293+0.00083918i,-0.0017477+0.00090522i,-0.0011794+0.00071524i,-0.00024777+0.00069443i,0.00091679+0.00057119i,0.0010127-0.00024687i,0.00038112-0.00074198i,0.00010739-0.0012001i,-0.00014437-0.0014121i,-0.00021352-0.0010322i,-0.00013844-0.00037102i,-0.00058886+0.00022962i,-0.00017712-0.00019797i,0.00045825-0.00088534i,0.00027894-0.0014137i,8.4026e-05-0.00076495i,-0.00038561+0.00026871i,2.7419e-05+0.0003916i
0.094183+0.051749i,0.1087+0.08555i,0.030553+0.040238i,-0.066589-0.042933i,-0.084992-0.061602i,-0.037978-0.0035744i,0.0020979+0.073043i,0.014879+0.098752i,-0.00271+0.073065i,-0.01837+0.057001i,-0.010004+0.047503i,-0.015142+0.034214i,-0.026088+0.030401i,-0.019552+0.020186i,-0.010308+0.0045217i,-0.0032432-0.001953i,0.0057551-0.0017277i,0.014472-0.0021962i,0.015603-0.0052329i,0.0077791-0.00233i,-0.00062723+0.0016419i,-0.0077445-0.0026768i,-0.017055-0.0073195i
0.008947+0.18998i,0.040694+0.37876i,0.13497+0.47271i,0.201+0.37756i,0.14611+0.22766i,0.06403+0.17021i,0.075068+0.15721i,0.11245+0.1146i,0.10055+0.051173i,0.048077+0.0090237i,-0.0059891+0.0063106i,-0.037802+0.0093127i,-0.043976+0.0014992i,-0.028629-0.0050988i,-0.014111-0.0080272i,-0.012727-0.0097031i,-0.014868-0.01212i,-0.011836-0.011769i,-0.0028621-0.0053547i,0.0032691-0.00012074i,0.0061784-0.0013651i,0.00983-0.0077642i,0.0068404-0.018392i
-0.10377-0.052761i,-0.15229-0.10915i,-0.098764-0.1255i,-0.010542-0.12829i,0.012992-0.14486i,-0.027246-0.13619i,-0.10167-0.080136i,-0.13917-0.0081816i,-0.10373+0.025784i,-0.053687+0.0099567i,-0.021577-0.015216i,0.00741-0.034324i,0.022728-0.042831i,0.021165-0.030319i,0.018154-0.011161i,0.019571+0.0020862i,0.020522+0.0089767i,0.018137+0.013058i,0.012951+0.013738i,0.0036304+0.0096577i,-0.0043362+0.0097476i,-0.0020551+0.015764i,0.0095335+0.016333i
-0.024465-0.17374i,-0.04894-0.30235i,-0.10318-0.24998i,-0.14365-0.03815i,-0.1553+0.090385i,-0.16209+0.093254i,-0.15675+0.077358i,-0.12153+0.062525i,-0.06534+0.039204i,-0.018352+0.0068646i,0.003802-0.012595i,0.026214-0.011333i,0.045138-0.015601i,0.037259-0.021338i,0.019905-0.018505i,0.01029-0.016204i,0.0051174-0.016646i,-0.0021383-0.014535i,-0.0073513-0.0061284i,-0.0032724+0.0015702i,0.0027124+0.004082i,0.005806+0.006968i,0.010409+0.013079i
0.14313+0.025327i,0.19672+0.026609i,0.13495-0.0531i,0.063932-0.14i,0.078553-0.13213i,0.074199-0.11635i,-0.00755-0.13904i,-0.083835-0.14241i,-0.09381-0.1052i,-0.056361-0.050098i,-0.019475+0.0013063i,8.7399e-06+0.044368i,0.012833+0.05957i,0.017128+0.042078i,0.0076429+0.0223i,-0.005233+0.017996i,-0.010684+0.021883i,-0.0077416+0.019697i,-0.0037076+0.0087413i,-0.0043178-0.0042711i,-0.013278-0.015133i,-0.028577-0.016894i,-0.036715-0.006251i
0.032391+0.23343i,0.00084628+0.41043i,-0.077095+0.44122i,-0.1559+0.2804i,-0.17346+0.085307i,-0.12063-0.028057i,-0.060744-0.077396i,-0.020289-0.075534i,0.01136-0.043899i,0.020003-0.022108i,-0.0044683-0.012688i,-0.038523+0.0025262i,-0.042368+0.023938i,-0.016749+0.031775i,0.0042919+0.018156i,0.0088352+0.0030433i,0.010302+0.00047699i,0.016636+0.00076235i,0.018237-0.00024735i,0.012254+0.0055873i,0.0095793+0.01274i,0.0068084+0.010001i,-0.0046705+0.00024504i
-0.1398-0.023209i,-0.11508-0.066634i,0.098954-0.055872i,0.31787-0.0051169i,0.36641-0.0071232i,0.31373-0.056754i,0.24948-0.12162i,0.16858-0.14644i,0.083894-0.10088i,0.030335-0.038689i,0.0016949-0.013108i,-0.021572-0.020129i,-0.037891-0.019596i,-0.037053-0.00089218i,-0.024834+0.008262i,-0.016144+0.0040535i,-0.014786+0.003061i,-0.011437+0.0091516i,-0.00096761+0.013662i,0.010818+0.009232i,0.016031-0.0027043i,0.015137-0.014948i,0.0093316-0.020754i
-0.11968-0.32039i,-0.19856-0.62915i,-0.2421-0.80185i,-0.22932-0.68688i,-0.17342-0.39979i,-0.087442-0.1739i,-0.0020942-0.06843i,0.034717-0.017592i,0.029785+0.02535i,0.036941+0.043523i,0.058321+0.015061i,0.060118-0.02625i,0.032952-0.041973i,-0.00075556-0.026997i,-0.0078717-0.0045289i,0.0039274+0.0001657i,0.0033738-0.0035942i,-0.0097223+0.003101i,-0.020894+0.013278i,-0.02651+0.017341i,-0.026724+0.018767i,-0.019571+0.018143i,-0.0035364+0.012795i
0.21834+0.029766i,0.25525+0.15298i,0.088737+0.32735i,-0.07559+0.42355i,-0.073658+0.40437i,-0.020545+0.34987i,0.028123+0.28633i,0.069482+0.17207i,0.049902+0.046849i,0.0014689-0.0019627i,-0.009314+0.0087689i,0.0097302+0.021681i,0.024886+0.015703i,0.019828-0.0049466i,0.0012666-0.015748i,-0.010914-0.012487i,-0.016896-0.0099401i,-0.025772-0.0063098i,-0.029723+0.0029099i,-0.020792+0.0099677i,-0.0066501+0.006752i,0.00051127-0.0034585i,1.3201e-05-0.006151i
0.28724+0.32726i,0.56841+0.57036i,0.74808+0.57921i,0.63968+0.31809i,0.32382+0.05551i,0.063761-0.023964i,-0.015073+0.016841i,-0.0078402+0.049453i,-0.0061373+0.033757i,-0.027567+0.015417i,-0.041343+0.030971i,-0.026629+0.049596i,-0.0034947+0.035769i,0.0036065+0.0066633i,-0.0006335-0.0026469i,0.0021986+0.0061392i,0.011342+0.0041907i,0.012774-0.014315i,0.0052204-0.031663i,-0.0037822-0.036187i,-0.0090986-0.031906i,-0.012889-0.024279i,-0.017886-0.014442i
-0.30048+0.063594i,-0.47525-0.018367i,-0.42927-0.17188i,-0.25388-0.22393i,-0.1385-0.15339i,-0.10178-0.11744i,-0.13234-0.11297i,-0.13058-0.053446i,-0.050474-0.015743i,-0.01127-0.03904i,-0.034355-0.037802i,-0.047198-0.010861i,-0.042244+0.0082967i,-0.024649+0.018405i,-0.0054609+0.0097879i,-0.0020548-0.0034055i,0.00051212-0.0078092i,0.00862-0.013345i,0.0098546-0.016847i,0.0048608-0.010417i,0.0044658+0.0020467i,0.012458+0.0064248i,0.015412-0.0013973i
-0.39067-0.28614i,-0.68888-0.43371i,-0.78673-0.30728i,-0.53766-0.047974i,-0.16476-0.009587i,0.016339-0.10732i,0.00033035-0.11109i,-0.052233-0.043976i,-0.057317+0.020846i,-0.013883+0.037036i,0.014599+0.0034671i,0.010091-0.022601i,0.011204-0.023528i,0.015016-0.015618i,0.009795-0.0084313i,0.0012445-0.0018147i,0.0019421+0.0096301i,0.01575+0.019096i,0.027197+0.017409i,0.024689+0.008876i,0.015405+0.0049533i,0.013035+0.0066919i,0.02156+0.0056997i
0.28293-0.23893i,0.4252-0.30415i,0.34646-0.21434i,0.15828-0.053733i,0.08108+0.073949i,0.092446+0.092473i,0.11486-0.0021123i,0.090792-0.090702i,0.039588-0.073814i,0.033906-0.020645i,0.033615-0.015425i,0.0047854-0.020426i,-0.016888-0.016985i,-0.023521-0.020994i,-0.018681-0.023648i,-0.0093685-0.026729i,-0.010327-0.026764i,-0.014362-0.015901i,-0.012302-0.0046394i,-0.011843-0.0030697i,-0.014411-0.0038108i,-0.012516+0.0016761i,-0.0027491+0.0099385i
0.53872+0.2579i,0.88572+0.38692i,0.89049+0.28509i,0.52414+0.060963i,0.16962-0.0049638i,0.053836+0.048651i,0.064833+0.051328i,0.061562-0.0070454i,0.003907-0.045972i,-0.048523-0.015658i,-0.034962+0.026552i,-0.00037008+0.03683i,0.016244+0.040038i,0.018178+0.032604i,0.00812+0.018786i,-0.0018811+0.014424i,-0.013104+0.015172i,-0.021278+0.017462i,-0.016497+0.016446i,-0.0080865+0.007822i,-0.0079145-0.0016613i,-0.018076-0.0015979i,-0.030607+0.0084411i
-0.15674+0.30615i,-0.15392+0.34439i,0.0073714+0.15411i,0.099966-0.044976i,0.0042121-0.053181i,-0.05914+0.008517i,-0.00054011+0.043345i,0.089997+0.058333i,0.1169+0.018887i,0.058655-0.028316i,0.0097864-0.027216i,0.0099321-0.027004i,0.0095192-0.039135i,0.0074279-0.033622i,0.016984-0.017997i,0.029783-0.0073442i,0.039923-0.0094593i,0.040722-0.017165i,0.034026-0.017074i,0.027828-0.01265i,0.021148-0.010538i,0.008093-0.0066115i,-0.0090305+0.0035854i
-0.70772-0.1183i,-1.1731-0.15021i,-1.2047-0.074358i,-0.71879-0.00037222i,-0.22199-0.044159i,-0.044078-0.094858i,-0.06096-0.027648i,-0.062707+0.074051i,-0.0072373+0.06323i,0.0078272-0.020514i,-0.019577-0.038481i,-0.031778-0.0069684i,-0.035981+0.0068653i,-0.03096+0.0080096i,-0.019511+0.0025921i,-0.018328-0.003258i,-0.016027-0.003419i,-0.0094708+0.0023106i,-0.0018325+0.011486i,0.0053658+0.013927i,0.0080941+0.0092051i,0.0087541-0.0034426i,0.0092639-0.024357i
0.12531-0.31206i,0.13107-0.24687i,0.059604+0.12802i,0.026069+0.43117i,0.044887+0.38694i,0.031282+0.23782i,0.0011965+0.19069i,-0.018313+0.18076i,-0.0052954+0.15879i,0.032193+0.09479i,0.027343+0.023983i,0.0071718+0.0047766i,0.015476-0.00080024i,0.020289-0.011826i,0.013129-0.0087657i,0.0072941+0.0057154i,0.0041187+0.02487i,0.0032241+0.039641i,0.0016895+0.044742i,-0.0016959+0.040248i,-0.0037654+0.027913i,-0.0043893+0.011122i,-0.0024183-0.0086855i
0.68546-0.11328i,1.1108-0.32845i,1.1577-0.49475i,0.78723-0.40777i,0.37858-0.16609i,0.15657-0.036116i,0.006098-0.059435i,-0.11266-0.076804i,-0.12388-0.021588i,-0.046225+0.030581i,0.0087031+0.022341i,0.0068423-0.0084582i,-0.0040482-0.025212i,-0.010507-0.030508i,-0.012965-0.02792i,-0.010121-0.028695i,-0.013468-0.033758i,-0.028673-0.030935i,-0.040988-0.014222i,-0.034042+0.0025516i,-0.018478+0.0030458i,-0.0066456+0.00089343i,0.005638+0.0086279i
-0.068682+0.33648i,-0.12897+0.29388i,-0.27256-0.026766i,-0.46706-0.26949i,-0.51822-0.23691i,-0.41728-0.16456i,-0.33799-0.14959i,-0.27131-0.096526i,-0.15787-0.031908i,-0.048982-0.0050401i,0.017892-0.0044073i,0.050419-0.0084103i,0.057633-0.0030749i,0.043984+0.0057182i,0.023925+0.0086503i,0.0081502+0.0070484i,-0.0069386+0.0063685i,-0.01952+0.003993i,-0.024963-0.0028262i,-0.023946-0.0060979i,-0.017212-0.005925i,-0.0073715-0.008587i,0.00063204-0.0058203i
-0.5095+0.14318i,-0.74718+0.39612i,-0.68189+0.66707i,-0.37565+0.64838i,-0.12314+0.33125i,-0.032397+0.040872i,-0.022386-0.093876i,-0.019648-0.1279i,-0.016133-0.11352i,-0.032483-0.076586i,-0.042557-0.020134i,-0.017413+0.025493i,0.017686+0.028797i,0.036139+0.0029193i,0.036368-0.015184i,0.03481-0.011668i,0.044066-0.0079132i,0.046092-0.018313i,0.024937-0.030689i,0.0017545-0.027003i,-0.0018394-0.01109i,0.0039243+0.001264i,0.0046835+0.0054766i
0.048364-0.26822i,0.10197-0.26959i,0.20778-0.14925i,0.30823-0.11389i,0.29356-0.16262i,0.24735-0.16504i,0.24586-0.18002i,0.16561-0.19005i,0.052082-0.095804i,0.019655-0.0038425i,0.0016926+0.017857i,-0.034439+0.040399i,-0.042529+0.065524i,-0.025345+0.059936i,-0.012114+0.034471i,-0.012362+0.015094i,-0.019024+0.0082786i,-0.018898+0.00088182i,-0.010289-0.0088423i,-0.0036782-0.015007i,-0.0016684-0.015429i,0.00079167-0.0096304i,0.00068089-0.0068135i
0.495-0.066286i,0.58947-0.26275i,0.32643-0.45768i,-0.0045897-0.4055i,-0.047082-0.15485i,0.088411-0.015311i,0.14269-0.051245i,0.098885-0.092209i,0.0392-0.066017i,0.015618-0.023453i,0.0078304-0.021724i,-0.024284-0.033971i,-0.050866-0.010127i,-0.037262+0.026078i,-0.0071628+0.04019i,0.0062773+0.037013i,0.0038013+0.034237i,0.0040362+0.029864i,0.010294+0.012384i,0.01048-0.0031145i,0.0010727-0.0026175i,-0.012888+0.0030671i,-0.023468+0.0095447i
-0.1678+0.19213i,-0.26823+0.13872i,-0.30423+0.054639i,-0.25631+0.076057i,-0.17403+0.087451i,-0.10784+0.077684i,-0.0072493+0.12564i,0.098936+0.11084i,0.094571+0.026592i,0.044725+0.0071711i,0.045566+0.0059882i,0.041335-0.037838i,0.0038848-0.067402i,-0.024733-0.055968i,-0.023484-0.03324i,-0.0077152-0.029523i,0.0015566-0.03994i,0.0078978-0.038173i,0.018575-0.021644i,0.028243-0.0081414i,0.033035-0.0043558i,0.034296-0.0047435i,0.032759-0.004312i
-0.4524+0.041352i,-0.51543+0.14031i,-0.25172+0.17004i,0.047733+0.071172i,0.10303-0.011573i,0.04408+0.0064683i,0.032742+0.042823i,0.058335+0.042371i,0.068075+0.0008794i,0.022747-0.035703i,-0.013609-0.0095635i,0.0099273+0.017587i,0.022884-0.0075099i,-0.00012655-0.033075i,-0.025634-0.023694i,-0.033851+0.0013259i,-0.025595+0.016397i,-0.0077712+0.020905i,0.013766+0.017777i,0.016314+0.0071374i,0.0027425+0.00062277i,-0.0021347-0.0084431i,-0.0022686-0.028247i
0.38963-0.35344i,0.60056-0.51595i,0.51829-0.48651i,0.20485-0.32415i,-0.0095657-0.15902i,-0.070126-0.03193i,-0.10364+0.078826i,-0.096396+0.16725i,-0.037622+0.16975i,-0.012506+0.10453i,-0.023223+0.056237i,-0.013907+0.030214i,0.012457+0.0031081i,0.023641-0.012494i,0.016624-0.0083391i,0.014609+0.0075836i,0.020041+0.021322i,0.0098778+0.031047i,-0.0080498+0.044565i,-0.0089916+0.052788i,-0.0050957+0.05083i,-0.0065355+0.050474i,-0.0058348+0.044855i
0.33969+0.079586i,0.39736+0.045246i,0.21809+0.017249i,0.0076057+0.079262i,-0.0329+0.15672i,0.019455+0.14554i,0.025596+0.065176i,-0.025879+0.013653i,-0.042425+0.030591i,0.00089115+0.023593i,0.0034295-0.022848i,-0.030167-0.027688i,-0.023869-0.0032808i,0.00018411+0.0042533i,0.0041237-0.0074014i,-0.011157-0.023255i,-0.025978-0.030678i,-0.030418-0.024338i,-0.023478-0.0042286i,-0.0066686+0.0047744i,0.0016538-0.0069721i,0.0018861-0.010672i,0.011965-3.3372e-05i
-0.17127+0.50034i,-0.17824+0.77157i,-0.1056+0.68156i,-0.088985+0.24501i,-0.16072-0.1598i,-0.26531-0.35151i,-0.35536-0.33809i,-0.33711-0.18456i,-0.21007-0.055227i,-0.095015-0.012363i,-0.016927+0.0084424i,0.05456+0.019094i,0.083164+0.013147i,0.06154+0.0040618i,0.02869-0.0017038i,0.010306+0.00031068i,0.0018658+0.00074094i,-0.016361-0.0094716i,-0.044578-0.013393i,-0.055584-0.0018258i,-0.042173+0.0083195i,-0.026854+0.006003i,-0.014075-0.00096189i
-0.41191-0.2716i,-0.5997-0.35717i,-0.51123-0.27533i,-0.23943-0.16149i,-0.051545-0.1186i,0.016555-0.078401i,0.047743-0.067232i,0.047282-0.09753i,0.029604-0.099159i,0.030697-0.066263i,0.035337-0.034917i,0.02588-0.018942i,0.011586-0.012923i,0.0010694-0.0086107i,-0.00062085-0.0089072i,0.0061172-0.012046i,0.0206-0.0091533i,0.030867-0.0056249i,0.024993-0.0043303i,0.018956+0.0022794i,0.021486+0.0050332i,0.021473+0.00070981i,0.013652+7.1785e-05i
0.18-0.15386i,0.15413-0.26609i,0.073044-0.35737i,0.12432-0.39228i,0.291-0.3315i,0.41064-0.29962i,0.35963-0.35638i,0.15272-0.32606i,-0.0047953-0.14357i,-0.023509-0.013654i,-0.040134+0.0098899i,-0.081765+0.046662i,-0.081947+0.085658i,-0.05512+0.079122i,-0.033843+0.048666i,-0.027778+0.027897i,-0.023243+0.017441i,-0.011224-0.0088518i,-0.012612-0.042956i,-0.030724-0.049423i,-0.043469-0.030171i,-0.045354-0.012187i,-0.042333+0.0043585i
0.46446-0.0045027i,0.62286-0.28575i,0.40259-0.51456i,0.027596-0.3703i,-0.10269-0.024378i,-0.036467+0.19038i,0.067068+0.23307i,0.14869+0.15811i,0.12837+0.068033i,0.082527+0.052548i,0.081547+0.023795i,0.062924-0.036959i,0.026134-0.048706i,0.00507-0.027072i,-0.0016618-0.016114i,-0.0056477-0.014927i,-0.016778-0.0024733i,-0.020885+0.01977i,-0.0088967+0.028786i,0.0038421+0.02404i,0.010055+0.015878i,0.011796+0.0087503i,0.011734+0.0064253i
-0.45664+0.22936i,-0.5439+0.40581i,-0.25159+0.47003i,0.14504+0.32032i,0.23784+0.080802i,0.12895-0.0076764i,0.10502+0.021684i,0.11091-0.0067659i,0.033192-0.058208i,-0.038304-0.037664i,-0.029822+0.0027462i,0.0013042+0.0027148i,0.0035402-0.024256i,-0.015787-0.046106i,-0.027533-0.042553i,-0.016927-0.030281i,0.0084042-0.025708i,0.040733-0.026946i,0.059234-0.036466i,0.044611-0.041079i,0.020776-0.030861i,0.017013-0.024217i,0.017856-0.034217i
0.28626-0.099646i,0.68554-0.12485i,1.0108-0.22797i,0.90328-0.37038i,0.51885-0.33642i,0.24366-0.2423i,0.10246-0.20385i,0.031498-0.094855i,0.034094-0.0031704i,0.010396+0.021076i,-0.013388+0.07009i,0.015285+0.090881i,0.021173+0.052433i,-0.00021423+0.016806i,-0.0016945+0.005501i,0.009917+0.0061031i,0.0075968+0.0020596i,-0.011248+0.0013842i,-0.01815+0.016029i,-0.0096869+0.027305i,-0.0072322+0.028328i,-0.01284+0.030291i,-0.020995+0.031439i
0.18809-0.26531i,0.0064508-0.56026i,-0.36327-0.4952i,-0.46931-0.0395i,-0.20638+0.29045i,0.0058891+0.32189i,0.0080985+0.29339i,-0.013589+0.24975i,0.0036323+0.15911i,0.012163+0.058905i,-0.020463-0.010418i,-0.062448-0.020561i,-0.056201-0.0025509i,-0.026142-0.003592i,-0.022794-0.019555i,-0.037594-0.01523i,-0.037333+0.019511i,-0.015677+0.054598i,0.012088+0.06346i,0.022038+0.04275i,0.0062289+0.019059i,-0.0043406+0.018209i,0.014157+0.023604i
-0.098334+0.74713i,0.01997+1.3404i,0.22394+1.5615i,0.31498+1.1888i,0.16288+0.60657i,-0.016527+0.27421i,-0.024901+0.18084i,0.012965+0.13661i,0.021026+0.092335i,0.018602+0.029937i,0.0057351-0.023617i,0.010972-0.035384i,0.028392-0.031602i,0.027158-0.034459i,0.016629-0.042364i,0.010391-0.047428i,0.007944-0.047098i,-0.0050513-0.046958i,-0.031417-0.031352i,-0.034746-0.008836i,-0.0079151-0.014256i,0.0088161-0.04016i,0.0047931-0.056008i
-0.040801-0.24616i,0.034537-0.45406i,0.14978-0.62403i,0.16863-0.64613i,0.12174-0.51019i,0.058285-0.37972i,-0.069964-0.27055i,-0.15867-0.14572i,-0.13992-0.074891i,-0.096882-0.037903i,-0.051224+0.0067046i,-0.0040262+0.033473i,0.017549+0.035876i,0.016533+0.029523i,0.015743+0.02353i,0.013832+0.010544i,-0.0031073+0.0012526i,-0.015306+0.012167i,-0.0094782+0.024015i,-0.0035748+0.023043i,-0.0067843+0.021415i,-0.014848+0.024108i,-0.022636+0.026355i
-0.23631-0.23291i,-0.79097-0.2544i,-1.2233+0.01509i,-1.0413+0.35095i,-0.45057+0.42851i,0.001393+0.24976i,0.123+0.0057861i,0.036317-0.1056i,-0.02996-0.038457i,0.023859+0.02208i,0.05129+0.011356i,0.011799+0.030072i,-0.001808+0.064198i,0.016185+0.065411i,0.028+0.050431i,0.022077+0.040257i,0.017411+0.033007i,0.019358+0.010811i,0.0080408-0.014293i,-0.0046481-0.017442i,-0.0050429-0.0038007i,0.0020815+0.013399i,0.017858+0.031985i
0.46105+0.37864i,0.8179+0.28884i,0.82817+0.12256i,0.46358+0.091889i,0.12927+0.14453i,0.022963+0.148i,-0.002796+0.073949i,-0.053325-0.010432i,-0.090192-0.0057664i,-0.067714+0.045793i,-0.040708+0.04865i,-0.054659+0.014018i,-0.074594-0.016152i,-0.075016-0.043621i,-0.054564-0.063662i,-0.025667-0.067083i,-0.012575-0.054978i,-0.015194-0.029555i,-0.022685+0.0014925i,-0.030768+0.020737i,-0.045984+0.016723i,-0.0664+0.0094331i,-0.067795+0.013679i
-0.25197-0.21056i,-0.19317-0.58527i,-0.091391-0.97805i,-0.081579-0.97913i,-0.1159-0.57613i,-0.12733-0.23908i,-0.18514-0.14369i,-0.21446-0.073784i,-0.12721-0.0095335i,-0.029683-0.015758i,0.016444-0.048646i,0.034287-0.077275i,0.0091587-0.089319i,-0.039018-0.080843i,-0.068535-0.060638i,-0.07215-0.025148i,-0.054253+0.0094281i,-0.027258+0.0057161i,-0.0090446-0.032921i,-0.0046535-0.057377i,0.0023324-0.046726i,0.016718-0.025716i,0.015318-0.0098831i
0.18739+0.033099i,0.14554+0.19001i,-0.0081153+0.25131i,-0.22251+0.067536i,-0.41637-0.13665i,-0.47564-0.20201i,-0.32524-0.2102i,-0.1164-0.21965i,-0.050787-0.18256i,-0.056627-0.045418i,-0.0071706+0.093707i,0.042223+0.12253i,0.03335+0.093373i,0.011297+0.077832i,0.019464+0.065653i,0.045459+0.026769i,0.050783-0.013278i,0.039347-0.01082i,0.033773+0.021334i,0.030289+0.046802i,0.030738+0.042519i,0.029455+0.0090597i,0.025411-0.021809i
0.46842+0.20297i,0.88141+0.042394i,1.0304-0.048653i,0.96001-0.019795i,0.97947-0.14437i,1.0905-0.38962i,1.0295-0.50309i,0.6834-0.40418i,0.28893-0.18825i,0.040611-0.014614i,-0.096506+0.067115i,-0.13559+0.10952i,-0.066146+0.10554i,0.019009+0.055139i,0.050158+0.02352i,0.044574+0.020428i,0.024655+0.021285i,0.0088229+0.036007i,0.013164+0.044132i,0.0067176+0.019084i,-0.021747-0.011159i,-0.034971-0.012717i,-0.035965+0.0022641i
-0.43323+0.33997i,-0.42232+0.23296i,-0.14002-0.053638i,0.14266-0.23411i,0.19284-0.069595i,0.16668+0.19474i,0.12887+0.20707i,0.0015538+0.064658i,-0.098003-0.0041834i,-0.10564-0.023666i,-0.084213-0.041222i,-0.025424-0.065574i,0.02006-0.11534i,0.0022545-0.14904i,-0.034206-0.15069i,-0.055472-0.10995i,-0.054018-0.034703i,-0.042705+0.018845i,-0.030228+0.044684i,-0.010165+0.055007i,-0.00080469+0.03534i,-0.01808-0.0016631i,-0.040067-0.022122i
-1.2301+6.8064i,0.48924+7.1324i,3.1715+6.3558i,4.2764+2.7523i,3.7103-0.82407i,1.8148-2.6102i,-0.22696-1.9825i,-1.0049-0.31518i,-0.24784+0.70516i,0.83701+0.38661i,1.0072-0.45939i,0.50617-1.0566i,-0.20871-1.6885i,-1.0002-2.3863i,-1.2604-2.4486i,-0.79409-1.5111i,-0.2359-0.48129i,-0.21809-0.041492i,-0.59773+0.17856i,-0.61544+0.44768i,-0.12921+0.55244i,0.37271+0.31443i,0.46989-0.12029i
0.38214-0.098858i,0.53563-0.27113i,0.42265-0.22749i,0.24825+0.13571i,0.21864+0.343i,0.18529+0.16524i,0.054407-0.057119i,-0.020171-0.086397i,0.010344-0.014925i,0.05331+0.049599i,0.060199+0.089704i,0.045265+0.097293i,0.016954+0.05486i,-0.021672-0.0018901i,-0.029641-0.029833i,-0.0090087-0.038321i,-0.011721-0.042292i,-0.037028-0.027444i,-0.039483-0.0019193i,-0.017917+0.010449i,-0.0066032+0.020629i,-0.0065573+0.033737i,-0.0026032+0.041386i
-0.69663-0.022492i,-1.1013-0.14979i,-1.0994-0.23691i,-0.62406-0.21224i,-0.12101-0.2441i,0.081358-0.4159i,-0.022165-0.47889i,-0.1856-0.28171i,-0.13941-0.026709i,0.010995+0.070075i,0.070923+0.081791i,0.065024+0.10315i,0.05575+0.096022i,0.046092+0.056282i,0.038106+0.013299i,0.032314-0.0066595i,0.022605+0.0090013i,0.02283+0.023141i,0.037113+0.0030191i,0.049954-0.025943i,0.048114-0.028681i,0.038753-0.009384i,0.028346-0.00039656i
0.16793-0.22199i,0.21555-0.05687i,0.07176+0.079355i,-0.22485+0.022397i,-0.45165-0.030204i,-0.50991+0.082005i,-0.36042+0.22289i,-0.092795+0.19255i,0.054864+0.056019i,0.073428-0.0055651i,0.1077-0.025448i,0.12518-0.076234i,0.082782-0.077156i,0.045662-0.018682i,0.022913+0.024736i,0.0080804+0.044557i,0.015682+0.038991i,0.0167+0.0036341i,-0.014424-0.015428i,-0.040509+0.0097999i,-0.033874+0.031952i,-0.015199+0.022659i,-0.0028994+0.0053426i
0.33247-0.017471i,0.48945-0.32156i,0.33675-0.42193i,0.12777-0.0089945i,0.274+0.41501i,0.6378+0.40295i,0.75595+0.12013i,0.53682-0.086012i,0.23903-0.092423i,0.079115-0.04439i,0.010783-0.045911i,-0.048995-0.032436i,-0.078562-0.0019033i,-0.090976+0.0038431i,-0.095482+0.0059802i,-0.086286+0.0070082i,-0.077843+0.0062588i,-0.056574+0.020971i,-0.0093359+0.021734i,0.025707-0.0072925i,0.0246-0.02064i,0.01293-0.00051764i,0.0086554+0.02355i
-0.61551+0.25156i,-0.61321+0.45658i,-0.25075+0.26414i,-0.0062999-0.2251i,-0.15935-0.47302i,-0.3587-0.35546i,-0.34259-0.15944i,-0.19136-0.059519i,-0.071743-0.047258i,-0.051346-0.025999i,-0.05132+0.038377i,-0.028999+0.068825i,-0.017509+0.051233i,-0.0078469+0.033641i,0.0055294+0.021043i,0.012966+0.008116i,0.015549-0.0035703i,0.01012-0.015606i,-0.00089869-0.031172i,-0.007911-0.038689i,0.00042381-0.032356i,0.020888-0.031373i,0.027495-0.048096i
0.39934-0.32237i,0.44763-0.29561i,0.19614-0.13463i,-0.18545+0.0041442i,-0.36853+0.15848i,-0.28213+0.36615i,-0.039696+0.44307i,0.11812+0.29476i,0.078792+0.097201i,0.0044717+0.022904i,0.0065468+0.0066089i,0.011368-0.020061i,-0.0082515-0.017198i,-0.015835+0.006001i,-0.018481+0.016734i,-0.019107+0.020307i,-0.008556+0.022457i,0.0014348+0.021531i,0.013358+0.024323i,0.031691+0.028946i,0.038192+0.028741i,0.032147+0.025395i,0.024745+0.0092447i
0.35108+0.33827i,0.60307+0.44141i,0.70188+0.41368i,0.60309+0.30882i,0.4261+0.20426i,0.31795+0.16426i,0.28425+0.12594i,0.22956+0.063123i,0.15066+0.028589i,0.091602+0.0028607i,0.046819-0.024694i,0.02341-0.024367i,0.024879-0.018323i,0.021944-0.018928i,0.0084051-0.012119i,-0.0094275-0.0069178i,-0.030873-0.0064057i,-0.040974-0.0023269i,-0.034434-0.0026102i,-0.026421-0.012746i,-0.019896-0.023325i,-0.012115-0.030246i,-0.006553-0.027001i
-0.75805+0.11221i,-0.88256+0.30605i,-0.52928+0.21187i,-0.16267-0.1678i,-0.17713-0.37857i,-0.31564-0.27069i,-0.29058-0.079487i,-0.17605+0.0063427i,-0.1015-0.0035238i,-0.092368-0.029548i,-0.10689-0.031709i,-0.10165-0.02396i,-0.074875-0.019535i,-0.031809-0.0088559i,0.016672-0.00052062i,0.04382-0.0068486i,0.044213-0.0081493i,0.040082+0.0092099i,0.038584+0.024071i,0.032014+0.022034i,0.027568+0.0087799i,0.030674-0.010084i,0.031918-0.029854i
