0.00035059-0.0005771i,0.0012341-0.0021122i,0.00062504-0.0043699i,-0.000835-0.0037004i,-0.0022367-0.0017367i,-0.0030589+0.001291i,-0.0016322+0.0024652i,-8.1035e-05+0.0017206i,0.00048413+0.0014362i,0.00056295+0.00088689i,0.00065604+5.4478e-05i,0.00046292-0.00021453i,-0.00054991+8.5383e-05i,-0.000942+5.4227e-05i,-0.00024902-0.00022114i,-0.00022142+0.00039823i,-0.00047033+0.00057708i,-0.00033984-0.00056349i,0.00013851-0.0005048i,-0.00018701+0.00072246i,-0.00063394+0.0009291i,-0.00048462+5.275e-05i,-0.00064084-0.00010307i
0.0021003+0.00086582i,0.0025384-0.0012762i,0.0024506-0.0013163i,0.0011871-0.00077266i,0.000178-0.00057128i,-0.00029191-8.0452e-05i,-0.0010213+0.00048387i,-0.00058005+0.00026387i,0.00040609+0.00036685i,0.00060447-0.00056152i,-0.00034704-0.0014785i,-0.00098439-0.00018116i,3.8984e-05+0.00018454i,4.3511e-05-0.00031729i,-0.00025255+0.00077918i,-4.5821e-05+0.0011548i,3.873e-05+6.0554e-05i,0.00044219-0.00038459i,0.00033059+0.00013736i,-0.00029233+0.00074139i,-0.00014307+0.0010473i,0.00019298+0.00060179i,7.274e-05-0.00025593i
0.00041477+0.0028216i,0.0003477+0.0027085i,-0.00013355+0.00073824i,-0.00091271-0.00084119i,-0.0013034-0.0013563i,-0.0004716-0.00075484i,0.00050443+0.00011971i,0.00010459-0.00013827i,-0.00074447-0.00053571i,-0.00042165-0.0010979i,0.00058723-0.0009605i,0.00073586-0.00024014i,0.00031566+0.00033707i,-0.00017549+0.0015513i,-0.0003312+0.0018919i,4.8157e-05+0.00092892i,6.7504e-05+7.1142e-05i,7.8538e-05-0.00020669i,-9.5368e-05+0.00013861i,9.2276e-05+3.8908e-05i,5.7364e-05-4.8481e-05i,0.00050899+8.0775e-05i,0.0010678+1.5764e-05i
0.00051797-0.0023877i,-0.00012095-0.0030369i,-0.00044847-0.0026027i,-0.00050808-0.0027421i,-0.00020691-0.0019013i,0.00047216-0.00032453i,5.6157e-05+0.00032228i,-0.00039617+5.3407e-05i,-0.00049668-0.00057122i,-0.00061601+0.00011261i,-0.00031522+0.0012931i,2.1349e-05+0.0012589i,-3.3974e-05+0.00069514i,-0.00085182+0.00012288i,-0.0007368-0.00016874i,-8.4865e-05-2.6901e-05i,-0.0002278+0.00037759i,-0.00031334+0.00034421i,-0.00023086+0.0002806i,-0.00027252+0.00020441i,-0.00066222-0.0001992i,-0.0010792-0.0002839i,-0.00092476+4.3579e-05i
-0.0022215-0.00018465i,-0.0020982-0.0012388i,-0.00098997-0.00038902i,-0.00011079+0.00028495i,-0.00022615-0.00058268i,-0.00048489-0.001207i,-0.00064395-0.00046839i,-0.00022115+0.00050875i,8.5106e-06+0.00079119i,-5.8298e-05+0.00091551i,0.00028515+0.00094834i,-7.2148e-05+0.00068658i,-0.00052094+0.00028152i,-0.00028574-0.00027788i,0.00019073-0.0010014i,0.00068928-0.00053686i,0.00059362+9.3068e-06i,0.00029075-0.00061531i,0.00028592-0.00088835i,0.00066781-0.00047701i,0.0013901-0.00025669i,0.00082508-2.2577e-06i,3.5442e-05+0.00036065i
0.00059448-0.00043985i,0.0014296-0.00066137i,0.0013542-0.00092632i,0.0010137-0.0015817i,0.00061188-0.002015i,0.00048905-0.0020367i,0.00059997-0.0013714i,0.0010816-0.00078994i,0.0012968-0.0006789i,0.00063729+0.00026236i,0.00073299+0.0010264i,0.0007834+0.00054045i,0.00011098+0.00043253i,-0.00042435+0.00096955i,-0.00022089+0.00064015i,-0.00052692-0.00014726i,-0.00046086-0.00024742i,-9.351e-05-0.00027969i,-0.00050008-0.00034605i,-0.00053548+0.00014043i,-0.00034667+8.1824e-05i,0.00058712-0.00057131i,0.001354-0.00038693i
-7.9933e-05+0.0010435i,0.00010826-0.00061799i,-0.0003175+0.00010028i,-0.00070792-0.00020754i,-0.00026359-0.0015099i,0.0001199-0.0008267i,-5.2079e-05-2.1658e-05i,2.7276e-05+0.00012489i,0.00053542+0.00015103i,0.00072605-0.00019548i,0.00033294-0.00018181i,-0.00034126+0.00026454i,-0.00049771+0.000155i,-0.00060735-0.00031709i,-0.00020705-0.00023129i,0.0003271-0.00012975i,3.5378e-05+0.00063924i,-0.00012416+0.0009865i,0.00020899-0.00052302i,0.00026081-0.0019319i,4.3546e-05-0.001893i,6.0056e-05-0.00046605i,-0.00015963+0.00013839i
-0.0030303+0.002344i,-0.0014184+0.0024916i,0.00013994+0.00059496i,0.0007495-0.0011003i,-8.0027e-05-0.0010011i,-0.00072087-2.1875e-05i,-0.00051215+0.00050388i,-0.00055774-0.00010145i,-0.0012054+0.0004148i,-0.0011798+0.00060381i,-0.00011599+0.0001868i,-3.6368e-05-0.00017382i,-5.6509e-05-0.00046228i,0.00017759-0.00021558i,0.00027255+0.00014242i,0.00054412+0.00026169i,8.4038e-05-0.00036358i,-0.0005163-0.0013837i,-0.00075965-0.0012673i,-0.00051374-0.0011028i,-0.00074681-0.00026296i,-0.0011216+0.00089405i,3.3059e-05+0.0010652i
-0.00013482-0.0028324i,0.00025232-0.002413i,-0.00087167-0.0023798i,-0.0009852-0.001267i,-0.0010206+0.0002445i,-0.00058716+0.00075684i,-6.6827e-05+0.0015226i,2.7125e-05+0.0014496i,-0.00031773+0.00046506i,-0.00072608+0.0011569i,-0.00079254+0.0015281i,0.00012139+0.00019279i,0.001185-0.00031526i,0.0015229-0.0003699i,0.0011602-0.0007622i,0.00071813-0.00054406i,0.00069292-0.00014837i,3.3623e-05+0.0001633i,-0.00028907-0.00044288i,-2.6828e-05-0.00035825i,-0.00015922+0.00033821i,-0.00043479-4.9104e-05i,-0.00021533-0.00058607i
-0.00085622-0.0011277i,-0.00043856-0.0017054i,-0.0013417-0.00094474i,-0.0011337-0.00030859i,-0.00010764-0.00023218i,6.4776e-05+0.00016313i,0.00030904+0.00024272i,0.00067006+0.00046664i,6.5888e-05+0.00061661i,-9.4112e-05+0.00077117i,4.7598e-05+0.00067661i,-7.5232e-05+0.00053141i,0.00023605+0.00045503i,0.00030714+4.1026e-06i,-0.00011424-0.0010762i,-0.00076252-0.0016885i,-0.00043958-0.001401i,3.8751e-05-0.00078539i,7.9065e-05+0.00039798i,0.00010326+0.00089766i,5.5534e-05+0.00028279i,0.00015171-0.00047194i,0.00020117-0.00050956i
-0.0017956-0.0022682i,-0.00036478-0.00096903i,-1.1495e-06-0.00053932i,-0.00029935-0.00078005i,0.00044569-0.0015507i,0.00069485-0.0011549i,0.00030812-2.702e-05i,0.00016948+0.00043248i,0.0007803+0.00010051i,0.00096728-0.00067942i,0.00067937-0.00069489i,0.00091416+0.00042782i,0.00088013+0.0012399i,7.9629e-05+0.0013795i,-0.00017754+0.0004677i,0.00040629-0.00031581i,0.00072171-0.00021065i,0.00034104+0.0001631i,-0.00036525-3.8707e-05i,-0.00045272+0.00033183i,-0.00080203+8.3e-05i,-0.00077847-0.00073122i,-0.0014406-0.00062431i
0.0019027-0.00069001i,0.001681+0.00033273i,3.9213e-05+0.00039075i,-0.00098545+0.00014417i,-0.00104+3.0536e-05i,-4.0984e-05+0.00015935i,0.0014975+0.0011533i,0.0010917+0.0020232i,0.00034973+0.00066701i,0.00058126-2.1791e-05i,-0.00010695+0.00020526i,-0.00042703-0.00033615i,0.00011592-0.00043617i,0.00037676-0.00016941i,0.00061001-0.00040151i,0.00055611+8.1185e-05i,-0.00040992+0.00043342i,-0.00052697+1.2131e-05i,-5.7351e-05-1.7372e-06i,0.00012978-0.00027081i,0.00070907-0.00035305i,0.00051638-0.00012043i,0.00012159-0.0001854i
-0.006455-0.010587i,-0.0093163-0.013633i,-0.016332-0.0077859i,-0.013629+0.0020548i,-0.0060641+0.0081449i,0.00093088+0.0067473i,0.0016126+0.0024661i,0.00022485+0.0014981i,-0.00086949+0.0015117i,-0.0022872+0.002091i,-0.00091959+0.0026872i,0.00093197+0.0016726i,0.0016918+5.2791e-05i,0.0029247-0.00087892i,0.0034093-0.0010189i,0.00098983-0.00024785i,-0.0016875+0.0011385i,-0.0015444+0.001336i,-0.00061004-0.00014351i,-9.9098e-05-0.00028071i,0.00011909+0.00023959i,-0.00025237-0.00020118i,-0.00034055-0.00074511i
-0.0025003-0.00025744i,-0.0015572+0.00046378i,0.001436+5.2322e-05i,0.0029107-0.002254i,0.0022413-0.0034095i,0.0005822-0.002139i,-0.00088193-0.00053037i,-0.00061287-0.00017463i,0.00014071+0.00073517i,-7.4889e-05+0.0011701i,0.00023064+0.00097104i,-4.5741e-05+0.00058874i,-0.00063524+0.00041063i,-0.00062352+0.00025874i,-4.7466e-05+0.00031248i,0.00019846+0.00090274i,-4.102e-05+0.0016845i,4.9821e-05+0.0012773i,-2.5645e-05+0.00017431i,-0.00040643+0.00023844i,0.00040017+0.0010024i,0.001248+0.00077202i,0.00071262+0.0001751i
0.00068594+0.0028212i,0.0019403+0.0031998i,0.0040238+0.0024372i,0.0038609+0.00067046i,0.0022784-0.00071406i,0.00031038-0.0002145i,-0.00077773+0.00098233i,3.7347e-05+0.0014678i,0.00094582+0.001174i,0.00080073+0.00056549i,-0.00012193+0.00035388i,-0.00069846+0.00023475i,-0.00052537+0.00045046i,-0.00090579+0.00086392i,-0.00128+0.0010017i,-0.00062689+0.00039962i,0.0002349-0.00015921i,0.00039476+0.00020867i,0.00037665+0.00097539i,0.00030606+0.0013675i,0.00064127+0.00049922i,0.00097474-0.00014238i,0.00044545+0.0001825i
0.0016097+0.0041347i,0.0023431+0.0031816i,0.0036793+0.00083361i,0.0038221-0.001861i,0.0024632-0.0028i,0.00018798-0.0022612i,-0.0003995-0.00063886i,-7.5675e-05+0.00088163i,0.00025723+0.00069525i,0.00075719-0.0006102i,0.00084109-0.0010086i,-0.00019202-0.00014767i,-0.0011527+0.00047662i,-0.00062325+0.00053638i,-0.0006605+0.00038443i,-0.00059583+0.0002554i,-0.00025276-0.00023748i,-0.00046831+0.00013814i,-0.00029643+0.00094558i,-0.000416+0.00062063i,-0.00083601-0.00031318i,-0.00094714-0.00068461i,-0.0004569-9.6607e-05i
-0.0011861-0.0014605i,-0.0017079-0.0013915i,-0.0018589-0.00072797i,-0.0014455-0.001505i,-0.0010783-0.0027183i,-0.0010805-0.0017667i,-0.00080881+0.0006186i,-0.0003182+0.0011742i,0.00023007-0.00014372i,4.3197e-05-0.00043207i,-0.00048372-0.00040637i,-0.00031969-0.00084582i,-0.00043508-0.00094873i,-0.0011403-0.00058694i,-0.0012789+0.00021044i,-0.0010634+0.0011814i,-0.00013677+0.0014166i,0.000961+0.0010198i,0.001027+0.00093025i,0.00072688+0.00040548i,0.0005478-2.4964e-05i,8.3264e-05-0.00013453i,-0.00054825+0.0005488i
-0.0010472+0.00081698i,-0.00014609+0.0014652i,0.00084821+0.00080774i,0.00069272-0.0011903i,0.00040233-0.0024559i,-0.00075255-0.00096531i,-0.0013637+0.0008172i,-0.00068645+0.0013444i,-0.00044402+0.0011411i,-0.00027115+0.00080539i,-1.1334e-05-0.00010961i,-3.2211e-05-0.00036253i,9.0806e-05+0.00046244i,0.00077599-5.8247e-05i,0.0010575-0.00083681i,0.00045813-0.00053697i,-6.2637e-05+0.00060009i,-0.00017846+0.00065857i,-0.00036178+0.00021963i,-0.00088682+0.00015446i,-0.0004647-0.00073088i,0.00067989-0.0012895i,0.0009907-0.00022639i
0.0017118-0.0031664i,0.0025566-0.0027181i,0.0014028-0.0032473i,0.00054122-0.0033292i,-0.00015291-0.0026137i,-0.0010326-0.0011767i,-0.0014974+0.00073789i,-0.0011213+0.0011038i,-0.00027021+0.00077643i,0.00031774+0.0012141i,-0.00027046+0.0010284i,-0.00018188+0.00037509i,0.00033825-7.7581e-05i,3.2344e-05-0.00061561i,-6.9861e-05-0.0003557i,0.0003385+0.00037394i,0.00012148+0.00040613i,-0.00047243+0.00033464i,-0.00060708+0.00055386i,-0.00037976+0.00096433i,-9.3739e-05+0.00073778i,-0.00015215+0.00087483i,-0.00038062+0.00038808i
0.0026427-0.00046205i,0.0026147-0.00081337i,0.0016797-0.0020097i,0.00055227-0.0031252i,-0.00090004-0.0027669i,-0.0013978-0.0013282i,-0.00068615-0.00031644i,-0.00037389-0.00029779i,0.00066474-1.8677e-06i,0.0017031+0.00033018i,0.00080687+3.9507e-06i,3.7514e-05-0.00058559i,-0.0005187-0.00050804i,-0.00027731+8.5076e-05i,0.00015095+0.00052975i,0.00058969+0.00072311i,0.00074022+0.00026156i,0.00026903-0.00054604i,0.00025293-0.00098998i,8.1898e-05-0.00076806i,-0.00022791-0.00055065i,-0.00018241-0.00017223i,3.2502e-05-0.00055087i
-0.00192+0.00090603i,-0.0017726+0.0016499i,-0.0008643+0.0010091i,0.00065293-3.9774e-05i,0.00031234-0.00063369i,-0.00012096-0.00035933i,0.00013763+0.00035429i,0.00021953+0.0007695i,0.00045143+0.00040032i,0.0010843-0.00024679i,0.0003531-0.00022006i,-0.00047181+0.00063029i,-0.00014327+0.0011188i,2.9951e-05+0.00057322i,0.00012992+0.00078991i,-0.00022972+0.0014748i,-0.00042245+0.0010272i,-0.00039618+8.293e-05i,0.00023234-0.00040402i,0.00023171-3.2738e-05i,-8.3525e-06+9.6119e-05i,0.00028638-0.0002934i,0.00062062-0.0010793i
0.0021084+0.00038121i,0.0018169+0.00021158i,0.0034174-0.0011403i,0.0034365-0.0029913i,0.0023083-0.0039985i,0.00085959-0.0025335i,-0.00012812-0.00038253i,-0.00026096-0.00013378i,-0.00010199-0.00035935i,-0.00066132+0.00022217i,-0.00082812-0.0001657i,-0.00089918-0.00073625i,-0.0010673-0.00029164i,-0.0010187-0.00056441i,-0.00089358-0.00033577i,-0.00023266-7.9085e-05i,0.00047234-9.4669e-05i,0.00051133-6.9758e-05i,0.00060356+0.00040051i,0.00056829+0.00069133i,0.00017055+0.00027742i,0.00020574-0.00034181i,0.00043387-0.00052478i
0.0027134+0.0016598i,0.0035689+0.00051182i,0.0032004+0.00046268i,0.0020202-0.00033791i,-8.9253e-05-0.0019537i,-0.0012918-0.0015212i,-0.0012028-0.00039593i,-0.00098238+0.00050235i,-0.00050361+0.00086601i,-0.00040667+0.00015164i,-0.00066715+0.00018708i,-0.0007331+0.00036916i,-0.00044301-0.00019469i,0.00036552-9.0408e-05i,9.8518e-05+7.8226e-06i,-0.00082374-0.00072249i,-0.00051638-0.00051971i,-0.00024177-0.00043923i,-0.00054562-0.00033086i,-0.00035209+3.3779e-05i,0.00032539+0.00067665i,0.0004179+0.00089545i,6.6218e-05-8.3424e-05i
-0.002727+0.0025403i,-0.0026848+0.0035052i,-0.00039972+0.0020022i,0.0018931-0.00072544i,0.0023134-0.0011199i,0.0011856-0.00026732i,-9.9712e-05+0.00093182i,-8.8657e-05+0.0012752i,0.00062411+0.0010645i,0.0011295+0.0013188i,0.0013906+0.0015379i,0.001619+0.00093789i,0.0012461-0.00038814i,0.00041565-0.0010516i,0.00060363-0.00061053i,0.00093038+0.00014805i,0.00034883+0.00061294i,-0.00051456+0.00039054i,-0.0010673+6.1901e-05i,-7.1107e-05-0.00014761i,0.00023816+4.7616e-05i,-0.00049423+0.0003448i,-0.00063662+2.1319e-05i
-0.00032551-0.0019768i,-0.00074815-0.0013267i,-0.0013798-0.00055183i,-0.0011627-0.0011863i,0.0001447-0.0015882i,0.0005218-0.0011111i,0.00053833-0.00070132i,0.000661-0.00043547i,0.0012114+3.3129e-05i,0.0018447+0.00012847i,0.0014927-0.00027936i,0.0003681-0.00030771i,-0.00027088-0.00068491i,0.00050069-0.00098995i,0.00055154-0.00024102i,-0.00019852-0.00031463i,-0.00037778-0.00028164i,0.00010795+0.00041316i,0.00070577-0.0001006i,0.00034928-0.00039811i,-0.00037008-5.3997e-05i,-0.00073785+0.00033026i,-0.00029915+0.00044021i
0.00096609+0.00072624i,0.0013503-0.00016426i,0.0017959-0.00085641i,0.0016583-0.0015303i,0.0013392-0.0019467i,0.00051018-0.0021408i,-0.00031874-0.001171i,-0.00024926-0.00054899i,0.00071924-0.00098695i,0.00091108-0.0016851i,0.00023871-0.0014697i,-0.0004491-0.00065587i,-0.00084571-0.00058864i,-0.00075632-0.00037386i,-0.00059955+7.8184e-05i,0.00042697+0.00018158i,0.0011738+0.00016514i,0.00069744-0.00067548i,0.00018765-0.00093317i,-0.00017952-0.00086274i,-0.00011237-0.0012955i,-0.00032526-0.00098887i,-0.00069409-0.00079918i
-0.00038858+0.00094151i,-0.00026288+0.00098016i,0.00054641-0.00017527i,0.00016657-0.0010546i,-0.0011973-0.00061113i,-0.0024197+0.00036616i,-0.002182+0.00093377i,-0.0011986+0.00073109i,-0.00042696+0.00067203i,-0.00025558+0.00087616i,-0.00050485+0.00056825i,-0.00034866+0.00029943i,-0.00013185+6.3137e-05i,-0.00063238+0.00010527i,-0.00091031+0.00032123i,-0.00037325+1.4522e-05i,-0.00011741+4.6911e-05i,-0.0006311+0.00075968i,-0.00040174+0.0012051i,0.00020628+0.00019879i,6.8089e-05-0.0006224i,-0.0010894-0.00045915i,-0.0015039-0.00010953i
0.0013334-0.00025807i,0.0016578+0.00089226i,0.0021203-0.00025016i,0.0012923-0.0021361i,0.00022993-0.0025592i,-0.0003629-0.00091889i,-0.00083672+0.00075959i,-0.0003794+0.0012352i,-1.696e-05+0.0019308i,-0.00032299+0.0024909i,-0.00054095+0.0020796i,-0.00010876+0.00071522i,0.0005618-0.00021762i,0.0007972+0.00029684i,0.00062899+0.00085753i,0.00062783+0.00058101i,0.00063627+0.00031557i,0.00099795+0.0001706i,0.0015776+0.0001603i,0.00097178+7.792e-06i,0.00038241+5.1192e-05i,0.00025825-1.7033e-05i,0.00018656-0.00025779i
0.0025158+0.0013044i,0.0017473+0.00020678i,0.0013285-0.00065311i,0.00067386-0.0016688i,-0.00017935-0.002095i,-0.00056789-0.00082081i,-0.00043397+0.00092054i,-0.00013811+0.0016141i,0.00087405+0.0014157i,0.0015506+0.00084325i,0.0011567+0.00066856i,0.001033+0.00033034i,0.00075767+0.00031966i,-0.000154+0.00079163i,-0.00074064-8.1877e-05i,6.7599e-05-0.0011746i,0.00062749-0.0010026i,0.00036266-0.00028686i,0.0005588+0.0010537i,0.00043724+0.001235i,0.00034467+0.00055752i,-0.00019555+0.0001459i,-0.00042412-3.2706e-05i
3.5406e-05+0.00049605i,4.7534e-05+7.4726e-06i,-8.495e-05-0.0015316i,-0.00025692-0.0016761i,-0.00073494-0.0011613i,-0.0016641-0.00044496i,-0.0016806+0.00091i,-0.00067136+0.0015446i,0.00035009+0.00067834i,0.00070139-0.00077105i,0.00095859-0.0018423i,0.00072302-0.00099747i,0.00054474-5.3282e-05i,0.00072786+0.00020356i,-9.0922e-07-0.00049619i,-0.00021512-0.0011009i,-0.0003639-0.00072506i,-0.00068237-0.00074027i,-0.00025276-0.00057171i,-0.00023346+0.00017661i,-0.00036332+0.00060298i,0.00041637+0.00046422i,0.0011237+0.00037322i
0.0025066+0.00045448i,0.0028024+0.00036814i,0.0023951-0.0023576i,0.0007816-0.0042283i,-0.001392-0.0035574i,-0.0014312-0.0013173i,-0.00042007+0.00036863i,-0.00043974+0.00085162i,-0.00017335-0.00035135i,-0.00028868-0.0013202i,-0.00072334-0.00055567i,-0.0013912-0.00021067i,-0.0019178-0.00073684i,-0.00088947-0.00021229i,0.00045685+1.4777e-05i,0.0011078-0.00050475i,0.0010353-0.00066557i,0.00021335-0.00046269i,3.6138e-05-0.00026544i,-0.00012048-0.00016833i,0.00043423-0.00058287i,0.00071256-0.00042774i,0.00031008+0.00023895i
-0.0022524-0.0018399i,-0.002272-0.0023804i,-0.0019285-0.001318i,-0.0015011-0.00035406i,-0.0011475-0.0012093i,-0.00060358-0.00044069i,-0.00046981+0.0010951i,-0.00045627+0.00094946i,-0.00079179+0.00062716i,-0.0015071+0.00080149i,-0.0011824+0.00051711i,-0.00055999+5.9182e-05i,-3.7013e-05-0.00045552i,-2.9698e-05-0.00036572i,-0.00011762-0.00012881i,0.00010734+4.6976e-05i,-0.00020469+0.00058707i,0.00013312+0.00040896i,0.0001329-0.00023803i,-0.00053784+0.00014235i,-0.00098798+0.00022888i,-0.00068688-0.00065066i,1.5326e-05-0.0007082i
-0.00097935-0.001585i,-0.00065878+0.00017389i,-0.00075149+0.00073306i,-0.00051928-0.0007613i,-0.00065525-0.0015887i,-0.00093518-9.0411e-05i,-0.0006869+0.00154i,-0.0010731+0.0015127i,-0.00087058+0.00097225i,0.00040812+0.0010491i,0.001017+0.001439i,0.0010523+0.001158i,0.0011293+0.00025198i,0.0012116-0.00054557i,0.0009763-0.0012552i,0.00078991-0.000998i,0.00076574+0.00042795i,0.00058124+0.00031163i,0.00074575-0.00022934i,0.00087843-0.00035158i,-3.5504e-05-0.00036195i,-0.00035366+4.6622e-05i,0.00013628+0.00015874i
0.0018024+0.0033192i,0.0017469+0.0036344i,0.0027671+0.0021245i,0.0029537-0.00035749i,0.0016008-0.00088954i,0.00041456+0.00028453i,-0.00020851+0.0014154i,0.00020181+0.0016855i,0.00083752+0.0014863i,0.0011283+0.00053036i,0.0016477-0.00074414i,0.0014287-0.0014285i,0.0005345-0.0013715i,0.00012092-0.00064655i,-5.8816e-06-1.32e-06i,-0.000244+0.00077874i,0.0001075+0.0004449i,0.00020329-2.5694e-05i,-0.00040704-2.9241e-05i,-0.0011418-0.00043023i,-0.00077575-0.00096976i,-9.5544e-05-0.0014781i,-6.3073e-05-0.0012209i
-0.00028192+0.0019179i,0.00046928+0.0015763i,0.0011025-0.0010196i,0.00082397-0.0026477i,0.00048452-0.0029729i,0.00054347-0.0025211i,0.00074405-0.00040717i,0.00060273+0.00077914i,-1.0036e-05+0.00047827i,-0.00010012+3.125e-06i,0.00015319-0.00069548i,0.00070345-0.0005277i,0.00099873-9.4402e-05i,0.0010237-6.2536e-05i,0.0009819+0.00041511i,0.00047267+0.00097343i,0.00010889+0.00039352i,0.00021166+0.00017816i,0.0008706+0.00025874i,0.0010206-0.00034549i,0.00062171-0.00039773i,0.00027232-0.00037914i,-0.0004852-0.00093196i
0.00093315-0.0028731i,0.00015152-0.0025613i,0.0013374-0.0025237i,0.0014558-0.0025155i,0.00061087-0.0025283i,-0.00052781-0.0012649i,-0.0012905+0.00055672i,-0.00038358+0.00091413i,0.00086641+0.00047324i,0.00058572+7.3556e-05i,-7.8056e-05+0.00042887i,1.4076e-05+0.0012408i,-0.00030915+0.00139i,-0.00090478+0.0010981i,-0.00090366+0.0011153i,-0.00047408+0.00084071i,0.00012812+0.00025943i,0.00065775-0.00037444i,0.00075055-0.0012799i,0.00021854-0.00109i,-0.00028946+0.0002602i,-0.00090487+0.0011878i,-0.0012099+0.00061507i
-0.0017179+0.0047829i,-0.0012695+0.0053982i,0.00068704+0.0027177i,0.0023847-0.002553i,0.0022167-0.0043454i,0.00031035-0.0023249i,-0.0009375+0.00033757i,-0.00070673+0.0010805i,-0.00033749+0.0010462i,-6.4506e-05+0.0011377i,0.0003853+0.0011502i,0.00043115+0.0010428i,2.6822e-05+0.00063083i,-0.0005321-0.00029337i,-0.00091982-0.00092679i,-0.00065858-0.0010247i,-2.2506e-05-0.00035991i,0.00027038-0.00022172i,0.0008923-0.0007613i,0.00068755-0.00046707i,-3.9221e-05+0.0004063i,-4.9358e-05+0.00063556i,-0.00014703+0.00071351i
0.0011213-0.0030198i,0.0023064-0.0026398i,0.001258-0.0021283i,-0.00026035-0.0014514i,-0.00098507-0.00092128i,-0.00046663-3e-06i,-0.00013524+0.00085878i,-0.00030145+0.00032989i,-0.00047854-0.00011581i,-0.00010017+0.00078424i,0.00071377+0.0012152i,0.00019966+0.00072912i,7.22e-05-0.00021639i,0.00091216-0.00085288i,0.0003099-0.0010622i,-0.00059821-0.0012527i,-0.00028729-0.0005568i,0.0006263+1.0996e-05i,0.0004854+3.6837e-05i,-0.00011475+0.00023259i,-0.00039791+0.00044555i,0.00042749+0.00064276i,0.0008895-1.7396e-05i
-0.0016299-0.00039466i,-0.0018688-0.00095901i,-0.0021595-0.00089004i,-0.0017416-0.0003743i,-0.00065559-0.0001534i,-0.00063875-0.00028414i,-0.00068831-0.00044323i,-0.00029229+0.00038565i,-0.00010295+0.00087739i,0.00027728+0.00048936i,0.00016486-0.00022601i,0.00020206-0.00091596i,0.00010709-0.00094597i,0.00056682-0.00094672i,0.00092695-0.0011403i,0.00064783-0.00047993i,0.00036014+0.00029157i,0.00033928+0.00031125i,0.0004549-0.00022092i,8.421e-05-3.7722e-05i,-6.2016e-05+7.1632e-05i,-0.00012685-0.0002797i,-0.00019995-0.00018078i
-0.0022955-0.0012261i,-0.0029787-0.00080041i,-0.0028143+0.00016984i,-0.0014013+0.0012307i,-0.00064006+0.00025896i,-0.00013813+3.6741e-05i,-0.00029418+0.00051544i,-0.00037859-0.00033481i,-0.00015407-0.00070032i,-0.00045611-0.00061118i,-0.00090709-0.00064686i,-0.0009321+8.3104e-05i,-0.00057704+0.00033482i,-0.00013243+0.00018169i,0.00053427+0.00021481i,0.00088766+0.00056023i,0.0002213+0.001208i,-0.0003877+0.0011354i,-0.00044992-0.00024715i,0.00012645-0.0016983i,0.00035182-0.001901i,0.00022781-0.00090981i,0.00034961+0.00033151i
0.0015819+0.00034338i,0.002993+0.0018695i,0.0029028+0.00050856i,0.0010342-0.0017369i,-0.00089064-0.0013219i,-0.0013268+0.00026176i,-0.00031632+0.0009087i,0.00058173+0.00026377i,0.00045139-0.00061942i,9.5736e-05-0.00069043i,0.00020494-0.00041606i,-2.3557e-05-5.2138e-05i,-0.00027258-7.1664e-05i,-3.2633e-05-3.6135e-05i,0.00032666+0.00047768i,0.0007553+0.00087697i,0.00024507+0.0013364i,-0.00064082+0.00064082i,-0.00053175-0.00067694i,0.00030319-0.00063602i,0.0014336-0.00012701i,0.00112+5.7279e-05i,-0.00011368+0.00036636i
0.0013578-0.0011058i,0.0018759-0.0022417i,0.0016696-0.0021881i,0.00086025-0.0019292i,-0.00010611-0.0013368i,-0.00023264+8.5761e-05i,0.00010468+0.00065868i,-0.00013035+0.00053163i,-0.00081969+0.00090315i,-0.0010485+0.0016532i,0.00019981+0.0013601i,0.0016919+0.0006417i,0.00047894+0.00068182i,-0.0006543+0.00087801i,-0.00013185+0.00078355i,-0.00031899+0.00093841i,-0.00030616+0.0002256i,0.00028384-0.00063554i,0.00030073-0.00046488i,0.00037429+0.00013777i,0.00052201+0.00067797i,0.0001921+0.00086127i,-0.00013893+0.00081797i
0.00055623+0.0036519i,0.0010807+0.0032597i,0.0010643+0.00072783i,0.00012303-0.0010598i,-0.00050557-0.0016193i,-0.00086408-0.0013678i,-0.00028327-0.00070888i,0.00031053-0.00022061i,-0.00020757+0.00022661i,3.9105e-05+0.00021315i,0.00032302+0.00019892i,-0.00034381-0.0005463i,-0.0012089-0.0011306i,-0.0014472-0.00080858i,-0.00084475-0.00063995i,-0.00064052-0.0010187i,-0.00038915-0.0011473i,0.00011747-0.00080155i,0.00014861-0.00096935i,0.0003156-0.00053712i,0.00034716-0.00023281i,0.00015905-0.00044029i,-0.00021077-0.00050455i
-0.00064736-0.001645i,-0.00053508-0.00034351i,0.0012784-0.00028806i,0.0023933-0.0009416i,0.0016036-0.0012247i,0.00041259-0.00060779i,-0.00028954+0.00017188i,-6.2308e-05+0.00064355i,0.00074691+0.00018757i,0.00035081-0.00096815i,-6.2313e-05-0.001117i,9.0349e-06-0.0010702i,0.00063343-0.0014363i,0.00069511-0.00062671i,0.00025125+0.00045536i,0.00042659+2.0288e-06i,0.0005212-0.00056653i,0.00054044-0.0001245i,0.00068757-9.329e-05i,-4.7521e-05-3.6171e-06i,-0.0003455+0.0003855i,-0.00045641+0.00044129i,-0.00084233+0.00032102i
