-0.00073381+0.00075874i,5.4744e-06-0.00069627i,-0.00048881-0.00040435i,-0.000368+5.3757e-05i,-0.00027751+0.0011865i,-0.00051336+0.00075009i,-0.0012964-0.00025117i,-0.00088731+0.00043939i,0.00045891+0.0009142i,0.0012475+0.00067201i,0.00060015+0.00018739i,0.00043557-0.0012459i,0.00042592-0.0016063i,-0.00027241-0.00096135i,-2.508e-05+4.5571e-05i,0.00096462+0.0007075i,0.0012186+0.00019751i,0.00097773-0.00031653i,0.00073834-0.0003915i,0.0002099-2.8111e-05i,-0.00023308-0.00013336i,0.00014424-0.00040007i,0.0011887-9.1646e-05i
0.0012453+0.00025459i,0.00093068-0.00029734i,0.00057719-0.00055953i,0.00017756-0.00091188i,-0.00072044-0.00076541i,-0.0012178-0.0001767i,-0.0015715+0.00017578i,-0.0015963+9.6339e-05i,-0.00026607-0.00024083i,0.0003696+0.00027185i,-0.00025666+0.0003175i,-0.00049612-0.00039289i,-0.00062476+0.00021531i,-0.00066307+0.0008834i,-0.00038399+0.00030065i,-0.00025947-0.0010911i,-0.00027429-0.0014914i,0.00033464-0.00096587i,0.00042917-0.00020842i,-0.00063018-0.00019774i,-0.001161-0.00030005i,-0.00043424+0.00031313i,-7.28e-05+0.00059127i
-0.00011923+0.0011596i,-0.00021993+0.00045772i,0.00088246+0.0013706i,0.0015141+0.0020758i,0.00092358+0.00070126i,-0.00094189-0.00067816i,-0.0019936-0.0010426i,-0.00054156-0.00047237i,0.0011082+0.0004143i,0.00091786+0.00059329i,2.2847e-05+0.00040571i,0.00011823+0.00044504i,7.6376e-05+0.00049203i,-0.00014292-0.00040837i,0.00046193-0.0011747i,0.00068734-0.00085498i,-8.3516e-05+5.5012e-05i,-0.00072146+8.9979e-05i,-0.00063925-0.0002598i,-0.00014939+0.00040666i,0.00052811+0.0012838i,0.0010436+0.0014851i,0.00044978+0.00095786i
0.00081645+0.00018936i,0.0014948+0.0012347i,0.0019327+0.0012845i,0.0015637-0.00049759i,0.0010979-0.0014956i,-0.00074338-0.00098602i,-0.0023374-0.00021823i,-0.001415+0.00082355i,0.00024405+0.00098908i,0.00042177+0.00012023i,0.00065695-0.00027588i,0.0012601+0.00046734i,0.0010819-3.2684e-05i,0.00051686-0.00064651i,-2.2868e-06+0.00035716i,-7.5696e-06+0.00060502i,-0.00056562-0.00016189i,-0.0011002-0.00049957i,-0.00049096-0.00011577i,-0.00018414-0.00014101i,-2.634e-05-0.00065124i,6.962e-05-0.00040779i,-0.00019585+0.00040918i
0.0012162+0.00030093i,8.6355e-05+0.00062501i,-0.0011204-0.00032795i,-0.00092125-0.00074494i,-0.0001075-0.0010397i,-0.00065673-0.000728i,-0.0014182+6.2726e-05i,-0.0011313+0.00047108i,-0.00044873+0.001042i,0.0002724+0.0011972i,0.00057341+0.0017142i,0.00011382+0.0019462i,-0.00054626+0.00087941i,-0.00094272+0.00037052i,-0.00079003-0.00023733i,-0.00018943-0.0011387i,-0.00021352-0.00067568i,-9.7506e-05-0.00019925i,4.1944e-05-0.00042693i,-5.7435e-06-0.00081662i,-0.00019107-0.00097821i,-0.00031054-0.00050905i,-0.00043639-0.00012313i
5.7415e-05+0.00065918i,-0.00045787+0.0019567i,0.00051531+0.0023163i,0.00029401+0.002215i,-0.00082063+0.00093649i,-0.0012664-0.00049397i,-0.0014841-0.00027419i,-0.00068382+0.0011347i,0.00042326+0.0011263i,0.00085802+0.00050486i,0.00023956+0.00091082i,-0.00031492+0.00020585i,-3.7715e-05-0.00042014i,0.00041023-0.00080859i,0.00056604-0.0015647i,-0.00020032-0.0010799i,-0.00038106-0.00016876i,0.00014754-0.00015395i,0.00026128-0.00084082i,0.00035726-0.00092251i,-0.00015852-0.00025833i,-0.00049743-0.00069319i,-0.00021463-0.00098443i
-0.00048137-0.00033974i,-0.00051337-6.0171e-05i,0.00024468+0.00081862i,0.0010184+0.00065603i,0.00054549+0.00034526i,-7.9748e-05-0.00022697i,-0.00045561-0.00040445i,-0.0007739-0.00018415i,-0.00075447-0.00032643i,-0.00016279+0.00096071i,2.2355e-05+0.0014646i,0.00024641+0.00030144i,0.00042324-0.00018871i,0.00022477-0.00080564i,-0.000134-0.0010196i,-5.7865e-05-9.5472e-05i,0.00028872+0.00032389i,0.0002216-0.00024317i,-0.00071982-0.0007882i,-0.00052185-0.00098183i,0.0006917-0.0003251i,0.0011705+0.00079334i,0.0006427+0.00091022i
-0.00026276+8.4921e-05i,0.00033004-0.00019693i,-0.00033547+0.00022539i,-0.00080999+0.0010466i,-0.00078064+0.00094525i,-0.00079956-2.5636e-05i,-0.00060007-0.00059826i,0.00011293-0.00040399i,0.00072422+0.00058049i,0.00053477+0.0017376i,0.00016554+0.0018953i,0.00056295+0.00099421i,0.0011348+0.0010128i,0.00074848+0.00082838i,7.2477e-05-7.6914e-05i,0.00023121-0.00038914i,0.00051512-0.00020458i,0.0010603-0.00029113i,0.0013131-0.00032892i,0.00059273+0.00046149i,0.0002743+0.0009521i,0.00024666+0.0010312i,-0.00028072+0.00057371i
-0.0006773-0.0012944i,0.00051253-0.0013084i,0.00052402-0.00075975i,3.617e-05+0.00036476i,-0.00012318+0.0013264i,-0.00055934+0.00077444i,-0.001235+0.00015289i,-0.0013776+0.00033972i,-0.0012261+0.00077648i,-0.00094916+0.00075403i,-0.00039324+0.00088955i,0.00012358+0.00044146i,-8.1368e-05-3.6265e-05i,-0.00050375-0.00038151i,-0.00046104-0.00052015i,-0.00022183+0.0002782i,1.8432e-05+0.00027902i,0.00015785-3.9967e-05i,0.00020497-0.00020075i,-9.8202e-05-0.00051523i,-0.00020925-0.00044294i,-0.00013583+0.00013139i,6.4029e-05+0.00014i
-0.00027044+0.00025582i,-0.00037851-0.00020708i,-0.00055679+0.0015031i,-0.00088884+0.0029642i,-0.00059777+0.0012944i,-0.00089423-0.00065332i,-0.0011383-0.00058219i,-0.00074612+0.00034714i,-9.8263e-05+0.00020219i,0.00040585-3.4381e-05i,0.00010492-0.00027621i,0.0001009-0.00081059i,0.00063532-0.00098459i,0.0006232-0.00083405i,0.00081117-0.00019011i,0.00047149-0.00021785i,-0.00051555-0.00045799i,-0.0011196-0.00021145i,-0.00082369+2.6814e-05i,-0.0002552-0.00010395i,-0.00019044-0.00011236i,-2.257e-05+0.00023747i,-0.00041012+0.00047944i
0.0013814-0.00018126i,0.0010535+0.00041146i,0.00049102+0.00042266i,-0.0001247+0.00024667i,-0.00099318+9.38e-06i,-0.0019159+0.00032581i,-0.0023564+3.635e-05i,-0.0016599+0.00075569i,-0.00083362+0.00121i,-0.00036251+0.00086978i,-0.00081405+0.00073006i,-0.0015451+0.00050361i,-0.00061351+0.00028821i,0.00020618+0.00036921i,4.5048e-05+0.00056803i,-0.00017647-0.00015789i,6.4749e-05-0.00077532i,0.001018-0.00032217i,0.00094048+0.0003468i,0.00028642+0.00011249i,-0.00036904-0.00010955i,-0.00051549-5.3493e-05i,-0.00016314-1.5062e-05i
-0.00092333-0.00023021i,-0.00053529-7.8451e-05i,0.00017289+9.0973e-05i,0.00089424+0.00068171i,2.8313e-05+0.00060489i,-0.00085409-0.00084931i,-0.0006249-0.0010226i,7.792e-05+0.00015206i,0.00041486+0.00075585i,9.7848e-05+0.00032467i,0.00062569+0.0001452i,0.00060437+0.0004204i,-0.00037336-0.00054353i,-0.00011725-0.0011949i,0.0004638-0.00021823i,0.0003301+0.00021096i,0.00013026+6.7153e-05i,-0.0003646-1.3561e-05i,-0.0010533+0.00020054i,-0.0005347+4.0782e-05i,-0.0001583-0.00038451i,-2.9926e-05-0.00089523i,-7.7266e-05-0.00045793i
0.001655+8.5147e-05i,0.00096673+9.2998e-05i,0.0010569-0.0014467i,-0.0004047-0.0020253i,-0.0019828-0.0017978i,-0.0040561-0.0013677i,-0.0042743+0.00012137i,-0.0023292+0.00098652i,-0.00064888+0.00027676i,0.00023416-6.9064e-05i,0.00029608-7.9921e-05i,0.00080144-0.00013372i,0.00083238+0.00023381i,0.00050264+0.0011277i,4.0782e-05+0.0012182i,-0.00033447+0.00057105i,4.5116e-05+0.00010816i,-0.00038176+0.00082536i,-0.00049744+0.00063744i,-0.00036237-0.00024935i,-0.00060497+0.00041535i,-0.00034458+0.00083591i,0.00038579+0.00075133i
0.00017579-0.0019833i,0.0013805-0.0010962i,0.00068837+0.00041763i,0.00040571+0.0013712i,0.00029734+0.0010126i,-0.00041581-7.3895e-05i,-0.0011985-0.00058059i,-0.00070691+8.4175e-06i,0.00041949+0.00041693i,0.00058615+0.00054617i,0.00068252+0.0010088i,0.00074074+0.00052014i,0.00074688-0.0011423i,0.00023885-0.0016918i,-0.00024717-0.0010968i,-0.00011433-0.00040577i,9.0543e-06-1.9373e-05i,0.00043782-0.00025971i,0.00050778-0.0005148i,0.00074223-0.00099472i,0.0013559-0.0006952i,0.0012736-6.1515e-05i,0.00046378+0.00053144i
0.0012386+0.0019487i,0.00059693+0.0025878i,0.00055457+0.0013648i,0.0011996-0.00031402i,0.0005519-0.0016106i,-0.0013298-0.0023562i,-0.0023765-0.001694i,-0.0012352-0.00073873i,0.00069265-0.00011822i,0.00093937+0.00026399i,-0.00010047+0.00018709i,-0.00046148+0.00012545i,0.00010512-8.1669e-05i,0.00033259+3.0323e-05i,-1.472e-05+0.00016667i,1.0873e-05-9.6402e-05i,-9.6041e-05-0.00036548i,-0.00050242-0.00041071i,-0.00067424-0.00011709i,-0.00057793-9.5079e-05i,-0.00053783-7.8621e-05i,-0.00080106+0.00032047i,-0.00035478+0.00052792i
-0.0011813-0.00092204i,-0.0017252-0.0017542i,-0.0019762-0.0015526i,-0.0022746-0.00033906i,-0.0021955-3.1442e-05i,-0.0024769+0.00050178i,-0.0023378+0.00044509i,-0.00098938+0.00055302i,-0.00021399+0.00071152i,-0.00031128+0.00040893i,-0.00014485+0.00058821i,0.00060118+0.00015251i,0.00087672+0.00030225i,0.00070502+0.00036372i,0.00047706-0.0003986i,0.00016099-0.00097027i,-0.00048589-0.00097415i,-0.00056547-0.0008861i,-0.00051656-0.00080302i,1.0584e-05-0.00047022i,0.00071236-0.0002558i,-0.00023835+0.00086136i,-6.0531e-06+0.0010062i
0.00097389-0.0006822i,0.00096306-0.0012543i,0.00091662-0.00012357i,0.001234+0.0006502i,0.0014436-0.00037507i,0.00027758-0.00080646i,-0.00093236-0.00057197i,-0.00079605-0.00071159i,0.00040898-0.00068413i,0.00090033+0.0001073i,0.00067715+0.00080717i,0.00040187+0.00042782i,0.00012986+0.00054805i,-0.00050492+0.00048142i,-0.00094009+0.00043984i,-0.00097152+0.00074802i,-0.0009265+0.00024418i,-0.00037288-0.0004974i,0.00021253-0.00080334i,-0.00029299-0.00037318i,-0.00099886-0.00090677i,-0.00067708-0.00090072i,0.00016239+0.00024689i
0.00029755+0.0011132i,0.00024512+0.00093478i,-1.0851e-05+0.00044448i,-0.00030344-0.0010218i,-0.0013435-0.0020284i,-0.0025315-0.0011925i,-0.0026874+0.00017612i,-0.0018503+0.00065151i,-0.00029776+0.00068574i,0.00026304+0.0010167i,-8.7856e-05+0.0012425i,0.0001923+0.00061983i,-0.00013778+1.8052e-05i,-0.00028526-0.00032928i,-0.00024061-0.00064969i,-0.00066861-0.00092392i,-0.00065934-0.0011559i,0.00016899-0.00083825i,0.00064502+0.00043496i,-0.00012577+0.00084235i,8.5353e-05+3.9716e-05i,0.00089492-0.00012876i,0.0009064+0.00026797i
-0.0013823+0.00061065i,-0.0017163+0.0011481i,-0.00063596+0.0023562i,0.00083582+0.0016084i,0.0015418+0.0002147i,0.00079748-0.00047848i,-0.00032384-0.00075723i,-7.5177e-05-0.00075212i,0.001219+4.9274e-05i,0.0013435+0.00051618i,0.00072044+0.0006129i,2.0394e-05+0.00026695i,-0.00069002+7.246e-05i,-0.00069715+8.8152e-05i,-0.00051677-0.00015136i,-0.0004886-0.00022226i,-0.00098398-0.00040857i,-0.0011428+0.00025859i,-0.00042713+0.00061966i,2.915e-05+0.00042817i,-0.00030786+0.00055773i,-0.00078692+0.0010364i,-0.0004282+0.00089479i
-0.00061564-0.00059467i,-0.00036041-0.0010861i,0.000385-0.00077435i,0.00081495-0.00092962i,0.00075722-0.00068308i,-0.00048726-0.0016028i,-0.0021982-0.0018153i,-0.0019977-0.00015954i,-0.00079871+0.00071838i,-0.00020181+0.00086781i,0.00028339+0.00085672i,0.00077875+0.00049816i,0.00039775+0.00013576i,-0.00033857-0.00017677i,-0.00033056-0.00029515i,0.0002023+0.00020243i,-8.6523e-05+0.0010323i,0.00079163+0.00073592i,0.0013559-0.00063212i,0.00067871-0.00097071i,0.00020755-0.00014659i,-0.00025784+0.00052683i,-0.00088032-0.00021858i
0.0017024+0.000656i,0.00021109+0.0006911i,-0.0010777+0.00060901i,-0.0013795+0.00042688i,-0.0011865+0.00036029i,-0.0015233+0.0010558i,-0.001114+0.0015768i,-0.00041051+0.0010447i,-0.00052194+0.00099836i,-0.00066705+0.0010589i,0.00017414+0.00028913i,0.00045334-0.00019319i,0.00028149-0.00029854i,0.00087611-0.00051364i,0.0011423+0.00027307i,0.00078095+0.00072176i,0.00021559-0.00016173i,0.00013583-0.00013881i,0.00048404+0.00068628i,0.00052493+0.00074469i,0.00031508+0.00034844i,0.00020858+0.00018394i,0.00029981+3.1207e-06i
0.0016726+0.0006557i,0.0013953+0.00018818i,0.0017477+0.00063347i,0.00059156+0.00078184i,-0.0012988-0.0001638i,-0.0024748-0.00067908i,-0.0023827-0.00031824i,-0.0010086+0.00041045i,0.00047059+0.0011411i,0.00047394+0.00087432i,-9.9187e-05+0.00072235i,0.00039485+0.00010057i,0.00042207-0.0013628i,5.5634e-05-0.0011315i,-0.00051691+0.00020529i,-0.0012181+0.00039752i,-0.00089523+0.00027368i,-0.00027103-0.00014386i,-8.0777e-05-0.00072868i,-0.00046298-0.00056366i,-0.00091197-0.00044532i,-0.0013271-0.00091383i,-0.0013509-0.00070968i
-0.00027317-0.00027628i,-0.00043743+9.133e-05i,-0.0001185-0.0010022i,0.0002529-0.0010108i,-0.0006952+0.00021285i,-0.0016232+0.00067201i,-0.0017521+0.00026136i,-0.00081199-0.0001186i,-0.00014323+6.825e-05i,-0.00029598-0.00011625i,-5.6119e-05-0.00021198i,0.00020537-0.00043185i,-0.00041366-0.00059871i,-0.0016114-0.00070011i,-0.0015345-0.00048523i,-0.00090644+0.00010373i,-0.00022387-0.00038513i,0.00021509-0.00040483i,0.00070201+0.00024233i,0.00069408+0.00012834i,0.00028785+0.00024497i,0.00016722+7.8101e-05i,0.00030947-0.00062021i
0.00068841-0.00010754i,0.0001216+0.00035182i,-0.00087965+0.00073013i,-0.0010984+0.0010286i,-0.00051076+0.0014749i,-8.5526e-05+0.0018076i,-0.00018235+0.001356i,0.00061261+0.00045788i,0.00082494+0.00013494i,0.00021458+0.00054139i,0.00016437+0.00073317i,0.0005123-6.9079e-05i,0.0013615-0.00017458i,0.00082134+0.00024242i,0.00010011-8.2151e-05i,0.0003518-0.00027776i,-9.0938e-05-0.00028193i,-0.00010524-6.274e-05i,0.00061956+0.00035511i,0.00077986+0.00011934i,0.00082988-0.00056008i,0.00062569-0.00060552i,0.000608-6.8928e-05i
-0.0012578+0.00027176i,1.3806e-05-0.00035837i,0.00033324+0.00039213i,0.00065298+0.0010522i,0.0010401+0.00098484i,0.00075912+8.9316e-05i,-0.00016078-0.00031465i,-0.0011461+0.00013188i,-0.00039011+0.00031336i,0.00071134+0.00025211i,0.0010297+6.6193e-05i,0.0010974+0.00046558i,0.00053335+0.00045351i,-0.00024391+0.00010584i,-8.8633e-06-0.00022812i,3.5955e-05-0.00023821i,-0.0006413-6.4525e-05i,-0.00087023+0.00062664i,-0.00071257+0.00044535i,-0.00040927-0.00053861i,-5.4053e-05-0.00041555i,0.00020705-0.00019524i,0.00022105-0.00037716i
0.00013472-0.00040391i,-0.00017757+0.00083761i,-0.00095586+0.00078112i,-0.0011715+0.0017519i,-0.00095565+0.001301i,-0.0015463-0.00048936i,-0.0021103-0.00028067i,-0.0015664+0.00033416i,0.00037007+0.00034647i,0.0010786+0.00041509i,0.00064204+0.00094183i,0.00083267+0.00082233i,0.00074712-0.00012786i,0.0002961-0.00030902i,-0.00040861-0.00063139i,-0.00075489-0.00088231i,-0.00064606-0.0005412i,-0.00065789-0.00022261i,-0.00014338-0.00017706i,-0.00018253-0.0006116i,-0.00020536-0.00084374i,0.00028558-0.00051227i,0.00016493-0.00046839i
-0.0014828+0.00030805i,-0.0011734+0.00084452i,-0.0004095+0.0012981i,-0.00011578+0.0016968i,-0.00068686+0.001339i,-0.0011061-0.00025273i,-0.0014097-0.0012139i,-0.00088457-0.00019527i,-0.00048614+0.001495i,-7.7388e-05+0.0017302i,0.00062348+0.00075157i,0.001548+0.00012223i,0.0010992+5.409e-05i,-0.00035837-1.7555e-05i,-0.00094603+3.3423e-05i,-0.00084338-0.00038333i,0.00018928-0.0002553i,0.00086941-0.00015724i,0.00043315-0.00016128i,0.00018616+0.00027437i,0.00066763-0.00023031i,0.00059891-0.00036837i,0.00048059-0.00026064i
-0.0010191-0.00073251i,0.00011866-0.00087215i,-0.00026078+0.00022155i,-0.0011323+0.0012392i,-0.0013481+0.00074197i,-0.001157-0.00059597i,-0.0010514-0.00089591i,-0.0010787+0.00012493i,-0.00077656+0.00089551i,-0.00032361+0.00035323i,0.00065845-0.00074007i,0.0010924-0.0010346i,0.00070864-0.00076249i,0.00053036-0.00048501i,0.00066463-0.000198i,-0.00015311-0.00075152i,-0.00057889-0.00096851i,-0.00022576-0.00010985i,-0.00065916+0.00073137i,-0.00085019+0.00075829i,-0.00023653-0.00014207i,8.8265e-05+0.00013702i,0.00016689+0.0009609i
0.00032539+0.0017349i,0.00021433+0.00086723i,-8.3866e-05+0.0011531i,-0.00031135+0.001567i,-0.0011101+0.00058557i,-0.002336-0.00012563i,-0.0025965+0.00029717i,-0.0019826+0.00099154i,-0.00065172+0.00087324i,0.00025704+0.00074587i,-0.00051488+0.00046252i,-0.00083397-0.00050657i,-0.00020458-0.00051907i,0.00055857-0.00031873i,0.00059345-0.00051001i,-0.00016194-0.00040124i,-0.00057463-0.00015148i,7.0288e-05+6.6219e-05i,-0.00050552+0.00062714i,-0.00089063+0.00028313i,0.00031978+0.00042676i,0.00057042+0.0011001i,0.00041631+0.0011429i
-6.4503e-05-0.0016934i,0.001093-0.0011278i,0.00011582-0.00082435i,-0.00051516-0.00046681i,-0.00065185-6.5458e-05i,-0.0011248-0.00062232i,-0.0015606-0.0015461i,-0.00079371-0.0013816i,-9.1445e-05-0.00058362i,-9.5581e-05+0.00052143i,4.1201e-05+0.00099948i,0.00054255+0.00051817i,0.00099764+0.00031426i,0.00067812+0.00059152i,0.0003598+0.0002409i,-7.2092e-05-0.00011582i,-0.00025078+0.00040212i,0.00033945+0.0010014i,0.00027208+0.00082305i,-0.00028498+0.00058804i,-7.4672e-05+0.00043013i,0.00076069-6.0574e-05i,0.0010812-8.5585e-05i
0.00038213+0.00094665i,-0.0009798+0.00061782i,-0.0010891+0.00055222i,-0.0010616+0.00028617i,-0.0013505-0.00016738i,-0.0019811-0.0010781i,-0.0017131-0.00095016i,-0.00046501+0.00020799i,0.00073138+0.00086669i,0.0014065+0.00080256i,0.0011378+4.6567e-05i,0.00062719-0.00024236i,6.7558e-05+0.00018914i,0.00048452-0.00032452i,0.00092161-0.00038829i,0.00046548+0.00024256i,0.00039166+0.00028001i,5.2293e-05-7.664e-05i,0.00011807-0.00019166i,0.00039491+0.00016796i,-0.00046292+0.00019127i,-0.00071488+6.2025e-05i,4.2795e-05+0.00044689i
-0.00031629-0.0014128i,-0.00026678-0.0010706i,-0.00025915+0.00021303i,7.5854e-05+0.0011712i,-0.00041091+0.0014088i,-0.0016693+0.00075612i,-0.0022369-0.00070009i,-0.0014858-0.00091809i,-0.00060425+0.00016953i,-0.00044244+0.0010348i,-4.5775e-06+0.00093007i,0.00038258+1.6243e-05i,0.0005304-0.00038885i,0.0008199-0.00045179i,0.00061312-7.6803e-05i,0.0003446-3.378e-05i,-7.2452e-06-0.00019394i,0.00014792+2.163e-05i,0.00048392+3.0201e-05i,-3.0626e-05-0.00016606i,-0.0003192-0.00046319i,-0.0002545-0.00036331i,-0.00049886+9.1196e-05i
-0.00054613-0.001584i,0.00023942-0.0012541i,-0.00024803+0.00037901i,-0.0010278+0.0014858i,-0.00086172+0.00070325i,0.00023343-0.00064528i,-0.00026019-0.00085096i,-0.00088018-0.00051181i,-0.00024228+0.00014333i,-0.00030251+0.00027168i,-0.00032424+2.21e-05i,0.00097064-0.00068447i,0.0014349-0.0012699i,0.00056719-0.001138i,-3.2133e-05-0.00051079i,-0.00052793-0.00021775i,-0.0001598+8.1797e-06i,0.00083869-6.3841e-05i,0.00078327+0.0001955i,0.00056142+0.0010882i,0.00016219+0.0012539i,0.00016777+0.00027758i,0.00058826-1.1694e-05i
0.0012808+0.0007098i,9.9834e-05+0.0010539i,-0.00049078+0.0009265i,0.00011275+0.00047764i,0.00018307-0.00067524i,-0.0013246-0.00096876i,-0.0019552-0.00054474i,-6.6778e-05-5.7233e-06i,0.00067489+0.00055001i,0.00036412+0.000206i,0.0009119+0.00014686i,0.00069836+0.00063042i,-0.00026582+0.00040979i,-0.00024159+0.00022532i,0.00033391+0.00045328i,0.00028961+0.00042361i,0.0004432-0.00016874i,-0.00019535-0.00054763i,-0.00039401-0.00050831i,-6.4759e-05+4.212e-05i,-0.00058683+0.0002314i,-0.00070762-7.7254e-05i,-0.0002827+0.00020476i
0.00015919+7.4773e-05i,0.00014905+0.00022697i,3.7928e-05+0.00022631i,-0.0001558-0.00029567i,-0.0003546-0.00034145i,-0.0015303+0.00055246i,-0.0021584+0.00048843i,-0.0010933-1.9564e-05i,-0.00025961+8.3504e-05i,0.00013382+5.9687e-05i,0.00083745-4.8836e-05i,0.00070434+0.00045751i,0.00032623+0.00021673i,-0.000218-0.00030933i,-0.00056528-0.00017733i,1.6587e-06-0.00031365i,-0.00031714+1.8308e-05i,-0.00033257+0.00037386i,0.00043305+0.00032419i,0.00069108+0.00047275i,0.00067584+0.00013251i,0.00045712-0.00045903i,-0.00021506-7.0389e-05i
0.00036505-0.00018255i,-4.8399e-06+0.00044377i,0.00053414+0.0012543i,0.00071439+0.0014618i,0.00020814+0.00043617i,-0.00061754-0.00050254i,-0.00095818-0.00076557i,-0.00065441-0.00052975i,0.00033072-0.00057468i,0.00071859-0.00057026i,-1.9915e-05-0.00031266i,8.1512e-05-0.00052165i,0.00084408-0.00042421i,0.0008416-0.00032624i,0.0010938-0.00059999i,0.001356-0.00095492i,0.0011037-0.00093337i,0.00025912-0.00036319i,-0.00049549+0.00023892i,-0.00014426+0.00040135i,0.00073361+9.9402e-05i,0.00023199+0.00010278i,-0.00052564+0.00027195i
-0.00074034-1.8899e-05i,0.000476+0.00043939i,0.0010898+0.00048778i,0.0014082+0.0010734i,0.00044242+0.0017422i,-0.00030014-9.8017e-05i,-0.0008343-0.0010535i,-0.0012975-0.00044598i,-0.00027763+0.00075388i,0.00069621+0.0010597i,0.00087227+0.00058766i,0.0003879+0.00021585i,0.00011133-0.00051986i,0.00033319-0.00096509i,0.000444-0.00060234i,0.00017086-0.0001603i,3.1187e-05-7.7765e-05i,0.00070397-5.2697e-05i,0.0011344-2.6426e-05i,0.0011792+0.0002686i,0.00053446+0.00036953i,0.00030959+9.7587e-05i,0.00025602-5.3119e-05i
-0.0016928+0.00058747i,-0.0015039+0.00044507i,-0.001017+5.8928e-06i,-0.00015492+0.00044434i,8.3112e-05+5.7414e-06i,-0.000191-0.0015545i,-0.00052086-0.0014692i,-0.00021294-8.1161e-05i,0.00017206+0.00056247i,6.6526e-05+0.00051437i,0.00023808+0.00032704i,0.0006761+6.8516e-06i,0.00040784-0.00013996i,0.00011405-0.00031933i,0.00050066+8.6368e-05i,2.4157e-05+0.00055874i,-0.00052193-0.00013684i,-0.00041572-0.00035643i,-0.00025154+0.00035126i,4.6048e-05+1.6088e-05i,0.00030404-0.0011626i,0.00046507-0.0018513i,0.00077417-0.0009868i
-0.00058335+0.0013139i,-0.0012565+0.0013503i,-0.0006679+0.0013931i,0.00043676-0.00019489i,0.00090546-0.0009602i,-0.0010193-0.00050458i,-0.0028683-0.00082103i,-0.0019398-0.00087561i,-8.3655e-05-3.0142e-05i,0.00077639+0.00111i,0.0012294+0.0010067i,0.00032054+4.0854e-05i,-0.0011335-0.00030973i,-0.0015649-0.00033072i,-0.00075942-0.00032617i,1.1504e-07-0.00055128i,-5.0723e-06-0.00044318i,0.0002264-0.00029732i,3.5357e-05-0.00040959i,0.00022789-0.00032354i,0.00031186+0.00025627i,-0.00048257+0.00047106i,-0.00077613+0.00031275i
-0.0014802+6.488e-05i,-0.0011766-0.00029217i,-0.00082486-1.9418e-05i,-8.3014e-05+0.001319i,-4.5133e-05+0.0014649i,-0.00089973+0.00027171i,-0.0011158-8.3741e-05i,-0.00077612+0.00088863i,-0.00056506+0.0012539i,-7.4499e-05+0.00091788i,0.00016215+0.00063064i,0.00077756+0.0002816i,0.00040563-0.00064703i,-0.00080503-0.0010197i,-0.0011803-0.0006152i,-0.00080317-0.00073495i,-0.00029201-0.00047441i,-0.00074926+0.00021743i,-0.00083772+0.00010868i,-0.00074894-0.00017394i,-0.00046805-0.00030831i,4.7125e-05-0.00040992i,2.9715e-05-0.00029054i
0.00089364+0.00035237i,0.00045923+0.00049577i,0.00024121+0.00041381i,-0.00011038+0.00028034i,-0.00042261-8.6296e-05i,-0.00095218-0.0012703i,-0.0016047-0.0016724i,-0.0017665-0.0011602i,-0.0012929-2.0832e-05i,-0.00069686+0.00041708i,9.3699e-05+8.3329e-05i,0.00052256-0.00022875i,0.00038867-0.00071412i,8.0107e-05-0.00024275i,-0.00028971-6.9374e-05i,-0.00045505-0.00095279i,-0.00026019-0.0014665i,-0.00046139-0.001186i,-0.00084638-0.00086338i,-0.00065984+9.4715e-05i,-0.00041744+0.00082286i,-0.00028887-2.0766e-05i,-0.00020732-0.00026591i
1.2687e-05-0.0012321i,0.00047469+0.0005162i,-0.0001858+0.002138i,-0.00050516+0.003389i,-0.00012759+0.0028331i,-0.00064462+0.001183i,-0.00072236-6.676e-05i,-0.00047277-0.00029191i,-0.00067054+0.00021351i,-0.00023696+0.00082546i,0.00024143+0.001224i,0.00077288+0.00091762i,0.0011833-0.0005497i,7.7227e-05-0.0017001i,-0.00020974-0.00096476i,0.00018395-0.00018637i,-3.6015e-05-6.3422e-05i,0.00059137+0.00015957i,0.00076652-7.197e-05i,0.00012408+0.00033217i,-0.00019857+0.0005357i,-0.00030385+0.00055936i,0.0003464+0.00070443i
0.00083718+0.00032931i,8.3983e-05-0.00024075i,5.9726e-05-0.0012479i,-0.00074356-0.0013643i,-0.0024855-0.00075652i,-0.0031396-0.0011049i,-0.0025571-0.00097604i,-0.0015804-0.00011598i,-0.00043609+0.00016462i,0.00016686-0.00010604i,0.00014025-0.00032024i,-0.0001183-0.00023686i,-0.00022579-0.00036333i,-0.00027612-0.00035213i,-4.2652e-05-0.00036812i,-6.5758e-05-0.00021728i,0.00033117-0.00011157i,0.00067482-0.00048826i,0.0003691-0.00041099i,0.00022382-1.4375e-05i,0.00011243+0.00046816i,-0.00014398+0.00058507i,0.00018034+0.00065757i
