-0.0043827+0.00092128i,-0.0035805+0.00065346i,-0.0035127+0.001154i,-0.0024019+0.0020508i,-0.00089425+0.0028724i,0.00017019+0.0027246i,-0.00031594+0.0024156i,-0.0012258+0.0023925i,-0.0009772+0.0022798i,-0.00010623+0.0015609i,0.00076983-1.6263e-05i,0.0010028-0.0011027i,0.0004152-0.0010343i,-0.00017315-0.00092852i,-0.00056224-0.0004037i,-0.00095733+0.00060123i,-0.001364+0.00070555i,-0.00097688+0.00010247i,0.00011075+6.6713e-05i,0.00065064+0.00019652i,0.00029612-0.00014513i,-0.0002772-0.00026261i,-0.0001747+0.00011877i
0.0014293-0.00074592i,0.0037963-0.0036645i,0.0042827-0.0044058i,0.0019204-0.0030723i,-0.00042524-0.00065558i,-0.00067692+0.00065978i,-0.00023023-0.00034652i,-0.00018002-0.0014133i,-0.00056728-0.0011779i,8.2635e-05-0.00059205i,0.0006239-0.00079767i,0.00026472-0.00076002i,-0.00026241-0.00082901i,-0.00061105-0.0017341i,-0.0010217-0.0016428i,-0.0015956-0.00032552i,-0.0017257+0.00090991i,-0.0013033+0.0010098i,-0.001064+0.00027961i,-0.00059435+3.6376e-05i,0.0002836+0.00032589i,0.00019255+0.00073677i,2.2584e-05+0.0014077i
0.002523+0.0010255i,0.0023341+0.0026723i,0.0013391+0.0023797i,-0.00047566+0.00049957i,-0.0018938-0.0012982i,-0.0020275-0.0014361i,-0.0011039-0.00067348i,0.0003026-0.00060059i,0.00072964-0.00062672i,0.00059203-0.00080509i,0.00054051-0.00047907i,0.0002122+0.00039942i,0.0004105+0.00089717i,0.0010309+0.00022932i,0.0010456-0.00045833i,0.00088903-0.0013871i,0.0010544-0.001864i,0.00053615-0.00088314i,-6.8587e-05+2.2132e-05i,0.00061893-0.00014203i,0.00082321-2.2369e-05i,0.00030339+0.00052528i,-0.00017303+0.00076059i
-0.002637+0.0023463i,-0.0023897+0.0020802i,-0.0020069+0.0023737i,-0.0013447+0.0016792i,-0.00043023+0.00059673i,0.00061914-0.00017784i,0.00051399-0.0014889i,-0.00044287-0.0015435i,8.1456e-06-0.00053424i,0.0013075+0.00010884i,0.0014437+0.00022347i,0.00033259+0.00029907i,0.00011437+0.0013366i,0.00016839+0.0016827i,-0.00028403+0.0012653i,-0.00038898+0.00092545i,7.7999e-05+0.00070854i,0.00074383+0.00037687i,0.00053175+0.00022642i,0.00039964-0.00031295i,0.0005646-0.00063892i,0.00020673-0.00016352i,-0.00010985+0.00022623i
0.0011093-0.0028609i,0.0016121-0.0031078i,0.0017556-0.0040343i,0.00061928-0.0031341i,-0.00083947-0.0015049i,-0.0014394-0.00087743i,-0.00087918-0.00091958i,-0.00024158-0.0015525i,6.1033e-06-0.0014459i,1.3867e-05-0.0012206i,-0.00039287-0.00062474i,-0.0016922-0.00022736i,-0.0022562-0.00043951i,-0.0021617-0.00020446i,-0.0020177+0.00040697i,-0.0021411+0.0008002i,-0.0021092+0.0013688i,-0.00068504+0.0015335i,0.00048682+0.00054894i,0.00051959+0.0002593i,5.0271e-05+0.00046843i,-0.00077983+9.9999e-07i,-0.00073992+4.551e-05i
0.00015225-0.0023646i,0.0032859-0.0013255i,0.0045097+0.0001457i,0.0024888-0.00021102i,0.0021327-0.00022684i,0.0020008+0.00060437i,0.00058669+0.00066804i,-0.00025308+0.00019924i,-0.00030554-0.00028842i,-0.00042211-0.00030611i,-0.00029439-0.00074256i,-0.0003695-0.0014522i,-0.00035724-0.0025611i,-3.2907e-05-0.0029388i,-0.00056319-0.0020398i,-0.0011713-0.0017261i,-0.0013613-0.0013785i,-0.0012536-0.00058842i,-0.00067251+0.00027785i,-6.1029e-05+0.00021086i,-4.3972e-06+0.00023681i,0.00016078+0.00099278i,0.0001079+0.0010711i
7.4038e-05+0.0009089i,-0.0027112+0.00077668i,-0.0042195+0.00023155i,-0.0037528+0.00043299i,-0.0036925+0.0010454i,-0.0029779+0.0015132i,-0.0013198+0.00044162i,-0.00040214-0.00098656i,-0.0004232-0.00062277i,-0.00037643+0.00014179i,0.00036229-0.00025901i,0.00064481-0.00014901i,0.00067845+0.00076071i,0.00080703+0.0012925i,0.0013501+0.0014581i,0.0013659+0.00052935i,0.00088524-0.00020043i,-1.1349e-06+0.00043079i,5.8755e-05+0.00052061i,0.0003666+0.0001077i,0.00054556+0.00069367i,0.00051689+0.0012646i,0.0003981+0.00076597i
-0.0030438-0.0018773i,-0.0045399-0.0030262i,-0.0051039-0.0031735i,-0.0041581-0.0011021i,-0.0032357+0.0011261i,-0.0024582+0.0015922i,-0.0011558+0.00046486i,-0.0003242-0.0012344i,-0.00022815-0.0013243i,0.00028298-0.00020558i,0.00039798+0.00080285i,-0.00052593+0.0015653i,-0.00073822+0.0021562i,-0.0013807+0.0027225i,-0.0013466+0.0020757i,-0.00022746+0.0012122i,-4.9766e-05+0.0013562i,1.6041e-05+0.0023537i,0.00054786+0.0023562i,0.0009312+0.00095599i,0.0014368+0.00027077i,0.0014496+0.00018561i,0.00042672+0.00019884i
0.0018778-0.0046053i,0.0042741-0.003914i,0.003914-0.0023814i,0.0012786-0.0015266i,0.00082325-0.0006419i,0.0018698-0.00014865i,0.0013639-0.0011001i,0.00037163-0.0012787i,-0.00047207-0.0009549i,-0.00013597-0.0011104i,0.00033721-0.0008472i,-0.00025303-0.00045272i,-7.9517e-05-0.00068608i,0.00020052-0.0014248i,-0.00072749-0.001463i,-0.0015136-0.00048007i,-0.0022975+7.4411e-05i,-0.0025395+0.00045201i,-0.002147+0.00056499i,-0.00044848+0.00083629i,0.00052094+0.00064001i,0.00056019-0.00042812i,0.00065613-0.0004116i
0.0018365+0.00068758i,-2.7109e-05+0.0017178i,-0.0019863+0.00028791i,-0.0029361-0.0015106i,-0.0034441-0.001571i,-0.0019651-0.00094085i,0.00035284-0.0010038i,0.00056315-0.0014723i,0.00022631-0.0016645i,0.00021802-0.0014865i,7.4458e-05-0.0012493i,0.00089635-0.00071555i,0.0016964-0.00030442i,0.0017212-0.00087995i,0.0011886-0.0013076i,0.00079931-0.0016314i,0.00086767-0.0023653i,0.00010405-0.0011448i,-0.00046383-0.00030827i,6.664e-05-0.00037052i,0.00060274+0.00040415i,0.0007794+0.00018042i,0.00098098-0.00062131i
-0.0058269-0.00090017i,-0.0079717-0.0019046i,-0.0085602-0.0019224i,-0.0044549+0.00015678i,-0.00067931+0.0029558i,0.0019213+0.0041269i,0.0027943+0.0025248i,0.0020268+0.00024744i,0.00071184-0.00091372i,0.00024539-0.00024415i,0.00033827+0.00040609i,0.00024634+0.00076108i,0.000785+0.0011247i,0.00052428+0.00062821i,-0.00055901+0.00087676i,-0.0010128+0.0019514i,-0.00053156+0.0016081i,0.00054207+0.0007236i,0.0017812+0.00092435i,0.0018419+0.00069973i,0.001371+0.00035673i,0.0011511+0.00031617i,0.00077461+0.00024847i
-0.00085605-0.0037385i,0.0017263-0.0050899i,0.0025488-0.0038951i,0.0014757-0.00065118i,-8.1395e-05+0.0015111i,-0.0010339+0.0014539i,-0.0017068+0.00081369i,-0.00077298+0.0010325i,0.00097024+0.0012413i,0.0007137+0.00091934i,5.6983e-05-0.0004593i,-0.00059983-0.00089103i,-0.00098668-7.434e-05i,-0.0019413-0.00033608i,-0.0028752-0.0013399i,-0.0024551-0.00098989i,-0.0018799+4.7032e-05i,-0.00082317+0.0013511i,-5.4446e-05+0.0014241i,-0.00016542+0.00081199i,0.00022119+0.00093166i,0.00041127+0.00043331i,0.00038878-0.00033317i
-0.00031818-0.0042897i,0.00015602+0.0005764i,-0.0036089+0.0035751i,-0.0054442+0.0035177i,-0.0053338+0.0039369i,-0.0032665+0.0044886i,-0.00069368+0.0014039i,-4.0201e-05-0.0017586i,-0.00070961-0.002622i,-0.0010441-0.00040776i,-0.00065122+0.00099337i,-6.7542e-05-0.00034471i,0.00074188-0.0014505i,0.0017202-0.0016118i,0.0011143-0.0020461i,-0.00095551-0.0023859i,-0.0020973-0.0022888i,-0.0018807-0.0014737i,-0.00052101-0.00042853i,0.00041468-0.00020271i,0.00094471-0.00029572i,0.00065001+3.5838e-05i,0.00019636+0.00052546i
0.0011539+0.012972i,0.0030453+0.010762i,0.008044+0.0055317i,0.009617-0.0015985i,0.0089058-0.0066931i,0.0051741-0.0095699i,0.0023596-0.0071144i,0.0016068-0.00338i,0.0029041-0.0016068i,0.004524-0.0017756i,0.0025309-0.0021813i,-0.00077914-0.00035899i,-0.0016012+0.0014418i,-0.00047935+0.0028514i,0.00012037+0.0038439i,0.0010973+0.0029127i,0.0012774+0.0012893i,-0.00013829+0.00020768i,-0.00083737-0.00075i,-0.00080648-0.001141i,-0.0004394-0.00097871i,-0.0008522-0.00075936i,-0.0014147-0.00083968i
-0.001329-0.00074722i,0.0010993-0.0052471i,0.0049765-0.0079793i,0.0049025-0.0065867i,0.0017327-0.0027769i,-0.0002929-0.0013422i,-0.00046482-0.0013964i,-0.00069342-0.0013813i,0.00028116-0.0015078i,0.00085111-0.0016742i,-0.00024523-0.0014091i,-0.0020883-0.00032223i,-0.003049+0.0011994i,-0.0025403+0.0013663i,-0.0020459+0.00076512i,-0.001265+0.00060732i,-0.0013155+0.001197i,-0.0010181+0.0017273i,-0.00010223+0.0007427i,0.0007534-0.00082624i,0.0016018-0.001034i,0.0012629-0.00093201i,-0.00035501-0.00066259i
0.0057126+0.0008305i,0.010402+0.0024129i,0.012795+0.0050003i,0.0084607+0.0035568i,0.0043678+0.00095559i,0.0017801-0.0005697i,0.00057389-0.0014322i,0.0001846-0.001329i,-0.00040651-0.0010891i,-3.0404e-05-0.0011218i,-0.00043631-0.0012621i,-0.0015595-0.0016473i,-0.0012694-0.0015402i,-0.00060507-0.00049032i,-0.00022067+0.0003164i,-0.00087728-7.5515e-05i,-0.0021957+3.1645e-05i,-0.0023123+0.00074412i,-0.0006078+0.0010969i,0.0010822+0.00086976i,0.00085911+0.00046924i,-0.00022135+2.2213e-06i,-0.0010206-0.00016859i
0.00052341+0.0059692i,-0.0020024+0.00876i,-0.0038105+0.0069049i,-0.0017439+0.0025412i,0.0003692+0.00044081i,-0.00040425+0.00035135i,-0.00052238+0.0010505i,0.00032759+0.0010418i,0.00042972+0.00060162i,0.00048961+0.00010828i,0.00090269-0.00066254i,0.0010108-0.00047405i,0.00040482+7.2581e-05i,0.00010811+3.1982e-05i,-0.00020627+0.00069939i,-0.0004399+0.0010899i,-0.00021387-0.00010975i,-0.00030231-0.0006227i,-0.00044219+0.00062753i,0.0002317+0.0018222i,0.0007581+0.0014108i,0.00035326+0.00073166i,0.00044012+0.00018319i
-0.0041857+0.0013786i,-0.0060387-0.0043849i,-0.002899-0.0081067i,0.00059884-0.0058058i,0.00051771-0.0029374i,0.00028993-0.0022865i,0.0008547-0.0017949i,0.0011191-0.0014264i,0.001425-0.00086493i,0.0018403-0.00084503i,0.001378-0.00062915i,0.0006837+0.00096887i,-0.00018625+0.0018086i,-0.000879+0.0019847i,-0.0012873+0.0017045i,-0.00088985+0.00069288i,-8.0024e-05+0.00040135i,0.00012357+0.00042644i,0.00067071+1.3193e-05i,0.00069535-0.00034958i,0.00029993-0.00017079i,-0.00020431-6.2121e-05i,-0.00041435+0.0008068i
0.0032012-0.005467i,0.0083345-0.0073504i,0.010004-0.0049734i,0.0051112-0.0023435i,0.0003573-0.0015741i,-0.00069482-0.001952i,-0.00039044-0.0017335i,-0.00042719-0.0015454i,-0.00047599-0.001905i,0.00034816-0.0026088i,0.00043516-0.002196i,-0.00065429-0.0010685i,-0.00066637+4.3594e-05i,-0.00031388+0.0006289i,-0.00035662+0.00034223i,-0.00096252+0.00034265i,-0.0017091+0.00036111i,-0.0010213+0.00091408i,-0.00054321+0.0014279i,-0.00016384+0.00082462i,0.00054322+0.00079344i,0.00099399+0.0010621i,0.00064298+0.00051329i
0.0050726+0.0043901i,0.0065029+0.010811i,0.0037807+0.012013i,0.00018449+0.0077579i,-0.0020232+0.0037767i,-0.0022684+0.0011238i,-0.00097277+0.00038974i,0.00063576+0.0006344i,0.00085993-0.00028683i,0.00011505-0.002299i,0.00021215-0.0026764i,0.00077941-0.0017913i,0.0012859-0.0012633i,0.001195-0.00091034i,0.00065308-0.00070706i,0.00011696-0.00054736i,-0.00034443-0.0003331i,-0.00082883-0.00027079i,-0.0009893-0.0001111i,-0.0006832-0.00023543i,-0.00046287-0.00072857i,0.00016455-0.00025042i,0.00039118-0.00021339i
-0.0081849+0.0021525i,-0.012439+0.00078914i,-0.011055-0.0019117i,-0.0050919-0.0020446i,-0.0014446-2.7146e-06i,-0.0001567+0.001445i,0.00049809+0.00086025i,0.00021374-0.00075452i,-0.00082597-0.001336i,-0.00043092-0.0003199i,-5.626e-05+1.1159e-05i,0.00056362+0.00027552i,0.00084665+0.00031089i,-0.00021483-0.00066577i,-0.00072035-0.0011728i,-0.0006158+0.00012553i,-5.3532e-05+0.00043701i,-4.4955e-05-0.00029322i,-0.00045638+0.00023807i,-0.00017127-0.00022651i,0.00033627-0.0016032i,0.00016223-0.0017335i,-6.312e-05-0.00031526i
0.0015214-0.010973i,0.0048173-0.017564i,0.0073212-0.016305i,0.0032612-0.0081672i,-0.00076712-0.0030709i,-0.0018383-0.0016719i,-0.0013729-0.0012394i,-0.00016378-0.0013312i,0.00015373-0.00072948i,0.00041543-0.00012746i,-0.00017787+0.00057306i,-0.0015056+0.0020379i,-0.0014939+0.0030662i,-0.00099385+0.0027233i,-0.00049366+0.0011743i,-0.00087281+0.00074553i,-0.0017865+0.0010011i,-0.00098568+0.000572i,0.0010074+0.00053931i,0.0017565+0.00037825i,0.0010371-0.00024325i,1.613e-05-0.00054337i,-0.0010333-0.00020587i
0.0077939+0.0047896i,0.012494+0.012122i,0.0078938+0.015759i,0.0014817+0.010645i,-0.00032632+0.0057966i,-0.00012179+0.0034504i,0.00057564+0.00089686i,0.00088254-0.00075299i,0.00089887-0.0014348i,0.00076639-0.00098023i,0.00065256-0.00075264i,0.00020719-0.0013585i,-0.0013625-0.0014766i,-0.0018784-0.00079694i,-0.00032834-0.00019265i,-0.00012611+0.000293i,-0.00049203+0.00097876i,-0.00026775+0.00072256i,0.00075019-0.00038823i,0.0017036-0.00072902i,0.0011182-7.1189e-05i,0.00031635+4.9551e-05i,0.00021159-0.00041843i
-0.0057612+0.0063785i,-0.014278+0.0078265i,-0.016075+0.0019391i,-0.0086905-0.0023723i,-0.0031813-0.0027279i,-0.001783-0.0018311i,-0.0011305+0.00015139i,-0.00036487-5.9625e-05i,0.00060063-0.0014591i,0.0012066-0.0014465i,0.0012759-0.0010458i,0.00086999-0.00045457i,0.00014314-9.1544e-05i,0.00018358-0.00029546i,4.0668e-05+0.00028286i,-0.00057219+0.0009481i,-0.00062246+0.00053929i,-0.00044537-0.00016833i,0.00010124+0.00016154i,0.00055173+0.0010127i,5.19e-05+0.00042897i,0.00053417-0.00056326i,0.0013139-0.00077876i
-0.0082934-0.0080478i,-0.0066345-0.015554i,-0.0006532-0.015157i,0.0020473-0.0063857i,0.001115-0.00020568i,0.00026137+0.0013189i,-0.00023136+0.00078647i,-0.00099039+0.00044103i,-0.00097388+2.633e-05i,-0.00016577-0.00066845i,-0.00026143-0.0012985i,-0.0011269+0.00016691i,-0.0011413+0.0015012i,0.0007223+0.00048211i,-1.4857e-05-5.7491e-05i,-0.0018244-3.9724e-05i,-0.0016157+0.00046655i,-0.00074402+0.00042476i,0.00023907-9.1959e-06i,0.00039559+0.00014503i,0.00063975+0.00018514i,0.00092031-0.00010293i,0.00079467+5.927e-05i
0.0097411-0.0024634i,0.018946+0.00072525i,0.019651+0.0062715i,0.010069+0.0059004i,0.0026369+0.0016877i,0.0012515-0.00019752i,0.00054107-0.0013229i,-0.00036036-0.0022473i,0.00045662-0.0018276i,0.00089372-0.0013839i,-2.5269e-05-0.0014275i,-0.00069297-0.00063133i,-0.00055473+9.1003e-06i,-0.00021532-2.2124e-05i,-0.00021898+2.6765e-05i,-0.00017242-0.00019824i,-4.5239e-05-0.00011626i,-0.00062238+0.00080523i,-0.00027313+0.00032196i,0.0003887-3.4905e-05i,0.00065224-0.00033535i,0.0009668-0.0005169i,8.7566e-05+0.00031677i
0.0028288+0.013443i,-0.0031419+0.019539i,-0.0084491+0.014859i,-0.0066206+0.0038074i,-0.0027332-0.0011846i,-0.0019483-0.0020942i,-0.0007157-0.0021149i,0.00027795-0.0014756i,0.0012229-0.00047917i,0.0016172-0.00064916i,0.00095838-0.0012479i,0.0006309-0.0011601i,0.00047468-0.0011278i,0.00021777-0.00095087i,-0.0003299-0.00090778i,-0.00030782-0.00083591i,-0.00050473-0.00051852i,-0.001184-0.00054577i,-0.00088682-0.00019194i,-0.00066243+0.00084369i,-0.00080658+0.00071418i,-0.00034912-4.1535e-05i,0.00013902-0.00014202i
-0.015157-0.0024268i,-0.020225-0.010586i,-0.014587-0.01567i,-0.0046255-0.010184i,-0.0021061-0.0024624i,-0.0025768+0.00076465i,-0.0016176+0.001377i,-0.00041345+0.00050461i,-0.00057946+0.000118i,-0.00041418+0.00072864i,-0.00061233+0.00081336i,-0.00059805+0.0005494i,0.00073429+0.00049386i,0.00047601+4.5382e-05i,-0.0011705-0.00012689i,-0.0017867-0.00015536i,-0.0011201+0.00055107i,-0.00095131+0.00081642i,-0.00058605-0.00054052i,0.000125-0.0009771i,0.00043084-0.00040279i,7.8764e-05+1.1691e-05i,-5.8535e-05+0.00036762i
0.012492-0.011966i,0.024725-0.01784i,0.028741-0.011859i,0.017122-0.0036585i,0.0050845-0.0023268i,0.00099039-0.0021027i,-0.00063169-0.0011392i,-0.0011655-0.0014634i,-0.00043534-0.0018688i,0.00044392-0.0017885i,0.0003904-0.0013282i,-0.00053217+4.9431e-05i,-0.0004063+0.001545i,0.00021646+0.0015439i,0.00032874+0.00042528i,0.00044879-0.00039332i,0.001052-0.00047584i,0.0019017-0.00021545i,0.0018262-0.00019283i,0.0019936-0.00096178i,0.0020263-0.0012134i,0.00098053-0.0005416i,0.0003598+0.00023074i
0.0088252+0.013654i,0.0090015+0.025698i,0.0017483+0.025369i,-0.0043373+0.011546i,-0.0040522+0.0016105i,-0.0013275-7.013e-05i,0.00037489-0.00091428i,0.0015398-0.002112i,0.0024876-0.0016504i,0.0027761-0.0015581i,0.0024526-0.00097717i,0.00082643+0.00080038i,-0.0007+0.0011942i,-0.00097383+0.00080173i,-0.00035752+0.0014138i,0.00041082+0.0018058i,0.00020776+0.00091821i,-0.00010705+8.5887e-06i,0.00053072-0.00024404i,0.0013938+2.7896e-05i,0.001051+0.00057528i,0.00018063+0.00096707i,-0.00031025+0.00012783i
-0.014408+0.0043538i,-0.027253-0.00098668i,-0.026698-0.010565i,-0.013073-0.01216i,-0.0034571-0.0062253i,-0.0011338-0.0022768i,-0.00059965-0.0011912i,-0.00020263-0.00093647i,8.066e-05-0.0011662i,-0.00016879-0.00061176i,-0.00075568+0.00027857i,-0.00087577+0.00088341i,-0.00053781+0.0011353i,-0.00026666+0.00034496i,-0.0012833-0.00020888i,-0.002246+0.00052916i,-0.0027644+0.0013719i,-0.0024112+0.0014355i,-0.00084487+0.0010971i,0.00045067+0.00057204i,0.00075866+0.00013962i,0.00049494-0.00072711i,-0.00013469-0.0016872i
0.0018823-0.017076i,0.01082-0.028629i,0.02013-0.026006i,0.016018-0.01202i,0.0055585-0.002333i,0.00013344-0.00013751i,-0.0012066-0.00033168i,-0.0012756-0.00050277i,-0.0010871-0.001478i,-0.00061448-0.0022265i,-0.00014152-0.0013629i,-0.00021242+2.0162e-05i,0.00013895+0.0008519i,0.00024746+0.000203i,-0.00021004-0.00026827i,-0.00054798-0.00015853i,-0.00071152-0.00035621i,0.00057614+0.00031886i,0.0012271+0.00049994i,-0.00010294-0.00037862i,-0.0009133-0.00099909i,-0.0007649-0.0014274i,-0.00034627-0.00054698i
0.020997+0.0037662i,0.031101+0.014729i,0.024726+0.023121i,0.0082522+0.018253i,-0.00027276+0.0071413i,-0.0012422+0.00064465i,-0.00049278-0.0011412i,7.6988e-06-0.0011855i,0.00016859-0.00062444i,0.00032882-0.00042412i,0.00065811-0.0010551i,-8.558e-05-0.0013319i,-0.00088093-0.00036828i,-0.00040154+0.00018013i,0.00025061-0.00047472i,-0.00025171-0.00055752i,-0.00063664+0.00017548i,-0.00069935+0.00054745i,-0.00071929+0.001071i,0.00017375+0.0019372i,0.0012287+0.0021308i,0.0010317+0.0017812i,0.00040755+0.0019975i
-0.011327+0.021132i,-0.027349+0.027244i,-0.035538+0.01609i,-0.024829-0.00021192i,-0.011148-0.0050586i,-0.0050544-0.0030152i,-0.0024628-0.0011802i,-0.0008822-0.00064175i,0.00014202+0.00050333i,0.00064333+0.00090092i,-0.0005895-8.7717e-05i,-0.00091375-0.00010447i,0.00030939+0.0006687i,0.00033931+0.0011397i,-0.0010222+0.001335i,-0.0016987+0.00173i,-0.0017708+0.0018538i,-0.0014705+0.00052492i,-0.00074553+0.00021726i,-7.1108e-06+0.00063305i,-1.1968e-05+0.0011159i,0.00052704+0.0010042i,0.0012042+0.00038916i
-0.015402-0.01951i,-0.016895-0.039349i,-0.004927-0.043581i,0.0056394-0.026904i,0.005479-0.01059i,0.0024499-0.0032796i,0.0007111-0.00079598i,0.00083736-0.00079596i,0.0014622-0.0014101i,0.0011399-0.00090585i,0.00010815-0.0010944i,-0.00033591-0.001131i,-4.8154e-05+0.00021559i,0.00068265+0.00010273i,0.0011623-0.0013177i,0.00045304-0.0018601i,-0.00061388-0.0017771i,-0.00050837-0.0023649i,4.8599e-05-0.0028223i,-0.00023071-0.0017809i,-0.00021078-0.00031856i,0.00065964+0.00018401i,0.00081337+0.00026567i
0.023488-0.0099521i,0.044928-0.0028276i,0.04711+0.010997i,0.026937+0.016999i,0.0090445+0.012762i,0.0024521+0.0059843i,0.00074253+9.9811e-05i,-0.00015115-0.0031627i,-0.00048226-0.0042678i,0.00053027-0.0039103i,0.0013449-0.0027318i,0.00087213-0.0009989i,0.0012175+0.0017891i,0.0016744+0.0022324i,0.0010701+0.00066375i,0.00031963-4.4886e-05i,-0.00015566-0.00051958i,-6.4345e-05-0.00072107i,0.00094593-0.0005517i,0.0017183+0.00028612i,0.0013125+0.0013778i,0.00092021+0.0016256i,-0.00015761+0.0010882i
-0.001331+0.027628i,-0.012132+0.048677i,-0.02398+0.047578i,-0.022665+0.025676i,-0.012282+0.0083698i,-0.0034093+0.0027062i,-8.6696e-05+0.00056855i,-0.00015484-0.0010123i,-3.6104e-05-0.0011723i,0.0013811-0.00054607i,0.0023554+0.00085898i,0.0019657+0.0014082i,0.00062445+0.00044461i,-0.0011989-0.00046263i,-0.001172+0.00026389i,-0.00049326+0.0015305i,-0.00053068+0.0020544i,-0.00024215+0.0016257i,0.00024783+0.00065734i,0.00090857-3.312e-05i,0.0015358-0.0005205i,0.00082705-0.00085234i,0.00044883-0.00058022i
-0.027342-0.0081575i,-0.043844-0.026304i,-0.039273-0.040867i,-0.017257-0.035549i,-0.0030744-0.018951i,-0.0013041-0.0071193i,-0.0017339-0.0020429i,-0.00080964-0.0003245i,-0.00050864-3.2826e-05i,-0.00061156+0.00029105i,-0.0011439+0.00056077i,-0.0018891+0.00051509i,-0.0023344-0.00015626i,-0.00246-0.00089759i,-0.0022125-0.00091309i,-0.0015301-0.00041056i,-0.0015069-0.00017744i,-0.0014328+0.00081612i,-0.00098882+0.0014252i,-0.00078922+0.0011841i,-0.0004878+0.0013495i,-0.0014116+0.0011213i,-0.0014805+0.00040758i
0.016393-0.02688i,0.039415-0.040086i,0.052703-0.032439i,0.03975-0.011285i,0.017643+8.2385e-05i,0.0054845-0.0003784i,0.00049203-0.001666i,-0.0013429-0.0016477i,-0.00064475-0.0014569i,0.00020392-0.00085684i,5.8017e-05-0.0012218i,0.00040336-0.0012905i,0.0012148-0.00043631i,0.00099589+0.00081823i,0.00046569+0.0012903i,-0.00022423+0.0003985i,-0.00055848-0.00040302i,6.0814e-05-3.2907e-06i,0.001219+0.0014152i,0.0014296+0.0018705i,0.0006265+0.0011525i,0.00052659+0.0014898i,0.0010295+0.0017981i
0.023778+0.028057i,0.031004+0.052829i,0.021418+0.062131i,0.0031044+0.043723i,-0.0071189+0.018606i,-0.0068258+0.0059768i,-0.00256+0.0010374i,0.00089618-0.0012325i,0.0029903-0.0006516i,0.0036247+0.00063825i,0.0024794+0.0012945i,0.00051752+0.001535i,-0.00020997+0.0023178i,-0.00041484+0.0030429i,-0.00017573+0.0024713i,0.00078603+0.0018642i,0.0010388+0.001188i,0.00058167+0.00040124i,0.00032523-0.00010089i,0.00065407-0.0014024i,0.00053813-0.001812i,0.00051055-0.00078149i,0.00011707-0.00035613i
-0.032975+0.010471i,-0.063742+0.010194i,-0.073081-0.003307i,-0.050474-0.014953i,-0.022272-0.013368i,-0.0077083-0.0056342i,-0.0020503-0.00069546i,0.0012312-0.0012344i,0.0020426-0.0011491i,0.00031843+0.00078889i,-0.0020444+0.0021186i,-0.0025311+0.0022574i,-0.00095195+0.001256i,0.00040199+0.00031901i,-0.00020906-0.00066216i,-0.0016453-0.0011257i,-0.0018232-0.0010556i,-0.0010703-0.00021634i,-0.00050316+0.000619i,-0.00059835+0.00049177i,-0.0010702+0.00092496i,-0.0011101+0.00099063i,-0.0013497+4.2114e-05i
-0.0021561-0.037241i,0.0088412-0.066236i,0.023902-0.072233i,0.027034-0.047664i,0.01724-0.020566i,0.007-0.007279i,0.00085749-0.0028513i,-0.0015185-0.00097885i,-0.0020595-0.00073915i,-0.0013858-0.0020477i,-0.00058405-0.0026281i,-0.0007072-0.0021593i,-0.00015404-0.0013661i,0.00083473-0.0012894i,0.00013317-0.0018742i,-0.0012819-0.0018167i,-0.0022511-0.0003757i,-0.0024737+0.00048246i,-0.00094309+0.00032504i,0.0010983+0.00077841i,0.0015782+0.0011209i,0.0012759+0.00084578i,0.0009115+0.00011571i
0.041074+0.0097551i,0.070423+0.026729i,0.074232+0.041462i,0.045162+0.038617i,0.015116+0.023235i,0.0026146+0.009727i,0.00014201+0.0015776i,-0.001247-0.0020627i,-0.0013441-0.0021927i,0.00018036-0.0018012i,0.0015011-0.0024239i,0.0020783-0.0014333i,0.001891+0.00088835i,0.0015617+0.001887i,0.0016163+0.0018864i,0.0013043+0.0024784i,0.00063179+0.003543i,-0.00027148+0.0028769i,-0.00050815+0.00084486i,-8.5384e-05-0.00042192i,9.9332e-05-0.00071875i,-6.2772e-05-0.00036311i,-0.00038536-0.00087237i
-0.021386+0.03648i,-0.047634+0.060075i,-0.064073+0.05865i,-0.053569+0.032449i,-0.029779+0.0098239i,-0.011023+0.0034351i,-0.00077422+0.0027711i,0.0025008+0.00060398i,0.0024291-0.00095737i,0.0010943-0.0012972i,-0.00057208-0.00033874i,-0.0013385+0.0012141i,-0.0015604+0.0021136i,-0.0017842+0.0022525i,-0.0013117+0.0018892i,-0.00079947+0.0013443i,-0.00084725-0.00039434i,-0.00059039-0.00091931i,-0.0010953+0.00020378i,-0.0019187+0.00070455i,-0.0019374+0.0013109i,-0.0014842+0.0018846i,-0.00074572+0.0018977i
-0.029873-0.032107i,-0.046835-0.064863i,-0.043431-0.081205i,-0.020367-0.06456i,-0.0024187-0.035359i,0.0012156-0.015311i,-0.00035939-0.0049408i,9.0853e-05-0.0013175i,0.00091375-0.00075054i,0.00040184-0.0013547i,-0.00050667-0.0030819i,-0.001389-0.0032652i,-0.0017729-0.0016586i,-0.002278-0.0016395i,-0.0025147-0.0018378i,-0.0032547-0.0017342i,-0.0037386-0.0017437i,-0.0021157-0.0010758i,0.00061523-0.00041125i,0.0021569-0.00022323i,0.0017378-0.00074026i,0.0014683-0.00060867i,0.0016567+0.00041591i
