-0.001587+0.00095115i,-0.00046857+0.00017638i,-0.00010329+0.00011302i,0.0007936-7.6362e-05i,0.00042827+0.00062063i,-0.00057701+0.0014797i,-0.00023335+0.0018593i,0.0010659+0.0016916i,0.0017233+0.00069857i,0.0010815-0.00079508i,8.5016e-07-0.0010061i,-0.0010522-0.00043011i,-0.0015842+4.005e-05i,-0.0011615-0.00044191i,-0.00032208-0.0012089i,-1.339e-05-0.0010299i,0.00074293-0.00060497i,0.0013519+5.6926e-05i,0.00064624+0.0011163i,3.605e-05+0.0012952i,-0.00026671+0.00023031i,-0.00075697-0.00030483i,-0.00070256+7.7857e-05i
-0.004019-4.1964e-05i,-0.0029028+0.00040931i,-0.0031327+0.001224i,-0.0019707+0.0010055i,0.0011203+0.0016402i,0.001784+0.0023753i,0.00029524+0.001412i,-3.5733e-05+0.00035639i,0.00061926-0.00035113i,0.00059509-0.00085787i,0.00070316-0.0012817i,0.0015853-0.00078867i,0.00047288+1.8969e-05i,-0.0011479-0.00060769i,-0.00040448-0.00081168i,-0.00085048-0.0006022i,-0.0010389-0.0010145i,0.00013729-0.00029959i,0.0010262+0.00046416i,0.0010106+3.5349e-05i,0.00011036-0.00010461i,0.000353-0.0003336i,0.0012522-0.00066604i
0.0020578-0.0010236i,0.0028097-0.0020052i,0.0036955-0.0042403i,0.0031419-0.0040537i,0.00076373-0.0020372i,-0.00051782-0.00096907i,-0.00024792+0.00014973i,-0.00026421+0.0010161i,-0.0002256+0.00011723i,-0.00052767-0.00074321i,-0.00054594-0.00077868i,-9.1318e-05-0.00076712i,0.00014009-0.00034185i,-0.00038796-0.00068697i,-0.00097716-0.00023378i,-0.00027651+0.00032467i,0.00062562-0.00063361i,0.00034551-0.00068845i,0.00010547-0.00024604i,5.7442e-05+0.00012201i,-0.00092435+0.00014369i,-0.0009726+0.0003081i,2.0602e-05-6.1069e-05i
0.00261-0.00045887i,0.0020312+0.00016402i,0.00055801+0.00014716i,0.00018538+0.00054726i,-0.00029677+0.00078499i,-0.0010744+0.00040016i,-0.0014256+0.00060868i,-0.00072295+0.0012908i,-8.405e-05+0.0010249i,0.00039979+0.00034752i,0.0006218+0.00027735i,0.00018229+0.00011457i,-0.0002445-0.00058572i,0.00036654-8.7145e-05i,0.0006236+0.00069225i,0.00036832+0.00076386i,0.00082561+0.00046666i,0.0014441-0.0010224i,0.001267-0.0011901i,0.0010739+0.00016767i,0.001251+0.0007077i,0.00041389+0.00034146i,-6.5643e-05-7.3232e-05i
0.00073557-0.0016509i,-0.00043148+0.00048484i,-0.0023114+0.00010055i,-0.0034221-0.00051199i,-0.0033046-0.0016193i,-0.0022132-0.0018598i,-0.00070699-0.00054653i,-5.4565e-05+0.00029333i,2.0803e-05-0.00041757i,0.00038958-0.0010233i,0.00051238-0.0010233i,4.6229e-05-0.00053205i,-0.00023313-0.00034829i,-0.0002823-0.00077538i,-0.00053547+0.00023733i,-0.00064543+0.0013558i,8.0017e-05+0.0010483i,0.0012046+0.00066533i,0.0016836+0.00034411i,0.0010076-0.0004267i,-6.4659e-05-0.00082525i,-0.00031107-0.00053275i,0.00027699-0.00077879i
-0.0008514-0.0014822i,-0.0019009-0.0014595i,-0.0024964-0.0024068i,-0.00029729-0.002304i,0.0012722-0.00051034i,0.0020168+0.00028184i,0.0014334+0.00053591i,0.00047523+0.00096187i,0.00093458+0.00034435i,0.00090111-0.00060361i,0.00035982-0.0013031i,0.00026483-0.00088365i,0.00064817-0.00074591i,0.00050982-0.00027465i,7.2912e-05-8.7614e-05i,-0.00040397-0.00039706i,-0.00055307-2.779e-05i,-0.00072317+0.00020708i,-0.00089851+0.0004907i,-0.0004212+0.00051507i,-0.00017423+3.7692e-05i,0.00010634+0.00043674i,0.00025299+0.00084748i
0.00013286-0.0008115i,0.0012577-0.0015793i,0.00090646-0.0022797i,-0.00017973-0.0023257i,-0.00045666-0.0004754i,-0.0002764+0.00080164i,-9.5208e-05+0.00074677i,-0.00010379+0.00070126i,-7.4451e-05-3.1725e-05i,0.001057-2.6146e-05i,0.00092159-0.00033666i,-8.0816e-05-0.0012278i,-7.9707e-05-0.0014106i,-0.0004174-0.00042811i,8.7748e-06+0.00015672i,0.0011049-6.8287e-05i,0.00098652-0.00038473i,0.00044162+0.00030112i,0.00021372+0.0008105i,0.00022668-0.00031198i,0.00056331-0.00094644i,0.0008348-0.00038582i,0.0010411-0.00099984i
0.00087826-0.00048114i,0.0021565+0.00051878i,0.0033239+2.5077e-06i,0.0032894+0.00050748i,0.0020021+0.00025848i,0.00050276+0.00044107i,-0.00025629+0.0014514i,-0.00030552+0.0012781i,0.00038536+0.00043509i,0.00031933+0.00017367i,-0.00028787+0.00034672i,-0.00024961+0.00046624i,-0.00028808+0.00048554i,-0.0003231+0.0010748i,-3.0753e-05+0.00092743i,1.912e-05+0.00025614i,0.00082988-0.00026009i,0.0001846-0.0017866i,-0.00068984-0.0024842i,0.00051965-0.0023606i,0.0013894-0.0014437i,0.00066243-0.00034138i,1.6399e-05-1.3994e-06i
-0.00043519+0.001576i,-0.00089403+0.0029065i,-0.0010202+0.0039824i,-0.00017374+0.003221i,0.0012445+0.0016682i,0.00028027+0.00029461i,-0.00087116+0.00052047i,-0.00075462+0.0016969i,-0.00022712+0.00076316i,0.0003182-0.001339i,0.00081385-0.0019701i,0.00038724-0.0013407i,4.1689e-05-0.00070608i,-0.0002018-0.0011275i,-0.00094872-0.00043662i,-0.00068717+0.0007715i,0.00031914+0.00053302i,0.0012299-0.00060646i,0.0016673-0.00075485i,0.0014306+9.8954e-05i,0.00060553+0.0010351i,0.00011175+0.00099414i,-0.00017013+0.00018202i
-0.0038365-0.0019654i,-0.0062124-0.0020819i,-0.008031-0.00098345i,-0.005971+0.00073254i,-0.0021228+0.0013931i,0.00030364+0.00010731i,-0.00019211-0.00068451i,-0.0011691+0.00013269i,-0.00043006+0.00086545i,0.00044953+0.00024251i,0.0007687-0.00033261i,0.00076394-0.00091216i,0.00080272-0.0013544i,0.00054883-0.00091074i,-0.00024459-0.00098099i,-0.00069978-0.0012437i,-0.00029626-0.00070689i,0.00038662+0.00054126i,0.00043267+0.0012382i,-0.00019355+0.00060595i,-0.00047425+3.3632e-05i,-0.00011533+7.5024e-05i,-5.2494e-05-0.00049021i
0.0010111-0.0012087i,0.0013227-0.0026187i,0.00099583-0.0038578i,-0.0004888-0.002685i,-0.0014302-0.0007293i,-0.001301+0.00027323i,-0.0011303-0.00028453i,-0.0011265-0.00087723i,-0.00055621-0.00067751i,-0.00026147-0.0004714i,0.00017956-0.0006662i,0.00084762-0.00081849i,0.00094927-0.00039347i,0.00051678-3.5405e-05i,0.00034744-0.00034176i,0.0001309-0.00058995i,-0.00072444-0.00056643i,-0.0018623+3.183e-05i,-0.0019004+0.00040169i,-0.0012789-0.00042422i,-0.0002152-0.00060802i,0.00010165-6.1006e-05i,-0.00038106+0.0002322i
6.9949e-05-0.00078948i,0.00068006+0.00025314i,0.00029728-0.00068006i,0.0010515-0.0019757i,0.0015748-0.00070821i,0.0012082+0.00086434i,0.00069682+0.00043513i,-8.7336e-05+0.00038769i,5.9858e-06+0.00054484i,0.00054534+0.00019303i,0.00042781-0.00029351i,-7.7524e-05-0.00059704i,-3.3688e-05-0.00060174i,0.00040241+0.00080788i,0.0001679+0.0018129i,0.00058056+0.0017395i,0.0014343+0.00056444i,0.0010736-0.00043533i,0.00051119-8.9702e-05i,0.00043279+0.00030666i,0.00049162+7.8946e-05i,0.00072836-0.00030072i,0.00085974-0.00037031i
-0.002031+0.0031329i,-0.0013123+0.0044701i,0.00089733+0.0056629i,0.0020683+0.004872i,0.0017854+0.0022692i,0.00041303+0.00040536i,-0.00081775+0.00050125i,-0.00047434+0.00036846i,8.3536e-05+0.00037991i,0.00074578-0.00020826i,0.00088035-0.0012614i,0.00023341-0.0012873i,-0.00051998-0.0013687i,-0.0014609-0.00084375i,-0.0023619-0.00011288i,-0.0018459+0.00056487i,-0.00042778+0.00045126i,-0.00034945-0.0011897i,-0.00019542-0.0019366i,0.00023444-0.0011394i,0.00032555+0.00012899i,-4.07e-05+0.00068862i,-8.8416e-05+0.00075814i
-0.0021167+1.1322e-05i,-0.0022164+0.00039303i,-0.0016509+0.0030832i,-0.00026948+0.0028789i,0.001092+0.0004902i,0.0015849-0.00080108i,0.00091352+0.00048868i,0.00089717+0.0014371i,0.0016116+0.00042458i,0.0016205-0.00094212i,0.00053719-0.0022152i,0.00042046-0.0022658i,0.00027273-0.0011832i,-0.00078091-0.00020584i,-0.0018895+2.9361e-05i,-0.0019004-0.00043549i,-0.00055447+0.0002155i,0.00049205+0.00071319i,0.0010457+0.00052848i,0.00057677-3.6243e-05i,-0.00083412-0.00031682i,-0.0011793+0.00017823i,-0.00010803+0.00019374i
-0.0020783+0.0025207i,-0.0013231+0.0028983i,0.0003694+0.0026387i,0.0018773+0.00085045i,0.0034212+0.00038382i,0.0025556-0.00011418i,0.00096972-0.0001014i,0.00054054+0.00063803i,0.00030468+0.00022141i,0.00053925-0.00075016i,0.0013453-0.0011875i,0.0012675-0.0015727i,4.4569e-05-0.0016566i,-0.00035152-0.0011669i,-0.00058745-0.00080042i,-0.00091698-0.00058118i,-0.0003467-0.00031087i,9.2339e-05+0.00023819i,8.2531e-05+0.00050936i,0.00040059+0.00057559i,0.00059344+0.0011539i,4.5525e-05+0.00033404i,-1.2472e-05-0.00096041i
0.0023582+0.0015221i,0.0023453+0.0021176i,0.002599+0.0015002i,0.002609+0.0013281i,0.001441+0.00048971i,0.00080038-8.8979e-05i,0.00012544+0.00049627i,-6.5307e-05+0.00049739i,-1.0698e-05-0.00068331i,0.00019742-0.0014579i,-3.3937e-05-0.0011188i,-0.00054283-0.00063945i,-0.00066738-0.00071248i,-0.0009193+6.8701e-05i,-7.4121e-05+0.0011393i,0.00081058+0.001543i,0.00084981+0.00040144i,0.00089853-0.0010257i,0.0010351-0.00058028i,0.00082214+0.00025078i,0.00076332+0.00044265i,0.00062008+4.2808e-05i,0.00063011-0.00059855i
-0.0042951+0.00041683i,-0.0032228+0.00029336i,-0.00091733+0.0015027i,0.0021712+0.0018547i,0.0031364+0.0012542i,0.001761+0.00090012i,0.00024125+3.0079e-05i,0.00072223-0.00047807i,0.0011898-8.4925e-05i,0.00084636+0.00035116i,0.00061946-1.0855e-05i,0.00027162-0.00072812i,-0.000352-0.00095763i,-0.00088772-0.00037721i,-0.00018292+0.0013255i,3.7831e-05+0.0022144i,-2.6998e-05+0.00099306i,0.00026683-0.00059209i,5.9451e-05-0.00085633i,-2.4794e-05-0.00045878i,1.9021e-05-0.0001044i,-0.00019276+0.00096585i,-0.00053646+0.00072439i
-0.0027669-0.00060817i,-0.0017949-0.00012912i,-0.002323+0.001739i,-0.0029641+0.0023846i,-0.0020703+0.0015053i,-0.0011713+0.001304i,-0.00066797+0.0014998i,-0.00039164+0.0010075i,-1.7467e-05+1.4818e-05i,0.00081903-0.00091973i,0.00098478-0.0015698i,0.00067765-0.0014878i,6.7904e-05-0.0007158i,-0.00074393-0.00072716i,-0.0012863-0.0012436i,-0.0011224-0.0005215i,-0.0010793-0.00059259i,-0.0007594-0.00122i,-3.1998e-05-0.0010526i,-0.00030602+0.00036865i,-0.00089217+0.00098514i,-0.0008077+0.0007456i,-0.00034075+0.00044783i
-0.00010838-0.0033556i,0.00031686-0.0012014i,-0.0027442-0.0012157i,-0.0038084-0.0021322i,-0.0018577-0.00096947i,-0.00070925+0.0010686i,-0.00019316+0.0021536i,-0.0003594+0.0024343i,0.00012437+0.0006826i,0.00060214-0.00090307i,0.00038826-0.00098305i,0.001164-0.00087412i,0.0022523-0.00081642i,0.001141-0.00078437i,-0.00050008-0.00080177i,-0.00084219-0.00020781i,-0.001149+0.00021956i,-0.0012901-6.5441e-05i,-0.0007517-0.00037103i,-0.0008274-0.00059863i,-0.00094163-0.00081962i,-0.00063058-0.00065526i,-0.00047229-0.00072297i
0.0029568+0.0012251i,0.0013981+0.0015107i,0.0015374-0.00097569i,0.0027814-0.0043691i,0.0023896-0.003868i,0.00047849-0.0018353i,-0.00066077-0.0001034i,-0.00055653+0.00080118i,-0.00015797+0.00011371i,-0.00039725-0.00078389i,-0.00078961-0.0017749i,-0.00084285-0.0012988i,-0.00083968+4.6317e-05i,-0.00049231+7.8562e-05i,0.00011561+0.0001346i,-0.00020122+1.1063e-05i,-0.00049649-0.00031857i,0.00058019-0.0009429i,0.0012343-0.0009907i,0.0013032-0.0002963i,0.0014341-0.00033513i,0.0009176-0.00089623i,0.00089699-0.00070151i
-0.0016824+0.0019851i,-0.001827+0.00081213i,0.00095586+0.0003015i,0.0033724+0.0023541i,0.0032195+0.0034259i,0.0016916+0.0016171i,-0.00013751+0.0010443i,-0.00014321+0.0011948i,0.00071409+0.00049117i,0.0010053+0.00012358i,0.00032876-0.00031628i,-9.3414e-05-0.0012725i,0.00022104-0.001372i,-1.7028e-06-0.00079906i,-0.00031518-9.1419e-05i,-0.00028013-3.2887e-05i,0.00058186-0.00054079i,0.00076098-0.00033126i,-5.9481e-05+0.00028476i,-0.00012593+0.00071477i,-0.00019981+0.00079085i,0.00035002+0.00040018i,0.0015128-0.00048111i
-0.0010746+0.00096373i,0.00021292+0.0012098i,0.002781+0.0034849i,0.0034381+0.0036995i,0.0016037+0.0011167i,0.0005096-4.7232e-05i,-0.00017425+0.00049289i,-0.00027093+0.00063007i,6.1267e-05+0.00028624i,-0.00019114-0.00035705i,-0.00033961-0.00053651i,-0.0008396-0.00049237i,-0.00057451+0.00013061i,-0.00048836+0.0013563i,-0.00087126+0.0012991i,-0.00054506+0.00052713i,-9.4689e-05-3.8908e-05i,-0.00033405+0.00032933i,-0.00029143+0.00062813i,0.00019965+0.00023238i,-9.8099e-05+0.00021304i,-0.00033628+0.00014671i,-0.00062074-0.00018022i
-0.0010599-0.00095292i,-0.00062895+0.00075041i,-0.0033623+0.002804i,-0.0055918+0.0022699i,-0.0039912+4.6729e-05i,-0.00087634-0.00037601i,-0.00025951+7.8354e-05i,-0.00060679+0.00065752i,1.894e-05+0.00019747i,0.0002377-0.00015322i,-0.00034735-0.0002023i,-0.0002794-0.00042887i,0.00046779-0.00048846i,0.001029-0.00090459i,0.00069384-0.00096393i,-0.00020748-0.00012297i,-0.00039483+0.00062929i,-0.00035096+0.00025148i,-0.00036772-0.00025615i,0.00019395-0.00049805i,0.00022373-0.0002873i,-0.0001012+0.0001644i,-0.00090291-0.00050407i
0.00034368+0.0013441i,-9.8626e-05+0.0019562i,-0.0029402+0.00081831i,-0.002089-0.0022416i,0.0018137-0.0026103i,0.0010084-0.0013833i,-0.00098331-0.0001267i,-0.00084983+0.00067562i,-0.00030015+0.00033604i,-4.4174e-05-0.00098457i,-0.00067527-0.0020887i,-0.00072954-0.0020112i,-0.00018832-0.0012964i,-0.00096899-0.00085841i,-0.001824-0.00075428i,-0.0017218-0.00035258i,-0.00082729+1.6978e-05i,-0.00024306-0.00025983i,0.00049995-0.0012491i,0.00071492-0.001213i,0.00062029-0.0012571i,0.00088242-0.0013019i,0.00080268-0.00096531i
-0.0027666+0.0023832i,-0.0029749+0.0010909i,-0.0010812-0.00084771i,0.0038931-0.0023913i,0.005575-0.0012011i,0.0028937-0.00041085i,0.00094807-0.00079098i,0.0010813-0.00076869i,0.0009269-9.015e-05i,0.00057009-0.00078357i,0.00060568-0.0016691i,0.00060789-0.0021207i,0.00031071-0.0019603i,-6.5697e-05-0.00083587i,-0.00023893-4.5411e-05i,-0.00059092-6.5222e-05i,-0.00043081-0.0006877i,0.00099808-0.00034114i,0.001037+0.0005932i,0.00054633+0.0011084i,0.00046974+0.0015258i,0.00034916+0.0013817i,0.00054443+0.00033626i
-7.6801e-05+0.00040355i,0.0012182-0.0013133i,0.0049084-0.0010224i,0.0059718+0.0020721i,0.0026577+0.0031385i,-0.00025918+0.0019267i,-0.00034911+0.0014877i,0.0010984+0.00093204i,0.001234-7.3205e-05i,0.00082604-0.00069214i,0.00047766-0.0015765i,-0.0001131-0.0021759i,-0.00041167-0.0012436i,-0.0011831-3.2927e-05i,-0.00048394-0.00030936i,0.0013244-0.0010039i,0.0025757-0.00073139i,0.0022171+0.00017582i,0.0013405+0.00078633i,0.00067132+0.00079332i,0.0001582+0.0006826i,0.00028051+0.00021235i,0.0001543+0.00012997i
0.0042564+0.0010681i,0.0075882+0.0010243i,0.0088341+0.0034228i,0.0042127+0.0054688i,-0.00094614+0.0029689i,-0.0020427+0.00086364i,-0.0008321+0.00087945i,0.00012903+0.0011676i,0.00042715+0.00035226i,0.00014225-0.00098161i,-0.00051067-0.00090931i,0.00035779-0.00016107i,0.00069783+0.0001882i,-1.5695e-05+0.00094361i,0.00017302+0.0014799i,0.0011109+0.0012039i,0.00139+0.00075579i,0.00079384+6.5122e-05i,0.00048333-0.00031631i,-0.0002273-0.00093115i,-0.00066239-0.00093452i,-6.3058e-05-0.00019605i,-0.00020258-0.00018756i
0.0029801+0.0038333i,0.0035243+0.0066588i,0.00064399+0.007246i,-0.0025056+0.0013062i,-0.00059406-0.0032362i,3.3343e-05-0.0022352i,-0.00089729-0.0003487i,-0.0012947+0.00092848i,-0.0015655+0.00022638i,-0.00069882-0.00039107i,-0.00021079-0.00011927i,-0.00023956+0.0001704i,-0.00076199-0.00018568i,-0.0014318-0.00075507i,-0.00039732+0.00028131i,0.00040912+0.0020037i,0.00017541+0.0019846i,0.00025628+0.00038094i,0.00070634-0.00099145i,0.00028078-0.0013518i,0.00046906-0.0015151i,0.0017721-0.0011192i,0.0019736-0.00035827i
-0.0018896+0.0017075i,-0.0059939+0.0023868i,-0.0096195-0.0016984i,-0.0052465-0.0069748i,0.001825-0.0057246i,0.0018128-0.0022448i,1.1029e-06-0.00042637i,0.00034661+0.0011252i,0.00037259+0.0010021i,0.00031324-0.00036381i,-2.0382e-05-0.0012025i,-0.0014591-0.0010404i,-0.002385-0.0007099i,-0.0025081-0.0015178i,-0.0022199-0.0011682i,-0.0016105-0.00047797i,-0.00076753-0.00091018i,0.00050309-0.0010003i,0.0011901-0.00069315i,0.00075589-0.00012674i,0.001346+5.2238e-05i,0.0023311+0.00033555i,0.00189+0.00018187i
-0.00070655-0.0022871i,-0.0013905-0.007124i,0.0016177-0.011802i,0.0064976-0.0076286i,0.0055314+0.00016669i,0.0013778+0.0023441i,-0.0003249+0.0020711i,9.252e-05+0.0016915i,0.00054963+0.00080667i,0.00081874-0.00025464i,0.0010154-0.0015214i,0.00044116-0.0021305i,-0.00030343-0.0016489i,-0.00040672-0.00099753i,-0.001001-0.0016442i,-0.0015034-0.0024764i,-0.00048598-0.0024012i,0.001056-0.001679i,0.00066436-0.00086586i,-0.00074238-0.00074083i,-0.0012084-0.00056635i,-0.00082943+0.00019491i,-0.00050314+0.00074088i
0.0028567-0.0027731i,0.008432-0.0058951i,0.015746-0.0039627i,0.012332+0.0027402i,0.0025146+0.0045232i,-0.0015139+0.0025124i,-0.0013879+0.0015871i,-0.00097732+0.0011229i,-0.00015571+0.0002238i,0.00016657-0.00095483i,0.00021787-0.0011713i,0.00073205-0.0011551i,0.0013203-0.00077066i,0.0018294+0.00011552i,0.0033639+0.00014629i,0.0039241-4.1858e-05i,0.0022459+0.00015544i,0.00056833+0.00042018i,-6.3515e-05-7.9171e-05i,-0.00087244-3.6717e-05i,-0.0015108+0.00040715i,-0.0017038+0.00042143i,-0.0020097+0.0010419i
0.0026993+0.00095649i,0.005625+0.0054975i,0.0037138+0.014363i,-0.0034507+0.013844i,-0.0060903+0.00431i,-0.0030763+0.00056657i,-0.00069982+0.00038407i,-9.4743e-05+7.8797e-05i,-0.00031768-0.00030975i,9.4272e-05-0.00083375i,0.00055894-0.00077832i,0.00093263-0.00071114i,0.00107-0.00015312i,0.00081306+0.00067519i,0.0011967+0.0012491i,0.0016936+0.0011256i,0.0018188+0.0010357i,0.0013658+0.00041761i,0.00068772-0.00069433i,0.00054177-0.0015629i,0.00088584-0.0027945i,0.0010539-0.002588i,0.00048338-0.0022107i
-0.00056516+0.0022977i,-0.0070465+0.0065i,-0.017292+0.0062116i,-0.018185-0.0017375i,-0.008652-0.0067425i,-0.002578-0.0044493i,-0.0021277-0.00081593i,-0.0012944+0.0001436i,0.00039037-0.00031559i,0.00054255-0.001059i,-0.00012226-0.0016896i,-0.0013825-0.0016977i,-0.0030143-0.0010742i,-0.0034045-0.00087582i,-0.0023535+0.00088861i,-0.0016019+0.0031496i,-0.0014142+0.0025262i,-0.00091228+0.00043609i,0.0002802-0.00052262i,0.00057239-0.00059434i,0.00040896-0.00031392i,0.00060317+0.00071813i,0.00062697+0.00071784i
-0.00026623-0.002388i,-0.0060897-0.0073547i,-0.0079786-0.018393i,-0.0011509-0.021412i,0.0057137-0.012376i,0.0044745-0.0040695i,0.0021878-0.00065747i,0.0015816+0.00090534i,0.00053495+0.00096935i,0.00021236+0.00033469i,2.0992e-05-0.00035324i,-0.00060872-0.0012552i,-0.00056544-0.0016845i,-0.00078907-0.0013366i,-0.0017229-0.00024609i,-0.0019747+0.00024498i,-0.0011982-0.00016728i,-6.799e-05-0.0011334i,0.00030333-0.0013944i,0.00037425-0.00033381i,0.0014335+0.00060413i,0.0016705+0.00079009i,0.0009693+3.1595e-05i
-4.0977e-05-0.0047793i,0.0036236-0.012687i,0.015849-0.016546i,0.022157-0.0077515i,0.014205+0.0017573i,0.0057688+0.0029007i,0.0020637+0.0012978i,-0.00030576+0.0011134i,-0.00043066+0.00047585i,0.00049877-0.00078016i,0.00054696-0.0021576i,0.00071251-0.0024095i,0.001185-0.0020676i,0.0015156-0.0010758i,0.0013465-0.0013133i,0.00086767-0.002584i,0.00020608-0.0018437i,0.00019747-0.00076265i,0.00013204-0.001144i,-0.00021688-0.0020483i,-0.00061899-0.0015619i,-0.0011245-0.0003069i,-0.0011067+0.00037192i
0.0026802-0.0030051i,0.011107-0.00012892i,0.018909+0.012934i,0.013145+0.02266i,0.0026585+0.016741i,-0.00053817+0.0071375i,-0.00042279+0.0042692i,-0.00016264+0.003685i,0.00055393+0.0019845i,0.00087251-0.00022055i,0.00095847-0.0010499i,0.001332-0.00079783i,0.0015988-0.00095879i,0.0021805-0.00023343i,0.0030978+0.00074434i,0.0028949+0.0015498i,0.002133+0.0018182i,0.0011315+0.0014524i,0.00042352+0.0007307i,0.00061151+9.074e-05i,0.0002175-2.6499e-05i,0.00039257-0.000225i,0.00029796-0.00069078i
0.0025951+0.0045836i,0.0015916+0.014012i,-0.0096141+0.024271i,-0.020383+0.019928i,-0.016011+0.0061071i,-0.0070799+0.0012488i,-0.0038972+0.0012095i,-0.0021398-0.00020751i,-4.5147e-05-0.00028443i,0.0015038-0.00054507i,0.0013464-0.0012219i,0.0001576-0.00091652i,-0.00030514-0.0002973i,-0.00066232+0.00065375i,-0.00067264+0.0021207i,-0.00057258+0.0024683i,-0.00024387+0.0014471i,0.00091977+0.00092922i,0.0015177+0.00095626i,0.0015111+0.00071272i,0.0016775+0.00051958i,0.00057985+0.00020564i,-0.00054695-0.00033008i
-0.0068864+0.0054878i,-0.017439+0.0067199i,-0.029057-0.0030343i,-0.023848-0.014712i,-0.0079599-0.013582i,0.00013235-0.0068202i,0.00024904-0.0026073i,0.00088499-0.00027051i,0.0020737-0.00010667i,0.0016224-0.00098596i,0.00052354-0.0012789i,-0.00065933-0.0012426i,-0.0020887-0.0011152i,-0.003445-0.00033939i,-0.0046255+0.00065897i,-0.0043228+0.00084856i,-0.0031838+0.00033759i,-0.002524-0.00023389i,-0.0021331-0.00063679i,-0.001618-0.0013564i,-0.0010899-0.0010711i,-0.0006718+0.00023093i,0.00051832+0.00072823i
-0.0069922-0.0017344i,-0.0091539-0.014086i,-0.0020146-0.029253i,0.010883-0.02925i,0.01339-0.014593i,0.0060565-0.0048396i,0.0019713-0.0015608i,0.00082783-4.5074e-05i,-2.4566e-05-0.00074088i,0.00033247-0.0013549i,0.00089631-0.0023373i,0.0008278-0.0027918i,-0.00027917-0.0020418i,-0.0012771-0.0018414i,-0.0015522-0.001598i,-0.0013257-0.0018479i,-0.00075503-0.0013889i,-0.0003198-0.0007662i,0.00026464-0.00080101i,0.0005505-0.00049167i,-0.0002587-0.00033387i,-0.00069526-0.00079105i,-0.00040254-0.0011172i
-0.0015214-0.0082646i,0.012371-0.014575i,0.031218-0.0080373i,0.035478+0.0075811i,0.021254+0.013039i,0.0077437+0.0073477i,0.0031434+0.0031389i,0.002074+0.0022328i,0.0014155+0.0014221i,0.00087081+0.00019362i,0.00072559-0.00092109i,0.0020149-0.0016015i,0.0031766-0.0018342i,0.0033773-0.0016769i,0.0034694-0.0015385i,0.0028709-0.00116i,0.002463-0.00099884i,0.0026614-0.00092821i,0.0023672-0.00078122i,0.0014445-0.0015231i,0.00094089-0.0013625i,0.00030738+7.0447e-05i,0.00066426+0.0003988i
0.014547+0.014185i,0.024179+0.02674i,0.030803+0.045989i,0.018756+0.045738i,0.0050664+0.022947i,7.5204e-05+0.0037724i,-0.001183+0.0016595i,-7.7835e-05+0.0024856i,0.0020186+0.0016249i,0.0030394-0.00048268i,0.0011207-0.0030895i,-0.0021415-0.0031175i,-0.0038577-0.0012659i,-0.0041186+0.00089783i,-0.0035698+0.0037737i,-0.0021296+0.0048964i,-0.00056841+0.0037321i,0.00051039+0.0024815i,0.0014444+0.0020131i,0.0018264+0.0019529i,0.0014586+0.0020399i,0.0016851+0.0023254i,0.0022879+0.0018956i
-0.00066909+0.010639i,-0.011645+0.023837i,-0.032591+0.028152i,-0.042212+0.014708i,-0.029306+0.001267i,-0.012319-0.0012774i,-0.0049926-0.00048312i,-0.0023803-0.00031982i,-0.00073051-0.00029782i,0.00073983-0.00043212i,0.0015517-0.000513i,-0.00012897-0.00085814i,-0.0021114-0.00036999i,-0.0026439+0.0008512i,-0.0017394+0.0015525i,-0.0010767+0.0010712i,-0.0014834+0.00031807i,-0.0015267+0.00064678i,-0.000809+0.00090105i,-0.00048677+5.535e-05i,-0.0011819+0.00083251i,-0.001225+0.0022508i,-0.00049511+0.002101i
-0.012772+0.0059905i,-0.029459-0.0041695i,-0.036634-0.025602i,-0.023101-0.038044i,-0.0042915-0.027945i,0.001174-0.012157i,-0.0007579-0.0048047i,-0.00093242-0.0026187i,3.556e-05-0.0026164i,0.0015378-0.0029824i,0.0014202-0.0028397i,0.00020295-0.0029216i,-0.00055086-0.0029103i,-0.0013846-0.0028515i,-0.0018179-0.0022361i,-0.0018754-0.0025386i,-0.0017536-0.0031342i,-0.0017934-0.0028875i,-0.0019195-0.0030479i,-0.0020954-0.003155i,-0.0016511-0.0025273i,-6.6476e-05-0.0019174i,0.0015023-0.0013098i
-0.0057651-0.012563i,0.0021842-0.033382i,0.023382-0.046856i,0.038724-0.037293i,0.03147-0.016064i,0.015416-0.0053248i,0.006653-0.0034012i,0.0019093-0.00092332i,-8.0359e-06+0.00024854i,0.00057793-0.00074778i,0.00052898-0.001624i,0.00023316-0.002118i,0.0007332-0.0025876i,0.00020419-0.0023594i,-0.00015114-0.0014917i,0.00099019-0.0010717i,0.0012482-0.0013491i,0.0004594-0.0017094i,0.00018277-0.0014926i,0.00089218-0.00021624i,0.0011015+0.00036247i,0.0002498-0.00029676i,-0.00090336-0.0013122i
