-3.7009e-05+0.00080734i,0.00010924+0.00044882i,-0.00058126-0.00062746i,-0.00091835-0.0013911i,-0.0020551+0.00026325i,-0.0024428+0.0023083i,-0.00052873+0.003224i,0.0011484+0.0025639i,0.0017278+0.0010733i,0.0016551-0.00039368i,0.0010815-0.0013791i,0.00063461-0.0019947i,0.00023587-0.0016189i,-0.00011768-0.00051057i,-0.00077742-3.5449e-05i,-0.0014584-1.4747e-05i,-0.0013693+0.00030705i,-0.0013167+0.00052871i,-0.001066+5.7712e-06i,-0.0010635-0.00043542i,-0.0011082+0.00034451i,-0.00073283+0.00086165i,6.4147e-05+0.00073431i
-0.00027753+0.0013966i,0.0011023+0.0022031i,0.0013455+0.0027456i,0.00094893+0.0021968i,0.0010742+0.0012453i,0.0014029+0.00050172i,0.00132+0.00041344i,0.0012353-6.1395e-05i,0.00048944-0.00038327i,-0.00053105+1.5078e-05i,-0.00082801+0.00020893i,-0.00070442+0.00012538i,-0.00043926+0.00017347i,-0.00046005-1.0018e-05i,-0.00021121-0.00014848i,-0.00010859+0.00040581i,3.4777e-06+0.00033714i,9.0636e-06+2.2836e-05i,-5.7408e-05+0.00015978i,0.00041835+0.00044427i,0.00091741+0.00064669i,0.00047399+0.00092106i,-1.1621e-05+0.00093987i
-0.00090401-0.001615i,-0.00076081-0.0016067i,-0.00075672-0.0010889i,-0.00043159-0.00041222i,-0.00074594+0.00084786i,-0.0010206+0.001087i,-0.0001125+0.0010157i,0.00039397+0.00063125i,-6.8655e-05-0.00013445i,-0.00017971-0.000178i,-0.00013541+3.92e-05i,-0.00074025-0.00024026i,-0.00082632-0.00051419i,-0.00019775-0.00059228i,0.00028118-6.4936e-05i,0.00098773+0.00057866i,0.0012626+0.00046609i,0.00042966+0.00026324i,-0.00068757-6.6908e-05i,-0.00031808-0.00038569i,0.00058533-0.00054252i,0.00065319-0.00071329i,0.00044585-0.00019198i
-0.0012371+0.00066044i,-0.0016157+0.0012296i,-0.001148+0.00079938i,-0.00084859+0.00078392i,-0.00014235+0.0013369i,0.0007273+0.001882i,0.00096556+0.0015131i,0.00072603+0.00028947i,0.00065991-0.00022288i,0.00058428+0.00013329i,0.00027846+0.00052115i,0.00011132+0.00037337i,0.00019997+0.00012827i,0.00019697+0.0007376i,0.00066472+0.0002776i,0.00085496-0.00028296i,-8.3946e-05+0.00047982i,-0.00061696+0.0011338i,-0.00058339+0.0010054i,-0.00018094-9.0432e-06i,0.00031466-0.00068517i,0.00051222-0.00026793i,0.00056681+0.00032245i
-0.0012826-0.00024884i,-0.00083228-0.0011315i,-0.0006191-0.00032102i,-0.00089023+0.0011303i,-0.0011353+0.00092358i,-0.00066026+0.00070367i,0.0007711+0.0010535i,0.0017599+0.00023649i,0.0011114-0.00077691i,-0.00032732-0.00052319i,-0.0011349+0.00011622i,-0.0008815-0.00028284i,4.4505e-05-0.0010823i,0.00048625-0.00083123i,0.00031776+0.00027057i,0.00069245+0.00019966i,0.00073098-0.00051731i,0.00094837-0.0012096i,0.00085514-0.0010676i,0.00035546-0.000716i,0.00067156-0.00044736i,0.00053518+0.00037715i,-6.6915e-05+9.8516e-05i
-0.0014244+0.00049352i,-0.000653+0.0018842i,-0.00013854+0.0019026i,0.00022898+0.0014557i,0.0010255+0.0015416i,0.00091528+0.0014203i,0.00029612+0.0011105i,0.00025912+0.00086589i,-0.00015883+5.1023e-05i,-0.00049431-6.9277e-05i,-0.00047548+0.0004648i,0.00020503-2.4569e-05i,0.00019252-0.00026507i,-0.00011166-6.1781e-05i,0.00051548+0.00025248i,0.00074473+0.00032664i,-0.00021468-0.00025243i,-0.0011316-0.00045651i,-0.00075039-0.00043771i,0.0001345+1.5403e-05i,0.00060825+0.00040103i,0.0011884+0.00089705i,0.0011298+0.00082023i
0.00039415+0.00049849i,0.001679+0.0016581i,0.0031278+0.0015994i,0.0015675+0.00071705i,-0.00025037+0.00039696i,-0.00024222+0.00085423i,0.00025469+0.00045593i,0.00083448-0.0001336i,0.000176-0.00020934i,-0.00046269-0.0008232i,-0.00078369-0.0011497i,-0.0012732-0.00061173i,-0.00088749-0.00019734i,-4.0989e-05-0.00041791i,-0.0003002-0.00069071i,-0.0004066-0.00030687i,-0.00038333+0.00030155i,-0.00094275+0.00038188i,-0.0013953+0.00071915i,-0.00047844+0.00090052i,0.0014128+0.00066294i,0.0017468+0.00021262i,0.00077302-0.00023919i
-0.0012271+0.00097896i,-0.0014831+0.0016599i,-0.00072577+0.0021388i,-0.00072892+0.00096492i,-0.00077824+0.00058364i,0.000398+0.0013138i,0.00061068+0.0012389i,-3.5323e-05+0.0009256i,-0.00061751+0.0010128i,-7.1541e-05+0.00020207i,0.00081374-0.0010383i,0.00044817-0.0016052i,0.00035062-0.0012309i,0.00089459-0.00031399i,0.0008681+0.00031478i,0.00024657-1.0262e-05i,7.2552e-05-0.00060732i,-1.5655e-05-0.000471i,-2.1802e-05+0.00011626i,2.2188e-05+0.00049962i,3.3276e-05+0.00054673i,0.00019917+0.00021358i,0.00012799+4.331e-05i
-0.00071533-0.00092231i,-0.0011356-0.00011891i,-0.0011462-0.00010239i,-0.00088077-0.00017274i,-0.0010613+8.1651e-05i,-1.4653e-05+0.00010018i,0.00083133+0.00059645i,0.00045403+0.00046109i,0.00044159+8.0145e-05i,0.00068173-0.00033308i,0.00047852-0.00069537i,-0.00024937-0.00097775i,-0.00071597-0.00062133i,-0.00053122+0.00032361i,-0.00020558+0.0006817i,-0.00037179-0.00020371i,-0.00029739-0.0010934i,0.00053716-0.00081309i,0.00061159-0.00019864i,0.00064173-0.00042986i,0.00066404-0.00010929i,0.00061898+0.00033795i,0.00019192+2.0702e-05i
0.00028091+0.0004062i,0.0014808+0.00099602i,0.0014904+0.0013947i,0.0004826+0.00073976i,-0.00047251-7.085e-05i,-7.1852e-05+0.0010269i,0.00010961+0.0015194i,0.00039802-1.9522e-05i,0.0009746-0.0006535i,0.00080216-0.0002792i,0.00028601-0.00016906i,-0.00010882-0.00042718i,-0.00020507-0.00077331i,-0.00010167-0.00050204i,0.00042368-0.00045614i,0.0004512-0.0001858i,-8.3059e-05+0.00043829i,-0.00060988+0.00032464i,-0.00084927-5.1097e-05i,-5.8107e-05-0.00010864i,0.00053812+0.00027833i,0.00084914+0.00038202i,0.00080099+0.00013559i
-0.0015417+0.0013718i,-0.0011272+0.00067378i,-2.9831e-05+0.0014072i,0.00096621+0.0023093i,0.0013404+0.001709i,0.0013128+0.00088896i,0.0017218+0.00059728i,0.0015113+0.0001555i,0.00059367-0.00024571i,7.7248e-05-9.5577e-05i,-0.00039523-0.00024941i,-0.00059574-0.0009265i,-0.00071923-0.0010878i,-0.00064139-0.00079665i,-5.9694e-05-0.00029138i,0.00016115+0.00053006i,-1.378e-05+0.00056323i,6.5795e-06+0.00074291i,0.00032784+0.00036237i,0.00050481-0.00039575i,0.00056576-0.00046761i,0.0001264-0.00052759i,-6.7005e-05-0.00073206i
-0.00054585-0.00013928i,-0.00028294-0.0013221i,0.00040368-0.0017644i,-0.00018582-0.0013749i,-0.00087538+0.00025418i,-0.00022047+0.0011018i,0.00068506+0.0010276i,0.00013685+0.00053205i,-0.00019312+0.00021602i,-0.00056187+0.00031795i,-0.00038531+0.00032232i,0.00018829+0.00025297i,-0.00014635+0.00041673i,-0.00036511+0.00066078i,-0.00058936+0.00059602i,-0.00065171+0.00016353i,-0.00019497-5.6474e-05i,0.00026828+0.00047053i,0.00086977+0.00074433i,0.0008105-5.4023e-05i,0.00053371-0.00021988i,8.9582e-05+0.00026674i,-0.00073468-0.00015977i
0.00023794+0.0020625i,-0.00018014+0.0018178i,0.00024219+0.0016739i,0.0010434+0.0016944i,0.00059512+0.0014396i,0.00051627+0.001075i,0.0012744+0.0015734i,0.0011497+0.001913i,0.00071437+0.00069025i,0.0001789-0.0005641i,0.00038178-0.00056762i,0.00071802-0.00048131i,9.0828e-05-0.00045094i,-4.7095e-05-0.00020939i,0.00027521-0.00044891i,-4.4206e-05-0.0006307i,-0.00011169-0.00032663i,-0.00012592-0.00057243i,-0.00040274-0.00043201i,-0.00061385+0.00075688i,-0.00048811+0.00073391i,0.00042895-2.7297e-05i,0.00049232-0.00012639i
-0.0014785-0.00085202i,-0.0019494+0.00050901i,-0.0023006+0.0011687i,-0.0016193+0.00048502i,-0.0010013+0.00028429i,-3.7334e-05+0.0010792i,0.00055928+0.0011223i,0.0001741-0.00019425i,-0.0002229-0.0011741i,-4.1738e-05-0.0011182i,0.00029173-0.00073891i,0.00080545-0.00038216i,0.0011367-0.00026291i,0.00097847-0.00051854i,0.00084324-9.7704e-05i,0.0004096+0.00092801i,2.5552e-05+0.00078341i,5.2541e-06-8.5045e-05i,0.00051011-0.00069538i,0.00099947-0.00035292i,0.00037472+0.00036802i,-0.00013829-0.00024957i,-0.00029883-0.00029949i
-0.0002049+0.00012326i,-0.00032295+0.0016548i,-0.00036099+0.0019094i,-0.00027964+0.00027898i,-0.00060623-0.0005566i,-0.00060309-0.00022164i,0.00051142-0.00057631i,0.0012323-0.0007849i,0.00088677-0.00010859i,0.000235-0.00027484i,-0.00038681-0.00057848i,-0.00050931-0.00089939i,5.1835e-05-0.00069891i,0.00036355-0.00038868i,0.00014134-7.4792e-05i,0.00019404+0.00031319i,0.00023585-0.00011384i,0.00036186-0.00054654i,0.00063906+0.00041341i,0.00036423+0.00087143i,0.00016322+0.00032868i,-0.00020952+0.00081737i,-0.00042945+0.0013786i
-0.0013399+0.0012398i,-0.0013342+0.00035264i,-0.00052336+0.00022848i,-6.8567e-05+0.001258i,-0.00023002+0.0020526i,0.00064374+0.0018795i,0.0013687+0.0016925i,0.00074852+0.0015052i,9.9887e-06+0.00074502i,-0.00048259+0.00016999i,-0.00044798+1.2043e-05i,0.00014927-0.00047414i,-0.00028463-0.0014675i,-0.00075634-0.0012819i,-0.0007937-0.00012569i,-0.0012302+0.00040179i,-0.00067493+0.00019613i,-4.6413e-05-0.00058513i,-0.00024723-0.00092129i,9.7148e-05-0.0013331i,0.00022202-0.00073807i,8.0668e-06+0.00048457i,-0.00092037+0.00025452i
-0.0013967+0.00073326i,-0.0011509+0.00033377i,-0.00011042+0.0001507i,0.00065417-0.00050123i,0.00058711-0.00084407i,0.00093469+0.00010047i,0.0013378+0.00027326i,0.0013227-0.00020177i,0.0011723-0.00029713i,0.00072808-0.00048778i,0.00020234-5.5555e-05i,9.5464e-06-0.00049948i,-3.8971e-05-0.00056318i,-0.00016207+0.00012746i,-0.00053976-2.4245e-05i,-0.00075534-0.00021363i,-0.00011794+0.00028326i,0.00028324+0.00021763i,0.00018476+0.00043326i,6.5917e-05+0.00059242i,-0.00025722+5.6299e-05i,6.9481e-05-9.8236e-06i,-0.00033951-0.0002556i
-0.00018571+0.0022162i,-0.00050059+0.0026052i,0.00016346+0.0027029i,4.0584e-05+0.0017718i,-0.00024199+0.00086396i,-0.00029552+0.00058521i,-3.3759e-05+0.00053183i,0.00070699-0.00019564i,0.00069025-6.1586e-05i,-0.00014143+0.00057932i,-0.00053515+0.00032863i,-0.00094079-3.4162e-05i,-0.00041844+0.00064807i,0.00011858+0.00050176i,-0.00050019-0.00032633i,-0.00022589+0.00036844i,0.00048151+0.0010928i,0.00015118+0.0010695i,-0.00035375+0.00078074i,6.9855e-05+0.00047738i,0.0010786+0.00060497i,0.001417+8.3579e-05i,0.0006749-0.00020651i
0.0006762+0.00028755i,0.00045977+0.00053289i,0.00030377+0.00021272i,0.00063293+0.00017636i,0.00087785+0.00040472i,0.001614+0.00018504i,0.0019703+0.0005803i,0.00090096+0.0010916i,6.1591e-05+0.00091698i,-0.00015657+0.00026593i,-0.00042125-0.00061382i,-0.0007143-0.0010143i,-0.00027263-0.0006287i,0.00092416-0.00013712i,0.00092357+0.00053417i,-0.00031224+0.00080722i,-0.00050407+0.00075978i,-0.0004945+0.00073134i,-0.00096635+0.00049757i,-0.00028062+8.5949e-05i,0.00061388+0.00016837i,0.00061455+7.2079e-05i,0.00077407+0.00010044i
-6.3156e-05-0.00196i,-0.00020593-0.0019304i,-0.0012405-0.0017871i,-0.0016318-0.0017063i,-0.0015678-0.0005293i,-0.00019676+0.0010044i,0.0010486+0.0015548i,0.00037993+0.00090636i,-0.00070572+0.00033941i,-0.0010192+0.00024774i,-0.00068034+0.00029224i,-3.921e-05+0.00028968i,0.0004632-4.0239e-05i,0.00040196+0.00013634i,0.00040017+0.00053479i,2.2447e-05+0.00021077i,-0.0010785-6.4112e-05i,-0.0010181-7.3933e-05i,0.0002029-0.00021177i,0.0005591+0.00010355i,5.3233e-05+0.0006815i,-0.0005179-9.0359e-05i,-0.00088803-0.00071874i
-0.00050739+0.0019908i,0.00019013+0.0020933i,0.00015163+0.0021717i,0.00031389+0.0012002i,0.00098824-7.9162e-05i,0.0014756+0.00011404i,0.0011055+0.00048085i,0.00077476-0.00053051i,0.00045562-0.0011797i,0.00041677-0.00057551i,0.00029358-1.514e-05i,-9.8357e-05-0.00033189i,-1.4725e-05-0.00051125i,-0.00014167-0.00061669i,-0.00023257-0.00035689i,-0.00013134+0.00028091i,-0.00012108+0.00053095i,0.00038267+0.00061106i,0.00064182-0.00012253i,0.00043746-0.00045777i,-5.8391e-05-0.00074601i,0.0002184-0.00091572i,0.00026961-0.00084011i
-0.00093069+0.00033564i,-0.0011476+0.00079353i,-0.0014699+0.00087895i,-0.00095798+0.00096677i,-0.00047019+0.0017661i,-0.00022145+0.0019338i,-0.00020916+0.00076608i,-0.00044468-0.0001397i,0.00081052-0.00013712i,0.0012304-0.00023935i,-5.9443e-05-0.00036748i,-0.00060722-0.0002261i,-0.00089745-0.00010961i,-0.00036106-0.00035584i,0.00090897-0.00014725i,0.00051399-0.00050408i,-0.00011371-0.0010894i,0.00026851-0.00078516i,0.00059963+0.00024096i,0.00055765+0.0007283i,0.00012974+0.00020812i,0.00035743-0.00023688i,-0.00019266-5.963e-05i
-0.0001221+0.00070982i,-0.00026349+0.0017541i,-0.0008911+0.0013872i,-0.0010123+0.00074668i,-0.00049018+0.00062894i,0.00049734+0.00057631i,0.001194+0.001013i,0.0012477+0.001151i,0.00096011+0.00070631i,0.00061656+0.00078452i,0.00052837+0.00075795i,0.00043907+0.00024935i,5.1977e-05+0.0001779i,0.00032629-0.00014887i,0.00067507-0.00055348i,0.00014393+9.9144e-05i,-0.00031202+0.00056868i,-6.68e-05-6.2997e-05i,0.00028876+2.4365e-05i,-0.00031582+0.00071866i,-0.00024077+0.00060792i,-0.00019105+0.0008023i,-0.0006441+0.0010361i
0.00033982+8.8486e-05i,-0.00067277+0.0012272i,-0.0012098-0.00021631i,-0.0012951-0.0011744i,-0.0010055-0.0002649i,-0.00074403+0.0005196i,-0.00028993+0.0010726i,0.00078606+0.00081482i,0.0013047+0.00035548i,7.136e-05+0.00067833i,-0.001352+0.00053706i,-0.00074526-0.00050223i,-0.00055586-0.0009135i,-0.0006648-0.00031762i,-0.00035046+0.00059935i,-0.00030659+0.00023625i,-0.00076577-0.0002183i,-0.0005042-0.00019448i,0.0001539+0.00025722i,0.00064967+0.00095789i,0.00084086+0.00026691i,0.00039218-7.7099e-05i,-4.9017e-05+0.0008959i
0.00037599+0.0019923i,0.0015299+0.0022323i,0.0014876+0.00092321i,0.00064862-0.00014265i,-0.00023617+0.0002911i,-0.00025786+0.00073694i,0.00049909+0.0012975i,0.00069776+0.0015469i,0.00027051+0.00080213i,-5.2263e-05+0.00012097i,-0.00017037+0.00031765i,-0.00028285-4.4456e-05i,-0.0007859-0.00064584i,-0.00079155+0.00013994i,-0.00034919+0.00070046i,-0.00053056+5.8161e-05i,-0.00098936-0.00063926i,-0.00060743-0.00057006i,7.0586e-05+0.00035625i,0.00015084+0.0012958i,0.00050646+0.0011492i,0.00045139+0.00066303i,-0.0003937+0.00023605i
0.00078454-0.00031691i,0.0005972-0.00051686i,6.0931e-05+0.00025816i,0.00044474+0.00013812i,0.000897+0.00019625i,0.00066711+0.0010591i,0.00043049+0.00058458i,0.00031945+0.00061957i,0.000302+0.00071661i,0.00030496-0.0001556i,0.00056676-0.00058683i,0.00041373-0.00048739i,-0.00021374-4.0773e-05i,-0.00079419+0.00035862i,-0.00062628+0.00014219i,-0.00030204-0.00013272i,-0.00034251+0.00030151i,-0.00046939+0.00051606i,-0.00089267+3.5999e-05i,-0.0010553+0.00032823i,-0.0005871+0.0010059i,-0.00029854+0.00063602i,-0.00062908-0.00048726i
0.00052313+5.0001e-05i,0.00034806+0.00084383i,-0.00059511+0.00095171i,-0.00088662+0.00095748i,-0.00077168+0.002031i,-0.00032374+0.0025308i,0.00076756+0.0018717i,0.0011777+0.0017338i,0.0009185+0.00099515i,0.00017937-6.6899e-05i,-0.00043736-8.3493e-05i,-0.0010893+5.1309e-05i,-0.001082-0.00057027i,-0.00024922-0.00069024i,0.00041856+0.00027328i,0.00074835+0.001013i,0.000156+0.00092282i,-0.0010759+0.0002677i,-0.0011072-0.00063053i,-3.3539e-05-0.00020186i,0.00036273+0.00021181i,-0.00043762+1.4713e-05i,-0.00070012-7.9513e-05i
-0.00027237+0.0014408i,0.00054044-0.00017052i,0.0026277-0.00052349i,0.002754-0.00082359i,0.0015653-0.0002808i,0.00065622+0.00019403i,0.0011047+6.7258e-06i,0.0021057+0.00039107i,0.0014885+0.0005936i,0.00036874-0.00010092i,7.6877e-05-0.00099589i,0.0001122-0.00079927i,-0.00068708-7.1609e-05i,-0.001669-7.6736e-05i,-0.0015935+8.4141e-05i,-0.0010013-1.0776e-05i,-0.00072549-7.6318e-05i,-0.00026786+0.00088324i,-0.00026168+0.0013223i,-3.4039e-05+0.0009318i,0.00056313+0.0010169i,0.00070987+0.0011149i,1.9773e-05+0.00027709i
-0.0015781+0.0015658i,-0.00082642+0.0022306i,0.00034563+0.0027735i,0.00060204+0.0023888i,3.2992e-05+0.0012147i,-0.00083436+0.00065237i,-0.00061444+0.00046635i,0.00019366-2.2988e-06i,0.00037498-0.0004376i,0.00025553-0.00087892i,0.00020934-0.00062157i,0.00025035-0.0007596i,0.00051125-0.00096393i,0.001022-0.0010195i,0.0014392-0.00067443i,0.0010597-9.5963e-05i,-0.00016017+0.00018482i,-0.00055446+0.00043637i,-0.00063081-0.00012875i,-0.00051972-0.00023568i,-0.00026981+0.00023416i,-0.00026937+0.00017948i,0.0005856+0.00022947i
-0.0022681+0.001859i,-0.0028633+0.003289i,-0.0025385+0.0028694i,-0.0016741+0.0013221i,-0.00086983+0.0005507i,-9.464e-05+0.00074682i,0.00074029+0.00047888i,0.00074744+0.00037838i,0.00072611+0.00060671i,0.00094123+0.00017962i,0.0012489-0.00096377i,0.00090865-0.0011553i,0.000646-0.00043809i,0.00049435-2.767e-05i,0.00036414-0.00039682i,-0.00058503-0.00081073i,-0.0014262-0.00094802i,-0.00098553-0.0011633i,-0.00061433-0.00058221i,-0.00060645-0.0002417i,-0.00042905-0.00043631i,-0.00021707-0.00040598i,0.00019802-0.00037771i
0.0013856+0.0012817i,0.0004656+0.0010776i,0.00039643+0.00034418i,-7.5116e-05-0.00069745i,-0.0010776-0.0010925i,-0.0011766-0.00032119i,-0.00068747+0.0005073i,0.00026216+0.00047807i,0.00078247-4.4724e-05i,-0.00032973-0.00035055i,-0.0010113-0.00050833i,-0.00095621-0.00039608i,-0.0011408+0.00010022i,-0.0011897+0.00034415i,-0.0011654+0.00034102i,-0.00067044+2.5653e-05i,-5.0778e-05+6.8689e-05i,-3.1786e-05+0.00090974i,6.1071e-06+0.0014292i,-0.00030578+0.00098871i,-0.0005213+0.00015813i,-0.00015769-0.00024254i,-0.00018214-0.00019845i
-0.0010607+0.00013928i,-0.0010552+0.0005605i,-0.00073794+0.00079412i,0.00012553+0.0011335i,0.00048555+0.0014064i,0.00086449+0.0019068i,0.00077941+0.0018786i,0.00060862+0.00077122i,-1.4912e-05+0.0003418i,-0.00033545+0.00047259i,0.00020442+0.00051713i,0.000708+0.00027521i,0.00084781+9.0486e-05i,0.00095774+0.00019586i,0.00053024+5.8765e-05i,-0.00046343-0.00073355i,-0.00065154-0.00064035i,-0.00037483-0.00015336i,0.00019623+0.00024612i,-6.4905e-05+8.9888e-05i,-0.00060678-0.00059933i,-0.00091862-0.00092687i,-0.00063874-0.00067964i
-0.00027532+0.0016747i,6.1748e-05+0.0021701i,0.00058862+0.002211i,0.00038775+0.0012229i,0.00047801+0.00017886i,0.0010119-4.4339e-05i,0.0004573+0.00043604i,0.00057102+0.00039771i,0.0010776-0.00031637i,-0.00019811-0.00035537i,-0.00080936-0.00070165i,-0.00091552-0.0011254i,-0.00077256-0.0010719i,-0.00053435-0.00087519i,-0.0012093-0.00052291i,-0.0014068-0.00056676i,-0.0010672-0.00055293i,-0.00018007-0.00044948i,0.00044357-0.00050711i,-0.00035929-0.00029548i,-0.0004002-5.7624e-05i,3.3204e-05+0.00029974i,-0.00035235+1.7176e-05i
0.0016538+0.00085136i,0.00079853+0.0010536i,-0.00023584+0.00043593i,-0.00088617+0.00053297i,-0.0014103+0.00062781i,-0.00069892+0.00099625i,0.0004396+0.0015071i,0.00071403+0.0012939i,0.00094079+0.00022303i,0.0010497-0.0011958i,0.0004832-0.0016388i,-0.0001396-0.0011079i,-0.00053337-0.00040424i,1.1675e-05-1.7205e-05i,9.3032e-06-5.4014e-05i,-0.0009151-2.3681e-05i,-0.00070764-0.0002674i,0.00010605+0.00016724i,0.00086075+0.00021292i,0.00072062-0.00021792i,0.00013862+0.00041876i,-0.00042375+0.00063435i,-7.3614e-05+0.00054053i
0.00040258+0.00029181i,0.00095253+0.0011542i,0.00026029-0.00015853i,-0.0002503-0.0001708i,-0.00056353+0.00071896i,0.00040159+0.0011739i,0.00084629+0.00090519i,0.0011575-6.947e-05i,0.00094383-2.7552e-05i,-0.00031106+0.00062294i,-0.00079949+0.00038011i,-0.00038312-0.00033316i,-0.0010267-3.4089e-05i,-0.00058012+0.00038862i,-0.00026191+0.00045178i,-0.00090913-0.00036212i,-0.0011635-0.00056972i,-0.00059539-0.00063302i,-0.00021302-7.8199e-05i,-0.00031833+0.00098421i,0.00027531+0.00018427i,0.0006282-0.00026982i,0.0004418-2.264e-05i
0.00076998-0.00045368i,-2.0297e-05-0.00079484i,-0.00035244-0.0010073i,-0.00018936-0.00049115i,-0.00048623+0.0010184i,-0.00073482+0.0016699i,-0.00048111+0.00088281i,-0.00048152+0.00014608i,-0.00070759-0.00035334i,-0.00060032-0.0010099i,0.00025675-0.0010706i,0.001012-0.00099172i,0.0014304-0.0012922i,0.0015458-0.0011573i,0.0010179-0.00068575i,0.00040988-1.2183e-05i,0.00025158+0.00017862i,-0.00049344+0.00021426i,-0.00083924+0.00028145i,-0.00064196-0.00020856i,-0.00046197-0.00039781i,0.0002759-0.00012528i,0.00095393+0.00025056i
0.0011991+0.0013754i,5.7077e-05+0.0027141i,0.00040616+0.0029211i,0.00022823+0.0018468i,-0.0012637+0.0011879i,-0.0016803+0.0017182i,-0.00019797+0.0018248i,0.00082981+0.00060367i,0.0010775-0.0002784i,-3.3396e-05-0.00043118i,-0.0011418-0.00052468i,-0.0014139-0.00017658i,-0.0010895-2.8994e-05i,-0.00065865+0.0001354i,-0.00052157+0.0006027i,-0.00077642+0.00095541i,-0.00039479+0.00059656i,0.00065702-0.00039649i,0.0008966-0.00028148i,0.00078048+0.00092118i,0.00084969+0.00064475i,0.0005478-0.00049206i,0.00065579-0.00064971i
-0.0023414-0.00058617i,-0.002312-0.00038377i,-0.0019284+0.00029088i,-0.0017681+0.0014193i,-0.00083022+0.0016799i,0.00065029+0.0013083i,0.001669+0.0012313i,0.0012418+0.0012653i,-0.00055498+0.00037054i,-0.0012497-0.00066404i,-0.00044389-0.00032368i,0.00035444+0.00040743i,0.00080971+0.0001916i,0.00056262-0.00018595i,0.00013056-2.3746e-05i,0.00019907-0.00024451i,-0.00013984-0.00090416i,-7.5487e-06-0.00072183i,0.00012164-0.00015662i,-0.00029077-0.0002758i,8.4381e-05-0.00060832i,0.00083524+0.00017773i,0.00060214+0.00058826i
-0.00078164+0.001515i,7.4587e-05+0.0013685i,0.00040254+0.0010302i,4.5343e-05-0.00032124i,0.0010933-0.0011528i,0.0017688-0.00036275i,0.0010711+0.00027706i,0.00059293+0.00065029i,7.1561e-05+0.00059732i,-0.00020519-0.00014605i,-0.00029506-0.00029727i,0.00014876-0.00058768i,0.00043511-0.00048952i,0.00037769-0.00065983i,0.0010582-0.00049006i,0.0010173+0.00013529i,0.00030823+4.5812e-05i,9.0671e-05-0.00014363i,3.3962e-05+7.7224e-05i,6.4329e-05+0.00021216i,0.00017028+0.00027837i,0.00024506-6.3983e-05i,0.0003429-0.0010832i
0.0010326+0.00034695i,0.0013286+0.0010754i,0.00060971+0.0013497i,-0.00025752+0.00060558i,5.9598e-05+0.00054098i,8.8929e-05+0.0011186i,0.00038933+0.0015787i,0.00092511+0.00042205i,0.00037723-0.00057422i,-0.00050628-0.00048804i,-0.00049939+0.00016246i,-0.00020835+0.0010123i,0.00024168+0.0010789i,0.00049374+0.00066184i,0.00084899+0.00090415i,0.00078696+0.00074147i,0.00045142+0.00038754i,0.00047881+0.00046918i,0.00056008+0.00052323i,0.0010906+0.00069562i,0.0008062+0.00032663i,0.00057594-0.00071928i,0.00040913-0.00096759i
8.578e-05+0.00041995i,0.00043113+0.00034955i,0.00079103+0.0011999i,0.0013233+0.00052968i,0.00071935+0.0006813i,-3.8928e-05+0.0012654i,0.00041496+0.0011978i,0.0007014+0.0008005i,0.00047005-0.00031641i,0.0003185-0.00055363i,-0.00013561+0.0003994i,-0.00057884+0.00049373i,-0.00022075+4.7962e-05i,3.3898e-05+0.00035999i,-0.00016968+0.00065708i,-6.2435e-05+0.00041632i,0.00014666+0.00010237i,-6.8518e-05+0.00016113i,-0.00072136+0.0004836i,-0.00058215+0.00046303i,0.00063802+0.00018199i,0.00089768-0.00015601i,0.0001749-0.00043662i
-0.00059394-0.00084598i,-0.0011889-0.00042695i,-0.0016582+5.4999e-05i,-0.0013939+0.00043994i,-0.0010818+0.00089874i,-0.0002106+0.0011529i,0.00088721+0.0013404i,0.00092479+0.00096038i,0.0007476+0.0005241i,0.00026432+2.5348e-05i,-2.4686e-05-0.00031384i,0.00039472-0.00021095i,0.00079214-0.00012049i,0.00077739+0.0002384i,3.0752e-05+0.00091753i,0.00030216+0.00040159i,0.00085916+4.0087e-05i,0.0003219+7.8038e-05i,5.9462e-05+0.00036641i,0.0007113+0.00030463i,0.0013809-0.00083611i,0.00098458-0.0013725i,-9.478e-06-0.00060114i
-0.0017439+0.0011713i,-0.00098457+0.001109i,-0.00074372+0.0011713i,-0.00032385+0.00063998i,0.00066096+0.00017659i,0.00013254+0.00094528i,-0.000279+0.0013287i,0.00065459+0.00083187i,0.00041624+0.00013643i,0.00036652+0.00017759i,0.00022436+0.000418i,-0.00080736-0.00020395i,-0.0005303-0.00033881i,0.00014107-0.00093057i,0.00066561-0.001091i,0.0010207-0.00015122i,0.001267-5.2728e-05i,0.001055+3.4263e-05i,0.00068182+0.00029882i,0.00038691-4.197e-05i,-0.00026027-0.00031534i,-0.00075126+0.00023846i,-0.00068249+0.00026424i
0.00036558-1.7484e-05i,0.00036469+0.0010109i,-2.2202e-05+0.0012104i,-0.00055123+0.00072753i,-0.00057036+0.0011493i,-9.2631e-05+0.0024891i,0.00046872+0.0026816i,0.0011503+0.0014599i,0.00081619+0.00070427i,0.000528+0.00074794i,0.00070786+0.0007672i,0.00052412+0.00085759i,0.00014178+0.00097731i,3.8519e-05+0.00091539i,0.00024491+0.0010627i,0.00036555+0.0010183i,0.00043192+0.0005496i,0.00039974+3.618e-05i,0.00018066-0.00033613i,0.00017294-8.8711e-05i,-0.00017892-0.00027945i,-0.00085098-0.00062868i,-0.00090173-0.00025541i
