-3.7009e-05+0.00080734i,0.00010924+0.00044882i,-0.00058126-0.00062746i,-0.00091835-0.0013911i,-0.0020551+0.00026325i,-0.0024428+0.0023083i,-0.00052873+0.003224i,0.0011484+0.0025639i,0.0017278+0.0010733i,0.0016551-0.00039368i,0.0010815-0.0013791i,0.00063461-0.0019947i,0.00023587-0.0016189i,-0.00011768-0.00051057i,-0.00077742-3.5449e-05i,-0.0014584-1.4747e-05i,-0.0013693+0.00030705i,-0.0013167+0.00052871i,-0.001066+5.7712e-06i,-0.0010635-0.00043542i,-0.0011082+0.00034451i,-0.00073283+0.00086165i,6.4147e-05+0.00073431i
-0.001764-0.0013215i,-0.0023563+0.00010514i,-0.0026598-0.000751i,-0.0017412-0.0008776i,-0.0012061+4.6144e-05i,-0.00063925+0.0011396i,0.00047949+0.0013353i,0.0010145+0.001059i,0.00060486+0.00084748i,-8.5111e-05+0.00037577i,-0.00045579-0.00013118i,-0.00075077+9.3556e-05i,-0.00023699+0.00035502i,0.00023849+0.00071276i,0.00022467+0.00054045i,0.00040189+0.00010293i,0.00022689-0.00046337i,-0.00012121-0.00054722i,0.00027408+5.0926e-05i,0.0006327+2.7598e-05i,0.00026095-0.00039917i,0.00035214+0.00019711i,0.00031541+0.001212i
0.0008073-0.00065336i,0.001202-0.00012237i,-0.00013968-0.00057052i,-0.0012529-0.00035925i,-0.0017518-9.7933e-05i,-0.0012176+0.00080265i,0.00014641+0.0021597i,0.00028306+0.0018172i,6.2381e-05+0.00078104i,0.00017686+0.00044429i,-1.3723e-05+3.4101e-05i,-0.00017137-0.00022953i,-0.00059678-0.00046631i,-0.00098639-0.0001938i,-0.00052443+0.00027351i,-7.7491e-05-2.9829e-05i,0.00022325-0.00013388i,-0.0002229+0.00077195i,-0.00058226+0.0011068i,0.00050377+0.00093816i,0.0011238+0.0010054i,0.00037566+0.00087326i,-0.0002127+0.00016781i
-0.0020336+0.0014123i,-0.0014992+0.0017737i,-0.00042827+0.0019804i,4.6075e-06+0.0019017i,-0.00076969+0.0022002i,-0.00056147+0.0033363i,-0.00034005+0.0030166i,-0.0002491+0.0015105i,1.8254e-05+0.00021303i,-0.00041521+6.0726e-05i,0.00014237+0.00030195i,0.00075707-0.00029788i,0.0010646-0.00062272i,0.0012296-0.00073695i,0.00051496-0.00065351i,-0.0001269-0.00014417i,-0.00022597+0.00039456i,0.00040997+0.00047227i,0.00069974+0.00031939i,0.0012928+0.00019901i,0.0014429+0.0004314i,0.00039514+0.00048491i,-0.0001999+0.00019785i
-0.0011606+0.0017359i,-0.0016285+0.0024746i,-0.0012837+0.001879i,-0.00013436+0.00073988i,-0.00030033-0.0004113i,-0.0011492+0.00016975i,-0.0013629+0.0011975i,-0.00064115+0.00068598i,0.00015547-0.0002971i,0.00064148-0.0010044i,0.00069652-0.00094114i,0.00062402-0.00041846i,8.7528e-06-0.00026642i,-0.00039693-0.0004606i,-0.00041245-0.00086065i,-0.00015394-0.000789i,0.00059871-0.00048464i,0.00079667-0.00014991i,0.00074762+0.000444i,0.00019764+0.001167i,-0.00060147+0.00073043i,-0.00083065-0.00034982i,-0.00041448-0.0005557i
-0.0011553-0.0022584i,-0.0012098-0.0014265i,-0.0022426-0.00091362i,-0.002173+0.00047929i,-0.001591+0.0015725i,-0.00033866+0.0017749i,0.0010751+0.0020037i,0.00068168+0.0014444i,0.00015665+0.0007764i,0.00069737+0.00037418i,0.00074673+0.00050127i,0.00020643+0.00076161i,0.00017184+0.00053152i,0.00054291+0.00043893i,0.0014439+0.00046944i,0.0020306+0.00038767i,0.0016618+1.166e-05i,0.00080887-7.8365e-05i,-0.0001212+0.00040739i,-0.00026312+0.00046036i,-0.0005032-0.00050335i,-0.0005253-0.00092367i,-0.00064026-0.00076964i
-0.0013987+0.00082537i,-0.0010212+0.00097209i,-0.00078467+0.002306i,-0.0011918+0.0028444i,-0.001126+0.0023719i,-0.00076062+0.0023237i,-0.00051889+0.00245i,-0.00033174+0.0013259i,-0.0006284+1.9077e-05i,1.4469e-05-0.00058715i,0.00084707-0.00076019i,-0.00032065-0.00078715i,-0.00077066-0.001141i,-0.00013206-0.0015372i,0.00014263-0.0020072i,0.00016874-0.0012395i,0.00018361+5.1313e-05i,0.00032431-3.3488e-05i,0.00027963-6.6202e-05i,0.00022172+0.00019093i,0.00035044-1.316e-05i,0.00034307-6.6281e-05i,-0.00035234-8.4184e-05i
0.0012971+0.0025378i,0.00018038+0.0023997i,0.00018619+0.0013892i,0.00082402+0.00020484i,-0.00024428-0.00019388i,-0.0012872-2.9583e-05i,-0.00043484+0.00090996i,0.00028661+0.0013836i,0.00065633+0.0012362i,0.00039522+0.000662i,-8.5909e-05+0.00020619i,-0.00031653-0.00052814i,-0.00065347-0.001113i,-0.00048457-0.00062507i,-0.00036422-0.00031398i,0.00044105+0.00010724i,0.00052065+0.00073081i,-0.00061269+0.00051936i,-0.00076638+0.00086972i,-9.8515e-05+0.00064189i,0.00022022-8.5407e-05i,0.00062963+0.00010604i,0.00017682-0.00056796i
0.0010317+0.00038443i,0.00069759-0.00079978i,-0.0010009-0.0020021i,-0.001995-0.0022074i,-0.0015519-0.00021349i,-0.00093141+0.0021006i,-0.00021216+0.0026128i,0.00037172+0.0016948i,0.00055172+0.0003361i,0.00070681-0.00043346i,0.0010054-0.00012648i,0.00075763+0.00053743i,0.00057406+0.000807i,0.00054906+0.00050478i,0.00023871+0.00037219i,-9.2256e-05+0.00061485i,4.9761e-05+0.00060844i,0.00028026+0.00092733i,0.0003585+0.0013165i,0.00049827+0.00075697i,0.0013273+4.9892e-05i,0.0014297+0.00085844i,0.00039563+0.0007449i
0.00011862+5.8271e-05i,-0.0003648+0.00018301i,0.00037931-0.00060167i,0.00090208-0.0010556i,0.00016936-0.00079269i,-0.00028442-0.00058045i,-0.00042499+0.00032084i,0.00026349+0.00085795i,0.0014552+0.00017621i,0.00079899-0.00033346i,-0.00081691-0.0010126i,-0.0011708-0.0016728i,-0.0015304-0.0013134i,-0.0011665-0.00055867i,-0.0014102-6.1799e-05i,-0.0014404+0.00020503i,-0.00033215+0.00035444i,-4.1612e-05+3.1247e-05i,-0.00062771+0.00019843i,-3.9206e-05+0.00058851i,0.00070288+0.00037523i,0.00021174+0.00053969i,0.00022511+0.00090845i
0.0016309-0.00018007i,0.0012917+0.00053322i,0.00034826-0.0004403i,-0.00079458-0.00034551i,-0.0012378+0.00071782i,5.682e-06+0.001837i,0.0011148+0.0026405i,0.0011448+0.0018647i,0.00060503+0.0010241i,-0.00037517+0.00021477i,-0.00058516-0.00042934i,-0.00026747-0.00048263i,0.00065023-0.00051745i,0.00081772+0.00044258i,0.0004341+0.0016904i,0.00028864+0.0015876i,0.00087104+0.00012797i,0.0010472-0.00045153i,0.0003126-1.4324e-05i,-0.00026064-3.1776e-06i,-0.00014257-2.5403e-05i,-0.00010517+0.00035966i,-0.000712+0.00033021i
0.00040682-0.00078751i,-0.0010091+0.00079604i,-0.001368+0.00062947i,-0.0008662-0.00017179i,-0.00091374+0.00037781i,-0.0015303+0.0020012i,-0.00073935+0.002383i,0.00035508+0.0016303i,0.00014944+0.0011503i,-0.00057525+0.00029624i,-0.0001959-8.7376e-06i,0.00024813+0.00014473i,-0.00037957+0.00066776i,-0.00033921+0.0011394i,0.00032101+0.0010452i,5.5142e-05+0.0012829i,-0.0007781+0.00084014i,-0.00031749-0.00020952i,0.0012649-0.00018044i,0.0015057+0.00023364i,0.00012829-6.7756e-06i,-0.00042297+0.0001451i,-0.00063837+0.00039633i
-0.0008437-0.0021994i,-0.0018884-0.0020254i,-0.0030638-0.0020307i,-0.0023944-0.0006984i,-0.0016276+0.0007262i,-0.0013916+0.0012843i,-0.00084672+0.0015313i,-6.3439e-05+0.0016998i,-0.0005305+0.0009111i,-0.00066606-0.00011628i,-0.0002783-0.00059893i,-5.1901e-05-0.00069604i,0.00012218+0.00026336i,0.00014088+0.0010546i,0.00022428+0.00089643i,0.00015018+0.00079054i,0.00027891+0.00041876i,-9.6953e-05+0.00059116i,-0.00087798+0.00034889i,-0.00010113+0.000387i,0.00058787-1.4922e-05i,-3.4999e-05+0.00048862i,-0.00014243+0.0013397i
-0.0014709-0.00038547i,-0.0020224-0.00012323i,-0.0010525-0.00034451i,-0.00031517-0.00016846i,-0.00022531+0.00022244i,-0.00064352+0.0012702i,-0.00028621+0.0020964i,0.00025694+0.0019286i,0.0001469+0.00091933i,-0.00035456+0.000289i,-0.00080491+9.0645e-05i,-0.00079088-0.0001815i,-0.00043424-0.00023758i,0.00017187-0.00051394i,0.00086686-0.00046291i,0.00071083+0.00014297i,0.00012711+0.00023363i,4.7934e-05+0.00033519i,0.00024616+0.00027696i,0.0007312+0.00055333i,0.00093445+0.00064447i,6.3832e-05+0.00026186i,-0.0007068-8.2942e-05i
-0.00025243+0.0019903i,0.00015313+0.0025426i,-0.00040668+0.0017439i,-0.00033467+0.00046354i,-0.00032017+0.00032464i,6.2757e-06+0.0011541i,0.001147+0.0011731i,0.0011965+0.00077563i,0.00072316+0.0009448i,0.00022044+0.00021616i,-0.00014847-0.00025504i,0.00014401-0.00014149i,0.00027725-0.00058663i,-0.0003896-0.00062525i,0.00032627+0.00012453i,0.00099132+0.00041964i,0.00030067+0.00040089i,-0.00045814+0.00071122i,-0.001014+0.00034452i,-0.00068913+0.00019116i,-0.0003671+0.00020131i,-0.00019737+0.00010929i,0.00076909+0.00036228i
-0.00058646+0.00092022i,-0.0011922+0.0012413i,-0.00082773+0.00075711i,0.00014617+0.00053354i,-0.00039248+0.0015698i,-0.0011045+0.0030919i,-0.0011049+0.0036257i,-0.00030447+0.0026112i,0.0010365+0.0010984i,0.0012097+0.00040878i,0.0011456+0.00056634i,0.0010084-0.00011234i,4.9652e-05-0.00099231i,0.00017756-0.00044829i,0.00035162+0.00027176i,0.00066801+0.00048792i,0.00056015+0.00032479i,0.00053452+6.7484e-05i,0.00091194-0.00031645i,0.00031262-0.00043834i,-0.00016563-0.0001038i,-0.00012142+4.2339e-05i,-0.00015061-0.0002518i
4.7177e-05+0.0014165i,-0.00079617-0.00044478i,-0.00037629-0.0014985i,-0.00068852-0.0019861i,-0.001343-0.0020611i,-0.00090772-0.00063219i,-0.00029103+0.00082137i,0.00070086+0.0011251i,0.00085498+0.00017489i,0.00036707-0.00054141i,0.00076886-0.00030772i,0.0011102-0.00036112i,0.00062435-0.00022171i,0.0003627+0.00050719i,-1.0658e-05+0.00070604i,0.00041892+0.00038435i,0.0007601+0.00049491i,0.00044798+0.00095189i,-0.00039401+0.0012012i,-0.0001999+0.00069277i,0.00030829+0.00051761i,-0.000552+0.00086342i,-0.00038358+0.00037277i
0.0012972-0.00013381i,0.00077113-0.00033008i,0.0010351-0.00072087i,0.0010351-0.00084377i,-0.00058182+0.0002102i,-0.0019523+0.00074443i,-0.0016406+0.00097971i,-0.00020631+0.001414i,0.00059736+0.0007578i,1.8667e-05-0.00028186i,-0.0015903-0.0010267i,-0.0026887-0.001429i,-0.001856-0.0008148i,-0.00077228-0.00033123i,-0.00068926+0.00044566i,-0.00033249+0.0010156i,0.00019849+0.00073445i,9.0326e-05+0.00040659i,-0.00032377+0.00025642i,-0.00048317+4.5695e-05i,8.3086e-06-0.00011305i,0.00018448-0.00021189i,-0.00032628+0.00061222i
-0.001127+0.00098949i,-0.0016753+0.0021206i,-0.0016636+0.002428i,-0.00041753+0.0010339i,-0.00010314+0.0011196i,-0.00038471+0.0020307i,0.00017767+0.0022399i,0.00064432+0.0012097i,0.00029212+0.00030898i,-0.00032315+8.2979e-05i,6.6301e-05+7.3137e-05i,0.00084394-0.00094915i,0.001326-0.0007971i,0.00040172+0.00034988i,0.00012627+0.00054615i,0.00028233+0.0010899i,-0.00029892+0.00060371i,-0.0005358-0.00057403i,0.00028253-0.00096456i,0.00049069-0.00047324i,-0.00016417+2.4757e-05i,-0.00014904+0.00032872i,-0.00035618-1.4279e-05i
-0.00018875+0.00081999i,-0.0016653+0.001575i,-0.0019929+0.0014867i,-0.0018981+0.00023669i,-0.0017951-0.00037489i,-0.0013564+0.00089904i,-0.00042184+0.0023124i,0.00059792+0.0016312i,0.0013682+0.00066065i,0.0010742+0.000225i,0.00078967+2.9099e-05i,0.00087821+0.00027606i,0.0010452+3.1443e-06i,0.00069669-0.00056753i,-0.00046535-0.00073077i,-0.0011593+1.3944e-05i,-0.00064538+0.0004257i,-4.7533e-05+0.00057647i,8.7999e-05+0.00047168i,0.00024568+0.00043047i,0.00043618+0.00091994i,0.00082302+0.00060917i,0.00030749-0.00025443i
-0.00013811+0.00088059i,0.00061262-0.00054928i,0.00087142-0.00095007i,0.00011822-0.00052515i,-5.8818e-05+4.7812e-05i,-0.00093268+0.00082655i,-0.0013499+0.0016184i,-0.00095109+0.0013724i,-0.00066568+0.0011038i,-0.00053477+0.000408i,-0.00059132+8.487e-05i,-0.00036955+0.00096923i,-0.00047436+0.0013234i,-0.00013047+0.0010006i,-4.2136e-05+0.00069358i,-0.00029377+0.00052961i,-0.00027255+0.00032249i,-0.00012782-1.9036e-05i,0.00019815-2.2032e-05i,0.00034707-3.4676e-05i,0.0004265+0.00011668i,7.2336e-05+0.00014217i,-0.00034847-0.00022467i
0.00069446+7.341e-05i,0.0015679-3.5949e-05i,0.0017458-0.0016772i,0.0013069-0.0022452i,-0.00020178-0.001271i,-0.00051676+0.00056869i,0.00062902+0.0012777i,0.00070647+0.0017731i,0.00031716+0.0015107i,-0.00052087+0.00041666i,-0.0018747-0.0009165i,-0.0014653-0.0014923i,-0.00050956-0.00092965i,-0.00022115-0.00046816i,-0.00051583-0.00087491i,-0.00058438-0.00087091i,-0.00033269-0.00015587i,0.00025769+0.00041878i,0.00022039+0.00037401i,-0.00023851+0.00038474i,-0.00038023+0.00024475i,-0.00066452-0.00035303i,-0.00055698-0.0005381i
-0.0013301+0.0018144i,-0.0025642+0.0021778i,-0.0025873+0.003974i,-0.0022118+0.0041043i,-0.0019233+0.0024935i,-0.0004527+0.0021483i,0.00096253+0.0031359i,0.0013715+0.0022193i,0.0017899+0.00029249i,0.0012996-0.00036545i,0.00041322-0.0012475i,0.00072369-0.0022267i,0.00036841-0.0020368i,0.00012527-0.00084719i,0.00020659+2.2625e-05i,-0.00037105-0.00012382i,-0.00051283-0.00054397i,-0.0002999-0.00098068i,-0.00025559-0.00082607i,0.00019548-0.00038052i,0.00053747+0.00019759i,0.00045145+0.00067036i,0.00028235+0.00050117i
0.00048402+0.00043494i,-0.00080766+0.00037326i,-0.00079233+0.00043216i,-0.00033176-9.8219e-05i,-0.0009585-0.00080692i,-0.0015017+0.00040638i,-0.0011781+0.0026355i,-0.0003129+0.0028127i,0.00018441+0.0011717i,0.00026782-0.0001065i,8.3084e-05-9.6802e-05i,-0.0002556+0.00095735i,-0.00052607+0.0012133i,-0.00071362+0.0004432i,-0.0007364-0.00016159i,0.00040062+0.00016958i,0.00077473+0.00059464i,-0.00027449+0.0010743i,-0.00046424+0.0014506i,-1.0901e-05+0.0010137i,0.00044503+0.00039195i,0.00053775-0.00037339i,8.6266e-05-0.00093373i
-0.0015781+0.00017217i,-0.0013579-0.000467i,-0.0013202-0.0012672i,-0.00087294-0.0011211i,-0.00025925-7.4752e-05i,-0.00040402+0.00074964i,-0.00085661+0.0012046i,-0.00030151+0.0014171i,-0.00023016+0.00089644i,-0.00094016+0.00019373i,-0.00068804+0.00066844i,-0.00070082+0.00071465i,-0.0011433-0.00049201i,-0.00033913-0.00069259i,0.00018244-8.4848e-05i,-0.00046664-0.00010757i,-0.00097492-0.00045647i,-0.0013078-7.8186e-06i,-0.00077403+3.7538e-05i,0.00017282+6.5145e-05i,-8.0743e-05+0.00019951i,-0.00012785+9.4546e-05i,0.00051458-3.0903e-05i
-0.00073549+0.0038932i,-0.00051169+0.0034737i,0.00022271+0.0023273i,0.00048064+0.0013864i,0.00065738+0.00051464i,-0.00021867+0.00030887i,3.3623e-05+0.0011797i,0.00032824+0.0011987i,-7.4512e-05+0.00038431i,-0.00093576-1.7576e-05i,-0.0007053-0.0010714i,-0.00030868-0.0017499i,-0.00056388-0.0017359i,-0.00072572-0.00094461i,-0.001059-0.00060463i,-0.0011089-0.00053651i,-0.00019762-9.4721e-05i,0.00055753-0.0003349i,0.00062496-0.00041758i,0.00030488-0.00017882i,-0.00031934+0.0001451i,-0.000418+0.00033187i,-0.00030791+0.00073414i
0.00030244+0.0018374i,-3.2714e-05+0.002442i,0.001422+0.0019535i,0.0013094-0.00024542i,-0.00047554-0.0010571i,-0.0006767+0.000241i,0.00042771+0.00092853i,0.00048401+0.00044855i,0.00041933-0.00022285i,0.0009709-0.00092346i,0.0017572-0.0012038i,0.0019572-0.0012787i,0.0010596-0.00075215i,-0.00023217+9.1448e-05i,-0.0018593+0.00025264i,-0.002258-0.00058761i,-0.00089265-0.0011062i,0.00072262+8.2648e-05i,0.0013241+0.0011311i,0.0011114+0.00046243i,0.00059912-0.0004001i,0.00037469-0.00060311i,0.00016353-0.00073109i
-0.00084002+0.0012089i,-0.00010098+0.00031756i,-0.00098913-5.8701e-06i,-0.0023155+0.00022651i,-0.0018923+0.00065174i,-0.0014737+0.0012432i,-0.00075562+0.0017442i,3.8436e-05+0.0017807i,0.00037779+0.0013839i,0.00040487+0.00027019i,0.00016532-6.986e-05i,-0.00046718-0.00010342i,-0.00081948+0.00056677i,-0.00094279+0.00044872i,-0.00084264+0.00030012i,-0.00061865+0.00063257i,2.6617e-05+0.0004852i,0.0005779+0.00058341i,0.0006075+0.00059039i,-7.8989e-05+0.00041877i,0.00021062+0.0004697i,0.00093282-0.00010719i,0.00033547-0.00068317i
-0.00028854-0.00046984i,0.00026717-0.0010708i,0.00073265-0.0016531i,-0.00012307-0.00058158i,-0.00068756+0.00063191i,-0.00074007+0.0010346i,-0.00063498+0.0013082i,-0.00022814+0.0013024i,-0.00044938+0.00074595i,-0.00081478+0.00054101i,-0.00090512+0.0010324i,-0.0011458+0.00082482i,-0.0012437+0.00059078i,-0.00071574+0.00080495i,-0.00023655+0.00045806i,-0.00029348-0.0001672i,-2.494e-05-0.00014259i,-0.00021141+0.0001592i,5.4942e-05-0.00014006i,0.00024365-3.2924e-05i,-0.00019728+0.00099771i,7.9309e-05+0.00083407i,0.000728-0.00016502i
-0.0013402+0.00059677i,-0.00041569+0.00090765i,-0.00010014+0.0010412i,0.0010127-0.0001636i,0.0015774-0.00022399i,0.0010932+0.00070895i,0.00092695+0.00084239i,0.00061209+0.0011561i,-0.00024478+0.00090448i,-0.00074651+0.00012488i,-0.00067596-0.00078686i,4.837e-06-0.0014749i,0.00059326-0.0013325i,0.00059238-0.001291i,0.00090451-0.00081764i,0.0015286-0.00019186i,0.0010588-0.0001118i,0.00018875-0.00041301i,0.00025008-0.00055782i,0.00022494-0.00056241i,-1.8433e-06-0.00063404i,-0.00054213-9.209e-05i,-0.00104+0.00016697i
-0.00063844+0.0011294i,-0.0012787+0.0018299i,-0.0025498+0.0008501i,-0.0035754+0.00045787i,-0.003587+0.00079104i,-0.0025778+0.0013923i,-0.00055587+0.001678i,0.00077738+0.00053737i,0.00026523-0.00018712i,0.00080313-0.00038031i,0.0017722-0.0007662i,0.0018801-0.00052318i,0.0016153-0.00018049i,0.00098558+0.00076222i,0.0003296+0.0014087i,0.00041236+0.00070289i,-0.00016622+9.4407e-05i,-0.00024789-0.00016707i,0.00061393+0.00019407i,0.0010256+0.00062719i,0.00096533+0.00036445i,0.00025636-0.00011492i,-0.00036751-0.00042923i
-0.0013537-0.0001469i,-0.0023203-0.00026648i,-0.0030421+0.00022839i,-0.0023818+0.0015949i,-0.0014601+0.0018408i,-0.0011639+0.001029i,-0.00055111+0.0017664i,0.00022838+0.0015361i,0.00031501+0.00055916i,-0.00010274+0.00022702i,3.6056e-05+0.00046837i,0.00022885+0.0014578i,0.00070384+0.0010238i,0.00017549+0.00068613i,-0.00034292+0.00093625i,-0.00013645+0.00027142i,0.00060428-0.00053889i,0.0010069-0.00087727i,0.0015583-0.0005951i,0.0022436-7.1136e-05i,0.0013204+8.85e-05i,0.00053753-6.9587e-05i,0.00065963+0.00011319i
-0.00060315+0.0021007i,0.0011223+0.0013086i,0.0010855-0.00036519i,0.00070424-0.0026609i,0.00013451-0.0026283i,-0.00031568-0.00017194i,-0.00026267+0.0012218i,0.00017515+0.0013431i,0.00031115+0.00072623i,-7.26e-05+0.00033903i,-0.00084766-0.00029224i,-0.0020833-0.0011154i,-0.0021785-0.0012367i,-0.0004975-0.0012548i,0.00098293-0.00063163i,0.00092344+0.00022245i,0.00035614+0.00048945i,8.3172e-06+0.00088943i,-0.00043575+6.7864e-05i,-0.00037468-0.0010809i,0.00058285-0.00024259i,0.001042+0.00028818i,0.00040526+0.00017712i
-0.0016926+0.00029359i,-0.00045196-0.00059254i,0.00041972-0.00081427i,-0.00074968-0.001072i,-0.0014668-0.00055067i,-0.00093715+0.0011877i,-0.00035478+0.0016327i,0.00030983+0.00086386i,0.00054134+0.00019852i,-0.00029643-0.00013265i,-0.00084463-0.00082051i,-0.0003525-0.0013316i,0.00048757-0.0016779i,0.00091372-0.0014183i,0.00071465-0.00091939i,0.00055341-0.0001697i,0.00029206-0.00018346i,0.00021251-0.00093007i,0.00010655-0.0011155i,-6.3452e-05-0.00075212i,-0.00042297-0.00015473i,-0.00087451+5.9815e-05i,-0.00086467-0.00029195i
-0.00046688-0.00041339i,-0.00058594+0.0015154i,0.00026209+0.0026155i,0.00030242+0.002616i,-0.00029604+0.0021108i,-0.0010128+0.0017229i,-0.0006276+0.0021631i,-0.00015664+0.0016644i,-6.9868e-07+0.00019878i,0.00075598-0.00030231i,0.0013363+0.00023521i,0.0022008+0.0011274i,0.0025103+0.0010965i,0.0011428+0.0010521i,0.00023181+0.00036836i,0.00034222-0.00018294i,0.00046008+0.00024575i,0.00015809+0.00030069i,0.00012492-0.00040684i,-0.00035607-9.0194e-06i,-0.00014789+0.00099395i,0.00046613+0.0011065i,0.00052984+0.00077789i
5.2255e-05+0.001456i,-0.00012582+0.0021494i,0.00018017+0.0010152i,0.00046165+0.0002766i,8.2272e-06+0.00078471i,-0.00061325+0.0019517i,-0.00014771+0.0025993i,0.00075442+0.0019312i,0.0011001+0.0008615i,0.0003454-7.9131e-05i,-0.00073734+0.00057688i,-0.00093474+0.001752i,-0.00098698+0.0019508i,-0.0012593+0.0014664i,-0.0010261+0.00068715i,-0.0007743+0.00025106i,-0.0010429+0.00097185i,-0.0011833+0.0015586i,-0.00050016+0.0012856i,0.00048767+0.00084745i,0.00072183+0.00024902i,0.00055096-0.00034738i,0.00090551-0.00014403i
-0.0015643-0.001326i,-0.0030626-0.0018899i,-0.0049326-0.0025089i,-0.0063677-0.0023061i,-0.0050635-0.00075649i,-0.0021498+0.00042459i,-0.00043324+0.00084511i,-9.0451e-06+0.00058695i,-0.00024914-0.00015696i,-0.00092674-0.0004138i,-0.0020439-0.00033295i,-0.0026445-0.00038845i,-0.0013642-0.00084512i,-0.00032467-0.00068813i,-0.00072895-0.00017464i,-0.00072802+0.00051616i,-0.00020928+0.00051332i,0.00019178-0.00015885i,6.9384e-05-0.00030525i,5.5546e-05-0.00022541i,0.0001843+5.8477e-05i,0.00063133+0.0010793i,0.00073664+0.0013042i
-0.0028404-0.00013194i,-0.0013123-0.00030298i,-0.00024574+0.00046245i,0.00011736+6.5897e-05i,0.00070777-0.0004651i,0.00077892+0.00037023i,0.00052932+0.00090771i,0.00078393+0.00080922i,0.0002884+0.00061394i,0.0001265-0.00011134i,0.00059583-0.00095852i,0.00048078-0.0019415i,0.00080992-0.0027467i,0.0013596-0.0025917i,0.0013253-0.0014466i,0.00037794-0.00077655i,0.00038387-0.00067393i,0.00026415-0.0003683i,-0.00025826-1.2165e-05i,0.00022409+0.00018577i,0.00039212+7.0248e-05i,-0.00011216-0.00031893i,-0.00089593-3.442e-05i
0.00023074-7.0638e-05i,0.0013769+0.0005648i,0.002068+0.0010537i,0.0016072+0.00083011i,0.00044574+0.0012599i,-0.00075469+0.0018265i,-0.00043122+0.0026234i,0.00042627+0.0025259i,0.00016751+0.0014107i,7.9478e-05+0.00023213i,0.0011035+0.00027776i,0.0019427+0.0012068i,0.0012111+0.0017292i,0.00073371+0.00099746i,0.0011947+0.00048267i,0.00071647+0.00023869i,0.00018558+0.00025688i,0.00026034+0.00040993i,0.00044938+0.00056662i,0.00085484+0.00084827i,0.0008514+0.0011542i,-0.00023284+0.00094961i,-0.00097696+0.00058788i
-0.0032178+0.0011966i,-0.0040466+0.0030659i,-0.004347+0.0028392i,-0.0036592+0.0020205i,-0.0020097+0.0015557i,-0.00045344+0.0010698i,-0.00015762+0.0016676i,-5.8551e-05+0.0020257i,0.00039339+0.00069735i,0.00020862+0.00044623i,-0.0005736+0.001652i,-0.00093786+0.0027008i,-0.0014173+0.0022802i,-0.0016571+0.0010574i,-0.00033612+0.00089935i,0.0010007+0.0010512i,0.0010169+0.0005324i,0.00096441-0.00010364i,0.00042571-0.00014205i,0.00020593+0.00018866i,-0.00014179+0.00025378i,-0.00067588+0.00038383i,-0.00080276+0.0007445i
-0.0021234-0.0016562i,-0.0048098-0.0019507i,-0.0054359-0.0014502i,-0.0040154-0.00010163i,-0.0026263+0.0011541i,-0.0015135+0.0024575i,-0.00069786+0.0026243i,-0.00042149+0.0020875i,-0.00025428+0.00094608i,-0.00090574+0.000809i,-0.002299+0.00012106i,-0.0023407-0.0013057i,-0.0012124-0.0010437i,-7.1179e-05+2.6033e-05i,0.00064735+0.00079402i,0.0004899+0.00116i,-0.0003366+0.00066911i,-0.00078084+3.8067e-05i,-0.0001112-0.0003753i,0.00085894-0.00032131i,0.0014061+2.2106e-05i,0.00097986+4.1664e-05i,9.5322e-05-0.00023607i
-0.00048269+0.00034176i,0.00077523-5.2463e-05i,0.0021156+9.0239e-05i,0.00237-0.0001861i,0.0018615-0.00063057i,0.00091717-1.4159e-05i,0.00040002+0.0013228i,-0.00015859+0.00076751i,2.487e-05-0.00045105i,0.00016486-0.0013195i,0.00041769-0.0018186i,0.0016983-0.0022195i,0.0020022-0.0022537i,0.0014356-0.0015288i,0.00089835-0.0013877i,3.6224e-05-0.0016663i,-0.00022643-0.0011443i,0.00040106-0.00047701i,0.00072322-0.0001039i,0.00070717+0.00072109i,0.00078609+0.0014354i,0.00063302+0.00057581i,-4.153e-06-0.00012487i
-0.00092145-0.0002925i,-0.00051198+0.0015177i,-0.00069313+0.00088945i,-0.00038979-0.00026147i,0.00032531+0.00059458i,0.00064161+0.0016163i,0.00055436+0.0018912i,0.00038799+0.0012097i,0.00030447+0.00070521i,0.00028536+0.00078347i,0.0007891+0.0010733i,0.0016817+0.0016451i,0.0024047+0.0021119i,0.0026292+0.001489i,0.001722+0.00013665i,0.00024099-0.00050152i,6.0707e-05+1.2121e-05i,0.00042479+0.00015784i,0.0002278+0.00034372i,-0.00066348+0.0008787i,-0.00058887+0.00054933i,-9.9286e-05+0.00054402i,0.00011857+0.00087357i
-0.0015682-0.00016858i,-0.0030436+0.0016575i,-0.0036358+0.0019802i,-0.0027019+0.0027703i,-0.001687+0.0037403i,-0.00081232+0.0041291i,0.00031577+0.0042035i,0.00037381+0.0027446i,0.00011014+0.0012596i,-8.0372e-05+0.0012927i,-0.00072263+0.0017989i,-0.0017433+0.002288i,-0.0023831+0.0021097i,-0.0014471+0.00067003i,-0.00035221+0.00043031i,-0.00044681+0.00069505i,-0.00015036-1.0987e-05i,0.00015275-0.00064619i,-0.00021054-0.00073609i,-0.00017419+5.7186e-06i,4.4811e-06-0.00026094i,-0.00019814-0.00062028i,0.00017454-0.00019195i
