-0.0017607+0.00059019i,-0.0001784-0.00077423i,0.0012421-0.0028261i,0.002626-0.004173i,0.0021698-0.0045852i,0.00027892-0.0025846i,-0.00029994+0.00025185i,0.00030155+0.00085986i,0.00046505+0.00018405i,0.00046947-0.0001776i,7.4172e-05-0.00068281i,-0.00060406-0.00085606i,-0.001085-0.0009199i,-0.0013808-0.00063096i,-0.0011318-0.00017495i,-0.00047815+0.00045945i,-9.8055e-05+0.00066051i,-0.00032784+8.38e-05i,0.00016893+7.0716e-05i,0.00056013+0.00046591i,0.00043384+0.00076326i,0.00060422+0.00015381i,0.00041848-0.00082936i
-0.00067795+0.0026295i,0.0007997+0.00049217i,0.0023831-0.0049288i,0.00032613-0.0089781i,-0.0029545-0.0080126i,-0.0021533-0.0027377i,-0.00034804+0.0010293i,-0.00059932+0.0011924i,-0.00068502+0.00027926i,-0.0010102+0.00041799i,-0.0024923+0.0013698i,-0.0030744+0.0019192i,-0.0023367+0.0013907i,-0.0012241+0.0011862i,-0.00030028+0.0014761i,-0.00035361+0.0015672i,-0.00064553+0.0023175i,-0.00051077+0.0030294i,-0.00058131+0.0026812i,-0.00012585+0.0014028i,0.00053876+8.288e-05i,0.00052478-0.00048313i,0.0010395-0.0014478i
-0.0012229-0.0025889i,-0.0021682-0.003198i,-0.003219-0.0057827i,-0.0047053-0.008345i,-0.0050115-0.0071397i,-0.002251-0.0011193i,-0.00060557+0.0018415i,-0.00095793+7.9407e-05i,-0.00089388-0.0018228i,-0.00097904-0.002172i,-0.0009858-0.0013044i,2.7276e-05-0.00031785i,-0.00020766-0.00045501i,-0.00095415-0.00077682i,-0.00090407-0.00039819i,-0.00058677-0.00034819i,-0.0003991-0.00091664i,-0.00025576-0.00069875i,0.00021516-0.00021744i,0.00052607+0.00025844i,-0.00017828+0.00085318i,-0.00039635+0.0010523i,-0.00089067+0.00088465i
0.00041971-0.0021405i,0.00056544-0.0037243i,-0.0004523-0.0077585i,-0.0024408-0.0098305i,-0.0034348-0.0074801i,-0.0027376-0.0023749i,-0.00044512+0.00044073i,0.00037757+5.4425e-05i,0.00036632-0.00093111i,0.0002007-0.0017379i,-0.00044622-0.0014426i,-0.00061402-0.00028047i,-3.1554e-05+0.00018376i,0.0011677+0.0010438i,0.0012935+0.0026161i,0.00078608+0.003272i,0.00096353+0.0033137i,0.0021312+0.0030033i,0.001851+0.0021436i,0.00066732+0.0015582i,0.00025677+0.001285i,-0.00038406+0.00087266i,-0.00063713+0.00014016i
0.00023298-9.4803e-05i,0.0014038-0.0027036i,-0.00055058-0.0067152i,-0.0029652-0.0083554i,-0.0045955-0.0056321i,-0.0032971-0.0013791i,-0.00035415+0.00078748i,0.0013369+0.001817i,0.0014073+0.0021449i,-0.00023648+0.0017507i,-0.00114+0.00098175i,-0.00065062+0.00036069i,0.00032986+0.00014697i,0.0014957+0.00013204i,0.0014043-3.5218e-05i,-0.00039978-0.00050578i,-0.00049525-0.00081142i,-0.0001893-8.4898e-05i,-0.000871-0.00020055i,-0.00029587-0.00035059i,0.00065092+2.5684e-05i,0.0011851-1.8865e-05i,0.0017122-0.00022195i
0.0013387-0.00060691i,0.0031566-0.0018131i,0.0030822-0.0083183i,-0.0010083-0.01303i,-0.0040781-0.0088042i,-0.0027211-0.0012835i,0.00042786+0.0014069i,0.00069754+0.0014078i,-3.8195e-05+0.0011888i,-0.00040138+0.00053202i,-0.0007233+0.00059475i,-0.00020787+0.0010555i,-0.00041787+0.00080061i,-0.00054497+0.0011134i,0.0013466+0.00077283i,0.0020359+5.2916e-06i,0.0018522+0.00021337i,0.0026613+0.00023043i,0.0030403+0.00050855i,0.0020391+0.00068987i,0.00086808+0.00057104i,9.5171e-05+0.00025168i,-0.00072793-0.00020579i
-0.00065122-0.00057074i,-0.00043435-0.0030838i,-0.0013163-0.0088967i,-0.0045261-0.012635i,-0.0070051-0.0094487i,-0.0048432-0.0042553i,-0.0014451-0.0013745i,-0.00046097-0.00024647i,0.00010232-0.00048478i,0.00029245-0.0013332i,-0.0007898-0.0019805i,-0.0013138-0.0014846i,-0.00088349-0.00039242i,-0.001261+0.00049952i,-0.0015125+0.0020478i,-0.001876+0.0027825i,-0.0019443+0.0016186i,-0.00097849+0.0012104i,-0.00050796+0.00095231i,-0.00042899-0.00015644i,0.00034778-0.00058625i,0.00096913-0.0005083i,0.00077414-0.0010191i
0.0012839-0.00094879i,0.0029504-0.002018i,0.0041391-0.0042535i,0.0022038-0.0069399i,-0.0018716-0.0069419i,-0.0023343-0.0032223i,-0.00031332+0.00022773i,0.00063783+0.00092661i,0.0008399-0.00025637i,0.00070696-0.0012954i,-0.00078053-0.0010658i,-0.0013167-0.00051643i,0.0001082+0.00038809i,0.0011038+0.0011744i,0.0017639+0.00082417i,0.00244-0.00018683i,0.002037-0.00045355i,0.001693-0.00074456i,0.0012807-0.00044633i,0.00025959+0.00010569i,-0.00053893+0.00086845i,-0.00065635+0.00086508i,-0.0006769+0.00031094i
0.0031911-0.0027625i,0.0044456-0.0050399i,0.0024168-0.010171i,-0.0025419-0.011523i,-0.0053898-0.0073224i,-0.002497-0.001043i,0.00020917+0.0010134i,0.00024544+9.5828e-05i,-0.00025513-0.0011735i,-0.0014988-0.00077013i,-0.00259+0.00085491i,-0.0017451+0.0013397i,-0.00012203+0.00047644i,0.0011784+8.3553e-07i,0.001931+0.00073932i,0.0014826+0.0020615i,0.00093803+0.0023634i,0.0013594+0.0020754i,0.0010189+0.0014677i,0.00064926+0.00057108i,0.0010198+0.00043692i,0.00060384+2.5439e-06i,-4.1723e-05-0.0011528i
-0.00069297-0.00048829i,0.0013506-0.001839i,0.0010409-0.0058163i,-0.0012855-0.0087017i,-0.0024144-0.0069663i,-0.001327-0.0030682i,0.00022223+0.00022978i,0.00047332+0.00068567i,-0.00063345+0.00020851i,-0.0018424-0.00023277i,-0.0020838-0.00091224i,-0.0011458-0.00052938i,-0.00032179+0.00015412i,0.00021029-0.00042517i,0.00015712-0.00085484i,-0.00043741-0.00032171i,-0.00093298-0.00056178i,-0.0010112-0.0013253i,1.0181e-05-0.00099373i,0.00092355+0.00017395i,0.00073383+8.47e-05i,0.0005468+4.4393e-05i,0.00054915+0.00033864i
0.0010804-0.0013809i,0.0011018-0.0022585i,-7.0266e-05-0.0062824i,-0.00305-0.01023i,-0.005346-0.0070392i,-0.0039428+0.00014965i,-0.0022224+0.0025903i,-0.0011476+0.00017264i,-0.00037141-0.002346i,-0.00041545-0.0021122i,-0.00026503-0.00098783i,-0.00027571+5.0683e-05i,-0.00057461+0.0007729i,-1.5829e-05+0.00077697i,0.00078741+0.0014702i,0.0012974+0.0022062i,0.0014233+0.0018333i,0.0015345+0.0012367i,0.0012094+0.0013229i,0.00047159+0.0017429i,-0.00047364+0.0014813i,-0.00017108+0.00021351i,0.00063782-0.00066164i
-0.00041222+0.00010739i,0.0013249-0.002558i,0.0026361-0.0058598i,0.0029825-0.0076921i,0.0016058-0.0061681i,0.0016246-0.0024191i,0.0024088-0.0004228i,0.0020572-0.00021696i,0.0012078-0.00072451i,0.0008123-0.0014102i,-0.00047583-0.0016905i,-0.00068326-0.0010497i,-0.00056775-0.00054201i,-0.00027215+5.5594e-05i,-9.7929e-05+0.0013115i,-7.2665e-05+0.0017086i,-0.00047931+0.0013025i,-0.0010713+0.00052016i,-0.00043708+0.00015252i,0.00029134+0.00052575i,-7.3368e-05+0.00093734i,0.00026296+0.0001829i,0.0010993-0.00064445i
-0.0016185-0.0073451i,0.0043235-0.010689i,-0.0049835-0.009866i,-0.0090538-0.0051947i,-0.0065864+0.0022996i,0.001346+0.007715i,0.0054737+0.0042765i,0.0024454-0.00031753i,-0.0016928-0.00045435i,-0.0036113+0.002047i,-0.0018064+0.0028236i,0.0010489+0.00053825i,0.0025028-0.0018121i,0.0026016-0.0029892i,0.0023683-0.0033276i,0.0020017-0.0021338i,0.001975-0.0011366i,0.0024581-0.00048107i,0.0027293+0.00047723i,0.002302+0.00074006i,0.0016916+0.00056238i,0.0010692+0.00057572i,0.00029369+0.0011962i
-0.00038523+0.0016922i,0.0011032-0.00020699i,0.0024115-0.0041764i,0.0008652-0.007827i,-0.00076319-0.0077212i,-0.00010925-0.003799i,0.00023406-0.00061806i,-0.00051388-7.0822e-05i,-0.00067832-0.00060827i,-0.00035218-0.0012541i,-0.00098693-0.0011766i,-0.00087951-0.0013908i,-0.00094365-0.0014495i,-0.00066105-1.0041e-06i,-8.8989e-05+0.0021442i,0.00026299+0.002634i,0.00033739+0.0026017i,-7.2184e-05+0.0019354i,-0.00076835+0.0011405i,-0.00042108+0.0010084i,0.00049535+0.00040783i,0.00043601-8.3737e-05i,0.00037556-0.00013601i
0.00056654-0.00016343i,-0.00032538+0.00032725i,0.00034912-0.0040622i,-0.00021744-0.008776i,-0.0017175-0.0078772i,-0.0016084-0.0035623i,0.00028919-0.00097046i,0.00054963-0.00068343i,0.00014822-0.0010276i,0.00066696-0.0020994i,-0.00033701-0.0022563i,-0.0012255-0.0014723i,-0.00079048-0.00078346i,-0.00093007-0.0002307i,-0.0011294-0.00037458i,-0.0010435-0.00031859i,-0.00054416-2.8108e-06i,6.0537e-05+0.00048826i,-0.00084848-0.00026643i,-0.00099409-0.0014073i,-0.00054661-0.0012101i,-0.00058309-0.0004053i,-0.00049683+9.4147e-05i
-0.0045563-0.002752i,-0.0031512-0.0038209i,-0.0010444-0.0066246i,0.00097873-0.0094658i,0.00028242-0.0092021i,-0.00019462-0.0046673i,0.00061598-0.0010835i,0.00068403-0.00049391i,0.00077037-0.00039876i,0.00012017-0.0006158i,-0.00089561-0.00093154i,-0.00076427-0.0011244i,-0.00078243-0.0010424i,-0.00046885-0.00030218i,0.00019124+0.0006973i,0.0005036+0.0013606i,0.00096996+0.0015123i,0.00077256+0.0018782i,0.0001721+0.0019965i,-0.00017289+0.0014204i,9.3616e-05+0.00090102i,0.00049902+0.00034902i,-0.00021583-0.0003361i
0.0018075-0.0052008i,0.0027017-0.0079409i,0.00090759-0.012572i,-0.0024333-0.014183i,-0.0038218-0.0092554i,-0.0017118-0.0027656i,0.00086767-0.00066966i,0.00097444-0.00032227i,-0.00036754-0.00017272i,-0.001731-0.0012636i,-0.0022593-0.0013621i,-0.0016905-0.00018678i,-0.0007557+0.00047172i,-0.00025586+0.0010761i,-0.00055908+0.0017484i,-0.00063956+0.0019395i,-0.00030746+0.0015488i,0.00023731+0.0011312i,0.00028344+0.00085925i,0.00077912+0.000654i,0.0013289+0.00056412i,0.0010024-5.5674e-05i,0.00020884+0.00029551i
0.002549+0.00093049i,0.0057357+9.3131e-05i,0.0064053-0.0043948i,0.0027804-0.0098709i,-0.001691-0.0090627i,-0.0022919-0.0041254i,-0.00056605-0.0018009i,0.00012111-0.00092419i,0.00024732-0.00029249i,0.00054058-0.0004426i,-0.00035057+0.00024175i,-0.00092458+8.3596e-05i,-0.00041809+8.0071e-05i,1.8127e-05+0.00048944i,0.0010336-0.00037764i,0.0024158-0.00079199i,0.0024047-0.00024841i,0.0017893+0.00049139i,0.00153+0.00063466i,0.00081317+0.00035736i,0.00017076+0.00062056i,-0.00012918+0.00031266i,-9.8678e-05+0.00032071i
-0.00068738+0.0011977i,0.00055967+0.0025065i,0.0027459-0.0007215i,0.0028083-0.0064334i,0.00072288-0.0061371i,-0.00062536-0.00081916i,3.9991e-05+0.0014432i,0.00054915+0.00037837i,0.00058243+0.00010774i,0.00043655+0.00025741i,0.00040148-3.1083e-05i,0.00043808+9.6389e-05i,0.00036162+0.00014105i,0.00071472+3.7619e-05i,0.00081866+0.00083905i,0.00024325+0.0017992i,-0.0010458+0.0016448i,-0.001779+0.0013815i,-0.0011453+0.0017362i,-0.00067384+0.0010578i,-0.0008267-0.00049051i,-0.0007849-0.00072636i,-0.00016613+1.8e-05i
-0.0026159-0.0033461i,-0.0027382-0.0057875i,-0.0026701-0.0095093i,-0.0028305-0.011759i,-0.0036304-0.0090844i,-0.0019908-0.0035479i,-0.00023479-0.00062225i,-0.00019004-0.00013067i,-0.00033841+8.7358e-07i,-0.00053183-0.00083574i,-0.0010576-0.0010635i,-0.00084764-0.00031929i,-0.00062553+0.00033966i,-0.0014507+0.00092951i,-0.0011427+0.0010141i,0.0010893+0.00035217i,0.0023081+0.00042456i,0.0016288+0.00018656i,0.001043+0.00060193i,0.00044061+0.0010996i,0.00040167+0.00084984i,0.0006227+0.00079282i,0.00020092+0.00053478i
-0.00048366-0.001835i,0.00047861-0.0041783i,-0.00020754-0.0058981i,-0.0016471-0.007515i,-0.00090868-0.0061522i,0.001024-0.002624i,0.0017971-0.00035989i,0.00081712+0.00034208i,-0.00033889+0.00038405i,-0.00025184+0.0012989i,-0.0005795+0.0013774i,-0.00092879-3.2635e-05i,-0.00060999-0.00056506i,-0.00016764+0.00064649i,0.00020562+0.0019808i,0.0010789+0.0023106i,0.0014156+0.0017156i,0.0015216+0.00096698i,0.0012615+0.00022509i,0.0015136+0.00031752i,0.0013116-3.4738e-05i,0.0002304-9.948e-05i,-0.00012067-6.4891e-05i
0.0041568-0.0015609i,0.0065986-0.00013957i,0.0064277-0.004056i,0.0024649-0.0081287i,-0.0018512-0.0056204i,-0.0033176-0.00069664i,-0.00088945+0.00084959i,0.0011563-9.0613e-05i,0.0012953-7.0359e-05i,0.00025395+0.00018451i,-0.00063154-0.00027745i,0.00014767-0.0001143i,0.0010806+0.0005373i,0.00094882+0.0011095i,0.00053483+0.00048128i,1.7319e-05-0.00020126i,0.00027339-0.00037284i,0.00075399-0.00088419i,0.00072077-0.00058977i,0.00073427-3.1921e-05i,0.0010198+0.00022981i,0.0012343+0.0003077i,0.00072662-5.254e-05i
-0.001305-0.00019192i,-0.0025388-0.0017557i,-0.002798-0.0077095i,-0.0030906-0.012392i,-0.0033681-0.0091697i,-0.0021465-0.0022316i,-0.00046044+0.00080864i,-0.00023895+0.00068273i,0.00012951+0.0011995i,7.8967e-05+0.00057086i,-0.00064771+0.00011425i,-0.00039504+0.00034561i,-0.00023721-0.00039513i,-0.00093354-0.00040912i,-8.5647e-05+0.00060137i,0.0010931+0.0010452i,0.00085856+0.0014274i,0.00049957+0.0015558i,0.00014433+0.0019547i,-0.00021556+0.0020237i,0.00043792+0.0012483i,0.00059725+0.00054723i,-0.00011486+2.2668e-05i
-0.00034743-0.0020945i,-0.00087243-0.0051642i,0.00054256-0.0092504i,5.7097e-05-0.01172i,-0.0025486-0.010106i,-0.0031063-0.0048574i,-0.001535-0.0011099i,-0.00036046-0.00016955i,-0.00023801-0.00074234i,-0.0001406-0.0014293i,-0.00019933-0.0010979i,-0.00030178-0.00061028i,0.00021944+0.00032542i,0.00062175+0.0012268i,0.00025442+0.0018153i,-0.00073433+0.0023315i,-0.00094738+0.0019956i,-0.00022311+0.0016888i,0.0010654+0.0016167i,0.001335+0.0012304i,0.0010554+0.0012087i,0.00070093+0.00099155i,0.00013441+0.00013654i
0.0011344-0.00078859i,0.0028904-0.003227i,0.002964-0.0065681i,0.00068313-0.0086854i,-0.0010729-0.0062109i,-0.0011999-0.0011539i,-0.00029753+0.0010032i,-9.9068e-05+0.00066434i,-0.00024814+0.00029273i,0.00014193+0.00011424i,-0.00043198-0.00015841i,-0.00078695+6.5661e-05i,-0.00033172+0.00064963i,-0.00025957+0.0012662i,-0.00031972+0.0016532i,0.00099032+0.0011092i,0.0015742+0.00064102i,0.00045334+0.00024562i,0.00031641+8.4663e-05i,0.00060255+0.00077442i,-0.00021236+0.00076223i,-0.00043146+5.6817e-05i,0.00032493-8.3243e-05i
0.0019872+0.00036559i,0.0031604+0.00076597i,0.0036685-0.004388i,0.0015896-0.0097338i,-0.00079174-0.0083176i,-0.001286-0.0023364i,-0.00017193+0.00043798i,4.6734e-05+0.0007458i,0.00039134+0.00013098i,0.00026543-0.0004626i,-0.00079526-0.00018649i,-0.00081823-0.0001259i,-0.0001251+0.0004091i,0.00048044+0.00089682i,0.0010575+0.0011223i,0.0016687+0.00060502i,0.0011526+0.00088461i,0.0006784+0.0020598i,0.0009317+0.0024818i,0.00024228+0.00098481i,9.5029e-05-0.00043196i,0.0004837-0.00063519i,-6.44e-06+0.00021327i
-0.0023272+0.0004082i,-0.0013208-0.00053353i,-0.00031048-0.0043341i,-0.0002894-0.0097709i,-0.00094725-0.010062i,-0.00094063-0.0048399i,-0.00049251-0.0014342i,-0.00072109-0.0012964i,-0.0013645-0.001373i,-0.0007766-0.00090683i,-0.00053396-0.00095202i,-0.00061884-0.0014059i,-0.00071881-0.0011884i,-0.00083316-0.00027996i,-0.00072294+0.00022772i,-0.00075215-0.00016151i,-0.00040477-0.00059574i,0.00013573-0.00063524i,-0.00024361-0.00022638i,-0.00038809+0.00025756i,0.00075381+0.00032864i,0.0010173+0.00017005i,0.00023346+0.00022204i
-0.00042505-0.0002628i,0.00010191-0.0026231i,0.0028735-0.0068405i,0.0037254-0.010666i,0.0013418-0.0092564i,0.000249-0.0032308i,0.000244+0.00035323i,-0.00026122+0.00059364i,-0.00038937+0.0007792i,0.00018648+0.001306i,-9.5857e-05+0.00083389i,-0.00086518+0.00031651i,-0.0005149+0.00013269i,-0.00076951-1.5309e-05i,-0.00099748+0.00057312i,-0.00038222+0.0011409i,0.00039371+0.001385i,0.00066714+0.0017964i,1.0507e-05+0.0017573i,0.00037666+0.0014466i,0.0011317+0.00077711i,0.00054198-0.00042574i,0.00027257-0.0011797i
0.0010944-0.0016875i,0.0030474-0.003645i,0.0036601-0.0065426i,0.00090553-0.0083283i,-0.0016391-0.0064361i,-0.0010667-0.002482i,0.00023525+3.0424e-05i,0.00010242-0.00024563i,0.00030615-0.00078157i,0.00016973-0.00082547i,-0.0013248-0.00066378i,-0.001808+0.00021457i,-0.00049688+0.00068211i,-7.0548e-05+0.0006104i,0.00011715+0.0013741i,0.00012566+0.0019986i,3.4892e-05+0.0018276i,0.00050063+0.001232i,0.001278+0.00077484i,0.0011693+0.00062935i,-0.00015244-0.00016772i,-0.00097565-0.00097391i,-0.00080897-0.00064102i
-0.00070374+0.0006922i,0.0026047-0.0014701i,0.0033177-0.0054544i,0.0024683-0.0096636i,0.00021284-0.010147i,-0.00046335-0.0059731i,0.0011259-0.0023111i,0.0011492-0.0012192i,-0.00026382-0.00048829i,-0.00066149-0.00021404i,-0.00093616-0.00049633i,-0.00074472-0.00067566i,-8.3852e-05-0.00066138i,7.8118e-05-0.00031872i,0.00022811+0.00014981i,0.00086564+0.00043796i,0.00071845+0.00096038i,0.00037698+0.00082285i,0.00096029+0.00075398i,0.0013609+0.00061866i,0.00084991-0.00015538i,0.0003981-0.00059685i,0.00018296-0.00087969i
-0.0023968+0.0012307i,-0.0011268+2.1208e-05i,0.00088922-0.0030952i,0.0013673-0.007098i,0.00035917-0.0080109i,0.0016456-0.0038882i,0.0023163-0.00038541i,0.00056048+0.00025345i,0.00021104+0.00093347i,0.00035068+0.0016892i,-0.00041084+0.00052599i,-0.00037648-0.00048616i,-0.00019783-0.0011388i,-0.00079048-0.0012593i,-0.00021213+2.8535e-05i,-5.2752e-05+0.0011399i,-0.00039848+0.0012786i,0.00062469+0.001509i,0.0011022+0.0013631i,0.00082991+0.00033829i,0.00039968-0.00014295i,0.00016548-6.9719e-05i,0.00035833-0.00052112i
-0.0032646-0.0011352i,-0.0017485-0.0043001i,0.00059392-0.0068257i,0.00069493-0.0096493i,-3.8326e-05-0.0092242i,-0.00017395-0.0044474i,-0.00051491-0.0011221i,-0.00077094+0.00031663i,-0.0003357+0.0010252i,-0.00026638+0.00029425i,-0.00040153+0.00025818i,-0.00044018+0.00085601i,-0.00054611+0.00050895i,-0.0010004+0.00049585i,-0.00074689+0.0012851i,3.744e-05+0.0015186i,-0.00019514+0.00075318i,0.00018688+0.00058424i,-0.00055631+0.00069555i,-0.001087+0.00035876i,0.00010825+0.00061432i,0.00010059+0.00013528i,-0.00083065-0.00056084i
0.0017061-0.001363i,0.0026661-0.0048646i,0.003078-0.0083992i,0.0016124-0.011127i,1.8534e-05-0.0090216i,-0.0006361-0.0042858i,-0.0011245-0.0011134i,-0.00053+0.00013769i,0.00098562+0.00021198i,0.0010591-3.8664e-05i,2.678e-05-0.0010131i,-0.0003717-0.0013987i,-0.0011113-0.00036412i,-0.001038+0.00040604i,-5.113e-05+0.00081653i,0.00044312+0.0013704i,0.00028274+0.0017254i,0.0005042+0.0016452i,0.00046793+0.001207i,0.00033069+0.00039428i,0.00065227-0.00018078i,0.00054893+6.51e-05i,-0.00025548-6.2521e-05i
0.0012831+0.0001602i,0.0025214-0.0019338i,0.0025256-0.0056341i,-4.4727e-05-0.0095234i,-0.0022028-0.0093891i,-0.0018331-0.0046051i,-0.00059238-0.0010671i,0.00021989-0.00039046i,0.00085925-0.00097737i,0.00067867-0.0012283i,-0.00054858-0.00041755i,-0.0010648+0.00030289i,-0.00041508-0.0003467i,0.00014932-0.00043964i,6.4258e-06+0.00080925i,0.00026853+0.001536i,0.001485+0.0013121i,0.0015908+0.00087697i,0.00053343+0.00087965i,4.5238e-05+0.0014298i,-2.115e-05+0.0011842i,1.454e-06+0.00032692i,8.7354e-05+0.00037397i
0.0010146-5.1655e-05i,0.0017339+5.2442e-05i,0.0034404-0.0040302i,0.0033616-0.0092012i,-8.7522e-05-0.007999i,-0.0017476-0.0016051i,-0.00041818+0.0019078i,0.0006956+0.001164i,0.00095432+0.00055287i,0.00018826-0.00019157i,-0.00026581-0.00098875i,-8.5269e-05-0.00043164i,0.00065328+0.00050214i,0.001221+0.0012436i,0.0013629+0.0012448i,0.0012571+0.00080634i,0.0012805+0.0013758i,0.00053236+0.0016349i,2.1419e-05+0.00060793i,0.00062918-0.00034341i,0.0010665-0.00012867i,0.0010577-0.00060277i,0.0014113-0.0013304i
-0.00082346-0.0010542i,-0.00075493-0.0039191i,0.00082423-0.0072093i,0.0013323-0.0097277i,-0.0014163-0.0086127i,-0.0027372-0.0034843i,-0.00089656+0.00028428i,-0.00022226+0.00021313i,0.00028221-0.0006944i,0.00078595-0.00058261i,0.00018822-0.00014479i,-0.00040553+0.00039628i,-0.00033285+0.00038171i,-0.00048172+0.0007817i,-0.0008689+0.0013852i,-0.00090652+0.0011333i,-0.00060428+0.00094138i,-0.00013753+0.00028531i,0.00026007+0.00056476i,-3.1685e-05+0.00084606i,-0.00071194+0.00033737i,-0.00057454-1.9186e-05i,-8.2091e-05+2.154e-05i
0.0017531-0.001849i,0.0036249-0.0031382i,0.0020883-0.0073282i,-1.6213e-05-0.010123i,-0.0013653-0.0076447i,-0.00076123-0.0016626i,0.00040339+0.0018462i,-0.00040896+0.0021884i,-0.0016314+0.0012746i,-0.0012057-0.00019188i,-0.00059097-0.00058546i,-0.00018811+0.00010058i,0.00070655+0.00026124i,0.00078584+0.00012495i,4.749e-05+0.00015603i,-0.00027824+0.00031652i,2.1097e-05+0.00061618i,0.00011127+0.00086807i,-0.00038923+0.00064329i,-0.00071931+0.00061409i,-0.00021763+0.00022868i,0.00064738-0.00021006i,0.00065951-0.00024442i
0.0011213+0.00052561i,0.0010262-0.0015735i,0.00081598-0.0052763i,-0.00089181-0.0074773i,-0.0020182-0.0055884i,-0.00080945-0.0021993i,0.00065595-0.00043362i,0.00056592+0.00025674i,0.00056107+0.00021743i,0.0012741+1.9816e-05i,0.00080968-0.00037322i,-0.00040521-0.00062486i,-0.00048072-0.00047224i,0.00033623-0.0002412i,0.0011929+8.675e-05i,0.0011578+0.00069763i,0.0011351+0.0016486i,0.001199+0.0020044i,0.00047615+0.0016352i,0.00029232+0.0011317i,0.00040195+0.0010229i,0.00053148+0.00047006i,0.0011237+0.00057666i
0.0016319-0.00020152i,0.002887-0.0019482i,0.0042163-0.0067093i,0.0018772-0.010483i,-0.00061902-0.0089884i,-4.9741e-05-0.0038419i,0.0011229-0.0006181i,0.00097189-0.0003773i,4.8834e-06-0.00035445i,-0.0010184-0.00048777i,-0.0016409-0.00042148i,-0.0013236+0.00013796i,-0.00077179+0.00024603i,-0.00062011+0.00059299i,-0.00028201+0.00073957i,0.00022813+0.00082712i,0.00030798+0.0010687i,-7.0332e-05+0.00055764i,0.00070228-9.6842e-05i,0.0015361-0.00011527i,0.00096922+0.00010183i,-0.00027848+0.00020613i,-0.0003457+0.00041606i
-0.0020031+2.0061e-05i,-0.0015992-0.0015429i,0.0006531-0.0038411i,0.0013498-0.0078257i,-0.00031103-0.0089364i,-0.0020014-0.0045688i,-0.0016347-0.00097925i,-0.00087158+0.00019824i,-0.0004838+0.00061167i,0.00010628-4.451e-06i,-0.00034378-0.00066768i,-0.00033538-0.0001242i,0.00012183+0.00062009i,-0.0006469+0.00059601i,-0.00064857+0.0005995i,-0.00024621+0.00082059i,8.2113e-05+0.0012664i,0.00048746+0.00097453i,0.00021563+0.00064715i,-9.1647e-05+0.00089739i,-2.9184e-05+0.00040571i,0.00020555-0.00053357i,-0.00047345-0.00041441i
0.00036022-0.0016419i,0.0015268-0.0046104i,0.0022121-0.0086281i,0.00066793-0.012012i,-0.001467-0.010387i,-0.0021609-0.0054256i,-0.0016485-0.0015045i,-0.00066558-0.00025936i,0.00078721-0.00055741i,0.0013736-0.00081362i,0.00057813-0.00061404i,-0.00038429-0.00076632i,-0.00069648-0.00040816i,-0.0012132-5.9946e-05i,-0.00074112+0.0001684i,0.00026821+0.00081182i,0.00049629+0.0015387i,-0.00055807+0.0018065i,-0.0009465+0.0017667i,-0.00064116+0.0013673i,-0.00051172+0.00062054i,2.3806e-05-0.0001357i,-9.5623e-05-0.00058671i
0.0049668+0.00059073i,0.0057413+0.00031652i,0.0053484-0.0037368i,0.0024929-0.0081931i,-0.00059964-0.0079557i,-0.0011862-0.0031689i,5.0038e-05+0.00013833i,0.00060714+0.00059963i,0.00091111+0.0003044i,0.0010893-0.00011972i,0.00031412-0.00046858i,-0.00035711-0.00015249i,-0.00092835+0.0001134i,-0.0010297+0.0001277i,-0.00030514+0.0009852i,0.00039834+0.0015556i,0.00086292+0.0017453i,0.00061237+0.0016432i,0.00061553+0.0011617i,0.0008835+0.00056468i,0.0011453-0.00017283i,0.0011088-0.00041538i,0.00080616+4.6784e-05i
-0.0024783+0.00093104i,-0.0012751-0.00031108i,-0.00095019-0.0050624i,-0.0015315-0.0091688i,-0.002343-0.007482i,-0.0020038-0.0025287i,-0.00087896+0.00025661i,-0.00028784+0.00066468i,0.0001559+0.00068215i,0.00030756+0.00068398i,-3.1096e-05+0.00044245i,-0.0007157+0.00051507i,-0.00094917+7.8449e-05i,-0.00026877+0.00031771i,-0.00012206+0.0016873i,-0.00027382+0.0019593i,0.00045344+0.0012889i,0.0018319+0.00073841i,0.0027689+0.0011923i,0.0016742+0.0013454i,0.00052428+0.00079039i,0.00038362+0.00082084i,-0.00030599+0.00028196i
0.00043988-0.00096992i,0.0011123-0.0031988i,0.0041599-0.0071684i,0.004309-0.010779i,0.00074072-0.0095392i,-0.00089142-0.0044453i,-0.00058729-0.00081965i,-0.00019404+3.065e-05i,0.000365+0.00043223i,-0.00034195+0.00027501i,-0.00074298+0.00039512i,-0.00014896+0.001147i,0.00026878+0.00054138i,0.00037363+0.00030615i,-7.1441e-05+0.00088098i,-0.00016559+0.00035401i,0.00011631-0.0001981i,0.00096978-6.4794e-05i,0.0017107+0.00054i,0.00099356+0.00039851i,0.00041308-0.00087517i,-0.00048463-0.00097315i,-0.00073266-0.00055823i
