0.00029116+0.00014099i,-0.00011679-0.00076526i,0.00054933-0.0024682i,-0.00017667-0.0025054i,-0.0011571-0.0011436i,-0.00097237+0.00037032i,8.9319e-05+0.0018948i,0.00045889+0.0023682i,0.00060135+0.0012352i,0.00085443-0.00040767i,0.0010164-0.00095562i,7.3841e-05-0.00071084i,-0.00068402-8.7909e-05i,0.00016916+0.00021672i,-0.00031295+0.00051473i,-0.001171+0.00063937i,-0.0012142+0.00016781i,-0.00091714-0.00067212i,-9.7125e-05-0.00059205i,-0.00016594+0.00092253i,-0.0012603+0.0012811i,-0.0018163+3.6834e-05i,-0.0011726-0.00043142i
0.011769-0.021245i,-0.017763-0.048222i,-0.060667-0.044284i,-0.056745-0.016805i,-0.009296-0.015827i,0.0060897-0.037666i,-0.0083447-0.056058i,-0.012553-0.054076i,-0.0066071-0.034812i,-0.0029434-0.015199i,-0.0042894-0.0062982i,-0.006447-0.0044059i,-0.0043655-0.0053736i,-0.0012865-0.0048718i,0.0013157-0.0011702i,0.0062798-0.0018788i,0.0098366-0.0078668i,0.0079843-0.010104i,0.0022865-0.0049325i,-0.0026425+0.0020281i,-0.0047042+0.0051824i,-0.0051406+0.0067442i,-0.0029699+0.008146i
0.037514+0.040575i,0.095198+0.060347i,0.11997+0.050871i,0.08091+0.024641i,0.030598+0.011014i,0.015286+0.010739i,0.022289+0.028057i,0.029592+0.042979i,0.027399+0.033522i,0.012915+0.018251i,0.0030545+0.013829i,0.0022905+0.013706i,-0.0017053+0.014098i,-0.008022+0.014653i,-0.0097084+0.011455i,-0.0088489+0.0073573i,-0.0071941+0.0058623i,-0.0048232+0.0022886i,-0.0024004-0.0045847i,0.00026316-0.0085303i,0.0025173-0.0081938i,0.0030333-0.0049505i,0.0020578-0.0010232i
-0.050829-0.0023628i,-0.075891+0.012544i,-0.054696+0.01742i,-0.010809+0.011702i,0.012782+0.02284i,0.0095758+0.029026i,-0.010468-0.000307i,-0.029764-0.034071i,-0.030985-0.035261i,-0.016331-0.020771i,-0.0056013-0.015037i,-0.0057214-0.013947i,-0.0080122-0.010434i,-0.0051581-0.0061905i,0.0015652-0.0044626i,0.0034393-0.0054499i,-0.00098873-0.0052624i,-0.0024244-0.0015447i,-0.00079561+0.0022605i,-0.00039651+0.0029431i,7.7533e-05+0.0017219i,0.0022228-0.00062404i,0.0036577-0.0035291i
0.021236-0.056371i,-0.00064264-0.10408i,-0.032795-0.10417i,-0.041995-0.067723i,-0.041173-0.054633i,-0.037384-0.048968i,-0.018372-0.011433i,0.010458+0.026722i,0.022918+0.029657i,0.014081+0.01562i,0.0042306+0.0075686i,0.0030976+0.0077167i,0.0053323+0.0080374i,0.0052475+0.0047319i,0.00036222+0.0021142i,-0.0036764+0.0044199i,-0.0019815+0.006891i,-0.00012886+0.006064i,-0.0016574+0.0047813i,-0.0056651+0.0034199i,-0.0076811+0.0027737i,-0.0073735+0.0032989i,-0.0069607+0.0042994i
0.041713+0.071731i,0.078466+0.097872i,0.073838+0.091045i,0.049438+0.068451i,0.057872+0.046062i,0.060595+0.014212i,0.021512-0.017962i,-0.018382-0.019766i,-0.021032-0.0011408i,-0.007331+0.0067625i,-0.0042335+0.0023074i,-0.007299-0.0051354i,-0.0099973-0.011114i,-0.011325-0.011796i,-0.0064696-0.0086693i,0.0015166-0.010364i,0.0056284-0.015177i,0.0063037-0.014535i,0.0062121-0.0089865i,0.0058163-0.0034406i,0.0053505-0.0012758i,0.0032178-0.0012312i,0.0014485+0.00012008i
-0.063037+0.00992i,-0.069553+0.03424i,-0.030483+0.037963i,-0.004928+0.013984i,-0.031627+0.0047852i,-0.046096+0.025724i,-0.0084231+0.038799i,0.026647+0.02381i,0.025829+0.003923i,0.013355-0.00053079i,0.011959+0.0047134i,0.016241+0.0075866i,0.014192+0.0066697i,0.0070971+0.0068253i,0.00085105+0.0091583i,-0.0017224+0.012454i,-0.002809+0.015109i,-0.0032246+0.013609i,-0.001243+0.0065538i,0.0011382-0.0011271i,0.0026572-0.0031516i,0.0060261-0.0033666i,0.0053851-0.0052473i
0.032495-0.076611i,0.019471-0.12498i,-0.0037593-0.11958i,0.0010149-0.073301i,0.027977-0.049i,0.023243-0.058853i,-0.017654-0.054761i,-0.041406-0.029887i,-0.032726-0.0075841i,-0.015514+0.0011025i,-0.01101-0.00079734i,-0.015449-0.0014026i,-0.013812+0.00013503i,-0.0072136-0.0023072i,-0.0022777-0.006656i,-0.00065615-0.010107i,-0.0004962-0.012416i,-0.0018265-0.010663i,-0.0044765-0.0045163i,-0.0033111-0.00055294i,-0.0014527-0.0011401i,-0.0028632-0.0012542i,-0.0027705+1.3629e-05i
0.049025+0.073223i,0.07316+0.082974i,0.05747+0.049831i,0.015416+0.016044i,-0.0032826+0.014717i,0.016327+0.020512i,0.036734+0.011607i,0.032263+0.004999i,0.015279+0.0061825i,0.0026954+0.0069268i,0.0013353+0.0038895i,0.0064176-0.0011871i,0.0096567-0.00366i,0.007851-0.0026505i,0.0028851+0.00098516i,0.0023735+0.0063376i,0.0059121+0.0085669i,0.0067636+0.0075951i,0.0038466+0.0068735i,0.00011287+0.0059581i,-0.0021055+0.0047631i,-0.0019147+0.004685i,-0.0020568+0.0047824i
-0.081689+0.021687i,-0.10242+0.061622i,-0.065511+0.096687i,-0.0097014+0.087413i,0.0039346+0.044913i,-0.020716+0.021144i,-0.035968+0.019473i,-0.027766+0.014886i,-0.014148+0.0052921i,-0.0067327+0.0017595i,-0.0046499+0.0056948i,-0.0037845+0.010794i,-0.0051603+0.010212i,-0.0073452+0.0038416i,-0.0059396-0.0030442i,-0.0054769-0.0060896i,-0.0067945-0.005987i,-0.00572-0.0051634i,-0.0010719-0.0040404i,0.0036016-0.002881i,0.0053449-0.002044i,0.0061465-0.0024214i,0.0073011-0.0036493i
0.037975-0.091333i,0.044964-0.14484i,0.022888-0.1511i,-0.0023299-0.10597i,-0.0016165-0.062608i,0.010538-0.046907i,0.022414-0.036698i,0.029061-0.027443i,0.0242-0.021722i,0.014802-0.016439i,0.0086404-0.014411i,0.0025495-0.014998i,0.00021109-0.011084i,0.004955-0.0040886i,0.0083135+0.0015657i,0.0090489+0.0036824i,0.0089238+0.0036623i,0.0062872+0.0034174i,0.0019644+0.0015836i,-0.0012242+0.00061753i,-0.0012048+0.0014264i,-0.00058535+0.0022277i,-0.0014329+0.0024549i
0.052642+0.071378i,0.086008+0.090563i,0.093625+0.059638i,0.07393+0.023811i,0.052983+0.02395i,0.042649+0.026121i,0.018884+0.014474i,-0.008879+0.012289i,-0.015219+0.015873i,-0.0071339+0.013938i,0.00095066+0.0093103i,0.0051557+0.0070084i,0.0054425+0.007684i,0.0048475+0.007891i,0.0030341+0.0038181i,-0.00092197-0.0030812i,-0.0045124-0.0078542i,-0.0055758-0.0077715i,-0.0050848-0.0037709i,-0.0058457-0.0013914i,-0.0065655-0.0017174i,-0.0067057-0.0011601i,-0.0066765+4.3831e-05i
-0.10183+0.013538i,-0.1583+0.039477i,-0.15924+0.066196i,-0.11833+0.057073i,-0.087595+0.022615i,-0.067447+0.0052078i,-0.034435+0.0027969i,-0.0020791-0.0030072i,0.0076237-0.0072346i,0.0027618-0.0031812i,-0.0021784+0.0029047i,-0.0051413+0.0057163i,-0.0063323+0.0064637i,-0.0042816+0.0069266i,0.00077064+0.0068381i,0.0047941+0.0078677i,0.0062797+0.0098909i,0.0071884+0.010685i,0.0079176+0.0071765i,0.0062743+0.002793i,0.0043289+0.0020386i,0.0065638+0.0025165i,0.0092914+0.0029861i
0.052369-0.084001i,0.080024-0.12837i,0.083315-0.11405i,0.081937-0.061943i,0.082091-0.039032i,0.055047-0.037039i,0.016795-0.01666i,0.0024463+0.012095i,0.0089084+0.019697i,0.014236+0.012495i,0.013709+0.0060156i,0.010549-0.0015469i,0.0046592-0.0062271i,-0.00057363-0.0038979i,-0.0022137-0.00075411i,-0.0021333-0.00091255i,-0.0033957-0.0026069i,-0.0043085-0.0039777i,-0.0031352-0.0037589i,-0.0011988-0.0019451i,-0.00081986-0.00081496i,-0.0021407-0.00010546i,-0.0020029+0.00028934i
0.049854+0.08427i,0.08863+0.11271i,0.08645+0.082009i,0.035756+0.038372i,-0.0013229+0.03737i,0.0091386+0.036011i,0.023351+0.0057363i,0.012055-0.016713i,-0.0055393-0.012969i,-0.0095034-0.0024985i,-0.0046031+0.00060823i,-0.0013493+0.0011255i,-0.00023258+0.0036212i,-0.00050901+0.004222i,-0.00044224+0.0039528i,0.0028324+0.0016154i,0.0065409-0.0016772i,0.0052818-0.0028368i,-0.00031184-0.0034049i,-0.0051055-0.0033492i,-0.0048285-0.0027758i,-0.0035563-0.0030398i,-0.005209-0.0036108i
-0.10516-0.0029585i,-0.16375+0.0010934i,-0.14607+0.00036547i,-0.072071-0.017383i,-0.029277-0.037712i,-0.031761-0.031315i,-0.032054-0.0064366i,-0.0181+0.0076569i,-0.0059922+0.0075484i,-0.0026032+0.0030947i,-0.0046108+0.0010774i,-0.0067274-0.0001911i,-0.0090446-0.0026128i,-0.011074-0.0017862i,-0.010366+0.0010346i,-0.010235+0.0027921i,-0.012077+0.0051832i,-0.011143+0.0083277i,-0.0047035+0.0089214i,0.0015523+0.004903i,0.0025746+0.0014187i,0.0028648+0.0016236i,0.0041468+0.0022686i
0.058466-0.079454i,0.073694-0.11512i,0.046865-0.08413i,0.01263-0.018158i,0.010511+0.0076101i,0.016974-0.0092641i,0.0063742-0.021265i,-0.0024071-0.011995i,-0.00093215-0.001434i,0.0017468+0.0023481i,0.0038297+0.0028169i,0.0062487+0.0022071i,0.0094758+0.00048682i,0.010988-0.0017018i,0.008375-0.0026057i,0.006299-0.001534i,0.0081469+0.00034497i,0.0096034+0.00062637i,0.0071485+0.00039876i,0.0035726+0.00088993i,0.0021902+0.0013644i,0.0023526+0.0012658i,0.0017947+0.0012016i
0.052702+0.099803i,0.099249+0.13657i,0.11604+0.10706i,0.090337+0.047754i,0.054762+0.024028i,0.035164+0.028619i,0.028413+0.026558i,0.02049+0.01605i,0.012183+0.0071515i,0.010409+0.0034889i,0.011021+0.00050339i,0.0075311-0.0032092i,0.00037014-0.0049866i,-0.0041986-0.0067999i,-0.0053789-0.0076894i,-0.0050651-0.0070398i,-0.0038911-0.0074943i,-0.0039327-0.0087008i,-0.0051772-0.008261i,-0.005587-0.0059278i,-0.0046385-0.0042836i,-0.004123-0.0041429i,-0.003898-0.0055936i
-0.10334-0.012076i,-0.15549-0.016834i,-0.14148-0.014885i,-0.087544-0.013847i,-0.055809-0.019694i,-0.044356-0.025221i,-0.029117-0.023229i,-0.016646-0.017763i,-0.010378-0.01215i,-0.0067204-0.0074637i,-0.0053369-0.0045402i,-0.0026921-0.0020258i,0.00087929-0.00054993i,0.0019967+8.3162e-07i,0.00089185+0.0018061i,-0.00040404+0.0033896i,-0.0010899+0.0030079i,-0.0019808+0.0037988i,-0.0016606+0.0062587i,-5.623e-05+0.0057673i,0.0023841+0.0024715i,0.0039199+0.00074499i,0.0034958+0.0012468i
0.057438-0.080675i,0.074573-0.12482i,0.051762-0.12273i,0.028094-0.082991i,0.0356-0.046612i,0.036585-0.031317i,0.016792-0.016926i,0.0064751+0.0010522i,0.0094571+0.0097289i,0.010533+0.0098872i,0.0058424+0.0081885i,0.000435+0.0085637i,-0.0014504+0.011499i,0.0013517+0.012727i,0.0028522+0.0082586i,-3.2529e-05+0.0036191i,-0.0030169+0.0041977i,-0.0027333+0.0061481i,0.00058086+0.0054283i,0.0031458+0.0028779i,0.0015997+0.0018389i,9.3265e-05+0.0029934i,0.00097989+0.004404i
0.042985+0.099384i,0.069975+0.15367i,0.070004+0.15537i,0.038295+0.11873i,0.0018306+0.083958i,-0.0092838+0.060321i,-0.0056527+0.036182i,-0.0071962+0.016856i,-0.01001+0.01014i,-0.0073507+0.010292i,-0.00076168+0.0088539i,0.0055575+0.0034219i,0.0094319-0.0018609i,0.0097278-0.0045952i,0.0089223-0.006114i,0.010905-0.0072256i,0.014078-0.0097617i,0.014086-0.012639i,0.0076328-0.013098i,0.00035111-0.0095564i,-0.0018923-0.0059019i,-0.0021893-0.0050229i,-0.0019061-0.0051299i
-0.098042-0.016126i,-0.13776-0.029624i,-0.11208-0.037479i,-0.04948-0.047375i,-0.013494-0.057528i,-0.0070496-0.047245i,0.00049036-0.024885i,0.010743-0.01332i,0.010765-0.012042i,0.0055532-0.010478i,0.0035829-0.0076073i,0.0011648-0.0035243i,-0.0040122+0.0010112i,-0.0079873+0.0023504i,-0.0098015+0.0032937i,-0.011059+0.0053036i,-0.012026+0.0059159i,-0.012023+0.0046527i,-0.0095527+0.0036667i,-0.0047197+0.0031553i,-0.0012195+0.0023634i,0.0015151+0.0022948i,0.0031341+0.0019476i
0.063555-0.077029i,0.092496-0.11551i,0.078882-0.10496i,0.047876-0.051922i,0.038903-0.010434i,0.032044-0.010573i,0.010113-0.017903i,-0.008823-0.0090404i,-0.011507+0.0018697i,-0.007661+0.00391i,-0.0086993+0.00072293i,-0.011439-0.0010508i,-0.012479-0.00038149i,-0.010643+0.0023181i,-0.0042341+0.0051003i,0.0014732+0.0032035i,0.0024315+0.00041665i,0.0016266+0.0016179i,0.0014604+0.0052699i,0.0020195+0.006213i,0.0013131+0.0039726i,-0.0011023+0.0030989i,-0.0024854+0.0039276i
0.028965+0.09772i,0.035364+0.14625i,0.020872+0.12654i,-0.007295+0.061931i,-0.026844+0.025276i,-0.022912+0.021298i,-0.0094235+0.015351i,-0.0021351+0.0050159i,0.00044983-0.0013405i,0.002313-0.0028658i,0.0056243-0.0017775i,0.0099723-0.0018333i,0.011964+0.00027541i,0.011376+0.0026994i,0.0093946+0.002238i,0.0079155+0.0019359i,0.0086422+0.0017379i,0.010233-0.00059538i,0.0090032-0.0045784i,0.0046776-0.0069329i,0.00060003-0.0054629i,-0.00074867-0.0036758i,-7.786e-05-0.0036555i
-0.09013-0.023049i,-0.12778-0.034755i,-0.10161-0.021789i,-0.038313-0.00089282i,-0.0048082-0.0034972i,-0.0053579-0.011654i,-0.0051166-0.0031849i,0.0036149+0.0052049i,0.0075367+0.0027864i,0.0055895+0.00055821i,0.0038444+0.0027122i,0.0031887+0.0036368i,0.0018245-0.00037264i,0.00086236-0.0056891i,-0.0010786-0.007551i,-0.0038712-0.0062561i,-0.0038681-0.0057325i,-0.0034965-0.006751i,-0.0038469-0.0053778i,-0.0030202-0.0022091i,-0.001758-0.00058302i,0.00038036-6.1127e-05i,0.0021876+0.00023903i
0.072132-0.064583i,0.11208-0.099157i,0.10283-0.097698i,0.061777-0.064735i,0.040816-0.034454i,0.037176-0.022572i,0.026508-0.0202i,0.013603-0.016089i,0.0080907-0.01013i,0.0072957-0.0082152i,0.0033314-0.010935i,-0.0023844-0.011433i,-0.0062593-0.0066352i,-0.0092418-0.00060016i,-0.0093382+0.0046731i,-0.0067523+0.0076549i,-0.0055483+0.008543i,-0.0064827+0.0092306i,-0.0053604+0.010174i,-0.0031553+0.0090541i,-0.0019645+0.0056447i,-0.0012132+0.0030408i,-0.0020929+0.0018241i
0.017548+0.087313i,0.020249+0.12866i,0.015262+0.11025i,0.0047601+0.061267i,-0.0095764+0.036727i,-0.017861+0.026056i,-0.016877+0.013138i,-0.012751+0.0085863i,-0.0071091+0.011072i,-0.0013387+0.012466i,0.0028721+0.012407i,0.0055403+0.011527i,0.0067219+0.011086i,0.0073008+0.010736i,0.0087739+0.0074486i,0.0095809+0.0018401i,0.0098393-0.0013424i,0.011046-0.00091635i,0.010968-0.00031175i,0.007898-0.00060748i,0.0036033-0.00098387i,0.0012978-0.0014204i,0.00077587-0.0020994i
-0.082014-0.024777i,-0.1248-0.040075i,-0.11769-0.034699i,-0.074624-0.026244i,-0.035925-0.034197i,-0.017991-0.032663i,-0.010822-0.013474i,-0.0032107+0.0002781i,0.0024048+0.0023525i,0.0026695+0.00090831i,-0.00012866+0.00099963i,-0.0020426+0.0016134i,-0.00050918+0.0011643i,0.0031304-0.00062461i,0.0024729-0.002523i,-0.0010488-0.0019377i,-0.003358-0.0018331i,-0.0035023-0.0040638i,-0.0024082-0.0058001i,-0.0021395-0.0059148i,-0.00053555-0.0028607i,0.0026827+0.00020154i,0.003877+0.00086944i
0.069177-0.055173i,0.11337-0.076711i,0.11459-0.062637i,0.082582-0.022226i,0.057515+0.01035i,0.042776+0.016138i,0.026218+0.0094029i,0.013269+0.0082976i,0.0073634+0.009568i,0.0053932+0.0071469i,0.0062745+0.00072298i,0.0042575-0.0052471i,-0.0021838-0.0084774i,-0.0079276-0.0088179i,-0.0095823-0.0059697i,-0.0084562-0.0028267i,-0.0084349-0.001873i,-0.010392-0.00081428i,-0.010667+0.0023646i,-0.0079805+0.0049975i,-0.0052365+0.0043994i,-0.0032396+0.0020439i,-0.0020906+0.00023125i
0.0080562+0.083141i,0.0086065+0.11902i,0.0022987+0.099223i,-0.0086893+0.0467i,-0.020116+0.01158i,-0.021113-0.0021689i,-0.014015-0.011093i,-0.011686-0.015249i,-0.012585-0.010214i,-0.0090161-0.002886i,-0.0042916+7.1901e-05i,-0.0022745+0.0016306i,-0.0023273+0.0036579i,-0.0029356+0.0057484i,-0.0010183+0.007438i,0.0034965+0.0077672i,0.0065225+0.0070397i,0.0068953+0.0069834i,0.0054882+0.0066945i,0.0037505+0.0050263i,0.0018133+0.0020076i,0.00089736-0.00070258i,0.00032612-0.0018935i
-0.073395-0.031154i,-0.10807-0.055046i,-0.094015-0.057001i,-0.044975-0.041669i,-0.0090755-0.031937i,-0.003845-0.025054i,-0.0093148-0.011006i,-0.0085532+0.0023432i,-0.0029129+0.0064133i,0.00012476+0.0046805i,-0.00043435+0.0031548i,0.00058096+0.0026164i,0.0035021+0.0028254i,0.00653+0.0023716i,0.0065237-0.00082981i,0.0030523-0.0042096i,0.00062346-0.0062738i,0.0012397-0.0079398i,0.0036954-0.0074773i,0.0049763-0.0047709i,0.0044649-0.0011171i,0.0040679+0.0019879i,0.0031761+0.0024959i
0.066426-0.038967i,0.10326-0.047944i,0.091931-0.029489i,0.047181-0.0019836i,0.0218+0.014476i,0.017275+0.014514i,0.0095232+0.0074628i,0.0016117+0.003981i,0.00011368+0.0030136i,0.0021495+0.0012472i,0.00411-0.0019619i,0.0033959-0.0046578i,0.0012762-0.0066884i,-4.5922e-05-0.008036i,-0.00061737-0.0065498i,-0.0019694-0.0028762i,-0.0040127-0.00099625i,-0.0074277-0.0011519i,-0.011518-0.0021842i,-0.012523-0.0029719i,-0.0081782-0.0021524i,-0.0031724-0.0017458i,-0.00096687-0.001308i
-0.0016391+0.074941i,-0.0048548+0.10825i,-0.0034977+0.092628i,0.0015639+0.047805i,-0.0015186+0.017625i,-0.0036991+0.0057176i,0.0043452-0.0018657i,0.011164-0.0074926i,0.0095356-0.0060962i,0.0058255-0.00076357i,0.0049003+0.0021645i,0.004545+0.0019971i,0.0018083-0.00051103i,-0.0021231-0.0015616i,-0.0034855+0.00018827i,-0.00075274+0.0020025i,0.0024236+0.0034395i,0.0023541+0.0048796i,0.00034692+0.0052956i,-0.00012851+0.0048085i,0.00017146+0.0035675i,-0.00038718+0.00032158i,4.2139e-05-0.0017962i
-0.059311-0.036853i,-0.082836-0.064979i,-0.068761-0.066733i,-0.034251-0.044904i,-0.010678-0.032843i,-0.0050327-0.031448i,-0.0088467-0.024728i,-0.011459-0.014057i,-0.0099183-0.006291i,-0.0076069-0.0028079i,-0.0067594-0.0014597i,-0.0055102+0.0016005i,-0.0027745+0.0072838i,0.0011631+0.011207i,0.005236+0.0093297i,0.0055595+0.00341i,0.0047107+5.0445e-05i,0.0060739+0.00016575i,0.0076525+0.00061039i,0.0072896+0.00054358i,0.0044634+0.0012859i,0.0014522+0.0022348i,0.00025455+0.0022673i
0.060633-0.02796i,0.095338-0.033983i,0.085363-0.025476i,0.048793-0.010404i,0.02805+0.0050442i,0.018212+0.012249i,0.0080104+0.010183i,0.0023875+0.0084772i,0.0029663+0.0080292i,0.0050211+0.005279i,0.0057656+0.0012011i,0.0053611-0.0025989i,0.0048528-0.0047941i,0.004151-0.0061749i,0.0022501-0.0066655i,-0.0016245-0.0056387i,-0.0046871-0.0052317i,-0.0048424-0.0065562i,-0.0029838-0.008012i,-0.0015253-0.0072493i,-0.00058547-0.0043996i,0.00037703-0.0016737i,0.00051741-8.038e-05i
-0.0028686+0.066757i,-0.016722+0.10029i,-0.023314+0.092958i,-0.02217+0.055118i,-0.024211+0.02196i,-0.019786+0.0081139i,-0.0076637+0.0061859i,0.0011744+0.0060285i,0.0026307+0.004482i,0.00073451+0.0034651i,0.00026264+0.002505i,-0.00030365+0.0015697i,-0.0011565+0.00093831i,-0.0026266+0.00024052i,-0.0039616+0.0012769i,-0.0022191+0.0042689i,0.00024532+0.0068091i,-0.0008099+0.007857i,-0.0040671+0.007433i,-0.0051943+0.0052241i,-0.0038255+0.002038i,-0.0020818-0.00051547i,-0.00039524-0.0017887i
-0.048227-0.039024i,-0.06396-0.067953i,-0.048626-0.068156i,-0.016243-0.04595i,0.0076428-0.031314i,0.014041-0.024746i,0.010816-0.017695i,0.0087063-0.011548i,0.0065181-0.0072306i,0.0032024-0.0047483i,0.00043773-0.0047009i,-0.0026223-0.0043615i,-0.0059906-0.00095404i,-0.0064971+0.0037313i,-0.0040936+0.0051596i,-0.0016822+0.0024284i,0.0010345-0.00084613i,0.0030202-0.0002958i,0.0044265+0.0026901i,0.0051287+0.0046769i,0.0037314+0.0044271i,0.0021289+0.0027737i,0.00039623+0.0012252i
0.05728-0.021908i,0.087715-0.025339i,0.079125-0.018673i,0.043451-0.0064336i,0.01666+0.0056975i,0.0032863+0.0080444i,-0.0061904+0.0029615i,-0.012311+0.00080588i,-0.010583+0.0015651i,-0.0047031-4.0414e-05i,-0.00026495-0.0019835i,0.0024597-0.00099209i,0.0053759-0.00011496i,0.0078272+0.00040568i,0.0073782-0.00018666i,0.003342-0.0013503i,-0.00061859-0.0018642i,-0.00097053-0.0030066i,0.00063611-0.0029546i,0.0011708-0.0020174i,-2.2638e-05-0.00096572i,-0.0012422+0.00031075i,-0.0014636+0.00050288i
-0.01317+0.056238i,-0.029063+0.082531i,-0.035707+0.071725i,-0.028603+0.035548i,-0.019813+0.0095148i,-0.013495+0.0024364i,-0.0073237+0.0043745i,-0.0013891+0.0053766i,0.0016236+0.0039285i,0.0031576+0.0023297i,0.0047528+0.00096558i,0.0036875-0.0013832i,0.0018265-0.0050475i,-0.00012638-0.0072048i,-0.0021144-0.0051987i,-0.0021295-0.00089504i,-0.0018265+0.0020183i,-0.0031297+0.00058242i,-0.0049197-0.0027482i,-0.0055932-0.0040818i,-0.0036205-0.0041083i,0.00049467-0.0036655i,0.0030794-0.0029305i
-0.037827-0.034529i,-0.046328-0.058021i,-0.032104-0.053722i,-0.0089318-0.02816i,0.007276-0.013364i,0.012693-0.010485i,0.011078-0.0062219i,0.0088605-0.0016073i,0.0067035+0.00075095i,0.0034889+0.0016955i,0.0018421+0.0019066i,0.00044665+0.0020651i,-0.0016035+0.0027298i,-0.0029598+0.0032806i,-0.0024504+0.0028163i,0.00077521+0.002911i,0.0036716+0.0031435i,0.0038296+0.0043214i,0.00099487+0.0063154i,-0.0011423+0.0060986i,-0.0012271+0.0053884i,-0.0011618+0.0045012i,0.0001209+0.0021257i
0.044879-0.010766i,0.071944-0.008334i,0.06711-0.0019624i,0.039641+0.0024317i,0.01867+0.005736i,0.0094109+0.0016794i,0.0032484-0.0067354i,-0.00011934-0.0099789i,0.00033018-0.0078497i,0.0027903-0.0045047i,0.0042111-0.0022298i,0.0034974-0.0011804i,0.0024449+0.00096069i,0.0026896+0.0029334i,0.0033679+0.0024898i,0.0018227-0.00052651i,-0.0016483-0.0045411i,-0.002785-0.005976i,-0.00034228-0.0045256i,0.0025709-0.0030625i,0.0034077-0.0022061i,0.0018322-0.0017578i,-0.0004669-0.0020088i
-0.012135+0.043973i,-0.02892+0.061754i,-0.03545+0.04957i,-0.024823+0.022545i,-0.015378+0.0048208i,-0.013069-0.00074663i,-0.011858+0.00079623i,-0.0096599+0.0039582i,-0.0062751+0.0052093i,-0.0032932+0.0044043i,-0.0014837+0.0036366i,0.00036168+0.0023674i,0.0031634-0.00054061i,0.0045844-0.0037506i,0.0031606-0.0044068i,0.00050381-0.00090778i,-0.00031788+0.0026447i,-0.00075149+0.0025975i,-0.0016765-0.00030657i,-0.0012477-0.0021324i,-0.00059328-0.0013934i,-0.00015647-0.00014566i,0.00098103+0.0005324i
-0.030422-0.028747i,-0.033701-0.049574i,-0.022881-0.047856i,-0.0077374-0.029136i,0.0059413-0.016382i,0.011789-0.010704i,0.0095143-0.0035851i,0.0062533+0.003296i,0.003384+0.0058254i,0.0018064+0.0040362i,0.00018684+0.0010181i,-0.0025039-0.00088095i,-0.0050788-0.0012505i,-0.0063778-0.0011392i,-0.0053471-0.00089858i,-0.0028657-2.8126e-05i,-0.00033819+0.00036041i,-0.0011528-0.00080296i,-0.0034266-0.0010415i,-0.0036781+0.00039253i,-0.0021972+0.00096894i,-0.00066441+0.0010092i,2.1632e-05+0.00087392i
0.041441-0.0084096i,0.063352-0.0035153i,0.058574+0.003421i,0.033548+0.0094832i,0.013708+0.013886i,0.0064218+0.010717i,0.004947+0.0039626i,0.0051316+0.00075511i,0.0047995+0.00056123i,0.0038099+0.00049153i,0.0033727-0.00029191i,0.0020473-0.00037764i,-0.00014137+0.00045387i,-0.00065928+0.0033044i,0.00065982+0.0047452i,0.0026062+0.0019686i,0.0039268-0.0018534i,0.0046089-0.0018539i,0.0040408+0.0020778i,0.0025293+0.0043745i,0.0020592+0.0045278i,0.0011498+0.0022627i,0.00062664-0.00063103i
-0.014411+0.031934i,-0.031212+0.046131i,-0.036206+0.038648i,-0.024952+0.018092i,-0.014887-8.8862e-05i,-0.010402-0.0096692i,-0.0076187-0.011436i,-0.0068521-0.0093421i,-0.0062522-0.0065443i,-0.0040898-0.0030106i,-0.0023505-0.00029869i,-0.00016246+8.5677e-05i,0.0038405+0.00069442i,0.0063659+0.0008544i,0.0046616-0.0014163i,-0.00039584-0.0022008i,-0.0049249-0.00062581i,-0.0060084-0.00035238i,-0.0034025-0.0024003i,0.00022199-0.0049352i,0.00098893-0.0050372i,0.00051321-0.0034838i,-0.00022918-0.0017988i
-0.016159-0.026391i,-0.01635-0.047249i,-0.0075484-0.047521i,-2.9405e-05-0.029809i,0.0048566-0.013378i,0.005167-0.004637i,9.4449e-05+0.0015327i,-0.0043967+0.0068209i,-0.0044156+0.006994i,-0.0026671+0.0040601i,-0.0016943+0.0014491i,-0.0021544-0.00080572i,-0.0037504-0.0028999i,-0.0048792-0.0042923i,-0.0037187-0.003293i,-0.00026106-0.00039008i,0.0035749+0.0021216i,0.003612+0.0011366i,0.00043135-0.00020229i,-0.0016611+0.0012495i,-0.0012991+0.0021539i,0.0001334+0.0016705i,0.0010153+0.0017105i
0.027852-0.0016548i,0.042777+0.0065116i,0.035955+0.013033i,0.017514+0.011994i,0.007414+0.010445i,0.0049195+0.0071348i,0.0037224+0.0028313i,0.0018678+0.001453i,0.0010088+0.0022716i,0.0021161+0.0022785i,0.0027274+0.0011116i,0.0016783+0.00053248i,-0.00063179+0.0021274i,-0.0023436+0.0046862i,-0.0020482+0.0050482i,-0.00051675+0.0028785i,4.2873e-05+0.00019127i,-0.0010519-0.0012323i,-0.0018432-0.00064595i,-0.0021947+0.00048316i,-0.0011346+0.0005868i,0.00013253+6.6459e-05i,0.00010475-0.00052589i
