-0.0037507+2.829e-05i,-0.0014182-0.0029056i,-0.0017335-0.0013655i,-0.00087533+0.0015792i,-0.00011614+0.0031822i,0.00058034+0.0017902i,0.0010082+0.00071712i,0.0001447+0.000578i,-0.00070601+0.00043637i,0.00013172+1.4666e-05i,0.00075273-0.00044271i,0.00045763-0.00031371i,0.0002354+0.000154i,2.9507e-05+0.00027397i,-0.00079629-5.4746e-05i,-0.0013089-8.1566e-05i,-0.00038783-8.1686e-05i,0.00059286-0.00030296i,0.0010039-9.9332e-05i,0.0011763+0.00017845i,0.0010794-0.00062039i,0.00076882-0.0006056i,-0.00022677+1.9813e-05i
0.0012385+8.8878e-06i,0.00055384+0.00012969i,-0.00053627+0.00081334i,0.00031185+0.00072863i,0.00099986+0.0009105i,-0.00039115+0.00068766i,-0.0016952-0.00030074i,-0.0015562-0.0003381i,-0.0012822+0.00038682i,-0.0010589+0.00043189i,-7.0994e-05-0.00017197i,0.00077156-0.00044486i,0.001007+3.8016e-05i,0.00042604+0.00046779i,-0.00012796+0.00048481i,-0.00073869+0.00010388i,-0.00048107-0.00036846i,-0.00044003+0.00019879i,-2.6237e-07+0.00052669i,0.00032622+0.00044363i,7.7737e-05+0.00011055i,0.00079723-0.00028305i,0.0011591+0.00015582i
-0.0018722-0.00023934i,-0.0012676+0.00070643i,0.0001966+0.0020395i,0.0021598+0.0023634i,0.0016111+0.0016154i,-0.00085638+0.0010052i,-0.0018204+0.0013842i,-0.0013502+0.0012417i,-0.0001002+0.00054995i,0.00054571+0.00084956i,-0.00015161+0.00088495i,-5.2225e-05-6.5548e-05i,-0.0003329-0.00094969i,-0.00072332-0.00050429i,-0.00062765+0.0003399i,-0.00067152+0.00044784i,-0.00060531-0.00011963i,-0.0005184-0.00022262i,-0.00015689-0.00028989i,0.00029001-0.00025439i,0.00018671-0.00070478i,-0.0002083-0.0011364i,-0.00025489-0.00084418i
0.00054223-0.0009857i,0.00093419-6.0811e-06i,0.0017043-0.00098974i,0.00085167-0.00087845i,-0.0012832-0.00019346i,-0.0018442+0.0013988i,-0.00059909+0.0020664i,-0.0002017+0.0011067i,-0.00039112+0.00051785i,-0.00036507+7.0081e-07i,-0.00041884-0.00051939i,-0.00057808-0.00015514i,2.1577e-05-0.00017362i,0.00044904-0.0001287i,0.00012479+0.00046126i,-0.00025397+0.00075656i,-0.00034041+0.0003668i,0.00055094+4.6075e-05i,0.00084966-0.000387i,0.00054213-0.00034576i,0.0004243+0.00019607i,6.127e-05+6.7988e-05i,-0.00037844-0.00038601i
-0.0015606-0.00081231i,0.00054111-0.00057033i,0.0016659+0.00029365i,0.0010585+0.00065039i,0.00021691+0.00059061i,0.00083859+0.00032479i,0.00074206-0.00032488i,-0.00042809-0.00034933i,-0.00062284+0.00033918i,-0.00044496+0.00030274i,-9.8827e-05-0.00016909i,0.00037204-0.00027279i,3.5671e-05-0.00076148i,-0.0002932-0.0011401i,-0.00040338-0.00060678i,-0.00015944-0.00012744i,-0.00023018+0.00032894i,-0.00064962+0.0012893i,-0.0006+0.00052658i,0.0002763-0.00048542i,0.00020095-6.0692e-05i,-0.00067708-7.7196e-05i,0.00029215-0.00086534i
-0.00068928-0.00023567i,-0.00054771-0.00012445i,-0.00031089+0.0010489i,-0.00011626+0.0012723i,-0.00081916+4.1561e-05i,-0.0010974-0.00021017i,-0.0011504+0.00011592i,-0.00088849+0.00031965i,-0.00050005-0.0001244i,-0.00075129-0.00057342i,-0.0007596-0.00026026i,3.2626e-05+0.00091046i,0.00082503+0.0016521i,0.00060697+0.00084107i,-0.00014598-0.00023887i,-0.00020508-0.00012435i,0.00051696-0.0003216i,0.0005187-0.00083221i,0.00024316-0.00041656i,8.1057e-05-0.00038564i,0.0002403-0.00018085i,0.00037732+0.00048837i,0.00069763+0.00062629i
0.00062653+8.5089e-05i,0.0005084-7.6966e-06i,0.00018442-0.00079972i,0.00058096-0.0010346i,-0.00034278-0.00013377i,-0.0014131+0.0009115i,-0.0012348+0.0015506i,-0.00087112+0.00096578i,-0.00091983+0.0001665i,-0.00088667+0.00028853i,-0.0010112-0.00016608i,-0.0014505-0.00071068i,-0.0014912-4.1336e-05i,-0.00058819+0.00045835i,0.00036115+0.00065938i,9.2633e-05+0.00022468i,-0.00051439+0.00011187i,-0.00099681+0.00068495i,-0.00095754+0.00065781i,-0.00022744+0.00013265i,-8.8939e-06-0.00070243i,7.9888e-06-0.00081172i,0.00013077-0.00038094i
0.00027998-0.00036096i,0.0012197+9.0875e-05i,0.0020292+0.00062822i,0.001159-0.00017328i,2.5205e-05-0.00051423i,2.9801e-05+0.00066717i,0.00069816+0.0011589i,5.9746e-05+0.00022306i,-0.00090268-0.0001633i,-0.00068475+0.00018353i,0.00056665+0.00051403i,0.0015846+0.00085374i,0.0007907+0.00065203i,-0.00016204+0.00067736i,-0.00048015+0.00097537i,-0.00033729+0.00011731i,8.378e-05-0.00069413i,0.00039216-0.00057286i,0.00041881-0.00035054i,0.00040835-0.00028706i,0.00070853-7.2773e-05i,0.00080751-0.00030999i,0.00089666-0.00098042i
-0.00051625-0.001037i,0.00055184-0.0012907i,0.00070855-0.0007775i,0.0010197-0.00088902i,3.4782e-05-0.0010921i,-0.0014668-0.00029349i,-0.001248+0.00072285i,-0.00053782+0.00072296i,-0.00093712+0.00054896i,-0.0010257+0.00059589i,2.5022e-05+0.00094756i,3.5728e-06+0.00067248i,-0.00033256-0.00044144i,0.00027557-0.00094014i,0.00051809-0.00062327i,-0.00015408-0.00038059i,-0.000725-0.00031977i,-0.00019583+0.00013342i,0.00066671+0.00056163i,0.0010295+0.000219i,0.00058087-0.00032607i,-0.00059548-0.00039689i,-0.00061289-0.00085786i
0.0028039-0.00045704i,0.003306+0.0010765i,0.0029591+0.0011282i,0.0016968+0.00091802i,-0.00014248+0.00043285i,-0.001286+0.00087063i,-0.0008838+0.00063314i,-0.00020921-0.00019661i,-0.00013057-0.00013313i,0.00035881+0.00031481i,0.00056955+0.00030867i,0.0003593+0.00033399i,0.000923+0.00047841i,0.0011562+0.00061402i,0.001025+0.00036074i,0.00076984+1.1012e-06i,0.00010053-0.00014208i,0.00016153+0.00024239i,0.0001232+0.00057801i,0.00013225+0.00043692i,-0.00017857+0.00040614i,-0.0006848+0.0010195i,-0.0003824+0.00095467i
-0.0014648+0.00078695i,-0.00064282-0.0005781i,-0.00015237-0.0022083i,0.0003227-0.0018195i,0.00073161+0.00013951i,0.00010881+0.00073436i,-0.00052986+4.7557e-05i,0.00027888+0.00021383i,0.0002646+0.00039398i,-0.00031565-0.00051312i,0.00017719-0.00101i,0.00040269-0.00031967i,-0.00060158-4.2327e-06i,-0.00069487-0.00036204i,0.00012386-0.00043803i,0.00059804-0.0003005i,0.00039653-0.00051459i,0.00052609-0.00021588i,0.00069794+0.00098245i,-3.5023e-05+0.0012001i,-0.00010705+4.6707e-05i,0.00039168-0.00035069i,0.0007113+0.00014025i
-0.00098332+0.00017961i,0.00010208+0.001073i,0.00042352+0.0016247i,0.00094595+0.00075316i,0.00038366+0.00018742i,0.0001728+0.00046959i,0.0013705+0.00049888i,0.00081107+9.197e-06i,-0.00018916+0.00060865i,0.00035003+0.0007648i,0.00099591-0.00047352i,0.00036034-0.00048288i,-0.00053699+0.00029496i,-0.00040418+8.4354e-05i,0.00021806-0.00016034i,0.00024217+0.00024435i,0.00065486+0.00040154i,0.0011014+0.00030071i,0.00042574+0.00017118i,9.7599e-05-7.4299e-05i,1.5885e-05+4.3947e-06i,-0.00031516-0.00026176i,0.00024715-0.00053742i
0.00046619-0.00091866i,0.00031296-0.00022209i,-0.0003063-0.00021393i,-0.00039513-0.00065911i,-0.00048179-0.00027174i,-0.0011431+0.00061163i,-0.0014723+0.00031276i,-0.00071244-0.00063848i,0.00037205-0.00069089i,9.9116e-05-0.00028971i,-0.00051094+4.5106e-05i,-0.00081168+0.00055079i,-0.000988+0.00033622i,-0.00097099+7.3192e-05i,-0.00071117-0.00010334i,-0.00018705-0.00064421i,0.00063405-0.00038556i,0.00025176-0.00060325i,-0.00026577-0.00065004i,-0.00032515-0.00011463i,0.00066667-0.00014235i,0.0010253+0.00038326i,2.1335e-05+0.00051762i
-0.0012044+0.00064845i,-9.8713e-05-6.8285e-05i,0.0009006-0.00015673i,0.0020769-0.0002748i,0.0017448-0.00020909i,0.00056959-9.7166e-05i,0.00013641-0.00041004i,0.000188+0.00018336i,-0.0001338+0.0014376i,0.00013247+0.0012288i,0.0004096+0.0003957i,4.2613e-05+0.00057151i,-0.00019777+0.0010064i,-0.00047066+0.00053257i,-1.9242e-05+0.00042739i,0.00085873+0.0011283i,0.00090721+0.0011711i,0.0004894+0.0011758i,-0.00053379+0.00087058i,-0.00055163+0.0003193i,0.00062079+0.00038117i,0.00043309-5.8852e-05i,-0.00020166-0.0012623i
0.00061214-0.00042005i,0.001011-0.0010636i,0.0014677-0.0017371i,0.0011457-0.0018771i,0.00031612-0.0013885i,-0.00025824-0.00041359i,-0.00049699-0.00023127i,-0.00077562-0.00028592i,-0.00032356-0.00041346i,-0.00010858-0.00081645i,-0.00086844-0.00084281i,-0.0010104-0.00086021i,-0.00023612-0.00045812i,0.00083771+0.0004704i,0.0011394+0.0011622i,0.00034035+0.00033899i,-0.00038582-9.6117e-05i,-6.1887e-05+0.00019027i,0.00053183-3.5122e-06i,0.00043805+0.00028935i,0.00015742+0.00099248i,-0.00014037+0.00014636i,-0.00058305-0.00037536i
-0.00032984+1.5069e-05i,-2.4452e-05+0.00060659i,-0.0011494+0.0021056i,-0.0011704+0.0012777i,-0.00072731+0.00017154i,-0.0013524+0.0010466i,-0.001588+0.0012045i,-0.0013619+0.0004403i,-0.00098424-0.00016272i,-0.00093817-0.00084617i,-0.0017186-0.0012407i,-0.0015259-0.00035908i,-0.00076234+0.00024779i,-0.00082957+0.00066958i,-0.00096391+0.00057028i,-0.00029144+7.466e-05i,0.00010131+0.00017623i,-0.00026167+0.00083249i,-5.7254e-05+0.0013462i,0.00061755+0.00054208i,0.00037486-0.00053579i,-0.00043592-0.00073582i,-0.00072576-7.6014e-05i
0.00057794+0.0014048i,0.0013469+0.0004288i,0.003355+0.0010505i,0.0045077+0.0011606i,0.0032327+0.00028491i,0.0013003-4.7609e-05i,5.007e-05+0.00027142i,-0.00037412+0.00022207i,-0.00016504+0.00020523i,0.00032549-0.00022526i,-2.5964e-05-0.00094376i,-0.00057864-0.00016394i,-0.00030026+0.00065432i,-0.00010422+0.00068725i,-0.00046297+0.00013523i,-0.00086052+0.00026263i,-0.00060174+0.00062901i,0.0005958+0.0007893i,0.0015052+0.00068128i,0.00018927-0.00013122i,-0.0011405-0.00093527i,-0.00095019-0.0013422i,-0.00049465-0.0011814i
0.00051478+2.8764e-05i,0.0002379+0.00071025i,3.2795e-05+0.0003621i,-0.0013529+0.00012866i,-0.0029661+0.00068748i,-0.0024918+0.00128i,-0.00091463+0.0014275i,4.954e-05+0.00067848i,-5.9482e-05-0.00095899i,-0.00085811-0.0015348i,-0.0017914-0.00098929i,-0.0012576-0.0002031i,-6.0205e-05+3.0241e-05i,0.00051175+0.00067039i,0.00099789+0.0012342i,0.00062213+0.00034598i,9.9311e-05+5.5778e-05i,0.00027498+2.3028e-05i,0.0002761+7.9137e-05i,9.8576e-05-0.00058667i,-0.00014559-0.00071069i,-7.8903e-05-0.00052965i,0.00043752-0.00073009i
-0.00013369+0.0005384i,-0.00070276-0.00035133i,-0.0001408-8.2429e-05i,0.00011369-0.00083869i,-0.00042891-0.00052278i,-0.00063808-0.00031707i,0.00060025-0.00042162i,0.00054581-7.226e-05i,-0.00021775+0.00072864i,0.000289+0.00079879i,0.00065556+3.3863e-05i,0.0005998+9.5787e-05i,0.00055054+0.00011284i,0.00053005-0.00047371i,0.00029469-0.00076504i,-5.5063e-05-0.0003011i,-0.0007133-3.1622e-05i,-0.00071943+0.00010256i,-0.00024612-9.0513e-07i,0.00010756+0.0001027i,0.00035826+0.00083i,-6.7599e-05+0.00073221i,-0.00030577-0.00057453i
9.3761e-05-0.00065681i,-2.0797e-05-0.00047586i,-0.00022459-0.00054024i,-0.00054561-0.0010675i,-0.00050885-0.00010743i,-0.00016442+0.00071849i,0.00036832+0.00020636i,0.00083624-0.00039768i,0.0003751-0.0012308i,-1.1517e-06-0.0012832i,-0.00018178-0.00035749i,-0.0002485+0.00046287i,-8.6905e-05+0.00052377i,-0.00025895+1.773e-05i,-0.00018208-0.00028981i,0.00045724-0.00033227i,0.00074324-4.8021e-05i,0.00056315+0.00035325i,0.00019393+0.00038666i,7.8469e-06+0.00059113i,0.00017496+0.00034685i,-1.4198e-05+7.3519e-05i,-0.00018364-0.00046774i
0.00092656+0.0013563i,0.00097748+0.0013826i,0.0016001+0.00032634i,0.001617-0.00038627i,0.00019163-0.0005406i,-0.0015126-0.0010603i,-0.0023566-0.00066104i,-0.0016652+0.00022704i,-0.00014428+0.00045141i,0.0004272-0.00017121i,0.00016189-0.00092958i,-0.00026611-0.00090276i,-0.0001045-0.00027896i,0.00043728-0.00032044i,0.0004085-0.00042956i,0.00015917-2.9523e-05i,0.00017873+0.00033642i,7.2329e-05+0.00030785i,8.7815e-05+4.8291e-05i,0.00027931-0.000234i,0.00058134-0.00047366i,0.00026935-8.8967e-05i,-0.00081559+0.00047496i
0.00029719+0.00048163i,0.001408-0.00037725i,0.0026496+0.00078943i,0.0017524+0.0012184i,-0.00017793+0.00050726i,-0.0012274+0.00088853i,-0.00015598+0.0010201i,0.00058098+0.00059524i,0.00045064-3.9688e-05i,0.00056428-0.00020325i,0.00086687-0.00011023i,0.00050972-0.00038989i,-0.00042414-0.00040608i,0.00031232-8.2798e-05i,0.00086525-0.00028099i,0.00015039-0.00053077i,0.00029822-0.00020492i,0.001061-0.00019011i,0.00057385-0.00077036i,0.00012977-0.00024253i,-3.3594e-05+0.00057894i,-0.00029217+0.00016478i,-0.00078025-0.00045654i
-0.00015381-0.00045999i,-0.00016433-0.00027902i,0.0004274-0.00049682i,-3.8119e-05-0.00075211i,-0.00037962+0.00015287i,-0.0004777+0.0013151i,-0.00016733+0.0010321i,-0.00011327-1.3748e-05i,-0.00027871-5.4904e-05i,-0.00020596+0.00055105i,-7.3659e-05+0.001504i,-4.0539e-05+0.0014029i,-0.00033228+0.00028517i,0.00010181+1.5136e-05i,0.00065421-0.00029052i,0.00032426+0.00017445i,-0.00020968+0.00094476i,-3.068e-05+0.00088206i,0.00042576+0.00032423i,0.00037519-0.00023408i,7.2533e-05-0.00018331i,-1.0679e-05+0.00034563i,-0.00036499+0.00012565i
-0.0013342+3.519e-05i,-0.0013263-0.00058102i,0.00042577-0.00033216i,0.0017449-0.00020587i,0.0014734+0.0005151i,0.00050628+0.00032539i,-0.00012001+0.00013714i,-0.0011318+0.00055919i,-0.0012592+0.00087898i,8.8188e-05+0.00043502i,0.00022783+2.9912e-05i,0.00037877+0.00037861i,0.00066427+0.00086146i,0.00040653+0.00079824i,9.2684e-05+0.00020303i,-0.00030545-2.6373e-07i,-0.00017938+0.00016696i,-0.0003372+0.00020849i,-3.0787e-05-0.00031086i,0.00011739-0.00097091i,-0.00025388-0.0010031i,-0.00027989-0.00026687i,-0.00029523+0.00040633i
-0.0008894+0.0012826i,0.00011783+0.00070699i,0.0012848+0.00098763i,0.0017998+0.00065629i,0.0009172-0.00028056i,-0.00045974-6.735e-05i,-0.0011355+0.00045533i,-0.00042307+0.0015019i,8.2352e-05+0.0016266i,0.00060745+0.00059362i,0.00096449-0.00048795i,0.00067675-0.0010705i,-0.00038572-0.00082194i,-0.0013171-0.00018072i,-0.00020853+0.0001867i,0.00023059+0.00088093i,0.00010073+0.0012707i,0.00094049+0.00060614i,0.00088743+0.00017215i,0.00059097+0.00063247i,-4.0627e-06+0.00065362i,-0.00023575-0.00016457i,0.00061967-0.00049735i
0.00096861-0.00082735i,0.0013096+6.1875e-05i,0.001053+0.0012576i,0.0011621+0.0016151i,0.00045193+0.0014141i,-6.0008e-05+0.0012108i,-0.00041891+0.0016425i,-0.00063716+0.00082406i,-0.00020173+0.0003844i,0.00054175+0.00024429i,0.0002242-0.00032343i,4.1645e-05-4.9524e-05i,0.0001803+0.00057938i,0.00035432+0.00059344i,0.0007304+0.00045709i,0.00028265-0.00030773i,0.00014726-0.00034986i,0.00052534+0.00066124i,0.00034523+0.00074001i,0.00026248+0.0002607i,0.00037377-0.00030953i,0.00028668-0.00049068i,-7.9749e-05-0.0006101i
0.00025545-0.00047035i,0.00054933-2.1126e-06i,-0.00021965+0.0005129i,6.6082e-06+0.00077427i,1.9429e-05+0.0006101i,-0.00046024+0.00080202i,1.2736e-05+0.001194i,-9.0246e-05+0.0004564i,-0.00035353-0.00030446i,-0.00024866+1.1373e-06i,-0.0005826+2.9341e-05i,-0.00036133+9.1873e-05i,-0.00048765+0.00031941i,-0.00075162+5.1713e-05i,-0.00043493+0.00013347i,0.00014904+0.00046428i,0.00051577+0.00024002i,0.00054588-0.00020515i,0.00019976+5.5309e-05i,2.414e-05+0.00043424i,0.00040396+5.2069e-05i,0.00025241-0.00028093i,-0.00018079-0.00048598i
0.0007112+0.00013838i,0.00047426+0.00037176i,0.0011653-0.0004364i,0.00072374-0.0014772i,0.00013973-0.00058523i,-0.0011534+0.00044157i,-0.0010615+0.00035744i,-0.00083068+0.00050092i,-0.00054227+0.00061719i,3.3838e-05+0.00024311i,-0.00029811-0.00057572i,-0.00086208-0.00081369i,-0.00053239-0.00011003i,0.00019467+0.00077995i,0.0006937+0.00051496i,0.00095128+0.00053444i,0.00101+0.0003244i,0.00069848-0.00041937i,0.00022631-0.00042557i,0.00081456-0.0013579i,0.0008011-0.0018969i,-0.0001261-0.0013815i,-0.00033318-0.001208i
0.0004343-0.00011208i,9.8783e-05-0.00055621i,0.0003766-0.00070969i,0.00045421-0.00030006i,-0.00096541+0.00034129i,-0.001848+0.00081972i,-0.0010349+0.0013823i,-0.00076054+0.0013061i,-0.00021384+0.00043082i,0.0010951-3.555e-05i,0.0014179+0.0003971i,0.00061999+0.00059041i,0.00077593+0.0010579i,0.00050871+0.00107i,0.00013305+0.00036682i,0.00058078+0.00062081i,0.00033742+0.001246i,0.00051594+0.0014153i,0.001072+0.0011418i,0.00067113+0.00048622i,0.00013952+0.00047995i,0.00032077+0.00053991i,0.00052916+0.00040351i
-0.00096338-0.00029918i,-0.00019572-0.00090924i,0.00048414-0.00012514i,0.0014415+0.00096188i,0.0014315+0.00095271i,0.00093312+0.00105i,0.00063213+0.0010175i,3.2909e-05+0.00027978i,-0.00084198+0.00027978i,-0.00042457+0.00015638i,3.8617e-05+0.00050438i,-0.00019474+0.00092017i,-0.00010889+0.00022772i,-0.00026436-0.00051122i,-0.00031011-2.9558e-05i,0.00037818+0.00021172i,-0.00029678+0.00013808i,-0.0015043+6.2739e-05i,-0.00055983+4.3757e-05i,0.00084842-0.00015881i,0.0013643-0.0010666i,0.00096324-0.00080115i,-0.0001847-9.904e-05i
-0.0002759+0.00076358i,-0.00052489+0.0014373i,-0.0005425+0.0014044i,-0.00068434-0.00027855i,-0.0009782-0.00087329i,-0.0014757-9.6936e-05i,-0.0014761-5.4758e-06i,-0.00059881-0.00073956i,-0.00078211-0.0013063i,-0.00073004-0.0010497i,0.00021001-0.00015069i,0.0006224+0.00052517i,0.00054972+0.00048093i,0.00045358+0.00025465i,0.00015139+3.3003e-05i,0.00018047-0.00029126i,0.00020479-0.00013866i,-0.0001066+0.0002662i,-0.00021535+0.00063661i,3.9189e-05+0.00015727i,0.00037793-0.00055684i,-5.6645e-05-0.0011219i,-0.00017754-0.0013207i
0.0002878-0.00041623i,0.00090592+0.00045149i,0.0025737-7.9003e-05i,0.0024036-5.2094e-05i,0.0014394+0.00077555i,0.00040167+0.0017021i,-0.00029109+0.0021158i,-0.00058419+0.00072921i,-0.00094423-0.00067762i,-2.8812e-05-0.0009776i,0.00062474-0.00092988i,0.00032105-0.00034242i,-0.00012702+0.00014575i,-0.00050015-0.00068118i,-0.00042365-0.00081489i,0.00060214-0.0001914i,0.00090663-0.00025515i,0.000108-0.0010911i,-0.00090028-0.0011118i,-6.678e-05-0.00080853i,0.00097451-0.00069843i,0.00019805-0.0012168i,5.5107e-05-0.00092844i
-0.00123-1.1093e-05i,-0.00048808-5.2385e-05i,-0.00053906-0.00025919i,-0.00032368-5.5316e-05i,-0.00074256+0.00053837i,-0.00058185+0.00042231i,-0.00025598-0.00051i,-0.00024952-0.00038023i,-0.00023582+0.00048745i,0.00066724+0.00030062i,0.0010996-0.00025304i,0.00082621+3.2533e-05i,0.00036937+0.000433i,0.00027842+0.00016939i,0.00045056+0.00033397i,0.0002303+0.00026188i,0.00011902-0.00010573i,0.00013706-0.00014521i,-9.7535e-05-7.7048e-05i,0.00011486+0.0001196i,0.0006724+0.00042579i,0.00067099+0.0003478i,0.00016587-0.00030536i
0.001008+0.000359i,0.0001286-6.195e-05i,0.00079941-0.00042755i,0.0015717-9.0573e-05i,0.000527-0.00047097i,-0.0016833+5.591e-05i,-0.0016931+0.00067442i,-0.00055809-0.00027102i,0.00019066-0.00068003i,0.0014018+0.00012001i,0.001398+0.00030604i,-7.6716e-05-0.00024656i,-0.00093775+0.00035539i,-0.00030515+0.00071061i,0.00065632+0.000579i,0.00096164+0.00084312i,0.0012078+0.00057257i,0.00062203+0.0004492i,-0.00020651+0.00065076i,-0.00043027+0.00054426i,-0.00050866+0.00010774i,0.00030368-0.00067452i,0.00082587-0.00036499i
-0.00046357+0.0001642i,0.00059481+0.0016242i,0.0015813+0.0024381i,0.00068551+0.0017168i,-0.0014688+0.0012114i,-0.001995+0.0024825i,-0.0012971+0.0034125i,-0.00064609+0.002237i,-0.00018041+0.00080287i,0.00041322-0.00015317i,0.00031665-0.00037484i,-0.00041729+0.00062491i,3.2877e-06+0.0013814i,0.00025438+0.00035549i,-7.9971e-05-0.0001332i,8.516e-07+0.00023871i,0.00035959+0.00038126i,0.00075859+7.9932e-05i,0.0014102-0.00018361i,0.0011155+0.00050863i,5.2138e-05+0.00054053i,-6.9428e-05-0.000379i,-0.00045209-0.0005017i
0.0011967-0.001405i,0.0017746-0.0026687i,0.0014224-0.0024258i,0.00040286-0.0022662i,-0.00053679-0.0016526i,-0.00098258-0.00048891i,-0.00026366+0.00021289i,0.00027429-5.7284e-05i,0.00029035-0.00014789i,0.00085199-0.00019354i,0.0011575-0.00041081i,0.00020185+5.6322e-05i,-0.00028135+0.00037067i,-9.7299e-05+0.00084573i,0.00039509+0.00061881i,0.0011488+0.00040283i,0.00073959+0.00085056i,8.3105e-05+0.00021354i,-9.6379e-05-0.00031424i,7.6839e-05-0.00038072i,3.0536e-05-0.00048059i,0.00012678-0.00057266i,0.0017119-0.00048828i
0.00094867+0.0022445i,0.0013482+0.0016386i,0.0018952-0.0010085i,0.0018531-0.0018328i,0.0009898-0.0014476i,0.00021062-0.00084147i,-0.00057359-0.00020376i,-0.00044808-0.0003669i,-0.00027052-0.00011382i,-0.00075834-0.0005201i,-0.0011197-0.00099046i,-0.00040417+0.00017669i,0.00015969+0.00097028i,-1.4059e-05+0.00054791i,-0.0003622+0.00030538i,-0.00025215+0.00030953i,0.00025014-0.00083104i,0.00032728-0.0014009i,-0.0005876-0.00010313i,-0.00084962+0.00088528i,0.00014268+0.00046504i,0.00025344-0.00028597i,0.00028611-0.00065773i
-0.001299-0.0016858i,-0.0013029-0.00051256i,-0.00064526-0.00022928i,0.00055064-0.00041318i,-0.00019544+7.6754e-05i,-0.0017174+0.00044755i,-0.001434-0.00019585i,-0.00091156+0.00034795i,-0.00069602+0.001592i,-4.2039e-05+0.0010316i,0.00053009-0.00029785i,0.00053347-8.5924e-05i,2.9065e-05+0.00088211i,-0.00010179+0.00098409i,6.7536e-05+0.00066221i,-0.00033913+0.00073598i,-0.00041566+0.00069358i,-0.00050762+0.00071827i,-0.00076901+0.00045379i,-0.00043583-0.00055165i,-2.2473e-06-0.00054017i,-4.6266e-05-0.0003392i,-0.00024704-0.00090803i
0.00050202+0.0004352i,0.0022753-0.00053818i,0.0038124-0.0010299i,0.0033343-0.00076346i,0.0013245-0.00035719i,-0.00049603+0.00046635i,-0.0010782+0.00092638i,-0.00061578+0.00036341i,-0.00028587-0.00036925i,-1.7402e-05-0.00045664i,-4.5756e-05-0.00023329i,0.00013384-0.00053081i,-0.00030986-0.00030797i,-0.0013532+0.00023372i,-0.001383+0.00076623i,-0.00094327+0.0011692i,-0.00076676+0.0006595i,-0.00038081+0.00050358i,0.00048591+0.0013868i,0.00030601+0.0013631i,-0.00073769+0.00076865i,-0.00073678-0.00034497i,-0.00068113-0.00089409i
0.0015323+0.0014999i,0.0013078+0.0023777i,0.0020362+0.0011113i,0.00086727-0.0011111i,-0.0013608-0.0022784i,-0.0018079-0.0012539i,-0.00081756+0.0006853i,-0.00072004+0.0011285i,-0.00049292+0.00014085i,0.0004386-0.00050017i,0.00021561-0.00050761i,-0.00070282-0.00050663i,-0.00027787+0.00032295i,0.00080322+0.00044567i,0.0011588+5.5529e-05i,0.00086242-0.0003522i,0.00053058-0.00036353i,-5.4303e-05+2.9107e-05i,-0.00026992+0.00052372i,0.00093448-1.0403e-05i,0.001269-0.00062002i,0.00054095-0.00026313i,0.00065895-0.00010475i
0.00025378-0.0013139i,-0.00085359-0.00074185i,-1.4957e-05-0.00030428i,0.00060553-0.00018181i,-0.00065883+0.00022009i,-0.0020022+0.0010457i,-0.0015516+0.0017388i,-0.00058338+0.0011528i,-0.00039771+0.00053478i,-0.00012238+0.00079432i,0.00010692+0.000974i,-9.4015e-05+0.0010273i,-0.00056519+0.0013672i,-0.00090897+0.00070079i,-0.0005602-0.00022332i,0.00010764-0.00055i,0.0005292-0.00051822i,0.0007064+0.00031097i,0.00034764+0.00059818i,-0.00031186-3.4586e-05i,-0.00018866-0.00085213i,0.00030646-0.0012455i,9.0128e-05-0.00086456i
0.0020748+0.00083073i,0.0028122-0.00057367i,0.0024777-0.0013932i,0.001543-0.00056584i,0.00050732+0.0002107i,-9.0749e-05+0.0012124i,-3.4807e-05+0.00038351i,5.7405e-05-0.00088045i,-4.4729e-05-0.00041812i,0.0002886+1.3563e-05i,0.00013128-2.6411e-05i,-0.0002828-0.00012985i,-0.00042076-0.0001388i,-0.00050099+0.00066897i,-5.5982e-05+0.0010633i,-0.00036191+0.0017604i,-0.00013668+0.0017873i,-7.3982e-06+0.0010065i,-0.00032464+0.00028078i,-0.00011048-0.00069402i,0.00014801-0.00099308i,0.00021092-0.001055i,0.00026912-0.0010607i
-0.00077407+0.001574i,-0.0010692+0.0012409i,0.00013785+0.00070046i,0.00092205-0.00026814i,0.00048884-0.0012648i,-0.00054783-0.0014961i,-0.00060941-0.00060434i,-0.00045986+0.00032931i,-0.00013324+0.00011481i,0.00020192-0.00018409i,0.0004169-0.00046114i,0.00045415-0.00046308i,0.00091808-0.00077999i,0.00068424-0.0013576i,0.00055317-0.00093619i,0.00092736-0.0002311i,0.00080264-6.7166e-05i,0.00064826-0.00019231i,0.00051311+8.0096e-06i,0.00017959-0.00048235i,0.00031024-0.00078583i,0.00015241-0.00041668i,-0.00056072-0.0007965i
0.0018961-0.00034042i,0.0020857-0.00089691i,0.0024086-0.0020249i,0.0016375-0.0014342i,-0.00040099+0.00049616i,-0.0016385+0.0010956i,-0.001067+0.00041225i,-0.00029922-0.00033212i,-5.4835e-05-0.00073268i,-0.00019157-0.00031428i,-0.00057908-0.00035565i,-0.00051391-0.00088259i,-0.00028996-0.00077608i,-0.00029998-0.00062055i,0.00054016-0.00055345i,0.001259+0.00072252i,0.00079743+0.00115i,0.0007789+0.00064321i,0.00071993+0.00097891i,0.00043412+0.0014057i,0.0010913+0.00077312i,0.0014428+0.00026288i,0.00087495+0.00032968i
