-0.00091284+0.00055157i,-1.7949e-05-9.2672e-05i,-0.0010238-0.00023928i,-0.0018311+0.0006809i,-0.0025506+0.002016i,-0.0022717+0.0017257i,-0.0017555+0.00083183i,-0.00082638+0.0011048i,0.0002086+0.001131i,0.00083146-0.00011452i,0.00076606-0.0012243i,0.00025742-0.0015774i,0.00016247-0.00062384i,0.00042116+0.00057885i,0.00026429+0.00078968i,-0.00010835+0.000298i,-0.00091351+3.2951e-05i,-0.0009885+0.00055215i,-0.00063774+0.00063785i,-0.00057583-0.00037448i,-0.00049553-0.00077519i,-0.00010165-0.00019743i,0.0004165+0.00061386i
-0.012038+0.018394i,-0.0055722+0.010375i,-0.0028203+0.0045702i,-0.0023206+0.0029226i,-0.0020913+0.0009461i,-0.002061-0.00091044i,-0.0023633-0.0012737i,-0.0024215-0.00038408i,-0.0014401+0.0014649i,-0.0011004+0.0028552i,-0.0013941+0.0024499i,-0.00046969+0.0011421i,0.00046821+0.00096863i,-0.00033098+0.002006i,-0.00065177+0.0020015i,0.00035703+0.00097668i,0.00055839+0.00043783i,-0.00025355+0.00059709i,-4.4913e-05+0.00057738i,0.00049613-0.00010871i,-6.5357e-05+4.1409e-06i,-0.0012596+0.0012418i,-0.0018305+0.0017688i
0.013964+0.015983i,0.0085752+0.0051391i,0.0034479-9.4559e-05i,0.00079553-0.001583i,-0.0011847-0.0019674i,-0.0031891-0.0014308i,-0.0031804-0.0010019i,-0.0015294-0.00035616i,9.9167e-05+0.00070395i,0.00079785+0.0011209i,0.00035946+0.00068342i,0.00021561+0.00094615i,0.00010318+0.0011064i,0.00068574+0.0011419i,0.0013571+0.0012477i,0.0010374+0.00080679i,0.00023887-0.00036787i,0.0001223-0.00049089i,5.2877e-05-5.7374e-05i,2.4201e-05-0.00075459i,0.00044-0.0011038i,0.00075414-0.00033068i,0.000686+0.00053663i
0.020398-0.0040861i,0.0087022-0.0031214i,0.002973-4.1458e-05i,0.0033458+0.00040174i,0.0025578+0.0010053i,0.00087443+0.0017532i,-0.00014513+0.0010309i,-0.00040228-0.0004112i,-0.00042625-0.00097665i,-0.00041215-0.00076973i,0.0003558-0.00054688i,0.00085269-0.00071855i,0.00073978-0.0015504i,0.00097506-0.0020555i,0.00033947-0.0013399i,-0.00025108-0.00044714i,4.499e-06-0.00023242i,-0.00016765-0.0004462i,-0.0005069-0.00071648i,-0.00079079-0.00027192i,-0.00061258+0.00086334i,4.344e-06+0.00020295i,0.0011342-0.0011296i
0.0016997-0.023365i,-0.0016929-0.013037i,-0.0015292-0.0064609i,-0.0013546-0.0042489i,-0.0013994-0.0021973i,-0.00041563-0.0013072i,0.00061367-0.0011992i,0.0001635-0.00046768i,-0.00072769+3.0185e-05i,-0.00065378+5.5117e-05i,0.00023679-0.00042857i,0.00044471-0.00073915i,-0.00072377-4.2021e-06i,-0.0014553+4.6778e-05i,-0.00085011-0.0005086i,-0.00065725+0.0001561i,-0.00073285+0.0010547i,-0.0003974+0.0011702i,-0.00041696+0.0011531i,-0.00091929+0.00085912i,-0.00057367-0.00016912i,0.00069222-0.00056466i,0.00074852-0.00056144i
-0.017944-0.0081637i,-0.0079387-0.0022094i,-0.0020804-0.0019279i,-0.001208-0.0036343i,-0.00089846-0.0040749i,4.5507e-05-0.0034931i,0.00054458-0.0023756i,-0.00050338-0.0012481i,-0.0016269-1.9239e-05i,-0.0019451-0.00015688i,-0.0015623-0.00079007i,-0.0012647-0.00034425i,-0.00086457+0.00026773i,-0.00090471+0.00059138i,-0.0014353+0.00052993i,-0.0010189-0.00025274i,-0.00047565-0.0003708i,0.00042214+0.00035864i,0.0017264+0.001056i,0.001841+0.00068891i,0.00062105-0.00021979i,-0.00099591-0.00093527i,-0.0010449-0.001002i
-0.01677+0.016984i,-0.0069053+0.0096386i,-0.0017545+0.0040791i,-0.00099939+0.0027913i,-0.0015099+0.0010412i,-0.0017561-0.0012885i,-0.0020564-0.0020865i,-0.0019014-0.0013476i,-0.00099711+0.00023867i,-0.00080892+0.0014819i,-0.0012987+0.0015898i,-0.00071054+0.00061386i,0.00053786-0.00026939i,0.00053189+0.00063939i,0.00032949+0.0009211i,1.8452e-05-0.00048493i,0.00025265-3.0626e-05i,0.00086802+0.00089215i,0.00084782+0.00095802i,0.0003926+0.00082769i,-0.00042529+5.54e-05i,-0.00021572+0.00031608i,-2.6972e-05+0.0010107i
0.012257+0.019216i,0.0089847+0.0059227i,0.0045231-0.00058985i,0.0014523-0.0016982i,-0.0014834-0.0011434i,-0.0039865-0.00038211i,-0.0046289-0.0005268i,-0.003917-0.00088752i,-0.0022339-0.0002677i,-0.0010382+0.00058695i,-0.0010756+0.0010489i,-0.001067+0.00094884i,-0.00036799+0.0007017i,0.00076853+0.0011945i,0.00061537+0.00068417i,1.2233e-06-8.8958e-05i,-0.00052442+7.4713e-05i,-0.00070918+0.00016205i,-0.00041644-0.00058503i,-0.00048714-0.00034552i,-0.00077589+0.00072962i,-0.00060766+0.00097038i,0.00031775+0.0005216i
0.019937-0.0012247i,0.0088139+0.00072852i,0.002843+0.0025961i,0.0021564+0.0020728i,0.0009704+0.0022491i,-0.00075653+0.002832i,-0.00059785+0.0011589i,-0.00018178+4.6836e-05i,-0.0005648-0.0001269i,0.0002163-0.00022066i,0.00081283-8.4083e-05i,0.00083651-0.00069499i,0.00069212-0.0013137i,0.001278-0.0015837i,0.00093888-0.0020311i,-0.00012045-0.0018433i,-0.00023078-0.00075533i,-0.00021813-0.0002824i,-0.0010126-0.00069717i,-0.0012325+0.00034372i,-0.00039111+0.0011893i,0.00031958+0.00064223i,0.0012885+0.00022851i
0.0061404-0.024955i,0.00074156-0.01528i,-0.0014804-0.0074529i,-0.0012602-0.0049904i,0.00041513-0.002822i,0.0018417+0.00041234i,0.0020454+0.0014881i,0.0010425+0.00088514i,-0.00010385+0.00066068i,-0.0007439+0.00011941i,-0.00089333+0.00017789i,-0.0013271+0.00080624i,-0.0018705+0.0004429i,-0.0016542+7.8321e-05i,-0.00071328+0.00091794i,-0.0003273+0.0013064i,-0.00084792+0.0011911i,-0.0005334+0.0013137i,-0.00026224+0.001771i,-0.00030034+0.0014552i,0.00023543+0.00030844i,0.00022825-0.00065546i,6.9211e-05-0.00049231i
-0.016735-0.011078i,-0.007641-0.0052707i,-0.00073766-0.0057362i,0.00012795-0.006559i,-7.6267e-05-0.005289i,0.00027505-0.0048283i,0.00045581-0.0031395i,0.0005696-0.00044833i,0.00041135+0.0012327i,-0.00058067+0.001696i,-0.001071+0.001144i,-0.0017947+0.0010866i,-0.0030488+0.0017428i,-0.0031147+0.0011601i,-0.002149+3.2464e-05i,-0.0013757-0.00040593i,-0.00084516-0.0003434i,-0.00050226+0.00061789i,-0.00026363+0.0011761i,0.00024565+0.0013523i,0.00049502+0.0013279i,0.00044539+0.00065901i,-0.00024479-7.4847e-05i
-0.016266+0.015444i,-0.0067186+0.0077603i,-0.0013558+0.00067676i,-0.0009043-0.0010723i,-0.0024965-0.0032327i,-0.0041204-0.0045195i,-0.0033872-0.0035639i,-0.0017589-0.0018208i,-0.00082251-0.00018117i,0.0002877+0.00036936i,0.00033352+1.8454e-05i,0.00045599+0.00038391i,0.0020689+0.0012444i,0.0025915+0.0015393i,0.0014125+0.00050665i,4.9947e-05-0.00042197i,9.6794e-05+0.00030442i,0.001304+0.00034271i,0.0016213-7.1355e-05i,0.0014319+0.00063678i,0.0015666+0.00041658i,0.00078465-0.00055109i,-0.00019324-0.00068765i
0.0048615+0.021082i,0.0034892+0.010712i,-0.0016865+0.005339i,-0.0038636+0.0051225i,-0.0051616+0.004472i,-0.0057322+0.0016506i,-0.0049341-0.0006509i,-0.0043092-0.0010432i,-0.0032183-0.00076108i,-0.0020618-9.1324e-05i,-0.00068288+0.00076777i,0.0010611+0.0007262i,0.0020136+0.00017445i,0.0015497-0.00016907i,0.00091213+7.9454e-05i,0.0004837+0.00032352i,-0.00019605+0.00033665i,-0.00028029-4.466e-05i,2.0147e-05-0.0011375i,-0.00035861-0.0010456i,-5.9633e-05+3.3362e-05i,0.00054892+0.0004982i,0.00046735+0.00053495i
0.021225+0.001547i,0.010611+0.0020843i,0.0050431+0.003605i,0.0036726+0.0030014i,0.0016275+0.0034933i,-0.00035231+0.0043098i,-0.00055127+0.0030981i,-4.7272e-05+0.0020308i,-0.00013389+0.0017248i,-0.00068056+0.00089961i,-0.0013462+0.00019152i,-0.0013332+0.00033532i,-0.00051579-0.0003003i,-9.7952e-05-0.00088685i,0.00017834-0.00040516i,0.00056109-0.00020865i,0.00033654-0.00032847i,-0.00018503-0.00038119i,-0.00042714-0.00057233i,-0.00022916-0.00015476i,-1.1822e-05+0.00012337i,-0.00031227-0.00016042i,-0.00029129+0.00025408i
0.011636-0.020698i,0.0074248-0.012341i,0.006283-0.0051076i,0.0055128-0.0045855i,0.0045937-0.0032072i,0.0038364-3.8987e-05i,0.0025054+0.0019258i,0.0018365+0.0013437i,0.0017035+0.00040024i,0.0015115+0.00027909i,0.0008882-3.3438e-05i,-0.00041641-0.00058771i,-0.0016538-0.00035624i,-0.0014767+8.5583e-05i,9.8672e-06-0.0007594i,0.00059699-0.0013398i,0.00039949-0.00026035i,1.1119e-05+0.00035616i,-0.00074056+0.0012323i,-0.0016546+0.0015776i,-0.0010129+0.00034373i,0.00041336-0.00015076i,0.00014275+0.00043297i
-0.018884-0.016537i,-0.010977-0.0095768i,-0.0030621-0.0070688i,-0.0018643-0.0070655i,-0.00048865-0.0065098i,0.0027518-0.0054749i,0.002645-0.0035249i,-6.3991e-06-0.0018165i,-0.0025172-0.00080787i,-0.0027583-0.00046231i,-0.0013606+0.0003624i,-0.00024346+0.0018896i,0.00045617+0.0020826i,1.496e-05+0.00058039i,-0.00097579-0.00035398i,-0.0010568-0.001763i,-0.00032522-0.0026056i,0.00050158-0.0010427i,0.00098969-0.0001472i,0.00087902+5.4966e-05i,0.00028797+0.00039483i,-0.00056454-0.00014856i,-0.00089209-0.00028715i
-0.018636+0.0099921i,-0.012166+0.0042306i,-0.0070311-0.0037004i,-0.0057811-0.0054488i,-0.0056732-0.0058378i,-0.0055995-0.0061877i,-0.0042195-0.0047899i,-0.0029518-0.0018499i,-0.0023665+0.0010081i,-0.0013343+0.0021711i,-0.0017104+0.0020469i,-0.0013851+0.0013062i,-0.00028239+0.00057531i,-0.00082469+0.00066622i,-0.00092572+0.0013886i,-0.00086491+0.0014762i,-0.00034751+0.00077415i,0.00012376+0.00058521i,0.0004443+0.00039793i,0.00080158+3.8385e-05i,0.0006386-0.00018463i,0.00050223-0.00056423i,-8.349e-05-0.00037933i
0.0035496+0.023321i,0.0019616+0.015186i,-0.0026599+0.0069831i,-0.0043484+0.0045476i,-0.0059013+0.0033689i,-0.00737+0.0016106i,-0.0054578+0.00084113i,-0.0026266+0.0007483i,-4.2775e-06+0.00092429i,0.0011894+0.0019229i,0.0013027+0.0027892i,0.0018393+0.0020591i,0.0011612+0.00050429i,-0.00012819+7.8453e-05i,4.6867e-05+0.00075923i,0.00020515+0.0015691i,-0.00068842+0.0012431i,-0.00050263+0.00075745i,6.2366e-05+0.00065606i,0.00051588+0.00054898i,0.00018362+9.8601e-05i,0.00028453-0.0003953i,0.00050722-0.0003429i
0.026585+0.00011844i,0.017132-0.00050844i,0.0076617+0.0027228i,0.0038676+0.003214i,0.0011743+0.0041926i,-0.0016723+0.0054182i,-0.0031384+0.0039928i,-0.0028031+0.0015952i,-0.001029-0.0013124i,0.00046854-0.0024631i,-1.5283e-05-0.0014487i,-0.00078501+4.295e-05i,-0.00087171+0.0002874i,4.1158e-05-0.00048303i,0.00040657-0.00099741i,-0.00023128-0.0007802i,-5.9352e-05-0.00042827i,0.00057558-0.00068724i,0.00071877-0.0005476i,0.00042327-0.00075657i,0.00070958-0.0009385i,0.001261-0.00020134i,0.0010318+0.00046171i
0.0095205-0.020211i,0.0067324-0.011122i,0.0067523-0.0010689i,0.007172+0.0010473i,0.0072186+0.0014312i,0.0070407+0.0024372i,0.0048992+0.0012788i,0.0017933-7.7072e-05i,-0.00086964-0.00071965i,-0.0012554-0.0013207i,-0.0009022-0.0018642i,-0.0013548-0.0019127i,-0.00079635-0.00089682i,0.00062274-0.00055991i,0.001198-0.00087117i,0.00066736-0.00089521i,0.00080466-0.00053806i,0.00043471-8.549e-08i,-0.0011322+0.0003814i,-0.0022391+0.00043226i,-0.001751-0.00010215i,-0.00052903-0.00010119i,-0.00025137+0.00033035i
-0.025241-0.018329i,-0.018371-0.014142i,-0.0070114-0.010298i,-0.0012276-0.0076524i,0.0018308-0.0054926i,0.004639-0.0039332i,0.0044473-0.0033256i,0.0018273-0.0022009i,-0.00066034+1.6679e-05i,-0.0014861+0.0021659i,-0.0011313+0.0022687i,-0.0009389+0.0014057i,-0.0006712+7.7109e-05i,-0.00050725-0.0011372i,-0.00039356-0.0010165i,-0.0003273-0.00045719i,-0.00088038-0.00039573i,-0.0015475-0.0010188i,-0.00092784-0.00079725i,0.00058902+0.00025837i,0.00047487+0.00051495i,-0.00023476-0.00030404i,-6.3006e-05-0.00086038i
-0.021425+0.015699i,-0.014779+0.012145i,-0.0080293+0.0022771i,-0.0050621-0.0037655i,-0.0040497-0.0073638i,-0.004021-0.0085311i,-0.0029848-0.0068328i,-0.00072636-0.003258i,-0.00039667-0.00083968i,0.00021311-0.00066504i,0.00032591-0.00047232i,-0.00013495+0.00020239i,0.00071776+0.00090175i,0.0003744+0.0011362i,-0.00011812+0.0002116i,-7.5721e-06-0.00021724i,-0.00058333+0.00033676i,-0.00058034+0.00083874i,0.0003332+0.00082557i,0.00053067+0.00017708i,0.00019885-6.9468e-05i,7.0238e-06-0.00018823i,0.0002182-0.0011685i
0.0074513+0.02737i,0.0067364+0.02248i,-0.00030336+0.014258i,-0.0035382+0.0086571i,-0.0048013+0.0043751i,-0.0064675+0.001005i,-0.0065208-0.00098877i,-0.0051271-0.0015976i,-0.0027669-0.00095996i,-0.00033736-0.00018162i,0.0015426+0.0011624i,0.0022819+0.0028052i,0.0014666+0.0028947i,0.00054499+0.0020046i,0.00044654+0.0024588i,-0.00021108+0.0026632i,-0.0010612+0.0014475i,-0.00087731+0.00059593i,-0.00068685+0.00049624i,-0.0008442+0.00013537i,-0.0011618+2.1491e-05i,-0.0011642+0.0005435i,-0.00076641+0.00030261i
0.031635-0.0035977i,0.024404-0.0036656i,0.010564-0.00047016i,0.0030117+0.0011452i,-0.0012135+0.0038346i,-0.0032984+0.0054385i,-0.0029329+0.0033818i,-0.0022637+0.00093306i,-0.0018215-0.000442i,-0.0010499-0.0012782i,-8.834e-05-0.0010789i,0.00073536-0.0005987i,0.00070062-0.00072539i,0.00055278-0.00061611i,0.00081055+7.388e-05i,0.00048748-0.00029306i,0.00031775-0.00083631i,0.0014767-0.0003862i,0.0019382+9.4417e-05i,0.001389+0.00024742i,0.0013639-0.00071799i,0.001945-0.0013122i,0.0018516-0.0005409i
0.0064314-0.026802i,0.0050605-0.021415i,0.0067167-0.0094555i,0.0067944-0.002675i,0.0047901+0.00093455i,0.0039252+0.003253i,0.0025814+0.0036108i,0.00013341+0.0021991i,-0.0013133-0.00013423i,-0.0021235-0.0017771i,-0.0016603-0.0024356i,-0.00058485-0.0027338i,-0.00014191-0.002839i,0.00029504-0.0019323i,0.0004608+0.00015649i,0.00051761+0.00031518i,0.00090092-0.00023308i,0.00098646-0.00019964i,0.00055904-0.00032688i,0.00011909-0.0001115i,-0.00043351+0.00022695i,-0.00055814+0.00054529i,-0.00047843+0.00036032i
-0.030467-0.016931i,-0.026742-0.014724i,-0.012819-0.011675i,-0.0033734-0.0089622i,0.0022245-0.0071004i,0.0052354-0.0048063i,0.0050311-0.0017912i,0.0028215+0.00039867i,-0.00016927+0.0020308i,-0.0014551+0.0035593i,-0.0016057+0.0031363i,-0.0024975+0.00093484i,-0.002508-0.00099522i,-0.0014631-0.00074789i,-0.00037668+0.00034037i,0.00016097+0.0004303i,-0.00075161+0.00036624i,-0.0011765-0.0003594i,-0.0010961-0.0013486i,-0.0018827-0.001877i,-0.0022081-0.0017485i,-0.0013792-0.001088i,-0.00038441-0.00064451i
-0.021175+0.022889i,-0.016972+0.021119i,-0.0098605+0.0078034i,-0.0062737-0.0018537i,-0.0049854-0.0058088i,-0.0041981-0.0076116i,-0.0036589-0.0071717i,-0.0016736-0.0038351i,-9.0972e-05+0.00018472i,0.00054994+0.0025711i,0.00052182+0.0029597i,-0.00027108+0.0021632i,-0.00076353+0.0016545i,-0.00016049+0.00091377i,0.00034339-0.00023272i,0.00024389-0.0011722i,-0.0002905-0.001517i,-0.0010571-0.0012681i,-0.00083848-6.4698e-05i,-0.00035801+0.0015818i,0.00013713+0.0018723i,0.00080898+0.0014562i,0.00077869+0.0013852i
0.017266+0.030024i,0.015853+0.027028i,0.0050276+0.014787i,-0.002925+0.0052906i,-0.0077062+0.00098864i,-0.0095075-0.00091517i,-0.0072611-0.0021531i,-0.0041143-0.0032353i,-0.00054422-0.0034377i,0.0025086-0.0030618i,0.0036226-0.0015667i,0.0031929+0.00027473i,0.0027412+0.0020247i,0.0020383+0.0024677i,0.0010377+0.0014636i,0.00048953+0.00025541i,0.00038197-0.00013896i,0.00026228+0.00016688i,0.00036621-7.595e-05i,0.0001953-0.00089041i,-0.00043707-0.0011186i,-0.0013813-0.00031493i,-0.0010889+0.00019821i
0.032961-0.010943i,0.03098-0.010231i,0.017736-0.0016284i,0.007354+0.0036967i,0.0026006+0.0057214i,0.00039159+0.0065037i,-0.0021396+0.0048075i,-0.0040112+0.0012912i,-0.0044799+7.8525e-05i,-0.0045075+0.00031956i,-0.0038724-0.00031037i,-0.0020769-0.00057071i,-1.0213e-05-0.001828i,0.00062114-0.0019128i,0.00036045-0.00032842i,-0.00029472-0.00016625i,-0.00068667-0.00046144i,-0.00042029-0.00037291i,0.00036096+0.0002214i,0.0010451-0.00066365i,0.0011386-0.002322i,0.00092798-0.0017796i,0.00071268-0.00070843i
-0.0025647-0.033101i,-0.0029645-0.032823i,0.0022734-0.017236i,0.0060912-0.0058121i,0.0066202-0.0019362i,0.0056064+0.00025634i,0.0029992+0.0020164i,0.00015345+0.0033292i,-0.0010969+0.0036522i,-0.00053803+0.0028371i,0.00031559+0.0016513i,-3.3199e-05-0.00038233i,-0.00058513-0.0024097i,-0.00084392-0.0022501i,-0.00064162-0.0011979i,-0.00060829-0.00033115i,-0.00059432+0.00035315i,4.607e-05+0.00134i,0.00060415+0.002423i,0.00048578+0.0023286i,-0.00013944+0.0019414i,-0.0004701+0.0013172i,-7.131e-05+0.00083447i
-0.034189-0.0087343i,-0.031953-0.0093427i,-0.016063-0.0090825i,-0.0047745-0.007902i,-0.00053352-0.0067602i,0.0015454-0.0050496i,0.0031261-0.0035509i,0.0039277-0.0022999i,0.0042351-0.00048966i,0.0045685+0.00048398i,0.0038769+0.00051381i,0.0021574+0.00049062i,0.00072973+0.00033725i,0.00062046+0.0010147i,0.00035987+0.0020893i,-0.00070298+0.0014147i,-0.00010007+0.0004464i,0.00062089+0.00029197i,-4.7242e-06-0.00033619i,-0.0012252-0.00086802i,-0.0022603-0.0010029i,-0.0019105-0.001213i,-0.0012134-0.0012731i
-0.019399+0.036472i,-0.017061+0.037728i,-0.011464+0.020605i,-0.0068793+0.0051129i,-0.003353-0.0012679i,-0.0006045-0.0045967i,-0.0009244-0.0061856i,-0.0018583-0.0056996i,-0.0026637-0.0041002i,-0.0031998-0.0027904i,-0.0041172-0.0024974i,-0.0038903-0.0019852i,-0.0016756-0.00027458i,0.00040464+0.00014494i,0.0017996-0.00039477i,0.0019156-0.00046388i,0.00062674-0.0012372i,-0.00021783-0.0020911i,0.00041025-0.0010508i,0.00027922+4.3176e-05i,0.00017186+0.00057089i,-0.00017219+0.0010934i,-0.00050853+0.001211i
0.028277+0.026527i,0.029179+0.026073i,0.014627+0.017985i,0.0015045+0.0095991i,-0.0045091+0.0040002i,-0.0066438-0.0004027i,-0.0073031-0.0024352i,-0.0067937-0.0016138i,-0.0049777+0.0010183i,-0.0024343+0.0032035i,-0.0010247+0.0037182i,0.00051129+0.0032268i,0.001609+0.0015075i,0.0010804-0.00018755i,0.00028474-0.001423i,-0.00034224-0.0015413i,-0.00067556-0.00072994i,-0.0013836-0.00029196i,-0.0020555-0.00059845i,-0.0016273+0.0003718i,-0.00086095+0.0024925i,-0.00049789+0.0035823i,-0.00049617+0.0026328i
0.036628-0.022258i,0.03566-0.026041i,0.022794-0.015408i,0.0099974-0.0031038i,0.0023371+0.0040914i,-0.0017473+0.0069582i,-0.0034386+0.0068968i,-0.0025273+0.006083i,0.0004312+0.0044296i,0.0028698+0.0034394i,0.0031445+0.0033329i,0.0014851+0.0026178i,-0.00016385+0.001597i,-0.00090899+0.0008624i,-0.0019226+0.00032873i,-0.0023198-0.00036652i,-0.0020969+9.2219e-05i,-0.00092325+0.00083577i,0.00037235+0.00024337i,0.0003173-0.00090771i,0.00098032-0.0020317i,0.0014895-0.0028465i,0.0014638-0.0026452i
-0.012217-0.041037i,-0.016435-0.04156i,-0.0097359-0.026204i,-0.00059571-0.01098i,0.0041906-0.0027172i,0.0053235+0.002399i,0.0046671+0.0048053i,0.0036549+0.0039235i,0.0031648+0.00014143i,0.0016029-0.0034963i,-0.00019787-0.0045418i,-0.00052645-0.0046292i,-5.7733e-05-0.0033218i,0.0003855-0.0003992i,7.3089e-05+0.0023387i,-0.00072881+0.0032041i,-0.00023718+0.0031095i,0.0012808+0.0029413i,0.0013325+0.0027977i,0.00068228+0.0021714i,0.00030346+0.0017737i,-0.00098823+0.0017134i,-0.00164+0.00076531i
-0.040273+0.0036103i,-0.039783+0.0053043i,-0.022299-0.00087964i,-0.0071281-0.0072688i,-0.0011545-0.0096041i,0.0030936-0.0085722i,0.005381-0.0059355i,0.0041026-0.0039384i,0.00094553-0.0029494i,-0.0011926-0.00091989i,-0.0016596+0.0011604i,-0.0018641+0.0018133i,-0.00094679+0.001242i,0.00073056+0.00098165i,0.0022428+0.00096928i,0.0023126+0.00038864i,0.0026004-0.00045238i,0.0028571-0.0013805i,0.0020427-0.00072421i,0.00095746+0.0011166i,-0.00069412+0.0021563i,-0.0013618+0.0013623i,-0.00020784+0.00024705i
-0.0088312+0.045296i,-0.0044703+0.047394i,-0.0014798+0.028582i,-0.0026918+0.0089171i,-0.0053446-0.00043366i,-0.0063778-0.0054295i,-0.0059144-0.0077149i,-0.0052576-0.0050601i,-0.0048068-0.00086793i,-0.0027017+0.0017049i,-0.00067768+0.0021915i,-0.00077744+0.0018709i,-0.0012022+0.0017271i,-0.00035364+0.00010957i,0.0015128-0.0025793i,0.0019361-0.0035431i,0.0014809-0.0032058i,0.0017001-0.0030743i,0.0010597-0.0031505i,0.0018174-0.0031504i,0.0040665-0.0029763i,0.0039046-0.0020202i,0.0029752-0.00077646i
0.046383+0.023326i,0.054744+0.018765i,0.039873+0.0123i,0.017369+0.0057015i,0.0043646-0.00013257i,-0.0036051-0.0024821i,-0.0083396-9.6705e-05i,-0.0079641+0.0015314i,-0.0042132+0.0019357i,4.0982e-05+0.00039076i,0.00075428-0.0020331i,-5.579e-06-0.0026588i,0.0010248-0.0013479i,0.00025219-0.0011329i,-0.0019165-0.0016977i,-0.0030194-0.0018892i,-0.0037487-0.0025165i,-0.0042464-0.0022119i,-0.0037116-0.00072017i,-0.0028947+0.0016238i,-0.002468+0.0032131i,-0.0014964+0.0025191i,-0.00073294+0.00050581i
0.022445-0.049287i,0.012358-0.052067i,-0.0053059-0.035246i,-0.012984-0.012223i,-0.012058+0.00229i,-0.0061861+0.0096877i,0.00034592+0.0095682i,0.0024011+0.0053748i,0.0010267+0.0013855i,-0.0018997+0.0010802i,-0.0026653+0.0055313i,-0.00013674+0.0076617i,0.0026262+0.0050118i,0.0017034+0.0034711i,-0.0020066+0.0039157i,-0.0029983+0.0036147i,-0.0011331+0.0032645i,-0.00037138+0.0025366i,-0.0011824+0.00083816i,-0.0012202-0.00055298i,-0.00061621-0.0022271i,-0.00029745-0.003441i,-0.00076956-0.0026735i
-0.029531-0.037989i,-0.038105-0.036672i,-0.027172-0.021887i,-0.010022-0.0070504i,-5.67e-06+0.0014489i,0.0042752+0.0048263i,0.0054563+0.0037384i,0.0041307+0.001593i,0.0022668-0.00023511i,0.0010177-0.00097861i,0.00079909-2.9762e-05i,0.0014882-0.00042159i,0.0013379-0.002828i,0.0005676-0.0023559i,0.0017955+0.00015085i,0.0030548+0.0014971i,0.0021401+0.0023887i,0.0013824+0.0028684i,0.0019882+0.0028934i,0.002293+0.0014709i,0.0021966-0.00010815i,0.0013922-0.00047978i,1.2458e-06+0.00072558i
-0.036262+0.022492i,-0.03667+0.03116i,-0.020361+0.02025i,-0.0038457+0.0032947i,0.0017604-0.0061834i,0.0039193-0.0074287i,0.0033845-0.0056617i,0.002352-0.0039664i,0.0023577-0.0028535i,0.0011448-0.0017876i,-7.6101e-05-0.0011294i,-0.0011054-0.001747i,-0.00081996-0.0017453i,0.00022289-0.00045935i,-3.9937e-06-0.00071143i,-9.3812e-05-0.0021327i,0.00085697-0.0030666i,0.0013189-0.0025587i,0.0013662-0.00093925i,-0.00038389+0.00071595i,-0.0032261+0.0013517i,-0.0034968+0.0013091i,-0.0027783+0.00166i
0.0059219+0.035968i,0.014499+0.039266i,0.0084545+0.023495i,-0.00068867+0.0047606i,-0.0041299-0.004844i,-0.0041276-0.0082033i,-0.0034478-0.0087035i,-0.0036273-0.0063963i,-0.003797-0.0022366i,-0.0036254+0.0010592i,-0.0032967+0.0014687i,-0.0033228+0.002154i,-0.0033201+0.0031493i,-0.0027836+0.001563i,-0.0020017+0.00063104i,-0.00011886+0.00067863i,0.0015713+0.00012106i,0.0021688-0.00073836i,0.0024825-0.0016489i,0.0029101-0.0024128i,0.0038538-0.0019498i,0.0045852-0.00040506i,0.0043888+0.00095466i
0.040811+0.0018279i,0.049529-0.0058293i,0.031879-0.003166i,0.0078121+0.00053969i,-0.0042669+0.0021354i,-0.010113+0.0014145i,-0.010133+0.00070435i,-0.0069829+0.00037867i,-0.0033339+0.00016481i,-0.00015288-6.9027e-05i,0.00095231-0.00092041i,0.0016287-0.00086145i,0.0021036+7.1677e-05i,0.0011611+8.8984e-05i,0.00017011-0.000206i,-0.00039385-0.0010021i,-0.0012181-0.0030326i,-0.0021595-0.0032881i,-0.0028087-0.00092613i,-0.0023391+0.00088556i,-0.0020335+0.0016303i,-0.0013603+0.00056093i,-0.00038764-0.0013596i
0.0098918-0.034056i,0.0025272-0.046905i,0.0014042-0.032392i,0.00029136-0.010616i,-0.0014859+0.0017322i,-0.002928+0.0075376i,-0.0032156+0.0084656i,-0.0022806+0.0063217i,-0.00077053+0.0037954i,-0.00031816+0.0017732i,-0.0013444+0.00067747i,-0.00063258-0.00013613i,0.0010719-0.00084519i,0.0011637-0.0010855i,0.00047304-0.0018027i,-0.00097846-0.0027816i,-0.0023818-0.0021095i,-0.0028001-0.0010607i,-0.0025523-0.00083102i,-0.0022996-0.0015427i,-0.0022883-0.0027571i,-0.0014965-0.0028043i,-0.0013615-0.0018146i
-0.028938-0.01662i,-0.046171-0.012093i,-0.032892-0.009612i,-0.010854-0.0059145i,9.2878e-05-0.0012299i,0.0067811+0.0025008i,0.0090292+0.0025334i,0.0055388+0.001159i,0.0008015+0.00038369i,-0.0018737+0.00082418i,-0.0012779+0.002086i,0.00045096+0.0018814i,-0.00075502-8.578e-05i,-0.001934-0.00062395i,-0.0018427+0.00034305i,-0.0014703+0.0018938i,-0.0010021+0.0041304i,-0.00042802+0.0051662i,0.0016928+0.0037922i,0.0047649+0.0027203i,0.0064713+0.0029661i,0.0056643+0.0027722i,0.0033601+0.002953i
