-0.0026099+0.0011001i,-0.0011436-0.0013677i,-0.0025915-0.0021024i,-0.0022352-0.00035285i,-0.00023577+0.0019965i,0.0017627+0.0019378i,0.0015496+0.0010077i,0.00024668+0.00080581i,0.00083702+0.00086799i,0.0015106-6.7192e-05i,0.00065462-0.0011236i,-0.00029776-0.0011889i,-0.00071564-0.0010598i,-0.00057688-0.0011608i,2.508e-05-0.000339i,0.00030549+0.00046151i,0.00064998+0.00037057i,0.0001707-0.00044534i,-0.0004253-0.0012245i,-0.00023034-0.0010751i,0.00013878-0.00038922i,0.00036593+2.1834e-05i,0.00029931+0.00023725i
0.19259+0.058797i,0.22337+0.17171i,0.023648+0.14275i,-0.1817-0.084998i,-0.084399-0.2535i,0.10153-0.24701i,0.089151-0.12317i,0.025878+0.054465i,0.039659+0.12694i,0.044494+0.067323i,0.016322+0.0082237i,-0.01225+0.0011278i,-0.027063+0.013249i,-0.018892+0.0080713i,0.0010249-0.016563i,0.015517-0.035637i,0.028016-0.041179i,0.034307-0.048619i,0.023376-0.057974i,0.0072286-0.052007i,0.0051346-0.034747i,0.0097255-0.019279i,0.0077407-0.0049471i
-0.22708+0.17198i,-0.41843+0.34509i,-0.32033+0.44188i,0.00074441+0.24456i,0.0646-0.094336i,-0.089512-0.14864i,-0.048026+0.0019212i,0.10053+0.008179i,0.10535-0.050485i,0.041622-0.039339i,0.0075439-0.016202i,0.0041929-0.002968i,0.0098083-0.00036435i,-0.0018442+0.0072211i,-0.016881+0.031121i,-0.023097+0.04678i,-0.024885+0.041712i,-0.027088+0.024497i,-0.034269+0.012639i,-0.034183+0.012809i,-0.021764+0.010069i,-0.010051-0.0024244i,-0.0019089-0.014568i
0.2626-0.24086i,0.74393-0.49168i,1.1373-0.56682i,1.0268-0.30731i,0.58048+0.046044i,0.28226+0.22005i,0.19249+0.1959i,0.12487+0.10314i,0.049536+0.043776i,0.019359+0.032811i,0.026609+0.024299i,0.027207+0.0027351i,0.015104-0.0072732i,0.018267-0.009248i,0.032616-0.028602i,0.02992-0.04779i,0.013158-0.039854i,0.0025633-0.012785i,0.0078075+0.013138i,0.018364+0.017588i,0.014464+0.0055357i,0.0033729+0.0028843i,0.0031979+0.0027215i
-0.12604+0.18058i,-0.40153+0.38886i,-0.65263+0.46299i,-0.62028+0.43428i,-0.36248+0.44979i,-0.1105+0.31985i,-0.036295+0.03582i,-0.078563-0.095538i,-0.060538-0.072352i,-0.020357-0.046684i,-0.016963-0.018816i,-0.011054+0.0049691i,-0.0034644-0.0029698i,-0.015397-0.017118i,-0.038601-0.0051602i,-0.049898+0.024578i,-0.040468+0.045856i,-0.012308+0.045054i,0.016358+0.018855i,0.017282-0.0070982i,0.0048317-0.0052223i,0.0065135+0.0048569i,0.0089377+0.0064729i
-0.10654-0.10701i,-0.3443-0.16215i,-0.60911+0.11659i,-0.51544+0.50612i,-0.060865+0.39052i,0.13239-0.00018352i,-0.006385-0.056633i,-0.033864+0.046941i,0.0087254+0.016524i,-0.0077285-0.017787i,-0.0047793-0.010129i,-0.0040352-0.0069424i,-0.010169+0.018144i,0.0085738+0.037788i,0.038783+0.03173i,0.069742+0.0095338i,0.079639-0.019507i,0.055942-0.037521i,0.018932-0.03775i,-0.0057438-0.026744i,-0.012482-0.016621i,-0.016144-0.0098699i,-0.017459-0.00084051i
0.24176+0.16357i,0.75051+0.36166i,1.2381+0.27523i,1.108-0.17344i,0.41911-0.42745i,-0.061761-0.23806i,-0.11405-0.072031i,-0.1248-0.048398i,-0.13302+0.033516i,-0.049089+0.081598i,0.0050152+0.050008i,0.013773+0.0352i,0.031316+0.021412i,0.034704-0.0050005i,0.01952-0.020873i,-0.0062186-0.037734i,-0.036944-0.050556i,-0.049234-0.040051i,-0.035789-0.013494i,-0.015482+0.0037364i,-0.0059618+0.0031945i,-0.0045381-0.00089667i,-0.0056296+6.293e-05i
-0.24172-0.23502i,-0.70356-0.61161i,-1.0933-0.98917i,-1.0218-1.0017i,-0.61636-0.64836i,-0.25998-0.27233i,-0.058924-0.036724i,0.062813+0.054262i,0.11036+0.03393i,0.073233-0.013688i,0.011238-0.025727i,-0.012504-0.021438i,-0.013357-0.027981i,-0.017833-0.028867i,-0.019858-0.010016i,-0.013975+0.026612i,-0.0015296+0.058337i,0.0051549+0.059753i,0.0042278+0.03785i,0.0038812+0.013303i,-0.00065202-0.0018553i,-0.0049854-0.0030007i,-0.00096921-0.002192i
0.19484+0.11638i,0.46405+0.19836i,0.53143+0.2887i,0.29398+0.39147i,0.1285+0.45098i,0.16493+0.32225i,0.18218+0.093273i,0.12577-0.018177i,0.068453-0.023359i,0.032759+0.0001316i,0.029616+0.024102i,0.030916+0.022735i,0.004702+0.021977i,-0.014275+0.030336i,-0.014588+0.026266i,-0.0051301+0.018874i,0.015716+0.011461i,0.029438+0.0062463i,0.024701+0.0081094i,0.012187+0.010191i,0.0097632+0.0098595i,0.014831+0.0015632i,0.0093432-0.011978i
-0.20207+0.079889i,-0.37869+0.42893i,-0.29904+0.87671i,0.089599+0.97068i,0.29482+0.54286i,0.11371+0.060936i,-0.093178-0.099093i,-0.12437-0.10573i,-0.10991-0.10756i,-0.10157-0.05807i,-0.064577-0.009941i,-0.032451-0.00055857i,-0.0059181+0.0053525i,0.019165+0.0067971i,0.026417+0.0013495i,0.024215-0.0068569i,0.015642-0.021243i,0.0071884-0.031533i,0.0054064-0.027356i,0.0047906-0.019059i,0.0022809-0.018861i,-0.0059809-0.018296i,-0.01057-0.0083199i
0.27742-0.18836i,0.58909-0.56883i,0.84802-0.93336i,0.77618-0.9173i,0.477-0.54361i,0.27386-0.16916i,0.17036+0.011893i,0.073111+0.091658i,0.037245+0.13228i,0.053251+0.099356i,0.039098+0.039368i,0.012531+0.019942i,0.013199+0.018233i,0.018001+0.0028626i,0.0023199-0.017206i,-0.031487-0.024916i,-0.062012-0.012457i,-0.069668+0.0062926i,-0.052555+0.012892i,-0.028754+0.013091i,-0.015339+0.017626i,-0.0053339+0.023369i,0.0062675+0.019877i
-0.24645+0.18831i,-0.56988+0.37913i,-0.98755+0.4139i,-1.147+0.22468i,-0.87814+0.018092i,-0.50367-0.085351i,-0.28187-0.094408i,-0.16258-0.060205i,-0.076077-0.043102i,-0.035322-0.043306i,-0.019488-0.02555i,0.0031609-0.0063392i,0.0094606-0.015754i,-0.0032251-0.023155i,0.0024388-0.0043263i,0.028835+0.019283i,0.051959+0.025733i,0.055286+0.016033i,0.035939+0.0015695i,0.016551-0.010722i,0.0085876-0.019063i,0.005375-0.020656i,0.0035367-0.017131i
0.067464-0.15822i,0.12577-0.17538i,0.25987-0.028498i,0.39371+0.15314i,0.42391+0.1706i,0.38975+0.096955i,0.30591+0.04817i,0.1941+0.030789i,0.096268+0.018916i,0.019014+0.0037734i,-0.026536+0.0003292i,-0.037027+0.0083582i,-0.02897+0.023147i,-0.017431+0.032799i,-0.012753+0.015056i,-0.016889-0.013267i,-0.01752-0.026272i,-0.011755-0.02323i,-0.0077037-0.010028i,-0.01111+0.0033687i,-0.01513+0.013835i,-0.012085+0.017619i,-0.011256+0.015627i
0.11008+0.12847i,0.23551+0.098335i,0.30065-0.0437i,0.1828-0.19405i,-0.071958-0.19922i,-0.24124-0.087401i,-0.21197-0.024011i,-0.12058-0.035577i,-0.070942-0.028402i,-0.023811+0.0091844i,0.027242+0.015678i,0.041473-0.0054583i,0.025929-0.01718i,0.017478-0.011125i,0.024797+0.0080256i,0.035401+0.021109i,0.035558+0.014887i,0.022902-0.0016555i,0.011835-0.012281i,0.01018-0.011848i,0.0086906-0.012738i,0.00092099-0.014178i,0.00033656-0.0095132i
-0.15741-0.087996i,-0.21991-0.14321i,-0.18296-0.18288i,-0.014094-0.1167i,0.23719+0.02524i,0.41779+0.078254i,0.38888+0.027596i,0.23438-0.014575i,0.11875-0.026326i,0.049035-0.04152i,-0.0089961-0.031884i,-0.03427+0.0049881i,-0.020466+0.024098i,-0.0010545+0.0064254i,-0.0071239-0.025699i,-0.032358-0.039232i,-0.048958-0.022892i,-0.043634+0.0045265i,-0.02478+0.017151i,-0.0071255+0.012524i,0.0012957+0.0079953i,0.0046221+0.010952i,0.0030219+0.0074102i
0.091586-0.013412i,-0.010052+0.064054i,-0.23218+0.25823i,-0.38642+0.41395i,-0.41964+0.32916i,-0.43699+0.12869i,-0.3673+0.046582i,-0.18951+0.034565i,-0.067086+0.0064848i,-0.020242+0.0014877i,0.014609-0.0048622i,0.023873-0.026815i,0.0048702-0.035273i,-0.020579-0.021453i,-0.025493+0.017139i,-0.0024749+0.052777i,0.020699+0.056792i,0.028203+0.038579i,0.023707+0.018859i,0.011815+0.0034623i,0.00083466-0.011594i,-0.0056126-0.021024i,-0.006452-0.017349i
0.02033+0.14371i,0.24222+0.21574i,0.6104+0.19248i,0.84593+0.040252i,0.77241-0.078751i,0.53649-0.039173i,0.29303+0.04154i,0.10572+0.067917i,0.021023+0.052182i,-3.177e-05+0.021851i,-0.015194+0.016557i,-0.015738+0.032406i,0.0051047+0.041092i,0.031547+0.037808i,0.045998+0.0099398i,0.039729-0.029634i,0.025126-0.049212i,0.015192-0.044843i,0.0067132-0.029425i,-0.0018639-0.012662i,-0.0058912+0.005373i,-0.0041003+0.016747i,8.8146e-05+0.015994i
-0.098429-0.18844i,-0.27001-0.34944i,-0.52734-0.51804i,-0.72896-0.55384i,-0.73172-0.38509i,-0.55474-0.14629i,-0.31301+0.0041081i,-0.1256+0.056824i,-0.025342+0.071687i,0.029138+0.054387i,0.049534+0.011528i,0.041434-0.022323i,0.022158-0.038115i,0.0022491-0.043609i,-0.013344-0.033278i,-0.022163-0.013865i,-0.026152-0.0044025i,-0.031719-0.0062459i,-0.03452-0.0059649i,-0.022626-0.002246i,-0.0066205-0.0068162i,-0.0001338-0.014986i,0.00055917-0.014941i
0.12872+0.094241i,0.17395+0.14239i,0.12732+0.19149i,0.04029+0.22978i,0.062167+0.17335i,0.13369+0.013654i,0.098866-0.080359i,0.039317-0.049713i,0.03196-0.023695i,0.0032596-0.023203i,-0.025748+0.0026631i,-0.019017+0.017819i,-0.011858+0.012988i,-0.012716+0.0091065i,-0.019498+0.0003458i,-0.027196-0.00091905i,-0.02325+0.012134i,-0.01156+0.025592i,-0.0011873+0.025725i,-0.00090526+0.015384i,-0.0054043+0.013887i,-0.0034334+0.019858i,-0.0010327+0.018311i
-0.15586+0.04684i,-0.22373+0.14895i,-0.16964+0.30879i,-0.013854+0.41379i,0.027704+0.3805i,-0.064976+0.23042i,-0.09975+0.073064i,-0.062346-0.032535i,-0.042932-0.054339i,-0.020053-0.0029851i,0.01329+0.02765i,0.017385+0.028519i,0.0046687+0.033302i,0.0014366+0.039838i,0.014562+0.050973i,0.038723+0.054342i,0.052787+0.037453i,0.049419+0.013746i,0.036162-0.0028206i,0.023818-0.011148i,0.017178-0.019047i,0.0092321-0.024356i,-0.0012827-0.021583i
0.15107-0.12768i,0.32184-0.22823i,0.51151-0.33942i,0.59279-0.4131i,0.51323-0.40483i,0.3584-0.30054i,0.18994-0.18006i,0.039429-0.088386i,-0.032704-0.023198i,-0.039072-0.0027426i,-0.036601-0.0054432i,-0.02069-0.0021164i,0.017123-0.0057616i,0.046844-0.028617i,0.044802-0.064428i,0.014318-0.091244i,-0.018069-0.08659i,-0.028783-0.061023i,-0.022476-0.03681i,-0.020296-0.017419i,-0.024752+0.0017192i,-0.02273+0.017383i,-0.0092736+0.021545i
-0.06028+0.11775i,-0.18439+0.13265i,-0.34514+0.052263i,-0.41429-0.076888i,-0.31324-0.14553i,-0.14947-0.12475i,-0.058235-0.072153i,-0.036585-0.0095853i,-0.015916+0.034826i,-0.0029787+0.025334i,-0.0088837+0.0098838i,-0.010376+0.008904i,-0.018485-1.7764e-05i,-0.041051+0.004152i,-0.049253+0.036727i,-0.034974+0.067149i,-0.017293+0.070707i,-0.0091799+0.055032i,-0.0041905+0.036401i,0.0055636+0.019919i,0.015301+0.0030524i,0.018005-0.012272i,0.010866-0.021104i
-0.041323-0.078172i,-0.04026-0.079057i,-0.071815+0.016697i,-0.15762+0.15293i,-0.21868+0.18758i,-0.17519+0.12254i,-0.054089+0.078522i,0.052661+0.038223i,0.065216-0.013562i,0.021237-0.028359i,-0.0096673-0.01919i,-0.023225-0.0086612i,-0.020916+0.0069758i,0.00097277+0.014978i,0.024303-0.00043399i,0.035989-0.022503i,0.039345-0.030824i,0.034763-0.026511i,0.023572-0.019374i,0.011197-0.014187i,-0.00095129-0.0082638i,-0.0091384+0.0014759i,-0.0088292+0.010463i
0.079112+0.037938i,0.11277+0.094748i,0.16042+0.13085i,0.23092+0.15452i,0.30059+0.21076i,0.31103+0.23072i,0.21694+0.15305i,0.096728+0.065669i,0.030742+0.012488i,0.007623-0.017402i,0.010411-0.02106i,0.025065-0.0097903i,0.030057+0.0057305i,0.021093+0.015564i,0.0061973+0.01843i,-0.0021957+0.019045i,-0.006012+0.011522i,-0.012288+0.0012724i,-0.017953+0.0010807i,-0.017888+0.0040962i,-0.012114-0.0005699i,-0.0059337-0.008845i,-0.0015183-0.011354i
-0.053408+0.0061383i,-0.079553-0.047905i,-0.053199-0.081533i,0.010815-0.107i,0.019813-0.16637i,-0.00862-0.18376i,0.025569-0.15i,0.058293-0.12399i,0.040129-0.080539i,0.031866-0.02586i,0.024974-0.012611i,-0.0033274-0.02245i,-0.015312-0.033061i,-0.014059-0.046716i,-0.022809-0.046957i,-0.030371-0.028915i,-0.029245-0.0048639i,-0.022247+0.011739i,-0.0086991+0.013854i,0.0034615+0.011417i,0.0077097+0.013654i,0.006404+0.018317i,0.0033063+0.017436i
0.023197-0.034144i,0.067846-0.040898i,0.054719-0.089199i,-0.0046678-0.111i,-0.015597-0.046119i,-0.037254+0.015709i,-0.12194+0.058087i,-0.1439+0.099666i,-0.076269+0.08837i,-0.022279+0.037677i,-0.0052823+0.013299i,0.0018146+0.015791i,-0.0044734+0.027781i,-0.0093358+0.046803i,0.0043594+0.059998i,0.022487+0.055741i,0.033188+0.038979i,0.035763+0.021824i,0.031109+0.0091961i,0.023801-0.0017521i,0.018579-0.013164i,0.015193-0.022567i,0.0097089-0.023496i
-0.0024387+0.034219i,-0.045562+0.095638i,-0.026733+0.15782i,-0.0080488+0.12972i,-0.10316+0.061432i,-0.17331+0.061179i,-0.10104+0.081141i,-0.011292+0.06459i,0.015976+0.047181i,0.027293+0.0404i,0.031067+0.028135i,0.023797+0.018328i,0.025523+0.0049671i,0.031675-0.021725i,0.027661-0.052737i,0.0097852-0.068237i,-0.0096968-0.060968i,-0.017809-0.04824i,-0.020897-0.039579i,-0.024157-0.029366i,-0.027583-0.01663i,-0.0283-0.0016387i,-0.021806+0.0087089i
-0.0017883-0.029166i,0.010372-0.13412i,-0.045913-0.1821i,-0.057955-0.08367i,0.079735+0.023971i,0.19593+0.033038i,0.15104+0.030072i,0.070201+0.053604i,0.029757+0.04047i,-0.0089584+0.011385i,-0.018365+0.0022238i,-0.00018183-0.012182i,0.001634-0.020403i,-0.0089177-0.0040799i,-0.018851+0.017492i,-0.024302+0.030812i,-0.022331+0.033491i,-0.016809+0.032058i,-0.011411+0.035281i,-0.0057471+0.039908i,0.0032427+0.038518i,0.01234+0.026796i,0.014897+0.011121i
-0.020727+0.038511i,0.011727+0.1716i,0.078841+0.2227i,0.058682+0.095129i,-0.070916-0.082821i,-0.14741-0.179i,-0.1094-0.19078i,-0.06001-0.1502i,-0.031266-0.075521i,-0.0036386-0.012368i,0.0032909+0.012448i,-0.0090757+0.016667i,-0.01821+0.01189i,-0.018849+0.0025055i,-0.0085946+0.00080073i,0.0091971+0.0023236i,0.020377+0.0016122i,0.020247+0.0029167i,0.016079-0.00012118i,0.011785-0.0096566i,0.0067321-0.016759i,0.00057492-0.015815i,-0.0058688-0.0073005i
0.016026-0.065447i,-0.073864-0.15832i,-0.14766-0.13303i,-0.07852+0.025469i,0.048328+0.13919i,0.066531+0.12157i,0.0056901+0.051824i,-0.031606-0.0062538i,-0.045598-0.029197i,-0.044257-0.020245i,-0.026548-0.0074279i,-0.0054297+0.0056951i,0.010721+0.022209i,0.018559+0.031267i,0.019413+0.026674i,0.015388+0.011546i,0.007735-0.0063746i,0.0020282-0.017927i,-5.343e-05-0.019086i,-0.0021157-0.013072i,-0.005387-0.0059734i,-0.0042481-0.0013922i,0.0035356-0.0021575i
0.028602+0.087021i,0.1831+0.11138i,0.29289+0.023044i,0.24203-0.10832i,0.14125-0.13308i,0.096256-0.067278i,0.050402-0.010795i,-0.0016743+0.03768i,0.0002148+0.058497i,0.018597+0.036959i,0.012501+0.020958i,0.011964+0.015508i,0.020731-0.0066646i,0.017047-0.033737i,0.0028613-0.044731i,-0.010387-0.036424i,-0.016299-0.014264i,-0.01702+0.0046959i,-0.017383+0.01025i,-0.017852+0.0070586i,-0.017562+0.0011325i,-0.017927-0.0032936i,-0.018293-0.0029078i
-0.098136-0.091988i,-0.26553-0.059635i,-0.34771+0.01647i,-0.25072+0.042027i,-0.098074-0.0081336i,0.0052068-0.064042i,0.062848-0.079262i,0.063566-0.077628i,0.017651-0.063627i,-0.02031-0.043791i,-0.028699-0.032254i,-0.027035-0.024329i,-0.028503-0.013335i,-0.02951+0.0023998i,-0.02513+0.020888i,-0.013882+0.031442i,0.0022522+0.024507i,0.014247+0.0081089i,0.018503-0.0016437i,0.019883-0.0036485i,0.017674-0.00053763i,0.014089+0.0055626i,0.013141+0.0081736i
0.15934+0.036482i,0.27538-0.053053i,0.26572-0.1279i,0.10912-0.093915i,-0.034275-0.01097i,-0.062761+0.059534i,-0.030935+0.10773i,0.017515+0.11557i,0.051131+0.081274i,0.045858+0.040517i,0.02323+0.022183i,0.0063571+0.022348i,0.0041464+0.027216i,0.016688+0.020629i,0.028785-0.0009227i,0.028873-0.020739i,0.020425-0.025813i,0.010702-0.020491i,0.0024047-0.015673i,-0.002084-0.014829i,-0.0025988-0.016431i,-0.0034926-0.018862i,-0.0056176-0.01664i
-0.17001+0.067306i,-0.22068+0.21784i,-0.16778+0.33497i,-0.036198+0.32639i,0.059343+0.23164i,0.070318+0.11275i,0.059901-0.014138i,0.026716-0.10751i,-0.028715-0.11386i,-0.043226-0.06636i,-0.024068-0.03695i,-0.010314-0.025237i,-0.00056933-0.012893i,0.0015061-0.0026974i,-0.005333+0.0092211i,-0.011941+0.017704i,-0.018528+0.015796i,-0.024391+0.010421i,-0.024468+0.010049i,-0.018009+0.013379i,-0.008613+0.01551i,-0.0029546+0.015418i,-0.0010594+0.013146i
0.12134-0.17191i,0.11967-0.32647i,0.090687-0.40995i,0.075324-0.34297i,0.089505-0.17818i,0.086358-0.043604i,0.028885+0.050373i,0.0024988+0.1157i,0.040744+0.10618i,0.063033+0.049776i,0.044243+0.013771i,0.020401+0.0015652i,0.0071032-0.0056379i,0.0052569-0.012309i,0.006418-0.015762i,0.0062075-0.012026i,0.01252+0.0014076i,0.024136+0.017767i,0.032317+0.02255i,0.03229+0.01343i,0.025253+0.00037234i,0.015118-0.0087967i,0.0054004-0.011563i
-0.0074589+0.22545i,0.051949+0.34016i,0.093991+0.34527i,0.059879+0.19045i,-0.051072-0.02087i,-0.13676-0.11863i,-0.1295-0.11234i,-0.097871-0.092438i,-0.087517-0.05952i,-0.063345-0.017171i,-0.026378+0.0031222i,-0.0059407+0.0043324i,-0.0077211+0.0023363i,-0.018671+0.0083856i,-0.017317+0.020488i,-0.0059568+0.022787i,-0.0023247+0.0072605i,-0.0062704-0.013489i,-0.011305-0.022649i,-0.014971-0.017104i,-0.016492-0.002976i,-0.011624+0.010062i,-0.0038129+0.013006i
-0.13282-0.20269i,-0.24527-0.27813i,-0.32048-0.26421i,-0.30742-0.11534i,-0.19463+0.086826i,-0.069545+0.20266i,-0.0066615+0.20301i,0.037571+0.16518i,0.078334+0.1125i,0.071877+0.050675i,0.039178+0.015559i,0.019645+0.0043597i,0.015618+0.002313i,0.019812-0.002957i,0.015471-0.021828i,0.00014756-0.034035i,-0.0088616-0.025872i,-0.0094654-0.010675i,-0.0088674-0.0024486i,-0.0068321-0.0024654i,-0.0018712-0.0061812i,0.00074316-0.013709i,-0.00087545-0.017665i
0.22661+0.097657i,0.3484+0.1352i,0.39415+0.16619i,0.35789+0.11481i,0.266-0.041178i,0.15671-0.18945i,0.076643-0.20946i,0.0095874-0.15366i,-0.051086-0.089124i,-0.064136-0.026282i,-0.03334+0.0071715i,-0.0026765+0.0091595i,0.0057526+0.001364i,-0.00053177-0.00054596i,-0.0074292+0.01337i,-0.0078066+0.028641i,-0.007313+0.028641i,-0.010792+0.020026i,-0.012386+0.017996i,-0.008939+0.017842i,-0.006233+0.01493i,-0.0058018+0.017081i,-0.0028195+0.018498i
-0.23965+0.063266i,-0.33044+0.074447i,-0.32654+0.015727i,-0.24931-0.024618i,-0.1521+0.026691i,-0.060241+0.062438i,-0.026271+0.024831i,-0.011148+0.0023793i,0.026151+0.0047504i,0.033266-0.0017987i,0.0031991-0.00465i,-0.021448+0.0024591i,-0.021258+0.011545i,-0.0056961+0.01028i,0.0084272-0.004208i,0.01765-0.018082i,0.026893-0.020738i,0.032929-0.017876i,0.029552-0.018061i,0.018222-0.01946i,0.0094047-0.019492i,0.00694-0.019441i,0.0064767-0.016597i
0.14985-0.19241i,0.21649-0.24065i,0.26769-0.17242i,0.27823-0.12491i,0.19803-0.18449i,0.076666-0.18054i,0.03139-0.090069i,0.011444-0.042892i,-0.036126-0.02797i,-0.045225-0.0075972i,-0.013179+0.0045643i,0.016841+0.0077654i,0.027637+0.0033697i,0.017529+0.00068758i,0.0069103+0.0076357i,0.0021074+0.011983i,-0.0071685+0.0077205i,-0.019032+0.0023729i,-0.021592+0.00060684i,-0.013801+0.0032519i,-0.0064047+0.0071901i,-0.0047988+0.0095392i,-0.0072493+0.010584i
-0.0079465+0.23638i,-0.051915+0.27714i,-0.20054+0.21207i,-0.32363+0.20493i,-0.23315+0.3111i,-0.056797+0.32058i,-0.0010372+0.2016i,-0.0034805+0.11049i,0.035318+0.063441i,0.052085+0.012981i,0.016281-0.014612i,-0.01734-0.01089i,-0.028083-0.0019673i,-0.023216+0.00046762i,-0.015373-0.0068717i,-0.012192-0.016711i,-0.0053996-0.014065i,0.0060145-0.0032356i,0.011327+0.0016711i,0.0082315+0.00034993i,0.0056961-0.0033192i,0.0067009-0.0081098i,0.0084262-0.0090338i
-0.14024-0.17487i,-0.11512-0.18169i,0.087036-0.13i,0.29305-0.14076i,0.29567-0.22442i,0.2015-0.23802i,0.14993-0.13434i,0.11246-0.039769i,0.043056-0.016776i,-0.0085357-0.011404i,-0.0043265-0.006491i,0.014444-0.011231i,0.016655-0.014937i,0.0097413-0.0097831i,0.0021558+0.0073167i,-0.0017413+0.029813i,-0.0018922+0.036725i,-0.00049752+0.025103i,0.0010643+0.011448i,-1.6123e-05+0.0034538i,-0.0039202+0.00019922i,-0.0082206+0.0010456i,-0.01059+0.00087574i
0.21303+0.039802i,0.1896+0.031823i,-0.017571+0.054958i,-0.23738+0.1232i,-0.30823+0.18555i,-0.26961+0.19619i,-0.2031+0.13138i,-0.12614+0.052801i,-0.047637+0.022071i,0.00071572+0.019392i,0.0056818+0.015147i,-0.010231+0.014145i,-0.017516+0.020601i,-0.011086+0.017941i,-0.00090131-0.0011575i,0.0076402-0.02295i,0.008627-0.033218i,0.0029383-0.02785i,-0.0015382-0.01608i,-0.0027157-0.0053698i,-0.00086662+0.0040011i,0.0042002+0.0076558i,0.0091985+0.0061479i
-0.17992+0.10076i,-0.13823+0.099473i,0.042432-0.0020122i,0.22262-0.13098i,0.26693-0.19445i,0.19155-0.17027i,0.11197-0.10177i,0.054294-0.051042i,0.0029813-0.023283i,-0.013159-0.0035612i,0.0020612+0.0039074i,0.021135+0.00058701i,0.032464-0.013118i,0.027373-0.02259i,0.014255-0.010787i,0.0069938+0.0072199i,0.0017876+0.016375i,-0.0055117+0.01604i,-0.0093988+0.01139i,-0.0064688+0.0055575i,-0.00233-0.001847i,-0.0028453-0.0047863i,-0.005382-0.001804i
0.069269-0.1911i,0.017592-0.18143i,-0.12033-0.057838i,-0.26982+0.086992i,-0.2995+0.17648i,-0.21411+0.15728i,-0.15182+0.084708i,-0.11147+0.050996i,-0.041477+0.039729i,0.0075317+0.018i,0.0095186+0.0071091i,-0.0044235+0.0098759i,-0.017551+0.015214i,-0.01807+0.017093i,-0.011987+0.0040781i,-0.01184-0.016211i,-0.010013-0.02368i,-0.003125-0.015333i,0.0031313-0.0053767i,0.0028189-0.0024972i,-0.0020396-0.0024665i,-0.0013084-0.0036791i,0.0038627-0.0056207i
0.067415+0.18605i,0.11306+0.17566i,0.20464+0.077714i,0.35099-0.050434i,0.39778-0.17391i,0.29092-0.21137i,0.16898-0.14833i,0.10336-0.078437i,0.049535-0.048462i,-0.001531-0.028811i,-0.018232-0.007428i,-0.003999+0.0003252i,0.012324-0.0077236i,0.015201-0.011725i,0.011754+0.0010131i,0.011257+0.019643i,0.01049+0.02487i,0.0069968+0.011683i,0.0015062-0.0029459i,-0.0016678-0.0054788i,-0.0035252-0.0023806i,-0.010463+0.0015398i,-0.017141+0.0054587i
-0.16579-0.10341i,-0.19468-0.0902i,-0.23623-0.018007i,-0.34586+0.078774i,-0.38332+0.15118i,-0.2739+0.15032i,-0.13715+0.089321i,-0.06111+0.043145i,-0.025904+0.028932i,-0.0069626+0.021207i,-0.0027374+0.010034i,-0.010996+0.0056889i,-0.016221+0.015945i,-0.011289+0.020434i,-0.0071712+0.0095166i,-0.0067801-0.004304i,-0.0033901-0.0082326i,0.00014741-0.0038214i,0.0025748-0.0011585i,0.0041728-0.0022223i,0.007593-0.0020207i,0.015566-0.0016325i,0.021164-0.0025814i
0.18308-0.017849i,0.20487-0.022211i,0.2297-0.037851i,0.32645-0.083885i,0.38413-0.11131i,0.31129-0.096961i,0.19142-0.069601i,0.09081-0.055571i,0.023204-0.032139i,0.00074872-0.010222i,-0.0046433-0.0055786i,-0.0041441-0.0027935i,0.0048198-0.0078595i,0.0078147-0.014292i,0.0054237-0.007523i,0.0067093+0.0030911i,0.0075177+0.0064592i,0.0050233+0.0036022i,-8.7774e-05+0.0012865i,-0.0038348-0.0011527i,-0.0073171-0.0062193i,-0.013021-0.0099733i,-0.015961-0.0097772i
-0.12474+0.11674i,-0.14989+0.10754i,-0.20733+0.065233i,-0.33221+0.074982i,-0.38321+0.10251i,-0.26778+0.080421i,-0.13249+0.038756i,-0.064719+0.028354i,-0.023288+0.025217i,0.00059021+0.010121i,0.0056861-0.0044729i,0.0018363-0.0069426i,-0.0029056+0.0057646i,-0.0018966+0.014714i,0.00033577+0.0065032i,-0.002032-0.0072304i,-0.0040468-0.011187i,-0.0012696-0.0062804i,0.0031056-0.00093507i,0.0043575+0.0035361i,0.0043854+0.0081797i,0.0061372+0.010402i,0.0081282+0.0087445i
0.01709-0.15196i,0.047685-0.12733i,0.15719-0.049618i,0.32331-0.042892i,0.38303-0.077385i,0.26901-0.050731i,0.13546-0.0033557i,0.07195-0.00055697i,0.039332-0.022057i,0.015783-0.02729i,0.0064213-0.014744i,0.0059903-0.0078624i,0.0034189-0.013077i,-0.0024781-0.015935i,-0.0060243-0.009012i,-0.0071167+0.0019358i,-0.0091884+0.0093001i,-0.012033+0.011203i,-0.011058+0.010378i,-0.0049467+0.0055169i,0.00099042+0.00092176i,0.0017254+0.0011153i,-0.00061718+0.0048273i
