-0.001223-0.00031605i,0.00029728-0.0013666i,0.00070859-0.00028537i,0.001096+0.0015366i,0.0011808+0.002714i,0.00090916+0.0022318i,0.0010709+0.0014324i,0.0008631+0.0012789i,0.00058865+0.0012709i,0.00060668+0.00079512i,0.00018154+0.00018045i,0.00072738-0.00021525i,0.00097333-0.00027548i,0.00053142+0.00016805i,0.0002828+0.00087474i,-6.5981e-05+0.0011715i,-9.0702e-05+0.0007094i,0.00011046-0.00013449i,0.00033064-0.00047223i,0.00049505-0.00039116i,-0.00034244-0.0004204i,-0.00074025-0.00098377i,0.00011595-0.0012392i
0.013041-6.9166e-05i,-0.01039+0.015563i,-0.033927+0.038664i,-0.025032+0.048677i,0.0013536+0.043303i,0.0086291+0.031551i,-7.6775e-05+0.019008i,-0.003161+0.0097565i,0.00052604+0.0032676i,0.0044576-0.0020486i,0.0063575-0.0053252i,0.0057328-0.0064554i,0.0038126-0.0063408i,0.0050796-0.0050663i,0.00818-0.0035062i,0.0086367-0.0037053i,0.0052163-0.0046843i,0.0011788-0.0040324i,0.0011465+0.0017985i,0.005141+0.011328i,0.0069105+0.018031i,0.0046824+0.01746i,0.0034931+0.011964i
0.025071-0.012326i,0.033134-0.048331i,0.023999-0.068207i,0.0025729-0.058476i,-0.012827-0.045428i,-0.011059-0.038501i,-0.0030461-0.027725i,-4.1866e-05-0.01364i,0.0010316-0.0040143i,0.0021587+0.00073884i,0.0012117+0.0032503i,-0.00075975+0.0050449i,-0.0018206+0.0059001i,-0.0025554+0.0050647i,-0.0044604+0.0029512i,-0.0053222+0.0010222i,-0.0022459+0.00067452i,0.0012563+0.00072265i,0.00035112-0.0026975i,-0.0043071-0.010457i,-0.0066281-0.017756i,-0.0043702-0.017322i,-0.0023444-0.010701i
0.010655+0.044793i,0.029821+0.056859i,0.031528+0.047756i,0.025836+0.025824i,0.026721+0.017788i,0.024252+0.019479i,0.015333+0.013675i,0.0080731+0.0045835i,0.0038816+0.0022036i,0.0026151+0.0042425i,0.0030475+0.0041175i,0.0038093+0.00046381i,0.0031296-0.0038504i,0.0026827-0.0043786i,0.0036863-0.0017678i,0.004082-0.00028492i,0.0020235-0.00047778i,-3.0177e-05-0.00092381i,0.00036832+0.0018039i,0.003468+0.0099256i,0.005875+0.017377i,0.0043798+0.01702i,0.0026239+0.011764i
-0.038166+0.011043i,-0.029224+0.0081654i,-0.0046485-0.0079624i,0.0042329-0.021037i,-0.0083086-0.023427i,-0.01474-0.018133i,-0.0081087-0.0089834i,-0.0023185-0.0027477i,-0.0032856-0.00044031i,-0.0076704+0.00088561i,-0.01044+0.0026736i,-0.0094326+0.0040349i,-0.0050141+0.0034873i,-0.0022457+0.0019555i,-0.0048784+0.00097986i,-0.0079184+0.001753i,-0.0069009+0.0034253i,-0.0037962+0.0033471i,-0.0033933-0.0015358i,-0.0052693-0.010387i,-0.0056147-0.018103i,-0.0042285-0.018352i,-0.0032965-0.012887i
-0.011457-0.0095696i,-0.010371+0.012942i,0.0015049+0.029478i,0.016123+0.023248i,0.023351+0.011426i,0.015579+0.0083885i,0.0043801+0.0077705i,0.0024669+0.0045089i,0.0034441-0.00056053i,0.0035915-0.0049079i,0.0053481-0.006102i,0.0058694-0.004105i,0.0040343-0.0023279i,0.0030187-0.0016953i,0.0050545-0.0023404i,0.0065271-0.0039684i,0.0032552-0.0051238i,0.00015828-0.0049613i,0.001891+0.00045674i,0.0057035+0.010357i,0.0072034+0.017189i,0.0064739+0.01598i,0.0051733+0.009609i
-0.0058108-0.039552i,-0.028865-0.046556i,-0.037383-0.034215i,-0.03113-0.016366i,-0.026101-0.011376i,-0.020643-0.013687i,-0.012294-0.0086963i,-0.0051416-0.0011746i,0.00037433+0.00050961i,0.0015739-0.00060444i,-0.0010996-0.00043597i,-0.0031363+0.00045643i,-0.0019347+0.0011316i,-0.00097609+0.001926i,-0.0027226+0.0023601i,-0.0040667+0.0034353i,-0.0025182+0.004686i,-0.00028184+0.0050626i,-0.00072895+0.0015874i,-0.0038875-0.0073754i,-0.0055822-0.015134i,-0.0046017-0.014245i,-0.0022674-0.0086583i
0.044133-0.012978i,0.047367-0.021315i,0.036664-0.01793i,0.027413-0.014519i,0.026321-0.013126i,0.021968-0.0087093i,0.011139-0.0047353i,0.0036846-0.0003796i,0.0035022+0.0033629i,0.0071119+0.004293i,0.010238+0.0041797i,0.0092674+0.0033038i,0.0052565+0.0017183i,0.0029794-3.2397e-06i,0.0036766-0.0017995i,0.0040881-0.0029774i,0.0019158-0.0037795i,0.00077304-0.0035442i,0.0026899+0.001322i,0.0058909+0.010782i,0.0065714+0.017302i,0.0034501+0.015774i,0.00055036+0.011224i
0.016448+0.036943i,0.018906+0.030426i,0.013226+0.013348i,0.0046476+0.0064046i,-0.0031134+0.0075091i,-0.0035673+0.0050895i,0.00046819+0.0017676i,0.00038354+0.0011612i,-0.0032564+0.0025048i,-0.0057278+0.0032594i,-0.0074391+0.0022376i,-0.0082603+0.0010078i,-0.0061-0.00017521i,-0.0024331-0.0010399i,-0.0018026-0.00037183i,-0.0045568+0.0013903i,-0.0045437+0.0041281i,-0.0035882+0.0045622i,-0.0054791+0.00014459i,-0.0083142-0.0090714i,-0.0089564-0.01709i,-0.0066446-0.015891i,-0.0039329-0.010215i
-0.014938+0.024625i,0.0054407+0.026372i,0.018395+0.014269i,0.017113-0.0015778i,0.013823-0.0076427i,0.008719-0.0027769i,0.0033572-0.00023097i,0.0012822-0.0032081i,-0.00028203-0.0042723i,-0.00011705-0.0028407i,0.0023958+7.6219e-05i,0.0048521+0.0030404i,0.0050622+0.0023622i,0.0039223+0.00064371i,0.0041786-0.00028667i,0.0041869-0.0031834i,0.0024913-0.0066417i,0.0011955-0.0072125i,0.0021527-0.0025026i,0.0051505+0.0068545i,0.0065803+0.014085i,0.0045525+0.012864i,0.0020907+0.0074796i
-0.040758+0.0040191i,-0.042399+0.018672i,-0.028975+0.023369i,-0.013011+0.019319i,-0.0099435+0.012606i,-0.011654+0.005506i,-0.007101+0.0028354i,-0.00014685+0.0029283i,0.0027183+0.00014523i,0.00056132-0.0036575i,-0.0033387-0.0046664i,-0.0062692-0.0037837i,-0.0059131-0.0022682i,-0.0034381-0.00092388i,-0.0024123+0.0014301i,-0.0023677+0.0037846i,-0.001407+0.0042967i,-0.0010794+0.003979i,-0.0030407-1.3739e-06i,-0.0053829-0.010174i,-0.0062618-0.017821i,-0.0041738-0.015353i,0.00045408-0.0092894i
-0.014251-0.044059i,-0.017491-0.051818i,-0.0080089-0.046063i,-0.0011383-0.04053i,-0.0011513-0.036954i,-0.0027674-0.025841i,-0.0047618-0.01291i,-0.0031997-0.0040582i,0.0006476+0.00059609i,0.0032014+0.0028133i,0.0053865+0.0045237i,0.0075415+0.0050684i,0.0066055+0.0037703i,0.0045878+0.001882i,0.002598+0.00090205i,0.0010436+0.00010877i,0.0011389-0.001814i,0.0024589-0.0037062i,0.0043065+0.00022673i,0.0074211+0.0099978i,0.009419+0.01672i,0.0069852+0.015223i,0.0027206+0.010282i
0.033511-0.021184i,0.027374-0.014788i,0.020005-0.0010349i,0.020547+0.0051774i,0.019481+0.0031773i,0.013531-0.00015118i,0.0086379+6.381e-05i,0.0044048+0.0027493i,0.0013568+0.0032342i,-0.00021187+0.0002801i,-0.0033739-0.002696i,-0.0062746-0.0034023i,-0.0056996-0.0028716i,-0.0041441-0.0019327i,-0.0044663-0.0012642i,-0.0055031+0.00077388i,-0.0046734+0.0050097i,-0.0036233+0.0069792i,-0.0043158+0.0029787i,-0.0068742-0.0062482i,-0.008094-0.014525i,-0.0058128-0.014401i,-0.0023315-0.0083561i
0.02844+0.0093143i,0.025054-0.0019268i,0.0097348-0.010019i,-0.0018528-0.0097813i,-0.001992-0.0065136i,0.0013843-0.0021018i,0.0016183-0.00019169i,0.00037064-0.00076712i,-0.0011167+0.00018642i,0.00012023+0.0023572i,0.0036664+0.005469i,0.0069791+0.0068917i,0.007622+0.0055165i,0.0064204+0.002711i,0.0054373-0.00047802i,0.0033941-0.0043266i,0.00041692-0.0065931i,-0.00070253-0.0058945i,0.0013193-0.00082912i,0.005391+0.0096816i,0.0068315+0.015781i,0.00369+0.013287i,-0.001134+0.0081696i
0.0039296+0.041061i,0.015319+0.045053i,0.015736+0.037833i,0.011268+0.030724i,0.010105+0.02513i,0.0070293+0.016239i,0.0056663+0.0076508i,0.0062158+0.0032446i,0.0041551+0.00049801i,0.00073206-0.0027144i,-0.0036287-0.0050439i,-0.006187-0.0049233i,-0.0054082-0.0027825i,-0.0037768-0.00063698i,-0.00099056+8.4723e-05i,0.0014142+0.00029449i,0.0016004+0.001364i,0.0003541+0.0020941i,-0.0031283-0.0013945i,-0.0080173-0.010441i,-0.010033-0.016916i,-0.0064767-0.014345i,-0.0011649-0.0087875i
-0.039352+0.013072i,-0.040802+0.0067294i,-0.03617-0.010298i,-0.033655-0.019567i,-0.02959-0.01725i,-0.021815-0.0086113i,-0.01346-0.00092621i,-0.005793+0.00088463i,-0.00071197+0.0012455i,0.0017595+0.004105i,0.0043485+0.0071714i,0.0077983+0.007157i,0.0083615+0.0040186i,0.0056948+0.0012711i,0.0039253+0.0008486i,0.0042076+0.00061154i,0.0040692-0.0016349i,0.0033614-0.004622i,0.0046616-0.0020055i,0.0087773+0.0070819i,0.010209+0.013826i,0.0055202+0.013829i,0.00050051+0.0097615i
-0.019048-0.023482i,-0.0071372-0.017606i,0.016622-0.012998i,0.028613-0.015756i,0.02103-0.018888i,0.010243-0.015374i,0.0050667-0.0093741i,0.0038603-0.0035901i,0.0025453-0.00088297i,-0.0018263-0.0023568i,-0.0061571-0.0050061i,-0.0079011-0.0049087i,-0.0075088-0.0028739i,-0.0059172-0.0016886i,-0.0056783-0.00056063i,-0.005284+0.0027252i,-0.0029578+0.0066261i,-0.0012645+0.0077423i,-0.0019362+0.0032219i,-0.0055715-0.0073667i,-0.0083839-0.015629i,-0.0061568-0.014917i,-0.0014026-0.0091437i
0.0039288-0.038664i,-0.0062345-0.031196i,-0.0072969-0.015552i,-0.00069263-0.0096555i,0.00089071-0.010083i,-0.0011555-0.0079122i,-0.0031164-0.0029823i,-0.0030667-0.00066811i,-0.00068134-0.00024715i,0.001741+0.0011719i,0.0042123+0.0034354i,0.0059757+0.0032727i,0.0061839+0.0014756i,0.0046814-0.0011198i,0.0021416-0.0030544i,-7.4466e-05-0.003755i,-0.0019084-0.0039082i,-0.0023798-0.002962i,0.00074295+0.00044291i,0.0073654+0.0085713i,0.011581+0.014794i,0.0089512+0.013487i,0.0032007+0.0093307i
0.038586-0.0075785i,0.039892-0.0036654i,0.034892+0.0083741i,0.034132+0.013278i,0.032499+0.0060583i,0.02285-0.0017536i,0.012515-0.0041019i,0.0062443-0.0025358i,0.003194-0.0025093i,0.00069887-0.0048891i,-0.0025725-0.0051001i,-0.0036856-0.0033221i,-0.0031517-0.0010698i,-0.0027137+0.00078191i,-0.0019287+0.00082369i,-0.0031808+0.00046743i,-0.0048316+0.0017114i,-0.0038893+0.0032881i,-0.0039676+0.0011724i,-0.0083672-0.0059885i,-0.011546-0.012455i,-0.0084617-0.013252i,-0.0036038-0.0095676i
0.010466+0.030511i,-0.0012357+0.024407i,-0.023287+0.016277i,-0.03216+0.016094i,-0.023171+0.017203i,-0.012942+0.014309i,-0.0075477+0.009548i,-0.00379+0.0056494i,0.00022397+0.0038174i,0.0050752+0.0037505i,0.0077855+0.0035937i,0.0080377+0.0025597i,0.0075585+0.00095478i,0.0053699+0.00011912i,0.003928-0.00064232i,0.0049448-0.0025875i,0.0043158-0.0057136i,0.0017669-0.0070146i,0.0027845-0.0024248i,0.0079818+0.006402i,0.01075+0.013497i,0.0074589+0.013804i,0.0031996+0.0092241i
-0.012427+0.024801i,0.00089286+0.010033i,0.0097166-0.012498i,0.0064719-0.020755i,0.0022901-0.016978i,0.0016951-0.011063i,0.0014267-0.0067815i,0.00071158-0.0030328i,-0.0011405-0.00028695i,-0.0016466+0.00045961i,-0.0020277+0.0010868i,-0.003489+0.0029917i,-0.0043729+0.0039969i,-0.0038885+0.0033795i,-0.0027637+0.0029755i,-0.0017533+0.0034379i,-0.00067818+0.0044566i,-4.9601e-05+0.0046387i,-0.0020814+0.0011323i,-0.0076456-0.0053324i,-0.012255-0.011517i,-0.010373-0.012017i,-0.0054094-0.0075475i
-0.034225+0.0019715i,-0.026335+0.00892i,-0.010681+0.004108i,-0.0046833-0.0054325i,-0.007747-0.0064026i,-0.0080899-0.0011091i,-0.0042158+0.0032979i,-0.0016758+0.0040865i,-0.00040882+0.0024192i,8.9964e-06+0.0025402i,-3.7788e-05+0.0034452i,-0.00015469+0.0011698i,0.00042915-0.0017015i,0.002015-0.0026622i,0.0027204-0.0024593i,0.0024769-0.0025798i,0.002446-0.0031143i,0.0014871-0.0032097i,0.0026799-0.00064914i,0.0083132+0.0054812i,0.012323+0.010706i,0.010366+0.0099286i,0.0057447+0.0064039i
-0.0156-0.034844i,-0.0073072-0.024731i,0.014651-0.011588i,0.026597-0.011448i,0.02042-0.017348i,0.011122-0.016724i,0.0056514-0.010669i,0.0039221-0.0055116i,0.0017435-0.0031152i,-0.0013402-0.0014011i,-0.0019657-0.00010874i,-0.00074175+0.0003959i,0.00010773+0.0010122i,0.00055492+0.0018053i,-0.00067812+0.002185i,-0.002985+0.0029725i,-0.0028286+0.0037595i,-0.0017309+0.0047087i,-0.0034108+0.0021531i,-0.0080706-0.0049732i,-0.011054-0.010922i,-0.0098838-0.011028i,-0.0064025-0.0064933i
0.017188-0.018057i,0.0083822-0.0019045i,2.6761e-05+0.018343i,0.0027661+0.022941i,0.0083683+0.014974i,0.0064482+0.0076387i,0.001574+0.0040912i,0.00017999+0.0032069i,0.0014227+0.0028038i,0.00032585+0.00046227i,-0.0022276-0.0020297i,-0.0024816-0.003088i,-0.0013709-0.0024669i,-0.00044768-0.001324i,0.0010337-0.0023436i,0.0019219-0.0047506i,0.00050332-0.0058804i,-0.00039204-0.0056324i,0.0034059-0.0026357i,0.010056+0.0037261i,0.013477+0.0096095i,0.012042+0.010401i,0.0080122+0.0071739i
0.029644+0.0045299i,0.019443-0.0093848i,0.0025377-0.015372i,-0.0035117-0.011809i,-0.00022844-0.0096582i,0.0026275-0.008722i,0.001615-0.0072209i,-0.00059101-0.0051221i,-0.00064487-0.0028821i,0.0017725-0.002243i,0.003924-0.0011899i,0.0044612+0.0013422i,0.0031972+0.0033364i,0.00012504+0.0033365i,-0.0026792+0.0028213i,-0.0037503+0.0031962i,-0.0034809+0.0043754i,-0.0022675+0.0054374i,-0.0030084+0.0043077i,-0.0076498-0.0013743i,-0.011935-0.0069229i,-0.011739-0.007467i,-0.0075312-0.005155i
0.015678+0.035133i,0.018389+0.022132i,0.011065+0.0055669i,0.0043479+0.00013919i,0.0027409+0.0035867i,0.0026281+0.0053365i,0.0018491+0.0039099i,0.0011284+0.0025345i,0.0018536+0.0022471i,0.0020025+0.0031453i,-0.00074664+0.0025269i,-0.003808+0.0010091i,-0.0038788-0.00085397i,-0.0020787-0.0024722i,0.00030401-0.0037353i,0.0024011-0.0057396i,0.0020473-0.0070679i,0.00098195-0.0059467i,0.0017555-0.0026203i,0.0062701+0.0024807i,0.011218+0.0067857i,0.010775+0.0068451i,0.0066365+0.0045614i
-0.023021+0.018598i,-0.012109+0.012052i,0.0030744-0.0059391i,0.005186-0.015348i,-0.0030099-0.012616i,-0.005276-0.008061i,-0.0021635-0.0033783i,-0.00019381-0.0009164i,5.8025e-05-0.00074791i,0.00099106+6.5706e-05i,0.0039676+0.0012916i,0.0054991+0.0016365i,0.0039952+0.0017974i,0.0028819+0.0018439i,0.0024384+0.0020569i,0.0010425+0.003638i,0.00057732+0.005763i,0.00086996+0.0056093i,-0.0012238+0.0023694i,-0.006473-0.0026895i,-0.01083-0.0073705i,-0.010545-0.0085856i,-0.0072565-0.0059354i
-0.025988-0.012474i,-0.012088+0.0014122i,0.0061717+0.0097318i,0.011906+0.0045064i,0.0083257-0.0012156i,0.0029833-0.00078797i,3.5054e-05+0.0019371i,0.00054201+0.003663i,0.00043069+0.0030662i,-0.0034708+0.002138i,-0.00786+0.0019685i,-0.0080768+0.0017586i,-0.005319+0.001059i,-0.0026254+0.0008463i,-0.00080634+0.00013562i,0.00070684-0.0025212i,0.00076294-0.0048197i,-0.00046116-0.0048708i,0.001618-0.0034857i,0.0072554+0.00090809i,0.011511+0.0057903i,0.011611+0.006216i,0.0079291+0.0045812i
-0.009957-0.031218i,-0.015716-0.019215i,-0.013514-0.0068148i,-0.0077539-0.0055894i,-0.0044262-0.0087966i,-0.0034143-0.0089823i,-0.00297-0.0056186i,-0.0026847-0.00092259i,-0.0021104-0.00020975i,-0.00083347-0.0021843i,0.0018861-0.0023809i,0.0043817-0.0004198i,0.0052637+0.0012263i,0.0031041+0.0016409i,4.528e-05+0.0016789i,-0.0013408+0.0029406i,-0.0013465+0.005518i,-0.00041386+0.0062021i,-0.001102+0.0039675i,-0.0043578-0.0011771i,-0.0079364-0.0060666i,-0.0084831-0.0056107i,-0.0059649-0.0030027i
0.028264-0.020345i,0.019111-0.021662i,0.0095927-0.014702i,0.010759-0.010317i,0.013046-0.010081i,0.0098568-0.0065813i,0.0053945-0.0029531i,0.0030536-0.0011401i,0.0018279-0.00082131i,0.00051532-0.00066374i,-0.0029356+0.0010013i,-0.0068983+0.0028469i,-0.0067312+0.002781i,-0.0037277+0.0012192i,-0.0027593-0.00079158i,-0.0022969-0.0035684i,-0.0011981-0.0056085i,-0.0017379-0.0057734i,-0.0006864-0.0031864i,0.0043164+0.0015885i,0.0092816+0.0055997i,0.0098397+0.0055904i,0.0070537+0.0032668i
0.02958+0.01626i,0.022684+0.0062328i,0.01023-0.0015825i,0.0058284-0.0017728i,0.0049051-0.0011028i,0.0028673-0.0014543i,0.0026677-0.00029339i,0.0037443-0.00013299i,0.0039257-0.0002732i,0.0051082-0.00018453i,0.0067107-0.0017065i,0.0066408-0.0033807i,0.0045527-0.003982i,0.0023492-0.004176i,0.0010194-0.0034705i,-0.00053879-0.0016419i,-0.00067952+0.0012831i,0.00035368+0.003592i,-4.8144e-06+0.0028615i,-0.0043626-0.0011959i,-0.0090553-0.0052681i,-0.0098131-0.0059536i,-0.0070573-0.0039335i
4.2092e-05+0.031695i,0.0092132+0.022706i,0.01322+0.0096593i,0.01046+0.0034148i,0.0059508+0.0032501i,0.003194+0.0037354i,0.0015392+0.002989i,0.0014824+0.0019332i,0.0015926+0.0032512i,-8.5078e-05+0.0058126i,-0.0020981+0.0069129i,-0.0030852+0.0061732i,-0.0022724+0.0041193i,-0.00013772+0.0021837i,0.0016303+0.00086368i,0.0022767-0.001343i,0.00074469-0.0040936i,-0.0015356-0.0048078i,-0.00094261-0.0031649i,0.0036667+0.0010585i,0.0089005+0.0054518i,0.0093401+0.005266i,0.0064586+0.00283i
-0.030406+0.015747i,-0.020577+0.020546i,-0.0097891+0.015477i,-0.0093846+0.0084995i,-0.011072+0.0050018i,-0.0098111+0.0025673i,-0.0073243+0.0017684i,-0.0041832+0.002864i,-0.0020812+0.0030846i,-0.0019054+0.0013993i,-0.0003985-0.00057897i,0.0017875-0.0016353i,0.0035709-0.0019414i,0.0023343-0.00090702i,0.0003099+0.00094459i,0.00031028+0.0024659i,0.00065388+0.0037564i,0.0013043+0.0040104i,0.00077744+0.0026189i,-0.0025365-0.0013646i,-0.0061417-0.0051887i,-0.0075127-0.0056079i,-0.0063832-0.004005i
-0.025319-0.019298i,-0.019428-0.014405i,-0.0088713-0.012785i,-0.0040417-0.018255i,-0.0021662-0.019974i,-0.00072172-0.014458i,-0.0016926-0.0091708i,-0.0018576-0.0061124i,-0.0019823-0.0038109i,-0.002575-0.0015012i,-0.0030457+0.00084575i,-0.0030016+0.0040832i,-0.0019172+0.0062606i,-0.00081584+0.0053338i,-0.00049194+0.0028417i,-0.00026671+0.00074485i,-0.00063932-0.00095459i,-0.002012-0.0018957i,-0.0013775+2.0718e-06i,0.0024867+0.0037235i,0.0069066+0.006296i,0.0080923+0.0060154i,0.0062586+0.0040778i
0.0077409-0.031147i,0.0040603-0.02446i,0.0068688-0.012541i,0.013178-0.008584i,0.012477-0.008072i,0.0084143-0.0049799i,0.0052895-0.0023677i,0.0037091-0.0016834i,0.0028869-0.001329i,0.002035-0.0029641i,0.0018373-0.0043918i,0.0002497-0.005215i,-0.0014548-0.005481i,-0.002018-0.0038454i,-0.0020154-0.0020789i,-0.0021746+3.8957e-05i,-0.001678+0.0020302i,-0.00062662+0.0022009i,-0.00094139+0.00086075i,-0.0037321-0.0023138i,-0.0074386-0.0049506i,-0.0078125-0.0045008i,-0.0056675-0.0021389i
0.032746-0.01194i,0.023757-0.012837i,0.016064-0.0073364i,0.016413-0.0022928i,0.014037-0.0019517i,0.0085466-0.00059726i,0.0063231+0.0018293i,0.0059789+0.001825i,0.0056681+0.00068415i,0.0051263+0.0004455i,0.0040061+0.00090913i,0.0020237+0.0013549i,0.00038801+0.0018578i,7.0515e-05+0.00097328i,0.00080554-0.00069036i,0.00028568-0.0018153i,-0.00097977-0.002887i,-0.0013093-0.0027958i,-0.00019345-0.001622i,0.0030237+0.00085852i,0.0058099+0.0037596i,0.0056963+0.0039154i,0.0041856+0.0024808i
0.022294+0.022144i,0.019454+0.019966i,0.010261+0.018746i,0.0048814+0.019232i,0.0037695+0.014659i,0.0016028+0.008366i,-0.00062138+0.0055944i,-0.00034634+0.0049005i,0.0010747+0.0041726i,0.0010312+0.0028546i,-5.8013e-05+0.0014234i,0.00023091-0.00026364i,0.00054108-0.0022584i,0.00052023-0.0021069i,-0.00016883-0.001067i,-0.00086013-5.2009e-05i,0.00043003+0.00098075i,0.0023788+0.00068031i,0.0017115-0.0010197i,-0.0017844-0.0037662i,-0.0053594-0.0047762i,-0.005686-0.0038845i,-0.0051284-0.0025273i
-0.014506+0.026903i,-0.011386+0.020916i,-0.014444+0.0063128i,-0.01898-0.0017685i,-0.015496-0.0028462i,-0.0095694-0.0034303i,-0.0075699-0.0024877i,-0.0066208-0.00060501i,-0.0044437+0.00047725i,-0.0016521+0.00092246i,0.00017653+0.0019704i,0.0019331+0.0036417i,0.0030221+0.0036708i,0.0022595+0.0028653i,0.0018348+0.0016887i,0.0023486+0.00042374i,0.00083848-0.00055782i,-0.0012281-0.0002389i,-0.00049621+0.0018777i,0.0030166+0.0044064i,0.0064531+0.0055128i,0.0068542+0.0040256i,0.0051406+0.0014516i
-0.031544+0.00031607i,-0.020504+0.00016368i,-0.0069579-0.0084028i,-0.0021914-0.015413i,-0.0017384-0.012803i,-0.00055296-0.0075102i,0.00033285-0.0050105i,-0.0003957-0.0050929i,-0.0015209-0.0049356i,-0.001819-0.0021012i,-0.003287-0.00016651i,-0.0035302-0.00013463i,-0.0020867+0.00079213i,-0.0017046+0.0012275i,-0.001754+0.0014843i,-0.001461+0.002345i,-0.0013618+0.0029695i,-0.00088561+0.0029372i,-0.00074347+0.00126i,-0.0037873-0.0012881i,-0.0071861-0.002892i,-0.0067153-0.0024203i,-0.0048629-0.0020393i
-0.020803-0.024062i,-0.014711-0.016617i,8.0191e-06-0.01175i,0.009174-0.012978i,0.0071179-0.01166i,0.004207-0.006801i,0.0048573-0.0042374i,0.0057897-0.0034513i,0.0045177-0.0031862i,0.0023463-0.0023961i,0.0017447-0.0014354i,0.002389-0.00055924i,0.0019703+0.0007218i,0.0011469+0.00076143i,0.00027735-0.00070633i,-0.00043047-0.0012855i,-0.00093486-0.0010499i,-0.0018706-0.0015667i,-0.0018098-0.00069948i,0.0009723+0.0019409i,0.0042925+0.0036165i,0.0050669+0.0034884i,0.0037312+0.0020669i
0.0054699-0.017744i,0.0056752-0.0050179i,0.012038+0.016356i,0.020844+0.021545i,0.020864+0.013648i,0.015485+0.0046317i,0.009297+0.00088278i,0.0046563+0.00075117i,0.0023805+0.0011864i,0.0023691+0.0024042i,0.0039282+0.0020964i,0.0034817-0.00074415i,0.00098908-0.0024918i,-0.00058612-0.0011888i,-0.0011594+0.00087605i,-0.0012996+0.0026951i,-0.0011946+0.0030007i,-0.00042304+0.0013897i,-0.00052786-0.0011528i,-0.0028959-0.0027443i,-0.0052776-0.0022936i,-0.0051955-0.0014939i,-0.0042686+0.00019316i
0.033893-0.0008158i,0.020604-0.0013123i,0.0037641+0.0030148i,-0.0016547+0.0066742i,-0.0016826+0.0040455i,-0.0039774+0.0029795i,-0.0048192+0.0052052i,-0.0028533+0.0058565i,-0.00051012+0.0040184i,-7.7124e-05+0.0012989i,-0.00045967+0.00057027i,0.0004091+0.0020421i,0.0011896+0.0017431i,0.0017078+0.00037474i,0.0020165+0.00010725i,0.001503-0.0014609i,0.00044246-0.0024943i,0.0010335-0.0015321i,0.0031611+0.00021171i,0.0060528+0.0013088i,0.0077144+0.0020736i,0.0062998+0.0014951i,0.0037886+0.00086161i
0.011495+0.019825i,0.0068032+0.011393i,-0.0057324+0.00057498i,-0.01092-0.0030957i,-0.0062057-0.0027467i,-0.0029272-0.0033198i,-0.0018166-0.0024603i,-0.0017629-0.0011012i,-0.00237-8.9795e-05i,-0.0022673+0.0015066i,-0.0024283+0.0020435i,-0.00198+0.0024812i,-0.001594+0.0024758i,-0.0021241+0.0012248i,-0.0010581+0.00081406i,0.00037111+0.0011681i,0.00032636+0.0017862i,-9.6703e-06+0.0018879i,-0.00059536+0.00083408i,-0.0022527-0.00046978i,-0.0041943-0.0016854i,-0.0043086-0.0017058i,-0.0037672-0.0010696i
-0.015063+0.022513i,-0.0041913+0.014799i,0.0018527-0.0030621i,-0.00011138-0.013541i,-0.0010202-0.012319i,-0.00021767-0.0085366i,0.00021328-0.0064086i,0.0012799-0.004375i,0.0012416-0.0017384i,0.00028174-0.0002599i,-0.00016567-0.00080845i,0.00079693-0.00051194i,0.0015785+0.00023452i,0.00074997-3.9069e-05i,2.7647e-05-0.0010085i,0.00048117-0.0030101i,0.00037008-0.0040811i,-0.00082443-0.0035971i,-0.000765-0.00089547i,0.0012576+0.0019258i,0.0029329+0.0027369i,0.0028003+0.0021143i,0.0029094+0.00054709i
-0.025122-0.0015627i,-0.011221-0.00027112i,0.010353-0.0049203i,0.019056-0.009688i,0.013289-0.0098128i,0.0073711-0.0069258i,0.0045948-0.0031712i,0.0031392-0.0004179i,0.0022378-0.00052315i,0.00028084-0.00064095i,-0.00028037-8.1464e-05i,-0.00010686-0.00028561i,-0.00053281-0.00057603i,0.00019727-0.00044248i,0.00071315+0.00076812i,0.00054235+0.0028575i,-0.00018147+0.003967i,-0.0011113+0.0033204i,-0.0020363+0.0010327i,-0.0023091-0.0016742i,-0.0029757-0.0027305i,-0.0039265-0.0019867i,-0.0037449-0.00037495i
-0.0081207-0.024377i,-0.0060392-0.0095827i,0.0029808+0.0066681i,0.01027+0.0079278i,0.0081472+0.003056i,0.0031873+0.0016342i,0.00049412+0.0024891i,-7.9007e-05+0.0036159i,0.00059525+0.0026254i,0.00088248+0.0011027i,0.0018166+0.0009432i,0.0024059+0.00061771i,0.0022721+0.0007929i,0.0018016+0.00036337i,0.00043452-0.0011782i,-0.0017029-0.0019583i,-0.0025589-0.0025155i,-0.0018311-0.0028397i,0.00024552-0.0018674i,0.0027912+9.0156e-05i,0.005084+0.0018245i,0.0057293+0.0020676i,0.0041049+0.00023274i
