-0.0062052-0.00031538i,-0.0060062+0.00046225i,-0.005736+0.0029342i,-0.0040465+0.0036076i,-0.00047195+0.0033802i,0.0014098+0.0023375i,0.00015311+0.0020423i,-0.00024555+0.0021163i,0.00085643+0.0020247i,0.0017345+0.0013691i,0.0021802+0.0007714i,0.0015418-0.00050425i,0.0011055-0.0018971i,0.0011961-0.0016583i,0.00075653-0.00094045i,-0.00038088+6.0251e-05i,-0.00048853+0.00097002i,0.00026342+0.0014736i,0.00033275+0.00094743i,0.00046045-9.5781e-05i,-0.00010476-0.000278i,-0.0013324+0.00019954i,-0.0018746+0.00054022i
-0.00064213+0.0020795i,-0.00072855+0.0026494i,0.0013363+0.0023114i,0.0023279-4.5603e-05i,0.0015628-0.0020652i,-8.8232e-05-0.0023049i,-0.001303-0.0019367i,-0.0011312-0.00098108i,-0.00053049+2.0029e-05i,0.00050146-0.00011948i,0.00082812-0.00039158i,3.0959e-05-0.00020633i,0.00013573+0.00030205i,0.00041427+0.00047297i,-3.1126e-05+0.00013703i,-0.00036602-0.00062434i,-0.00084896-0.0011123i,-0.00096663-0.00064004i,-0.00026162-0.00053579i,-0.00027588-0.00015127i,-0.00060589+0.00037448i,-0.00061863+0.00089443i,-0.00016788+0.00097558i
-0.00024247+0.0034376i,0.00084318+0.0031456i,0.0025577+0.0033896i,0.0032914+0.0025697i,0.0019459+0.0012952i,-9.1163e-05+0.00081764i,-0.00051881+0.0014366i,0.00050584+0.00050795i,0.00049781-0.001173i,-1.5444e-05-0.0011839i,-7.0632e-05-0.0013685i,-0.00018187-0.0021198i,5.4458e-05-0.0016851i,-0.0008394-0.00076718i,-0.0015584-0.00019635i,-0.00093269+0.0006408i,-0.00079062+0.0007543i,-0.0010204+0.00013819i,-0.00068672-0.0001642i,0.00020821-0.00051917i,0.00046407-0.00095346i,-0.00027325-0.00046255i,-4.3084e-06-0.00010424i
-5.7053e-05-0.00021083i,-0.00020141-0.00052797i,-0.00011815-0.00075877i,-3.7997e-05-0.00029745i,-0.0011291+0.00037592i,-0.0011575+8.8557e-05i,6.7523e-05-0.00033245i,0.00028674+0.00059145i,-7.5651e-05+0.0011908i,-0.00023315+0.001264i,-0.00086873+0.00097241i,-0.00080654+0.00014008i,5.4341e-05-0.00071094i,0.00070052-0.00087692i,0.00019573-0.00067107i,-0.00017188-0.00016202i,-0.00021845+0.00021062i,-0.00046394+0.00011407i,-0.00083199+0.00038653i,-0.00054094+0.00076839i,7.1677e-05+8.2329e-05i,0.00024628-0.00042748i,3.1691e-05-0.00035697i
-0.00039595+0.00059505i,-0.00093261+0.0010255i,-0.00084098+0.0011429i,-7.3944e-05+0.0007762i,0.00021118+0.00017153i,-0.00020355-0.00043933i,-0.00011983-0.00055087i,0.00017235+0.00012655i,-0.00024251+0.00065684i,3.0197e-05+0.00081813i,0.00046677+0.00058309i,-1.8532e-05-0.00036859i,0.00024079-0.00060097i,0.00050589-0.00036549i,9.2778e-06+0.00023037i,-5.262e-05+0.0011633i,-0.00058487+0.0014657i,-0.0011544+0.00060119i,-6.2781e-05-6.8021e-05i,0.0009027-0.00030656i,0.00015245-0.00036617i,-0.00032035-0.00036018i,-8.6249e-05-0.00081465i
-0.0022527+0.0018645i,-0.0017973+0.0024146i,-0.00059123+0.0017932i,3.2425e-05+0.00058257i,0.00022441-0.00027375i,-0.00046906-0.0010315i,-0.001031-0.0011781i,-0.00085788-0.00072775i,-0.00079402+0.00026582i,-0.00027817+0.00043423i,0.00023624-0.00029456i,0.00044198-0.00043124i,0.00032999-4.8456e-05i,-0.00081799-7.6592e-05i,-0.0011997-0.00037851i,-0.00053272-0.00048404i,-5.5826e-05-0.00092557i,0.00063968-0.00032492i,0.00074706+0.00055742i,0.0003711+0.00071942i,-0.00020389+0.00027733i,-0.00066077-0.00034532i,-1.3116e-05-0.00052176i
-0.00024349-0.0012168i,0.00040645-0.00077484i,0.0015009-0.00058247i,0.0020963-0.00014529i,0.00077449-4.2943e-05i,-0.0003569-0.00071161i,-0.00070308-0.0013206i,-0.00051297-0.00082495i,-0.0002463+1.3435e-05i,0.0002346-0.00023049i,0.00024797-0.0008415i,0.00020015-7.0546e-05i,0.00038796+0.0013037i,0.00062274+0.0011296i,0.00026195+0.00010032i,-0.00022523-0.00036385i,9.1036e-06+0.0002455i,0.00026226+0.00020335i,1.2676e-05-0.00035i,-0.0012353-0.000476i,-0.0016081+0.00014359i,-0.00074359+0.00039916i,-0.00060371-0.00017353i
0.0010121+0.0013802i,0.00051518+0.0015542i,0.00065272-6.852e-05i,0.0008493-0.00061865i,-0.00028737-0.00050986i,-0.0018104-0.00055972i,-0.0012692+8.1312e-05i,-0.00027618-7.1481e-05i,0.00011134-0.00077117i,0.00039873-0.00034492i,7.0564e-06-0.00048618i,-0.00054417-0.00019779i,-0.00055352+0.00038138i,0.00010641+0.00019289i,-0.00023272+4.13e-05i,-0.00087892+2.8981e-05i,-0.0010411-0.00036563i,-0.00057908-0.00079765i,0.00051877-9.2604e-06i,0.00034949+0.00066194i,4.0301e-05+0.00016574i,0.0004461-0.000492i,-9.9712e-05-0.00022697i
0.001154-0.0012591i,0.00053866-0.001946i,-0.00019761-0.0020965i,0.00036093-0.0016866i,5.0038e-05-0.00099667i,-0.00099409-0.0003043i,-0.0015414+2.1576e-05i,-0.001237+0.00027948i,-0.0004415+0.00087509i,0.00025358+0.00055008i,6.8865e-05+0.00030637i,-0.00051676+0.00024026i,9.2372e-05-0.00054207i,0.00094771-0.00040097i,0.00050063+0.00057629i,-0.00048733+0.00037999i,-5.4516e-05+0.00015855i,0.00082107-3.9002e-05i,0.00051614-9.3831e-05i,0.00041866+0.00014873i,0.00079183+9.7892e-06i,0.00045501-5.4052e-05i,-8.1106e-05+3.2495e-05i
-0.0015329+0.0025654i,0.00014451+0.0029162i,0.0011361+0.0026442i,0.0013766+0.0019738i,0.0013275+0.0010645i,0.0012604-0.00053815i,0.0012738-0.0016035i,9.1432e-05-0.0014186i,-0.0013286-0.0012916i,-0.0013805-0.00051387i,-0.00061551+0.00049313i,-0.0002061+0.00072741i,-0.00033067+0.00024342i,-0.00015479-0.00021468i,-0.00018842-0.00024973i,-4.5417e-05+0.00049489i,0.00064092+0.00071318i,0.0008192+7.7935e-06i,1.4661e-05-0.00056023i,-0.00079-0.00047429i,-0.00087494+0.00026728i,-0.00057827+0.00035238i,-0.00081825+0.00015137i
-0.0013334+0.00052246i,-0.00050242-0.00095678i,-0.0001798-0.0014563i,-0.0011326-0.0017738i,-0.0014176-0.0012632i,-0.00056978-0.00088138i,-0.00039777-0.00036183i,-0.00072746-0.00010914i,-0.00082448+4.1918e-05i,-0.00048764+0.00058374i,0.0002215+0.00041141i,0.00035625+2.3319e-05i,8.2954e-05+9.7611e-05i,-4.8892e-05+1.5468e-05i,3.1065e-05-0.00056885i,-4.8134e-05-0.0011871i,-0.00036657-0.00071348i,-0.0008806-7.0085e-05i,-0.0010043+0.00075015i,-0.00032076+0.00049326i,0.00030422-0.00012962i,0.00026881-0.0002464i,0.00056686-0.00021669i
-0.0021703-0.0023287i,-0.00061195-0.0015903i,0.00058738-0.00018949i,0.00054434+5.0377e-05i,0.00015055-7.2415e-05i,0.00033854+0.00019411i,0.00038734+0.00043507i,0.00040268+0.00036872i,0.00072913+0.00099988i,0.00094544+0.0012861i,0.0010028+0.00084394i,0.00038194+0.00094682i,-4.7525e-05+0.00038108i,-7.6569e-05-0.00014864i,9.5333e-06-0.00027309i,-0.00025239-0.00081533i,-6.9103e-05-0.00061877i,0.00048716+4.1543e-05i,0.00015293-0.00030452i,-0.0005292-0.00092449i,-0.0010161-0.0011i,-0.00076481-0.00025922i,-0.00049296+0.00053815i
-0.00035102+0.00090285i,-0.00058662+0.0017276i,-0.00055175+0.0018982i,-0.00040257+0.00069724i,-0.00068709-6.1473e-05i,-0.00075855+0.00039301i,-0.00035103+0.00048875i,-0.00054774-0.00049491i,-9.6812e-05-0.00057745i,0.00022426-8.3574e-05i,-0.00021007-0.00061972i,-0.00013576-0.00055681i,0.00042471+7.0783e-05i,0.00024674+0.00048605i,0.00043004+0.00055518i,0.00041358+2.1124e-05i,0.00014286-0.00042265i,0.0003109+0.00044069i,0.00016911+0.0013367i,0.00038961+0.00059144i,-0.00029444-0.00027047i,-0.0011506-0.00072357i,-0.00075951+6.8434e-05i
-0.00021958-2.3177e-05i,0.00041008-0.00036644i,0.00093575-0.00061052i,0.00093236-0.00068248i,-2.5997e-05+0.00022872i,-0.0014396+0.00023479i,-0.0018807+0.00028998i,-0.00071215+0.00029219i,-4.7034e-05-7.0606e-05i,-0.00036482+3.5358e-05i,-0.00044934-0.00021961i,-0.00018641-0.00044703i,-0.00016792-4.8273e-05i,-0.00044406-2.3725e-05i,-0.00060235-0.00017239i,3.9587e-05-0.00010588i,0.00048223-0.00039504i,-0.00012358-0.001149i,-0.0007174-0.0014731i,-0.00044303-0.00032307i,-0.00033384+0.00011794i,-0.0014414-0.00037331i,-0.0017612+0.00013044i
-0.00036872+0.00029983i,-0.00058476+0.0024564i,-0.00016182+0.0028089i,7.3555e-05+0.0019862i,0.00046417+0.00078898i,0.00058782+0.00057937i,0.00021393+0.0011429i,0.00037333+0.00046909i,0.00030983-0.00053411i,-0.0003354-0.00086288i,-0.00051569-0.0010646i,7.1898e-05-0.00081686i,0.0002294-0.00051226i,-0.00017481-0.00044408i,-0.00083389-0.00056825i,-0.00090687+2.6167e-05i,-0.00096652+0.0003728i,-0.00064293+0.00026281i,-3.8697e-05-0.00039528i,0.00022284-0.00093746i,0.00081425-0.00095036i,0.00088657-0.00069462i,0.00039676-0.00056548i
-0.0001754-0.00043081i,-0.001212-0.0011829i,-0.0026502-0.0023649i,-0.0021854-0.001809i,-0.00061241-0.00053782i,0.0001947-0.00033206i,0.00025294-0.00086984i,0.00054681-0.0010834i,0.0011345-0.00047444i,0.00047822-0.0002415i,0.00027818-0.001213i,-0.00019784-0.0012019i,-0.00076467-0.00014773i,7.9033e-05+0.00052689i,0.00064071+0.00056801i,0.00015562-0.00017065i,-0.00023844-0.00041779i,-0.00072163+0.00036272i,-0.00091679+0.00053186i,-0.00044904+0.00062715i,-0.00063799+0.00074131i,-0.00070344+0.00015959i,-0.00050976-0.0003044i
0.0008963-0.0013843i,0.0020916-0.0023557i,0.0014225-0.001337i,0.00092091+0.00050582i,0.00031732+0.00069007i,0.0001993+0.0001233i,0.00011324-7.7762e-05i,-0.00028967-0.00033164i,-0.00032919+0.00015589i,-0.00018613+0.0010802i,0.00022419+0.0012646i,0.00032166+0.0009564i,0.0004583+0.0002866i,0.00013057-0.00028984i,-0.00049849-0.00036001i,-0.00077964-0.00033329i,-0.00073513+0.0001526i,-0.00060026+0.0008517i,-0.00059885+0.00028631i,-1.2836e-05-0.00065636i,0.00029145-0.00014376i,-0.00028588+0.00030771i,-0.00036268+0.00027612i
0.00089596-0.0010611i,0.00031976-0.00070037i,-0.0015127+0.00027989i,-0.0019812+0.00037416i,-0.0014508-0.00063839i,-0.0014496-0.001117i,-0.0013928-0.00058478i,-0.0015417+0.00018891i,-0.0011156+0.00012528i,-0.00031231-0.00041166i,0.0003783-0.00082025i,0.00021177-0.0010346i,0.00027429-0.00029063i,0.00062764+7.9077e-05i,0.00050701-0.00062332i,0.00052814-0.0013648i,-0.00022488-0.0010936i,-0.00096816-3.5828e-05i,-0.00069347-3.3264e-05i,-0.00060431-0.00050168i,-0.00027581+0.00093007i,-0.00056715+0.0015023i,-0.00084804+0.00081858i
-0.0010782+0.00021072i,-0.0010385+0.0011203i,-8.7706e-05+0.0019569i,0.0014981+0.0020399i,0.0011906+0.00090469i,0.00033874-0.00073884i,-0.00020965-0.00053525i,-9.566e-06+9.5394e-05i,0.00064621+6.0739e-06i,0.0010321+0.00031253i,0.00040066+0.00017026i,-0.00012571-0.0007819i,0.00050674-0.0010569i,0.00028298-0.00065984i,-0.00016918-0.00047669i,0.00010807-0.0012415i,-1.1341e-05-0.00098947i,-0.00038825+5.3951e-05i,-0.00085845+0.00031438i,-0.00099672-0.00020615i,-0.00036335-0.00097438i,-1.3973e-06-0.00067274i,-0.00032866+0.00034591i
-0.00084113+0.0011341i,0.00020894+0.0019852i,0.00079114+0.0015547i,0.0007122+0.00033772i,-3.3328e-05-0.00088573i,7.1903e-05-0.0015686i,0.00082581-0.00085329i,0.00056972-0.00033579i,-0.00010965-0.00017983i,-0.00029413+4.1685e-06i,0.00017088+0.00012746i,0.00035527+0.00027485i,0.00019872-0.0004154i,0.00018355-0.00036884i,9.9987e-05+0.00074701i,0.00014212+0.00084847i,0.00045421+0.00021802i,0.00061865-0.00023328i,0.00034884-0.0001394i,-0.00068213-9.6139e-05i,-0.0010456-0.00083018i,-0.00075761-0.00047968i,-0.0006136-0.0001604i
-0.0010869+6.455e-08i,-0.00066092-0.00072085i,-0.0021397-0.0015875i,-0.0025486-0.0020441i,-0.00078646-0.0011814i,0.001197-0.0001193i,0.0012964-0.00027555i,0.00042884-0.00070226i,0.00031327-0.00034779i,-0.00022762+0.00060469i,-0.00057785+0.0010214i,2.7499e-05+0.00027514i,0.00081538-0.00029695i,0.00087659-0.00061137i,0.00024434-0.00036316i,0.00012684+0.00036627i,0.00052518-0.00010292i,0.0004507-0.0010199i,-0.00012396-0.0012936i,-0.00025037-0.0010662i,-6.3274e-05-0.00076376i,-0.00060907-0.00039014i,-0.0011683-2.2093e-05i
-0.00068345-5.9412e-05i,-0.00057331+0.00086764i,0.00014719+0.0020232i,0.00015039+0.0020277i,0.00040849+0.0014041i,9.2103e-05-0.0001513i,-0.00012135-0.0013601i,-0.00021916-0.001137i,-0.00081597+7.543e-05i,-0.00042647+0.00034713i,2.7829e-05-9.796e-05i,-0.0001165+0.00019771i,-0.00016353-0.00054863i,-0.00033156-0.00096453i,-0.00044038-0.00032306i,-0.00013512-0.00043724i,0.00040372-0.00016626i,0.00014957+0.00030474i,-4.6317e-05+3.2488e-06i,-0.00015729+5.5903e-06i,-0.00039137-0.00046877i,9.0207e-05-0.0006718i,8.7496e-05+8.1408e-05i
-0.00076871+0.0021383i,-0.0013667+0.0019556i,0.00028136+0.0010501i,0.00078476-0.00069334i,0.00034119-0.001503i,-0.00028336-0.0013994i,-0.00072399-0.0012643i,0.00011786-0.00059019i,0.0011225-2.5847e-05i,0.0010361-0.00010502i,0.00046925-0.00014567i,4.8811e-05+5.1113e-05i,-0.00053324+0.00060043i,-0.00086813+0.00030013i,-0.00020425-0.0008752i,0.00040075-0.0012317i,0.00011545+4.6563e-05i,8.028e-05+0.00044159i,-0.00035376-0.0003108i,-0.00094748-0.00042941i,5.1664e-05-0.00052528i,0.00041859-0.00077745i,-0.00021793-0.0001113i
0.0011372+0.0019284i,0.00089549+0.0017424i,0.0021329+0.00079168i,0.0028077-0.0008888i,0.0022154-0.0022685i,-4.7107e-05-0.003223i,-0.0019091-0.0014115i,-0.0012215-9.3645e-05i,-8.5375e-05-0.00031321i,0.0001517-0.00028014i,-7.4826e-06+0.00073298i,-0.00065922+0.00091098i,-0.00042416-0.00039829i,0.00032096-0.00054223i,0.00030219+0.00026693i,5.6771e-05-3.5386e-05i,4.963e-05-0.0005825i,-5.645e-05-0.00027419i,0.00043232+1.5113e-05i,0.0009434+0.00023209i,0.00071095+0.00074079i,0.00075132+0.0003418i,0.00095302+6.7567e-05i
-0.00099603-0.0014139i,-0.0021309-0.0015262i,-0.0018306-0.00096852i,-0.0010135+0.0007401i,-0.00059974+0.0010943i,-0.00039968-0.00010012i,-0.00031747-0.00049831i,0.0001636-0.00017551i,8.6222e-05+8.0961e-05i,-0.00046214-0.00010293i,-0.00059726-0.00026375i,-0.00022827-0.00036429i,5.6247e-05-0.00038809i,0.00032933-0.00021242i,-0.00016362+0.00016244i,-0.0014582-0.00046531i,-0.0011324-0.00078775i,-0.00093266+2.5976e-05i,-0.0012494+0.00015991i,-0.00057366+0.00016676i,5.8395e-05+0.00061701i,0.0007239-0.00013434i,0.00062391-0.00056216i
0.0012881+6.1906e-05i,0.0017682+0.00011881i,0.0021864+0.00016406i,0.0017217+0.00027349i,0.00097322-0.00034965i,0.0013175+0.00019406i,0.0013093+0.00035239i,0.00075353+0.0001366i,8.9303e-05+0.00013162i,-0.00031048-0.00025343i,-0.00032449-0.00068985i,-9.524e-05-0.00031616i,4.7951e-05-0.00050912i,0.0002509-0.00012869i,0.00026016-0.00036637i,0.00063435-0.0010744i,0.00054697-0.00081608i,-2.5784e-05-0.00081698i,5.9961e-05-0.00039178i,0.00020679+0.00073522i,0.0002429+0.00071418i,-9.1928e-05+0.00021722i,-0.00083596+0.0006351i
-0.0035094+0.00056348i,-0.0027051+0.00074463i,-0.0021728+0.0026232i,-0.0010369+0.0032139i,0.00060122+0.0018857i,0.00089199+0.00031787i,0.00033873-4.7497e-05i,-0.00025854-0.00012784i,-0.0001515-0.00073801i,0.00094826-0.00067853i,0.00097505-4.6357e-05i,0.00013797-0.00018442i,4.1602e-05-0.00055187i,0.00014021-0.00026205i,-4.8623e-05-0.0010025i,-5.2839e-05-0.0007766i,-0.00017644+0.0004892i,-0.00025954+0.00057284i,-0.00024272+0.00095288i,0.00016779+4.7463e-05i,0.0007128-0.00055175i,0.00025407+0.00045987i,-0.00078611+0.00041184i
0.0014722-0.001083i,0.00035847-0.0014448i,-0.0011653-0.0031187i,-0.0018933-0.0033396i,-0.001633-0.0025628i,-0.0014794-0.00093068i,-0.00088075-0.0005946i,-0.0012971-0.00077793i,-0.0015116-0.00069474i,1.0447e-05-0.00092243i,0.0009519-0.00047758i,0.00018765+0.00022601i,-0.00042986+0.00017713i,-0.00034596+0.0005883i,-0.00010442+0.000846i,0.00038632+8.2591e-06i,0.00078295+0.00017093i,-0.00052911+0.00012763i,-0.0010977-0.00057301i,0.00041052-0.00024012i,0.00096384+0.00047359i,0.00055195+0.00062552i,0.00073608+0.00051333i
-0.00048013+0.00023699i,0.00023657+0.00099911i,0.00044473+0.00045032i,0.00095135+0.00016508i,0.0011867-4.8165e-06i,9.8322e-05-0.0010469i,-0.0011277-0.00087597i,-0.0010844-0.00034424i,-0.00012675+0.00038614i,2.0197e-05+0.00048452i,-5.7611e-05+0.00019197i,0.00037844+5.3997e-05i,0.00066068-0.00088431i,0.00033463-0.0010315i,0.0001777+0.00039087i,0.00056138+0.00025067i,0.0003942-0.00055864i,-0.00045948-0.00034659i,-0.00043621+0.00021069i,-5.3854e-05+0.00020393i,6.6124e-05+0.00020956i,-0.00013858+0.00054642i,-0.00029395+0.00010503i
-4.8331e-05+0.0015751i,0.00016464+0.00025055i,0.0005787-0.00092219i,0.0008532-0.0017715i,0.00030557-0.0025301i,-0.0010148-0.0016634i,-0.0014556-0.00018355i,-0.0011106+0.00026316i,-0.0006347+2.3494e-07i,-0.00018868-0.00031336i,-0.00048553-4.343e-05i,-0.00096981-2.5562e-05i,-0.00070546-0.00038034i,-0.00051203-0.00080327i,-0.00022366-0.00063152i,0.00028243+0.00017468i,-0.00051902+0.00028905i,-0.00065437+0.00086705i,-0.00028407+0.00067682i,-0.00020326-0.00038342i,0.00040015+0.00010203i,0.0011072+0.00056923i,0.00081763-0.00031502i
0.0018992-0.0010149i,0.0023433+0.00043691i,0.0015864+0.00040163i,-0.00059774-0.0001586i,-0.0018457-0.00011243i,4.1557e-06+0.00046882i,0.0023181+0.00027925i,0.0023505-2.1718e-05i,0.00071551+0.00021262i,-0.00046008+0.00039157i,-2.7043e-05+0.00034476i,0.0010495+0.000228i,0.0015095-0.00034177i,0.0014772-0.00053049i,0.00042011-0.00072724i,-0.00026207-0.00065481i,-0.00013045-0.0007914i,-0.00035761-0.0010965i,-0.00052461-0.0008977i,-0.00071364-0.00077705i,-0.00031272-0.00030263i,-6.6854e-05-0.00036821i,0.00017343-0.00047469i
-0.0016753+0.0014985i,-0.0024053+0.0020515i,-0.0016491+0.0030004i,-0.00035245+0.0020472i,0.00014745+0.000501i,-0.00029464-0.00019501i,-0.00030658-0.00041475i,0.00049247-0.00040856i,0.00068829+0.00042321i,0.00048177+0.00061446i,0.00057381-0.00039771i,8.4507e-05-0.00046594i,-0.00035425-0.00065246i,-0.00031754-0.00098944i,-0.00019805-0.00051464i,-0.00070405+0.00016103i,-0.00067825+7.732e-05i,-0.00045055-0.00034592i,-0.00069628-0.00047157i,-0.00062846-0.00060848i,0.00032304-0.00013528i,0.00058942+0.00091584i,-3.5411e-05+0.00058215i
0.001552-0.0007223i,0.00094525+5.0149e-05i,0.00054437-0.00022073i,-1.9203e-05-0.001482i,-0.00036565-0.0018136i,-0.0013025-0.00063954i,-0.0023579+8.8265e-05i,-0.0015803-0.0005584i,-0.00015283-0.0012459i,0.00033624-0.00072658i,0.00075484-0.00091874i,0.00091277-0.00092684i,-4.5489e-05-0.00057593i,-0.00081399-0.00069442i,-0.00043711+0.00022334i,7.4871e-05+0.00064548i,0.00034017+1.013e-05i,-0.00038961-0.00022328i,-0.00061276-0.00031947i,-0.0011124-0.00020245i,-0.0014928-1.6834e-05i,-0.00048241+0.00083305i,-0.00020209+0.00090976i
-0.00025033+0.0002734i,0.00026663+0.001003i,0.0012369+0.0006487i,0.0022485-0.00073739i,0.0020817-0.0014242i,0.00040209-0.0016159i,-0.0012353-0.001105i,-0.0010722-0.00061759i,4.0951e-05-0.0003964i,0.0005201-0.00035269i,0.00047629-0.0008418i,-0.00022422-0.00076522i,-0.00088023-0.00035545i,-0.00043406-7.3759e-05i,-0.00043103-0.00015491i,-0.00024061+8.9229e-05i,0.00038555+0.00055822i,0.00051251+0.00038855i,0.00023421-0.00052834i,0.00010441-0.00085857i,-4.3533e-05-0.00044243i,0.0001729-0.00032614i,0.0002418+0.00019733i
-0.00097453+0.0010943i,-0.00028245+0.0009599i,-0.00011818+0.00013867i,0.00050457+0.00014187i,0.00029591-4.5153e-05i,-0.0011942-0.00048087i,-0.0018509+0.00020274i,-0.0011543+0.00099973i,-3.534e-05+0.00069099i,-2.9703e-05+0.00099467i,-0.0005542+0.0012148i,-0.00036317+0.00053016i,0.0003638+0.00072092i,0.00030802+0.00061025i,0.00038229+0.0001442i,0.00065033-9.6652e-05i,0.00030035+0.00012332i,0.0006665+0.00030417i,0.00085952-0.00012082i,6.1098e-05+5.9503e-05i,0.00018879+5.0626e-05i,0.00035134-0.00055726i,-0.00022915-0.0010959i
0.00069832+0.0024759i,0.00070111+0.0020207i,0.0016869+0.0014684i,0.002594+0.0011085i,0.0014111-0.00031389i,0.00036009-0.00064859i,0.00015832+6.5708e-05i,6.6279e-05-0.00016639i,-3.6623e-06-0.00026784i,-0.00024124+0.00048852i,-1.4553e-05+0.00077136i,0.00040518+0.00025365i,0.00021282-0.000134i,-0.0003127-0.00049696i,-0.00016222-0.00031274i,0.00031351+0.00028073i,0.00056793+0.00032715i,-0.00058475+1.0332e-05i,-0.0010611+8.7008e-05i,-0.00044482+0.00018949i,9.8312e-05-0.00042013i,-0.00026581-0.00065963i,-0.0005535+5.8802e-05i
-0.0027647-8.5755e-05i,-0.0024309-0.00033222i,-0.0022648+0.00070255i,-0.00085325+0.00091246i,-0.00030205+0.0010882i,-0.00023978+0.0004136i,0.00016375+6.6885e-05i,-0.00042997+0.00026517i,-0.0003516+0.00018444i,0.0007283+0.00036357i,0.0013707-5.268e-05i,0.00081896-0.00074625i,7.4729e-05-0.0011252i,0.00019291-0.0016183i,-0.00014819-0.0013618i,-0.00056361-0.00092411i,-0.00074328-0.00088387i,-0.00078912-0.00093851i,-0.0013734-0.00070855i,-0.0012824-0.00039797i,-0.00056736+0.00026768i,-0.00059852+0.00091707i,-0.00072043+0.00098199i
5.1975e-05-0.00034182i,-0.00025837-0.00094775i,-0.0011185-0.00096336i,-0.0013961-5.3648e-05i,-0.00097765+0.00033798i,-0.0012726+2.2521e-05i,-0.00062541-0.00034438i,0.00013993-0.00061795i,-0.00012108-0.0006033i,0.00044341-0.00016425i,0.00037993+1.4739e-05i,-7.1446e-05-0.00038871i,0.00040266-0.00045362i,-7.9061e-05-0.00054073i,-0.00021761-0.00090096i,0.00015254-0.0004775i,-0.00015674+0.00038666i,-0.00021021+0.00037142i,-0.00055972+0.00033374i,-0.00074914+0.00013339i,-0.0002787-0.00035941i,0.00018165+0.00022195i,4.3785e-05+0.00058711i
-0.0014064-0.0010166i,0.00015378-0.00060499i,-0.00010478+0.00023345i,-0.0004772+0.00084882i,-0.00047539+0.00082481i,-0.00039593+0.00055245i,0.00014142+0.00013882i,6.1079e-05-0.00061777i,-0.00017251-0.0014147i,-0.00050821-0.0012511i,-0.00073194-0.00038347i,1.3992e-05+7.768e-05i,0.00015376+4.2967e-05i,-0.0002011+4.8245e-05i,-0.00079598-0.00021859i,-0.00025775-0.00026612i,0.0005347-0.00026971i,0.00026996-0.00063826i,5.4498e-05-0.00028298i,-0.00071141+0.00036184i,-0.00089782+0.00061762i,-0.00046069+9.457e-05i,-0.00026853+2.2845e-05i
0.00070257+1.2695e-05i,0.00022484+0.00065226i,0.0001093+0.00014301i,-0.00019014-0.00097868i,-0.00014669-0.00075721i,-0.00054075-0.00018051i,-0.00032135-0.00030525i,-0.00025485-4.7222e-05i,-0.00046227-0.00088852i,-0.00034025-0.0014448i,-0.0003617-0.00037523i,-0.00040634+0.00045635i,-0.00063195+0.00064067i,-0.00069906+0.00090704i,-0.00096425+0.0010116i,-0.00089938+0.00048279i,6.4684e-05+0.00018777i,0.0006392+0.0001764i,0.00049038+0.00081459i,0.00029343+0.00096818i,0.00083159+0.00037788i,0.00058289-0.00024676i,0.00056928-0.00081023i
0.00037465+0.00040643i,0.00048836-0.00039278i,0.00018077-0.0011147i,-0.00081418-0.0021287i,-0.0016738-0.0017291i,-0.00182-0.00014772i,-0.00068567+0.00052144i,-0.0001036+0.00061425i,-0.00058951+0.00028339i,-0.00097329-0.00018277i,-0.00061427-0.00011851i,1.858e-05+0.00022992i,0.00029382+0.00019687i,1.6747e-05-0.00021026i,-0.00030208-0.0010406i,-0.00035816-0.00080758i,0.00022997-0.00016511i,0.00090659-9.4391e-05i,0.00069192+0.00020979i,0.00040897+0.00018384i,-7.5546e-05-0.00059393i,-0.00015556-0.00061216i,-0.00045648-0.00017328i
0.0017796-0.00024865i,0.0020215-0.0013721i,0.0017087-0.0024044i,0.00079736-0.0028688i,-0.00071039-0.0022401i,-0.0016251-0.00051503i,-0.0013522+0.00020402i,-0.00074486-2.8712e-05i,0.00025028-0.00023887i,0.00088248+0.00038429i,0.00072621+0.00043021i,9.3409e-05+5.3699e-05i,-0.00062559+7.1668e-05i,-0.00041788-0.00046619i,0.00045338-0.00078725i,-0.00014347-0.00070428i,-0.00041001-0.0008704i,-2.5006e-05-0.00067205i,-0.00031999-0.000213i,-0.00049175-0.00043533i,-0.00075089-0.00024295i,-0.0006562+0.0003513i,-0.00052411+0.00043321i
0.0013913+1.1599e-05i,0.0019969-0.0006542i,0.0016432-0.0010648i,-0.00064316-0.0011778i,-0.0010809-0.0010918i,-0.0012533-0.00062102i,-0.0011301+0.00017139i,-1.7627e-05+0.00021653i,0.00018764+0.0002974i,0.00033285-0.00014091i,0.00090742-0.00054009i,0.0011184-0.00080918i,0.00083887-0.00074431i,0.00042535-4.8453e-05i,0.00023373-0.00034638i,0.00085679-0.00020384i,0.0006201+0.0002823i,2.6498e-05-0.00024872i,-2.739e-05-0.00040862i,0.00066936-0.0003363i,0.00052347-0.00051613i,-0.00026387-9.7756e-05i,7.9263e-05+0.00038537i
