-0.0020509-0.0013548i,-0.0014161-0.0018294i,-0.0032248-0.001044i,-0.003533-0.00051674i,-0.0023223+0.00088332i,-0.0017406+0.0027216i,-0.0018632+0.0027731i,-0.0013773+0.0020717i,-0.00014062+0.0022164i,0.00054134+0.0017764i,0.00060449+0.00017764i,0.00031107-0.00069284i,-0.00069778-0.00010099i,-0.0016346+0.00028939i,-0.0015935-0.0001762i,-0.0011252+3.5903e-05i,8.8215e-05+8.9518e-05i,0.0011414+0.00031326i,0.00066241+0.00067055i,0.00012643+0.00097452i,8.0636e-05+0.00057582i,0.00010706-0.0004673i,0.00041289+3.2911e-05i
-0.00039817-0.0011859i,-0.0016739-0.0011169i,-0.0031306-0.00016479i,-0.0029374-0.00041262i,-0.0026119-0.0014537i,-0.0020474-0.00054915i,-0.00096596+5.7078e-05i,-0.00019102-0.00055013i,0.00058786-5.7628e-05i,0.0011309+0.0015435i,0.001762+0.0014431i,0.0017577+0.00038405i,0.0012476+0.00060944i,0.0010312+0.0006391i,0.00091108-9.6385e-05i,-1.3844e-05-0.00070151i,-0.00042977-0.00066278i,-0.00011844-0.0010339i,-0.00015259-0.00077601i,-0.00080936+0.0001617i,-0.0010539+5.728e-05i,-0.00043004-0.00058013i,-0.00030897-0.00037875i
0.00093589+0.0020565i,0.0012882+0.0017598i,0.0021001+4.5085e-05i,0.0018968-0.0015167i,0.0011669-0.0017153i,-0.00038074-0.0015948i,-0.00093853-0.0010029i,-0.00035322-7.5848e-06i,-0.00035193+0.00068031i,0.00013787+0.00042689i,0.00070293-0.0010382i,0.0004873-0.0018931i,6.5842e-05-0.0013393i,2.0343e-05-0.00099867i,-9.0617e-05-0.0010917i,-0.00016818-0.00039355i,0.0005054+0.00051883i,0.00042805+0.00037531i,-0.00077857+0.00014642i,-0.0011002-0.00010128i,-0.00062651-0.00037614i,-0.00019006-8.4825e-05i,0.00071753-1.7106e-05i
0.00209-0.00039248i,0.0020959-0.00033287i,0.0016058+0.00059348i,0.0007811+0.00019084i,-0.00041179-0.00030414i,-0.0014102-5.4668e-05i,-0.0014284+0.0002925i,-0.0010446-4.5127e-05i,0.00010739-0.00033105i,0.00049113-0.0013951i,0.00026737-0.002986i,0.0002972-0.0035144i,0.00018053-0.002965i,0.00011292-0.0010402i,-0.00013198+0.00020346i,-0.00058908-0.00027981i,-0.0011539-0.00033089i,-0.0013162-0.00064034i,-0.00087722-0.00095678i,0.00030099-0.00048368i,0.00082155-0.0006755i,0.00053926-0.0012062i,9.3667e-06-0.00073602i
0.00068934+0.0018403i,0.0011783+0.00189i,0.0023093+0.001393i,0.0022323+0.00061967i,0.0011313+0.00057579i,-0.00093013+0.00030427i,-0.0014894-0.00054804i,-0.00031133-0.00049943i,0.00035356-0.00029228i,0.00038783-0.000705i,0.00058847-0.0013417i,0.00031828-0.0011636i,-0.00010869-0.0011374i,-0.00062477-0.000701i,-0.00090929+0.00039775i,-0.000101+0.00083939i,0.00053443+0.00022795i,0.00052885-8.8085e-05i,0.0003293-9.6302e-05i,0.00057822-0.0010506i,0.00085587-0.0011643i,0.0008169-0.00057834i,5.9427e-05+0.00015319i
-0.0010833-0.0033605i,-0.002234-0.0025876i,-0.0024423-0.0026302i,-0.0029874-0.002441i,-0.003189-0.0026352i,-0.0019517-0.0021408i,-0.00045428+0.00033215i,-7.7075e-05+0.0013036i,-0.00094525-1.6954e-05i,-0.0020125+2.6086e-05i,-0.0021146+8.0118e-05i,-0.0017943-0.00085012i,-0.0010535-0.00096975i,0.00051414-0.000404i,0.0018842+0.00016138i,0.0018643+0.0009864i,0.00086387+0.0015154i,0.00025603+0.0003597i,9.2247e-05-0.0010588i,-0.0010753-0.00089771i,-0.0018351-0.000864i,-0.0011424-0.00058363i,-0.00083769+8.2549e-05i
0.0015874-0.00068437i,0.0020484-0.0016702i,0.0025343-0.0024284i,0.001488-0.0015521i,-0.0010431+0.00029668i,-0.0027396+0.00040597i,-0.0025211+9.9488e-05i,-0.0015596+3.9107e-05i,-0.0010478-0.00041137i,-0.0012344-0.0011122i,-0.00080367-0.0012221i,0.00015247-0.0015198i,0.0012447-0.0017759i,0.00086337-0.00098436i,-0.00024479-0.00027981i,-4.8678e-05+4.1559e-05i,-0.00020555+0.00027965i,-0.00032116+0.00048751i,-9.8958e-05+0.00082732i,0.00039335+0.00057571i,0.00018573-0.00017409i,-0.00017131-0.00051494i,0.00082391-0.00049503i
-0.00025292-9.1126e-05i,0.00076846+0.00094873i,0.00079467+0.0016608i,-0.00021816+0.00095433i,-0.0008406+0.00069883i,-0.0015167+0.00096899i,-0.0011285+0.00048842i,0.00096127+1.241e-05i,0.0011791+0.00029722i,0.00087224+0.001135i,0.0017284+0.00081688i,0.0014836-0.00030625i,0.00029797-0.00068234i,-0.00086789-0.000751i,-0.0011213-0.0010883i,-0.0009472-0.00096099i,-0.001084-0.00027335i,-0.0012512-0.00035021i,-0.0012762-0.00063541i,-0.00094745+9.9054e-06i,-2.3487e-05+0.00012529i,0.00059926-0.00055226i,0.00065187+0.00015406i
-0.00089178-0.0020896i,-0.0021659-0.00288i,-0.0013493-0.0027417i,-0.00024316-0.0024898i,-0.00045062-0.001884i,-0.00063845-0.0010511i,0.00032171-0.00012769i,0.00072405+0.00034261i,-0.00084954+0.00011198i,-0.00080575-0.00052952i,0.00046265-0.0017648i,0.00053089-0.0023103i,-0.00043612-0.0025737i,-0.00065529-0.0025605i,0.00032634-0.00094766i,0.00039512+0.00011366i,0.00034253+0.00012759i,0.00019901+0.00064572i,-0.00095435+0.00070775i,-0.0011921+0.00071678i,5.1242e-05+0.0004171i,0.0002277-0.00040062i,-0.00036611+0.00048992i
0.00014966-0.0025081i,-0.00020698-0.004291i,-0.00023836-0.0045997i,-0.0015526-0.0029587i,-0.0023989-0.0017983i,-0.0022907-0.00037616i,-0.0018501-0.0005381i,-0.0011895-0.0020214i,-0.00047885-0.0024982i,-1.3129e-06-0.0026013i,0.00072093-0.0029104i,0.00060881-0.0029409i,-0.00027034-0.0022511i,-0.00051701-0.00083015i,-0.000537+0.00021458i,-0.00074539+0.00098172i,-0.00065639+0.00062066i,-0.00016497-0.00025325i,0.00016803-0.0014508i,-0.00022697-0.002059i,-0.0011377-0.001337i,-0.0011023-0.00049735i,-0.00096934+0.00043052i
-6.9388e-05+0.0014835i,0.00043059+0.0027597i,0.00088709+0.0026255i,0.00048061+0.00070723i,-0.00086474-0.0002393i,-0.0012226+0.00014453i,-0.00089695+0.00037758i,-0.00080282-0.00054406i,0.00013342+9.2323e-05i,0.00068924+0.00075517i,0.00099197+2.093e-05i,0.0010705-0.0010809i,0.00088976-0.0012762i,0.00033568-0.0012549i,-0.00051926-0.00075943i,-0.00057028+7.2358e-05i,-0.0005897-0.00055034i,-0.00011715-0.00089708i,-9.1533e-05-0.00092523i,-0.0003417-0.0012912i,-0.0002269-0.00092373i,-0.00018971-0.00024904i,-0.00020029-0.00020938i
1.8222e-05-0.0021446i,-0.0014352-0.0036329i,-0.0024379-0.0048045i,-0.0018957-0.0032088i,-0.00059271-0.0011518i,-0.00048216-0.00071474i,-0.00067461-0.00079734i,-0.0007398+0.0003827i,-0.0014573+0.0010878i,-0.0019251+0.00010747i,-0.001788-0.00078659i,-0.001705-0.00097202i,-0.001004-0.0011785i,0.00020041-0.00096579i,0.00043315-0.00012931i,1.6949e-05+0.0001507i,-0.00026363+0.00022694i,3.2662e-05+0.00036905i,-3.4944e-05+0.00030604i,-0.00059596+0.00036184i,-0.00012715+0.0004028i,0.00037499+0.00050313i,-3.7048e-05+0.00053012i
0.0014529+0.0033196i,0.003494+0.0046699i,0.0035887+0.0045348i,0.0024748+0.0012505i,0.0022531-0.0012061i,0.00028506-0.0012036i,-0.0011307-0.0007159i,-0.0003996-0.00047291i,-0.00014209+7.8516e-05i,0.00034187+0.00027141i,0.0012774-0.00067818i,0.00057084-0.00096485i,0.00023527-0.00045699i,0.00055663+8.4609e-05i,0.00050799+0.00029011i,-0.00016511-0.00053027i,-0.00096028-0.00066165i,-0.00080382-0.00033614i,-0.00014916-0.00047969i,-0.0002256-0.00033806i,-0.00039804-0.00021929i,0.00017932-0.00010095i,0.00081287-0.00054079i
-0.0011499-0.0016654i,-0.0032038-0.0016563i,-0.0043458-0.0010366i,-0.0041053-0.00047545i,-0.0026187-0.00012867i,-0.00073132+0.00040014i,0.00036025+0.00089701i,0.0011941+0.00096483i,0.0013493+0.00071378i,0.00034051+0.00081216i,0.00054453+0.00083476i,0.0016376+0.00093498i,0.0016577+0.0010471i,0.00089381+0.00011682i,0.00056674-0.00020121i,0.00032259+0.00036436i,-0.000386+0.00081026i,-0.0010952+0.00054795i,-0.00072516-0.00027997i,0.00043347-0.00013968i,0.00083636-3.6547e-06i,0.00057704-0.00033151i,0.0006404-0.00069796i
-0.00087308+0.0010029i,-0.0005296+0.00082606i,-0.0005737+0.0010935i,-4.2113e-05+0.00088138i,0.00015712+0.00030178i,-0.0006414-0.00050671i,-0.00046428+0.00024151i,-2.473e-06+0.00073574i,0.00021657+0.00085958i,0.00089704+0.00047141i,0.0012788-0.0010427i,9.936e-05-0.00090249i,-0.0013187-0.00032924i,5.8231e-05-0.00072775i,0.0019869-0.00075152i,0.0016755+0.0003297i,0.00057222+0.0011046i,0.000214+0.00042544i,-0.00022766-0.00016282i,-0.00078478-0.00039556i,-5.9974e-05+0.00014407i,-0.00020829+0.00082306i,-0.00075135+0.00038812i
0.00046195+0.0013264i,0.0013106+0.0010923i,0.00047001+0.0013658i,-0.00065911+0.00021896i,-0.00085452-0.00094007i,-0.00098189-0.0008027i,-0.00063147-0.00041001i,-0.00047253-0.00036761i,9.7949e-05-0.0003163i,0.0013362-0.00046087i,0.001751-0.0014198i,0.00067281-0.0024474i,0.0002611-0.0022812i,0.00090094-0.0020793i,0.00081499-0.0011182i,0.00017662-0.00032701i,-0.0003341-0.00037828i,-0.00056726-0.00089377i,-0.00062626-0.001899i,-0.000555-0.0017825i,-0.00034447-0.0008567i,-0.00022922-0.00022111i,-0.00016663+1.4318e-05i
-0.0010712+0.0025099i,-0.00069848+0.0026696i,0.00046582+0.0025067i,0.00027808+0.0012394i,-0.00041007+0.0006347i,-0.00029802+0.00015688i,-0.0010615-0.00046226i,-0.0010484-0.0013149i,0.00027038-0.00193i,0.0002495-0.0017094i,-0.0011734-0.0010378i,-0.001597-0.0014976i,-0.0008433-0.002068i,-0.00059695-0.0014023i,-0.00086372-0.00076072i,-0.00017491-0.00068142i,0.00040124-0.00059547i,0.00014883-0.0010744i,-0.00030423-0.0016886i,-0.00060317-0.001385i,-0.00060087-0.00060542i,0.00030519+6.5417e-05i,0.00088565+4.0642e-05i
-0.0015563-0.0030973i,-0.0024202-0.0032113i,-0.0033337-0.0016113i,-0.0031285-0.00043997i,-0.0030504-0.00026142i,-0.0022773+0.00042565i,-0.0015285+0.0003232i,-0.0010989-0.0012999i,-0.00093694-0.0021446i,-0.001425-0.0016722i,-0.0010594-0.0012883i,-0.00031708-0.0014265i,2.5492e-05-0.00095666i,-0.00080187+0.0001776i,-0.0014822+0.00074653i,-0.00096978+0.00029488i,-0.0012629+9.6913e-05i,-0.0011623+0.0003828i,-0.00086657+4.7568e-05i,-0.0011051-0.0010927i,-0.00090757-0.0016138i,-0.00058517-0.00099539i,-0.00031915-1.5715e-05i
0.00079638+0.001765i,0.0022369+0.003061i,0.0016863+0.0020769i,0.0015659+0.00075739i,0.00055955-0.00016525i,-0.0010792-0.0018691i,-0.001006-0.0015911i,0.00058035-0.00070859i,0.0005652+9.438e-05i,-0.00095232+0.0010399i,-0.0001478+0.00095546i,0.0015253+0.00016187i,0.00093067-0.00027118i,0.00024241+0.00059002i,0.00027912+0.001159i,-0.00040013+0.00010553i,-0.0005158-0.00111i,-0.00055916-0.00094857i,-0.00059753-0.00025369i,-0.00068122+0.00011272i,-0.0013927+0.00049378i,-0.0017783+0.00090186i,-0.0015943+0.00065828i
-0.0012242+0.0015001i,-0.0019448-0.00037757i,-0.0015561-0.00044742i,-0.00044324-0.00064564i,-4.733e-05-0.0015591i,-0.00067701-0.0015269i,-0.0013409-0.00051363i,-0.0010521-6.3872e-05i,-0.0010249+0.0003994i,-0.00073994+0.00068691i,0.0003877-1.5622e-05i,0.0013161-7.2141e-05i,0.0010296+0.0010887i,0.0007623+0.001743i,0.0012011+0.0016476i,0.00077678+0.00087641i,-0.00038921+0.00014315i,-0.0014009-5.1017e-05i,-0.0013742+0.00015452i,-0.00036783+1.5731e-05i,0.00060776-4.6505e-05i,0.00090493+0.00036138i,0.00029267+0.00052053i
0.0003824+0.0011218i,0.0024781+0.00055757i,0.0024367+0.00018238i,0.00075264+0.00058379i,-0.00079338+0.00055337i,-0.0018587+0.0005888i,-0.0016138+0.00039266i,-0.0011394-0.00026597i,-0.00020196-0.0005582i,0.0013692-0.0011898i,0.0019839-0.0014821i,0.00099804-0.0018127i,0.00037942-0.0013449i,0.00026367-0.00022989i,0.00061295+0.00026342i,0.0006077+0.00050655i,0.00032629+0.00056677i,0.00053293+0.00047559i,0.0010669-8.6321e-05i,0.00073394-0.00045859i,0.00011421-0.00074122i,-1.7024e-05-0.00042405i,0.0007877-1.9299e-05i
3.7968e-05-0.0016163i,-0.00032614-0.00091627i,-0.0018741-0.00060318i,-0.0027297-0.00037453i,-0.0032122-0.00016877i,-0.0031695+0.00019741i,-0.0016792+0.00076717i,0.00055737+0.0002582i,0.0010773-0.00077401i,0.0006757-0.00094712i,0.00059801-0.001182i,0.00045073-0.001987i,0.00049715-0.0020121i,-0.00020201-0.00086031i,-0.00074343-0.0004437i,-0.00044946-0.00054755i,0.00021865-0.0001214i,0.00015912-7.5998e-05i,-0.00015069-0.00018511i,-0.00020275-0.0010124i,-0.00054392-0.0019226i,-0.0010243-0.00073309i,-0.00048924+0.0006105i
0.00021968-0.001583i,0.0012273-0.0025822i,0.0026226-0.002192i,0.0011734-0.0021409i,-0.00057562-0.002015i,-0.0010969-0.001068i,-0.00077179-0.00051321i,-0.00035491-0.0013516i,-0.00066963-0.002177i,-0.0007685-0.0024878i,-0.00029825-0.0030149i,7.9011e-05-0.0035276i,0.00032495-0.0027971i,0.00051653-0.00090468i,0.00035616+0.00063618i,0.00035868+0.00088435i,0.0002883+0.00031737i,-6.8588e-05-0.00031992i,-0.00020225-0.00050001i,-4.778e-05-0.00064582i,-0.000272-0.00079068i,-0.00026762-0.00062327i,-8.3218e-05-0.00017076i
0.0023514-2.4226e-06i,0.00095313-0.00036097i,0.00051258-0.00087538i,0.00043419-0.0021392i,-0.0006402-0.0015813i,-0.0018075-0.00094643i,-0.0014979-0.00086083i,-0.00012874-0.00029349i,0.00019658-8.7277e-05i,-0.00014361-0.00072425i,9.2096e-05-0.0021724i,-0.00010061-0.0032331i,-0.00013942-0.0028738i,-0.00032269-0.0016363i,-0.00098875-0.0011242i,-0.0012492-0.0005959i,-0.00050792+0.00011253i,0.00019156+0.00020613i,-0.00024602+0.00032012i,-0.00075483-0.00061165i,-0.000468-0.00067142i,0.00011306+0.00065717i,0.00045712+0.0013351i
-1.1807e-06-0.00048137i,-0.00021046+0.0010624i,-0.00077106+0.00077321i,-0.0015642+0.00056593i,-0.001987+0.00039507i,-0.0023913+0.0002472i,-0.0016459+0.0012406i,-0.0009336+0.0016952i,-0.0012161+0.0012665i,-0.0013844+0.00026738i,-9.4361e-05-0.0007134i,0.00026728-0.00088586i,0.0002532-0.00084828i,0.0004818-0.00044115i,0.00056227+0.00032761i,-0.00035096-5.6419e-05i,-0.001352-0.00054638i,-0.001643-4.2159e-05i,-0.0014498-4.785e-05i,-0.0015354+6.79e-05i,-0.0014933-0.00033403i,-0.0010273+0.00037597i,-0.00074682+0.00046538i
0.0018951-0.00054785i,0.0017642-0.0014814i,0.0012241-0.0023908i,0.00012046-0.0025446i,-0.00084544-0.0027548i,-0.00068614-0.0024028i,-0.0012953-0.00065338i,-0.0021875+0.00013039i,-0.0018884+7.9235e-06i,-0.0011136-0.00022318i,-0.00080371-0.00089626i,-0.00093371-0.0017452i,-0.00097104-0.0009746i,-0.00095807+0.00095899i,-0.00056848+0.0016431i,6.176e-06+0.0013878i,-0.00022609+0.001606i,-0.00021692+0.00065337i,-0.00026486+2.614e-05i,-0.00031496+0.00051356i,3.9142e-06+0.00020726i,0.00016474+0.00035775i,0.00067689+0.00054872i
-0.00068289+0.0020316i,0.00057722+0.0026572i,0.0019287+0.0018383i,0.0027972-1.227e-05i,0.0025792-0.00070992i,0.0015383-0.00030225i,0.00089263+7.776e-05i,0.00098135-0.00061274i,0.0014955-0.00022944i,0.0015964+0.00062632i,0.0013575-0.00027022i,0.00036245-0.0014641i,-3.705e-05-0.0010573i,0.00071814-0.00071847i,0.00082491-1.3808e-06i,0.00050318+0.0010288i,0.00087118+0.0011562i,0.00070201+0.00095313i,-0.00013174-0.00023709i,-0.00062983-0.0017583i,0.00016718-0.0021874i,0.0010083-0.0012601i,0.00010391-0.00056333i
-0.0038652+6.9439e-05i,-0.0062318+0.00015877i,-0.0068366-0.00041431i,-0.0046585-0.00036375i,-0.0031657+0.00036595i,-0.0017245+0.0011117i,0.00045355+0.0018927i,0.00096467+0.0018646i,0.00023426+0.0016491i,-2.7067e-06+0.001406i,0.00088278+0.00035815i,0.0012866-0.00014513i,0.00080523-2.5646e-05i,0.00069844-0.00058695i,0.000823-0.00056949i,0.0010889-0.00017913i,0.0012424-6.7562e-05i,0.00066754-0.0002545i,-0.00089064+0.00012654i,-0.0019382+0.00066907i,-0.0019079+0.00034473i,-0.0022799-0.00065121i,-0.0020527-0.00057997i
0.0022145-0.00083067i,0.0018689-0.00099105i,0.0018577-0.00089624i,0.00022422-0.00062693i,-0.0015114-0.00054851i,-0.0016635-0.00065937i,-0.0011297-6.4405e-05i,-0.00046342+0.00012553i,0.00017141-0.00011781i,0.00078701-0.0010041i,0.00098859-0.0013507i,0.00054918-0.00053932i,-0.00034689-0.00027893i,-0.00077742+1.7536e-05i,-0.0013771+0.00066705i,-0.0013635+0.00037693i,-0.00080377-0.00030463i,-0.00036769-0.00057071i,7.5577e-05-0.00010119i,-0.00033539+2.6733e-05i,-0.00069944-0.00054375i,-0.000661-0.00012612i,-0.00043521+0.00092959i
-4.8145e-05-0.0017398i,-0.00038119-0.0015814i,-0.00052716-0.0024494i,-0.00054644-0.0028611i,-0.0014043-0.0021109i,-0.0016064-0.0016557i,0.0002422-0.00094716i,0.0015611-0.00085038i,0.0011065-0.0019307i,0.0006249-0.0028667i,0.0011649-0.0036501i,0.001911-0.0033934i,0.0011869-0.0033649i,-0.00086604-0.002406i,-0.0015912-0.0010434i,-0.0010754-0.00093198i,-0.0015251-0.0010337i,-0.0013475-0.001041i,-0.00057727-0.00048647i,-0.00013883-0.00057597i,0.00028824-0.00090976i,0.00019413+5.8988e-05i,0.00040085+0.00080381i
-0.0044491+0.0002056i,-0.0033474-1.3914e-05i,-0.0022203-6.5246e-05i,-0.00088689+0.00034452i,-0.00037381+0.0014194i,-0.00095625+0.00096689i,-0.0011317-5.1801e-05i,-0.00066823-8.8109e-05i,-0.00066814-0.00053184i,-1.6812e-05-0.0007383i,0.00053652-0.00086415i,0.00055318-0.001093i,0.00105-0.00097998i,0.0011529-0.00069756i,0.00083363-0.0002657i,0.00045149-0.00043648i,-6.5118e-06-0.00087108i,-0.00042366-0.00044701i,-0.0011147-0.00060522i,-0.0016497-0.00019217i,-0.0016328+0.00045618i,-0.00081291+3.4233e-05i,0.00046265-3.2662e-05i
-0.00017838-4.436e-05i,0.00027528+0.00032311i,0.00042335+0.00094079i,-0.00058894+0.00061425i,-0.0016591-0.00047922i,-0.0014402-0.0006736i,-0.0012611+3.475e-05i,-0.00092805-1.512e-05i,-0.00076926-0.00011626i,-0.0013343+0.00064666i,-0.0011285+0.00065286i,-0.00069745-0.00073724i,-0.001119-0.00099654i,-0.0014712+9.8174e-05i,-0.0010886+0.0011699i,-0.00071266+0.0017686i,-0.00042939+0.0013958i,6.7184e-05+0.00050722i,0.00034504-3.0816e-05i,0.00033874-0.00059857i,0.00012307-0.0011309i,-0.00011667-0.0013011i,0.00049657-0.0010657i
-0.00012721+0.0011275i,1.6327e-06+0.0017818i,-0.00078738+0.0028787i,-0.0015812+0.0032003i,-0.0022796+0.0015918i,-0.0018655-2.6288e-05i,-0.0014062-0.00036142i,-0.0012086+0.00064245i,-0.0008118+0.0014499i,-0.00087543+0.00083453i,-5.4316e-05-0.00089826i,0.00044432-0.0015433i,-7.2243e-05-0.0018913i,9.8829e-05-0.0019586i,0.0001199-0.00091081i,0.00025932+0.0002412i,0.00056406+0.00076369i,4.2039e-05+0.00075048i,-0.00014167+0.00040921i,0.00023429+0.00032663i,8.0688e-05+0.00023421i,0.00023195+0.0002718i,0.0002192+0.00051011i
-0.001159-0.0024217i,-0.0012516-0.0028189i,-0.0018486-0.002541i,-0.0016457-0.0021249i,-0.0021741-0.0019618i,-0.0026873-0.0010832i,-0.001322-0.0001265i,-0.00054387-0.00043597i,-1.0784e-05-0.00060485i,0.00095027-0.00052982i,0.00077785-0.00031092i,0.00021235+4.7878e-05i,0.0009248+0.00064394i,0.0019155+0.00044285i,0.0019135-9.9367e-05i,0.0018259+9.1103e-05i,0.0016962+8.3992e-05i,0.00074882-0.00033936i,-0.0003629-0.0004318i,-0.00074283-0.0006892i,-0.0010078-0.00057625i,-0.0012661-0.00045215i,-0.00088869+0.00018661i
0.00032659-0.0017864i,0.0012971-0.00064737i,-0.00023351-0.0014126i,-0.0025775-0.0019306i,-0.0033987-0.0010234i,-0.0018108-0.00013685i,-0.00021033-0.00071911i,-0.00066872-0.0011509i,-0.00056366-0.00025622i,0.00054198+0.00037448i,0.00094537-0.00028815i,0.00075042-0.00081628i,-5.8903e-05-0.00032335i,-0.0011749+0.00032841i,-0.0019387+0.00045019i,-0.00093154-0.00013864i,0.00044463-0.00035019i,-1.9444e-05-0.00025476i,0.00013085-0.00074362i,0.00097292-0.0011546i,0.00098163-0.0007062i,0.000176+0.00063875i,-0.00044009+0.0014163i
0.00029467+0.0061583i,-0.00025274+0.0057225i,-0.00025666+0.0066001i,0.00028729+0.0044741i,-0.00032795+0.00077836i,-0.0012179-0.0021329i,-0.0015525-0.0020172i,-0.0012571-0.00036191i,-5.0125e-05-0.00083387i,0.0017116-0.0024567i,0.0028327-0.0031977i,0.0032337-0.0027458i,0.0028824-0.0032614i,0.0015898-0.0043188i,0.00065788-0.003892i,1.1223e-05-0.0025115i,-0.0011439-0.0012176i,-0.0018544-0.00032906i,-0.0016103+0.00018369i,-0.00063868-3.4931e-05i,0.00014614-0.00035256i,0.0011931+9.4887e-06i,0.001373+0.0008129i
0.0019064-0.00092802i,0.0022038-0.0016414i,0.0023861-0.0018445i,0.0011302-0.0011301i,-0.000846-0.00039504i,-0.0018836+3.668e-05i,-0.0011692-0.00052707i,0.0006885-0.00066638i,0.0014938-0.00082426i,0.0013377-0.00092399i,0.0009437-0.0016348i,-0.00036101-0.0027497i,-0.00031121-0.0025289i,0.0009389-0.0018822i,0.0010902-0.001487i,-0.00025479-0.00084004i,-0.0010254-9.5578e-05i,-0.00047002-0.00032461i,-0.00098258-0.00026679i,-0.0018279+0.00059184i,-0.00095013+0.0003835i,-0.00028198-0.00026873i,-0.00015006-0.00052111i
0.00010301-0.00084452i,-0.00015462+0.00028594i,-0.00063522+0.00036969i,-0.0013875-0.001512i,-0.001459-0.0017438i,-0.0017578-0.00061177i,-0.0015983+0.00015472i,-0.00067656+0.00026438i,-0.00088093+5.3505e-05i,-0.0010696+0.00028438i,-0.00092354-0.0008935i,-0.001497-0.0021945i,-0.002059-0.0012321i,-0.0017852+0.00021484i,-0.0011928+0.00057223i,-0.0010156+0.0012459i,-0.00074354+0.0017971i,-0.00021371+0.0011208i,-0.00030372+0.00070196i,-0.00010884+0.00059839i,0.00065934-0.00043643i,0.0010708-0.001412i,0.0010663-0.0021119i
0.0019075+0.00024915i,0.00090125-0.0012391i,-3.3119e-05-0.0015462i,-0.0010933-0.00097753i,-0.00192-0.0012976i,-0.0017039-0.0010469i,-0.0014261+0.00062172i,-0.0012273+0.00082074i,-0.0017755-0.00028098i,-0.0020132-0.0012449i,-0.00079458-0.0018511i,0.00025359-0.0013465i,0.00075494-0.00075617i,0.00081387-0.00066338i,0.00027321+0.00080907i,-0.0003944+0.0017203i,-0.0007587+0.00070076i,-0.0012127+0.00074227i,-0.00088348+0.00041962i,-0.00044771+0.00019616i,-0.0006474-8.7688e-06i,0.00013579+3.7582e-05i,0.00082732+0.00084012i
-0.0037686-0.00056325i,-0.0036784+0.00013589i,-0.0028394+0.0016564i,-0.00094462+0.0019813i,-0.00065536+0.00081313i,-0.0013187-0.0011894i,-0.0011879-0.0022143i,-0.0010325-0.0018637i,-0.00038836-0.00076711i,0.0010036+0.0012165i,0.0013413+0.0021867i,8.4926e-05+0.0019486i,-0.00015838+0.002523i,0.00060483+0.0024488i,0.00099966+0.0012457i,0.0019196+0.00014126i,0.0020259-0.00067778i,0.0012983-0.0012596i,0.00074472-0.00096516i,-5.3578e-05-0.00082721i,-0.0011444-0.0014122i,-0.0011675-0.00089776i,0.00010571+0.00025823i
0.00057023+0.00039217i,0.00051517-4.761e-05i,-0.00044059+0.00050638i,-0.00052459+0.00015685i,-0.0013967-0.00019921i,-0.0026367-0.00074062i,-0.0015761-0.0013365i,-0.00061016-0.0010549i,-0.00056112-0.00043793i,-0.00049991+0.00038292i,0.00022392+0.00016956i,0.0015758-0.0012593i,0.0014324-0.0014482i,5.2325e-05-0.00057303i,9.046e-05-0.00076298i,0.00088135-0.0010578i,0.0012788-0.00069333i,0.00031834+7.8321e-06i,-0.00068969-0.00030192i,-9.3353e-05-0.0008041i,0.00058654+0.00037934i,0.00061789+0.0022185i,0.00010545+0.0027668i
5.9327e-05+0.0018586i,0.00038245+0.0015964i,0.0014466+0.00028845i,0.0011548-0.00053384i,0.00084713+6.1512e-05i,0.00043951+0.00018236i,-6.7462e-05-0.00013036i,0.00026261-0.00048412i,0.00082477-0.0017798i,0.0021852-0.0034801i,0.0044104-0.0041051i,0.0044578-0.0033183i,0.0032947-0.0027681i,0.0015565-0.0024295i,-0.00077391-0.0023572i,-0.0012475-0.0024149i,-0.0010449-0.0023308i,-0.0018221-0.0017016i,-0.0024257-0.0017403i,-0.002966-0.0017972i,-0.0027908-0.00078053i,-0.00088141+0.00037988i,0.00020075+0.00064606i
-0.00064265-0.001407i,0.00097623-0.0020957i,0.00056145-0.00083123i,-0.0010746+0.00010368i,-0.0011884+9.4701e-05i,-0.00063693-0.0003341i,-0.00043674+0.0002246i,0.0014205+0.00036704i,0.0024455-4.9294e-05i,0.0022071-0.00031715i,0.0014402-0.0010581i,-0.00063966-0.0023874i,-0.00099152-0.0037302i,-0.00012098-0.0030348i,0.0004572-0.0020243i,0.00041838-0.0012812i,-7.7476e-05-9.2785e-05i,-0.00056934-7.1015e-05i,-0.00048131-0.00078194i,0.00011267-0.00098851i,5.2983e-05-0.0007576i,-0.00032656-0.00089413i,-0.00018482-0.0006324i
0.0014464+0.0014715i,0.00045317+0.0033452i,-3.3363e-05+0.0033305i,-0.00030563+0.0017286i,-0.0014965-7.8636e-05i,-0.0030388-0.0011204i,-0.0031127-0.0010442i,-0.0016285-0.00066849i,-0.0021486-0.0001125i,-0.0036397-0.00022655i,-0.0039934-0.002437i,-0.0029453-0.0041779i,-0.0013376-0.0020469i,0.00042312+0.00087046i,0.0012155+0.0021115i,0.0010469+0.0026187i,0.0004958+0.0027236i,-0.00069537+0.0020125i,-0.00055711+0.00084806i,0.0010869+0.00078344i,0.0021309+0.0016013i,0.0015314+0.0010521i,0.00032609-0.00014385i
