-0.0062073+0.00042392i,-0.0046252-6.4503e-05i,-0.0061267+0.0010748i,-0.0049961+0.0019824i,-0.0028162+0.0027924i,-0.0018136+0.0025691i,0.00023785+0.0018288i,0.00047436+0.00098873i,0.00033779+4.2898e-05i,0.0011236-0.00033096i,0.0012893-0.00039069i,0.0010633+0.00025131i,0.00038684+0.00037067i,-0.00058676-0.00097063i,-0.00116-0.0013431i,-0.00057983-0.000228i,-1.2354e-05-0.00016499i,-0.00078867-0.00088509i,-0.001113-0.0012673i,-0.00011413-0.00056126i,6.7311e-05+0.00046645i,-0.00023123+0.00014453i,-4.3735e-05+0.00022433i
-0.00018706+0.00024037i,-0.00030411-0.00051296i,-0.00048022-0.0015458i,-0.00073321-0.00207i,-0.0007996-0.00083425i,-0.0011633+9.8683e-05i,-0.0006725+9.7572e-06i,0.0010514-0.00040552i,0.0011188-0.0008954i,-0.00013891-0.00018911i,-0.00042352+0.00059437i,-0.00069359-0.00013019i,-0.00069213-0.00079962i,-0.00012831-0.00031036i,0.00025431+0.00056056i,0.0004788+0.00057394i,0.00039691-9.9348e-05i,-0.00024563-0.00040897i,-0.0014235-0.00043022i,-0.001607+7.914e-05i,-0.00088748+0.001156i,-0.00020964+0.0010597i,6.6171e-05+0.00053349i
0.0017809-0.0012317i,0.0016337-0.0015882i,-0.0007947-0.0015469i,-0.0025798-0.00096047i,-0.0023887-0.00061937i,-0.00124-0.00026781i,0.00015827-0.00028825i,0.00093908-0.00064881i,0.00031673-0.00061155i,-0.00042168-0.0010785i,-0.00035531-0.00037746i,6.7225e-05+0.00065131i,0.00037624+0.00089832i,-0.00011032+0.00089801i,-0.00044457+0.00074932i,-0.00048049+0.0010048i,-0.00010093+0.00017578i,0.00018465-0.0010315i,-0.00020693-0.00073889i,-0.00033-0.00022072i,-0.00093948+0.00030231i,-0.0011217+0.00047972i,0.00036261-0.00026286i
-0.0015042-0.0017765i,-0.0013647-0.0024305i,-0.0023492-0.0022131i,-0.0024585-0.0015877i,-0.0025588-0.001066i,-0.0023593+7.1422e-06i,-0.00045782+0.0004594i,0.0010697-0.00019625i,0.00075075-0.00044239i,-5.9162e-05-0.00035307i,1.2834e-05+0.000141i,0.00053634+0.00051584i,0.00069832+0.00015971i,0.00071259-0.00037204i,0.00063001-0.00054244i,0.00034568-0.00029115i,0.0011645-0.00060192i,0.0010065-0.0011229i,-0.00027357-0.0010547i,-0.00048531-0.00069339i,-0.00034512+4.703e-05i,-0.00030835+8.3532e-05i,0.00024901+1.2592e-05i
-0.0002731+0.0026029i,0.00090847+0.0024666i,0.0017758+0.001816i,0.0017587-0.00043464i,0.0015573-0.0019763i,0.0015672-0.0013033i,0.0013418-0.00021077i,0.0016848-0.00061179i,0.00096016-0.001004i,-0.00072619-0.001247i,-0.0013333-0.001324i,-0.00070333-0.0012056i,-0.00056947-0.001201i,-0.0015401-0.0011476i,-0.0016308-0.00073465i,-0.00018266-0.00035734i,0.00071593+0.00024675i,0.00057382+0.00051459i,0.00030635+0.00021117i,-4.2652e-05+0.00031058i,-4.1388e-05+0.00028981i,0.00018778+0.00021225i,0.00035022+0.00039403i
0.00050633+0.00039972i,0.0011109-0.00010025i,0.0012627+0.00058094i,0.00046233-0.00027035i,-0.00068004-0.0010732i,-0.00093948-0.0003198i,2.9939e-05+0.0003268i,0.00082128-0.00019808i,0.00020427-0.0012906i,-0.00062931-0.0010157i,-0.00046886-0.00023317i,-0.00024784+0.0002538i,-0.00039562+0.0010164i,-0.00068474+0.0010653i,-0.00083953+0.00053615i,-0.0008992+0.00059525i,-0.000934+0.00013404i,-0.00072194-9.6204e-06i,-0.00036708+0.00034591i,0.00015391+0.00066922i,-8.8183e-05+0.00093461i,-0.00029139+0.00058426i,-3.93e-05+0.00013041i
-0.00052439+0.00061954i,-0.0005346+0.00069719i,0.00054012+0.0010482i,-0.00060328+0.00050983i,-0.0018518-0.00062156i,-0.0011539+8.2132e-05i,8.9823e-05+0.00029318i,0.0013746-0.00037925i,0.001174-0.000985i,0.00037268-0.0010895i,0.00029071+5.0147e-05i,-2.733e-05+0.00059909i,-0.0001931+0.00012092i,3.4374e-05-0.00010707i,0.00026162-0.00072758i,0.00081706-0.00092225i,0.00081969-0.00063076i,0.00012468-0.00067311i,0.00020724-0.00060848i,0.0012222-0.00037621i,0.00089901+0.00016245i,0.00029557+0.0011757i,0.00064351+0.0013069i
-0.0012362-0.00027316i,-0.0012647+7.8069e-05i,-0.0013442+0.0008368i,-0.0010869+4.9955e-05i,-0.00073286-0.00096491i,-0.00098493-0.00047985i,0.00012864+0.00021908i,0.0014979-0.00046517i,0.001084-0.00096555i,-0.00022682-0.00010113i,-0.00069397+0.00046464i,-0.00028925+0.0008475i,6.9508e-05+0.00071031i,-7.646e-05-3.0582e-05i,0.00021381-0.00059955i,-0.00056785-0.0010313i,-0.00067303-0.0014172i,-0.00011835-0.0013363i,-0.00047912-0.00096723i,-0.00086327-0.00073535i,-0.00074872-0.000311i,-3.2383e-05+0.00015562i,0.00043533+0.00028371i
0.00099441+0.00029216i,0.0002451-0.00063029i,-0.00064046-0.0016896i,-0.0018118-0.002411i,-0.0023357-0.002897i,-0.0022739-0.001527i,-0.00089483-8.5508e-05i,0.00040758-0.00029606i,0.00023207-0.00061832i,-0.00058661-0.00096606i,-0.0010139-0.0014052i,-0.0010539-0.0010318i,-0.00085899-0.00062717i,-0.00025455-0.00067399i,-0.0001928-0.00016109i,-0.00012728+0.00028549i,0.00032323+6.2261e-05i,-7.2185e-06-0.00030945i,-0.00056583-0.0004272i,-0.00072231-6.0106e-05i,-0.00018873+0.00028269i,-5.8453e-05+0.00022499i,-0.0005059+0.00027228i
-0.00038348+0.00099436i,0.00060585+0.00041707i,0.00032973+0.000825i,0.00046396+5.2811e-05i,0.00099741+0.00015575i,0.00070675+0.00066093i,0.00090558+0.00046211i,0.0022285-0.00047692i,0.0018981-0.0010989i,0.00026863-0.0011343i,-0.000877-9.5165e-05i,-0.00068126+0.00031994i,-0.00017811-0.00036464i,-0.00055756-0.00014999i,-0.00093513+0.00050702i,-0.00071755+0.00023541i,-0.00055186-0.00032588i,-0.000678-0.00058415i,-0.0001812-0.00015182i,0.00028187+0.00018076i,0.00019634+0.00022437i,-0.0002613+0.00041282i,-0.00066466+0.00066432i
0.000637+0.0034552i,0.0015777+0.0023757i,0.0028749+0.0010345i,0.0021036+0.00025662i,0.00075521-0.00040066i,5.8191e-05+4.7646e-05i,3.867e-05+0.00088738i,0.00066735+0.00050775i,0.00070484-0.00016396i,0.00016506-0.00039888i,-2.5818e-05-0.0003509i,3.5587e-05-0.00038162i,-0.00069804-0.00013442i,-0.0015158+0.00017517i,-0.0013726+0.00058181i,-0.00043135+0.001029i,7.2169e-05+0.00074449i,0.0001169-2.3905e-05i,-0.0005-0.00060255i,-0.00090325-0.00079659i,-0.00051634-7.1991e-05i,0.00041003+0.00070624i,0.00031908+0.00093081i
-0.0006657+0.00076952i,-0.001391+0.00077668i,-0.0018017-0.00023677i,-0.00091746-0.0015119i,-0.00073304-0.0012541i,-0.0012794-0.00015378i,-0.00084249+0.0002144i,0.00067944-7.2431e-05i,0.0010163-0.00016728i,-0.00056493-0.00031966i,-0.0012511+0.00040111i,-0.0020121+0.0012245i,-0.0022293+0.00071651i,-0.0013646+1.7578e-05i,-0.00099239-1.7765e-05i,-0.00016639-5.0665e-05i,0.00061431+0.00012572i,0.0010406-0.00012965i,0.00074484-0.00077851i,0.00075099-0.0007378i,0.00067742-0.00031799i,0.00068687+0.00024204i,0.00052337+0.00078106i
0.00049096-0.00013382i,0.0013105+0.00034825i,0.0016203-0.0003158i,0.00093974-0.0020129i,-8.9103e-05-0.0017878i,-0.0011453-0.00039898i,-0.0011222+0.00056592i,-0.00018581+0.00019171i,-0.00010102-0.0010627i,-0.00070897-0.0011131i,-0.00092553-0.00050215i,-0.00084727+6.3595e-05i,-0.00027968+0.0001895i,-0.00025338-0.00011559i,-0.00028956+0.00046802i,0.00020387+0.00083619i,-0.00055948+0.00049372i,-0.0011259-0.00011348i,-0.00065614-0.00084062i,-0.00047455-0.00095353i,-0.00038044-0.0003514i,0.00026239+0.0001178i,0.00075547+0.00011389i
-0.00021182+0.0022032i,5.8585e-05+0.0018154i,0.00086201+0.0014582i,0.00099656-3.7663e-06i,-0.00017419-0.0019577i,-0.00081389-0.001749i,-0.00017769-0.00023266i,0.00082568-2.3781e-05i,0.001294-0.0013221i,0.00059009-0.0013086i,8.2567e-05+9.0795e-05i,-0.00051564+0.00055665i,-0.0012728-0.00015836i,-0.0012386-0.00049173i,-0.00049297-0.00024888i,0.00029316-0.00041095i,0.00039545-0.00019018i,0.00029699-0.00033948i,0.00014885-0.00061372i,0.00019464-0.00038091i,0.00014218-0.00016719i,0.00069953-8.1154e-05i,0.00096291+0.00063482i
0.0017726-0.00070438i,0.0011033-0.0012634i,3.6902e-05-0.0029482i,-0.00027393-0.0029874i,-0.00065699-0.0010735i,-0.00087339+0.0009587i,-8.9146e-05+0.001647i,0.0005961+0.00037277i,0.00010431-0.0011719i,-0.0011894-0.00055073i,-0.0020689+0.0011302i,-0.0019275+0.0013124i,-0.00077534+0.00064237i,-0.00042261+0.00071863i,-0.00083457+0.00062244i,-0.00014496+1.3848e-05i,0.00013657-0.00040886i,-8.2897e-05-0.00090936i,0.00010892-0.00070004i,0.00035597-0.00012565i,2.7551e-05-7.5316e-05i,0.00035048+0.00020715i,0.00063338+0.00065054i
0.00040425+0.0018308i,0.00022685+0.0011905i,0.00046723+0.00010957i,0.00011209-0.00070593i,-0.00067482-0.0016061i,-0.0013113-0.0013259i,-0.0013729-0.00047771i,-0.0010198-0.0010629i,-0.00078814-0.0016375i,-0.0010879-0.0015184i,-0.0011054-0.00076817i,-0.00071422-1.8746e-05i,-0.00058157-2.869e-05i,-0.00056452+0.00034642i,-0.0006116+0.00078256i,-0.00068392+0.00074866i,-8.3705e-05+0.00010568i,-9.6178e-05-0.00041978i,-0.00028943-0.00020038i,-0.00043052+0.00030035i,-0.00079448+0.00026754i,-0.0006388-0.00089576i,-0.00015209-0.00066381i
0.0011515-0.0033498i,0.00084625-0.0022413i,-0.00045678-0.0017019i,-0.0015627-0.0022827i,-0.0022321-0.0017313i,-0.001586+0.00040298i,4.4836e-05+0.0014198i,0.001385+0.00027186i,0.00082299-0.00042782i,-0.00019672+0.00017574i,-0.0001334+0.0015457i,-3.3291e-06+0.0019047i,-0.00058552+0.0016513i,-0.0010372+0.00067649i,-0.0010729-0.00041489i,-0.00092595-0.00032336i,-0.00028815-0.00027388i,0.00034069-0.00064075i,5.0978e-05-0.0012332i,-0.001064-0.00069188i,-0.0013902+0.00041825i,-0.00087507+0.00015561i,-0.00015604-0.00029472i
0.00022321-0.00045759i,0.00058254-0.0016504i,-0.0012052-0.0019642i,-0.00314-0.0015558i,-0.0041321-0.00086541i,-0.0031129+0.00030395i,-0.00034361+0.00066432i,0.0012481+0.00017935i,0.00039549-0.0012595i,-0.00091816-0.0016732i,-0.0015207-0.00055706i,-0.00098599+0.00011226i,-0.00038742+0.00050438i,-0.00098172+0.00062737i,-0.0011061+0.00021849i,-0.00046482+8.2548e-05i,-5.3005e-05+0.00024261i,-3.4883e-05+0.00028167i,-0.00024422+0.00029504i,-0.0001102+7.9044e-05i,0.00013524+7.9197e-05i,0.00026135+0.00022302i,0.00024+0.00035837i
-0.0025655+0.0027902i,-0.0020807+0.0024571i,-0.0024403+0.0038051i,-0.0013356+0.0031726i,-4.3207e-05+0.00065385i,0.00012681-0.00036827i,0.00063147+0.00039603i,0.0014464+0.00056197i,0.0017526-0.00042224i,0.00053931-0.00035935i,-0.0009757-0.00016082i,-0.0012118-0.00034499i,-0.00066699-0.00016147i,-0.00052961+0.00010579i,-0.00040861-0.00024575i,-0.00023637-0.00022285i,-3.7257e-05-4.5101e-05i,0.00037599+2.9275e-05i,0.00028506-5.6405e-05i,-9.588e-05-4.143e-05i,-0.00015671+9.5347e-06i,-0.00043484+0.00035782i,-0.00039929+0.00038319i
0.00095337+0.0016632i,0.0010465+0.00076422i,0.0015791-0.00033948i,0.0014205-0.0020076i,0.00054233-0.0026629i,-0.00046766-0.0011026i,-0.00078182+0.00035894i,0.00035275+0.00033022i,0.00087568-0.00064085i,0.00034007-0.0010182i,-0.00052626+4.4546e-05i,-0.0010102+0.0010145i,-0.0011605+0.001285i,-0.0014281+0.0003692i,-0.001229-1.0403e-05i,-0.0011352+0.00021579i,-0.00058859+8.0747e-06i,0.00077096-0.00053392i,0.00088205-0.00022893i,-4.3223e-05+2.129e-05i,-0.00064467-0.00023053i,-0.00067346+6.8424e-05i,-0.0006337+0.00032431i
0.00060031+0.00078248i,-0.00013606+0.00072641i,-0.00017777-0.00064022i,0.00045319-0.00061998i,-0.00023128-8.8746e-05i,-0.0013451+0.00073642i,-0.00012916+0.0011356i,0.0011597+0.00023898i,0.001147-0.00059968i,0.00032939-0.00047543i,-0.00069151-0.00024101i,-0.00043951-0.00030214i,-0.0002943-0.00019905i,-0.0013511-0.00028436i,-0.0020252-0.00033861i,-0.0011052-0.00011555i,-0.00011992-0.00015542i,0.00026691-5.9143e-06i,-0.00042798+0.00019745i,-0.00080389+1.0169e-06i,-0.00064972-0.00039911i,-0.00086506-0.00058419i,-0.00076519-0.00011838i
0.00095851-0.0029367i,-0.00012649-0.0030261i,-0.0015785-0.0034197i,-0.0027301-0.0026317i,-0.0030574-0.0014254i,-0.0029917-0.00051513i,-0.0017266-0.00057037i,0.00038928-0.0013493i,0.00099271-0.0019025i,0.00012189-0.001407i,-0.00037606-0.00044207i,-0.00038351-0.00039086i,0.00044402+1.5281e-05i,0.00064437+0.00026407i,0.00015974-0.00012005i,7.559e-05-0.00032916i,-0.00033142-0.00038326i,-0.00026439-0.00045033i,8.8345e-05-0.00033821i,0.00015344-5.7908e-05i,-0.00021756+0.00025889i,-0.00042226+0.00026705i,-0.00032305+9.2898e-05i
-0.00025668-0.00025343i,0.0010371-7.7021e-05i,0.0013497-0.00045712i,0.00015585-0.0011187i,-0.00039886-0.0010531i,-5.2903e-05-0.00079875i,0.00068798-0.00054213i,0.0015504-0.00047218i,0.00099242-0.00073174i,-0.00029312-0.00078216i,-0.0016224-0.00053011i,-0.0014136-4.7209e-05i,-0.00017379-7.1083e-05i,0.00019155-0.00070202i,-0.00038916-0.0011345i,-0.00059231-0.0010095i,-0.00048881-0.00074687i,-0.000562-0.00092462i,-0.00059179-0.00054753i,-0.0004385+0.00027487i,-6.9872e-05+0.0005897i,0.0003816+0.0005384i,0.00075116+0.00038528i
-0.00052635-0.00073878i,-0.00084476-0.00034897i,-0.0011059-0.00013856i,-0.0024312-0.00066965i,-0.0031305-0.0010747i,-0.0018719+7.5253e-05i,-0.00049405+0.00068859i,0.00053057-0.00028598i,0.00070662-0.0011732i,-0.00034542-0.00031545i,-0.00079688+0.0011095i,-0.00031027+0.0013468i,-0.00027954+0.0004488i,-0.00085648-0.00029938i,-0.00071715-0.00059409i,0.00018104-0.00051726i,0.00067804-0.00030638i,0.00083942-0.00038393i,0.00073174-8.8632e-05i,-0.00023448-2.9026e-05i,-0.00052907-7.5711e-05i,-0.00049562+0.00029337i,-0.00039516+0.0003845i
-0.0012787-0.0016743i,-0.0027432-0.0012837i,-0.0019149-0.0021676i,-0.00062735-0.002477i,-0.0011354-0.0010035i,-0.0018423+0.00056973i,-0.00073403+0.00078398i,0.0010807-0.00065552i,0.0010205-0.0018891i,0.00020501-0.00096895i,0.00068436-1.8931e-05i,0.00089866-4.7817e-05i,0.00016046+5.3338e-05i,-7.9139e-05-0.00021393i,-0.00032747-0.00031946i,-0.0005656+0.00022876i,-0.00030816+0.00035124i,-0.0009627+2.6945e-06i,-0.0015021-0.0003503i,-0.00042669+0.0003774i,0.00070002+0.0009857i,0.00062256+0.00022545i,8.6239e-05-0.00057749i
-0.00048686+0.0015303i,0.00081057+0.00072286i,0.0019036+0.0001279i,0.0015654-0.00086072i,0.00019665-0.0018942i,-0.00022849-0.0014507i,-0.00013601-0.00011932i,0.0008386-0.00029112i,0.0012693-0.001221i,0.00069656-0.0009289i,0.0012979-0.00040186i,0.0014213-4.1683e-06i,-0.00029012+0.00070798i,-0.0013018+0.00045203i,-0.0011456-7.4868e-05i,-0.00023977-4.6392e-05i,0.00037825-0.00033162i,0.00038475-0.00057145i,0.00073027-0.00055712i,0.0015021+1.7482e-05i,0.0013315+0.0004081i,0.00074925+0.00023508i,-0.00034401+0.00065256i
-0.00098562+0.0003023i,-0.00086555-0.00023813i,-0.0020779-6.6654e-05i,-0.0029063-0.00076149i,-0.0021502-0.00062463i,-0.0012772+0.0001944i,0.00010858+0.0006122i,0.0012912+0.00030998i,0.0010105+0.00010879i,-0.00013987+0.00029118i,-0.0008876+0.00075135i,-0.00058003+0.0014206i,2.1429e-05+0.0011961i,-0.00012685+0.00046617i,-0.00041952-8.0247e-05i,-0.00051336-0.00023401i,-0.00011081+6.3668e-06i,2.9381e-06-0.00029654i,-2.5364e-05-0.00084612i,0.00040751-0.00018944i,0.00014903+0.00036596i,0.00010982-0.00023511i,0.00044417-8.7377e-05i
0.0009547-0.0011026i,0.0010164-0.001883i,0.00079628-0.002675i,-0.00041451-0.0028653i,-0.0018966-0.0022952i,-0.0019138-0.0010517i,-0.001439+0.00033282i,-0.00071395+0.00042252i,-0.00093644-0.00052868i,-0.00096914-0.00084114i,-0.00027706-0.00024218i,-0.00029959-0.00028794i,-0.00059465-0.00054281i,-0.0009478-0.00029882i,-0.00083203-0.00010037i,-6.1025e-05-0.00039357i,0.00057767-0.00033143i,0.00041823-0.00056668i,-0.00032268-0.00092417i,-0.00056241-0.00017083i,0.00013687+0.00085088i,0.0008366+0.0010974i,0.0005005+0.00083966i
0.002299+0.0020872i,0.0028519+0.0026878i,0.0039306+0.0014904i,0.0032414-0.0008087i,0.0013114-0.002102i,-0.00045343-0.00099481i,-8.6337e-05+8.7224e-05i,0.00094757-0.00099317i,0.0007103-0.0018496i,-0.000417-0.0014834i,-0.0012065-0.00077418i,-0.00066614-0.00061435i,-0.00071034-0.00017345i,-0.00098044+4.9961e-05i,-0.00042971+0.00029801i,4.8275e-05+0.00042194i,0.0002474-0.00066679i,0.0004781-0.00129i,0.00038031-0.0004999i,0.00059368+0.00045455i,0.00018171+0.00032901i,-0.0007205-0.00053972i,-0.00049614-0.00050059i
-0.0012326+0.00097661i,-0.00051332+0.0023692i,-0.00024782+0.0029115i,5.3104e-05+0.0019834i,2.9968e-05+0.00062835i,0.0009133-0.00021039i,0.0011676+0.00033386i,0.00035155+0.00069929i,-6.1523e-05+0.00015392i,-0.00039607-0.00041283i,-0.00032678-0.00022839i,-0.00036388-0.0003136i,-0.00048876+0.00013662i,0.00017068+0.00051846i,0.00039338-6.7042e-05i,0.00058872+0.00012025i,0.00067991-0.00020886i,0.00038609-0.00029607i,-0.00012169-0.00028308i,6.2432e-05-0.00046607i,0.0010488+0.00020299i,0.0012135+0.0010664i,0.00048828+0.00079509i
0.00013608+0.002043i,0.00046805+0.0012523i,5.0131e-05+0.0017828i,-0.0012152+0.0004971i,-0.001848-0.00080449i,-0.0021706-0.0005154i,-0.0011758+0.00024402i,-0.00029405+5.6691e-06i,-0.00057645-0.00096636i,-0.0010444-0.00076621i,-0.0014286-0.00020207i,-0.00082066+0.00046715i,-0.00099375+0.00055628i,-0.0015598-0.00020108i,-0.00099259-0.00049988i,-0.00020729-0.0010039i,0.00036171-0.00095639i,0.00064236-0.00040702i,5.5443e-05-0.00052467i,-0.00033186+8.0111e-05i,-0.0001979+0.00080462i,-6.1123e-05+0.0003656i,0.00037798-0.00074781i
0.0009595-8.3343e-05i,0.002302-0.00038031i,0.0024256-0.0018901i,0.0010042-0.0024662i,-0.00087932-0.0017721i,-0.0017118-0.00098197i,-0.00078017+5.7159e-06i,0.00038626-0.00020153i,0.00078319-0.0011931i,7.2421e-05-0.00096655i,-4.8106e-05-0.00025476i,0.00015367-7.6533e-05i,-0.00064877-0.0003818i,-0.0015551-0.00013141i,-0.0013114+0.00022575i,-0.00060641+0.0001854i,-0.00071819-0.00013992i,0.00010216-0.00029583i,0.00034887-0.00039157i,-0.00022424-2.5241e-05i,-0.00090498+0.00056251i,-0.00085122-4.7919e-05i,0.00025996-0.00027055i
0.00087189-0.0015936i,-0.00032667-0.0015557i,-0.0013708-0.0024971i,-0.0020616-0.0025726i,-0.0024822-0.0012799i,-0.002508+0.00037799i,-0.00094651+0.0013549i,0.0006044+0.0012357i,0.00028757-0.0004203i,7.7421e-05-0.0011087i,-0.00034435+0.00018938i,-0.00087468+0.0009105i,-0.00082313+0.00093187i,-0.00024033+0.00024576i,0.00063606-8.1075e-05i,0.00056919-5.7541e-05i,-0.00036655-0.00021994i,-0.0011281-0.0007416i,-0.00061059-0.0011589i,0.00029607-0.00065657i,0.00017152-0.00015767i,-0.00056928+0.00011655i,-0.00050907+0.00010084i
0.0003949+0.00022169i,7.2351e-05+0.00030279i,8.3624e-05-0.00050036i,-0.00011056-0.0013964i,-0.00070609-0.0016929i,-0.0010052-0.00063631i,-0.00050496+0.00040698i,0.00032662+9.0124e-05i,0.00096966-0.00048189i,0.00053921-0.00053763i,-0.00088491+7.267e-05i,-0.0012937+0.0001799i,-0.00070232+7.0643e-05i,-0.00027953-6.0513e-05i,-0.00023192-0.00044783i,-0.00056105-0.0002058i,6.2471e-05-8.9957e-05i,0.00059604-0.00060916i,0.00048345-0.00073097i,0.00076596+0.00011436i,0.00035424+2.6617e-05i,0.00027344-0.00080431i,5.1846e-05-0.00083483i
-0.0015198-0.0012327i,-0.0020343-0.00082507i,-0.0028813-0.00049865i,-0.002315+0.00030878i,-0.0017725+0.00038239i,-0.00082669+0.00018499i,0.00031426+0.00077781i,0.0011056+0.0002552i,0.0010099-0.0010804i,0.00053466-0.00042318i,0.00019467+0.000299i,-0.00044148+0.00053955i,-0.00051831+9.0226e-05i,-6.9209e-05-0.00032303i,-0.00033043-0.00071735i,-6.3627e-05-0.00029829i,0.00035214-0.00046948i,0.00062101-0.0010857i,0.00016768-0.00059825i,-0.00046177-0.00064071i,-0.00030035-7.5725e-05i,0.00032109+0.00092181i,0.00063213+0.00091733i
0.0014039+0.0031996i,0.0024677+0.0019645i,0.0027668+0.00033054i,0.002221-0.0015967i,0.00055492-0.0016997i,-0.0014211-0.001034i,-0.00074937-0.00012083i,0.00060396-0.00033545i,0.0011474-0.0017784i,0.00046255-0.0014374i,-0.00048684-5.3996e-06i,-0.00093406+4.5247e-05i,-0.0012841-0.00050681i,-0.0012271-0.00041969i,-0.00083722+3.7077e-05i,0.00030521+0.00033995i,0.0010619+2.6992e-05i,0.00084101-0.00084763i,0.0010084-0.0015742i,0.0014029-0.0010115i,0.0015202-0.00032661i,0.00056826-0.00053848i,-0.00013652-0.00052714i
0.0017192-0.0016516i,0.00068768-0.0018921i,4.3155e-05-0.0018833i,-0.0011553-0.002909i,-0.0024864-0.0023585i,-0.0020939-0.0005715i,-0.0003174+8.2118e-05i,0.00030456-0.0012151i,0.00010024-0.0017188i,-0.00036112-0.00020726i,-0.0014902+0.00072862i,-0.0013558+0.00048415i,-0.00049473+0.00010313i,-0.0001933+0.00012432i,-0.00027306+0.0006716i,-3.6393e-05+0.00078312i,0.00066566-0.00024392i,0.00095604-0.00059956i,0.00052608-0.00081559i,-0.00037409-0.0010164i,-0.0010626-0.00032139i,-0.00062228+0.00055359i,-6.944e-05+0.00092561i
-0.0012914-0.00033718i,-0.0013475+0.00024265i,-0.0011847+0.00034231i,-0.00091279-0.00081276i,-0.00051667-0.00091375i,-0.00022668-0.00052331i,-2.6063e-06-0.0002923i,0.00056347+6.8723e-05i,0.0015901-0.00059005i,0.00064087-0.0010227i,-0.0005582-0.00058421i,-0.00033761-0.00024285i,-3.6068e-05+6.4659e-05i,0.00027438+0.00059691i,4.1393e-05+0.00034745i,0.00026183-0.00014735i,0.0006948-0.0003068i,0.00042128-0.00056077i,0.00019841-0.00073873i,-4.8122e-05-0.00063257i,-0.00034874-0.00071168i,-0.00031215-0.00073261i,-9.5206e-05-0.00032859i
0.0011817-0.0013998i,0.00093367-0.00073689i,0.00043555-0.00059572i,-0.00038036-0.0013555i,-0.0013475-0.0019211i,-0.0016568-0.00047284i,-0.0004003+0.00091748i,0.0017184+0.00057183i,0.0017649-0.00040183i,1.7326e-05-0.00053449i,-0.00036153-0.00029705i,-0.00036063-0.00036608i,-0.00043936-3.6026e-05i,-0.00024228+0.0001751i,0.00013406-0.00013479i,0.00047479-0.00044498i,0.00071953-0.0008176i,0.0002089-0.0016411i,-0.00037646-0.001582i,-0.00023581-0.00035359i,0.00019183+0.00068562i,-0.0002257+0.0010188i,5.6456e-05+0.0008364i
0.0012111+0.00020956i,0.00046399-0.0011253i,0.0011638-0.0017958i,0.000616-0.0025592i,-0.001357-0.0036542i,-0.002952-0.002301i,-0.0018793-2.7771e-05i,0.00061577-0.00037195i,0.0010389-0.0018685i,-0.00031745-0.0020848i,-0.001071-0.0013752i,-0.0014112-0.00036393i,-0.0011375+0.00050034i,-0.00049001+0.00025939i,-0.00067844-0.00037075i,-0.00065657+0.00026179i,-0.00046361+0.00037664i,-0.00060408-4.9147e-06i,-0.00087349-0.00036909i,-0.00061668-0.00036334i,-0.00027403+0.00037343i,4.0776e-05+0.00092731i,0.00042658+0.00023747i
-0.0021299-0.0041504i,-0.00091165-0.0033369i,-0.0015886-0.0024406i,-0.002885-0.001825i,-0.0030255-0.00060324i,-0.0015826+0.00036804i,0.00048904+0.00087558i,0.0015393-9.4165e-05i,0.00069064-0.0011649i,-0.00043073-0.00033088i,-0.00047391+0.0003261i,-3.1774e-05+0.00059796i,0.00027496+0.00011409i,-0.00017673-0.00048552i,-0.0012676+0.00049304i,-0.00068013+7.5343e-05i,0.00026634-0.001206i,0.0004943-0.0015265i,0.0008127-0.0012353i,-0.00014657+4.1497e-05i,-0.00028945+0.00071616i,0.00023476+0.00044111i,-0.00014893-1.6569e-05i
-0.0015753-0.0019661i,-0.0015618-0.00043977i,-0.0017152+0.00083756i,-0.0021115+0.0010138i,-0.002234+0.00097265i,-0.001481+0.00080777i,-0.00055641+0.00016136i,0.00086512+9.6002e-05i,0.001393-0.00028122i,0.00074471+8.8174e-05i,0.00030403+0.0010071i,0.00017166+0.00032255i,-4.0925e-06-0.00083405i,-0.00049602-0.0011642i,-0.00095796-0.00071128i,-8.0397e-05-0.00043582i,0.0010036-0.0006841i,0.00067482-0.00069045i,-0.00038494-0.00092651i,-0.00087925-0.0012859i,-0.00021896-0.00073559i,0.00061974+0.0001287i,0.0005232+0.00095033i
-0.0012845-0.002118i,-0.0011545-0.00156i,-0.0020352-0.00099069i,-0.0028195-0.00077592i,-0.0025088-0.00084364i,-0.0015673-0.0002527i,-0.0006971+0.00019604i,0.00016116-0.0010184i,0.00014082-0.0022126i,-0.00032692-0.0015516i,-0.00033741-0.0001917i,0.00015194+6.2975e-05i,0.00012864-0.00042003i,-0.00023418-0.0003975i,-3.1053e-05-0.00012723i,0.00025897-0.00017996i,0.00068259-6.4198e-05i,0.0007513+0.00041489i,0.00065499-0.00015005i,0.00025136-0.00069231i,-0.00011474-0.00030833i,0.00040285+7.6889e-05i,0.00085337+0.00053077i
